fragment_smiles,occurences,example_ligands
C1CNCCN1,114508,42:04200:0:Z3047116227;42:04200:0:Z4122870228;42:04200:0:Z3773662270;
C1CCC2(CC1)CCCCO2,973,42:04200:0:Z1593149563;42:04200:1:Z4200761676;42:04200:1:Z3552113653;
C1CCC2CCCC2C1,488,42:04200:0:Z3573186749;42:04200:1:Z3366900907;42:04200:1:Z3573186315;
c1ncn2c1CCCC2,2920,42:04200:0:Z3603226519;42:04200:1:Z2088722716;42:04200:1:Z4289762193;
OC1C2CCC1CNC2,335,42:04200:0:Z3652112458;42:04200:1:Z4141940427;42:04200:5:Z3681691399;
CC12CCCC(C1)OC2,358,42:04200:0:Z3596113523;42:04200:2:Z4275580352;42:04200:3:Z4268131468;
Cc1cnc(C)cn1,339,42:04200:0:Z4614385400;42:04200:0:Z4216934121;42:04200:1:Z4271284417;
C1CCC2(C1)CCCO2,2326,42:04200:0:Z3474930745;42:04200:0:Z3474932301;42:04200:1:Z2496798725;
Cc1nn(C)c2sccc12,358,42:04200:0:Z4049304948;42:04200:4:Z4115300218;42:04200:4:Z4171063440;
Cc1nccn2nccc12,211,42:04200:0:Z5004659200;42:04200:4:Z4994938772;42:04201:4:Z4991843980;
Cc1cc2n(n1)CCCC2,386,42:04200:0:Z4140987652;42:04200:4:Z4137323010;42:04200:4:Z4230817438;
CC1NCN(C)C1=O,386,42:04200:0:Z3608249568;42:04200:2:Z2434144261;42:04200:6:Z2434286759;
C1CC2CNCC(C1)NC2,154,42:04200:0:Z4314338016;42:04200:3:Z3795289554;42:04203:0:Z4421366248;
c1n[nH]c2c1CCCN2,824,42:04200:0:Z3295685451;42:04200:2:Z3358220135;42:04200:2:Z4248971930;
CC1CNc2ccccc2SC1,105,42:04200:0:Z1933130707;42:04200:7:Z1511588005;42:04202:1:Z2148455572;
CC1(F)CCNC1,555,42:04200:0:Z3562508660;42:04200:2:Z1557718197;42:04200:3:Z2870810515;
CC1(O)CCNCC1,502,42:04200:0:Z3562508660;42:04200:4:Z4132809844;42:04200:4:Z2612117363;
Fc1ccc2cc[nH]c2c1,1271,42:04200:0:Z2453978888;42:04200:1:Z4127098560;42:04200:2:Z4154318612;
Fc1cc2c(cc1F)CCC2,270,42:04200:0:Z4109491382;42:04200:5:Z4109491303;42:04200:6:Z4345492595;
CC1CC2(C1)OCCO2,146,42:04200:0:Z4481085777;42:04200:6:Z4482646736;42:04200:9:Z4482135198;
C1CC2CCNC2CN1,495,42:04200:0:Z4313207939;42:04200:4:Z4185193848;42:04200:5:Z3135724254;
Fc1ccnnc1,77,42:04200:0:Z4313207939;42:04201:8:Z4391663090;42:04202:9:Z4313343749;
c1ccc2c(c1)OC1(CCNC1)O2,182,42:04200:0:Z3344955600;42:04200:3:Z2713109780;42:04200:6:Z4022051538;
CC12CNCC1COC2,410,42:04200:0:Z2645902586;42:04200:1:Z3670882049;42:04200:6:Z3607752327;
Cc1ccc2[nH]ccc2c1C,299,42:04200:0:Z1261869648;42:04200:9:Z4003413579;42:04201:1:Z2163733626;
Cc1cccc2ccncc12,47,42:04200:0:Z3775843601;42:04201:6:Z2851985173;42:04206:6:Z2851439044;
O=S1(=O)NCC2CNCCN21,246,42:04200:0:Z3529939378;42:04200:6:Z2954797212;42:04201:5:Z2921962138;
Cn1ccc2cc(Cl)ccc21,345,42:04200:0:Z4572277933;42:04200:3:Z3673143421;42:04200:3:Z4576759980;
C1CNCC2(C1)OCC1CC12,211,42:04200:0:Z3624313894;42:04200:9:Z4271236191;42:04201:1:Z3624313704;
Cn1cnccc1=O,1001,42:04200:0:Z4269160489;42:04200:1:Z2802244731;42:04200:2:Z3382715591;
Cn1cc2c(n1)CCS(=O)(=O)C2,103,42:04200:0:Z2917725883;42:04200:6:Z2913283776;42:04201:5:Z3898933878;
OC1CCCOC1,2158,42:04200:0:Z3203528296;42:04200:0:Z2477588749;42:04200:2:Z2805162533;
Cc1nc2cc(F)c(F)cc2[nH]1,122,42:04200:0:Z4395087546;42:04200:1:Z1952571780;42:04200:9:Z1949734856;
C1COC2CNCC2C1,702,42:04200:0:Z5053813749;42:04200:0:Z5059697484;42:04200:1:Z4935141922;
O=S1(=O)CC2CNCC(C2)C1,340,42:04200:0:Z4051843159;42:04200:1:Z4051837589;42:04200:6:Z4051834929;
CC1(C)Cc2ccccc2O1,2095,42:04200:0:Z3556559405;42:04200:2:Z2877225813;42:04200:3:Z3540896665;
CC1(C)COc2ccccc21,833,42:04200:0:Z2717339967;42:04200:0:Z2506977385;42:04200:1:Z4056226894;
C1CC2CNOC2C1,174,42:04200:0:Z3053101789;42:04200:5:Z3099773882;42:04200:8:Z3051921765;
O=c1[nH]cn[nH]1,2016,42:04200:0:Z2365063507;42:04200:1:Z4061959539;42:04200:1:Z1787048034;
CC1(C)CCc2ccnnc21,64,42:04200:0:Z3870006694;42:04201:1:Z3870572986;42:04202:2:Z3870301896;
CN1C2CCCC1CCC2,376,42:04200:0:Z3385259357;42:04200:6:Z3395144640;42:04200:8:Z3598253938;
Cn1cnc2cncnc21,724,42:04200:0:Z3395748347;42:04200:2:Z4236521691;42:04200:4:Z4288689467;
C1CC2(C1)CC1(CCC1)C2,362,42:04200:0:Z4133963075;42:04200:0:Z4380780227;42:04200:3:Z3596584425;
Cc1ccns1,826,42:04200:0:Z2757869981;42:04200:0:Z1896767145;42:04200:3:Z3295210889;
NC1CC2CNCC1C2,171,42:04200:0:Z5043317952;42:04201:1:Z5039740616;42:04201:6:Z5039739059;
CC12CNCC1C1CCC2C1,119,42:04200:0:Z3582233752;42:04202:1:Z2964282248;42:04203:1:Z4961806402;
C1CNCCCNC1,265,42:04200:0:Z3183260235;42:04200:3:Z4387025902;42:04200:6:Z4392333769;
FC1(F)C2(CCC2)C12CC2,460,42:04200:0:Z4325993288;42:04200:1:Z4325146368;42:04200:9:Z4144048085;
Cc1ccc2sccc2c1,428,42:04200:0:Z5001593386;42:04200:3:Z4570646504;42:04200:5:Z2498603190;
OC1CCC2(CCCN2)CC1,326,42:04200:0:Z5001593386;42:04200:2:Z4832116142;42:04200:4:Z4832074567;
O=C1CC2CCCC2N1,378,42:04200:0:Z4194674340;42:04200:2:Z4191592192;42:04200:3:Z4194591373;
Fc1cc(F)cc(Cl)c1,386,42:04200:0:Z4194674340;42:04200:2:Z1903030315;42:04200:4:Z1589871192;
O=S1(=O)CCn2cccc2C1,240,42:04200:0:Z4020804387;42:04201:2:Z4021932781;42:04201:5:Z4022687823;
CC1CCS(=O)(=O)C1,766,42:04200:0:Z2876687668;42:04200:4:Z4206137848;42:04200:6:Z4210057597;
Cc1ccc(=O)[nH]c1,717,42:04200:0:Z5033815863;42:04200:2:Z5034194474;42:04200:4:Z4129314418;
CC1CC(O)C(=O)N1C,256,42:04200:0:Z4159067765;42:04200:0:Z4167639777;42:04200:3:Z5021613718;
Fc1cc2nc[nH]c2cc1F,492,42:04200:0:Z1391831185;42:04200:1:Z2959071921;42:04200:1:Z5054193580;
Cc1ccc(C)c(C)c1,1370,42:04200:0:Z3694885012;42:04200:0:Z2483727786;42:04200:1:Z4913801447;
Cc1coc2c(F)cccc12,227,42:04200:0:Z1708536617;42:04200:2:Z1721057487;42:04201:0:Z2921031485;
Cc1ccc(=O)[nH]c1C,348,42:04200:0:Z4643738287;42:04200:2:Z3579368994;42:04201:1:Z3547129703;
Cc1nccn1C,2222,42:04200:0:Z4913244762;42:04200:0:Z4922875849;42:04200:2:Z4172222156;
C1COCCNN1,261,42:04200:0:Z2967628400;42:04200:1:Z2839237491;42:04200:1:Z2839259986;
c1cc2c(s1)CCSC2,950,42:04200:0:Z3187428152;42:04200:0:Z1273811044;42:04200:2:Z4572910989;
C1NCC2CSCC1C2,357,42:04200:0:Z3187428152;42:04200:2:Z3138758349;42:04200:5:Z3659887637;
c1nncnn1,48,42:04200:0:Z4993224288;42:04201:2:Z3357766103;42:04202:6:Z2974266359;
O=c1[nH]c(=O)c2cccnc2[nH]1,126,42:04200:0:Z454422636;42:04200:5:Z3615348391;42:04201:4:Z1367075094;
Cc1ccnc(O)c1,602,42:04200:0:Z3607749524;42:04200:2:Z3363081765;42:04200:7:Z3363918668;
c1ccc2cnncc2c1,670,42:04200:0:Z4226942051;42:04200:3:Z4230835669;42:04200:3:Z4390740345;
CC1CNCC(C)C1,1983,42:04200:0:Z2171232967;42:04200:0:Z199559614;42:04200:0:Z4896717602;
C1CC2(CCSCC2)N1,316,42:04200:0:Z4129875695;42:04200:0:Z3680742284;42:04200:4:Z3443913171;
OC1CCC12CCNCC2,1199,42:04200:0:Z4252506490;42:04200:0:Z4257275402;42:04200:1:Z4253997791;
Fc1ccc2occc2c1,1518,42:04200:0:Z2482862920;42:04200:1:Z4295494377;42:04200:1:Z4570638757;
O=C1CCOc2ccccc21,1258,42:04200:0:Z2293919122;42:04200:2:Z4183557122;42:04200:2:Z3175304523;
c1cc2[nH]cnc2cn1,505,42:04200:0:Z1547716976;42:04200:0:Z3559549169;42:04200:1:Z4221259389;
c1cc2occc2cn1,1205,42:04200:0:Z2198124228;42:04200:1:Z2649911370;42:04200:1:Z2638784364;
Oc1nc2cccnc2[nH]1,54,42:04200:0:Z2892976948;42:04200:2:Z2922777653;42:04202:8:Z4323402885;
C1CCC2SCCNC2C1,205,42:04200:0:Z2892976948;42:04200:4:Z3667887862;42:04200:4:Z4127118775;
C1CC2COCC12,915,42:04200:0:Z3295828640;42:04200:1:Z3380764367;42:04200:1:Z3295743177;
Cc1nc2n(n1)CCNC2,417,42:04200:0:Z2166471333;42:04200:2:Z1840143884;42:04200:3:Z1381665726;
CC1CCS(=O)(=O)N1,362,42:04200:0:Z5025719407;42:04200:1:Z3868031429;42:04200:1:Z2956975821;
Cc1ccncc1F,454,42:04200:0:Z4405935827;42:04200:8:Z4396404017;42:04201:3:Z3595540483;
O=c1cccc2n1CCCC2,338,42:04200:0:Z4304528953;42:04200:2:Z4111332743;42:04200:4:Z4453489751;
Cc1ncoc1C,1357,42:04200:0:Z874426052;42:04200:1:Z3104195912;42:04200:2:Z2350790719;
CC1CNCC(C)O1,5273,42:04200:0:Z2825678612;42:04200:0:Z1892169005;42:04200:0:Z4507765362;
O=C1COC2(CCNCC2)N1,575,42:04200:0:Z4166523893;42:04200:0:Z3206253158;42:04200:2:Z3530341303;
OC1CCCC1F,320,42:04200:0:Z4166523893;42:04200:2:Z4155209535;42:04200:3:Z4093104222;
Oc1ccc2c(c1)OCCNC2,280,42:04200:0:Z2070987084;42:04200:5:Z2091981995;42:04201:6:Z4061433746;
O=S1(=O)CC2CCN1C2,282,42:04200:0:Z4935460567;42:04200:2:Z4113795772;42:04200:3:Z4448797311;
CC1(C)CCC(O)CC1,809,42:04200:0:Z4176438163;42:04200:1:Z2599430045;42:04200:2:Z2783116464;
c1cc2n(n1)CCN2,220,42:04200:0:Z4343705698;42:04200:4:Z3102218052;42:04200:7:Z3797383693;
Oc1cnccn1,377,42:04200:0:Z3843582161;42:04200:0:Z4100281227;42:04200:5:Z4183229994;
CC1CNCc2ccccc21,242,42:04200:0:Z2804610901;42:04200:3:Z3339057850;42:04200:5:Z1373699626;
Cc1ccc2c(c1)CCCO2,405,42:04200:0:Z1009179682;42:04200:2:Z1002337410;42:04200:2:Z1950332461;
Cn1ncc2ccccc21,3164,42:04200:0:Z2186902006;42:04200:0:Z1462740388;42:04200:1:Z3288967210;
CC1CCNCC1F,299,42:04200:0:Z3407555250;42:04200:9:Z3302629542;42:04201:0:Z4993725115;
O=S1(=O)Cc2ccoc2C1,218,42:04200:0:Z3380522008;42:04200:1:Z3361811153;42:04200:3:Z3381915627;
Cc1[nH]ncc1Cl,563,42:04200:0:Z3536485767;42:04200:4:Z2781819029;42:04200:9:Z3656811929;
Oc1ncn[nH]1,150,42:04200:0:Z3882388770;42:04200:5:Z4090297762;42:04201:1:Z3899400323;
Fc1cnc2c(c1)NCCC2,183,42:04200:0:Z4621400033;42:04200:3:Z4622877430;42:04201:3:Z4621400617;
c1cnon1,409,42:04200:0:Z3582826469;42:04200:3:Z3470947332;42:04200:8:Z4600930348;
Clc1cccn2ccnc12,545,42:04200:0:Z3838268727;42:04200:1:Z3874983851;42:04200:1:Z4027387617;
Cc1cnc2n1CCCC2,1989,42:04200:0:Z4177703426;42:04200:0:Z4421617965;42:04200:1:Z4477852262;
Cc1cn2cc(Cl)ccc2n1,88,42:04200:0:Z2914523894;42:04200:1:Z4165625749;42:04202:1:Z3203337595;
Cc1nn(C)c2ccccc12,248,42:04200:0:Z2190419680;42:04200:8:Z2356112468;42:04201:5:Z4141370789;
Cn1cnc2cnc(N)nc21,74,42:04200:0:Z4230883544;42:04200:7:Z4227779465;42:04204:1:Z4225449123;
Cc1ccc(=O)n(C)c1,311,42:04200:0:Z2148216579;42:04200:3:Z1441651230;42:04200:4:Z1441662517;
Cc1cnc[nH]1,2220,42:04200:0:Z3338579272;42:04200:1:Z2600826201;42:04200:1:Z1916011273;
c1ncc2sccc2n1,580,42:04200:0:Z3911250182;42:04200:4:Z4023533997;42:04200:5:Z4224445362;
C1CCC2(C1)CCOCC2,2046,42:04200:0:Z3047068759;42:04200:1:Z3364802701;42:04200:1:Z3654392746;
C1NCC2CNCC12,1124,42:04200:0:Z3047068759;42:04200:1:Z5060452749;42:04200:2:Z2849890611;
Clc1ncc2ccsc2n1,68,42:04200:0:Z4576481393;42:04200:3:Z2792396346;42:04201:7:Z2792441611;
Cc1ccc2c(c1)CNCC2,419,42:04200:0:Z2601384684;42:04200:0:Z2643861824;42:04200:2:Z2602719128;
FC1CC12CCC2,1307,42:04200:0:Z3537397068;42:04200:1:Z3599953302;42:04200:2:Z3622681642;
O=S1(=O)CCCc2cc(F)ccc21,131,42:04200:0:Z2221670938;42:04200:1:Z3622824824;42:04200:5:Z3522557934;
Cc1nc2c(s1)CNCC2,230,42:04200:0:Z4224661366;42:04200:8:Z4224667713;42:04201:2:Z4224650038;
CC1CNc2ccccc2O1,356,42:04200:0:Z1289600779;42:04200:2:Z4288559562;42:04200:4:Z1481571904;
O=C1NCCC12CCC2,447,42:04200:0:Z4035409393;42:04200:9:Z4329134552;42:04201:1:Z4043333738;
Nc1ccncn1,3381,42:04200:0:Z2234575415;42:04200:1:Z1721042627;42:04200:1:Z1731209459;
Clc1ccc2[nH]ccc2c1Cl,112,42:04200:0:Z2234575415;42:04200:5:Z4228557448;42:04200:7:Z1417289010;
CC1COC1,2814,42:04200:0:Z1302871404;42:04200:0:Z4254646223;42:04200:1:Z3545915735;
O=C1COc2ccccc2N1,3806,42:04200:0:Z1890966012;42:04200:0:Z3160001981;42:04200:1:Z3339382440;
CC1CNCC1C,2071,42:04200:0:Z2707088837;42:04200:1:Z4026117580;42:04200:2:Z4319079747;
Clc1cc(Cl)c2nccn2c1,651,42:04200:0:Z4204502289;42:04200:3:Z3588827348;42:04200:8:Z4388930339;
C1CC2OCCNC2CN1,664,42:04200:0:Z4204502289;42:04200:1:Z4189313931;42:04200:3:Z4215709937;
CC1(C)NCCC1N,139,42:04200:0:Z5005124343;42:04200:7:Z4996441501;42:04201:2:Z4996397130;
C1CCN2CCCC2C1,3486,42:04200:0:Z2769947405;42:04200:0:Z4273967115;42:04200:1:Z2908239638;
OC1C2CC(NN2)C1O,114,42:04200:0:Z4269359948;42:04200:2:Z4269336355;42:04202:8:Z4269354094;
Cc1ccc2nncn2c1,359,42:04200:0:Z4294508645;42:04200:1:Z3816300320;42:04200:2:Z3553544276;
c1ncc2nn[nH]c2n1,612,42:04200:0:Z2973199136;42:04200:3:Z4984679946;42:04200:6:Z4185264637;
Cn1cc2ccccc2n1,1766,42:04200:0:Z2712431216;42:04200:1:Z4292239597;42:04200:1:Z2389831670;
CC1CCc2[nH]c(=O)ccc2C1,12,42:04200:0:Z2879714546;42:04211:3:Z2879717263;42:04219:4:Z2879717628;
CC1NCCCNC1=O,555,42:04200:0:Z1824776634;42:04200:2:Z3088287233;42:04200:2:Z1832844156;
Cn1cc(Cl)ncc1=O,93,42:04200:0:Z4783159167;42:04201:1:Z3556996777;42:04202:2:Z3558524684;
Cn1nnc2cncnc21,188,42:04200:0:Z2610979038;42:04200:1:Z2611802894;42:04200:8:Z2612275684;
CC1CCNS1(=O)=O,84,42:04200:0:Z4151377611;42:04202:6:Z3357964544;42:04204:4:Z3504068763;
FC1(F)CCCC2(CC1)OCCO2,158,42:04200:0:Z3781085655;42:04200:2:Z3395160855;42:04202:5:Z3613061811;
Cc1c[nH]c(=O)[nH]1,593,42:04200:0:Z2495900946;42:04200:3:Z2496730455;42:04200:4:Z3586295367;
O=C1NCCc2cc(F)ccc21,126,42:04200:0:Z3587530375;42:04200:1:Z3587523014;42:04200:5:Z3338800211;
O=C1CCc2cc(Cl)ccc2N1,74,42:04200:0:Z1498638182;42:04202:8:Z1365865361;42:04208:7:Z2443908077;
O=S1(=O)CCCC12CNC2,383,42:04200:0:Z3415081979;42:04200:5:Z3416542182;42:04200:9:Z4211245182;
Fc1c(Cl)ccc2c1NCCC2,53,42:04200:0:Z2673667713;42:04202:6:Z2999435988;42:04204:4:Z4130301667;
O=C1NCCCc2occc21,484,42:04200:0:Z4645749241;42:04200:0:Z2906613358;42:04200:2:Z3356567324;
OC1CCNC12CCSC2,312,42:04200:0:Z2604924617;42:04200:7:Z3194684197;42:04201:1:Z4000053669;
CN1CCC(=O)N1,138,42:04200:0:Z4484882454;42:04200:0:Z3050391025;42:04200:1:Z2958249082;
Clc1ccc2ncccc2c1,642,42:04200:0:Z3537505345;42:04200:1:Z4403596837;42:04200:6:Z2057732923;
C1CSC2COCCC2N1,284,42:04200:0:Z1454094638;42:04200:4:Z1495069625;42:04200:7:Z1447378150;
Cn1ccc(=O)n(C)c1=O,1727,42:04200:0:Z214687536;42:04200:1:Z2159726470;42:04200:1:Z1728205116;
Nc1cccnn1,166,42:04200:0:Z4099136463;42:04200:8:Z4101546194;42:04201:2:Z4100757552;
CC1CC(F)(F)C1,1170,42:04200:0:Z4453494560;42:04200:0:Z4248728348;42:04200:0:Z2800614989;
C1CNC2(C1)CC2,1251,42:04200:0:Z3909767295;42:04200:2:Z4056155721;42:04200:3:Z3804215322;
C1CN2CCN1CC2,209,42:04200:0:Z2599166910;42:04201:2:Z4287977471;42:04202:2:Z5055264161;
CC1CC2CNCCN2C1=O,285,42:04200:0:Z4771584177;42:04201:3:Z4048744966;42:04201:3:Z4048740858;
Oc1ccc(Cl)cc1,728,42:04200:0:Z4771584177;42:04200:1:Z4770668895;42:04200:1:Z2173104785;
FC1CCCOC1,1063,42:04200:0:Z3296942423;42:04200:1:Z3370520285;42:04200:1:Z4608926760;
Cc1cc2c(=O)n(C)cnc2o1,150,42:04200:0:Z1173371409;42:04200:5:Z2373348053;42:04200:7:Z3774004761;
O=S1CC2(CNC2)C1,360,42:04200:0:Z4467032893;42:04200:0:Z4467018975;42:04200:1:Z4467025467;
Nc1csc2ncccc12,246,42:04200:0:Z3543044849;42:04201:0:Z4598207474;42:04201:9:Z3670982087;
FC1(F)CCNC1,3995,42:04200:0:Z3543044849;42:04200:1:Z2684892269;42:04200:1:Z2849928221;
Cc1nncn1C,2970,42:04200:0:Z2075210776;42:04200:0:Z2767684227;42:04200:2:Z1266503081;
CN1C(=O)Cc2ccccc21,1208,42:04200:0:Z1928488869;42:04200:1:Z4406867082;42:04200:1:Z4406902530;
c1ccc2c(c1)CCCCN2,1184,42:04200:0:Z1882967806;42:04200:1:Z2191404104;42:04200:1:Z2773950765;
NC1CCC2(CC1)CC2,351,42:04200:0:Z3830368431;42:04200:4:Z4060095324;42:04200:4:Z3102584994;
Clc1cccc2ccncc12,243,42:04200:0:Z3830368431;42:04200:7:Z3346856251;42:04201:1:Z3625073507;
Cc1cnoc1C,276,42:04200:0:Z2313166269;42:04200:3:Z3829984084;42:04200:8:Z2624152726;
Cc1nn[nH]n1,639,42:04200:0:Z4319887149;42:04200:1:Z2893096465;42:04200:3:Z1440886014;
FC1(F)CC2(CCOC2)C1,527,42:04200:0:Z4886736684;42:04200:0:Z4880450984;42:04200:1:Z4887840943;
Cc1ccc2scc(C)c2c1,116,42:04200:0:Z4335513604;42:04200:4:Z2643958139;42:04201:0:Z1892372530;
CC1CCn2ncnc2N1,381,42:04200:0:Z4335513604;42:04200:0:Z4229000927;42:04200:3:Z4304512282;
CC1Cc2cn[nH]c2C(C)O1,245,42:04200:0:Z3857334107;42:04200:0:Z3584016512;42:04200:3:Z3575341543;
CC1COc2ccccc21,1445,42:04200:0:Z3582497275;42:04200:4:Z2498440142;42:04200:4:Z2209478478;
OC1CCNC2(CC2)C1,398,42:04200:0:Z3434459982;42:04200:4:Z4204191690;42:04200:8:Z3439591037;
C1CC2COC(C1)C2,3307,42:04200:0:Z4264206641;42:04200:0:Z2995410276;42:04200:1:Z4277030817;
Oc1ccc2c(c1)CNCC2,336,42:04200:0:Z3577982494;42:04200:2:Z4263224505;42:04200:3:Z3701958477;
Clc1ccc2scnc2c1,1014,42:04200:0:Z3204115134;42:04200:1:Z3616635165;42:04200:3:Z2290427603;
CC1(C)CNC2COCC2O1,340,42:04200:0:Z2475104884;42:04200:1:Z2642320783;42:04200:6:Z2477215319;
c1ncc2c(n1)CC1CCC2N1,436,42:04200:0:Z2840728657;42:04200:6:Z4203876833;42:04200:6:Z2803736237;
c1n[nH]c2c1CSCC2,310,42:04200:0:Z4108391004;42:04200:1:Z4110615216;42:04200:2:Z4109280385;
Cn1c(=O)oc2ccccc21,1893,42:04200:0:Z2460242773;42:04200:1:Z2225804264;42:04200:2:Z2225973212;
c1cnc2sccc2n1,163,42:04200:0:Z3667810834;42:04200:1:Z3668142936;42:04200:7:Z3716484280;
CC1(C)CNCC(C)(C)O1,304,42:04200:0:Z3697519611;42:04200:8:Z2880169882;42:04201:2:Z2776922096;
CC1(C)CCNCCS1(=O)=O,384,42:04200:0:Z4177206165;42:04200:1:Z2716603159;42:04200:1:Z2703384644;
c1cnn2nccc2c1,887,42:04200:0:Z4177206165;42:04200:2:Z3868478163;42:04200:3:Z1695530716;
Fc1cncc2ccccc12,369,42:04200:0:Z3536243913;42:04200:2:Z4133836373;42:04200:8:Z3521882738;
c1n[nH]c2c1CCC2,1910,42:04200:0:Z3050038843;42:04200:1:Z2410440886;42:04200:1:Z4136716042;
CC12CCCNC1COC2,306,42:04200:0:Z3838094981;42:04201:1:Z3910746739;42:04201:1:Z3787962238;
CC1CCC(=O)N1,1761,42:04200:0:Z3370675132;42:04200:1:Z2967115858;42:04200:1:Z1659496139;
CC1(C)CNCc2cn[nH]c21,191,42:04200:0:Z3370675132;42:04201:5:Z4276344760;42:04201:8:Z3370680271;
CC1(C)OC2(CCCNC2)NC1=O,218,42:04200:0:Z3898014596;42:04201:1:Z3521732054;42:04202:5:Z3571882463;
O=C1NCC2CC12,761,42:04200:0:Z3898014596;42:04200:1:Z4198405313;42:04200:4:Z4017731007;
Cn1nc2n(c1=O)CCNC2,359,42:04200:0:Z5043867098;42:04200:3:Z1602495775;42:04200:6:Z2092063512;
c1ncc2c(n1)CCCC2,1496,42:04200:0:Z2453605773;42:04200:1:Z4445140844;42:04200:1:Z3369105625;
Clc1ccc2ccoc2c1,426,42:04200:0:Z4005243825;42:04200:7:Z2707572970;42:04200:8:Z4021801893;
C1CC2(CCN1)CCOC2,1691,42:04200:0:Z4963506918;42:04200:1:Z4447857131;42:04200:1:Z2828288136;
Fc1cccc2c1OCCNC2,251,42:04200:0:Z2840912854;42:04200:3:Z1919334637;42:04200:4:Z2011365287;
CC1CCCc2[nH]ncc21,323,42:04200:0:Z2916679181;42:04200:6:Z2915533779;42:04200:6:Z3889975803;
Cc1cc2sccc2s1,233,42:04200:0:Z4226052938;42:04200:2:Z2883374801;42:04200:2:Z3868274359;
CC1(C)CNCC(C)(C)N1,246,42:04200:0:Z2234921129;42:04200:1:Z2968191339;42:04200:6:Z2908872436;
Cc1ccc2nsnc2c1,391,42:04200:0:Z4034707521;42:04200:2:Z4613787807;42:04200:2:Z3695669729;
CC1CNCC(C)C1=O,165,42:04200:0:Z4034707521;42:04201:1:Z4051688225;42:04201:7:Z4051686901;
CC1(C)CC2(CCNCC2)CO1,238,42:04200:0:Z4194076802;42:04200:1:Z4085775669;42:04200:4:Z3879145632;
CC1CCNCCO1,620,42:04200:0:Z2976076752;42:04200:0:Z2947542280;42:04200:1:Z2922572707;
Cn1cc2c(n1)CCOC2,974,42:04200:0:Z4146772118;42:04200:1:Z2920758026;42:04200:2:Z3605897509;
CC1CNCCC12CCNCC2,154,42:04200:0:Z4539352835;42:04201:8:Z4539366423;42:04201:9:Z4536848521;
C1CCC2(CC1)CCN2,611,42:04200:0:Z4470784119;42:04200:0:Z1885013757;42:04200:1:Z1878640741;
C1CCC2(CNC2)OC1,1175,42:04200:0:Z3344160240;42:04200:0:Z5043700402;42:04200:2:Z4591468330;
C1CC2(CCOC2)CN1,1111,42:04200:0:Z4455762349;42:04200:0:Z4455762187;42:04200:2:Z3794630566;
O=S1(=O)NC=Nc2ccccc21,157,42:04200:0:Z1920424971;42:04200:1:Z1731919532;42:04200:6:Z3321355230;
Oc1cccc2c1CCCN2,165,42:04200:0:Z4341681854;42:04200:2:Z4353032689;42:04200:3:Z4524265051;
CC1CCCCC1(F)F,729,42:04200:0:Z4253710349;42:04200:0:Z4253721170;42:04200:5:Z4277791945;
Cc1cc2ccccc2cn1,518,42:04200:0:Z4169272386;42:04200:4:Z3780856585;42:04200:5:Z3819952106;
O=C1C=CCCN1,54,42:04200:0:Z4169272386;42:04200:6:Z4169270204;42:04201:6:Z4999682720;
Cc1nc2ccccc2n1C,804,42:04200:0:Z4431544869;42:04200:2:Z1954917937;42:04200:3:Z1029713530;
c1cnc2scnc2n1,137,42:04200:0:Z3842689650;42:04200:2:Z3598691531;42:04200:4:Z4335222450;
CC1NCCC1(C)C,192,42:04200:0:Z3105650491;42:04201:5:Z3098739058;42:04202:3:Z4773356593;
O=S1(=O)CC2(CCC2)C1,596,42:04200:0:Z3009542109;42:04200:3:Z2975333105;42:04200:3:Z2968192820;
CC1CCC(C)N1C,135,42:04200:0:Z4324688554;42:04200:7:Z4326774287;42:04202:6:Z4320212385;
C1NCC12CNC2,574,42:04200:0:Z4324688554;42:04200:1:Z4071043624;42:04200:5:Z2704783407;
C1CC2(CCN1)COCCO2,674,42:04200:0:Z2853542136;42:04200:1:Z2852156089;42:04200:3:Z4429334223;
O=C1NCCCCC1(F)F,361,42:04200:0:Z3704490147;42:04200:2:Z3704476634;42:04200:9:Z3657553729;
CN1CCC2(CCNCC2)C1=O,284,42:04200:0:Z4116787022;42:04200:2:Z1888601266;42:04200:3:Z2407507643;
CC1CC(C)(C)c2c(F)cccc21,12,42:04200:0:Z4087807848;42:04205:4:Z4087807874;42:04226:5:Z4296137093;
CC1CCCS1,1358,42:04200:0:Z2335064842;42:04200:1:Z2014478980;42:04200:1:Z4600921954;
NC1CCCNC1,1983,42:04200:0:Z3135821551;42:04200:0:Z4386908308;42:04200:0:Z4054951080;
CN1CC2CCC1CC2,200,42:04200:0:Z2911022498;42:04200:2:Z2911038626;42:04200:5:Z2911012324;
c1cnn2cccc2c1,537,42:04200:0:Z3865964347;42:04200:1:Z3059318460;42:04200:3:Z4055540721;
Cn1cnnn1,4475,42:04200:0:Z3681230668;42:04200:0:Z1652737396;42:04200:1:Z1884477015;
C1CCC2CCC2C1,817,42:04200:0:Z3681230668;42:04200:1:Z2960911836;42:04200:3:Z3909296854;
Cn1ccc(Cl)c1Cl,234,42:04200:0:Z2302535792;42:04200:4:Z3144189602;42:04200:6:Z2475312795;
O=C1CCC2CCCCC2N1,407,42:04200:0:Z2302535792;42:04200:1:Z2274890364;42:04200:7:Z2623727989;
