fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
Clc1ccc2c(c1)CCCO2,321,248:24800:4:PV-005535488019;248:24800:8:PV-005535591685;248:24800:8:PV-005535591686;
Cc1cc2sccc2s1,884,248:24800:4:PV-005535488764;248:24800:4:PV-005535488765;248:24800:4:PV-005535501088;
CC1(C)CCC1O,396,248:24800:4:PV-005535489054;248:24800:8:PV-005535628165;248:24801:5:PV-005535879336;
c1[nH]nc2c1CCCC2,377,248:24800:4:PV-005535490790;248:24800:9:PV-005535663405;248:24801:0:PV-004035657626;
Clc1cc[nH]c1Cl,233,248:24800:4:PV-005535491374;248:24800:7:PV-005535580932;248:24800:7:PV-005535580933;
Cc1csc(Cl)c1,1313,248:24800:4:PV-005535491586;248:24800:4:PV-005535491587;248:24800:4:PV-005535491588;
OC1Cc2ccccc2C1,474,248:24800:4:PV-005535492376;248:24801:0:PV-003511555695;248:24801:0:PV-002890000341;
c1cc2snnc2s1,266,248:24800:4:PV-005535492382;248:24800:4:PV-005535522296;248:24800:8:PV-005535618278;
FC1(F)CC2(CC2)C1,1739,248:24800:4:PV-005535492635;248:24800:4:PV-005535492636;248:24800:4:PV-005535492637;
Cn1cncc1Cl,254,248:24800:4:PV-005535492851;248:24802:3:PV-005536077254;248:24802:3:PV-005536077255;
CC1(C)CCc2[nH]ncc2C1,44,248:24800:4:PV-005535492944;248:24802:9:PV-005536292943;248:24803:9:PV-005536649892;
OC1CCOc2ccccc21,199,248:24800:4:PV-005535493100;248:24800:7:PV-003511531017;248:24800:7:PV-004035653386;
O=C1CCNc2cnccc2N1,34,248:24800:4:PV-005535494326;248:24802:4:PV-005536149636;248:24806:3:PV-005537412298;
O=S1(=O)CCn2cccc2C1,295,248:24800:4:PV-005535494333;248:24800:5:PV-005535538982;248:24800:5:PV-005535538983;
Cc1cc(Cl)c2ccccc2n1,15,248:24800:4:PV-005535494438;248:24800:4:PV-005535510117;248:24806:8:PV-005537570053;
Cn1ncc2ccsc21,757,248:24800:4:PV-005535495698;248:24800:4:PV-005535495699;248:24801:0:PV-005535707580;
O=C1CCCc2occc21,279,248:24800:4:PV-005535496219;248:24802:0:PV-002890040780;248:24802:8:PV-005536249525;
O=S1(=O)CCC12CCNCC2,225,248:24800:4:PV-005535496878;248:24800:5:PV-005535557532;248:24800:7:PV-002660243308;
Cc1ccc2sncc2c1,530,248:24800:4:PV-005535497184;248:24800:6:PV-000496707520;248:24801:1:PV-001772746582;
C1CC2COCC1C2,29,248:24800:4:PV-005535497414;248:24801:4:PV-005535850581;248:24802:9:PV-005536328299;
Clc1cnc2ncccc2c1,17,248:24800:4:PV-005535497414;248:24815:9:PV-002112996064;248:24821:4:PV-005542188620;
Cc1ccc2c(c1C)CCC2,44,248:24800:4:PV-005535498909;248:24806:2:PV-005537338996;248:24808:1:PV-005537926178;
Clc1ccc2c(c1)OCO2,657,248:24800:4:PV-005535498929;248:24800:7:PV-005535577708;248:24800:7:PV-005535577709;
Cc1ccc2ccsc2n1,7,248:24800:4:PV-005535499461;248:24808:6:PV-005538085890;248:24827:4:PV-005544132760;
CC1CSCCN1,46,248:24800:4:PV-005535499607;248:24800:4:PV-005535499608;248:24800:4:PV-005535499609;
Fc1c(Cl)ccc2c1CNCC2,16,248:24800:4:PV-005535500225;248:24804:0:PV-002319916469;248:24807:2:PV-005537680569;
FC1CC12CCC2,565,248:24800:4:PV-005535500843;248:24800:4:PV-005535501587;248:24800:5:PV-004035642321;
Clc1ccc2c(c1)OCCC2,235,248:24800:4:PV-005535500999;248:24800:4:PV-005535501000;248:24800:4:PV-005535501001;
Fc1ccc2scnc2c1,592,248:24800:4:PV-005535501227;248:24800:4:PV-005535501228;248:24800:4:PV-005535501229;
CC1CCNC2(CC2)C1,15,248:24800:4:PV-005535501617;248:24816:4:PV-003513225867;248:24818:3:PV-002890723095;
O=C1CS(=O)(=O)CCN1,440,248:24800:4:PV-005535502012;248:24800:4:PV-005535502013;248:24801:1:PV-000572760566;
c1ccc2c(c1)OCCS2,568,248:24800:4:PV-005535502531;248:24800:9:PV-005535647775;248:24801:2:PV-005535748125;
Clc1ccc2nncn2c1,41,248:24800:4:PV-005535503077;248:24800:9:PV-005535678696;248:24801:6:PV-002112904403;
C1NC2CC12,56,248:24800:4:PV-005535503470;248:24801:4:PV-005535831108;248:24804:9:PV-005536977066;
C1CC2(C1)CC21CCC1,1013,248:24800:4:PV-005535504284;248:24800:5:PV-004035641529;248:24800:5:PV-004035642534;
Clc1ccc2c(c1)COC2,109,248:24800:4:PV-005535504821;248:24800:4:PV-005535504822;248:24800:4:PV-005535509490;
Clc1ncc2c(n1)CCC2,8,248:24800:4:PV-005535505271;248:24803:7:PV-005536544717;248:24812:2:PV-005539280917;
Cc1cc(C)cc(C)c1,2223,248:24800:4:PV-005535506529;248:24800:5:PV-003511499159;248:24800:5:PV-003511500823;
Cn1cnc2ccc(Cl)cc21,27,248:24800:4:PV-005535507078;248:24802:7:PV-005536223642;248:24805:7:PV-005537211920;
C1CC2(CCN1)COCCO2,178,248:24800:4:PV-005535507310;248:24801:9:PV-005536014319;248:24802:0:PV-005536025045;
NC1CCCOC1,15,248:24800:4:PV-005535507390;248:24805:3:PV-005537064040;248:24814:5:PV-005540002330;
O=c1cc2c(n[nH]1)CCOC2,107,248:24800:4:PV-005535508162;248:24806:0:PV-004035807407;248:24809:4:PV-002890351808;
Cc1c(O)cccc1Cl,835,248:24800:4:PV-005535508598;248:24800:5:PV-005535556512;248:24801:2:PV-005535732588;
C1CNC2(CCOC2)CN1,7,248:24800:4:PV-005535509388;248:24803:1:PV-003511805971;248:24817:6:PV-005541040993;
Cc1ccnc(N)n1,1016,248:24800:4:PV-005535509631;248:24800:6:PV-002475142139;248:24800:6:PV-004035645905;
Cc1ccnc(=O)[nH]1,279,248:24800:4:PV-005535509633;248:24800:4:PV-005535509634;248:24800:4:PV-005535509635;
CN1CCNc2ccccc21,124,248:24800:4:PV-005535510117;248:24801:4:PV-005535844372;248:24802:1:PV-004035691034;
Cn1ccc(N)n1,1884,248:24800:4:PV-005535510508;248:24800:5:PV-005535535448;248:24800:5:PV-005535535449;
Cc1n[nH]c2nc(O)ccc12,90,248:24800:4:PV-005535510530;248:24802:0:PV-005536035300;248:24802:0:PV-005536035301;
CC1CCc2sccc2C1,359,248:24800:4:PV-005535510777;248:24800:4:PV-005535510778;248:24800:6:PV-001341650596;
Cc1cn2nncc2c(=O)[nH]1,65,248:24800:4:PV-005535510832;248:24800:4:PV-005535510833;248:24804:6:PV-002890160266;
Cc1cc2n(n1)C(C)CCC2,100,248:24800:4:PV-005535511103;248:24804:0:PV-004035746944;248:24806:5:PV-003512155783;
Nc1ccns1,372,248:24800:4:PV-005535511568;248:24800:5:PV-005535564672;248:24801:3:PV-005535754425;
CN1CCCC(O)C1,581,248:24800:4:PV-005535511587;248:24800:8:PV-005535629009;248:24800:8:PV-005535629010;
Clc1cccc2[nH]ncc12,631,248:24800:4:PV-005535511898;248:24801:0:PV-005535706918;248:24801:7:PV-005535897839;
O=c1[nH]ccc2ncccc12,223,248:24800:4:PV-005535511905;248:24800:9:PV-005535687480;248:24801:8:PV-005535938002;
Cc1nc2cnccc2[nH]1,497,248:24800:4:PV-005535511965;248:24800:4:PV-005535511966;248:24800:4:PV-005535511967;
O=c1[nH]cnc2c(F)cc(Cl)cc12,2,248:24800:4:PV-005535514233;248:24894:8:PV-005565694552;
C1CC23CNCC2(C1)CNC3,300,248:24800:4:PV-005535514265;248:24801:0:PV-004035656300;248:24801:1:PV-003511574115;
Cc1nc2ccccc2n(C)c1=O,66,248:24800:4:PV-005535514797;248:24804:5:PV-002890145955;248:24804:7:PV-005536871485;
Cc1ccc(F)cc1C,29,248:24800:4:PV-005535514815;248:24803:7:PV-005536556788;248:24803:7:PV-005536556789;
C1CC2NCCOC2C1,988,248:24800:4:PV-005535515110;248:24800:5:PV-005535534647;248:24800:5:PV-005535557448;
Cc1cccc(Cl)c1Cl,198,248:24800:4:PV-005535515196;248:24800:4:PV-005535515197;248:24800:4:PV-005535515198;
FC1(F)C2(CCC2)C12CCC2,119,248:24800:4:PV-005535515260;248:24800:4:PV-005535515261;248:24800:4:PV-005535515262;
O=C1CSC2=NCCN12,143,248:24800:4:PV-005535515680;248:24801:4:PV-005535844591;248:24802:2:PV-005536057656;
CC1CNCCS1=O,3,248:24800:4:PV-005535516477;248:24810:3:PV-005538690929;248:24869:6:PV-005557638123;
Fc1cccc2c1NCC2,22,248:24800:4:PV-005535516624;248:24800:5:PV-005535568254;248:24803:5:PV-002890100386;
CC1=CCCC(C)(C)C1,1298,248:24800:4:PV-005535517548;248:24800:4:PV-005535517549;248:24800:4:PV-005535517550;
Clc1cccc2c1OCO2,162,248:24800:4:PV-005535518255;248:24801:3:PV-005535784026;248:24801:4:PV-005535843045;
CC1(C)CCC(F)(F)CC1,398,248:24800:4:PV-005535518705;248:24800:8:PV-005535594184;248:24801:1:PV-002268146954;
OC1CCCC1O,39,248:24800:4:PV-005535518935;248:24803:1:PV-004035720154;248:24806:3:PV-005537390821;
Fc1ccc2[nH]ccc2c1Cl,114,248:24800:4:PV-005535519297;248:24801:2:PV-005535749631;248:24804:2:PV-005536697076;
Clc1ccc2ncncc2c1,10,248:24800:4:PV-005535520900;248:24804:5:PV-004035761573;248:24825:4:PV-005543504480;
Cn1cnc2c1CCC(=O)N2,100,248:24800:4:PV-005535521589;248:24801:5:PV-004035673256;248:24802:2:PV-005536058384;
O=C1CCC2SCCN12,405,248:24800:4:PV-005535521606;248:24800:4:PV-005535521607;248:24800:4:PV-005535521608;
Cc1ccc(F)c2c1CCCN2,16,248:24800:4:PV-005535522341;248:24805:6:PV-002890197639;248:24812:9:PV-004036011565;
Fc1ccc2ccsc2c1,606,248:24800:4:PV-005535523604;248:24800:5:PV-001407753115;248:24800:5:PV-001625442704;
Cc1cc(C)nc(O)n1,336,248:24800:4:PV-005535526174;248:24800:4:PV-005535526175;248:24800:4:PV-005535526176;
Cc1coc2c(Cl)cccc12,146,248:24800:4:PV-005535526807;248:24800:4:PV-005535526808;248:24800:4:PV-005535526809;
O=S1(=O)CCC2(CC2)C1,512,248:24800:4:PV-005535527453;248:24800:9:PV-005535676276;248:24800:9:PV-005535688903;
CN1C2CCCC1CC2,316,248:24800:4:PV-005535528361;248:24800:5:PV-005535556452;248:24800:9:PV-005535688048;
Cc1cc(C)c2c(c1)CCC2,19,248:24800:4:PV-005535528596;248:24803:3:PV-005536448587;248:24808:6:PV-005538114865;
O=S1(=O)CCC12CCCCC2,160,248:24800:4:PV-005535528951;248:24800:9:PV-005535648613;248:24801:4:PV-005535859532;
FC1(F)CCc2[nH]ccc2C1,35,248:24800:4:PV-005535529049;248:24800:9:PV-005535678908;248:24811:0:PV-005538883241;
Clc1cc2c(s1)CCC2,5,248:24800:4:PV-005535529271;248:24801:4:PV-005535835205;248:24802:3:PV-005536109580;
Clc1cnn2cccnc12,424,248:24800:4:PV-005535530232;248:24800:4:PV-005535530233;248:24800:5:PV-005535563735;
NC1CCCNC1,79,248:24800:4:PV-005535531195;248:24801:9:PV-005535992278;248:24804:1:PV-004035748898;
C1CCC2(CC1)CCCCO2,179,248:24800:4:PV-005535531369;248:24800:8:PV-005535612237;248:24802:3:PV-005536074115;
CC1OC2CC1C2,191,248:24800:5:PV-005535532005;248:24801:3:PV-005535755084;248:24801:5:PV-005535864240;
Cc1ccc(Cl)c(O)c1,751,248:24800:5:PV-005535532269;248:24800:5:PV-005535551454;248:24800:5:PV-005535562186;
Cc1ccc2[nH]cc(Cl)c2c1,196,248:24800:5:PV-005535532919;248:24801:4:PV-005535847286;248:24804:2:PV-005536702455;
Clc1cnc2nccn2c1,851,248:24800:5:PV-005535533550;248:24800:5:PV-005535533551;248:24800:8:PV-005535632802;
CC1CCCc2[nH]ncc21,464,248:24800:5:PV-005535533881;248:24800:5:PV-005535533882;248:24800:5:PV-003511499988;
Nc1nc2ncccc2s1,122,248:24800:5:PV-005535535230;248:24800:7:PV-005535573102;248:24801:9:PV-005535972636;
FC1(F)C2CCCC1CCC2,36,248:24800:5:PV-005535535246;248:24803:2:PV-005536373999;248:24803:4:PV-005536457471;
Oc1ccc2ncccc2c1,322,248:24800:5:PV-005535535402;248:24800:5:PV-003511502005;248:24801:1:PV-003511588801;
CN1Cc2ccccc2C1,577,248:24800:5:PV-005535535960;248:24800:5:PV-005535535961;248:24800:5:PV-005535535962;
FC1(F)CNCCCCNC1,25,248:24800:5:PV-005535536799;248:24816:0:PV-005540480859;248:24816:4:PV-005540596894;
C1CC2(CCO1)CCOC2,489,248:24800:5:PV-005535536991;248:24801:6:PV-002164652410;248:24802:0:PV-004035686951;
Fc1ccc(F)c2c1CCCO2,33,248:24800:5:PV-005535537125;248:24800:5:PV-005535537126;248:24806:2:PV-005537326035;
O=C1Cc2cc(Cl)ccc2N1,54,248:24800:5:PV-005535539367;248:24804:8:PV-005536923716;248:24806:7:PV-005537535818;
O=S1(=O)Cc2ccccc2C1,24,248:24800:5:PV-005535539367;248:24805:7:PV-005537199458;248:24808:1:PV-005537932409;
Fc1ccc(F)c2[nH]ccc12,214,248:24800:5:PV-005535540075;248:24801:3:PV-005535776429;248:24803:7:PV-005536527319;
O=S1(=O)NCCCN1,641,248:24800:5:PV-005535544427;248:24800:5:PV-005535568132;248:24800:8:PV-005535593136;
O=S1(=O)CC2NCCNC2C1,469,248:24800:5:PV-005535544451;248:24800:5:PV-005535544452;248:24800:5:PV-005535544453;
FC1C2CCCCC12,315,248:24800:5:PV-005535544455;248:24800:9:PV-005535691290;248:24801:0:PV-004035656441;
c1ccc2c(c1)CCCS2,1036,248:24800:5:PV-005535544814;248:24800:5:PV-005535562981;248:24800:9:PV-005535647401;
c1cc2c(nn1)OCCS2,147,248:24800:5:PV-005535546365;248:24800:5:PV-005535546366;248:24800:5:PV-005535546367;
Fc1cccc2ccncc12,295,248:24800:5:PV-005535546705;248:24800:5:PV-004035642991;248:24800:6:PV-003511516513;
c1cc2c(cn1)NCCS2,6,248:24800:5:PV-005535547559;248:24837:5:PV-005547348333;248:24849:0:PV-005551043967;
O=C1NCCNc2cc(F)c(F)cc21,24,248:24800:5:PV-005535548172;248:24807:7:PV-005537851716;248:24808:3:PV-005538060639;
Cc1ccnc2scc(C)c12,198,248:24800:5:PV-005535548941;248:24800:5:PV-005535548942;248:24800:5:PV-005535548943;
O=c1[nH]nc2n1CCCC2,490,248:24800:5:PV-005535549726;248:24800:6:PV-001790058904;248:24800:6:PV-001399663224;
Oc1ccc2ncsc2c1,14,248:24800:5:PV-005535550154;248:24800:5:PV-005535550155;248:24819:9:PV-005541705922;
Clc1ccc2cn[nH]c2c1,426,248:24800:5:PV-005535550539;248:24800:8:PV-005535613740;248:24800:8:PV-005535613741;
Clc1ncncn1,6,248:24800:5:PV-005535550741;248:24800:5:PV-005535550742;248:24800:5:PV-005535550743;
O=S1(=O)Cc2ccoc2C1,282,248:24800:5:PV-005535551229;248:24801:2:PV-005535732759;248:24801:2:PV-005535732760;
O=S1(=O)CCNC1,131,248:24800:5:PV-005535551654;248:24801:9:PV-005535974400;248:24802:9:PV-005536336845;
Fc1cccc2[nH]cnc12,652,248:24800:5:PV-005535552813;248:24800:6:PV-004035643635;248:24800:8:PV-005535613381;
Clc1ccc2nccn2c1,138,248:24800:5:PV-005535552878;248:24801:4:PV-005535851221;248:24801:5:PV-005535872615;
O=C1NS(=O)(=O)c2ccccc21,86,248:24800:5:PV-005535553691;248:24800:9:PV-005535659870;248:24800:9:PV-005535659871;
CC1CCNCC1(C)O,48,248:24800:5:PV-005535554503;248:24800:5:PV-005535554504;248:24804:8:PV-005536934151;
Clc1cccc2cnsc12,340,248:24800:5:PV-005535555452;248:24800:5:PV-005535555453;248:24801:3:PV-005535796193;
C1CC2(C1)CC1(CNC1)C2,4,248:24800:5:PV-005535556263;248:24854:1:PV-004037214120;248:24884:5:PV-004038105150;
CC1Cc2cn[nH]c2C(C)O1,200,248:24800:5:PV-005535556784;248:24800:5:PV-005535556785;248:24800:8:PV-005535607272;
Cc1ccc2c(c1)N(C)CCN2,26,248:24800:5:PV-005535557168;248:24803:1:PV-003511787579;248:24805:9:PV-003512090247;
Clc1ccnc2cnccc12,211,248:24800:5:PV-005535558715;248:24801:3:PV-005535753466;248:24801:4:PV-005535847055;
CC1CC(=O)c2cccnc2C1,24,248:24800:5:PV-005535558851;248:24807:7:PV-005537856935;248:24808:6:PV-005538132017;
C1C2CC1C1(CNC1)O2,18,248:24800:5:PV-005535559642;248:24800:5:PV-005535565384;248:24801:0:PV-005535705549;
Cn1ncc2c1CCC(C)(C)C2,28,248:24800:5:PV-005535560554;248:24803:4:PV-005536492331;248:24803:4:PV-005536492332;
O=S1(=O)CC2CCN1C2,85,248:24800:5:PV-005535561548;248:24800:8:PV-005535610114;248:24803:4:PV-005536469146;
CC1CC2CCC(C1)S2(=O)=O,21,248:24800:5:PV-005535562261;248:24804:2:PV-005536703320;248:24817:0:PV-005540817206;
Fc1cccc2c1NCCC2,26,248:24800:5:PV-005535563578;248:24806:0:PV-002890208975;248:24808:0:PV-002319943096;
O=C1CC2(CCC2)C1,63,248:24800:5:PV-005535563649;248:24803:0:PV-002890081427;248:24803:6:PV-004035739336;
Cc1cc(=O)cn[nH]1,1015,248:24800:5:PV-005535563994;248:24800:5:PV-005535563995;248:24800:7:PV-002889995961;
Oc1cccc2[nH]nnc12,172,248:24800:5:PV-005535565627;248:24801:6:PV-004035674963;248:24802:1:PV-002890053572;
Cc1ncc2ccccc2n1,26,248:24800:5:PV-005535568340;248:24800:8:PV-005535610300;248:24801:9:PV-005536021735;
C1CC2CC1C1CCC21,3,248:24800:5:PV-005535568419;248:24850:9:PV-005551632126;248:24856:9:PV-003517572165;
O=S1(=O)CCc2[nH]ncc2C1,82,248:24800:5:PV-005535568581;248:24800:9:PV-005535649828;248:24801:9:PV-005535983359;
Fc1cc2c(cc1F)CNCC2,41,248:24800:5:PV-002578639706;248:24805:0:PV-004035774397;248:24807:0:PV-002164687013;
C1COCC2(C1)CCOCC2,215,248:24800:5:PV-004035641239;248:24801:5:PV-005535874306;248:24801:9:PV-005535981206;
CC12CCCC(C1)OC2,18,248:24800:5:PV-002889976701;248:24812:3:PV-002890467668;248:24817:8:PV-003513367470;
Clc1ncn[nH]1,9,248:24800:5:PV-002578639799;248:24821:4:PV-005542203420;248:24853:6:PV-002113239611;
Oc1nc2cnccc2[nH]1,285,248:24800:5:PV-003511500159;248:24801:7:PV-003511646817;248:24802:3:PV-005536096496;
Cc1ccc2nc(C)ccc2c1,159,248:24800:5:PV-003511500221;248:24800:6:PV-003511511492;248:24801:6:PV-003511635349;
C1COC2(C1)CCOC2,188,248:24800:5:PV-004035641631;248:24801:3:PV-005535785848;248:24801:3:PV-005535805031;
O=c1cc2c(n[nH]1)CCCC2,298,248:24800:5:PV-002889977019;248:24800:5:PV-002889977020;248:24800:5:PV-002889977021;
O=c1ccc2c([nH]1)CCOC2,168,248:24800:5:PV-003511501378;248:24800:6:PV-004035644406;248:24800:7:PV-000333887847;
Cc1cnc2scnc2c1,14,248:24800:5:PV-002216390916;248:24812:8:PV-002526969193;248:24818:2:PV-002164757904;
Fc1ccc2[nH]nnc2c1,591,248:24800:5:PV-004035642194;248:24801:5:PV-005535871160;248:24801:6:PV-002890027973;
CN1CCn2nccc21,688,248:24800:5:PV-004035642251;248:24800:5:PV-004035642252;248:24800:5:PV-004035642253;
Oc1ccc2[nH]ccc2c1,370,248:24800:5:PV-002319893989;248:24801:1:PV-003511574784;248:24801:2:PV-002475147818;
CN1C(=O)COc2ccccc21,218,248:24800:5:PV-002268141908;248:24800:7:PV-002371652412;248:24801:2:PV-002578645853;
C1CCN2CCCC2C1,1595,248:24800:5:PV-000491112607;248:24800:6:PV-001469933015;248:24800:6:PV-000441054932;
CC1(C)C(O)C2CCNC21,42,248:24800:5:PV-003511502726;248:24800:5:PV-003511502727;248:24806:0:PV-004035804284;
CC1(C)CCC2CCNc3cccc1c32,7,248:24800:5:PV-002889978130;248:24810:2:PV-005538670720;248:24813:7:PV-002890530136;
CC1(F)CCNC1,34,248:24800:5:PV-003511503712;248:24802:2:PV-005536045791;248:24811:2:PV-005538993976;
CC1CCNCC(C)C1,19,248:24800:5:PV-004035642731;248:24801:0:PV-004035658175;248:24811:4:PV-004035961437;
Oc1nccc2cnccc12,131,248:24800:5:PV-003511504107;248:24800:5:PV-003511504108;248:24800:5:PV-003511504109;
O=C1NCc2ccccc2N1,180,248:24800:5:PV-004035642940;248:24800:5:PV-004035642941;248:24800:9:PV-005535648395;
Cc1ccc2cc(O)ccc2n1,51,248:24800:5:PV-003511504866;248:24802:6:PV-003511747126;248:24803:0:PV-002164660332;
c1ccc2c(c1)CCCNC2,151,248:24800:5:PV-002889978979;248:24802:5:PV-004035700749;248:24803:7:PV-005536541537;
Oc1ccc2ccncc2n1,144,248:24800:5:PV-003511505608;248:24801:0:PV-005535709945;248:24801:0:PV-003511556524;
CC1Oc2ccccc2O1,94,248:24800:6:PV-002216391189;248:24801:0:PV-004035655964;248:24801:1:PV-004035662103;
Cn1[nH]cnc1=N,6,248:24800:6:PV-002164644647;248:24807:6:PV-003512289187;248:24825:6:PV-002268304735;
Cc1nc2[nH]ccc(=O)n2n1,64,248:24800:6:PV-002889979371;248:24800:6:PV-002889979372;248:24810:3:PV-002890388041;
Cc1ncoc1C,603,248:24800:6:PV-002889979376;248:24800:6:PV-004035644704;248:24800:6:PV-004035644705;
O=c1ccc2c([nH]1)CCNC2,63,248:24800:6:PV-002216391207;248:24802:1:PV-002890047537;248:24804:0:PV-002890124345;
C1CC2(C1)COCCN2,101,248:24800:6:PV-002889979428;248:24801:1:PV-004035661135;248:24802:3:PV-005536112244;
Cc1nc2ncccn2n1,151,248:24800:6:PV-000478854730;248:24801:1:PV-003511579647;248:24801:6:PV-001642691140;
O=c1ccn2[nH]ccc2n1,357,248:24800:6:PV-004035643428;248:24801:1:PV-003511566453;248:24801:1:PV-003511566454;
Cc1cnn(C)c(=O)c1,854,248:24800:6:PV-003511506535;248:24801:1:PV-004035659504;248:24801:2:PV-005535732447;
O=C1CC2(CCC2)CCN1,418,248:24800:6:PV-004035643467;248:24800:6:PV-004035646320;248:24801:1:PV-003511580047;
Cc1ccn2ccnc2c1C,268,248:24800:6:PV-003511506784;248:24800:6:PV-003511511109;248:24800:7:PV-003511535700;
Cc1cccc2c1OCC2,385,248:24800:6:PV-001589012069;248:24800:6:PV-004035644497;248:24801:2:PV-003511595156;
O=C1NCCNc2ccccc21,97,248:24800:6:PV-003511507276;248:24801:0:PV-005535697547;248:24801:0:PV-005535697548;
Cc1ccc2[nH]cnc2c1,305,248:24800:6:PV-004035643697;248:24801:7:PV-002890036375;248:24801:9:PV-005536000902;
Cc1n[nH]c2ncccc12,213,248:24800:6:PV-002423395356;248:24801:0:PV-002112899176;248:24801:0:PV-002164647593;
Cc1cccc2scnc12,9,248:24800:6:PV-002423395356;248:24820:0:PV-005541765738;248:24823:3:PV-005542818748;
Nc1ccnc2ccccc12,260,248:24800:6:PV-003511508176;248:24800:6:PV-003511508177;248:24800:6:PV-003511508178;
OC1CCCC1(F)F,13,248:24800:6:PV-004035643990;248:24805:2:PV-005537029632;248:24821:0:PV-005542095541;
Cc1cccc2c1CCCN2,150,248:24800:6:PV-002889980347;248:24801:1:PV-002423400064;248:24801:2:PV-003511596923;
CC1COc2ccccc2C1,60,248:24800:6:PV-004035644049;248:24803:5:PV-003511833418;248:24803:6:PV-003511849991;
Cn1ncc2c(O)cccc21,118,248:24800:6:PV-004035644086;248:24800:6:PV-004035644087;248:24800:6:PV-004035644088;
c1n[nH]c2c1CNC2,58,248:24800:6:PV-003511508903;248:24800:9:PV-005535662676;248:24803:2:PV-005536365765;
O=C1NC2CC3CC1C2C3,182,248:24800:6:PV-004035644107;248:24801:2:PV-004035667519;248:24801:2:PV-004035667520;
CC1CC2CCC1C2,8,248:24800:6:PV-003511509182;248:24817:3:PV-004036137829;248:24822:3:PV-003513865317;
c1cc2n(n1)CCOC2,499,248:24800:6:PV-004035644156;248:24800:7:PV-004035654186;248:24800:7:PV-004035654187;
CC1CNCCc2ccc(F)cc21,21,248:24800:6:PV-002578640401;248:24801:2:PV-002164650294;248:24804:4:PV-002319919351;
c1ncncn1,39,248:24800:6:PV-002578640401;248:24806:7:PV-005537533644;248:24813:3:PV-002371732823;
CN1CCNC(=O)C12CCNCC2,7,248:24800:6:PV-004035644454;248:24801:4:PV-005535816843;248:24821:1:PV-002890836725;
O=C1CNCN1,85,248:24800:6:PV-003511510734;248:24802:5:PV-005536193571;248:24803:0:PV-003511766463;
CC1CNC(C)c2ccccc2C1,3,248:24800:6:PV-003511510824;248:24865:8:PV-004037556466;248:24896:2:PV-002268760092;
Cc1[nH]c2ncncc2c1C,17,248:24800:6:PV-002475142229;248:24807:0:PV-002112939027;248:24808:0:PV-003512317646;
c1cc2c(o1)CNC2,30,248:24800:6:PV-004035644744;248:24801:4:PV-005535830229;248:24803:1:PV-002890087227;
O=c1[nH]c2cccnc2[nH]1,622,248:24800:6:PV-002889981587;248:24800:6:PV-002889981588;248:24800:8:PV-005535603395;
Cc1cccc2c1OCCC2,89,248:24800:6:PV-002112896662;248:24803:6:PV-002319915493;248:24806:6:PV-003512176805;
Nc1ccc[nH]c1=O,454,248:24800:6:PV-004035644995;248:24801:5:PV-004035670132;248:24802:0:PV-004035687956;
c1n[nH]c2c1CC1CC21,949,248:24800:6:PV-004035645017;248:24800:6:PV-004035645018;248:24800:6:PV-004035645019;
O=C1CCC(O)CN1,19,248:24800:6:PV-002660239635;248:24811:4:PV-002660380269;248:24811:4:PV-004035960316;
CC1(C)CCc2ncccc2C1,100,248:24800:6:PV-003511513489;248:24807:5:PV-003512276779;248:24808:0:PV-003512337237;
c1ncc2ccsc2n1,842,248:24800:6:PV-000497289338;248:24800:6:PV-000265527522;248:24801:2:PV-001747167883;
Cc1nc2c([nH]1)CCCC2,340,248:24800:6:PV-003511514579;248:24800:7:PV-002889995504;248:24801:0:PV-003511561577;
CC1NC=NNC1=O,14,248:24800:6:PV-003511514624;248:24807:5:PV-002268188398;248:24812:8:PV-002890494772;
Cn1cnc2c1CCOC2,5,248:24800:6:PV-004035645700;248:24847:6:PV-003516569785;248:24851:1:PV-002578965573;
Oc1cccc2c1CCCC2,326,248:24800:6:PV-002319894761;248:24800:9:PV-005535664499;248:24801:1:PV-002423399273;
NC1CCC1,163,248:24800:6:PV-004035645961;248:24801:6:PV-002890029320;248:24801:6:PV-002890029321;
CC1(C)NCCNC1=O,66,248:24800:6:PV-002268142702;248:24800:6:PV-002319894818;248:24800:8:PV-005535622898;
Fc1ccc2nn[nH]c2c1,522,248:24800:6:PV-003511516272;248:24800:7:PV-003511543489;248:24801:0:PV-005535721924;
Cc1ccn2nc(C)cc2n1,248,248:24800:6:PV-001623067886;248:24800:6:PV-001407008771;248:24800:6:PV-001631768489;
Cc1cc(=O)[nH]c(C)n1,486,248:24800:6:PV-004035646189;248:24800:7:PV-004035654758;248:24800:9:PV-005535662769;
Cc1coc2ccc(F)cc12,248,248:24800:6:PV-002889983549;248:24801:0:PV-005535697880;248:24801:2:PV-005535726614;
Cc1nc2c(o1)CCCC2,109,248:24800:6:PV-002889983571;248:24802:4:PV-005536150021;248:24802:4:PV-005536150022;
