fragment_smiles,occurences,example_ligands
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,29,60:06000:0:Z2095638821;60:06000:8:Z2095639217;60:06001:2:Z3799356417;
O=S1(=O)CCC1,4112,60:06000:0:Z2095638821;60:06000:0:Z2661956164;60:06000:0:Z2954968403;
CC1CCNCCS1,319,60:06000:0:Z1861958742;60:06000:2:Z2295779404;60:06000:3:Z2276224593;
C1CC2CC(CO2)O1,934,60:06000:0:Z4277057685;60:06000:0:Z3869964225;60:06000:0:Z3874665484;
c1ccc2nsnc2c1,2316,60:06000:0:Z4277057685;60:06000:0:Z3363420457;60:06000:1:Z4806215222;
O=S1(=O)CCNc2sccc21,144,60:06000:0:Z4264235248;60:06000:1:Z4264292411;60:06001:0:Z4264244399;
c1ccn2cnnc2c1,5143,60:06000:0:Z1121369636;60:06000:0:Z4455775206;60:06000:0:Z4476643403;
CC1CNCCN1,12305,60:06000:0:Z4993331144;60:06000:0:Z3795413804;60:06000:0:Z2965710700;
Cc1ncco1,4839,60:06000:0:Z3589279193;60:06000:0:Z4406452653;60:06000:0:Z4405628798;
c1ccc2occc2c1,12839,60:06000:0:Z4289149323;60:06000:0:Z4055632806;60:06000:0:Z1257225595;
c1cc2c(o1)CCNC2,303,60:06000:0:Z2951333003;60:06000:5:Z2755497950;60:06000:5:Z2755497532;
CN1CCCS1(=O)=O,1216,60:06000:0:Z2951333003;60:06000:0:Z2453993411;60:06000:0:Z3054421044;
c1cn2ccnc2cn1,1101,60:06000:0:Z4199355978;60:06000:0:Z3610800765;60:06000:1:Z3351978222;
Cc1ccc(C)c(Cl)c1,305,60:06000:0:Z2804972555;60:06001:0:Z4054101875;60:06001:0:Z1948421826;
Cn1ncc2cncnc21,527,60:06000:0:Z3380315109;60:06000:0:Z4081317129;60:06000:1:Z4133770298;
Cc1cnn(C)c1,3902,60:06000:0:Z3340837102;60:06000:0:Z4028055558;60:06000:0:Z2615341326;
c1ncc2cc[nH]c2n1,1341,60:06000:0:Z2769799109;60:06000:0:Z4390251005;60:06000:0:Z4390237124;
c1nnc2n1CCNC2,3895,60:06000:0:Z2370674435;60:06000:0:Z2465954347;60:06000:0:Z5053467405;
NC1CC2CC2C1,332,60:06000:0:Z3776785210;60:06000:0:Z3794122325;60:06000:0:Z2791267831;
Oc1ccncn1,2396,60:06000:0:Z1904110638;60:06000:0:Z4236642854;60:06000:1:Z3831539282;
C1CN2CCC1C2,1434,60:06000:0:Z4564959501;60:06000:0:Z2890643428;60:06000:0:Z3180258816;
C1CC2CNC(C1)C2,2758,60:06000:0:Z3788873089;60:06000:0:Z4909496373;60:06000:0:Z3443552807;
c1ccc2n[nH]cc2c1,1536,60:06000:0:Z4257035051;60:06000:0:Z2355175324;60:06000:0:Z3571337625;
Oc1ccccn1,4281,60:06000:0:Z4879887929;60:06000:0:Z1593285297;60:06000:0:Z3795413804;
CN1CCCNCC1,1452,60:06000:0:Z2347168084;60:06000:0:Z4490939848;60:06000:0:Z4486097730;
C1CNCN1,157,60:06000:0:Z3059405406;60:06000:3:Z3316545823;60:06001:2:Z3094407907;
c1cnc2ccnn2c1,3571,60:06000:0:Z3059405406;60:06000:0:Z3510014283;60:06000:1:Z1929463682;
c1ccc2c(c1)NCC21CCC1,167,60:06000:0:Z4217874749;60:06000:3:Z3597721036;60:06001:0:Z3098352159;
Cn1ccc2ccsc21,192,60:06000:0:Z4582189995;60:06000:6:Z3837797035;60:06000:9:Z4027649368;
CC12CCC(C1)NC2,233,60:06000:0:Z4582189995;60:06000:5:Z4581698096;60:06000:8:Z4596674547;
Cc1nnco1,6473,60:06000:0:Z2799778314;60:06000:0:Z2719337650;60:06000:0:Z3184811082;
OC1CCCCC12CCCC2,238,60:06000:0:Z4209605618;60:06000:7:Z4207500731;60:06000:9:Z3834611336;
C1CCC2(CCSCC2)OC1,334,60:06000:0:Z4209605618;60:06000:4:Z3844624326;60:06001:5:Z2919711723;
NC1CCC(F)(F)C1,332,60:06000:0:Z4878761589;60:06000:5:Z3794558501;60:06001:2:Z4878790974;
Cc1cn2c(n1)CCCC2,1795,60:06000:0:Z4294562497;60:06000:0:Z3794471864;60:06000:2:Z4451111184;
Cc1sc2nccc(=O)n2c1C,186,60:06000:0:Z1593285297;60:06000:1:Z2912160728;60:06000:5:Z1628226604;
Cc1coc(C)n1,1012,60:06000:0:Z2409647779;60:06000:0:Z3625507555;60:06000:0:Z1269935688;
Cc1nnc2c3ccccc3cnn12,76,60:06000:0:Z2409647779;60:06002:6:Z2092832143;60:06002:6:Z2092789978;
O=S1(=O)CCCCC1,8818,60:06000:0:Z3787625819;60:06000:0:Z3060457951;60:06000:0:Z1528807179;
C1CNCCOC1,13614,60:06000:0:Z3521240224;60:06000:0:Z3821738822;60:06000:0:Z4510884983;
Clc1cccnc1,21185,60:06000:0:Z3820556313;60:06000:0:Z3580027560;60:06000:0:Z2272207141;
C1CC2CCC1C2,12826,60:06000:0:Z3820556313;60:06000:0:Z4048994463;60:06000:0:Z2656433875;
C1CCN2CCCC2C1,3536,60:06000:0:Z1325448242;60:06000:1:Z4243869516;60:06000:1:Z5054690174;
Cc1ccn[nH]1,30390,60:06000:0:Z4620991073;60:06000:0:Z1682629757;60:06000:0:Z3508960532;
C1CC2(C1)CC2,7247,60:06000:0:Z4620991073;60:06000:0:Z4561880074;60:06000:0:Z4395498381;
c1cnc2[nH]cnc2n1,6,60:06000:0:Z2721948297;60:06013:5:Z4027980111;60:06031:3:Z2898293476;
Cc1ncn[nH]1,4660,60:06000:0:Z3605660856;60:06000:0:Z4291423047;60:06000:0:Z4058421428;
Cc1cocn1,7717,60:06000:0:Z2777878000;60:06000:0:Z1832775893;60:06000:0:Z2208231662;
OC1CNC2(CCCC2)CC1O,160,60:06000:0:Z4094817089;60:06000:1:Z4094818007;60:06000:1:Z4278818403;
C1CC2CC1CN2,6182,60:06000:0:Z3887652290;60:06000:0:Z3176724304;60:06000:0:Z5052087077;
CC1CNCCO1,15987,60:06000:0:Z3473253294;60:06000:0:Z2764632942;60:06000:0:Z1180302377;
C1COC2(C1)CCC2,4662,60:06000:0:Z3473253294;60:06000:0:Z2862464719;60:06000:0:Z2569286675;
CC1CCNC1,20710,60:06000:0:Z2928065437;60:06000:0:Z2311894604;60:06000:0:Z2465404234;
CN1CCNCC1(C)C,755,60:06000:0:Z4455775206;60:06000:0:Z2000093777;60:06000:1:Z2792509371;
Cc1cccc2[nH]ccc12,1199,60:06000:0:Z4316181345;60:06000:0:Z1556050049;60:06000:1:Z4142850343;
OC1CNCC(F)(F)C1,426,60:06000:0:Z2711408444;60:06000:1:Z1816474613;60:06000:1:Z1819498036;
C1Cc2[nH]nnc2CN1,298,60:06000:0:Z4311417655;60:06000:1:Z2231366099;60:06000:2:Z2829163600;
Clc1cccc(Cl)c1,17313,60:06000:0:Z1066031172;60:06000:0:Z3176240288;60:06000:0:Z4345107797;
CC12OCC(CO1)CO2,91,60:06000:0:Z4264691562;60:06000:2:Z4264692330;60:06002:4:Z4264704550;
Cc1ccc(Cl)cn1,482,60:06000:0:Z5058838736;60:06000:0:Z4140487818;60:06000:2:Z4141599124;
Cn1ccc2c(c1=O)CCNC2,148,60:06000:0:Z5058838736;60:06000:0:Z5063569613;60:06000:9:Z5060749084;
Cn1ncc2ccccc21,3124,60:06000:0:Z1735100396;60:06000:0:Z1767359827;60:06000:0:Z3868537560;
FC1=CCCNC1,914,60:06000:0:Z1735100396;60:06000:0:Z4308349991;60:06000:2:Z4018705639;
c1cn2cnnc2cn1,1000,60:06000:0:Z2370541539;60:06000:1:Z4448636465;60:06000:1:Z3440759486;
Cc1cc(C)c2c(c1)CNCC2,218,60:06000:0:Z4591357499;60:06000:0:Z1739623905;60:06000:4:Z2183005261;
c1cc2sccc2s1,524,60:06000:0:Z3533053227;60:06000:0:Z4995500353;60:06000:1:Z917552308;
C1CC2CC2N1,1677,60:06000:0:Z2209587783;60:06000:0:Z4769928155;60:06000:1:Z4055415260;
CC1(C)CCCCN1,2099,60:06000:0:Z4591708499;60:06000:1:Z3830616780;60:06000:1:Z4089872509;
Nc1cccnc1,1979,60:06000:0:Z4128221719;60:06000:0:Z4060581236;60:06000:0:Z4058875322;
C1CNCC2CCCN2C1,399,60:06000:0:Z1254638985;60:06000:0:Z1403004461;60:06000:1:Z1957760214;
CC1CCCOC1,4699,60:06000:0:Z2278514637;60:06000:0:Z1958136339;60:06000:0:Z3606664405;
C1CCC2OCCC2C1,2284,60:06000:0:Z4019197748;60:06000:0:Z4389851163;60:06000:0:Z3523355810;
FC1CCNCC1,3945,60:06000:0:Z4019197748;60:06000:0:Z3639301708;60:06000:0:Z3585293380;
NC1CCCCC1,6316,60:06000:0:Z4004514195;60:06000:0:Z4004513722;60:06000:0:Z4004511892;
Fc1cccc2[nH]ccc12,991,60:06000:0:Z4004514195;60:06000:0:Z4004513722;60:06000:0:Z4004511892;
Cc1cncc(C)c1,3309,60:06000:0:Z4419284418;60:06000:0:Z4405245054;60:06000:0:Z3168206995;
Cn1cc(Cl)cn1,4843,60:06000:0:Z4419284418;60:06000:0:Z3837711559;60:06000:0:Z2845670968;
Cc1cnsc1,483,60:06000:0:Z3833360829;60:06000:1:Z4242826576;60:06000:2:Z3523725704;
CC1CCC(C)N1,1188,60:06000:0:Z2270373863;60:06000:1:Z4045890286;60:06000:2:Z2648228419;
CC1CC(C)(C)C1,744,60:06000:0:Z3050436704;60:06000:0:Z3364970770;60:06000:1:Z3511549437;
O=C1NCCc2occc21,247,60:06000:0:Z3050436704;60:06000:0:Z3051037156;60:06000:2:Z3048648955;
Cc1cnn[nH]1,4671,60:06000:0:Z2209569064;60:06000:0:Z4063383920;60:06000:0:Z4063450801;
CN1CCCc2ccccc21,1614,60:06000:0:Z1495064671;60:06000:0:Z4058875322;60:06000:0:Z3607775020;
CC1(C)CCCCC1,3735,60:06000:0:Z1495064671;60:06000:0:Z3911565360;60:06000:0:Z2233633730;
OC1CC2CCC1C2,2203,60:06000:0:Z4476643403;60:06000:1:Z4318641353;60:06000:1:Z4093885642;
O=C1COCCN1,2136,60:06000:0:Z3093474392;60:06000:0:Z3634988695;60:06000:0:Z3174388340;
C1CC2(C1)CCC2,14160,60:06000:0:Z3093474392;60:06000:0:Z3508537559;60:06000:0:Z3515436374;
C1CCC2(CC1)CCC2,4561,60:06000:0:Z3553220864;60:06000:0:Z1831277437;60:06000:0:Z3857583947;
CC1CCOCCN1,381,60:06000:0:Z3542935377;60:06000:1:Z1590136583;60:06000:5:Z2774190389;
CC1CCCCN1,14935,60:06000:0:Z2362968519;60:06000:0:Z4013069265;60:06000:0:Z4013068153;
CC1(C)CNCCN1,3620,60:06000:0:Z3050468518;60:06000:0:Z4229414742;60:06000:0:Z3353077370;
C1CC2CNCC12,6579,60:06000:0:Z4600013440;60:06000:0:Z4599212721;60:06000:0:Z3342457775;
CC1CCCc2nccn21,982,60:06000:0:Z4137783499;60:06000:0:Z4878845836;60:06000:0:Z4137340025;
C1CC2(CC2)CN1,5320,60:06000:0:Z3101580723;60:06000:0:Z3608082717;60:06000:0:Z3595630634;
CC1CCCC(C)N1,2599,60:06000:0:Z3685687978;60:06000:0:Z4462771939;60:06000:0:Z4578077249;
CC1(C)OC2C3CNC(C3)C2O1,195,60:06000:0:Z4008837968;60:06000:9:Z4024004426;60:06001:0:Z4096124677;
O=c1cncc[nH]1,979,60:06000:0:Z2319636255;60:06000:0:Z1672561376;60:06000:1:Z2180120024;
Oc1ccccc1F,2991,60:06000:0:Z2303628995;60:06000:0:Z3671247499;60:06000:0:Z3671214864;
OC1CCOc2ccccc21,985,60:06000:0:Z4477732508;60:06000:0:Z3200753135;60:06000:0:Z3294400158;
C1COC2(C1)CC2,485,60:06000:0:Z4601273121;60:06000:6:Z3382649279;60:06000:7:Z3703321098;
Cc1cccc(C)c1,24825,60:06000:0:Z4595469383;60:06000:0:Z2851155795;60:06000:0:Z3364526104;
O=S1(=O)CCCC1,13488,60:06000:0:Z3881344527;60:06000:0:Z3441351025;60:06000:0:Z116310918;
Cc1cnnn1C,1078,60:06000:0:Z2965710700;60:06000:0:Z2286831609;60:06000:0:Z1744520066;
CN1CCNC1=O,371,60:06000:0:Z4143285696;60:06000:0:Z2621825932;60:06000:3:Z4085895313;
CC1CCOC1,6658,60:06000:0:Z4143285696;60:06000:0:Z4204790679;60:06000:0:Z3607775020;
c1ncsn1,10492,60:06000:0:Z3513211876;60:06000:0:Z4230978808;60:06000:0:Z2771703224;
O=c1[nH]cnc2ccc(F)cc12,148,60:06000:0:Z3513211876;60:06000:6:Z3627858518;60:06001:9:Z2436978622;
C1CC2CCNC2C1,3461,60:06000:0:Z2842219187;60:06000:0:Z4129602723;60:06000:0:Z3009619556;
O=C1CCNC2COCCN12,295,60:06000:0:Z3518977442;60:06000:3:Z3585650560;60:06001:1:Z3093421098;
Cn1ccnn1,14209,60:06000:0:Z2113548102;60:06000:0:Z4471705565;60:06000:0:Z2477395704;
Cc1ccsc1,9267,60:06000:0:Z2113548102;60:06000:0:Z3503433707;60:06000:0:Z4213677815;
FC1(F)CC2CCC1C2,1069,60:06000:0:Z3795495748;60:06000:0:Z4166603506;60:06000:1:Z3608596321;
CC1CCCCC1C,1153,60:06000:0:Z2801227305;60:06000:0:Z3544124259;60:06000:2:Z2438584713;
OC1CCCCC1,18266,60:06000:0:Z4914882476;60:06000:0:Z4077975337;60:06000:0:Z3054188082;
NC1Cc2ccccc2C1,470,60:06000:0:Z4914882476;60:06000:0:Z4421776597;60:06000:0:Z2607414962;
C1CC2(CCN1)CC2,3425,60:06000:0:Z4511111629;60:06000:0:Z4511113460;60:06000:0:Z1828151343;
Cc1cc(C)[nH]n1,21178,60:06000:0:Z1432007611;60:06000:0:Z856038712;60:06000:0:Z1148648168;
CC1(C)CCCNC1,5228,60:06000:0:Z3475113054;60:06000:0:Z5058199058;60:06000:0:Z4064755166;
C1CCC2(C1)CNCCOC2,339,60:06000:0:Z3051037156;60:06000:0:Z1730604685;60:06000:1:Z3195800584;
CC12CNCCC1C2(F)F,398,60:06000:0:Z4243187486;60:06000:1:Z4232639221;60:06001:4:Z4272681047;
CC1COCCN1,7273,60:06000:0:Z1441287620;60:06000:0:Z3667706214;60:06000:0:Z4576107859;
CN1CCNC(=O)C1,128,60:06000:0:Z1631301248;60:06000:0:Z1631742200;60:06000:9:Z1631743016;
CN1CCNCC1=O,3039,60:06000:0:Z2715595164;60:06000:0:Z2614467256;60:06000:0:Z2604095809;
O=C1NCCc2ccccc21,2102,60:06000:0:Z2715595164;60:06000:0:Z3908340748;60:06000:0:Z3370877007;
OC1CC2CC1CN2,535,60:06000:0:Z4773108765;60:06000:2:Z3054068461;60:06000:4:Z4783208463;
Cc1ccncn1,17522,60:06000:0:Z3565025498;60:06000:0:Z2971828494;60:06000:0:Z3390775037;
Clc1cnn[nH]1,239,60:06000:0:Z4282224756;60:06000:2:Z4284644390;60:06001:0:Z5020522847;
CN1CC2(C)CNCC2(C)C1,224,60:06000:0:Z2915789880;60:06000:8:Z2915785434;60:06001:9:Z3576484208;
Clc1cnoc1,377,60:06000:0:Z4505687801;60:06000:1:Z4502500454;60:06000:3:Z4504839103;
Nc1ccn[nH]1,2402,60:06000:0:Z2483733519;60:06000:0:Z4229414742;60:06000:0:Z1986772248;
O=c1ccc2c([nH]1)CCCC2,1169,60:06000:0:Z2483733519;60:06000:0:Z2475490874;60:06000:1:Z3800315477;
C1CC2(CCO1)CCOC2,1441,60:06000:0:Z3852283436;60:06000:0:Z2790667061;60:06000:0:Z4272633972;
c1ccc2c(c1)CCNCC2,1332,60:06000:0:Z1535313530;60:06000:0:Z4280421928;60:06000:1:Z1518161477;
CC12CC(CCO1)C2,624,60:06000:0:Z4556946279;60:06000:1:Z3712953740;60:06000:3:Z4557721446;
O=C1CCC(F)CC1,304,60:06000:0:Z4294166052;60:06000:3:Z4236396240;60:06000:5:Z4291667130;
Cc1ccccc1C,13316,60:06000:0:Z1229253730;60:06000:0:Z115688866;60:06000:0:Z5026118078;
O=C1CCCc2ccccc21,2367,60:06000:0:Z2169674862;60:06000:0:Z3840796922;60:06000:0:Z3539047689;
C1CC2CNCC2C1,5935,60:06000:0:Z3592619777;60:06000:0:Z3698076281;60:06000:0:Z4621157549;
Cc1cccc(O)c1,1543,60:06000:0:Z4044716151;60:06000:0:Z2921492943;60:06000:1:Z3133188268;
OC1CNC1,9381,60:06000:0:Z4044716151;60:06000:0:Z4318478494;60:06000:0:Z2283499371;
C1OCC2CC12,2576,60:06000:0:Z4344406422;60:06000:0:Z2595395504;60:06000:0:Z3354507552;
CC1(C)CCCN1,8629,60:06000:0:Z4004724461;60:06000:0:Z3707983006;60:06000:0:Z2849866453;
O=c1[nH]cc[nH]1,714,60:06000:0:Z4004724461;60:06000:0:Z4164858081;60:06000:3:Z4313095885;
Cc1ccn(C)n1,13017,60:06000:0:Z749544596;60:06000:0:Z3608082717;60:06000:0:Z3640967050;
Cc1coc2ccc(F)cc12,596,60:06000:0:Z4407960056;60:06000:1:Z2191004680;60:06000:1:Z1667679692;
O=S1CC2(CNC2)C1,342,60:06000:0:Z4407960056;60:06000:1:Z4467000014;60:06000:1:Z5064834916;
Cc1cc[nH]c1C,190,60:06000:0:Z3185499764;60:06000:0:Z3201715431;60:06000:0:Z3205549986;
Cn1cnnc1,22452,60:06000:0:Z1083555484;60:06000:0:Z2167238679;60:06000:0:Z3624915535;
c1cc2ccsc2[nH]1,359,60:06000:0:Z1083555484;60:06000:0:Z2973991190;60:06000:2:Z297348000;
Cc1cn2ccnc2s1,754,60:06000:0:Z4477421546;60:06000:0:Z3714377543;60:06000:0:Z4341019516;
CC1(O)CCS(=N)(=O)CC1,182,60:06000:0:Z4477421546;60:06000:0:Z4477415938;60:06002:2:Z4477420590;
C1CC2CNC3(CC3)C2C1,147,60:06000:0:Z4191485577;60:06000:7:Z4295549937;60:06001:1:Z4117395227;
CC12CCC(C)(CC1)O2,239,60:06000:0:Z4405245054;60:06000:8:Z4492644030;60:06000:9:Z4406699832;
Cn1ncc2ccccc2c1=O,392,60:06000:0:Z1449306161;60:06000:2:Z1488461850;60:06000:7:Z3684167264;
FC1CCOCC1,1210,60:06000:0:Z2784209194;60:06000:0:Z4473773435;60:06000:1:Z4265924928;
Cc1cccnn1,4736,60:06000:0:Z2348491575;60:06000:0:Z3911565360;60:06000:0:Z2790401984;
FC1(F)CCC2(CCC2)CC1,274,60:06000:0:Z3786077535;60:06001:3:Z4295783804;60:06001:5:Z3908506437;
C1CN2C3CCC(C3)C2CN1,85,60:06000:0:Z4251734354;60:06001:1:Z4934712658;60:06001:1:Z4251724418;
Cc1cc2n(n1)CCN2,150,60:06000:0:Z3860583295;60:06000:8:Z3860582267;60:06001:2:Z4876454097;
Fc1cncnc1,2286,60:06000:0:Z2975631790;60:06000:0:Z1558867748;60:06000:1:Z2967730846;
c1cc2c(cn1)CCNC2,820,60:06000:0:Z3620813299;60:06000:0:Z3603305775;60:06000:1:Z4388158734;
CC1CNc2cnccc21,185,60:06000:0:Z3713230880;60:06000:5:Z4132953239;60:06000:5:Z3631020217;
c1nnc2n1CCC2,2730,60:06000:0:Z3255118648;60:06000:0:Z3529607944;60:06000:2:Z1679705025;
c1cnn2nccc2c1,940,60:06000:0:Z4176558357;60:06000:0:Z1874995751;60:06000:1:Z2226734347;
C1CC2CCC(C1)OC2,245,60:06000:0:Z2966173602;60:06000:7:Z3571014114;60:06000:9:Z2966180514;
Fc1cccn2ccnc12,1085,60:06000:0:Z3666594837;60:06000:0:Z3950851763;60:06000:2:Z3833562829;
Clc1ccc2c(c1)CNCC2,493,60:06000:0:Z4192979164;60:06000:3:Z4058056995;60:06000:4:Z1987246295;
c1ccc2sncc2c1,2237,60:06000:0:Z2600181793;60:06000:0:Z2879215179;60:06000:1:Z3899598185;
Cn1nccc1Cl,3961,60:06000:0:Z3357829080;60:06000:0:Z2953495534;60:06000:0:Z2276306934;
Cn1cn[nH]c1=O,2465,60:06000:0:Z3357829080;60:06000:0:Z4094955388;60:06000:1:Z2931631997;
Cn1ccc2ccncc21,270,60:06000:0:Z4077975337;60:06000:0:Z3054188082;60:06000:2:Z3049532286;
CC1CCCCO1,5902,60:06000:0:Z4581458924;60:06000:0:Z3508960532;60:06000:0:Z3060181779;
FC1(F)CCC2(CCN2)CC1,195,60:06000:0:Z4176371316;60:06001:2:Z3623053565;60:06001:2:Z3657647388;
c1ccc2sccc2c1,8293,60:06000:0:Z3699463541;60:06000:0:Z3678649746;60:06000:0:Z3820787614;
CC1(C)CCCC1O,291,60:06000:0:Z2307939087;60:06000:3:Z2294104243;60:06000:4:Z2909156027;
Cn1ncc2c1CCNC2,1125,60:06000:0:Z3510031447;60:06000:0:Z3381823039;60:06000:1:Z3518035207;
Cn1cc2c(n1)CCC2,1079,60:06000:0:Z2254952858;60:06000:0:Z2919672846;60:06000:0:Z2919897724;
c1cc2nc[nH]c2cn1,371,60:06000:0:Z2254952858;60:06000:0:Z4293426975;60:06000:3:Z2668579377;
O=C1NCCN1,5769,60:06000:0:Z1904521192;60:06000:0:Z3404398832;60:06000:0:Z2294152833;
Clc1cccc2c1CCO2,261,60:06000:0:Z2613214511;60:06000:4:Z2973858109;60:06000:4:Z2144186111;
c1csnn1,4396,60:06000:0:Z1843653228;60:06000:0:Z982434974;60:06000:0:Z2773903863;
Cn1c(=O)oc2ccccc21,1861,60:06000:0:Z2717599757;60:06000:0:Z3808275896;60:06000:1:Z1530350378;
O=S1(=O)C2CCNCC1CC2,308,60:06000:0:Z2717599757;60:06000:5:Z3845547022;60:06000:5:Z3844004288;
Cc1cnn2c1CNCC2,383,60:06000:0:Z4511003036;60:06000:2:Z3820404220;60:06000:3:Z3898825528;
CC1CC2CCN1CC2,97,60:06000:0:Z4525682272;60:06000:5:Z4600826353;60:06002:3:Z4390407015;
C1CCC2(C1)CCC2,2544,60:06000:0:Z4003556496;60:06000:0:Z3576785353;60:06000:0:Z3396074633;
C1CC2CC12,2202,60:06000:0:Z4909493531;60:06000:0:Z3524323654;60:06000:1:Z3708898428;
CC1(C)CC2(CNCCO2)CO1,302,60:06000:0:Z3394982201;60:06000:8:Z3395913892;60:06001:2:Z3612100663;
O=C1CC2CCCCC2N1,478,60:06000:0:Z3626856845;60:06000:0:Z3187727127;60:06000:2:Z4770918410;
OC1CC2(CCCCC2)C1,624,60:06000:0:Z3872020031;60:06000:2:Z4324034988;60:06000:4:Z4318935216;
O=C1NCCCCNCC1(F)F,259,60:06000:0:Z3662629046;60:06000:1:Z3642623717;60:06000:4:Z3520839192;
CC1CCc2n[nH]cc2C1,432,60:06000:0:Z2835696587;60:06000:5:Z3627532046;60:06000:7:Z2892955449;
C1CC2(CCOC2)CN1,1059,60:06000:0:Z2437576155;60:06000:1:Z1402407439;60:06000:2:Z4055397468;
C1CC2(CNC2)N1,340,60:06000:0:Z4194454302;60:06000:2:Z4284502476;60:06000:2:Z4055298656;
Cc1ccc(F)cc1F,1585,60:06000:0:Z3653615757;60:06000:0:Z3820590451;60:06000:0:Z4195148298;
CC1CNC(=O)C1,905,60:06000:0:Z3653615757;60:06000:2:Z1988081900;60:06000:2:Z3095625478;
O=c1[nH]c2ccccc2o1,3897,60:06000:0:Z2655214425;60:06000:0:Z2656433875;60:06000:1:Z2110087132;
CC1CCNc2ccccc2S1,148,60:06000:0:Z1737922249;60:06001:9:Z418740078;60:06002:0:Z2708314667;
c1cn2c(n1)CCCC2,9617,60:06000:0:Z1737922249;60:06000:0:Z2912137534;60:06000:0:Z3365830913;
Fc1ccc(F)cc1,10115,60:06000:0:Z3624915535;60:06000:0:Z1677498633;60:06000:0:Z5059897016;
CN1CCc2ccccc21,1977,60:06000:0:Z3299500338;60:06000:0:Z3875690071;60:06000:0:Z3817912686;
OC1CCCC1,13760,60:06000:0:Z3299500338;60:06000:0:Z1501124466;60:06000:0:Z4168943985;
Cc1c[nH]cn1,3480,60:06000:0:Z3354507552;60:06000:0:Z2715226242;60:06000:0:Z4065602051;
c1ccc2c(c1)CCOC2,10359,60:06000:0:Z3553839798;60:06000:0:Z5038143519;60:06000:0:Z3876118807;
Clc1cccs1,10659,60:06000:0:Z4059906596;60:06000:0:Z1488451084;60:06000:0:Z3589581621;
O=S1(=O)CC2(CCC2)C1,591,60:06000:0:Z3191442997;60:06000:1:Z4240924403;60:06000:3:Z3191944099;
CC1(C)CCS1(=O)=O,657,60:06000:0:Z3591167405;60:06000:0:Z2960559781;60:06000:3:Z3554141309;
O=C1CCCc2ncccc21,564,60:06000:0:Z3591167405;60:06000:0:Z2960559781;60:06000:0:Z4615149953;
C1=Cc2ccccc2CC1,666,60:06000:0:Z1851042978;60:06000:2:Z1873615044;60:06000:4:Z3803949326;
c1ccc2c(c1)CNC2,5284,60:06000:0:Z3383676958;60:06000:0:Z4907993663;60:06000:0:Z2605948128;
O=C1NCCCc2occc21,513,60:06000:0:Z3383676958;60:06000:0:Z3583415121;60:06000:3:Z2916173260;
Cc1ccc2c(c1)NCCC2,203,60:06000:0:Z4395956295;60:06000:0:Z4205645462;60:06000:2:Z4169660381;
Cc1noc2ncncc12,177,60:06000:0:Z2000093777;60:06000:2:Z2274387141;60:06000:8:Z3561437844;
CC1CCC(C)O1,1349,60:06000:0:Z2829917448;60:06000:0:Z3550642643;60:06000:1:Z3535396098;
NC1CC(F)(F)C1,173,60:06000:0:Z3517875170;60:06000:1:Z3513983581;60:06000:2:Z4065186217;
C1CC2(C1)COCCN2,1700,60:06000:0:Z1492892322;60:06000:0:Z3652536371;60:06000:1:Z3830322459;
C1CC2CNCC1C2,1962,60:06000:0:Z3794471864;60:06000:0:Z3831029395;60:06000:1:Z2647913183;
C1CCSCC1,10887,60:06000:0:Z4615149953;60:06000:0:Z3845747622;60:06000:0:Z4413622330;
CC1(C)CCNC1,7193,60:06000:0:Z3137436553;60:06000:0:Z3871084022;60:06000:0:Z1909339252;
c1ccc2c(c1)CCCN2,10474,60:06000:0:Z3137436553;60:06000:0:Z2311894604;60:06000:0:Z2434537253;
FC1(F)CNCC(F)(F)O1,68,60:06000:0:Z3494775567;60:06000:6:Z3173988628;60:06002:3:Z3176008222;
c1ccc2c(c1)CCC2,19072,60:06000:0:Z2641530456;60:06000:0:Z2648249235;60:06000:0:Z3043521485;
CC1(C)COC1,736,60:06000:0:Z3659658820;60:06000:0:Z3657796745;60:06000:2:Z3657934116;
c1ncc2ccsc2n1,1236,60:06000:0:Z4364895947;60:06000:0:Z4234307466;60:06000:0:Z4367207016;
Cc1ccoc1,7253,60:06000:0:Z3709549969;60:06000:0:Z2599216869;60:06000:0:Z2876892807;
NC12CNC(C1)C2,29,60:06000:0:Z3807875010;60:06000:3:Z3808428955;60:06001:1:Z3807859372;
CC1(C)Cc2ccccc2O1,2149,60:06000:0:Z1831749635;60:06000:0:Z1828411703;60:06000:0:Z2438266294;
c1cnc2nccnc2c1,868,60:06000:0:Z3383750768;60:06000:1:Z1675280117;60:06000:2:Z1979143783;
Cc1cccc2nc[nH]c12,206,60:06000:0:Z3933134980;60:06000:7:Z3937335171;60:06001:7:Z3948605990;
Cc1ccc2[nH]ncc2c1,499,60:06000:0:Z2966387790;60:06000:2:Z2794930555;60:06000:2:Z3296696453;
Cc1cnccc1Cl,411,60:06000:0:Z3837711559;60:06000:5:Z4353400492;60:06000:7:Z4107128362;
C1CCC2NCCC2C1,3079,60:06000:0:Z3136130301;60:06000:0:Z2715072863;60:06000:0:Z3828892898;
c1ccc2[nH]cnc2c1,13616,60:06000:0:Z1823668735;60:06000:0:Z2890643428;60:06000:0:Z2282759345;
O=C1CNc2ncncc2N1,80,60:06000:0:Z2691430106;60:06002:0:Z2691404644;60:06004:2:Z2691419101;
