fragment_smiles,occurences,example_ligands
c1ccccc1,386218,370:37000:0:PV-004561519505;370:37000:0:PV-004561519545;370:37000:0:PV-004561519548;
OC1CNC1,36298,370:37000:0:PV-004561519505;370:37000:0:PV-004561519757;370:37000:0:PV-004561519999;
Nc1cccnc1,14430,370:37000:0:PV-004561519505;370:37000:0:PV-004561519783;370:37000:0:PV-004561522459;
Clc1ncco1,4147,370:37000:0:PV-004561519520;370:37000:0:PV-004561533551;370:37000:0:PV-004561535972;
c1cn[nH]c1,256911,370:37000:0:PV-004561519527;370:37000:0:PV-004561519637;370:37000:0:PV-004561519904;
C1CCNC1,596466,370:37000:0:PV-004561519527;370:37000:0:PV-004561519593;370:37000:0:PV-004561519601;
CC1CCNCC1,56620,370:37000:0:PV-004561519532;370:37000:0:PV-004561519533;370:37000:0:PV-004561519534;
c1cocn1,85258,370:37000:0:PV-004561519532;370:37000:0:PV-004561519533;370:37000:0:PV-004561519534;
Cc1ccncc1N,5850,370:37000:0:PV-004561519545;370:37000:0:PV-004561522255;370:37000:0:PV-004561530053;
Oc1ccccn1,8688,370:37000:0:PV-004561519548;370:37000:0:PV-004561520406;370:37000:0:PV-004561522322;
C1CCCCC1,222799,370:37000:0:PV-004561519548;370:37000:0:PV-004561519640;370:37000:0:PV-004561520264;
c1cc[nH]c1,107163,370:37000:0:PV-004561519559;370:37000:0:PV-004561519628;370:37000:0:PV-004561519705;
C1CC2(C1)CNC2,27250,370:37000:0:PV-004561519559;370:37000:0:PV-004561519738;370:37000:0:PV-004561519739;
O=C1CCCN1,74961,370:37000:0:PV-004561519561;370:37000:0:PV-004561519562;370:37000:0:PV-004561521479;
OC1CCNC1,92404,370:37000:0:PV-004561519561;370:37000:0:PV-004561519562;370:37000:0:PV-004561520606;
CC1CNC1,47767,370:37000:0:PV-004561519561;370:37000:0:PV-004561519562;370:37000:0:PV-004561519678;
Cn1nccc1Cl,8720,370:37000:0:PV-004561519593;370:37000:0:PV-004561524100;370:37000:0:PV-004561525570;
