fragment_smiles,occurences,example_ligands
CC1(C)CCC1,13264,20:02000:0:Z2632869563;20:02000:0:Z3542773005;20:02000:0:Z4876130303;
C1CCC2(CC1)CC2,5501,20:02000:0:Z2632869563;20:02000:0:Z3470114414;20:02000:0:Z3382639753;
C1CC2(CCOCC2)CN1,1413,20:02000:0:Z3537670283;20:02000:0:Z4206819570;20:02000:1:Z4322084633;
C1CSCS1,3185,20:02000:0:Z1536850977;20:02000:0:Z1536759374;20:02000:0:Z4175185258;
CC1CNCCC1N,420,20:02000:0:Z2443237375;20:02000:3:Z4053335503;20:02000:4:Z3380113370;
C1CCC2(CC1)CCC2,3633,20:02000:0:Z2918543910;20:02000:0:Z1829246115;20:02000:0:Z2615613811;
Cc1ccc(C)nc1,2291,20:02000:0:Z3364810457;20:02000:0:Z3363799643;20:02000:0:Z3055911489;
c1c[nH]cn1,68511,20:02000:0:Z3364810457;20:02000:0:Z3803454204;20:02000:0:Z3314582095;
C1CC2CCC(C1)S2,1552,20:02000:0:Z2919223406;20:02000:1:Z2921430479;20:02000:2:Z2964626340;
Cc1cccs1,19167,20:02000:0:Z3435405321;20:02000:0:Z4505408489;20:02000:0:Z1986367829;
OC1CCOCC1,5685,20:02000:0:Z3362620352;20:02000:0:Z2912808816;20:02000:0:Z3389522829;
CC1OCCC1F,687,20:02000:0:Z3081788151;20:02000:1:Z4013040779;20:02000:3:Z4971143182;
C1CCn2nnnc2C1,1280,20:02000:0:Z4040186655;20:02000:1:Z4329460268;20:02000:2:Z3889998534;
CN1CCCC1=O,11040,20:02000:0:Z4612398684;20:02000:0:Z4467637692;20:02000:0:Z2646245848;
Cc1ncccn1,8467,20:02000:0:Z3395603232;20:02000:0:Z4646397139;20:02000:0:Z4576266663;
CC1(C)OC2CC1C2,641,20:02000:0:Z3395603232;20:02000:1:Z3380858929;20:02000:1:Z3385861218;
CC1CSCCO1,644,20:02000:0:Z4929723723;20:02000:0:Z4949438781;20:02000:3:Z4933206133;
C1CC2CNCC1C2,2126,20:02000:0:Z3866026227;20:02000:0:Z4004087290;20:02000:1:Z4004939185;
C1CNC2(C1)CCC2,4218,20:02000:0:Z4525043330;20:02000:0:Z2092987966;20:02000:0:Z3522219109;
c1cc2n(n1)CCO2,897,20:02000:0:Z4525043330;20:02000:0:Z2172340912;20:02000:3:Z4107738222;
C1CCC2(CC1)CCCN2,554,20:02000:0:Z3777193049;20:02000:3:Z4056127479;20:02001:2:Z3374942023;
C1CCSCC1,16282,20:02000:0:Z2829883078;20:02000:0:Z3996510696;20:02000:0:Z987983526;
O=C1CCCCCN1,4748,20:02000:0:Z1927740117;20:02000:0:Z856457918;20:02000:0:Z2601279991;
CC1CNCCSC1,706,20:02000:0:Z2860478150;20:02000:0:Z3568676697;20:02000:1:Z3353353487;
CC1(C)CCOC1,5690,20:02000:0:Z2860478150;20:02000:0:Z2291603307;20:02000:0:Z3558782693;
FC1(F)CCNCC1,3067,20:02000:0:Z1961758655;20:02000:0:Z3522076091;20:02000:0:Z3618763965;
Cc1cncc(C)c1,3277,20:02000:0:Z3559622834;20:02000:0:Z3599492390;20:02000:0:Z3086673840;
Cc1ncc2ccsc2n1,265,20:02000:0:Z3559622834;20:02000:0:Z3558453795;20:02000:3:Z3559521308;
c1ncn2nccc2n1,383,20:02000:0:Z3829005836;20:02000:2:Z3829753436;20:02000:3:Z3829614502;
C1C2CC1C2,9089,20:02000:0:Z2708227524;20:02000:0:Z4305056135;20:02000:0:Z4342947937;
c1ccc2cnccc2c1,5181,20:02000:0:Z1973777859;20:02000:0:Z1328888598;20:02000:0:Z3584221551;
CC1CCNCC1,15575,20:02000:0:Z4156255740;20:02000:0:Z3827293086;20:02000:0:Z3576531773;
c1ccc2c(c1)CCOC2,5407,20:02000:0:Z3175950098;20:02000:0:Z2699575849;20:02000:0:Z4954062574;
CN1CCOCC1,4186,20:02000:0:Z2267568405;20:02000:0:Z1312742618;20:02000:0:Z2719013027;
O=C1NCCN1,3575,20:02000:0:Z4098990150;20:02000:0:Z1048230328;20:02000:0:Z3787936613;
C1COCC2(CC2)N1,1693,20:02000:0:Z4156967698;20:02000:0:Z4156796719;20:02000:1:Z3199630131;
C1CC2CCC2C1,6982,20:02000:0:Z2972867831;20:02000:0:Z4251837090;20:02000:0:Z4308535893;
C1CC2(C1)CCN2,2891,20:02000:0:Z2781763530;20:02000:0:Z4113986591;20:02000:0:Z4169734391;
CC1CCC1,15463,20:02000:0:Z3407807169;20:02000:0:Z3613267007;20:02000:0:Z3390015455;
c1nncs1,33167,20:02000:0:Z2175359397;20:02000:0:Z4612783794;20:02000:0:Z4005551638;
Fc1ccccc1F,12559,20:02000:0:Z4478116763;20:02000:0:Z1426982727;20:02000:0:Z1967266238;
NC1CCSCC1,316,20:02000:0:Z4003707576;20:02000:3:Z4194873907;20:02000:3:Z4215508847;
Cc1ccn[nH]1,19576,20:02000:0:Z3493343683;20:02000:0:Z4216800539;20:02000:0:Z3566787808;
Cc1ccccc1Cl,7296,20:02000:0:Z3493343683;20:02000:0:Z3667512434;20:02000:0:Z2495252682;
CC1CCCC(C)N1,2434,20:02000:0:Z4285306265;20:02000:0:Z2950772797;20:02000:0:Z4263602337;
Nc1cnsc1,386,20:02000:0:Z4285306265;20:02000:0:Z4280153756;20:02000:0:Z4220287350;
Cc1cnc2n1CCNC2,164,20:02000:0:Z3587699880;20:02000:5:Z3587693615;20:02000:7:Z3587702304;
CC1COCCO1,2694,20:02000:0:Z3394400990;20:02000:0:Z3834601612;20:02000:1:Z4601393806;
O=c1ccnc2ccccn12,394,20:02000:0:Z3394400990;20:02000:1:Z2918359777;20:02000:1:Z4448509429;
c1cn2c(n1)NCC2,348,20:02000:0:Z2691391793;20:02000:2:Z4777050269;20:02000:7:Z2691370033;
Oc1cccc2sccc12,338,20:02000:0:Z2876379143;20:02000:1:Z4208319897;20:02000:4:Z3392434399;
CC1CCNCC1(F)F,476,20:02000:0:Z1862771090;20:02000:1:Z5025881685;20:02000:8:Z2949277108;
O=S1(=O)CCNCC1,3856,20:02000:0:Z3311054934;20:02000:0:Z3550872236;20:02000:0:Z3368432765;
O=C1COCCN1,1758,20:02000:0:Z3311054934;20:02000:0:Z3079808427;20:02000:0:Z4200336500;
C1NC2CC1C2,9229,20:02000:0:Z4025282527;20:02000:0:Z5017455142;20:02000:0:Z2596222564;
Cc1cnn(C)c1,5664,20:02000:0:Z2802704576;20:02000:0:Z2982501564;20:02000:0:Z4178741195;
c1ccc2c(c1)CCN2,7121,20:02000:0:Z3516910714;20:02000:0:Z4216576683;20:02000:0:Z3318403699;
Cn1ccc2c1CCNC2,452,20:02000:0:Z5048478627;20:02000:0:Z5051938846;20:02000:1:Z5051933941;
Clc1ccc(Cl)cc1,3661,20:02000:0:Z5048478627;20:02000:0:Z2778041464;20:02000:0:Z3643983776;
C1CC2(CCN1)CNC2,527,20:02000:0:Z3132073049;20:02000:0:Z3370873320;20:02000:1:Z4209929599;
Cc1nn[nH]c1C,204,20:02000:0:Z2917071317;20:02001:2:Z2917072440;20:02002:1:Z2917059137;
CC1CC(C)C(C)O1,923,20:02000:0:Z2917071317;20:02000:1:Z2704948287;20:02000:3:Z2719870551;
O=C1CC2CCCC(C1)N2,96,20:02000:0:Z3626938658;20:02001:4:Z4312668580;20:02001:5:Z3622174349;
CC1CCOCC1,3804,20:02000:0:Z3883336960;20:02000:0:Z2043318988;20:02000:0:Z4278933950;
Cc1cncnc1,2799,20:02000:0:Z2850171994;20:02000:0:Z1583151402;20:02000:1:Z4311536830;
Cc1cncc(C)n1,524,20:02000:0:Z3883881164;20:02000:0:Z1993955694;20:02000:4:Z3391506058;
NC1CCC(O)C1,840,20:02000:0:Z3100135393;20:02000:0:Z4422419457;20:02000:0:Z3989940525;
Clc1csc2cc[nH]c12,148,20:02000:0:Z4642818963;20:02001:4:Z4643093029;20:02001:7:Z4639195060;
Clc1ccncc1Cl,404,20:02000:0:Z3081914829;20:02000:0:Z4404471125;20:02000:3:Z3838318012;
CC1CCCC1(F)F,1075,20:02000:0:Z3710062101;20:02000:0:Z3806736770;20:02000:2:Z3898497372;
O=C1CC2(CCC2)CN1,481,20:02000:0:Z3103911581;20:02000:4:Z3365248003;20:02000:5:Z3138383002;
Cc1coc2ccccc12,833,20:02000:0:Z16242771;20:02000:2:Z2175124007;20:02000:2:Z4078855457;
Cc1ccsn1,6312,20:02000:0:Z3788567149;20:02000:0:Z4260180484;20:02000:0:Z1578649166;
Cc1ccnnc1,2481,20:02000:0:Z4394998460;20:02000:0:Z4040798088;20:02000:1:Z1738376340;
CC1CCCCO1,8044,20:02000:0:Z4394998460;20:02000:0:Z2370171535;20:02000:0:Z4115049941;
C1CC2CC(C2)O1,2765,20:02000:0:Z5025894341;20:02000:1:Z5025881685;20:02000:1:Z5018329051;
O=C1NCC2CC12,1213,20:02000:0:Z4198998275;20:02000:0:Z4324825622;20:02000:1:Z3809456804;
Clc1cnoc1,596,20:02000:0:Z4505408489;20:02000:2:Z2773386293;20:02000:2:Z4171840320;
C1CC12CNC2,1048,20:02000:0:Z2278222964;20:02000:0:Z4090339502;20:02000:1:Z2282751187;
c1cnc2nccn2c1,2382,20:02000:0:Z3829584110;20:02000:0:Z2774413362;20:02000:0:Z3674164810;
Cn1cc2c(n1)CCSC2,395,20:02000:0:Z2853134197;20:02000:3:Z3369643102;20:02000:3:Z4033397519;
c1csnn1,8979,20:02000:0:Z2853134197;20:02000:0:Z3668909137;20:02000:0:Z4263511572;
Cc1ccncc1Cl,1035,20:02000:0:Z3870516845;20:02000:0:Z2997822640;20:02000:0:Z5060994556;
Cc1nn(C)cc1Cl,1109,20:02000:0:Z3367796675;20:02000:0:Z2975205161;20:02000:1:Z2921044661;
c1ccc2nsnc2c1,2012,20:02000:0:Z3367796675;20:02000:0:Z3505627138;20:02000:0:Z3366588924;
CC1=NOCC1,2345,20:02000:0:Z4492319931;20:02000:0:Z4492321121;20:02000:0:Z3512923679;
CC1NCCC1(F)F,595,20:02000:0:Z3520432451;20:02000:0:Z3520432453;20:02000:0:Z3520432341;
CC1(C)CCNC1,9271,20:02000:0:Z3520432451;20:02000:0:Z3520432453;20:02000:0:Z3520432341;
OC1CC2CCC(N2)C1O,267,20:02000:0:Z4347504414;20:02000:5:Z4353654594;20:02001:2:Z4353654910;
Cc1nc2ccccc2s1,1199,20:02000:0:Z1451674316;20:02000:0:Z4099284502;20:02000:1:Z4021185080;
CC1CCCC(F)(F)C1,875,20:02000:0:Z4006020289;20:02000:3:Z4329998906;20:02000:5:Z4022503238;
CC1CCC(C)O1,2156,20:02000:0:Z2779081345;20:02000:0:Z2783020272;20:02000:1:Z2775688559;
C1CC2CN(C1)CCO2,138,20:02000:0:Z2779081345;20:02001:1:Z2264104883;20:02002:9:Z2272992156;
CC1CCCNC1,19414,20:02000:0:Z3845558958;20:02000:0:Z3844012217;20:02000:0:Z141687416;
C1CCSC1,15605,20:02000:0:Z1856213109;20:02000:0:Z1426982727;20:02000:0:Z1274975447;
NC1CCOC1,2154,20:02000:0:Z4448936513;20:02000:0:Z3099200329;20:02000:0:Z3144206310;
Fc1ccc2ccccc2c1,184,20:02000:0:Z4448936513;20:02000:4:Z4221841950;20:02001:0:Z4021403722;
c1cnc2c(c1)OCCO2,823,20:02000:0:Z4451321229;20:02000:3:Z2617989091;20:02000:3:Z4930818505;
C1COC2CCOCC2N1,246,20:02000:0:Z4451321229;20:02000:0:Z3317595230;20:02000:0:Z3878289221;
Cc1ncsn1,2687,20:02000:0:Z1272220154;20:02000:0:Z4219685037;20:02000:0:Z1275480707;
Cc1ccsc1,13262,20:02000:0:Z2172146913;20:02000:0:Z3237778974;20:02000:0:Z3054823344;
Oc1ccccc1F,3509,20:02000:0:Z2172146913;20:02000:0:Z4391998810;20:02000:0:Z4228851500;
c1cnsc1,22354,20:02000:0:Z2854639102;20:02000:0:Z3574778988;20:02000:0:Z4021942437;
FC1(F)CC12CCC2,4179,20:02000:0:Z4400506743;20:02000:0:Z4876130303;20:02000:0:Z4876130305;
C1CC2(CO1)CC1(C2)OCCO1,25,20:02000:0:Z4451790979;20:02000:1:Z2945864513;20:02002:3:Z3010341821;
C1CCC2(C1)CC2,5914,20:02000:0:Z4573708924;20:02000:0:Z2700366788;20:02000:0:Z1324468130;
Cc1cnccn1,9629,20:02000:0:Z3944840633;20:02000:0:Z3516196099;20:02000:0:Z2714347687;
c1cc2ccsc2[nH]1,430,20:02000:0:Z776382302;20:02000:0:Z4090797750;20:02000:0:Z772174930;
Cc1nncs1,7515,20:02000:0:Z1584048312;20:02000:0:Z1066527986;20:02000:0:Z2179761279;
c1cnccn1,27495,20:02000:0:Z1584048312;20:02000:0:Z1626670541;20:02000:0:Z4114857734;
CC1OCCC12CNCCO2,240,20:02000:0:Z4265405951;20:02001:8:Z1940802895;20:02002:4:Z4227396405;
C1CCC2CCNCC2CC1,106,20:02000:0:Z3607299503;20:02000:5:Z5001325450;20:02002:0:Z3830488536;
c1cc2n(n1)CCC2,3263,20:02000:0:Z2853493136;20:02000:0:Z2853495356;20:02000:0:Z2589662856;
Cc1cncc(O)c1,305,20:02000:0:Z1745691545;20:02000:4:Z1747779373;20:02000:8:Z3611419527;
c1ccn2ccnc2c1,5894,20:02000:0:Z1745691545;20:02000:0:Z2371955078;20:02000:0:Z2181841576;
Cc1coc(C)c1,1652,20:02000:0:Z3573038144;20:02000:2:Z3584266269;20:02000:3:Z3608810882;
Cc1ccco1,21741,20:02000:0:Z4000835756;20:02000:0:Z3404272626;20:02000:0:Z4044922730;
Cc1cc2nccc(C)n2n1,144,20:02000:0:Z1412089977;20:02000:8:Z1015732838;20:02001:3:Z1918901279;
CC1=CCCC(C)(C)C1,162,20:02000:0:Z2288157064;20:02000:2:Z2271464259;20:02000:5:Z2641819216;
FC1(F)C2CCNCC21,731,20:02000:0:Z4859530233;20:02000:0:Z3132285411;20:02000:0:Z3132285374;
CC1CC1F,1803,20:02000:0:Z3712399905;20:02000:1:Z5014704698;20:02000:2:Z2455839293;
Cc1cccc(C)c1O,616,20:02000:0:Z3298618958;20:02000:0:Z1486858072;20:02000:0:Z3540122467;
C1CC2CC2C1,18408,20:02000:0:Z3555469935;20:02000:0:Z2912640686;20:02000:0:Z2912640764;
Cc1cn[nH]c1,9363,20:02000:0:Z1918807238;20:02000:0:Z4410308605;20:02000:0:Z1441573430;
CC1(C)CNCCN1,2801,20:02000:0:Z1325435994;20:02000:0:Z2592424349;20:02000:1:Z1602098933;
Oc1ccncn1,2401,20:02000:0:Z2973127644;20:02000:0:Z3870408003;20:02000:0:Z3583737545;
OC1CCOC1,8752,20:02000:0:Z2973127644;20:02000:0:Z4187387232;20:02000:0:Z3580127262;
C1CSCN1,5182,20:02000:0:Z4328165110;20:02000:0:Z972233886;20:02000:0:Z2255270182;
C1CC2CC2O1,124,20:02000:0:Z4013813059;20:02000:4:Z4013820133;20:02001:4:Z4013815914;
CC1CCCNc2ccccc21,54,20:02000:0:Z2951527054;20:02003:7:Z2273798919;20:02008:0:Z1870447580;
Cn1nccn1,4374,20:02000:0:Z3470114414;20:02000:0:Z3484543058;20:02000:0:Z2168850343;
Nc1ccccn1,5126,20:02000:0:Z3237778974;20:02000:0:Z2045240055;20:02000:0:Z4217039745;
C1CNCC2(C1)CC2,1890,20:02000:0:Z4116851417;20:02000:0:Z4216800539;20:02000:0:Z1716892500;
C1CNC2CC2C1,3029,20:02000:0:Z4116851417;20:02000:0:Z4486509869;20:02000:0:Z3510683547;
FC1CC2CC2C1,631,20:02000:0:Z4174990543;20:02000:2:Z4296528552;20:02000:2:Z4179151676;
C1CC2CC(CO2)O1,770,20:02000:0:Z4935198183;20:02000:1:Z4277701939;20:02000:1:Z3915586326;
CC1(C)COCCN1,2364,20:02000:0:Z3621909141;20:02000:0:Z1252516578;20:02000:2:Z3790796847;
Cc1nc2cccnc2[nH]1,394,20:02000:0:Z2004421764;20:02000:5:Z1974038277;20:02000:5:Z1663390443;
Cc1ccccc1C,8704,20:02000:0:Z2631336374;20:02000:0:Z4003112292;20:02000:0:Z1211625792;
CC1CCN1,4789,20:02000:0:Z2840813454;20:02000:1:Z4093751198;20:02000:1:Z4205736005;
FC1(F)CCNC1,4859,20:02000:0:Z3797232737;20:02000:0:Z4462827565;20:02000:0:Z4970754447;
Cc1ccoc1C,829,20:02000:0:Z2099331964;20:02000:1:Z2647130457;20:02000:2:Z1448131462;
CC12CCC(CO1)C2,2156,20:02000:0:Z3444228793;20:02000:0:Z4478702418;20:02000:1:Z4509121559;
c1cn2c(n1)COCC2,1517,20:02000:0:Z2721336816;20:02000:2:Z2713293832;20:02000:2:Z2713197085;
C1CC2CC1CO2,5349,20:02000:0:Z4480750379;20:02000:0:Z4422419457;20:02000:0:Z4875718555;
Clc1ccco1,3892,20:02000:0:Z3234669881;20:02000:0:Z3343132978;20:02000:0:Z3582712632;
Nc1ccncn1,4083,20:02000:0:Z3561148756;20:02000:0:Z2499587472;20:02000:0:Z2843377997;
FC1CC2CCC1C2,478,20:02000:0:Z3561148756;20:02000:2:Z3531691921;20:02000:2:Z3625367924;
C1CC2CCC1CC2,3824,20:02000:0:Z4462827565;20:02000:0:Z2459940492;20:02000:0:Z2457257047;
Cn1ncc2c1CCC(F)C2,59,20:02000:0:Z3640516500;20:02000:4:Z4004530494;20:02002:7:Z3508457952;
OC1CCC(O)C1,511,20:02000:0:Z3640516500;20:02000:2:Z3643035918;20:02000:2:Z3714925897;
NC1CCC(F)(F)C1,434,20:02000:0:Z3793547773;20:02000:5:Z4878775680;20:02000:6:Z4064054945;
C1CC2CCC(CN1)S2,495,20:02000:0:Z3793547773;20:02000:2:Z3313332621;20:02000:6:Z2721512354;
Cc1cnsc1,1482,20:02000:0:Z3525751194;20:02000:0:Z4644742461;20:02000:0:Z3554189848;
Clc1cccc2[nH]cnc12,115,20:02000:0:Z3667912106;20:02000:2:Z1391160505;20:02000:2:Z4623155623;
C1CC2(C1)CCOC2,3269,20:02000:0:Z3667912106;20:02000:0:Z3670609406;20:02000:0:Z2996400502;
CC12CCC(C1)NC2,234,20:02000:0:Z4591451688;20:02001:3:Z4591211672;20:02003:2:Z4591339878;
c1ccc2c(c1)CC2,2169,20:02000:0:Z4201125336;20:02000:0:Z2780454160;20:02000:1:Z2185836749;
CC1(F)CCNCC1,738,20:02000:0:Z4488782165;20:02000:1:Z4488782081;20:02000:4:Z2784522700;
O=C1CCCNC1,371,20:02000:0:Z3589139693;20:02000:0:Z4490339316;20:02000:2:Z4304749685;
O=S1(=O)CCC1,6544,20:02000:0:Z3804777453;20:02000:0:Z1818678740;20:02000:0:Z2994896749;
Oc1ccc2c(c1)OCCNC2,132,20:02000:0:Z2069884415;20:02000:9:Z2091961232;20:02001:8:Z2777222376;
Oc1ccc2c(c1)CCCC2,423,20:02000:0:Z3362396703;20:02000:2:Z2286558813;20:02000:7:Z2187970531;
Cc1ccc(C)s1,4540,20:02000:0:Z2974539121;20:02000:0:Z2897073354;20:02000:0:Z2897030047;
Cn1ncc2ncccc21,216,20:02000:0:Z2974539121;20:02000:0:Z3153404624;20:02000:5:Z3092385910;
Clc1cncc(Cl)c1,2781,20:02000:0:Z2763038724;20:02000:0:Z4932212210;20:02000:0:Z4932506958;
C1CCC2CCC2C1,1061,20:02000:0:Z2952598317;20:02000:0:Z2958000512;20:02000:3:Z2960769191;
CC1=CCCS1(=O)=O,321,20:02000:0:Z4771423489;20:02000:0:Z4769244876;20:02000:1:Z4769497805;
O=c1cnc2ccccc2[nH]1,254,20:02000:0:Z2505989108;20:02000:0:Z1274970442;20:02000:3:Z3549750250;
FC1CNCC(F)C1,737,20:02000:0:Z4142283819;20:02000:0:Z4141628070;20:02000:1:Z4181059093;
CC1CCCCC1=O,489,20:02000:0:Z3205156453;20:02000:6:Z1590672174;20:02000:7:Z1544637787;
CC1CCCN1,24792,20:02000:0:Z1470920021;20:02000:0:Z3133218431;20:02000:0:Z4421916047;
CC1OCCO1,2494,20:02000:0:Z2613667118;20:02000:0:Z3683343795;20:02000:0:Z1492311601;
O=C1NC2CCCC1C2,178,20:02000:0:Z3590349506;20:02000:7:Z3590327316;20:02000:9:Z3394603272;
CC1CSC1,1454,20:02000:0:Z3594368043;20:02000:0:Z3524885013;20:02000:1:Z3362561601;
c1cnc2ccsc2c1,2276,20:02000:0:Z3594368043;20:02000:0:Z1549484580;20:02000:0:Z2184868386;
c1cn[nH]n1,8501,20:02000:0:Z2846832658;20:02000:0:Z2716808207;20:02000:0:Z3474860294;
OC1CCCC1,20242,20:02000:0:Z3363233399;20:02000:0:Z4391643467;20:02000:0:Z3541330810;
Cc1cnc[nH]1,3538,20:02000:0:Z1381842900;20:02000:0:Z2700760869;20:02000:0:Z2714347687;
c1ccc2nccnc2c1,1736,20:02000:0:Z1381842900;20:02000:0:Z2793761812;20:02000:0:Z3493586905;
Cn1ccn2nccc12,323,20:02000:0:Z4096731787;20:02001:1:Z4277696363;20:02001:3:Z4106120672;
OC1CNC2(CCC2)C1O,264,20:02000:0:Z4096731787;20:02000:5:Z4026887241;20:02000:8:Z4026892110;
O=C1CCCCn2nccc21,119,20:02000:0:Z3001209206;20:02000:3:Z3011239230;20:02001:4:Z3132964299;
Cc1ccncc1,14020,20:02000:0:Z2982501564;20:02000:0:Z2474620501;20:02000:0:Z3603221783;
Oc1cccnc1,4077,20:02000:0:Z2210497635;20:02000:0:Z3542112926;20:02000:0:Z4218949118;
O=C1CC2CCC1C2,1213,20:02000:0:Z4166334739;20:02000:1:Z4167097236;20:02000:4:Z4158654360;
C1CNCCNC1,9528,20:02000:0:Z4392855502;20:02000:0:Z4275210193;20:02000:0:Z3776503468;
C1CN2CCC(CC2)N1,336,20:02000:0:Z3546216337;20:02000:9:Z4413870334;20:02001:5:Z3372882134;
Cc1nc2ncccn2n1,363,20:02000:0:Z3079808427;20:02000:1:Z4184936495;20:02000:3:Z3076462586;
Clc1ccccc1Cl,9061,20:02000:0:Z141687416;20:02000:0:Z3092337949;20:02000:0:Z3784470398;
C1CCc2[nH]nnc2C1,1240,20:02000:0:Z3627133241;20:02000:1:Z3627128139;20:02000:1:Z4285133704;
C1CN2CCC1C2,2582,20:02000:0:Z4460429005;20:02000:0:Z4375805591;20:02000:0:Z4771746209;
CC1CCCOC1,6685,20:02000:0:Z3822624093;20:02000:0:Z3595294003;20:02000:0:Z1870853112;
C1COCCOC1,1954,20:02000:0:Z4114857734;20:02000:0:Z4413423043;20:02000:0:Z4345617196;
Cn1cnc2cncnc21,693,20:02000:0:Z3830868391;20:02000:2:Z990831484;20:02000:2:Z3891709801;
c1ccc2c(c1)CCNCC2,444,20:02000:0:Z4055960858;20:02000:1:Z2449688181;20:02001:1:Z3700640876;
CC1CNCC(C)C1(F)F,344,20:02000:0:Z3683343795;20:02000:4:Z3601465334;20:02001:1:Z3530731789;
C1CC2CNC3(CC3)C2C1,221,20:02000:0:Z4326427159;20:02000:1:Z3878719701;20:02000:8:Z4278263448;
C1CCC2(C1)CCCO2,2168,20:02000:0:Z3132116170;20:02000:0:Z3132116174;20:02000:1:Z2978464510;
C1CC2(C1)CNCCO2,1855,20:02000:0:Z4214270254;20:02000:0:Z4079893725;20:02000:1:Z4131840990;
C1CC2(C1)CCC2,13599,20:02000:0:Z2289492692;20:02000:0:Z2313511162;20:02000:0:Z4285604950;
CN1Cc2ccccc2C1,378,20:02000:0:Z4236651367;20:02000:0:Z4236634807;20:02000:0:Z4267698863;
Cn1ccccc1=O,4915,20:02000:0:Z3566787808;20:02000:0:Z3175806739;20:02000:0:Z3547730442;
C1CCN2CCNCC2C1,421,20:02000:0:Z2312094486;20:02000:1:Z1702871012;20:02000:7:Z2770886508;
Oc1ccncc1,1759,20:02000:0:Z4634757234;20:02000:0:Z3642507416;20:02000:1:Z2959667392;
Oc1ccccc1Cl,2168,20:02000:0:Z4154862644;20:02000:0:Z4352876906;20:02000:0:Z3820810491;
CC1CCC(C)C1,1171,20:02000:0:Z4467213607;20:02000:0:Z3787548840;20:02000:1:Z4467211341;
CC1CCNC1,25483,20:02000:0:Z4203906944;20:02000:0:Z2863262455;20:02000:0:Z2057562905;
C1CC2CNCC1N2,1015,20:02000:0:Z4421211539;20:02000:0:Z2610035120;20:02000:2:Z2607440040;
Nc1cn[nH]c1,884,20:02000:0:Z3226689743;20:02000:3:Z3864421323;20:02000:3:Z3889008954;
CC1CC1C,6472,20:02000:0:Z3669366647;20:02000:0:Z4021863089;20:02000:0:Z3614676013;
C1CCC2(C1)CNCCO2,428,20:02000:0:Z3373403622;20:02000:3:Z4267116194;20:02001:1:Z1438495188;
C1CC12CNOC2,541,20:02000:0:Z3587264850;20:02000:1:Z3587257428;20:02000:2:Z3851804859;
CC1(C)CC1,10224,20:02000:0:Z1941945340;20:02000:0:Z4224213408;20:02000:0:Z3791118946;
C1CC2OCCNC2CN1,519,20:02000:0:Z4215575038;20:02000:3:Z4204477091;20:02000:3:Z4215717605;
C1COCOC1,4338,20:02000:0:Z4099226481;20:02000:0:Z1903573660;20:02000:0:Z1724483647;
C1CN2CCOCC2CO1,104,20:02000:0:Z4100544168;20:02000:1:Z4106506053;20:02000:2:Z2915800699;
CC1CC(O)CN1,1436,20:02000:0:Z3018959637;20:02000:1:Z3521094048;20:02000:2:Z4292893204;
O=C1NCNc2cc(F)c(F)cc21,7,20:02000:0:Z2830960149;20:02004:7:Z2830959010;20:02013:4:Z2830959032;
NC12CCOCC1CNC2,239,20:02000:0:Z4454645900;20:02000:0:Z4454646053;20:02000:5:Z4448803666;
Cn1ccc2cccnc21,111,20:02000:0:Z3648258262;20:02000:6:Z4993639859;20:02000:8:Z2789838301;
C1CC2(C1)CCOCC2,2389,20:02000:0:Z3055558610;20:02000:0:Z3541105683;20:02000:0:Z2656772929;
c1cc2n(c1)CCNC2,869,20:02000:0:Z4207289817;20:02000:1:Z4215686395;20:02000:4:Z4207631395;
C1CCC2(CCC2)NC1,1970,20:02000:0:Z4370221444;20:02000:1:Z2826285591;20:02000:1:Z3882660225;
c1cnc2[nH]ccc2n1,212,20:02000:0:Z3899334037;20:02000:5:Z4177194409;20:02000:9:Z3773701293;
CN1CCCC2NCCC21,360,20:02000:0:Z2805083439;20:02000:0:Z2842080745;20:02000:3:Z2842078488;
C1CC2COCC2O1,2264,20:02000:0:Z2919187224;20:02000:0:Z3649933200;20:02000:1:Z2975425108;
CC1(C)Cc2ccccc2C1,182,20:02000:0:Z4329149945;20:02000:2:Z4133831821;20:02000:4:Z4179075768;
CC1CC(O)C1,631,20:02000:0:Z4181304312;20:02000:0:Z4137862858;20:02000:0:Z4181296261;
O=C1NCCCN1,695,20:02000:0:Z2715996443;20:02000:0:Z2076302974;20:02000:0:Z4013414316;
Cc1nc2c(o1)CCNC2,374,20:02000:0:Z4644742461;20:02000:0:Z5064863057;20:02000:1:Z4644742074;
CC1NCCn2ccnc21,318,20:02000:0:Z4325619048;20:02000:3:Z3620352409;20:02001:3:Z3320487181;
Clc1cccc2[nH]ccc12,342,20:02000:0:Z252991382;20:02000:6:Z4155351113;20:02002:1:Z2333088023;
Cc1ncn(C)c1C,654,20:02000:0:Z3806663101;20:02000:3:Z3856844289;20:02001:0:Z3804792922;
OC12CCCC(CCC1)C2,118,20:02000:0:Z3806663101;20:02000:8:Z3647443113;20:02002:0:Z3534039842;
Cc1ccc2nc(C)ccc2c1,85,20:02000:0:Z1510958764;20:02000:5:Z2641092850;20:02002:9:Z2306002913;
C1=NCCS1,669,20:02000:0:Z4306065918;20:02000:4:Z965696860;20:02001:0:Z3876319325;
FC1(F)CCOC1,1785,20:02000:0:Z3597318990;20:02000:0:Z3597324762;20:02000:0:Z2949912195;
