fragment_smiles,occurences,example_ligands
c1nc[nH]n1,125834,73:07300:0:PV-003295203965;73:07300:0:PV-003295204312;73:07300:0:PV-003295204361;
Cc1ccccc1,77507,73:07300:0:PV-003295203965;73:07300:0:PV-002806135145;73:07300:0:PV-002806135353;
C1CCC2CC2C1,3387,73:07300:0:PV-003295203965;73:07300:0:PV-003295209269;73:07300:0:PV-002806136645;
C1=CCCC1,223,73:07300:0:PV-002806134243;73:07300:0:PV-003295215992;73:07300:2:PV-002358707885;
c1cn[nH]c1,168856,73:07300:0:PV-002806134243;73:07300:0:PV-003295204088;73:07300:0:PV-001502967739;
c1ccncc1,177979,73:07300:0:PV-002806134243;73:07300:0:PV-002806134468;73:07300:0:PV-003295204647;
CC1CCNC1,122846,73:07300:0:PV-003295203976;73:07300:0:PV-003295203977;73:07300:0:PV-003295204037;
c1cnsc1,69645,73:07300:0:PV-003295203976;73:07300:0:PV-003295203977;73:07300:0:PV-002806134386;
C1CNC2(C1)CC2,6979,73:07300:0:PV-003295203979;73:07300:0:PV-002806134959;73:07300:0:PV-003295209765;
c1cnoc1,80848,73:07300:0:PV-003295203979;73:07300:0:PV-003295204498;73:07300:0:PV-000468725499;
CC1CNCCCN1,15147,73:07300:0:PV-003295204009;73:07300:0:PV-003295204011;73:07300:0:PV-003295204012;
Fc1cn[nH]c1,6635,73:07300:0:PV-003295204009;73:07300:0:PV-003295204011;73:07300:0:PV-003295204012;
C1CCNCC1,309161,73:07300:0:PV-003295204023;73:07300:0:PV-003295204024;73:07300:0:PV-003295204025;
Fc1ccccc1,105900,73:07300:0:PV-003295204030;73:07300:0:PV-003295204031;73:07300:0:PV-002806134267;
FC1CCC1,50467,73:07300:0:PV-003295204030;73:07300:0:PV-003295204031;73:07300:0:PV-002806134589;
CC1(C)CCCN1,18865,73:07300:0:PV-002806134259;73:07300:0:PV-002806134276;73:07300:0:PV-003295204108;
Clc1ccccc1,83900,73:07300:0:PV-002806134259;73:07300:0:PV-002806134365;73:07300:0:PV-003295204312;
OC1CCC1,46661,73:07300:0:PV-003295204043;73:07300:0:PV-002806134352;73:07300:0:PV-002806134723;
Clc1cccnc1,21800,73:07300:0:PV-003295204043;73:07300:0:PV-003295212250;73:07300:0:PV-003295213645;
CC1(C)CC1,34998,73:07300:0:PV-002806134267;73:07300:0:PV-002806134959;73:07300:0:PV-003295206698;
c1ccc2occc2c1,7018,73:07300:0:PV-002151702641;73:07300:0:PV-003295214464;73:07300:0:PV-003295216882;
c1cnc2nccn2c1,2671,73:07300:0:PV-002151702641;73:07300:0:PV-002806144462;73:07300:0:PV-002806144463;
c1c[nH]nn1,127819,73:07300:0:PV-003295204047;73:07300:0:PV-002806134505;73:07300:0:PV-002806134805;
C1CCC2NCC2C1,316,73:07300:0:PV-003295204047;73:07300:0:PV-003295227750;73:07300:1:PV-003295251063;
Cc1ccsn1,18463,73:07300:0:PV-003295204050;73:07300:0:PV-003295207244;73:07300:0:PV-003295207331;
CC1CCC1,53900,73:07300:0:PV-003295204050;73:07300:0:PV-001743628730;73:07300:0:PV-003295205945;
CC1C(C)(C)C1(C)C,1126,73:07300:0:PV-002806134276;73:07300:4:PV-001471519239;73:07300:4:PV-002806198675;
C1CCNC1,478127,73:07300:0:PV-003295204088;73:07300:0:PV-000504013804;73:07300:0:PV-000508223377;
C1CC2CC2N1,22588,73:07300:0:PV-003295204092;73:07300:0:PV-003295204152;73:07300:0:PV-003295205283;
Cc1cnoc1,18192,73:07300:0:PV-003295204092;73:07300:0:PV-002806134778;73:07300:0:PV-003295208733;
Cc1nncs1,5379,73:07300:0:PV-003295204108;73:07300:0:PV-003295211405;73:07300:0:PV-003295211406;
CC1CCCC1,19450,73:07300:0:PV-001670079499;73:07300:0:PV-003295204361;73:07300:0:PV-001281456434;
FC1CCOC1,5431,73:07300:0:PV-001670079499;73:07300:0:PV-003295211536;73:07300:0:PV-003295230048;
Fc1ccccc1F,10375,73:07300:0:PV-002806134303;73:07300:0:PV-002806134646;73:07300:0:PV-002151702842;
C1CC2CCCC2C1,1667,73:07300:0:PV-002806134316;73:07300:0:PV-003295233555;73:07300:1:PV-003295244830;
Cc1ccn[nH]1,21269,73:07300:0:PV-003295204142;73:07300:0:PV-001467439474;73:07300:0:PV-002203449104;
Nc1nccs1,9389,73:07300:0:PV-003295204142;73:07300:0:PV-003295209725;73:07300:0:PV-003295209726;
O=S1(=O)CCC1,12802,73:07300:0:PV-003295204152;73:07300:0:PV-003295209411;73:07300:0:PV-002806137735;
c1cscn1,107364,73:07300:0:PV-000504013804;73:07300:0:PV-000508223377;73:07300:0:PV-000462052412;
C1CCOCC1,68045,73:07300:0:PV-000504013804;73:07300:0:PV-000508223377;73:07300:0:PV-000462052412;
CC1CCC(=O)N1,3790,73:07300:0:PV-003295204162;73:07300:0:PV-001505172204;73:07300:0:PV-003295204163;
CC1=CCCC1,7012,73:07300:0:PV-003295204165;73:07300:0:PV-003295204166;73:07300:0:PV-003295204167;
FC1CCCCC1,7851,73:07300:0:PV-002806134336;73:07300:0:PV-001664761872;73:07300:0:PV-000490894106;
c1ccccc1,319176,73:07300:0:PV-003976953349;73:07300:0:PV-002806134337;73:07300:0:PV-002462198542;
C1CC2CCC1CC2,2772,73:07300:0:PV-002806134337;73:07300:0:PV-002806137304;73:07300:0:PV-003295234977;
c1cnc2[nH]ncc2c1,2738,73:07300:0:PV-003295204210;73:07300:0:PV-003295204211;73:07300:0:PV-003295204212;
CN1CCCC1=O,10777,73:07300:0:PV-000415781002;73:07300:0:PV-004893216872;73:07300:0:PV-004893216873;
C1CNCCNC1,18406,73:07300:0:PV-003295204227;73:07300:0:PV-000405657221;73:07300:0:PV-000406898867;
c1cocn1,65491,73:07300:0:PV-003295204227;73:07300:0:PV-002806134769;73:07300:0:PV-002410454488;
O=S1(=O)CCCC1,7695,73:07300:0:PV-002806134352;73:07300:0:PV-000456400191;73:07300:0:PV-003295215380;
Fc1ccc(F)cc1,5325,73:07300:0:PV-003295204241;73:07300:0:PV-001621622726;73:07300:0:PV-001630324329;
C1CCCNCC1,44590,73:07300:0:PV-003295204258;73:07300:0:PV-003295204259;73:07300:0:PV-002806135883;
Cc1ccnnc1,6015,73:07300:0:PV-002806134365;73:07300:0:PV-003295216525;73:07300:0:PV-003295219141;
c1ncon1,25305,73:07300:0:PV-002806134365;73:07300:0:PV-003295204318;73:07300:0:PV-002806134673;
C1NCC2CC12,94858,73:07300:0:PV-003295204267;73:07300:0:PV-003295204685;73:07300:0:PV-003295205185;
c1cc2sccc2[nH]1,2009,73:07300:0:PV-003295204267;73:07300:0:PV-004893255536;73:07300:1:PV-002806158445;
Fc1cncc(F)c1,1790,73:07300:0:PV-002806134383;73:07300:0:PV-002358703258;73:07300:0:PV-004893255615;
CC1CCCCN1,34751,73:07300:0:PV-002806134386;73:07300:0:PV-003295205114;73:07300:0:PV-003295207546;
CC1COC1,12150,73:07300:0:PV-002806134386;73:07300:0:PV-002462199384;73:07300:0:PV-003295224634;
O=C1NCCc2ccccc21,1002,73:07300:0:PV-003295204310;73:07300:1:PV-002410456467;73:07300:1:PV-003295270276;
