fragment_smiles,occurences,example_ligands
c1ccccc1,1812577,196:19600:0:Z1314287756;196:19600:0:Z1864130964;196:19600:0:Z3910435515;
CC1CCCN1,17775,196:19600:0:Z1314287756;196:19600:0:Z3444080744;196:19600:0:Z3667934409;
c1ccncc1,484137,196:19600:0:Z2494534871;196:19600:0:Z3655318141;196:19600:0:Z4139084861;
O=C1CNCc2ccccc2N1,211,196:19600:0:Z2494534871;196:19600:1:Z2494230777;196:19600:5:Z5044402375;
C1CCNCC1,710777,196:19600:0:Z1864130964;196:19600:0:Z2355885008;196:19600:0:Z1559453130;
Clc1cccnc1,19540,196:19600:0:Z1864130964;196:19600:0:Z806463486;196:19600:0:Z1959900331;
Cn1cnnc1,31998,196:19600:0:Z3095547475;196:19600:0:Z3094378369;196:19600:0:Z4136132184;
c1ccsc1,124549,196:19600:0:Z3095547475;196:19600:0:Z2217852488;196:19600:0:Z2372406300;
C1CCNC1,406465,196:19600:0:Z3095547475;196:19600:0:Z4350303475;196:19600:0:Z1393327166;
Fc1cccc(F)c1,67328,196:19600:0:Z3095547475;196:19600:0:Z1389074125;196:19600:0:Z3539355267;
Cc1ccccc1,261357,196:19600:0:Z2355885008;196:19600:0:Z3190654563;196:19600:0:Z1538036960;
CC1CCCNC1,22556,196:19600:0:Z1471200808;196:19600:0:Z2093006082;196:19600:0:Z1249313329;
C1CCCCC1,150640,196:19600:0:Z4503799354;196:19600:0:Z4502675337;196:19600:0:Z4488697557;
O=C1CCNc2ccccc2N1,974,196:19600:0:Z4503799354;196:19600:0:Z4502675337;196:19600:2:Z1882783181;
c1cn[nH]c1,298216,196:19600:0:Z3910435515;196:19600:0:Z4132097092;196:19600:0:Z4264937702;
c1cn2c(n1)CCOCC2,109,196:19600:0:Z3910435515;196:19601:7:Z5045370744;196:19602:0:Z3910449995;
Cc1cscn1,39633,196:19600:0:Z4349732361;196:19600:0:Z1842721337;196:19600:0:Z2963164169;
O=C1CCNC(=O)N1,35819,196:19600:0:Z4349732361;196:19600:0:Z4541486474;196:19600:0:Z3539355267;
C1COCC2(C1)CCC2,1270,196:19600:0:Z4349732361;196:19600:0:Z4350303475;196:19600:0:Z3092709044;
C1CCOC1,148493,196:19600:0:Z2755332593;196:19600:0:Z1224703789;196:19600:0:Z2796197774;
Clc1ccccc1,231096,196:19600:0:Z2755332593;196:19600:0:Z1682684920;196:19600:0:Z1779061326;
Cc1cccc(F)c1,12731,196:19600:0:Z3209095521;196:19600:0:Z5023954497;196:19600:0:Z2298808657;
c1cnccn1,32733,196:19600:0:Z4264937702;196:19600:0:Z2217852488;196:19600:0:Z4023544933;
O=C1CCCN1,106234,196:19600:0:Z1559453130;196:19600:0:Z2635172355;196:19600:0:Z2963164169;
CC1(O)CCCCC1,994,196:19600:0:Z3010988579;196:19600:1:Z4303796816;196:19600:2:Z3010988265;
OC1CCNC1,23988,196:19600:0:Z4488697557;196:19600:0:Z2972625266;196:19600:0:Z4979405558;
c1cscn1,170650,196:19600:0:Z827722768;196:19600:0:Z2804216175;196:19600:0:Z4317412759;
Fc1ccccc1,382541,196:19600:0:Z827722768;196:19600:0:Z2957812708;196:19600:0:Z1672482873;
c1ncon1,162436,196:19600:0:Z1682684920;196:19600:0:Z1849535432;196:19600:0:Z2802856660;
Cc1ccc(C)cc1,9338,196:19600:0:Z28044278;196:19600:0:Z2607289071;196:19600:0:Z1151444415;
C1CCCNCC1,30219,196:19600:0:Z4487735291;196:19600:0:Z3143453746;196:19600:0:Z4139084861;
Oc1ccccc1,43202,196:19600:0:Z4487735291;196:19600:0:Z5001468833;196:19600:0:Z3784350889;
OC1CCNCC1,26127,196:19600:0:Z3725055405;196:19600:0:Z2413507350;196:19600:0:Z2069365757;
Cc1cccc(C)c1,30549,196:19600:0:Z2635172355;196:19600:0:Z2804216175;196:19600:0:Z1990298025;
C1CNCCN1,244736,196:19600:0:Z1389074125;196:19600:0:Z4591425448;196:19600:0:Z4303221411;
CC1CNCCC1(F)F,192,196:19600:0:Z2957812708;196:19601:0:Z2169774313;196:19602:0:Z2180761723;
c1ccc2sccc2c1,6643,196:19600:0:Z1672482873;196:19600:0:Z3203246192;196:19600:0:Z1189069147;
c1ccc2[nH]ccc2c1,38377,196:19600:0:Z1740138295;196:19600:0:Z2766117014;196:19600:0:Z940660376;
Cc1ccn(C)n1,15395,196:19600:0:Z1393327166;196:19600:0:Z1159694042;196:19600:0:Z3504932644;
Cc1noc2ncccc12,2068,196:19600:0:Z1210288535;196:19600:0:Z1688952489;196:19600:0:Z3808338985;
C1COCCN1,196342,196:19600:0:Z1842721337;196:19600:0:Z1667629368;196:19600:0:Z3722621524;
Cc1nn(C)c2sccc12,533,196:19600:0:Z3633600315;196:19600:4:Z3876197044;196:19600:7:Z2641721792;
FC1(F)CCCC1,2990,196:19600:0:Z3633600315;196:19600:0:Z4879863564;196:19600:0:Z3554960569;
CN1CNC(=O)C12CNC2,199,196:19600:0:Z3337731634;196:19600:1:Z3614839656;196:19600:2:Z3434804768;
Cc1ncon1,13125,196:19600:0:Z1667629368;196:19600:0:Z3352047322;196:19600:0:Z3320053954;
c1ccc2c(c1)CCC2,22954,196:19600:0:Z1371039197;196:19600:0:Z3997045688;196:19600:0:Z340531954;
