fragment_smiles,occurences,example_ligands
Cc1ccc(C)c(C)c1,1658,84:08400:2:PV-002122496357;84:08400:3:PV-002952179659;84:08400:5:PV-003672016927;
CC1CNCC(=O)N1C,91,84:08400:2:PV-002122496357;84:08400:9:PV-003672186686;84:08400:9:PV-003672186687;
Cc1cn2nccc2c(=O)[nH]1,120,84:08400:2:PV-002225990938;84:08400:3:PV-003671947636;84:08401:2:PV-002277762349;
Cc1cc(F)cc(Cl)c1,84,84:08400:2:PV-002484746029;84:08401:9:PV-003672515022;84:08402:0:PV-002536524574;
O=C1CCc2cccnc2N1,297,84:08400:2:PV-002484746030;84:08400:3:PV-002952188854;84:08400:4:PV-002952190580;
CC1(C)CC(N)CCO1,119,84:08400:2:PV-003671944188;84:08400:2:PV-003671944189;84:08403:0:PV-006014845990;
CN1CCC2NCCCC21,363,84:08400:2:PV-003671944193;84:08400:3:PV-003671957336;84:08400:5:PV-003672043517;
Cc1cc2ccc(F)cc2o1,41,84:08400:2:PV-003671944450;84:08404:9:PV-002952788964;84:08408:5:PV-002953261107;
CC1CNCC1F,116,84:08400:2:PV-003671944450;84:08400:6:PV-006012451653;84:08400:8:PV-003672143357;
CN1CCCNc2ccccc21,53,84:08400:2:PV-003671944484;84:08401:4:PV-002952322997;84:08402:0:PV-002952408585;
FC=C1CCCC1,165,84:08400:2:PV-003671944484;84:08400:3:PV-003671971659;84:08400:5:PV-003672038289;
Fc1cc(Cl)c2c(c1)CCCN2,48,84:08400:2:PV-003671944513;84:08400:2:PV-003671944514;84:08401:3:PV-006013248625;
Cc1ccc2c(c1)NCCC2,82,84:08400:2:PV-002484746054;84:08400:3:PV-002432996412;84:08400:5:PV-003672019618;
C1CC2(C1)CC21CC1,545,84:08400:2:PV-003671944731;84:08400:2:PV-003671944732;84:08400:2:PV-003671944733;
c1cnc2c(c1)CNCCO2,68,84:08400:2:PV-002122496411;84:08402:3:PV-002536530730;84:08402:4:PV-002433038351;
c1scc2c1CCCC2,432,84:08400:2:PV-003671944989;84:08400:2:PV-003671944990;84:08400:2:PV-003671944991;
c1ccc2c(c1)CCS2,749,84:08400:2:PV-002174242255;84:08400:3:PV-002952181361;84:08400:3:PV-002952186555;
c1cnc2c(c1)CCCO2,187,84:08400:2:PV-003671945459;84:08400:2:PV-002952176021;84:08401:8:PV-003672485778;
Oc1ncncc1F,11,84:08400:2:PV-002952176132;84:08414:2:PV-002954016459;84:08415:3:PV-002954167063;
CC1NCCCC1=O,49,84:08400:2:PV-003671945938;84:08401:8:PV-003672491276;84:08403:6:PV-003673101656;
Cc1ccc2c(c1)NCC(C)O2,58,84:08400:2:PV-002952176191;84:08400:4:PV-006012178014;84:08400:6:PV-002952218861;
Clc1cccc2nsnc12,239,84:08400:2:PV-002952176248;84:08400:5:PV-002952207301;84:08401:1:PV-004079266355;
C1CCC2CCC2C1,1571,84:08400:2:PV-003671946169;84:08400:2:PV-003671946170;84:08400:2:PV-003671946171;
Cc1c(Cl)ccc2scnc12,13,84:08400:2:PV-003671946232;84:08415:3:PV-002954171866;84:08435:1:PV-002956782237;
FC1(F)C2CC1C2,120,84:08400:2:PV-003671946250;84:08400:4:PV-003671988544;84:08400:6:PV-006012342192;
Fc1ccc2ccncc2c1,636,84:08400:2:PV-002952176353;84:08400:3:PV-004079192762;84:08400:4:PV-003672001294;
CC1CNc2cccnc21,88,84:08400:2:PV-002952176377;84:08400:4:PV-006012204249;84:08403:9:PV-003673197626;
C1CNCN1,123,84:08400:2:PV-002588242216;84:08401:0:PV-002484760785;84:08401:3:PV-002226012466;
O=c1ccc(Cl)n[nH]1,1125,84:08400:2:PV-003671946996;84:08400:8:PV-002952255041;84:08400:9:PV-003672182575;
OC1CC2NCCC12,196,84:08400:2:PV-003671947228;84:08400:5:PV-003672020924;84:08400:6:PV-006012459357;
CC1CCc2ccccc2N1,236,84:08400:2:PV-003671947269;84:08400:4:PV-006012242809;84:08402:9:PV-003672846817;
C1CC2CC1C1CC21,579,84:08400:2:PV-003671947271;84:08400:4:PV-003671989574;84:08400:8:PV-003672117033;
CN1CCC2CNCC2C1,354,84:08400:2:PV-003671947281;84:08400:6:PV-003672062516;84:08400:7:PV-003672099965;
Cc1nn(C)c2ccccc12,47,84:08400:2:PV-003671947354;84:08403:6:PV-002381319173;84:08404:9:PV-003673545971;
CC1CC2(CCNCC2)CN1,274,84:08400:2:PV-000336938806;84:08400:9:PV-003672175973;84:08401:1:PV-001231642832;
Oc1ccc2c(c1)CNCCO2,53,84:08400:2:PV-002484746210;84:08402:6:PV-002381299722;84:08403:8:PV-002588313884;
Fc1ccc2nn[nH]c2c1,172,84:08400:2:PV-002952176735;84:08401:5:PV-003672374736;84:08402:8:PV-002952515064;
CN1CCNc2ccccc21,351,84:08400:2:PV-006012006348;84:08400:3:PV-006012065395;84:08400:4:PV-006012261662;
Cc1nccn2nccc12,141,84:08400:2:PV-006012006446;84:08400:6:PV-006012400954;84:08400:9:PV-006012707604;
FC1(F)C2(CCC2)C12CCC2,183,84:08400:2:PV-006012009364;84:08400:5:PV-003672040907;84:08400:6:PV-003672066770;
Cc1ccc(=O)[nH]n1,1302,84:08400:2:PV-006012011461;84:08400:3:PV-003671959743;84:08400:5:PV-002433000935;
C1CC2CCCN(C1)C2,316,84:08400:2:PV-006012012523;84:08400:5:PV-000492780762;84:08400:5:PV-000492780756;
c1ncn2nccc2n1,64,84:08400:2:PV-006012014890;84:08401:3:PV-006013206302;84:08402:4:PV-002952464090;
FC1(F)CCc2ccccc21,234,84:08400:2:PV-006012017052;84:08400:9:PV-006012729519;84:08401:2:PV-006013077885;
NC1CC2OCCCC12,161,84:08400:2:PV-006012019586;84:08400:9:PV-006012683273;84:08400:9:PV-006012690275;
FC1=CCCNC1,171,84:08400:2:PV-006012021719;84:08400:6:PV-006012385942;84:08400:7:PV-006012579933;
CC1COc2ccnn2C1,326,84:08400:2:PV-006012021719;84:08400:2:PV-006012049393;84:08400:9:PV-006012769596;
Fc1ccc2c(c1)OCCO2,104,84:08400:2:PV-006012024457;84:08405:1:PV-006016989177;84:08405:1:PV-006016989178;
CC1NCCS(=O)(=O)C1C,15,84:08400:2:PV-006012025622;84:08425:0:PV-003680387331;84:08425:5:PV-002955519859;
c1ncn2c1CCCCC2,395,84:08400:2:PV-006012025622;84:08400:4:PV-006012267945;84:08400:7:PV-003672095818;
CN1CCOCC1=O,65,84:08400:2:PV-006012026550;84:08400:2:PV-006012026551;84:08402:1:PV-003672579278;
c1n[nH]c2c1CCCN2,413,84:08400:2:PV-006012026806;84:08400:4:PV-002952198933;84:08400:9:PV-003672183414;
CC1COC(C)(C)CO1,412,84:08400:2:PV-006012031130;84:08400:4:PV-006012242809;84:08400:6:PV-006012377501;
Clc1ccc2sccc2c1,492,84:08400:2:PV-006012031926;84:08400:6:PV-006012357034;84:08400:7:PV-006012593584;
CC1CCC2(CC1)CC2,165,84:08400:2:PV-006012038047;84:08400:4:PV-003672008959;84:08400:6:PV-002952225228;
CC1(C)CNc2cccc(Cl)c21,79,84:08400:2:PV-006012039942;84:08404:5:PV-003673385395;84:08404:5:PV-003673385396;
CN1CCNCC1(C)C,219,84:08400:2:PV-006012042372;84:08400:2:PV-006012049180;84:08400:5:PV-003672024225;
O=c1[nH]ccc2nccn12,195,84:08400:2:PV-006012044062;84:08401:2:PV-003672282712;84:08401:7:PV-003672459237;
FC1(F)C2CCCCCC21,124,84:08400:2:PV-006012044883;84:08400:3:PV-003671952160;84:08400:8:PV-003672144519;
CC1Nc2ccccc2NC1=O,63,84:08400:2:PV-006012046569;84:08400:6:PV-003672078753;84:08404:6:PV-002122585704;
C1CC2(CCN1)CCNCC2,215,84:08400:2:PV-006012051318;84:08401:1:PV-001785926781;84:08401:4:PV-000600829196;
CC1COCc2ccccc21,46,84:08400:2:PV-006012051861;84:08400:4:PV-006012190261;84:08407:2:PV-006019095542;
CC1(C)CCS1(=O)=O,167,84:08400:2:PV-006012054693;84:08400:6:PV-002588248881;84:08400:6:PV-002122503217;
Oc1n[nH]c2c1CNCC2(F)F,91,84:08400:2:PV-006012055971;84:08407:9:PV-006019771808;84:08408:6:PV-006020491566;
C1CNC2CCOCC2C1,151,84:08400:2:PV-006012057354;84:08400:8:PV-003672153181;84:08401:5:PV-003672373091;
O=C1NCC(=O)N2CCCCC12,162,84:08400:2:PV-006012057906;84:08401:2:PV-006013026024;84:08401:3:PV-006013178200;
c1cc2occc2[nH]1,911,84:08400:2:PV-006012060212;84:08400:5:PV-003672027543;84:08400:7:PV-006012618535;
Cc1ncc2ccccc2n1,150,84:08400:2:PV-006012060877;84:08400:7:PV-006012514990;84:08402:6:PV-006014463161;
Oc1nc2ccccc2s1,209,84:08400:3:PV-006012064546;84:08400:3:PV-006012064793;84:08400:7:PV-006012574301;
NC1CCCc2ccccc21,73,84:08400:3:PV-006012065042;84:08402:0:PV-002952403305;84:08402:7:PV-003672768627;
C1CCC2NCCC2C1,1126,84:08400:3:PV-006012068626;84:08400:3:PV-003671951168;84:08400:3:PV-003671974037;
Cc1ccc2c(c1)CCCCO2,9,84:08400:3:PV-006012069796;84:08422:3:PV-002955088918;84:08424:1:PV-002955336097;
CC1CCCN(C)C1,43,84:08400:3:PV-006012070901;84:08406:0:PV-006017929757;84:08407:2:PV-006019070435;
Clc1ccc2ccoc2c1,339,84:08400:3:PV-006012074427;84:08400:3:PV-003671956181;84:08400:3:PV-002277744732;
Cc1cn2nncc2c(=O)[nH]1,77,84:08400:3:PV-006012074455;84:08404:4:PV-002226075727;84:08408:1:PV-002174402156;
C1CCC2(CC1)CCN2,211,84:08400:3:PV-006012076320;84:08401:1:PV-002952293895;84:08401:7:PV-003672462194;
CN1C=NCC(C)(C)C1,73,84:08400:3:PV-006012080375;84:08403:1:PV-002952559623;84:08404:8:PV-002952775678;
c1[nH]nc2c1CC1CC21,296,84:08400:3:PV-006012082011;84:08401:2:PV-006013002672;84:08401:6:PV-006013440735;
NC1CC(=O)C1,136,84:08400:3:PV-006012082102;84:08400:7:PV-006012539077;84:08401:5:PV-006013310968;
FC1COc2ccccc2C1,63,84:08400:3:PV-006012082207;84:08409:1:PV-002433175293;84:08411:0:PV-002953602628;
O=c1[nH]c(=O)c2ccccc2o1,39,84:08400:3:PV-006012084782;84:08402:6:PV-006014452041;84:08404:3:PV-006016186699;
Fc1cccc2cc[nH]c12,303,84:08400:3:PV-006012087264;84:08401:1:PV-003672233158;84:08401:4:PV-003672354776;
c1ccc2c(c1)oc1ccccc12,274,84:08400:3:PV-006012095820;84:08400:4:PV-002381253657;84:08400:7:PV-006012491080;
C1=NC2CCCCC2N1,349,84:08400:3:PV-006012095886;84:08400:3:PV-006012095887;84:08400:3:PV-006012095888;
Nc1ncc(F)cn1,101,84:08400:3:PV-006012097518;84:08402:1:PV-006013964934;84:08402:7:PV-006014610285;
Nc1cncc(F)c1,789,84:08400:3:PV-006012100445;84:08400:4:PV-003671988281;84:08400:4:PV-003672003007;
CC1(C)NCC(O)C1O,171,84:08400:3:PV-006012101025;84:08400:7:PV-003672087659;84:08401:4:PV-003672331019;
Cc1cc(C)nc(N)c1,47,84:08400:3:PV-006012101912;84:08400:3:PV-002952182522;84:08402:4:PV-002952460887;
C1CCC2(C1)CNCCN2,187,84:08400:3:PV-006012104770;84:08402:0:PV-006013820862;84:08402:7:PV-006014594324;
FC1COCCOC1,73,84:08400:3:PV-006012105709;84:08401:1:PV-003672226247;84:08401:5:PV-002952342998;
Cc1cncc(Cl)c1,260,84:08400:3:PV-006012105766;84:08400:6:PV-002952219909;84:08401:1:PV-002952282420;
Fc1cncnc1Cl,65,84:08400:3:PV-006012108406;84:08401:3:PV-006013199452;84:08401:5:PV-006013347347;
Clc1ccnc2ncccc12,114,84:08400:3:PV-006012109983;84:08400:6:PV-006012331524;84:08400:9:PV-006012697874;
CC1CCCC1=O,112,84:08400:3:PV-006012114883;84:08401:2:PV-006012999603;84:08403:1:PV-006014981112;
Cn1c(=O)n(C)c2ccccc21,392,84:08400:3:PV-006012118896;84:08400:9:PV-006012656311;84:08400:9:PV-006012668107;
Nc1cc(Cl)ccn1,87,84:08400:3:PV-006012119912;84:08400:6:PV-006012347683;84:08400:6:PV-006012347684;
Cn1cnc2c1CCNC2,147,84:08400:3:PV-006012121198;84:08400:3:PV-006012121199;84:08400:7:PV-006012552899;
O=C1CCc2cc(F)ccc2N1,43,84:08400:3:PV-006012122291;84:08410:9:PV-006022912273;84:08411:4:PV-006023303272;
O=c1[nH]ccn2cncc12,216,84:08400:3:PV-006012124180;84:08400:6:PV-006012470269;84:08400:7:PV-006012499231;
Oc1ccc2c(c1)NCCC2,84,84:08400:3:PV-006012124643;84:08403:3:PV-002952575362;84:08404:1:PV-006015946831;
Fc1ccc2c(c1)CNC2,191,84:08400:3:PV-006012125648;84:08402:0:PV-006013857978;84:08402:3:PV-006014134135;
Cc1ccc2nccn2c1,1084,84:08400:3:PV-006012126527;84:08400:5:PV-002433000579;84:08400:5:PV-003672050879;
CC1CNC(C)(C)O1,50,84:08400:3:PV-006012127894;84:08406:3:PV-003674022773;84:08409:1:PV-003674948734;
Fc1cc(F)c2c(c1)CCCO2,236,84:08400:3:PV-006012132680;84:08400:3:PV-006012132681;84:08400:7:PV-006012629540;
CC1NCCCC1O,358,84:08400:3:PV-006012134715;84:08400:3:PV-003671960542;84:08400:5:PV-003672030802;
FC1(F)C2CCCC1CC2,169,84:08400:3:PV-006012135069;84:08400:9:PV-006012741458;84:08401:2:PV-006013049454;
C1CC2(CN1)OCCO2,57,84:08400:3:PV-006012136275;84:08407:2:PV-003674304815;84:08408:5:PV-003674768005;
C1CC2CC(C1)C2,586,84:08400:3:PV-006012136587;84:08400:6:PV-006012334696;84:08400:6:PV-006012361947;
O=C1NCCC12CCNC2,59,84:08400:3:PV-006012136770;84:08402:5:PV-003672707075;84:08406:8:PV-002953041471;
c1cc2ccncc2cn1,808,84:08400:3:PV-006012137802;84:08400:3:PV-002952186380;84:08400:4:PV-006012172319;
O=C1CCCCC1,970,84:08400:3:PV-006012138363;84:08400:5:PV-003672047946;84:08400:5:PV-003672047947;
Cc1nn(C)c2[nH]ncc12,47,84:08400:3:PV-006012139282;84:08401:0:PV-002122512569;84:08402:0:PV-006013769501;
O=c1cccc2n1CCCCC2,31,84:08400:3:PV-006012139452;84:08413:7:PV-006025674758;84:08415:6:PV-002954210103;
Cc1cc(F)cc2[nH]ccc12,83,84:08400:3:PV-006012144202;84:08400:6:PV-002952219820;84:08400:9:PV-002952259789;
Cc1ccc2scnc2c1C,156,84:08400:3:PV-006012145886;84:08400:3:PV-003671955675;84:08400:5:PV-002588246928;
O=C1CC2CCCC1C2,318,84:08400:3:PV-006012145886;84:08400:4:PV-006012317021;84:08400:9:PV-006012771062;
Cc1ccc(Cl)c2[nH]ccc12,96,84:08400:3:PV-006012151051;84:08401:5:PV-006013281248;84:08402:9:PV-006014776923;
Nc1ccc(Cl)cn1,189,84:08400:3:PV-006012155059;84:08400:4:PV-006012313489;84:08400:7:PV-006012549043;
C1CC2CC3CNCC3N2C1,24,84:08400:3:PV-006012157561;84:08402:0:PV-006013816063;84:08406:4:PV-002952989237;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,9,84:08400:3:PV-006012158021;84:08425:3:PV-004081502877;84:08449:6:PV-003688800095;
CC1NCC(=O)Nc2ccccc21,33,84:08400:3:PV-006012160372;84:08401:3:PV-006013168904;84:08404:7:PV-006016633586;
Cn1cc(F)cn1,439,84:08400:3:PV-006012162520;84:08400:3:PV-003671977191;84:08400:4:PV-006012204010;
Fc1cnc2cccnc2c1,152,84:08400:3:PV-006012162520;84:08400:4:PV-002952197602;84:08400:9:PV-002952260334;
Cc1cccc(F)c1Cl,298,84:08400:3:PV-002952176750;84:08401:1:PV-000528851062;84:08401:3:PV-002952316959;
O=c1nc[nH]c2ccccc12,210,84:08400:3:PV-003671948211;84:08400:4:PV-002952191249;84:08400:4:PV-002952197851;
Cc1cc2cccc(C)c2s1,77,84:08400:3:PV-003671948249;84:08400:3:PV-003671948250;84:08401:4:PV-002226015028;
CC1(C)NCCO1,107,84:08400:3:PV-003671948249;84:08400:3:PV-003671948250;84:08402:1:PV-002433031837;
Cn1cnc2cnccc21,356,84:08400:3:PV-003671948746;84:08400:3:PV-003671963351;84:08400:3:PV-003671964657;
c1cnc2cccnc2c1,1148,84:08400:3:PV-003671948746;84:08400:4:PV-002952191189;84:08400:4:PV-002588244597;
CN1CNCC1=O,70,84:08400:3:PV-003671949347;84:08404:6:PV-003673428274;84:08405:1:PV-003673608380;
Cn1cc2c(n1)CCC2,404,84:08400:3:PV-001516853169;84:08400:5:PV-003672036251;84:08400:5:PV-003672036252;
Fc1ccc2c(c1)OCC2,568,84:08400:3:PV-002952177513;84:08400:3:PV-002122497070;84:08400:6:PV-002433001971;
Cc1cnn2c1OCCC2,111,84:08400:3:PV-000491978513;84:08400:9:PV-000260555623;84:08402:8:PV-000270572836;
Cc1ncno1,877,84:08400:3:PV-002225991277;84:08400:3:PV-002952181015;84:08400:3:PV-002952187830;
CC1(C)NCCNC1=O,189,84:08400:3:PV-002174242545;84:08400:5:PV-003672023651;84:08400:7:PV-003672089247;
CC1(C)CC2CCOC21,27,84:08400:3:PV-003671950716;84:08400:5:PV-003672046454;84:08400:7:PV-003672104491;
Fc1cc2ccncc2cc1F,18,84:08400:3:PV-003671950928;84:08411:2:PV-003675670751;84:08427:8:PV-003681359196;
Cc1ccc(Cl)c2c1NCCC2,44,84:08400:3:PV-003671951055;84:08401:5:PV-002484772335;84:08404:2:PV-002952691700;
C1OC2CNCC2O1,33,84:08400:3:PV-002952178104;84:08404:5:PV-002433080591;84:08407:5:PV-006019424206;
c1ccc2c(c1)Cc1ccccc1-2,115,84:08400:3:PV-002952178139;84:08400:3:PV-002952178246;84:08400:6:PV-002952220492;
CN1Cc2ccccc2NC1=O,84,84:08400:3:PV-003671951434;84:08401:2:PV-006013016381;84:08401:6:PV-003672421891;
Cc1cc(=O)[nH][nH]1,47,84:08400:3:PV-002432995371;84:08400:9:PV-002174255720;84:08403:8:PV-003673148970;
Cc1ccnc2c(Cl)cccc12,45,84:08400:3:PV-003671951816;84:08401:7:PV-002226020860;84:08403:5:PV-003673043609;
c1cn2c(n1)CNCC2,186,84:08400:3:PV-002952178492;84:08400:5:PV-002952210403;84:08400:5:PV-003672046901;
Cc1csc2ncccc12,32,84:08400:3:PV-003671952686;84:08407:1:PV-003674284819;84:08409:1:PV-003674959828;
O=C1CC2CCNCC2N1,398,84:08400:3:PV-003671952690;84:08400:3:PV-003671979257;84:08400:5:PV-003672044699;
O=C1CCC12CCC2,108,84:08400:3:PV-002952178610;84:08400:4:PV-003671997348;84:08401:0:PV-006012865778;
Cc1ccc(O)c(C)c1,388,84:08400:3:PV-004079186038;84:08400:3:PV-003671972713;84:08400:4:PV-002122499404;
Cc1ccc(O)c2c1CCCN2,23,84:08400:3:PV-002952178648;84:08408:9:PV-002953315446;84:08414:9:PV-002954106058;
c1cc2c([nH]1)CCCC2,422,84:08400:3:PV-001502293318;84:08400:3:PV-003671962289;84:08400:6:PV-003672079291;
Cn1ncc2c1CCC2,367,84:08400:3:PV-003671952944;84:08401:3:PV-003672300270;84:08401:3:PV-003672300271;
Cn1ncc2c1CCCC2,398,84:08400:3:PV-001976453533;84:08400:3:PV-001992856828;84:08400:4:PV-001568719723;
CC1CCn2ncnc2N1,47,84:08400:3:PV-003671953194;84:08407:1:PV-003674267511;84:08407:1:PV-003674267512;
Cn1c(=O)cc[nH]c1=O,481,84:08400:3:PV-003671953505;84:08400:8:PV-001990060667;84:08401:4:PV-003672341416;
OC1CCCOC1,561,84:08400:3:PV-002952178941;84:08400:3:PV-002952178942;84:08400:3:PV-002952178943;
C1CC2CCC(CN1)C2,76,84:08400:3:PV-002952179071;84:08400:7:PV-002381260392;84:08401:1:PV-002952295894;
C1CC2(CCS1)CC2,712,84:08400:3:PV-003671954103;84:08400:3:PV-003671954104;84:08400:3:PV-003671954105;
CC1CCCc2nccn21,256,84:08400:3:PV-002952179265;84:08400:6:PV-006012415243;84:08400:7:PV-003672110934;
CC1CCS(=O)(=O)N1C,89,84:08400:3:PV-002952179272;84:08401:2:PV-002952306994;84:08401:8:PV-002952381373;
Oc1ccc2cccnc2n1,322,84:08400:3:PV-003671955069;84:08400:4:PV-003671997762;84:08401:8:PV-003672475285;
C1CCC2CCNCC2CC1,78,84:08400:3:PV-002952179613;84:08403:1:PV-002329554694;84:08403:3:PV-002433056707;
Cc1ccc2c(c1F)CCCN2,67,84:08400:3:PV-003671955363;84:08401:5:PV-002952340200;84:08402:2:PV-003672621918;
Cn1ccncc1=O,879,84:08400:3:PV-003671955560;84:08400:8:PV-003672145935;84:08400:8:PV-003672145936;
c1cnc2c(c1)OCCNC2,101,84:08400:3:PV-003671955638;84:08400:3:PV-002329497597;84:08403:9:PV-002277817303;
CC1(C)CC2(CCCCC2)CO1,36,84:08400:3:PV-002122497070;84:08404:5:PV-003673373477;84:08406:4:PV-003674045186;
CN1CC2CC(C1)N2,9,84:08400:3:PV-003671956057;84:08401:1:PV-004079263044;84:08402:1:PV-006013895768;
Oc1cccc2c1CCCC2,371,84:08400:3:PV-003671956061;84:08400:5:PV-003672013606;84:08400:9:PV-002226004322;
Cc1ccc2ncncc2c1,117,84:08400:3:PV-003671956065;84:08401:3:PV-003672315641;84:08401:4:PV-003672319953;
Cc1ccc(O)nc1,423,84:08400:3:PV-002381251753;84:08400:3:PV-002381252518;84:08401:0:PV-003672208036;
Oc1ccc2c[nH]nc2n1,96,84:08400:3:PV-002588242812;84:08401:3:PV-002536509983;84:08403:2:PV-006015046839;
Cc1cccc2c1NCCC2,144,84:08400:3:PV-003671956310;84:08401:4:PV-001923007106;84:08401:9:PV-003672506685;
Clc1nncs1,24,84:08400:3:PV-002952180065;84:08410:1:PV-003675298165;84:08412:1:PV-003675980311;
c1cc2c(o1)CCCNC2,77,84:08400:3:PV-002952180068;84:08402:5:PV-002433041435;84:08404:6:PV-002433084606;
Cc1ccc2nccc(=O)n2c1,50,84:08400:3:PV-002277744098;84:08405:4:PV-002484851320;84:08408:0:PV-003674598751;
Cc1[nH]nc2ncccc12,178,84:08400:3:PV-001466668739;84:08400:5:PV-002952204515;84:08400:8:PV-002952251896;
O=S1(=O)CCC(O)C1,326,84:08400:3:PV-002432995662;84:08400:5:PV-003672013621;84:08400:7:PV-006012527964;
CC1CNC1C,44,84:08400:3:PV-003671957076;84:08400:8:PV-002381261292;84:08401:1:PV-002122513778;
O=C1NCCNCC1(F)F,104,84:08400:3:PV-003671957564;84:08401:9:PV-002952393762;84:08403:8:PV-002484818902;
Cc1cc(Cl)cc(C)c1O,104,84:08400:3:PV-002952180568;84:08401:3:PV-004079279029;84:08401:3:PV-002952315343;
FC1CC12CCC2,671,84:08400:3:PV-003671957731;84:08400:6:PV-002952225219;84:08400:7:PV-002952237496;
Cc1cn2ccsc2n1,780,84:08400:3:PV-003671957743;84:08400:3:PV-002225992145;84:08400:3:PV-003671964993;
Cn1ncnc1N,51,84:08400:3:PV-002952180610;84:08403:9:PV-002952652863;84:08406:1:PV-003673921664;
O=c1nc[nH]c2cnccc12,92,84:08400:3:PV-002952180676;84:08400:5:PV-004079204035;84:08401:2:PV-006013050700;
Cn1nncc1N,645,84:08400:3:PV-003671957997;84:08400:3:PV-003671957998;84:08400:6:PV-002952229234;
O=C1CNCC2CCCN12,73,84:08400:3:PV-002952180740;84:08401:2:PV-003672272431;84:08401:8:PV-002952386470;
Cc1ccc2c(c1)CCCN2,143,84:08400:3:PV-003671958419;84:08400:7:PV-003672092892;84:08401:0:PV-002952271393;
Cc1ccc2cnccc2c1,333,84:08400:3:PV-002588242933;84:08400:5:PV-002329500864;84:08400:7:PV-002952232251;
Nc1ncnc2c1CNCC2,86,84:08400:3:PV-002952181074;84:08400:6:PV-003672065591;84:08401:1:PV-002952288489;
CC1CNCC2(CCNCC2)O1,86,84:08400:3:PV-003671959224;84:08400:3:PV-003671959225;84:08400:3:PV-003671959226;
C1CCC2(CC1)CCCNC2,127,84:08400:3:PV-002952181159;84:08401:4:PV-002952325811;84:08401:4:PV-002952326015;
CC1CC(O)C(=O)N1C,224,84:08400:3:PV-003671959625;84:08400:6:PV-003672062012;84:08400:8:PV-003672136403;
O=C1CCCC2CC12,67,84:08400:3:PV-003671959688;84:08401:8:PV-003672469841;84:08404:9:PV-003673520808;
OC1CCCC1O,374,84:08400:3:PV-003671960153;84:08400:7:PV-003672100790;84:08400:7:PV-003672100791;
Cc1ccc(C)c(O)c1,296,84:08400:3:PV-003671960193;84:08400:4:PV-006012305032;84:08401:0:PV-003672213372;
C1CC2(CCSC2)CN1,50,84:08400:3:PV-002122497334;84:08402:2:PV-003672602186;84:08403:7:PV-002952630480;
Clc1cccc2c1CNCC2,112,84:08400:3:PV-002952181652;84:08401:2:PV-003672283718;84:08401:3:PV-002952308880;
Cn1cc(O)cn1,39,84:08400:3:PV-002952181698;84:08402:9:PV-002484801034;84:08403:5:PV-003673048414;
C1CCC2(C1)CCCNC2,246,84:08400:3:PV-002952181803;84:08400:3:PV-003671965689;84:08400:8:PV-003672147875;
Clc1cnc2ccccn12,160,84:08400:3:PV-002952181832;84:08400:5:PV-002952204938;84:08400:7:PV-002952239883;
CC1(C)CNCC(=O)N1,162,84:08400:3:PV-001913195244;84:08401:7:PV-006013550316;84:08401:8:PV-006013635841;
O=c1ccc2ccc(F)cc2[nH]1,309,84:08400:3:PV-003671961334;84:08400:5:PV-002952214402;84:08400:5:PV-002952214705;
O=S1(=O)N=CNc2ccccc21,34,84:08400:3:PV-003671961627;84:08401:3:PV-002952313997;84:08409:6:PV-002953409392;
Clc1ccn2nccc2c1,172,84:08400:3:PV-003671961686;84:08400:3:PV-003671975937;84:08400:3:PV-002225993089;
c1cc2cnccc2cn1,230,84:08400:3:PV-002952182197;84:08400:8:PV-002952247449;84:08401:4:PV-002952322026;
O=c1[nH]nc2n1CCCCC2,113,84:08400:3:PV-002484747085;84:08402:0:PV-003672554293;84:08402:0:PV-002952411115;
CC12CCC(CC1)CC2,121,84:08400:3:PV-003671962177;84:08401:7:PV-003672432335;84:08403:1:PV-003672905132;
Oc1cncc2ccccc12,119,84:08400:3:PV-002381252119;84:08400:5:PV-003672043724;84:08400:6:PV-002952227098;
CC1(C)CC2CNCC21,263,84:08400:3:PV-003671962257;84:08400:3:PV-003671977093;84:08400:4:PV-003671990301;
O=C1CN=Cc2ccccc2N1,2,84:08400:3:PV-002952182398;84:08413:1:PV-003676329594;
CC1CCC(O)CN1,264,84:08400:3:PV-002432996004;84:08400:3:PV-003671962486;84:08400:3:PV-002484747109;
OC1CCC12CCNCC2,93,84:08400:3:PV-002952182502;84:08401:6:PV-006013527822;84:08402:1:PV-002952420753;
FC1(F)CC12CCNCC2,24,84:08400:3:PV-002952182527;84:08411:3:PV-006023278737;84:08414:5:PV-006026536625;
CC1(C)CC(O)CO1,136,84:08400:3:PV-003671963008;84:08402:7:PV-002952501602;84:08402:7:PV-002952501603;
O=C1Cc2cc(F)ccc2N1,85,84:08400:3:PV-003671963542;84:08400:9:PV-006012649572;84:08400:9:PV-006012649573;
c1ccc2c(c1)CSCCN2,70,84:08400:3:PV-003671963661;84:08400:6:PV-006012405218;84:08400:6:PV-003672069012;
O=c1[nH]cnc2csnc12,7,84:08400:3:PV-003671963821;84:08404:7:PV-006016629950;84:08406:7:PV-003674157198;
Cc1ccc2ocnc2c1,25,84:08400:3:PV-002536490234;84:08401:1:PV-002952285348;84:08402:6:PV-002588290847;
O=c1[nH]ccc2ccc(Cl)cc12,103,84:08400:3:PV-002952183038;84:08401:9:PV-002952394163;84:08403:5:PV-003673065295;
