fragment_smiles,occurences,example_ligands
CC1(C)C(=O)Nc2cc(F)ccc21,6,84:08406:7:PV-002953035629;84:08409:3:PV-002953366961;84:08419:9:PV-002954768794;
Cc1cccc2ncn(C)c12,30,84:08406:7:PV-006018592864;84:08406:7:PV-006018592865;84:08409:6:PV-002953404747;
OC1CCNC12CCOCC2,4,84:08406:8:PV-006018639209;84:08420:2:PV-006032308568;84:08432:4:PV-006044723126;
O=C1COc2ccc(Cl)cc21,3,84:08406:8:PV-006018664475;84:08442:8:PV-006055258258;84:08444:3:PV-003687002904;
Cc1cc2[nH]c(=O)[nH]c(=O)c2cc1F,9,84:08406:8:PV-006018694449;84:08417:8:PV-002954491250;84:08437:8:PV-002957146288;
CC1(C)CNCC1N,33,84:08406:8:PV-006018704086;84:08407:7:PV-003674475956;84:08409:6:PV-002953405677;
CC1(C)NCCC1O,18,84:08406:8:PV-002953037395;84:08435:2:PV-006047440457;84:08437:2:PV-006049488607;
O=C1NC=CCN1,32,84:08406:8:PV-003674174708;84:08414:9:PV-003676952485;84:08415:0:PV-003676970048;
c1cc2c(s1)CCc1scnc1-2,21,84:08406:8:PV-002226124693;84:08414:4:PV-003676780953;84:08422:3:PV-002433445715;
Clc1ccc2oncc2c1,3,84:08406:8:PV-002953042157;84:08442:2:PV-003686273098;84:08478:0:PV-002962480271;
C1COC2CCOCC2N1,21,84:08406:8:PV-003674182311;84:08407:7:PV-006019585842;84:08410:1:PV-003675282595;
CC1(C)CS(=O)(=O)NC1=O,5,84:08406:8:PV-002953043086;84:08423:2:PV-006035341200;84:08436:5:PV-006048886734;
Cc1cc(O)c2ccccc2n1,41,84:08406:8:PV-002953044455;84:08408:8:PV-002953310174;84:08414:8:PV-002954098967;
O=S1(=O)CC2CCC(C1)N2,13,84:08406:9:PV-003674195660;84:08413:5:PV-003676462779;84:08413:8:PV-003676583095;
Cn1c2ccccc2c2cn[nH]c(=O)c21,6,84:08406:9:PV-002953048130;84:08430:1:PV-002956125067;84:08461:7:PV-006074509457;
C1CC2COCC1N2,58,84:08406:9:PV-003674201435;84:08408:3:PV-003674688328;84:08408:5:PV-006020383481;
CC1(C)CCCC2(C1)OCCO2,12,84:08406:9:PV-002953051162;84:08413:0:PV-002953861330;84:08414:6:PV-006026613812;
Cc1cccc2ncsc12,28,84:08406:9:PV-002953051323;84:08423:3:PV-002955220665;84:08427:1:PV-002588791051;
CN1CC2CCC1CN2,13,84:08406:9:PV-002953054072;84:08416:7:PV-002954355979;84:08419:8:PV-006031834057;
CC1(C)CCNC(=O)c2ccccc21,4,84:08406:9:PV-006018788431;84:08424:5:PV-006036707495;84:08472:5:PV-006085491741;
CN1CCN(C)C2(CCNCC2)C1,31,84:08406:9:PV-006018857579;84:08410:0:PV-006021902327;84:08413:4:PV-006025426525;
Cn1ccc(=O)c2cncnc21,5,84:08406:9:PV-002953056963;84:08407:3:PV-002953103981;84:08455:6:PV-002959508489;
O=C1C2CCCC1CCC2,21,84:08406:9:PV-003674219506;84:08421:0:PV-002954923289;84:08430:2:PV-003682183562;
c1ccc2nc3c(cc2c1)OCCO3,8,84:08407:0:PV-003674223451;84:08434:3:PV-003683556960;84:08459:0:PV-003692028380;
Cc1ncc(C)c(C)n1,28,84:08407:0:PV-003674225001;84:08407:9:PV-002953191095;84:08411:3:PV-002953631851;
CC1CCCc2ccccc2C1,31,84:08407:0:PV-002953059569;84:08410:1:PV-002484948182;84:08410:2:PV-002953490413;
C1OC2(CNC2)C2CC12,27,84:08407:0:PV-003674227776;84:08410:8:PV-002329711141;84:08413:0:PV-006024978929;
Cc1nc2ncnn2c(C)c1C,3,84:08407:0:PV-002588379021;84:08451:8:PV-002959008195;84:08463:4:PV-002227282989;
CC1NCCCc2ncccc21,2,84:08407:0:PV-003674234487;84:08411:7:PV-003675854470;
Cn1[nH]c(=O)c2ccccc2c1=O,8,84:08407:0:PV-002953063580;84:08433:6:PV-003683347272;84:08437:1:PV-002957065139;
CC1(C)CC(=O)c2scnc2C1,8,84:08407:0:PV-002953066203;84:08407:2:PV-003674304392;84:08417:3:PV-002536838667;
C1=CC2=NCCN2C=C1,21,84:08407:0:PV-002953066570;84:08410:3:PV-003675360876;84:08411:4:PV-002953647329;
O=S1(=O)CCCNc2ccc(Cl)cc21,17,84:08407:0:PV-002953066612;84:08407:7:PV-002953158139;84:08407:7:PV-002953158140;
CC1CCOC2(CCC2)C1,35,84:08407:0:PV-002381389058;84:08413:4:PV-002278011244;84:08421:0:PV-002954917928;
Cc1cccc2c1C(=O)N(C)CN2,4,84:08407:0:PV-003674245144;84:08454:7:PV-003690565654;84:08471:9:PV-003696420251;
CC1(C)CCc2occc2C1=O,31,84:08407:0:PV-003674245187;84:08407:0:PV-003674245188;84:08408:4:PV-002953256889;
C1CC2(CCN1)CCN2,19,84:08407:0:PV-002953068904;84:08421:4:PV-006033512212;84:08431:2:PV-006043451773;
c1ccc2c(c1)NCCCS2,28,84:08407:0:PV-002277881611;84:08410:3:PV-002953500716;84:08411:6:PV-002953671531;
Oc1nc2ncccc2o1,57,84:08407:0:PV-004079811518;84:08407:1:PV-006019038406;84:08408:3:PV-003674681991;
Cc1nn[nH]c1C,40,84:08407:1:PV-002381390369;84:08408:0:PV-003674581323;84:08411:2:PV-002174464547;
CC1C2CC3CC(C2)CC1C3,11,84:08407:1:PV-003674268454;84:08421:6:PV-003679236610;84:08421:6:PV-003679236611;
CC1CN(C)CCN1C,28,84:08407:1:PV-002329635734;84:08408:2:PV-002226153813;84:08426:3:PV-002174773630;
O=C1COC2(CCNC2)C1,23,84:08407:1:PV-006018937252;84:08421:3:PV-006033448982;84:08424:5:PV-003680224188;
CC1CNCCc2ccc(O)cc21,29,84:08407:1:PV-006018958781;84:08413:1:PV-002953870480;84:08416:2:PV-003677379359;
CC1(C)CCCS1(=N)=O,32,84:08407:1:PV-006018980956;84:08409:4:PV-002953387744;84:08409:7:PV-002953424137;
OC1CCNCc2ccccc21,21,84:08407:1:PV-006018993620;84:08413:2:PV-003676370033;84:08414:0:PV-006025999872;
Cn1cnc2nc(Cl)ncc21,48,84:08407:1:PV-006018999878;84:08409:1:PV-006020952024;84:08409:9:PV-006021816932;
Cc1coc(=O)o1,14,84:08407:1:PV-006019032381;84:08407:6:PV-002953138365;84:08407:8:PV-003674500936;
Clc1ccc2c(c1)NCCN2,24,84:08407:1:PV-002174381489;84:08410:6:PV-003675465860;84:08412:5:PV-003676118703;
Fc1c(Cl)ccc2cncnc12,15,84:08407:1:PV-003674281686;84:08426:6:PV-006038791868;84:08433:4:PV-003683259514;
c1ccc2c3c([nH]c2c1)CNCCS3,19,84:08407:1:PV-002953082629;84:08409:5:PV-002122685586;84:08409:8:PV-002433189722;
CC1CCNc2ccccc2S1,18,84:08407:2:PV-002122637295;84:08411:7:PV-002953684993;84:08412:8:PV-006024847265;
CC1(C)CC2(CC2)c2ccccc2O1,23,84:08407:2:PV-003674299715;84:08409:9:PV-003675222443;84:08430:1:PV-003682134167;
Cc1c(C)c2c(c(C)c1O)CCC(C)O2,8,84:08407:2:PV-002277884802;84:08420:6:PV-002954864815;84:08446:8:PV-002330448890;
O=C1CC2CC(O)CC12,5,84:08407:2:PV-003674312947;84:08443:6:PV-003686738555;84:08465:3:PV-003694185931;
O=c1[nH]cnc2cc(F)c(Cl)cc12,20,84:08407:2:PV-003674313302;84:08407:3:PV-003674329122;84:08412:4:PV-002122743405;
C1=CC2CCC(C1)N2,15,84:08407:2:PV-002122638454;84:08407:7:PV-002953154505;84:08415:1:PV-006027054296;
CC1=CCCNC1,5,84:08407:2:PV-003674319739;84:08455:7:PV-002959523556;84:08463:2:PV-002960522799;
Oc1n[nH]c2ncccc12,36,84:08407:2:PV-003674322198;84:08414:1:PV-002954006441;84:08414:7:PV-002954086912;
c1cc2c3c(c1)CCNCC3CCC2,19,84:08407:2:PV-006019080228;84:08407:9:PV-006019767786;84:08413:7:PV-006025764017;
O=c1[nH]nc2cnccn12,3,84:08407:2:PV-006019089920;84:08449:3:PV-002485748766;84:08489:4:PV-002963988139;
Cc1nc(C)c2c(C)csc2n1,19,84:08407:2:PV-006019109445;84:08411:4:PV-003675742770;84:08424:6:PV-003680257976;
O=C1CC2CCCC(CN1)N2,20,84:08407:2:PV-006019123559;84:08408:9:PV-003674893881;84:08413:6:PV-006025564536;
CC1CCC2(CCN(C)CC2)O1,4,84:08407:2:PV-006019129120;84:08418:6:PV-003678210497;84:08423:5:PV-006035590966;
FC1(F)CCc2ccccc2C1,13,84:08407:2:PV-006019218557;84:08416:6:PV-002954331622;84:08416:6:PV-003677507603;
Cc1cccc2c1OCCCC2,7,84:08407:3:PV-003674325640;84:08407:3:PV-003674325641;84:08449:5:PV-003688780729;
O=C1NC2(CNC2)Nc2ccccc21,32,84:08407:3:PV-003674330036;84:08414:9:PV-004080534952;84:08418:1:PV-002954540295;
CC1NCNC1=O,18,84:08407:3:PV-002277886413;84:08409:3:PV-003675035433;84:08418:0:PV-002329858637;
OC1CCOC2(CCNCC2)C1,39,84:08407:3:PV-002953102897;84:08407:9:PV-002277898843;84:08409:9:PV-002953445655;
Cc1cc2cncnc2o1,4,84:08407:3:PV-003674338713;84:08415:0:PV-002954126397;84:08417:9:PV-002954511349;
CC1(C)CNCc2ccccc2O1,55,84:08407:3:PV-002174385895;84:08407:9:PV-003674544342;84:08407:9:PV-003674544343;
FC1(F)CCCOCC1,20,84:08407:3:PV-002433139271;84:08412:5:PV-002329745638;84:08417:4:PV-002433345613;
O=C1NCC(O)n2nccc21,6,84:08407:3:PV-002953108479;84:08433:9:PV-002956634105;84:08441:4:PV-002957629507;
O=c1ccnc2[nH]cnn12,19,84:08407:3:PV-002484890371;84:08408:4:PV-002484913531;84:08412:8:PV-002433251704;
N=S1(=O)CCC2(CC1)OCCO2,10,84:08407:3:PV-003674363706;84:08450:7:PV-003689191865;84:08460:1:PV-002960100238;
Clc1cc(Cl)c2c(c1)OCCC2,2,84:08407:3:PV-002953113784;84:08416:1:PV-002954271510;
O=C1CCc2c(F)cccc2N1,12,84:08407:4:PV-002953115604;84:08413:8:PV-002953966230;84:08426:4:PV-002955636263;
CC1Sc2ccccc2NC1=O,20,84:08407:4:PV-002953115691;84:08411:0:PV-002953596016;84:08417:5:PV-002954452529;
O=c1[nH]cc(F)c2ccccc12,10,84:08407:4:PV-003674372332;84:08411:8:PV-002953696002;84:08417:7:PV-003677890640;
Cc1cc2ncsc2cc1F,45,84:08407:4:PV-003674375241;84:08409:5:PV-002484935094;84:08410:3:PV-002174447098;
C1CCNC2(CC1)CCNCC2,12,84:08407:4:PV-006019251039;84:08421:0:PV-006033114327;84:08423:2:PV-002955208501;
NC1COC2CC1C2,9,84:08407:4:PV-006019310331;84:08417:3:PV-006029256997;84:08420:4:PV-006032488531;
Cc1cccc2c1CCC2=O,5,84:08407:4:PV-006019327172;84:08416:4:PV-002954311717;84:08469:1:PV-006082081424;
OC1CCNc2ccccc2C1O,27,84:08407:4:PV-006019333903;84:08407:4:PV-006019333904;84:08411:4:PV-006023409436;
NC1CCNCC12CCC2,40,84:08407:4:PV-006019338477;84:08409:7:PV-002953420143;84:08419:8:PV-003678599256;
CC1CNCC(C)S1=O,20,84:08407:4:PV-006019352020;84:08409:4:PV-002122683465;84:08409:6:PV-002953416186;
CC1NCCn2cnnc21,27,84:08407:4:PV-003674383254;84:08408:5:PV-006020398960;84:08409:2:PV-006021154229;
OC1CCNCC12CCC2,3,84:08407:4:PV-003674393632;84:08423:9:PV-002955305834;84:08439:8:PV-002957416654;
Cc1cn(C)nc1C,35,84:08407:4:PV-003674394766;84:08407:9:PV-002536645116;84:08408:5:PV-002953266060;
FC1CC2CC2C1,2,84:08407:5:PV-003674408432;84:08484:5:PV-003700762775;
Nc1nnc2ccccc2n1,9,84:08407:5:PV-002953130799;84:08413:5:PV-003676470984;84:08455:5:PV-002959491048;
Cn1nnc2c1CCNC2,14,84:08407:5:PV-002953134595;84:08412:8:PV-006024773579;84:08417:3:PV-006029373298;
FC1(F)C2CCCC1COC2,14,84:08407:5:PV-002953134595;84:08411:2:PV-003675670372;84:08411:6:PV-002953675836;
O=S1(=O)N=C2CCNCC2=CN1,44,84:08407:5:PV-002953135269;84:08408:3:PV-003674684151;84:08409:1:PV-003674972994;
Cc1n[nH]c2c(F)cccc12,6,84:08407:5:PV-002953135723;84:08409:0:PV-002953334321;84:08430:1:PV-002956135010;
CC1(C)CC2(CCN2)CCO1,11,84:08407:5:PV-002953136296;84:08428:1:PV-006040244478;84:08428:2:PV-002955869248;
OC1CNCC2(CCOCC2)CC1O,23,84:08407:5:PV-006019406443;84:08413:6:PV-006025577984;84:08415:0:PV-006026969263;
NC1CNC2(CCC2)C1,16,84:08407:5:PV-006019409358;84:08414:9:PV-006026907395;84:08415:6:PV-006027670599;
O=C1NCC(=O)N2CCCC12,13,84:08407:5:PV-006019416812;84:08409:3:PV-002953367294;84:08409:3:PV-002953367295;
FC1(F)CCNC2(CC2)C1,4,84:08407:5:PV-006019448936;84:08435:6:PV-006047961437;84:08454:7:PV-006067319424;
c1ccc2c(c1)ccc1ncsc12,5,84:08407:6:PV-006019479867;84:08449:4:PV-006061895356;84:08452:3:PV-006064921466;
C1COCC2(C1)CCNC2,24,84:08407:6:PV-006019527043;84:08408:0:PV-006019995424;84:08411:2:PV-003675661597;
CC1(C)CNC(=O)c2ccoc2C1,26,84:08407:6:PV-003674430003;84:08407:6:PV-003674430004;84:08412:3:PV-003676038372;
O=S1(=O)NCC12CCOCC2,10,84:08407:6:PV-002953139238;84:08407:9:PV-002953182933;84:08412:0:PV-003675940831;
Nc1nc(=O)cc[nH]1,3,84:08407:6:PV-002953139974;84:08420:0:PV-003678693419;84:08436:6:PV-002956987993;
Cc1cc(=O)n2cc[nH]c2n1,12,84:08407:6:PV-002953142311;84:08413:9:PV-003676594087;84:08416:9:PV-003677619798;
CN1CNC(=O)c2ccccc21,7,84:08407:6:PV-004079863683;84:08429:5:PV-002956050929;84:08430:3:PV-002956151467;
C1CNC2(CCC2)COC1,19,84:08407:6:PV-002953148630;84:08407:8:PV-002953176474;84:08410:5:PV-002953528936;
c1ccc2c(c1)cc1n2CCCNC1,8,84:08407:6:PV-002122646724;84:08411:2:PV-006023150849;84:08414:7:PV-003676884436;
Cn1cc2cncnc2n1,11,84:08407:6:PV-002953149480;84:08411:4:PV-006023352439;84:08423:1:PV-003679737483;
CN1CCC(C)(C)CC1=O,16,84:08407:6:PV-002953151782;84:08408:3:PV-006020233711;84:08412:8:PV-006024834632;
Cc1sc2nc[nH]c(=O)c2c1C,29,84:08407:6:PV-003674463703;84:08413:5:PV-003676453394;84:08413:5:PV-003676453395;
Cc1cc2[nH]ncc2c(=O)[nH]1,11,84:08407:7:PV-003674466347;84:08422:6:PV-002174698707;84:08432:4:PV-002174900073;
CN1C2CCC1CNC2,35,84:08407:7:PV-003674467328;84:08409:7:PV-006021578412;84:08410:7:PV-003675513923;
c1ccc2c(c1)sc1ncncc12,20,84:08407:7:PV-003674467885;84:08411:5:PV-003675787459;84:08432:6:PV-003683009831;
c1cnc2sncc2c1,8,84:08407:7:PV-002953155090;84:08433:5:PV-002956575258;84:08436:8:PV-002957020348;
O=C1C2CC3CC(C2)CC1C3,4,84:08407:7:PV-002953156710;84:08410:2:PV-002953496113;84:08444:4:PV-002958020597;
NC12CCC(CC1)OC2,17,84:08407:7:PV-002953157789;84:08418:4:PV-006030473086;84:08418:5:PV-003678174284;
C1CC2(C1)CCOCCN2,22,84:08407:7:PV-006019567352;84:08413:4:PV-006025385074;84:08414:2:PV-006026194857;
Oc1cccc(F)c1F,9,84:08407:7:PV-006019593265;84:08419:4:PV-003678477640;84:08456:5:PV-003691179155;
O=C1CCCCC2CCCN12,24,84:08407:7:PV-006019639834;84:08411:2:PV-006023139392;84:08411:9:PV-003675911803;
Cc1cc(=O)n2ccsc2n1,8,84:08407:7:PV-006019658018;84:08412:8:PV-003676218044;84:08420:6:PV-003678867485;
FC1(F)CC2CNCCN2C1,27,84:08407:7:PV-002953160060;84:08408:2:PV-002174404470;84:08408:3:PV-006020294970;
CC1CC2CNCCN2C1=O,26,84:08407:7:PV-004079872238;84:08425:1:PV-006037286126;84:08425:8:PV-006037942871;
NC1CC2CNCCN2C1=O,16,84:08407:7:PV-003674485419;84:08408:2:PV-003674660217;84:08412:1:PV-002953741882;
c1ccc2c(c1)OC1(CCCCC1)O2,6,84:08407:7:PV-002277895888;84:08407:7:PV-002329648969;84:08423:7:PV-002329975403;
CC1Cc2ccccc2NC1C,49,84:08407:7:PV-002122648942;84:08408:0:PV-002588400805;84:08409:7:PV-006021724645;
Cc1c2ccccc2nn1C,48,84:08407:8:PV-002329649242;84:08407:8:PV-002381404100;84:08408:8:PV-006020699232;
CC1(C)CCCC1N,58,84:08407:8:PV-003674496066;84:08410:8:PV-003675543429;84:08412:7:PV-003676177860;
Cc1oc2ccccc2c1C,27,84:08407:8:PV-002433148095;84:08409:2:PV-002953358087;84:08410:8:PV-003675536107;
CC1=CCNC(=O)N1,26,84:08407:8:PV-002953165562;84:08414:6:PV-006026652065;84:08415:6:PV-006027583052;
Cc1nncc2ccccc12,44,84:08407:8:PV-003674501439;84:08415:1:PV-006027053184;84:08424:7:PV-003680279642;
C1CC2(CN1)OCC1CC12,11,84:08407:8:PV-002953167448;84:08434:8:PV-002956749513;84:08435:9:PV-006048311136;
CC12CC3CC(C)(C1)CC(O)(C3)C2,13,84:08407:8:PV-002277896698;84:08419:5:PV-002954714360;84:08423:0:PV-002278207707;
Cc1cccc2c1C(C)CC2=O,7,84:08407:8:PV-002953168902;84:08440:3:PV-002537308201;84:08449:8:PV-003688866672;
O=C1NS(=O)(=O)CC2CCCCN12,7,84:08407:8:PV-002174395667;84:08412:4:PV-002329743743;84:08430:6:PV-002174862365;
CC1(C)CCC2CNCc3cccc1c32,31,84:08407:8:PV-003674512157;84:08411:9:PV-006023809685;84:08415:8:PV-003677235589;
CN1CCCNC1=O,34,84:08407:8:PV-002953173328;84:08416:1:PV-002954263512;84:08419:4:PV-006031463934;
N=S1(=O)CCC2(CC2)CC1,6,84:08407:8:PV-002953174229;84:08419:5:PV-002954716082;84:08467:5:PV-002961094762;
c1ccc2c(c1)NCC1CCCN21,12,84:08407:8:PV-002588396541;84:08409:0:PV-002953337710;84:08413:3:PV-002953895834;
C1CC2(C1)CNC21CCC1,25,84:08407:8:PV-003674525382;84:08412:1:PV-003675988352;84:08413:2:PV-003676348525;
c1cc2n(n1)CC1(CCNCC1)OC2,4,84:08407:8:PV-002953176651;84:08407:9:PV-006019826144;84:08435:6:PV-003684016972;
C1CNC2CCC2N1,17,84:08407:9:PV-006019808322;84:08410:3:PV-006022328618;84:08410:6:PV-006022550835;
CN1CC2(CCCCC2)CC1=O,6,84:08407:9:PV-006019841205;84:08441:4:PV-003686021029;84:08442:3:PV-006054674491;
OC1CCC2NC1CCC2O,26,84:08407:9:PV-003674535640;84:08409:4:PV-006021391138;84:08411:1:PV-006023112691;
c1ccc2c(c1)OCC21CCNCC1,17,84:08407:9:PV-004079888454;84:08410:4:PV-002953523603;84:08422:0:PV-002955050054;
O=S1(=O)CCCC12CCC2,67,84:08407:9:PV-003674555567;84:08407:9:PV-003674555568;84:08410:5:PV-003675448411;
Cc1ncnc2ccc(F)cc12,22,84:08407:9:PV-003674557720;84:08413:2:PV-003676371317;84:08414:4:PV-003676756850;
c1cc2c(s1)CCCCN2,36,84:08407:9:PV-002953188830;84:08409:5:PV-002953397811;84:08412:5:PV-003676131908;
NC12CCC(CC1)NC2,7,84:08407:9:PV-003674565557;84:08412:7:PV-006024697095;84:08413:3:PV-003676410092;
FC1(F)CCCNCCC1,41,84:08408:0:PV-002953193998;84:08409:3:PV-003675027886;84:08414:0:PV-002953985206;
O=c1[nH]ccc2cc(F)ccc12,21,84:08408:0:PV-002953195333;84:08414:2:PV-002954020330;84:08420:6:PV-002954869047;
O=c1[nH]ncc2cccc(O)c12,2,84:08408:0:PV-002953196522;84:08492:0:PV-002964335732;
CC1(C)Cc2ncsc2C(C)(C)O1,3,84:08408:0:PV-002381409060;84:08465:5:PV-002486080724;84:08477:4:PV-002279321627;
C1CC2CCNC2N1,7,84:08408:0:PV-002329654645;84:08418:7:PV-002536866567;84:08421:8:PV-006033901572;
C1COC2COCCC2N1,13,84:08408:0:PV-006019919680;84:08416:2:PV-003677381580;84:08420:0:PV-003678698904;
C1CC2(CCC3(CC2)OCCO3)CN1,7,84:08408:0:PV-006019953631;84:08414:8:PV-003676894400;84:08432:0:PV-003682792911;
C1COC2(CC3CCC2C3)O1,13,84:08408:0:PV-003674597760;84:08423:9:PV-003680026492;84:08431:3:PV-006043629384;
O=c1cc(O)cn[nH]1,9,84:08408:1:PV-003674602739;84:08409:3:PV-006021216794;84:08425:3:PV-003680491461;
CN1CCC(=O)N1,24,84:08408:1:PV-002953206594;84:08412:6:PV-003676167796;84:08413:4:PV-002381518918;
O=c1[nH]c2cc(F)ccc2s1,15,84:08408:1:PV-002536649384;84:08412:8:PV-002226247811;84:08423:3:PV-002329967967;
Cn1c(=O)[nH]c(=O)c2cccnc21,59,84:08408:1:PV-002122656376;84:08409:1:PV-002953340101;84:08409:2:PV-003674997299;
O=C1NS(=O)(=O)c2cc(F)ccc21,8,84:08408:1:PV-002953213410;84:08412:1:PV-002433235734;84:08417:7:PV-002954474643;
Fc1cccc2nc[nH]c12,5,84:08408:1:PV-003674623299;84:08458:1:PV-003691715711;84:08472:1:PV-002961697036;
O=C1NCNc2cccnc21,3,84:08408:1:PV-006020024078;84:08469:4:PV-006082382380;84:08476:8:PV-006089886138;
C1CC2(CCO1)CCO2,40,84:08408:2:PV-006020033162;84:08415:7:PV-006027836374;84:08420:0:PV-003678695252;
CC1CCNCCS1(=O)=O,40,84:08408:2:PV-006020146328;84:08411:7:PV-003675854378;84:08413:9:PV-002953983637;
CC1(F)CNC1,26,84:08408:2:PV-002226152848;84:08411:3:PV-006023243543;84:08412:4:PV-002226239438;
Oc1cccc2nc[nH]c12,3,84:08408:2:PV-002953229412;84:08435:6:PV-002956856318;84:08449:7:PV-002958724083;
CC12CCC(CC1)CN2,29,84:08408:2:PV-003674664948;84:08413:4:PV-002953907352;84:08416:4:PV-003677440973;
FC1(F)CCC2(CCNCC2)C1,32,84:08408:2:PV-002953230399;84:08408:3:PV-002953234715;84:08409:8:PV-002953435995;
Cc1ccc2sc(N)nc2n1,19,84:08408:2:PV-003674669634;84:08408:2:PV-003674669635;84:08410:9:PV-003675580014;
Cc1cccc2ccncc12,23,84:08408:2:PV-003674670447;84:08413:7:PV-006025789942;84:08415:4:PV-003677101739;
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,7,84:08408:3:PV-002953233270;84:08415:5:PV-003677148789;84:08418:4:PV-003678137988;
CC1(C)CCCc2ccsc21,30,84:08408:3:PV-003674680006;84:08408:3:PV-003674680007;84:08408:3:PV-003674680008;
Fc1ccc2c(c1)NCCCS2,19,84:08408:3:PV-002953237444;84:08410:5:PV-002953533006;84:08411:5:PV-003675763169;
FC12CNC(C1)C2,18,84:08408:3:PV-002953238104;84:08408:3:PV-002953238105;84:08416:5:PV-002954324853;
O=C1NCCNC12CCNCC2,18,84:08408:3:PV-003674689053;84:08408:6:PV-002953277007;84:08430:6:PV-006042844241;
CC1(C)CS(=O)(=O)CCN1,4,84:08408:3:PV-003674690983;84:08411:2:PV-003675684733;84:08412:0:PV-002588482077;
c1cnc2c(c1)C1(CCC2)OCCO1,22,84:08408:3:PV-006020162879;84:08416:7:PV-006028766090;84:08416:7:PV-006028766091;
NC1CC2CCC(C1)C2,64,84:08408:3:PV-006020202456;84:08408:3:PV-006020202457;84:08409:5:PV-003675098206;
Cc1nc2c(F)cccc2cc1O,45,84:08408:3:PV-006020241746;84:08409:5:PV-002953396332;84:08411:8:PV-002953695028;
Nc1c(Cl)ncn2cnnc12,5,84:08408:3:PV-006020247192;84:08468:7:PV-002961251929;84:08471:0:PV-006083923568;
O=C1NC2CC(N1)c1ccccc1O2,2,84:08408:3:PV-002953241267;84:08438:6:PV-002957259570;
CC1=NNCC1,26,84:08408:3:PV-003674699166;84:08411:8:PV-003675866941;84:08417:0:PV-003677647884;
Cc1cc2c(cc1C)OCCCC2,8,84:08408:3:PV-003674699389;84:08431:1:PV-003682496170;84:08431:1:PV-003682496171;
CC1NCCc2cc(Cl)c(Cl)cc21,32,84:08408:4:PV-004079931227;84:08418:8:PV-006030871720;84:08420:4:PV-002433406786;
Cc1cc(=O)c2ccccc2[nH]1,7,84:08408:4:PV-003674706423;84:08409:6:PV-002953408833;84:08425:7:PV-003680637104;
c1ccc2c(c1)CCCC21CCCNC1,31,84:08408:4:PV-002433160622;84:08410:5:PV-006022380278;84:08417:4:PV-002278093371;
CC1CNc2ccccc2C(=O)N1,13,84:08408:4:PV-002329663047;84:08412:6:PV-006024573457;84:08414:5:PV-004080504124;
CN1CCCCC12CCNCC2,15,84:08408:4:PV-002953254659;84:08425:1:PV-006037294100;84:08426:1:PV-004081581309;
Cc1nc2n(n1)CCNC2,16,84:08408:4:PV-002277910537;84:08411:2:PV-003675669489;84:08428:8:PV-002955952280;
O=C1NCCC12CCCN2,18,84:08408:5:PV-006020321076;84:08410:0:PV-006021994536;84:08413:9:PV-006025914120;
CC12CCCNC1CCOC2,23,84:08408:5:PV-006020439341;84:08410:3:PV-006022198416;84:08417:1:PV-002954405681;
Cc1cc2cnccc2[nH]1,30,84:08408:5:PV-006020453868;84:08416:3:PV-003677409074;84:08417:7:PV-002954484223;
CC1CCCC(=O)NC1,7,84:08408:5:PV-006020469141;84:08426:4:PV-002955634369;84:08438:0:PV-006050342214;
Cc1cc(F)c2c(c1)CCCN2,32,84:08408:5:PV-003674745667;84:08411:3:PV-006023255536;84:08412:5:PV-002953788174;
C1CC2NCC3(CCOCC3)C2C1,22,84:08408:5:PV-003674746173;84:08408:5:PV-003674758946;84:08411:7:PV-003675839657;
C1=CC2(CCCNC2)Oc2ccccc21,9,84:08408:5:PV-002433162972;84:08418:3:PV-002954557490;84:08419:2:PV-002433382400;
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,7,84:08408:5:PV-002953263546;84:08409:7:PV-006021718257;84:08412:6:PV-002277994861;
C1CC2CC3(CC3)CC(C1)N2,20,84:08408:5:PV-003674752564;84:08409:0:PV-003674934575;84:08413:6:PV-006025561574;
CC1(C)Nc2ccccc2NC1=O,10,84:08408:5:PV-002329664908;84:08437:7:PV-002123263052;84:08442:8:PV-002589112672;
Cc1cccc2c(O)ccnc12,83,84:08408:5:PV-003674764071;84:08408:8:PV-002433170333;84:08408:9:PV-002174418485;
O=C1CCn2ccnc2N1,13,84:08408:6:PV-003674774522;84:08408:6:PV-006020560727;84:08408:6:PV-006020560728;
OC1CCCNc2ccccc21,2,84:08408:6:PV-003674775581;84:08420:0:PV-003678670429;
c1ccc2c(c1)CNCC21CCCC1,20,84:08408:6:PV-003674784753;84:08409:7:PV-006021631648;84:08414:0:PV-003676642549;
O=C1CCNc2cc(F)ccc21,8,84:08408:6:PV-004079956323;84:08417:9:PV-002954511756;84:08423:6:PV-002955267076;
Cc1cc2cccnc2cc1Cl,17,84:08408:6:PV-002953280707;84:08412:8:PV-002953836365;84:08413:5:PV-002953924069;
Cn1ncc2nc(O)nc(O)c21,3,84:08408:6:PV-003674797251;84:08470:4:PV-003695928932;84:08474:8:PV-003697432385;
Cc1csc2nccc(=O)n12,52,84:08408:6:PV-006020518231;84:08409:7:PV-002953418328;84:08411:4:PV-003675752710;
O=C1CCC2(CCCC2)N1,21,84:08408:6:PV-006020567940;84:08414:8:PV-006026782348;84:08415:3:PV-006027240796;
