fragment_smiles,occurences,example_ligands
Clc1cnccn1,875,197:19700:0:Z2636565138;197:19700:2:Z3300258016;197:19700:3:Z1745163406;
c1cnc2c(c1)CCC2,1932,197:19700:0:Z3295768508;197:19700:0:Z3594912381;197:19700:1:Z2717241547;
Cc1ccoc1C,737,197:19700:0:Z3369024903;197:19700:2:Z4596394911;197:19700:3:Z3052533374;
CC1CC(C)(C)C1,260,197:19700:0:Z2277693818;197:19700:2:Z1594027688;197:19700:8:Z1599241963;
CN1CCNc2ccc(F)cc21,302,197:19700:0:Z4308121840;197:19701:0:Z1276026289;197:19701:6:Z4130543157;
FC1(F)C2CCCC1CC2,228,197:19700:0:Z4508080136;197:19700:3:Z4909450924;197:19700:6:Z4508509021;
Cc1ccc2ccoc2c1,579,197:19700:0:Z3359753339;197:19700:1:Z2111205849;197:19700:2:Z4236330591;
C1NCC2COCC1C2,153,197:19700:0:Z3359493298;197:19700:8:Z3385816098;197:19700:8:Z3508740548;
C1CCC2(C1)CCOC2,583,197:19700:0:Z3842913356;197:19700:1:Z3617547608;197:19700:3:Z3801389077;
C1CCC2(C1)CCCO2,1185,197:19700:0:Z3359824835;197:19700:1:Z2854840350;197:19700:1:Z2854824075;
Cc1ccc(C)nc1,712,197:19700:0:Z3019353338;197:19700:1:Z3193328605;197:19700:2:Z3296451484;
C1CCC2(C1)CCCN2,1077,197:19700:0:Z4061457879;197:19700:1:Z4022635825;197:19700:2:Z1928750837;
Cc1ccc2c(c1C)CCCN2,36,197:19700:0:Z4179217648;197:19706:8:Z4364328255;197:19709:5:Z4179214263;
c1nc2c(s1)COCC2,1502,197:19700:0:Z3312853485;197:19700:0:Z3382534297;197:19700:1:Z4129935175;
CN1CCC2NCCCC2C1,264,197:19700:0:Z1623184832;197:19700:2:Z2370645309;197:19700:5:Z4025550487;
CC1(C)CCc2ccccc2C1,101,197:19700:0:Z1623184832;197:19700:2:Z1503149577;197:19700:3:Z3408467900;
c1ccc2nsnc2c1,1253,197:19700:0:Z4882657223;197:19700:1:Z3685702347;197:19700:2:Z1446438599;
CC1COCCCN1,191,197:19700:0:Z1756224940;197:19701:0:Z2021567232;197:19701:1:Z3049777823;
c1ccc2c(c1)nc1n2CCC1,129,197:19700:0:Z1515825878;197:19700:3:Z1204746118;197:19700:7:Z431886870;
c1cnc2ccnn2c1,4624,197:19700:0:Z5045461977;197:19700:1:Z3368077585;197:19700:1:Z2878818025;
c1cc2c(cn1)CCNC2,1082,197:19700:0:Z5045461977;197:19700:1:Z4479285531;197:19700:3:Z4451813793;
O=C1Nc2ccccc2C12CC2,191,197:19700:0:Z2945829087;197:19701:5:Z4590622825;197:19702:4:Z2957702003;
O=C1NCCNCC1(F)F,225,197:19700:0:Z3683927958;197:19700:3:Z3152302566;197:19700:5:Z3059547854;
O=C1NCCn2nccc21,374,197:19700:0:Z3535643937;197:19700:5:Z3079106338;197:19700:9:Z4454550826;
Cc1cc(F)cc2c1CNCC2,215,197:19700:0:Z2001522790;197:19700:1:Z2003343552;197:19701:3:Z2003775496;
O=C1CCC2CNCCC2N1,562,197:19700:0:Z2645267170;197:19700:3:Z2218754524;197:19700:7:Z3095845709;
Cc1ccnc(N)c1,297,197:19700:0:Z3599528441;197:19700:6:Z4166727600;197:19701:2:Z2997565617;
CC1CNCC(C)C1(F)F,194,197:19700:0:Z3302554703;197:19700:1:Z3302366529;197:19702:4:Z3302737197;
NC1CCOCC1,1430,197:19700:0:Z2706496708;197:19700:1:Z3045280246;197:19700:3:Z3512257213;
Fc1ccc2c(c1)CNCCC2,62,197:19700:0:Z4431482926;197:19700:5:Z1704531446;197:19700:5:Z1704534588;
FC1(F)CCNC1,2590,197:19700:0:Z5001423804;197:19700:1:Z4329499080;197:19700:2:Z4959904564;
O=c1[nH]c2cccnc2[nH]1,738,197:19700:0:Z3314085833;197:19700:2:Z2161062431;197:19700:4:Z2722016966;
CC1NCCN(C)C1=O,366,197:19700:0:Z1889449684;197:19700:2:Z1967005780;197:19700:5:Z1752599471;
c1cc2c(nn1)CCC2,247,197:19700:0:Z1773115454;197:19700:4:Z1773117337;197:19701:6:Z1773178753;
Cc1cc(=O)[nH]c2ccccc12,522,197:19700:0:Z2142349180;197:19700:2:Z2142560278;197:19700:4:Z5055580675;
C1CC2CNCC1N2,882,197:19700:0:Z4248666779;197:19700:0:Z4221115168;197:19700:1:Z3134674872;
c1nncnn1,132,197:19700:0:Z2477330211;197:19700:1:Z2476998580;197:19700:6:Z3363559847;
Cn1cnc2ccc(F)cc21,438,197:19700:0:Z1703812443;197:19700:3:Z1728511460;197:19700:7:Z1869965812;
Fc1cncc2ccccc12,224,197:19700:0:Z4275278622;197:19700:1:Z3560349243;197:19700:2:Z4143666776;
CC1(C)COCCO1,2696,197:19700:0:Z4291190910;197:19700:1:Z3569477385;197:19700:1:Z4477472741;
C1CSC2(C1)CNC2,480,197:19700:0:Z3205619721;197:19700:1:Z3086391774;197:19700:1:Z3784045217;
CC1(C)CC1(F)F,414,197:19700:0:Z4226170972;197:19700:1:Z2626026853;197:19701:6:Z3541222815;
Cc1cn2c(=O)ccnc2s1,494,197:19700:0:Z1578881800;197:19700:0:Z2921999190;197:19700:3:Z1594631220;
CN1CCC2CNCC2C1,1183,197:19700:0:Z4250618923;197:19700:1:Z4250652519;197:19700:1:Z2881612868;
O=C1NCC2CNCCN12,740,197:19700:0:Z1425535654;197:19700:1:Z1410091322;197:19700:2:Z3538981269;
O=C1NCCNc2ccccc21,363,197:19700:0:Z5050380676;197:19700:6:Z5050611463;197:19700:8:Z5053703937;
Cc1ccc2c(ccn2C)c1,108,197:19700:0:Z4771650228;197:19701:1:Z3863904355;197:19701:6:Z3887611424;
O=c1[nH]nc2n1CCCC2,847,197:19700:0:Z4771650228;197:19700:3:Z4771336888;197:19700:4:Z2473745967;
Cc1cccc2nc[nH]c12,127,197:19700:0:Z3926184723;197:19700:6:Z4289103384;197:19702:1:Z3944313735;
Cc1nc[nH]n1,2021,197:19700:0:Z2983025054;197:19700:1:Z4342078675;197:19700:2:Z2335430133;
Cc1ccc2nccn2c1,1283,197:19700:0:Z1538977272;197:19700:1:Z3702285950;197:19700:1:Z2335088268;
CC1Cc2ccccc2C1,672,197:19700:0:Z4408605944;197:19700:1:Z3356848878;197:19700:1:Z2073590190;
c1ccc2c(c1)NCCN2,851,197:19700:0:Z1900328104;197:19700:1:Z2409271000;197:19700:1:Z1403871631;
C1CC2NCC3(CCOCC3)C2C1,174,197:19700:0:Z2285150692;197:19700:4:Z2285164448;197:19700:9:Z2495123626;
C1CC2NCC2CN1,434,197:19700:0:Z3624152904;197:19700:9:Z3897405569;197:19701:2:Z4830726503;
Fc1cccc2sccc12,628,197:19700:0:Z3319958888;197:19700:1:Z1299500929;197:19700:1:Z3361926467;
NC1CCCc2ccccc2C1,149,197:19700:0:Z3515215281;197:19700:3:Z4066179287;197:19700:8:Z3515925821;
OC1CCC2(CC1)OCCO2,455,197:19700:0:Z2898900190;197:19700:2:Z3521142272;197:19700:3:Z3932156634;
CC1CCn2ncnc2N1,330,197:19700:0:Z4360928712;197:19700:0:Z4305044686;197:19700:8:Z4303631259;
CC1CNCCC(F)(F)C1,139,197:19700:0:Z3649069847;197:19700:3:Z3649070460;197:19701:4:Z4271886352;
O=S1(=O)CC2(CCCCC2)C1,474,197:19700:0:Z3136848455;197:19700:6:Z3391830828;197:19700:8:Z4170535315;
c1cc2c(s1)COCC2,461,197:19700:0:Z2357319784;197:19700:1:Z2989324740;197:19700:8:Z1102189647;
C1CC2(C1)CNCCO2,2271,197:19700:0:Z3775153227;197:19700:1:Z3879102179;197:19700:1:Z3775841440;
Clc1ccn2cncc2c1,108,197:19700:0:Z2500607045;197:19702:5:Z4056348435;197:19702:6:Z2966074415;
C1COC2(C1)CCOC2,1381,197:19700:0:Z4137425581;197:19700:1:Z3358226716;197:19700:2:Z3808788700;
Cc1cn2cc(C)sc2n1,455,197:19700:0:Z197692228;197:19700:5:Z1984497305;197:19700:8:Z3845307666;
CN1CCNCC1(C)C,771,197:19700:0:Z1994659751;197:19700:4:Z1997902545;197:19700:5:Z1995277833;
CN1CCC(O)C1,938,197:19700:0:Z3181402435;197:19700:0:Z3191644273;197:19700:1:Z2878277541;
Cc1cnsc1,140,197:19700:0:Z3844360737;197:19700:7:Z3542417704;197:19701:3:Z3546531358;
Cc1ncc2n1CCCC2,1657,197:19700:0:Z1324982802;197:19700:1:Z1422551007;197:19700:1:Z4147741226;
c1cc2n(c1)CCCC2,1018,197:19700:0:Z2762190757;197:19700:1:Z3416620247;197:19700:2:Z2453627086;
CC1CNC(=O)CN1,133,197:19700:0:Z4352702449;197:19700:2:Z4352693339;197:19703:1:Z4344889145;
OC1COC2(CCNCC2)CC1O,285,197:19700:0:Z4483048793;197:19700:3:Z4478370671;197:19700:6:Z4451531612;
CC1CCNCC1(F)F,228,197:19700:0:Z2104013939;197:19700:5:Z1856203297;197:19700:5:Z3171101740;
c1ccc2c(c1)[nH]c1ccccc12,373,197:19700:0:Z3384832658;197:19700:8:Z4058765286;197:19700:8:Z2847014123;
CN1C(=O)c2ccccc2S1(=O)=O,313,197:19700:0:Z1834881135;197:19700:2:Z2283188623;197:19700:5:Z1408582947;
c1ccc2c(c1)CCC1(CCNCC1)O2,264,197:19700:0:Z2647486136;197:19700:3:Z3359022387;197:19702:1:Z3134466699;
c1ncc2cc[nH]c2n1,886,197:19700:0:Z1570982118;197:19700:2:Z4152670268;197:19700:3:Z1039072586;
Cc1ncoc1C,1910,197:19700:0:Z2071729388;197:19700:1:Z1241742332;197:19700:1:Z4325348703;
CC1(F)CCNCC1,196,197:19700:0:Z3172033423;197:19700:1:Z2784514813;197:19700:1:Z2784511438;
O=C1CC2NCCCC2N1,216,197:19700:0:Z3442339843;197:19700:1:Z3407098738;197:19702:7:Z3408458689;
O=S1(=O)CCC2(CCN2)CC1,269,197:19700:0:Z3437330571;197:19700:2:Z3679175074;197:19702:5:Z3615479463;
C1CC2CCCC(C1)NC2,54,197:19700:0:Z4467728259;197:19700:2:Z4467739078;197:19700:9:Z4773588302;
Cn1cc2c(n1)CCNC2,962,197:19700:0:Z3694500217;197:19700:3:Z4275023367;197:19700:3:Z3514813678;
CC1OCCc2sccc21,381,197:19700:0:Z2181593619;197:19700:3:Z2179958294;197:19700:7:Z2179997552;
O=C1CCC2CN1CCO2,112,197:19700:0:Z3567794702;197:19701:6:Z3564945414;197:19706:1:Z3565124149;
CC1(C)CCCC1,1173,197:19700:0:Z3174031824;197:19700:0:Z2779681444;197:19700:1:Z4242797634;
O=S1(=O)CC2(CCC2)C1,437,197:19700:0:Z3185378316;197:19700:2:Z2946486927;197:19700:2:Z2948727962;
Oc1ncn[nH]1,420,197:19700:0:Z4964717600;197:19700:1:Z4233426669;197:19700:4:Z3882389527;
CC1(C)CCc2ccccc2S1,7,197:19700:0:Z2790535782;197:19709:4:Z2863384545;197:19730:3:Z3508863403;
NC1CC2CNCC2C1,182,197:19700:0:Z3044883658;197:19700:3:Z2904712231;197:19700:3:Z3045988860;
CC1CCCC(=O)C1,293,197:19700:0:Z4475140508;197:19701:1:Z1601830761;197:19701:3:Z1935154692;
CN1CCCC12CCOCC2,562,197:19700:0:Z3579273796;197:19700:3:Z3638746143;197:19700:4:Z3638781293;
Cc1cncc2ccccc12,123,197:19700:0:Z4276740789;197:19700:0:Z4276626016;197:19700:7:Z4276820060;
c1cnc2cnccc2c1,1041,197:19700:0:Z1987450590;197:19700:2:Z1983629648;197:19700:2:Z4044862348;
O=c1[nH]c2ccc(Cl)cc2o1,369,197:19700:0:Z296905958;197:19700:4:Z1205112006;197:19700:5:Z2966287555;
Cc1cccc2c1CCCN2,410,197:19700:0:Z1079810840;197:19700:3:Z4111449541;197:19701:1:Z1330059260;
Cc1cccc2c1NCC2,332,197:19700:0:Z3700485940;197:19700:1:Z4213235936;197:19700:3:Z1425688388;
CC1CCC(C)N1C,117,197:19700:0:Z4320863732;197:19700:1:Z4315894975;197:19700:4:Z4319934982;
O=S1(=O)CCC12CCNCC2,599,197:19700:0:Z4980467686;197:19700:1:Z3612373543;197:19700:2:Z4980521466;
Cc1cc(F)n(C)n1,236,197:19700:0:Z5035471254;197:19700:2:Z2949110151;197:19701:1:Z2959913903;
Cn1ccc(=O)c2ccccc21,169,197:19700:0:Z2779681444;197:19700:3:Z4090292141;197:19700:3:Z2785048705;
NC1CCNc2cc(F)ccc21,89,197:19700:0:Z4448726354;197:19700:9:Z4695827575;197:19701:6:Z4454642778;
Cc1ccnc2c1NC(=O)CN2,99,197:19700:0:Z4147269721;197:19701:4:Z4126301588;197:19703:1:Z4126307317;
Cc1ccc2c(n1)CCCC2,320,197:19700:0:Z2951828479;197:19700:7:Z4248729469;197:19700:8:Z2973820125;
Fc1cccc2ccoc12,766,197:19700:0:Z1264313680;197:19700:1:Z3723935133;197:19700:2:Z2965467233;
FC1(F)CC12CC2,1026,197:19700:0:Z3782576297;197:19700:1:Z4035735709;197:19700:4:Z3784062764;
OC1CCNCc2ccccc21,377,197:19700:0:Z3543129632;197:19700:7:Z2456170189;197:19701:8:Z4456031795;
CC1(C)CCCC(=O)N1,448,197:19700:0:Z2017651494;197:19700:6:Z2017682341;197:19700:6:Z2017663046;
c1ccc2c(c1)ccc1occc12,220,197:19700:0:Z2017651494;197:19700:4:Z2703762795;197:19700:7:Z2078815140;
c1cc2scnc2[nH]1,115,197:19700:0:Z4483986551;197:19700:4:Z4487350303;197:19700:9:Z3181022330;
Cc1c(N)cnn1C,123,197:19700:0:Z4295408746;197:19701:9:Z4288194682;197:19702:9:Z4296132183;
C1CCC2(CCNCC2)COC1,277,197:19700:0:Z4023285564;197:19700:2:Z3911450081;197:19700:3:Z3911441999;
Cn1ncnn1,817,197:19700:0:Z4770553051;197:19700:0:Z4770553056;197:19700:1:Z4770122705;
Cc1cc(=O)n2ccsc2n1,331,197:19700:0:Z4194463284;197:19700:5:Z2076948881;197:19701:1:Z2066244815;
CC1Cc2cn[nH]c2C(C)O1,249,197:19700:0:Z3625299757;197:19700:3:Z3538186453;197:19700:3:Z3584785986;
C1CNCCSC1,1344,197:19700:0:Z2956682408;197:19700:2:Z2875734149;197:19700:3:Z3828676125;
O=c1[nH]cnc2sccc12,1996,197:19700:0:Z739911318;197:19700:1:Z2589030096;197:19700:2:Z2328806406;
c1cnc2c(c1)NCCN2,58,197:19700:0:Z3053837946;197:19700:9:Z3053837790;197:19701:7:Z5014138886;
NC1CCc2ccccc2C1,182,197:19700:0:Z4429575783;197:19700:9:Z4429771903;197:19701:3:Z4429415565;
C1CCC2(CCC2)SC1,989,197:19700:0:Z3364678250;197:19700:1:Z3055303287;197:19700:1:Z3019559175;
OC1CCSCC1,424,197:19700:0:Z3701369960;197:19700:3:Z1362115084;197:19700:7:Z1850065657;
Clc1cccc2ncccc12,732,197:19700:0:Z225730798;197:19700:1:Z1385699690;197:19700:1:Z4612005569;
C1=NNCC1,866,197:19700:0:Z225730798;197:19700:1:Z4401674546;197:19700:2:Z4474912351;
Cc1cnccc1O,127,197:19700:0:Z1637139917;197:19701:4:Z1724805015;197:19701:9:Z1636872104;
CN1CCCC2(CCNC2)C1=O,464,197:19700:0:Z3469809151;197:19700:7:Z4924082999;197:19700:8:Z1884726684;
Nc1nc[nH]n1,199,197:19700:0:Z2639828628;197:19700:2:Z2296935682;197:19700:3:Z2027476434;
Nc1ncncn1,1697,197:19700:0:Z2486162219;197:19700:1:Z1362419214;197:19700:1:Z2972304723;
OC1CC2CCC(N2)C1O,152,197:19700:0:Z4353657621;197:19700:4:Z4345459919;197:19701:4:Z4344394002;
FC1(F)C2CCCC1COC2,418,197:19700:0:Z4471247561;197:19700:4:Z3836057426;197:19700:7:Z4165933715;
FC1(F)CC12CC1CCC(C2)N1,123,197:19700:0:Z2704183326;197:19700:7:Z4273559615;197:19700:9:Z4414408731;
Cc1ccn(C)c(=O)c1,621,197:19700:0:Z1354984759;197:19700:2:Z4216162712;197:19700:5:Z2837157328;
Cn1cc(F)cn1,551,197:19700:0:Z5048696941;197:19700:2:Z4089130229;197:19700:4:Z5039848386;
CC1(C)C2CCC1C(=O)C2,362,197:19700:0:Z4608928555;197:19700:0:Z4608926585;197:19700:7:Z4278453994;
O=S1(=O)CCc2ccccc2C1,356,197:19700:0:Z2656053327;197:19700:2:Z3550683702;197:19700:3:Z2656053943;
Nc1c[nH]c(=O)[nH]c1=O,85,197:19700:0:Z1322996894;197:19700:8:Z1557544411;197:19701:0:Z1269930619;
Cn1nnc2c1NCCC2,387,197:19700:0:Z5018288567;197:19700:1:Z5022137809;197:19700:2:Z4768172390;
Cc1ccc2c(c1)CC(C)C2,196,197:19700:0:Z1632251740;197:19700:1:Z1627711097;197:19700:7:Z1628028466;
CC1(C)CC2CCOC21,564,197:19700:0:Z1569316706;197:19700:3:Z1999937021;197:19700:6:Z1255979276;
O=C1CCC12CCC2,335,197:19700:0:Z4119110928;197:19700:1:Z4111343918;197:19700:4:Z4111785518;
Nc1nncs1,242,197:19700:0:Z4483698248;197:19701:2:Z3186717712;197:19701:4:Z4351162598;
C1COC2(CCN1)CCSC2,310,197:19700:0:Z3787737091;197:19700:1:Z4108520207;197:19700:6:Z4127325485;
CN1CCC2(CCCN2)CC1,279,197:19700:0:Z1751900586;197:19700:1:Z2956963957;197:19701:2:Z1732441382;
Oc1ccc2cccc(O)c2c1,86,197:19700:0:Z2880883819;197:19701:0:Z2878823200;197:19702:2:Z2879981028;
OC1CCC2(CCNCC2)CC1,303,197:19700:0:Z2880883819;197:19700:6:Z2909276949;197:19701:5:Z2264268901;
CC1CCOC12CC2(F)F,188,197:19700:0:Z4994908910;197:19701:2:Z4308547518;197:19701:3:Z4175785692;
Fc1cccc2[nH]ccc12,916,197:19700:0:Z3997609195;197:19700:1:Z3472080764;197:19700:2:Z1954712762;
OC1CNCCNC1,291,197:19700:0:Z3055420994;197:19700:9:Z4055126024;197:19702:2:Z3055419933;
CC1CNc2ccccc2N1,77,197:19700:0:Z4539239204;197:19700:2:Z4539242547;197:19702:5:Z4597929109;
CC1(O)CCCNC1,203,197:19700:0:Z1557638474;197:19700:1:Z1556396195;197:19700:3:Z1556066151;
O=S1(=O)CCC12CCOCC2,314,197:19700:0:Z3611380997;197:19700:5:Z3613042511;197:19700:8:Z3342768756;
FC1(F)C2CCCC21,1655,197:19700:0:Z3574788790;197:19700:1:Z3588013355;197:19700:1:Z3655126678;
CC1CC2(CCOCC2)CN1,345,197:19700:0:Z2454546687;197:19700:6:Z2433627346;197:19700:7:Z2454547651;
Cc1ccc2ccc(C)nc2c1,223,197:19700:0:Z1621512226;197:19700:2:Z4573358924;197:19700:3:Z4369635739;
OC1CNCC(O)C1O,37,197:19700:0:Z2950918804;197:19702:7:Z2914264945;197:19703:3:Z2914267113;
Clc1ccc2c(c1Cl)CCC2,84,197:19700:0:Z1192561535;197:19701:1:Z1658050066;197:19701:6:Z1192561085;
C1CNCC2(C1)OCCO2,306,197:19700:0:Z1898496396;197:19700:4:Z3541234906;197:19700:4:Z4021440503;
c1cc2sccn2c1,43,197:19700:0:Z3544159777;197:19700:8:Z3467007938;197:19703:4:Z3650951417;
O=C1CNCN1,2185,197:19700:0:Z3546643217;197:19700:1:Z1930666255;197:19700:1:Z4264608209;
Cc1cccc2occc12,207,197:19700:0:Z3723934935;197:19701:0:Z3203044971;197:19701:9:Z3208768467;
CC1CC=NO1,762,197:19700:0:Z4478828739;197:19700:2:Z3528664095;197:19700:2:Z3842417333;
Fc1cccc2cncnc12,205,197:19700:0:Z1989763681;197:19700:4:Z1989818116;197:19700:6:Z2974497868;
O=C1CNC(=O)c2ccccc2N1,527,197:19700:0:Z5049419130;197:19700:1:Z3366469080;197:19700:2:Z2227383356;
CN1CCNC(C)(C)C1=O,156,197:19700:0:Z3352072663;197:19700:2:Z2789794836;197:19701:0:Z1391619172;
CC1CNC(=O)C1,570,197:19700:0:Z1746012353;197:19700:1:Z3081279053;197:19700:2:Z3190862376;
CC1OCCC1F,85,197:19700:0:Z3075587037;197:19701:3:Z3076474287;197:19702:9:Z4995418364;
Cc1cc(O)no1,35,197:19700:0:Z4281681109;197:19702:7:Z4285906951;197:19705:9:Z4280195191;
Clc1cc2c(s1)CCNC2,77,197:19700:0:Z2715072228;197:19702:2:Z2437274146;197:19702:3:Z3094864409;
Cn1ncc2cnc(N)nc21,75,197:19700:0:Z2505623891;197:19702:1:Z2505746597;197:19703:4:Z2506044938;
Cn1ccc2[nH]ccc21,79,197:19700:0:Z3339810934;197:19702:2:Z4995692774;197:19704:1:Z3345631860;
O=c1[nH]cccc1Cl,533,197:19700:1:Z1265157766;197:19700:3:Z1699066899;197:19700:3:Z3091976923;
Nc1ncnc2[nH]cnc12,1013,197:19700:1:Z1446467021;197:19700:3:Z2707859977;197:19700:3:Z4279075245;
Fc1ccc2cnccc2c1,445,197:19700:1:Z4352511504;197:19700:1:Z4019235320;197:19700:2:Z3647383431;
C1CCC2(C1)CNC2,1116,197:19700:1:Z2649825254;197:19700:2:Z4142520415;197:19700:4:Z2299611171;
CN1CCc2ccccc2C1=O,1638,197:19700:1:Z2324010804;197:19700:2:Z1905651558;197:19700:2:Z3517354517;
CC1COc2ccccc2CN1,222,197:19700:1:Z2669124747;197:19701:5:Z1643384314;197:19701:5:Z3134024208;
Cn1nccc1Cl,2410,197:19700:1:Z3595744137;197:19700:1:Z2721448953;197:19700:1:Z4172587713;
Cc1ccn2ccnc2c1,1139,197:19700:1:Z1541800356;197:19700:1:Z1698332221;197:19700:2:Z1542922831;
N=S1(=O)CCCC2(C1)OCCO2,113,197:19700:1:Z3640994348;197:19700:2:Z3640975029;197:19701:8:Z4517766366;
C1=CCOCC1,539,197:19700:1:Z4400548373;197:19700:1:Z4142039039;197:19700:4:Z4395697943;
NC1CC2CCC1C2,356,197:19700:1:Z3381176571;197:19700:4:Z4062373362;197:19700:5:Z3797644139;
C1CC2CNCC2CCN1,567,197:19700:1:Z3313971482;197:19700:2:Z4213942167;197:19700:3:Z3312229977;
Cc1nc2c(C)cccn2n1,268,197:19700:1:Z3665499454;197:19700:4:Z3667226528;197:19700:7:Z5035434224;
CC1NCNC1=O,337,197:19700:1:Z2457834322;197:19700:3:Z3134021106;197:19700:3:Z3052957787;
C1CC2OC1C1CNCC21,289,197:19700:1:Z4478345760;197:19700:1:Z4483026116;197:19700:3:Z4465854529;
c1cc2c(cn1)CNCCO2,228,197:19700:1:Z4353723247;197:19700:1:Z4344963517;197:19702:2:Z4353719541;
O=C1CCc2ccc(Cl)cc21,133,197:19700:1:Z4639559826;197:19702:4:Z4641904870;197:19702:8:Z4639552393;
OC1CCCCCCC1O,50,197:19700:1:Z5017608223;197:19700:4:Z5022120476;197:19701:2:Z5017608368;
Clc1cc2ccccc2o1,127,197:19700:1:Z5017608223;197:19701:2:Z2698212640;197:19702:1:Z2817179157;
CC1=NOC(C)C1,220,197:19700:1:Z3656871653;197:19700:4:Z3582138470;197:19700:5:Z5018768972;
CC1Cc2ccccc2S1(=O)=O,32,197:19700:1:Z4256728317;197:19700:7:Z4251774339;197:19705:2:Z4254972580;
Clc1ccn2ncnc2c1,215,197:19700:1:Z2951906403;197:19700:2:Z2192764448;197:19700:2:Z2192768397;
Cn1ncc2c(O)ccnc21,220,197:19700:1:Z1574914435;197:19701:3:Z1635808300;197:19701:8:Z1635928742;
CN1CCNC1=O,249,197:19700:1:Z3714587273;197:19701:6:Z2631484532;197:19701:8:Z4143287539;
O=C1CCCc2cc(F)ccc2N1,49,197:19700:1:Z1644783459;197:19700:4:Z2699288928;197:19701:0:Z1644846147;
NC1CCS(=O)(=O)C1,61,197:19700:1:Z4059044681;197:19700:5:Z3019600107;197:19701:6:Z4058623981;
c1nnn2c1CCCC2,309,197:19700:1:Z3838112307;197:19700:2:Z3837712957;197:19701:2:Z4116081200;
CC1(C)CCc2ccc(=O)oc2C1,29,197:19700:1:Z4255588764;197:19700:1:Z4258276488;197:19707:4:Z4257017005;
C1CCC2(CC1)CCNC2,1042,197:19700:1:Z4508313957;197:19700:1:Z3622160947;197:19700:1:Z3094504095;
Cn1ccc2c1CCOC2,363,197:19700:1:Z4508313957;197:19700:1:Z4429346028;197:19700:2:Z4664622509;
C1CC2(C1)CNCCOC2,294,197:19700:1:Z5019392990;197:19700:6:Z1675803168;197:19700:8:Z1677512627;
CC1Sc2ccccc2NC1=O,332,197:19700:1:Z2297335973;197:19700:3:Z3624759885;197:19700:5:Z1268219403;
CC1CCCS1,440,197:19700:1:Z3815687661;197:19700:1:Z2454630009;197:19700:3:Z2183181943;
O=C1CC2(CNC2)CN1,428,197:19700:1:Z2057776174;197:19700:1:Z4204343692;197:19700:4:Z3613078970;
Cc1ccc2c(c1)OC(C)CN2,155,197:19700:1:Z4112474134;197:19700:2:Z1335527273;197:19700:3:Z1335858731;
CC1CCNC(=O)C1,875,197:19700:1:Z4192365673;197:19700:1:Z4387991812;197:19700:2:Z3671714237;
CN=S1(=O)CCC2(CC1)CNCCO2,329,197:19700:1:Z4112322523;197:19700:9:Z3414426703;197:19701:2:Z3415183138;
Clc1cccc2c1CCN2,103,197:19700:1:Z4112322523;197:19701:0:Z1883005795;197:19701:2:Z1402311186;
Cn1ncc2ccsc21,1030,197:19700:1:Z2395023862;197:19700:2:Z3550167966;197:19700:2:Z4478696427;
Cc1cccc(C)c1O,660,197:19700:1:Z1816358825;197:19700:4:Z1815788744;197:19700:5:Z1832109468;
Nc1cc[nH]c(=O)n1,80,197:19700:1:Z1974355758;197:19702:0:Z1820357228;197:19703:3:Z3051292409;
CC1Cc2ccccc2O1,4078,197:19700:1:Z3861044816;197:19700:1:Z1627115610;197:19700:1:Z2001594528;
O=c1ccc2c([nH]1)CCCC2,1926,197:19700:1:Z2841585693;197:19700:1:Z3855589807;197:19700:1:Z3545880580;
FC1(F)CC2(CCOC2)C1,671,197:19700:1:Z4879125773;197:19700:1:Z4880457915;197:19700:3:Z4909233495;
Fc1cc2c(s1)CCOC2,358,197:19700:1:Z4879125773;197:19700:7:Z2228071462;197:19700:8:Z2480651582;
Oc1cccc2sccc12,170,197:19700:1:Z3097360547;197:19700:4:Z2630386019;197:19701:0:Z1916154941;
O=S1(=O)CCc2cc(Cl)ccc21,251,197:19700:1:Z2893345990;197:19700:1:Z1493432732;197:19700:3:Z1618556883;
C1CNC2CC2C1,1158,197:19700:1:Z3051474244;197:19700:1:Z2922634074;197:19700:1:Z2963255435;
CC1(C)CNCC(O)C(O)C1,181,197:19700:1:Z3912784267;197:19700:5:Z4231448747;197:19701:2:Z3912805329;
CC1(C)CCC1O,1484,197:19700:1:Z3439779145;197:19700:1:Z3439779485;197:19700:1:Z3590198520;
C1CNCC2(C1)CCOCC2,1933,197:19700:1:Z4008177688;197:19700:1:Z4772185683;197:19700:2:Z3519623397;
O=c1cccco1,291,197:19700:1:Z4289230967;197:19700:3:Z4286124079;197:19701:3:Z4208420726;
Cc1cnc2n1CCCC2,1801,197:19700:1:Z4466418655;197:19700:2:Z4432462485;197:19700:2:Z4491867596;
Cc1csc2ccccc12,528,197:19700:1:Z4393497638;197:19700:1:Z4253958635;197:19700:1:Z2438111502;
CN1CCNC(=O)C12CCNCC2,452,197:19700:1:Z4457676131;197:19700:4:Z4476400620;197:19700:5:Z4451767465;
CC1CCCC(F)(F)C1,470,197:19700:1:Z4457676131;197:19700:5:Z4020553127;197:19700:6:Z4150834318;
c1ccc2c(c1)COC2,3924,197:19700:1:Z1204980078;197:19700:1:Z1427840460;197:19700:1:Z3808423634;
Cc1cnc2ccccn2c1=O,71,197:19700:1:Z4025601084;197:19700:4:Z4026402137;197:19702:1:Z4026060570;
