fragment_smiles,occurences,example_ligands
O=S1(=O)CCNc2ccccc2C1,264,197:19701:4:Z4402168546;197:19701:5:Z4647782375;197:19702:2:Z4394878545;
O=c1[nH]c2cccc(Cl)c2[nH]1,60,197:19701:4:Z4110637476;197:19701:7:Z4471556628;197:19704:3:Z4109323762;
CC1C2CNC1C2,8,197:19701:4:Z4576306113;197:19735:4:Z4576318240;197:19750:2:Z4576309515;
Fc1ccc(F)c2[nH]ccc12,182,197:19701:4:Z1222731006;197:19701:7:Z1222742632;197:19701:8:Z3585682113;
Cc1ncc2scc(C)c2n1,14,197:19701:4:Z3394909563;197:19722:4:Z3389014803;197:19722:8:Z3391509637;
Nc1cnc2ccccc2n1,26,197:19701:5:Z4402578855;197:19705:4:Z4402579031;197:19706:4:Z4402581705;
Nc1cc2ccccn2n1,63,197:19701:5:Z3293995621;197:19703:3:Z3296107438;197:19704:1:Z3715105664;
O=C1CC2CC(O)CC12,31,197:19701:5:Z3511583926;197:19701:8:Z3515676315;197:19704:0:Z3515299081;
Cc1noc2ccncc12,49,197:19701:5:Z4226914595;197:19703:5:Z4191591391;197:19706:1:Z4228955901;
C1CC2CSCC(C1)C2,17,197:19701:5:Z4257731743;197:19704:9:Z4258383952;197:19705:2:Z4392060874;
Nc1ncc2c(n1)CCNC2,124,197:19701:5:Z4307478141;197:19701:5:Z1927967526;197:19702:0:Z2710845036;
Cc1nn(C)cc1Cl,334,197:19701:5:Z2873587501;197:19701:5:Z3381730666;197:19701:8:Z3351152802;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,100,197:19701:5:Z2970290859;197:19701:6:Z2970161281;197:19702:5:Z5023192098;
Fc1cncc(Cl)c1,146,197:19701:5:Z4107316313;197:19702:3:Z4105681242;197:19703:0:Z4107675851;
Clc1cccc2occc12,72,197:19701:5:Z1995269248;197:19701:5:Z1472486610;197:19701:7:Z1471876809;
OC1CCCCCCC1,20,197:19701:5:Z3360806058;197:19701:6:Z3360250889;197:19707:4:Z3359451364;
Cc1csc(F)c1,48,197:19701:5:Z3714333797;197:19701:6:Z3532778179;197:19702:8:Z3581997281;
Nc1csc2cccnc12,59,197:19701:5:Z4291039349;197:19701:5:Z4293938561;197:19701:5:Z4287237979;
CC1CC(F)CN1,57,197:19701:5:Z4207184560;197:19703:2:Z4205238244;197:19706:8:Z4214586439;
Clc1cccc2scc(Cl)c12,13,197:19701:5:Z2153408539;197:19724:1:Z317764266;197:19727:6:Z1919983458;
OC1CCC2CCNC1C2,84,197:19701:5:Z4266037515;197:19702:4:Z3585003359;197:19704:4:Z4066295673;
OC1CNCC12CC2,159,197:19701:5:Z3441231780;197:19701:5:Z1748049034;197:19701:5:Z3994463494;
C1CC2(C1)OCC1CC12,265,197:19701:5:Z2916797520;197:19701:6:Z2952948862;197:19701:8:Z2963784264;
Cc1ccnc2[nH]cnc12,55,197:19701:5:Z2782503300;197:19701:6:Z1353360145;197:19705:4:Z1353357110;
C1CNCCC2(C1)CCO2,29,197:19701:5:Z4270361759;197:19708:3:Z4270389930;197:19710:6:Z4270372641;
C1CC2CCC12,176,197:19701:5:Z4040712836;197:19701:6:Z4388613727;197:19701:9:Z4140976754;
CC1CCS(=O)(=O)N1C,231,197:19701:5:Z3572623535;197:19701:6:Z3578635548;197:19701:6:Z3700025769;
CC12CCC(CC1)OC2,106,197:19701:5:Z4598141502;197:19703:0:Z3540435955;197:19703:1:Z3443431902;
Cc1ncccc1N,75,197:19701:5:Z4484083476;197:19701:8:Z4473685786;197:19702:0:Z4491715935;
c1cc2cc3c(cc2o1)CCC3,119,197:19701:5:Z1453923176;197:19702:9:Z810800006;197:19703:1:Z1129655524;
c1ccc2c(c1)CCC21CCNC1,79,197:19701:5:Z2804589282;197:19701:6:Z4002759491;197:19702:3:Z2793129081;
Cn1cnc(=O)c2ccccc21,30,197:19701:5:Z4459750538;197:19707:4:Z3563543462;197:19712:4:Z1243482492;
CC1(C)CNCC1F,120,197:19701:5:Z4573177409;197:19701:8:Z4536443186;197:19701:8:Z4445474510;
CC1(O)CCCC1,98,197:19701:5:Z4769983707;197:19704:8:Z4772390175;197:19707:0:Z3318864290;
Cn1cnc2c(Cl)cccc21,53,197:19701:5:Z1698217123;197:19703:4:Z1698213030;197:19704:6:Z3300052415;
Clc1ccc2c(c1)CCC1(CCCC1)O2,63,197:19701:5:Z3682369851;197:19701:5:Z3682369850;197:19701:6:Z4118330413;
Cc1ccc2nc[nH]c(=O)c2c1,27,197:19701:5:Z1087063170;197:19709:0:Z1166125237;197:19709:1:Z430323600;
Cc1[nH]nc2cccc(Cl)c12,75,197:19701:5:Z4325928283;197:19702:4:Z4320700144;197:19705:0:Z4326720830;
Cc1cnc2cnccc2n1,53,197:19701:5:Z2972669716;197:19701:5:Z2973147747;197:19703:6:Z2969716605;
O=c1ccoc2cc(F)ccc12,310,197:19701:5:Z2066088702;197:19701:7:Z4235970491;197:19702:2:Z2081176803;
OC1CCNC2CCCCC12,145,197:19701:5:Z2776699218;197:19703:6:Z3987045153;197:19704:1:Z2784949958;
Cc1sc2nn[nH]c(=O)c2c1C,26,197:19701:5:Z1465174526;197:19704:7:Z1465092967;197:19725:6:Z4027895781;
C1CC2(C1)CNC21CCC1,36,197:19701:5:Z4590315983;197:19705:6:Z4600773609;197:19706:3:Z4590151191;
CC1C2CNCC12,68,197:19701:5:Z4329529464;197:19701:8:Z4329532296;197:19704:7:Z4329547259;
O=S1(=O)CCC12CCCCC2,86,197:19701:5:Z3627772731;197:19702:1:Z3627773364;197:19703:2:Z3627767935;
Fc1cc[nH]c1,67,197:19701:5:Z2223518486;197:19702:8:Z4026625173;197:19703:0:Z2922601138;
CC1(C)OC2CNCC2O1,183,197:19701:5:Z5039328550;197:19701:9:Z4908537699;197:19702:2:Z4612175798;
c1ccc2c(c1)OCc1cncn1-2,116,197:19701:5:Z3991270979;197:19702:0:Z3818176649;197:19702:4:Z3862978335;
Cc1ccc2ncsc2n1,70,197:19701:5:Z2954098814;197:19704:7:Z3833800423;197:19705:6:Z3390627222;
c1ncc2[nH]ccc2n1,39,197:19701:5:Z4890708751;197:19703:3:Z4343147325;197:19705:0:Z4223240625;
O=c1[nH]c2ccccc2c2sccc12,101,197:19701:5:Z4254071434;197:19703:6:Z3354616087;197:19706:0:Z3299229127;
c1ccc2c(c1)CNCC21CCC1,125,197:19701:5:Z2069509581;197:19701:7:Z2106792179;197:19701:8:Z2482135760;
O=c1ccc2ncccc2[nH]1,70,197:19701:5:Z2976388060;197:19704:7:Z2771399218;197:19705:5:Z3649182257;
Cc1ccc(C)n1N,39,197:19701:5:Z3382981544;197:19705:7:Z3381971512;197:19709:5:Z3382712877;
C=C1CCCC1,4,197:19701:5:Z4223511783;197:19724:0:Z4223511780;197:19778:3:Z1664987858;
CC1(C)NC2(CCNCC2)NC1=O,12,197:19701:5:Z2830949790;197:19704:7:Z2830955847;197:19720:1:Z2351386627;
O=C1Nc2ccccc2OC1(F)F,175,197:19701:5:Z2711459678;197:19701:6:Z2208633415;197:19701:6:Z4995408804;
FC=C1CNC1,158,197:19701:5:Z4880191110;197:19702:2:Z4880191544;197:19702:4:Z4880190233;
c1ccc2c(c1)CSCCN2,111,197:19701:5:Z4314868795;197:19702:0:Z4314853723;197:19702:2:Z4329286127;
C1CCOC2(CC1)CCNC2,232,197:19701:5:Z4152801786;197:19702:0:Z4154328126;197:19702:1:Z4153092125;
c1ccc2c(c1)CCSCC2,12,197:19701:5:Z1439706344;197:19715:3:Z1689595570;197:19720:5:Z1612898426;
CC1(C)CCC12CCNC2,60,197:19701:5:Z4327103387;197:19701:5:Z4327103388;197:19702:1:Z4173965862;
O=c1[nH]cnc2c(F)c(F)ccc12,5,197:19701:5:Z4000129859;197:19708:1:Z4000128085;197:19708:1:Z4238137058;
c1ncc2c3c(sc2n1)CCCC3,69,197:19701:5:Z1994203184;197:19704:0:Z1521867445;197:19705:9:Z1514110544;
Fc1cnc2c(c1)NCCC2,120,197:19701:5:Z4648987899;197:19703:5:Z4622895939;197:19704:8:Z4648986479;
CC1NCCc2c(Cl)cc(Cl)cc21,41,197:19701:5:Z1397049943;197:19705:4:Z3137208077;197:19705:4:Z3136612785;
FC1CNCCOC1,234,197:19701:5:Z4082245568;197:19701:8:Z4079976532;197:19702:2:Z4091654339;
c1cnc2c(c1)ccc1cc[nH]c12,33,197:19701:5:Z3798494657;197:19703:0:Z3844435409;197:19703:6:Z3844434374;
Cc1nc(O)cs1,78,197:19701:5:Z3095136473;197:19702:3:Z3181067184;197:19702:3:Z3181067251;
c1nc2c([nH]1)C1(CCNCC1)NCC2,78,197:19701:5:Z4294403390;197:19703:6:Z3060087468;197:19703:6:Z3583876967;
Cc1nccc2nncn12,75,197:19701:5:Z2347096407;197:19703:4:Z2347241332;197:19708:0:Z2347304732;
Clc1cccc2c1CCCN2,74,197:19701:5:Z1219878890;197:19702:2:Z1172999453;197:19702:6:Z1881714585;
c1cc2c(o1)COC2,144,197:19701:5:Z3191816641;197:19701:9:Z3194144252;197:19702:2:Z3084375432;
Cc1c(F)ccc2c1NCCC2,55,197:19701:5:Z5024487967;197:19702:6:Z2326200953;197:19703:1:Z4129824281;
FC1(F)C2CNCC1C2,63,197:19701:5:Z3174682659;197:19702:8:Z4276288748;197:19703:4:Z3054830383;
C1=CC2(CCNCC2)Oc2ccccc21,139,197:19701:5:Z3359125160;197:19703:5:Z2648322078;197:19703:7:Z3559248309;
O=S1(=O)CCNOCC1,168,197:19701:5:Z3092235744;197:19702:8:Z4142189621;197:19703:1:Z4142184487;
O=S1(=O)CCNc2cccnc21,19,197:19701:6:Z4870972065;197:19702:5:Z4870973467;197:19721:1:Z4870970806;
CC1CCC(C)NC1,464,197:19701:6:Z3191196315;197:19701:6:Z3175230157;197:19701:6:Z1565433909;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)COC3,16,197:19701:6:Z4080710517;197:19713:7:Z4080758900;197:19729:5:Z4080681767;
O=C1NCCc2ncccc21,174,197:19701:6:Z4642815572;197:19701:6:Z4642777315;197:19702:1:Z4642807887;
C1CCC2(C1)CNCC1(CCC1)O2,66,197:19701:6:Z3871848555;197:19701:9:Z4414435954;197:19702:7:Z3916063868;
Cc1cc2cc[nH]c2cc1F,137,197:19701:6:Z3517730773;197:19702:3:Z2860140999;197:19702:6:Z4324811892;
CC1NCCc2cc(Cl)c(Cl)cc21,35,197:19701:6:Z1414492238;197:19702:0:Z1414796061;197:19705:7:Z2072726056;
Oc1cccc2cccc(O)c12,55,197:19701:6:Z4309613776;197:19703:2:Z4313226845;197:19703:5:Z4313820785;
Fc1cnc2cccnc2c1,399,197:19701:6:Z2069569560;197:19702:1:Z2089401344;197:19702:3:Z2073003953;
c1ccc2c(c1)OC1(CCCC1)O2,77,197:19701:6:Z4236516276;197:19701:8:Z2721277961;197:19702:8:Z1305182238;
CC1CCCc2ccc(=O)[nH]c21,25,197:19701:6:Z3500949242;197:19707:4:Z2879225649;197:19708:2:Z4871615240;
c1ncc2c(n1)NCCCC2,17,197:19701:6:Z3831935175;197:19706:1:Z3556537079;197:19709:6:Z3557485284;
Cc1csc2ccc(Cl)cc12,82,197:19701:6:Z1997687963;197:19702:5:Z3416716193;197:19705:4:Z2881495616;
Cn1cnc2c1CCNC2,220,197:19701:6:Z2708318076;197:19702:6:Z1473321318;197:19702:6:Z2824522040;
NC1CNCC(F)C1,47,197:19701:6:Z3831985210;197:19702:9:Z3831974719;197:19707:8:Z4056265332;
CN1CC(=O)Nc2cncnc21,41,197:19701:6:Z3559967886;197:19703:1:Z3559419205;197:19708:9:Z3558416398;
Cc1c(F)cc(Cl)c2c1CCCN2,16,197:19701:6:Z3085983233;197:19702:4:Z2415465913;197:19710:4:Z2385957925;
c1ncn2c1COCC2,213,197:19701:6:Z3009365496;197:19702:3:Z3011574371;197:19702:3:Z4349144424;
C1CCC2(CC1)COCCN2,136,197:19701:6:Z4450395162;197:19702:6:Z4116536421;197:19703:2:Z2356200031;
Clc1ncc2c(n1)CCC2,15,197:19701:6:Z3833629893;197:19711:6:Z3556967121;197:19714:5:Z3556588996;
O=c1cc[nH]c2ncnn12,52,197:19701:6:Z4310321586;197:19702:8:Z1801520959;197:19704:0:Z4309379541;
O=c1[nH]ncc2cccnc12,7,197:19701:6:Z2993619259;197:19706:8:Z1478301304;197:19713:6:Z1627742922;
CC1CC2(C1)OCCO2,67,197:19701:6:Z4481297594;197:19704:2:Z5059819589;197:19705:1:Z4482267822;
Cc1ccc2ncn(C)c(=O)c2c1,19,197:19701:6:Z441392696;197:19706:4:Z441401092;197:19707:2:Z441394490;
Cc1cc2c(o1)CC(C)(C)CC2,153,197:19701:6:Z4056538695;197:19701:8:Z1838569230;197:19702:1:Z1602389740;
C1CC2NCCSC2C1,174,197:19701:6:Z1801911590;197:19701:7:Z3158920699;197:19702:8:Z2275431318;
Cc1cc2cc[nH]c(=O)c2n1C,11,197:19701:6:Z3339315659;197:19714:5:Z3339315901;197:19724:8:Z3339317057;
c1cc2c([nH]1)CCC2,150,197:19701:6:Z1894468690;197:19702:3:Z2718554292;197:19702:9:Z1616098093;
Clc1n[nH]c2nccnc12,3,197:19701:6:Z4169421584;197:19764:5:Z4169421850;197:19783:4:Z4169422456;
Nc1nn[nH]n1,11,197:19701:6:Z3053263929;197:19701:8:Z3045712667;197:19702:8:Z3054122284;
Cn1ccc(N)c1,45,197:19701:6:Z4207012736;197:19701:6:Z3386723882;197:19702:0:Z4206425636;
CC1NCCc2ccsc21,110,197:19701:6:Z3153095596;197:19702:0:Z3098382558;197:19703:2:Z2851062003;
CC1CC2CNCC2N1,86,197:19701:6:Z4054857428;197:19702:1:Z2828514989;197:19703:3:Z3578666095;
Fc1cc(F)c2c(c1)CCNC2,141,197:19701:6:Z4879749812;197:19703:4:Z3595455388;197:19703:8:Z3209017354;
c1cc2c(cn1)NCCS2,165,197:19701:6:Z1886469159;197:19701:7:Z3082322464;197:19702:4:Z1886468881;
O=C1CCC2(CCOCC2)CN1,96,197:19701:6:Z2595256864;197:19702:4:Z2595253652;197:19703:2:Z2595253175;
Cc1ccc2cc(O)ccc2n1,96,197:19701:6:Z3612101222;197:19702:0:Z3197841556;197:19704:7:Z3185808443;
O=c1ccc2ccncc2[nH]1,58,197:19701:6:Z3558611954;197:19704:1:Z3557686872;197:19706:6:Z3558633163;
CC1CCOCN1,37,197:19701:6:Z3055056178;197:19703:0:Z3055067311;197:19703:8:Z3055056344;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,58,197:19701:6:Z4996168242;197:19702:2:Z1503778465;197:19704:2:Z1503922916;
O=C1COc2ncncc2N1,36,197:19701:6:Z3557949170;197:19707:5:Z3556434948;197:19710:3:Z3556846203;
O=c1[nH]cnc2ccnn12,31,197:19701:6:Z2898390121;197:19703:5:Z3254877876;197:19709:0:Z2898388922;
O=C1NCCc2ncsc21,183,197:19701:6:Z3602871039;197:19701:9:Z3602878690;197:19702:9:Z3602868270;
C1NC2CC12,106,197:19701:6:Z4264900949;197:19702:4:Z3841337450;197:19702:4:Z4166613108;
Cc1ccc2nsnc2c1,115,197:19701:6:Z4613626999;197:19701:8:Z3611341452;197:19702:0:Z3603721332;
Cc1c[nH]c2ncccc12,101,197:19701:6:Z3554253573;197:19702:1:Z3525471332;197:19705:0:Z3526890297;
Clc1cc(Cl)c2ocnc2c1,22,197:19701:6:Z1918431630;197:19703:7:Z2745259523;197:19706:2:Z1217252195;
Cc1cc2[nH]ccc(=O)n2n1,111,197:19701:6:Z1193406869;197:19702:6:Z1786893565;197:19702:6:Z3522128816;
CC1CCC2(CCN2)CC1,67,197:19701:6:Z4142484690;197:19702:7:Z4503914851;197:19702:7:Z4142478235;
c1nnn2c1COC1CNCC12,148,197:19701:6:Z4465387328;197:19701:8:Z4474982954;197:19701:8:Z4474974896;
Fc1cccc2c1OCCN2,76,197:19701:6:Z4127400216;197:19703:6:Z3789361655;197:19703:6:Z4127397721;
O=S1(=O)CCn2cccc2C1,339,197:19701:6:Z4266912764;197:19701:9:Z4158300890;197:19702:0:Z4020978097;
C1CC2CC(C1)C2,72,197:19701:6:Z2776497299;197:19702:8:Z3855688851;197:19706:2:Z2781230354;
CC1(C)NCC(O)C1O,111,197:19701:6:Z4078639597;197:19702:4:Z4078632631;197:19703:1:Z4781017272;
O=c1[nH]c(O)c(O)[nH]1,2,197:19701:6:Z1914224720;197:19702:8:Z2067394743;
Fc1cccs1,73,197:19701:6:Z4430371878;197:19704:6:Z2589878645;197:19705:1:Z2589879159;
CC1(C)CC(C)(C)C12OCCO2,35,197:19701:6:Z4251431842;197:19701:8:Z4252054240;197:19702:2:Z4251200736;
CC1(C)CC(=O)NCCN1,82,197:19701:6:Z2915525794;197:19703:0:Z2915530492;197:19703:3:Z2915528309;
O=C1CCc2scnc21,26,197:19701:6:Z4364974997;197:19703:4:Z4364965938;197:19705:4:Z4364973249;
Oc1ncc[nH]1,86,197:19701:6:Z4199616584;197:19703:8:Z3049961364;197:19704:8:Z3049034414;
C1CC2CSCC1N2,65,197:19701:6:Z3408861490;197:19706:7:Z3444366263;197:19707:2:Z3609529422;
Cn1ccn(C)c1=O,216,197:19701:6:Z2913549345;197:19701:9:Z2892451628;197:19701:9:Z2890494378;
Cc1c(F)ccc2scnc12,50,197:19701:6:Z1402242556;197:19703:3:Z1419127708;197:19707:1:Z1402241528;
CC1(C)OCC(O)CO1,46,197:19701:6:Z4264438060;197:19701:9:Z4267284109;197:19701:9:Z4275574667;
O=S1(=O)CCC2(CCN2)C1,191,197:19701:6:Z3613104876;197:19701:7:Z3613104620;197:19701:8:Z3678949851;
OC12CC3CC(C1)CC(O)(C3)C2,2,197:19701:6:Z4307736533;197:19740:1:Z4307377157;
Nc1nccc2c1CNCC2,113,197:19701:6:Z2692038733;197:19702:6:Z3361879083;197:19703:4:Z4230091760;
c1ccc2c(c1)OCCCCO2,87,197:19701:6:Z2257601513;197:19702:7:Z3999940043;197:19702:7:Z3831694351;
CC1CNC(C)(C)CN1,79,197:19701:6:Z3795406966;197:19701:7:Z4088296151;197:19701:9:Z4295667354;
Nc1nccn2nccc12,40,197:19701:6:Z4320371436;197:19701:7:Z4325132969;197:19702:3:Z4319403369;
O=C1Cc2ccc(F)cc2N1,24,197:19701:6:Z3098657102;197:19702:4:Z3095731987;197:19704:9:Z3302555452;
O=c1[nH]cnc2cccnc12,75,197:19701:6:Z2851313339;197:19702:2:Z2850484035;197:19704:4:Z2850131624;
C1=NOC2OCCC12,31,197:19701:6:Z4630017116;197:19707:8:Z4630120637;197:19708:1:Z4643884236;
NC1CC2(CCCCN2)C1,66,197:19701:7:Z3385150565;197:19706:7:Z3385152219;197:19707:7:Z3519184955;
CN1CCNc2cccc(F)c21,76,197:19701:7:Z4908773339;197:19705:4:Z4132430451;197:19705:7:Z4344119681;
Oc1n[nH]c2c1CNCC2(F)F,123,197:19701:7:Z5019087996;197:19703:2:Z5024937206;197:19704:0:Z5024983860;
Cn1ncc2cnc(Cl)nc21,50,197:19701:7:Z2792409483;197:19710:7:Z5061128973;197:19711:6:Z3078414791;
O=C1NCC2CCCC1N2,54,197:19701:7:Z3712713212;197:19702:8:Z3712714653;197:19704:5:Z3653449958;
CC1CN2CCCCC2CN1,222,197:19701:7:Z3842362784;197:19702:2:Z1862173243;197:19702:2:Z1632423472;
c1ccc2c(c1)CCc1scnc1-2,17,197:19701:7:Z3516208804;197:19710:1:Z3516783498;197:19713:7:Z3517100455;
Cn1cnc2cn[nH]c2c1=O,81,197:19701:7:Z4448572617;197:19701:7:Z4448580255;197:19702:3:Z4241588264;
CC1CCSC1,186,197:19701:7:Z2103203288;197:19702:0:Z3653401737;197:19702:7:Z2072972091;
Clc1ccc2c(c1)COCO2,177,197:19701:7:Z1120894571;197:19702:2:Z1027473650;197:19703:2:Z1179876387;
FC1(F)CCC2CC1CN2,206,197:19701:7:Z4125600755;197:19701:9:Z3101447897;197:19703:2:Z3078406743;
Cc1nc2cccc(Cl)c2nc1C,83,197:19701:7:Z4259665963;197:19703:0:Z4266696206;197:19703:2:Z4266670616;
Cc1nc2c3c(ccc2[nH]1)NCCC3,48,197:19701:7:Z4876308804;197:19702:7:Z4490142237;197:19704:9:Z4066280179;
c1ccc2c(c1)NCCCS2,125,197:19701:7:Z442440586;197:19701:9:Z4132048898;197:19702:4:Z1822714823;
NC1CCc2nccn2C1,146,197:19701:7:Z4709053220;197:19702:0:Z3793854597;197:19702:4:Z4064486785;
Cc1cnc(Cl)o1,66,197:19701:7:Z4294319812;197:19702:2:Z4286206288;197:19703:3:Z5056140863;
Cn1cc(Cl)nc1F,36,197:19701:7:Z4255620383;197:19702:9:Z4255631956;197:19703:4:Z4255632476;
c1cc2cnncc2o1,31,197:19701:7:Z1439569033;197:19702:5:Z1159127716;197:19704:9:Z1159113464;
Nc1ncnc2[nH]ncc12,108,197:19701:7:Z2612215180;197:19701:8:Z2610827424;197:19702:0:Z2611532847;
Cc1cnccc1Cl,132,197:19701:7:Z4641170253;197:19702:6:Z4153199404;197:19703:8:Z4294786450;
c1ccc2c(c1)NCC21CC1,103,197:19701:7:Z1554800032;197:19702:6:Z3105355254;197:19702:8:Z2771282228;
Cc1cccc2c1CNCCN2,25,197:19701:7:Z1575988259;197:19703:1:Z2369975807;197:19705:4:Z4080051267;
C1CC2CNOC2C1,143,197:19701:7:Z3049751173;197:19702:7:Z3143478533;197:19703:0:Z3053784868;
Cc1ncncc1Cl,20,197:19701:7:Z3503012317;197:19705:3:Z3503018529;197:19706:8:Z4611197145;
CN1CCNc2ccc(Cl)cc21,44,197:19701:7:Z4131986524;197:19705:4:Z3474176952;197:19706:8:Z2821162467;
CC1CCC(C)(C)N1,85,197:19701:7:Z3134259573;197:19702:6:Z2840409833;197:19704:2:Z2979479024;
FC1CC2CCC(C1)N2,126,197:19701:7:Z4402158235;197:19701:8:Z4466143277;197:19702:5:Z4408478292;
CC1CCC(=O)CN1,120,197:19701:7:Z2962585677;197:19701:9:Z3696190172;197:19702:6:Z2952286414;
Clc1coc2ccccc12,73,197:19701:7:Z4029091704;197:19703:2:Z2456279765;197:19703:6:Z2453271967;
O=C1CC(O)c2cc(Cl)ccc2N1,106,197:19701:7:Z4326941434;197:19701:9:Z4318923266;197:19702:6:Z4320231553;
Cc1cc(C)c(C)s1,34,197:19701:7:Z4138222996;197:19706:4:Z3357527831;197:19712:1:Z3357529928;
Cc1ccc2ccoc2n1,225,197:19701:7:Z4910546796;197:19701:7:Z1529213244;197:19702:3:Z1479808402;
Cc1c[nH]c(C)n1,51,197:19701:7:Z2948881989;197:19701:7:Z2769178670;197:19702:2:Z2947988467;
Fc1c(Cl)ccc2cc[nH]c12,45,197:19701:7:Z3049275856;197:19704:9:Z3570971137;197:19706:1:Z3209550724;
Nc1ncnc2c1CNCC2,158,197:19701:7:Z4351053330;197:19702:1:Z4031356481;197:19703:2:Z4115806201;
Cc1cc(=O)n2ccccc2n1,146,197:19701:7:Z2026418498;197:19702:6:Z4271033687;197:19704:1:Z2863409614;
C=C1CC2NCCC12,14,197:19701:7:Z4999802612;197:19708:4:Z4999803426;197:19711:3:Z4999802724;
NC1CCCCCNC1,57,197:19701:7:Z4054714962;197:19702:3:Z4054716282;197:19703:5:Z2827506301;
CC1(C)CCC1=O,87,197:19701:7:Z3588144609;197:19706:7:Z3321965605;197:19707:4:Z3314936125;
Cc1nc2ccc(O)cc2c(=O)[nH]1,86,197:19701:7:Z4227832780;197:19702:0:Z4146665712;197:19705:2:Z4150606165;
CC1NCCCC12CCC2,56,197:19701:7:Z3916543858;197:19703:5:Z4095822273;197:19704:1:Z3916547580;
C1CCC2NCC2C1,162,197:19701:7:Z2642407266;197:19702:4:Z2642397502;197:19703:2:Z2201597502;
Fc1ccc2c(c1F)CCCN2,73,197:19701:7:Z4191136095;197:19702:1:Z4191147557;197:19702:9:Z4191147623;
c1ccc2nc3sccc3cc2c1,82,197:19701:7:Z2326474753;197:19703:3:Z1250381026;197:19703:9:Z30915482;
O=c1[nH]cnc2[nH]cnc12,14,197:19701:7:Z3999901477;197:19712:8:Z2589240715;197:19714:7:Z2983032610;
Cc1cnoc1C,121,197:19701:7:Z2295297848;197:19702:6:Z4326827134;197:19703:2:Z2980691349;
CC1(C)CC2CNCC21,68,197:19701:7:Z3997011568;197:19705:1:Z3996414964;197:19705:7:Z3996885441;
Clc1ccc2cc3n(c2c1)CCNC3,95,197:19701:7:Z1894500937;197:19701:9:Z1893291790;197:19704:0:Z1893288065;
CN1C=CCNC1=O,21,197:19701:7:Z2769178670;197:19706:0:Z374113360;197:19711:8:Z3638852227;
Cc1cn2nccc2cn1,98,197:19701:7:Z2851528894;197:19701:9:Z3394849023;197:19703:6:Z3388847196;
CN1CNC(=O)C12CNC2,175,197:19701:7:Z3614830281;197:19702:0:Z3614839472;197:19702:1:Z3614828284;
NC1CNCCc2ccccc21,89,197:19701:7:Z3798091147;197:19702:5:Z3798096233;197:19702:8:Z4591315090;
CN1CC2CCC1CN2,23,197:19701:7:Z4279645067;197:19711:5:Z4221897905;197:19712:0:Z4221937135;
O=S1(=O)Cc2ccc(Cl)cc2N1,11,197:19701:8:Z1552010185;197:19723:4:Z1552011020;197:19727:4:Z1552008920;
C=c1[nH]c(=O)c(=C)s1,40,197:19701:8:Z64368938;197:19704:6:Z1899169873;197:19709:9:Z46616073;
Clc1ccc2ncoc2c1,44,197:19701:8:Z1447126147;197:19704:3:Z3638794162;197:19704:9:Z4326174621;
CC1NCC2CCCCC21,39,197:19701:8:Z4466653131;197:19703:2:Z4403503520;197:19705:4:Z4385966790;
Cc1ccc2ccnn2c1C,176,197:19701:8:Z3058512002;197:19701:8:Z3612737222;197:19702:8:Z3493071160;
CC(C)=CF,86,197:19701:8:Z4226193794;197:19702:7:Z4221245466;197:19703:7:Z4226451931;
C1CC2CC1NN2,39,197:19701:8:Z2719107665;197:19703:8:Z2719097788;197:19704:7:Z4165791298;
c1cnc2cnoc2c1,39,197:19701:8:Z4403939388;197:19702:2:Z4403939172;197:19704:6:Z4949463096;
FC1CC2(CCC2)C1,241,197:19701:8:Z4088529235;197:19701:8:Z4088535819;197:19701:8:Z3607787557;
c1ccc2c(c1)CC1(CCC1)C2,40,197:19701:8:Z4879168520;197:19709:7:Z4876899768;197:19712:2:Z4962997181;
Nc1ccnc(Cl)n1,43,197:19701:8:Z4350639640;197:19701:9:Z4350303232;197:19702:4:Z4350964896;
CC1CC2(CC2)C1,65,197:19701:8:Z3547167842;197:19701:9:Z3545836619;197:19702:4:Z3584306901;
O=c1cc(O)cco1,62,197:19701:8:Z2802755584;197:19704:1:Z2802751363;197:19705:8:Z2080099808;
CC1(C)CCNC(=O)c2ccoc21,276,197:19701:8:Z4166841912;197:19701:9:Z4022007297;197:19701:9:Z4020419045;
Cn1cnc2c1CCOC2,113,197:19701:8:Z3207147593;197:19702:0:Z3092027143;197:19702:2:Z3092024964;
CC1CCNC2(CC2)C1,26,197:19701:8:Z4094117203;197:19704:3:Z4094124772;197:19707:1:Z3821312629;
Cc1cccc(Cl)c1F,13,197:19701:8:Z3843789250;197:19701:8:Z3843785812;197:19707:9:Z3843780706;
NC12CCCC(CC1)C2,87,197:19701:8:Z4923526881;197:19702:8:Z4923628434;197:19703:2:Z4923529806;
CC1(C)CCNCCS1,137,197:19701:8:Z1928796246;197:19702:6:Z4297923175;197:19702:9:Z1920539545;
NC1CS(=O)(=O)C1,43,197:19701:8:Z4059817850;197:19703:4:Z3514296947;197:19713:0:Z4058550410;
CC1(C)CCCCC1=O,46,197:19701:8:Z3575378125;197:19706:4:Z2341832645;197:19716:7:Z3573677878;
