fragment_smiles,occurences,example_ligands
CN1CCC2(CCNC2)CC1,239,103:10300:1:Z4418825515;103:10300:4:Z4140236463;103:10300:6:Z4303850880;
Cn1ccc(Cl)c1,2262,103:10300:1:Z3726393615;103:10300:2:Z1409531794;103:10300:5:Z1408809609;
C1=NC2CCCCC2S1,56,103:10300:1:Z4225599570;103:10300:1:Z4225577156;103:10300:2:Z4603125606;
CC1CCC(=O)N(C)C1,393,103:10300:1:Z4278703358;103:10300:1:Z4388297113;103:10300:4:Z4125266470;
c1cnsn1,4633,103:10300:1:Z4349396618;103:10300:1:Z3726393829;103:10300:2:Z2351104426;
Oc1ccc2c(n1)NCCC2,101,103:10300:1:Z3545827017;103:10300:4:Z3549369073;103:10301:6:Z4476595232;
Fc1cccc2c1CNCC2,746,103:10300:1:Z4057293263;103:10300:1:Z1559430056;103:10300:1:Z1560024170;
Cc1ccc2nccc(=O)n2c1,349,103:10300:1:Z3700202175;103:10300:3:Z3320728341;103:10300:4:Z4322533833;
CC1CNC2(CCC2)CO1,105,103:10300:1:Z2642286369;103:10300:1:Z2485126194;103:10300:2:Z2642286275;
C1CCCC2(CC1)OCCO2,286,103:10300:1:Z3589073367;103:10300:1:Z4253525332;103:10300:3:Z3366502950;
Cc1ccc2cnn(C)c2n1,294,103:10300:1:Z1555270387;103:10300:2:Z2076937681;103:10300:3:Z2208109250;
CC1(C)CCC2(CCN2)CC1,77,103:10300:1:Z3645846667;103:10300:1:Z3645847069;103:10300:1:Z3684882953;
CC1(C)CCCC(C)(C)O1,847,103:10300:1:Z3576484580;103:10300:1:Z3819613263;103:10300:1:Z4223513254;
Oc1ccncn1,2889,103:10300:1:Z2702166512;103:10300:1:Z3191482281;103:10300:2:Z3058747132;
CC1NC(C)c2ccccc21,80,103:10300:1:Z3802801025;103:10302:9:Z3841877328;103:10305:8:Z4094936181;
C1CC2CNCC1C2,4549,103:10300:1:Z3794009441;103:10300:1:Z4571067626;103:10300:2:Z1535801044;
C1NCC2CC1C2,1125,103:10300:1:Z5037136312;103:10300:3:Z4503612298;103:10300:4:Z3531302958;
O=c1ccc2c([nH]1)CCCC2,1091,103:10300:1:Z2958840226;103:10300:1:Z1454991154;103:10300:4:Z952184158;
O=C1CC2(CCC2)NCCN1,130,103:10300:1:Z3313723819;103:10300:1:Z2805269437;103:10300:4:Z4002765434;
C1=NOC2(C1)CCNC2,210,103:10300:1:Z4347376250;103:10300:9:Z4407798225;103:10301:0:Z4353368208;
Nc1cnccn1,1902,103:10300:1:Z2437001222;103:10300:6:Z2452733057;103:10300:7:Z224531426;
Cc1ccc2cn[nH]c2c1,273,103:10300:1:Z4998973921;103:10300:1:Z1841937358;103:10301:3:Z2275900023;
Cc1cc(F)ccc1F,925,103:10300:1:Z2645387037;103:10300:4:Z3056734233;103:10300:5:Z1378611845;
Cc1ccc2c(c1)CCNC2,171,103:10300:1:Z3177552149;103:10300:1:Z1841149078;103:10300:5:Z3194978718;
Cc1cnn2cccnc12,488,103:10300:1:Z3177552149;103:10300:4:Z3358768386;103:10300:6:Z3093399231;
Cc1ncc2c(C)csc2n1,132,103:10300:1:Z1623884251;103:10300:1:Z1688295513;103:10300:6:Z1256578498;
c1ncn2nccc2n1,102,103:10300:1:Z3828318322;103:10300:3:Z3829163960;103:10301:4:Z4390284910;
c1ncc2nn[nH]c2n1,399,103:10300:1:Z3830535650;103:10300:1:Z3396074438;103:10300:1:Z3076817139;
C1CNCCC2(C1)CCO2,27,103:10300:1:Z3830535650;103:10300:7:Z4270373318;103:10302:2:Z4270387502;
C1=CCOCC1,351,103:10300:1:Z4175382054;103:10300:2:Z4141547654;103:10300:4:Z4141325999;
Cc1ccc2cc(F)ccc2n1,197,103:10300:1:Z4028924078;103:10300:1:Z4045137075;103:10300:8:Z4075925121;
C1CNC2(C1)CCSCC2,217,103:10300:1:Z4029765348;103:10300:1:Z3655902041;103:10300:1:Z3791055577;
Oc1cccc2c1CCCC2,393,103:10300:1:Z3056941697;103:10300:3:Z2499417644;103:10300:3:Z2964347433;
CC1CCS(=O)(=O)CCN1,169,103:10300:1:Z1870692464;103:10300:6:Z4314476386;103:10300:7:Z1870700443;
CC1(C)CNc2ccccc2C1,80,103:10300:1:Z2228888371;103:10302:9:Z2407584203;103:10303:5:Z2713743357;
Clc1cc(Cl)c2c(c1)CCNC2,76,103:10300:1:Z2838195333;103:10300:1:Z1373555300;103:10300:2:Z2898639079;
Fc1cccc2cccnc12,951,103:10300:1:Z4299314863;103:10300:1:Z2913426782;103:10300:1:Z2644622462;
O=C1CC2CCCC2N1,280,103:10300:1:Z4192627499;103:10300:6:Z4196095628;103:10300:7:Z4193362453;
O=C1CSCCN1,1476,103:10300:1:Z3137569442;103:10300:3:Z2953098571;103:10300:6:Z2949286086;
NC1CCC(F)(F)C1,157,103:10300:1:Z3790697674;103:10300:1:Z4878761159;103:10300:2:Z3793839236;
O=C1CC2(CCOCC2)CN1,238,103:10300:1:Z2923889032;103:10300:1:Z2928151051;103:10300:3:Z2289661094;
C1CNCC2(CC2)CN1,1261,103:10300:1:Z5060655610;103:10300:1:Z5060673506;103:10301:4:Z5058230878;
CC12CCC(CC1)CO2,174,103:10300:1:Z3569567860;103:10300:8:Z3569568615;103:10301:0:Z3049671139;
C1COCCC2(C1)CCN2,236,103:10300:1:Z4642462132;103:10300:7:Z4645176992;103:10301:2:Z4636252742;
C1CCC2(C1)CCC2,2926,103:10300:1:Z3396074438;103:10300:2:Z4962954787;103:10300:2:Z4574888905;
Fc1cc(F)c2c(c1)CCCN2,74,103:10300:1:Z3078878047;103:10300:1:Z3078877745;103:10300:1:Z3078877755;
Cn1ncc2c1CCCNC2,283,103:10300:1:Z2334883851;103:10300:2:Z2334882427;103:10300:4:Z2500087169;
O=c1ccc2ccc(F)cc2[nH]1,576,103:10300:1:Z1248794152;103:10300:3:Z3505222738;103:10300:3:Z3620158062;
OC1CCNC12CCSC2,194,103:10300:1:Z2956442275;103:10300:4:Z2620086054;103:10300:5:Z2619436528;
OC1CCCC12CCC2,173,103:10300:1:Z4620973285;103:10301:0:Z3615332475;103:10301:3:Z3615332586;
Cc1nn(C)c2[nH]ncc12,122,103:10300:1:Z3443805928;103:10300:1:Z3697296406;103:10300:7:Z1205110932;
Cc1cccc2c1NCC2,255,103:10300:1:Z509706596;103:10300:7:Z1638258143;103:10300:7:Z4058773783;
Cn1nccc1N,1044,103:10300:1:Z1673223213;103:10300:1:Z2859615816;103:10300:2:Z1676984345;
CC1(C)CNCC2(CNC2)O1,313,103:10300:1:Z3383359551;103:10300:5:Z3133295515;103:10300:6:Z3133272797;
C1CC2(CCN1)CCOCC2,815,103:10300:1:Z3383359551;103:10300:2:Z3699323265;103:10300:4:Z3342578594;
CC1(C)CC2(CCNC2)CO1,207,103:10300:1:Z4132133416;103:10301:0:Z3776399514;103:10301:6:Z4047074540;
Clc1ccnc2c1CCCN2,83,103:10300:1:Z4132133416;103:10300:4:Z4132128531;103:10301:9:Z4132126786;
CC1CCC2(CCCO2)CC1,117,103:10300:1:Z4451163707;103:10300:4:Z3611953516;103:10300:4:Z3611953219;
c1ccc2c(c1)CCC1(CCNCC1)O2,93,103:10300:1:Z2953244218;103:10300:1:Z3550869902;103:10301:6:Z3134468042;
OC1CNC2COCC12,124,103:10300:1:Z3633515145;103:10300:1:Z3519976683;103:10300:2:Z3435204939;
CC1CCC2(CCN(C)CC2)O1,40,103:10300:1:Z3836243937;103:10300:6:Z2927564134;103:10301:7:Z2927730187;
CN1CCCc2ccccc21,1316,103:10300:1:Z4247919394;103:10300:1:Z1408948660;103:10300:1:Z3093493779;
Cc1cn(C)nc1C,68,103:10300:1:Z1224688887;103:10300:2:Z1144428494;103:10305:0:Z1144426120;
c1cc2n(n1)CCO2,1300,103:10300:1:Z4098055518;103:10300:1:Z4098098657;103:10300:1:Z4098008912;
Clc1ccnc2ccccc12,346,103:10300:1:Z4930215519;103:10300:1:Z3478659061;103:10300:2:Z4267094300;
C1CC2COCC(C1)N2,202,103:10300:1:Z4390852159;103:10300:6:Z4116422936;103:10300:7:Z4262913809;
NC1CCC2CNCC2C1,75,103:10300:1:Z3889368593;103:10301:4:Z3889369197;103:10301:9:Z3889374076;
Cc1cc(C)c2c(c1)CCCO2,371,103:10300:1:Z4035157811;103:10300:1:Z4035157792;103:10300:4:Z4641258503;
FC1CC2(CCNC2)C1,162,103:10300:1:Z4035157811;103:10300:1:Z4035157792;103:10300:9:Z4029467677;
Cc1cc2n(n1)CCNC2,431,103:10300:1:Z3315333163;103:10300:1:Z3056032700;103:10300:1:Z5014515509;
C1CC2(CCS1)CC2,890,103:10300:1:Z2645180468;103:10300:3:Z2375176754;103:10300:3:Z2370691091;
OC1CCNCC1O,852,103:10300:1:Z4506923088;103:10300:1:Z2802961251;103:10300:1:Z4478982559;
c1[nH]nc2c1NCCC2,149,103:10300:1:Z1928113251;103:10300:1:Z2921186445;103:10300:8:Z2923952075;
CN1CCNc2cc(Cl)ccc21,76,103:10300:1:Z1361287194;103:10301:2:Z4128297438;103:10301:7:Z1533770688;
CC1CCC(C)(C)N1,110,103:10300:1:Z2641353756;103:10300:3:Z3709749426;103:10300:9:Z2840388836;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,88,103:10300:1:Z2641353756;103:10300:2:Z1143334362;103:10300:5:Z1145665220;
CC1(C)CC2(CCC2)C1,646,103:10300:1:Z4140580437;103:10300:4:Z4080962439;103:10300:6:Z3595452191;
O=C1CCCC2CNCC2N1,215,103:10300:1:Z4140580437;103:10300:4:Z4166855543;103:10300:6:Z3437839515;
Cn1ccc2ccccc2c1=O,813,103:10300:1:Z3175653940;103:10300:1:Z2059861613;103:10300:2:Z1864244855;
Cn1ncc2nc[nH]c(=O)c21,102,103:10300:1:Z3687257000;103:10301:4:Z5035320340;103:10303:1:Z3687331843;
CC1(C)CCc2oncc2C1,476,103:10300:1:Z2849091509;103:10300:2:Z2802773515;103:10300:5:Z2794766679;
OC1C2CCCC1CNC2,345,103:10300:1:Z2311877275;103:10300:1:Z4111834860;103:10300:4:Z1344146828;
Cn1cnc2ccc(Cl)cc21,264,103:10300:1:Z2794117374;103:10300:1:Z4143289047;103:10300:2:Z3797696483;
Clc1cnc2n1NCCC2,72,103:10300:1:Z4270341023;103:10300:7:Z4217071753;103:10301:6:Z4771544063;
C1CC2OCCC2CN1,198,103:10300:1:Z2457461636;103:10301:4:Z2433801533;103:10301:8:Z4406495453;
O=C1NCCCC1(F)F,325,103:10300:1:Z2875143403;103:10300:1:Z3613254489;103:10300:5:Z3575744825;
Cc1cccnc1N,141,103:10300:1:Z2974203833;103:10300:7:Z4204726073;103:10300:9:Z3620102282;
Clc1ccc2c(c1)OCCCO2,267,103:10300:1:Z1440486499;103:10300:3:Z1273248341;103:10300:5:Z1496988329;
CC1CC2(CCO1)CNCC(C)O2,155,103:10300:1:Z1976726031;103:10300:3:Z3137040469;103:10300:6:Z1966466308;
C1SC2CC1C2,420,103:10300:1:Z4330047225;103:10301:9:Z4318236218;103:10307:2:Z4313836610;
O=C1c2ccccc2NC2CCCN12,35,103:10300:1:Z4127809467;103:10300:3:Z4127798815;103:10300:3:Z4127817875;
Cc1nc2c(s1)CCCC2,1005,103:10300:1:Z1628010618;103:10300:1:Z4017607953;103:10300:1:Z4274225946;
c1ccc2c(c1)CNOC2,135,103:10300:1:Z2115507458;103:10300:4:Z2141006974;103:10301:8:Z2141012034;
NC12CCC(C1)OC2,137,103:10300:1:Z3699556964;103:10300:2:Z4055892304;103:10300:5:Z4212447462;
O=C1COc2ccccc2CN1,89,103:10300:1:Z4010834989;103:10300:7:Z3204706519;103:10303:4:Z2930613112;
O=C1Cc2ccc(Cl)cc2N1,326,103:10300:1:Z3637244088;103:10300:1:Z3637229962;103:10300:1:Z3637203945;
FC1(F)CCCCNCC1,113,103:10300:1:Z5017800420;103:10300:1:Z5017802119;103:10300:5:Z4446317655;
C1CCN2CCOCC2C1,597,103:10300:1:Z1537716977;103:10300:1:Z1538233331;103:10300:6:Z3209666844;
c1ccc2snnc2c1,325,103:10300:1:Z4485733696;103:10300:1:Z4485880597;103:10300:8:Z4489987509;
Cc1ccoc1C,2184,103:10300:1:Z4013097407;103:10300:1:Z2782278244;103:10300:6:Z4596339607;
CC1CCCCN1C,1447,103:10300:1:Z2269449603;103:10300:3:Z2958392200;103:10300:5:Z1601884025;
Nc1ncncn1,1025,103:10300:1:Z4024672283;103:10300:1:Z2494434124;103:10300:4:Z2328372794;
OC1CC2CCC1C2,1942,103:10300:1:Z4104022243;103:10300:1:Z2228252300;103:10300:1:Z4156304392;
c1cnn2nnnc2c1,98,103:10300:1:Z1665975220;103:10300:6:Z1689592476;103:10301:2:Z1958772585;
Cc1c[nH]c2ccccc2c1=O,58,103:10300:1:Z3060702307;103:10300:7:Z2500390374;103:10301:3:Z4216396737;
C1CCC2(C1)CC2,4897,103:10300:1:Z2854492624;103:10300:1:Z4922012091;103:10300:1:Z4154744053;
CC1(C)Cc2ncsc2C(C)(C)O1,52,103:10300:1:Z4466525107;103:10300:6:Z4107073547;103:10301:8:Z3177447516;
Cc1cccc2[nH]ncc12,426,103:10300:1:Z1236412602;103:10300:2:Z4771070717;103:10300:2:Z1780683949;
C1CNCC2(C1)CNCCO2,592,103:10300:1:Z3518993636;103:10300:2:Z3144965638;103:10300:5:Z4033021377;
C1CCC2CCNC2CC1,293,103:10300:1:Z4144035630;103:10300:9:Z3385373254;103:10301:4:Z3380878623;
Cc1n[nH]c(=O)o1,298,103:10300:1:Z2835046709;103:10300:8:Z2838395242;103:10300:8:Z4025104804;
Cn1ccc2cc(F)ccc21,255,103:10300:1:Z1962267712;103:10300:4:Z1969730991;103:10301:8:Z2911811057;
O=c1[nH]nccc1Cl,598,103:10300:1:Z2797535454;103:10300:1:Z3009776357;103:10300:2:Z3080316302;
Cc1ccc2cc(C)ccc2c1,117,103:10300:1:Z2909737073;103:10302:5:Z2989165122;103:10302:8:Z2959793604;
C1CNC2CC2C1,1935,103:10300:1:Z3378930922;103:10300:2:Z1220413796;103:10300:3:Z3105642857;
Cc1ccc(F)cc1F,1488,103:10300:1:Z1554929462;103:10300:1:Z3176744554;103:10300:2:Z2852382505;
FC1(F)CCNC1,3931,103:10300:1:Z3646330129;103:10300:1:Z4638520830;103:10300:1:Z3622339844;
C1=NCCS1,590,103:10300:1:Z5053892162;103:10300:1:Z2168967332;103:10300:2:Z4325786263;
CC1CCNCCN1,4212,103:10300:1:Z4095991266;103:10300:1:Z3055651984;103:10300:1:Z4022930026;
c1cnc2nccn2c1,2264,103:10300:1:Z3391393735;103:10300:2:Z1851444486;103:10300:2:Z1245983960;
O=C1C2CCCCC1CCC2,180,103:10300:1:Z2777443680;103:10300:3:Z4472185460;103:10300:5:Z2769885791;
C1COC2CNCC2O1,210,103:10300:1:Z3714357543;103:10300:3:Z3650338468;103:10300:8:Z3644801168;
c1nc2c([nH]1)CNCC2,284,103:10300:1:Z2227115032;103:10300:7:Z4971486922;103:10301:0:Z5001604154;
Nc1nccn2nccc12,85,103:10300:1:Z4326483142;103:10303:2:Z4326642286;103:10304:7:Z4612553626;
Cc1cccc2cccnc12,766,103:10300:1:Z2862470789;103:10300:3:Z3844911725;103:10300:3:Z3838253048;
O=S1(=O)NCC2CNCCN21,208,103:10300:1:Z2952863741;103:10300:5:Z2920393581;103:10300:5:Z2954807947;
Cc1cc2[nH]ncc2c(=O)[nH]1,26,103:10300:1:Z2981450880;103:10303:3:Z2881201718;103:10306:5:Z2881201673;
Oc1cnc2ccccc2n1,114,103:10300:1:Z4483300145;103:10300:6:Z4493153646;103:10301:3:Z4906985473;
Cc1ccc2ccoc2c1,461,103:10300:1:Z3297973097;103:10300:5:Z4476437386;103:10300:5:Z4574174058;
Cc1cc(C)c(C)cc1C,316,103:10300:1:Z4577486678;103:10300:2:Z56150947;103:10300:4:Z4247631442;
C1OC2(CNC2)C2CC12,179,103:10300:1:Z4178213608;103:10300:3:Z3597412078;103:10300:6:Z3408911454;
c1cnc2c(c1)NCC2,361,103:10300:1:Z4648145309;103:10300:1:Z4132160893;103:10300:1:Z4132156335;
CC1(C)OCCCO1,1173,103:10300:1:Z4489807772;103:10300:2:Z4503536249;103:10300:2:Z4320418864;
CC1CN(C)c2ccccc2CN1,117,103:10300:1:Z4293133362;103:10300:2:Z4324628445;103:10300:7:Z2679283117;
Clc1cccc2c1OCCC2,149,103:10300:1:Z4262149066;103:10301:7:Z809316570;103:10301:8:Z4109770797;
c1cc2c3c(c1)NCCC3CCC2,50,103:10300:1:Z1984361030;103:10300:3:Z4320208725;103:10301:0:Z2958161622;
CC1(C)CNCc2ccc(F)cc21,106,103:10300:1:Z4388297113;103:10300:6:Z4421932198;103:10301:0:Z4404072146;
O=C1NCCCn2cccc21,248,103:10300:1:Z4207624321;103:10300:1:Z4299356111;103:10300:8:Z4281532021;
CC1(C)OC2CCC1C2,192,103:10300:1:Z5045404021;103:10300:7:Z5045528959;103:10300:7:Z5044233741;
Fc1cccc2nn[nH]c12,172,103:10300:1:Z4299144517;103:10300:1:Z4281079421;103:10301:4:Z4312190291;
C1CCC2CCOC2CC1,283,103:10300:1:Z3320979938;103:10300:4:Z3780904736;103:10300:8:Z3595709109;
Cc1cc(=O)n2ccsc2n1,127,103:10300:1:Z2410721513;103:10300:1:Z4276251006;103:10300:9:Z2066952718;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,10,103:10300:1:Z4122259268;103:10302:9:Z4216756267;103:10304:9:Z4216755300;
C1COC2(CCN1)CCSCC2,198,103:10300:1:Z4229707170;103:10300:4:Z3603719452;103:10300:6:Z3648084579;
C1CNC2(C1)CCC1(CC2)OCCO1,60,103:10300:1:Z4640336360;103:10302:4:Z4644234490;103:10305:1:Z4640329011;
FC1CCC2CCC12,138,103:10300:1:Z4610714137;103:10300:5:Z4610561066;103:10301:6:Z4610701853;
CC1CNc2ccccc2SC1,62,103:10300:1:Z2913862769;103:10300:9:Z4636235267;103:10305:8:Z1511585057;
CC1CCCC(C)NC1,107,103:10300:1:Z1271251506;103:10301:2:Z1677807200;103:10301:2:Z1308270975;
C1=NOC2CNCC12,532,103:10300:1:Z4448448290;103:10300:4:Z4201161637;103:10300:4:Z4201077132;
CC1CCOC2(CCC2)C1,220,103:10300:1:Z3618095026;103:10300:6:Z2876891222;103:10300:8:Z3475075049;
Cc1cc(C)cc(O)c1,461,103:10300:1:Z4022737230;103:10300:3:Z4021959345;103:10300:3:Z4021114363;
C=C1NC(=O)c2ccccc21,357,103:10300:1:Z367210890;103:10300:1:Z2225447503;103:10300:4:Z3180134289;
Cc1c(F)ccc2c1NCCC2,66,103:10300:1:Z4191099623;103:10300:2:Z3085735443;103:10301:0:Z4129832952;
Cc1cc2sccc2s1,380,103:10300:1:Z4573583356;103:10300:2:Z2873071781;103:10303:7:Z4478626046;
Cc1cc2cncnc2s1,184,103:10300:1:Z1537085322;103:10300:2:Z2700928060;103:10300:4:Z3078366822;
c1cnc2c(n1)CCNC2,198,103:10300:1:Z2647947201;103:10300:5:Z2647943105;103:10300:9:Z3151919756;
Clc1ccc2c(c1)CCCN2,225,103:10300:1:Z3404920989;103:10300:2:Z4387060002;103:10300:2:Z3638895253;
Cc1ccc2c(cnn2C)n1,225,103:10300:1:Z4018697122;103:10300:5:Z4077298815;103:10300:5:Z3841901979;
Cc1cnc(C)[nH]1,1995,103:10300:1:Z4025893005;103:10300:1:Z2658117544;103:10300:6:Z3367772366;
Cc1cccc(C)c1O,646,103:10300:1:Z1486862478;103:10300:1:Z1663206924;103:10300:1:Z1866623790;
Nc1nc2c(s1)CCCC2,255,103:10300:1:Z4962455229;103:10300:3:Z2482089396;103:10300:3:Z4065935149;
FC1(F)CC12CNC2,355,103:10300:1:Z3806939888;103:10300:2:Z2495862648;103:10300:2:Z4392944079;
CN1c2ccccc2C(C)(C)S1(=O)=O,82,103:10300:1:Z2707047173;103:10300:1:Z3206978042;103:10300:8:Z2715212256;
c1cnon1,1021,103:10300:1:Z3577616744;103:10300:1:Z3549929147;103:10301:7:Z3539944455;
Cc1c(F)ccn2ccnc12,254,103:10300:1:Z4468532068;103:10301:5:Z4468531230;103:10301:6:Z4468538757;
CC1(C)OCc2cncnc21,71,103:10300:1:Z4362600585;103:10301:5:Z4362612634;103:10302:5:Z4362604312;
CN1CCC2(CCCN2)CC1,190,103:10300:1:Z4540802149;103:10300:1:Z1564295469;103:10300:2:Z1566995729;
FC1(F)CCc2[nH]ncc2C1,190,103:10300:1:Z4540802149;103:10300:2:Z4636340726;103:10300:3:Z4541418641;
O=c1[nH]cnc2[nH]ncc12,348,103:10300:1:Z2504001264;103:10300:4:Z4169452182;103:10300:6:Z4081299632;
C1CC2(CNC2)N1,282,103:10300:1:Z2911903324;103:10300:1:Z3079518284;103:10300:2:Z3645920824;
OC1CCNCCC1(F)F,227,103:10300:1:Z3606678126;103:10300:1:Z3207457950;103:10300:2:Z3191377816;
O=C1NC2CCC1CC2,120,103:10300:1:Z4075681472;103:10300:5:Z4068438089;103:10301:2:Z4083481601;
Cc1cn(C)cn1,1752,103:10300:1:Z2974929011;103:10300:1:Z2970805974;103:10300:2:Z3346461715;
Cc1nnc2n1CCC2,641,103:10300:1:Z3542712208;103:10300:4:Z3557444831;103:10300:5:Z3575446769;
Nc1ccncc1Cl,872,103:10300:1:Z4287991654;103:10300:3:Z4105455946;103:10300:4:Z4600928155;
NC1CC2CCCC(C1)C2,123,103:10300:1:Z2393691195;103:10300:3:Z2361344894;103:10301:1:Z2606663569;
Fc1ccc(F)c2c1OC1CNCC1O2,79,103:10300:1:Z2413770307;103:10300:3:Z2413771575;103:10301:3:Z4193943055;
c1cc2c(s1)CCSC2,842,103:10300:1:Z2484772472;103:10300:3:Z1427406086;103:10300:6:Z4886638817;
C1CCC2(C1)CNCCO2,386,103:10300:1:Z4578522575;103:10300:2:Z2648668365;103:10300:3:Z1440731880;
C1COCC2(CCOCC2)N1,131,103:10300:1:Z3633336488;103:10300:3:Z3633340257;103:10300:5:Z4339035368;
CN1CCc2ccccc2C1=O,776,103:10300:1:Z2569735281;103:10300:1:Z1906429844;103:10300:2:Z1424631413;
C1OC2CNCC2O1,175,103:10300:1:Z3602130863;103:10300:7:Z3378981210;103:10300:9:Z3602088724;
CN1CCCCc2ccccc21,134,103:10300:1:Z3640505731;103:10300:3:Z3552653435;103:10300:3:Z2669656365;
Oc1ccnc2ccnn12,93,103:10300:1:Z3640505731;103:10301:4:Z3640507483;103:10302:3:Z4257949638;
O=S1(=O)CCNNCC1,119,103:10300:1:Z3173607194;103:10300:8:Z3060273642;103:10300:9:Z3174311881;
O=C1CCc2ccc(F)cc2N1,726,103:10300:1:Z2171236100;103:10300:2:Z1448443354;103:10300:2:Z1756313104;
O=C1CCNC2CCCCCN12,121,103:10300:1:Z3093046382;103:10300:3:Z3209300373;103:10300:5:Z3093045162;
O=S1(=O)CCC12CCNCC2,416,103:10300:1:Z4979063396;103:10300:1:Z4205134375;103:10300:2:Z4980522719;
c1ncc2c[nH]nc2n1,84,103:10300:1:Z3493092904;103:10300:7:Z3493123178;103:10304:2:Z3629865398;
c1ccc2oncc2c1,2086,103:10300:1:Z4406691975;103:10300:1:Z2611682122;103:10300:2:Z2774605805;
FC1=CCCNC1,516,103:10300:1:Z3894079374;103:10300:2:Z4278486461;103:10300:6:Z3299357236;
CC12CCC(CN1)C2,180,103:10300:1:Z3894079374;103:10300:3:Z3056781557;103:10301:3:Z3384170817;
Cc1cn2ccncc2n1,271,103:10300:1:Z1869798020;103:10300:2:Z4054193802;103:10300:4:Z4089922670;
C1CNCSC1,193,103:10300:1:Z4947635359;103:10300:2:Z4932062045;103:10300:5:Z3367183557;
C1CNCC2(C1)OCC1CC12,130,103:10300:1:Z4305065590;103:10300:2:Z3624318706;103:10301:2:Z3442223238;
Fc1ccc2c(c1)CNCCO2,192,103:10300:1:Z1900894027;103:10300:2:Z1903450095;103:10300:9:Z1900890363;
OC1CCC2(CC1)OCCO2,214,103:10300:1:Z4042579383;103:10300:4:Z2072087559;103:10301:4:Z2270165662;
Clc1ccc2nncn2c1,151,103:10300:1:Z3715085953;103:10300:2:Z4012809367;103:10300:4:Z3697641127;
C1CC2NCCC2CN1,1990,103:10300:1:Z4026030538;103:10300:3:Z3562184995;103:10300:3:Z3522679235;
C1NCC2CC1CN2,2263,103:10300:1:Z3699771298;103:10300:2:Z3702122309;103:10300:4:Z3498986360;
CC1CNCC(C)S1=O,91,103:10300:1:Z1842509159;103:10300:1:Z1842505668;103:10301:0:Z1842524671;
FC1(F)CCC2(CC1)CNCCO2,155,103:10300:1:Z4001634015;103:10300:1:Z3842135905;103:10300:2:Z4089536780;
Cn1cc2c(n1)CCNC2,479,103:10300:1:Z3382561875;103:10300:1:Z3706642940;103:10300:3:Z3341294732;
c1cc2c(cn1)NCCCC2,134,103:10300:1:Z4132755864;103:10300:2:Z4132759137;103:10300:2:Z4132761209;
O=S1(=O)CCc2ccccc21,1933,103:10300:1:Z3357282769;103:10300:2:Z4960775533;103:10300:2:Z1974119372;
C1CCC2(C1)OCCO2,1531,103:10300:1:Z2972540185;103:10300:1:Z1889118981;103:10300:1:Z2883293765;
Fc1ccc2[nH]cnc2c1,918,103:10300:1:Z3353160807;103:10300:2:Z3297843091;103:10300:2:Z2632013950;
NC12CCNCC1C2,62,103:10300:1:Z4448593698;103:10300:6:Z4453719612;103:10301:1:Z4448592869;
CC1(C)COC2(CCNCC2)OC1,192,103:10300:1:Z4224794364;103:10300:4:Z1031176086;103:10301:4:Z4972724087;
CC1=CCCO1,3612,103:10300:1:Z2219718787;103:10301:2:Z1616020514;103:10302:1:Z3316181735;
CC1CCNCCS1=O,168,103:10300:1:Z1867080163;103:10300:4:Z1864101508;103:10300:5:Z3176257587;
O=C1COC2CCNCC2N1,274,103:10300:1:Z3899599953;103:10300:5:Z3833647723;103:10300:9:Z3834600156;
CN1CC2CCCCC2C1,198,103:10300:1:Z3618381316;103:10300:3:Z5018679195;103:10300:3:Z3618381098;
CC1CCn2ncnc2N1,248,103:10300:1:Z4303038190;103:10300:3:Z4335502626;103:10300:5:Z4304577079;
Cn1ccc(=O)c2ccccc21,130,103:10300:1:Z2860208508;103:10301:4:Z2773885501;103:10301:9:Z2767202269;
Cc1ncsn1,728,103:10300:1:Z1661473989;103:10300:1:Z1955723915;103:10300:2:Z3297843091;
C1COCC2(C1)CCC2,1687,103:10300:1:Z3092707759;103:10300:1:Z4350887161;103:10300:2:Z2868709149;
C1COCCOC1,2006,103:10300:1:Z4412536384;103:10300:1:Z2201645011;103:10300:2:Z2201947416;
O=C1CNC(=O)c2ccccc2N1,267,103:10300:1:Z2223739675;103:10300:7:Z5050562604;103:10301:0:Z5050468527;
C1=NOC2COCC12,557,103:10300:1:Z3815578744;103:10300:1:Z3890001740;103:10300:4:Z3919126212;
C1CCC2(C1)CCNCC2,1159,103:10300:1:Z1327832249;103:10300:4:Z4055389727;103:10300:6:Z3798121864;
c1cnc2[nH]nnc2c1,325,103:10300:1:Z2201980519;103:10300:5:Z1578659240;103:10300:6:Z2643659065;
CN1CCCNc2ccccc21,148,103:10300:1:Z4126504317;103:10300:6:Z4447626197;103:10302:1:Z1239380339;
c1cc2c(cn1)NCCO2,184,103:10300:1:Z1882856504;103:10300:3:Z4112234626;103:10300:6:Z1348917754;
CC1CCCc2[nH]ncc21,258,103:10300:1:Z2915375937;103:10300:5:Z4470741981;103:10300:6:Z2916655200;
Cc1cc2ccccc2[nH]c1=O,229,103:10300:1:Z3055242996;103:10300:7:Z2234647817;103:10300:9:Z3621739435;
