fragment_smiles,occurences,example_ligands
Cc1cnc[nH]1,3472,16:01600:0:Z3613159113;16:01600:0:Z2702223024;16:01600:0:Z2791613815;
Nc1ncc2c(n1)CNC2,182,16:01600:0:Z4275408524;16:01600:3:Z4275407097;16:01602:1:Z4275412777;
C1CC2CNC(C1)C2,2958,16:01600:0:Z3045985258;16:01600:0:Z3498429990;16:01600:2:Z5017622164;
CN1CCCC1=O,11116,16:01600:0:Z3535912948;16:01600:0:Z2697991884;16:01600:0:Z3103366884;
FC1(F)CCC1,16025,16:01600:0:Z1867111835;16:01600:0:Z2186684795;16:01600:0:Z4505916799;
O=S1(=O)CCNCC1,3878,16:01600:0:Z2640973859;16:01600:1:Z3671754494;16:01600:1:Z5007807852;
Clc1cccc(Cl)c1,12494,16:01600:0:Z1166178294;16:01600:0:Z3402533883;16:01600:0:Z2927147733;
CC1CN(C)CCN1,550,16:01600:0:Z1166178294;16:01600:1:Z1554735340;16:01600:2:Z1176881398;
O=c1[nH]ncc2c1CCNC2,188,16:01600:0:Z4272420911;16:01600:7:Z3650042266;16:01601:0:Z3650026593;
c1ccc2nsnc2c1,2026,16:01600:0:Z4421301542;16:01600:1:Z3506046924;16:01600:1:Z2787626896;
NC1CC2CNCC1C2,231,16:01600:0:Z4595776772;16:01600:1:Z5043316389;16:01600:2:Z5038142928;
Clc1cncs1,3499,16:01600:0:Z4595776772;16:01600:0:Z1941351224;16:01600:0:Z4053864754;
CC1CNCCS(=O)C1,521,16:01600:0:Z1872316395;16:01600:3:Z1981188998;16:01601:0:Z4638568403;
Fc1cccc2c1CCC2,1040,16:01600:0:Z1323707274;16:01600:0:Z2077649731;16:01600:0:Z1538242874;
O=c1[nH]c2ccccc2o1,1952,16:01600:0:Z2257089077;16:01600:0:Z2107479674;16:01600:0:Z3708968823;
Cn1cc(Cl)cn1,6156,16:01600:0:Z3049762040;16:01600:0:Z3171934391;16:01600:0:Z4265929252;
O=C1C2CCCC1COC2,139,16:01600:0:Z1532076023;16:01601:0:Z3206012487;16:01601:4:Z3539506212;
CC1CC(O)C1,574,16:01600:0:Z4140908102;16:01600:1:Z4181303330;16:01600:2:Z4251986170;
OC1CC2CCC(C1)N2,548,16:01600:0:Z3402533883;16:01600:3:Z4418335500;16:01600:3:Z3627213118;
CC1(C)CCCC(O)C1,744,16:01600:0:Z2641553379;16:01600:0:Z1784529689;16:01600:1:Z3644094796;
FC1CCCCC1,10057,16:01600:0:Z2641553379;16:01600:0:Z1874457028;16:01600:0:Z4284895098;
Fc1cccc(Cl)c1,13257,16:01600:0:Z1447532563;16:01600:0:Z1499156090;16:01600:0:Z3364458506;
C1CCSCC1,15962,16:01600:0:Z1447532563;16:01600:0:Z2140932947;16:01600:0:Z1747389028;
c1ccc2c(c1)CCOC2,5458,16:01600:0:Z3152159252;16:01600:0:Z4141494260;16:01600:0:Z3565549513;
C1OC2CC3CC1C2C3,399,16:01600:0:Z2829920820;16:01600:7:Z4293513897;16:01601:0:Z2771518940;
CC1=NOCC1,2383,16:01600:0:Z3627530687;16:01600:0:Z4484196022;16:01600:0:Z3512077824;
FC1(F)CCCC1,8464,16:01600:0:Z3899489825;16:01600:0:Z4322372408;16:01600:0:Z3520019512;
OC1CNCC12CCOCC2,211,16:01600:0:Z3899489825;16:01600:1:Z3899485148;16:01600:7:Z3818071228;
CC1CNCC(C)O1,5633,16:01600:0:Z3195122277;16:01600:0:Z4027062427;16:01600:0:Z4023707710;
c1cc2ccsc2s1,454,16:01600:0:Z3195122277;16:01600:0:Z4027062427;16:01600:0:Z4023707710;
Cc1ccns1,2292,16:01600:0:Z3383863547;16:01600:0:Z1882426964;16:01600:2:Z4375829808;
Cc1n[nH]c2c1CCCC2,542,16:01600:0:Z3534900968;16:01600:6:Z3509247274;16:01600:6:Z3509214151;
C1CC2(CCN1)CC2,2659,16:01600:0:Z3382493871;16:01600:0:Z3784061418;16:01600:0:Z1535767141;
C1CCC23CNCC2(C1)COC3,141,16:01600:0:Z4032948667;16:01600:6:Z2648717922;16:01600:6:Z2605496458;
O=C1COC2(CCNCC2)N1,299,16:01600:0:Z3040117103;16:01600:2:Z3040575068;16:01600:2:Z3041597487;
c1ccc2[nH]cnc2c1,5841,16:01600:0:Z1541921757;16:01600:0:Z3789286458;16:01600:0:Z1822687931;
c1ccnnc1,18178,16:01600:0:Z3907225675;16:01600:0:Z4276136206;16:01600:0:Z5047387086;
CC1CCCC(C)N1,2377,16:01600:0:Z2950927281;16:01600:0:Z4608816495;16:01600:0:Z3877666002;
OC1CNCC(O)C1O,275,16:01600:0:Z2950927281;16:01600:1:Z2950914425;16:01600:6:Z2914267015;
Cc1ccnnc1C,1153,16:01600:0:Z3873961460;16:01600:0:Z1230563435;16:01600:1:Z1210151842;
CC1CNC(C)(C)CO1,353,16:01600:0:Z4040104274;16:01600:3:Z1844230464;16:01600:4:Z1584595225;
C1CNCCSC1,1950,16:01600:0:Z3009426330;16:01600:0:Z1718399439;16:01600:1:Z1563304406;
NC1CC(O)C1,1258,16:01600:0:Z4208193981;16:01600:0:Z4144616260;16:01600:0:Z4208460830;
FC1(F)CCCOC1,1633,16:01600:0:Z4208193981;16:01600:0:Z4144616260;16:01600:0:Z2977785820;
Cc1ccc(C)cc1,5075,16:01600:0:Z848848202;16:01600:0:Z4121188965;16:01600:0:Z3365890565;
C1CC2CCC(C1)C2,1250,16:01600:0:Z4232019265;16:01600:0:Z3354619531;16:01600:0:Z4081867065;
Cc1nncs1,7302,16:01600:0:Z2721071909;16:01600:0:Z1733811556;16:01600:0:Z2777547764;
C1COCC2(CC2)CN1,542,16:01600:0:Z3526261026;16:01600:0:Z2835120995;16:01600:0:Z4406075802;
C1CC2CNCC12,8178,16:01600:0:Z2974525158;16:01600:0:Z4643405693;16:01600:0:Z4435917654;
c1ccc2c(c1)CCCN2,4207,16:01600:0:Z2452048375;16:01600:0:Z4401206371;16:01600:0:Z1002970440;
Fc1cccc(F)c1,23749,16:01600:0:Z4194924877;16:01600:0:Z4825942350;16:01600:0:Z851164388;
c1nc2c(s1)CCCC2,2831,16:01600:0:Z3613955541;16:01600:0:Z3714740438;16:01600:0:Z1747389028;
C1NC2CC1C2,9270,16:01600:0:Z3808713799;16:01600:0:Z3522381854;16:01600:0:Z4273801654;
O=C1CCCNC1,406,16:01600:0:Z3589153003;16:01600:2:Z4277170947;16:01600:2:Z3589150992;
c1cc2n(n1)CCCC2,5355,16:01600:0:Z3948482374;16:01600:0:Z2647883399;16:01600:0:Z2591490318;
CC1(C)CNC1,4959,16:01600:0:Z4214038428;16:01600:0:Z3101437400;16:01600:0:Z3506200474;
C1CNCCNC1,9820,16:01600:0:Z3048723719;16:01600:0:Z647473230;16:01600:0:Z2862675334;
Cc1cnco1,9826,16:01600:0:Z1589672800;16:01600:0:Z3362314361;16:01600:0:Z3323611147;
c1ccc2c(c1)CCCC2,5302,16:01600:0:Z1247360961;16:01600:0:Z1396413106;16:01600:0:Z2917994060;
CC1CCCCN1,16287,16:01600:0:Z4025996598;16:01600:0:Z4477648494;16:01600:0:Z2607318485;
FC1(F)CCC12CNC2,330,16:01600:0:Z2184540365;16:01600:1:Z2841790560;16:01600:7:Z2184548845;
Cc1cc(C)n(C)n1,4767,16:01600:0:Z941197062;16:01600:0:Z3816973135;16:01600:0:Z3496951766;
CC1(C)CC2(CC2)C1,814,16:01600:0:Z3622760760;16:01600:0:Z4229909853;16:01600:1:Z3522471799;
c1cnc2cccnc2c1,867,16:01600:0:Z3053499264;16:01600:0:Z3053503601;16:01600:2:Z2976014734;
C1OCC2CC12,6016,16:01600:0:Z2625809454;16:01600:0:Z2876365380;16:01600:0:Z2640534489;
CC1CCC(C)NC1,1261,16:01600:0:Z3794433397;16:01600:0:Z3791223130;16:01600:1:Z4352849799;
C1CCC2(CC1)CCNCC2,549,16:01600:0:Z3794433397;16:01600:0:Z3791223130;16:01600:0:Z3795998469;
Cc1c[nH]cn1,4341,16:01600:0:Z2715225993;16:01600:0:Z1451093350;16:01600:0:Z3360541357;
Cc1[nH]c(=O)sc1C,622,16:01600:0:Z4591690352;16:01600:1:Z1081390338;16:01600:4:Z1511881844;
FC1(F)CC12CCCC2,1294,16:01600:0:Z3640626824;16:01600:0:Z3575347896;16:01600:0:Z3401078082;
CC1CCN1,5001,16:01600:0:Z3653584522;16:01600:0:Z4562752697;16:01600:0:Z4211939803;
CC1(C)CC1,10179,16:01600:0:Z2605553419;16:01600:0:Z4276136206;16:01600:0:Z3176678726;
Cc1ncc2ccc(F)cc2n1,26,16:01600:0:Z4192004795;16:01601:8:Z4191741108;16:01602:4:Z4191862703;
CC1(C)CNCc2c(F)cccc21,31,16:01600:0:Z4155936995;16:01602:3:Z4157928208;16:01608:0:Z4155934390;
Cc1nncn1C,3128,16:01600:0:Z647473230;16:01600:0:Z2825268290;16:01600:0:Z3437578923;
Cc1c(F)ccn2ccnc12,136,16:01600:0:Z4492527167;16:01600:2:Z4492171174;16:01600:4:Z4480800491;
Cn1cnnc1,15318,16:01600:0:Z2850868678;16:01600:0:Z3354619531;16:01600:0:Z3159797313;
C1CC2COCCN2C1,866,16:01600:0:Z2221188784;16:01600:0:Z3554840937;16:01600:3:Z2767904556;
c1ccc2c(c1)CCCS2,855,16:01600:0:Z3495890278;16:01600:0:Z1441023458;16:01600:1:Z3624162597;
c1nnc2n1CCCC2,3351,16:01600:0:Z1899608799;16:01600:0:Z1438173011;16:01600:0:Z4877046268;
CC1COCCN1,7860,16:01600:0:Z2381393567;16:01600:0:Z4262284284;16:01600:0:Z4152893986;
c1ccc2scnc2c1,6411,16:01600:0:Z2381393567;16:01600:0:Z3369678008;16:01600:0:Z1413846482;
CC1NCCNC1=O,1245,16:01600:0:Z1896998102;16:01600:0:Z4660316946;16:01600:1:Z3513746768;
Cc1cc(C)n2ncnc2n1,259,16:01600:0:Z4381100697;16:01600:4:Z3378739706;16:01600:5:Z3092581508;
OC1CCC1,28665,16:01600:0:Z4381100697;16:01600:0:Z3816959340;16:01600:0:Z4205803841;
Cc1cc(C)cc(C)c1,1808,16:01600:0:Z1803572110;16:01600:0:Z1653160518;16:01600:1:Z3321231443;
C1CC2CCNC2C1,3624,16:01600:0:Z2927147733;16:01600:0:Z4066131097;16:01600:1:Z3320907872;
CC1(C)CCNC1,9332,16:01600:0:Z3683230806;16:01600:0:Z3196540933;16:01600:0:Z2706715229;
c1cnc2cc[nH]c2c1,1376,16:01600:0:Z4406047584;16:01600:3:Z2861568375;16:01600:3:Z3665580769;
CC1CCOCCN1,669,16:01600:0:Z4406047584;16:01600:0:Z1927576388;16:01600:1:Z2893614239;
Cc1cc(Cl)[nH]n1,1204,16:01600:0:Z3646523737;16:01600:1:Z2892806060;16:01600:3:Z3360152173;
CC1CNCC(C)(C)C1,430,16:01600:0:Z1658259926;16:01600:1:Z1652804086;16:01600:1:Z1655923740;
O=S1CCCC1,644,16:01600:0:Z1658259926;16:01600:0:Z3660808950;16:01600:0:Z1427635455;
Clc1cc2sccc2s1,127,16:01600:0:Z3159797313;16:01600:2:Z4042189630;16:01601:3:Z3051100032;
Cn1c(=O)oc2ccccc21,743,16:01600:0:Z3816959340;16:01600:5:Z2407289854;16:01600:7:Z2292021370;
CC1CCCC1(F)F,1170,16:01600:0:Z3898492476;16:01600:1:Z3898495024;16:01600:3:Z3898496588;
C1CCC2(C1)CC2,5943,16:01600:0:Z3053602416;16:01600:0:Z4402166024;16:01600:0:Z4921650614;
Oc1ccnnc1,284,16:01600:0:Z3053602416;16:01600:4:Z3053576596;16:01600:5:Z3049037036;
CC1CSCCN1,1995,16:01600:0:Z4101448573;16:01600:0:Z4101371760;16:01600:0:Z4099177929;
Cn1ccncc1=O,1077,16:01600:0:Z1272273165;16:01600:3:Z3592048190;16:01600:4:Z1383678128;
C1CCC2(C1)OCCO2,1690,16:01600:0:Z3620987950;16:01600:0:Z2870530502;16:01600:1:Z2117276400;
Cc1cnon1,2854,16:01600:0:Z3319821305;16:01600:0:Z4733718657;16:01600:1:Z2096757627;
CC1(C)COCCN1,2443,16:01600:0:Z3319821305;16:01600:0:Z3372561338;16:01600:0:Z2859707302;
CC1CCc2ccsc2S1(=O)=O,46,16:01600:0:Z2185020762;16:01604:9:Z2153787785;16:01606:5:Z2153780462;
C1CNCCN1,57394,16:01600:0:Z1718264772;16:01600:0:Z4004018161;16:01600:0:Z4448221632;
CC1=CSCCO1,1033,16:01600:0:Z4256320787;16:01600:2:Z2317508136;16:01600:2:Z2643949384;
c1ccc2nccnc2c1,1623,16:01600:0:Z4256320787;16:01600:0:Z730054562;16:01600:0:Z1874727364;
CC1(C)COCCO1,4402,16:01600:0:Z4481879919;16:01600:0:Z4394085152;16:01600:0:Z4458970772;
c1cn[nH]n1,8452,16:01600:0:Z2221860687;16:01600:0:Z3315491193;16:01600:0:Z5006889983;
Nc1ncccn1,1576,16:01600:0:Z4922228863;16:01600:1:Z4232938094;16:01600:1:Z4050038048;
CC1CCCNCC1,1285,16:01600:0:Z2833446768;16:01600:0:Z2308530866;16:01600:0:Z4482826883;
O=C1CCc2ccc(F)cc2N1,123,16:01600:0:Z3672282455;16:01602:1:Z1937191366;16:01602:9:Z4574376616;
O=C1CCNC(=O)N1,3446,16:01600:0:Z3535398552;16:01600:0:Z3540934693;16:01600:1:Z3211492047;
OC1C2COC1CN2,1227,16:01600:0:Z3834029090;16:01600:0:Z4138784568;16:01600:0:Z3819649570;
Fc1cccc2ncsc12,260,16:01600:0:Z3834029090;16:01600:0:Z4138784568;16:01600:2:Z3361551607;
Cc1cc(C)on1,8833,16:01600:0:Z4484301941;16:01600:0:Z3610163451;16:01600:0:Z2853718724;
Cc1cc[nH]n1,21081,16:01600:0:Z2963997049;16:01600:0:Z3176678726;16:01600:0:Z3633368415;
Cc1c[nH]nc1C,779,16:01600:0:Z3188540643;16:01600:0:Z4310116815;16:01600:2:Z3204333121;
c1cc2c(o1)CCCC2,1461,16:01600:0:Z3188540643;16:01600:0:Z4116848780;16:01600:0:Z3711714069;
CC1(C)CCCN1,9595,16:01600:0:Z4611101632;16:01600:0:Z4066020420;16:01600:0:Z3590435737;
CC1CCc2n[nH]cc2C1,310,16:01600:0:Z2837594987;16:01600:1:Z4612274865;16:01600:3:Z2879331727;
C1CCC2(CC1)CCN2,618,16:01600:0:Z2837594987;16:01600:1:Z2122558589;16:01600:1:Z2277566201;
CN1CC2CCCCC2C1,178,16:01600:0:Z3054650627;16:01600:0:Z3138776053;16:01600:8:Z4121869991;
CC1CC1C,6429,16:01600:0:Z3203556649;16:01600:0:Z4024436302;16:01600:0:Z4112645711;
Nc1nncs1,1404,16:01600:0:Z3203556649;16:01600:1:Z2754524783;16:01600:1:Z2832097242;
Oc1ccccn1,4589,16:01600:0:Z2184862563;16:01600:0:Z4227556796;16:01600:0:Z4226393934;
Cn1nnc2c1CCCC2,1011,16:01600:0:Z2374421005;16:01600:0:Z2963551981;16:01600:0:Z3799715870;
Cc1nccn1C,2817,16:01600:0:Z4032739479;16:01600:0:Z4006744460;16:01600:0:Z2717314281;
C1COC2(C1)CCNCC2,1052,16:01600:0:Z3370510620;16:01600:3:Z4213312263;16:01600:4:Z3054801010;
CC1(C)OCCO1,5032,16:01600:0:Z3538624443;16:01600:0:Z3369678008;16:01600:0:Z3368955924;
Cc1cnc(C)s1,2768,16:01600:0:Z4335219500;16:01600:0:Z4219606196;16:01600:0:Z1786227074;
Cc1cc(O)no1,311,16:01600:0:Z4285097507;16:01600:1:Z4285548904;16:01600:2:Z4282052374;
O=C1CNCN1,3131,16:01600:0:Z1840510607;16:01600:0:Z4314902056;16:01600:1:Z1841590157;
FC12CNCC(C1)C2,936,16:01600:0:Z3644755783;16:01600:1:Z3665048091;16:01600:3:Z3797937679;
Cn1cnc2cccnc21,560,16:01600:0:Z4171715811;16:01600:0:Z4029114399;16:01600:1:Z1862634597;
CC1COC1,5389,16:01600:0:Z1289548577;16:01600:0:Z1764617028;16:01600:0:Z1330742768;
C1CNC2CCCC2C1,1259,16:01600:0:Z1289548577;16:01600:0:Z3711298706;16:01600:1:Z1566746689;
FC12CCC(CNC1)C2,651,16:01600:0:Z3907254916;16:01600:0:Z3778224988;16:01600:1:Z4092920574;
O=S1(=O)CCNc2sccc21,103,16:01600:0:Z4264279842;16:01600:6:Z4264295182;16:01601:7:Z4230104741;
c1ccc2sccc2c1,5883,16:01600:0:Z3860661424;16:01600:0:Z1702107099;16:01600:0:Z1334675452;
Cc1cc(C)nc(C)n1,316,16:01600:0:Z3051375071;16:01600:6:Z4465471380;16:01601:3:Z1698805232;
Cc1cncc(C)c1,3404,16:01600:0:Z3051375071;16:01600:0:Z3877360414;16:01600:1:Z3046397444;
Cc1ccccc1F,10995,16:01600:0:Z2978166054;16:01600:0:Z2774227018;16:01600:0:Z1958837750;
O=C1CCNCCN1,1142,16:01600:0:Z3098601114;16:01600:1:Z4020757443;16:01600:3:Z4203407530;
c1cn2c(n1)CCCC2,5472,16:01600:0:Z3578601455;16:01600:0:Z4860608501;16:01600:0:Z3057937751;
Cc1csnn1,3361,16:01600:0:Z3055502038;16:01600:0:Z3078150457;16:01600:0:Z3806901374;
Oc1cccc(Cl)c1,1440,16:01600:0:Z4352962226;16:01600:0:Z2968646262;16:01600:1:Z4039335176;
c1n[nH]c2c1CCCC2,4647,16:01600:0:Z4352962226;16:01600:0:Z2640744667;16:01600:0:Z4486756674;
C1CC2(C1)COCCN2,1424,16:01600:0:Z4116121082;16:01600:0:Z1488251204;16:01600:1:Z3700758158;
CC1CC2CCC1C2,913,16:01600:0:Z4313713347;16:01600:2:Z4107014581;16:01600:2:Z3997439987;
FC1(F)CCCCC1,9731,16:01600:0:Z3632841293;16:01600:0:Z3506200474;16:01600:0:Z2500979090;
FC1(F)CCC2CC1CN2,257,16:01600:0:Z3618615398;16:01600:4:Z3056442594;16:01600:8:Z3618615817;
Cc1cc[nH]c1C,408,16:01600:0:Z3389096983;16:01600:2:Z3205193057;16:01601:3:Z3184907251;
C1CC2CC2N1,3700,16:01600:0:Z2117915283;16:01600:0:Z2607104169;16:01600:0:Z3522066942;
Fc1ccc2c(c1)CCC2,1580,16:01600:0:Z3583496641;16:01600:0:Z3583496779;16:01600:0:Z3438108902;
Fc1ccc2[nH]cnc2c1,600,16:01600:0:Z2981821775;16:01600:1:Z4228047955;16:01600:4:Z4028150870;
N=S1(=O)CCC2(CCCN2)C1,88,16:01600:0:Z4055867037;16:01601:1:Z3551591615;16:01602:0:Z4055867070;
C1CC2(C1)CCC2,13535,16:01600:0:Z3552956524;16:01600:0:Z3520619476;16:01600:0:Z4192028108;
CC1(C)CCCC1,4794,16:01600:0:Z3319031783;16:01600:0:Z2120662076;16:01600:1:Z3209289160;
NC1CNC1,795,16:01600:0:Z4208269794;16:01600:1:Z5060231389;16:01600:5:Z3231697688;
C1CC2(CCS1)CNC2,502,16:01600:0:Z4116662106;16:01600:2:Z3443246927;16:01600:2:Z4043032736;
Fc1ccc2ccccc2c1,178,16:01600:0:Z4078846920;16:01600:8:Z3603272997;16:01600:8:Z3298684199;
OC1CCOC1,8568,16:01600:0:Z2276635179;16:01600:0:Z2770149661;16:01600:0:Z3475051982;
c1ccc2c(c1)COC2,3162,16:01600:0:Z2276635179;16:01600:0:Z2770149661;16:01600:0:Z4284440088;
OC1CCSC1,1316,16:01600:0:Z4176580414;16:01600:0:Z2622516649;16:01600:1:Z1495300733;
OC1CCCC1,20497,16:01600:0:Z4294136987;16:01600:0:Z2619322546;16:01600:0:Z4086254578;
Cc1ncco1,7920,16:01600:0:Z1739017022;16:01600:0:Z4011883042;16:01600:0:Z2791319010;
Cc1cn2ccsc2n1,905,16:01600:0:Z1739017022;16:01600:2:Z1961178015;16:01600:3:Z2407978435;
C1CC2CCC1N2,6933,16:01600:0:Z3501226707;16:01600:0:Z2755629971;16:01600:0:Z1724315709;
O=C1CCCCC1,4840,16:01600:0:Z3337916872;16:01600:1:Z3552548052;16:01600:1:Z2273948040;
C1CCC2(CC1)CCOCC2,194,16:01600:0:Z1368918959;16:01600:3:Z3509032373;16:01602:2:Z2091641959;
O=c1ccc(F)c[nH]1,299,16:01600:0:Z1822536878;16:01600:0:Z4216118628;16:01600:8:Z5037836889;
Cc1cccnc1C,1065,16:01600:0:Z3856839528;16:01600:2:Z5036874148;16:01600:2:Z3049684007;
Cc1cccc2nccc(=O)n12,45,16:01600:0:Z4315413194;16:01600:8:Z787621002;16:01605:6:Z1667424410;
NC1CCCOC1,926,16:01600:0:Z4315413194;16:01600:1:Z5017774826;16:01600:2:Z4216354245;
c1ccc2c(c1)OCO2,5448,16:01600:0:Z2407853635;16:01600:0:Z2407864862;16:01600:0:Z2141773928;
C1CN2CCOCC2CN1,540,16:01600:0:Z3372561338;16:01600:0:Z2851056384;16:01600:1:Z4117815916;
Cc1n[nH]c2ccncc12,289,16:01600:0:Z3864032158;16:01600:2:Z4220204718;16:01600:2:Z4220225444;
CC1(C)CNCCN1,2674,16:01600:0:Z3864032158;16:01600:0:Z2218916275;16:01600:0:Z3545910545;
CC1C(O)CC2CCC1N2,291,16:01600:0:Z4346031459;16:01600:3:Z2784646393;16:01600:5:Z2883682771;
c1ccc2c(c1)CCCCC2,899,16:01600:0:Z2785883672;16:01600:0:Z1608462495;16:01600:1:Z2600795153;
CC1CC(F)CN1,367,16:01600:0:Z4522253303;16:01600:0:Z4211201088;16:01600:0:Z4429976225;
C1CC2CCC1O2,8898,16:01600:0:Z4522253303;16:01600:0:Z4211201088;16:01600:0:Z4252202599;
Cc1ncoc1C,1632,16:01600:0:Z2953210993;16:01600:1:Z3701233280;16:01600:2:Z1551760830;
c1ccn2ccnc2c1,5999,16:01600:0:Z1400726183;16:01600:0:Z1488251204;16:01600:0:Z2407462420;
NC1CCC2(CC1)CNCCO2,196,16:01600:0:Z4055427428;16:01600:0:Z4055053149;16:01600:4:Z3383969433;
NC1CCCNC1,2807,16:01600:0:Z3135815036;16:01600:0:Z3810993339;16:01600:0:Z3810997988;
Cc1cccc(O)c1,1736,16:01600:0:Z2641222366;16:01600:0:Z2091081692;16:01600:1:Z1720763203;
Cc1ccc(F)cc1,5618,16:01600:0:Z3652064612;16:01600:0:Z3604330926;16:01600:0:Z2719925589;
FC1(F)CCC2CC21,1727,16:01600:0:Z3772182518;16:01600:0:Z3772155536;16:01600:1:Z3821321436;
C1CC2CCC(C1)S2,1598,16:01600:0:Z2929736501;16:01600:1:Z2963027390;16:01600:1:Z2924722901;
Cc1cc2c(cc1C)OCC2,220,16:01600:0:Z1718144919;16:01601:1:Z3857467460;16:01601:6:Z2965201144;
OC1CC2(CCC2)C1,1246,16:01600:0:Z4312983354;16:01600:4:Z4293974262;16:01600:5:Z3711906918;
CN1C(=O)CNC2CC21,539,16:01600:0:Z3715940301;16:01600:0:Z3653844792;16:01600:0:Z4012710286;
O=C1NCC2CC12,1282,16:01600:0:Z4018169355;16:01600:1:Z4019199934;16:01600:1:Z4018314289;
O=C1COc2ccccc2N1,1171,16:01600:0:Z3578107516;16:01600:0:Z2803839771;16:01600:0:Z1368278484;
C1CC2(C1)CSC2,861,16:01600:0:Z2774227018;16:01600:1:Z2780761647;16:01600:3:Z2785457562;
CC1=NOC(C)C1,999,16:01600:0:Z4095631993;16:01600:0:Z3497240225;16:01600:1:Z3555023227;
Cn1nnc2ccccc21,1985,16:01600:0:Z2299759370;16:01600:1:Z3856843391;16:01600:1:Z3553177711;
C1CC2CCC1CC2,3750,16:01600:0:Z4027274956;16:01600:0:Z3998736372;16:01600:1:Z4571853918;
CC1(C)CCC1N,1014,16:01600:0:Z3114289347;16:01600:6:Z3137500005;16:01600:6:Z3137463650;
CN1CCC1,3377,16:01600:0:Z4422608144;16:01600:0:Z4621325190;16:01600:1:Z4032039683;
NC1CCC1,16011,16:01600:0:Z4422608144;16:01600:0:Z1970660857;16:01600:0:Z3141396664;
C1CC2NC1C1CCC2O1,194,16:01600:0:Z4556735313;16:01600:6:Z4590184260;16:01601:1:Z4590178520;
CN1CCCCC1=O,4440,16:01600:0:Z1242565131;16:01600:0:Z4173948301;16:01600:0:Z1609625606;
c1cc2n(n1)CCNC2,2758,16:01600:0:Z4479327206;16:01600:0:Z5000802933;16:01600:1:Z2691760421;
Clc1ccnc2c1CCC2,78,16:01600:0:Z4314266978;16:01600:0:Z4171490572;16:01600:0:Z2928069449;
O=S1(=O)CCC2CNCCN21,249,16:01600:0:Z4314902056;16:01600:3:Z4314993771;16:01601:3:Z4314910396;
CC1CCCC(=O)N1,2528,16:01600:0:Z2711546915;16:01600:0:Z3363364189;16:01600:1:Z1998136672;
Clc1cccc2c1CCN2,236,16:01600:0:Z2746362779;16:01600:1:Z1400855465;16:01600:5:Z1883018326;
c1ccc2[nH]ncc2c1,5366,16:01600:0:Z2746362779;16:01600:0:Z1450888752;16:01600:0:Z1665463788;
Cc1ncccc1Cl,826,16:01600:0:Z3347839054;16:01600:0:Z3860745878;16:01600:1:Z3694474414;
O=c1[nH]cn[nH]1,2160,16:01600:0:Z4140321947;16:01600:0:Z2644959826;16:01600:0:Z2637824634;
CC1CCn2ccnc2C1,441,16:01600:0:Z4140321947;16:01601:3:Z4139091368;16:01601:3:Z4137443401;
c1cnc2ncnn2c1,2401,16:01600:0:Z5014266212;16:01600:0:Z2904704660;16:01600:0:Z3342560309;
c1cnc2ccoc2c1,1037,16:01600:0:Z3132053592;16:01600:1:Z4485903738;16:01600:1:Z3360815113;
Cc1cn(C)nc1C,230,16:01600:0:Z2993728605;16:01601:0:Z1498216018;16:01601:7:Z2317548134;
Clc1ccc2c(c1)OCCO2,382,16:01600:0:Z2148912853;16:01600:7:Z5055424281;16:01601:0:Z5045190568;
c1ccc2c(c1)CCCCO2,695,16:01600:0:Z3365800561;16:01600:0:Z1920288126;16:01600:0:Z2476858203;
Clc1cccc2c1OCO2,444,16:01600:0:Z3602349210;16:01600:2:Z2494840094;16:01600:5:Z2898560735;
CC1CCCC1N,531,16:01600:0:Z2605754141;16:01600:1:Z3137164896;16:01600:1:Z4063357138;
Cc1cnn[nH]1,1654,16:01600:0:Z5003412799;16:01600:0:Z4177245864;16:01600:1:Z2457583690;
FC1CCNC1,15375,16:01600:0:Z5050171940;16:01600:0:Z3572376052;16:01600:0:Z5050171941;
CC1(C)CNC(=O)C1,1051,16:01600:0:Z5050171940;16:01600:0:Z3572376052;16:01600:0:Z5050171941;
O=c1[nH]cnc2ccccc12,1047,16:01600:0:Z5020249387;16:01600:0:Z4240024420;16:01600:1:Z4031455480;
C1CNC2CCC2N1,349,16:01600:0:Z5020249387;16:01600:0:Z5017991751;16:01600:4:Z5017954857;
Cn1cccnc1=O,339,16:01600:0:Z4991676844;16:01600:5:Z3999285962;16:01600:7:Z3053000612;
C1CC2(CC2)CN1,6659,16:01600:0:Z3519676198;16:01600:0:Z5004969038;16:01600:0:Z5060726792;
C1NCC2CC12,17387,16:01600:0:Z3519676198;16:01600:0:Z2826592912;16:01600:0:Z2922067106;
OC1CNCC12CC2,783,16:01600:0:Z3876776491;16:01600:3:Z4017739688;16:01600:5:Z1748053944;
CC1=CCCO1,709,16:01600:0:Z4086254578;16:01600:1:Z3382875061;16:01600:9:Z3203384519;
C1CSCCS1,2354,16:01600:0:Z28834786;16:01600:0:Z2914574648;16:01600:0:Z4997701391;
CN1CCNCC1=O,2563,16:01600:0:Z2615311452;16:01600:0:Z3798282888;16:01600:0:Z4094120774;
Cc1n[nH]c2cncnc12,247,16:01600:0:Z2615311452;16:01600:1:Z2092857826;16:01600:3:Z2771391265;
CC12CCOC(C1)C2,277,16:01600:0:Z4460371998;16:01600:2:Z4508126402;16:01600:2:Z4508420679;
