fragment_smiles,occurences,example_ligands
c1ccccc1,2052870,349:34900:0:Z4407244835;349:34900:0:Z3777963405;349:34900:0:Z1744378569;
O=C1CCCN1,123010,349:34900:0:Z4407244835;349:34900:0:Z3098579866;349:34900:0:Z3097514848;
C1COCC2(C1)CCC2,1066,349:34900:0:Z4407244835;349:34900:1:Z3140413801;349:34900:1:Z3092701953;
c1nnc[nH]1,114621,349:34900:0:Z3098579866;349:34900:0:Z3097514848;349:34900:0:Z3159460136;
O=C1CNC2CCCCC2N1,304,349:34900:0:Z3098579866;349:34900:0:Z3097514848;349:34900:0:Z1452527527;
c1cnc2oncc2c1,3591,349:34900:0:Z2279297154;349:34900:0:Z2177898294;349:34900:0:Z2000160662;
c1n[nH]c2c1CNCC2,1381,349:34900:0:Z2279297154;349:34900:0:Z4135718757;349:34900:0:Z4020458482;
CC1CNCCO1,15509,349:34900:0:Z3584341111;349:34900:0:Z1510838294;349:34900:0:Z988389864;
C1CCOCC1,196038,349:34900:0:Z3584341111;349:34900:0:Z3011403833;349:34900:0:Z3856398033;
C1NCC2CC12,10101,349:34900:0:Z3047224545;349:34900:0:Z2331011428;349:34900:0:Z4622786574;
C1CCNC1,421251,349:34900:0:Z3777963405;349:34900:0:Z2433802022;349:34900:0:Z1344666709;
Fc1ccccc1,425518,349:34900:0:Z3777963405;349:34900:0:Z2018116860;349:34900:0:Z988389864;
c1ccncc1,515137,349:34900:0:Z3434343053;349:34900:0:Z1510838294;349:34900:0:Z2291339744;
C1CCCC1,130193,349:34900:0:Z3434343053;349:34900:0:Z4573450190;349:34900:0:Z2573545902;
OC1CNC2(CCOCC2)C1,231,349:34900:0:Z3434343053;349:34901:1:Z3408514473;349:34901:3:Z3444008769;
Cc1cc(C)c2c(c1)CCNC2,199,349:34900:0:Z1744378569;349:34900:5:Z2435523906;349:34900:5:Z2294390849;
c1c[nH]nn1,95814,349:34900:0:Z2018116860;349:34900:0:Z3205310733;349:34900:0:Z2231883024;
Fc1cccnc1,25046,349:34900:0:Z2018116860;349:34900:0:Z4066449734;349:34900:0:Z3644741308;
FC1(F)CCC1,9180,349:34900:0:Z3615429514;349:34900:0:Z3997251008;349:34900:0:Z4156694066;
O=C1CCSc2ccccc2N1,517,349:34900:0:Z3615429514;349:34900:0:Z3353626565;349:34900:2:Z3180153799;
Fc1cccc2c1CNCCO2,296,349:34900:0:Z3290754803;349:34900:1:Z2016497319;349:34900:4:Z2016782684;
Cc1cc[nH]n1,32421,349:34900:0:Z3715620697;349:34900:0:Z3614273479;349:34900:0:Z1630883162;
CC1(C)CCCN1,5990,349:34900:0:Z3715620697;349:34900:0:Z3510199044;349:34900:0:Z4469092064;
O=C1NCCN1,14669,349:34900:0:Z2433802022;349:34900:0:Z1446465023;349:34900:0:Z3682932760;
C1CCCCC1,154280,349:34900:0:Z4503734871;349:34900:0:Z1666058713;349:34900:0:Z1669586653;
Cc1ccccc1,290344,349:34900:0:Z1344666709;349:34900:0:Z1712130309;349:34900:0:Z2777598669;
Cc1nn(C)c2c1NCCS2,126,349:34900:0:Z1318071083;349:34900:3:Z4147017004;349:34901:3:Z1315654222;
Nc1cc(=O)[nH]c(=O)[nH]1,1326,349:34900:0:Z1318071083;349:34900:0:Z3309825141;349:34900:0:Z2314255833;
C1CCOC1,152101,349:34900:0:Z3996780765;349:34900:0:Z3159460136;349:34900:0:Z3667858961;
O=C1CCCCN1,48702,349:34900:0:Z3996780765;349:34900:0:Z4083956238;349:34900:0:Z3298917973;
C1COCCN1,223138,349:34900:0:Z3996780765;349:34900:0:Z1666058713;349:34900:0:Z1261718519;
Cc1nccs1,12273,349:34900:0:Z3159460136;349:34900:0:Z1095583984;349:34900:0:Z3625236980;
C1CCNCC1,790539,349:34900:0:Z3159460136;349:34900:0:Z4289117416;349:34900:0:Z2167334535;
c1cocn1,47558,349:34900:0:Z4289117416;349:34900:0:Z3679065500;349:34900:0:Z3542493919;
Cn1ncc2ccccc21,3936,349:34900:0:Z4412804687;349:34900:0:Z1724943062;349:34900:0:Z3656594521;
Cc1cc(C)on1,11342,349:34900:0:Z1510838294;349:34900:0:Z1972502181;349:34900:0:Z4997140230;
CC1COC1,1708,349:34900:0:Z4083956238;349:34900:0:Z1840660939;349:34900:0:Z2836629580;
c1cnoc1,63370,349:34900:0:Z4083956238;349:34900:0:Z1739864744;349:34900:0:Z3614394948;
O=c1[nH]ncc2c1CCNC2,541,349:34900:0:Z3713335139;349:34900:0:Z4255239575;349:34900:4:Z3634041824;
Fc1cccc(F)c1,72655,349:34900:0:Z3713335139;349:34900:0:Z1630883162;349:34900:0:Z2884721837;
c1cc2c(s1)CCNC2,4615,349:34900:0:Z2291339744;349:34900:0:Z1277232848;349:34900:0:Z201615624;
OC1CCNC1,25706,349:34900:0:Z2291339744;349:34900:0:Z4275148548;349:34900:0:Z4477084596;
FC1CCNC1,13055,349:34900:0:Z4773440456;349:34900:0:Z3174169149;349:34900:0:Z3382793069;
c1ncc2nc[nH]c2n1,29893,349:34900:0:Z4773440456;349:34900:0:Z4771364637;349:34900:0:Z4772446289;
CN1CCC(O)C1,967,349:34900:0:Z4773440456;349:34900:1:Z3171698455;349:34900:4:Z4772100495;
Fc1cccc2c1CCNC2,1148,349:34900:0:Z2709500918;349:34900:0:Z2710012571;349:34900:1:Z4194104231;
c1cn[nH]c1,312844,349:34900:0:Z2709500918;349:34900:0:Z2778323229;349:34900:0:Z1896043758;
Cc1ccncn1,15715,349:34900:0:Z1672181246;349:34900:0:Z3297760492;349:34900:0:Z3533265736;
O=C1NCCc2ccccc21,3871,349:34900:0:Z1672181246;349:34900:1:Z2701313071;349:34900:1:Z4207073922;
Cn1cc2c(n1)CCNC2,1048,349:34900:0:Z3365710037;349:34900:0:Z3340079048;349:34900:1:Z3706670589;
OC1CCCC1,9269,349:34900:0:Z3365710037;349:34900:0:Z1578055951;349:34900:0:Z2279870188;
O=c1[nH]nc2n1CCCC2,864,349:34900:0:Z3627260727;349:34900:0:Z3437794841;349:34900:1:Z2477951632;
c1ccoc1,95495,349:34900:0:Z1471913110;349:34900:0:Z1129843407;349:34900:0:Z1744794876;
C1CCCNCC1,32657,349:34900:0:Z1244205305;349:34900:0:Z2231883024;349:34900:0:Z3725128986;
O=S1(=O)CCCC1,18607,349:34900:0:Z4348189862;349:34900:0:Z1232192672;349:34900:0:Z223392148;
c1ccc2c(c1)CCCN2,23941,349:34900:0:Z4109473482;349:34900:0:Z874367070;349:34900:0:Z3513456208;
Cc1ccc2c(c1)ncn2C,637,349:34900:0:Z1712130309;349:34900:2:Z1549776304;349:34900:6:Z1736602072;
c1nnn[nH]1,34215,349:34900:0:Z1712130309;349:34900:0:Z3204462526;349:34900:0:Z4276577968;
Cn1cccn1,172563,349:34900:0:Z3011403833;349:34900:0:Z3204462526;349:34900:0:Z2884721837;
c1cncnc1,95292,349:34900:0:Z1325449434;349:34900:0:Z1689991458;349:34900:0:Z1593154753;
Fc1cnc2ccccn12,259,349:34900:0:Z1325449434;349:34900:2:Z2228271533;349:34900:7:Z1645214908;
c1ccc2[nH]ncc2c1,10278,349:34900:0:Z3667858961;349:34900:0:Z1005095900;349:34900:0:Z3689316463;
C1CNCCN1,293790,349:34900:0:Z3667858961;349:34900:0:Z1159415527;349:34900:0:Z1413734373;
c1[nH]nc2c1CNCCC2,193,349:34900:0:Z2608570238;349:34900:2:Z2608657806;349:34901:2:Z3472783873;
Cc1ccc(C)cc1,9964,349:34900:0:Z2777598669;349:34900:0:Z1940965043;349:34900:0:Z1175912945;
Cc1cc(C)[nH]n1,41035,349:34900:0:Z1004096604;349:34900:0:Z1221527481;349:34900:0:Z1615912663;
c1nc[nH]n1,59314,349:34900:0:Z1004096604;349:34900:0:Z3782557755;349:34900:0:Z5013339799;
Cc1ccsc1,6116,349:34900:0:Z1159415527;349:34900:0:Z3856398033;349:34900:0:Z435237036;
CC1CCCCC1,13345,349:34900:0:Z1159415527;349:34900:0:Z982819780;349:34900:0:Z1143688130;
c1cc[nH]c1,26544,349:34900:0:Z2778323229;349:34900:0:Z1315677207;349:34900:0:Z4286158242;
c1nnc2n1CCNC2,8175,349:34900:0:Z2497295269;349:34900:0:Z5051493357;349:34900:0:Z4772198569;
Cc1ccco1,22086,349:34900:0:Z2909324211;349:34900:0:Z3532221079;349:34900:0:Z1360266956;
c1cscn1,155726,349:34900:0:Z2909324211;349:34900:0:Z1453265050;349:34900:0:Z3510199044;
Cn1ccnc1,48793,349:34900:0:Z3614273479;349:34900:0:Z645575186;349:34900:0:Z1956937026;
c1ccc2c(c1)OCO2,21172,349:34900:0:Z1177208270;349:34900:0:Z3510199044;349:34900:0:Z3610884622;
Clc1ccccc1,227163,349:34900:0:Z3204462526;349:34900:0:Z1211528553;349:34900:0:Z2231883024;
Cc1nnco1,6895,349:34900:0:Z4506665202;349:34900:0:Z1642878949;349:34900:0:Z2996917473;
c1ccc2c(c1)CCNC2,40365,349:34900:0:Z4506665202;349:34900:0:Z4390728690;349:34900:0:Z2879049556;
Clc1cncnc1,3152,349:34900:0:Z1211528553;349:34900:0:Z2823519056;349:34900:0:Z2781238151;
Cc1cc(O)cc(=O)[nH]1,786,349:34900:0:Z1379269880;349:34900:0:Z2965286759;349:34900:0:Z2644806978;
Fc1cccc(Cl)c1,16144,349:34900:0:Z1132076148;349:34900:0:Z4247759341;349:34900:0:Z1727035724;
O=C1CCNC(=O)N1,43717,349:34900:0:Z4573450190;349:34900:0:Z3533265736;349:34900:0:Z3532221079;
