fragment_smiles,occurences,example_ligands
CC1(O)CCNC1,1856,434:43400:0:PV-004839999535;434:43400:0:PV-004840010964;434:43400:0:PV-004840010965;
C1CC2CC1CO2,4858,434:43400:0:PV-004839999535;434:43400:0:PV-004840003300;434:43400:0:PV-004840005029;
CC1(C)CC1(C)C,11112,434:43400:0:PV-004839999535;434:43400:0:PV-004840001462;434:43400:0:PV-004840002923;
Cc1ccc(F)cc1F,5551,434:43400:0:PV-004839999536;434:43400:0:PV-004839999537;434:43400:0:PV-004839999538;
CC1(C)C2CCCC21,2673,434:43400:0:PV-004839999536;434:43400:0:PV-004839999537;434:43400:0:PV-004839999538;
Cc1n[nH]c2cnccc12,1016,434:43400:0:PV-004839999540;434:43400:1:PV-004840030424;434:43400:1:PV-004840055564;
Cc1cnc2ccccc2c1,1821,434:43400:0:PV-004839999542;434:43400:0:PV-004839999543;434:43400:0:PV-004839999544;
CN1CCCC1=O,25143,434:43400:0:PV-004839999554;434:43400:0:PV-004840001764;434:43400:0:PV-004840006434;
C1CC2CNCC12,23301,434:43400:0:PV-004839999554;434:43400:0:PV-004840002518;434:43400:0:PV-004840003185;
Cn1ncccc1=O,5411,434:43400:0:PV-004839999567;434:43400:0:PV-004840003234;434:43400:0:PV-004840003235;
CC1(F)CNCCNC1,4292,434:43400:0:PV-004839999590;434:43400:0:PV-004840018813;434:43400:0:PV-004840023456;
c1cn2nccc2cn1,2891,434:43400:0:PV-004839999590;434:43400:0:PV-004840000840;434:43400:0:PV-004840000841;
c1ccc2c(c1)CNC2,4406,434:43400:0:PV-004839999599;434:43400:0:PV-004840005890;434:43400:0:PV-004840007049;
Cc1ccccc1O,15943,434:43400:0:PV-004839999600;434:43400:0:PV-004840004230;434:43400:0:PV-004840010391;
C1CCC2COCC2C1,1496,434:43400:0:PV-004839999600;434:43400:0:PV-004840018797;434:43400:1:PV-004840027190;
Cc1cn[nH]c1C,7402,434:43400:0:PV-004839999605;434:43400:0:PV-004839999606;434:43400:0:PV-004839999607;
c1ccc2oncc2c1,8386,434:43400:0:PV-004839999623;434:43400:0:PV-004839999624;434:43400:0:PV-004839999625;
CC1CCCc2nccn21,1758,434:43400:0:PV-004839999646;434:43400:0:PV-004840022528;434:43400:1:PV-004840045069;
Oc1ccc(F)cn1,4295,434:43400:0:PV-004839999646;434:43400:0:PV-004840001680;434:43400:0:PV-004840003868;
C1CC2CNCC2C1,16601,434:43400:0:PV-004839999647;434:43400:0:PV-004840000636;434:43400:0:PV-004840001008;
Fc1cccc(F)c1,43160,434:43400:0:PV-004839999647;434:43400:0:PV-004840003579;434:43400:0:PV-004840003734;
Cc1cnoc1,27371,434:43400:0:PV-004839999654;434:43400:0:PV-004840001054;434:43400:0:PV-004840002519;
Cc1conc1C,5044,434:43400:0:PV-004839999658;434:43400:0:PV-004839999659;434:43400:0:PV-004840002784;
CC1(C)COCCO1,8856,434:43400:0:PV-004839999691;434:43400:0:PV-004839999692;434:43400:0:PV-004840008307;
Cn1ccnc1,43054,434:43400:0:PV-004839999715;434:43400:0:PV-004839999716;434:43400:0:PV-004839999814;
Nc1nc2ccccc2o1,2108,434:43400:0:PV-004839999721;434:43400:0:PV-004840025234;434:43400:1:PV-004840042125;
C1CC2CCC1C2,21239,434:43400:0:PV-004839999721;434:43400:0:PV-004840000812;434:43400:0:PV-004840005501;
CC1CNC(C)(C)C1,3249,434:43400:0:PV-004839999732;434:43400:0:PV-004840006176;434:43400:0:PV-004840008119;
c1ncc2[nH]ncc2n1,795,434:43400:0:PV-004839999732;434:43400:1:PV-004840029048;434:43400:7:PV-004840203047;
Cc1ccnc(C)n1,9929,434:43400:0:PV-004839999763;434:43400:0:PV-004840018550;434:43400:0:PV-004840018551;
Cc1cnc(C)[nH]1,8566,434:43400:0:PV-004839999770;434:43400:0:PV-004839999771;434:43400:0:PV-004840004587;
C1CC2CCC(C1)O2,4764,434:43400:0:PV-004839999770;434:43400:0:PV-004839999771;434:43400:0:PV-004840002465;
CN1CCOc2ncccc21,508,434:43400:0:PV-004839999787;434:43400:0:PV-004840001170;434:43400:5:PV-004840149096;
C1CC2(C1)CCOC2,5683,434:43400:0:PV-004839999801;434:43400:0:PV-004840002949;434:43400:0:PV-004840003361;
FC1(F)C2CCCC21,5415,434:43400:0:PV-004839999802;434:43400:0:PV-004839999803;434:43400:0:PV-004839999804;
C1CCC2(C1)CCCN2,3971,434:43400:0:PV-004839999814;434:43400:0:PV-004840005779;434:43400:0:PV-004840013560;
FC1CCCC1,15700,434:43400:0:PV-004839999820;434:43400:0:PV-004840003405;434:43400:0:PV-004840004178;
CC1(C)CCC(=O)N1,3122,434:43400:0:PV-004839999826;434:43400:0:PV-004840018965;434:43400:0:PV-004840022097;
Cn1cncn1,5786,434:43400:0:PV-004839999827;434:43400:0:PV-004839999828;434:43400:0:PV-004840017276;
C1CC2CNCC2N1,20972,434:43400:0:PV-004839999827;434:43400:0:PV-004839999828;434:43400:0:PV-004840002002;
Fc1ccc(F)cc1,12467,434:43400:0:PV-004839999827;434:43400:0:PV-004839999828;434:43400:0:PV-004840005227;
C1CC2NCC2CN1,9406,434:43400:0:PV-004839999847;434:43400:0:PV-004840001682;434:43400:0:PV-004840010998;
c1ccc2c(c1)NCCO2,2203,434:43400:0:PV-004839999863;434:43400:0:PV-004839999864;434:43400:0:PV-004839999865;
C1CNCCOC1,26677,434:43400:0:PV-004839999874;434:43400:0:PV-004840000189;434:43400:0:PV-004840001866;
FC1(F)CC1,17936,434:43400:0:PV-004839999877;434:43400:0:PV-004839999878;434:43400:0:PV-004839999879;
Oc1ccc2ccoc2c1,1077,434:43400:0:PV-004839999877;434:43400:0:PV-004839999878;434:43400:0:PV-004839999879;
CC1(C)CCCN1,39541,434:43400:0:PV-004839999881;434:43400:0:PV-004840000290;434:43400:0:PV-004840000477;
C1CC2CC2C1,17892,434:43400:0:PV-004839999881;434:43400:0:PV-004840001866;434:43400:0:PV-004840002031;
Cc1ccc2c(C)nn(C)c2n1,607,434:43400:0:PV-004839999882;434:43400:9:PV-004840257271;434:43401:0:PV-004840272787;
FC1CCC1,45942,434:43400:0:PV-004839999882;434:43400:0:PV-004840000910;434:43400:0:PV-004840000911;
CC1CCOCC1,11011,434:43400:0:PV-004839999895;434:43400:0:PV-004840000045;434:43400:0:PV-004840001344;
Cc1nc2ccccc2o1,4855,434:43400:0:PV-004839999896;434:43400:0:PV-004839999897;434:43400:0:PV-004839999898;
Nc1ccncc1F,2318,434:43400:0:PV-004839999896;434:43400:0:PV-004839999897;434:43400:0:PV-004839999898;
Cc1ncn[nH]1,4636,434:43400:0:PV-004839999923;434:43400:0:PV-004839999924;434:43400:0:PV-004839999925;
Cc1ncc2ccccn12,3209,434:43400:0:PV-004839999945;434:43400:0:PV-004840014824;434:43400:0:PV-004840014825;
CC1CCNCCN1,15389,434:43400:0:PV-004839999960;434:43400:0:PV-004840000983;434:43400:0:PV-004840003288;
Fc1cn[nH]c1,6826,434:43400:0:PV-004839999960;434:43400:0:PV-004840000643;434:43400:0:PV-004840003348;
CC1COC1,6340,434:43400:0:PV-004839999965;434:43400:0:PV-004839999966;434:43400:0:PV-004840002825;
c1n[nH]c2c1CCCC2,10812,434:43400:0:PV-004839999968;434:43400:0:PV-004840007673;434:43400:0:PV-004840007674;
OC1CCOCC1,5413,434:43400:0:PV-004839999968;434:43400:0:PV-004840004860;434:43400:0:PV-004840006713;
C1CNC2CNCCC2C1,1892,434:43400:0:PV-004839999971;434:43400:0:PV-004840005755;434:43400:0:PV-004840010055;
Cc1ccoc1C,7097,434:43400:0:PV-004839999971;434:43400:0:PV-004840016800;434:43400:0:PV-004840017932;
C1CNC2(C1)CCC2,18837,434:43400:0:PV-004839999977;434:43400:0:PV-004840001251;434:43400:0:PV-004840005043;
Oc1ccccn1,11200,434:43400:0:PV-004839999985;434:43400:0:PV-004840003523;434:43400:0:PV-004840003524;
Cn1nccc1N,1944,434:43400:0:PV-004839999986;434:43400:0:PV-004839999987;434:43400:0:PV-004840006602;
CC1(C)CCCOC1,10940,434:43400:0:PV-004839999986;434:43400:0:PV-004839999987;434:43400:0:PV-004840003102;
c1cc2c([nH]1)CCCC2,2928,434:43400:0:PV-004839999992;434:43400:0:PV-004840002136;434:43400:0:PV-004840005968;
O=c1cc[nH]c(=O)[nH]1,3559,434:43400:0:PV-004840000007;434:43400:1:PV-004840036800;434:43400:1:PV-004840039122;
Cn1ccnn1,14962,434:43400:0:PV-004840000008;434:43400:0:PV-004840005273;434:43400:0:PV-004840011909;
C1CC2CCCC(C1)N2,2877,434:43400:0:PV-004840000020;434:43400:0:PV-004840016595;434:43400:1:PV-004840027893;
Fc1cncc(F)c1,5211,434:43400:0:PV-004840000041;434:43400:0:PV-004840000042;434:43400:0:PV-004840006156;
FC1(F)CCOC1,20,434:43400:0:PV-004840000043;434:43400:2:PV-004840061229;434:43420:8:PV-004845567621;
CC1CCCO1,24903,434:43400:0:PV-004840000045;434:43400:0:PV-004840003410;434:43400:0:PV-004840007247;
Fc1ccc2[nH]ncc2c1,2491,434:43400:0:PV-004840000113;434:43400:0:PV-004840013003;434:43400:0:PV-004840018895;
Cc1cc[nH]c1C,7341,434:43400:0:PV-004840000133;434:43400:0:PV-004840011690;434:43400:0:PV-004840011691;
C1CNCCCNC1,9556,434:43400:0:PV-004840000133;434:43400:0:PV-004840001608;434:43400:0:PV-004840001864;
C1CC2COCCN2C1,1924,434:43400:0:PV-004840000174;434:43400:0:PV-004840017653;434:43400:0:PV-004840020711;
Oc1ccccc1F,14412,434:43400:0:PV-004840000189;434:43400:0:PV-004840004630;434:43400:0:PV-004840005267;
Cc1cnc(C)o1,6453,434:43400:0:PV-004840000190;434:43400:0:PV-004840000191;434:43400:0:PV-004840017826;
C1CC2CNCC2CN1,18728,434:43400:0:PV-004840000201;434:43400:0:PV-004840000202;434:43400:0:PV-004840000467;
C1CNCC2(C1)CCCN2,4986,434:43400:0:PV-004840000209;434:43400:0:PV-004840000210;434:43400:0:PV-004840001492;
Cc1cccc(=O)n1C,2934,434:43400:0:PV-004840000209;434:43400:0:PV-004840000210;434:43400:0:PV-004840022112;
C1CNC2(C1)CCNCC2,5863,434:43400:0:PV-004840000215;434:43400:0:PV-004840000913;434:43400:0:PV-004840020293;
c1cnc2[nH]ccc2c1,15245,434:43400:0:PV-004840000223;434:43400:0:PV-004840001118;434:43400:0:PV-004840001589;
C1CCC2NCCC2C1,3090,434:43400:0:PV-004840000228;434:43400:0:PV-004840004074;434:43400:0:PV-004840016285;
C1CCC2(CC1)CCNC2,3412,434:43400:0:PV-004840000251;434:43400:0:PV-004840004974;434:43400:0:PV-004840008450;
Nc1ncccn1,2425,434:43400:0:PV-004840000260;434:43400:0:PV-004840001809;434:43400:0:PV-004840018768;
Oc1ccc2[nH]ccc2c1,1006,434:43400:0:PV-004840000290;434:43400:0:PV-004840010184;434:43400:0:PV-004840010185;
CN1CCc2ccccc21,4535,434:43400:0:PV-004840000300;434:43400:0:PV-004840000301;434:43400:0:PV-004840000302;
Cc1ccccc1F,29398,434:43400:0:PV-004840000317;434:43400:0:PV-004840001323;434:43400:0:PV-004840001324;
CC1=NOCC1C,3489,434:43400:0:PV-004840000328;434:43400:0:PV-004840000329;434:43400:1:PV-004840031489;
c1cnccn1,32432,434:43400:0:PV-004840000343;434:43400:0:PV-004840000344;434:43400:0:PV-004840000345;
Cc1cc(F)c2ncccc2c1,366,434:43400:0:PV-004840000352;434:43400:9:PV-004840248801;434:43402:1:PV-004840570235;
C1CC2CCC1N2,24317,434:43400:0:PV-004840000393;434:43400:0:PV-004840004134;434:43400:0:PV-004840004135;
c1ccc2[nH]ncc2c1,20280,434:43400:0:PV-004840000393;434:43400:0:PV-004840002011;434:43400:0:PV-004840002012;
c1cnc2cc[nH]c2c1,15473,434:43400:0:PV-004840000397;434:43400:0:PV-004840005354;434:43400:0:PV-004840008826;
c1cnc2c(c1)CCC2,10044,434:43400:0:PV-004840000402;434:43400:0:PV-004840000403;434:43400:0:PV-004840000404;
c1cc2[nH]ccc2cn1,5464,434:43400:0:PV-004840000429;434:43400:0:PV-004840011934;434:43400:0:PV-004840011935;
C1CC2CNCC2CCN1,5990,434:43400:0:PV-004840000454;434:43400:0:PV-004840000455;434:43400:0:PV-004840000456;
O=c1cccn[nH]1,21847,434:43400:0:PV-004840000477;434:43400:0:PV-004840003288;434:43400:0:PV-004840003428;
C1CC2CNCC1C2,16910,434:43400:0:PV-004840000485;434:43400:0:PV-004840004476;434:43400:0:PV-004840005498;
Cc1cc(C)nc(C)n1,2467,434:43400:0:PV-004840000488;434:43400:0:PV-004840022632;434:43400:0:PV-004840022633;
c1cn2c(n1)CCC2,10167,434:43400:0:PV-004840000489;434:43400:0:PV-004840002848;434:43400:0:PV-004840003288;
C1CNC2CCNCC2C1,9775,434:43400:0:PV-004840000518;434:43400:0:PV-004840007328;434:43400:0:PV-004840012600;
Nc1ccccn1,19246,434:43400:0:PV-004840000528;434:43400:0:PV-004840004233;434:43400:0:PV-004840004234;
CC1CNCCO1,7175,434:43400:0:PV-004840000534;434:43400:0:PV-004840005900;434:43400:0:PV-004840011225;
C1CC2(CC2)CN1,21298,434:43400:0:PV-004840000536;434:43400:0:PV-004840000537;434:43400:0:PV-004840004221;
c1ccc2cnccc2c1,20548,434:43400:0:PV-004840000540;434:43400:0:PV-004840001918;434:43400:0:PV-004840004753;
C1CC2CNCC2O1,8158,434:43400:0:PV-004840000553;434:43400:0:PV-004840011571;434:43400:0:PV-004840012242;
O=C1NCCN1,12657,434:43400:0:PV-004840000566;434:43400:0:PV-004840000567;434:43400:0:PV-004840001899;
CC1(C)CCCC(C)(C)O1,1796,434:43400:0:PV-004840000568;434:43400:0:PV-004840008645;434:43400:1:PV-004840028476;
CC1=CCCC(C)(C)C1,2791,434:43400:0:PV-004840000594;434:43400:0:PV-004840000595;434:43400:0:PV-004840006667;
CN1CCC(C)(C)C1,3326,434:43400:0:PV-004840000594;434:43400:0:PV-004840000595;434:43400:0:PV-004840011368;
C1CC2(C1)CNCCN2,11149,434:43400:0:PV-004840000604;434:43400:0:PV-004840009756;434:43400:0:PV-004840014034;
Cc1ccc2occc2n1,1445,434:43400:0:PV-004840000605;434:43400:1:PV-004840044737;434:43400:1:PV-004840055081;
c1ccn2cncc2c1,13817,434:43400:0:PV-004840000622;434:43400:0:PV-004840000623;434:43400:0:PV-004840000624;
C1COC2CC2C1,2745,434:43400:0:PV-004840000644;434:43400:0:PV-004840001773;434:43400:0:PV-004840001774;
Cc1cc(=O)cc[nH]1,3294,434:43400:0:PV-004840000659;434:43400:0:PV-004840011210;434:43400:0:PV-004840011211;
Cc1cc[nH]c1,22698,434:43400:0:PV-004840000663;434:43400:0:PV-004840000892;434:43400:0:PV-004840001161;
CC1COCCO1,5154,434:43400:0:PV-004840000663;434:43400:0:PV-004840001556;434:43400:0:PV-004840007808;
C1CCC2(C1)CC2,9199,434:43400:0:PV-004840000665;434:43400:0:PV-004840003351;434:43400:0:PV-004840005110;
Oc1ccc2[nH]ncc2c1,716,434:43400:0:PV-004840000675;434:43400:3:PV-004840098178;434:43400:9:PV-004840254565;
c1ccc2[nH]ccc2c1,29419,434:43400:0:PV-004840000701;434:43400:0:PV-004840003399;434:43400:0:PV-004840006017;
C1NCC2COCC1C2,1294,434:43400:0:PV-004840000701;434:43400:0:PV-004840007339;434:43400:1:PV-004840044886;
Cc1cnc[nH]1,17657,434:43400:0:PV-004840000768;434:43400:0:PV-004840003298;434:43400:0:PV-004840003505;
c1cnc2c(c1)CCCC2,6854,434:43400:0:PV-004840000799;434:43400:0:PV-004840013928;434:43400:0:PV-004840016799;
Cc1ccn(C)c1,14165,434:43400:0:PV-004840000800;434:43400:0:PV-004840001252;434:43400:0:PV-004840006953;
Cc1cccc2cncn12,1673,434:43400:0:PV-004840000800;434:43400:0:PV-004840002688;434:43400:0:PV-004840003919;
OC1CCC1,31495,434:43400:0:PV-004840000801;434:43400:0:PV-004840002019;434:43400:0:PV-004840002893;
C1=Cc2ccccc2C1,1693,434:43400:0:PV-004840000832;434:43400:0:PV-004840004277;434:43400:0:PV-004840004278;
C1CC2(CN1)CNC2,19660,434:43400:0:PV-004840000837;434:43400:0:PV-004840007125;434:43400:0:PV-004840008289;
c1ccc2sccc2c1,3307,434:43400:0:PV-004840000858;434:43400:0:PV-004840000859;434:43400:0:PV-004840005112;
C1CC2CNC(C1)C2,7209,434:43400:0:PV-004840000888;434:43400:1:PV-004840030587;434:43400:1:PV-004840032584;
C1CCC2(CCC2)NC1,4363,434:43400:0:PV-004840000894;434:43400:0:PV-004840000895;434:43400:0:PV-004840000896;
CC1CNCC1C,7982,434:43400:0:PV-004840000899;434:43400:0:PV-004840004124;434:43400:0:PV-004840008774;
O=c1[nH]cc[nH]1,2067,434:43400:0:PV-004840000899;434:43400:0:PV-004840001207;434:43400:0:PV-004840008450;
CC1CNC(=O)C1,3976,434:43400:0:PV-004840000913;434:43400:0:PV-004840012749;434:43400:0:PV-004840025242;
Cc1cc(C)cc(O)c1,3549,434:43400:0:PV-004840000925;434:43400:0:PV-004840008606;434:43400:0:PV-004840008607;
Cc1cccc2c1NCCC2,1131,434:43400:0:PV-004840000989;434:43400:1:PV-004840045890;434:43400:2:PV-004840061811;
Nc1cncc(F)c1,1982,434:43400:0:PV-004840000997;434:43400:0:PV-004840007690;434:43400:0:PV-004840023763;
Cc1cc(C)nc(C)c1,2918,434:43400:0:PV-004840001003;434:43400:0:PV-004840018001;434:43400:0:PV-004840018002;
c1ccn2nccc2c1,18270,434:43400:0:PV-004840001005;434:43400:0:PV-004840003798;434:43400:0:PV-004840004086;
Cc1ccc(N)nc1,4889,434:43400:0:PV-004840001008;434:43400:0:PV-004840002970;434:43400:0:PV-004840020394;
C1CC2(C1)CC1(CC1)C2,369,434:43400:0:PV-004840001041;434:43400:0:PV-004840012360;434:43400:0:PV-004840021770;
c1ccc2[nH]nnc2c1,6379,434:43400:0:PV-004840001070;434:43400:0:PV-004840001801;434:43400:0:PV-004840004556;
c1nnn[nH]1,4248,434:43400:0:PV-004840001087;434:43400:0:PV-004840001088;434:43400:0:PV-004840002277;
FC1(F)CC2CCC1C2,1040,434:43400:0:PV-004840001092;434:43400:3:PV-004840077129;434:43400:3:PV-004840077130;
O=C1CNc2ccccc2N1,837,434:43400:0:PV-004840001098;434:43400:0:PV-004840001099;434:43400:0:PV-004840001100;
Oc1ccncn1,4049,434:43400:0:PV-004840001104;434:43400:0:PV-004840002910;434:43400:0:PV-004840008774;
Cn1ccc2occc21,2351,434:43400:0:PV-004840001107;434:43400:1:PV-004840027792;434:43400:1:PV-004840028473;
FC1(F)CCCNC1,4044,434:43400:0:PV-004840001118;434:43400:0:PV-004840004086;434:43400:0:PV-004840008872;
C1CCC2(CCC2)OC1,4976,434:43400:0:PV-004840001132;434:43400:0:PV-004840001133;434:43400:0:PV-004840001134;
Cc1nc2ccccc2n1C,1822,434:43400:0:PV-004840001136;434:43400:0:PV-004840001137;434:43400:0:PV-004840001138;
O=c1[nH]cco1,8594,434:43400:0:PV-004840001136;434:43400:0:PV-004840001137;434:43400:0:PV-004840001138;
c1nnc2n1CCCC2,4031,434:43400:0:PV-004840001142;434:43400:0:PV-004840006055;434:43400:0:PV-004840020819;
c1ccc2c(c1)COCO2,935,434:43400:0:PV-004840001143;434:43400:0:PV-004840001144;434:43400:0:PV-004840001145;
C1CNCC2(C1)CCNC2,7092,434:43400:0:PV-004840001147;434:43400:0:PV-004840001754;434:43400:0:PV-004840005149;
C1CC2(C1)CCC2,22593,434:43400:0:PV-004840001161;434:43400:0:PV-004840001319;434:43400:0:PV-004840002608;
CN1CCCCC1,48658,434:43400:0:PV-004840001163;434:43400:0:PV-004840001164;434:43400:0:PV-004840002130;
Cn1ccc(N)n1,1897,434:43400:0:PV-004840001163;434:43400:0:PV-004840001164;434:43400:0:PV-004840009442;
c1ccn2ncnc2c1,4638,434:43400:0:PV-004840001165;434:43400:0:PV-004840009419;434:43400:0:PV-004840017757;
C1NCC2CC1CN2,6085,434:43400:0:PV-004840001169;434:43400:0:PV-004840009017;434:43400:0:PV-004840010421;
Cc1cn(C)cn1,4966,434:43400:0:PV-004840001207;434:43400:1:PV-004840041517;434:43400:2:PV-004840071867;
FC1CCCCNC1,2760,434:43400:0:PV-004840001207;434:43400:0:PV-004840007036;434:43400:0:PV-004840012888;
C1CC2CCNCC(C1)N2,2762,434:43400:0:PV-004840001227;434:43400:0:PV-004840005088;434:43400:0:PV-004840005731;
Fc1cc[nH]c1,8001,434:43400:0:PV-004840001227;434:43400:0:PV-004840010437;434:43400:0:PV-004840015273;
CC1(C)CNC1,6868,434:43400:0:PV-004840001236;434:43400:0:PV-004840003267;434:43400:0:PV-004840003446;
c1ccc2sncc2c1,1544,434:43400:0:PV-004840001237;434:43400:1:PV-004840044180;434:43400:2:PV-004840076623;
Cc1ccc(C)o1,7420,434:43400:0:PV-004840001238;434:43400:0:PV-004840001239;434:43400:0:PV-004840012288;
Cc1cnccn1,20522,434:43400:0:PV-004840001242;434:43400:0:PV-004840001290;434:43400:0:PV-004840001836;
C1CC2COC(C1)C2,2953,434:43400:0:PV-004840001242;434:43400:0:PV-004840004623;434:43400:1:PV-004840041829;
CN1CCNC1=O,7085,434:43400:0:PV-004840001244;434:43400:0:PV-004840002284;434:43400:0:PV-004840017722;
Fc1ccc2ncccc2c1,2798,434:43400:0:PV-004840001246;434:43400:0:PV-004840022148;434:43400:1:PV-004840036540;
Cc1ccc2c(c1)NCCN2,7,434:43400:0:PV-004840001264;434:43407:4:PV-004841976407;434:43411:9:PV-004843196747;
C1CCN2CCCC2C1,2653,434:43400:0:PV-004840001288;434:43400:0:PV-004840001289;434:43400:0:PV-004840007982;
C1COCCOC1,4255,434:43400:0:PV-004840001288;434:43400:0:PV-004840001289;434:43400:0:PV-004840022112;
C1CCCNCCC1,21244,434:43400:0:PV-004840001290;434:43400:0:PV-004840001480;434:43400:0:PV-004840001633;
CC1CNCCCN1,33898,434:43400:0:PV-004840001323;434:43400:0:PV-004840001324;434:43400:0:PV-004840002887;
Cc1cc(C)c(C)cc1C,1314,434:43400:0:PV-004840001344;434:43400:0:PV-004840001345;434:43400:0:PV-004840022679;
Fc1cccc2[nH]ccc12,3708,434:43400:0:PV-004840001352;434:43400:0:PV-004840022537;434:43400:1:PV-004840035221;
CC1(C)CNCC2(CNC2)O1,2778,434:43400:0:PV-004840001374;434:43400:0:PV-004840006360;434:43400:1:PV-004840031465;
Cc1n[nH]c2c1CCCC2,933,434:43400:0:PV-004840001400;434:43400:0:PV-004840010821;434:43400:0:PV-004840010822;
Cc1ccc(C)c(C)c1,9541,434:43400:0:PV-004840001402;434:43400:0:PV-004840001929;434:43400:0:PV-004840003889;
C1CCC2(CC1)CNCCO2,4053,434:43400:0:PV-004840001435;434:43400:0:PV-004840001436;434:43400:0:PV-004840001437;
C1CC2(CCN1)CC2,13238,434:43400:0:PV-004840001462;434:43400:0:PV-004840002449;434:43400:0:PV-004840002450;
OC1CNCCNC1,7770,434:43400:0:PV-004840001466;434:43400:0:PV-004840002998;434:43400:0:PV-004840007045;
Cc1cc[nH]c(=O)c1,7306,434:43400:0:PV-004840001467;434:43400:0:PV-004840006327;434:43400:0:PV-004840012702;
Oc1cnc2ccccc2c1,488,434:43400:0:PV-004840001484;434:43400:3:PV-004840099685;434:43401:3:PV-004840366537;
CC1=NOCC1,7917,434:43400:0:PV-004840001487;434:43400:0:PV-004840005779;434:43400:0:PV-004840010278;
Fc1cccn2cncc12,1186,434:43400:0:PV-004840001491;434:43400:0:PV-004840004308;434:43400:0:PV-004840004309;
C1COCCO1,7171,434:43400:0:PV-004840001491;434:43400:0:PV-004840002992;434:43400:0:PV-004840005458;
O=C1NCC2CC12,3280,434:43400:0:PV-004840001507;434:43400:0:PV-004840006239;434:43400:0:PV-004840010583;
c1cnc2[nH]cnc2c1,6303,434:43400:0:PV-004840001554;434:43400:0:PV-004840010941;434:43400:0:PV-004840010942;
Cc1cocn1,20468,434:43400:0:PV-004840001556;434:43400:0:PV-004840003746;434:43400:0:PV-004840005129;
c1cc2c(cn1)CCC2,3686,434:43400:0:PV-004840001569;434:43400:0:PV-004840019379;434:43400:1:PV-004840031995;
Cc1cc2ccccn2c1,1975,434:43400:0:PV-004840001583;434:43400:0:PV-004840001584;434:43400:0:PV-004840001585;
Cc1ccc(O)cc1,9462,434:43400:0:PV-004840001602;434:43400:0:PV-004840004732;434:43400:0:PV-004840004733;
CC1CC2(CCNCC2)CN1,2489,434:43400:0:PV-004840001613;434:43400:1:PV-004840052812;434:43400:2:PV-004840076656;
CN1CCC1,6121,434:43400:0:PV-004840001613;434:43400:0:PV-004840005458;434:43400:0:PV-004840006491;
Cc1cn[nH]c1,22911,434:43400:0:PV-004840001614;434:43400:0:PV-004840001990;434:43400:0:PV-004840004334;
c1ccc2c(c1)CCCO2,8441,434:43400:0:PV-004840001616;434:43400:0:PV-004840005714;434:43400:0:PV-004840009608;
c1cnn2nccc2c1,2846,434:43400:0:PV-004840001627;434:43400:0:PV-004840005762;434:43400:0:PV-004840007098;
Cc1ccc2cc[nH]c2c1,4407,434:43400:0:PV-004840001660;434:43400:0:PV-004840001661;434:43400:0:PV-004840001662;
O=C1CNC2CCNCC2N1,2036,434:43400:0:PV-004840001674;434:43400:0:PV-004840004174;434:43400:0:PV-004840021120;
c1cn2c(n1)CNCCC2,1797,434:43400:0:PV-004840001675;434:43400:0:PV-004840012775;434:43400:0:PV-004840015050;
Cc1cc2[nH]ccc2o1,2299,434:43400:0:PV-004840001677;434:43400:0:PV-004840011503;434:43400:0:PV-004840014448;
C1COCO1,7706,434:43400:0:PV-004840001680;434:43400:0:PV-004840002142;434:43400:0:PV-004840004476;
CC1(C)CCc2ccccc2O1,1021,434:43400:0:PV-004840001682;434:43400:2:PV-004840064942;434:43400:4:PV-004840108193;
O=C1Cc2ccccc2N1,6975,434:43400:0:PV-004840001707;434:43400:0:PV-004840007138;434:43400:0:PV-004840007139;
Cn1ncc2ccccc2c1=O,405,434:43400:0:PV-004840001710;434:43400:0:PV-004840001711;434:43400:0:PV-004840001712;
Cc1cc[nH]n1,59858,434:43400:0:PV-004840001714;434:43400:0:PV-004840001923;434:43400:0:PV-004840001959;
C1=NOCC1,12541,434:43400:0:PV-004840001717;434:43400:0:PV-004840003144;434:43400:0:PV-004840004344;
C1CNC2CC2N1,2994,434:43400:0:PV-004840001757;434:43400:0:PV-004840017177;434:43400:0:PV-004840022375;
Cc1ccc(C)cc1,12717,434:43400:0:PV-004840001784;434:43400:0:PV-004840001785;434:43400:0:PV-004840003122;
Cn1ccc(=O)cc1,5487,434:43400:0:PV-004840001802;434:43400:0:PV-004840009930;434:43400:0:PV-004840014157;
