fragment_smiles,occurences,example_ligands
Cc1ccsc1Cl,3710,158:15800:0:PV-004845106515;158:15800:0:PV-004845106516;158:15800:0:PV-004845106517;
C1CCNC1,572063,158:15800:0:PV-004845106515;158:15800:0:PV-004845106516;158:15800:0:PV-004845106517;
c1ccccc1,273624,158:15800:0:PV-004845106515;158:15800:0:PV-004845106516;158:15800:0:PV-004845106517;
Cc1cccc(Cl)c1,13338,158:15800:0:PV-004845106610;158:15800:0:PV-004845111705;158:15800:0:PV-004845111706;
CC1CCC1,55676,158:15800:0:PV-004845106621;158:15800:0:PV-004845106786;158:15800:0:PV-004845108995;
Clc1ncco1,8217,158:15800:0:PV-004845106621;158:15800:0:PV-004845121502;158:15800:0:PV-004845124076;
Cc1nccs1,28361,158:15800:0:PV-004845106624;158:15800:0:PV-004845108309;158:15800:0:PV-004845111941;
C1CCNCC1,443269,158:15800:0:PV-004845106651;158:15800:0:PV-004845106976;158:15800:0:PV-004845107043;
c1csnn1,26908,158:15800:0:PV-004845106651;158:15800:0:PV-004845108042;158:15800:0:PV-004845111287;
Cc1cccs1,43229,158:15800:0:PV-004845106651;158:15800:0:PV-004845107616;158:15800:0:PV-004845107617;
Cn1ncc2ccncc21,199,158:15800:0:PV-004845106734;158:15800:0:PV-004845106735;158:15800:4:PV-003279101266;
Cc1nncs1,5191,158:15800:0:PV-004845106763;158:15800:0:PV-004845106764;158:15800:0:PV-004845112054;
C1CCCCC1,175614,158:15800:0:PV-004845106763;158:15800:0:PV-004845106764;158:15800:0:PV-004845107029;
Cc1cnco1,17720,158:15800:0:PV-004845106785;158:15800:0:PV-004845144328;158:15800:0:PV-004845172623;
CC1(F)CNCCNC1,3114,158:15800:0:PV-004845106785;158:15800:0:PV-004845143593;158:15800:0:PV-004845148186;
Clc1ccco1,25595,158:15800:0:PV-004845106785;158:15800:0:PV-004845112166;158:15800:0:PV-004845117634;
C1CCOC1,149868,158:15800:0:PV-004845106786;158:15800:0:PV-004845108870;158:15800:0:PV-004845108871;
Cc1ccns1,16310,158:15800:0:PV-004845106786;158:15800:0:PV-004845123896;158:15800:0:PV-004845123897;
CN1CCCCC12CCNCC2,13,158:15800:0:PV-004845106952;158:15802:1:PV-004846304771;158:15809:7:PV-004850181857;
Cc1ccncc1N,4063,158:15800:0:PV-004845106963;158:15800:0:PV-003972561966;158:15800:2:PV-003279074843;
C1NCC2CC12,117148,158:15800:0:PV-004845106963;158:15800:0:PV-004845108830;158:15800:0:PV-004845108995;
FC1(F)CCNC1,5655,158:15800:0:PV-004845107010;158:15800:0:PV-004845110171;158:15800:0:PV-004845115242;
CC1(F)CCC1,10468,158:15800:0:PV-004845107010;158:15800:0:PV-004845150824;158:15800:0:PV-004845212011;
Fc1ccccc1F,13036,158:15800:0:PV-004845107019;158:15800:0:PV-004845127490;158:15800:0:PV-004845142760;
C1CNC2CC2N1,4422,158:15800:0:PV-004845107019;158:15800:0:PV-004845167318;158:15800:0:PV-004845188275;
C1CCSCC1,28973,158:15800:0:PV-004845107029;158:15800:0:PV-004845107030;158:15800:0:PV-004845107643;
c1cnsc1,66617,158:15800:0:PV-004845107029;158:15800:0:PV-004845107030;158:15800:0:PV-004845108870;
Clc1cccnc1,31988,158:15800:0:PV-004845107043;158:15800:0:PV-004845107044;158:15800:0:PV-004845107045;
c1cc2sccc2[nH]1,3783,158:15800:0:PV-004845107186;158:15800:0:PV-004845135487;158:15800:0:PV-004845135488;
c1ccc2oncc2c1,3216,158:15800:0:PV-004845107239;158:15800:1:PV-003279053333;158:15800:1:PV-003279064030;
Cc1ccsn1,23432,158:15800:0:PV-004845107279;158:15800:0:PV-004845107280;158:15800:0:PV-004845107281;
FC1(F)CC2(CC2)C1,1420,158:15800:0:PV-004845107279;158:15800:0:PV-004845107280;158:15800:0:PV-004845107281;
CC1(C)CCCNC1,18452,158:15800:0:PV-004845107290;158:15800:0:PV-004845112794;158:15800:0:PV-004845126346;
Cc1ccc(C)c(Cl)c1,1029,158:15800:0:PV-004845107290;158:15800:0:PV-004845227946;158:15800:0:PV-004845227947;
