fragment_smiles,occurences,example_ligands
c1cnc2c(c1)CCCO2,342,133:13300:0:Z4085838320;133:13300:1:Z4472661050;133:13300:4:Z4388229678;
CC1(C)CNCCO1,6804,133:13300:0:Z5001359043;133:13300:0:Z4325971715;133:13300:0:Z3549394410;
FC1CCNCC1,4197,133:13300:0:Z3639225007;133:13300:0:Z3201532514;133:13300:0:Z2161341720;
C1CC2(C1)CC2,5205,133:13300:0:Z4278593601;133:13300:0:Z4150035160;133:13300:0:Z3914439199;
c1ccc2occc2c1,14638,133:13300:0:Z1534073483;133:13300:0:Z4025842174;133:13300:0:Z2838105336;
Cn1cccc1,14162,133:13300:0:Z3899399017;133:13300:0:Z4398232628;133:13300:0:Z1788029207;
O=S1(=O)CC2CNCC2C1,434,133:13300:0:Z4137405073;133:13300:1:Z3582237889;133:13300:1:Z3671971023;
c1ccc2c(c1)CCCN2,17757,133:13300:0:Z2370714449;133:13300:0:Z1271330997;133:13300:0:Z4048003032;
C1CC2CNCC12,5581,133:13300:0:Z2928949018;133:13300:0:Z3797403616;133:13300:0:Z3603336034;
c1ccc2nccnc2c1,3353,133:13300:0:Z954306664;133:13300:0:Z2288081753;133:13300:0:Z737393214;
c1ccc2c(c1)OCO2,17863,133:13300:0:Z954306664;133:13300:0:Z4022660789;133:13300:0:Z3613260051;
Fc1cnc2c(c1)NCCC2,182,133:13300:0:Z4621401365;133:13300:4:Z4648982398;133:13300:8:Z4622893105;
Cc1nncs1,3997,133:13300:0:Z2073500641;133:13300:0:Z3592499230;133:13300:0:Z3078747563;
Cn1cc(N)cn1,530,133:13300:0:Z4448711446;133:13300:0:Z4251726517;133:13300:2:Z3797797874;
Cc1cnn2cnnc2c1C,148,133:13300:0:Z2852231538;133:13300:1:Z3561414469;133:13300:3:Z3395911943;
Fc1ccncc1,329,133:13300:0:Z4268216334;133:13300:0:Z4268215482;133:13300:0:Z4268216332;
CC1COCCN1,6426,133:13300:0:Z3670056924;133:13300:0:Z5043700143;133:13300:0:Z4005583650;
O=C1CCCc2ccccc21,3345,133:13300:0:Z1952557719;133:13300:0:Z3915529450;133:13300:0:Z3622534425;
Cc1cc(C)n2ncnc2n1,1602,133:13300:0:Z1699435315;133:13300:0:Z1693392173;133:13300:0:Z2801688333;
CC1CCOC1,3943,133:13300:0:Z1699435315;133:13300:0:Z3534579331;133:13300:0:Z3787703255;
c1ccc2[nH]ccc2c1,36140,133:13300:0:Z4467154397;133:13300:0:Z2958769288;133:13300:0:Z901074756;
C1CC2CCN(C1)C2,710,133:13300:0:Z4467154397;133:13300:0:Z2919888614;133:13300:2:Z2925395887;
c1cn2c(n1)CCC2,2445,133:13300:0:Z2444460270;133:13300:0:Z2874600522;133:13300:1:Z3886304730;
NC1CCCCNC1=O,229,133:13300:0:Z3385272404;133:13300:3:Z2404953703;133:13300:4:Z2504062576;
CC1C2CNCC12,118,133:13300:0:Z4329538630;133:13300:5:Z4316487589;133:13301:0:Z4611135983;
C1CCC2(CC1)OCCO2,4385,133:13300:0:Z3391572237;133:13300:0:Z3609213287;133:13300:1:Z4278218753;
CC1CNCCO1,15442,133:13300:0:Z1324807864;133:13300:0:Z3153835394;133:13300:0:Z1416957402;
C1COCC2(C1)CNC2,535,133:13300:0:Z4964183877;133:13300:1:Z4961154103;133:13300:2:Z4961149635;
Cc1ccc[nH]1,3655,133:13300:0:Z4076583907;133:13300:0:Z3610748454;133:13300:0:Z3610681241;
C1NCC2COCC1O2,258,133:13300:0:Z4076583907;133:13300:1:Z2016444773;133:13300:9:Z4073001469;
c1ccc2[nH]cnc2c1,23261,133:13300:0:Z3097571331;133:13300:0:Z4030092188;133:13300:0:Z2874952944;
Cn1cnc(=O)cc1N,12,133:13300:0:Z3638740541;133:13305:9:Z3638747366;133:13312:5:Z3638748685;
FC1(F)CC1,12451,133:13300:0:Z4460365413;133:13300:0:Z4462881606;133:13300:0:Z3599069617;
O=C1CCCC1,2139,133:13300:0:Z4460365413;133:13300:0:Z1786730959;133:13300:0:Z1747629741;
Cc1ccnc2c1NCCO2,136,133:13300:0:Z4218655205;133:13300:2:Z4217237138;133:13301:0:Z4908775949;
Clc1cccc2c1OCCO2,2025,133:13300:0:Z2393062037;133:13300:1:Z1892767976;133:13300:1:Z1716140106;
Fc1cccc2cccnc12,1045,133:13300:0:Z1828858952;133:13300:1:Z4270223759;133:13300:2:Z4094486759;
Cc1cncc(C)c1,2874,133:13300:0:Z1627655522;133:13300:0:Z3416309970;133:13300:0:Z3599468151;
Cc1cc(C)ncn1,5181,133:13300:0:Z3627508089;133:13300:0:Z1551559909;133:13300:0:Z3207241669;
C1COCCC2(CC2)N1,101,133:13300:0:Z3627508089;133:13301:6:Z4326092337;133:13302:0:Z3627507313;
Cc1cccc2ccoc12,552,133:13300:0:Z2965574764;133:13300:0:Z2781225665;133:13300:2:Z4591717189;
Cn1ccccc1=O,4272,133:13300:0:Z4520237590;133:13300:0:Z3209388942;133:13300:1:Z1185135774;
Cc1cccc2c1CCCC2,271,133:13300:0:Z3788912590;133:13300:4:Z3868032319;133:13300:5:Z3842419420;
O=c1[nH]c2ccccc2o1,5368,133:13300:0:Z1501655591;133:13300:0:Z324879070;133:13300:0:Z2643871107;
c1ccc2c(c1)CCCCS2,123,133:13300:0:Z1437406361;133:13301:2:Z4596400512;133:13301:6:Z4572033332;
C1CNCC2(C1)CCCO2,379,133:13300:0:Z4347699885;133:13300:0:Z3175320147;133:13300:4:Z3208693644;
FC1Cc2ccccc2C1,282,133:13300:0:Z3203085878;133:13300:0:Z4389152415;133:13300:1:Z2481226604;
Cn1cnc2ccccc21,6623,133:13300:0:Z4152931275;133:13300:0:Z1204543853;133:13300:0:Z987184696;
Nc1nncs1,358,133:13300:0:Z4471771846;133:13300:4:Z4485514059;133:13300:4:Z4490454426;
O=S1(=O)CCCC12CNC2,844,133:13300:0:Z3414336815;133:13300:0:Z4211236515;133:13300:0:Z3416545447;
c1ccc2scnc2c1,13673,133:13300:0:Z2911769275;133:13300:0:Z2298738659;133:13300:0:Z1636657044;
Cn1cncc1Cl,1752,133:13300:0:Z4099233712;133:13300:1:Z2655863643;133:13300:1:Z1618646545;
Cn1c(=O)ccc2ccccc21,1259,133:13300:0:Z3357387212;133:13300:0:Z2215825133;133:13300:0:Z2224602724;
C1CCC2(CCC2)OC1,3229,133:13300:0:Z3357387212;133:13300:1:Z2925791456;133:13300:1:Z3298840588;
OC1CCNC1,23078,133:13300:0:Z4143502690;133:13300:0:Z4025175831;133:13300:0:Z2352950717;
O=C1COc2ccccc2N1,6346,133:13300:0:Z1643292056;133:13300:0:Z3386211829;133:13300:0:Z1499395228;
C1CC2(CCN1)CC2,4797,133:13300:0:Z1603236324;133:13300:0:Z4263761995;133:13300:0:Z1170384309;
Cc1ncno1,8033,133:13300:0:Z1623752251;133:13300:0:Z1191272447;133:13300:0:Z1372900862;
O=S1(=O)CCCNCC1,1207,133:13300:0:Z4474059422;133:13300:0:Z2976741341;133:13300:0:Z2964695692;
CN1CCOCC1,4207,133:13300:0:Z2862277162;133:13300:0:Z3437305902;133:13300:0:Z2161497616;
Cn1ncc2c1CNCCC2,209,133:13300:0:Z4263812038;133:13300:5:Z4263783972;133:13300:6:Z4263821771;
Cc1cnn2cccnc12,419,133:13300:0:Z3596131146;133:13300:2:Z3556509313;133:13300:6:Z4389887950;
NC1CCNCC1,2762,133:13300:0:Z3386211829;133:13300:0:Z2904824269;133:13300:0:Z4139304738;
C1CC2(C1)CCN2,2331,133:13300:0:Z3623045770;133:13300:0:Z4061270576;133:13300:0:Z3712846052;
C1CCC2(C1)CNC2,1339,133:13300:0:Z2649823644;133:13300:0:Z4185568036;133:13300:0:Z4590744302;
C1CC2(CCSCC2)N1,186,133:13300:0:Z3408654789;133:13300:6:Z3683202722;133:13301:2:Z4773479621;
c1cc2c(cn1)CNCC2,887,133:13300:0:Z4248209701;133:13300:1:Z4115847540;133:13300:1:Z3391386689;
FC1CCCOC1,617,133:13300:0:Z3296657769;133:13300:0:Z4475981875;133:13300:1:Z4170737747;
FC1(F)CCNC1,3008,133:13300:0:Z4394291876;133:13300:0:Z4269814097;133:13300:0:Z4773646978;
C1CC2(CCO1)CC2,1893,133:13300:0:Z2297573690;133:13300:0:Z1334984411;133:13300:0:Z3509836144;
Cc1ccc2c(c1)CCCO2,606,133:13300:0:Z3405486323;133:13300:1:Z2094989581;133:13300:4:Z3381185755;
c1nnc2n1CCCC2,8808,133:13300:0:Z4883522911;133:13300:0:Z2438573463;133:13300:0:Z3644932221;
c1cc2cc[nH]c2cn1,962,133:13300:0:Z4365658474;133:13300:0:Z2718417551;133:13300:0:Z4126524735;
c1nc2c([nH]1)CCNC2,1852,133:13300:0:Z2963427864;133:13300:0:Z4879258851;133:13300:0:Z4115885163;
C1CNC2COCC2N1,182,133:13300:0:Z4352821144;133:13300:3:Z4413066279;133:13301:2:Z4352817938;
OC1CC2(CC2)C1,328,133:13300:0:Z4352821144;133:13300:0:Z2946038123;133:13300:0:Z2949145931;
C1CC2(CCSCC2)CN1,919,133:13300:0:Z3794439495;133:13300:3:Z3787816217;133:13300:6:Z3442334970;
c1cc2sccc2o1,522,133:13300:0:Z1248730317;133:13300:1:Z1231148170;133:13300:2:Z3373291987;
c1cc2n(n1)CCCC2,6478,133:13300:0:Z3552899422;133:13300:0:Z5007784925;133:13300:0:Z3049921330;
Cc1cc[nH]n1,31604,133:13300:0:Z4389152415;133:13300:0:Z3374946261;133:13300:0:Z2838299883;
c1ccn2cnnc2c1,7296,133:13300:0:Z4290188350;133:13300:0:Z2475132918;133:13300:0:Z3201951531;
CC1(C)COCCN1,2368,133:13300:0:Z3867460351;133:13300:0:Z2189407059;133:13300:0:Z1884416550;
Cc1cc2ccccn2c1,149,133:13300:0:Z3867460351;133:13300:0:Z3173667533;133:13301:0:Z4960976593;
CC1OC2CCC1C2,302,133:13300:0:Z4611100200;133:13300:0:Z4603882799;133:13300:4:Z4611038885;
O=c1cc2c(n[nH]1)CCNC2,359,133:13300:0:Z4609941718;133:13300:7:Z1732346977;133:13301:3:Z2224614568;
CC1(C)CCCNC1,4146,133:13300:0:Z2090367065;133:13300:0:Z4081014076;133:13300:0:Z2070518341;
Oc1ccnc2ccccc12,545,133:13300:0:Z1785152418;133:13300:0:Z4141400381;133:13300:5:Z2639236157;
O=c1[nH]nc2n1CCNC2,775,133:13300:0:Z1785152418;133:13300:1:Z2145386879;133:13300:1:Z1921450480;
Cc1ccncn1,16763,133:13300:0:Z3723090953;133:13300:0:Z2086430578;133:13300:0:Z3294732698;
Cc1ccsc1,8443,133:13300:0:Z3723090953;133:13300:0:Z1602090695;133:13300:0:Z3723090980;
OC1CCCCC1,15237,133:13300:0:Z3153835394;133:13300:0:Z4486569540;133:13300:0:Z1681794220;
Cc1nccs1,14227,133:13300:0:Z1489194142;133:13300:0:Z4278150234;133:13300:0:Z4278099367;
Clc1ccncn1,1235,133:13300:0:Z1772514895;133:13300:0:Z4226650901;133:13300:1:Z2968370040;
Cc1ccc2c(c1C)OCC2,322,133:13300:0:Z1983574532;133:13300:0:Z4034919668;133:13300:8:Z3471487917;
FC1(F)CNCCO1,152,133:13300:0:Z4393817228;133:13300:7:Z2948020100;133:13302:1:Z4116982064;
Cn1ccc2ccccc21,5456,133:13300:0:Z4272561166;133:13300:0:Z4603588754;133:13300:0:Z2773045810;
O=C1NCCN1,10428,133:13300:0:Z4272561166;133:13300:0:Z3367528370;133:13300:0:Z1137428724;
CC1(C)CCC(F)(F)CC1,276,133:13300:0:Z3575637326;133:13300:1:Z4239065868;133:13302:7:Z3356927487;
Cc1cc(C)n(C)n1,9116,133:13300:0:Z3383129049;133:13300:0:Z811082018;133:13300:0:Z941101888;
C1CC2CNCC(C1)C2,1456,133:13300:0:Z4517110904;133:13300:0:Z4622478862;133:13300:0:Z3861749914;
CC1(C)CCC1,8306,133:13300:0:Z3898735783;133:13300:0:Z3501507354;133:13300:0:Z2620501365;
Cc1ncc(Cl)cn1,257,133:13300:0:Z1264552897;133:13300:1:Z1304714049;133:13300:4:Z1250861080;
Cc1nnco1,6826,133:13300:0:Z4074491543;133:13300:0:Z3604784550;133:13300:0:Z1312951287;
C1CC2CNCC2C1,5357,133:13300:0:Z4074491543;133:13300:0:Z3139000904;133:13300:0:Z2947567465;
CC1(C)CCCOC1,2387,133:13300:0:Z3174511162;133:13300:0:Z3441148570;133:13300:0:Z3437476874;
Cc1ccc(F)cc1,5557,133:13300:0:Z4210396030;133:13300:0:Z4993784613;133:13300:0:Z5023883976;
c1n[nH]c2c1CCC2,3726,133:13300:0:Z4210396030;133:13300:0:Z3050115535;133:13300:0:Z3093333725;
OC1CNC1,7390,133:13300:0:Z4210396030;133:13300:0:Z4932704324;133:13300:0:Z4229748242;
CC1CCc2nccn21,336,133:13300:0:Z2297893893;133:13300:6:Z2297900140;133:13300:7:Z2294500533;
FC1(F)C2CCCCCC21,717,133:13300:0:Z3521948525;133:13300:3:Z3086204151;133:13300:4:Z3626023074;
c1cn2ccsc2n1,3268,133:13300:0:Z4600023971;133:13300:0:Z1522478841;133:13300:1:Z2044909714;
c1ncc2cn[nH]c2n1,1043,133:13300:0:Z3078747563;133:13300:0:Z1449552063;133:13300:0:Z4025927911;
c1cc2n(c1)CCSC2,440,133:13300:0:Z4023067773;133:13300:2:Z4021792335;133:13300:2:Z4446047690;
OC1CCOCC1,5663,133:13300:0:Z4353005481;133:13300:0:Z3712120931;133:13300:0:Z4304580494;
Nc1csc2nccnc12,49,133:13300:0:Z4293469215;133:13303:1:Z4288733043;133:13303:1:Z4289731068;
FC1CC2(CNC2)C1,83,133:13300:0:Z1507207220;133:13302:1:Z4282461675;133:13303:1:Z4283573903;
c1cnc2[nH]ncc2c1,3632,133:13300:0:Z4468574609;133:13300:0:Z1179697674;133:13300:0:Z2777655439;
Cc1cc2c(cn1)CCN2,192,133:13300:0:Z3494955333;133:13300:3:Z4132607881;133:13300:3:Z4132607732;
CN1CCCC2(CCNC2)C1=O,426,133:13300:0:Z1991273376;133:13300:4:Z3518822894;133:13300:9:Z3574248850;
FC1CC1(F)F,77,133:13300:0:Z4870433106;133:13300:0:Z4829000822;133:13300:7:Z4827698449;
Cc1ccnc(C)c1,3086,133:13300:0:Z2303864881;133:13300:0:Z1730208847;133:13300:0:Z3048265139;
OC1CCC1,12876,133:13300:0:Z4048003032;133:13300:0:Z2307752309;133:13300:0:Z2122558193;
FC1(F)CC2CC2C1,217,133:13300:0:Z3845201439;133:13300:0:Z4666775973;133:13300:2:Z4006922906;
c1cnc2cn[nH]c2c1,392,133:13300:0:Z4248280032;133:13300:3:Z5035711853;133:13300:3:Z5035655534;
Cn1ncc2cccnc21,2736,133:13300:0:Z3179220510;133:13300:0:Z2644803433;133:13300:0:Z1324566600;
OC1CCC12CCNCC2,1475,133:13300:0:Z4272854342;133:13300:0:Z4272783542;133:13300:0:Z2449883056;
Cc1nc2ccccc2o1,2283,133:13300:0:Z1939500038;133:13300:0:Z1942495317;133:13300:1:Z1939998411;
Cc1cnoc1,3618,133:13300:0:Z4828088663;133:13300:0:Z4106225730;133:13300:0:Z3671264859;
O=C1CCNCC12CCOCC2,363,133:13300:0:Z3621775056;133:13300:8:Z3615314481;133:13301:4:Z4193266946;
Cn1nccc1O,791,133:13300:0:Z4591064168;133:13300:0:Z4447513095;133:13300:1:Z4591135545;
O=C1CNCN1,2340,133:13300:0:Z4030092188;133:13300:0:Z4486858933;133:13300:1:Z3604349402;
Fc1cc2cc[nH]c2cc1F,437,133:13300:0:Z4407944839;133:13300:1:Z2872597760;133:13300:3:Z3518044405;
Cc1coc2ccccc12,2394,133:13300:0:Z1873502632;133:13300:0:Z4125845173;133:13300:1:Z3342713639;
c1cnc2oncc2c1,2491,133:13300:0:Z4055083399;133:13300:0:Z1829368480;133:13300:0:Z3205024970;
c1ccc2cnncc2c1,707,133:13300:0:Z4560351915;133:13300:0:Z4207196911;133:13300:1:Z1852390173;
Cc1csc2ccccc12,548,133:13300:0:Z324879070;133:13300:3:Z4276281368;133:13300:4:Z2091913878;
C1CCc2nc3n(c2CC1)CCNC3,211,133:13300:0:Z3706609217;133:13300:5:Z4294883389;133:13301:5:Z4230819465;
c1ccc2c(c1)OCCO2,19857,133:13300:0:Z3861811389;133:13300:0:Z4117293840;133:13300:0:Z1162006655;
Cn1ncc2cc(F)ccc21,219,133:13300:0:Z3366654634;133:13300:1:Z3352559293;133:13300:5:Z3324616124;
O=c1ccnc[nH]1,5153,133:13300:0:Z3366654634;133:13300:0:Z4104098979;133:13300:0:Z4308640400;
CC1CCNCCO1,509,133:13300:0:Z3396197111;133:13300:1:Z2932316918;133:13300:8:Z2952859371;
c1cc2c([nH]1)CCCNC2,233,133:13300:0:Z5004635427;133:13300:2:Z5004822569;133:13300:2:Z5004321708;
Cc1cccc2cc[nH]c12,1333,133:13300:0:Z3385569384;133:13300:0:Z2643182706;133:13300:0:Z2604299503;
c1cc2n(n1)CCNC2,4952,133:13300:0:Z3671309430;133:13300:0:Z4594119216;133:13300:0:Z2765173391;
O=C1CCCc2[nH]ccc21,248,133:13300:0:Z3671309430;133:13300:6:Z3668191255;133:13301:7:Z3671167863;
Oc1ccc2[nH]ccc2c1,172,133:13300:0:Z4276763319;133:13300:1:Z3186258009;133:13300:4:Z3584327880;
NC12CCC(CC1)C2,123,133:13300:0:Z4056930762;133:13302:0:Z4215898283;133:13302:1:Z3102227805;
O=S1(=O)NCCCN1,561,133:13300:0:Z3551124338;133:13300:1:Z3646044139;133:13300:2:Z3634258567;
CC1CCCc2ccnn21,598,133:13300:0:Z3843521333;133:13300:1:Z3840672173;133:13300:1:Z4023358290;
Cc1ccccn1,28818,133:13300:0:Z4043093270;133:13300:0:Z1648257371;133:13300:0:Z1696461511;
C1CNC2(C1)CCC2,4008,133:13300:0:Z3815600785;133:13300:0:Z3652504947;133:13300:0:Z4577188410;
CC1(C)CCCC(O)C1,547,133:13300:0:Z2589692714;133:13300:0:Z1779176227;133:13300:2:Z1781513370;
CC1CNCC(C)N1,2306,133:13300:0:Z3699264882;133:13300:1:Z4350325251;133:13300:1:Z3660167683;
O=S1(=O)C2CCCC1CC2,1246,133:13300:0:Z2922121921;133:13300:1:Z4253334471;133:13300:2:Z2790639999;
Fc1cccc(Cl)c1,17704,133:13300:0:Z2922121921;133:13300:0:Z2069118251;133:13300:0:Z4169595061;
C1CCC2CC2C1,2204,133:13300:0:Z2505257097;133:13300:0:Z3470851843;133:13300:1:Z4021880722;
CC1(C)CCCC(=O)N1,522,133:13300:0:Z2203045329;133:13300:3:Z2017997688;133:13300:5:Z2845630213;
O=C1CCOc2ccccc2N1,772,133:13300:0:Z3626834547;133:13300:0:Z3615956251;133:13300:0:Z3889364272;
NC1CCOC1,1100,133:13300:0:Z5038016964;133:13300:0:Z3382203494;133:13300:1:Z3829599483;
Fc1ccc2ccccc2c1,271,133:13300:0:Z5038016964;133:13300:6:Z2883177778;133:13301:7:Z4022425805;
C1COCO1,9594,133:13300:0:Z3191027619;133:13300:0:Z1028052278;133:13300:0:Z4279456646;
C1CC2(C1)CCOCC2,3745,133:13300:0:Z4244918476;133:13300:1:Z4600126090;133:13300:2:Z2662501339;
c1ncc2ccsc2n1,1421,133:13300:0:Z366054672;133:13300:0:Z3018765433;133:13300:0:Z4961483222;
O=c1cccn[nH]1,6534,133:13300:0:Z901258678;133:13300:0:Z4035275824;133:13300:0:Z3703399581;
Oc1ccncn1,2186,133:13300:0:Z1874993509;133:13300:0:Z2699428927;133:13300:1:Z2596192973;
Cc1ncsc1C,1988,133:13300:0:Z2069118251;133:13300:0:Z1291606069;133:13300:0:Z1287332426;
CC1(C)C(O)C2CCCNC21,313,133:13300:0:Z2814560497;133:13300:0:Z3137433493;133:13300:0:Z2776532117;
C1CCC2(CNC2)OC1,1255,133:13300:0:Z4859747863;133:13300:0:Z4582295756;133:13300:0:Z5059821864;
Clc1ccc2[nH]cnc2c1,973,133:13300:0:Z2918523612;133:13300:0:Z1576400765;133:13300:1:Z4082392091;
O=C1CNCC2(CC2)N1,241,133:13300:0:Z3323414237;133:13301:1:Z3437506007;133:13301:2:Z3612070129;
O=C1NCCCN1,2803,133:13300:0:Z4298333617;133:13300:0:Z2769887378;133:13300:0:Z1340549693;
OC1CCC12CCC2,1292,133:13300:0:Z4298333617;133:13300:0:Z4298474540;133:13300:0:Z4297937847;
Cc1ncon1,12746,133:13300:0:Z4133851051;133:13300:0:Z3609548072;133:13300:0:Z4140700192;
Cc1ccnc(C)n1,2975,133:13300:0:Z3192106009;133:13300:0:Z1666382521;133:13300:2:Z3603382715;
OC1CC2CCC1C2,1485,133:13300:0:Z3056159396;133:13300:0:Z3807505858;133:13300:2:Z5019137650;
Oc1ccccn1,3549,133:13300:0:Z4320271394;133:13300:0:Z2304489748;133:13300:0:Z2002818033;
c1ccc2c(c1)CCOC2,11531,133:13300:0:Z3408467664;133:13300:0:Z4186203315;133:13300:0:Z4302862462;
C1=CCNC1,1426,133:13300:0:Z1626766281;133:13300:1:Z1892767976;133:13300:1:Z1643603681;
CC1(C)CNCC1O,237,133:13300:0:Z1934776793;133:13300:3:Z1930381316;133:13300:3:Z2225880410;
c1cn2c(n1)CCCCC2,854,133:13300:0:Z2659244957;133:13300:1:Z4324727346;133:13300:1:Z4325885246;
C1CC2CC(C2)O1,1019,133:13300:0:Z4028289199;133:13300:0:Z5018440187;133:13300:1:Z4423972966;
C1CC2CCC1N2,4612,133:13300:0:Z3596998039;133:13300:0:Z3911637182;133:13300:0:Z2873923851;
C1CCC2(CC1)CC2,2625,133:13300:0:Z2776757430;133:13300:0:Z3597753226;133:13300:0:Z1873971273;
CC1COC2(CCC2)CN1,298,133:13300:0:Z2644464519;133:13300:0:Z2581211614;133:13300:6:Z3176258924;
O=S1(=O)CC2CNCC21,818,133:13300:0:Z5061335899;133:13300:0:Z4601252324;133:13300:2:Z5061334528;
CN1CCNC(C)(C)C1,156,133:13300:0:Z4117741716;133:13300:4:Z1555841958;133:13301:0:Z4117738229;
Cn1nccn1,1657,133:13300:0:Z4293438492;133:13300:0:Z4039396436;133:13300:0:Z4123369570;
Cn1nnc2ccccc21,2641,133:13300:0:Z2439587387;133:13300:0:Z2965710964;133:13300:0:Z3580100972;
c1nnc2n1CCCCC2,3608,133:13300:0:Z2439587387;133:13300:0:Z3315938350;133:13300:0:Z5037515618;
c1ccc2c(c1)OCCCO2,5905,133:13300:0:Z2783361903;133:13300:0:Z1748285946;133:13300:0:Z3780526541;
CC1CNCC(C)(C)O1,1029,133:13300:0:Z3010709286;133:13300:0:Z3010571263;133:13300:2:Z5019459362;
O=c1[nH]ncc2ccccc12,3427,133:13300:0:Z1558397022;133:13300:0:Z2800174312;133:13300:1:Z4193095529;
Cc1cc(C)c(C)c(C)c1C,302,133:13300:0:Z3105550633;133:13300:0:Z1441176064;133:13300:1:Z1673261359;
NC1CCCn2nccc21,168,133:13300:0:Z3105550633;133:13300:4:Z5060276473;133:13300:6:Z3102363408;
FC1CNCC12COC2,730,133:13300:0:Z3834526113;133:13300:4:Z2227867255;133:13300:4:Z2227865393;
Clc1ccc2ncccc2c1,707,133:13300:0:Z3834526113;133:13300:0:Z5048920760;133:13300:1:Z1954392466;
C1CC2(CCN1)CCOC2,2073,133:13300:0:Z3518186110;133:13300:0:Z3705842644;133:13300:1:Z3135693315;
C1CC2COCC2O1,1345,133:13300:0:Z3524989661;133:13300:1:Z3694006970;133:13300:1:Z3713390515;
FC1(F)CC2CCC1C2,646,133:13300:0:Z4018278649;133:13300:0:Z4165561831;133:13300:1:Z3608591611;
C1CCCNCC1,27872,133:13300:0:Z4018278649;133:13300:0:Z4088567973;133:13300:0:Z1531571129;
Clc1cc(Cl)c2[nH]ccc2c1,64,133:13300:0:Z2232826557;133:13301:5:Z4291905195;133:13302:3:Z2308610304;
O=C1CCCCC1,3341,133:13300:0:Z1162006655;133:13300:0:Z4141695931;133:13300:1:Z4643824847;
c1cc2c(s1)CCCN2,111,133:13300:0:Z5043874579;133:13300:0:Z5059504446;133:13302:1:Z5059950681;
O=c1cc[nH][nH]1,1811,133:13300:0:Z4238146088;133:13300:0:Z2960125658;133:13300:0:Z4238147284;
c1[nH]nc2c1CCCC2,3168,133:13300:0:Z3368056705;133:13300:0:Z3203648666;133:13300:0:Z3712020006;
C1CNC2CCCNC2C1,338,133:13300:0:Z4203663117;133:13300:1:Z4113297710;133:13300:5:Z2228791263;
Clc1cccs1,7388,133:13300:0:Z2964543960;133:13300:0:Z1667380162;133:13300:0:Z2779772456;
Cc1cnc(C)o1,951,133:13300:0:Z4088567973;133:13300:3:Z1603375232;133:13300:3:Z2846878059;
NC1CCC12CCOCC2,123,133:13300:0:Z3365587063;133:13300:2:Z3139824575;133:13300:2:Z4055160461;
Clc1cccc2ccccc12,391,133:13300:0:Z3365587063;133:13300:1:Z1695473101;133:13300:1:Z4174462604;
CC1CNCC(C)O1,8046,133:13300:0:Z4962958492;133:13300:0:Z1578999927;133:13300:0:Z4316092768;
NC1CCC2CCNC12,52,133:13300:0:Z4056276087;133:13300:9:Z3889428167;133:13303:3:Z3870783729;
c1cnc2c(c1)OCCO2,1396,133:13300:0:Z4906834199;133:13300:1:Z2626041209;133:13300:2:Z4460128780;
CC12CCC(CC1)CC2,23,133:13300:0:Z5054633018;133:13302:3:Z4483968644;133:13314:9:Z4460224269;
C1CC2OCCOC2CN1,391,133:13300:0:Z3099169948;133:13300:0:Z3102763815;133:13300:0:Z3173615212;
Oc1ncnc2c1CNC2,95,133:13300:0:Z3364672849;133:13301:1:Z3474839086;133:13304:5:Z3474840593;
Cc1cocn1,7566,133:13300:0:Z1615510682;133:13300:0:Z2588513405;133:13300:0:Z3609688038;
Cc1cncnc1,2183,133:13300:0:Z2700642916;133:13300:0:Z1527351566;133:13300:1:Z1918627930;
c1ccc2c(c1)CCCO2,14886,133:13300:0:Z4216205489;133:13300:0:Z3801993711;133:13300:0:Z1730208847;
c1cnn2nccc2c1,584,133:13300:0:Z4216205489;133:13300:0:Z4175351304;133:13300:1:Z1695521187;
O=c1[nH]nco1,1337,133:13300:0:Z2027231412;133:13300:0:Z2283116979;133:13300:1:Z2961980575;
CN1C(=O)CC2CNCCC21,396,133:13300:0:Z3620052710;133:13300:2:Z3095524605;133:13300:3:Z3586010945;
c1n[nH]c2c1COCC2,990,133:13300:0:Z4105087761;133:13300:0:Z3098224584;133:13300:1:Z3600682626;
CC1CNC(C)C1,188,133:13300:0:Z3159218744;133:13300:0:Z3171497723;133:13300:4:Z2182692083;
Cn1nccc1Cl,2951,133:13300:0:Z3159218744;133:13300:0:Z2846663017;133:13300:0:Z2915819475;
c1ccc2cnccc2c1,11281,133:13300:0:Z3294732698;133:13300:0:Z3696059795;133:13300:0:Z3696060452;
Cc1cnco1,10098,133:13300:0:Z3723090967;133:13300:0:Z951988452;133:13300:0:Z5058850351;
CC1CCCCC1=O,291,133:13300:0:Z1550379523;133:13300:5:Z4650321273;133:13301:0:Z2965755760;
Cn1ccc2cccc(Cl)c21,91,133:13300:0:Z3669445081;133:13300:5:Z3668018114;133:13301:6:Z3667182469;
NC1Cc2ccccc2C1,417,133:13300:0:Z2449883056;133:13300:0:Z2826068820;133:13300:4:Z2448957861;
Fc1ccc2c(c1)CNCC2,1606,133:13300:0:Z3793207224;133:13300:0:Z3879068126;133:13300:0:Z4421754753;
Cc1ncccn1,7089,133:13300:0:Z3471539963;133:13300:0:Z4173573595;133:13300:0:Z1728022744;
C1CNC2(C1)COC2,411,133:13300:0:Z3471539963;133:13300:3:Z4209736486;133:13300:6:Z4247404546;
NC1CC2CCC(C1)C2,407,133:13300:0:Z2355657893;133:13300:6:Z3890005579;133:13300:6:Z3890005566;
