fragment_smiles,occurences,example_ligands
O=c1ccc2cc(Cl)ccc2[nH]1,30,0:00005:5:Z1303895659;0:00022:7:Z3132722381;0:00022:7:Z4115846564;
Cc1cc2cc[nH]c(=O)c2n1C,25,0:00005:5:Z3339317961;0:00017:7:Z3499679593;0:00029:2:Z3339317354;
CC1CC(=O)c2cccc(F)c21,11,0:00005:5:Z2169315090;0:00007:8:Z3512823917;0:00009:7:Z3869349262;
CC1CCCc2ccccc2C1,36,0:00005:5:Z1694341877;0:00012:5:Z2927592310;0:00013:0:Z2362680024;
O=C1CCCc2ncncc21,29,0:00005:6:Z2720860689;0:00010:8:Z2720855581;0:00011:7:Z3831238960;
Cn1cc2c(n1)CCS(=O)(=O)C2,14,0:00005:6:Z2915012861;0:00011:4:Z3166800238;0:00012:4:Z3168395040;
CC1NCC(=O)Nc2ccccc21,32,0:00005:6:Z4925250008;0:00008:6:Z4925249848;0:00008:9:Z5035758041;
Cc1n[nH]c2c(=O)[nH]cnc12,5,0:00005:6:Z4208985039;0:00011:7:Z4208984063;0:00017:4:Z4208985368;
O=c1[nH]cnc2sc3ccccc3c12,8,0:00005:6:Z1389071573;0:00017:3:Z1497330727;0:00022:6:Z2154337575;
CC1C(=O)Nc2ccccc21,20,0:00005:6:Z2365355460;0:00007:0:Z2365356653;0:00007:1:Z2721893145;
Cc1n[nH]c(=O)c2noc(C)c12,11,0:00005:6:Z2790061725;0:00017:5:Z2789920590;0:00018:7:Z2789916650;
O=c1[nH]cnc2c(Cl)scc12,31,0:00005:7:Z2442560225;0:00008:1:Z2442558900;0:00010:3:Z3339549564;
Nc1cc2n(n1)CCCNC2,30,0:00005:7:Z3680664902;0:00007:6:Z4026224195;0:00009:1:Z3443192091;
O=C1NS(=O)(=O)c2ncccc21,23,0:00005:7:Z1575092447;0:00006:1:Z1955024467;0:00011:8:Z2442284282;
C=C1CCC(F)(F)CC1,29,0:00005:7:Z4387198595;0:00011:3:Z4594444644;0:00019:5:Z4387197523;
CC1(C)C2CCCC1C2,59,0:00005:7:Z4481189683;0:00006:5:Z3592850735;0:00007:3:Z2925358839;
c1ccc2c3c([nH]c2c1)CNCCS3,21,0:00005:7:Z3598201933;0:00010:8:Z3741029881;0:00010:8:Z3598191215;
CC1CNc2cnccc2O1,101,0:00005:7:Z4651291815;0:00005:8:Z4556566618;0:00007:8:Z4556817446;
Oc1ncnc2c1CCC2,40,0:00005:7:Z1607526025;0:00010:7:Z1607531387;0:00013:7:Z3513231312;
CN1CCc2nc[nH]c(=O)c2C1,3,0:00005:7:Z2285438671;0:00048:2:Z3493850630;0:00098:8:Z3292436593;
c1cc2n(c1)CCNC21CCC1,46,0:00005:7:Z4422718137;0:00006:1:Z4207410138;0:00008:0:Z4214179192;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,2,0:00005:7:Z1271604203;0:00026:5:Z2863042960;
O=c1cc[nH]c2ncnn12,7,0:00005:7:Z1513955017;0:00017:1:Z1513956340;0:00033:2:Z1513955302;
Clc1ncn[nH]1,51,0:00005:7:Z3341793710;0:00007:2:Z3339826242;0:00007:6:Z3339828023;
CC1CCc2ccc(F)cc2C1,5,0:00005:7:Z2772171521;0:00053:1:Z2772300585;0:00068:7:Z2771940597;
OC1CCCn2ccnc21,27,0:00005:7:Z3776959763;0:00008:2:Z3776876117;0:00012:2:Z4999843036;
c1ccc2c(c1)oc1ccccc12,20,0:00005:7:Z369175764;0:00010:8:Z2072270396;0:00026:5:Z2067602613;
Cc1cccc2cn(C)nc12,13,0:00005:7:Z3710784315;0:00012:3:Z3710784869;0:00020:4:Z3710784593;
CC1(C)CNCC2CCOC2C1,149,0:00005:8:Z3613159973;0:00006:5:Z3395168676;0:00007:4:Z3323959885;
Cn1ncc2cn[nH]c21,53,0:00005:8:Z1212625862;0:00006:0:Z1212628486;0:00008:0:Z2452544778;
c1ccc2c(c1)CCC21CCOCC1,8,0:00005:8:Z4888479298;0:00010:5:Z4888498576;0:00038:4:Z4888503465;
Clc1cccc2ccccc12,65,0:00005:8:Z1693004717;0:00006:1:Z4251380056;0:00009:2:Z18344722;
O=c1[nH]ccc2cc(Cl)ccc12,8,0:00005:8:Z4000409443;0:00036:6:Z4000410242;0:00047:7:Z4000408860;
O=C1CC2CCc3sccc3C2=NN1,6,0:00005:8:Z2863957859;0:00024:7:Z2863959499;0:00042:9:Z2863958249;
Cc1cc(=O)[nH]c(=O)n1C,61,0:00005:8:Z3799618725;0:00006:0:Z3799618200;0:00006:1:Z3799616222;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,12,0:00005:8:Z2720776033;0:00013:8:Z2442351714;0:00017:4:Z2445908433;
C1=Nc2ccccc2C1,30,0:00005:8:Z1419489141;0:00006:5:Z1251381108;0:00009:1:Z1229676520;
O=C1CC2(CCOCC2)NCCN1,23,0:00005:8:Z2791504605;0:00006:4:Z2791517483;0:00008:3:Z3877924403;
c1ccc2c(c1)CCC1CNC21,68,0:00005:8:Z4466211159;0:00008:1:Z4483102629;0:00015:7:Z4478526483;
O=C1NCNC12CCCCC2,15,0:00005:8:Z2830919447;0:00006:2:Z2351358258;0:00010:2:Z2830931895;
CC1(C)C2CCC13CS(=O)(=O)NC3C2,2,0:00005:8:Z4415225019;0:00005:8:Z4415226419;
Cc1csc2c(Cl)cccc12,26,0:00005:9:Z4153145209;0:00005:9:Z3804798679;0:00005:9:Z4043298404;
Cc1ccnc2nc(O)[nH]c(=O)c12,8,0:00005:9:Z2231750440;0:00046:9:Z1313036010;0:00061:5:Z2720874339;
Cc1nc2[nH]ccc(=O)n2n1,23,0:00005:9:Z4125617486;0:00011:3:Z4125986627;0:00013:5:Z4128956141;
c1ccc2c(c1)NCC1CCC2C1,20,0:00005:9:Z4156332266;0:00009:4:Z4156331509;0:00017:3:Z4187314009;
O=S1(=O)Cc2ccc(F)cc2N1,9,0:00005:9:Z2898335429;0:00017:4:Z2898334984;0:00021:0:Z3633862515;
CC1(C)OCc2ccccc2O1,55,0:00005:9:Z4155723841;0:00006:9:Z2361412288;0:00011:8:Z2164819206;
Cn1c(=O)[nH]c2ccccc2c1=O,7,0:00005:9:Z3800235574;0:00032:2:Z3500232771;0:00034:9:Z3294935648;
Cn1cc2nc[nH]c(=O)c2c1,22,0:00005:9:Z3500223016;0:00007:8:Z3500223646;0:00008:7:Z3500223367;
Cn1c(=O)[nH]c2ccc(Cl)cc21,13,0:00005:9:Z3633998148;0:00015:8:Z4216627971;0:00029:2:Z3633998776;
CC12CC(C1)C1(CNC1)O2,16,0:00006:0:Z4210925339;0:00011:0:Z4210907627;0:00014:3:Z4210942888;
Nc1nc(Cl)cn2ccnc12,2,0:00006:0:Z3347094545;0:00073:7:Z3512098177;
CC1(C)CCC2(CC2)c2ccccc21,2,0:00006:0:Z2200956670;0:00006:0:Z2228620561;
Cc1n[nH]c2c(F)cccc12,10,0:00006:0:Z4217049103;0:00033:1:Z4217048949;0:00041:7:Z4217048924;
c1nnc2n1CC1CCCC(C2)C1,4,0:00006:0:Z3492794124;0:00024:1:Z3492794437;0:00083:3:Z3492794174;
NC1CCSC2(CCC2)C1,95,0:00006:0:Z4203511571;0:00007:0:Z4215263652;0:00007:4:Z4206825797;
Cc1cccc2c1NCNC2=O,11,0:00006:0:Z4379750384;0:00008:1:Z1373587040;0:00022:0:Z729930784;
CC12CCC(C)(C1)C2,43,0:00006:0:Z4436349116;0:00010:8:Z4436345434;0:00014:7:Z4455179568;
CC1(C)CCNC(=O)c2ccoc21,9,0:00006:1:Z4159135974;0:00024:3:Z4001944036;0:00036:5:Z4474136366;
O=C1NCCOc2cc(F)ccc21,3,0:00006:1:Z4224212154;0:00015:5:Z4863067388;0:00094:0:Z4387213720;
Cc1ccc2sc(=O)n(C)c2c1,29,0:00006:1:Z3175937515;0:00008:6:Z2914134318;0:00009:2:Z4770500195;
Cc1n[nH]c(=O)c2ccccc12,24,0:00006:1:Z1460284859;0:00009:1:Z2506120615;0:00015:0:Z1148666036;
CC1(C)CCC2CCc3cccc1c32,6,0:00006:1:Z1602059560;0:00013:6:Z1906841247;0:00015:7:Z4282207643;
O=C1CCC2(CCCO2)CC1,52,0:00006:1:Z4193730769;0:00008:4:Z4193615181;0:00009:4:Z4193877442;
Cc1cc[nH]c(=O)n1,33,0:00006:1:Z2613459131;0:00009:3:Z2613455390;0:00016:3:Z3339217915;
c1nc2cc3c(cc2s1)OCO3,20,0:00006:1:Z4141738818;0:00006:1:Z3608247555;0:00006:1:Z4862039034;
O=C1CNC(=O)C2(CC2)N1,21,0:00006:1:Z3417289407;0:00006:1:Z3417289408;0:00007:1:Z4208548141;
CC1(C)CCCCC12OCCO2,42,0:00006:1:Z3813995359;0:00006:6:Z3813995543;0:00008:0:Z4346886492;
Cn1nc(N)c2c1CNC2,13,0:00006:1:Z2972683831;0:00015:0:Z3558805971;0:00017:8:Z2861394704;
Clc1ccc2c(c1)cc1n2CCNC1,25,0:00006:1:Z2163090060;0:00007:6:Z1856065586;0:00008:9:Z4059895963;
OC1CC2CC1C(O)C2O,24,0:00006:1:Z4271002796;0:00015:4:Z4263688395;0:00015:9:Z4261632132;
O=c1[nH]cnc2sc3c(c12)CCCC3,20,0:00006:1:Z385654494;0:00023:9:Z429072978;0:00043:0:Z4562181666;
O=C1NCNc2cc(Cl)ccc21,20,0:00006:1:Z730854234;0:00007:5:Z730877992;0:00011:2:Z2830872534;
Cn1c2ccccc2n2cnnc12,11,0:00006:1:Z1357367678;0:00008:0:Z2168952241;0:00009:7:Z2067905015;
O=C1NS(=O)(=O)CC2CCCCN12,17,0:00006:2:Z3499996891;0:00019:6:Z3339614081;0:00031:1:Z2769259164;
C=C1CCC2(CC1)CC2,11,0:00006:2:Z4188637144;0:00010:5:Z4188637262;0:00010:9:Z4188637258;
CC1CC(=O)N(C)c2ccccc21,9,0:00006:2:Z2712422528;0:00008:5:Z4774573907;0:00017:0:Z2722395502;
Cn1cnc2c(Cl)cccc21,28,0:00006:2:Z3352679233;0:00012:3:Z1698206123;0:00016:9:Z1703948221;
O=c1[nH]cnc2cc(O)ccc12,13,0:00006:2:Z2981779269;0:00011:7:Z1689188431;0:00026:8:Z1689187230;
Clc1cccn2cnnc12,53,0:00006:2:Z3009198600;0:00011:7:Z2802362713;0:00013:5:Z2802361908;
O=c1[nH]ncc2ccsc12,20,0:00006:3:Z4445954376;0:00013:1:Z3500099304;0:00013:7:Z3800227770;
CC1CC(=O)c2cccnc2C1,29,0:00006:3:Z3868365060;0:00007:2:Z3868359353;0:00007:6:Z3868361301;
CC1(C)NC(=O)CCNC1=O,3,0:00006:3:Z4208568069;0:00058:5:Z4208565038;0:00065:9:Z3232735216;
Cc1cccc2c1NCCCC2,25,0:00006:3:Z4342014199;0:00011:0:Z4342015999;0:00011:2:Z4342015357;
O=C1CC2CS(=O)(=O)CCN2C(=O)CN1,2,0:00006:3:Z4208574835;0:00054:5:Z4208574678;
CC1(C)CCC2(CCCO2)CC1,23,0:00006:3:Z4451406942;0:00011:0:Z3367599646;0:00012:4:Z3394972462;
c1ccc2c(c1)[nH]c1ncccc12,3,0:00006:4:Z4385412221;0:00062:1:Z3774988230;0:00075:7:Z3774988760;
O=C1NCCCc2ncsc21,52,0:00006:4:Z3708998328;0:00006:8:Z3888908552;0:00009:6:Z3244359013;
FC1(F)CC12CCCc1ccccc12,10,0:00006:4:Z3508646240;0:00006:4:Z3507264998;0:00006:4:Z3508363986;
Fc1cc2cccnc2cc1Cl,17,0:00006:4:Z4191660801;0:00016:1:Z4191661316;0:00018:0:Z4192089982;
O=S1(=O)NCc2cc(Cl)ccc21,26,0:00006:4:Z4216916439;0:00006:8:Z4216916293;0:00011:4:Z4526230900;
Clc1cc2nc[nH]c2cc1Cl,35,0:00006:4:Z2910073159;0:00012:5:Z4385042058;0:00015:6:Z2998844042;
Cc1nn2cccnc2c1Cl,32,0:00006:4:Z1462666043;0:00007:1:Z2705109655;0:00007:1:Z2792588623;
Cc1nc2nccc(=O)n2[nH]1,32,0:00006:4:Z2852723827;0:00018:1:Z3339767937;0:00019:5:Z3633869497;
CC1(C)CCc2ccccc2N1,26,0:00006:4:Z2323950222;0:00006:8:Z4239219220;0:00009:9:Z3506188213;
Oc1nc2ccccc2[nH]1,14,0:00006:4:Z4100644769;0:00014:2:Z4033587077;0:00017:3:Z3990021148;
c1ccc2c(c1)CCC1(CCOC1)O2,9,0:00006:4:Z4258947570;0:00006:4:Z4258942202;0:00006:4:Z3506536443;
Oc1ccnc2c(F)ccc(F)c12,5,0:00006:5:Z2455905526;0:00016:5:Z2455800139;0:00092:9:Z2455985534;
c1nnc2n1CC1CCCC(C2)N1,3,0:00006:5:Z3823233083;0:00006:5:Z3823233082;0:00050:6:Z3823233169;
CN1CCC2(CNC2)C1,6,0:00006:5:Z4030908557;0:00007:6:Z3414569846;0:00014:2:Z3494015556;
Cc1cc(N)ccn1,7,0:00006:5:Z4453174819;0:00013:0:Z4453175392;0:00029:8:Z4453175567;
Clc1ccc2ncncc2c1,30,0:00006:6:Z3830078830;0:00014:5:Z3829446928;0:00016:4:Z3829932511;
Cc1ccnc2sccc12,4,0:00006:6:Z2205108767;0:00052:8:Z2205108479;0:00064:3:Z4364526067;
CC1CC(C)(C)c2ccccc21,15,0:00006:6:Z2921692317;0:00007:3:Z4910386169;0:00007:3:Z4207834290;
Cc1ccc2cc(O)ccc2n1,15,0:00006:6:Z3204512930;0:00006:9:Z3190377344;0:00007:2:Z4055362955;
Fc1cc(F)c2c(c1)NCCO2,31,0:00006:6:Z4127462037;0:00007:0:Z2477050696;0:00012:4:Z2477053239;
c1ccc2c(c1)CNCC1(CNC1)O2,12,0:00006:6:Z4204241324;0:00011:0:Z4204243317;0:00022:6:Z4204237601;
CN1c2ccccc2NS1(=O)=O,15,0:00006:6:Z2614232860;0:00016:6:Z2614230184;0:00020:7:Z2614230176;
Cc1coc2c(Cl)cccc12,81,0:00006:6:Z1620931982;0:00009:1:Z3137538173;0:00009:1:Z3137486138;
O=c1[nH]cnc2c1CCNC2,4,0:00006:6:Z3799311054;0:00055:0:Z2918523142;0:00059:4:Z1863865195;
Cc1ccc(O)cc1F,11,0:00006:6:Z4342041093;0:00008:6:Z4223443482;0:00029:9:Z4223442783;
CC1CCC2(CCN(C)CC2)O1,52,0:00006:6:Z2927819883;0:00010:8:Z3363563710;0:00014:0:Z4043109308;
Oc1nc2nc(Cl)ncc2[nH]1,41,0:00006:6:Z3718873234;0:00006:6:Z4027471698;0:00006:8:Z3718894091;
O=c1cc2c(n[nH]1)COCC2,7,0:00006:6:Z3340151469;0:00031:1:Z3343309935;0:00039:4:Z3255014036;
Clc1cc(Cl)c2[nH]ccc2c1,6,0:00006:7:Z3471212684;0:00008:9:Z3052198774;0:00034:4:Z2221788414;
Cc1ccc2c(c1)C(=O)N(C)CN2,5,0:00006:7:Z2982177259;0:00051:5:Z1256722991;0:00084:8:Z1272848670;
Cc1cc(Cl)c2c(c1)CCCN2,17,0:00006:7:Z2326656263;0:00016:2:Z2326655255;0:00022:9:Z4376774166;
Fc1cc2c(cc1F)SCCC2,40,0:00006:7:Z3362083866;0:00006:7:Z2482537898;0:00007:3:Z2286373973;
O=C1NCCc2ncccc21,102,0:00006:7:Z4638090196;0:00006:7:Z4629992710;0:00007:4:Z4643283119;
Cn1ccc2ccc(Cl)cc21,33,0:00006:7:Z1768096957;0:00010:6:Z3318160068;0:00013:8:Z1767469327;
CN1C2(CCNCC2)CCS1(=O)=O,10,0:00006:7:Z3267846069;0:00007:8:Z3267835118;0:00018:3:Z3267845398;
Oc1ncnn2cccc12,6,0:00006:7:Z4387158494;0:00026:4:Z4387130951;0:00039:7:Z4387158120;
OC1CCNc2ccccc2C1O,35,0:00006:7:Z5056120272;0:00007:3:Z5053320099;0:00009:5:Z5054463371;
Nc1nc(N)c2c(n1)CCNC2,13,0:00006:7:Z4329227782;0:00006:7:Z4329227760;0:00015:8:Z4329228148;
N=S1(=O)CCCNCC1,60,0:00006:8:Z4229995271;0:00008:8:Z4229991810;0:00009:7:Z4923676872;
CC1CCN(C)c2ccccc2N1,26,0:00006:8:Z2168983913;0:00012:8:Z4251017613;0:00017:4:Z1426855442;
CN1CCCc2ccccc2C1,36,0:00006:8:Z4571528776;0:00010:3:Z4153297922;0:00013:2:Z4910513354;
c1ccc2c(c1)CC1CC2C1,56,0:00006:8:Z3881255839;0:00007:0:Z3835989834;0:00007:0:Z3827899902;
O=C1NS(=O)(=O)c2cc(F)ccc21,14,0:00006:8:Z2017014383;0:00011:3:Z2017014452;0:00017:8:Z3341402559;
O=C1CC2(CNC2)n2ccnc2N1,17,0:00006:8:Z3618327397;0:00007:8:Z3370347180;0:00009:9:Z3370353328;
O=C1NC(=O)C2CCCC2N1,142,0:00006:8:Z3428923253;0:00006:8:Z3428926836;0:00006:8:Z3211145701;
CC1(C)Oc2ccccc2NC1=O,19,0:00006:8:Z3347407589;0:00017:0:Z4297317915;0:00018:6:Z3434400136;
Cc1nc2scc(C)c2c(=O)[nH]1,29,0:00006:8:Z3235263269;0:00010:5:Z4130060314;0:00022:9:Z4128175328;
c1c2c(cc3c1CCNC3)CCCC2,9,0:00006:8:Z3601584658;0:00010:7:Z3321604093;0:00014:7:Z4285437646;
Cc1coc(=O)c2ccccc12,29,0:00006:8:Z2496222894;0:00012:0:Z2647402750;0:00017:9:Z2492819016;
O=c1[nH]cnn2cccc12,15,0:00006:8:Z3339541353;0:00007:5:Z2613948716;0:00009:2:Z2613948649;
Cn1c2ccccc2c2ccsc21,10,0:00006:9:Z1183333277;0:00011:3:Z3054151233;0:00016:7:Z1943744617;
O=C1CCCc2oc(=O)ccc21,43,0:00006:9:Z3546955151;0:00007:2:Z3551314231;0:00009:1:Z3408458025;
O=c1cnc2ccncc2[nH]1,20,0:00006:9:Z3344099914;0:00012:5:Z3638767904;0:00020:9:Z3344090588;
O=c1[nH]ccn2cccc12,15,0:00006:9:Z3831601075;0:00012:7:Z4224243294;0:00016:2:Z4216915000;
O=C1NS(=O)(=O)c2cccc(F)c21,13,0:00006:9:Z4386540956;0:00015:2:Z1994020943;0:00024:5:Z2720749176;
Cn1c(Cl)nc2nc(Cl)ncc21,81,0:00006:9:Z4026052708;0:00008:4:Z4025546506;0:00008:4:Z4025311711;
Fc1cc(Cl)cc2cc[nH]c12,6,0:00006:9:Z4614140103;0:00045:2:Z4274964622;0:00079:5:Z2794440913;
c1ccc2c(c1)[nH]c1nncn12,20,0:00006:9:Z2850636873;0:00013:9:Z990586046;0:00026:7:Z2273083475;
c1cc2c3c(cccc3c1)CCC2,10,0:00007:0:Z2919104637;0:00010:0:Z3360668733;0:00015:0:Z4268337255;
Fc1ccc(Cl)c2c1NCCC2,19,0:00007:0:Z2810334879;0:00015:4:Z2869843486;0:00026:2:Z1296417081;
Cn1cccc(N)c1=O,9,0:00007:0:Z4224229407;0:00035:6:Z3777320488;0:00044:1:Z4169267369;
O=C1NCNc2ccc(F)cc21,10,0:00007:0:Z1513823280;0:00017:1:Z1272836173;0:00018:8:Z873254376;
CC1COCC(C)(C)N1,38,0:00007:0:Z4274254438;0:00021:4:Z4274254602;0:00023:3:Z4274254683;
FC1(F)CCCC2(CC1)OCCO2,32,0:00007:0:Z3781061919;0:00009:8:Z3504244200;0:00012:4:Z4257475951;
Cc1ccc(N)cn1,21,0:00007:1:Z3656069789;0:00008:7:Z3347278389;0:00018:9:Z3716619554;
CC1CC=NN1,3,0:00007:1:Z4282195314;0:00009:7:Z1659587814;0:00031:9:Z1613945133;
Cc1cc(C)n2[nH]c(=O)cc2n1,19,0:00007:1:Z3206607345;0:00019:9:Z2269210655;0:00023:1:Z1875147492;
O=c1[nH]ncc2ccncc12,13,0:00007:1:Z4028057760;0:00017:1:Z4028057867;0:00028:8:Z4028057704;
C1=CCC2(CNC2)OC1,1,0:00007:2:Z4223524464;
Cc1cc(O)n2nccc2n1,11,0:00007:2:Z4005759082;0:00019:7:Z4005745662;0:00019:7:Z4005745534;
Cn1c(=O)c2cccnc2n(C)c1=O,6,0:00007:2:Z337741410;0:00034:4:Z1440433275;0:00062:0:Z1815303127;
Cc1ccnc2nc[nH]c12,24,0:00007:2:Z2274744808;0:00022:4:Z2274743056;0:00022:5:Z2274744344;
O=C1CNC(=O)C2C3CCC(C3)C2N1,4,0:00007:2:Z4009015848;0:00019:1:Z4009016012;0:00019:1:Z4009015831;
Clc1ccc2c(c1)OCCCO2,40,0:00007:2:Z971296652;0:00008:9:Z1225632998;0:00009:1:Z654941224;
Clc1cnc2c(c1)CCCN2,59,0:00007:3:Z4169811961;0:00009:5:Z4666986976;0:00010:1:Z4338744951;
CC1Cc2cc(O)ccc2C(C)N1,22,0:00007:3:Z4253337095;0:00013:4:Z4273836252;0:00013:4:Z4273836198;
Cc1coc2ccccc2c1=O,36,0:00007:3:Z3081954240;0:00010:1:Z3607605017;0:00010:5:Z3385840965;
O=c1cnc2cccc(Cl)c2[nH]1,11,0:00007:3:Z4236543695;0:00031:2:Z4236543243;0:00044:9:Z4236543430;
c1ccc2c(c1)sc1ccsc12,18,0:00007:4:Z2640693066;0:00011:5:Z1443702431;0:00014:1:Z2282778503;
CN1CCCNc2ccc(F)cc21,37,0:00007:4:Z1942142388;0:00007:9:Z1337808423;0:00014:3:Z1239464884;
O=C1CNC(=O)c2ccccc2N1,18,0:00007:4:Z5050755350;0:00014:5:Z5050338240;0:00018:3:Z5055540449;
Cn1[nH]c(=O)c2cccnc21,11,0:00007:4:Z3484499551;0:00011:3:Z2722903785;0:00018:2:Z4224191085;
CN1CCOCc2ccccc21,25,0:00007:4:Z3506596423;0:00012:5:Z4342044830;0:00013:6:Z3506595947;
O=C1Nc2ccccc2C12CCNCC2,12,0:00007:4:Z3519905869;0:00037:1:Z4593810500;0:00037:1:Z4593810492;
O=c1[nH]cnc2[nH]cnc12,1,0:00007:4:Z2234593396;
NC1CCc2ncsc2C1,155,0:00007:5:Z3104717425;0:00007:5:Z4971394179;0:00007:5:Z2362408357;
CC1(C)CC(C)(C)CC2(CCN2)C1,7,0:00007:5:Z4248672771;0:00064:9:Z4279564580;0:00069:8:Z4218242913;
C1CCc2n[nH]nc2C1,4,0:00007:5:Z3828200710;0:00016:4:Z3828181758;0:00023:0:Z3828183186;
Clc1ccc(Cl)c2ccccc12,10,0:00007:5:Z3009504755;0:00040:2:Z1496786099;0:00040:2:Z1454729169;
Cc1ccc2c(C)ccnc2c1C,6,0:00007:5:Z333873538;0:00012:3:Z1560653755;0:00032:4:Z1413955098;
c1ccc2c(c1)CC1(CCC1)C2,56,0:00007:5:Z4876906432;0:00010:2:Z4876903021;0:00010:3:Z4876906420;
Cc1cc(=O)[nH]c2[nH][nH]c(=O)c12,2,0:00007:5:Z954532740;0:00028:0:Z953797112;
O=S1(=O)Cc2ccc(Cl)cc2N1,11,0:00007:5:Z1552008251;0:00007:9:Z2898015012;0:00014:6:Z1552008161;
FC1(F)CNc2ccccc2O1,4,0:00007:5:Z4131995959;0:00053:7:Z4131994839;0:00062:2:Z4131995027;
Clc1sc(Cl)c2c1CCCC2,12,0:00007:6:Z2722415312;0:00011:1:Z2351332631;0:00031:3:Z2072505897;
CC1(C)CCCC1(C)C,37,0:00007:6:Z3490844230;0:00009:8:Z4327177502;0:00010:9:Z3630119842;
O=c1[nH]ncc2c(O)ccc(F)c12,2,0:00007:6:Z2982117722;0:00053:0:Z3863470629;
O=c1[nH]ncc2ncsc12,26,0:00007:6:Z4562198556;0:00008:2:Z3789961475;0:00010:8:Z3339796503;
CC1CC(=O)c2cccc(Cl)c21,9,0:00007:6:Z990644340;0:00020:6:Z3340837063;0:00026:7:Z2360671267;
OC1CCCNc2ccccc21,27,0:00007:6:Z1665317478;0:00011:3:Z2626918986;0:00015:6:Z4211246065;
O=S1(=O)CCCc2cccc(F)c21,26,0:00007:7:Z1782559621;0:00012:1:Z3361334586;0:00016:7:Z2995917758;
O=C1CNC(=O)C2(CCCC2)CN1,10,0:00007:7:Z4009005319;0:00021:4:Z4009005291;0:00025:4:Z4009005293;
O=C1NS(=O)(=O)Cc2ccccc21,16,0:00007:7:Z1686604526;0:00025:6:Z2442236364;0:00027:8:Z1263978691;
CC1CNc2ccccc2S1,60,0:00007:7:Z1391709210;0:00015:9:Z1391705176;0:00016:5:Z4112499472;
CC1CC2CCC(C1)S2(=O)=O,55,0:00007:7:Z3044247502;0:00008:1:Z3044109341;0:00008:8:Z3051662685;
CN1c2ccccc2CCS1(=O)=O,18,0:00007:8:Z3684642239;0:00008:2:Z3684642979;0:00020:6:Z3385256415;
Oc1ncnc2c1CCCC2,6,0:00007:8:Z2897054342;0:00009:2:Z2285430095;0:00009:7:Z1778496753;
O=c1[nH]c(=O)c2ccccc2s1,15,0:00007:8:Z1654681742;0:00014:5:Z2042174625;0:00015:9:Z1729831314;
CC1CCn2cccc2C(=O)N1,19,0:00007:8:Z3831623327;0:00009:2:Z3831596111;0:00010:9:Z3831629799;
Cc1ccc2ccc(Cl)cc2n1,25,0:00007:8:Z1486881885;0:00008:4:Z1698985376;0:00013:4:Z4221284150;
Cc1c[nH]c2ccccc2c1=O,5,0:00007:8:Z4630048957;0:00044:1:Z4216397889;0:00050:3:Z4216396907;
CC1CC(C)n2nccc2N1,45,0:00007:8:Z4651445561;0:00008:7:Z4651448293;0:00009:4:Z4651445981;
Cc1nnc2n1CCNC2,12,0:00007:8:Z2466874396;0:00007:8:Z4574079845;0:00011:6:Z2353827478;
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1,15,0:00007:8:Z1503862119;0:00011:3:Z1503930179;0:00011:9:Z1503911328;
O=C1CCCCCC1,13,0:00007:8:Z1892329807;0:00010:4:Z2991870109;0:00034:5:Z295620478;
CC1NC(=O)CNC(=O)C1C,5,0:00007:8:Z4009005773;0:00046:1:Z4009005708;0:00064:1:Z4009005730;
c1nncc2c1CCNC2,21,0:00007:8:Z4229420249;0:00007:8:Z4229051174;0:00007:8:Z4224842852;
CC1(C)NC(=O)C2(CCNCC2)N1,41,0:00007:8:Z4270956880;0:00009:3:Z4261268908;0:00009:6:Z4231254345;
Clc1cccc2c1cc1n2CCNC1,15,0:00007:8:Z1888607571;0:00021:5:Z4205046675;0:00022:3:Z1895039171;
O=C1CCNc2ccc(F)cc2N1,27,0:00007:8:Z4393705389;0:00008:2:Z1318132390;0:00021:2:Z2177122743;
CN1CCn2nccc21,16,0:00007:9:Z2998210775;0:00017:8:Z2998063959;0:00020:5:Z2998224098;
Cc1cccc2c1ccn2C,15,0:00007:9:Z3641782890;0:00024:3:Z3561943170;0:00038:7:Z3509878564;
O=c1[nH]c(=O)c2cccnc2[nH]1,27,0:00007:9:Z910729892;0:00010:9:Z647154502;0:00012:6:Z1367102550;
O=C1CC2(CCNCC2)CCN1,21,0:00007:9:Z3382822247;0:00012:7:Z3383803353;0:00027:5:Z3380688976;
CC12CC3CC(C)(C1)CC(O)(C3)C2,9,0:00007:9:Z3297988952;0:00016:8:Z3380540430;0:00016:9:Z4176998669;
c1ccc2c(c1)OC1(CCNC1)O2,64,0:00007:9:Z2600877498;0:00008:5:Z3312114406;0:00012:9:Z4914546177;
CN1CCc2ccc(F)cc2C1,10,0:00007:9:Z4458812254;0:00012:1:Z3514300162;0:00021:4:Z4341509157;
Cc1cccc2ocnc12,40,0:00007:9:Z1276398570;0:00012:0:Z3791404899;0:00012:4:Z2614681945;
Fc1cnc2[nH]ccc2c1,19,0:00007:9:Z4199320045;0:00017:9:Z4199326138;0:00019:5:Z4199322879;
CC1C=NNC(=O)C1,8,0:00007:9:Z2789914486;0:00021:9:Z2789993180;0:00023:3:Z3492922812;
