fragment_smiles,occurences,example_ligands
CC1=CCn2nnnc2N1C,62,0:00000:0:Z3644001247;0:00004:1:Z4206759740;0:00005:0:Z4215243415;
NC1CCCCNC1,373,0:00000:0:Z3808102617;0:00000:5:Z3699848760;0:00000:6:Z3635179560;
CC1NCN(C)C1=O,643,0:00000:0:Z3516002719;0:00000:1:Z3554307226;0:00000:1:Z4826472625;
Cn1nc(Cl)cc1Cl,409,0:00000:0:Z2815509982;0:00000:2:Z2706719861;0:00000:3:Z4113992904;
NC12CNCC1C2,474,0:00000:0:Z3384633056;0:00000:2:Z4429628161;0:00000:3:Z4055400873;
Cn1ncc2c1CCNC2,530,0:00000:0:Z3878601828;0:00000:2:Z3495396197;0:00000:3:Z3415897493;
Oc1nc2c([nH]1)CCCC2,101,0:00000:0:Z4304373819;0:00000:5:Z4303216328;0:00000:7:Z4302864350;
CC1(C)CCCCNC1,760,0:00000:0:Z2873140351;0:00000:0:Z2791227375;0:00000:1:Z2791464357;
C1CCN2CCCC2C1,3191,0:00000:0:Z4473641202;0:00000:0:Z4311128278;0:00000:0:Z4311536131;
FC1(F)C2CCCCC21,2180,0:00000:0:Z2590468845;0:00000:1:Z2623226428;0:00000:1:Z2591588195;
C1CC2OCCC2O1,598,0:00000:0:Z3837322768;0:00000:2:Z4077031979;0:00000:3:Z3906960226;
Cc1ccc2occc2c1,627,0:00000:0:Z4179423115;0:00000:0:Z4452933639;0:00000:0:Z3584702071;
Cc1cccc(C)c1O,608,0:00000:0:Z2270795961;0:00000:7:Z3820660789;0:00000:8:Z4484603759;
CC1CC(O)CN1C,318,0:00000:0:Z4352443182;0:00000:5:Z3609128180;0:00000:5:Z4329388332;
c1cc2c(cn1)CCNC2,476,0:00000:0:Z4352443182;0:00001:3:Z4346514107;0:00001:5:Z4506979595;
FC1CC2CNCCN2C1,263,0:00000:0:Z3354883440;0:00000:1:Z4268777886;0:00000:1:Z3354893676;
Oc1ccc2c(c1)CCCN2,79,0:00000:0:Z4421769538;0:00000:8:Z4341387019;0:00004:7:Z4352990419;
C1CC2CNC(C1)C2,2835,0:00000:0:Z2993036724;0:00000:0:Z2828431725;0:00000:0:Z3611184090;
c1cnc2ncnn2c1,2347,0:00000:0:Z2067045400;0:00000:0:Z4175050866;0:00000:0:Z3391538991;
O=C1CNCC2(CC2)N1,578,0:00000:0:Z3310974577;0:00000:1:Z4022996483;0:00000:1:Z3394976430;
c1cnc2ccsc2c1,2273,0:00000:0:Z4223226785;0:00000:0:Z2774436888;0:00000:1:Z1562037173;
Cc1cnc2n1CCCC2,1118,0:00000:0:Z4178180837;0:00000:1:Z4028197285;0:00000:1:Z4302183688;
CC1CCc2ccccc2N1,282,0:00000:0:Z2322791238;0:00000:2:Z3294210829;0:00001:0:Z1878608069;
Cc1nc2nccnc2s1,170,0:00000:0:Z4961487512;0:00000:4:Z4961499812;0:00000:8:Z4961469583;
C1=NCCN1,2469,0:00000:0:Z3301951663;0:00000:0:Z4555995478;0:00000:0:Z4001748858;
CC1CCCS1,3562,0:00000:0:Z1431897839;0:00000:0:Z3553293134;0:00000:0:Z3985733164;
O=c1[nH]cnc2ccccc12,991,0:00000:0:Z1431897839;0:00000:0:Z2190219597;0:00000:4:Z4385571970;
CC1CCS(=O)(=O)C1,915,0:00000:0:Z2868821404;0:00000:3:Z4217428183;0:00000:6:Z2862995512;
CC1NCCc2ccc(F)cc21,131,0:00000:0:Z3297531295;0:00001:5:Z1342021880;0:00002:4:Z1212956957;
c1cn2c(n1)CCC2,4287,0:00000:0:Z4179022840;0:00000:0:Z4171493449;0:00000:1:Z4387262865;
C1CCC2(C1)CCNCC2,807,0:00000:0:Z3363636999;0:00000:1:Z3475271744;0:00000:2:Z4629599652;
Cc1cnc(Cl)o1,383,0:00000:0:Z4291826351;0:00000:6:Z4289735402;0:00000:7:Z4286596613;
CC1(C)CCS1(=O)=O,934,0:00000:0:Z4110456229;0:00000:0:Z4111294654;0:00000:0:Z2975281988;
c1ccc2c(c1)COC21CCNC1,67,0:00000:0:Z1720520529;0:00002:6:Z2980163277;0:00003:9:Z1717528243;
Cc1cncnc1C,1836,0:00000:0:Z4486645074;0:00000:0:Z3626215951;0:00000:1:Z3622108435;
c1cnc2c(c1)CNCC2,699,0:00000:0:Z4448214801;0:00000:0:Z1646822627;0:00000:2:Z4209200764;
C1CC2CCC2N1,2881,0:00000:0:Z4448214801;0:00000:0:Z4090865386;0:00000:0:Z2850649991;
CN1CC2CC1CN2,534,0:00000:0:Z4270876742;0:00000:2:Z4256661358;0:00000:6:Z4276386869;
CC1CC(F)(F)CN1,1442,0:00000:0:Z4464568891;0:00000:1:Z3461966001;0:00000:3:Z3519427774;
C1CCC2(CNC2)OC1,862,0:00000:0:Z4464568891;0:00000:0:Z3620877795;0:00000:1:Z3392416489;
O=c1[nH]c2ccccc2o1,1875,0:00000:0:Z2760471156;0:00000:0:Z2968685821;0:00000:1:Z3621096863;
O=S1(=O)CCNCC1,3957,0:00000:0:Z2760471156;0:00000:0:Z4383678619;0:00000:0:Z3667221828;
O=c1[nH]ccc2c1CCNC2,209,0:00000:0:Z3385023340;0:00000:1:Z3393326802;0:00001:0:Z3620453062;
Cn1ncccc1=O,941,0:00000:0:Z2014316320;0:00000:3:Z2841212919;0:00000:8:Z3086842920;
Cc1ccc(C)c(F)c1,265,0:00000:0:Z3353504803;0:00000:4:Z3353504732;0:00001:0:Z1893043524;
C1COC2(CCN1)CCOCC2,124,0:00000:0:Z2912989323;0:00000:1:Z1796760611;0:00001:4:Z2453767644;
c1cc2ccsc2[nH]1,439,0:00000:0:Z1225321777;0:00000:3:Z1348461088;0:00000:3:Z1451432975;
c1nnc2n1CCCCC2,935,0:00000:0:Z1587482123;0:00000:2:Z4251213876;0:00000:2:Z4288561410;
O=C1CCc2ncccc21,182,0:00000:0:Z4234208600;0:00001:5:Z2368614147;0:00001:6:Z2142359034;
c1nc2c(o1)CCNC2,543,0:00000:0:Z4234208600;0:00000:1:Z4264507263;0:00000:2:Z4221201001;
C1COCCOC1,1948,0:00000:0:Z4357167852;0:00000:0:Z4351766236;0:00000:1:Z2201968140;
Cc1nn(C)c2[nH]c(=O)ccc12,13,0:00000:0:Z4633385061;0:00000:0:Z4633385170;0:00005:6:Z4460398778;
CC1CC(N)CCO1,129,0:00000:0:Z3033315063;0:00000:1:Z4369136817;0:00001:9:Z3381415558;
CC12CCCC1C2,139,0:00000:0:Z4171380774;0:00000:8:Z4171297695;0:00001:0:Z4171391362;
CC1(C)COCCC1N,175,0:00000:0:Z3099118542;0:00000:3:Z3799574561;0:00000:3:Z3700849908;
Clc1ccc2c(c1)CCCC2,258,0:00000:0:Z4002886846;0:00000:0:Z4002889409;0:00000:0:Z4152127345;
CC1COc2ccccc21,810,0:00000:0:Z3538674430;0:00000:1:Z4213092479;0:00000:4:Z3473366260;
O=c1nccc(Cl)[nH]1,345,0:00000:0:Z2698897020;0:00000:8:Z3834206629;0:00001:3:Z2699894176;
C1COC2(CCNC2)CN1,417,0:00000:0:Z2858565134;0:00000:7:Z3383644166;0:00000:7:Z3383694417;
O=S1(=O)C=CNC=C1,272,0:00000:0:Z4385419107;0:00000:6:Z4006753731;0:00000:8:Z4022691043;
C1CC2CC1C1CC21,1409,0:00000:0:Z4178480139;0:00000:1:Z3997074587;0:00000:4:Z2821525751;
C1CC2CCC(CN1)S2,522,0:00000:0:Z2718438529;0:00000:1:Z3575613133;0:00000:4:Z3053494546;
C1CCC2(CC1)CCN2,636,0:00000:0:Z1875189449;0:00000:1:Z4393459089;0:00000:2:Z1898095477;
C1CCC2(C1)CCCN2,1146,0:00000:0:Z3719312435;0:00000:1:Z3791958070;0:00000:2:Z2826307396;
C1CNCC2CCCN2C1,328,0:00000:0:Z3719312435;0:00000:3:Z1254673572;0:00000:5:Z2455318438;
C1CC2CSCC2C1,1319,0:00000:0:Z3708789156;0:00000:0:Z3899063738;0:00000:3:Z3705988843;
C1CNCC2(C1)CCOC2,367,0:00000:0:Z3818780016;0:00000:3:Z3312370323;0:00000:3:Z2279140874;
CC1CNc2ccc(F)cc2O1,80,0:00000:0:Z1263209505;0:00001:8:Z2272285635;0:00002:2:Z3562163994;
CN1CCCC12CCNC2,277,0:00000:0:Z3366465556;0:00000:7:Z3366456797;0:00001:0:Z4422623667;
C1CCC2(CC2)NC1,2466,0:00000:0:Z3495353490;0:00000:0:Z3829900072;0:00000:0:Z5017676646;
Nc1ncnc2nc[nH]c12,41,0:00000:0:Z3559567758;0:00004:6:Z3559667986;0:00005:7:Z3559793725;
FC1CNC1,5410,0:00000:0:Z3995037464;0:00000:0:Z3822577191;0:00000:0:Z3620843155;
Cc1cccc(Cl)c1,6598,0:00000:0:Z3308056528;0:00000:0:Z2493672617;0:00000:0:Z2445123455;
C1CC2CCC1CO2,2578,0:00000:0:Z4478179687;0:00000:0:Z4398736285;0:00000:0:Z4398808081;
NC1C2CCC1NC2,384,0:00000:0:Z4153406064;0:00000:0:Z4153414485;0:00000:1:Z4157179226;
OC1CCc2ccccc2NC1,42,0:00000:0:Z3715504142;0:00000:0:Z3715503923;0:00000:0:Z3715496050;
CC1(C)COC(C)(C)CN1,213,0:00000:0:Z4099141074;0:00000:7:Z1212835253;0:00000:8:Z3190052150;
CC1CNCC1F,836,0:00000:0:Z5050844995;0:00000:2:Z4312343615;0:00000:3:Z5006594956;
O=C1NCCNc2ccccc21,75,0:00000:0:Z5050844995;0:00001:5:Z1786280673;0:00002:1:Z4041354365;
C1CC2OC1C1CC21,1635,0:00000:0:Z2964919459;0:00000:0:Z2978203252;0:00000:0:Z4491409896;
CC1(C)CCC(O)CN1,357,0:00000:0:Z3822120102;0:00000:1:Z4274567308;0:00000:4:Z4094639947;
Cc1csc(C)n1,4924,0:00000:0:Z1329718479;0:00000:0:Z2769833679;0:00000:0:Z2880284391;
CC1(F)CCC1,3704,0:00000:0:Z3356915049;0:00000:0:Z4525940392;0:00000:0:Z4168533848;
CC1CCNS1(=O)=O,183,0:00000:0:Z3357970083;0:00000:3:Z4888644304;0:00000:6:Z3357969362;
C1COC2(CCSC2)CN1,338,0:00000:0:Z2437419363;0:00000:0:Z2613832188;0:00000:3:Z2437403732;
O=c1[nH]nc2ccccn12,874,0:00000:0:Z3856237817;0:00000:0:Z3538923567;0:00000:0:Z3551110007;
C1CC2CCC(C1)OC2,352,0:00000:0:Z2957213400;0:00000:1:Z4153158383;0:00000:1:Z2978612335;
CC1CCCc2nccn21,501,0:00000:0:Z4140476563;0:00000:6:Z3093868974;0:00000:9:Z4178463047;
CC1CC=NO1,2564,0:00000:0:Z3544255267;0:00000:0:Z4238319729;0:00000:0:Z4239108728;
c1cc2c(o1)CCCC2,1602,0:00000:0:Z4109270725;0:00000:0:Z4286546478;0:00000:1:Z4026846229;
c1ncc2ccsc2n1,1286,0:00000:0:Z4109270725;0:00000:1:Z324665872;0:00000:3:Z4959767967;
Cc1ccccc1O,3714,0:00000:0:Z4325792445;0:00000:0:Z3996957522;0:00000:0:Z3997013544;
Cn1cnc2ccccc2c1=O,219,0:00000:0:Z3698718979;0:00000:3:Z3364084156;0:00000:8:Z2491677832;
CN1C=NCCC1,223,0:00000:0:Z4260337906;0:00000:9:Z3301732563;0:00000:9:Z3301734931;
C1COC2COCC2N1,1235,0:00000:0:Z3685559054;0:00000:0:Z4600293658;0:00000:3:Z4207464710;
CC1(C)CC2(CCNCC2)CO1,131,0:00000:0:Z4392951823;0:00001:8:Z3879143172;0:00003:2:Z3808156816;
C1CCC2CC2C1,8085,0:00000:0:Z2614456246;0:00000:0:Z2454615663;0:00000:0:Z3472318505;
Cc1cn(C)cn1,1822,0:00000:0:Z3494596490;0:00000:0:Z2230485857;0:00000:1:Z3587452334;
NC1CCSCC1,328,0:00000:0:Z3696710603;0:00000:4:Z3699098324;0:00000:5:Z3697166136;
Cc1[nH]ncc1Cl,570,0:00000:0:Z3583294904;0:00001:4:Z4351161125;0:00001:6:Z1675466851;
CC1(C)CNCCS1(=O)=O,430,0:00000:0:Z3875838852;0:00000:0:Z4345543874;0:00000:1:Z1479399862;
Clc1ncccn1,1080,0:00000:0:Z5048163298;0:00000:3:Z5048163660;0:00000:3:Z2218070013;
Cc1cccc(F)c1F,863,0:00000:0:Z2361750811;0:00000:1:Z4473614373;0:00000:2:Z3595977992;
CC12CC(C1)C(C)(C)O2,380,0:00000:0:Z3297572645;0:00001:5:Z3573740393;0:00001:7:Z3615007669;
Cc1cccc(C)c1Cl,236,0:00000:0:Z3057230825;0:00002:6:Z2951552917;0:00002:8:Z1995777046;
Clc1cccnn1,1114,0:00000:0:Z4232905921;0:00000:0:Z2409453869;0:00000:2:Z3230159688;
OC1CCC2CCNC12,883,0:00000:0:Z2707919123;0:00000:0:Z3654683768;0:00000:0:Z2723095736;
Fc1cc(F)c2c(c1)CCC2,253,0:00000:0:Z1508394654;0:00000:4:Z1961763410;0:00001:2:Z3054607830;
c1occ2c1CCCC2,313,0:00000:0:Z2635211486;0:00000:0:Z3584413127;0:00000:1:Z3138314715;
Oc1noc2c1CCNC2,285,0:00000:0:Z4229008399;0:00000:8:Z4229030928;0:00001:2:Z4278788838;
CN1CCC(N)C1,330,0:00000:0:Z2408395430;0:00000:2:Z4061436389;0:00000:8:Z4029085764;
Cn1ncnc1O,296,0:00000:0:Z4771812003;0:00000:0:Z4771660854;0:00000:3:Z4770102828;
Cc1csc2ccccc12,370,0:00000:0:Z3311083937;0:00000:1:Z2812602401;0:00000:4:Z929458020;
c1cn2c(n1)CCCC2,5327,0:00000:0:Z2963836160;0:00000:0:Z2011629158;0:00000:1:Z4863076483;
O=C1COCCN1,1800,0:00000:0:Z1932590192;0:00000:2:Z3513208317;0:00000:3:Z4045716383;
Cc1ncoc1C,1624,0:00000:0:Z4111517716;0:00000:0:Z2041174210;0:00000:1:Z1530443357;
FC1CCOC1,4843,0:00000:0:Z4278555379;0:00000:0:Z3560173086;0:00000:0:Z4359614216;
CC1(C)Cc2ccccc2C1,239,0:00000:0:Z2515346539;0:00000:6:Z4145372733;0:00000:7:Z4177149863;
CC1COCC(C)N1,502,0:00000:0:Z1315395098;0:00000:1:Z1252691903;0:00000:2:Z4115763435;
c1cc2n(n1)CCCNC2,488,0:00000:0:Z4576799901;0:00000:1:Z4278171086;0:00000:2:Z4065457994;
Clc1cccc2[nH]cnc12,106,0:00000:0:Z4623154319;0:00002:1:Z4623157700;0:00002:4:Z2707521637;
FC1(F)CCCOCC1,339,0:00000:0:Z3601968517;0:00000:8:Z3366864180;0:00000:9:Z3294783713;
C1COCC2(C1)CNC2,182,0:00000:0:Z4961151452;0:00002:2:Z4591734780;0:00002:2:Z4591733747;
C1CC2CNCC(C1)N2,633,0:00000:0:Z3632675535;0:00000:4:Z3382411611;0:00000:5:Z3792633601;
Fc1cccc2c1CNCCO2,131,0:00000:0:Z2013130792;0:00002:1:Z2190592145;0:00002:9:Z2506336031;
CC1CCC(N)C1,598,0:00000:0:Z3522612304;0:00000:0:Z3699402745;0:00000:3:Z3521234014;
c1ccn2cncc2c1,2136,0:00000:0:Z4205595055;0:00000:0:Z4326699220;0:00000:0:Z1954571245;
Cc1ncsc1C,3862,0:00000:0:Z1455235232;0:00000:0:Z2804746931;0:00000:1:Z2994191996;
O=c1[nH]nco1,834,0:00000:0:Z1455235232;0:00000:0:Z4667491214;0:00000:5:Z3385693323;
C1OC2CNC1C2,2164,0:00000:0:Z3209011682;0:00000:0:Z3086441398;0:00000:0:Z3714496819;
O=C1CCOC1,1099,0:00000:0:Z3541548505;0:00000:0:Z3436857759;0:00000:4:Z4668737098;
Clc1ccc2occc2c1,313,0:00000:0:Z3541548505;0:00000:0:Z2296039681;0:00000:4:Z4860177129;
Nc1cn[nH]c1,897,0:00000:0:Z3383355996;0:00000:1:Z4169595521;0:00000:1:Z3516420496;
CN1CCCCC12CC2,436,0:00000:0:Z3788678226;0:00000:2:Z3787871503;0:00000:7:Z4094537853;
Cc1ccsc1C,3170,0:00000:0:Z3101926330;0:00000:0:Z2777256783;0:00000:1:Z1662851694;
C1CC2OC1C1CNCC21,632,0:00000:0:Z3315916883;0:00000:0:Z1309400387;0:00000:9:Z3618739524;
CC1CC1(C)C,978,0:00000:0:Z2854558742;0:00000:0:Z2854802434;0:00000:1:Z2854795754;
c1cc2c(cn1)OCCO2,541,0:00000:0:Z2827526105;0:00000:2:Z3805583853;0:00000:2:Z3808918077;
CC1(C)CNC(=O)NC1=O,78,0:00000:0:Z3211587505;0:00001:9:Z2898198420;0:00003:3:Z3211273581;
FC1CC2(CCC2)C1,1009,0:00000:0:Z3574020893;0:00000:1:Z3564822772;0:00000:1:Z3535873994;
C1CC2CCC(C2)N1,588,0:00000:0:Z3799696069;0:00000:2:Z3856362732;0:00000:4:Z3798124877;
CC1(C)CCC(F)(F)CC1,362,0:00000:0:Z4250529531;0:00000:2:Z3365494591;0:00001:4:Z4270616337;
c1nc2c([nH]1)COCC2,198,0:00000:0:Z3641927897;0:00000:8:Z3363729873;0:00000:8:Z4454873343;
c1ccc2c(c1)CC2,2197,0:00000:0:Z3561828026;0:00000:0:Z3572183388;0:00000:0:Z3803023532;
NC1CCC2CNCC2C1,162,0:00000:0:Z3860975272;0:00000:2:Z3868981533;0:00000:8:Z3889373575;
CC1CNCC(C)S1(=O)=O,373,0:00000:0:Z2184841923;0:00000:1:Z3046729253;0:00000:6:Z4507988908;
Clc1cnn2c1CNCC2,406,0:00000:0:Z3395650203;0:00000:0:Z3395650887;0:00000:1:Z3346165764;
Cc1cc(F)n(C)n1,591,0:00000:0:Z2959200894;0:00000:0:Z3857383259;0:00000:1:Z3166645123;
C1=NCCCN1,487,0:00000:0:Z4187739413;0:00000:1:Z4121780613;0:00000:4:Z4380600005;
CC1CCCC(C)O1,3029,0:00000:0:Z3613663719;0:00000:0:Z4034381480;0:00000:0:Z2260997167;
Fc1cccs1,1318,0:00000:0:Z2594627736;0:00000:0:Z4278392217;0:00000:0:Z3836152190;
c1cn2c(n1)CCCN2,441,0:00000:0:Z4323907808;0:00000:3:Z4612414974;0:00000:7:Z4320167211;
FC1(F)CNCCO1,673,0:00000:0:Z4323907808;0:00000:1:Z3373510509;0:00000:6:Z2974886247;
c1scc2c1CCCC2,259,0:00000:0:Z4218524842;0:00000:0:Z4295557665;0:00001:9:Z4290495728;
c1cnc2[nH]cnc2c1,1283,0:00000:0:Z1953205282;0:00000:2:Z3849034801;0:00000:4:Z3611179406;
C1CCC2(CC1)COC2,639,0:00000:0:Z5034872405;0:00000:1:Z5034743849;0:00000:1:Z4140858690;
C1CCC2CCOC2CC1,325,0:00000:0:Z4993722073;0:00000:2:Z3595696566;0:00001:0:Z3051562019;
Cn1cn[nH]c1=O,1930,0:00000:0:Z2877271902;0:00000:0:Z4216561225;0:00000:0:Z2219800399;
C1CNCC2(C1)CCO2,519,0:00000:0:Z3624374689;0:00000:3:Z3624389088;0:00000:4:Z3441800418;
c1ccc2[nH]nnc2c1,2198,0:00000:0:Z3867652519;0:00000:0:Z3985733164;0:00000:0:Z2297824164;
CC1(C)CCC1=O,590,0:00000:0:Z3867652519;0:00000:0:Z3352189263;0:00000:3:Z4998628883;
O=C1Nc2ccccc2C1(F)F,49,0:00000:0:Z3608258743;0:00003:3:Z3338873598;0:00003:8:Z3608260335;
Cc1cccc2ncoc12,210,0:00000:0:Z4385522767;0:00000:8:Z3832610730;0:00001:0:Z2179783670;
c1nc2c(s1)COCC2,1526,0:00000:0:Z2220161927;0:00000:0:Z3363726110;0:00000:0:Z2991746791;
Cn1nccn1,4403,0:00000:0:Z2794848573;0:00000:0:Z2169380501;0:00000:0:Z2457689827;
C1=CCCCC1,528,0:00000:0:Z4287737994;0:00000:1:Z1252691903;0:00000:2:Z4289985872;
c1cc2c(o1)CCCNC2,469,0:00000:0:Z2144016907;0:00000:1:Z2155454764;0:00000:2:Z4058749306;
C1NCC12CSC2,642,0:00000:0:Z4294351788;0:00000:0:Z3849633378;0:00000:2:Z3390590830;
Cc1ccn(C)c1,1029,0:00000:0:Z4055607395;0:00000:1:Z3209351644;0:00000:4:Z3534023835;
CC1CCCS1(=O)=O,900,0:00000:0:Z3837440467;0:00000:1:Z2906463157;0:00000:1:Z4132367651;
CC1=CS(=O)(=O)CCO1,305,0:00000:0:Z4413362871;0:00000:0:Z4351644607;0:00000:6:Z4351653692;
FC(F)=C1CCCCC1,756,0:00000:0:Z3643098801;0:00000:5:Z3650874426;0:00000:7:Z4313806155;
Clc1cccn2ccnc12,354,0:00000:0:Z3941532957;0:00000:0:Z4033953936;0:00000:1:Z3871796780;
C1CC2CC(C2)O1,2789,0:00000:0:Z3686351889;0:00000:0:Z4077769728;0:00000:2:Z4559820237;
O=C1COc2ccccc2N1,1246,0:00000:0:Z2231189504;0:00000:1:Z2377827661;0:00000:1:Z1601743558;
OC1CCOCC1,5688,0:00000:0:Z3576012909;0:00000:0:Z3395031087;0:00000:0:Z4887171506;
O=C1NCCc2ccncc21,138,0:00000:0:Z3818031045;0:00000:4:Z4590313377;0:00002:2:Z4239362434;
CC1Cc2ccccc2O1,1644,0:00000:0:Z3294690825;0:00000:1:Z4238760501;0:00000:2:Z2998266670;
CC1CNCC(=O)N1,685,0:00000:0:Z4063144628;0:00000:1:Z2278266059;0:00000:1:Z2641036028;
c1cc2c(s1)CCCNC2,481,0:00000:0:Z4063144628;0:00000:0:Z3557276602;0:00000:1:Z3406032953;
CN1CCn2nccc2C1,337,0:00000:0:Z2844392760;0:00000:0:Z2764746053;0:00000:5:Z3474603933;
C1COC2(C1)COC2,749,0:00000:0:Z3571147070;0:00000:2:Z4427306222;0:00000:2:Z4109100278;
OC1CCNC12CCCC2,291,0:00000:0:Z3515658608;0:00000:1:Z3944697834;0:00000:5:Z2215771395;
CN1C2CCCC1CNC2,386,0:00000:0:Z4250473206;0:00000:0:Z4234321406;0:00000:2:Z4232022777;
Cc1ncc(F)c(C)n1,369,0:00000:0:Z3293194049;0:00000:5:Z3561889669;0:00000:7:Z1419942673;
Cc1ccc2cc[nH]c2c1,630,0:00000:0:Z2589993904;0:00000:2:Z2076916435;0:00000:3:Z3626079617;
c1ccc2ncncc2c1,1622,0:00000:0:Z3019560240;0:00000:0:Z3019519292;0:00000:0:Z3019662900;
OC1CCc2ccccc21,855,0:00000:0:Z2975034987;0:00000:3:Z4959571319;0:00000:3:Z3651719244;
O=c1cc[nH]cn1,446,0:00000:0:Z1507809607;0:00000:3:Z1955007801;0:00000:9:Z4330846482;
Cc1coc2ccccc12,859,0:00000:0:Z2705422695;0:00000:0:Z4352822848;0:00000:1:Z4127183687;
Cc1csc(C)c1C,93,0:00000:0:Z1646202700;0:00003:5:Z2278178463;0:00003:8:Z2956778951;
Cc1ccc(C)cc1,4871,0:00000:0:Z1554803018;0:00000:1:Z2166905835;0:00000:1:Z3593761547;
Cc1ccc2[nH]ccc2c1,591,0:00000:0:Z3828935531;0:00000:1:Z2333542680;0:00000:1:Z2648604934;
C1COCC2(CC2)N1,1688,0:00000:0:Z4172204320;0:00000:1:Z4172683587;0:00000:2:Z4913297339;
Cc1cn2ncsc2n1,358,0:00000:0:Z3561031311;0:00000:0:Z1966622840;0:00000:1:Z2273207990;
CC1CC2(CCC2)CN1,1096,0:00000:0:Z4456474249;0:00000:0:Z4456352168;0:00000:0:Z4456046213;
C1CCC2(CC1)CNCCO2,388,0:00000:0:Z3557691913;0:00000:3:Z2825587272;0:00000:4:Z3496121001;
C1=COCCC1,1728,0:00000:0:Z4349973562;0:00000:0:Z4180769606;0:00000:1:Z2232295935;
CC1(C)C(=O)NC2CCCCC21,24,0:00000:0:Z3578528995;0:00000:0:Z3576241045;0:00001:8:Z3565893623;
C1CNCC2(C1)CCC2,1672,0:00000:0:Z3510979042;0:00000:0:Z3384906273;0:00000:0:Z3799851232;
NC1CCCCC1,10521,0:00000:0:Z2464188753;0:00000:0:Z3674306049;0:00000:0:Z3768501019;
c1ncncn1,912,0:00000:0:Z4080907173;0:00000:1:Z2861048307;0:00000:1:Z4185155244;
CN1CCNCc2ccccc21,154,0:00000:0:Z1084398982;0:00001:2:Z1594985856;0:00001:4:Z4099299883;
OC1CNOCC1O,391,0:00000:0:Z4278392217;0:00000:8:Z4490436888;0:00001:2:Z3594946492;
FC1C2CCCCC12,262,0:00000:0:Z4325931643;0:00000:3:Z4470666716;0:00000:6:Z4325916417;
Clc1ccc2c(c1)CCCN2,197,0:00000:0:Z4422498977;0:00000:6:Z736699408;0:00000:8:Z4386873704;
O=S1CC2CNC(C2)C1,375,0:00000:0:Z5053278012;0:00000:1:Z5053287724;0:00000:6:Z5047808400;
CC1=CCCC1,775,0:00000:0:Z1579422991;0:00000:0:Z1481284984;0:00000:1:Z3056677831;
CC1CCC(O)CN1,2961,0:00000:0:Z1958626013;0:00000:0:Z1958629819;0:00000:0:Z4275344334;
Cn1cncc1Cl,3519,0:00000:0:Z4121911859;0:00000:0:Z3819284001;0:00000:0:Z3819284101;
Nc1nnc[nH]1,367,0:00000:0:Z2503986042;0:00000:3:Z362960124;0:00000:7:Z2897890677;
NC1CC2CNCC12,278,0:00000:0:Z3776596538;0:00000:2:Z4205477802;0:00000:3:Z3776600675;
Cn1c(=O)[nH]c2ccccc21,490,0:00000:0:Z4282364140;0:00000:1:Z4980147916;0:00000:3:Z2141730399;
Cc1cc(Cl)n(C)n1,1973,0:00000:0:Z3697419515;0:00000:0:Z3347607423;0:00000:1:Z1427108682;
c1nc2c(s1)CCCC2,2801,0:00000:0:Z2704161533;0:00000:0:Z27875568;0:00000:0:Z3179931282;
Cc1cccc(C)n1,3619,0:00000:0:Z4138563970;0:00000:0:Z3558846673;0:00000:1:Z1391777919;
NC1CNCC12CC2,475,0:00000:0:Z2452976104;0:00000:1:Z2438708921;0:00000:7:Z2448493517;
NC1C2CNCC12,461,0:00000:0:Z3346874579;0:00000:3:Z3891935953;0:00000:3:Z4429652868;
Cc1c[nH]nn1,1389,0:00000:0:Z2256517564;0:00000:1:Z2304034156;0:00000:1:Z3364129146;
c1cc2n(n1)CCN2,276,0:00000:0:Z3347414479;0:00000:2:Z3133050076;0:00000:3:Z4057313537;
Cn1ccc(=O)[nH]c1=O,955,0:00000:0:Z1265312860;0:00000:0:Z4228872328;0:00000:1:Z4350848964;
c1ccc2n[nH]cc2c1,665,0:00000:0:Z1783343052;0:00000:1:Z2744287774;0:00000:1:Z3057334005;
CC1CCOC1C,1219,0:00000:0:Z4229954600;0:00000:1:Z2299182650;0:00000:1:Z3703725365;
OC12CC3CC(CC(C3)C1)C2,115,0:00000:0:Z3581046695;0:00000:9:Z4317479836;0:00000:9:Z4236531280;
C1CC2COCC1N2,758,0:00000:0:Z2305111705;0:00000:0:Z4274214308;0:00000:0:Z3356580407;
C1CC2CNCC2O1,3601,0:00000:0:Z3687829617;0:00000:0:Z4056328945;0:00000:0:Z3655083419;
Cc1n[nH]c(C)n1,1560,0:00000:0:Z4153437090;0:00000:0:Z3354066458;0:00000:1:Z4025205566;
CC1(C)CC1N,724,0:00000:0:Z3676767175;0:00000:3:Z3551110549;0:00000:4:Z3790225901;
CN1CCCNCCC1,337,0:00000:0:Z4270122658;0:00000:0:Z4915614752;0:00000:3:Z4218330404;
Cc1nnc2n1CCCC2,694,0:00000:0:Z3591986993;0:00000:0:Z4642720123;0:00000:1:Z2773544659;
Cc1cnc(C)s1,3020,0:00000:0:Z3083358910;0:00000:0:Z2997372876;0:00000:0:Z4179081960;
c1cnc2ncccc2c1,820,0:00000:0:Z3493696878;0:00000:0:Z2792390027;0:00000:2:Z3484519641;
C1CC2(C1)COCCN2,1381,0:00000:0:Z3493696878;0:00000:0:Z3655183420;0:00000:0:Z3632935597;
