fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
O=C1CNCCN1,9890,15:01500:0:Z4288237874;15:01500:0:Z3788410906;15:01500:0:Z2086295146;
CC1=CC=CCC1,49,15:01500:0:Z4257566206;15:01501:6:Z4257528908;15:01504:7:Z4253769288;
c1onc2c1CNC2,567,15:01500:0:Z3607452084;15:01500:0:Z3621119579;15:01500:3:Z3621118524;
Fc1ccc2ncoc2c1,291,15:01500:0:Z3831641471;15:01500:2:Z3832492008;15:01500:2:Z2977156385;
c1cc2n(n1)CCOC2,913,15:01500:0:Z3614770214;15:01500:0:Z2455887478;15:01500:1:Z2974943183;
Cc1cc2[nH]c(=O)ccn2n1,79,15:01500:0:Z1963866606;15:01500:1:Z1232526213;15:01500:9:Z4960589421;
CC12CCC(CC1)CO2,239,15:01500:0:Z3598043241;15:01500:0:Z3179592706;15:01500:1:Z3051344788;
FC1(F)CCCOCC1,359,15:01500:0:Z3598043241;15:01500:0:Z4277330762;15:01500:0:Z3598042796;
C1CCC2(CC1)OCCO2,1800,15:01500:0:Z3531183907;15:01500:0:Z3646213353;15:01500:1:Z4422407579;
Cc1ccc(C)c(O)c1,175,15:01500:0:Z3850829776;15:01500:7:Z3992814580;15:01500:8:Z4000910691;
C1CC2(C1)CNCCO2,1799,15:01500:0:Z4516354245;15:01500:0:Z1979286259;15:01500:1:Z3783166619;
FC1CCC2CNCC12,429,15:01500:0:Z1581470342;15:01500:2:Z3844643349;15:01500:8:Z3192197851;
c1nnc2n1CCC2,1917,15:01500:0:Z1640899898;15:01500:0:Z3842285925;15:01500:0:Z2918505634;
C1CC2(CCS1)CNC2,504,15:01500:0:Z3057078622;15:01500:2:Z3610869861;15:01500:4:Z3610868761;
O=C1Nc2ccccc2C12CCC2,8,15:01500:0:Z4033592352;15:01512:4:Z4223724387;15:01520:0:Z4033560648;
C1CN2CCOCC2CN1,562,15:01500:0:Z1672941200;15:01500:1:Z1668681224;15:01500:4:Z3314367502;
C1=NOC2COCC12,959,15:01500:0:Z3828682169;15:01500:4:Z4157775981;15:01500:7:Z4095143953;
C1CC2NCCOC2C1,684,15:01500:0:Z4141105642;15:01500:0:Z2718909824;15:01500:1:Z2820706941;
Clc1cccc2[nH]ncc12,256,15:01500:0:Z3504197917;15:01500:5:Z4326999707;15:01500:8:Z3890119865;
FC1(F)CC2CNC1C2,414,15:01500:0:Z4609031429;15:01500:0:Z3631041155;15:01500:2:Z3631042364;
NC1CNC1,793,15:01500:0:Z4208273808;15:01500:1:Z4553031148;15:01500:1:Z3510981455;
CC1CCc2ncnn21,473,15:01500:0:Z2643520478;15:01500:1:Z4599851237;15:01500:1:Z2590477643;
Cc1cn(C)nc1C,237,15:01500:0:Z3080801389;15:01500:5:Z3494292214;15:01500:9:Z1144427417;
O=C1Cc2ccc(Cl)cc2N1,121,15:01500:0:Z4398396602;15:01500:3:Z1269819907;15:01500:4:Z4041819692;
Cn1ncc2ncncc21,330,15:01500:0:Z4362917618;15:01500:2:Z4185115122;15:01500:2:Z4185095585;
O=C1COc2ccccc2N1,1165,15:01500:0:Z2918529343;15:01500:0:Z2288361838;15:01500:1:Z3714511454;
C1CC2(COC2)N1,498,15:01500:0:Z2918529343;15:01500:3:Z2714234669;15:01500:4:Z2641085597;
c1cnc2nccn2c1,2281,15:01500:0:Z4275236524;15:01500:1:Z223074014;15:01500:1:Z3574200971;
Cn1ncnn1,3048,15:01500:0:Z2830415638;15:01500:0:Z4343969198;15:01500:0:Z1996003899;
c1[nH]nc2c1CCCC2,1098,15:01500:0:Z5014823628;15:01500:0:Z3712027187;15:01500:1:Z2982858403;
Cc1cc(C)c(C)s1,216,15:01500:0:Z4279639879;15:01500:1:Z3357528211;15:01500:5:Z3511098887;
CC1(C)CC(O)CO1,225,15:01500:0:Z4311853365;15:01500:0:Z4311167253;15:01500:7:Z4311709187;
C1CNCC2(C1)CNCCO2,304,15:01500:0:Z4055376214;15:01501:2:Z3364520486;15:01503:1:Z4205249906;
CC1(C)C2CCCC21,1372,15:01500:0:Z4490247897;15:01500:0:Z4490247389;15:01500:0:Z4490247382;
CC1(O)CCC1,2244,15:01500:0:Z2358211754;15:01500:0:Z3395698650;15:01500:0:Z4307758839;
CC1CCOC1C,1178,15:01500:0:Z4058756119;15:01500:4:Z1655942604;15:01500:6:Z1653012451;
C1CC2CC3(CC3)CC1N2,251,15:01500:0:Z3793519493;15:01500:1:Z2951316548;15:01500:3:Z4268198537;
OC1CCC2(CC1)CNC2,303,15:01500:0:Z4051890991;15:01500:1:Z4034750533;15:01500:2:Z4043543360;
FC1CC2(CNC2)C1,306,15:01500:0:Z2270999996;15:01500:4:Z1507214283;15:01500:6:Z1507219746;
C1NCC2CSCC12,701,15:01500:0:Z2859870922;15:01500:2:Z4275437816;15:01500:4:Z3383657969;
C1CC2CNCC1O2,1588,15:01500:0:Z2798482356;15:01500:0:Z2798516250;15:01500:1:Z1303124667;
Cc1cn2c(=O)ccnc2s1,188,15:01500:0:Z1578890278;15:01501:0:Z2950200795;15:01501:2:Z2458245020;
CC1COCC(C)N1,487,15:01500:0:Z1578890278;15:01500:0:Z4115763312;15:01500:1:Z1251608057;
O=C1CC2CCC1O2,235,15:01500:0:Z5044967345;15:01501:2:Z5045604472;15:01501:3:Z5045377986;
OC1CCSC1,1253,15:01500:0:Z2962065867;15:01500:1:Z4211526067;15:01500:2:Z3801368313;
Cc1cc(C)[nH]c(=O)c1,831,15:01500:0:Z2784877836;15:01500:1:Z3830863370;15:01500:1:Z4216643410;
CC1NCCC1O,1922,15:01500:0:Z3613019180;15:01500:0:Z3613005187;15:01500:0:Z2918112628;
Clc1ncccn1,1106,15:01500:0:Z3992105241;15:01500:0:Z2792570652;15:01500:3:Z5064122584;
C1CC12CNC2,1138,15:01500:0:Z3992105241;15:01500:1:Z4639271942;15:01500:2:Z3392491296;
c1ccc2c(c1)CCOC2,5428,15:01500:0:Z3539193428;15:01500:0:Z3347901393;15:01500:0:Z3577998474;
Cc1cccc(Cl)c1C,427,15:01500:0:Z2643012106;15:01500:2:Z2911517041;15:01500:3:Z1647629073;
CN1C(=O)NC2CNCCC21,236,15:01500:0:Z3872484657;15:01500:4:Z3775568534;15:01500:8:Z4835097494;
Clc1csnc1Cl,726,15:01500:0:Z3872484657;15:01500:1:Z2481103808;15:01500:1:Z4213804191;
C1C2CC3CC1CC(C2)C3,333,15:01500:0:Z2350118371;15:01500:5:Z1547657821;15:01500:8:Z3229126922;
CC1(C)CNCC(O)C(O)C1,226,15:01500:0:Z4296000459;15:01501:1:Z3912817062;15:01501:8:Z3822894255;
C1CN2CCN1CC2,339,15:01500:0:Z4296000459;15:01500:1:Z2453680915;15:01501:0:Z4286231983;
C1CCC2OCCC2C1,2065,15:01500:0:Z3818357175;15:01500:0:Z3541403210;15:01500:1:Z3382169832;
c1noc2c1COCC2,1230,15:01500:0:Z2991314985;15:01500:0:Z2918091700;15:01500:3:Z2991398307;
c1cc2c(o1)CCCC2,1587,15:01500:0:Z3203029338;15:01500:0:Z1117053070;15:01500:1:Z2760320740;
CC1CNCO1,1323,15:01500:0:Z4265579326;15:01500:0:Z4220111017;15:01500:0:Z4265556064;
C=C1CCS(=O)(=O)CC1,79,15:01500:0:Z4223344150;15:01500:4:Z4223344824;15:01502:4:Z4223347595;
Fc1ccc2c(c1)CCO2,533,15:01500:0:Z3511191659;15:01500:1:Z3537864343;15:01500:3:Z3646701778;
C1CC2CNCC1N2,982,15:01500:0:Z2610246428;15:01500:3:Z3808036162;15:01500:4:Z3383387483;
C1CC2(C1)OCC1CC12,733,15:01500:0:Z3504093467;15:01500:1:Z4639425008;15:01500:4:Z2947992550;
FC=C1CCCC1,370,15:01500:0:Z4877091027;15:01500:2:Z4878955711;15:01500:3:Z4877091263;
CC1(C)CC2CNCC21,455,15:01500:0:Z4096313412;15:01500:0:Z4004239911;15:01500:0:Z4025127040;
C1CNC2CCOCC2C1,325,15:01500:0:Z1534727689;15:01500:0:Z1425996864;15:01500:1:Z4275676511;
Cc1ccc2c(c1)CCCO2,108,15:01500:0:Z1952429414;15:01500:1:Z2361538043;15:01500:3:Z1960994927;
NC1CNC2COCC12,207,15:01500:0:Z3466199934;15:01500:9:Z3499064454;15:01501:1:Z4448099161;
C1CC2CCNC(C1)C2,134,15:01500:0:Z4055274029;15:01500:6:Z3142775498;15:01501:4:Z3891839586;
c1cnc2cncn2c1,237,15:01500:0:Z4055274029;15:01500:0:Z2696188484;15:01500:5:Z2696252119;
FC1(F)CCC2(CCC2)CC1,182,15:01500:0:Z3908504473;15:01500:2:Z3774097398;15:01500:3:Z3508564372;
OC1CCNCC1O,1314,15:01500:0:Z2802964605;15:01500:1:Z3474519333;15:01500:1:Z2802964728;
Nc1ncon1,212,15:01500:0:Z2113583432;15:01500:1:Z2879165016;15:01500:4:Z1381652641;
CC1(C)CCCOC1,4720,15:01500:0:Z4001179256;15:01500:0:Z2781162497;15:01500:0:Z4516441088;
CC1(C)CC2(CCC2)C1,919,15:01500:0:Z3049976234;15:01500:3:Z4079011960;15:01500:3:Z4078998188;
C1COCC2(COC2)N1,265,15:01500:0:Z4594845673;15:01500:3:Z4559942509;15:01501:0:Z4559944890;
c1cnc2c(c1)COC2,307,15:01500:0:Z4419302349;15:01500:5:Z4419264480;15:01501:0:Z4479357502;
C1CC2CCC(CN1)S2,523,15:01500:0:Z2928961931;15:01500:1:Z2700615776;15:01500:2:Z2704439301;
NC1C2CNCC1C2,521,15:01500:0:Z5039736440;15:01500:4:Z2445152148;15:01500:4:Z5039766155;
Cc1ccsc1Cl,831,15:01500:0:Z4328822718;15:01500:2:Z4328908149;15:01500:3:Z3365854896;
CC1CCN(C)C1,1368,15:01500:0:Z4489914345;15:01500:2:Z4489918184;15:01500:2:Z1408326963;
O=S1(=O)CCC(O)C1,651,15:01500:0:Z3534230915;15:01500:0:Z3534230069;15:01500:4:Z2915933207;
C1CC2CNCC2CO1,1275,15:01500:0:Z4782622900;15:01500:0:Z4710781286;15:01500:0:Z4580866847;
c1cnc2c(c1)CCC2,3501,15:01500:0:Z3203202671;15:01500:0:Z3507155090;15:01500:1:Z3574014065;
c1ccc2c(c1)CCN2,7079,15:01500:0:Z3530593285;15:01500:0:Z2215929437;15:01500:0:Z3100947422;
Cc1cc(F)c2ncccc2c1,25,15:01500:0:Z3539704244;15:01504:5:Z3554287380;15:01506:3:Z4221318498;
c1ccc2c(c1)NCCO2,1358,15:01500:0:Z1883111323;15:01500:2:Z3364760269;15:01500:2:Z1433540723;
C1CCCC2(CC1)OCCO2,202,15:01500:0:Z3620241240;15:01500:1:Z3294441176;15:01500:7:Z3533861002;
CC1CNCC1O,2345,15:01500:0:Z3521445063;15:01500:0:Z3518576626;15:01500:1:Z3520156703;
C1CC2COC(C1)C2,3076,15:01500:0:Z3521445063;15:01500:0:Z3518576626;15:01500:1:Z4191962329;
O=C1C2CCCC1CSC2,130,15:01500:0:Z2908928549;15:01500:0:Z2909115651;15:01501:5:Z2891464601;
Nc1ccncc1F,228,15:01500:0:Z4312011852;15:01501:1:Z4220606571;15:01501:2:Z4310935024;
C1CC2CCC(CN1)C2,435,15:01500:0:Z4312011852;15:01500:1:Z2956248591;15:01500:2:Z2964700373;
Cc1n[nH]c(C)n1,1413,15:01500:0:Z4147635070;15:01500:1:Z3364756818;15:01500:2:Z3339058054;
Cn1ccc(Cl)n1,1640,15:01500:0:Z4147635070;15:01500:1:Z2655059775;15:01500:2:Z3591203095;
C1CC2CSCC2CN1,517,15:01500:0:Z2833183936;15:01500:3:Z2802876230;15:01500:4:Z2777817200;
Cc1cc(F)ccc1Cl,136,15:01500:0:Z2355782716;15:01500:5:Z1781235965;15:01501:6:Z4312479865;
O=c1ccc2c([nH]1)CCC2,311,15:01500:0:Z3089635455;15:01500:6:Z4220821338;15:01500:6:Z4035924084;
O=C1CC2(CCN1)CCOC2,89,15:01500:0:Z3573798347;15:01500:4:Z3380341280;15:01500:5:Z3294893302;
c1cnc2c(c1)CNC2,662,15:01500:0:Z3347719407;15:01500:1:Z4475011409;15:01500:5:Z4448020763;
O=S1CCCC1,652,15:01500:0:Z4111433890;15:01500:2:Z1427335304;15:01500:2:Z3187412997;
c1n[nH]c2c1CSCC2,320,15:01500:0:Z4115568577;15:01500:2:Z4114344348;15:01500:3:Z4110920762;
CC1OCCC1O,478,15:01500:0:Z1918418686;15:01500:1:Z2954392485;15:01500:3:Z1929546314;
C1CC2OCCC2CN1,582,15:01500:0:Z2801817207;15:01500:0:Z2433270863;15:01500:3:Z2457458061;
O=c1cc2c(n[nH]1)CCOC2,65,15:01500:0:Z4319127794;15:01501:4:Z3340259176;15:01503:3:Z4122178646;
CC1(C)COC1,1520,15:01500:0:Z5022099223;15:01500:1:Z4285836059;15:01500:3:Z3711730795;
Cc1cc(Cl)sc1Cl,371,15:01500:0:Z4021527442;15:01500:2:Z3819399705;15:01500:3:Z3818853666;
Clc1ccc2ncccc2c1,328,15:01500:0:Z734661562;15:01500:2:Z2040892185;15:01500:3:Z3649794034;
CC1CN(C)CCO1,488,15:01500:0:Z2801261181;15:01500:0:Z2801382711;15:01500:4:Z4184883173;
Cc1cc2ccccc2[nH]1,922,15:01500:0:Z4597908789;15:01500:1:Z1231542657;15:01500:2:Z4449056261;
C1CC2(C1)CNCCOC2,384,15:01500:0:Z1676218544;15:01500:4:Z2774669546;15:01501:5:Z4203729718;
C1=CCNCC1,3363,15:01500:0:Z2044962618;15:01500:0:Z3052150665;15:01500:1:Z4401130305;
OC1CCCCC12CCCNC2,103,15:01500:0:Z3533425226;15:01504:0:Z3640920186;15:01504:0:Z3520689669;
OC1CCCC1(F)F,612,15:01500:0:Z4259654655;15:01500:1:Z3534395170;15:01500:3:Z3622890201;
C1CC12CNOC2,539,15:01500:0:Z3587255726;15:01500:1:Z3184339620;15:01500:1:Z3186811708;
Cc1c[nH]c(C)n1,360,15:01500:0:Z4211747358;15:01500:4:Z2945888746;15:01500:5:Z4458681177;
O=C1CCOCC1,947,15:01500:0:Z3862003934;15:01500:0:Z3929157582;15:01500:2:Z3950662634;
CC1(C)CCNCC1,2508,15:01500:0:Z3350556367;15:01500:1:Z3139764114;15:01500:3:Z3347121300;
c1cnc2c(c1)OCCO2,805,15:01500:0:Z2617224246;15:01500:0:Z4451079217;15:01500:1:Z2817309326;
FC1(F)C2CCCCC21,2259,15:01500:0:Z2581099763;15:01500:1:Z3505694214;15:01500:3:Z3380679453;
NC1CC2CCCC12,1211,15:01500:0:Z3823771914;15:01500:1:Z3861150239;15:01500:2:Z4422683085;
Cc1ccnc2ccccc12,529,15:01500:0:Z1575348360;15:01500:2:Z4353165512;15:01500:2:Z3828570553;
c1n[nH]c2c1CNCC2,893,15:01500:0:Z3383578487;15:01500:1:Z2452453556;15:01500:8:Z3698306021;
c1nnn2c1CNCCC2,415,15:01500:0:Z2876481328;15:01500:7:Z4229471428;15:01500:9:Z2876485996;
c1ccc2c(c1)CCCO2,4159,15:01500:0:Z4493543039;15:01500:0:Z2200188119;15:01500:0:Z2455753819;
O=C1CCCc2scnc21,242,15:01500:0:Z3093264687;15:01500:3:Z3390855709;15:01500:5:Z3393274421;
C1CNC2CC2C1,2794,15:01500:0:Z3136256854;15:01500:0:Z3045129507;15:01500:1:Z2088090377;
OC1CCCCNC1,861,15:01500:0:Z4314418553;15:01500:3:Z4233950771;15:01500:4:Z4169660478;
Cn1cc[nH]c1=O,878,15:01500:0:Z2691693548;15:01500:0:Z2773739273;15:01500:0:Z3857177502;
Nc1ncc2c(n1)CNCC2,129,15:01500:0:Z2691693548;15:01500:9:Z2691456894;15:01501:7:Z2691666723;
Cc1nc[nH]n1,3558,15:01500:0:Z3596001378;15:01500:0:Z1172444639;15:01500:1:Z2869464201;
C1CCC2CNCC2CC1,295,15:01500:0:Z3596001378;15:01500:4:Z3568216373;15:01500:4:Z3517677328;
CC1CCNCC(C)O1,539,15:01500:0:Z2604157003;15:01500:5:Z3642157014;15:01500:6:Z2604146816;
Fc1cnccn1,1080,15:01500:0:Z2700031305;15:01500:1:Z2610330760;15:01500:3:Z2612743755;
C=C1Cn2cnnc2S1,257,15:01500:0:Z4218732745;15:01500:3:Z3863776916;15:01501:0:Z4017687595;
C1CNC2(C1)CCOCC2,1036,15:01500:0:Z4004749769;15:01500:0:Z4004750551;15:01500:3:Z3880562931;
CC1NCCC1N,348,15:01500:0:Z4591267747;15:01500:2:Z3072225412;15:01500:5:Z3144580662;
FC1(F)CNCCOC1,621,15:01500:0:Z2774321763;15:01500:2:Z4213770679;15:01500:3:Z3793597669;
CC12CC(C1)C(C)(C)O2,365,15:01500:0:Z3345459392;15:01500:3:Z3573739314;15:01501:0:Z3615005884;
CC1CCCNC1C,669,15:01500:0:Z2853745228;15:01500:2:Z2825048724;15:01500:5:Z5035743965;
c1nc2c([nH]1)COCC2,195,15:01500:0:Z3505379438;15:01500:2:Z3363867944;15:01500:6:Z4233423561;
O=C1CCC2CC12,768,15:01500:0:Z2906325325;15:01500:0:Z2906477947;15:01500:2:Z3613701486;
CN1CCCNCC1,1321,15:01500:0:Z3651643944;15:01500:1:Z2301783606;15:01500:1:Z509702834;
FC1(F)CC12CCCC2,1362,15:01500:0:Z3536827259;15:01500:1:Z3517016039;15:01500:5:Z3501640807;
Cc1cnc(O)s1,391,15:01500:0:Z3627215540;15:01500:3:Z2774903807;15:01500:3:Z2774151523;
OC1CC2CCC(C1)N2,524,15:01500:0:Z3627215540;15:01500:1:Z2834687184;15:01500:1:Z3622203034;
CC1CNCCC1N,431,15:01500:0:Z5037383485;15:01500:1:Z4203356546;15:01500:3:Z4053335157;
Clc1cc2cc[nH]c2cc1Cl,130,15:01500:0:Z5037383485;15:01501:9:Z5034506365;15:01501:9:Z5034699147;
Fc1ccc2ncsc2c1,395,15:01500:0:Z3078963515;15:01500:4:Z1872406298;15:01501:0:Z5061501901;
C1COCCON1,740,15:01500:0:Z3078963515;15:01500:1:Z3878237907;15:01500:2:Z3316737901;
c1cnc2[nH]ncc2c1,1592,15:01500:0:Z4612734197;15:01500:1:Z4292156404;15:01500:3:Z4294089384;
CC1CCC(N)C1,585,15:01500:0:Z4216839926;15:01500:1:Z3376325399;15:01500:3:Z3518246205;
O=c1[nH]c2nccn2c2ccccc12,6,15:01500:0:Z3340061005;15:01512:1:Z3340061414;15:01527:1:Z3340060779;
CC1CC(C)C1,1938,15:01500:0:Z3574824824;15:01500:0:Z3207180655;15:01500:0:Z4471036863;
Cc1cccc2nccn12,821,15:01500:0:Z4097211763;15:01500:3:Z3382622353;15:01500:3:Z4099086763;
C1CC2CNCC1C2,2188,15:01500:0:Z3700062394;15:01500:0:Z3793509337;15:01500:1:Z2715737192;
O=C1CSc2ccccc2N1,484,15:01500:0:Z2917111271;15:01500:8:Z1752445886;15:01500:9:Z1275475274;
CS(C)(=N)=O,4349,15:01500:0:Z2779246589;15:01500:0:Z4227158728;15:01500:0:Z4304332051;
Cc1ccc2cccc(Cl)c2n1,20,15:01500:0:Z4143603472;15:01503:5:Z2766757418;15:01512:3:Z2773386710;
CC1(C)CCCCNC1,733,15:01500:0:Z1781673310;15:01500:1:Z2992920488;15:01500:1:Z1780145858;
CC1CC2CCC(C1)N2,399,15:01500:0:Z2647969911;15:01500:4:Z3359073838;15:01500:5:Z2647962247;
FC1(F)C2CCCOC21,585,15:01500:0:Z2647969911;15:01500:2:Z3046007759;15:01500:4:Z2879292517;
Oc1ccc2ncncc2c1,93,15:01500:0:Z3560473299;15:01500:0:Z3560460453;15:01500:1:Z3561882851;
O=C1NC2CCNC1C2,444,15:01500:0:Z3612656917;15:01500:1:Z4178229941;15:01500:4:Z3323784795;
OC1C2CCC(C2)C1O,804,15:01500:0:Z4219593416;15:01500:1:Z4279132423;15:01500:4:Z4271443960;
Cc1ccsc1C,3224,15:01500:0:Z2782724909;15:01500:1:Z4439014763;15:01500:1:Z4445157001;
CC1(C)CCCNC1=O,804,15:01500:0:Z3384767451;15:01500:0:Z3384759936;15:01500:1:Z2772084550;
FC1CC2CCC(C1)N2,490,15:01500:0:Z4368122379;15:01500:3:Z4388333366;15:01500:3:Z4466146099;
CC1(O)CCNCC1(C)O,341,15:01500:0:Z4427480324;15:01500:7:Z4478395355;15:01500:9:Z4456160187;
Cc1cnc(C)o1,1728,15:01500:0:Z3167839408;15:01500:0:Z2598676570;15:01500:1:Z2599474278;
O=c1[nH]ncs1,208,15:01500:0:Z4216633540;15:01501:1:Z4216861768;15:01501:4:Z4216861743;
Cn1cc(F)cn1,525,15:01500:0:Z5046739615;15:01500:2:Z4089137621;15:01500:3:Z3830382130;
FC1(F)CCOC1,1999,15:01500:0:Z3395050820;15:01500:2:Z3343535134;15:01500:2:Z3571306550;
FC12CNC(C1)C2,553,15:01500:0:Z3787366912;15:01500:0:Z3787070513;15:01500:0:Z3788135283;
Cc1ccc(Cl)cn1,521,15:01500:0:Z4144742214;15:01500:1:Z4138240358;15:01500:7:Z4139698448;
C1CCC2(C1)OCCO2,1689,15:01500:0:Z2283500296;15:01500:1:Z3604263227;15:01500:2:Z1583728725;
C1CC2CNCC2N1,1001,15:01500:0:Z4421816188;15:01500:2:Z2274722273;15:01500:2:Z4387197416;
Cc1cccc2c1OCC2,189,15:01500:0:Z3595270856;15:01500:1:Z2266414649;15:01500:4:Z2258421280;
Cc1ccnnc1,2516,15:01500:0:Z4447969163;15:01500:0:Z4560334454;15:01500:1:Z4410545841;
Cn1cc2c(n1)CCSC2,369,15:01500:0:Z4897149719;15:01500:1:Z3539074474;15:01500:7:Z3368630863;
c1nnn2c1COC1CNCC12,125,15:01500:0:Z4451471884;15:01501:6:Z4482955096;15:01502:5:Z4451471175;
c1cc2[nH]cnc2cn1,487,15:01500:0:Z2880913846;15:01500:1:Z3602712201;15:01500:1:Z4093907275;
Cc1c(Cl)cnn1C,822,15:01500:0:Z2371863816;15:01500:0:Z3567960414;15:01500:0:Z3010674980;
Fc1ccc2c(c1)CNCCO2,131,15:01500:0:Z1908338853;15:01500:3:Z2859942735;15:01501:8:Z4592435951;
CC12CCC(=O)N1CCCN2,96,15:01500:0:Z4227051591;15:01500:4:Z4227053732;15:01500:6:Z4227050778;
O=c1cc[nH][nH]1,1283,15:01500:0:Z2227868611;15:01500:1:Z2227868454;15:01500:1:Z3848403254;
CN1C(=O)COc2ccccc21,202,15:01500:0:Z3984555981;15:01500:3:Z2438415204;15:01500:9:Z2706164917;
O=C1NCCC12CCCNC2,256,15:01500:0:Z3883090392;15:01500:3:Z4157870027;15:01501:7:Z3883092900;
Cc1ccc2c(c1)SCCCN2,55,15:01500:0:Z5000949581;15:01500:9:Z2639807633;15:01501:8:Z1745620099;
Clc1nccs1,3869,15:01500:0:Z5000949581;15:01500:1:Z5001368127;15:01500:1:Z2315462605;
CC1CN(C)C=N1,126,15:01500:0:Z3301892330;15:01500:8:Z3301891710;15:01501:0:Z4827401063;
CN1CCC2(CCCN2)CC1,141,15:01500:0:Z1696141690;15:01500:9:Z3799501512;15:01501:6:Z3616911079;
CN1CCC2(CCNCC2)C1=O,129,15:01500:0:Z4269813707;15:01500:7:Z4265285626;15:01501:2:Z1889079233;
CC1(F)CCCCC1,987,15:01500:0:Z3834472529;15:01500:1:Z3831398710;15:01500:2:Z3832982848;
C1CSCS1,3090,15:01500:0:Z3834472529;15:01500:0:Z2975127084;15:01500:1:Z1745112130;
CC1CNCC(C)S1,655,15:01500:0:Z4267560304;15:01500:0:Z2455753819;15:01500:2:Z3852604999;
C1CNC2CCC2C1,1422,15:01500:0:Z3045976646;15:01500:1:Z3620538987;15:01500:1:Z4025667497;
FC1(F)CCCNCC1,1282,15:01500:0:Z2706088743;15:01500:1:Z3831636223;15:01500:1:Z3699630378;
CC1CCC(=O)C1,515,15:01500:0:Z3086165004;15:01500:2:Z3186900887;15:01500:3:Z3205232412;
FC1(F)C2(CCC2)C12CCC2,213,15:01500:0:Z4186514183;15:01500:1:Z4108584675;15:01500:1:Z4114277997;
Nc1ncncn1,1767,15:01500:0:Z432528802;15:01500:1:Z785671044;15:01500:2:Z3079578684;
CC1CNCCCO1,1726,15:01500:0:Z4141281225;15:01500:0:Z3578578410;15:01500:0:Z4205445132;
C1CCONC1,869,15:01500:0:Z3693282404;15:01500:3:Z4602435569;15:01500:3:Z2816439747;
FC1(F)CC2(CCNC2)C1,387,15:01500:0:Z4344024270;15:01500:4:Z4352907457;15:01500:7:Z4412977696;
OC1CC2CNCC12,515,15:01500:0:Z2780394108;15:01500:0:Z4022451923;15:01500:0:Z3555377899;
Cc1ncc(Cl)cn1,460,15:01500:0:Z2322958068;15:01500:5:Z4329613752;15:01500:5:Z3510317655;
C1COC2(CCSCC2)CN1,241,15:01500:0:Z3060931860;15:01500:7:Z3316982577;15:01501:0:Z3132159527;
CC1CCCCC1(F)F,680,15:01500:0:Z4277472433;15:01500:1:Z3783223772;15:01500:1:Z3783253882;
c1ccc2nsnc2c1,2036,15:01500:0:Z3626698385;15:01500:0:Z3685702367;15:01500:1:Z4915147022;
C1CC2(CCN1)CCOC2,1025,15:01500:0:Z3769954830;15:01500:1:Z4996442718;15:01500:2:Z3364095676;
Fc1cccc2ccoc12,647,15:01500:0:Z3524100589;15:01500:0:Z3524102050;15:01500:0:Z3523826779;
CN1CC2(CNC2)C(F)(F)C1=O,86,15:01500:0:Z3589606834;15:01502:6:Z3394549657;15:01503:2:Z3548143772;
CC1CCOCC1,3809,15:01500:0:Z3589606834;15:01500:1:Z4468167058;15:01500:1:Z2878824923;
Cc1nc2cccnc2[nH]1,403,15:01500:0:Z2916237332;15:01500:2:Z3708745661;15:01500:2:Z3797503803;
c1cc2ccsc2s1,473,15:01500:0:Z3383610362;15:01500:0:Z3382412104;15:01500:0:Z3384125002;
Cc1cnc(C)[nH]1,795,15:01500:0:Z2911112442;15:01500:2:Z2661877082;15:01500:3:Z2661619177;
Cc1cccc2c1NCC2,254,15:01500:0:Z3516629236;15:01500:0:Z1434178662;15:01500:7:Z4556613604;
C1NC2COCC12,856,15:01500:0:Z4315692885;15:01500:0:Z4318020171;15:01500:1:Z4329460083;
O=C1CC2CCCC2CN1,108,15:01500:0:Z3639879771;15:01500:7:Z3640035105;15:01502:8:Z3639363322;
c1cc2c(o1)CCCNC2,450,15:01500:0:Z2147632530;15:01501:2:Z2155457037;15:01501:3:Z4057200050;
C1CC2(C1)CC21CC1,628,15:01500:0:Z4421946615;15:01500:2:Z4157042046;15:01500:2:Z4319815747;
Cc1ccc2cc(F)ccc2n1,79,15:01500:0:Z4783212008;15:01500:8:Z4169514798;15:01501:2:Z4076373856;
Cc1ccnnc1C,1179,15:01500:0:Z3940203997;15:01500:1:Z2712939566;15:01500:1:Z4106868126;
Fc1ccc2occc2c1,1033,15:01500:0:Z4110573633;15:01500:2:Z4250171573;15:01500:4:Z1908376199;
O=C1CC2(CCC2)C1,465,15:01500:0:Z2209744906;15:01500:6:Z2203426211;15:01500:9:Z3615585967;
NC1CC2CCC1O2,277,15:01500:0:Z4079041011;15:01500:7:Z4079717509;15:01500:9:Z4079589693;
O=C1CCCc2occc21,169,15:01500:0:Z2989077916;15:01500:3:Z2485665321;15:01501:2:Z2253007226;
Fc1cnccc1Cl,645,15:01500:0:Z3395363474;15:01500:1:Z3385353294;15:01500:8:Z2966940688;
c1ccn2nnnc2c1,665,15:01500:0:Z2879748948;15:01500:1:Z1410083613;15:01500:1:Z2881060881;
Nc1ccncc1,1323,15:01500:0:Z2448164868;15:01500:1:Z2825423918;15:01500:1:Z2722398677;
C1CNCC2(C1)CCOCC2,538,15:01500:0:Z2269542244;15:01500:3:Z3309444921;15:01500:6:Z3829262454;
