fragment_smiles,occurences,example_ligands
Cc1cn2ccsc2n1,724,74:07400:3:PV-003329568213;74:07400:8:PV-003329732764;74:07400:8:PV-003329739977;
Cc1ccc2[nH]ccc2c1,645,74:07400:3:PV-003329568385;74:07400:3:PV-003329568386;74:07400:3:PV-002205505138;
c1cc2[nH]cnc2cn1,628,74:07400:3:PV-002516002592;74:07400:3:PV-001981260760;74:07400:4:PV-002819461073;
O=C1NCCNCC1(F)F,97,74:07400:3:PV-002464253549;74:07400:6:PV-002360764611;74:07400:6:PV-002412514769;
NC1CCCNCC1,9,74:07400:3:PV-003329568598;74:07409:1:PV-002820622495;74:07410:0:PV-005005041275;
O=c1[nH]cc(Cl)c(=O)[nH]1,160,74:07400:3:PV-003329568657;74:07402:4:PV-003330302127;74:07403:3:PV-003330609335;
CC1CCCN(C)C1,42,74:07400:3:PV-002102010747;74:07400:6:PV-004995499041;74:07401:2:PV-004996125255;
NC1C2CCC1NC2,108,74:07400:3:PV-003329568906;74:07400:8:PV-003329751376;74:07401:0:PV-003329789632;
Cc1cc(F)n(C)n1,708,74:07400:3:PV-003329569278;74:07401:1:PV-003329851888;74:07401:1:PV-001526567160;
Oc1cc(F)cc(F)c1,388,74:07400:3:PV-002819447557;74:07400:4:PV-003329612377;74:07400:4:PV-002819464254;
Oc1ccc2ncsc2n1,60,74:07400:3:PV-002819447598;74:07401:4:PV-002819596128;74:07401:6:PV-003330002392;
c1cc2c(s1)CNCC2,248,74:07400:3:PV-002309006126;74:07400:6:PV-004995480448;74:07401:1:PV-002819558139;
O=S1(=O)NCCN1,137,74:07400:3:PV-002819447877;74:07400:3:PV-002516002927;74:07401:7:PV-002819636196;
Cc1cc2cc[nH]c2cc1F,31,74:07400:3:PV-002257257100;74:07403:3:PV-002205567524;74:07404:3:PV-002516084784;
C1CC2CCCC(C1)NC2,115,74:07400:3:PV-002819447922;74:07400:9:PV-003329763427;74:07401:2:PV-002819563855;
Cc1c[nH]c(C)n1,14,74:07400:3:PV-002205505212;74:07414:4:PV-002257546874;74:07429:0:PV-005024315386;
O=c1[nH][nH]c2ncccc12,141,74:07400:3:PV-002819447986;74:07400:4:PV-003329603963;74:07401:8:PV-002819646194;
OC1CNCC1F,30,74:07400:3:PV-003329570590;74:07403:7:PV-003330734350;74:07405:5:PV-005000499784;
FC1CNCC12CCC2,196,74:07400:3:PV-003329571290;74:07400:9:PV-003329756158;74:07400:9:PV-004995824491;
Oc1csc(O)n1,286,74:07400:3:PV-003329571364;74:07400:3:PV-002819448244;74:07400:6:PV-003329668750;
Cn1ccc2ncncc21,151,74:07400:3:PV-002819448294;74:07400:5:PV-002819478017;74:07401:9:PV-003330123757;
CC1NCN(C)C1=O,44,74:07400:3:PV-002102010917;74:07404:2:PV-002819961557;74:07407:1:PV-003331904566;
OC1CCNOC1,17,74:07400:3:PV-003329571654;74:07400:5:PV-003329631543;74:07411:0:PV-003333222901;
Oc1ccnc2ccnn12,91,74:07400:3:PV-002819448368;74:07400:3:PV-002819448490;74:07403:3:PV-002819841292;
Cn1ccc2cc(F)ccc21,114,74:07400:3:PV-003329571732;74:07402:1:PV-002257293777;74:07403:8:PV-003330754226;
Fc1ccc2c(Cl)csc2c1,69,74:07400:3:PV-002153759314;74:07401:6:PV-003330000527;74:07402:2:PV-002819692518;
O=C1NCCNC12CCC2,63,74:07400:3:PV-002153759314;74:07400:8:PV-003329723901;74:07402:0:PV-002257292555;
Cc1cccc2ccccc12,551,74:07400:3:PV-002412508919;74:07400:3:PV-003329574883;74:07400:4:PV-003329592089;
Cc1ccc2ccnn2c1C,128,74:07400:3:PV-000456945520;74:07401:0:PV-003329802770;74:07401:9:PV-002412541625;
O=C1CC2CCC1C2,202,74:07400:3:PV-003329572351;74:07401:4:PV-004996292648;74:07401:4:PV-003329946962;
C1CCC2CCCC2C1,190,74:07400:3:PV-003329572421;74:07400:6:PV-003986293475;74:07400:7:PV-002819501656;
Cc1ccc(Cl)c(C)c1,66,74:07400:3:PV-002819448740;74:07401:6:PV-002819619609;74:07404:3:PV-003330950255;
O=S1(=O)CCC(F)C1,539,74:07400:3:PV-003329572823;74:07400:3:PV-003329572824;74:07400:3:PV-002819449597;
Nc1ccnc2ccnn12,190,74:07400:3:PV-003329573060;74:07400:3:PV-003329573061;74:07400:3:PV-003329573062;
Cn1ncccc1=O,1883,74:07400:3:PV-001678149508;74:07400:4:PV-003329616161;74:07400:4:PV-003329616162;
Clc1cnc2n1NCCC2,47,74:07400:3:PV-002819448991;74:07402:8:PV-003330407627;74:07403:2:PV-003330546067;
Nc1cc2n(n1)CCNC2,5,74:07400:3:PV-002819449046;74:07425:8:PV-002822835862;74:07464:2:PV-002465564338;
O=S1(=O)CCC2(CCNCC2)CC1,17,74:07400:3:PV-003329573665;74:07417:3:PV-003335391078;74:07418:8:PV-002205884019;
c1ccc2c(c1)CNCc1ccccc1-2,18,74:07400:3:PV-003329574007;74:07400:3:PV-003329574008;74:07401:4:PV-004996230423;
Cn1ncc2nc[nH]c(=O)c21,95,74:07400:3:PV-003329574086;74:07400:5:PV-004995392384;74:07407:9:PV-003332161751;
CC1CCCS1(=O)=O,588,74:07400:3:PV-003329574235;74:07400:4:PV-003329586989;74:07400:5:PV-003329620188;
CC1Cc2ccccc2N1,373,74:07400:3:PV-002819449380;74:07400:5:PV-002819476620;74:07400:6:PV-002516008141;
Oc1nccc2[nH]ncc12,98,74:07400:3:PV-003986267560;74:07401:8:PV-002819647149;74:07402:5:PV-004997416130;
CC1CCNCC1(C)C,123,74:07400:3:PV-002567752861;74:07401:0:PV-002205519880;74:07401:4:PV-002567774556;
O=C1CCNCCN1,221,74:07400:3:PV-002819449472;74:07401:3:PV-002819587856;74:07403:5:PV-003330662048;
CN1CC2CCNC2C1,149,74:07400:3:PV-003329574531;74:07400:3:PV-003329578736;74:07400:7:PV-003329705125;
CC1(C)NCCO1,96,74:07400:3:PV-003329574577;74:07400:3:PV-003329574578;74:07400:5:PV-004995404652;
c1cc2ccncn2c1,537,74:07400:3:PV-002257257341;74:07400:7:PV-002819498507;74:07401:0:PV-002257271752;
C1CCC2CNCC2CC1,131,74:07400:3:PV-003329574729;74:07401:2:PV-003329868865;74:07401:5:PV-003329967352;
Cc1cc(O)nnc1C,82,74:07400:3:PV-002516002983;74:07401:4:PV-003329940803;74:07402:0:PV-002819672741;
Cc1ncc2c3c(sc2n1)CCCCC3,22,74:07400:3:PV-001913591909;74:07408:4:PV-003332358849;74:07408:4:PV-003332358850;
CN1C(=O)COc2ccccc21,254,74:07400:3:PV-002309006442;74:07400:4:PV-002819456927;74:07400:5:PV-002819479044;
O=C1NC(=O)C2CCCC2N1,27,74:07400:3:PV-003329575882;74:07403:9:PV-003330791715;74:07404:8:PV-003331128573;
Cn1ncc2ccccc2c1=O,84,74:07400:3:PV-002819450057;74:07400:4:PV-002205507285;74:07401:4:PV-002516026072;
Oc1cncc(Cl)c1,155,74:07400:3:PV-003329576077;74:07400:7:PV-003329702743;74:07401:1:PV-002819558424;
O=S1(=O)NCC12CCOCC2,18,74:07400:3:PV-002819450133;74:07404:2:PV-002819965607;74:07404:4:PV-002819989615;
N=S1(=O)CCC1,76,74:07400:3:PV-003329576235;74:07401:9:PV-003330128406;74:07402:5:PV-003330338221;
CC12CNCC1C1CCC2C1,165,74:07400:3:PV-003329576337;74:07400:9:PV-003329774785;74:07402:2:PV-003330197686;
O=C1COc2ccc(Cl)cc2N1,156,74:07400:3:PV-002819450230;74:07401:2:PV-003329861973;74:07401:6:PV-002819611194;
C1CCC2(CC2)NC1,279,74:07400:3:PV-002819450267;74:07401:8:PV-003330085879;74:07401:8:PV-004996706555;
Nc1ccncc1F,742,74:07400:3:PV-002819450284;74:07400:4:PV-002819458536;74:07400:6:PV-002819491000;
O=C1CC2(CCNCC2)C(O)CN1,40,74:07400:3:PV-002819450284;74:07403:0:PV-002819801994;74:07405:4:PV-002820126303;
CC1CCC(O)C1,97,74:07400:3:PV-003329576678;74:07400:7:PV-003329706405;74:07401:4:PV-004996336404;
OC1CC2CCCC12,227,74:07400:3:PV-003329576733;74:07400:8:PV-004995662560;74:07401:2:PV-003329884948;
Clc1cc2c(s1)C1(CCNCC1)OCC2,5,74:07400:3:PV-002819450408;74:07412:9:PV-003333877993;74:07430:4:PV-002823443005;
Cc1cccc2c1CCO2,168,74:07400:3:PV-002412509205;74:07400:6:PV-002516008678;74:07401:9:PV-003330113084;
c1cc2scnc2cn1,542,74:07400:3:PV-002516003169;74:07400:4:PV-000447520837;74:07400:4:PV-000441904174;
CC1CCc2nccn2C1,275,74:07400:3:PV-003329577917;74:07400:4:PV-003329582697;74:07400:4:PV-003329582698;
Cc1ccncc1F,1410,74:07400:3:PV-003329577921;74:07400:4:PV-002819466427;74:07400:6:PV-003329668577;
Cc1nc2n(n1)CCCC2,92,74:07400:3:PV-002360759130;74:07401:2:PV-003329867128;74:07402:3:PV-003330268334;
NC1CCC12CCC2,320,74:07400:3:PV-002819450986;74:07400:9:PV-003329770229;74:07400:9:PV-004995866742;
CC1(C)CNCC1F,265,74:07400:3:PV-003329578346;74:07400:4:PV-003329593640;74:07401:0:PV-003329810104;
O=C1CC2CCNCC2N1,431,74:07400:3:PV-003329578787;74:07400:4:PV-004995291206;74:07400:9:PV-003329763160;
CC1CNCCS1,218,74:07400:3:PV-003329579094;74:07401:1:PV-002102027867;74:07401:1:PV-002153776190;
O=C1CC2CNC1C2,166,74:07400:3:PV-003329579602;74:07400:5:PV-003329627628;74:07403:0:PV-003330495020;
CC1CCc2nncn2C1,23,74:07400:3:PV-003329579654;74:07410:9:PV-005006030358;74:07420:1:PV-003336341148;
c1nc2c([nH]1)CNCC2,54,74:07400:3:PV-002819451484;74:07401:0:PV-002257272646;74:07402:8:PV-002819775460;
Cc1nc2ncccn2n1,86,74:07400:3:PV-002205505796;74:07402:2:PV-002102050912;74:07403:1:PV-004998031113;
Clc1ccc2c(c1)CCNC2,94,74:07400:3:PV-002153759786;74:07400:4:PV-002205506342;74:07401:2:PV-002205522552;
c1noc2c1CCC2,98,74:07400:3:PV-003329580288;74:07402:2:PV-003330215017;74:07403:0:PV-002819802849;
CN1CCCC(C)(C)C1,214,74:07400:3:PV-003329580432;74:07401:5:PV-004996365986;74:07403:0:PV-002819810946;
Nc1cnc(Cl)c(O)n1,107,74:07400:3:PV-003329580506;74:07402:5:PV-003330326268;74:07402:6:PV-003330357625;
Cc1cc(C)cc(Cl)c1,698,74:07400:3:PV-003329580557;74:07400:7:PV-003329708463;74:07400:8:PV-004995680923;
C1CC2(C1)CC1(CNC1)C2,35,74:07400:3:PV-003329580560;74:07403:4:PV-002819864518;74:07405:0:PV-003331176079;
CC1CCn2ccnc2C1,336,74:07400:3:PV-003329580683;74:07400:9:PV-003329780459;74:07401:1:PV-003329838642;
CC12CC3CC(C)(C1)CC(C)(C3)C2,4,74:07400:3:PV-003329580751;74:07463:9:PV-002413812493;74:07470:3:PV-003353552034;
Clc1cccc2cc[nH]c12,248,74:07400:3:PV-003329580791;74:07401:0:PV-003329825725;74:07401:2:PV-004996188158;
Cc1ccc2cc(O)ccc2n1,75,74:07400:3:PV-002464254296;74:07400:4:PV-002819464696;74:07401:2:PV-002205522896;
C1CSC2CCC2N1,32,74:07400:4:PV-003329580998;74:07401:6:PV-003330025727;74:07406:2:PV-003331583210;
Cc1ccc2c(O)ccnc2n1,27,74:07400:4:PV-003329581311;74:07411:7:PV-003333486696;74:07414:9:PV-003334570450;
O=C1COc2ccc(F)cc2N1,99,74:07400:4:PV-002819452311;74:07401:4:PV-002819590272;74:07402:4:PV-002819728375;
Cc1cc(=O)cco1,86,74:07400:4:PV-002819452314;74:07403:1:PV-002464311988;74:07403:3:PV-002819839252;
Cc1nnc2n1CCC2C,67,74:07400:4:PV-003329582094;74:07405:6:PV-003331405418;74:07405:7:PV-005000722593;
CC1CNCCSC1,58,74:07400:4:PV-003329582162;74:07402:5:PV-002819742052;74:07403:2:PV-004998097786;
C1=CC2=NCCN2C=C1,38,74:07400:4:PV-002819452550;74:07401:9:PV-002819653487;74:07404:7:PV-002820034658;
Cc1cccc(Cl)c1C,372,74:07400:4:PV-003329582439;74:07401:0:PV-003329809991;74:07401:0:PV-003329809992;
Nc1cc2ccccn2n1,167,74:07400:4:PV-002412509537;74:07400:5:PV-004995398679;74:07400:6:PV-002819489164;
CC1(C)C2CNCC21,84,74:07400:4:PV-002153759930;74:07400:8:PV-002819519254;74:07401:6:PV-003330017390;
Clc1csc2cc[nH]c12,335,74:07400:4:PV-003986270127;74:07400:8:PV-003329744835;74:07401:0:PV-003329800910;
Cc1cc(C)nc(C)c1,431,74:07400:4:PV-002819453015;74:07400:7:PV-001627486875;74:07400:7:PV-001636187478;
Cc1cccc2ccnn12,492,74:07400:4:PV-002819453126;74:07400:4:PV-003329598756;74:07400:5:PV-003329623355;
CC12CCC(CC1)CO2,209,74:07400:4:PV-002819453175;74:07400:4:PV-002819453176;74:07401:0:PV-003329821565;
CC1(C)CNCc2ccccc21,121,74:07400:4:PV-002819453218;74:07400:5:PV-002819469897;74:07400:6:PV-002819483063;
Cc1cccc2c1CCNC2,132,74:07400:4:PV-002819453302;74:07401:9:PV-003330111367;74:07402:3:PV-004997270456;
CC1NCc2ccccc2NC1=O,39,74:07400:4:PV-002153760041;74:07400:8:PV-002257267674;74:07408:9:PV-005003890176;
FC1(F)C2CCCCC21,406,74:07400:4:PV-003329584575;74:07400:8:PV-003329730384;74:07401:2:PV-003329858210;
CC1(C)CCC(F)(F)CC1,159,74:07400:4:PV-002819453478;74:07400:9:PV-003329770694;74:07400:9:PV-003329770695;
C1=NCC2CCCCN12,150,74:07400:4:PV-003329584668;74:07400:4:PV-002819453482;74:07401:1:PV-003329832810;
CC1(C)CNC2COCC21,229,74:07400:4:PV-003329584746;74:07400:5:PV-003329618708;74:07400:9:PV-004995749757;
c1cnc2ncccc2c1,939,74:07400:4:PV-003329584805;74:07400:4:PV-004995320185;74:07400:5:PV-003329620627;
O=C1CC2CCCC(CN1)N2,24,74:07400:4:PV-002819453604;74:07401:3:PV-003329923768;74:07402:3:PV-003330241947;
C1CCN2CCNCC2C1,147,74:07400:4:PV-002464254538;74:07400:6:PV-003329664563;74:07402:7:PV-003330397755;
Cc1c[nH]c2c1CCCC2,167,74:07400:4:PV-002819453646;74:07401:1:PV-003329845098;74:07401:7:PV-002819631284;
O=S1(=O)CCC2(CNCCO2)C1,38,74:07400:4:PV-002819453815;74:07401:5:PV-002153784261;74:07403:5:PV-002309072140;
Fc1cc(Cl)c2c(c1)CCCN2,42,74:07400:4:PV-002819453818;74:07401:5:PV-002360783145;74:07402:0:PV-002819670713;
Cc1cc2[nH]ncc2c(=O)[nH]1,9,74:07400:4:PV-002205506125;74:07404:8:PV-002567844910;74:07407:8:PV-002567906966;
c1ccc2c(c1)CCCCO2,256,74:07400:4:PV-002516003691;74:07400:9:PV-002819529992;74:07401:3:PV-003329910528;
Cc1nccc(Cl)c1C,40,74:07400:4:PV-003329585993;74:07402:0:PV-003330140259;74:07403:4:PV-003330631508;
Cc1cnc2ccccc2n1,226,74:07400:4:PV-003329586096;74:07400:4:PV-002819464697;74:07400:4:PV-004995315331;
Cc1c[nH]c2ccccc12,174,74:07400:4:PV-002819454032;74:07400:5:PV-002819470099;74:07401:1:PV-002819558166;
CC1=CCNCC1,52,74:07400:4:PV-003329586456;74:07404:4:PV-004999460086;74:07404:6:PV-003331048720;
O=c1[nH]cnc2cccnc12,144,74:07400:4:PV-003329586456;74:07401:2:PV-003329867894;74:07402:1:PV-002819684436;
CC1CNCC1N,29,74:07400:4:PV-003329586472;74:07400:4:PV-002819454120;74:07403:6:PV-003330720358;
Oc1cccnn1,109,74:07400:4:PV-003329587006;74:07400:4:PV-002819454312;74:07400:5:PV-002309010733;
CC1NCCCNC1=O,85,74:07400:4:PV-003329587080;74:07400:4:PV-003329587081;74:07401:8:PV-004996728357;
Cc1cnc2scnc2c1,84,74:07400:4:PV-002819454380;74:07400:4:PV-002309008662;74:07400:9:PV-002257269552;
Cc1ccc2nonc2c1,267,74:07400:4:PV-002819454422;74:07400:7:PV-002819507287;74:07401:1:PV-003329838979;
CC1CC2CCC(C1)N2,46,74:07400:4:PV-002464254700;74:07403:0:PV-003330495587;74:07404:6:PV-002360847239;
C1CC2(CCN1)CCOCC2,185,74:07400:4:PV-003329588691;74:07401:0:PV-003329812171;74:07401:0:PV-003329812172;
CC12CCCC(C1)OC2,116,74:07400:4:PV-003329589690;74:07400:9:PV-004995748138;74:07402:4:PV-002819731090;
O=C1CCCc2scnc21,37,74:07400:4:PV-003329590111;74:07401:6:PV-003330001314;74:07401:9:PV-002102044432;
Cc1c[nH]nn1,614,74:07400:4:PV-002516003951;74:07400:6:PV-002516009144;74:07400:7:PV-003329707658;
O=C1NC=CCN1,38,74:07400:4:PV-003329590552;74:07404:0:PV-003330848231;74:07405:2:PV-003331257325;
CN1CCNc2cccc(F)c21,87,74:07400:4:PV-002819455952;74:07400:5:PV-003329634957;74:07401:0:PV-003986333289;
Cn1ncnc1N,52,74:07400:4:PV-003329591155;74:07402:5:PV-002819743730;74:07402:8:PV-003330429733;
CC12CNCC1C2,288,74:07400:4:PV-003329591155;74:07400:8:PV-003329753547;74:07400:9:PV-003329774073;
Cn1c(=O)cc[nH]c1=O,472,74:07400:4:PV-000548539572;74:07401:2:PV-000494443701;74:07401:6:PV-002257284663;
Fc1c(Cl)ccc2ccoc12,189,74:07400:4:PV-002819456001;74:07401:2:PV-002819561203;74:07401:2:PV-004996049415;
Cc1ccc2cccnc2c1,692,74:07400:4:PV-002819456207;74:07400:7:PV-002819492746;74:07400:8:PV-002819519389;
Cc1ccc(Cl)cc1Cl,261,74:07400:4:PV-003986272560;74:07400:4:PV-004995316577;74:07401:2:PV-002819562378;
c1cnc2ncsc2c1,180,74:07400:4:PV-002464255006;74:07400:6:PV-002464259076;74:07400:7:PV-002819491365;
O=S1(=O)CCNCc2ccccc21,24,74:07400:4:PV-003329593034;74:07403:0:PV-002102067223;74:07415:3:PV-003334713149;
Cc1ccc2c(c1C)CCCN2,63,74:07400:4:PV-002819456826;74:07403:0:PV-002819807929;74:07403:0:PV-002819808983;
Clc1ccc2c(c1Cl)CCN2,108,74:07400:4:PV-002309007528;74:07401:0:PV-002153774034;74:07401:2:PV-002360777831;
CC1CCCN2C=NCC12,38,74:07400:4:PV-003329593457;74:07400:9:PV-004995845540;74:07401:1:PV-003329844570;
Cc1ccc(=O)[nH]c1C,157,74:07400:4:PV-003329593488;74:07400:4:PV-002819466163;74:07401:1:PV-004995928735;
O=S1(=O)CCCC12CCC2,95,74:07400:4:PV-003329593921;74:07401:7:PV-003330038269;74:07401:7:PV-003330038270;
CC1C2CNC1C2,13,74:07400:4:PV-003329594492;74:07406:0:PV-005000982132;74:07414:2:PV-005009320185;
CC1CC(C)OC(C)C1,42,74:07400:4:PV-003329594497;74:07404:1:PV-004999054478;74:07414:7:PV-002821358191;
Cc1nnn[nH]1,920,74:07400:4:PV-002819457496;74:07400:4:PV-003329610468;74:07400:4:PV-002819463553;
Cc1cc(=O)[nH]c(=O)[nH]1,325,74:07400:4:PV-002819457581;74:07400:7:PV-002153767631;74:07401:0:PV-002819540272;
Cn1ncc2c1CNCCC2,17,74:07400:4:PV-002819457581;74:07400:5:PV-004995331063;74:07402:7:PV-004997614124;
C1CCC2CC2NC1,213,74:07400:4:PV-003329595089;74:07400:4:PV-003329596899;74:07400:5:PV-003329648352;
O=S1(=O)N=C2CCNCC2=CN1,70,74:07400:4:PV-002819457604;74:07400:9:PV-002819523043;74:07400:9:PV-002819530243;
c1onc2c1CNC2,59,74:07400:4:PV-002257258584;74:07400:7:PV-002102018677;74:07401:7:PV-002819632913;
Cc1cccn(C)c1=O,461,74:07400:4:PV-002819457727;74:07400:4:PV-003329615743;74:07400:6:PV-003986296827;
Cc1[nH]nc2cccc(Cl)c12,70,74:07400:4:PV-002819457781;74:07400:8:PV-004995652105;74:07401:7:PV-003330037239;
CC1(C)CNc2cc(F)ccc21,95,74:07400:4:PV-002819457785;74:07404:2:PV-002819966836;74:07404:8:PV-001914244048;
O=C1NCCCc2occc21,169,74:07400:4:PV-002153760722;74:07401:2:PV-002819569260;74:07401:2:PV-002819569261;
OC1CCCCC1(F)F,239,74:07400:4:PV-003329595889;74:07400:5:PV-003329624654;74:07400:6:PV-004995430514;
Cc1cccc2nc[nH]c12,208,74:07400:4:PV-002819457932;74:07401:1:PV-003329851575;74:07401:5:PV-003329963617;
CC1NCCc2cc(O)ccc21,61,74:07400:4:PV-003329596174;74:07402:2:PV-002412546445;74:07403:1:PV-004998033294;
O=c1cccc2n1CCCC2,69,74:07400:4:PV-003329596343;74:07402:9:PV-003330447948;74:07403:4:PV-003330636663;
C1=Cc2ccccc2C1,185,74:07400:4:PV-003329596589;74:07401:4:PV-002819598870;74:07401:6:PV-002819620193;
OC1C2CCCC1CC2,328,74:07400:4:PV-003329596631;74:07400:4:PV-003329596632;74:07400:6:PV-002819485159;
CC1(C)CCCCC1O,84,74:07400:4:PV-002819458185;74:07401:8:PV-004996776182;74:07402:5:PV-003330334378;
CC1CCc2ccccc2O1,46,74:07400:4:PV-002819458237;74:07402:8:PV-002205557159;74:07405:5:PV-003331351392;
c1cnc2c(c1)CCCO2,237,74:07400:4:PV-003329596866;74:07401:0:PV-002819540881;74:07402:8:PV-002819775534;
CC1(C)CCCC(C)(C)O1,320,74:07400:4:PV-002360760227;74:07400:6:PV-003329675069;74:07401:5:PV-004996495041;
Clc1csc2ccccc12,417,74:07400:4:PV-003986274105;74:07400:6:PV-003329665362;74:07400:6:PV-003329669113;
O=c1[nH]ncc2c1CCNC2,114,74:07400:4:PV-003329597470;74:07401:2:PV-003329872243;74:07401:3:PV-003329890733;
Cc1ccc(F)c(F)c1,6,74:07400:4:PV-003329597497;74:07408:2:PV-003332290452;74:07409:0:PV-002820607668;
O=S1(=O)CC2CC1C2,293,74:07400:4:PV-002819458600;74:07400:6:PV-003986294257;74:07400:7:PV-003329722518;
Cc1cn2ccnc2s1,793,74:07400:4:PV-003329597823;74:07400:6:PV-003329674878;74:07400:7:PV-003329714084;
O=c1[nH]nnc2cc(F)ccc12,24,74:07400:4:PV-002819458731;74:07403:2:PV-002102070753;74:07406:9:PV-003331852556;
Cc1nn2ccnc2s1,180,74:07400:4:PV-002360760300;74:07400:8:PV-003329723472;74:07400:8:PV-003329723473;
C1CC2NCC2O1,256,74:07400:4:PV-003329598059;74:07400:5:PV-004995389669;74:07400:6:PV-003329663601;
O=c1[nH]nc2c(Cl)cccn12,9,74:07400:4:PV-002309007828;74:07415:5:PV-003334767241;74:07417:5:PV-002568104524;
Clc1ccc2cccn2c1,35,74:07400:4:PV-003329598499;74:07400:4:PV-003329598500;74:07401:2:PV-003329881078;
Cc1ccc2c(c1)CCS2(=O)=O,37,74:07400:4:PV-003329598520;74:07400:5:PV-004995352880;74:07405:6:PV-002820149194;
CN1CCNCCC1(C)C,94,74:07400:4:PV-003329598652;74:07401:2:PV-003329868599;74:07404:7:PV-004999656556;
Cn1cc2nc[nH]c(=O)c2c1,9,74:07400:4:PV-002819459059;74:07404:9:PV-004999901692;74:07422:0:PV-005017231707;
FC1(F)CC2CC1CN2,34,74:07400:4:PV-002819459117;74:07404:5:PV-003331024865;74:07405:4:PV-002820124771;
Fc1ccc2c(c1)CNCC2,259,74:07400:4:PV-002205506901;74:07401:0:PV-003329805669;74:07401:2:PV-002819566345;
CC12CCOC(C1)C2,378,74:07400:4:PV-003329599580;74:07400:4:PV-003329608436;74:07400:5:PV-004995382910;
Cc1cc(Cl)cc2c1CNCC2,86,74:07400:4:PV-002819459366;74:07401:2:PV-004996098836;74:07401:4:PV-002819588514;
Cc1cc2n(n1)CCN2,50,74:07400:4:PV-002819459452;74:07400:9:PV-002819524023;74:07401:3:PV-002819580697;
Cc1cccc(F)c1C,395,74:07400:4:PV-002819459466;74:07400:4:PV-003329609514;74:07400:6:PV-003329665782;
c1[nH]nc2c1NCCC2,98,74:07400:4:PV-002309007949;74:07401:5:PV-002257280890;74:07403:1:PV-002819821784;
c1cnc2sccc2n1,39,74:07400:4:PV-003329600442;74:07405:8:PV-003331459100;74:07406:0:PV-002820206526;
C1COC2(CCSC2)CN1,18,74:07400:4:PV-002153761012;74:07405:7:PV-005000658067;74:07406:7:PV-002102142415;
Cc1cccc2ccoc12,392,74:07400:4:PV-002516004582;74:07400:8:PV-002819511724;74:07401:7:PV-000492130699;
Oc1cnc2ccccc2c1,34,74:07400:4:PV-002819459809;74:07401:2:PV-002819569713;74:07405:3:PV-002820114844;
CC1(C)CNC(C)(C)C1,102,74:07400:4:PV-002819459933;74:07402:1:PV-003330170051;74:07403:1:PV-004997994067;
Cn1ccn2nccc12,422,74:07400:4:PV-003329601583;74:07400:8:PV-004995680036;74:07400:9:PV-003329777071;
C1CC2CNCC(C1)NC2,432,74:07400:4:PV-002819460152;74:07401:0:PV-002819535280;74:07401:3:PV-002819583233;
C1CCC2(C1)CCCNC2,245,74:07400:4:PV-002819460266;74:07400:8:PV-004995611182;74:07400:8:PV-002819509790;
Clc1cccc2cn[nH]c12,299,74:07400:4:PV-003329602023;74:07400:8:PV-002819512286;74:07400:8:PV-003329751742;
Oc1ncnn2cccc12,3,74:07400:4:PV-003329602154;74:07462:6:PV-003350913113;74:07472:2:PV-003354191177;
CN1C(C)(C)CCS1(=O)=O,130,74:07400:4:PV-002819460324;74:07400:9:PV-002309017541;74:07401:1:PV-002516018978;
c1ccc2c(c1)CCC1(CCNC1)O2,17,74:07400:4:PV-001289109755;74:07400:7:PV-004995576801;74:07406:4:PV-005001429118;
Cc1nc2ncccc2[nH]1,59,74:07400:4:PV-002819460528;74:07406:4:PV-003331656384;74:07409:5:PV-002820664934;
O=S1(=O)Cc2ccoc2C1,213,74:07400:4:PV-003329603183;74:07401:1:PV-002412525874;74:07401:3:PV-003329899930;
O=c1cnc2c([nH]1)CCCC2,48,74:07400:4:PV-003329603679;74:07400:6:PV-002819484164;74:07401:4:PV-002819592848;
C1=CNCCC1,80,74:07400:4:PV-002819460909;74:07400:5:PV-003329648413;74:07401:4:PV-002819598229;
C1COC2(C1)CCOC2,110,74:07400:4:PV-002257259098;74:07401:0:PV-002360773936;74:07401:7:PV-004996519738;
c1nc2c(s1)CCCCC2,249,74:07400:4:PV-002412510834;74:07401:0:PV-002819536106;74:07401:0:PV-002819545214;
Clc1ccc2c(c1)CCCC2,198,74:07400:4:PV-003329604492;74:07403:7:PV-002819898676;74:07403:7:PV-002819904408;
Cn1cnc2ccccc2c1=O,310,74:07400:4:PV-002819461246;74:07401:1:PV-003329834021;74:07401:6:PV-002819620282;
C1CCC2NCCNC2C1,286,74:07400:4:PV-003329604707;74:07401:0:PV-003329790222;74:07401:2:PV-003329875766;
c1cc2c(cn1)CCCCC2,71,74:07400:4:PV-002516004828;74:07401:6:PV-002464280213;74:07401:8:PV-002257287707;
FC1(F)CC2CCC1C2,583,74:07400:4:PV-003329604789;74:07401:1:PV-003329842607;74:07401:2:PV-003329868050;
C1COC2(CC2)CN1,61,74:07400:4:PV-002819461515;74:07400:8:PV-004995624042;74:07401:6:PV-002819613836;
CC1(O)CCCCC1,280,74:07400:4:PV-002819461520;74:07400:6:PV-003329680321;74:07401:3:PV-003329898799;
Cc1cc2[nH]c(=O)[nH]c(=O)c2cc1F,19,74:07400:4:PV-002819461538;74:07402:1:PV-004997033023;74:07408:9:PV-005003959924;
Oc1nc2cccnc2[nH]1,209,74:07400:4:PV-002102012966;74:07401:2:PV-002819567558;74:07401:6:PV-002412535544;
