fragment_smiles,occurences,example_ligands
CC1CCCCN1,16240,24:02400:0:Z3522586121;24:02400:0:Z4511278699;24:02400:0:Z2351604098;
CC1(C)CNCC2(CNC2)O1,87,24:02400:3:Z5059789667;24:02404:2:Z4054712450;24:02404:4:Z3133305131;
C1CNCC2(C1)OCCO2,338,24:02400:3:Z3741125862;24:02400:8:Z4462244209;24:02400:8:Z1529603446;
Fc1ccc2[nH]nnc2c1,200,24:02400:3:Z4179149938;24:02401:4:Z2716789584;24:02402:1:Z4271667075;
Cc1ccc2sccc2c1,313,24:02400:3:Z3876379743;24:02400:3:Z4078634247;24:02400:4:Z5004556336;
c1cnc2ncncc2c1,334,24:02400:3:Z3396135144;24:02400:7:Z4025830438;24:02401:1:Z3830567002;
Fc1ccc2c(c1)CCNC2,350,24:02400:3:Z1564153635;24:02400:3:Z3791102253;24:02400:4:Z5017651410;
CC1(C)CC(O)C1,320,24:02400:3:Z4050134863;24:02400:4:Z4054489917;24:02401:0:Z4269649253;
FC1(F)CC2CCC1C2,1050,24:02400:3:Z4362724377;24:02400:4:Z4337809928;24:02400:5:Z4164427885;
ClC1=CCCNC1,802,24:02400:3:Z3554367892;24:02400:5:Z2881686501;24:02400:8:Z2881695865;
O=c1[nH]cnc2cccnc12,157,24:02400:3:Z2851060689;24:02400:7:Z3342562311;24:02400:9:Z3254953011;
NC1CNCC(F)C1,409,24:02400:3:Z3828599950;24:02400:6:Z3831996180;24:02400:8:Z4970809649;
Clc1nc2ccccc2s1,221,24:02400:3:Z5064863001;24:02400:3:Z2414565234;24:02400:4:Z4204865723;
O=S1(=O)CCn2cccc2C1,91,24:02400:3:Z4021417094;24:02401:0:Z4468324014;24:02404:9:Z4021828754;
c1nc2n(n1)CCNC2,509,24:02400:3:Z2069537140;24:02400:3:Z1721040627;24:02400:3:Z4290514781;
Fc1ccc2c(c1)OCC2,498,24:02400:3:Z4462664575;24:02400:3:Z4484924157;24:02400:4:Z4404545887;
FC1(F)CC2(C1)CC1(CNC1)C2,89,24:02400:3:Z4483114719;24:02403:1:Z4478594254;24:02403:3:Z4478607140;
CC1NCCCO1,334,24:02400:3:Z3583378954;24:02400:6:Z3370666233;24:02400:7:Z4136539921;
c1cc2c3c(c1)OCCN3CCN2,54,24:02400:3:Z1578406894;24:02401:5:Z2367738625;24:02403:9:Z1922439519;
O=c1ccc2c([nH]1)CCC2,269,24:02400:3:Z818241456;24:02402:0:Z2860959157;24:02402:1:Z1224900110;
c1cc2n(n1)CCCCO2,209,24:02400:3:Z5043825378;24:02400:9:Z5044239459;24:02401:5:Z5059680534;
Cc1ncccc1N,328,24:02400:3:Z4486612966;24:02400:5:Z4485823404;24:02400:6:Z4492982803;
c1cc2c(cn1)OCCC2,374,24:02400:3:Z4063172807;24:02400:6:Z1643895008;24:02400:8:Z3856405753;
CC1CC(O)CN1C,267,24:02400:3:Z2916490717;24:02400:3:Z2893426804;24:02400:6:Z2890209441;
Cc1ccc2cnccc2c1,191,24:02400:3:Z4128255602;24:02400:6:Z4130030438;24:02401:1:Z4128274177;
CC1CCOCN1,378,24:02400:3:Z3055056592;24:02400:7:Z3583306419;24:02400:7:Z3055061157;
Cc1cccc(=O)n1C,800,24:02400:3:Z4022421854;24:02400:5:Z4044914922;24:02400:6:Z3608715421;
CC12CC(C1)C1(COC1)O2,43,24:02400:3:Z4155080485;24:02402:3:Z3641246688;24:02404:8:Z3641230093;
OC1NCCCC1F,316,24:02400:3:Z4271749576;24:02400:6:Z4279175018;24:02400:7:Z4271672679;
OC1CNC2(CCCC2)CC1O,79,24:02400:3:Z3882188479;24:02403:1:Z4094816480;24:02406:6:Z4640866885;
Cc1cc2c(cn1)CCN2,261,24:02400:3:Z4132604100;24:02400:3:Z4886302688;24:02400:5:Z4132607496;
O=S1(=O)CCC(O)CC1,251,24:02400:3:Z1257974372;24:02400:5:Z1588964139;24:02401:3:Z1333489678;
Clc1cccc2nc[nH]c12,41,24:02400:3:Z2073361783;24:02408:2:Z3253712224;24:02411:2:Z4912947443;
O=S1(=O)CCC12CCNCC2,222,24:02400:3:Z4980456514;24:02400:4:Z4205133964;24:02401:9:Z4985820569;
O=S1CC2(CNC2)C1,579,24:02400:3:Z4394223714;24:02400:5:Z4467015120;24:02400:6:Z4405142487;
C1CC2(C1)CNC1COCC12,207,24:02400:3:Z4206032470;24:02400:4:Z3060601197;24:02401:8:Z3190646133;
OC1CNCCOC1,746,24:02400:3:Z4271986098;24:02400:3:Z3471281832;24:02400:5:Z2918066870;
OC1CCCCc2ccccc21,52,24:02400:3:Z2877318136;24:02402:0:Z4064837030;24:02402:0:Z4064837032;
O=C1CCCC2CCCN12,183,24:02400:3:Z4415169426;24:02400:3:Z4418750500;24:02400:4:Z4465461893;
c1occ2c1CCCC2,277,24:02400:3:Z4975335621;24:02400:3:Z2619620510;24:02400:3:Z2635875870;
Cc1cn2ccsc2n1,911,24:02400:3:Z3586310011;24:02400:3:Z1851535571;24:02400:5:Z1561810932;
Fc1ccc2ncncc2c1,161,24:02400:3:Z728934916;24:02400:4:Z4391484753;24:02400:8:Z2973860222;
CC1(C)CNCC2(CCCC2)O1,114,24:02400:3:Z1797880868;24:02404:7:Z2506270821;24:02405:6:Z4311132092;
Oc1ncnc2cc(Cl)ccc12,18,24:02400:3:Z3557788550;24:02405:6:Z4026906268;24:02419:6:Z3558972700;
Cc1cnccc1O,251,24:02400:3:Z2094443949;24:02400:3:Z2719863426;24:02400:5:Z3604930518;
Clc1ncc2[nH]cnc2n1,180,24:02400:3:Z2976724401;24:02400:6:Z2973078752;24:02401:7:Z2967543860;
CN1CNCC1=O,900,24:02400:3:Z1613943150;24:02400:3:Z1621658518;24:02400:5:Z3373759101;
Cc1cn(C)nn1,531,24:02400:3:Z3505278076;24:02400:3:Z3364075304;24:02400:5:Z4036152272;
C1CN2CCOCC2CN1,532,24:02400:3:Z4205362819;24:02400:4:Z1667032586;24:02400:6:Z2612486529;
FC1(F)CC12CNCCOC2,236,24:02400:3:Z4576663117;24:02400:8:Z4601025538;24:02401:5:Z4574470854;
C1COC2COCCC2N1,281,24:02400:3:Z4489473986;24:02400:7:Z4906556646;24:02400:7:Z2964872323;
CN1CCNc2c(F)cccc21,42,24:02400:3:Z3519151109;24:02400:4:Z4030905273;24:02408:7:Z5047091370;
c1cc2c(nn1)CCOC2,200,24:02400:3:Z4045406878;24:02400:3:Z4045406831;24:02400:3:Z4029162706;
Clc1ccc2cncnc2c1,152,24:02400:3:Z646485228;24:02400:3:Z4187511570;24:02400:7:Z4233244170;
Cc1ccc2c(c1)CCCN2,217,24:02400:3:Z4993590618;24:02400:9:Z4578033114;24:02401:7:Z4249242688;
c1cc2c(o1)CSC2,462,24:02400:3:Z4170553936;24:02400:4:Z3296696181;24:02400:7:Z3294679493;
Cc1cccc2cncnc12,180,24:02400:3:Z3625862847;24:02401:9:Z2200075091;24:02402:0:Z3774079438;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,66,24:02400:3:Z4274817966;24:02400:7:Z4274817820;24:02401:1:Z4274814651;
CC1(C)C2CCC1C(=O)C2,139,24:02400:3:Z4051051804;24:02400:6:Z4004589959;24:02403:3:Z4051049872;
Fc1ccc2nn[nH]c2c1,155,24:02400:3:Z2646434083;24:02400:5:Z2914343734;24:02401:2:Z4220034137;
Cc1n[nH]c2c1NCCC2,281,24:02400:3:Z3060107707;24:02400:5:Z3188220674;24:02400:6:Z4268934477;
CC1Cc2nc[nH]c2CC1C,46,24:02400:3:Z4386553971;24:02400:3:Z2832937710;24:02401:5:Z2277053234;
Cc1cc(C)n2nccc2n1,191,24:02400:3:Z2911337208;24:02400:6:Z2992227620;24:02400:6:Z2992227618;
Cc1c[nH]c(=O)s1,119,24:02400:3:Z4190770769;24:02400:4:Z4190889051;24:02400:6:Z2919117386;
c1nc2n(n1)CCC2,237,24:02400:3:Z2833195776;24:02400:4:Z2836761948;24:02400:4:Z3883824587;
Cn1ncc2c1NCCC2,87,24:02400:3:Z4335229171;24:02400:9:Z4335232035;24:02402:8:Z4335232989;
OC1COC2(CNC2)C1O,252,24:02400:3:Z4138059235;24:02400:5:Z4186544115;24:02400:6:Z4138746590;
Clc1cnn2c1NCCC2,81,24:02400:3:Z3086529827;24:02400:4:Z3294647687;24:02402:6:Z3086528459;
Cn1ncc2cncnc21,513,24:02400:3:Z1335698203;24:02400:4:Z4908043661;24:02400:4:Z3201669017;
FC1(F)CNCc2ccccc21,94,24:02400:3:Z1675845502;24:02400:8:Z1492667480;24:02400:8:Z1583670574;
CC1CN=CNC1,139,24:02400:3:Z3301941394;24:02400:3:Z3301941392;24:02400:5:Z3301942018;
Cc1cc(C)c(C)c(C)c1C,125,24:02400:3:Z1436852941;24:02400:6:Z912202944;24:02400:7:Z253506204;
CN1CC2CCC1C2,303,24:02400:3:Z3570792394;24:02400:7:Z3590656397;24:02400:8:Z4109166518;
Cc1cnc2ccccc2n1,335,24:02400:3:Z103732226;24:02400:5:Z2371140570;24:02401:7:Z5053854471;
FC1CC2(CNC2)C1,366,24:02400:3:Z2773539936;24:02400:7:Z4214256167;24:02400:7:Z2627656010;
OC1CC(O)C12CCNCC2,174,24:02400:3:Z4271589703;24:02400:9:Z4271568645;24:02400:9:Z4279169413;
Cc1nc2n(n1)CCNC2,364,24:02400:3:Z1334339044;24:02400:4:Z2956426633;24:02402:4:Z1369014224;
O=S1(=O)CC2(CCC2)CN1,96,24:02400:3:Z3796858525;24:02401:3:Z4134164969;24:02401:8:Z3800306551;
OC1C2CC(NN2)C1O,156,24:02400:3:Z4269338829;24:02400:8:Z4269343190;24:02401:2:Z4269346909;
Oc1cccc2ccccc12,341,24:02400:3:Z2658277050;24:02400:4:Z1953000155;24:02400:8:Z2440034073;
Nc1cncnc1,122,24:02400:3:Z1798270857;24:02400:6:Z1486517021;24:02400:7:Z1486523857;
Cc1coc2c(F)cccc12,92,24:02400:3:Z3057151848;24:02401:1:Z2301730577;24:02401:1:Z1119380035;
Clc1cc2c(s1)CCNC2,274,24:02400:3:Z2454137658;24:02401:1:Z2973040729;24:02401:8:Z2457144662;
Cc1nnc2n1CCC2C,140,24:02400:3:Z3889257093;24:02400:8:Z3873987324;24:02401:0:Z3844171525;
Fc1ccc2ncoc2c1,321,24:02400:3:Z3562003890;24:02400:3:Z2970827849;24:02401:3:Z2973665337;
Cc1cc(Cl)c2c(c1)CCNC2,86,24:02400:3:Z3878239372;24:02400:6:Z3141285228;24:02400:6:Z3518697723;
CC1CNCC(C)(C)O1,1513,24:02400:3:Z2231710300;24:02400:5:Z4313722368;24:02400:5:Z4313798016;
Cc1cc2c(c(=O)[nH]1)CCCN2,67,24:02400:3:Z4273282887;24:02400:9:Z4230439819;24:02402:2:Z4230440429;
CN1CCn2cnnc2C1=O,22,24:02400:3:Z3077848232;24:02406:7:Z3204298036;24:02415:7:Z4205351193;
O=S1(=O)NCCC12CC2,464,24:02400:3:Z4458864349;24:02400:3:Z3907028281;24:02400:5:Z4270928750;
O=c1ccocc1O,376,24:02400:3:Z1235869967;24:02400:3:Z1759906269;24:02400:4:Z3576364816;
C1CNC2(CCN1)CC2,237,24:02400:3:Z4029162706;24:02401:0:Z3799252391;24:02402:7:Z3799282494;
O=C1NCCNC12CCC2,243,24:02400:3:Z3057107385;24:02400:3:Z3315803200;24:02400:7:Z3090165691;
C1CCC2(CC1)CCOC2,224,24:02400:3:Z3309113068;24:02401:0:Z4277381107;24:02401:7:Z4923496419;
CC1(C)CCN1,619,24:02400:3:Z1570870565;24:02400:5:Z1325349444;24:02400:5:Z1328168881;
CN1CCCN(C)CC1,763,24:02400:3:Z3809302091;24:02400:5:Z3711950879;24:02400:6:Z3807124871;
Cn1ncc2nc[nH]c(=O)c21,79,24:02400:3:Z4208968675;24:02401:5:Z4208968660;24:02402:7:Z3500211895;
O=C1CCNCCCCCN1,220,24:02400:3:Z2965249588;24:02402:0:Z2956552523;24:02402:7:Z3009539605;
c1ncc2[nH]ncc2n1,325,24:02400:3:Z4875900910;24:02400:4:Z4875620682;24:02400:7:Z4647129923;
Cc1cc2ccccn2c1,129,24:02400:3:Z2026830296;24:02400:9:Z4178457070;24:02400:9:Z2028722799;
O=C1NCC2(CCCC2)C(=O)N1,30,24:02400:3:Z3211399319;24:02404:7:Z3211358071;24:02407:6:Z3210947561;
CC1CC(O)C1,630,24:02400:3:Z4181295091;24:02400:5:Z4252015045;24:02400:6:Z4252010625;
Cn1c(=O)[nH]c2ccccc21,439,24:02400:3:Z4298806464;24:02400:3:Z4284078545;24:02400:4:Z2212275668;
O=C1CNC2(CCNCC2)N1,117,24:02400:3:Z3521560782;24:02402:4:Z4205279672;24:02402:9:Z4079422060;
CC1CNc2ncccc2C1,83,24:02400:3:Z4370958467;24:02401:6:Z4370960637;24:02404:6:Z4168790927;
CC1CC2CNCCN2C1,321,24:02400:3:Z4030293206;24:02400:7:Z4028255122;24:02401:1:Z4077820185;
CN1CC2CNCC2C1,467,24:02400:3:Z3470177659;24:02400:3:Z4283998690;24:02400:8:Z4191648418;
Cc1ccc2cn[nH]c2n1,95,24:02400:3:Z4076567478;24:02400:5:Z4075753377;24:02400:8:Z1996356457;
CC1(C)CC(=O)NCCN1,232,24:02400:3:Z2915533958;24:02400:9:Z4284848398;24:02401:0:Z2915528430;
CC12CNCC1CS(=O)(=O)C2,250,24:02400:3:Z3315152621;24:02400:6:Z3315146297;24:02401:1:Z3315145749;
c1cnc2scnc2n1,126,24:02400:3:Z3842689630;24:02400:7:Z4771276071;24:02401:6:Z4771276691;
O=c1ncnc2[nH][nH]cc1-2,65,24:02400:3:Z1995915051;24:02400:7:Z1150406239;24:02407:9:Z3703869048;
O=C1Cc2cc(F)ccc2N1,59,24:02400:3:Z3292536667;24:02406:0:Z3353722160;24:02406:8:Z3593406614;
Clc1ncsc1Cl,268,24:02400:3:Z3797705340;24:02400:5:Z3797664610;24:02400:8:Z4477405553;
O=S1(=O)CCOCC1,370,24:02400:3:Z1615274731;24:02400:6:Z3374468257;24:02400:8:Z1564525313;
O=C1NCc2ccccc21,211,24:02400:3:Z3083493491;24:02400:5:Z3471558826;24:02400:5:Z3555333636;
Clc1ccc2nccn2c1,576,24:02400:3:Z3605379045;24:02400:6:Z4209160005;24:02400:6:Z4209160011;
O=c1[nH]c2cccnc2[nH]1,230,24:02400:3:Z2165097921;24:02400:8:Z5052957056;24:02400:9:Z2027461405;
O=S1(=O)CCC2(CCNC2)CC1,204,24:02400:3:Z4271772892;24:02401:1:Z3532875107;24:02401:9:Z3101717955;
Clc1ccnc2c1NCC2,166,24:02400:3:Z4353295311;24:02400:9:Z4353298761;24:02401:4:Z4394527723;
c1cc2c(cn1)NCCO2,227,24:02400:3:Z1882845491;24:02400:6:Z1882848384;24:02400:8:Z3103695809;
Cn1ccsc1=N,250,24:02400:3:Z1549635963;24:02400:7:Z4483128652;24:02401:0:Z3102424326;
CC1(C)CCNC1=O,79,24:02400:3:Z4114975406;24:02400:8:Z4114987551;24:02402:5:Z4114963180;
CC1(C)CNCCC1O,548,24:02400:3:Z2600389221;24:02401:2:Z3701662331;24:02401:2:Z4603438422;
C1CC2(C1)CNCCN2,227,24:02400:3:Z3385155474;24:02401:5:Z3254199666;24:02403:1:Z3385160683;
O=S1(=O)CCNCC(F)(F)C1,224,24:02400:3:Z5059802735;24:02400:4:Z5060301151;24:02400:6:Z5053755075;
OC1CC(O)C12CCCNC2,206,24:02400:3:Z4027205256;24:02400:4:Z4027109728;24:02401:7:Z4096805163;
Fc1cccc2ncccc12,291,24:02400:3:Z4143254114;24:02400:3:Z3048981610;24:02400:8:Z3498655659;
O=c1ccc(Cl)n[nH]1,647,24:02400:3:Z2792367713;24:02400:3:Z2792393943;24:02400:5:Z3395966857;
CC1(C)CS(=O)(=O)CCN1,107,24:02400:3:Z3650045149;24:02402:9:Z1751515760;24:02405:1:Z2063146954;
C1CC2OCCC2O1,626,24:02400:3:Z3650045149;24:02400:5:Z4482508145;24:02400:5:Z4270380343;
O=c1[nH]ncc2cccnc12,28,24:02400:3:Z1241091517;24:02406:6:Z1329211052;24:02407:6:Z1250404970;
C1CC2CNCC(CN1)C2,235,24:02400:3:Z5038035685;24:02400:7:Z5038038430;24:02401:0:Z5038041494;
c1ccc2c(c1)CCCCS2,181,24:02400:3:Z4914594236;24:02400:3:Z4914597105;24:02400:3:Z2377792358;
CC1(C)CNCC(F)(F)C1,264,24:02400:3:Z3651710980;24:02400:3:Z3651709961;24:02400:7:Z4250139094;
c1cnc2nc[nH]c2c1,395,24:02400:3:Z2974958926;24:02400:7:Z1988916172;24:02401:1:Z4228663765;
CC1CCCc2nccn21,476,24:02400:3:Z2851839839;24:02400:5:Z4147643051;24:02400:6:Z4140717879;
Cc1ccn2nccc2c1,160,24:02400:3:Z4055408126;24:02400:8:Z4474668708;24:02400:9:Z2276290486;
Cn1cnc2ccncc21,566,24:02400:3:Z4343354635;24:02400:5:Z4456430748;24:02400:5:Z3558501781;
c1nc2c(s1)CNC2,227,24:02400:3:Z4887267998;24:02400:5:Z4887266954;24:02400:7:Z4539342583;
O=C1NCCN2CCCC12,42,24:02400:3:Z3384001112;24:02403:6:Z3552387695;24:02403:6:Z3538560087;
O=c1[nH]cnc2sccc12,455,24:02400:3:Z2918219844;24:02400:3:Z4207563288;24:02400:4:Z2640604250;
CC1(F)CCCCNC1,408,24:02400:3:Z2950104800;24:02400:3:Z2297826011;24:02400:8:Z2265967033;
O=S1(=O)CC2CNCC(C2)C1,227,24:02400:3:Z4051838326;24:02400:9:Z4027421592;24:02401:3:Z4155916951;
Cn1ccc2c1CCOC2,192,24:02400:3:Z4508535660;24:02400:4:Z4508357740;24:02400:4:Z4508233370;
CC1NCCc2ccccc21,239,24:02400:3:Z1549768384;24:02400:7:Z3514208906;24:02401:8:Z3577477292;
OC1CC2CC12,1139,24:02400:3:Z4083981675;24:02400:3:Z4079200984;24:02400:3:Z4079433813;
O=C1NCCn2nccc21,327,24:02400:3:Z3855713096;24:02400:3:Z4078871104;24:02400:7:Z3576856356;
Cc1nc2ccccc2c(=O)[nH]1,34,24:02400:3:Z4168563593;24:02400:6:Z2844145248;24:02402:7:Z2909106035;
C1CC23CNCC2(C1)CNC3,107,24:02400:3:Z3346770835;24:02401:0:Z3342496154;24:02401:1:Z3385120884;
c1cnc2c(c1)OCO2,235,24:02400:3:Z3362187352;24:02400:5:Z3586511688;24:02400:9:Z3599948880;
O=S1C=CCCC1,438,24:02400:3:Z3295751663;24:02400:4:Z3298450488;24:02400:6:Z3594483640;
C1CC2CC3(CC3)CC(C1)N2,123,24:02400:3:Z4371006854;24:02402:3:Z4194805987;24:02402:3:Z4194805944;
c1cnc2cn[nH]c2c1,629,24:02400:3:Z3296426384;24:02400:3:Z3360258103;24:02400:4:Z3296256568;
FC(F)=C1CCNCC1,506,24:02400:3:Z3357576936;24:02400:4:Z4392666926;24:02400:5:Z5001035921;
OC1CCCn2ccnc21,35,24:02400:3:Z3776957984;24:02401:9:Z3776913605;24:02402:0:Z3776906795;
O=C1CCOc2c(F)cccc21,14,24:02400:3:Z3340097637;24:02405:6:Z3343207919;24:02421:7:Z4458784250;
Clc1cccc2c1OCO2,513,24:02400:3:Z1366605092;24:02400:7:Z1395352998;24:02400:8:Z3091529162;
CC1(C)CC(N)CCN1,264,24:02400:3:Z3380442594;24:02400:5:Z4643304057;24:02401:7:Z4635552298;
CC1NCCn2c(Cl)ccc21,103,24:02400:3:Z2777442957;24:02401:0:Z2499408732;24:02401:8:Z4148919362;
Cc1ccn2nc(C)cc2n1,227,24:02400:3:Z3060831987;24:02400:4:Z3388781903;24:02401:0:Z3561361504;
Cc1cc2[nH]c(=O)ccn2n1,63,24:02400:3:Z4200528370;24:02404:1:Z2457084135;24:02411:0:Z3640426879;
C1CNCCC2(C1)CCC2,239,24:02400:3:Z3395841095;24:02400:9:Z4156759180;24:02400:9:Z3621382557;
Oc1ccc2ccccc2n1,361,24:02400:3:Z461455498;24:02400:3:Z1634138686;24:02400:3:Z3627670731;
C1CNC2CCC2N1,269,24:02400:3:Z5020252448;24:02401:0:Z5020251219;24:02401:5:Z5020257201;
Fc1cnc2c(c1)OCCN2,178,24:02400:3:Z5043787806;24:02400:5:Z5037993438;24:02401:1:Z5047228780;
C1CC2(CCO1)OC1CC2C1,13,24:02400:3:Z3520287568;24:02409:4:Z3533877060;24:02409:5:Z4959968783;
O=C1NCCCC12CNC2,274,24:02400:3:Z3807019512;24:02400:5:Z3807018988;24:02401:0:Z3855429970;
C1CC2COCC2CO1,375,24:02400:3:Z3045518661;24:02400:3:Z3047550862;24:02400:7:Z3049103309;
C1CCC2(CC1)CCN2,649,24:02400:3:Z1884996974;24:02400:6:Z4614894390;24:02400:6:Z3514105361;
N=S1(=O)CCC2(CCN2)CC1,73,24:02400:3:Z4212381653;24:02401:4:Z4212380079;24:02402:0:Z4212387729;
Cn1ncc2cc(F)ccc21,97,24:02400:3:Z4475457133;24:02400:9:Z3353870793;24:02401:5:Z3672305414;
OC1CNCC1F,743,24:02400:3:Z3060854604;24:02400:7:Z4489918720;24:02400:7:Z3316962503;
Clc1ncncn1,51,24:02400:3:Z4270310444;24:02402:2:Z4270299850;24:02404:8:Z4259829021;
C1=CCOCC1,351,24:02400:3:Z4141950173;24:02400:6:Z4134347469;24:02400:9:Z3347526981;
Clc1ccsn1,854,24:02400:3:Z4472306175;24:02400:3:Z3690830664;24:02400:7:Z3667935485;
Cc1cnc2c(c1)NCC2,267,24:02400:3:Z4570097507;24:02400:3:Z4876214055;24:02400:3:Z4132457824;
c1cc2c(o1)CSCC2,94,24:02400:3:Z4258348065;24:02401:1:Z4258090316;24:02402:4:Z4255666550;
OC1CCNCc2ccccc21,153,24:02400:3:Z2709299281;24:02401:1:Z1672045323;24:02401:8:Z4099474341;
C1CC2(C1)COCCO2,553,24:02400:3:Z5062944721;24:02400:4:Z5013283337;24:02400:5:Z5013285968;
CC1CCC(=O)CC1,329,24:02400:3:Z2500974212;24:02400:4:Z2964535026;24:02400:7:Z2710460969;
Cc1ccc(=O)n(C)c1,300,24:02400:3:Z3175060971;24:02400:4:Z2108357342;24:02400:8:Z1438026998;
O=c1ccc2ccccc2[nH]1,584,24:02400:3:Z2956909753;24:02400:6:Z288785060;24:02400:7:Z3652911589;
NC1CC2CNCC12,288,24:02400:3:Z4204292658;24:02400:4:Z3829838905;24:02400:7:Z3797509900;
C1CCN2CCOCC2C1,216,24:02400:3:Z3368067867;24:02400:3:Z3367946578;24:02400:6:Z4209803574;
FC1(F)CC2CNCCN2C1,184,24:02400:3:Z4204692462;24:02400:9:Z4221699493;24:02400:9:Z4204692481;
CC1(C)CNC2COCC21,340,24:02400:3:Z4876039530;24:02400:3:Z2836262922;24:02400:5:Z2793495969;
O=C1NC2CC3CC1C2C3,137,24:02400:3:Z4182278535;24:02401:0:Z2784304526;24:02402:0:Z2474350780;
Cc1cccc2[nH]c(=O)sc12,27,24:02400:3:Z3339536336;24:02401:2:Z2442455494;24:02401:5:Z2442459211;
C1COCC2(CCOC2)N1,224,24:02400:3:Z3547900396;24:02400:5:Z1994389786;24:02400:6:Z3051708703;
c1cnc2ccncc2c1,1100,24:02400:3:Z3521299576;24:02400:4:Z3362130338;24:02400:4:Z4637752930;
Fc1cccc2nccnc12,115,24:02400:3:Z4389877394;24:02403:2:Z4389839039;24:02403:2:Z4389208075;
C1CC2(CCO1)CCOC2,660,24:02400:3:Z2772642680;24:02400:4:Z4665406429;24:02400:6:Z2770492777;
O=c1[nH][nH]c2ccccc12,213,24:02400:3:Z4295900336;24:02400:3:Z4220661562;24:02400:4:Z5045419171;
c1cnc2c(c1)NCCO2,219,24:02400:3:Z1883235225;24:02400:5:Z4289212445;24:02401:1:Z3008716176;
C1CC2(C1)CCOCCN2,218,24:02400:3:Z3608512420;24:02400:8:Z4508283164;24:02400:8:Z3608520262;
c1cc2ncsc2s1,226,24:02400:3:Z1224897267;24:02400:4:Z1244029857;24:02400:7:Z3408367580;
Cc1cnc2n1CCC2,477,24:02400:3:Z4251560956;24:02401:4:Z2875396490;24:02401:4:Z4251595188;
O=C1CCCC2(CCC2)N1,311,24:02400:3:Z3311827637;24:02400:5:Z2017621993;24:02400:6:Z2020846143;
NC1CC12CCC2,504,24:02400:3:Z3045137036;24:02400:8:Z4055229378;24:02401:0:Z3046883464;
Fc1cc(F)c2c(c1)NCC2,154,24:02400:3:Z2622816316;24:02400:4:Z2144576786;24:02400:6:Z2949113745;
CC1CNCc2ccccc2O1,123,24:02400:3:Z4266197860;24:02400:9:Z3571756080;24:02401:5:Z2227611609;
C1CCC2=C(C1)CCCO2,87,24:02400:3:Z4252745866;24:02401:1:Z4257359615;24:02401:4:Z4252034907;
O=C1CCNc2ccccc21,35,24:02400:3:Z2523408729;24:02406:3:Z1824152635;24:02407:8:Z3232037319;
Oc1cc(F)cc(F)c1,236,24:02400:3:Z4310481585;24:02400:5:Z4220042540;24:02400:6:Z4311638320;
c1ccc2c(c1)COCO2,168,24:02400:3:Z1311361322;24:02402:5:Z3091991083;24:02402:8:Z2932180359;
Fc1cccc2cncnc12,220,24:02400:3:Z1873962054;24:02401:1:Z2977468147;24:02401:1:Z1989846212;
CN1C=NCC(C)(C)C1,75,24:02400:3:Z4187732940;24:02401:2:Z4426599469;24:02402:3:Z3301831397;
c1nc2c([nH]1)C1(CCC1)NCC2,117,24:02400:3:Z2952271497;24:02402:4:Z2961491190;24:02403:1:Z3475185372;
Clc1sc2ccccc2c1Cl,13,24:02400:3:Z3551141564;24:02408:5:Z3538557879;24:02408:5:Z3538579643;
c1ccc2c(c1)NCCCS2,128,24:02400:3:Z3666091775;24:02401:4:Z411298408;24:02401:4:Z1495745061;
O=S1(=O)CCNCCCCN1,233,24:02400:3:Z3713491078;24:02401:2:Z3653287366;24:02401:7:Z3713492106;
O=C1CC2CCC(C1)N2,440,24:02400:3:Z3545043459;24:02400:4:Z2198349271;24:02400:4:Z4930624840;
CC1(C)CNCc2cn[nH]c21,111,24:02400:3:Z3370691369;24:02402:8:Z4276344326;24:02404:1:Z3370680880;
Cc1cc2c(=O)[nH]cnc2cc1F,19,24:02400:3:Z1956753416;24:02401:3:Z2610071858;24:02401:3:Z1743215589;
CC1CCS(=O)(=O)N1,426,24:02400:3:Z2961632217;24:02400:5:Z3162633558;24:02400:6:Z2924679951;
CN1CCC2(CCNCC2)C1=O,121,24:02400:3:Z4269812870;24:02400:8:Z1889704262;24:02401:0:Z3470158796;
O=C1CCC2(CCCNC2)CN1,135,24:02400:3:Z4050707312;24:02400:9:Z4026689624;24:02400:9:Z4023977586;
Cc1ncc(Cl)c(C)c1Cl,21,24:02400:3:Z4338993844;24:02405:1:Z4338993867;24:02413:2:Z4338994812;
Oc1ccc2c(n1)NCCC2,52,24:02400:3:Z3534738603;24:02402:7:Z3547415636;24:02402:7:Z3523562052;
Nc1ccc(Cl)nn1,201,24:02400:3:Z3392048089;24:02400:3:Z4175142951;24:02400:7:Z3870612253;
CC1(C)CCC(O)CN1,352,24:02400:3:Z4094640458;24:02400:4:Z4271192368;24:02400:8:Z4094633769;
Cc1n[nH]c2c1CCCC2,558,24:02400:3:Z4975345001;24:02400:6:Z3806935635;24:02400:7:Z3360596491;
OC1CCNC12CCCC2,230,24:02400:3:Z2836140540;24:02400:9:Z2294365449;24:02401:9:Z2214070370;
FC1Cc2ccccc2C1,196,24:02400:3:Z4292452131;24:02400:7:Z4273370110;24:02400:7:Z4214719360;
Nc1ncncc1F,232,24:02400:3:Z4226053456;24:02401:7:Z2237854253;24:02401:8:Z2226191773;
Oc1ccc2c(c1)CCCN2,104,24:02400:3:Z4352990673;24:02401:3:Z4352990194;24:02401:5:Z4352997492;
