fragment_smiles,occurences,example_ligands
Cc1ccsc1C,9119,290:29000:0:PV-005442300895;290:29000:0:PV-005442300896;290:29000:0:PV-005442300897;
CC1(C)CCNCC1,9507,290:29000:0:PV-005442300895;290:29000:0:PV-005442300896;290:29000:0:PV-005442300897;
C1CCNCC1,550104,290:29000:0:PV-005442300899;290:29000:0:PV-005442300917;290:29000:0:PV-005442300918;
c1ccsc1,123851,290:29000:0:PV-005442300899;290:29000:0:PV-005442301182;290:29000:0:PV-005442301183;
O=c1[nH]ccn2nccc12,1640,290:29000:0:PV-005442300903;290:29000:0:PV-005442313414;290:29000:0:PV-005442313415;
O=C1CCCN1,74382,290:29000:0:PV-005442300903;290:29000:0:PV-005442302087;290:29000:0:PV-005442302088;
C1CCCCC1,222185,290:29000:0:PV-005442300917;290:29000:0:PV-005442300918;290:29000:0:PV-005442301078;
Cc1ccncc1,26971,290:29000:0:PV-005442300920;290:29000:0:PV-005442302869;290:29000:0:PV-005442302893;
Cc1ccnnc1,10885,290:29000:0:PV-005442300920;290:29000:0:PV-005442303858;290:29000:0:PV-005442303859;
c1cnc2[nH]ccc2c1,10454,290:29000:0:PV-005442300926;290:29000:0:PV-005442300927;290:29000:0:PV-005442300928;
Oc1ncccc1F,3125,290:29000:0:PV-005442300926;290:29000:0:PV-005442300927;290:29000:0:PV-005442300928;
c1cnccn1,28790,290:29000:0:PV-005442300931;290:29000:0:PV-005442301476;290:29000:0:PV-005442301477;
Cc1cnccc1Cl,5144,290:29000:0:PV-005442300931;290:29000:0:PV-005442313820;290:29000:0:PV-005442314539;
FC1CCCNC1,63044,290:29000:0:PV-005442300935;290:29000:0:PV-005442301053;290:29000:0:PV-005442301054;
Cc1cc(C)cc(F)c1,1785,290:29000:0:PV-005442300935;290:29000:0:PV-005442311441;290:29000:0:PV-005442311442;
c1cn[nH]c1,257540,290:29000:0:PV-005442300936;290:29000:0:PV-005442301078;290:29000:0:PV-005442301381;
C1CC2(C1)CNC2,27786,290:29000:0:PV-005442300936;290:29000:0:PV-005442302874;290:29000:0:PV-005442302955;
C1CCCNCC1,97257,290:29000:0:PV-005442300953;290:29000:0:PV-005442301652;290:29000:0:PV-005442301873;
c1cc[nH]c1,106517,290:29000:0:PV-005442300967;290:29000:0:PV-005442301396;290:29000:0:PV-005442302443;
c1ccccc1,386021,290:29000:0:PV-005442300967;290:29000:0:PV-005442301089;290:29000:0:PV-005442301090;
CC1COc2ccccc21,2233,290:29000:0:PV-005442300968;290:29000:0:PV-005442308639;290:29000:0:PV-005442321243;
Clc1ccccc1,73074,290:29000:0:PV-005442300968;290:29000:0:PV-005442302674;290:29000:0:PV-005442302828;
Cc1ccsn1,16545,290:29000:0:PV-005442300976;290:29000:0:PV-005442301133;290:29000:0:PV-005442303177;
Fc1ccc(F)c2[nH]ccc12,470,290:29000:0:PV-005442300976;290:29000:0:PV-005442324443;290:29001:3:PV-005442618628;
Cc1cocn1,17703,290:29000:0:PV-005442300980;290:29000:0:PV-005442313128;290:29000:0:PV-005442313129;
CC1CCC1,48520,290:29000:0:PV-005442300980;290:29000:0:PV-005442301227;290:29000:0:PV-005442301308;
Cn1ccc2[nH]ccc21,1232,290:29000:0:PV-005442300980;290:29000:0:PV-005442316764;290:29000:1:PV-005442333979;
C1CCNC1,597686,290:29000:0:PV-005442300981;290:29000:0:PV-005442301046;290:29000:0:PV-005442301047;
Fc1ccccc1,169866,290:29000:0:PV-005442300981;290:29000:0:PV-005442301230;290:29000:0:PV-005442301300;
Cc1c[nH]c(C)c1,4927,290:29000:0:PV-005442300981;290:29000:0:PV-005442311833;290:29000:0:PV-005442311834;
Cn1ccnc1,41041,290:29000:0:PV-005442300986;290:29000:0:PV-005442300987;290:29000:0:PV-005442301228;
C1NCC2CC12,103821,290:29000:0:PV-005442300986;290:29000:0:PV-005442300987;290:29000:0:PV-005442302059;
O=C1CCCCN1,35458,290:29000:0:PV-005442300986;290:29000:0:PV-005442300987;290:29000:0:PV-005442306108;
Cc1cccc(C)c1Cl,1350,290:29000:0:PV-005442301009;290:29000:0:PV-005442310180;290:29000:2:PV-005442365095;
C1CNCCN1,152858,290:29000:0:PV-005442301009;290:29000:0:PV-005442301018;290:29000:0:PV-005442301346;
c1cncnc1,64430,290:29000:0:PV-005442301018;290:29000:0:PV-005442301055;290:29000:0:PV-005442301353;
O=C1CCCC1,4018,290:29000:0:PV-005442301018;290:29000:0:PV-005442309778;290:29000:0:PV-005442309779;
C1CCCC1,240426,290:29000:0:PV-005442301020;290:29000:0:PV-005442301388;290:29000:0:PV-005442301445;
C1COC2CNCC2N1,5848,290:29000:0:PV-005442301030;290:29000:0:PV-005442301635;290:29000:0:PV-005442307051;
c1ccncc1,289621,290:29000:0:PV-005442301046;290:29000:0:PV-005442301047;290:29000:0:PV-005442301048;
CC1CCCNC1,74198,290:29000:0:PV-005442301051;290:29000:0:PV-005442301052;290:29000:0:PV-005442301191;
OC1CCC1,38132,290:29000:0:PV-005442301051;290:29000:0:PV-005442301052;290:29000:0:PV-005442301537;
O=C1CCc2ccccc21,2847,290:29000:0:PV-005442301051;290:29000:0:PV-005442301052;290:29000:0:PV-005442313559;
Cc1ncco1,20528,290:29000:0:PV-005442301053;290:29000:0:PV-005442301054;290:29000:0:PV-005442305123;
Cc1ccncc1F,4036,290:29000:0:PV-005442301053;290:29000:0:PV-005442301054;290:29000:0:PV-005442303171;
Cn1ccnn1,14627,290:29000:0:PV-005442301063;290:29000:0:PV-005442307691;290:29000:0:PV-005442307692;
Clc1ccnc2[nH]ccc12,847,290:29000:0:PV-005442301063;290:29000:0:PV-005442319755;290:29000:0:PV-005442319756;
O=c1cccc[nH]1,43849,290:29000:0:PV-005442301077;290:29000:0:PV-005442301261;290:29000:0:PV-005442301883;
