fragment_smiles,occurences,example_ligands
C1=CCCOCC1,24,28:02803:0:Z3366709403;28:02809:3:Z3340536888;28:02809:9:Z3368434805;
Nc1ccno1,13,28:02803:0:Z4387886828;28:02805:5:Z3236520738;28:02806:3:Z4387877093;
C1CNC2(C1)CCC1(CC2)OCCO1,19,28:02803:0:Z4644235219;28:02803:6:Z4640328488;28:02803:6:Z4640327503;
Clc1c[nH]c(Cl)n1,94,28:02803:0:Z4213034074;28:02803:4:Z4207616566;28:02803:6:Z4206983990;
Cc1ccnc2c(Cl)cccc12,17,28:02803:0:Z2762879348;28:02804:1:Z3593406034;28:02806:1:Z2781462889;
Cc1c(Cl)ccc2c1CNCC2,82,28:02803:0:Z2840717368;28:02803:5:Z2803732120;28:02803:6:Z3866201623;
O=c1[nH]nc2cnccn12,39,28:02803:0:Z1679739316;28:02809:6:Z1532606673;28:02810:8:Z2010360874;
CC1Cc2cccc(Cl)c2O1,22,28:02803:0:Z1232849674;28:02810:9:Z1496962225;28:02815:4:Z3619239753;
Cc1c[nH]c(=O)c2ccccc12,30,28:02803:0:Z2927111764;28:02803:9:Z2927157164;28:02815:7:Z2506936824;
N=S1(=O)CCC2(CC1)OCCO2,49,28:02803:0:Z3623211460;28:02803:9:Z3623215015;28:02806:8:Z3339985365;
O=S1(=O)N=C2CCCN2CN1,23,28:02803:0:Z4216789361;28:02811:5:Z4216788647;28:02817:8:Z4216792591;
Cc1c[nH]c2cc(Cl)cc(Cl)c12,11,28:02803:0:Z3542122726;28:02803:0:Z3540314848;28:02803:0:Z3542011623;
c1nc2c([nH]1)CCNC21CCOCC1,11,28:02803:0:Z3040119618;28:02826:3:Z5057567700;28:02839:3:Z3040122952;
Cc1ccc2nc(C)n(C)c2n1,37,28:02803:0:Z3985255485;28:02804:8:Z4136525311;28:02808:3:Z4138160035;
Cn1ncc2c1CCC(F)C2,63,28:02803:0:Z3508670040;28:02803:6:Z3506812899;28:02804:2:Z4391652632;
Cc1coc2ccc(Cl)cc12,85,28:02803:0:Z667480344;28:02804:1:Z2849795910;28:02805:4:Z1274971453;
C1CNC2(CCOC2)CN1,154,28:02803:0:Z3042554147;28:02804:6:Z3043013415;28:02804:9:Z3042529889;
O=C1CCOc2ccccc2N1,99,28:02803:0:Z3494879763;28:02803:0:Z3339467441;28:02805:4:Z3776181155;
Nc1cnnc2ccccc12,54,28:02803:0:Z1311349011;28:02806:3:Z2485397529;28:02807:7:Z2631865421;
Cc1cc(C)c2c(n1)CCCC2,36,28:02803:0:Z2591026500;28:02803:7:Z2591156110;28:02809:4:Z2591576571;
Clc1ccc2c(c1)CCCCS2,16,28:02803:0:Z4043225272;28:02808:4:Z3634827399;28:02820:2:Z1582927058;
OC1CCc2cccnc21,27,28:02803:0:Z3506225983;28:02806:4:Z2739859615;28:02809:6:Z2466262699;
Cc1ccc2ccc(Cl)cc2n1,27,28:02803:0:Z1274963862;28:02805:1:Z340314364;28:02806:3:Z1864217756;
Nc1nnn[nH]1,76,28:02803:1:Z4185048634;28:02804:8:Z4110710527;28:02805:6:Z4110705705;
Cc1ccc2c(n1)CCCC2=O,22,28:02803:1:Z3584795134;28:02807:4:Z3551462308;28:02813:6:Z3543652967;
O=c1[nH]ccc2ccc(Cl)cc12,33,28:02803:1:Z3242522299;28:02811:2:Z4350049540;28:02812:6:Z3500641538;
Cc1cnc(C)c(=O)[nH]1,37,28:02803:1:Z4526237377;28:02806:6:Z4526240413;28:02807:0:Z4526240032;
O=C1NCC(O)n2cccc21,11,28:02803:1:Z4033892192;28:02804:0:Z4033546998;28:02806:4:Z4033542089;
O=C1CCc2cc(Cl)ccc21,40,28:02803:1:Z1865763589;28:02803:3:Z2011055212;28:02805:0:Z2814339377;
O=c1cc[nH]c2ccnn12,191,28:02803:1:Z3855775783;28:02805:4:Z1127175017;28:02805:7:Z1921585745;
CC1CCCCNC1=O,18,28:02803:1:Z3631604906;28:02807:4:Z4253505469;28:02818:7:Z4255035209;
Cc1nc2sccc2c(=O)[nH]1,12,28:02803:1:Z1650916362;28:02820:8:Z236053328;28:02823:4:Z963601102;
Cc1nc2c3ccccc3ncn2n1,34,28:02803:1:Z1958296862;28:02811:8:Z1353020671;28:02814:4:Z2094853639;
Nc1nc[nH]c(=O)c1Cl,23,28:02803:1:Z3499899716;28:02813:6:Z3633837364;28:02818:9:Z2613921378;
O=C1CC(O)c2cc(Cl)ccc2N1,8,28:02803:1:Z4315786300;28:02813:8:Z4315763480;28:02824:7:Z4320681066;
CC1(C)C(N)CC1O,30,28:02803:1:Z4475353658;28:02807:0:Z4422292810;28:02807:0:Z4422292857;
O=c1ncc2ccccc2[nH]1,14,28:02803:1:Z4414781198;28:02805:2:Z4414780982;28:02807:4:Z4414781074;
CN1CC23CCCCC2(CNC3)C1,67,28:02803:1:Z3059700090;28:02803:9:Z3045943439;28:02804:3:Z3099721172;
Cc1[nH]c2nc[nH]c(=O)c2c1C,23,28:02803:1:Z3500634577;28:02805:4:Z3500633674;28:02824:2:Z3500631529;
c1ccc2c(c1)CCC1(CCNC1)O2,43,28:02803:1:Z2174892046;28:02803:4:Z2169803600;28:02809:2:Z2600889091;
Nc1n[nH]c2c1CNCC2,11,28:02803:1:Z3393337225;28:02804:5:Z3393336031;28:02812:9:Z3393336568;
O=c1[nH][nH]c(=O)c2nccnc12,6,28:02803:1:Z220366080;28:02808:1:Z360314256;28:02833:3:Z360313186;
Clc1cc2nc[nH]c2cc1Cl,55,28:02803:1:Z4404856129;28:02809:6:Z2677387758;28:02811:0:Z4422284506;
O=c1[nH]ccc2c(F)cccc12,7,28:02803:1:Z4223723604;28:02809:4:Z4223793940;28:02811:4:Z4630062250;
Fc1cc(F)c2c(c1)CNCC2,126,28:02803:1:Z2826109196;28:02804:6:Z2174167726;28:02808:0:Z3513478302;
O=S1(=O)CCCc2cc(Cl)ccc21,8,28:02803:1:Z3865149168;28:02831:7:Z2606390418;28:02834:9:Z2479910809;
Cn1ncc2c1NCCC2,96,28:02803:1:Z4335227484;28:02803:6:Z5065172436;28:02803:9:Z4335227248;
Cc1n[nH]c2nc(O)ccc12,23,28:02803:1:Z1938106772;28:02804:4:Z4094000502;28:02805:3:Z1827786084;
O=c1[nH]cncc1F,33,28:02803:1:Z4035648553;28:02812:9:Z2275122965;28:02821:0:Z4035647822;
Cc1n[nH]c(=O)s1,87,28:02803:1:Z1899845847;28:02807:1:Z1899840646;28:02807:2:Z2111998117;
O=C1CCOc2ncccc21,15,28:02803:1:Z4630205975;28:02803:3:Z3631456169;28:02807:6:Z3631428094;
Fc1cccn2cnnc12,86,28:02803:1:Z4293040061;28:02803:6:Z4291337399;28:02804:2:Z4294426502;
Nc1cncc2ccccc12,31,28:02803:2:Z4129864120;28:02803:2:Z4082539799;28:02804:5:Z4127001402;
O=c1cnc2cc(F)c(F)cc2[nH]1,10,28:02803:2:Z3638579870;28:02827:8:Z1171233453;28:02836:1:Z3799140139;
Clc1cc(Cl)c2c(c1)CCO2,44,28:02803:2:Z4109929458;28:02804:4:Z4110311182;28:02807:2:Z4119076282;
Fc1ccc2cn[nH]c2c1,65,28:02803:2:Z1834341986;28:02803:2:Z1834345871;28:02804:5:Z3546422616;
Cn1cnc2cccc(Cl)c21,93,28:02803:2:Z1699019692;28:02803:6:Z3362540072;28:02804:2:Z1699023235;
CC1CCc2nc(Cl)ncc2C1,28,28:02803:2:Z3561955664;28:02805:1:Z2971858655;28:02811:6:Z2977653828;
Cn1c(=O)cc(Cl)[nH]c1=O,27,28:02803:2:Z3339512500;28:02806:8:Z4445945156;28:02812:6:Z2993752084;
O=c1[nH]ncc2c1CCCC2,34,28:02803:2:Z3634035385;28:02804:7:Z3634036279;28:02807:2:Z3634038437;
Clc1cc(Cl)c2c(c1)CCNC2,99,28:02803:2:Z2270204492;28:02804:1:Z2493180314;28:02804:7:Z2256566764;
O=c1[nH]ncc2cccc(F)c12,3,28:02803:2:Z3292206804;28:02861:0:Z3492928881;28:02889:2:Z3292197671;
O=c1[nH]nc(Cl)s1,68,28:02803:2:Z1892309944;28:02808:0:Z2346427478;28:02808:9:Z4960182854;
OC1CCCc2occc21,154,28:02803:2:Z3555107184;28:02803:3:Z4468416345;28:02804:6:Z3553225589;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,37,28:02803:2:Z1461924727;28:02807:2:Z2610033821;28:02813:0:Z2984249634;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,14,28:02803:2:Z3789912889;28:02817:2:Z4236414066;28:02821:0:Z2445908316;
CC1(C)C=CCC1,16,28:02803:2:Z1447019462;28:02804:3:Z2370255631;28:02805:2:Z4251890384;
O=c1[nH]ccc2cccn12,89,28:02803:2:Z4323940213;28:02804:3:Z4325359029;28:02804:3:Z4325358718;
CC1CCC2(CCN(C)CC2)O1,52,28:02803:2:Z3780858402;28:02807:4:Z3509687987;28:02807:4:Z4043105969;
CC1Nc2ccccc2SC1C,30,28:02803:2:Z1414661457;28:02804:5:Z2318643268;28:02809:9:Z1457962733;
CC1(C)CNc2ccccc2O1,44,28:02803:2:Z3347564782;28:02806:6:Z1883121270;28:02809:3:Z1784094128;
Cc1cccc2c1C(=O)CO2,15,28:02803:3:Z2789439219;28:02808:3:Z2789439815;28:02809:8:Z428855472;
c1ccc2c(c1)CNC1CC2C1,32,28:02803:3:Z3653227379;28:02804:3:Z3695923725;28:02811:6:Z3660927291;
FC1(F)CC=CCC1,69,28:02803:3:Z4223514539;28:02804:0:Z4223514894;28:02805:1:Z3474944748;
Cn1ccc2cccnc21,97,28:02803:3:Z4993640852;28:02804:7:Z4993751914;28:02809:8:Z4660969596;
O=c1cccc2n1CC1CNCC2C1,20,28:02803:3:Z2851172394;28:02806:7:Z2276555506;28:02811:3:Z2284795418;
OC1COc2ccccc2C1,236,28:02803:3:Z3806764252;28:02803:3:Z3806764221;28:02803:4:Z3508956144;
CN1CCCC2(CCC2)C1,14,28:02803:3:Z4277091477;28:02805:6:Z3648479824;28:02811:0:Z3648479921;
Cc1cc(C)n2nc(N)nc2n1,9,28:02803:3:Z2188270473;28:02803:3:Z1673670364;28:02803:3:Z2188245874;
Cc1cc2ccc(Cl)cc2[nH]1,55,28:02803:3:Z4489597211;28:02803:4:Z4407164121;28:02805:2:Z4406246822;
c1ncn2c1COCC2,2,28:02803:3:Z2967693653;28:02866:1:Z2967575274;
O=C1Nc2ccccc2S(=O)(=O)N1,19,28:02803:3:Z4025476161;28:02805:8:Z1431706212;28:02822:2:Z1346688648;
O=S1(=O)CCCCc2ccccc21,25,28:02803:3:Z4456315737;28:02804:4:Z2891773910;28:02805:6:Z1349081776;
O=c1ccc2c([nH]1)CCCC2O,15,28:02803:3:Z2801512399;28:02818:2:Z2802581792;28:02822:8:Z2801280578;
CC1CCCCS(=O)(=O)N1,33,28:02803:3:Z4216891401;28:02804:8:Z4216888085;28:02807:9:Z4216886150;
c1nnn2c1CCC2,16,28:02803:3:Z4943336498;28:02804:4:Z4943328362;28:02806:1:Z4943332097;
O=C1COCc2ccccc2N1,20,28:02803:3:Z3347823238;28:02805:6:Z3631491249;28:02812:1:Z4000712590;
C1CC2(CCO1)OCCO2,135,28:02803:3:Z3815657425;28:02803:8:Z4210040710;28:02804:9:Z1607216024;
Cc1c(Cl)ccc2ccoc12,19,28:02803:3:Z2914840407;28:02808:7:Z3142901396;28:02811:6:Z2880938865;
CC1CS(=O)CCN1,32,28:02803:4:Z4573068297;28:02804:8:Z4573064977;28:02806:3:Z4573062128;
CC1(C)CC(=O)c2cccnc2C1,16,28:02803:4:Z3646956582;28:02803:6:Z3647441937;28:02806:0:Z3647001563;
Cc1nnc(N)[nH]1,10,28:02803:4:Z2913398378;28:02816:4:Z2851730343;28:02835:2:Z4064572798;
Cc1ccc2c(C)cc(O)nc2c1,20,28:02803:4:Z3609814141;28:02805:8:Z3609816291;28:02824:3:Z3522982995;
O=c1cc2ccccc2n[nH]1,16,28:02803:4:Z3339611929;28:02804:7:Z4014605396;28:02811:9:Z2789339132;
Clc1ccc2c(c1)C1(CCO2)CC1,8,28:02803:4:Z4769134272;28:02822:0:Z4733307673;28:02822:0:Z4732710486;
Fc1ccc(F)c2c1OC1CNCC1O2,15,28:02803:4:Z2411846943;28:02806:5:Z2407953663;28:02812:7:Z2413775451;
Cn1cnc2c3c(ccc21)NCCC3,24,28:02803:4:Z4132826131;28:02804:1:Z3378952673;28:02813:1:Z3378949301;
Cc1noc2nc[nH]c(=O)c12,25,28:02803:4:Z4386562811;28:02809:5:Z2769201618;28:02813:6:Z2769201693;
C1CC2(CCN1)NCCO2,1,28:02803:4:Z3055836702;
CC1OCC2(CCCO2)C1C,57,28:02803:4:Z2863044400;28:02806:1:Z2884391235;28:02806:4:Z4215846554;
c1c2c(nc3c1CCC3)CCCC2,4,28:02803:4:Z371305856;28:02889:9:Z371310604;28:02895:2:Z374846902;
Cc1cc(C)c2ccccc2n1,60,28:02803:4:Z2860854035;28:02807:0:Z2805003981;28:02808:8:Z4341470804;
O=C1COCC2COCCN12,76,28:02803:4:Z3577782965;28:02803:4:Z3727394677;28:02803:4:Z2802748755;
CC1(C)CCc2[nH]ncc2C1,78,28:02803:4:Z5033333718;28:02804:4:Z5034339039;28:02804:4:Z5034338956;
C1=NC2CCCCCC2N1,47,28:02803:4:Z4610094508;28:02803:4:Z4610094510;28:02805:2:Z3301947827;
Cn1ncc2nccc(Cl)c21,81,28:02803:4:Z4081312910;28:02804:4:Z4456238551;28:02804:4:Z4456086604;
C=C1CNC1,43,28:02803:4:Z4223223813;28:02805:5:Z2981968494;28:02808:3:Z4154039714;
Cc1nn(C)c2c1C(=O)CCN2,26,28:02803:4:Z4366615467;28:02803:9:Z4366613360;28:02811:8:Z4366608905;
Cc1cccc2[nH]c(=O)sc12,28,28:02803:4:Z2442458876;28:02810:2:Z2442454045;28:02817:3:Z2442459029;
Oc1nccc2[nH]ncc12,20,28:02803:4:Z4223147340;28:02803:4:Z4223147082;28:02804:7:Z4223138594;
Cn1nc(N)c2c1CNC2,11,28:02803:5:Z3077321219;28:02804:6:Z3392594840;28:02818:0:Z2613562622;
CC1CNc2cccc(F)c2O1,65,28:02803:5:Z1732567949;28:02807:2:Z2169164310;28:02808:3:Z1883838248;
NC1COC2CC1C2,151,28:02803:5:Z5017577816;28:02804:5:Z5017459564;28:02805:3:Z5017623534;
Cn1cc(F)c(=O)[nH]c1=O,30,28:02803:5:Z4216334607;28:02803:9:Z4216337247;28:02804:1:Z4216337781;
N=S1(=O)CCCC2(C1)OCCO2,39,28:02803:5:Z3640996867;28:02807:7:Z3640980923;28:02809:5:Z3640998128;
Cn1ccc(=O)c2ccccc21,33,28:02803:5:Z2773489963;28:02803:8:Z2790417445;28:02805:0:Z2825679078;
c1ccc2c(c1)CCCCNC2,96,28:02803:5:Z3809364875;28:02803:6:Z3809364729;28:02803:7:Z3809364881;
c1ccc2c(c1)CC1(CCNC1)C2,58,28:02803:5:Z2201928453;28:02806:4:Z1541998441;28:02807:4:Z4320184196;
CC1(C)CCc2ncccc2C1,16,28:02803:5:Z4405994405;28:02813:8:Z4406505422;28:02815:4:Z4506673220;
CC1CC2CCC(C1)S2(=O)=O,57,28:02803:5:Z3104913186;28:02803:8:Z3044073541;28:02804:0:Z3054164107;
Cc1cccc2ccn(C)c12,18,28:02803:5:Z3522385442;28:02803:5:Z3522385501;28:02803:5:Z4859740171;
Clc1ccc2c(c1)OCC2,33,28:02803:5:Z2311994576;28:02803:9:Z2208952353;28:02804:1:Z1896423051;
Cn1c2ccccc2c2ccsc21,7,28:02803:5:Z71595441;28:02805:0:Z2966637572;28:02805:0:Z1000763104;
Cn1ccc2cc(Cl)ccc21,166,28:02803:5:Z3666182484;28:02804:0:Z4128317411;28:02805:3:Z4014789497;
Cn1c(Cl)nc2ccccc21,11,28:02803:5:Z5061577408;28:02804:5:Z4920900392;28:02804:5:Z4920900395;
Cc1ccc2ccc(O)cc2n1,26,28:02803:5:Z4228060856;28:02803:5:Z4224514980;28:02806:2:Z4226439781;
Cc1ccn2ccnc2n1,47,28:02803:5:Z1557475957;28:02805:5:Z1633609669;28:02808:1:Z4057874616;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,9,28:02803:5:Z4080785779;28:02840:0:Z4080710818;28:02842:0:Z1503747898;
Cc1nccn2nccc12,173,28:02803:6:Z5004441949;28:02803:6:Z5004165158;28:02803:6:Z5004433401;
Cc1ccc2nc[nH]c(=O)c2c1,40,28:02803:6:Z1728219472;28:02804:7:Z2991520560;28:02806:4:Z2111609173;
CC1(C)Cc2ccc(Cl)cc2O1,25,28:02803:6:Z1966391194;28:02818:1:Z2673259440;28:02824:5:Z1966391293;
O=C1COc2cccc(Cl)c2N1,7,28:02803:6:Z4082201879;28:02830:6:Z4082201320;28:02856:1:Z4082202416;
Cc1nnc2scc(N)c2c1C,21,28:02803:6:Z3674073497;28:02804:3:Z3670188356;28:02805:9:Z3630540421;
Cc1c(Cl)ccc2c1NCCC2,28,28:02803:6:Z1880192379;28:02807:8:Z1361251518;28:02812:8:Z1880189175;
O=C1CC2CSCCN2C(=O)CN1,6,28:02803:6:Z4208572387;28:02808:7:Z4208572419;28:02824:2:Z4208572424;
Fc1cc(F)c2c(c1)OCCC2,67,28:02803:6:Z5050619550;28:02806:2:Z5059784066;28:02809:5:Z5061243781;
CC1COc2cc(Cl)ccc2N1,17,28:02803:6:Z4128058412;28:02803:6:Z4128065345;28:02803:6:Z4128065342;
O=S1(=O)CCc2c(Cl)cccc21,6,28:02803:6:Z3384093073;28:02832:1:Z3384090967;28:02839:4:Z3384096619;
c1ccc2c(c1)CCC1CC21,123,28:02803:6:Z1460417740;28:02804:3:Z1734853687;28:02804:5:Z2773317412;
Fc1cccc2c1OCO2,11,28:02803:6:Z4223306941;28:02810:2:Z3347802470;28:02810:9:Z3506192834;
Cn1ncc2cnc(N)nc21,100,28:02803:6:Z2505704202;28:02803:7:Z3562335919;28:02805:4:Z3832669805;
CC1(C)CCc2[nH]c(=O)ccc2C1,5,28:02803:6:Z4053352996;28:02840:3:Z3172094193;28:02859:6:Z1482554902;
C1CC2CC(C1)CC1(C2)OCCO1,24,28:02803:6:Z4215069851;28:02803:6:Z4217405889;28:02808:8:Z4206909192;
O=C1NCNc2cccnc21,22,28:02803:6:Z1135061194;28:02810:1:Z1699877413;28:02810:8:Z1135061884;
O=c1[nH]c2cc(F)ccc2s1,23,28:02803:6:Z3341454895;28:02806:5:Z2442400273;28:02812:2:Z4445945634;
c1cc2c3c(cccc3c1)CC2,36,28:02803:6:Z2763126853;28:02804:7:Z1557376342;28:02807:3:Z194625288;
O=c1[nH]cnc2[nH]nnc12,45,28:02803:6:Z3513505785;28:02805:7:Z3799427378;28:02805:9:Z2991986426;
Oc1nc2nc(Cl)ncc2[nH]1,45,28:02803:6:Z4026657309;28:02803:6:Z3718843315;28:02803:6:Z4027085511;
Clc1noc2ccccc12,69,28:02803:6:Z4446189447;28:02803:7:Z3864031509;28:02803:7:Z2772700590;
O=C1CCNc2cnccc2N1,79,28:02803:6:Z1909298163;28:02805:2:Z4776280880;28:02806:3:Z3040094081;
O=C1C=CCCN1,45,28:02803:6:Z4169270124;28:02807:8:Z4188614348;28:02808:5:Z4223441511;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,77,28:02803:7:Z4908225416;28:02804:7:Z4231514614;28:02808:5:Z4231513199;
CC1(C)OCc2cncnc21,46,28:02803:7:Z4362611206;28:02805:2:Z3494828119;28:02806:4:Z4075888380;
CC12CC3CC(CC(C3)C1)C2,17,28:02803:7:Z2906280222;28:02806:0:Z2932026414;28:02806:0:Z4469652399;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,92,28:02803:7:Z3830965630;28:02805:4:Z1607725331;28:02805:4:Z1607725335;
OC1CCc2ccccc2NC1,42,28:02803:7:Z3715495071;28:02805:0:Z4150865791;28:02805:0:Z3715501309;
O=c1[nH]c2ccccc2n2cnnc12,4,28:02803:7:Z4907034630;28:02861:0:Z1348244476;28:02870:1:Z3340379080;
O=C1NCNc2ccc(F)cc21,14,28:02803:7:Z2830878271;28:02807:8:Z2830878338;28:02810:4:Z1837792552;
CC12CCC(C)(C1)C2,48,28:02803:7:Z4537116175;28:02814:4:Z4455219575;28:02814:7:Z4455345983;
Cc1cc(Cl)c2c(c1)CCCCO2,11,28:02803:7:Z1449724051;28:02810:9:Z1449716100;28:02835:2:Z2072504685;
OC1CCc2cc(F)ccc21,60,28:02803:7:Z2457795209;28:02803:7:Z2457790797;28:02804:7:Z2434375855;
Fc1ccc2[nH]ccc2c1F,98,28:02803:7:Z1615966998;28:02803:9:Z4055000875;28:02803:9:Z4054955184;
C1NC2CC3CC1CC(C3)C2,34,28:02803:7:Z2625172279;28:02812:0:Z4287780399;28:02814:1:Z2353396647;
c1cc2cnc[nH]c-2n1,9,28:02803:7:Z4245000402;28:02803:7:Z4245001077;28:02804:0:Z4272774788;
CC1(C)CCNc2ccccc21,47,28:02803:7:Z4061763031;28:02807:9:Z2639559582;28:02808:1:Z4127391884;
CC1CN(C)c2ccccc2CN1,37,28:02803:7:Z2670956658;28:02811:1:Z2670958317;28:02821:4:Z4436883839;
c1nnc2n1CC1CCCC(C2)N1,4,28:02803:7:Z3823233073;28:02807:0:Z3823233143;28:02834:2:Z3823233094;
CC1(C)NCNC1=O,52,28:02803:8:Z2351396815;28:02804:2:Z2351420721;28:02809:4:Z2351376411;
c1ccc2c(c1)ncc1nnnn12,56,28:02803:8:Z2968789487;28:02804:5:Z2968570852;28:02806:6:Z3869970881;
Cc1ccc2c(C)n[nH]c2n1,96,28:02803:8:Z4031990905;28:02805:8:Z3142956812;28:02807:1:Z1276136351;
CC1(C)CC2CCCCC21,20,28:02803:8:Z4762594185;28:02803:8:Z2928304683;28:02805:1:Z2925410907;
O=c1[nH]ncc2sccc12,25,28:02803:8:Z3254880864;28:02810:7:Z2994095863;28:02819:6:Z3254881161;
C1CNCCC2(C1)CCO2,83,28:02803:8:Z4270363585;28:02804:2:Z3830534306;28:02806:0:Z4270370771;
Oc1ncccn1,72,28:02803:8:Z2982728770;28:02804:1:Z2982736446;28:02804:6:Z4018857207;
C1CCC2=C(C1)CCCO2,87,28:02803:8:Z4257463596;28:02804:9:Z4252568809;28:02805:0:Z4252743685;
Cn1c(=O)[nH]c2ccsc21,22,28:02803:8:Z4216843794;28:02809:6:Z4216845568;28:02812:5:Z4216846335;
FC1(F)CCOc2ccccc2C1,15,28:02803:8:Z4251393816;28:02826:5:Z4256398568;28:02827:7:Z4256564448;
Cc1cnc2ccccn2c1=O,15,28:02803:8:Z4026403253;28:02807:5:Z4025635833;28:02813:8:Z4025605918;
Cc1nn2cnnc2nc1O,27,28:02803:8:Z1819005837;28:02808:9:Z1209501501;28:02813:3:Z1209503834;
O=c1[nH]ccc2cc[nH]c12,47,28:02803:8:Z1171225290;28:02806:4:Z2475623699;28:02808:7:Z3799157550;
FC1(F)CC12CCCc1ccccc12,7,28:02803:8:Z3508639318;28:02859:4:Z4431510278;28:02866:6:Z3640272229;
Cn1ncc2c(=O)[nH]ncc21,29,28:02803:8:Z3064942240;28:02806:4:Z3339876686;28:02812:2:Z4216243964;
C1CC2NCC3(CCOCC3)C2C1,48,28:02803:8:Z3137145108;28:02806:5:Z2285163046;28:02807:3:Z2285161221;
O=S1(=O)CCNCCCCCCN1,65,28:02803:8:Z3585683776;28:02804:3:Z3319475249;28:02804:3:Z4269389464;
Fc1cccc2ncoc12,10,28:02803:8:Z3078330703;28:02824:6:Z2742109327;28:02841:7:Z4380709300;
Cc1nn2c(=O)ccnc2s1,70,28:02803:8:Z3320857344;28:02804:4:Z3878931763;28:02806:4:Z1619254730;
Fc1cc(F)c2ccnn2c1,2,28:02803:9:Z4223733714;28:02836:2:Z2905423566;
CC1CC(=O)Nc2ccccc2N1,35,28:02803:9:Z4034342982;28:02803:9:Z2906419171;28:02804:6:Z86893367;
Nc1ncc(N)c(Cl)n1,83,28:02803:9:Z3395810236;28:02804:4:Z3019579867;28:02804:7:Z3019009512;
C=C1CC2NCCC12,15,28:02803:9:Z4999801991;28:02807:0:Z5021983510;28:02816:1:Z5021983292;
Oc1ncnc2ncccc12,81,28:02803:9:Z4228325293;28:02803:9:Z4228584985;28:02804:1:Z3636881876;
Cc1csc2c(C)cccc12,3,28:02803:9:Z3363022021;28:02889:8:Z3359294417;28:02893:7:Z3360571579;
O=C1CCC2NCCN12,1,28:02803:9:Z3085752239;
CC1CCc2[nH]c(=O)sc2C1,18,28:02803:9:Z4341450394;28:02806:3:Z3339258028;28:02808:1:Z3499634667;
O=c1[nH]c2cnccc2o1,17,28:02803:9:Z4187931338;28:02812:2:Z4385444975;28:02814:6:Z4187933438;
Clc1ccc2c(c1Cl)CCC2,85,28:02803:9:Z3350580538;28:02804:5:Z1283345772;28:02805:2:Z1193304060;
Nc1ccnc2ncnn12,148,28:02803:9:Z3559250832;28:02805:2:Z4604986476;28:02805:8:Z3560125377;
O=c1[nH]cnc2[nH]c3ccccc3c12,2,28:02803:9:Z2417926563;28:02896:7:Z2613876523;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,48,28:02803:9:Z3077582005;28:02805:6:Z3075800271;28:02807:3:Z3076261480;
CC1(C)OC2C3CNC(C3)C2O1,114,28:02803:9:Z4003983139;28:02804:1:Z4024010878;28:02805:5:Z4096118306;
O=c1ccc2c([nH]1)CCOC2,64,28:02803:9:Z2907237250;28:02807:2:Z2912474991;28:02809:7:Z4537992459;
c1cc2c(cn1)C1(CCNCC1)OC2,22,28:02803:9:Z4245498306;28:02812:2:Z4273348705;28:02818:8:Z4273359722;
Fc1cnc2c(c1)NCCC2,109,28:02803:9:Z4621401571;28:02805:0:Z4622890761;28:02806:2:Z4648984256;
c1ccc2c(c1)OCC21CCNCC1,29,28:02803:9:Z3622339011;28:02809:0:Z3519467935;28:02812:5:Z3519465701;
OC1CCC2CCC1C2,51,28:02803:9:Z4258107864;28:02804:0:Z4256466939;28:02806:7:Z4258476284;
O=C1CC2CCCCC2=NN1,16,28:02803:9:Z2790095679;28:02804:4:Z2790066250;28:02808:4:Z2790076898;
O=c1[nH]cnc2cc(F)cc(F)c12,14,28:02803:9:Z4151418816;28:02804:9:Z4562204123;28:02805:0:Z4151851064;
CC1CCC(C)N1C,61,28:02803:9:Z4316108153;28:02804:4:Z4325315127;28:02804:8:Z4320691285;
Oc1cccc2c1CCN2,108,28:02804:0:Z3522463098;28:02805:9:Z4058815087;28:02806:7:Z4145440393;
CC1=NNC(=O)CC1,13,28:02804:0:Z2863962069;28:02816:9:Z3492915906;28:02817:3:Z2982143116;
CC1CCN2NC=NC2=N1,46,28:02804:0:Z3313600303;28:02807:7:Z3516544416;28:02811:3:Z3313593699;
Cc1ccc(C)c2c1CCCO2,117,28:02804:0:Z3392590833;28:02804:0:Z3392588919;28:02805:5:Z3366252291;
Cc1cc2cc[nH]c2cc1F,17,28:02804:0:Z2763289460;28:02813:2:Z2763289452;28:02822:1:Z4256568245;
C1=CCONC1,11,28:02804:0:Z4224119209;28:02830:5:Z4224115706;28:02844:1:Z4224115693;
OC1CC2CC1C(O)C2O,21,28:02804:0:Z4265166813;28:02805:4:Z4262834301;28:02805:5:Z4267053498;
Cc1ccc2ccc(C)nc2c1,37,28:02804:0:Z2209033271;28:02806:4:Z2284020127;28:02809:4:Z1303358298;
Cc1cc2c(=O)[nH]nnc2s1,37,28:02804:0:Z3633989236;28:02804:0:Z3633989401;28:02808:2:Z3633989215;
O=C1CC2(CCOC2)C1,74,28:02804:0:Z4279289832;28:02807:8:Z4273553062;28:02809:8:Z4262361674;
