fragment_smiles,occurences,example_ligands
c1ccccc1,2055272,345:34500:0:Z364524934;345:34500:0:Z2851343297;345:34500:0:Z1522284361;
O=C1CCCN1,121896,345:34500:0:Z1602748489;345:34500:0:Z2953380052;345:34500:0:Z1680304827;
c1c[nH]nn1,95719,345:34500:0:Z1602748489;345:34500:0:Z1275068605;345:34500:0:Z1314696936;
Cc1cc[nH]n1,32332,345:34500:0:Z4171537849;345:34500:0:Z3440693300;345:34500:0:Z3575614734;
O=C1CCNC(=O)N1,43744,345:34500:0:Z4171537849;345:34500:0:Z3726349035;345:34500:0:Z4388631670;
c1cn[nH]c1,313330,345:34500:0:Z4171537849;345:34500:0:Z3726349035;345:34500:0:Z3642700307;
C1CCCC1,129906,345:34500:0:Z4171537849;345:34500:0:Z3726349035;345:34500:0:Z1580296291;
c1nnc[nH]1,114834,345:34500:0:Z3181304899;345:34500:0:Z2021419980;345:34500:0:Z3181601431;
c1c[nH]cn1,73715,345:34500:0:Z3181304899;345:34500:0:Z4198851988;345:34500:0:Z2411647537;
CC1OCCc2ccccc21,362,345:34500:0:Z2851343297;345:34500:1:Z2853747057;345:34501:0:Z2961557130;
C1COCCN1,222365,345:34500:0:Z2851343297;345:34500:0:Z2655558967;345:34500:0:Z3361637729;
Oc1ccccc1,44969,345:34500:0:Z1885724796;345:34500:0:Z3506428712;345:34500:0:Z1417901909;
c1ccc2c(c1)CCN2,32325,345:34500:0:Z1885724796;345:34500:0:Z1071326250;345:34500:0:Z1132227295;
Cn1ccnc1,48926,345:34500:0:Z1522284361;345:34500:0:Z1522291657;345:34500:0:Z2451394048;
Cn1cnnc1,34542,345:34500:0:Z2167038691;345:34500:0:Z2365537003;345:34500:0:Z1526972949;
c1cnoc1,64126,345:34500:0:Z2167038691;345:34500:0:Z4474875527;345:34500:0:Z3550895529;
Cc1cnon1,424,345:34500:0:Z2589706648;345:34500:1:Z4193309912;345:34500:3:Z3702158219;
C1CC2(CC2)CN1,3445,345:34500:0:Z2589706648;345:34500:0:Z3990992850;345:34500:1:Z1765977802;
Cn1cc2c(n1)CCCC2,2856,345:34500:0:Z4007079295;345:34500:0:Z5007535273;345:34500:0:Z3671251638;
O=C1COc2ccccc2N1,8995,345:34500:0:Z4007079295;345:34500:0:Z1902354859;345:34500:0:Z1482109324;
C1CCOCC1,195590,345:34500:0:Z4243805190;345:34500:0:Z1282845363;345:34500:0:Z3550895529;
c1ccncc1,516050,345:34500:0:Z4243805190;345:34500:0:Z2284671266;345:34500:0:Z3608858765;
OC1CCOc2ccccc21,1137,345:34500:0:Z4243805190;345:34500:0:Z1702699097;345:34500:0:Z4477726108;
CC1CCNCC1,24026,345:34500:0:Z2655558967;345:34500:0:Z1687791439;345:34500:0:Z2457877749;
Cc1ccco1,21745,345:34500:0:Z1545659164;345:34500:0:Z1373705779;345:34500:0:Z1748005506;
Cc1ccn[nH]1,41558,345:34500:0:Z4472063933;345:34500:0:Z1610136304;345:34500:0:Z1514375763;
O=c1c2ccccc2nc2n1CCC2,428,345:34500:0:Z4472063933;345:34500:0:Z1506278192;345:34500:0:Z3588481421;
Cc1n[nH]c(=O)c2coc(C)c12,70,345:34500:0:Z2707178952;345:34500:3:Z1667890127;345:34500:8:Z368958796;
O=S1(=O)C2CCNCC1CC2,175,345:34500:0:Z2707178952;345:34501:2:Z2720025267;345:34501:9:Z2915632987;
c1cocn1,47598,345:34500:0:Z3642700307;345:34500:0:Z3885798829;345:34500:0:Z2073555377;
C1CNCCN1,294591,345:34500:0:Z4474875527;345:34500:0:Z3374664374;345:34500:0:Z3673228498;
C1CCCCC1,153490,345:34500:0:Z4474875527;345:34500:0:Z4516703116;345:34500:0:Z1275068605;
C1CCNC1,421712,345:34500:0:Z2284671266;345:34500:0:Z3550895529;345:34500:0:Z3361637729;
Cc1ccccc1,290956,345:34500:0:Z2284671266;345:34500:0:Z3374664374;345:34500:0:Z3673228498;
c1nc[nH]n1,59310,345:34500:0:Z2284671266;345:34500:0:Z2638528612;345:34500:0:Z1748530946;
Cc1ccccc1C,22991,345:34500:0:Z3726443137;345:34500:0:Z1227950844;345:34500:0:Z1658807421;
C1CC2(CCN1)CCN2,587,345:34500:0:Z4198851988;345:34500:1:Z3553615808;345:34500:2:Z2373657283;
OC1CCNC1,25744,345:34500:0:Z3184343660;345:34500:0:Z4230625080;345:34500:0:Z4283577669;
O=c1cccn[nH]1,8700,345:34500:0:Z3374664374;345:34500:0:Z4298597389;345:34500:0:Z3097743556;
Fc1ccccc1,425106,345:34500:0:Z3550895529;345:34500:0:Z3649599695;345:34500:0:Z3608858765;
O=C1CCCCN1,48369,345:34500:0:Z3297865277;345:34500:0:Z2349326343;345:34500:0:Z1533795927;
C1CCOC1,152183,345:34500:0:Z4388631670;345:34500:0:Z2958024060;345:34500:0:Z4062971438;
Cn1cccn1,172351,345:34500:0:Z4388631670;345:34500:0:Z3649599695;345:34500:0:Z1303660237;
CC1(C)CC(O)c2ccccc21,111,345:34500:0:Z1748005506;345:34500:2:Z1747999410;345:34504:0:Z2357953452;
CC1(C)CCNCCS1(=O)=O,298,345:34500:0:Z1896851598;345:34500:3:Z1895189620;345:34500:7:Z1893282747;
c1ccc2c(c1)OCO2,21118,345:34500:0:Z1896851598;345:34500:0:Z4771366361;345:34500:0:Z757913382;
C1COCCO1,6785,345:34500:0:Z4995334383;345:34500:0:Z2019860849;345:34500:0:Z3593135400;
C1CCNCC1,790750,345:34500:0:Z4995334383;345:34500:0:Z3361637729;345:34500:0:Z2599495544;
Fc1cccc(F)c1,72640,345:34500:0:Z2953380052;345:34500:0:Z2834948652;345:34500:0:Z1266452168;
Cc1ccc2[nH]ccc2c1,1183,345:34500:0:Z4472122396;345:34500:0:Z3193926053;345:34500:1:Z4419418044;
c1ccsc1,114114,345:34500:0:Z2599495544;345:34500:0:Z1893294164;345:34500:0:Z1829198078;
c1ccc2sncc2c1,1092,345:34500:0:Z2599495544;345:34500:0:Z2480259415;345:34500:2:Z2910856370;
O=C1CCc2ccccc2CN1,455,345:34500:0:Z4316704454;345:34500:0:Z4317034441;345:34500:0:Z4317030068;
Clc1ccc2cc3n(c2c1)CCNC3,94,345:34500:0:Z1893294164;345:34500:6:Z1892503717;345:34501:9:Z1895196348;
C1CNCCNC1,47816,345:34500:0:Z3608858765;345:34500:0:Z1266452168;345:34500:0:Z3788210412;
FC1(F)CCNC1,2061,345:34500:0:Z4329507339;345:34500:0:Z3627704580;345:34500:0:Z4634177723;
c1ccc2c(c1)CCCN2,23919,345:34500:0:Z3714393467;345:34500:0:Z1518778266;345:34500:0:Z3651564665;
CC1Cc2ccccc2O1,4121,345:34500:0:Z2660913479;345:34500:0:Z4407202324;345:34500:1:Z293099186;
c1cncnc1,94893,345:34500:0:Z1580296291;345:34500:0:Z3872594183;345:34500:0:Z3395830339;
Cc1nncc2ccccc12,152,345:34500:0:Z1580296291;345:34501:0:Z4394185280;345:34502:6:Z4733273693;
Cc1ccc(C)[nH]1,11634,345:34500:0:Z3723430258;345:34500:0:Z2643951368;345:34500:0:Z2499477006;
CC1CCNC1,21517,345:34500:0:Z3723430258;345:34500:0:Z4412755615;345:34500:0:Z1973246514;
c1cc2c(s1)CCNC2,4685,345:34500:0:Z667343758;345:34500:0:Z3715495894;345:34500:0:Z1918035221;
FC1CCNC1,13044,345:34500:0:Z2602396838;345:34500:0:Z2710539532;345:34500:0:Z5055734769;
c1ccoc1,95458,345:34500:0:Z1488109552;345:34500:0:Z1500314065;345:34500:0:Z2018179241;
O=C1NCCCN1,4514,345:34500:0:Z1488109552;345:34500:0:Z3175713137;345:34500:0:Z2355179605;
O=C1CCc2cccnc2N1,453,345:34500:0:Z4473629236;345:34500:3:Z3296752794;345:34500:6:Z3295383834;
Cc1nc2c(s1)CCCC2,1211,345:34500:0:Z4507002716;345:34500:0:Z1951439319;345:34500:1:Z1628681040;
c1ccc2c(c1)CCNC2,40225,345:34500:0:Z2834948652;345:34500:0:Z2966130800;345:34500:0:Z2475679439;
C1COC2CC2N1,423,345:34500:0:Z4026226098;345:34500:0:Z3996709220;345:34500:4:Z3908557633;
Fc1cccnc1,24786,345:34500:0:Z2411647537;345:34500:0:Z3563571131;345:34500:0:Z2494634311;
