fragment_smiles,occurences,example_ligands
CC1CCC(=O)CC1,193,140:14000:6:Z2267997505;140:14001:0:Z2287625881;140:14001:1:Z4088476960;
Nc1ccn2nccc2n1,51,140:14000:6:Z5023315735;140:14001:9:Z4225879988;140:14003:7:Z4232399232;
CC1CCCC(C)(C)C1=O,58,140:14000:6:Z2498468944;140:14001:2:Z2498481240;140:14001:7:Z3537511926;
O=c1[nH]ccn2cnnc12,415,140:14000:6:Z3369086031;140:14000:8:Z3369079011;140:14000:9:Z2877802787;
Cc1ccc2c(c1)NCCC2,185,140:14000:6:Z3472738118;140:14001:2:Z1882500829;140:14001:5:Z3549834658;
CC1(C)CNc2cnccc21,160,140:14000:6:Z4184152991;140:14000:9:Z4184152062;140:14000:9:Z4184152065;
Cc1nc2n(n1)CCC=N2,62,140:14000:6:Z4224802850;140:14001:9:Z4224815433;140:14002:5:Z4224794820;
C1CC2NCCSC2C1,188,140:14000:6:Z2295611553;140:14000:7:Z1801843881;140:14002:6:Z1815068825;
NC1CCS(=O)(=O)C1,84,140:14000:6:Z4216589788;140:14003:0:Z4061087777;140:14003:1:Z3385989048;
c1ccc2c(c1)CCC1NCCOC21,101,140:14000:6:Z4771853772;140:14001:0:Z4378626866;140:14001:6:Z4424240463;
Nc1c[nH]c(=O)[nH]c1=O,119,140:14000:6:Z1645028949;140:14000:8:Z1313858554;140:14000:8:Z2232848296;
CN1CCn2nccc2S1(=O)=O,329,140:14000:6:Z3168132088;140:14000:9:Z4049620429;140:14002:2:Z2957343520;
O=S1(=O)Cc2ccccc2N1,189,140:14000:6:Z4128582353;140:14000:6:Z4128693696;140:14001:1:Z3982093085;
c1cnc2c(c1)C1CCC2N1,63,140:14000:6:Z2270905247;140:14003:1:Z4915472512;140:14004:0:Z1549862386;
CC1(C)CNCC(C)(C)C1O,301,140:14000:6:Z4602377194;140:14001:0:Z4574396283;140:14001:1:Z4602492457;
Fc1cc2[nH]cnc2cc1Cl,142,140:14000:6:Z4421538476;140:14001:9:Z4485961299;140:14002:4:Z4485962824;
Clc1ccc2nc[nH]c2c1,313,140:14000:6:Z316914286;140:14000:8:Z4917731293;140:14001:3:Z2224248640;
Cn1ncc2ncncc21,230,140:14000:6:Z3560647840;140:14000:7:Z4362915844;140:14000:8:Z3557954607;
Cc1cc(Cl)ccc1F,136,140:14000:6:Z1950521672;140:14001:7:Z1952525537;140:14001:8:Z1952249231;
Nc1nccnn1,55,140:14000:6:Z4166176588;140:14003:2:Z4165117389;140:14003:9:Z4166266753;
CC1CC2(C1)OCCO2,93,140:14000:6:Z4482626274;140:14002:1:Z4482070230;140:14004:3:Z4482060743;
Cc1nnc2cnccn12,232,140:14000:6:Z1309529593;140:14001:2:Z2977145266;140:14001:3:Z2312361387;
C1CCC2CCCC2CC1,56,140:14000:6:Z3574224687;140:14000:8:Z3596161634;140:14001:5:Z4034592553;
C1CCNNC1,44,140:14000:6:Z2143503486;140:14003:1:Z2770844270;140:14004:9:Z2488784692;
OC1C2CCC(CC2)C1O,90,140:14000:6:Z4934306037;140:14000:6:Z4934851322;140:14000:6:Z4934851315;
C1CC2(CCSCC2)N1,181,140:14000:6:Z3615416291;140:14001:3:Z3434300877;140:14001:5:Z3615417073;
Cc1ncnc2c1CNCC2,179,140:14000:6:Z4278433953;140:14001:5:Z4273690359;140:14001:6:Z4273691168;
FC1(F)CNc2ccccc2O1,20,140:14000:6:Z4131995841;140:14021:0:Z4131996233;140:14022:5:Z4131995585;
CC1CNC2CCCCC12,157,140:14000:6:Z1802908622;140:14001:1:Z4603904348;140:14002:0:Z1644462678;
c1ccc2c(c1)CSCCN2,126,140:14000:6:Z5058949610;140:14001:4:Z4329288941;140:14002:1:Z4314863839;
c1cc2nccnc2cn1,173,140:14000:6:Z2654605709;140:14000:7:Z3695319891;140:14001:2:Z3597249633;
Cc1cc(C)c(O)c(C)c1,54,140:14000:6:Z4471999146;140:14001:7:Z4471998911;140:14002:7:Z4771894401;
Cc1coc(C)n1,785,140:14000:6:Z3098488376;140:14000:7:Z3137624757;140:14001:0:Z2194213230;
CC1(C)CNc2ccccc2C1,96,140:14000:6:Z2228889718;140:14001:4:Z2228895060;140:14002:8:Z2999185061;
Cc1ccnc2c(Cl)cccc12,82,140:14000:6:Z4212903237;140:14000:8:Z2767442557;140:14001:4:Z2826416933;
Nc1ncnc(Cl)n1,44,140:14000:6:Z5054399441;140:14002:2:Z2437579608;140:14003:5:Z2437686254;
c1ccc2c3c(oc2c1)CCNC3,90,140:14000:6:Z3637172325;140:14002:9:Z3443997066;140:14004:4:Z3570918733;
CC1NCCc2cc(O)ccc21,405,140:14000:6:Z3185756309;140:14000:8:Z4213186142;140:14003:1:Z3998487731;
O=C1NCCCNC12CC2,127,140:14000:6:Z2966938048;140:14002:2:Z5050771369;140:14002:4:Z4508100228;
Cc1ncc2c(ncn2C)n1,53,140:14000:6:Z5013016720;140:14003:1:Z4342618060;140:14004:1:Z4342615999;
Cc1ccnc(N)n1,133,140:14000:6:Z3188873876;140:14001:0:Z3204744396;140:14001:2:Z3520922908;
O=C1Nc2ccccc2C1O,126,140:14000:6:Z3204195148;140:14000:7:Z3870325203;140:14002:1:Z3681099287;
CC1(C)OCC(O)CO1,43,140:14000:6:Z4261701046;140:14004:5:Z4275890192;140:14006:0:Z4266961829;
CC1(C)CC(N)C1,65,140:14000:6:Z3797643271;140:14002:0:Z3100228432;140:14002:3:Z3100633373;
Nc1cc2ccccn2n1,70,140:14000:6:Z3357646309;140:14004:6:Z3295127271;140:14004:9:Z3298979631;
Cc1ccc(C)c2scnc12,66,140:14000:6:Z1668919321;140:14000:9:Z816577106;140:14001:8:Z1742493096;
CC1CCC(O)C1,197,140:14000:6:Z4860070036;140:14000:7:Z4830599980;140:14000:9:Z4830618134;
Cc1cnc(C)[nH]1,248,140:14000:6:Z3367787213;140:14000:9:Z3367767350;140:14001:1:Z3633176511;
c1nc2c(s1)CCCCCC2,104,140:14000:6:Z3175642393;140:14000:8:Z3100497590;140:14001:2:Z811671582;
Cc1cccc2cn[nH]c12,100,140:14000:6:Z3666585011;140:14002:3:Z3670130605;140:14002:4:Z4252353357;
Cc1cncnc1Cl,143,140:14000:6:Z4026184482;140:14001:2:Z4026551677;140:14001:5:Z4026724058;
Fc1ccc2c(c1)CC1CC21,123,140:14000:6:Z2648053647;140:14001:3:Z2648060289;140:14002:7:Z2862265587;
O=S1(=O)CC2CCC(C2)N1,64,140:14000:6:Z3357617211;140:14003:0:Z3357614451;140:14004:5:Z5057559294;
NC1CCOC2(CCNCC2)C1,178,140:14000:6:Z3384667331;140:14001:1:Z3365775532;140:14001:8:Z3519058058;
C1CNC2CCNC2C1,234,140:14000:6:Z4312640165;140:14000:7:Z4312643409;140:14001:0:Z4312641682;
Cc1ccc2c(c1C)OCCCC2,41,140:14000:6:Z1471546173;140:14000:8:Z3634845627;140:14001:1:Z1442393136;
c1cc2sccn2c1,59,140:14000:6:Z3470411051;140:14001:1:Z3538681859;140:14001:2:Z3467821125;
Cc1ccc2nccc(O)c2c1,121,140:14000:6:Z2087749625;140:14003:6:Z4254726756;140:14003:7:Z2089597984;
CC1CCCC1N,146,140:14000:6:Z2605549040;140:14001:5:Z2605827499;140:14002:7:Z3100608197;
Clc1ccc2ncoc2c1,56,140:14000:6:Z3638790482;140:14001:5:Z3638797365;140:14002:6:Z4125032022;
CC1CC2(CCC2)C1,258,140:14000:6:Z1919599314;140:14000:8:Z4030553519;140:14001:0:Z1618917523;
Cc1cc2ncsc2cc1F,18,140:14000:6:Z3369600999;140:14005:7:Z4325210640;140:14006:1:Z4019125682;
NC1CNCC12CCC2,104,140:14000:6:Z3045252772;140:14000:9:Z4137162253;140:14001:4:Z3278136025;
Clc1ncc2nc[nH]c2n1,104,140:14000:6:Z2771074115;140:14001:2:Z3395036035;140:14001:3:Z3832553293;
Clc1ccc2c(c1Cl)CCNC2,104,140:14000:6:Z1145623233;140:14000:7:Z1015210322;140:14001:1:Z1419955848;
Cc1coc2c1ccc1ccccc12,66,140:14000:6:Z2078477442;140:14001:0:Z2643226158;140:14005:8:Z3134642866;
CN1CC23CCCC2(CNC3)C1,147,140:14000:6:Z3440203281;140:14001:6:Z3592597007;140:14002:7:Z3613910567;
CC1(C)CCc2ncsc2C1,339,140:14000:6:Z3620771108;140:14000:7:Z3658262582;140:14000:7:Z3685097893;
Cc1ccc2c(Cl)csc2c1,56,140:14000:6:Z1315538310;140:14001:5:Z2458133840;140:14002:6:Z1211621735;
Clc1ccc2c(c1)CCCS2,127,140:14000:6:Z1088557340;140:14001:0:Z4316726802;140:14001:1:Z2415658387;
O=C1CCCC2CC12,144,140:14000:6:Z4326056062;140:14000:8:Z4327094593;140:14002:3:Z4326255173;
CC1(C)CCNS1(=O)=O,35,140:14000:6:Z3357995238;140:14003:0:Z3357998047;140:14004:6:Z3357995809;
Cc1cccc2c1N(C)C(=O)C2(C)C,115,140:14000:6:Z3338278847;140:14002:9:Z3407021018;140:14003:4:Z3338429889;
CC1=CC(C)=NS(=O)(=O)N1,126,140:14000:6:Z3863595802;140:14003:0:Z3987756141;140:14003:4:Z3892836240;
CC1CNCC(C)S1(=O)=O,318,140:14000:6:Z2170295924;140:14000:7:Z4392484629;140:14001:5:Z2603217471;
CC1(C)CNc2ccccc21,152,140:14000:6:Z3625702878;140:14002:1:Z3625702568;140:14003:9:Z4429128545;
Fc1cc2c(cc1F)OCCN2,133,140:14000:6:Z4324376102;140:14001:4:Z4273485496;140:14002:2:Z2475374940;
O=c1[nH]cnc2sc3c(c12)CCCC3,302,140:14000:6:Z2932968379;140:14001:3:Z2142836371;140:14001:4:Z2439165710;
Cc1ccnc(N)c1,289,140:14000:6:Z4105586970;140:14001:0:Z4254602209;140:14001:1:Z2997574487;
Cc1cc(Cl)cc2c1NCCC2,59,140:14000:6:Z1883604639;140:14001:3:Z4112791392;140:14001:8:Z1848068022;
CC1(C)CC(=O)c2ccc(=O)oc2C1,172,140:14000:6:Z3579109391;140:14000:8:Z3546117554;140:14000:8:Z3542873904;
O=C1CC2(CCNCC2)CCN1,226,140:14000:6:Z3386305241;140:14000:7:Z4270946279;140:14000:8:Z3386305267;
Cc1cc(F)cc2c(=O)cc[nH]c12,197,140:14000:6:Z2097960440;140:14002:3:Z1735749755;140:14002:7:Z1451302248;
O=c1c2c(nc3nc[nH]n13)CCC2,17,140:14000:6:Z3340006370;140:14004:6:Z3340007574;140:14015:1:Z4663250223;
c1cnc2c(c1)OCCN2,245,140:14000:6:Z4298940827;140:14001:3:Z4125834394;140:14001:5:Z4298037096;
c1ccn2c(c1)nc1sccc12,117,140:14000:6:Z1594252467;140:14004:5:Z344169116;140:14004:6:Z1317065305;
Cc1ccc2c(c1)OC(C)CN2,190,140:14000:7:Z4668357519;140:14000:7:Z4112469477;140:14000:8:Z3538498639;
Oc1ncnc2ncccc12,25,140:14000:7:Z5061596412;140:14007:7:Z4228226548;140:14011:6:Z4225479096;
OC1CNC2(CCOCC2)C1,247,140:14000:7:Z3403956109;140:14000:8:Z3626460868;140:14001:4:Z3626475278;
Nc1ncn[nH]1,207,140:14000:7:Z4194106553;140:14001:6:Z3587406874;140:14001:7:Z4221117676;
Oc1ccc2[nH]ccc2c1,164,140:14000:7:Z3206990767;140:14000:7:Z3197403550;140:14000:9:Z3365670177;
Cc1cc2cncnc2s1,332,140:14000:7:Z3651947289;140:14002:2:Z1537381133;140:14002:6:Z3079762849;
Cc1cc(C)n2cccc2n1,180,140:14000:7:Z3384382002;140:14001:2:Z4471803358;140:14001:4:Z3050732855;
NC1CC(F)(F)C1,87,140:14000:7:Z4058765364;140:14002:4:Z3513264076;140:14003:6:Z4059160177;
O=C1CCS(=O)(=O)N1,8,140:14000:7:Z2478302986;140:14048:9:Z2478297280;140:14063:0:Z4907049254;
CC1CCCc2ccccc21,694,140:14000:7:Z1176430072;140:14000:7:Z2891858683;140:14000:7:Z1500859341;
Cc1cc2c(cc1C)NCC2,211,140:14000:7:Z4126773248;140:14000:7:Z2185034926;140:14000:7:Z2088430772;
CC1(C)CCc2scnc21,106,140:14000:7:Z2371438950;140:14001:1:Z3277777549;140:14001:7:Z4022238685;
Clc1ccc2c(c1)CNCCO2,96,140:14000:7:Z4353726200;140:14005:3:Z4347557283;140:14008:4:Z4353728561;
c1ccc2c(c1)CC1CNC21,82,140:14000:7:Z3919642579;140:14000:7:Z3919646750;140:14004:4:Z3890156131;
Cc1nnc2n1CCNC2,136,140:14000:7:Z2295752817;140:14001:1:Z2966504455;140:14001:7:Z2966504531;
O=S1(=O)CCNCCCCCCN1,181,140:14000:7:Z4325549436;140:14000:8:Z3175232599;140:14001:2:Z4885354794;
O=C1CN=CN1,52,140:14000:7:Z606242002;140:14003:2:Z757865368;140:14004:1:Z757870088;
Cc1ccc(Cl)c(C)c1,34,140:14000:7:Z4013734891;140:14002:3:Z4013728944;140:14003:2:Z4013735337;
OC1CNCC2(CCOCC2)CC1O,243,140:14000:7:Z3711649766;140:14000:7:Z3711656301;140:14001:1:Z3652941119;
Fc1cnc2c(c1)NCCC2,162,140:14000:7:Z4611012658;140:14001:0:Z4622881146;140:14001:0:Z4611013683;
c1cc2c(cn1)CCCCC2,131,140:14000:7:Z2967020642;140:14000:7:Z2957914449;140:14001:8:Z3176240134;
Cn1cnc2sc3c(c2c1=O)CCCC3,14,140:14000:7:Z275518022;140:14006:2:Z1592837264;140:14007:7:Z1627046942;
O=S1(=O)CCNCC(F)(F)C1,317,140:14000:7:Z5049529294;140:14000:7:Z5052265684;140:14000:8:Z5047567469;
Oc1cccc2cccc(O)c12,83,140:14000:7:Z4224454600;140:14000:9:Z4310854151;140:14001:3:Z4310185837;
CC1(C)C(F)C1(C)C,50,140:14000:7:Z3633033709;140:14001:4:Z3667617620;140:14001:6:Z3667274108;
Cn1ccn2nccc2c1=O,254,140:14000:7:Z3778784209;140:14001:3:Z3784844997;140:14001:6:Z3775596166;
c1ncc2c(n1)OCCO2,55,140:14000:7:Z5047766102;140:14001:7:Z5047754909;140:14004:2:Z5047755558;
NC1C2CCCC1CCC2,159,140:14000:7:Z2465609810;140:14000:8:Z2465592202;140:14001:4:Z2828519622;
Nc1csc2nccnc12,54,140:14000:7:Z4291210384;140:14002:7:Z4918758932;140:14003:7:Z4288303939;
c1cc2c(cn1)N1CCC(C1)N2,105,140:14000:7:Z4271892763;140:14001:4:Z3583222707;140:14002:1:Z3583214149;
NC1CCCCCC1(F)F,172,140:14000:7:Z3517232823;140:14000:8:Z3514726408;140:14000:9:Z3520591248;
O=S1(=O)CCC2(CCC2)C1,300,140:14000:7:Z4506728295;140:14000:7:Z4458929616;140:14001:4:Z4453387676;
N=S1(=O)CCc2ccccc21,52,140:14000:7:Z3366100762;140:14005:8:Z2927307911;140:14007:9:Z4421449455;
CN1CC2CCC1C2,151,140:14000:7:Z3615766853;140:14000:8:Z3615775851;140:14000:8:Z3594474016;
Cc1cc(=O)n2ccsc2n1,264,140:14000:7:Z2067789797;140:14000:7:Z2067801439;140:14001:0:Z2077717961;
Fc1ccc2cn[nH]c2c1,88,140:14000:7:Z1834342594;140:14002:7:Z1834346041;140:14003:7:Z1834340345;
O=S1(=O)CCNC2(CCC2)C1,116,140:14000:7:Z4255309885;140:14001:2:Z4255333974;140:14001:4:Z4255305349;
CC1CCNCC1F,182,140:14000:7:Z3303091813;140:14001:3:Z3607141449;140:14002:2:Z3302795319;
O=c1[nH]ccc2c1CNCC2,301,140:14000:7:Z3317174888;140:14001:2:Z3079175746;140:14001:3:Z3201413579;
FC1(F)C2CCC1CNC2,255,140:14000:7:Z4155471289;140:14000:8:Z4155960021;140:14001:3:Z4155956468;
Nc1nc[nH]n1,229,140:14000:7:Z2639826738;140:14001:0:Z1635292385;140:14001:3:Z3600287027;
Fc1cncnc1Cl,86,140:14000:7:Z3389684679;140:14003:6:Z4783119451;140:14003:9:Z3389871659;
ClC1=CCCNC1,106,140:14000:7:Z2970665824;140:14002:4:Z4772713169;140:14002:4:Z4772713172;
CC12CC(C1)C2,54,140:14000:7:Z3836733825;140:14000:7:Z3057163766;140:14005:2:Z3818255974;
Cn1ccc2cccnc21,470,140:14000:7:Z2802797402;140:14001:4:Z4993615917;140:14002:9:Z2772697795;
O=C1CCCc2cc(Cl)ccc2N1,87,140:14000:7:Z2790372539;140:14001:0:Z3643875265;140:14001:2:Z3360176513;
OC1CCNC12CC2,175,140:14000:7:Z3714562586;140:14002:0:Z3714569455;140:14002:9:Z3656624217;
O=c1[nH]nc2n1CCCCC2,523,140:14000:7:Z2922899019;140:14001:5:Z2785219369;140:14001:9:Z4474287208;
C1CC2(C1)CC1(CCC1)C2,191,140:14000:7:Z3437954430;140:14001:1:Z3780880708;140:14001:3:Z3640722611;
Fc1ccncc1Cl,30,140:14000:7:Z4331198427;140:14015:8:Z4331200217;140:14019:5:Z4331200513;
CN1CC2CC1C2,25,140:14000:7:Z4166684524;140:14004:2:Z3592241393;140:14010:2:Z3592258821;
Cc1ccc2ncsc2c1,136,140:14000:7:Z1517533750;140:14002:3:Z26402715;140:14002:5:Z2330327579;
C1COC2CCOCC2N1,194,140:14000:7:Z3091699242;140:14001:4:Z3091700684;140:14002:4:Z3206321134;
Cc1ncn2ccccc12,186,140:14000:7:Z2706847646;140:14001:8:Z4471482948;140:14002:4:Z2875485902;
O=C1COC=NN1,60,140:14000:7:Z3602998409;140:14001:1:Z4172682899;140:14001:4:Z3602996426;
NC1CCC2(CCC2)NC1,72,140:14000:7:Z4422370896;140:14002:0:Z5037948457;140:14002:1:Z4387271306;
Clc1ccnn2ccnc12,47,140:14000:7:Z4224830830;140:14001:9:Z4228255532;140:14002:6:Z4229961285;
Cc1cc[nH]c1C,89,140:14000:7:Z4032940692;140:14003:5:Z3188638635;140:14004:5:Z3189491247;
Fc1cc2ncccc2cc1Cl,18,140:14000:7:Z2613614516;140:14002:3:Z3686324655;140:14015:8:Z2274539467;
c1ccn2nncc2c1,490,140:14000:7:Z3544182963;140:14000:7:Z3575498465;140:14000:7:Z3537604684;
C1CC2(C1)NCCS2,165,140:14000:7:Z3610651812;140:14000:7:Z4250120180;140:14001:5:Z4250110981;
CC1(C)CCc2[nH]ncc2C1,137,140:14000:7:Z5033631997;140:14001:1:Z5035039935;140:14002:3:Z5035042495;
CC1(C)C2CCC1C(N)C2,75,140:14000:7:Z5060371043;140:14000:9:Z3517141253;140:14001:5:Z3514128627;
Cc1nn(C)c2c1C(=O)CCN2,110,140:14000:7:Z4366612705;140:14001:9:Z4366610715;140:14002:7:Z4366615205;
Clc1ccc2ccncc2c1,189,140:14000:7:Z4176528101;140:14000:8:Z3353342828;140:14002:1:Z4178212105;
c1ccc2c(c1)COC21CCNCC1,212,140:14000:7:Z3194958229;140:14001:1:Z3192724531;140:14001:4:Z4319880267;
NC1CC2CCC1C2,526,140:14000:7:Z3889281697;140:14000:8:Z3831737947;140:14000:9:Z4061075169;
FC1CC2CC2C1,117,140:14000:7:Z4179154017;140:14000:8:Z4172204606;140:14000:9:Z4179144479;
c1ncc2[nH]ccc2n1,63,140:14000:7:Z4342851440;140:14007:6:Z4343167783;140:14008:1:Z4227352281;
c1cc2c(cn1)CCN2,218,140:14000:7:Z4126890117;140:14001:5:Z1647964303;140:14001:8:Z1644283101;
O=c1[nH]cnc2c1COCC2,337,140:14000:7:Z4402166855;140:14001:1:Z4010481373;140:14001:1:Z2836252045;
CC1CC2CNCCN2C1=O,296,140:14000:7:Z4771454960;140:14000:9:Z3822331879;140:14002:5:Z3868156460;
CC1(C)CNc2cc(F)ccc21,127,140:14000:7:Z3053024261;140:14000:8:Z2477894554;140:14001:2:Z2476052621;
O=S1(=O)CCC2(CCCN2)C1,268,140:14000:7:Z3711506973;140:14000:9:Z3711503713;140:14001:0:Z3711510823;
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,70,140:14000:7:Z1680706080;140:14002:7:Z1021653882;140:14003:6:Z3342080131;
CC1CC2(CCCC2)CN1,346,140:14000:7:Z4909475632;140:14000:7:Z4909475633;140:14000:7:Z3441906710;
Cc1cnoc1C,128,140:14000:7:Z2873187457;140:14001:7:Z2873192656;140:14001:8:Z2295308817;
OC1CCCNc2ccc(F)cc21,96,140:14000:7:Z2958358507;140:14002:0:Z3566299104;140:14002:4:Z2906663694;
c1ncc2[nH]ncc2n1,115,140:14000:7:Z4647130429;140:14004:7:Z4435828384;140:14006:4:Z4435911513;
C1CC2CCNCC(C1)C2,77,140:14000:7:Z3595758733;140:14000:9:Z3510034405;140:14005:4:Z3593283992;
C1COC2(CCCC2)OC1,278,140:14000:7:Z4906808252;140:14001:7:Z4909672223;140:14001:9:Z4908974918;
CC1(C)CCC1=O,127,140:14000:7:Z3367164410;140:14000:9:Z3315809781;140:14001:8:Z4188501213;
O=C1CCC2(CCC2)C1,237,140:14000:7:Z4650258542;140:14000:9:Z3537366926;140:14001:2:Z3533652171;
CC1NCCc2ccsc21,123,140:14000:7:Z2841128655;140:14001:8:Z4395386526;140:14002:4:Z2873569203;
CC1(C)CC=NO1,476,140:14000:7:Z4465015431;140:14000:9:Z4264347607;140:14001:1:Z3713858677;
O=S1(=O)CCCNC1,198,140:14000:7:Z3381746606;140:14001:4:Z4265671613;140:14001:7:Z3700564604;
c1cc2c(nn1)CCN2,107,140:14000:7:Z4117850276;140:14002:3:Z3374350985;140:14003:6:Z4117847615;
Fc1cc(F)c2scnc2c1,69,140:14000:7:Z4025555184;140:14001:4:Z4026111117;140:14001:5:Z4370438223;
Oc1cccc2c1NCCC2,112,140:14000:7:Z1554291654;140:14000:8:Z2073525974;140:14001:6:Z1558496569;
c1ccc2c(c1)ccc1[nH]ccc12,92,140:14000:7:Z1544031793;140:14002:0:Z1159664648;140:14003:2:Z301297636;
CC1(C)CNCC2(CCCC2)O1,244,140:14000:7:Z3695443603;140:14001:0:Z2112823310;140:14001:5:Z1830976183;
CC1NCC2CCCCC21,78,140:14000:7:Z4402826268;140:14001:7:Z4466650870;140:14003:0:Z4466651998;
CC1NC(=O)NC(=O)C1C,10,140:14000:7:Z3211004965;140:14010:8:Z3210909899;140:14037:5:Z3211591119;
CC1CS(=O)(=O)CCN1,413,140:14000:7:Z1246846779;140:14000:7:Z3639042196;140:14000:7:Z1616451327;
c1cc2sccc2s1,510,140:14000:7:Z1445372774;140:14001:3:Z2215081925;140:14001:3:Z1771363992;
Cc1ccc2ccncc2c1,49,140:14000:7:Z2642633389;140:14000:9:Z2642633593;140:14001:0:Z2433347583;
Fc1cc2[nH]ccc2cc1Cl,123,140:14000:7:Z2722664688;140:14001:1:Z4022536636;140:14003:6:Z2705382778;
Cn1cnc2cnc(N)nc21,39,140:14000:7:Z4225734820;140:14001:3:Z4229192969;140:14001:8:Z4227569368;
O=S1CCCNc2ccccc21,130,140:14000:7:Z4147182304;140:14000:7:Z4147182285;140:14001:1:Z4147178629;
Cc1ccc2cccc(F)c2n1,266,140:14000:7:Z3607199771;140:14000:7:Z3867187496;140:14001:6:Z3588213410;
CC1(C)CCC2CCc3cccc1c32,73,140:14000:7:Z1603533876;140:14000:7:Z3187882126;140:14000:7:Z3441505091;
C1CC2(CN1)OCC1CC12,66,140:14000:7:Z3839061018;140:14002:6:Z3879857240;140:14004:4:Z3841744840;
Cc1ncc(Cl)cn1,234,140:14000:7:Z1264470184;140:14000:9:Z1581623103;140:14001:2:Z4424386680;
CC1(C)CS(=O)(=O)CCN1,32,140:14000:7:Z1863646498;140:14001:4:Z2069541531;140:14002:5:Z1732994102;
NC1CCCCNC1,46,140:14000:7:Z4055915539;140:14004:2:Z3699857818;140:14007:4:Z3699857302;
Oc1ccc2ccsc2n1,62,140:14000:7:Z4259856450;140:14002:6:Z4311703310;140:14002:7:Z4352496460;
FC1CNCC(F)C1,176,140:14000:7:Z4181056445;140:14001:7:Z4142553767;140:14002:2:Z4142472914;
Cc1cc(N)n(C)n1,219,140:14000:7:Z2032582506;140:14000:8:Z2033314776;140:14001:1:Z2457514624;
CC1CNCCC1(F)F,226,140:14000:7:Z4061839607;140:14000:8:Z2182874736;140:14001:3:Z2169775044;
CC1(C)CC(C)(C)O1,81,140:14000:7:Z4515850223;140:14002:3:Z4516035253;140:14003:1:Z4517923305;
c1cnc2c(c1)OCCNC2,252,140:14000:7:Z4275867425;140:14001:3:Z2791290186;140:14001:6:Z2791601704;
Cc1nn(C)c2c1NCCO2,166,140:14000:7:Z3049541474;140:14001:5:Z4775790470;140:14001:8:Z4216640802;
O=C1NCNC12CCCCC2,36,140:14000:7:Z1160825796;140:14000:9:Z1837798319;140:14003:4:Z1272846485;
CC12CC1C2,134,140:14000:7:Z2782744583;140:14001:3:Z4171420889;140:14001:8:Z2778988737;
CC1CSc2ccccc2C1,12,140:14000:7:Z1589770802;140:14005:0:Z2762787300;140:14013:3:Z3634797241;
NC1CNCC12CCS(=O)(=O)CC2,111,140:14000:7:Z3385330300;140:14001:3:Z3385328238;140:14004:2:Z4055489476;
Nc1ccn2nccc2c1,186,140:14000:7:Z3385241911;140:14001:0:Z5024682748;140:14001:9:Z3141772071;
Clc1ccc2ncncc2c1,46,140:14000:7:Z3830481426;140:14000:8:Z3829448007;140:14000:9:Z3830271790;
Clc1ccc2c(c1)NCCN2,32,140:14000:7:Z1737583580;140:14002:7:Z1737584379;140:14010:8:Z1737584641;
Cc1cc2cccnn2n1,149,140:14000:7:Z4581996051;140:14003:2:Z4349587005;140:14003:9:Z4348368521;
CC1(C)CCNCCN1,103,140:14000:7:Z2785384938;140:14000:9:Z4054752300;140:14001:0:Z2785384088;
Oc1nscc1Cl,60,140:14000:7:Z2669166999;140:14003:7:Z3362430252;140:14004:6:Z2027538199;
OC1CCCCc2ccccc21,108,140:14000:7:Z2644598054;140:14002:0:Z2590589275;140:14002:3:Z4124040886;
c1ccc2c(c1)CCC1CCC21,132,140:14000:7:Z2728451299;140:14002:2:Z2815821237;140:14002:6:Z2624298658;
c1nc2c([nH]1)CCC2,14,140:14000:7:Z2199289833;140:14001:3:Z2199284092;140:14002:3:Z2199295242;
Cc1ccc2sc(=O)n(C)c2c1,185,140:14000:7:Z3695191923;140:14000:9:Z4216481513;140:14001:2:Z2841897885;
Cc1sc2nccn2c1C,144,140:14000:7:Z3843300294;140:14000:8:Z3899306476;140:14004:5:Z3834807706;
CC1Cc2cn[nH]c2C(C)O1,264,140:14000:7:Z3546402427;140:14000:9:Z3554705376;140:14001:0:Z4230602227;
FC1(F)CCC12CNC2,152,140:14000:7:Z2170217099;140:14001:0:Z3843407875;140:14001:9:Z4164871483;
C1NCC2CC1CN2,518,140:14000:7:Z3521600571;140:14000:8:Z3521608598;140:14000:8:Z3639292730;
CC1C2CNCC12,114,140:14000:7:Z4329530161;140:14001:3:Z4314983097;140:14001:5:Z4329544676;
Cn1ncc2nccnc21,162,140:14000:7:Z4329295844;140:14001:0:Z4316726802;140:14002:6:Z4316740355;
CN1CCN(C)C2(CCNCC2)C1,288,140:14000:7:Z5047512274;140:14001:1:Z5059750755;140:14001:3:Z5060220003;
Nc1ccnc2ccnn12,72,140:14000:7:Z4482468766;140:14001:6:Z4485344967;140:14008:1:Z4490524439;
C1CC2(CCN1)CCO2,211,140:14000:7:Z4279630720;140:14000:7:Z4971924417;140:14000:9:Z4971914081;
CC1NC(C)c2ccccc21,96,140:14000:7:Z4961815370;140:14003:3:Z4118343101;140:14004:6:Z3911393981;
O=S1(=O)CCNCCCCN1,261,140:14000:7:Z4278294633;140:14001:8:Z3713497602;140:14001:8:Z3649970366;
CC1(C)CC(O)c2ccccc21,127,140:14000:7:Z4059302133;140:14001:0:Z2636563730;140:14001:2:Z2226386456;
Clc1ccc2c(c1)OCCCC2,166,140:14000:7:Z1589859020;140:14001:4:Z4290126627;140:14001:6:Z4268189968;
