fragment_smiles,occurences,example_ligands
CC1CCCn2ccnc21,1030,140:14000:1:Z4144092967;140:14000:2:Z3780532518;140:14000:2:Z4029031372;
CC1(C)Cc2ncsc2C(C)(C)O1,142,140:14000:1:Z3887399651;140:14000:3:Z3209251469;140:14001:8:Z3209252900;
OC1CC2CCC(C1)N2,892,140:14000:1:Z1532893655;140:14000:2:Z4489158248;140:14000:4:Z2973912056;
O=C1NCCNc2ccccc21,357,140:14000:1:Z1620686935;140:14000:2:Z5050574880;140:14000:3:Z5053773250;
Cc1nc2cccnc2c(=O)[nH]1,112,140:14000:1:Z4077053864;140:14000:6:Z4076559204;140:14001:0:Z4045618246;
Cc1cc2c(=O)[nH]cnc2s1,99,140:14000:1:Z1251375661;140:14003:0:Z666700266;140:14003:1:Z1642540633;
CC1NCCS(=O)C1C,131,140:14000:1:Z1233505775;140:14000:3:Z1234019132;140:14000:3:Z1882153459;
CC1OCCC1O,409,140:14000:1:Z3940943958;140:14000:2:Z1920123364;140:14000:6:Z1929553255;
Cc1cc(=O)n2c(n1)CCCC2,419,140:14000:1:Z4641735061;140:14000:2:Z4641736409;140:14000:5:Z4641734840;
CC1CCCOC1,2827,140:14000:1:Z4173041121;140:14000:1:Z4413098275;140:14000:1:Z4261788688;
CC12CCCC(CO1)C2,662,140:14000:1:Z4277453688;140:14000:2:Z3580541738;140:14000:3:Z3594915806;
O=C1NCCCc2sccc21,272,140:14000:1:Z4573247678;140:14000:2:Z3434133901;140:14000:4:Z4013204968;
CC1CN(C)CCN1C,451,140:14000:1:Z2219004324;140:14000:3:Z4172811095;140:14000:3:Z4129828089;
FC1(F)CCC2(CCOC2)CC1,300,140:14000:1:Z4638844988;140:14000:2:Z4638451757;140:14000:4:Z4636099946;
FC1(F)CCCC2CNCC21,221,140:14000:1:Z4975674537;140:14002:8:Z4978658015;140:14003:4:Z4978571499;
Clc1cncs1,706,140:14000:1:Z3536254480;140:14000:2:Z1715743000;140:14000:2:Z1959970123;
Cc1csc(C)c1C,217,140:14000:1:Z1830701472;140:14000:4:Z2493825419;140:14001:8:Z4273984666;
C1COCC2(C1)CNC2,588,140:14000:1:Z4960016729;140:14000:1:Z4591736123;140:14000:5:Z4962400531;
Cc1ccc(F)cc1F,1293,140:14000:1:Z3725238652;140:14000:1:Z3725238654;140:14000:1:Z3725238656;
Fc1ccnnc1,14,140:14000:1:Z4313053381;140:14004:3:Z4312971416;140:14005:1:Z4313328835;
Cc1cn2nccc(C)c2n1,478,140:14000:1:Z4272666634;140:14000:3:Z4477734777;140:14000:3:Z4018213423;
C1CC2(CCN1)COCCN2,233,140:14000:1:Z3701466545;140:14000:3:Z3639500343;140:14001:5:Z4056011240;
O=C1CCCc2ccsc21,26,140:14000:1:Z3091970142;140:14002:8:Z3091971259;140:14012:9:Z3091970171;
Cc1csc(C)n1,2644,140:14000:1:Z3091970142;140:14000:1:Z3725238678;140:14000:2:Z1580372345;
C1COC2CC2N1,615,140:14000:1:Z4000197810;140:14000:2:Z3832419125;140:14000:8:Z4026224945;
Clc1csc2ccccc12,475,140:14000:1:Z1184734979;140:14000:5:Z1470607252;140:14000:6:Z1483540164;
O=C1NC(=O)C2Cc3ccccc3C2N1,23,140:14000:1:Z3429371652;140:14004:4:Z3424791030;140:14008:8:Z3430897055;
Cc1ccc2c(C)nn(C)c2n1,870,140:14000:1:Z3830326155;140:14000:3:Z4304711678;140:14000:4:Z1843629552;
Fc1cccc2ccoc12,851,140:14000:1:Z3571386332;140:14000:1:Z3571386263;140:14000:1:Z4114495070;
FC1(F)CCNC1,2990,140:14000:1:Z4313962359;140:14000:1:Z4636241166;140:14000:2:Z2684883583;
c1ccc2c(c1)CNCC21CCC1,127,140:14000:1:Z2098621118;140:14000:3:Z2085931560;140:14001:1:Z3887810352;
CN1CCCC12CCCNC2,456,140:14000:1:Z3267164101;140:14000:5:Z3698879505;140:14000:7:Z3267008304;
C1CC2CCC(C1)S2,682,140:14000:1:Z2924706347;140:14000:1:Z3416328989;140:14000:2:Z4417408063;
O=S1(=O)CCCCN1,783,140:14000:1:Z4473690009;140:14000:2:Z3912096136;140:14000:2:Z3205602673;
C1CNCCC2(C1)CC2,164,140:14000:1:Z2722747816;140:14000:7:Z2812169355;140:14001:7:Z3136068884;
Fc1ccc2c(c1F)CCC2,256,140:14000:1:Z3576726650;140:14000:6:Z2496661532;140:14000:7:Z2495496440;
Cc1c[nH]c2c1CCCC2,139,140:14000:1:Z3667888116;140:14000:1:Z3669241091;140:14000:1:Z4214005812;
c1cnc2c(c1)NCCC2,692,140:14000:1:Z4147289781;140:14000:2:Z2721568753;140:14000:2:Z4911419292;
Clc1cccc2c1CCN2,124,140:14000:1:Z1400460544;140:14000:4:Z4112333038;140:14001:1:Z1402511965;
O=C1CCOCCN1,241,140:14000:1:Z4466225952;140:14000:4:Z4408580480;140:14000:7:Z4393993841;
CC1(C)CCC(=O)N1,1134,140:14000:1:Z4205094460;140:14000:1:Z4879078494;140:14000:3:Z3322779111;
c1ccc2c(c1)CCCNC2,1483,140:14000:1:Z4205094460;140:14000:1:Z1506258734;140:14000:2:Z4175448176;
Cc1cccc2c1CCCN2,481,140:14000:1:Z2358521087;140:14000:3:Z1926907039;140:14000:3:Z4128677456;
CC1(C)CCc2ccccc2N1,61,140:14000:1:Z2323950251;140:14000:3:Z4239237684;140:14001:3:Z4239216822;
c1ccc2c(c1)CCC21CNCCO1,227,140:14000:1:Z1505842263;140:14000:7:Z3192163464;140:14000:8:Z1506267565;
Oc1ccc(F)cc1,239,140:14000:1:Z4095441699;140:14001:1:Z3292462599;140:14001:2:Z3299940192;
Cc1cc(C)sn1,458,140:14000:1:Z2840211211;140:14000:4:Z2208590210;140:14000:8:Z2840223724;
c1cnc2sccc2c1,551,140:14000:1:Z4230250065;140:14000:1:Z3348380272;140:14000:2:Z2826721269;
Clc1cccc2nonc12,89,140:14000:1:Z2214078713;140:14001:7:Z2214085045;140:14002:8:Z2214068863;
CC1(C)CNCCS1(=O)=O,588,140:14000:1:Z2190991553;140:14000:2:Z4581095218;140:14000:4:Z4562151414;
C1CC2(CN1)COCCO2,433,140:14000:1:Z3088756762;140:14000:4:Z2994824446;140:14000:5:Z2989192953;
C1CC2OCCC2CN1,308,140:14000:1:Z3098410132;140:14000:2:Z2449311849;140:14000:2:Z2642131794;
Fc1cc(Cl)c2[nH]ccc2c1,54,140:14000:1:Z5058873586;140:14001:4:Z5058874241;140:14002:1:Z5058912152;
Clc1ccc2c(c1)CCCO2,587,140:14000:1:Z1675739603;140:14000:4:Z4192533735;140:14000:4:Z4193000012;
FC1(F)C2CCCC21,2166,140:14000:1:Z3475268773;140:14000:3:Z4273598213;140:14000:4:Z2945697853;
Cc1ccc2occc2n1,237,140:14000:1:Z1445171314;140:14001:1:Z3907111184;140:14001:3:Z1136009683;
CC1(C)CC(N)CCN1,75,140:14000:1:Z4635417113;140:14001:7:Z4643298406;140:14002:2:Z4643295731;
Nc1ccc2c(n1)CCCC2,131,140:14000:1:Z4128048260;140:14001:1:Z4127779007;140:14001:2:Z4125646100;
Clc1ccc2c(c1)CCC2,1005,140:14000:1:Z2722739158;140:14000:2:Z1652300631;140:14000:2:Z2844548750;
O=C1CNCN1,2391,140:14000:1:Z2909736555;140:14000:1:Z2640931711;140:14000:1:Z2637765909;
CC1Oc2ccccc2C1C,543,140:14000:1:Z3684810029;140:14000:4:Z3613958864;140:14000:6:Z3684424634;
CC1CCCC(C)C1,769,140:14000:1:Z1190657244;140:14000:6:Z2698218258;140:14000:6:Z2307985209;
O=C1NCCC12CCNC2,311,140:14000:1:Z4026770413;140:14000:2:Z4026768342;140:14000:4:Z5048411635;
Fc1ccc2c(c1)OCCC2,795,140:14000:1:Z2226565160;140:14000:1:Z3289524739;140:14000:2:Z2622625873;
NC12CCCC(CC1)C2,138,140:14000:1:Z4923639461;140:14000:4:Z4923525248;140:14002:2:Z4923603823;
c1nc2n(n1)CCNC2,300,140:14000:1:Z1721038346;140:14000:2:Z2126016891;140:14000:9:Z4998915523;
Nc1nnco1,411,140:14000:1:Z1752279740;140:14000:2:Z3505945709;140:14000:5:Z2836780447;
C1C2CC3CC1CC(C2)C3,394,140:14000:1:Z1602859335;140:14000:4:Z4096371754;140:14000:9:Z2350120984;
c1ccc2nc3c(cc2c1)CNCC3,42,140:14000:1:Z2020186880;140:14000:1:Z2020231187;140:14000:1:Z4054091473;
Cc1cc(=O)n2ncnc2[nH]1,228,140:14000:1:Z2095356543;140:14001:2:Z1319675349;140:14001:2:Z1746528506;
CN1CC(=O)Nc2cccnc21,256,140:14000:1:Z2708860050;140:14000:2:Z4399398361;140:14000:3:Z2709494835;
O=C1NCCC2CNCCN12,242,140:14000:1:Z2708860050;140:14000:4:Z1831566324;140:14000:8:Z1547512676;
O=S1(=O)CC2CC1C2,66,140:14000:1:Z4459333157;140:14000:2:Z4140301116;140:14004:3:Z4318502910;
CC1(C)OC2CNCC2O1,277,140:14000:1:Z4612180621;140:14000:5:Z4964292335;140:14000:6:Z4621414258;
Clc1ccnc2cnccc12,75,140:14000:1:Z4326173626;140:14001:0:Z4995286351;140:14001:7:Z4324903406;
CN1CC23CCCCC2(CNC3)C1,158,140:14000:1:Z3175563730;140:14001:7:Z3619028096;140:14001:8:Z3316588016;
O=C1CCCCCCN1,397,140:14000:1:Z2160329390;140:14000:1:Z1670066208;140:14000:4:Z1929194056;
c1cnc2ncccc2c1,1212,140:14000:1:Z2160329390;140:14000:3:Z2027301895;140:14000:4:Z4231486943;
Clc1cccc2ccoc12,217,140:14000:1:Z1373735634;140:14001:5:Z1375371832;140:14002:2:Z3205310169;
CC1CCc2ccccc2N1,1336,140:14000:1:Z4436760326;140:14000:2:Z2371265117;140:14000:4:Z4380498959;
O=c1[nH]cnc2ncccc12,104,140:14000:1:Z4198552677;140:14000:1:Z1456305732;140:14002:8:Z360389176;
Cc1cc(C)nc(N)c1,64,140:14000:1:Z3599664772;140:14001:0:Z3599685457;140:14002:7:Z4304824455;
CC1(C)CCc2oncc2C1,659,140:14000:1:Z2804548526;140:14000:7:Z3559472398;140:14001:2:Z2804544611;
Oc1cccc2sccc12,170,140:14000:1:Z4187665651;140:14000:1:Z4212666995;140:14000:1:Z4212384085;
C1CC2CC(C2)O1,1085,140:14000:1:Z4536437592;140:14000:2:Z4035002063;140:14000:3:Z5025881663;
NC1CCOCC1,1358,140:14000:1:Z5060199875;140:14000:1:Z2488905593;140:14000:2:Z3104705368;
CC1(F)CCCNC1,151,140:14000:1:Z2282546370;140:14000:2:Z2282546713;140:14000:2:Z2282552167;
CC1CNc2ccccc2N(C)C1,201,140:14000:1:Z4125167427;140:14000:2:Z4125167048;140:14000:3:Z4125165813;
Cc1nc2[nH]ccc(=O)n2n1,68,140:14000:1:Z4049842124;140:14000:5:Z4471857582;140:14002:5:Z4184166580;
c1c2c(cc3c1CCNC3)CCCC2,64,140:14000:1:Z3601580997;140:14000:6:Z3601581448;140:14003:1:Z3321600993;
CC1C(=O)CC2CCC1N2,208,140:14000:1:Z2807593834;140:14000:6:Z2811434445;140:14000:7:Z2783325716;
Cc1nc2cccnc2[nH]1,636,140:14000:1:Z3057894241;140:14000:2:Z1976537600;140:14000:8:Z3878215623;
CC12CCC1(C)CNC2,122,140:14000:1:Z4114052996;140:14002:7:Z4112540337;140:14004:2:Z4117146354;
c1cn2ccnc2cn1,884,140:14000:1:Z4641963316;140:14000:4:Z4456270649;140:14000:4:Z4991713524;
Fc1ccc2nc[nH]c2c1,488,140:14000:1:Z2968726077;140:14000:5:Z1902954759;140:14000:6:Z3893035560;
OC1CNCC12CC2,194,140:14000:1:Z2060021546;140:14000:3:Z3437956702;140:14000:8:Z1748051790;
Clc1cn2ccnc2cn1,79,140:14000:1:Z4362645076;140:14001:4:Z4266784231;140:14002:3:Z4266766690;
Cc1cccc2c1CCCO2,256,140:14000:1:Z2717712198;140:14001:0:Z2717705186;140:14001:3:Z4304272639;
CN1CCCCC12CC2,320,140:14000:1:Z3788669833;140:14000:1:Z3788663649;140:14000:6:Z3788676410;
Nc1nc2ccccc2[nH]1,213,140:14000:1:Z4306815955;140:14000:3:Z4309168930;140:14000:6:Z4307249298;
O=S1(=O)NCCCC12CC2,418,140:14000:1:Z3357737814;140:14000:4:Z3357745027;140:14000:8:Z3194939960;
O=S1(=O)CCCC2(CCN2)C1,321,140:14000:1:Z3628720827;140:14000:2:Z3628729037;140:14000:3:Z3628719954;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,212,140:14000:1:Z2484490496;140:14000:2:Z3368432006;140:14001:2:Z4170944874;
c1ncc2c(n1)CNC2,716,140:14000:1:Z4471476749;140:14000:3:Z4422523972;140:14000:4:Z5001562851;
C1CCC2(C1)CCOC2,921,140:14000:1:Z3836158941;140:14000:2:Z4640401648;140:14000:2:Z4638737884;
Cc1cnon1,760,140:14000:1:Z2481193375;140:14000:2:Z2480417133;140:14000:3:Z1310315061;
C1COCCOC1,861,140:14000:1:Z4349473834;140:14000:2:Z4413409930;140:14000:2:Z4485583203;
CN=S1(=O)CCC2(CC1)CNCCO2,313,140:14000:1:Z3416328989;140:14000:8:Z3416611789;140:14001:0:Z3415613897;
N=S1(=O)CCC2(CCCN2)CC1,142,140:14000:1:Z4055708941;140:14002:1:Z3414899743;140:14002:3:Z3414901316;
O=C1CCCCc2ncsc21,75,140:14000:1:Z3598369752;140:14000:8:Z3598358439;140:14006:2:Z3862758224;
CC1CCCc2ccnn21,586,140:14000:1:Z4008552982;140:14000:1:Z3840431836;140:14000:2:Z3858892809;
Clc1cccc2c1OCCCC2,206,140:14000:1:Z3684795153;140:14000:2:Z2774218989;140:14000:2:Z2435391034;
Cc1cn[nH]c(=O)c1,259,140:14000:1:Z2790295134;140:14000:7:Z4462652871;140:14000:7:Z4642031419;
C1CC2CCCC(C1)NC2,87,140:14000:1:Z4467736024;140:14000:9:Z4523851419;140:14001:9:Z4467740806;
O=C1COC2(CCNCC2)N1,732,140:14000:1:Z3041577650;140:14000:1:Z3040565657;140:14000:2:Z3040733545;
c1cc2c(s1)CCCCC2,248,140:14000:1:Z3041577650;140:14000:4:Z2008371284;140:14000:6:Z1148494389;
CN1CCNCC1(C)C,754,140:14000:1:Z4117589763;140:14000:2:Z2854183709;140:14000:4:Z4152431736;
O=c1cccc2n1CC1CNCC2C1,221,140:14000:1:Z4117589763;140:14000:5:Z2290658860;140:14000:6:Z3194948059;
C1CNC2CCC2C1,743,140:14000:1:Z3046042920;140:14000:2:Z3996566518;140:14000:6:Z3314425262;
CC1CCOC12CC2(F)F,218,140:14000:1:Z3406040970;140:14001:5:Z3612928143;140:14002:1:Z3621571157;
Cc1nccc(Cl)n1,82,140:14000:1:Z1272211803;140:14000:4:Z1666045384;140:14000:7:Z2143812087;
CC1Nc2cccnc2NC1=O,118,140:14000:1:Z4733854336;140:14000:2:Z4126874799;140:14001:5:Z4126871385;
O=c1cc2c(n[nH]1)-c1ccc(F)cc1C2,5,140:14000:1:Z4645323383;140:14000:9:Z3634020785;140:14020:6:Z3634019803;
C1=NOC2COCC12,844,140:14000:1:Z4351039686;140:14000:2:Z3820066014;140:14000:5:Z4210056124;
C1COC2(CCN1)CCOCC2,404,140:14000:1:Z3194558267;140:14000:5:Z4342970129;140:14000:9:Z1712499175;
c1ccc2c(c1)OCCS2,963,140:14000:1:Z2488905593;140:14000:1:Z2434979087;140:14000:5:Z2454166225;
OC1CNCCC1F,199,140:14000:1:Z3517103223;140:14000:7:Z3207805731;140:14001:9:Z3175450958;
OC1NCCCC1F,67,140:14000:1:Z4271734934;140:14000:2:Z4271719789;140:14006:5:Z4503907302;
C1NCC12CNC2,615,140:14000:1:Z4078745950;140:14000:5:Z2883595411;140:14000:7:Z3584308652;
O=C1NCC2CNCCC12,305,140:14000:1:Z3006710130;140:14000:3:Z4129923937;140:14001:7:Z3007482456;
C1OC2C3COC2C1N3,25,140:14000:1:Z3194006851;140:14001:3:Z2958025756;140:14004:9:Z2073330738;
c1ccc2c(c1)NCC1(CCOCC1)O2,101,140:14000:1:Z4132780033;140:14001:8:Z3321852134;140:14002:0:Z4365080194;
CC1(C)CC(C)(C)CC2(CCN2)C1,38,140:14000:1:Z4248671329;140:14001:2:Z4414610628;140:14007:5:Z4248671484;
Clc1ccc2ncsc2c1,107,140:14000:1:Z1931617188;140:14001:1:Z3009989171;140:14001:5:Z4395077101;
Cc1cc(C)c2c(c1)CCCO2,503,140:14000:1:Z4294705003;140:14000:1:Z5039218988;140:14000:1:Z4294705002;
FC1CCOC1,1426,140:14000:1:Z3669607977;140:14000:3:Z3841703779;140:14000:6:Z4705362662;
Cc1ccc2cc(Cl)ccc2n1,287,140:14000:1:Z1225201587;140:14000:2:Z2438153535;140:14000:3:Z2228857611;
Cc1nc2ccc(F)cc2nc1C,219,140:14000:1:Z4322882328;140:14001:0:Z3648599576;140:14002:1:Z3058151163;
c1cnc2nccn2c1,2048,140:14000:1:Z3585635071;140:14000:1:Z3052529131;140:14000:1:Z4275210236;
CN1C(=O)CNCc2ccccc21,263,140:14000:1:Z3949070415;140:14000:1:Z2691397291;140:14000:5:Z3095793098;
CN1CC2CCNC2C1,227,140:14000:1:Z3345394328;140:14000:6:Z4152395398;140:14001:3:Z3609565996;
Oc1ccc2c(n1)CCCC2,199,140:14000:1:Z2789864849;140:14000:5:Z2803929743;140:14000:9:Z3570130997;
O=S1(=O)CC2CCN1C2,162,140:14000:1:Z4197158598;140:14000:8:Z4022383417;140:14001:7:Z4013193162;
c1onc2c1CNCC2,285,140:14000:1:Z2691808932;140:14000:4:Z2691601864;140:14000:5:Z2691802758;
Cc1cccc2c1C(=O)NCCN2,250,140:14000:1:Z4191073519;140:14000:4:Z1628145902;140:14001:7:Z1783775100;
Cn1nccc1F,353,140:14000:1:Z4113934962;140:14000:4:Z3573346541;140:14001:8:Z4200920109;
CC1CC2(CNC2)CO1,180,140:14000:1:Z4072993071;140:14001:0:Z3840182618;140:14001:3:Z3843207894;
Cc1cc(C)[nH]c(=O)n1,607,140:14000:1:Z4023980376;140:14000:2:Z3627793959;140:14000:7:Z4286194562;
O=C1CCC2(CCCNC2)CN1,359,140:14000:1:Z4023980376;140:14000:6:Z4026690465;140:14000:8:Z4351046198;
CC1CNc2ccccc2C(=O)N1,244,140:14000:1:Z2177124228;140:14000:3:Z4217836242;140:14000:9:Z1614410308;
O=S1CCNCC1,1543,140:14000:1:Z3051438664;140:14000:3:Z2102588097;140:14000:4:Z4768799549;
CC1(N)CCNCC1,123,140:14000:1:Z2440980845;140:14001:5:Z2440976189;140:14001:5:Z2362880353;
Fc1ccc2ocnc2c1,466,140:14000:1:Z2793965098;140:14000:1:Z1400428953;140:14000:1:Z1400631897;
C1CCC2(CCOCC2)NC1,453,140:14000:1:Z4249230267;140:14000:7:Z4276566095;140:14001:3:Z4406056665;
c1ccc2sncc2c1,1512,140:14000:1:Z3310519740;140:14000:1:Z3624583250;140:14000:2:Z3289091615;
Cc1ccc2cc[nH]c2c1,1467,140:14000:1:Z1352900924;140:14000:3:Z2755689961;140:14000:6:Z3715060607;
O=S1(=O)CCCNc2ccccc21,110,140:14000:1:Z4132278053;140:14000:5:Z4132280123;140:14001:1:Z4132282554;
c1occ2c1CCCC2,177,140:14000:1:Z2635177837;140:14000:3:Z2627863014;140:14000:4:Z2621768146;
c1cnc2occc2c1,205,140:14000:1:Z4081675031;140:14000:2:Z3352923682;140:14001:0:Z3299835061;
Oc1ccnc2c1CNCC2,295,140:14000:1:Z4249673752;140:14000:3:Z4249628397;140:14000:3:Z4088280055;
c1cnc2c(n1)CCNC2,348,140:14000:1:Z2780424553;140:14000:2:Z3137659906;140:14000:3:Z4125165813;
O=C1NCCn2cnnc21,296,140:14000:1:Z4124322788;140:14000:4:Z3204490495;140:14001:3:Z3204488161;
Clc1ccc2ccccc2c1,588,140:14000:1:Z3403357980;140:14000:1:Z2632343640;140:14000:2:Z3344419916;
CC1CCN1,1536,140:14000:1:Z4042306441;140:14000:2:Z4255134942;140:14000:4:Z3712888429;
C1CC2(C1)OCCO2,532,140:14000:1:Z2962098729;140:14000:4:Z2928808192;140:14001:0:Z2845115415;
O=C1NCCNC12CC2,102,140:14000:1:Z4041914352;140:14000:6:Z4041926376;140:14001:1:Z4333378065;
Cc1cc2c(cc1C)OCC2,542,140:14000:1:Z1987751150;140:14000:6:Z1718140855;140:14000:7:Z1904851822;
OC1CCC12CCOCC2,369,140:14000:1:Z2963730516;140:14000:3:Z2963731472;140:14000:7:Z2963725200;
CC1CNC(C)(C)CN1,151,140:14000:1:Z3515679472;140:14000:9:Z3795403966;140:14003:4:Z4088296725;
C1CCC2(CC1)CCNC2,1352,140:14000:1:Z3626759625;140:14000:4:Z3383174204;140:14000:4:Z3626755711;
Clc1cnn2c1NCCC2,57,140:14000:1:Z3294647247;140:14001:7:Z3086531245;140:14002:7:Z4400681905;
c1ccc2nonc2c1,1133,140:14000:1:Z3058731818;140:14000:3:Z2311703143;140:14000:6:Z3402807779;
CC1(C)CC2CCC1C2,128,140:14000:1:Z5048314434;140:14000:7:Z4490414604;140:14000:9:Z3055885107;
Cc1c[nH]nn1,657,140:14000:1:Z2303518074;140:14000:2:Z2282200207;140:14000:2:Z2285754308;
Cc1nc2c([nH]1)CNCC2,167,140:14000:1:Z4226471781;140:14001:2:Z4226478079;140:14001:5:Z4226508632;
Cn1ccc(=O)[nH]1,264,140:14000:1:Z3638448741;140:14000:6:Z4101561031;140:14001:2:Z3339829147;
C1COCC2(CCOCC2)CN1,452,140:14000:1:Z2261464306;140:14000:1:Z2482541548;140:14000:2:Z3544050351;
C1CCC2(C1)CC1CCOC12,172,140:14000:1:Z1515855571;140:14000:2:Z3845026294;140:14000:6:Z1514438466;
c1cc2c(cn1)OCO2,343,140:14000:1:Z2299073338;140:14000:4:Z2454061560;140:14000:5:Z1696294687;
CC1Cc2ccccc2C(C)N1,132,140:14000:1:Z2635929551;140:14002:0:Z1639760451;140:14002:4:Z3640845152;
Cc1cn2c(n1)CCC(C)C2,215,140:14000:1:Z4906118790;140:14000:7:Z4935226898;140:14000:8:Z4906642738;
NC1CCCc2ccccc21,595,140:14000:1:Z3142869304;140:14000:2:Z3381155412;140:14000:4:Z3498138287;
O=C1CCNC2CCCCCN12,163,140:14000:1:Z3895695206;140:14000:3:Z3584840235;140:14002:6:Z3394184250;
CC1(C)CCC(O)C1,119,140:14000:1:Z4929544025;140:14000:4:Z4949395128;140:14003:2:Z4935227735;
FC1(F)CCC2(CC1)CNC2,208,140:14000:1:Z3610863933;140:14001:0:Z3610861999;140:14001:2:Z4150509478;
Cc1ccc2c(c1)COCC2,244,140:14000:1:Z5006022545;140:14000:1:Z5006020195;140:14000:2:Z5007455490;
Cc1cc2[nH]ccc2o1,97,140:14000:1:Z5007097737;140:14000:8:Z3575265049;140:14000:9:Z3899134043;
Cc1ccc2c(n1)OCCN2,212,140:14000:1:Z1885149034;140:14001:0:Z1885153272;140:14001:6:Z1590875274;
Fc1cc2cc[nH]c2cc1F,404,140:14000:1:Z3589055692;140:14000:4:Z2872605298;140:14000:5:Z4019034766;
C1CNCC2CC2C1,194,140:14000:1:Z4315463809;140:14000:6:Z4285280898;140:14000:7:Z3347090806;
C1CCC2(CC1)CCCCN2,542,140:14000:1:Z2863582536;140:14000:2:Z4370402368;140:14000:3:Z4002154724;
CC1(C)CNCc2c(F)cccc21,115,140:14000:1:Z4156998216;140:14000:3:Z4156997181;140:14001:3:Z4416299544;
Cn1c(=O)ccc2ccccc21,1198,140:14000:1:Z3355653101;140:14000:2:Z2202206310;140:14000:3:Z2869694291;
C1CC2(CN1)CNC2,739,140:14000:1:Z4069111399;140:14000:3:Z2965159731;140:14000:3:Z4309168930;
CC1CNCC2(CCCOC2)O1,411,140:14000:1:Z1969921342;140:14000:2:Z3470360082;140:14000:4:Z1961859805;
C1NCC2CC1C2,573,140:14000:1:Z3624286067;140:14000:1:Z4503675733;140:14000:4:Z5046884857;
C1CNOC1,1311,140:14000:1:Z4128399135;140:14000:2:Z3300147803;140:14000:3:Z1659920225;
c1ccc2c(c1)Cn1nncc1CN2,112,140:14000:1:Z4128399135;140:14000:6:Z2193858616;140:14001:1:Z4128388178;
c1cnc2c(c1)OCCO2,1381,140:14000:1:Z4909688440;140:14000:2:Z4906830326;140:14000:3:Z4906832501;
CN1CCOCC12CNCOC2,184,140:14000:1:Z3611157059;140:14000:4:Z3611150729;140:14000:5:Z3621379933;
c1cn2cnnc2cn1,1107,140:14000:1:Z1466257031;140:14000:2:Z2773363470;140:14000:2:Z3611190505;
CC1CCNCC1(C)O,401,140:14000:1:Z4403377336;140:14000:1:Z4590162421;140:14001:8:Z4772581976;
C1COCC2(C1)CCCO2,499,140:14000:1:Z4620903405;140:14000:4:Z3511238343;140:14000:4:Z4488047296;
CC12CCC(CN1)C2,234,140:14000:1:Z4146867942;140:14000:9:Z5059497611;140:14001:0:Z5060063153;
C1CCN2CC3CNCC(C3)C2C1,163,140:14000:1:Z4834620792;140:14000:2:Z4871993804;140:14000:3:Z4834649830;
O=C1CCOc2ccc(Cl)cc21,281,140:14000:1:Z4096868032;140:14000:4:Z5055068512;140:14000:4:Z1784215230;
c1ccc2c(c1)CC1CNCCCN21,196,140:14000:1:Z2181320675;140:14000:5:Z3580541400;140:14001:2:Z3696410027;
Cc1cccc(N)n1,21,140:14000:1:Z3591735962;140:14010:5:Z3368771771;140:14015:7:Z3368771108;
O=C1C2CCCC1CCC2,348,140:14000:1:Z1382495569;140:14000:2:Z1463168726;140:14000:3:Z3369508509;
O=C1CCc2sccc21,167,140:14000:1:Z5000899186;140:14001:3:Z5000854546;140:14001:3:Z5000858348;
O=C1NC2CC(N1)c1c(F)cccc1O2,9,140:14000:1:Z4212729681;140:14004:8:Z4212888725;140:14017:5:Z3630521476;
O=c1[nH]ncc2c1CCNC2,479,140:14000:1:Z4137077047;140:14000:3:Z3655885926;140:14000:4:Z3713334448;
Cc1cccc(O)n1,502,140:14000:1:Z1687137511;140:14000:1:Z2055073702;140:14001:0:Z1694206131;
CC1(C)NCc2cn[nH]c21,194,140:14000:1:Z4206348299;140:14000:6:Z5060289061;140:14000:6:Z5060293161;
Nc1ncc2[nH]cnc2n1,61,140:14000:1:Z1675252866;140:14001:9:Z2179232000;140:14005:7:Z2479345341;
Clc1cc(Cl)c2cc[nH]c2c1,153,140:14000:1:Z4069264987;140:14000:7:Z1840805516;140:14001:8:Z1840860749;
CC1(C)CC1(F)F,510,140:14000:1:Z3295417194;140:14000:3:Z2646859038;140:14000:3:Z3822633668;
FC1(F)CCCC2CC21,289,140:14000:1:Z3818783673;140:14000:4:Z3836526652;140:14000:7:Z3822805725;
CN1C(=O)C(C)(C)c2ccccc21,504,140:14000:1:Z2912948393;140:14000:7:Z2623027143;140:14000:8:Z3510779494;
O=S1(=O)CCC12CCOCC2,337,140:14000:1:Z4277567163;140:14000:1:Z3611377895;140:14000:7:Z3611374193;
O=C1NCCc2ccncc21,422,140:14000:1:Z4264818489;140:14000:4:Z3715148330;140:14000:5:Z4264836757;
Oc1cccc2ccccc12,907,140:14000:1:Z4963532672;140:14000:1:Z4963494970;140:14000:4:Z4096442912;
c1cn2c(n1)CCCN2,331,140:14000:1:Z4220318933;140:14000:2:Z4270558310;140:14000:8:Z4220311196;
Cc1cnccc1Cl,185,140:14000:1:Z4231605349;140:14000:2:Z3834728917;140:14000:6:Z4151217348;
Clc1ccn2cc(Cl)nc2c1,177,140:14000:1:Z3708203890;140:14000:2:Z2619297624;140:14000:6:Z2903593183;
Cc1nc2ccccc2n1C,913,140:14000:1:Z1959906668;140:14000:3:Z1329912064;140:14000:3:Z3385058578;
