fragment_smiles,occurences,example_ligands
CC1CCn2ncnc2N1,329,199:19900:0:Z4335517979;199:19900:2:Z4303388069;199:19901:0:Z4305886425;
c1cc2c(nn1)CCNC2,525,199:19900:0:Z3775756568;199:19900:3:Z2616708792;199:19900:3:Z4227196874;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,645,199:19900:0:Z2225530822;199:19900:1:Z4170620875;199:19900:5:Z1827582861;
Cc1nn2c(=O)ccnc2s1,264,199:19900:0:Z5007609242;199:19900:2:Z4031430004;199:19900:7:Z1534978907;
O=c1ccnc2sccn12,1078,199:19900:0:Z3054367839;199:19900:6:Z2287566627;199:19900:7:Z1492954024;
Fc1ccc2c(c1)CCC2,1599,199:19900:0:Z2633369110;199:19900:1:Z1558446573;199:19900:1:Z3174777245;
O=S1(=O)CCOc2ccccc21,624,199:19900:0:Z2457068522;199:19900:2:Z3357406695;199:19900:2:Z2928666815;
C1CCN2CC3CNCC(C3)C2C1,132,199:19900:0:Z4866660006;199:19901:1:Z4834703369;199:19903:6:Z4834673484;
Cc1ccc2c(c1)CCC2,450,199:19900:0:Z809534460;199:19900:0:Z1236400484;199:19900:2:Z1124055140;
OC12CCNCC1C2,183,199:19900:0:Z2645920716;199:19900:3:Z3605643438;199:19900:6:Z2623377020;
CN1CC2CCCC(CC1=O)N2,327,199:19900:0:Z3657365459;199:19901:3:Z3603641277;199:19901:4:Z3552383515;
c1cc2c(o1)CSC2,120,199:19900:0:Z3298602590;199:19902:3:Z3296779354;199:19902:7:Z4378349760;
c1nc2c(s1)CNCC2,1619,199:19900:0:Z2493948604;199:19900:1:Z1986072111;199:19900:2:Z1781638061;
CN1CCCCCC1=O,695,199:19900:0:Z4232628783;199:19900:7:Z4487512605;199:19900:7:Z5035076518;
O=S1(=O)CCC2(CCNCCO2)CC1,243,199:19900:0:Z3648037805;199:19900:2:Z4295406406;199:19900:6:Z4482441394;
Cc1cc(C)ncn1,5916,199:19900:0:Z3293093379;199:19900:0:Z1315958661;199:19900:0:Z2407425109;
C1CCC2CC2C1,1514,199:19900:0:Z2434421244;199:19900:0:Z2307678696;199:19900:0:Z3092017729;
Cc1cccc2ncncc12,76,199:19900:0:Z1340713987;199:19900:1:Z2684436608;199:19901:4:Z1883560430;
Cc1nc2ccccc2c(=O)[nH]1,834,199:19900:0:Z2883059782;199:19900:0:Z2439827442;199:19900:1:Z2691668156;
O=C1CC2CCCC(C1)C2,274,199:19900:0:Z4021231945;199:19900:9:Z4022970947;199:19900:9:Z4124556626;
Cc1ccsn1,1280,199:19900:0:Z396500284;199:19900:1:Z4092876620;199:19900:1:Z1578527284;
Cn1ncc2c1CCCN2,1076,199:19900:0:Z4317033898;199:19900:1:Z4262815665;199:19900:2:Z4325018151;
CN1CCC(=O)Nc2ccccc21,401,199:19900:0:Z2178418215;199:19900:4:Z3057781031;199:19900:5:Z4772965257;
Oc1ccc2c(c1)CNCCO2,291,199:19900:0:Z2647760550;199:19900:4:Z3290773921;199:19900:5:Z3095368687;
CN1CC2CNCC2C1,402,199:19900:0:Z2043014975;199:19900:2:Z2114598361;199:19900:7:Z1900124661;
C1CC2CCC1CN2,2017,199:19900:0:Z2815105931;199:19900:0:Z4171014615;199:19900:1:Z4174155935;
Cc1nc2ccccc2[nH]1,3507,199:19900:0:Z2201927935;199:19900:1:Z1725466867;199:19900:1:Z4537561033;
CC1CNCCS1,369,199:19900:0:Z1120898541;199:19900:0:Z3158793043;199:19900:0:Z3158790976;
Cc1n[nH]c2sccc12,612,199:19900:0:Z1439138080;199:19900:3:Z3140858586;199:19900:4:Z1646837603;
Nc1cnc[nH]1,272,199:19900:0:Z2498996928;199:19900:2:Z4118621068;199:19900:3:Z2027241505;
Cc1cc(=O)cc[nH]1,1362,199:19900:0:Z2177708335;199:19900:1:Z2478528890;199:19900:1:Z3057510628;
CC1(C)CCNc2ccccc21,185,199:19900:0:Z2177708335;199:19901:5:Z3819878509;199:19902:5:Z4668739144;
O=C1COc2ccc(Cl)cc2N1,1217,199:19900:0:Z1119060318;199:19900:1:Z2951777249;199:19900:1:Z2114271111;
O=C1CCCCCCN1,355,199:19900:0:Z3583685702;199:19900:8:Z1482002771;199:19901:1:Z911684802;
c1cnc2c(c1)CNCC2,1555,199:19900:0:Z3583685702;199:19900:0:Z3587125446;199:19900:0:Z3542615479;
C1CNCC2CCCN2C1,290,199:19900:0:Z1543407955;199:19900:4:Z956512806;199:19900:5:Z955886128;
C1CC2(C1)CNCCOC2,299,199:19900:0:Z1675804098;199:19900:1:Z2286809269;199:19900:2:Z2789927595;
Nc1cncnc1Cl,41,199:19900:0:Z3343774784;199:19902:2:Z4263850188;199:19906:9:Z3354741327;
CC1(C)CNCC(C)(C)N1,120,199:19900:0:Z4507350281;199:19900:0:Z4148931838;199:19902:6:Z2227022918;
Cc1cccc(C)c1O,673,199:19900:0:Z1950599743;199:19900:0:Z3837638964;199:19900:1:Z1728003734;
Cc1ccn2ncnc2n1,1601,199:19900:0:Z2001120675;199:19900:0:Z291789042;199:19900:1:Z3357739021;
OC1CNCC(F)(F)C1,265,199:19900:0:Z2710811415;199:19900:1:Z1819491610;199:19900:5:Z1815746816;
O=C1NCCNC12CCC2,75,199:19900:0:Z3057106710;199:19900:3:Z3090160202;199:19902:1:Z3057100891;
CC1CNCCCN1,347,199:19900:0:Z1252771732;199:19900:0:Z2625854363;199:19900:2:Z1557191345;
CC1=CCn2ncnc2N1C,89,199:19900:0:Z4343682346;199:19901:1:Z4390287558;199:19901:5:Z1715268610;
FC1(F)CCCC2CNCC21,173,199:19900:0:Z4978991786;199:19900:0:Z4978544881;199:19900:8:Z4970875700;
C1CCC2(CCSCC2)OC1,455,199:19900:0:Z3352240088;199:19900:3:Z3408332377;199:19901:5:Z3193458383;
CC12CNCC1CSC2,159,199:19900:0:Z2969584567;199:19900:4:Z4083227935;199:19902:2:Z2973462633;
CC1CNCC2(CCOC2)O1,417,199:19900:0:Z1951643330;199:19900:1:Z1954675684;199:19900:3:Z1954671765;
CC1OC2CC1C2,368,199:19900:0:Z3381177008;199:19900:2:Z3651706932;199:19900:4:Z4315843707;
Cn1ccn(C)c1=O,205,199:19900:0:Z4081049419;199:19900:8:Z3708221170;199:19900:9:Z2892144858;
Cc1cccc2c1CCCN2,410,199:19900:0:Z2067479065;199:19900:1:Z4111451060;199:19900:1:Z2069707988;
CC1CNCCC1N,112,199:19900:0:Z2447088171;199:19900:4:Z2356184398;199:19900:6:Z2446909406;
Oc1ccnc2c1CNCC2,278,199:19900:0:Z3620259570;199:19900:2:Z4248499467;199:19901:0:Z4777291122;
CC1CNC(C)CN1,673,199:19900:0:Z1553982067;199:19900:2:Z1493575239;199:19900:2:Z2927208716;
Cc1cc(C)n2ccncc12,166,199:19900:0:Z4325427568;199:19900:1:Z4316417329;199:19900:8:Z4319797639;
CN1CCNC2(CCOCC2)CC1,395,199:19900:0:Z4325427568;199:19900:0:Z3043677187;199:19900:0:Z4455788987;
C1CCN2CCCC2C1,2048,199:19900:0:Z807487292;199:19900:0:Z4621548176;199:19900:1:Z4311949604;
O=C1C2CCCC1CNC2,255,199:19900:0:Z1700376109;199:19900:1:Z2448652315;199:19900:5:Z2439716486;
FC1COCCOC1,525,199:19900:0:Z4197147122;199:19900:1:Z4197144420;199:19900:1:Z4199486737;
O=S1(=O)CCNCC1,6867,199:19900:0:Z1724964151;199:19900:0:Z1511555780;199:19900:1:Z4391368102;
O=C1CCNCC1,580,199:19900:0:Z4478081193;199:19900:2:Z4149428175;199:19900:3:Z4276145425;
c1cc2n(n1)CCCNC2,1298,199:19900:0:Z3798304164;199:19900:1:Z4252389185;199:19900:3:Z4062461083;
CC1(C)NC(=O)C2(CCNCC2)N1,208,199:19900:0:Z4270954364;199:19900:3:Z4270953540;199:19900:6:Z4261255901;
FC1CNCC1F,167,199:19900:0:Z2296860249;199:19900:3:Z5001529945;199:19900:4:Z5001254368;
CC1Cc2cccc(F)c2O1,269,199:19900:0:Z1443375111;199:19900:3:Z3550008398;199:19900:4:Z2172378182;
O=S1(=O)NCNc2ccccc21,304,199:19900:0:Z1443375111;199:19900:8:Z1720691615;199:19901:1:Z3060609627;
Fc1cncc2ccccc12,236,199:19900:0:Z3541956918;199:19900:3:Z4185852723;199:19900:4:Z3557190408;
Fc1ccc2c(c1)OCCN2,420,199:19900:0:Z4455733255;199:19900:1:Z5043693158;199:19900:2:Z1743074298;
Clc1cccc2c1OCCC2,261,199:19900:0:Z1563351574;199:19902:0:Z1653305853;199:19902:1:Z3536240352;
Cc1ccc2nc(C)cn2c1,119,199:19900:0:Z4484480019;199:19902:0:Z4491689532;199:19902:4:Z4485561141;
CC1CNc2ccccc21,724,199:19900:0:Z4312645062;199:19900:1:Z3622823113;199:19900:1:Z509210162;
C1CC2CNCC1C2,1616,199:19900:0:Z2808893405;199:19900:2:Z2803053722;199:19900:2:Z3775702722;
O=C1CC2(CCCNC2)CN1,370,199:19900:0:Z1275875810;199:19900:0:Z1886074133;199:19900:0:Z1275874439;
O=C1NCCC12CCC2,307,199:19900:0:Z4072105358;199:19900:1:Z4035410548;199:19900:7:Z4014742305;
Oc1ccc2ccccc2n1,1011,199:19900:0:Z4303117042;199:19900:1:Z4230727003;199:19900:1:Z4186960519;
O=c1occc2ccccc12,625,199:19900:0:Z2407397225;199:19900:4:Z1972500780;199:19900:8:Z3867045249;
CC1CNC2(CC2)C(=O)N1,157,199:19900:0:Z4352665473;199:19900:7:Z4394392715;199:19900:7:Z4394403701;
O=C1CC2CCCC2N1,401,199:19900:0:Z4194672344;199:19900:1:Z4192234746;199:19900:1:Z4188012080;
Fc1ccc2c(c1)NCCO2,165,199:19900:0:Z1998305957;199:19900:4:Z1392094069;199:19901:1:Z1882956677;
C1=CCNC1,1424,199:19900:0:Z3844737697;199:19900:0:Z1673826342;199:19900:0:Z4044607357;
c1cnc2c(c1)CCC2,1963,199:19900:0:Z2409163680;199:19900:0:Z3571136254;199:19900:0:Z3590530288;
Cc1n[nH]c2ncccc12,1968,199:19900:0:Z2326082215;199:19900:0:Z1402266841;199:19900:0:Z794288020;
CC1CCC(C)(C)N1,87,199:19900:0:Z2326082215;199:19900:4:Z2326080792;199:19901:1:Z2922318741;
Fc1cccc2cccnc12,997,199:19900:0:Z4299432401;199:19900:1:Z4523787188;199:19900:3:Z4322178196;
c1ccc2c(c1)CCS2,808,199:19900:0:Z1861319688;199:19900:0:Z1229138502;199:19900:1:Z1638326567;
Cc1ccc2c(C)nn(C)c2n1,979,199:19900:0:Z1683653339;199:19900:1:Z2932578714;199:19900:1:Z1124355882;
Cc1ccc2c(c1)NCC2,179,199:19900:0:Z940679896;199:19901:1:Z3080193564;199:19901:1:Z1402657707;
Cc1cn(C)cn1,425,199:19900:0:Z2969997207;199:19900:1:Z2205471117;199:19900:3:Z3561939307;
Fc1cnc2[nH]ccc2c1,70,199:19900:0:Z4199321627;199:19900:7:Z4199325990;199:19902:1:Z4199322589;
Cc1cccc2c1CCC2,503,199:19900:0:Z4156520257;199:19900:0:Z1133455461;199:19900:4:Z4095542336;
c1cn2cncc2s1,202,199:19900:0:Z3056293954;199:19901:2:Z1204173860;199:19902:0:Z2804989919;
Clc1cscn1,1464,199:19900:0:Z827150940;199:19900:0:Z3625467879;199:19900:1:Z2220316753;
Cn1ccn2cnnc2c1=O,830,199:19900:0:Z2904201444;199:19900:1:Z2835003254;199:19900:3:Z4216870776;
Clc1nc2ccccc2s1,174,199:19900:0:Z5064355248;199:19900:5:Z5064217719;199:19900:5:Z5064365674;
O=c1[nH]cnc2ccc(F)cc12,412,199:19900:0:Z3341241768;199:19900:1:Z3606890677;199:19900:2:Z1842611271;
Cc1cc(C)c2c(n1)NCC(=O)N2,69,199:19900:0:Z4394500654;199:19901:8:Z4394483503;199:19902:4:Z4394502549;
C1CCCNCCC1,1439,199:19900:0:Z1903466829;199:19900:1:Z4153137151;199:19900:1:Z2718581064;
O=C1NCCc2c(F)cccc21,279,199:19900:0:Z4395524100;199:19900:4:Z4909087218;199:19901:1:Z2059616171;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,970,199:19900:0:Z1954977191;199:19900:0:Z1745881420;199:19900:1:Z1720762023;
Clc1cncc(Cl)c1,1265,199:19900:0:Z1608548046;199:19900:1:Z3793036160;199:19900:3:Z3591170150;
c1nc2n(n1)CCCN2,582,199:19900:0:Z4309480363;199:19900:1:Z4313068183;199:19900:2:Z4310830454;
O=C1CCC2SCCN12,587,199:19900:0:Z1158952339;199:19900:6:Z2456841918;199:19900:6:Z4353594577;
Cc1nccc(O)n1,354,199:19900:0:Z1652271932;199:19900:7:Z2626152238;199:19900:9:Z1658023905;
Cc1cccc2c1N(C)C(=O)C2(C)C,162,199:19900:0:Z4621625264;199:19901:8:Z4278003715;199:19902:0:Z3365993493;
Cn1ncc2ccsc21,1063,199:19900:0:Z2963473538;199:19900:1:Z4178584518;199:19900:1:Z3712550737;
OC1CCc2ccccc2C1,677,199:19900:0:Z2963473538;199:19900:1:Z2032507570;199:19900:3:Z3626343940;
CC1NCCCNC1=O,331,199:19900:0:Z3527685771;199:19900:7:Z3582874881;199:19900:7:Z3568377216;
c1cc2c(cn1)NCCS2,146,199:19900:0:Z4114449580;199:19900:1:Z4114448410;199:19901:5:Z2318683351;
c1cnc2c(c1)N1CCC(C1)N2,98,199:19900:0:Z4132738972;199:19901:7:Z4132749871;199:19903:3:Z4132739506;
Cc1cnc2ccnn2c1,350,199:19900:0:Z3724630829;199:19900:2:Z4468583490;199:19900:2:Z4472905823;
O=C1CSc2ccccc2N1,2936,199:19900:0:Z3496071406;199:19900:1:Z1171605694;199:19900:1:Z2599693910;
Clc1ccc2c(c1)CCN2,354,199:19900:0:Z1625489108;199:19900:8:Z2438128057;199:19900:8:Z1420283101;
C1CC2CC2CO1,1198,199:19900:0:Z4035449434;199:19900:0:Z4324478232;199:19900:1:Z4325271557;
Cc1cccc(O)c1,1059,199:19900:0:Z3203501091;199:19900:2:Z4142449469;199:19900:5:Z3060132280;
OC1C2CC(ON2)C1O,42,199:19900:0:Z4270274570;199:19903:7:Z4270296915;199:19904:5:Z4270252988;
Cc1sc2nc[nH]c(=O)c2c1C,1522,199:19900:0:Z5052783646;199:19900:0:Z4418722269;199:19900:1:Z1007152484;
O=C1CCNC2COCCN12,241,199:19900:0:Z3093417276;199:19900:4:Z3319442818;199:19900:6:Z4254090466;
O=S1(=O)C2CCNCC1CC2,320,199:19900:0:Z4139217876;199:19900:7:Z2809972926;199:19901:2:Z2720026876;
c1ccc2c(c1)CC1CC21,340,199:19900:0:Z2709671609;199:19900:1:Z1446831890;199:19900:1:Z1582992774;
Cc1nccc2c1OC(C)(C)OC2,776,199:19900:0:Z4934847933;199:19900:0:Z4934853865;199:19900:4:Z3057445662;
C1CNC2(C1)CCCOC2,258,199:19900:0:Z3077947667;199:19900:2:Z2917605994;199:19900:4:Z2950099604;
c1cc2c(cn1)OCCO2,398,199:19900:0:Z4980729700;199:19900:1:Z2410642015;199:19900:1:Z3177440657;
CC1=CCCO1,109,199:19900:0:Z1616050923;199:19900:1:Z2414096960;199:19900:4:Z1615952692;
Cn1cncc1Cl,1615,199:19900:0:Z4100859619;199:19900:2:Z3531699064;199:19900:2:Z4217355645;
Fc1ccc2ccsc2c1,117,199:19900:0:Z4087303638;199:19900:2:Z1954788597;199:19900:2:Z1174678784;
Fc1ccc2c(c1)CCN2,325,199:19900:0:Z3084854452;199:19900:0:Z2019527199;199:19900:8:Z2011960181;
OC1CCCCNC1,231,199:19900:0:Z4451398811;199:19900:5:Z3625276685;199:19901:2:Z4077692138;
CC1Cc2ccc(F)cc2CN1,207,199:19900:0:Z1241861064;199:19900:7:Z1283891642;199:19901:0:Z1845935673;
Fc1cc2cc[nH]c2cc1F,378,199:19900:0:Z2976028170;199:19900:2:Z3589056841;199:19900:2:Z2860869796;
CN1CCOCC1=O,611,199:19900:0:Z1881978198;199:19900:0:Z3642571369;199:19900:1:Z3907133956;
Clc1cnc2ccccc2n1,88,199:19900:0:Z4991686443;199:19902:5:Z4867341824;199:19902:7:Z4267530772;
Cc1sc2ncncc2c1C,977,199:19900:0:Z1900930115;199:19900:1:Z4225038905;199:19900:1:Z2701595505;
c1cnc2cccnc2c1,583,199:19900:0:Z2861567168;199:19900:6:Z3868078218;199:19900:6:Z4048592503;
CC1CCCc2ccnn21,477,199:19900:0:Z4021499516;199:19900:5:Z4146142437;199:19900:9:Z3839783020;
Fc1ccc2c(c1)CNCC2,1452,199:19900:0:Z1466094244;199:19900:1:Z3714311944;199:19900:3:Z4317970120;
c1cc2c(o1)CCCC2,540,199:19900:0:Z4068150505;199:19900:2:Z3596980000;199:19900:2:Z3806626069;
CC1CCCC(C)C1,575,199:19900:0:Z2712252333;199:19900:1:Z1752420312;199:19900:1:Z1627488071;
C1COCC2(CCOCC2)N1,140,199:19900:0:Z4308672770;199:19902:7:Z3633338687;199:19903:1:Z3633327896;
CC1CNCC2(CCCC2)O1,241,199:19900:0:Z2434157560;199:19900:3:Z4266936281;199:19900:8:Z2454636255;
CC1CCNCC1(F)F,261,199:19900:0:Z2711026859;199:19900:0:Z1862774993;199:19900:4:Z1856443681;
Cc1cc(C)n(C)c(=O)c1,488,199:19900:0:Z4172573888;199:19900:2:Z4172100317;199:19900:2:Z4173325239;
CC1(C)CC2(CCCCC2)CO1,237,199:19900:0:Z3571136254;199:19900:7:Z2967121908;199:19901:2:Z2967121205;
c1cnc2nn[nH]c2c1,184,199:19900:0:Z4088420896;199:19900:3:Z2357955899;199:19900:3:Z3726722342;
Cc1ccc2[nH]ccc2c1,1196,199:19900:0:Z1628864842;199:19900:1:Z3574522233;199:19900:1:Z908985250;
Cc1nn(C)c2sccc12,547,199:19900:0:Z2694128603;199:19900:3:Z4093895384;199:19900:3:Z4402668080;
Cc1nc2ccccc2n1C,919,199:19900:0:Z1276219615;199:19900:1:Z1952950229;199:19900:2:Z969000030;
Cc1nnc2n1CCCC2,1611,199:19900:0:Z3659894025;199:19900:2:Z1644267203;199:19900:2:Z2018589796;
Cc1ccc2cccnc2n1,655,199:19900:0:Z4179227674;199:19900:0:Z1973619136;199:19900:2:Z4307126954;
Clc1ccc2occc2c1,225,199:19900:0:Z1233034382;199:19900:8:Z2782250235;199:19900:9:Z2912052263;
c1cnc2nncn2c1,655,199:19900:0:Z2962914667;199:19900:1:Z2917308752;199:19900:4:Z4243864276;
c1ccc2[nH]nnc2c1,3718,199:19900:0:Z1655942107;199:19900:0:Z1663669913;199:19900:1:Z4259203945;
Fc1ccc2cc[nH]c2c1,1715,199:19900:0:Z1374002563;199:19900:1:Z1768401847;199:19900:1:Z1875997584;
c1ccc2c(c1)OCCCCO2,114,199:19900:0:Z2264252308;199:19901:0:Z3775275957;199:19903:8:Z2256620424;
Oc1ccc2c(c1)CCCC2,842,199:19900:0:Z4055832396;199:19900:2:Z4414643743;199:19900:2:Z3607765033;
O=C1CCCCc2ccccc21,540,199:19900:0:Z2170970556;199:19900:2:Z2371496036;199:19900:3:Z3842191769;
CC1CCc2ccsc2S1(=O)=O,406,199:19900:0:Z2185024560;199:19900:1:Z2777678174;199:19900:2:Z2182941055;
Cc1cncnc1C,1515,199:19900:0:Z2850038062;199:19900:0:Z3828071821;199:19900:1:Z3686672458;
c1ccc2c(c1)NCC1(CCOCC1)O2,134,199:19900:0:Z4132778378;199:19900:9:Z4132779316;199:19902:8:Z4132778897;
Cc1cccc2[nH]ncc12,471,199:19900:0:Z2195742932;199:19900:1:Z1906779833;199:19900:5:Z1236413471;
O=C1NCC2CCC12,178,199:19900:0:Z3537332861;199:19900:5:Z3581905806;199:19901:3:Z3623443841;
C1CCC2(CC1)CNCCO2,689,199:19900:0:Z1282448165;199:19900:1:Z2956122665;199:19900:1:Z2957668256;
O=S1CC2CNC(C2)C1,121,199:19900:0:Z5054406650;199:19900:1:Z5053287611;199:19900:3:Z5048582145;
Cc1cc[nH]c1,1073,199:19900:0:Z3642219593;199:19900:0:Z3642216274;199:19900:1:Z1532885060;
NC1CCC(F)(F)CC1,88,199:19900:0:Z4878845210;199:19900:1:Z4878836576;199:19900:6:Z4878855894;
O=C1Cc2ccccc2CN1,65,199:19900:0:Z4238683388;199:19901:8:Z4278191982;199:19903:5:Z4238698013;
Nc1cnnc2ccccc12,195,199:19900:0:Z1557554901;199:19900:5:Z1315316688;199:19900:9:Z1410668750;
c1occ2c1CCC2,351,199:19900:0:Z3724630860;199:19900:2:Z3724631568;199:19900:8:Z2072451747;
Cc1cc(Cl)c2c(c1)CCCN2,23,199:19900:0:Z2326655549;199:19919:1:Z4128437881;199:19922:2:Z5024479147;
C1COC2(CN1)CC1CCC2C1,141,199:19900:0:Z2200704687;199:19901:2:Z1994207693;199:19901:6:Z1995172318;
CC1=CCCCO1,226,199:19900:0:Z1517193072;199:19900:4:Z1581560966;199:19900:5:Z1517888641;
Clc1ncc2[nH]cnc2n1,30,199:19900:0:Z2969107373;199:19901:4:Z3078655543;199:19905:1:Z2970750637;
CC1CNC(C)(C)O1,275,199:19900:0:Z2504625504;199:19902:6:Z3652803033;199:19902:6:Z1833504540;
Clc1cnn[nH]1,242,199:19900:0:Z3898468715;199:19900:3:Z5053238971;199:19900:4:Z3992724361;
c1ncc2c(n1)CCC2,799,199:19900:0:Z1498355610;199:19900:1:Z4491148234;199:19900:1:Z1185873532;
C1CCC2NCCCC2C1,1621,199:19900:0:Z2330340237;199:19900:3:Z5040032365;199:19900:3:Z5040031618;
Cc1n[nH]c2ccccc12,403,199:19900:0:Z2588909517;199:19900:2:Z3850756936;199:19901:1:Z2588910544;
Cc1cncnc1,2159,199:19900:0:Z1529721046;199:19900:0:Z4349861501;199:19900:1:Z4144338913;
Clc1ccc(Cl)cc1,3156,199:19900:0:Z1694968942;199:19900:0:Z1886521828;199:19900:1:Z3136312248;
Cc1ccc2c(C)noc2n1,348,199:19900:0:Z218934136;199:19900:1:Z1354986520;199:19900:7:Z3054725915;
Cc1ccc(C)c(C)c1,1061,199:19900:0:Z218934136;199:19900:1:Z4906167809;199:19900:5:Z2407568945;
c1cc2n(n1)CCCC2,6213,199:19900:0:Z2850286343;199:19900:0:Z2480319067;199:19900:0:Z2305877203;
c1cnc2c(c1)COC2,237,199:19900:0:Z4418722269;199:19900:7:Z4576034946;199:19902:4:Z4423516871;
c1cnc2cnccc2c1,1017,199:19900:0:Z2407425109;199:19900:1:Z1987111151;199:19900:3:Z1983627000;
C1CNCC2CCOC2C1,257,199:19900:0:Z3136194945;199:19900:7:Z4272998256;199:19900:8:Z3093843912;
O=c1ccoc2ccccc12,944,199:19900:0:Z955791134;199:19900:1:Z4212403094;199:19900:2:Z2282605827;
Cc1ccnc2ncnn12,424,199:19900:0:Z2349936662;199:19900:0:Z1983171260;199:19900:4:Z2802436945;
FC1(F)C2CCCC21,1698,199:19900:0:Z3190287076;199:19900:0:Z4504104966;199:19900:0:Z4267019789;
O=S1(=O)CC2(CCC2)C1,404,199:19900:0:Z4884092507;199:19900:2:Z2948990742;199:19900:7:Z2965268931;
C1CC2(CCS1)CNC2,260,199:19900:0:Z3872502017;199:19900:3:Z3610866875;199:19901:0:Z3610878716;
Oc1cccc2c1CCCN2,104,199:19900:0:Z4524058485;199:19902:3:Z5035073318;199:19903:2:Z4353034713;
Clc1ccc2c(c1)OCCCO2,569,199:19900:0:Z1824129806;199:19900:0:Z3789489517;199:19900:2:Z3318457009;
CC1CNCC(C)(C)O1,862,199:19900:0:Z3010384953;199:19900:1:Z2293945295;199:19900:1:Z2703629830;
O=S1(=O)CCCCC12CCOCC2,134,199:19900:0:Z3598104160;199:19900:5:Z3598105195;199:19900:5:Z3598104311;
Clc1cccc2c1CCNC2,660,199:19900:0:Z3051340628;199:19900:2:Z3098121149;199:19900:3:Z5025926496;
CN1CCNc2cc(F)ccc21,159,199:19900:0:Z1274988954;199:19900:1:Z4128614360;199:19900:1:Z1274987039;
NC1CCCC1,888,199:19900:0:Z3105418961;199:19900:1:Z4151631842;199:19900:1:Z2927118069;
NC1CCC2(CC1)CC2,218,199:19900:0:Z4875574197;199:19900:1:Z4060247080;199:19900:3:Z3797151419;
CC1CNCC(C)C1,2668,199:19900:0:Z813378918;199:19900:1:Z3534301960;199:19900:1:Z3578668920;
c1cc2c(cn1)CNCCO2,238,199:19900:0:Z4353715827;199:19900:1:Z4344751746;199:19900:9:Z4353718225;
Cc1ccc2c(c1)NCCN2,47,199:19900:0:Z4132177852;199:19902:1:Z4132176822;199:19903:3:Z3644228836;
CN1CCC(=O)N1,52,199:19900:0:Z1935365772;199:19904:0:Z2273216172;199:19905:9:Z2273217891;
C1CSC2CCC2N1,123,199:19900:0:Z2602515709;199:19900:1:Z2646064091;199:19900:2:Z3053293552;
CC1CCCC(C)O1,1795,199:19900:0:Z2017948263;199:19900:1:Z3010612335;199:19900:1:Z4972798411;
Fc1ccc2cnccc2c1,433,199:19900:0:Z2473980123;199:19900:4:Z3871804897;199:19901:6:Z3384368083;
OC1CCc2ccccc21,1505,199:19900:0:Z2966494015;199:19900:1:Z4492092082;199:19900:1:Z2618677387;
Fc1ccc2c(c1)CCNC2,1232,199:19900:0:Z3789489517;199:19900:2:Z4621463006;199:19900:3:Z5004120783;
CC1(C)COc2ccnn2C1,208,199:19900:0:Z2917179828;199:19901:6:Z3639761990;199:19901:8:Z4387252715;
Fc1cc(F)c2[nH]cnc2c1,44,199:19900:0:Z4084082649;199:19916:8:Z4084033065;199:19920:4:Z4084172649;
Cc1c[nH]c(=O)[nH]1,1486,199:19900:0:Z1374345457;199:19900:3:Z2157685491;199:19900:4:Z3339855254;
CN1CCNc2cnccc21,215,199:19900:0:Z1374345457;199:19900:1:Z1373904502;199:19900:6:Z1373906211;
O=C1CCC2CC12,133,199:19900:0:Z3790267247;199:19900:1:Z3151786116;199:19900:4:Z2923227918;
Cn1c(=O)n(C)c2ccccc21,1037,199:19900:0:Z961366274;199:19900:1:Z4447718851;199:19900:1:Z4004847306;
Cc1cnc2[nH]ncc2c1,289,199:19900:0:Z2977030670;199:19900:9:Z4251880531;199:19901:2:Z3645786406;
O=S1(=O)CCNNCC1,96,199:19900:0:Z3188705874;199:19900:0:Z3188714307;199:19900:0:Z3187794309;
Cc1cc2n(n1)CCNC2,612,199:19900:0:Z3581594293;199:19900:2:Z3102355844;199:19900:4:Z3409420873;
FC(F)=C1CCCCC1,221,199:19900:0:Z3644978560;199:19900:1:Z4310434841;199:19900:3:Z3715245426;
Clc1cnn2cccnc12,376,199:19900:0:Z2482403806;199:19900:2:Z3671253796;199:19900:2:Z2293279332;
Cc1cc(C)c2cnn(C)c2n1,575,199:19900:0:Z3137384543;199:19900:0:Z1087932858;199:19900:1:Z3057456601;
O=C1NC2CC(N1)c1ccccc1O2,133,199:19900:0:Z4024865335;199:19900:7:Z4212927994;199:19900:8:Z3547953623;
Oc1cnccn1,175,199:19900:0:Z4099712235;199:19900:1:Z3992766004;199:19900:6:Z3746341326;
Cc1cc(F)ccc1F,858,199:19900:0:Z1429453319;199:19900:1:Z3503764728;199:19900:2:Z3620979441;
Nc1ncsn1,336,199:19900:0:Z1411418388;199:19900:1:Z4603260262;199:19900:4:Z1452066913;
CN1C(=O)CCOc2ccccc21,536,199:19900:0:Z3626825336;199:19900:0:Z3640839653;199:19900:1:Z3438735581;
Cc1cc(F)cc2c(=O)cc[nH]c12,249,199:19900:0:Z4263795893;199:19900:2:Z2090057361;199:19901:0:Z1451624232;
Cn1ncc2c1CNCCC2,171,199:19900:0:Z4263795893;199:19900:5:Z4263795824;199:19900:7:Z4263786152;
O=c1[nH]cnc2c1SCCC2,22,199:19900:0:Z3638921109;199:19901:0:Z3638924769;199:19903:2:Z4386637699;
