fragment_smiles,occurences,example_ligands
O=c1[nH]c2ccccc2o1,3943,62:06200:0:Z4221266534;62:06200:0:Z1533926333;62:06200:0:Z1548204698;
Cn1ccnc1,32252,62:06200:0:Z2953883312;62:06200:0:Z3204314909;62:06200:0:Z3204322429;
Cc1cc(Cl)[nH]n1,1953,62:06200:0:Z2932596256;62:06200:0:Z1417568078;62:06200:1:Z1535827319;
C1COC2(C1)COC2,742,62:06200:0:Z3782781170;62:06200:0:Z2977744093;62:06200:2:Z3821342152;
FC1(F)CCC1,13823,62:06200:0:Z3899470949;62:06200:0:Z4142942272;62:06200:0:Z4274369973;
Cc1cnn(C)c1,3838,62:06200:0:Z3596680663;62:06200:0:Z4194772342;62:06200:0:Z5039079726;
c1ccc2c(c1)CCCC2,11694,62:06200:0:Z3596680663;62:06200:0:Z4446379761;62:06200:0:Z2484945362;
Cc1cnc[nH]1,2194,62:06200:0:Z1895996721;62:06200:0:Z1523282476;62:06200:2:Z1863101070;
c1n[nH]c2c1CCCC2,6912,62:06200:0:Z4984748273;62:06200:0:Z2883536707;62:06200:0:Z4643802253;
CC1(C)CCC(=O)N1,1260,62:06200:0:Z3339261625;62:06200:0:Z4396003001;62:06200:1:Z3647672705;
CC1CNCC(C)N1,2162,62:06200:0:Z2957453986;62:06200:0:Z2434327214;62:06200:0:Z4203831178;
Cn1cccc1,11894,62:06200:0:Z2957453986;62:06200:0:Z3667852333;62:06200:0:Z3366002036;
O=C1COCCN1,2220,62:06200:0:Z2962683559;62:06200:0:Z5048972049;62:06200:0:Z5048972230;
C1CC2CCC2N1,2449,62:06200:0:Z2962683559;62:06200:0:Z3595324956;62:06200:1:Z3822273636;
C1CC2CCC1CC2,4370,62:06200:0:Z4506889260;62:06200:0:Z4419628327;62:06200:0:Z3052063556;
C1CCSCC1,10899,62:06200:0:Z1932939843;62:06200:0:Z4870414114;62:06200:0:Z4600463520;
Cc1cccc(O)c1,1490,62:06200:0:Z4273480725;62:06200:1:Z30775458;62:06200:2:Z3057903183;
Cc1ccc2c(c1)CCCN2,434,62:06200:0:Z4273480725;62:06200:0:Z4119185358;62:06200:2:Z4395157174;
Cc1nc[nH]c1C,3252,62:06200:0:Z3612139679;62:06200:0:Z3295326050;62:06200:0:Z1989189165;
c1ccc2c(c1)CCCCC2,2045,62:06200:0:Z2206714760;62:06200:0:Z2704121087;62:06200:0:Z2958802543;
Nc1cnc(Cl)nc1,142,62:06200:0:Z3395661713;62:06200:8:Z4026832242;62:06200:9:Z3560242999;
C1COC2CNCC2C1,688,62:06200:0:Z5048798195;62:06200:1:Z5052444345;62:06200:4:Z5058539730;
Oc1ccccn1,4301,62:06200:0:Z2769347193;62:06200:0:Z2953156138;62:06200:0:Z4353021202;
c1cn2c(n1)CCCC2,9355,62:06200:0:Z2504729009;62:06200:0:Z3873165539;62:06200:0:Z4471695451;
CC1(C)CCC(C)(C)O1,1360,62:06200:0:Z1765263562;62:06200:0:Z4254882719;62:06200:0:Z3702939139;
C1=CCNCC1,6511,62:06200:0:Z2097780784;62:06200:0:Z3579834114;62:06200:0:Z4387331316;
CC12CCC(CN1)C2,416,62:06200:0:Z5060109151;62:06200:6:Z3056786551;62:06200:7:Z3056788622;
Oc1ncc[nH]1,213,62:06200:0:Z3365637475;62:06201:7:Z4352211853;62:06201:8:Z3047602712;
Cn1c(=O)[nH]c2ccccc21,1240,62:06200:0:Z1315994623;62:06200:0:Z4212250612;62:06200:0:Z3205116660;
Cc1cccc(F)c1,11277,62:06200:0:Z3861570943;62:06200:0:Z785104874;62:06200:0:Z4214949915;
C1CCC2(CC2)NC1,2454,62:06200:0:Z3861570943;62:06200:0:Z3795799615;62:06200:0:Z3880393780;
C1CNOC1,2001,62:06200:0:Z4218484386;62:06200:1:Z3681506751;62:06200:2:Z4035671104;
CC1(C)CCC1O,2292,62:06200:0:Z3640428372;62:06200:1:Z4246023017;62:06200:1:Z3554053477;
Fc1ccccc1F,21486,62:06200:0:Z3552875014;62:06200:0:Z2480629612;62:06200:0:Z2884009939;
c1ccc2c(c1)CCNC2,17964,62:06200:0:Z3356371519;62:06200:0:Z2297818176;62:06200:0:Z3586047565;
CC1COCCN1,7441,62:06200:0:Z5008279956;62:06200:0:Z2607037224;62:06200:0:Z1129657276;
Cc1cc(C)[nH]n1,21331,62:06200:0:Z1655488796;62:06200:0:Z1550716163;62:06200:0:Z1943352039;
Clc1ccc2scnc2c1,966,62:06200:0:Z1655488796;62:06200:1:Z5004192437;62:06200:1:Z1395558113;
Cn1cc2ccccc2n1,1762,62:06200:0:Z4288250740;62:06200:0:Z4295052157;62:06200:1:Z3494080811;
O=C1CCc2ccc(F)cc2N1,720,62:06200:0:Z2581115714;62:06200:0:Z3593285726;62:06200:0:Z3911202848;
Cc1cc(C)on1,9521,62:06200:0:Z3869284660;62:06200:0:Z3533550131;62:06200:0:Z3338895435;
Clc1cccc(Cl)c1,17466,62:06200:0:Z4065323427;62:06200:0:Z1959315159;62:06200:0:Z1528701374;
O=C1CC2(CCNCC2)CCN1,93,62:06200:0:Z4063634165;62:06200:7:Z4406940726;62:06200:7:Z3905414686;
CC1CCCN1C,2121,62:06200:0:Z4380307245;62:06200:0:Z4380307250;62:06200:0:Z2976044222;
c1ncn2nccc2n1,236,62:06200:0:Z4418369342;62:06200:1:Z3829022258;62:06200:1:Z3830119439;
Oc1nccc2ccncc12,131,62:06200:0:Z3550758216;62:06201:2:Z3585312706;62:06202:2:Z3528658313;
Fc1cccc2[nH]cnc12,912,62:06200:0:Z1101488372;62:06200:1:Z2890538055;62:06200:1:Z4113535103;
Cc1ncnnc1C,354,62:06200:0:Z1101488372;62:06200:5:Z2218231477;62:06200:8:Z1864014672;
FC1CNC1,4355,62:06200:0:Z3778932885;62:06200:0:Z3611915289;62:06200:0:Z3898695141;
c1nnc2n1CCC2,2726,62:06200:0:Z1841186901;62:06200:0:Z3314718259;62:06200:0:Z3715091997;
FC1(F)Cc2ccnn2C1,331,62:06200:0:Z4047469996;62:06200:0:Z4017925383;62:06200:1:Z4096014198;
CC1CCCCC1,17497,62:06200:0:Z3472533317;62:06200:0:Z3186514169;62:06200:0:Z2078832316;
CC1CCN(C)CC1,717,62:06200:0:Z3586047565;62:06200:1:Z3668959928;62:06200:3:Z1712372902;
CC1Cn2nccc2CN1,774,62:06200:0:Z4575648868;62:06200:2:Z3314576185;62:06200:5:Z2898931100;
c1ccc2[nH]ccc2c1,23715,62:06200:0:Z2911671115;62:06200:0:Z4429099310;62:06200:0:Z266824564;
C1CC2OCCNC2CN1,647,62:06200:0:Z4215580137;62:06200:1:Z4030865759;62:06200:2:Z4215608362;
Cc1cccc(=O)[nH]1,824,62:06200:0:Z2498440312;62:06200:0:Z1890644629;62:06200:1:Z1257253007;
Cc1cnn2ccc(Cl)nc12,110,62:06200:0:Z3555871097;62:06200:5:Z3559617569;62:06202:7:Z3559499635;
CC1(C)Cc2ccccc2O1,2150,62:06200:0:Z4343622124;62:06200:0:Z2837350421;62:06200:0:Z4251584515;
C1COCCOC1,1291,62:06200:0:Z4343622124;62:06200:0:Z2207514494;62:06200:0:Z4413420121;
Fc1cc(Cl)c2c(c1)CCNC2,153,62:06200:0:Z3078975205;62:06201:5:Z3141270915;62:06201:8:Z4276596214;
FC1Cc2ccccc2C1,313,62:06200:0:Z4390887574;62:06200:0:Z2444173618;62:06200:5:Z3568940917;
C1CC2CCC1O2,6627,62:06200:0:Z4105499706;62:06200:0:Z4523068447;62:06200:0:Z3494994960;
Cc1cn[nH]c1,11899,62:06200:0:Z3080333393;62:06200:0:Z2482436243;62:06200:0:Z1169202262;
Cc1cccc2c1NCC2,357,62:06200:0:Z3550995860;62:06200:1:Z4109396928;62:06200:3:Z4381119482;
Oc1cn[nH]c1,692,62:06200:0:Z4860171320;62:06200:1:Z2033432253;62:06200:1:Z3594362003;
C1CC2NCC2CN1,358,62:06200:0:Z4860171320;62:06200:0:Z4860169414;62:06200:0:Z4210518797;
CC1CCNCC1,18090,62:06200:0:Z1587616595;62:06200:0:Z3009943108;62:06200:0:Z1687856770;
c1cc2c(s1)CCSC2,884,62:06200:0:Z3915117713;62:06200:0:Z4254062695;62:06200:0:Z2232476534;
C1CC2(CC2)CN1,5227,62:06200:0:Z4419550009;62:06200:0:Z4571007069;62:06200:1:Z4060251602;
Cc1ncon1,11458,62:06200:0:Z4139028788;62:06200:0:Z293253834;62:06200:0:Z1696770295;
C1CC2(C1)CNC1COCC12,209,62:06200:0:Z3173146468;62:06200:1:Z4116016004;62:06200:2:Z3175563765;
Cc1cc2n(n1)CCCN2,302,62:06200:0:Z4376475086;62:06200:1:Z2414540848;62:06201:2:Z4253813012;
Cc1ncccn1,7626,62:06200:0:Z2444173618;62:06200:0:Z2144164658;62:06200:0:Z2071778475;
FC1(F)C2CCCC21,3630,62:06200:0:Z3816475448;62:06200:0:Z3816475453;62:06200:0:Z3580669863;
C1CC2CNCC1C2,1999,62:06200:0:Z4062654640;62:06200:0:Z2776522121;62:06200:1:Z4421358002;
Cc1ccc2nc(C)cn2c1,160,62:06200:0:Z4487330486;62:06200:9:Z4484301874;62:06201:5:Z4489687550;
c1nc2n(n1)CCCC2,2507,62:06200:0:Z4487330486;62:06200:0:Z3351924844;62:06200:0:Z3360110929;
C1CCC2(CC1)COC2,810,62:06200:0:Z5042793130;62:06200:3:Z3365204938;62:06200:7:Z5034835790;
Cc1cnc(C)cn1,333,62:06200:0:Z4216933777;62:06200:0:Z3905412339;62:06200:3:Z4271237164;
O=C1CCCc2ccccc21,2401,62:06200:0:Z4216933777;62:06200:0:Z3622523184;62:06200:0:Z2032613126;
C1CC2CC2C1,10041,62:06200:0:Z3860362706;62:06200:0:Z4313860051;62:06200:0:Z4083043749;
Cc1ccnn1C,9682,62:06200:0:Z2200716703;62:06200:0:Z3345942972;62:06200:0:Z1527788576;
CC1CCCC1N,277,62:06200:0:Z4446379761;62:06200:0:Z4122669341;62:06200:3:Z2605690190;
Cc1ccn2nc(C)nc2n1,160,62:06200:0:Z2850557889;62:06200:7:Z2851067033;62:06200:7:Z2851874690;
c1cc2n(n1)CCCC2,6600,62:06200:0:Z1523300779;62:06200:0:Z2475237656;62:06200:0:Z3296396538;
CC1(C)CCc2ccccc2O1,876,62:06200:0:Z2495180281;62:06200:0:Z2495180212;62:06200:2:Z1418995264;
C1CCC2(C1)CNC2,1476,62:06200:0:Z2495180281;62:06200:0:Z2778679706;62:06200:1:Z4322920705;
c1ncc2c(n1)CCNC2,2387,62:06200:0:Z2719699295;62:06200:0:Z3604517094;62:06200:0:Z3390790608;
CC1CC2(CCO1)CNCC(C)O2,188,62:06200:0:Z1966642558;62:06200:4:Z1967159851;62:06200:8:Z4105718393;
c1cnc2ccsc2c1,1681,62:06200:0:Z1966642558;62:06200:0:Z4278502943;62:06200:1:Z1264825365;
CC1(C)CCCCO1,5149,62:06200:0:Z3537071505;62:06200:0:Z2293020247;62:06200:0:Z4095294187;
c1ccc2scnc2c1,11578,62:06200:0:Z1436972827;62:06200:0:Z2957288636;62:06200:0:Z4305252442;
c1cnc2ccnn2c1,3454,62:06200:0:Z1935615439;62:06200:0:Z3357116450;62:06200:1:Z2010737093;
Cc1ccc(C)[nH]1,5054,62:06200:0:Z2176287289;62:06200:0:Z3611433473;62:06200:0:Z1713445355;
c1ccc2nncnc2c1,353,62:06200:0:Z2176287289;62:06200:0:Z3206397968;62:06200:2:Z2175093526;
O=C1NC2CCC1CC2,242,62:06200:0:Z4097383319;62:06200:1:Z4949950171;62:06200:1:Z4125778787;
O=C1NCC2CC1C2,231,62:06200:0:Z3557533115;62:06200:8:Z3583107019;62:06200:9:Z3563912669;
Cc1cc(C)c(O)c(C)c1,87,62:06200:0:Z4471998395;62:06200:5:Z4471997118;62:06200:6:Z4471997153;
Cn1cnc2cc(Cl)ccc21,666,62:06200:0:Z3188208800;62:06200:0:Z2843095069;62:06200:2:Z1510050418;
Fc1ccc2c(c1)CNCC2,1096,62:06200:0:Z2215460101;62:06200:0:Z3795240248;62:06200:0:Z3791489205;
C1CC2CCC1C2,12727,62:06200:0:Z3695391987;62:06200:0:Z2715787154;62:06200:0:Z3510977007;
O=C1CCn2ncnc2N1,99,62:06200:0:Z3414386258;62:06200:8:Z3414358458;62:06201:7:Z3414317366;
Oc1cccnc1,2828,62:06200:0:Z1928873917;62:06200:0:Z3820206601;62:06200:0:Z4240089573;
c1cn2ccsc2n1,3849,62:06200:0:Z5014133949;62:06200:0:Z1518916631;62:06200:0:Z1546857115;
c1ccc2sccc2c1,8240,62:06200:0:Z2283872425;62:06200:0:Z3548922603;62:06200:0:Z2371156947;
Cc1cc(=O)n2nccc2[nH]1,175,62:06200:0:Z1455166905;62:06200:1:Z4465970971;62:06200:1:Z4465943385;
c1ncc2nc[nH]c2n1,5616,62:06200:0:Z4769917542;62:06200:0:Z4769883824;62:06200:0:Z4769011339;
FC1CC12CCC2,1398,62:06200:0:Z5055883443;62:06200:0:Z4597679868;62:06200:0:Z4118722382;
C1CCc2nnnn2CC1,644,62:06200:0:Z2370743011;62:06200:2:Z2371376687;62:06200:4:Z2840969506;
O=S1(=O)CCCN1,6244,62:06200:0:Z1463361440;62:06200:0:Z2959185279;62:06200:0:Z3351951958;
FC1(F)CC2CCC1C2,1084,62:06200:0:Z3875139020;62:06200:0:Z4018147715;62:06200:0:Z4112218758;
Fc1cccn2ccnc12,1040,62:06200:0:Z3875139020;62:06200:0:Z3842295201;62:06200:1:Z3316533759;
OC1CC2CCC(C1)N2,582,62:06200:0:Z3627219171;62:06200:0:Z3627214861;62:06200:2:Z4019205225;
Cc1cc2nccc(C)n2n1,340,62:06200:0:Z4220820472;62:06200:0:Z4035926422;62:06200:6:Z2718219200;
Fc1cccc(Cl)c1,17096,62:06200:0:Z4590662816;62:06200:0:Z3629953240;62:06200:0:Z4448902096;
C1CC2(CN1)COC2,1272,62:06200:0:Z4590662816;62:06200:1:Z4116031775;62:06200:1:Z3392486980;
c1cc2c(o1)CCCC2,1376,62:06200:0:Z4137397090;62:06200:0:Z4109235552;62:06200:0:Z3203139496;
Cc1cccc2[nH]ncc12,646,62:06200:0:Z2625571669;62:06200:2:Z2170925249;62:06200:3:Z4310915268;
Clc1ccc2occc2c1,453,62:06200:0:Z4582099665;62:06200:2:Z2877235616;62:06200:7:Z2206539359;
Cc1cc2c(cc1C)OCC2,503,62:06200:0:Z2710070809;62:06200:2:Z1644465887;62:06200:4:Z2393101505;
OC1CCCOC12CNC2,303,62:06200:0:Z3911724694;62:06200:3:Z3841728537;62:06201:8:Z3844463722;
CC1CCCN(C)C1,791,62:06200:0:Z4021190914;62:06200:3:Z4172821830;62:06200:4:Z2476807148;
OC1CC2CC1CN2,544,62:06200:0:Z4773112571;62:06200:1:Z4777472718;62:06200:2:Z3817665255;
C1COCOC1,2415,62:06200:0:Z3353158629;62:06200:0:Z1588985225;62:06200:1:Z4101153738;
c1cn2cncc2cn1,255,62:06200:0:Z3353158629;62:06200:9:Z2970083554;62:06201:3:Z4256686986;
C1CCN2CCCCC2C1,962,62:06200:0:Z4959669473;62:06200:0:Z4255607450;62:06200:1:Z4255576994;
OC1CCNC1,24276,62:06200:0:Z4906450289;62:06200:0:Z2778286260;62:06200:0:Z4096694518;
C1CC2(CCS1)CNC2,485,62:06200:0:Z3610870887;62:06200:1:Z4993726407;62:06200:1:Z4312132404;
CC1(C)CNCC(C)(C)C1O,353,62:06200:0:Z4599945587;62:06200:3:Z4599939027;62:06200:6:Z4576396913;
c1cc2n(n1)CC1(CC1)C2,241,62:06200:0:Z3643590888;62:06200:0:Z3667807560;62:06200:6:Z3643590638;
c1ccc2[nH]ncc2c1,8165,62:06200:0:Z2649872941;62:06200:0:Z4582725052;62:06200:0:Z3908499862;
Cc1ccc2cn[nH]c2n1,655,62:06200:0:Z217313956;62:06200:0:Z3874475501;62:06200:2:Z2932710544;
C1CCc2[nH]nnc2C1,1754,62:06200:0:Z2718924093;62:06200:0:Z3057198857;62:06200:0:Z2783863451;
c1ncc2ccsc2n1,1330,62:06200:0:Z2619152026;62:06200:0:Z2479528251;62:06200:0:Z3795399337;
O=C1CCNC(=O)N1,11663,62:06200:0:Z3535109492;62:06200:0:Z4197236647;62:06200:0:Z3540277460;
C1CC2(CCO1)OCCO2,337,62:06200:0:Z3535109492;62:06200:4:Z2850698842;62:06200:7:Z1607777313;
C1CCC2NCCCC2C1,1605,62:06200:0:Z3616910888;62:06200:0:Z5035710405;62:06200:0:Z3808311763;
Cc1cc(C)cc(C)c1,3110,62:06200:0:Z237590178;62:06200:0:Z4113273564;62:06200:1:Z1227789236;
CC1(C)CNCCN1,3533,62:06200:0:Z4290099685;62:06200:0:Z3408887175;62:06200:0:Z1591665098;
Cc1cn2c(n1)CCCC2,1823,62:06200:0:Z4290099685;62:06200:0:Z1798293978;62:06200:0:Z3079830505;
Cc1nn(C)c2ncccc12,1631,62:06200:0:Z2265431841;62:06200:1:Z2485341188;62:06200:1:Z1607744009;
O=C1CC=NC(=O)N1,11,62:06200:0:Z3098396142;62:06202:8:Z3095269746;62:06207:8:Z3095270054;
c1ccc2ncccc2c1,18615,62:06200:0:Z3852682187;62:06200:0:Z913741738;62:06200:0:Z3832806390;
C1CC2CNCC2CCN1,448,62:06200:0:Z4054042932;62:06200:3:Z2448294182;62:06200:4:Z3313975504;
c1cc2c(s1)CCCC2,2034,62:06200:0:Z1779814095;62:06200:0:Z4042142597;62:06200:0:Z4469610115;
c1ccc2nccnc2c1,2696,62:06200:0:Z3842470612;62:06200:0:Z2844285624;62:06200:0:Z2844282505;
O=C1CCC2(CNC2)N1,294,62:06200:0:Z4921998118;62:06200:0:Z4414103285;62:06201:0:Z4008435168;
Fc1ccc2c(c1)CCNC2,763,62:06200:0:Z4610619628;62:06200:1:Z4249984223;62:06200:1:Z1564165748;
CC1(C)CCOCCN1,179,62:06200:0:Z4181305779;62:06200:0:Z4279303240;62:06200:3:Z4137763155;
O=C1CSc2ccccc2N1,1734,62:06200:0:Z4181305779;62:06200:2:Z4643358031;62:06200:3:Z2844302697;
c1ccc2c(c1)NCCO2,2947,62:06200:0:Z4295653339;62:06200:0:Z4238784540;62:06200:1:Z2188230421;
Fc1ccc2c(c1)CCCN2,524,62:06200:0:Z4092139494;62:06200:4:Z1822477867;62:06200:4:Z4080120666;
C1CCC2CNCCC2C1,1496,62:06200:0:Z3882949066;62:06200:0:Z3820228372;62:06200:0:Z4075805025;
C1CC2CNCC2N1,761,62:06200:0:Z3798286605;62:06200:0:Z4421822211;62:06200:0:Z2407949428;
CC1(C)CCCC(C)(C)O1,1332,62:06200:0:Z3198838092;62:06200:2:Z3322565082;62:06200:4:Z3200401865;
CN1CCNCC1=O,2924,62:06200:0:Z1726425069;62:06200:1:Z3140672271;62:06200:1:Z3718937898;
CN1CCCC1=O,9383,62:06200:0:Z1900530629;62:06200:0:Z3777934976;62:06200:0:Z2962039997;
O=c1[nH]nc2n1CCCC2,865,62:06200:0:Z4771810958;62:06200:0:Z2483359652;62:06200:2:Z3051429998;
C1=NOC2(C1)CNC2,519,62:06200:0:Z4771810958;62:06200:1:Z3647613840;62:06200:6:Z4273070189;
CC1NCCOC1C,329,62:06200:0:Z1443962351;62:06200:5:Z2773019016;62:06200:6:Z1481288631;
c1cnsc1,12320,62:06200:0:Z4012647411;62:06200:0:Z4076543395;62:06200:0:Z2837350421;
CC1CNc2ccccc21,606,62:06200:0:Z4012647411;62:06200:0:Z1832525733;62:06200:3:Z1880138348;
C1CCC2CNCC2C1,3079,62:06200:0:Z3639486238;62:06200:0:Z3393931110;62:06200:0:Z1653370759;
c1ccc2c(c1)CCOC2,10350,62:06200:0:Z3855864574;62:06200:0:Z2995876385;62:06200:0:Z3607869810;
Cc1ccnc(C)c1,3580,62:06200:0:Z4254115156;62:06200:0:Z4083567108;62:06200:1:Z4462689159;
Cc1cc(C)c2c(Cl)csc2c1,59,62:06200:0:Z2057773590;62:06203:2:Z1646838874;62:06204:6:Z1594079635;
O=C1CC2(CNC2)CN1,591,62:06200:0:Z2057773590;62:06200:0:Z4213593269;62:06200:1:Z4205259775;
O=c1[nH]ncc(Cl)c1Cl,293,62:06200:0:Z4871143885;62:06200:4:Z4871537050;62:06200:8:Z4870954579;
Cc1cccn(C)c1=O,579,62:06200:0:Z2493755339;62:06200:0:Z4238996392;62:06200:0:Z1454264662;
c1cnc2c(c1)OCCO2,1437,62:06200:0:Z2493755339;62:06200:0:Z1911208382;62:06200:0:Z2503899397;
Cc1cc2c(cc1Cl)NCC2,99,62:06200:0:Z4116033367;62:06200:4:Z4509188058;62:06200:6:Z4182638317;
C1CC2CNCC2C1,5905,62:06200:0:Z3548182712;62:06200:0:Z4448715282;62:06200:0:Z3695079410;
Fc1cccc2occc12,54,62:06200:0:Z3548182712;62:06200:0:Z3363926117;62:06202:0:Z4571596960;
CC1CNCC1F,347,62:06200:0:Z4269912152;62:06200:0:Z3597269771;62:06200:2:Z4246551055;
CN1CCC1,1568,62:06200:0:Z4269912152;62:06200:1:Z2932365963;62:06200:1:Z3681625043;
CC1C2Cc3ccccc3C12,131,62:06200:0:Z2148582442;62:06200:7:Z2147436289;62:06201:5:Z2117252236;
Cc1nc2ccccc2o1,2260,62:06200:0:Z2840942938;62:06200:0:Z1889148391;62:06200:1:Z1941902849;
O=C1NCCC12CCCNC2,373,62:06200:0:Z3883093407;62:06200:3:Z3868494203;62:06200:3:Z3868492933;
O=c1[nH]ccc2ccccc12,1697,62:06200:0:Z3883093407;62:06200:1:Z4271165347;62:06200:2:Z2925617278;
Cc1cc(=O)[nH]cn1,2235,62:06200:0:Z4026245773;62:06200:0:Z1624185405;62:06200:0:Z3204944484;
C1COCC2(C1)CNC2,388,62:06200:0:Z4959777920;62:06201:1:Z4591724933;62:06201:2:Z4962402585;
c1cc2nccnc2cn1,255,62:06200:0:Z4959777920;62:06200:2:Z3597252871;62:06200:3:Z2654617494;
CC1(O)CCNCC1(C)O,346,62:06200:0:Z4451540041;62:06200:0:Z4456160505;62:06200:2:Z4478388746;
C1CCC2NCCC2C1,2852,62:06200:0:Z3708003307;62:06200:0:Z3136154386;62:06200:0:Z4150631746;
NC1C2CCCC1CCC2,139,62:06200:0:Z4448902096;62:06200:1:Z2439550492;62:06200:2:Z2433645126;
CC1(C)COc2ccccc21,828,62:06200:0:Z2169134730;62:06200:1:Z2870027034;62:06200:3:Z3807007898;
O=c1cccn[nH]1,4744,62:06200:0:Z965664322;62:06200:0:Z4351095159;62:06200:0:Z3587607523;
c1ncc2sncc2n1,25,62:06200:0:Z4152512794;62:06202:6:Z3891379331;62:06209:5:Z2989385127;
Cc1cc(C)ncn1,3622,62:06200:0:Z1983604321;62:06200:0:Z3833392348;62:06200:1:Z3057680678;
Cc1cn2ccsc2n1,1242,62:06200:0:Z2715787154;62:06200:1:Z3384256461;62:06200:2:Z2709274580;
c1nnn[nH]1,24287,62:06200:0:Z296896346;62:06200:0:Z1696468408;62:06200:0:Z3143993196;
Cc1ccc2c(n1)CCCC2,424,62:06200:0:Z4263898786;62:06200:3:Z2970813338;62:06200:3:Z4390049860;
CN1CCCCC1,18660,62:06200:0:Z4263898786;62:06200:0:Z4122103008;62:06200:0:Z3602167424;
C1CC2CCNC2C1,3469,62:06200:0:Z3594731405;62:06200:0:Z4414926897;62:06200:0:Z3370914030;
Oc1ccc2ccccc2n1,877,62:06200:0:Z2965779528;62:06200:1:Z4226379797;62:06200:1:Z1699153126;
FC1(F)CCC2CNCC21,379,62:06200:0:Z2965779528;62:06200:5:Z3094843793;62:06201:1:Z2968135406;
Nc1ccccn1,3109,62:06200:0:Z4205093045;62:06200:0:Z3696970928;62:06200:0:Z4003453209;
c1ccc2nsnc2c1,2295,62:06200:0:Z2840316905;62:06200:0:Z3143109160;62:06200:1:Z3842390746;
Cc1cccc2nccn12,1382,62:06200:0:Z1352296166;62:06200:1:Z3882197980;62:06200:1:Z2434599375;
CC12CCCC(C1)OC2,365,62:06200:0:Z3830637272;62:06200:2:Z3571309299;62:06201:0:Z4274469134;
Cc1cccc(O)c1C,540,62:06200:0:Z796702118;62:06200:0:Z4324948935;62:06200:1:Z4226039088;
C1CC2OCCC2CO1,405,62:06200:0:Z3502635861;62:06200:7:Z4416934550;62:06201:0:Z3568247258;
Cc1ccc(C)nc1,1500,62:06200:0:Z3353688879;62:06200:2:Z4487884207;62:06200:2:Z4191916930;
C1CC2(C1)CCNCC2,3577,62:06200:0:Z4004826533;62:06200:0:Z3898795146;62:06200:0:Z2616297204;
O=c1cncc[nH]1,988,62:06200:0:Z1698888065;62:06200:0:Z2672848240;62:06200:1:Z4049050394;
Fc1cccc2c1CCO2,857,62:06200:0:Z1646581875;62:06200:2:Z4453369488;62:06200:2:Z4669205694;
c1ccc2nonc2c1,1771,62:06200:0:Z1646581875;62:06200:0:Z3551959398;62:06200:3:Z3787970258;
FC1(F)CCc2[nH]ncc2C1,269,62:06200:0:Z4541699860;62:06200:5:Z4609027990;62:06200:7:Z4610202921;
O=C1Cc2ccccc2N1,2867,62:06200:0:Z3405479799;62:06200:1:Z2228947417;62:06200:1:Z2225675842;
C1CC2(C1)CC2,7246,62:06200:0:Z3405479799;62:06200:0:Z3584197810;62:06200:0:Z3381114760;
Cc1csc(C)c1,809,62:06200:0:Z2765093196;62:06200:2:Z2212617094;62:06200:3:Z2212690835;
Clc1cccnn1,1010,62:06200:0:Z2765093196;62:06200:0:Z3391381290;62:06200:1:Z1272396991;
Cc1ccc(Cl)cc1,3998,62:06200:0:Z1665784535;62:06200:0:Z1745490886;62:06200:0:Z1198399599;
C1CC2CNCCN2C1,884,62:06200:0:Z1665784535;62:06200:2:Z2892119397;62:06200:2:Z1246729951;
CN1CCCCC12CC2,432,62:06200:0:Z4329082341;62:06200:0:Z3910525224;62:06200:0:Z3788125914;
OC1CCOc2ccccc21,965,62:06200:0:Z4214994997;62:06200:0:Z2150987365;62:06200:0:Z4221273641;
C1CC2CCCN2C1,1177,62:06200:0:Z4289754392;62:06200:0:Z1916192764;62:06200:0:Z4287539847;
CC1NCC1O,104,62:06200:0:Z4195517784;62:06201:8:Z4142495089;62:06203:1:Z4142498793;
c1cc2c(s1)CCNC2,2962,62:06200:0:Z4195517784;62:06200:0:Z2794276418;62:06200:0:Z1596732373;
CC1CNCCS(=O)C1,392,62:06200:0:Z4059971062;62:06200:0:Z3617218860;62:06200:1:Z1873054607;
C1CCC2OCCC2C1,2341,62:06200:0:Z3590150158;62:06200:0:Z3358757031;62:06200:0:Z3873822735;
C1COCCO1,8538,62:06200:0:Z4775660547;62:06200:0:Z4076921377;62:06200:0:Z3568394099;
Cc1ncnn1C,397,62:06200:0:Z3595324956;62:06200:2:Z2227589407;62:06200:6:Z2229671777;
O=C1CSc2ncccc2N1,217,62:06200:0:Z4138825498;62:06200:0:Z4054716121;62:06200:4:Z2284636232;
OC12CCC(CC1)CC2,296,62:06200:0:Z4027660516;62:06200:6:Z3996940799;62:06201:0:Z4350418722;
Cc1ccc2occc2c1,873,62:06200:0:Z1562834039;62:06200:0:Z2755354353;62:06200:1:Z2645648126;
c1ccn2ccnc2c1,8787,62:06200:0:Z2626166284;62:06200:0:Z1426639395;62:06200:0:Z4350162404;
Oc1ccnc2ccccc12,341,62:06200:0:Z4139313797;62:06200:0:Z1836460460;62:06200:1:Z4141684156;
C1OC2CC3CC1C2C3,235,62:06200:0:Z2926317011;62:06200:0:Z4304335348;62:06200:7:Z2956240545;
CC1CCC1,7177,62:06200:0:Z4316187457;62:06200:0:Z4887075334;62:06200:0:Z1372600904;
NC1CCC2(CCC2)NC1,139,62:06200:0:Z4387270125;62:06200:2:Z4422373298;62:06200:5:Z4422367802;
