fragment_smiles,occurences,example_ligands
C1CCOC1,141020,52:05200:0:Z2923516810;52:05200:0:Z3338442557;52:05200:0:Z2969692027;
c1ccc2c(c1)COC21CCNC1,171,52:05200:4:Z1716067408;52:05200:5:Z4187983468;52:05203:3:Z1717542149;
Nc1ncon1,186,52:05200:4:Z1333940913;52:05202:1:Z1333940242;52:05202:2:Z2013717830;
C1CC12CC21CC1,513,52:05200:4:Z2868686305;52:05200:4:Z2851022132;52:05200:6:Z3655604591;
O=C1NCCOC2CCCNC12,316,52:05200:4:Z4315079988;52:05200:4:Z2840573183;52:05200:5:Z4329898552;
Cc1cc(=O)[nH]nc1C,244,52:05200:4:Z4470952279;52:05200:8:Z4338138246;52:05200:8:Z1963497524;
Clc1nc2ccccn2n1,179,52:05200:4:Z3667798823;52:05200:7:Z3672140584;52:05201:4:Z3666872342;
CC1CCC(O)CN1,1531,52:05200:4:Z1953856548;52:05200:4:Z2852026835;52:05200:4:Z1953844707;
CN1CCNCc2ccccc21,337,52:05200:4:Z3603470793;52:05200:4:Z3603478268;52:05200:4:Z2145837152;
Cc1cn[nH]c1C,457,52:05200:4:Z2862866941;52:05200:4:Z2862668685;52:05200:8:Z2862757799;
NC1C2CNCC12,112,52:05200:4:Z4055566773;52:05202:4:Z3385977862;52:05203:2:Z3385971397;
CC1CCOC12CC2(F)F,261,52:05200:4:Z3323868688;52:05201:1:Z4400835148;52:05201:6:Z3612931553;
Fc1cc(F)c2c(c1)CNCC2,281,52:05200:4:Z3540657529;52:05200:5:Z2294887270;52:05200:9:Z1438229996;
CC12OCC(CO1)CO2,77,52:05200:4:Z4264736366;52:05200:6:Z4264734917;52:05203:3:Z4264710966;
Cc1sc2nccc(=O)n2c1C,197,52:05200:4:Z2719509527;52:05201:4:Z1827665571;52:05201:7:Z1593241155;
FC1(F)C2CCC1CNC2,364,52:05200:4:Z4155964928;52:05200:9:Z4153999935;52:05201:3:Z4157538637;
FC1(F)CNCCO1,279,52:05200:4:Z2707582317;52:05200:4:Z3373513174;52:05200:5:Z4274549499;
Cc1ccc(Cl)c2[nH]ccc12,101,52:05200:4:Z5064848211;52:05200:5:Z5064799551;52:05200:5:Z5064042258;
c1ccc2c(c1)CCC21CNCCO1,126,52:05200:4:Z1938400404;52:05201:2:Z2703854240;52:05201:8:Z2706991368;
CC12CCC(C1)OC2,826,52:05200:4:Z3864341433;52:05200:5:Z4116338124;52:05200:5:Z3578967504;
CC1CNC(C)(C)O1,122,52:05200:4:Z4211500249;52:05201:4:Z4211532749;52:05203:0:Z4211509576;
C1CC2(C1)CC1CCC2C1,66,52:05200:4:Z3540485758;52:05200:8:Z3580757620;52:05201:1:Z4517816326;
CC1(C)CNCCc2ccccc21,141,52:05200:4:Z2602364824;52:05200:4:Z3358288233;52:05201:3:Z2602364660;
Cc1cccc2c1C(C)CC2,166,52:05200:4:Z4595473140;52:05200:5:Z1851643056;52:05201:0:Z2287920428;
Fc1cc(F)c2c(c1)CCCO2,841,52:05200:4:Z2193448113;52:05200:5:Z5006926669;52:05200:5:Z3857229972;
Fc1cc(F)c2c(c1)CCO2,224,52:05200:4:Z4484642185;52:05200:5:Z4487910993;52:05201:3:Z4493006439;
OC1CCCc2ccccc21,246,52:05200:4:Z1281106841;52:05200:6:Z2219241386;52:05200:8:Z2631629210;
CC12CCC(C1)C(C)(C)NC2,77,52:05200:4:Z4350389571;52:05200:7:Z4293037522;52:05201:1:Z4106417653;
Clc1cccc2c1CNCC2,196,52:05200:4:Z2313412028;52:05200:5:Z5034597686;52:05201:0:Z2304714987;
CN1C(=O)NS(=O)(=O)c2ccccc21,10,52:05200:4:Z2991659409;52:05215:4:Z2589318087;52:05226:8:Z2832710107;
Cc1cc(C)c2c(C)nn(C)c2n1,46,52:05200:4:Z4464942290;52:05201:2:Z2640605814;52:05202:5:Z4922291318;
Cc1cc2nc[nH]c2cc1C,286,52:05200:4:Z1002371774;52:05200:4:Z1143355207;52:05200:5:Z3988956387;
C1CCC2(CC1)CCOCC2,385,52:05200:4:Z3040971353;52:05200:4:Z4599205702;52:05201:4:Z1951192364;
Clc1ccc2c(c1)C1CC1C2,88,52:05200:4:Z4090227426;52:05201:4:Z4020386006;52:05201:5:Z4013607492;
CC1(C)OCc2ccccc2O1,140,52:05200:4:Z1784399756;52:05200:5:Z2699686462;52:05200:9:Z2377910703;
CC1CNCC1(F)F,525,52:05200:4:Z5005010318;52:05200:4:Z3647879494;52:05200:7:Z5005003023;
OC1CNCC2(CCCC2)C1,315,52:05200:4:Z3321650663;52:05200:4:Z3601771693;52:05200:5:Z3321656309;
O=c1[nH]ncc2c1CCCC2,15,52:05200:4:Z3634033663;52:05210:3:Z3629959493;52:05214:9:Z4426786074;
C1CCC2(CCNC2)OC1,382,52:05200:4:Z3751225769;52:05200:7:Z4271389663;52:05201:0:Z3695297195;
c1ccc2c(c1)CCC1(CCC1)O2,170,52:05200:4:Z4324658635;52:05200:6:Z2874807210;52:05200:7:Z2711119586;
O=c1cc(O)cco1,123,52:05200:4:Z2027419187;52:05200:6:Z2027652134;52:05201:1:Z2785367949;
CN1CCC(=O)NC2CNCCC21,205,52:05200:4:Z4191081930;52:05201:8:Z4296556046;52:05202:0:Z4200330238;
Nc1nc2cncnc2s1,148,52:05200:4:Z3830038274;52:05201:5:Z3829201053;52:05201:8:Z4228177654;
CC1CNCCC12CCNCC2,144,52:05200:4:Z4539355912;52:05201:0:Z4539361223;52:05201:1:Z4536849255;
CC1CNCCC1=O,367,52:05200:4:Z4416338555;52:05200:7:Z1952959327;52:05200:8:Z2296274958;
CC1(C)NCCC1O,337,52:05200:4:Z2189991238;52:05200:9:Z3795027102;52:05201:2:Z2189473312;
c1ccc2c(c1)NCC21CCC1,155,52:05200:4:Z1887217186;52:05200:9:Z4114803314;52:05201:0:Z3105735870;
c1ccc2c(c1)oc1cncnc12,90,52:05200:4:Z3562094353;52:05201:4:Z1514125136;52:05201:5:Z82168954;
CC1CC(C)n2nccc2N1,149,52:05200:4:Z4055072146;52:05202:7:Z4998592713;52:05203:1:Z3185206259;
C1CSCSC1,786,52:05200:4:Z4176915740;52:05200:5:Z1195117202;52:05200:5:Z4320374381;
O=C1Nc2ccccc2C1(F)F,192,52:05200:4:Z3603172663;52:05200:6:Z3608259746;52:05203:1:Z3608254627;
CC1NC(C)C(C)NC1=O,206,52:05200:4:Z2913121483;52:05202:1:Z4963986819;52:05202:5:Z2917436773;
Cc1ccc2c(O)ccnc2n1,72,52:05200:4:Z2100192711;52:05201:0:Z2281422474;52:05203:1:Z829155308;
CC1CNCCc2ccc(O)cc21,160,52:05200:4:Z4273233570;52:05200:9:Z3644211158;52:05202:5:Z3653276740;
Cn1c(=O)c2ccsc2n(C)c1=O,90,52:05200:4:Z4600519888;52:05203:1:Z4322838686;52:05203:2:Z2721561696;
Cn1ncc2ccccc2c1=O,430,52:05200:4:Z1549803034;52:05200:4:Z1576244208;52:05200:5:Z3612561074;
Clc1cc[nH]n1,257,52:05200:4:Z1549803034;52:05201:1:Z1549809432;52:05201:3:Z1771281395;
O=S1(=O)CC2CC1C2,202,52:05200:4:Z4329150348;52:05200:4:Z4179278860;52:05200:4:Z4179283870;
O=S1(=O)CCC2(CNCCO2)C1,243,52:05200:4:Z3357469628;52:05201:4:Z4198867515;52:05202:5:Z2851684952;
NC1CNCC12CCC2,229,52:05200:4:Z3046371728;52:05200:9:Z3138967997;52:05201:0:Z3138969299;
CC1(O)CCC1,774,52:05200:4:Z4768591081;52:05200:4:Z4353130532;52:05200:5:Z4281585479;
Fc1cccn2cncc12,236,52:05200:4:Z4961490645;52:05200:6:Z3646595473;52:05201:2:Z4351621010;
Clc1csc2sccc12,87,52:05200:4:Z2444478384;52:05200:7:Z4239076067;52:05201:7:Z1457987832;
Cc1cc2scnc2cc1F,119,52:05200:4:Z2623597449;52:05201:8:Z1970968964;52:05202:5:Z1954432213;
OC1CCNCC1(F)F,407,52:05200:4:Z2623597449;52:05200:5:Z4620861473;52:05201:1:Z2618696367;
O=S1(=O)Nc2cccc3cccc1c23,52,52:05200:4:Z4208474668;52:05210:3:Z2266412569;52:05210:3:Z3521471759;
CC1OCCC12CNCCO2,375,52:05200:4:Z1940808548;52:05200:4:Z4044844958;52:05201:5:Z3547258729;
Cn1ccc(O)n1,274,52:05200:4:Z3585755116;52:05200:6:Z4140733920;52:05200:9:Z3551272133;
CN1CCC2(CC1)CNC1COCC12,86,52:05200:4:Z4325806830;52:05201:0:Z4217290236;52:05201:2:Z3609958212;
Cc1cc2c(=O)n(C)cnc2o1,163,52:05200:4:Z3856091472;52:05201:6:Z1870736747;52:05201:8:Z3855482699;
OC1CNCC12CCC2,351,52:05200:4:Z3856091472;52:05200:5:Z3778006237;52:05201:0:Z3797391133;
CN1CCNCC12CCCCC2,148,52:05200:4:Z4959786189;52:05200:9:Z3344963113;52:05201:0:Z2909370388;
CC1Cc2cc(F)ccc2C(C)N1,73,52:05200:4:Z1665982970;52:05205:9:Z1571885648;52:05206:8:Z2378596593;
FC1(F)C2CCNCCC21,339,52:05200:4:Z3622589330;52:05201:7:Z3640878391;52:05201:8:Z4638778084;
Cc1ccc2cc(Cl)ccc2n1,240,52:05200:4:Z1417409270;52:05200:5:Z2456053051;52:05200:7:Z4255969402;
OC1COc2ccccc21,12,52:05200:4:Z4223745674;52:05205:9:Z3506252487;52:05210:7:Z2618229093;
c1cn2c(n1)CCCN2,464,52:05200:4:Z4220316652;52:05200:5:Z4961426955;52:05200:6:Z4220311292;
CN1CCc2[nH]c(=O)ccc2C1,141,52:05200:4:Z3362966078;52:05201:5:Z4101279519;52:05201:9:Z3606693185;
CC1CNCC(O)C1,686,52:05200:4:Z3191949885;52:05200:4:Z4112859099;52:05200:6:Z2335303927;
C1COCCON1,240,52:05200:4:Z4198998445;52:05200:5:Z3060254335;52:05200:8:Z4141579796;
C1CC2(CCO2)CN1,109,52:05200:4:Z3620520016;52:05201:7:Z4229758073;52:05201:9:Z4229764223;
Cc1nn2cccnc2c1Cl,137,52:05200:4:Z3620860246;52:05201:0:Z1878639129;52:05201:9:Z2170114039;
c1cnc2c(c1)NCCN2,106,52:05200:4:Z3053839222;52:05200:7:Z3053836750;52:05201:1:Z4871566708;
C1CCC2(C1)COCCN2,208,52:05200:4:Z2197850250;52:05200:9:Z1952646391;52:05201:6:Z3522586037;
Oc1ccc2c(c1)CNCCC2,211,52:05200:4:Z3881153831;52:05200:8:Z3833031021;52:05201:0:Z3867711659;
Nc1ncc2c(n1)CCCC2,211,52:05200:4:Z4304541563;52:05200:8:Z4303736553;52:05201:4:Z4304223946;
CC1(C)CNCC2(CCCC2)O1,221,52:05200:4:Z1798519313;52:05201:3:Z1797878414;52:05203:8:Z1796393934;
Fc1cnccc1Cl,584,52:05200:4:Z1798519313;52:05200:5:Z1753403121;52:05200:6:Z4413093760;
c1ccc2c(c1)NCCC21CC1,132,52:05200:4:Z3622740679;52:05201:6:Z3521235881;52:05203:7:Z4128537674;
Cc1ccc2[nH]ccc(=O)c2c1,178,52:05200:4:Z2361502443;52:05200:5:Z2232379925;52:05202:0:Z2499362366;
Cc1ccc2occc2n1,279,52:05200:4:Z3172105842;52:05201:5:Z4470790464;52:05201:6:Z2966782529;
Clc1ccc2cc3n(c2c1)CCNC3,67,52:05200:4:Z1894492970;52:05203:7:Z5000883317;52:05204:8:Z4099725696;
O=S1CC2(CNC2)C1,332,52:05200:4:Z4405139651;52:05200:6:Z4407313283;52:05201:4:Z4466993695;
FC1(F)C2CCCC1CC2,458,52:05200:4:Z4507104759;52:05200:6:Z4907614257;52:05200:6:Z4506565507;
O=C1NCC2CCC1N2,783,52:05200:4:Z5023880112;52:05200:4:Z3822597982;52:05200:5:Z5006926669;
c1cc2c(cn1)NCCS2,223,52:05200:4:Z2996503047;52:05200:5:Z1374878061;52:05200:9:Z2996502913;
CC1=CCNCC1,172,52:05200:4:Z4139970647;52:05201:8:Z2015839037;52:05202:9:Z2801313350;
CN1CCC2CNCC2C1,997,52:05200:4:Z3207297420;52:05200:4:Z4250676816;52:05200:4:Z4392766903;
O=c1[nH]ccc2ccsc12,226,52:05200:4:Z3055325300;52:05200:4:Z3899360083;52:05200:9:Z3711291608;
Cn1cnc(=O)cc1N,17,52:05200:4:Z3638747800;52:05205:0:Z3799446940;52:05212:2:Z3638748721;
O=C1NCCCc2ccccc21,219,52:05200:4:Z3054925869;52:05200:4:Z3176257778;52:05201:5:Z3858852402;
CC1(C)CCc2cc(F)ccc2O1,306,52:05200:4:Z3685427658;52:05200:4:Z3189776668;52:05200:4:Z3684641220;
c1cc2c3c(c1)NCCC3CCC2,80,52:05200:4:Z1886730697;52:05200:4:Z1557515104;52:05200:9:Z4114560343;
Fc1cccc2cc[nH]c12,329,52:05200:4:Z1960873849;52:05200:6:Z5034545177;52:05200:6:Z1950495561;
c1cnc2c(n1)CCCC2,494,52:05200:4:Z4576257340;52:05200:7:Z3083625667;52:05200:7:Z3082797615;
Clc1ccc2[nH]ncc2c1,390,52:05200:4:Z3642611182;52:05200:4:Z2965916934;52:05200:4:Z3659820309;
Cc1cncc(Cl)c1,234,52:05200:4:Z4333685756;52:05200:5:Z2193709497;52:05201:3:Z4026400271;
Nc1ncsn1,256,52:05200:4:Z1454723866;52:05200:9:Z4021336955;52:05201:9:Z3391318228;
O=C1CCNCCCCCN1,337,52:05200:4:Z2956553057;52:05200:5:Z3582658289;52:05201:0:Z2994696793;
c1ccn2cccc2c1,634,52:05200:4:Z4407827200;52:05200:5:Z2965855111;52:05200:6:Z3713662053;
Fc1ccc2nccn2c1,272,52:05200:4:Z4113285168;52:05200:7:Z2782533816;52:05200:7:Z2770570405;
Fc1cccc2c1NCC2,329,52:05200:4:Z1455539879;52:05201:0:Z3132469557;52:05201:0:Z1848688939;
CC1NCCc2c(F)cc(F)cc21,145,52:05200:4:Z4769240390;52:05202:3:Z1495906458;52:05202:6:Z2870482872;
CC1(C)C(F)C1(C)C,126,52:05200:4:Z4581275757;52:05200:4:Z4581490251;52:05201:5:Z3671222185;
Cc1ncc(Cl)cn1,352,52:05200:4:Z2646953169;52:05200:6:Z3611254111;52:05200:6:Z3655503113;
O=C1CC2(CCOC2)C1,136,52:05200:4:Z4264068478;52:05201:0:Z4272371805;52:05201:2:Z4273408772;
Cn1ccc(=O)c2ccccc21,133,52:05200:4:Z2778143689;52:05203:2:Z2767372445;52:05203:3:Z3370198837;
Fc1cnc2c(c1)CCN2,180,52:05200:4:Z4132707960;52:05200:4:Z4686344003;52:05200:9:Z4335209759;
CN1CC2CNCCN2C1=O,399,52:05200:4:Z1905915917;52:05200:4:Z4389362455;52:05200:6:Z2840874034;
c1ncc2c[nH]nc2n1,106,52:05200:4:Z3493112462;52:05201:2:Z3493110787;52:05202:7:Z3493116344;
c1ccc2c(c1)CNc1ccccc1-2,23,52:05200:4:Z1335881972;52:05203:4:Z3790223156;52:05208:5:Z4076731152;
CC1CC2(CCNCC2)CN1,173,52:05200:4:Z2386289561;52:05202:0:Z2387761562;52:05202:5:Z2389830682;
Cc1cc(Cl)ccn1,100,52:05200:4:Z4002973180;52:05200:9:Z4002826718;52:05203:6:Z4002519198;
c1ccn2c(c1)nc1sccc12,138,52:05200:4:Z1667705288;52:05200:5:Z1617585043;52:05202:1:Z343411476;
Clc1ccnc2[nH]ncc12,167,52:05200:4:Z4906218486;52:05201:6:Z4906637598;52:05202:3:Z4906227841;
Clc1ccc2ccncc2c1,308,52:05200:4:Z4304504579;52:05200:4:Z4178306158;52:05201:6:Z4422002772;
CC1(C)CCCC(N)C1,24,52:05200:4:Z2926814386;52:05201:2:Z3496189602;52:05210:0:Z3815658288;
c1cc2cnncc2o1,113,52:05200:4:Z2852257651;52:05202:1:Z1159119493;52:05205:2:Z3077463593;
Fc1ccc2ccoc2c1,779,52:05200:4:Z4115120042;52:05200:6:Z4082937809;52:05200:6:Z2645772853;
Cn1ccc(=O)cc1,478,52:05200:4:Z3353441240;52:05200:4:Z3353442048;52:05200:4:Z3352128660;
CC1CS(=O)(=O)CCN1,786,52:05200:4:Z3570072075;52:05200:4:Z3570072071;52:05200:4:Z2779802668;
O=C1NCCc2cncn21,132,52:05200:4:Z3652701622;52:05200:5:Z3197437535;52:05200:5:Z3197438422;
Nc1ncc2c(n1)CC1CCC2N1,70,52:05200:4:Z4248208199;52:05202:3:Z4275771900;52:05203:8:Z4275768727;
Fc1cccc2[nH]ccc12,955,52:05200:4:Z3366232500;52:05200:5:Z4029246235;52:05200:5:Z1997929491;
c1cnc2c(c1)OCCN2,314,52:05200:4:Z4125836469;52:05200:5:Z4298941935;52:05200:7:Z4125826542;
Cc1nc2cncnc2s1,120,52:05200:4:Z3391207553;52:05200:8:Z3393258846;52:05201:3:Z3392405611;
Fc1cc2[nH]cnc2cc1Cl,143,52:05200:4:Z4343673713;52:05200:8:Z4352028634;52:05200:8:Z4421537608;
O=S1(=O)CCNNCC1,212,52:05200:4:Z3060271399;52:05201:8:Z3188032174;52:05201:8:Z4136580712;
O=S1(=O)N=C2CCNCC2=CN1,74,52:05200:4:Z4883214822;52:05203:4:Z3583578894;52:05203:6:Z4066166316;
Cc1ccc2c(c1)NCCCC2,68,52:05200:4:Z4127360255;52:05201:2:Z3627589776;52:05202:7:Z4342826769;
c1ccc2c(c1)oc1ccccc12,181,52:05200:4:Z2775296698;52:05200:4:Z2480694658;52:05201:3:Z1737088031;
Cn1ccc(Cl)c1Cl,248,52:05200:4:Z379747632;52:05201:7:Z2964246512;52:05201:9:Z1693161431;
O=c1[nH]cnc2ncsc12,52,52:05200:4:Z4238038764;52:05202:1:Z4445958701;52:05204:6:Z3340861242;
C1CCC2(CCC2)CNC1,202,52:05200:4:Z4022777014;52:05201:5:Z4022776945;52:05201:5:Z3187065910;
O=S1(=O)CC2(CCOCC2)CN1,79,52:05200:4:Z3796827671;52:05200:4:Z3800302188;52:05201:6:Z3796827144;
OC1CCCCCCC1,67,52:05200:4:Z3359216733;52:05201:0:Z3358957564;52:05205:0:Z3360535827;
CC1(C)Cc2ccccc2N1,176,52:05200:4:Z4707855537;52:05200:8:Z4207740665;52:05201:1:Z2873593237;
OC1CNC2COCC12,284,52:05200:4:Z3434991189;52:05201:0:Z4503828678;52:05201:4:Z3438868022;
c1ncc2ncsc2n1,642,52:05200:4:Z4345445718;52:05200:6:Z2611747417;52:05200:8:Z4272365238;
Nc1ccnc(O)c1Cl,64,52:05200:4:Z5055431137;52:05204:0:Z4295803000;52:05204:0:Z4295637811;
O=c1[nH]cnc2cccnc12,142,52:05200:4:Z4456290391;52:05200:6:Z2851183488;52:05200:7:Z3870144770;
CC1CCCCNC1=O,23,52:05200:4:Z4251522846;52:05201:5:Z3634950644;52:05206:5:Z3634963954;
O=S1(=O)CC2CC1CN2,382,52:05200:4:Z4597827706;52:05200:7:Z3093947279;52:05200:8:Z4128108791;
CN1C(=O)CSC12CCNCC2,245,52:05200:4:Z1645640974;52:05200:7:Z1645641295;52:05201:4:Z2309746461;
O=S1(=O)CCNC2CCCCCN21,77,52:05200:4:Z3715400919;52:05200:5:Z3715401584;52:05201:2:Z3657625205;
CC1(C)CNCc2cn[nH]c2C1,292,52:05200:4:Z2608610792;52:05200:7:Z4111423796;52:05200:8:Z2617025154;
Cc1ccc2cnccc2c1,398,52:05200:4:Z3599916475;52:05200:8:Z4129890468;52:05201:0:Z4199983908;
O=S1(=O)CCCc2ccccc21,866,52:05200:4:Z3496869090;52:05200:5:Z2770516589;52:05200:5:Z3712438014;
O=C1CCNC2(CCC2)C1,227,52:05200:4:Z4304139372;52:05201:8:Z2493985319;52:05201:8:Z4350324449;
CC1CCc2sccc2C1,218,52:05200:4:Z1662767894;52:05200:7:Z809465650;52:05201:1:Z997358514;
CN1CCNc2cc(F)ccc21,168,52:05200:4:Z4128614428;52:05201:6:Z3351896746;52:05203:4:Z1361748297;
c1ccc2c(c1)CCC1(CCOC1)O2,90,52:05200:4:Z3619998544;52:05203:1:Z3366159949;52:05203:2:Z3080099827;
CC1(C)CCCC(=O)N1,639,52:05200:4:Z2021889296;52:05200:6:Z2017413891;52:05200:7:Z3354206667;
Fc1ccc2c(c1)NCCC2,475,52:05200:4:Z2021889296;52:05200:5:Z4502558975;52:05200:7:Z4087286139;
C1CCC2(CC1)CCCNC2,257,52:05200:4:Z2364527878;52:05200:4:Z3841811396;52:05200:6:Z2816184577;
Cc1csc(N)n1,171,52:05200:4:Z2390790947;52:05200:9:Z2391438975;52:05201:1:Z3520411139;
O=c1cc(O)cc2n1CCCC2,124,52:05200:4:Z4307756816;52:05200:9:Z4256694075;52:05202:0:Z4220817436;
Oc1ccc2[nH]ccc2c1,125,52:05200:4:Z3391720629;52:05201:5:Z3619565950;52:05201:9:Z3391720934;
Cc1ncncn1,217,52:05200:4:Z3394813738;52:05200:4:Z2396053086;52:05200:7:Z1449836366;
NC12CC3CC(CC(C3)C1)C2,52,52:05200:4:Z4176651610;52:05200:4:Z3799808355;52:05200:4:Z4176658796;
O=C1NC2CCC1CC2,229,52:05200:4:Z4078214230;52:05200:8:Z4069850558;52:05201:3:Z4082032158;
c1ccc2c(c1)CNC1CC2C1,14,52:05200:4:Z3752299119;52:05211:1:Z4508400946;52:05232:5:Z3712303300;
Cc1ncc2cn[nH]c2n1,269,52:05200:4:Z1449875923;52:05201:0:Z3562346333;52:05201:1:Z3079969680;
CC1(C)Cc2ncsc2C(C)(C)O1,50,52:05200:4:Z4101134565;52:05204:5:Z3177447268;52:05207:8:Z3093031350;
Cn1ncc2c1CCCN2,440,52:05200:4:Z3550387279;52:05200:7:Z3550704674;52:05200:7:Z4367041305;
CC1=NOC2(CCC2)C1,369,52:05200:4:Z4215884658;52:05200:5:Z3698098979;52:05200:9:Z3666709564;
CC1(C)CC2(CCN2)CCO1,261,52:05200:4:Z4279157534;52:05200:5:Z4177034386;52:05200:5:Z4071720119;
c1n[nH]c2c1CCCCC2,303,52:05200:4:Z2458119928;52:05200:6:Z3646134179;52:05200:7:Z1828704019;
Fc1cc2c(cc1F)CCC2,283,52:05200:4:Z4492902831;52:05200:7:Z4003856201;52:05200:9:Z4118462781;
c1nc2c(s1)CCNC2,239,52:05200:4:Z2853932885;52:05200:5:Z2873318239;52:05200:6:Z3550836484;
NC1CCCC2CNCC12,238,52:05200:4:Z3828857476;52:05201:4:Z2362743925;52:05202:0:Z2361464229;
OC1CCOCC1O,186,52:05200:4:Z4317010546;52:05200:9:Z4320067289;52:05200:9:Z4326399482;
OC1CNc2ccccc2C1,198,52:05200:4:Z1918184833;52:05201:7:Z1928921330;52:05202:5:Z1928919532;
Nc1cncs1,156,52:05200:4:Z4261336019;52:05200:5:Z4286549547;52:05201:0:Z4288902784;
c1noc2c1CCC2,79,52:05200:4:Z3351671149;52:05201:9:Z3362116353;52:05202:5:Z3505905559;
Fc1ccc2c(c1F)OCCN2,143,52:05200:4:Z2641623295;52:05201:0:Z5044338500;52:05201:2:Z4064027690;
OC1CCC2(CCNC2)CC1,363,52:05200:4:Z3399745749;52:05200:7:Z4391284986;52:05200:7:Z4413130956;
Cc1n[nH]c(=O)[nH]1,429,52:05200:4:Z3352031654;52:05200:6:Z3381810386;52:05200:6:Z4601652657;
Cn1nccc1N,613,52:05200:4:Z4220944066;52:05200:5:Z2647223337;52:05200:9:Z1676966105;
CN1CCC2(CC1)CNC2,367,52:05200:4:Z3589553505;52:05200:6:Z3589578861;52:05201:0:Z3682627156;
c1ccc2c(c1)CC1(CCC1)C2,98,52:05200:4:Z4876904018;52:05203:3:Z4887304287;52:05204:0:Z4878934434;
Oc1ccc2c(c1)OCCO2,190,52:05200:4:Z3204502610;52:05200:5:Z2437461066;52:05201:4:Z2777683467;
CC1CCc2[nH]ncc2C1,243,52:05200:4:Z2691020348;52:05201:5:Z4051791793;52:05201:9:Z3612421371;
CN1c2ccccc2CCS1(=O)=O,117,52:05200:4:Z3346787872;52:05200:5:Z3684643900;52:05200:5:Z3684643932;
CC1(N)CCNCC1,233,52:05200:4:Z2355703369;52:05201:3:Z4114842494;52:05201:4:Z2873757981;
CC1CNc2ccccc2S1,109,52:05200:4:Z4112499859;52:05201:0:Z1391708578;52:05201:7:Z2318756694;
O=C1NCCCc2cc[nH]c21,278,52:05200:4:Z4253242278;52:05201:4:Z3699496023;52:05201:5:Z4254971485;
Cc1cc(C)n2ccncc12,201,52:05200:4:Z4389362455;52:05200:4:Z4389935889;52:05201:1:Z4327118708;
Fc1cc[nH]n1,146,52:05200:4:Z3533056333;52:05200:5:Z3596738998;52:05200:5:Z3538962047;
Fc1cc(F)c2cc[nH]c2c1,197,52:05200:4:Z4222023795;52:05200:4:Z4302844803;52:05201:0:Z4303589630;
CC1CCCC1C,371,52:05200:4:Z2255346717;52:05200:8:Z3611553941;52:05200:8:Z2675917502;
c1cc2cncnc2cn1,116,52:05200:4:Z3395531380;52:05200:6:Z2347525997;52:05201:2:Z2615664900;
Cc1ncccc1F,44,52:05200:4:Z3828861738;52:05204:4:Z3830430438;52:05205:3:Z3830039843;
Cc1ccc2n1CCNC2C,124,52:05200:4:Z4493115049;52:05200:8:Z2261821585;52:05201:8:Z161304466;
Nc1ccc(Cl)nn1,61,52:05200:4:Z3390464881;52:05202:4:Z3392342002;52:05205:6:Z3391669118;
CC1CNCC2(CCOC2)O1,396,52:05200:4:Z1954679110;52:05200:5:Z3076958172;52:05200:8:Z4193010326;
c1ccc2c(c1)CNCC1(CCOC1)O2,64,52:05200:4:Z3209021409;52:05200:5:Z3392163230;52:05201:1:Z3209019010;
c1cc2n(c1)CCNC21COC1,187,52:05200:4:Z4214904526;52:05200:6:Z4491963503;52:05200:6:Z4217149642;
Oc1ccc2cc(O)ccc2c1,69,52:05200:4:Z4311337925;52:05200:5:Z4311231321;52:05202:1:Z4311139309;
Cc1nc2sccc2c(=O)[nH]1,39,52:05200:4:Z1407799875;52:05200:5:Z236057012;52:05200:6:Z2991658855;
CC1NCc2ccccc21,478,52:05200:4:Z2601947354;52:05200:4:Z1321587991;52:05200:7:Z3555529148;
Cc1cnc2c(c1)NCCN2,121,52:05200:4:Z4954250507;52:05200:5:Z2692083229;52:05201:3:Z2692080608;
c1ncc2[nH]cnc2n1,588,52:05200:4:Z5061600816;52:05200:5:Z1148793976;52:05200:9:Z4770906573;
NC1CNCCc2ccccc21,138,52:05200:4:Z3798076853;52:05201:3:Z5060033985;52:05202:3:Z3798091911;
Cc1cc(C)c2cn[nH]c2n1,14,52:05200:4:Z4735280370;52:05208:0:Z1564779668;52:05208:0:Z1564709050;
Fc1cccc2c1CNCC2,954,52:05200:4:Z4194317040;52:05200:5:Z4087755570;52:05200:6:Z3513064238;
CC1CCC(=O)CC1,291,52:05200:4:Z2305857097;52:05203:4:Z4085902684;52:05203:4:Z2267726475;
CC1(C)CCCS1,358,52:05200:4:Z3102172996;52:05201:0:Z3142546694;52:05201:0:Z3997193881;
O=c1[nH]cnc2ccc(F)cc12,165,52:05200:4:Z1328954793;52:05200:5:Z3060254335;52:05202:0:Z1273084161;
Nc1cncnc1,95,52:05200:4:Z2218059435;52:05201:6:Z1486524780;52:05203:5:Z1486491715;
Clc1cnsc1,89,52:05200:4:Z3364060331;52:05201:5:Z3363695401;52:05202:3:Z4210359490;
C1COC2CCNCC2C1,445,52:05200:4:Z3193297030;52:05200:4:Z1665647047;52:05200:5:Z1882695111;
O=S1(=O)Cc2ccccc2C1,372,52:05200:4:Z2480152690;52:05200:5:Z2590437984;52:05200:9:Z4082107653;
Cc1cccc2c1OCCC2,1404,52:05200:4:Z4996595613;52:05200:7:Z2312991118;52:05200:7:Z2814167468;
Fc1cnc2[nH]ccc2c1,67,52:05200:4:Z4199326094;52:05206:4:Z4199321847;52:05207:1:Z4279411695;
