fragment_smiles,occurences,example_ligands
Cc1ccno1,28254,222:22200:0:PV-003959590671;222:22200:0:PV-003959590672;222:22200:0:PV-003959590673;
CC1CCNC1,165042,222:22200:0:PV-003959590671;222:22200:0:PV-003959590672;222:22200:0:PV-003959590673;
Cc1c[nH]cn1,4924,222:22200:0:PV-003959590678;222:22200:0:PV-002096127578;222:22200:0:PV-003959594286;
Cc1cc(C)cc(O)c1,1748,222:22200:0:PV-003959590678;222:22200:0:PV-003959591756;222:22200:1:PV-004703237832;
Nc1ccccn1,15336,222:22200:0:PV-003231245719;222:22200:0:PV-002781333488;222:22200:0:PV-002781333795;
C1CC2CCN(C1)C2,381,222:22200:0:PV-003231245719;222:22200:0:PV-001468397276;222:22200:6:PV-004703407060;
Cc1cc(C)c2cc[nH]c2c1,200,222:22200:0:PV-002781333442;222:22200:5:PV-003959610611;222:22200:6:PV-004703411226;
CC1CCCO1,26350,222:22200:0:PV-003959590687;222:22200:0:PV-003959591403;222:22200:0:PV-003959591590;
C1CCNC1,586852,222:22200:0:PV-003959590687;222:22200:0:PV-003231245762;222:22200:0:PV-003231245786;
c1cn[nH]c1,224642,222:22200:0:PV-003959590687;222:22200:0:PV-003231245786;222:22200:0:PV-003231245787;
C1CCNCC1,496253,222:22200:0:PV-003959590688;222:22200:0:PV-003231245876;222:22200:0:PV-003231245877;
C1CCc2[nH]nnc2C1,1863,222:22200:0:PV-003959590688;222:22200:0:PV-003959595822;222:22200:0:PV-003959595833;
c1ccc2c(c1)CCOC2,4879,222:22200:0:PV-003231245762;222:22200:0:PV-003231247816;222:22200:0:PV-003959592201;
Fc1cccc2ncncc12,3,222:22200:0:PV-003231245769;222:22200:2:PV-004703250272;222:22293:9:PV-003962341214;
C1NCC2CC12,113894,222:22200:0:PV-003231245769;222:22200:0:PV-003231246019;222:22200:0:PV-000455394081;
C1CC2(C1)CNC2,27754,222:22200:0:PV-003959590699;222:22200:0:PV-003231248652;222:22200:0:PV-003959591992;
CN1CCCC(O)C1,543,222:22200:0:PV-003959590699;222:22200:1:PV-003959597545;222:22200:2:PV-004703257227;
C1COCCN1,58475,222:22200:0:PV-003959590700;222:22200:0:PV-002781333774;222:22200:0:PV-000576054142;
c1c[nH]nn1,99077,222:22200:0:PV-003959590700;222:22200:0:PV-000279171535;222:22200:0:PV-002781333565;
C1CCCC1,231467,222:22200:0:PV-003959590700;222:22200:0:PV-003959590709;222:22200:0:PV-003959590710;
CC1CNCCCN1,29303,222:22200:0:PV-003959590707;222:22200:0:PV-003959590708;222:22200:0:PV-003959591752;
c1ccccc1,309772,222:22200:0:PV-003959590707;222:22200:0:PV-003959590708;222:22200:0:PV-003231245863;
C1CC2(C1)CCC2,20915,222:22200:0:PV-003959590709;222:22200:0:PV-003959590710;222:22200:0:PV-003959590711;
O=C1CCCN1,69781,222:22200:0:PV-003959590709;222:22200:0:PV-003959590710;222:22200:0:PV-003959590711;
c1ccncc1,228501,222:22200:0:PV-003231245786;222:22200:0:PV-003231245787;222:22200:0:PV-003231245805;
c1cnoc1,116433,222:22200:0:PV-003959590712;222:22200:0:PV-003959590713;222:22200:0:PV-003231246018;
C1CC2CNCC2CN1,15073,222:22200:0:PV-003959590712;222:22200:0:PV-003959590713;222:22200:0:PV-003231251322;
