fragment_smiles,occurences,example_ligands
O=C1CNCCN1,16478,93:09300:0:Z4115787563;93:09300:0:Z4239726013;93:09300:0:Z4223865888;
CN1CCN(C)c2ccccc2C1=O,71,93:09301:8:Z4088799576;93:09302:1:Z4285841632;93:09304:1:Z4144908191;
Fc1cc(F)c2c(c1)CCN2,217,93:09301:8:Z1460973736;93:09301:8:Z3695240998;93:09302:4:Z2348582920;
O=C1CCS(=O)(=O)c2ccccc21,135,93:09301:8:Z3518958331;93:09302:0:Z3437850093;93:09302:1:Z3584610952;
CN1CCCc2ccccc2C1,253,93:09301:8:Z4157664719;93:09302:0:Z4156304043;93:09302:2:Z4156293334;
Cc1cc2cc(Cl)ccc2s1,48,93:09301:8:Z1378500798;93:09303:7:Z2504416995;93:09305:6:Z2201151474;
Cn1ncc2c1CCC(F)C2,63,93:09301:8:Z3509314092;93:09302:1:Z3508584395;93:09305:0:Z3506996711;
Cc1cccc2ncn(C)c12,125,93:09301:8:Z3294624099;93:09302:4:Z3049620511;93:09303:0:Z1538508239;
O=S1(=O)Nc2ccccc2N1,91,93:09301:8:Z3499999552;93:09305:0:Z1752245028;93:09305:2:Z4355025967;
Cc1nn(C)c2c1C(=O)CCN2,121,93:09301:8:Z4366609055;93:09303:2:Z3798339043;93:09304:6:Z4366611515;
Cc1cc(O)nc2ccccc12,182,93:09301:8:Z2883292148;93:09303:2:Z3596624139;93:09303:9:Z5048824863;
CC12OCC(CO1)CO2,42,93:09301:8:Z4264693584;93:09304:5:Z4278324783;93:09306:2:Z4264742312;
FC1(F)CC2(CNC2)C1,123,93:09301:8:Z1549751128;93:09302:8:Z1549754481;93:09302:9:Z1549747614;
Fc1ccnnc1,44,93:09301:8:Z4313284371;93:09301:8:Z4313274263;93:09301:8:Z4313146179;
NC1CNc2ccccc2C1,102,93:09301:8:Z3333034373;93:09303:2:Z4421153998;93:09303:4:Z2465536321;
Cc1ccsc1Cl,135,93:09301:8:Z4216997534;93:09302:0:Z1829244920;93:09305:1:Z1828148528;
O=c1[nH]c2ccc(Cl)cc2o1,251,93:09301:8:Z2289321589;93:09302:1:Z2720768300;93:09302:1:Z3143909978;
Cc1cc(Cl)cc2ccoc12,17,93:09301:8:Z3367877015;93:09303:9:Z2286005219;93:09312:3:Z1891330854;
Cc1c(Cl)ccc2cccnc12,174,93:09301:8:Z4960069686;93:09301:9:Z1675942406;93:09302:1:Z4954221871;
CC1CCC1C,111,93:09301:8:Z4775647414;93:09302:0:Z4775491268;93:09302:3:Z4775450945;
Cc1ccc(C)c(Cl)c1,179,93:09301:8:Z3606653804;93:09302:4:Z1952699131;93:09302:6:Z1953401381;
O=c1cc(Cl)[nH]c(=O)[nH]1,26,93:09301:9:Z2365021776;93:09306:3:Z2205204911;93:09309:5:Z2205203200;
CC1(C)CNC2COCC21,269,93:09301:9:Z2266504563;93:09302:0:Z2280185817;93:09302:3:Z4139413931;
Nc1nc2cncnc2s1,87,93:09301:9:Z4224515934;93:09301:9:Z4223103174;93:09302:7:Z3830479855;
Cn1cnc2c3c(ccc21)NCCC3,146,93:09301:9:Z3378965764;93:09302:4:Z3317652413;93:09302:6:Z4066235177;
Clc1ccc2[nH]cc(Cl)c2c1,107,93:09301:9:Z2373800925;93:09302:3:Z2228846699;93:09302:3:Z4612474058;
Fc1cnc2[nH]ccc2c1,80,93:09301:9:Z4199320377;93:09302:0:Z4199322221;93:09302:5:Z4192105842;
c1nc2c(s1)CC1(CCOCC1)CC2,70,93:09301:9:Z2295927820;93:09302:9:Z3945731830;93:09304:9:Z2453972436;
O=c1cc[nH]c2ccncc12,115,93:09301:9:Z4476287729;93:09302:2:Z3601594183;93:09303:6:Z2635547855;
Cc1nn(C)c(=O)[nH]1,17,93:09301:9:Z4134212856;93:09303:8:Z4137553403;93:09310:7:Z4137553176;
O=c1[nH]ccc2ccc(F)cc12,31,93:09301:9:Z2789079067;93:09305:7:Z2169455276;93:09308:1:Z1514071744;
CN1CCN(C)C2(CCNCC2)C1,276,93:09301:9:Z5052026226;93:09302:5:Z5048817021;93:09303:1:Z5054566954;
Clc1cccc2c1CC2,163,93:09301:9:Z5052026226;93:09301:9:Z2699876009;93:09303:3:Z4239031204;
Cc1ccc2c(c1)CNC(C)(C)C2,91,93:09301:9:Z3700839296;93:09302:7:Z4507386307;93:09302:8:Z4291887993;
Nc1cnc2ccccc2n1,39,93:09301:9:Z4402583252;93:09302:1:Z4402582914;93:09303:6:Z4402580142;
Cc1ccc2nonc2c1,120,93:09301:9:Z4274652152;93:09304:8:Z4002854639;93:09305:8:Z4448361206;
Clc1cccc2sccc12,77,93:09301:9:Z1823899218;93:09301:9:Z653338324;93:09303:2:Z1414908978;
Cc1csc(N)n1,110,93:09301:9:Z2395102813;93:09303:4:Z2395341434;93:09303:5:Z2391471601;
Cc1ccc2c(c1)CC(C)NC2,88,93:09301:9:Z4472081015;93:09302:4:Z4472081649;93:09308:6:Z4472082554;
O=C1COC2(CCNC2)C1,162,93:09301:9:Z4049325934;93:09302:4:Z4503888183;93:09303:2:Z4049335939;
c1ccc2c(c1)CC1(CCC1)C2,84,93:09301:9:Z4879139314;93:09302:7:Z4879217061;93:09302:8:Z4876573406;
c1cc2sccn2c1,76,93:09301:9:Z4183228346;93:09304:4:Z3714326121;93:09304:4:Z3554865353;
Clc1ccc2c(c1Cl)NCCC2,35,93:09301:9:Z1885838298;93:09305:6:Z4114152005;93:09306:5:Z1885837597;
Clc1ncc2cn[nH]c2n1,83,93:09301:9:Z2968074535;93:09301:9:Z2971518066;93:09302:3:Z2970238931;
Cc1ncnc2[nH]ncc12,46,93:09301:9:Z2850565961;93:09305:5:Z2850436935;93:09305:7:Z2850528217;
Nc1cc2n(n1)CCNC2,21,93:09301:9:Z4273589490;93:09310:3:Z4273573059;93:09314:4:Z4273584094;
OC1CC2(CNC2)C1,113,93:09301:9:Z3057246351;93:09304:7:Z3057252051;93:09305:2:Z3583555124;
Cc1cc(C)c2c(Cl)csc2c1,48,93:09301:9:Z1068810976;93:09304:1:Z2229237785;93:09304:4:Z1694159375;
C1=CC2=NCCN2C=C1,147,93:09301:9:Z4311934717;93:09302:5:Z4311711078;93:09302:6:Z4310209859;
Cc1cc2ccc(F)cc2o1,95,93:09301:9:Z4456359203;93:09303:4:Z4475289547;93:09303:8:Z4453045709;
Nc1ncnc2sc3c(c12)CCNC3,80,93:09301:9:Z3544391486;93:09303:0:Z3544392052;93:09304:1:Z1540491594;
c1cc2cn[nH]c2s1,97,93:09301:9:Z3552809246;93:09302:3:Z4246333262;93:09303:4:Z3641217713;
c1n[nH]c2c1C1CCC(C2)N1,64,93:09301:9:Z2915778275;93:09303:3:Z2951592419;93:09304:8:Z2915779287;
OC12CCNCC1C2,280,93:09301:9:Z2616758307;93:09301:9:Z2616757512;93:09302:6:Z2603779433;
CC12CC(C1)C1(CCNCC1)O2,28,93:09301:9:Z3321161994;93:09303:0:Z3389195753;93:09303:1:Z3389195857;
O=C1CNc2cccnc2N1,95,93:09301:9:Z4770456123;93:09303:0:Z4768828927;93:09303:1:Z4771807773;
Cc1ccc2ccsc2c1,127,93:09301:9:Z4362604843;93:09303:7:Z4239699361;93:09304:2:Z1958501476;
CC1CCC2(CCN2)CC1,90,93:09301:9:Z4142554926;93:09302:8:Z4186529732;93:09304:9:Z4186520475;
Cc1ccc2cc(Cl)cc(C)c2n1,13,93:09301:9:Z1349163444;93:09311:3:Z1256588590;93:09313:8:Z1212715881;
O=C1CNC=NN1,80,93:09301:9:Z1247159354;93:09302:5:Z1685529836;93:09303:4:Z1616787871;
Cc1ccc2nc[nH]c2n1,25,93:09301:9:Z3095928575;93:09309:7:Z2784864555;93:09312:0:Z2827999095;
Fc1ccc2cncnc2c1F,79,93:09301:9:Z3648356428;93:09302:1:Z3647589482;93:09304:7:Z3647069777;
c1ccc2c(c1)nc1n2CCCCC1,65,93:09301:9:Z4206173721;93:09303:9:Z3294687481;93:09304:0:Z4886273443;
O=c1[nH]cnc2c1oc1ccccc12,134,93:09301:9:Z1127147303;93:09302:9:Z1492716280;93:09303:5:Z2994709995;
O=C1NCNc2ccc(Cl)cc21,17,93:09301:9:Z839958578;93:09303:8:Z1272848635;93:09304:8:Z1837797142;
Cc1ccc2c(c1)C1CN(C)CCC1N2,132,93:09301:9:Z86459881;93:09302:2:Z3090126781;93:09302:2:Z2671175461;
O=c1cc(O)cn[nH]1,83,93:09302:0:Z3994438772;93:09303:4:Z4771342749;93:09306:4:Z4000803501;
Clc1cncc2sccc12,89,93:09302:0:Z2869033832;93:09302:4:Z2868988870;93:09302:6:Z2878689733;
CC1CCc2ccsc2C1,155,93:09302:0:Z1144300889;93:09302:3:Z4322311428;93:09304:1:Z1443441988;
CC1C2CNC1C2,31,93:09302:0:Z2610102976;93:09302:5:Z4576310545;93:09307:4:Z2610102376;
Clc1csc2ncccc12,102,93:09302:0:Z2718095462;93:09303:6:Z3907161834;93:09303:6:Z3653995979;
C1=NOC2C3CCC(C3)C12,176,93:09302:0:Z4143538831;93:09302:0:Z4142543492;93:09302:2:Z4141241660;
O=c1cnc2cc(F)c(F)cc2[nH]1,20,93:09302:0:Z2442249881;93:09313:0:Z3831195286;93:09325:6:Z1171233186;
NC1C2CCCCNC12,86,93:09302:0:Z3047388998;93:09302:8:Z3507045783;93:09304:6:Z3045382318;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,35,93:09302:0:Z1503944692;93:09309:6:Z1503753524;93:09310:3:Z1503837353;
CC1(C)CNCCCN1,122,93:09302:0:Z3551136942;93:09304:0:Z3603174656;93:09304:6:Z3594256194;
O=C1NCC2(CC2)C(=O)N1,23,93:09302:0:Z3210858668;93:09306:0:Z3211273376;93:09309:6:Z3210927000;
Clc1ccc2nn[nH]c2c1,8,93:09302:0:Z26063216;93:09319:8:Z1449721804;93:09332:7:Z921354390;
O=S1(=O)CCCNc2ccc(Cl)cc21,61,93:09302:0:Z4132381828;93:09305:3:Z4215541022;93:09306:6:Z4132380131;
Cc1csc(N)c1,72,93:09302:0:Z3864905172;93:09303:1:Z3888498260;93:09303:4:Z4060681778;
NC1CCCC12CNC2,83,93:09302:0:Z4210645092;93:09302:0:Z4210658463;93:09303:5:Z4210648007;
CC1(C)Cc2ncsc2C(=O)N1,175,93:09302:0:Z4166959933;93:09302:9:Z3628791989;93:09302:9:Z4268543538;
Cc1ccnc2[nH]cnc12,32,93:09302:0:Z1895720198;93:09303:7:Z1692311126;93:09304:1:Z1353360486;
NC12CCCC(C1)C2,37,93:09302:0:Z3520269213;93:09303:3:Z2825039751;93:09315:2:Z4205221976;
O=S1(=O)CC2(CCC2)CN1,72,93:09302:0:Z3796842245;93:09302:3:Z3796857532;93:09302:4:Z4028233942;
FC12CCCC(CC1)C2,162,93:09302:0:Z4921632266;93:09302:2:Z4922873086;93:09303:0:Z4921649322;
O=C1NCCC2CCCNC12,177,93:09302:0:Z4324962857;93:09302:2:Z2921448739;93:09302:8:Z2860626516;
Clc1cccc2ncoc12,117,93:09302:0:Z1844923404;93:09304:4:Z1842956898;93:09304:9:Z3314183374;
O=c1[nH]ccc2ccncc12,107,93:09302:0:Z4303166777;93:09302:2:Z4303504789;93:09302:3:Z4302794626;
O=c1[nH]cnc2c1CCCN2,79,93:09302:0:Z3086565732;93:09302:9:Z2874988760;93:09303:9:Z2874991850;
Cc1ncc2scc(C)c2n1,44,93:09302:0:Z3393226564;93:09308:1:Z4232744232;93:09309:5:Z3392829228;
Cc1cc(F)cc2c1OCCC2,73,93:09302:0:Z4781039845;93:09308:8:Z4781039393;93:09309:1:Z4781042837;
Clc1nc2ccccn2n1,108,93:09302:0:Z3674036522;93:09302:0:Z3668603773;93:09302:6:Z3667889854;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,158,93:09302:0:Z3594138102;93:09302:1:Z4773317808;93:09304:5:Z1499265218;
O=c1[nH]cco1,66,93:09302:0:Z4280310122;93:09307:4:Z4521693829;93:09307:8:Z3343202738;
C1COCCC2(CC2)N1,124,93:09302:0:Z3627505601;93:09302:2:Z4362785761;93:09303:0:Z3627505523;
O=c1[nH]ccc2cnccc12,8,93:09302:0:Z4526236978;93:09311:6:Z4526237176;93:09317:9:Z4526237031;
Cn1cnc2cnc(N)nc21,63,93:09302:0:Z4231963597;93:09302:0:Z4231856241;93:09302:5:Z4227586948;
NC1CCNc2ccccc21,54,93:09302:0:Z3364542440;93:09305:0:Z3145176927;93:09307:9:Z3145181860;
CC1NCCC1N,55,93:09302:0:Z4055363784;93:09303:5:Z3144591260;93:09304:4:Z3144577940;
c1ncn2c1COCC2,45,93:09302:0:Z4055363784;93:09306:5:Z2981021629;93:09307:1:Z3356882584;
c1ccc2c(c1)COC21CCCCC1,116,93:09302:0:Z4169757429;93:09302:4:Z4343789125;93:09304:3:Z4343791434;
OC1Cc2cc(Cl)cc(Cl)c2C1,123,93:09302:0:Z4059285157;93:09302:7:Z4148328459;93:09302:8:Z1565073276;
Nc1noc2ccccc12,85,93:09302:0:Z3807343132;93:09303:6:Z5044344158;93:09303:8:Z4123882116;
Oc1cc2cncnc2cc1F,35,93:09302:0:Z4229036358;93:09306:2:Z4232388202;93:09308:5:Z4226496625;
O=S1(=O)CCNc2cccnc21,17,93:09302:0:Z4870971232;93:09304:7:Z4666910811;93:09314:8:Z4666910830;
N=S1(=O)CCC2(C1)OCCO2,130,93:09302:0:Z3652702849;93:09304:1:Z3652709414;93:09304:8:Z3652708044;
O=c1[nH]c2ccccc2c2sccc12,73,93:09302:0:Z4004013025;93:09302:8:Z3381091229;93:09305:7:Z3380127685;
Oc1cnccc1Cl,104,93:09302:0:Z3895611893;93:09304:7:Z4769483321;93:09306:3:Z1688551805;
O=C1Nc2cc(F)ccc2NC12CCC2,27,93:09302:0:Z3649756347;93:09305:3:Z3649752144;93:09308:2:Z2905241116;
CC1NC(C)C2CCCCC12,64,93:09302:0:Z4466370970;93:09302:5:Z4478950449;93:09303:5:Z4445338016;
CC1(C)CC(N)C1,80,93:09302:0:Z3019502960;93:09304:0:Z3101906345;93:09304:7:Z4057001270;
Nc1ccnc(O)c1Cl,51,93:09302:0:Z4286552821;93:09303:1:Z4641196034;93:09304:3:Z4291160260;
c1cc2c(cn1)NCC21CCC1,116,93:09302:0:Z4218519142;93:09302:3:Z4273307704;93:09302:6:Z4273325713;
C=C1CNC1,33,93:09302:0:Z3506014791;93:09303:2:Z4224065389;93:09303:6:Z4387108210;
FC1C2CCCCC12,125,93:09302:1:Z4326105913;93:09302:2:Z4317185092;93:09302:5:Z4416237967;
Nc1ncc2c(n1)CC1CCCC2N1,75,93:09302:1:Z4272351179;93:09302:6:Z4272325937;93:09304:0:Z4272353422;
Cc1cccc2nc[nH]c12,158,93:09302:1:Z4961182015;93:09302:1:Z4960948577;93:09302:2:Z3937999039;
Cc1cccc2n[nH]cc12,5,93:09302:1:Z4236568161;93:09339:4:Z4236568355;93:09370:5:Z4236568270;
CC1CCc2[nH]c(=O)ccc2C1,25,93:09302:1:Z2879714527;93:09304:4:Z4081079433;93:09304:7:Z2879718700;
Cn1c(=O)cc(N)[nH]c1=O,20,93:09302:1:Z2446861479;93:09302:9:Z2994591284;93:09312:1:Z1039206018;
Cc1cc(N)ncn1,45,93:09302:1:Z3019974519;93:09304:1:Z3831673834;93:09305:1:Z2967736650;
Cc1ccc2c(c1C)OCCCC2,17,93:09302:1:Z1436963168;93:09306:0:Z3363159627;93:09317:2:Z1442185692;
Cn1cnc2c1CCNC21CCNC1,81,93:09302:1:Z4156819484;93:09304:3:Z3498155203;93:09304:6:Z3511326696;
Nc1ncc2c(n1)CNC2,86,93:09302:1:Z4960059849;93:09302:9:Z4230049598;93:09303:4:Z4275419577;
Clc1ccc2c(c1)C=CCO2,79,93:09302:1:Z3817665950;93:09302:5:Z1891221384;93:09302:7:Z1566900863;
Cc1ncc(Cl)c(C)c1Cl,15,93:09302:1:Z4338992812;93:09325:0:Z4338993043;93:09331:0:Z4338995231;
Cc1cc2cccc(C)c2s1,60,93:09302:1:Z4279369244;93:09302:1:Z4279367270;93:09303:0:Z3620564442;
CC1=CC(C)n2nnnc2N1C,132,93:09302:1:Z3790201840;93:09302:1:Z4051259170;93:09302:2:Z2928705062;
CC1CC(N)CCO1,101,93:09302:1:Z4066226036;93:09303:9:Z3520663186;93:09304:1:Z3382616493;
O=c1[nH]nnc2[nH]ncc12,20,93:09302:1:Z3341129249;93:09303:8:Z3638599059;93:09310:7:Z2168952662;
O=C1CS(=O)(=O)c2ccccc2N1,38,93:09302:1:Z2844980179;93:09302:7:Z2805179750;93:09305:1:Z3797499563;
Cc1c(F)cc(Cl)c2c1CCCN2,25,93:09302:1:Z2415465471;93:09308:5:Z2385957586;93:09310:4:Z4394004621;
Nc1csc(Cl)c1,32,93:09302:1:Z3381089466;93:09304:3:Z3381785325;93:09304:4:Z3383946186;
Cc1cc2c(=O)[nH]cnc2s1,88,93:09302:1:Z1696036016;93:09302:7:Z2438100077;93:09303:3:Z2036567399;
Fc1cccc2scnc12,76,93:09302:1:Z3176936678;93:09302:7:Z3176987184;93:09302:9:Z3599169984;
Cn1ccc(=O)c(O)c1,115,93:09302:1:Z2881899240;93:09303:0:Z1348325437;93:09303:2:Z2800484057;
Cc1ccc2c(c1)CCCC2(C)C,4,93:09302:1:Z4391675713;93:09309:1:Z4537117396;93:09387:7:Z3780829301;
Cc1ccc2c(=O)cc[nH]c2n1,24,93:09302:1:Z4027879578;93:09308:3:Z3341017591;93:09308:3:Z2589141274;
CC1CSCCCN1,130,93:09302:1:Z3602038124;93:09302:4:Z2949108883;93:09302:5:Z3618221450;
FC=C1CCCNC1,180,93:09302:1:Z4274067179;93:09302:4:Z4228521696;93:09303:0:Z4228547986;
O=C1CNC2CCCc3cccc(c32)N1,90,93:09302:1:Z4487589733;93:09302:1:Z3200077985;93:09302:7:Z2207776108;
Cc1cc2[nH]ncc2c(=O)n1C,37,93:09302:1:Z3294627667;93:09303:7:Z2911878132;93:09305:6:Z2911872237;
Fc1ccc(F)c2c1NCCO2,102,93:09302:1:Z4132571153;93:09305:0:Z2476746137;93:09307:1:Z2476739437;
c1nc2cc3c(cc2s1)OCCO3,44,93:09302:1:Z2219957724;93:09303:3:Z1862046880;93:09308:6:Z4416574230;
C1CCCOCCC1,49,93:09302:1:Z4152046942;93:09303:1:Z4151994121;93:09304:9:Z4151950754;
C1CCC2CNC2CC1,196,93:09302:1:Z2173712829;93:09303:5:Z2187812295;93:09303:9:Z1360750620;
N=S1(=O)CCC2(CC2)CC1,65,93:09302:1:Z4477000066;93:09302:4:Z4477008026;93:09304:0:Z4477013075;
CC1CNc2cccnc2O1,210,93:09302:2:Z4653936004;93:09302:5:Z4114511550;93:09302:8:Z4114511214;
O=C1NC2CCNCC2N1,43,93:09302:2:Z2684261270;93:09307:0:Z2466180801;93:09308:4:Z4054273699;
Cc1cc(Cl)cs1,68,93:09302:2:Z3541977728;93:09302:5:Z3580637358;93:09303:5:Z3580564679;
Cc1nc[nH]c(=O)c1C,118,93:09302:2:Z3648799726;93:09302:2:Z3562177758;93:09303:1:Z2358606601;
Clc1ccnc2c1NCC2,131,93:09302:2:Z4394524245;93:09302:2:Z4394530411;93:09302:4:Z4353293318;
O=c1[nH]cnc2cccc(F)c12,36,93:09302:2:Z1273084633;93:09308:5:Z1478230419;93:09309:1:Z1419493755;
Cc1cnc2c(n1)CCCC2,4,93:09302:2:Z4615126172;93:09363:6:Z4641829088;93:09371:4:Z4456386585;
Cc1ccc(O)c2c1CCCN2,79,93:09302:2:Z3633745830;93:09302:6:Z3633733196;93:09302:9:Z3633742875;
Cn1cnc(=O)c2ccccc21,9,93:09302:2:Z1221520931;93:09311:6:Z4570508550;93:09319:2:Z4394629058;
O=C1CCCc2c[nH]nc21,16,93:09302:2:Z2898239890;93:09323:0:Z2898240988;93:09338:6:Z2898241892;
O=C1NS(=O)(=O)c2ncccc21,30,93:09302:2:Z1955023722;93:09303:8:Z1575092684;93:09308:6:Z1575092369;
c1ccc2c(c1)OC1(CCCCC1)O2,69,93:09302:2:Z4056416662;93:09302:2:Z4056416652;93:09302:2:Z4056416424;
Oc1ccc2c(n1)CNC2,26,93:09302:2:Z2957226719;93:09302:8:Z2949433150;93:09312:4:Z2973737953;
CC1(C)Cn2cccc2C(=O)N1,7,93:09302:2:Z4223659435;93:09304:1:Z4000694070;93:09307:6:Z4169252903;
Cc1ccc(C)c2scnc12,49,93:09302:2:Z2172401825;93:09302:3:Z1393163885;93:09307:1:Z2496877073;
Clc1cc(Cl)c2ocnc2c1,38,93:09302:2:Z1918482431;93:09305:4:Z1918429080;93:09317:8:Z1918449278;
c1ccc2nc3c(cc2c1)CCC3,131,93:09302:2:Z3521121335;93:09302:5:Z2705641487;93:09302:6:Z3747800361;
Nc1nc[nH]c(=O)n1,13,93:09302:2:Z4262224603;93:09304:3:Z4266964406;93:09315:4:Z4275063865;
Cc1nc2cc(Cl)ccc2s1,88,93:09302:2:Z2814766853;93:09302:6:Z2205567812;93:09302:8:Z3175623298;
Cc1ccc(C)c(O)c1,94,93:09302:2:Z3898390164;93:09306:5:Z4001909320;93:09308:5:Z4149580074;
Cc1cnc2c(c(C)nn2C)c1Cl,61,93:09302:2:Z3832030824;93:09303:4:Z2850768689;93:09305:0:Z2851551481;
CC1NCCS1,136,93:09302:2:Z4562345645;93:09302:5:Z4562347203;93:09303:0:Z1738990464;
C1CCC2(CC1)NCCS2,44,93:09302:2:Z2233240156;93:09302:7:Z4307574116;93:09310:3:Z4303760187;
Cc1ccc2ncoc2c1,28,93:09302:2:Z4848867249;93:09307:9:Z4335747263;93:09312:2:Z4335748835;
Cc1cccc2c1OCCCC2,43,93:09302:2:Z1998321488;93:09303:9:Z2927025562;93:09306:3:Z1440862100;
Fc1cc(Cl)cc2c1CCCC2,82,93:09302:2:Z2299206425;93:09302:7:Z2306971350;93:09303:6:Z2292662899;
Fc1ccc2c(c1F)NCCC2,122,93:09302:2:Z4653973281;93:09305:8:Z2812920390;93:09307:7:Z1885481786;
OC1CCCCCCC1,50,93:09302:2:Z3359544674;93:09302:5:Z3358984763;93:09303:5:Z3361403618;
NC1CNCC1N,70,93:09302:2:Z4315453799;93:09304:7:Z2874395684;93:09307:0:Z2860466513;
c1ncc2c(n1)OCCO2,60,93:09302:2:Z5047765252;93:09303:5:Z5047754128;93:09303:9:Z5047766077;
CC1CCc2ccsc2S1,23,93:09302:2:Z3836269170;93:09306:3:Z1608119417;93:09312:5:Z2995811204;
NC1CC2CC(C1)CS(=O)(=O)C2,83,93:09302:2:Z2394294904;93:09302:3:Z4053814159;93:09304:0:Z2443840702;
FC1(F)C2CC1C2,99,93:09302:2:Z4245574366;93:09303:1:Z4298584169;93:09305:3:Z4245956337;
Clc1cccc2c1CCN2,130,93:09302:2:Z1402300073;93:09303:1:Z1402397961;93:09305:5:Z1440391623;
c1cnc2c(c1)OCO2,132,93:09302:2:Z3177716942;93:09302:3:Z3177711980;93:09303:1:Z3599951615;
Oc1cnc2ccccc2c1,28,93:09302:2:Z4252901765;93:09303:1:Z4787351141;93:09303:1:Z4784416904;
Nc1ccnc2ncnn12,96,93:09302:2:Z3559792420;93:09305:4:Z3559962510;93:09307:9:Z3559735321;
O=S1(=O)NCCOc2ccccc21,13,93:09302:2:Z3500335232;93:09314:2:Z3500336376;93:09333:4:Z4999795396;
CC1NCc2ccccc21,393,93:09302:2:Z2605427819;93:09302:2:Z1320182753;93:09302:3:Z4324575379;
C1CC2NCCSC2C1,246,93:09302:2:Z2625493469;93:09302:3:Z3191508761;93:09302:5:Z1801783565;
Cc1cccc2c1NCC(O)C2,93,93:09302:2:Z5018859199;93:09302:7:Z5018859334;93:09302:9:Z5018857983;
c1ccc2c(c1)CC1CC2C1,18,93:09302:2:Z4050514545;93:09303:3:Z4050476300;93:09308:1:Z4577824907;
Oc1ccnc2c(F)ccc(F)c12,57,93:09302:2:Z2485666039;93:09302:6:Z3856084419;93:09302:7:Z2454770936;
c1nc2c(s1)CC1(CCCCC1)CC2,17,93:09302:2:Z2298286865;93:09305:6:Z4284410328;93:09323:6:Z2298287128;
Cc1nc2c(s1)CNC2,14,93:09302:2:Z2775378800;93:09302:9:Z3569863073;93:09304:9:Z2775376652;
C1CC2CCNCC2C1,164,93:09302:2:Z4474759052;93:09303:0:Z4436948097;93:09303:8:Z4489603078;
C1CC2(C1)CCNCCN2,199,93:09302:3:Z2853811519;93:09302:5:Z2860391191;93:09303:1:Z3365314775;
c1nc2c([nH]1)C1(CCOCC1)NCC2,44,93:09302:3:Z3528809242;93:09305:6:Z2877208805;93:09310:5:Z2951216044;
CC1CNc2ccccc2CN1,53,93:09302:3:Z4204283006;93:09303:2:Z4344109542;93:09305:7:Z4592816800;
NC1CCCC(O)C1,13,93:09302:3:Z3343454754;93:09307:1:Z3343311719;93:09310:7:Z3343166317;
c1ncc2c(n1)CCCS2,66,93:09302:3:Z3558827336;93:09305:1:Z3559531303;93:09307:3:Z3557561270;
Cc1cnc(C)c(N)c1,10,93:09302:3:Z3575956417;93:09315:0:Z3575956262;93:09317:7:Z3817966609;
CC1(C)CCC(C)(C)C1,22,93:09302:3:Z4278313132;93:09302:7:Z4227316285;93:09315:9:Z4390648215;
O=c1[nH]c2ccccc2n2cncc12,2,93:09302:3:Z4216181388;93:09376:6:Z2852723306;
Fc1cc2ncsc2cc1F,85,93:09302:3:Z4641729015;93:09304:0:Z4184863768;93:09304:7:Z4386863470;
Cc1ccc(Cl)s1,54,93:09302:3:Z4211216448;93:09306:1:Z3499989226;93:09309:0:Z3644692500;
Cc1cc2cncnc2cc1C,88,93:09302:3:Z1739465895;93:09303:9:Z1739466153;93:09304:5:Z3860661977;
Cc1cc(C)c2ccncc2c1C,22,93:09302:3:Z3559568968;93:09311:2:Z3558635151;93:09311:7:Z3649963981;
CC1CNCc2cccn21,214,93:09302:3:Z4268838109;93:09302:3:Z4091897421;93:09302:8:Z4091901217;
Cc1cc(O)c2cc[nH]c2c1,4,93:09302:3:Z3094280528;93:09317:8:Z3094280341;93:09351:2:Z3097556250;
CC1CNC(C)C(C)N1,41,93:09302:3:Z2774835308;93:09302:8:Z2438047280;93:09305:2:Z2475475938;
CC1(C)CN=CO1,43,93:09302:3:Z4259699922;93:09304:3:Z4262041876;93:09310:0:Z4264559219;
Cc1cccn2cnnc12,139,93:09302:3:Z4294556589;93:09302:5:Z4273603545;93:09302:5:Z4471164192;
Cc1cc(Cl)ccc1Cl,55,93:09302:3:Z2292806600;93:09304:2:Z1505039457;93:09305:4:Z1585305630;
c1cc2ncoc2cn1,54,93:09302:3:Z3649132196;93:09302:6:Z3557552155;93:09305:0:Z3558518105;
Cn1cnnc1Cl,1,93:09302:3:Z4169240141;
Fc1ccc2ncncc2c1,108,93:09302:3:Z1724687743;93:09302:5:Z2771893306;93:09304:1:Z3394165617;
Clc1ccnc2ncccc12,124,93:09302:3:Z3075947050;93:09303:8:Z4998829039;93:09304:6:Z4998828796;
c1cc2cnccn2c1,93,93:09302:3:Z4226451211;93:09304:7:Z4226455381;93:09309:7:Z4228601646;
Oc1cccc2ocnc12,3,93:09302:3:Z4210205518;93:09337:7:Z4210205699;93:09397:9:Z3639191009;
Cc1cc(C)nc(N)c1,91,93:09302:3:Z3599681263;93:09302:9:Z3599665497;93:09303:9:Z3629488962;
CC1CCCc2ccccc2C1,99,93:09302:3:Z2920471292;93:09303:0:Z1693476720;93:09305:0:Z1693289964;
CC1(C)CCCS1,226,93:09302:3:Z3200444790;93:09302:9:Z3533969945;93:09303:2:Z3585935874;
c1n[nH]c2c1CC1CC21,110,93:09302:3:Z4420686424;93:09302:8:Z3709339316;93:09304:3:Z4984802270;
