fragment_smiles,occurences,example_ligands
Cc1ccc(C)cc1,9212,203:20300:0:Z1093709224;203:20300:0:Z3630992945;203:20300:0:Z1452897113;
c1ccccc1,1810386,203:20300:0:Z1093709224;203:20300:0:Z1289312471;203:20300:0:Z4256600551;
C1CCNC1,405367,203:20300:0:Z1093709224;203:20300:0:Z4166700856;203:20300:0:Z4367041476;
OC1CCOC1,3687,203:20300:0:Z2884732039;203:20300:0:Z3707188103;203:20300:0:Z4278004767;
c1ccc2cnccc2c1,11572,203:20300:0:Z2884732039;203:20300:0:Z3594408093;203:20300:0:Z3095154818;
Fc1cccc(F)c1,67762,203:20300:0:Z1999687996;203:20300:0:Z2413778978;203:20300:0:Z2945822879;
c1ccc2[nH]ccc2c1,37906,203:20300:0:Z1999687996;203:20300:0:Z3474420565;203:20300:0:Z1856177721;
C1CNCCN1,245271,203:20300:0:Z1119490949;203:20300:0:Z1289312471;203:20300:0:Z4402927790;
C1CCCC1,128553,203:20300:0:Z1119490949;203:20300:0:Z2180803140;203:20300:0:Z1275464840;
Fc1ccc(F)cc1,12812,203:20300:0:Z1289312471;203:20300:0:Z2798174677;203:20300:0:Z2626820240;
Cc1ccnc(C)c1,2858,203:20300:0:Z2011551462;203:20300:0:Z2157208272;203:20300:0:Z1607104885;
c1ncon1,162306,203:20300:0:Z2011551462;203:20300:0:Z4166700856;203:20300:0:Z3345538974;
Clc1ccccc1,231668,203:20300:0:Z2011551462;203:20300:0:Z3867961924;203:20300:0:Z5000638536;
c1ccncc1,486046,203:20300:0:Z3574870210;203:20300:0:Z2712796365;203:20300:0:Z1845928334;
CN1CCCC1=O,12248,203:20300:0:Z3574870210;203:20300:0:Z3819472692;203:20300:0:Z2646253812;
Cn1ccnc1,45408,203:20300:0:Z3574870210;203:20300:0:Z1690773010;203:20300:0:Z3603277921;
Cc1ccccc1,261810,203:20300:0:Z4488143169;203:20300:0:Z3240301468;203:20300:0:Z3538030059;
CN1CCc2ccccc2C1=O,1687,203:20300:0:Z4488143169;203:20300:0:Z1424630598;203:20300:0:Z4051866085;
CC1(C)OCOC1(C)C,139,203:20300:0:Z4256600551;203:20300:5:Z4233029339;203:20302:0:Z4275572462;
c1c[nH]cn1,73089,203:20300:0:Z4256600551;203:20300:0:Z1231682540;203:20300:0:Z3726005147;
c1cn[nH]c1,298440,203:20300:0:Z3240301468;203:20300:0:Z4402927790;203:20300:0:Z2711012445;
c1nnco1,31891,203:20300:0:Z3240301468;203:20300:0:Z3219060036;203:20300:0:Z2611249804;
Cn1ccnn1,10205,203:20300:0:Z3240301468;203:20300:0:Z4042998957;203:20300:0:Z4469233999;
c1nc2c(s1)CNCC2,1629,203:20300:0:Z4229366482;203:20300:0:Z1951970770;203:20300:0:Z2953396819;
O=c1cccc[nH]1,31635,203:20300:0:Z4229366482;203:20300:0:Z4598086008;203:20300:0:Z852934906;
Cn1ncc2c1CCCN2,1117,203:20300:0:Z4367041476;203:20300:0:Z4217122848;203:20300:0:Z4277923580;
Fc1ccccc1,382772,203:20300:0:Z3843437240;203:20300:0:Z4274115237;203:20300:0:Z3596561038;
C1COC2(C1)CCC2,3007,203:20300:0:Z3843437240;203:20300:0:Z2602684736;203:20300:0:Z1675759918;
CC1CCCNC1,22413,203:20300:0:Z3321669622;203:20300:0:Z3374221731;203:20300:0:Z981350844;
c1cnc2[nH]ccc2c1,3973,203:20300:0:Z3321669622;203:20300:0:Z3295833566;203:20300:0:Z4141752465;
O=C1CCCCC1,2998,203:20300:0:Z3538030059;203:20300:0:Z4642700469;203:20300:0:Z3946045024;
Cc1ccn(C)c(=O)c1,552,203:20300:0:Z3538030059;203:20300:1:Z1386740272;203:20300:3:Z3840805081;
