fragment_smiles,occurences,example_ligands
c1ccccc1,998255,58:05800:0:Z1185696994;58:05800:0:Z1831649240;58:05800:0:Z2636977287;
C1CNCCOC1,13808,58:05800:0:Z2435868240;58:05800:0:Z2308434806;58:05800:0:Z3194724909;
Cc1cc(C)c2c(c1)CNCC2,183,58:05800:0:Z3994456400;58:05800:0:Z2217878602;58:05800:0:Z4913075558;
Cn1nccc1Cl,3897,58:05800:0:Z3994456400;58:05800:0:Z4878904949;58:05800:0:Z3888805218;
Cn1ccnc1,32328,58:05800:0:Z2969710386;58:05800:0:Z4273863238;58:05800:0:Z1102809785;
c1ccncc1,372418,58:05800:0:Z3297250833;58:05800:0:Z2999159212;58:05800:0:Z2880158955;
C1CCNCC1,423379,58:05800:0:Z3297250833;58:05800:0:Z1144639404;58:05800:0:Z5014095701;
Cc1ccccc1,173991,58:05800:0:Z4023050299;58:05800:0:Z1667457915;58:05800:0:Z2964442925;
O=S1(=O)C=CNC=C1,244,58:05800:0:Z4023050299;58:05800:2:Z4023131156;58:05801:5:Z4002944543;
Clc1ccccc1,176402,58:05800:0:Z3493977994;58:05800:0:Z1961309579;58:05800:0:Z2999159212;
c1cnccn1,30168,58:05800:0:Z2167964419;58:05800:0:Z3104290194;58:05800:0:Z4390170720;
c1ncon1,135362,58:05800:0:Z3547732197;58:05800:0:Z1684360915;58:05800:0:Z1667457915;
c1cnc2ncnn2c1,3451,58:05800:0:Z1570959446;58:05800:0:Z2851073547;58:05800:0:Z2851745290;
CC1Cc2ccccc2C1,934,58:05800:0:Z1570959446;58:05800:0:Z2319469557;58:05800:1:Z1618458736;
CN=[SH](C)=O,635,58:05800:0:Z4292060005;58:05800:0:Z4310154080;58:05800:4:Z3546145342;
c1cc2n(n1)CCCN2,1708,58:05800:0:Z4292060005;58:05800:0:Z4326165363;58:05800:1:Z4325394590;
O=c1[nH]c2ccccc2o1,4001,58:05800:0:Z1684360915;58:05800:0:Z3610481825;58:05800:0:Z4091900924;
O=C1C2CCCC1COC2,316,58:05800:0:Z3856531126;58:05800:0:Z3856541940;58:05800:0:Z4252196757;
c1n[nH]c2c1CNC2,444,58:05800:0:Z2233661290;58:05800:1:Z4004348903;58:05800:5:Z4231784259;
c1nnco1,26008,58:05800:0:Z5039626567;58:05800:0:Z4000877961;58:05800:0:Z3368500242;
C1CCOC1,142055,58:05800:0:Z3617180817;58:05800:0:Z3856437820;58:05800:0:Z4178723703;
c1ccc2c(c1)CCNC2,17792,58:05800:0:Z2892177687;58:05800:0:Z4004061834;58:05800:0:Z4142223733;
C1CN2CCC1C2,1402,58:05800:0:Z2892177687;58:05800:0:Z4491746073;58:05800:0:Z4220991786;
O=S1(=O)CCNCCCCCN1,227,58:05800:0:Z3394235999;58:05800:5:Z4277413505;58:05800:7:Z4107277769;
CC1CCS(=O)(=O)N1C,369,58:05800:0:Z3633170481;58:05800:5:Z3700030808;58:05800:5:Z3834687459;
CC1CCCCN1,14727,58:05800:0:Z3390338808;58:05800:0:Z3639705783;58:05800:0:Z1257844928;
c1cscn1,162029,58:05800:0:Z4961393568;58:05800:0:Z1838940478;58:05800:0:Z2927418589;
Cc1cccc(C)n1,3358,58:05800:0:Z4961393568;58:05800:0:Z3361850945;58:05800:0:Z3494242300;
c1ccc2ocnc2c1,6162,58:05800:0:Z3647584183;58:05800:0:Z3555439067;58:05800:0:Z4232836416;
c1ccsc1,126218,58:05800:0:Z1144639404;58:05800:0:Z2600066242;58:05800:0:Z3668922891;
CC1CCC(C)N1,1187,58:05800:0:Z1144639404;58:05800:0:Z4486728591;58:05800:0:Z1540875866;
Oc1ccccn1,4351,58:05800:0:Z2959823002;58:05800:0:Z2893456770;58:05800:0:Z4353019254;
CC1CCC1,7212,58:05800:0:Z4278735530;58:05800:0:Z2595344701;58:05800:0:Z4396071487;
C1=NNCC1,418,58:05800:0:Z4278735530;58:05800:0:Z4276733868;58:05800:2:Z3168361976;
Cc1cccc2c1CCCC2,325,58:05800:0:Z2648244513;58:05800:3:Z3634772709;58:05800:6:Z2615895894;
O=C1CCNC(=O)N1,11731,58:05800:0:Z2648244513;58:05800:0:Z3536094195;58:05800:0:Z3540055544;
C1CNCCN1,114414,58:05800:0:Z3697316076;58:05800:0:Z4059158638;58:05800:0:Z4471731698;
Cc1ccccn1,28683,58:05800:0:Z1838940478;58:05800:0:Z2721959374;58:05800:0:Z4469253755;
Cc1cccc(=O)n1C,1058,58:05800:0:Z1901594293;58:05800:6:Z4381860309;58:05800:7:Z3641472507;
c1cc2c(s1)COCC2,411,58:05800:0:Z1901594293;58:05800:2:Z4029378709;58:05800:6:Z4227233821;
O=C1CC2CCC1C2,1134,58:05800:0:Z5014095701;58:05800:0:Z2646459092;58:05800:3:Z5013912913;
CC1NCCc2cccc(F)c21,183,58:05800:0:Z4170153152;58:05800:2:Z2092426939;58:05801:3:Z3725452490;
OC1CCC(F)C1,103,58:05800:0:Z4263453340;58:05800:8:Z4272601285;58:05801:2:Z4265129347;
Cc1ccco1,22482,58:05800:0:Z4026972338;58:05800:0:Z3171032832;58:05800:0:Z2755253544;
C1CC2CNCC2O1,3851,58:05800:0:Z4026972338;58:05800:0:Z5048852585;58:05800:0:Z3707937903;
O=C1CCCCN1,25628,58:05800:0:Z2927418589;58:05800:0:Z3532386904;58:05800:0:Z4230734904;
c1nn[nH]n1,30562,58:05800:0:Z2500572752;58:05800:0:Z4396071487;58:05800:0:Z4443120740;
Fc1ccc2cc[nH]c2c1,1256,58:05800:0:Z2500572752;58:05800:0:Z2232399262;58:05800:0:Z3712581032;
c1ccoc1,84962,58:05800:0:Z2036562075;58:05800:0:Z4867664745;58:05800:0:Z4087335144;
CC1(C)CCCN1,8608,58:05800:0:Z2036562075;58:05800:0:Z4057760492;58:05800:0:Z3791833183;
C1CC2CNC(C1)C2,2625,58:05800:0:Z2789902211;58:05800:0:Z4421599582;58:05800:0:Z4421563211;
c1nnn[nH]1,24309,58:05800:0:Z1837940400;58:05800:0:Z3352115038;58:05800:0:Z1498619262;
CC1CN2CCCCC2CN1,278,58:05800:0:Z4349037613;58:05800:0:Z4484073194;58:05800:3:Z2439562754;
O=C1CCC2(CCC2)CC1,339,58:05800:0:Z4349037613;58:05800:5:Z4350035342;58:05800:6:Z4349477804;
Cn1nccn1,2489,58:05800:0:Z2977536425;58:05800:0:Z2033097686;58:05800:1:Z2219254411;
CC1CCCN1,19497,58:05800:0:Z4733909086;58:05800:0:Z4733909123;58:05800:0:Z4666256384;
Cc1ccccc1C,13400,58:05800:0:Z1461675615;58:05800:0:Z2590119050;58:05800:0:Z4092156625;
O=C1CCCc2ccccc2N1,1295,58:05800:0:Z3840888091;58:05800:2:Z1365863681;58:05800:4:Z3339373381;
O=S1(=O)CC2CC2C1,346,58:05800:0:Z3840888091;58:05800:0:Z3844176335;58:05800:0:Z3844169120;
c1c[nH]cn1,71578,58:05800:0:Z3856437820;58:05800:0:Z4178723703;58:05800:0:Z4178743462;
Cc1cnn2c1OCCC2,377,58:05800:0:Z2287850435;58:05800:1:Z2270390099;58:05800:1:Z2254782365;
Fc1ccccc1F,21492,58:05800:0:Z2287850435;58:05800:0:Z2785118896;58:05800:0:Z3474695719;
Clc1ccc2nccn2c1,1006,58:05800:0:Z2434161140;58:05800:0:Z2190209832;58:05800:2:Z3605394433;
Cc1ccncn1,17890,58:05800:0:Z2716767146;58:05800:0:Z4600977307;58:05800:0:Z3799053764;
Clc1cccnc1,20722,58:05800:0:Z2716767146;58:05800:0:Z2950691399;58:05800:0:Z3566659569;
c1ccc2c(c1)OCCS2,1039,58:05800:0:Z1552772596;58:05800:0:Z4184175608;58:05800:1:Z1891698834;
Cn1nnc2c1NCCC2,467,58:05800:0:Z5017439730;58:05800:1:Z4768118600;58:05800:2:Z4771697594;
O=c1cccc[nH]1,21671,58:05800:0:Z3352115038;58:05800:0:Z2453828802;58:05800:0:Z1700129573;
c1nc2c([nH]1)CNCC2,406,58:05800:0:Z4961355516;58:05800:1:Z2713335163;58:05800:5:Z2227123914;
C1COCCN1,118199,58:05800:0:Z2721959374;58:05800:0:Z5020204055;58:05800:0:Z2347882805;
Cc1cnc(C)s1,1731,58:05800:0:Z2356644375;58:05800:0:Z3050003572;58:05800:0:Z3655312430;
Oc1ccccc1,37031,58:05800:0:Z1127268082;58:05800:0:Z1720726088;58:05800:0:Z4973270494;
O=C1CCCN1,62738,58:05800:0:Z1324310285;58:05800:0:Z1395310566;58:05800:0:Z5022126764;
CN1CC2(CNC2)C(F)(F)C1=O,233,58:05800:0:Z4107151098;58:05801:1:Z3589591859;58:05801:4:Z5045184895;
CC1(C)CC2(CCC2)CN1,215,58:05800:0:Z2600066242;58:05800:1:Z2581224820;58:05801:9:Z2644567556;
c1nnc2n1CCCC2,6021,58:05800:0:Z3162331471;58:05800:0:Z4449115145;58:05800:0:Z3554146801;
C1CCCC1,132337,58:05800:0:Z4303767822;58:05800:0:Z4230734904;58:05800:0:Z1617531623;
C1CNC2(C1)CCOC2,467,58:05800:0:Z4303767822;58:05800:2:Z4115972908;58:05800:2:Z4883035289;
CC1CCn2ccnc2C1,698,58:05800:0:Z4144777966;58:05800:0:Z4468346650;58:05800:1:Z4142829172;
c1ccc2c(c1)NCCN2,616,58:05800:0:Z1362133799;58:05800:1:Z4125746470;58:05800:6:Z3382478022;
Cc1ccnn1C,9617,58:05800:0:Z1667457915;58:05800:0:Z546817132;58:05800:0:Z2292795783;
c1ccc2c(c1)CCCC2,11602,58:05800:0:Z1425740814;58:05800:0:Z2756266653;58:05800:0:Z4275752748;
c1cc2c(s1)CCSC2,896,58:05800:0:Z1425740814;58:05800:2:Z4225049666;58:05800:3:Z2293975674;
CC1(C)CNCCN1,3644,58:05800:0:Z1591654333;58:05800:0:Z1768679688;58:05800:0:Z3299511340;
Nc1ccn[nH]1,2460,58:05800:0:Z2964442925;58:05800:0:Z2407424530;58:05800:1:Z4048648663;
C1CC2CNCC12,6547,58:05800:0:Z2928947499;58:05800:0:Z4352784579;58:05800:0:Z3794386255;
OC1COC2(CCNC2)CC1O,214,58:05800:0:Z4869998517;58:05801:3:Z4156061521;58:05802:2:Z4156063648;
C1CC2(CCN1)CC2,3500,58:05800:0:Z2394972198;58:05800:0:Z5053233932;58:05800:0:Z3706617299;
C1CC2CCC1O2,6650,58:05800:0:Z3800014105;58:05800:0:Z2778872019;58:05800:0:Z2804385108;
C1CNCC2(C1)CC2,1543,58:05800:0:Z3800014105;58:05800:0:Z2505271635;58:05800:1:Z1718361330;
OC1CCCC1,13764,58:05800:0:Z2283885279;58:05800:0:Z4146368149;58:05800:0:Z2905089583;
C1CCC2(CCC2)OC1,3785,58:05800:0:Z2347882805;58:05800:0:Z5044314224;58:05800:0:Z4572000332;
c1nc2n(n1)CCCC2,2485,58:05800:0:Z4600921676;58:05800:0:Z1636677098;58:05800:0:Z3143432403;
OC1CC2NCCC12,341,58:05800:0:Z4600921676;58:05800:0:Z4477294745;58:05800:0:Z4486494253;
c1ccc2cnccc2c1,9595,58:05800:0:Z3532386904;58:05800:0:Z1715824348;58:05800:0:Z2912028193;
O=C1CNCC2(CC2)N1,391,58:05800:0:Z3394978862;58:05800:0:Z3323418850;58:05800:1:Z3441619582;
CC1(C)CCC1,10333,58:05800:0:Z4960523415;58:05800:0:Z2277552960;58:05800:0:Z3908470900;
CC1CCCCO1,5984,58:05800:0:Z4351103831;58:05800:0:Z4183812081;58:05800:0:Z1653392788;
c1ccc2c(c1)CCCN2,10270,58:05800:0:Z4351103831;58:05800:0:Z4183812081;58:05800:0:Z2483721269;
Cc1c[nH]c(C)c1,1934,58:05800:0:Z166414604;58:05800:0:Z2715894564;58:05800:1:Z3630289022;
Cc1cccn1C,1663,58:05800:0:Z166414604;58:05800:1:Z1530089598;58:05800:1:Z2188157486;
N=S1(=O)CCCC1,1292,58:05800:0:Z4129279036;58:05800:0:Z4451305073;58:05800:0:Z4214170816;
CC1(C)CCCCO1,5018,58:05800:0:Z5055474073;58:05800:0:Z3435075640;58:05800:0:Z3552894588;
c1cnc2nccn2c1,2030,58:05800:0:Z5055474073;58:05800:0:Z4329519720;58:05800:0:Z2655213427;
Cc1csc2ncnc(N)c12,104,58:05800:0:Z4769257753;58:05801:7:Z4770898571;58:05801:9:Z4770440764;
Cc1nc2ccccc2o1,2290,58:05800:0:Z765131142;58:05800:0:Z1941619480;58:05800:0:Z4641529815;
Oc1cccc2c1CCCNC2,239,58:05800:0:Z4907381383;58:05800:1:Z4907391546;58:05800:2:Z4907392199;
C1CCC2OCCC2C1,2256,58:05800:0:Z3835814989;58:05800:0:Z3590149582;58:05800:0:Z3911098393;
c1ccc2occc2c1,12670,58:05800:0:Z3009664386;58:05800:0:Z4113913654;58:05800:0:Z3081669000;
C1CCSC1,9140,58:05800:0:Z3009664386;58:05800:0:Z4998902535;58:05800:0:Z4266259449;
CC1(C)CCCOC1,3929,58:05800:0:Z4471731698;58:05800:0:Z3442287318;58:05800:0:Z3363566949;
Cc1cccnn1,4498,58:05800:0:Z5048852585;58:05800:0:Z1675845580;58:05800:0:Z2713878714;
Cc1cnoc1,4603,58:05800:0:Z4153997250;58:05800:0:Z4022953573;58:05800:0:Z2788804891;
O=C1CCc2ccccc21,3059,58:05800:0:Z3591887684;58:05800:0:Z3591883709;58:05800:0:Z2774863945;
FC1(F)C2CCCCC21,2829,58:05800:0:Z3591887684;58:05800:0:Z3591883709;58:05800:0:Z3588996541;
c1ccc2c(c1)OCO2,11997,58:05800:0:Z1323888842;58:05800:0:Z3076374730;58:05800:0:Z1675830347;
c1ccc2[nH]ccc2c1,23582,58:05800:0:Z1323888842;58:05800:0:Z2635396644;58:05800:0:Z5060236367;
CC1(C)CNCC(O)C(O)C1,268,58:05800:0:Z3882835005;58:05800:8:Z3882828566;58:05800:9:Z3818086122;
C1COCOC1,2442,58:05800:0:Z2437676316;58:05800:0:Z1952761291;58:05800:0:Z2948755642;
O=C1NCCN1,5911,58:05800:0:Z2437676316;58:05800:0:Z4002731294;58:05800:0:Z1523260954;
O=C1CNCN1,2675,58:05800:0:Z4007929575;58:05800:0:Z2176579618;58:05800:1:Z1918966858;
Cc1ncc[nH]1,8804,58:05800:0:Z4106257882;58:05800:0:Z3910412646;58:05800:0:Z1632186567;
c1cc2c(cn1)CCCC2,1880,58:05800:0:Z2646270182;58:05800:0:Z2925130147;58:05800:0:Z2011327994;
Fc1cncnc1,2297,58:05800:0:Z3652371579;58:05800:1:Z3945691616;58:05800:1:Z3019353784;
c1ccc2c(c1)CCN2,14981,58:05800:0:Z5043335776;58:05800:0:Z4145067975;58:05800:0:Z1495791747;
O=C1CC2CCC1O2,273,58:05800:0:Z5043335776;58:05800:3:Z5046737793;58:05800:3:Z5044242456;
c1ccnnc1,19000,58:05800:0:Z2210046363;58:05800:0:Z2612730009;58:05800:0:Z4217887047;
CC1(C)CNCCO1,7356,58:05800:0:Z2210046363;58:05800:0:Z4027091286;58:05800:0:Z4027087129;
Cc1cnc2[nH]ncc2c1,254,58:05800:0:Z4467270956;58:05801:1:Z3591314256;58:05801:6:Z3060427002;
O=S1(=O)CCCC1,13817,58:05800:0:Z4209508416;58:05800:0:Z3339050407;58:05800:0:Z1595678237;
OC1CCCNC1,9964,58:05800:0:Z1438177214;58:05800:0:Z4984572815;58:05800:0:Z4071453552;
FC1(F)CCC1,13545,58:05800:0:Z2286441526;58:05800:0:Z4261910908;58:05800:0:Z4140248458;
Cc1ccn[nH]1,30823,58:05800:0:Z1720726088;58:05800:0:Z2181474194;58:05800:0:Z4051779418;
C1CC2(C1)CC2,7231,58:05800:0:Z3206651845;58:05800:0:Z2793060150;58:05800:0:Z4295324147;
Cn1ccc2ccsc21,197,58:05800:0:Z4010012007;58:05800:0:Z4575658976;58:05800:0:Z3833005221;
C1CC2OCCC2N1,750,58:05800:0:Z4010012007;58:05800:0:Z4575658976;58:05800:1:Z3206122222;
Fc1cccc(Cl)c1,17000,58:05800:0:Z3608252217;58:05800:0:Z1851633195;58:05800:0:Z2283604487;
CC1(O)CCCNC1,376,58:05800:0:Z3608252217;58:05800:0:Z1557635136;58:05800:4:Z1557200910;
Cn1ccc2ccccc2c1=O,798,58:05800:0:Z4422003985;58:05800:0:Z4421967523;58:05800:0:Z4176480675;
NC1CNCC(F)(F)C1,579,58:05800:0:Z4422003985;58:05800:0:Z4421967523;58:05800:0:Z4176480675;
FC1(F)CC1,14416,58:05800:0:Z4041909044;58:05800:0:Z3530653217;58:05800:0:Z4339327911;
OC1CCCCNC1,523,58:05800:0:Z4041909044;58:05800:4:Z4041324127;58:05800:5:Z3520333018;
c1ccc2c(c1)NCC1CCCN21,106,58:05800:0:Z3534310055;58:05800:2:Z1307994818;58:05800:4:Z4288529219;
CN1CCCNCC1,1434,58:05800:0:Z3560105150;58:05800:0:Z4403916800;58:05800:0:Z4403896664;
Nc1ccncn1,3311,58:05800:0:Z1520132377;58:05800:0:Z5038034355;58:05800:0:Z2505633054;
FC1(F)CC12CCC2,4534,58:05800:0:Z4964758955;58:05800:0:Z4964728487;58:05800:0:Z4963535003;
CC1CCNC1,20773,58:05800:0:Z3181680231;58:05800:0:Z3164329979;58:05800:0:Z3164326885;
c1nnc[nH]1,40954,58:05800:0:Z3181680231;58:05800:0:Z2435279121;58:05800:0:Z3602091063;
Cc1ncon1,11406,58:05800:0:Z3181680231;58:05800:0:Z2388411675;58:05800:0:Z3899099003;
C1CC2CC2CO1,2302,58:05800:0:Z3083984484;58:05800:1:Z4035126870;58:05800:3:Z3084628803;
Clc1cccc2c1OCCCC2,162,58:05800:0:Z1594778159;58:05801:7:Z5014584300;58:05801:7:Z2590041287;
Cc1ccc2c(c1)OCO2,475,58:05800:0:Z3050648271;58:05800:4:Z1958044294;58:05800:5:Z2927406283;
Cc1ccccc1Cl,6828,58:05800:0:Z2495246637;58:05800:0:Z2869931226;58:05800:0:Z1817157752;
CC12CCC(CC1)C2(C)C,209,58:05800:0:Z3710009368;58:05800:4:Z1737194607;58:05801:2:Z3184565758;
CC1(O)CC2(CNC2)C1,402,58:05800:0:Z4156709540;58:05800:7:Z4154830895;58:05800:9:Z4155772873;
C1=NOCC1,8247,58:05800:0:Z4048347323;58:05800:0:Z3049578749;58:05800:0:Z3672425565;
Cc1cc(=O)cc(C)[nH]1,207,58:05800:0:Z4009767074;58:05800:0:Z2910600067;58:05800:4:Z2173916524;
CC1CC1N,95,58:05800:0:Z4002731294;58:05801:6:Z5005281545;58:05801:7:Z4003686072;
c1nncs1,31592,58:05800:0:Z4478643520;58:05800:0:Z4640382802;58:05800:0:Z4287246299;
c1nnc2n1CCCCC2,2170,58:05800:0:Z3791833183;58:05800:0:Z3102625995;58:05800:1:Z1901928569;
NC1CCCC2(CCC2)C1,110,58:05800:0:Z4448461746;58:05801:3:Z3793831922;58:05802:4:Z3793169624;
c1cc[nH]c1,27456,58:05800:0:Z2903932879;58:05800:0:Z1266035363;58:05800:0:Z2210433667;
C1CC2CC(C2)O1,1676,58:05800:0:Z4203876328;58:05800:0:Z5035413397;58:05800:1:Z5018335948;
c1ccn2ncnc2c1,2259,58:05800:0:Z4640382802;58:05800:0:Z2295833889;58:05800:0:Z1677895389;
Clc1cn[nH]c1,8054,58:05800:0:Z2877076215;58:05800:0:Z2647769522;58:05800:0:Z2649994312;
CC1COC1,2798,58:05800:0:Z2877076215;58:05800:0:Z2454324221;58:05800:0:Z4076895035;
O=c1[nH]cnc2sccc12,973,58:05800:0:Z1624188318;58:05800:1:Z2884735810;58:05800:2:Z1183764359;
C1CCN2CCCC2C1,3504,58:05800:0:Z2304990402;58:05800:0:Z4273924781;58:05800:1:Z4311973553;
O=C1CC2(CCC2)CCN1,733,58:05800:0:Z3700782467;58:05800:0:Z3505192111;58:05800:0:Z4362644452;
OC1CCc2ccccc2C1,636,58:05800:0:Z2073937967;58:05800:1:Z4231547124;58:05800:4:Z3136701181;
C1CC2CNCC(C1)C2,1770,58:05800:0:Z4923841463;58:05800:0:Z5058221877;58:05800:1:Z4607632465;
Cc1cc[nH]n1,28009,58:05800:0:Z3363745308;58:05800:0:Z3908504661;58:05800:0:Z1636580768;
CN1CCNCC1,17004,58:05800:0:Z3363745308;58:05800:0:Z3372008899;58:05800:0:Z4599016171;
C1CCC2CNCCC2C1,1591,58:05800:0:Z3135283564;58:05800:0:Z3797124539;58:05800:0:Z4327108680;
Cn1c(=O)oc2ccccc21,1920,58:05800:0:Z1314141149;58:05800:0:Z2804382560;58:05800:3:Z2781097960;
Oc1ccncc1,1123,58:05800:0:Z2963659509;58:05800:1:Z4101186859;58:05800:4:Z1302738399;
OC1CCCCC1,18312,58:05800:0:Z2723193530;58:05800:0:Z2723193528;58:05800:0:Z2120638109;
OC1CCNC1,23696,58:05800:0:Z4390170720;58:05800:0:Z3318879054;58:05800:0:Z1883074386;
Cc1cc(C)[nH]n1,20863,58:05800:0:Z2960050719;58:05800:0:Z2965534487;58:05800:0:Z2911365203;
CC1CC1(F)F,3120,58:05800:0:Z3626055100;58:05800:0:Z4488210822;58:05800:1:Z2599346804;
CC1(C)C(=O)Nc2ccccc21,572,58:05800:0:Z3626055100;58:05800:1:Z1984298005;58:05800:3:Z2780804640;
CC1CCOC1,6751,58:05800:0:Z4058822554;58:05800:0:Z3685560605;58:05800:0:Z2255659664;
NC1CC2(CCCCC2)C1,512,58:05800:0:Z4058822554;58:05800:0:Z4065930388;58:05800:2:Z4002699261;
c1ccc2ccccc2c1,10674,58:05800:0:Z3794386255;58:05800:0:Z2452056485;58:05800:0:Z1362286156;
C1COCCO1,8373,58:05800:0:Z3566659569;58:05800:0:Z3057040146;58:05800:0:Z3379049154;
Cc1c[nH]cn1,3541,58:05800:0:Z3207212434;58:05800:0:Z3640861636;58:05800:0:Z3351342686;
Cc1nnc2n1CCNC2C,316,58:05800:0:Z3591073763;58:05800:2:Z4403866208;58:05800:2:Z3571450078;
C1CSCCS1,1186,58:05800:0:Z1465863763;58:05800:1:Z2372649205;58:05800:3:Z3708037071;
C1COC2(CCN1)CCSC2,363,58:05800:0:Z4518300607;58:05800:0:Z3910684242;58:05800:0:Z3910679983;
Cc1ccn[nH]c1=O,202,58:05800:0:Z3352376964;58:05800:2:Z3353320608;58:05800:3:Z3356411329;
CC12CCCC(CN1)C2,220,58:05800:0:Z3320576396;58:05800:4:Z3344291653;58:05800:7:Z3406493215;
Clc1ccc2c(c1)CCCO2,747,58:05800:0:Z2872517149;58:05800:3:Z2712942066;58:05800:4:Z1675240372;
Fc1ccc2nc[nH]c2c1,489,58:05800:0:Z3646416176;58:05800:1:Z3078189472;58:05800:2:Z1902971309;
C1CNCCC2(C1)CCCO2,346,58:05800:0:Z3646416176;58:05800:0:Z3521155223;58:05800:0:Z3646419835;
C1OC2CNCC2O1,420,58:05800:0:Z3602091063;58:05800:5:Z3596332725;58:05800:8:Z4993970083;
Fc1cccc(F)c1,46487,58:05800:0:Z4163495400;58:05800:0:Z641315014;58:05800:0:Z1590292224;
c1ncc2c(n1)COC2,205,58:05800:0:Z2821715111;58:05800:1:Z4387173780;58:05801:3:Z4504829532;
O=c1[nH]cnc2ccccc12,3067,58:05800:0:Z4331669470;58:05800:0:Z1335999494;58:05800:1:Z1103348615;
Cc1cccnc1,23019,58:05800:0:Z3843824215;58:05800:0:Z2614552098;58:05800:0:Z2965534487;
CC1(C)CNCCS1(=O)=O,594,58:05800:0:Z3843824215;58:05800:1:Z4734286224;58:05800:1:Z2018909893;
c1cnc2[nH]ncc2c1,2217,58:05800:0:Z2801305009;58:05800:0:Z4226500888;58:05800:0:Z4233299311;
CN1Cc2ccccc2NC1=O,303,58:05800:0:Z3171032832;58:05800:2:Z3831844849;58:05800:5:Z3520063765;
Cc1ccc2c(c1)C(C)CCN2,106,58:05800:0:Z4134736987;58:05800:1:Z4474066559;58:05803:5:Z4221840716;
Fc1cccc2c1CNCC2,890,58:05800:0:Z3917591930;58:05800:0:Z4539218645;58:05800:1:Z3870716012;
C1CC2COCC2C1,1373,58:05800:0:Z3917591930;58:05800:0:Z2875277970;58:05800:0:Z3708766126;
c1ccc2[nH]cnc2c1,13611,58:05800:0:Z2851647878;58:05800:0:Z4454773289;58:05800:0:Z4305508090;
Clc1ccc2ccccc2c1,829,58:05800:0:Z4912928892;58:05800:2:Z4913218099;58:05800:2:Z3365940371;
OC1CCNC12CCSC2,298,58:05800:0:Z3555439067;58:05800:0:Z2752822103;58:05800:2:Z3617896146;
O=S1(=O)NCc2cc(Cl)ccc21,41,58:05800:0:Z4216917099;58:05801:0:Z4216916107;58:05801:3:Z4222059485;
