fragment_smiles,occurences,example_ligands
C1CCC2(CCC2)OC1,3919,338:33800:0:PV-006573614363;338:33800:0:PV-006573614364;338:33800:0:PV-006573632320;
O=c1cc(O)cco1,1055,338:33800:0:PV-006573614363;338:33800:0:PV-006573614364;338:33800:3:PV-006573701199;
Cc1ccc2ccc(F)cc2n1,358,338:33800:0:PV-006573614371;338:33800:5:PV-006573736703;338:33800:6:PV-006573768143;
C1CNCCN1,151256,338:33800:0:PV-006573614371;338:33800:0:PV-006573614411;338:33800:0:PV-006573614502;
Fc1ccccc1,170825,338:33800:0:PV-006573614371;338:33800:0:PV-006573614544;338:33800:0:PV-006573614545;
Cn1cccn1,130307,338:33800:0:PV-006573614378;338:33800:0:PV-006573614502;338:33800:0:PV-006573614699;
C1NCC2CC12,103864,338:33800:0:PV-006573614378;338:33800:0:PV-006573615286;338:33800:0:PV-006573615433;
Cc1cccnc1C,8781,338:33800:0:PV-006573614394;338:33800:0:PV-006573614395;338:33800:0:PV-006573614396;
c1cscn1,96775,338:33800:0:PV-006573614394;338:33800:0:PV-006573614395;338:33800:0:PV-006573614396;
Cc1cccc2cc[nH]c12,2589,338:33800:0:PV-006573614408;338:33800:0:PV-006573624193;338:33800:0:PV-006573624194;
CC1CNC1,47188,338:33800:0:PV-006573614408;338:33800:0:PV-006573615971;338:33800:0:PV-006573616652;
CC1CCN1,3852,338:33800:0:PV-006573614408;338:33800:0:PV-006573628617;338:33800:0:PV-006573633640;
Cc1ccccn1,50888,338:33800:0:PV-006573614411;338:33800:0:PV-006573614789;338:33800:0:PV-006573614790;
c1ccccc1,384896,338:33800:0:PV-006573614441;338:33800:0:PV-006573614442;338:33800:0:PV-006573614443;
C1CCNCC1,553325,338:33800:0:PV-006573614441;338:33800:0:PV-006573614442;338:33800:0:PV-006573614443;
c1ccoc1,131806,338:33800:0:PV-006573614441;338:33800:0:PV-006573614442;338:33800:0:PV-006573614443;
Cc1cc2ncccn2n1,677,338:33800:0:PV-006573614448;338:33800:2:PV-006573675575;338:33800:2:PV-002340811644;
CC1CNCC(C)C1,3095,338:33800:0:PV-006573614448;338:33800:0:PV-006573615395;338:33800:0:PV-006573623329;
C1CCCCC1,222676,338:33800:0:PV-006573614498;338:33800:0:PV-006573615139;338:33800:0:PV-006573615140;
Oc1ccc(Cl)cc1,2315,338:33800:0:PV-006573614498;338:33800:0:PV-006573618173;338:33800:0:PV-006573623478;
c1ccncc1,288848,338:33800:0:PV-006573614500;338:33800:0:PV-006573614695;338:33800:0:PV-006573614696;
C1CC2CNCC12,23942,338:33800:0:PV-006573614500;338:33800:0:PV-006573616636;338:33800:0:PV-006573617584;
C1CCCC1,238805,338:33800:0:PV-006573614507;338:33800:0:PV-006573614508;338:33800:0:PV-006573615088;
FC1CCNC1,71555,338:33800:0:PV-006573614507;338:33800:0:PV-006573614508;338:33800:0:PV-006573615348;
C1CCC2(CCNCC2)OC1,1776,338:33800:0:PV-006573614530;338:33800:0:PV-006573619349;338:33800:0:PV-006573632922;
c1cn[nH]c1,254487,338:33800:0:PV-006573614530;338:33800:0:PV-006573614586;338:33800:0:PV-006573614611;
CC1CCOCC1,9794,338:33800:0:PV-006573614552;338:33800:0:PV-006573618225;338:33800:0:PV-006573622182;
FC1CCCC1,15472,338:33800:0:PV-006573614552;338:33800:0:PV-006573619808;338:33800:0:PV-006573619809;
C1CCNC1,598757,338:33800:0:PV-006573614558;338:33800:0:PV-006573614591;338:33800:0:PV-006573614592;
Fc1ccc2nc[nH]c2c1,995,338:33800:0:PV-006573614558;338:33800:0:PV-006573631035;338:33800:0:PV-006573638745;
FC1(F)CCCNC1,5346,338:33800:0:PV-006573614565;338:33800:0:PV-006573620347;338:33800:0:PV-006573626519;
Fc1cccc(F)c1,33561,338:33800:0:PV-006573614565;338:33800:0:PV-006573615364;338:33800:0:PV-006573615365;
CC1(C)CCC(=O)N1,2512,338:33800:0:PV-006573614578;338:33800:0:PV-006573623892;338:33800:0:PV-006573628842;
O=c1cccco1,11308,338:33800:0:PV-006573614578;338:33800:0:PV-006573617868;338:33800:0:PV-006573624526;
OC1CCCC1,32117,338:33800:0:PV-006573614585;338:33800:0:PV-006573614944;338:33800:0:PV-006573615533;
Fc1ccccc1F,19889,338:33800:0:PV-006573614585;338:33800:0:PV-006573617041;338:33800:0:PV-006573618173;
CC1CCC1,48984,338:33800:0:PV-006573614586;338:33800:0:PV-006573615099;338:33800:0:PV-006573615868;
C1CCC2(C1)CNC2,7144,338:33800:0:PV-006573614586;338:33800:0:PV-006573618218;338:33800:0:PV-006573626151;
Oc1cccc(Cl)c1,5347,338:33800:0:PV-006573614591;338:33800:0:PV-006573614592;338:33800:0:PV-006573614593;
C1COC2(C1)CCC2,7117,338:33800:0:PV-006573614591;338:33800:0:PV-006573614592;338:33800:0:PV-006573614593;
CC1CCNC1,169071,338:33800:0:PV-006573614597;338:33800:0:PV-006573614598;338:33800:0:PV-006573614599;
c1cnc2sccc2c1,2760,338:33800:0:PV-006573614597;338:33800:0:PV-006573614598;338:33800:0:PV-006573614599;
c1cnoc1,131258,338:33800:0:PV-006573614597;338:33800:0:PV-006573614598;338:33800:0:PV-006573614599;
CC1(C)CC1,26910,338:33800:0:PV-006573614602;338:33800:0:PV-006573616768;338:33800:0:PV-006573619118;
C1CC2CC1CN2,26367,338:33800:0:PV-006573614602;338:33800:0:PV-006573615386;338:33800:0:PV-006573616272;
Nc1ccncn1,3590,338:33800:0:PV-006573614602;338:33800:0:PV-006573617042;338:33800:0:PV-006573617043;
C1CCCNCC1,97274,338:33800:0:PV-006573614611;338:33800:0:PV-006573614617;338:33800:0:PV-006573615050;
CC1CCOC1,12214,338:33800:0:PV-006573614641;338:33800:0:PV-006573614894;338:33800:0:PV-006573615110;
Cn1cccc1,33899,338:33800:0:PV-006573614659;338:33800:0:PV-006573614730;338:33800:0:PV-006573615790;
Cc1nccs1,21868,338:33800:0:PV-006573614659;338:33800:0:PV-006573615737;338:33800:0:PV-006573615738;
c1c[nH]cn1,96712,338:33800:0:PV-006573614665;338:33800:0:PV-006573614666;338:33800:0:PV-006573615669;
C1COCOC1,5272,338:33800:0:PV-006573614671;338:33800:0:PV-006573614672;338:33800:0:PV-006573614673;
C1CC2COC(C1)C2,2625,338:33800:0:PV-006573614671;338:33800:0:PV-006573614672;338:33800:0:PV-006573614673;
CC1(C)CNCC2(CNC2)O1,1936,338:33800:0:PV-006573614674;338:33800:0:PV-006573617063;338:33800:1:PV-006573642038;
CC1(O)CCC1,4881,338:33800:0:PV-006573614679;338:33800:0:PV-006573619322;338:33800:0:PV-006573622348;
Clc1ccnc2[nH]ccc12,871,338:33800:0:PV-006573614679;338:33800:0:PV-006573624222;338:33800:2:PV-006573669709;
FC1CCCNC1,62925,338:33800:0:PV-006573614695;338:33800:0:PV-006573614696;338:33800:0:PV-006573615387;
C1CNCCOC1,24906,338:33800:0:PV-006573614699;338:33800:0:PV-006573615592;338:33800:0:PV-006573615669;
C1CCC2(C1)CC2,10084,338:33800:0:PV-006573614699;338:33800:0:PV-006573616877;338:33800:0:PV-006573623991;
CC1CCCNC1,73273,338:33800:0:PV-006573614705;338:33800:0:PV-006573615772;338:33800:0:PV-006573616083;
OC1CCNCC1,28805,338:33800:0:PV-006573614705;338:33800:0:PV-006573617239;338:33800:0:PV-006573621168;
Cc1cn[nH]c1,20916,338:33800:0:PV-006573614729;338:33800:0:PV-006573614764;338:33800:0:PV-006573614765;
c1ccc2ncccc2c1,13623,338:33800:0:PV-006573614732;338:33800:0:PV-006573617277;338:33800:0:PV-006573617278;
c1c[nH]nn1,95308,338:33800:0:PV-006573614732;338:33800:0:PV-006573614758;338:33800:0:PV-006573615502;
OC1CCC1,38004,338:33800:0:PV-006573614758;338:33800:0:PV-006573614875;338:33800:0:PV-006573615081;
C1CC2CCC(C1)N2,34795,338:33800:0:PV-006573614764;338:33800:0:PV-006573614765;338:33800:0:PV-006573617042;
Cc1cn[nH]n1,8255,338:33800:0:PV-006573614764;338:33800:0:PV-006573614765;338:33800:0:PV-006573618253;
Cc1cn2c(n1)CCCC2,1801,338:33800:0:PV-006573614785;338:33800:0:PV-006573614786;338:33800:0:PV-006573614787;
Nc1ccccn1,16786,338:33800:0:PV-006573614785;338:33800:0:PV-006573614786;338:33800:0:PV-006573614787;
