fragment_smiles,occurences,example_ligands
OC1CNC1,7086,201:20100:0:Z4142156125;201:20100:0:Z4212239197;201:20100:0:Z3607567413;
O=C1CCS(=O)(=O)c2ccccc21,214,201:20100:0:Z3437891391;201:20100:0:Z3537263591;201:20100:6:Z3548004266;
CN1C(=O)CNCc2ccccc21,292,201:20100:0:Z3133006173;201:20100:5:Z3133005393;201:20100:6:Z3698989263;
c1ccc2c(c1)CNCCO2,3884,201:20100:0:Z3133006173;201:20100:0:Z2356851126;201:20100:0:Z2967076715;
OC1CCC2CNCCC2C1,272,201:20100:0:Z2278471656;201:20100:2:Z2297705070;201:20100:9:Z2297711420;
c1cn[nH]n1,8192,201:20100:0:Z2905407473;201:20100:0:Z1500940610;201:20100:0:Z1903560617;
Cc1cc2c(=O)[nH]cnc2s1,103,201:20100:0:Z1533165565;201:20103:1:Z90031776;201:20105:9:Z16736982;
Cn1cnc2cccnc21,1086,201:20100:0:Z4055023200;201:20100:0:Z1623360050;201:20100:1:Z2101595376;
Fc1cncnc1,1680,201:20100:0:Z3294818457;201:20100:0:Z4664476315;201:20100:0:Z1481108724;
Cc1ccno1,15323,201:20100:0:Z3596499374;201:20100:0:Z3549462358;201:20100:0:Z3520337158;
CN1CCCC1,9813,201:20100:0:Z3596499374;201:20100:0:Z4298938329;201:20100:0:Z3671627780;
Cc1ccc(C)[nH]1,10216,201:20100:0:Z1074404262;201:20100:0:Z1604891491;201:20100:0:Z1384325136;
CC1CCNCC1,23574,201:20100:0:Z4001716880;201:20100:0:Z2448907667;201:20100:0:Z1424575193;
O=c1[nH]nc2n1CCCC2,853,201:20100:0:Z3049265310;201:20100:1:Z2478615723;201:20100:1:Z4768954846;
c1cnc2nncn2c1,644,201:20100:0:Z1375163454;201:20100:0:Z4639075872;201:20100:2:Z1374800495;
CN1CCNCC1,35045,201:20100:0:Z4307645560;201:20100:0:Z1171697904;201:20100:0:Z1439564380;
O=S1(=O)CCCN1,13234,201:20100:0:Z4590189827;201:20100:0:Z2953611723;201:20100:0:Z1727059016;
c1n[nH]c2c1CCCC2,8870,201:20100:0:Z1644665326;201:20100:0:Z2355534270;201:20100:0:Z1676151761;
c1nc2n(n1)CCCC2,2600,201:20100:0:Z3609838830;201:20100:0:Z1243007964;201:20100:0:Z1692162087;
Cc1cnc2n1CCCC2,1845,201:20100:0:Z4455832755;201:20100:1:Z4961412522;201:20100:2:Z4475554860;
C1OC2(CNC2)C2CC12,186,201:20100:0:Z3620974821;201:20100:3:Z3597411077;201:20100:5:Z3597416935;
c1ccc2ncccc2c1,26136,201:20100:0:Z2950942968;201:20100:0:Z3503933018;201:20100:0:Z3393325584;
c1ccnnc1,19980,201:20100:0:Z3193213601;201:20100:0:Z2843912520;201:20100:0:Z2493141110;
C1CNC2(C1)CCC2,3987,201:20100:0:Z5054356333;201:20100:0:Z3822569149;201:20100:0:Z4598320374;
c1ccc2c(c1)CCC21CCCNC1,50,201:20100:0:Z4295299871;201:20101:5:Z3637174077;201:20102:8:Z3622438386;
c1nnco1,32090,201:20100:0:Z2893013161;201:20100:0:Z3497222942;201:20100:0:Z4402398593;
CC1(C)Oc2ccccc2O1,571,201:20100:0:Z509940134;201:20100:0:Z5004227705;201:20100:0:Z435980356;
c1ccc2c(c1)COC2,4094,201:20100:0:Z2093183532;201:20100:0:Z956887220;201:20100:0:Z1081438496;
C1CCC2(CC1)CCCCN2,424,201:20100:0:Z4002848431;201:20100:4:Z3639557031;201:20100:9:Z4001164166;
Cc1ccco1,23177,201:20100:0:Z3725318647;201:20100:0:Z599659968;201:20100:0:Z1603447823;
OC1CCCNC1,9829,201:20100:0:Z2977848645;201:20100:0:Z2617400560;201:20100:0:Z2630973815;
O=c1[nH]c2ccccc2o1,5864,201:20100:0:Z2977848645;201:20100:0:Z4645192112;201:20100:0:Z1932331211;
Cc1cc(C)[nH]c(=O)c1,1240,201:20100:0:Z1313724352;201:20100:0:Z1355407696;201:20100:0:Z2905828978;
c1ncsn1,7629,201:20100:0:Z2663999578;201:20100:0:Z2666650338;201:20100:0:Z2720491845;
C1CNC2COCC2C1,664,201:20100:0:Z3774773144;201:20100:0:Z3909250742;201:20100:3:Z4406438201;
C1CC2(C1)CCC2,11624,201:20100:0:Z4390905097;201:20100:0:Z3867846027;201:20100:0:Z4478892629;
Fc1ccccc1Cl,14696,201:20100:0:Z4045956548;201:20100:0:Z1675893742;201:20100:0:Z3610628177;
O=c1ccnc[nH]1,5382,201:20100:0:Z4045956548;201:20100:0:Z4643750346;201:20100:0:Z2891367539;
Cc1cn2c(n1)CCCC2,2112,201:20100:0:Z2704758909;201:20100:0:Z4287159258;201:20100:0:Z4289969786;
Cn1cncn1,12753,201:20100:0:Z3097486086;201:20100:0:Z2436095652;201:20100:0:Z1828174032;
O=C1CC2(CCNCC2)CN1,542,201:20100:0:Z3700667538;201:20100:2:Z1824571413;201:20100:3:Z1449926680;
C1CN2CCOCC2CN1,670,201:20100:0:Z2906757966;201:20100:0:Z1670352569;201:20100:0:Z3618125908;
c1ccc2[nH]cnc2c1,26386,201:20100:0:Z3297184375;201:20100:0:Z1204550656;201:20100:0:Z1171697904;
c1ccc2c(c1)CCC2,22524,201:20100:0:Z3297184375;201:20100:0:Z1204550656;201:20100:0:Z1306202482;
Cc1ccc2[nH]cnc2c1,1097,201:20100:0:Z2956217627;201:20100:0:Z1303412390;201:20100:0:Z1766029200;
Cc1ccnn1C,9641,201:20100:0:Z2956217627;201:20100:0:Z3564919857;201:20100:0:Z4412553851;
Cc1ccoc1,5918,201:20100:0:Z3168383061;201:20100:0:Z2774426766;201:20100:0:Z1275920711;
FC1(F)CC1,10726,201:20100:0:Z3441568600;201:20100:0:Z3497222942;201:20100:0:Z4669849693;
Cn1cnc(Cl)c1,277,201:20100:0:Z4962132816;201:20100:0:Z3804110117;201:20100:4:Z3390585090;
OC1CCC12CCC2,1039,201:20100:0:Z4508965587;201:20100:0:Z4176295589;201:20100:0:Z3907130007;
C1CCSCC1,6810,201:20100:0:Z4508965587;201:20100:0:Z4176295589;201:20100:0:Z4338706958;
Cc1cc2c(c(=O)[nH]1)CCCN2,152,201:20100:0:Z4238844913;201:20100:1:Z4238852318;201:20100:5:Z4230437002;
Cc1ccc2cc(O)ccc2n1,87,201:20100:0:Z4238844913;201:20101:4:Z3706685368;201:20101:5:Z4089672005;
CC1(C)NC(=O)C2(CCNCC2)O1,383,201:20100:0:Z3408908294;201:20100:0:Z4218720620;201:20100:0:Z3531453274;
Cc1ccn2cnnc2c1,469,201:20100:0:Z3685714976;201:20100:1:Z4643213975;201:20101:0:Z3311374736;
C1COCOC1,1312,201:20100:0:Z3685714976;201:20100:0:Z3818969650;201:20100:0:Z2633837277;
Cc1cc(F)cc(F)c1,435,201:20100:0:Z3725318649;201:20100:0:Z3725318651;201:20100:3:Z3725319844;
FC1(F)CCCNCC1,2183,201:20100:0:Z3644980087;201:20100:0:Z3682491992;201:20100:2:Z3550975395;
CC1CCCN1,17760,201:20100:0:Z4055723515;201:20100:0:Z4055726962;201:20100:0:Z4055032073;
CC1(C)CCCN1,6551,201:20100:0:Z3828773571;201:20100:0:Z4175631024;201:20100:0:Z4175102238;
Clc1cn[nH]c1,5686,201:20100:0:Z1677310632;201:20100:0:Z3365903051;201:20100:0:Z1874195466;
C1CNCC2(C1)CCOCC2,1824,201:20100:0:Z4576394547;201:20100:0:Z4576394738;201:20100:0:Z1266660733;
CC1CCCO1,5759,201:20100:0:Z1785978920;201:20100:0:Z2703418459;201:20100:1:Z2302816520;
Cn1cc2c(n1)CCCC2,3248,201:20100:0:Z4022719458;201:20100:0:Z1985793217;201:20100:1:Z2773349542;
CC1(C)CCCCO1,3151,201:20100:0:Z2286463791;201:20100:0:Z3706711853;201:20100:0:Z2627645658;
C1COCC2(C1)CCC2,1258,201:20100:0:Z3787935883;201:20100:0:Z3843346641;201:20100:0:Z4408285379;
c1n[nH]c2c1COCC2,1067,201:20100:0:Z2960224948;201:20100:0:Z2998905435;201:20100:1:Z3371235524;
C1NCC2CC12,11418,201:20100:0:Z4175631024;201:20100:0:Z4175102238;201:20100:0:Z2617400560;
Cc1cccnc1,21416,201:20100:0:Z4424395267;201:20100:0:Z4035537990;201:20100:0:Z2501822109;
CC1CCCNC1C,266,201:20100:0:Z5048899671;201:20100:2:Z5039097692;201:20100:6:Z1565211591;
CC1Cc2ncsc2C(C)O1,231,201:20100:0:Z5048899671;201:20101:5:Z3059206396;201:20101:7:Z3059217455;
c1ccc2c(c1)CCOC2,10990,201:20100:0:Z2642311887;201:20100:0:Z2166895943;201:20100:0:Z3570856178;
CN1CC2(CCNCC2)C1,294,201:20100:0:Z3879503091;201:20100:2:Z4278592137;201:20100:6:Z3842396297;
CC1(C)CNCCN1,4081,201:20100:0:Z1604891491;201:20100:0:Z1603272096;201:20100:1:Z3174516407;
Cc1cc2ccoc2cc1C,508,201:20100:0:Z2853433202;201:20100:0:Z3647370767;201:20100:7:Z3351395642;
Cc1ccncc1,13296,201:20100:0:Z2484038499;201:20100:0:Z4403334448;201:20100:0:Z2365938353;
Cc1cc(C)n(C)n1,9758,201:20100:0:Z3385722446;201:20100:0:Z5049815044;201:20100:0:Z808942660;
Cc1cc(=O)[nH]cn1,4433,201:20100:0:Z3367899656;201:20100:0:Z857698962;201:20100:0:Z3293268662;
c1ccc2ocnc2c1,8843,201:20100:0:Z1447010972;201:20100:0:Z3175180785;201:20100:0:Z2186217293;
C1CNCCOC1,11967,201:20100:0:Z3626694665;201:20100:0:Z3570856178;201:20100:0:Z3406512995;
c1cnn2cnnc2c1,3397,201:20100:0:Z2861649649;201:20100:0:Z4288284767;201:20100:0:Z1023920524;
c1cc2c(cn1)OCCC2,538,201:20100:0:Z2295791977;201:20100:1:Z3595639416;201:20100:2:Z2295791190;
Cc1cc2n(n1)CCCN2,492,201:20100:0:Z3055365223;201:20100:0:Z4661120061;201:20100:1:Z4123706623;
c1cc2c(s1)COCC2,431,201:20100:0:Z2357322542;201:20100:1:Z4329889882;201:20100:2:Z1101550360;
O=c1[nH]ccc2c1CCNC2,306,201:20100:0:Z3393325584;201:20100:4:Z3571879095;201:20101:5:Z3438089537;
CC1(C)CCC1,7308,201:20100:0:Z3539880054;201:20100:0:Z1675148941;201:20100:0:Z2347674872;
c1ccc2c(c1)OCCO2,23223,201:20100:0:Z1022168434;201:20100:0:Z3855621207;201:20100:0:Z2588519801;
CN1CCC(=O)NC2CNCCC21,508,201:20100:0:Z4194596348;201:20100:0:Z4200310496;201:20100:3:Z4192229119;
FC1CCCC1,3242,201:20100:0:Z3794080173;201:20100:0:Z3794080736;201:20100:1:Z3798865159;
CC1CCNc2ccccc2S1,239,201:20100:0:Z2415010518;201:20100:0:Z2761374574;201:20100:9:Z1611886825;
Cc1[nH]nc2c1CCCC2,336,201:20100:0:Z3806393626;201:20100:6:Z3788508667;201:20101:1:Z3787616903;
Cc1ccc(O)cn1,238,201:20100:0:Z3641560866;201:20100:1:Z1659638667;201:20100:5:Z3589687078;
Cc1ccccc1F,13257,201:20100:0:Z2601530921;201:20100:0:Z2602481164;201:20100:0:Z2722679563;
Fc1cnc(Cl)nc1,121,201:20100:0:Z4246947392;201:20102:1:Z4233466585;201:20103:0:Z4246949824;
C1CC2CCC1C2,9161,201:20100:0:Z4636096874;201:20100:0:Z4572687032;201:20100:0:Z4277911271;
Fc1cccc2c1OCC2,326,201:20100:0:Z2184358993;201:20100:3:Z3587337597;201:20100:4:Z1903872481;
Cn1ncc2c1CCNC2,2222,201:20100:0:Z3553334912;201:20100:0:Z3415145570;201:20100:0:Z3415690875;
Cc1cc2nc[nH]c2cc1C,520,201:20100:0:Z3989134962;201:20100:1:Z2370303707;201:20100:3:Z3873736109;
C1CCC2(CCOCC2)OC1,2005,201:20100:0:Z3989134962;201:20100:0:Z2862828289;201:20100:0:Z3189946673;
c1ccc2c(c1)C1CCC2N1,302,201:20100:0:Z2706757509;201:20100:0:Z2826664541;201:20100:4:Z4285776382;
NC1CCNCC1,2539,201:20100:0:Z2464322816;201:20100:0:Z4448687836;201:20100:0:Z3044230282;
Clc1cccnc1,19026,201:20100:0:Z3354797283;201:20100:0:Z3552091372;201:20100:0:Z2494043468;
c1ccc2c(c1)CCc1ccsc1-2,137,201:20100:0:Z2643227147;201:20102:1:Z3654032408;201:20103:2:Z236201996;
O=c1ccc(Cl)n[nH]1,120,201:20100:0:Z2852709752;201:20100:6:Z4295408790;201:20100:7:Z5061164236;
Cn1ccccc1=O,4371,201:20100:0:Z1385433148;201:20100:0:Z4247841158;201:20100:0:Z3714002201;
Fc1ccc2occc2c1,913,201:20100:0:Z2952167235;201:20100:1:Z1366784351;201:20100:1:Z4111676383;
CC1CCC1,4100,201:20100:0:Z1408987642;201:20100:0:Z3725318668;201:20100:0:Z3725318727;
O=S1(=O)CCNCC1,6754,201:20100:0:Z1434556759;201:20100:0:Z2387020659;201:20100:0:Z3527611064;
OC1CC2(CCC2)C1,545,201:20100:0:Z3778316834;201:20100:2:Z3898655648;201:20100:4:Z3805189715;
Fc1cccc2[nH]cnc12,1065,201:20100:0:Z3867846027;201:20100:1:Z1689644733;201:20100:1:Z2952560995;
Cc1ncc2cc[nH]c2n1,226,201:20100:0:Z3646231076;201:20100:0:Z1359498035;201:20100:3:Z1359519845;
Oc1cccc(F)c1,1098,201:20100:0:Z3646231076;201:20100:1:Z3646227781;201:20100:4:Z4416549036;
c1cnc2nccnc2c1,827,201:20100:0:Z1675893742;201:20100:0:Z1675337717;201:20100:2:Z1982265818;
c1cc2n(n1)CCCNC2,1300,201:20100:0:Z3512164739;201:20100:1:Z2966834160;201:20100:1:Z2966834520;
Cc1nnc[nH]1,4582,201:20100:0:Z2933015657;201:20100:0:Z2484233027;201:20100:0:Z1577186101;
OC1CC2CC1CN2,465,201:20100:0:Z2933015657;201:20100:3:Z2953788826;201:20101:0:Z4773112475;
Cc1cnn[nH]1,13154,201:20100:0:Z3855621207;201:20100:0:Z3549462358;201:20100:0:Z1899681531;
C1CSCCO1,248,201:20100:0:Z3855621207;201:20100:3:Z3855614063;201:20100:4:Z3842859017;
Clc1ccc2nccn2c1,1245,201:20100:0:Z3605385589;201:20100:2:Z2923521020;201:20100:2:Z3434154282;
OC1CC2CCCC(C1)C2,243,201:20100:0:Z4406037325;201:20100:0:Z4423887876;201:20100:3:Z4380624793;
O=S1(=O)CCCCC12CCC2,509,201:20100:0:Z3278714958;201:20100:1:Z4019155210;201:20100:1:Z2963563330;
c1cn2c(n1)CCCC2,12392,201:20100:0:Z1424575193;201:20100:0:Z3060147773;201:20100:0:Z3520374193;
c1cn2cncc2s1,217,201:20100:0:Z1784702869;201:20100:6:Z1608640898;201:20101:0:Z1581632184;
C1CCC2CC2C1,1524,201:20100:0:Z2372999902;201:20100:0:Z2624094738;201:20100:1:Z4649283679;
C1CC2CC(C2)O1,895,201:20100:0:Z4911431178;201:20100:2:Z4077771578;201:20100:3:Z4077702270;
c1nnc2n1CCNC2,7366,201:20100:0:Z5054092168;201:20100:0:Z2615955661;201:20100:0:Z2474901939;
O=C1CCCCCCN1,343,201:20100:0:Z1144332747;201:20100:4:Z443597958;201:20100:5:Z3711650689;
C1CSCN1,8125,201:20100:0:Z3598386854;201:20100:0:Z3598387046;201:20100:0:Z3086668734;
O=c1ccnc2ccc(Cl)cn12,255,201:20100:0:Z98942699;201:20100:0:Z2176572318;201:20100:9:Z3093989810;
Cn1ccc2ccccc21,5156,201:20100:0:Z3084498376;201:20100:0:Z3777986826;201:20100:0:Z3206657420;
Cc1ccc2c(O)ccnc2n1,132,201:20100:0:Z1131829129;201:20102:7:Z1635700738;201:20103:9:Z1039511072;
O=c1ncnc2[nH][nH]cc1-2,336,201:20100:0:Z1551127951;201:20100:1:Z1274770993;201:20100:3:Z1148437775;
Cc1cc(C)n2nc(C)cc2n1,625,201:20100:0:Z606007914;201:20100:3:Z2647058904;201:20100:3:Z748924498;
Cc1ncc[nH]1,10390,201:20100:0:Z1716338404;201:20100:0:Z1640961249;201:20100:0:Z1911864353;
c1ccc2scnc2c1,13856,201:20100:0:Z5013347991;201:20100:0:Z3598759847;201:20100:0:Z3100797669;
Nc1ncnc2[nH]cnc12,1007,201:20100:0:Z2722679563;201:20100:1:Z3640950967;201:20100:1:Z1630750518;
CC1Cc2ccccc2O1,4157,201:20100:0:Z1513095469;201:20100:0:Z4203891537;201:20100:0:Z4387948971;
C1=NOCC1,8564,201:20100:0:Z1838638418;201:20100:0:Z4203891537;201:20100:0:Z5058404465;
c1ncc2cc[nH]c2n1,894,201:20100:0:Z4318447210;201:20100:0:Z4147800088;201:20100:1:Z4320294780;
Cc1nn(C)c2ncccc12,2571,201:20100:0:Z1224857829;201:20100:0:Z1344703772;201:20100:1:Z4156644028;
c1ncc2nc[nH]c2n1,22682,201:20100:0:Z4768566311;201:20100:0:Z4769351587;201:20100:0:Z4768444924;
Fc1ccc(F)cc1,12896,201:20100:0:Z25502144;201:20100:0:Z3060147773;201:20100:0:Z3243978280;
c1nc2c(s1)CCC2,1825,201:20100:0:Z3516713028;201:20100:0:Z1099196057;201:20100:0:Z4247304423;
C1COCC2(CC2)N1,1343,201:20100:0:Z4175673020;201:20100:3:Z4178565778;201:20100:4:Z4393735002;
O=C1CCOc2ccccc2N1,755,201:20100:0:Z1014663288;201:20100:1:Z4228401595;201:20100:2:Z3570852934;
Cc1ccc2c(c1)OCCN2,188,201:20100:0:Z1883360962;201:20100:5:Z1262036904;201:20100:9:Z1883351134;
O=C1CCNC2CCCCN12,177,201:20100:0:Z3591600213;201:20100:4:Z3091983024;201:20100:5:Z4256104623;
Cc1cccn2ccnc12,2339,201:20100:0:Z1426261539;201:20100:0:Z2231570196;201:20100:0:Z4085861419;
c1cc2c(s1)CCSC2,486,201:20100:0:Z1426261539;201:20100:1:Z1534199180;201:20100:5:Z1429135781;
c1cn2c(n1)CNCC2,1563,201:20100:0:Z3699256001;201:20100:1:Z3699262646;201:20100:1:Z4230091812;
CC1CCCCO1,3201,201:20100:0:Z3060174045;201:20100:0:Z3415690875;201:20100:0:Z4514396926;
Cc1ccc2cnoc2n1,709,201:20100:0:Z4478647585;201:20100:0:Z2962797871;201:20100:2:Z1995631143;
Cc1ccc2cccnc2c1C,312,201:20100:0:Z4457227336;201:20100:0:Z4326819011;201:20100:3:Z4141583784;
C1COC2(CCOCC2)CN1,474,201:20100:0:Z4457227336;201:20100:1:Z1571289618;201:20100:2:Z1447744930;
O=S1(=O)CCC2(CCCCO2)CC1,253,201:20100:0:Z3505317703;201:20100:1:Z3641411328;201:20100:2:Z3843508616;
CC1CCNC2C(=O)NCC12,222,201:20100:0:Z3822336194;201:20100:1:Z3911126720;201:20101:6:Z3840356555;
Cc1c[nH]c(C)c1,2457,201:20100:0:Z1430521236;201:20100:0:Z3518549935;201:20100:1:Z1798522084;
O=c1cc[nH][nH]1,1862,201:20100:0:Z4238132724;201:20100:1:Z3378550285;201:20100:1:Z1578618074;
CC1CCCC(C)O1,1830,201:20100:0:Z4907047728;201:20100:0:Z2793583883;201:20100:0:Z2793583892;
C1NCC2CNCC1C2,255,201:20100:0:Z4907047728;201:20100:0:Z4522957556;201:20100:1:Z4886416428;
Cc1ccc[nH]1,3289,201:20100:0:Z4123539372;201:20100:0:Z2797591912;201:20100:0:Z4194464082;
Cc1ccn(C)n1,15244,201:20100:0:Z1888884906;201:20100:0:Z4137185615;201:20100:0:Z1642266716;
c1ccc2nonc2c1,1017,201:20100:0:Z4405314730;201:20100:0:Z2294181729;201:20100:3:Z2978887740;
O=C1COCCN1,3669,201:20100:0:Z3393174538;201:20100:0:Z3547229811;201:20100:0:Z2959794854;
OC1CCc2ccccc21,1520,201:20100:0:Z4959164724;201:20100:1:Z3820047279;201:20100:1:Z2437442093;
C1COCCO1,7392,201:20100:0:Z3504313355;201:20100:0:Z3313063823;201:20100:0:Z3572354326;
FC1(F)CCC2(CCNCC2)C1,162,201:20100:0:Z4089454542;201:20100:0:Z3841772039;201:20100:8:Z3840733536;
Cc1ccnc2c1NCCO2,121,201:20100:0:Z4984241576;201:20100:0:Z4218674066;201:20102:0:Z4341022853;
Cc1nc2ccccn2n1,971,201:20100:0:Z2167797447;201:20100:0:Z2312390820;201:20100:1:Z4022817501;
CN1CCNc2cc(Cl)ccc21,81,201:20100:0:Z1542008573;201:20100:8:Z1324218165;201:20101:9:Z1324218162;
Cc1cncc(C)c1,2867,201:20100:0:Z2436183024;201:20100:0:Z3781948879;201:20100:0:Z3725318854;
C1CC2CNCC1O2,1126,201:20100:0:Z3642268659;201:20100:0:Z2961553284;201:20100:0:Z2851106932;
Cc1cn2ccncc2n1,349,201:20100:0:Z1869679231;201:20100:3:Z3913541321;201:20100:8:Z1870046838;
O=c1cncc[nH]1,618,201:20100:0:Z3841446022;201:20100:0:Z748539790;201:20100:0:Z1893137768;
C1CC2(CCC3(CC2)OCCO3)CN1,199,201:20100:0:Z3841446022;201:20101:9:Z4084200806;201:20102:1:Z3892913876;
CC1OCCO1,3598,201:20100:0:Z4275658247;201:20100:0:Z4236486587;201:20100:1:Z2113480042;
Cn1ncc2c(=O)[nH]cnc21,2329,201:20100:0:Z2199620938;201:20100:1:Z1688185386;201:20100:1:Z4125223875;
C1CC2CCC1CN2,2152,201:20100:0:Z2701048980;201:20100:0:Z2482392405;201:20100:0:Z2802603187;
Cc1nsc2ncccc12,245,201:20100:0:Z3520248395;201:20100:5:Z1185009230;201:20100:7:Z987433144;
NC1CCOC1,1017,201:20100:0:Z3520248395;201:20100:0:Z3144203768;201:20100:1:Z2826152477;
O=c1cc2c(n[nH]1)CCNC2,427,201:20100:0:Z1726225222;201:20100:0:Z1931112127;201:20100:0:Z2044269197;
CC1CNCC(C)O1,9953,201:20100:0:Z4078864813;201:20100:0:Z2363661358;201:20100:0:Z1892570415;
c1cn2ccsc2n1,3010,201:20100:0:Z4078864813;201:20100:0:Z227220312;201:20100:0:Z1514380534;
CC1CCCCN1C,1120,201:20100:0:Z3378316618;201:20100:0:Z2995194715;201:20100:0:Z3378340445;
C1CC2CC1CN2,4167,201:20100:0:Z2704973630;201:20100:0:Z3572354326;201:20100:0:Z3572509992;
CC1NC(C)C(C)NC1=O,97,201:20100:0:Z2913119259;201:20100:9:Z2913121991;201:20104:6:Z4917567513;
C1=NCCCS1,129,201:20100:0:Z4249941386;201:20101:7:Z4260084020;201:20103:3:Z4249943547;
CC1COc2ccccc21,1100,201:20100:0:Z3549462358;201:20100:1:Z4574638498;201:20100:1:Z1367880969;
C1CC2(CCO1)CCO2,667,201:20100:0:Z4351900122;201:20100:0:Z4349895998;201:20100:3:Z4349897943;
FC1(F)CCCC1,3081,201:20100:0:Z4388563772;201:20100:0:Z3369362619;201:20100:1:Z4883650469;
OC1CC2CNC1C2,638,201:20100:0:Z3552091372;201:20100:4:Z3808984646;201:20100:8:Z3613080308;
CN1C(=O)Cc2ccccc21,2307,201:20100:0:Z4491602389;201:20100:0:Z3099835452;201:20100:1:Z1724380844;
c1cnc2c(c1)CNC2,1224,201:20100:0:Z4457472357;201:20100:1:Z3053849466;201:20100:3:Z4475008644;
O=S1CCNCC1,1547,201:20100:0:Z2349015164;201:20100:0:Z2869491643;201:20100:1:Z1568446309;
Clc1cccs1,6431,201:20100:0:Z1192587376;201:20100:0:Z3782318050;201:20100:0:Z1893334218;
Oc1ccccc1F,2368,201:20100:0:Z4884707222;201:20100:0:Z3643708505;201:20100:0:Z3911801580;
Cc1ccc2nccc(C)c2c1,196,201:20100:0:Z2033331823;201:20100:8:Z4574066105;201:20100:9:Z2033266943;
CC1CCO1,677,201:20100:0:Z4275747628;201:20100:8:Z4600287074;201:20100:9:Z4165017207;
NC1CCNC1,3222,201:20100:0:Z2761374574;201:20100:0:Z3686669404;201:20100:1:Z3499224979;
Cc1ccc2c(c1)SCC2,193,201:20100:0:Z1493432176;201:20100:1:Z740311326;201:20100:8:Z791946694;
O=S1(=O)CCc2cc(Cl)ccc21,240,201:20100:0:Z1493432176;201:20100:4:Z2270923721;201:20100:5:Z4212618520;
Oc1cnccn1,188,201:20100:0:Z3783218825;201:20101:5:Z3992117063;201:20101:7:Z3782689442;
Cc1cccnc1C,652,201:20100:0:Z3725318671;201:20100:2:Z3725319393;201:20100:3:Z2350779143;
Cc1nccs1,13679,201:20100:0:Z4026119124;201:20100:0:Z2179266928;201:20100:0:Z1239592365;
Cc1ccncc1C,209,201:20100:0:Z2923528113;201:20100:1:Z2923702052;201:20100:4:Z3395149664;
Cc1ncc2c(n1)CCCC2,1728,201:20100:0:Z3060432553;201:20100:1:Z2936914277;201:20100:1:Z1153412130;
CC1COc2ccccc2O1,738,201:20100:0:Z1243007964;201:20100:0:Z2712106842;201:20100:1:Z3817472404;
Cc1coc2ccccc12,2396,201:20100:0:Z3707253116;201:20100:0:Z1143564799;201:20100:0:Z4913144906;
C1CC2CC1C2,348,201:20100:0:Z4664476315;201:20100:7:Z4413003627;201:20101:4:Z2305226074;
FC1(F)CC2CC1CN2,159,201:20100:0:Z3567224587;201:20103:0:Z3591342669;201:20103:5:Z3639286378;
O=C1CCNc2cnccc2N1,390,201:20100:0:Z1909293008;201:20100:0:Z5058892505;201:20100:1:Z1785845893;
Cc1cc(C)c(C)c(C)c1C,316,201:20100:0:Z2145596934;201:20100:1:Z1563246349;201:20100:4:Z1902979928;
Fc1ccc2nccnc2c1,645,201:20100:0:Z1940076696;201:20100:1:Z733903172;201:20100:4:Z744432458;
Cc1cccc(C)c1F,858,201:20100:0:Z1267296180;201:20100:0:Z4412442876;201:20100:0:Z1717072459;
O=c1ccc2ccccc2[nH]1,2831,201:20100:0:Z1267296180;201:20100:0:Z2924160752;201:20100:0:Z2306866082;
C1CC2(CCN1)OC1CC2C1,52,201:20100:0:Z3776944428;201:20101:8:Z4055697607;201:20107:8:Z3414422913;
C1CNCC2(C1)CC2,1102,201:20100:0:Z3526496436;201:20100:0:Z3541967206;201:20100:1:Z2494433021;
C1CCC2CCC2C1,310,201:20100:0:Z4389198588;201:20100:0:Z4170667885;201:20100:2:Z2919437347;
C1CC2COC(C1)C2,1930,201:20100:0:Z3500624190;201:20100:0:Z4964536642;201:20100:1:Z3597397566;
N=c1cc[nH][nH]1,523,201:20100:0:Z1444852580;201:20100:4:Z1310761380;201:20100:6:Z3996229547;
CN1CCCc2ccccc21,1844,201:20100:0:Z1409071295;201:20100:0:Z970743270;201:20100:0:Z1496969371;
O=C1CCC2SCCN12,585,201:20100:0:Z1409071295;201:20100:2:Z1183778586;201:20100:3:Z2001675554;
Fc1ccc2c(c1)OCCC2,798,201:20100:0:Z2709883867;201:20100:2:Z2218089792;201:20100:5:Z2703566019;
CC1CCCCC1=O,239,201:20100:0:Z4023762459;201:20100:0:Z1544706157;201:20100:5:Z1541751883;
C1=NCCC1,248,201:20100:0:Z3207226317;201:20100:0:Z1127034041;201:20100:2:Z27434468;
CC1CNCCS1(=O)=O,712,201:20100:0:Z3844045691;201:20100:2:Z2100198412;201:20100:2:Z2813942830;
CC1CCCNCC1,650,201:20100:0:Z2099005920;201:20100:2:Z913799498;201:20100:4:Z1362950773;
FC1CCCOC1,463,201:20100:0:Z3293392736;201:20100:6:Z4268311956;201:20101:2:Z4461122925;
Cc1cc(C)c2ccccc2n1,414,201:20100:0:Z3607567413;201:20100:1:Z3363461168;201:20100:9:Z3615275770;
Cn1nc(O)c2c1CNCC2,259,201:20100:0:Z2915457037;201:20100:2:Z3609360973;201:20100:4:Z2975632787;
C1CC2(CCSCC2)CN1,814,201:20100:0:Z4062670182;201:20100:0:Z3842922005;201:20100:0:Z4423887876;
Cc1nc[nH]c1C,2989,201:20100:0:Z4467102231;201:20100:0:Z2310682231;201:20100:0:Z3190068582;
