fragment_smiles,occurences,example_ligands
C1CCOCC1,188658,195:19500:0:Z3616815101;195:19500:0:Z3983470965;195:19500:0:Z3983469131;
OC1CCC2CCC1C2,2,195:19500:3:Z4258479031;195:19530:9:Z4431459086;
Fc1ccc(F)c2c1CCCN2,137,195:19500:3:Z1886573281;195:19500:7:Z4114495347;195:19500:9:Z4114494977;
C1CCc2c(nc3n2CCNC3)C1,208,195:19500:3:Z3694612559;195:19501:1:Z3173433268;195:19501:3:Z3174481008;
O=C1CC2CNC(C1)C2,68,195:19500:3:Z4130516529;195:19501:7:Z4180990089;195:19506:9:Z4180994485;
FC1(F)CCC2(CCOC2)CC1,314,195:19500:3:Z4638450834;195:19500:5:Z4638848840;195:19500:5:Z4638847171;
Fc1cccn2cncc12,120,195:19500:3:Z3612378616;195:19500:5:Z2702128071;195:19501:4:Z2713059629;
Cc1ncc2n1CCNC2,369,195:19500:3:Z4022811257;195:19500:3:Z3058392134;195:19500:6:Z4128212710;
CC1CCNCC1F,120,195:19500:3:Z3905272255;195:19500:8:Z3570223916;195:19501:7:Z3302554823;
Cc1cnn(C)c(=O)c1,214,195:19500:3:Z4639054558;195:19500:7:Z4639077091;195:19501:2:Z4639640016;
CC1CNc2cc(F)ccc2C(=O)N1,127,195:19500:3:Z1886759938;195:19500:6:Z4114571185;195:19500:6:Z1886743974;
C1CCC2(CC1)COCCN2,156,195:19500:3:Z2298313421;195:19500:8:Z2298311727;195:19501:1:Z2298311097;
O=c1cn[nH]c(=O)[nH]1,270,195:19500:3:Z1167996208;195:19500:3:Z1128841559;195:19500:7:Z3725972321;
Fc1ccc2scnc2c1,466,195:19500:3:Z1453395954;195:19500:4:Z3836908144;195:19500:5:Z3380437946;
C1CCC2CCC2CC1,131,195:19500:3:Z3786029223;195:19500:9:Z3570935677;195:19501:6:Z4707598319;
CC1(C)CCC1=O,107,195:19500:3:Z3370898539;195:19501:1:Z3324558888;195:19501:9:Z3357043273;
Cn1cnc2c1CCNC21CCNC1,127,195:19500:3:Z3498148820;195:19500:9:Z3511324876;195:19501:6:Z3498145805;
C1CC2(CCN1)OCC1CC12,136,195:19500:3:Z3777967395;195:19501:5:Z3879152932;195:19502:1:Z3907307302;
Cc1cnsc1,101,195:19500:3:Z3574911100;195:19500:5:Z3844354962;195:19501:2:Z3844360162;
O=C1NCc2cccnc2N2CCCC12,42,195:19500:3:Z4045401796;195:19500:8:Z2783211371;195:19502:1:Z2783215525;
O=c1[nH]c(=O)c2cc(F)ccc2[nH]1,19,195:19500:3:Z1503937338;195:19500:5:Z1503824097;195:19502:3:Z1503918147;
Cc1cnc(C)c(C)n1,682,195:19500:3:Z3656735548;195:19500:5:Z3582093721;195:19500:6:Z3591304471;
Nc1ccc2c(n1)CCC2,91,195:19500:3:Z4122977104;195:19501:6:Z4122948013;195:19501:9:Z4123521363;
CN1CCCNC1=O,338,195:19500:3:Z3166583124;195:19500:9:Z4154533700;195:19500:9:Z4157532984;
Fc1ccc(F)c2c1OC1CNCC1O2,211,195:19500:3:Z2413771271;195:19501:7:Z3137286716;195:19502:9:Z3141776117;
CC1CCCC1(F)F,294,195:19500:3:Z4313183949;195:19500:5:Z4150257271;195:19500:7:Z4148693685;
Cc1ccc2c(c1)CNCC2,375,195:19500:3:Z3384456155;195:19500:4:Z3585657044;195:19500:5:Z3136642575;
O=c1ccc2cccc(F)c2[nH]1,139,195:19500:3:Z3989017805;195:19500:3:Z3989017703;195:19500:8:Z3987481046;
Fc1ccc2c(c1F)CCNC2,527,195:19500:3:Z3391066051;195:19500:5:Z1559939070;195:19500:5:Z3391066588;
CC1(C)COC(C)(C)CN1,91,195:19500:3:Z1210204480;195:19500:7:Z1212170212;195:19501:2:Z1315066751;
CC1(C)CNC1(C)C,101,195:19500:3:Z3538152769;195:19501:5:Z1323828720;195:19503:3:Z3202188506;
CC1CNCc2cn[nH]c2C1,123,195:19500:3:Z3366747298;195:19500:6:Z3475282254;195:19502:4:Z3366744986;
CC1CCNc2ccccc21,407,195:19500:3:Z1699275869;195:19500:4:Z3621976473;195:19500:8:Z3819699300;
O=C1COc2cccnc2N1,266,195:19500:3:Z3602397462;195:19501:8:Z3534464021;195:19502:8:Z4273527282;
c1ncc2nn[nH]c2n1,393,195:19500:3:Z2974041943;195:19500:5:Z3561164100;195:19500:5:Z4233407176;
O=C1CC2(CCNC2)CN1,379,195:19500:3:Z1920563643;195:19500:4:Z2025486852;195:19500:7:Z1919911868;
O=C1CC2(CNC2)C(O)CN1,144,195:19500:3:Z3009144766;195:19501:3:Z3009149111;195:19502:0:Z2989332321;
Clc1cc2c(s1)CCC2,100,195:19500:3:Z2186183197;195:19500:6:Z1930768960;195:19501:0:Z2174781518;
CC1CC2(CCNCC2)CN1,189,195:19500:3:Z4054407201;195:19500:4:Z4203765406;195:19500:7:Z4054408502;
Clc1ncc2c(n1)CCOC2,70,195:19500:3:Z4191507271;195:19502:0:Z3558042660;195:19503:0:Z4052880426;
CC1CCc2c(sc3nc[nH]c(=O)c23)C1,153,195:19500:3:Z5057783434;195:19500:4:Z1393079182;195:19500:5:Z1460183015;
OC1CCC2(CCNC2)CC1,297,195:19500:3:Z4471207239;195:19501:6:Z4391292484;195:19502:0:Z4413056026;
CC1CNCC2(CCC2)O1,237,195:19500:3:Z2438940291;195:19501:0:Z3154840649;195:19501:3:Z2438352279;
CC1CSCCCN1,66,195:19500:3:Z4136491633;195:19502:0:Z2965552656;195:19506:1:Z2965553800;
Cc1nc2cc(Cl)ccc2[nH]1,161,195:19500:3:Z4492618324;195:19501:3:Z4448929087;195:19501:4:Z4466846180;
Clc1cc2cc[nH]c2s1,103,195:19500:3:Z2779237554;195:19501:0:Z2195767022;195:19501:5:Z2180546812;
CC12CNC(CO1)C2,138,195:19500:3:Z3208970225;195:19501:8:Z3154099548;195:19502:2:Z4019146106;
O=c1ccc2ncccc2[nH]1,62,195:19500:3:Z2233958237;195:19500:9:Z4138735061;195:19502:2:Z3870049439;
Cc1ccc2c(n1)NCCC2,137,195:19500:3:Z4394945485;195:19500:5:Z3474742104;195:19501:3:Z4126101486;
Cc1n[nH]c2ccncc12,185,195:19500:3:Z4124204324;195:19500:4:Z3865467470;195:19500:8:Z4124204516;
CC1NCCOC1C,154,195:19500:3:Z1851680175;195:19500:7:Z1440869264;195:19501:1:Z2602915658;
C1CC2(CCOC2)N1,178,195:19500:3:Z3992276435;195:19500:5:Z4116934123;195:19500:8:Z3705429857;
c1cc2c(s1)CCCN2,122,195:19500:3:Z5059555192;195:19500:4:Z5059574000;195:19500:5:Z5059738796;
O=c1nc[nH]c2c1CNCC2,17,195:19500:3:Z1271556268;195:19511:9:Z1896817645;195:19532:6:Z3499523060;
Oc1cccc2c1CCN2,101,195:19500:3:Z4145359329;195:19500:9:Z4269350211;195:19501:6:Z4269349416;
Cc1cc2c(c(=O)[nH]1)CCCN2,162,195:19500:3:Z4238805827;195:19500:4:Z4238840442;195:19500:9:Z4883354405;
O=C1CCC2CCCC2C1,224,195:19500:3:Z3295723516;195:19500:6:Z4154035316;195:19500:6:Z3575302061;
FC1(F)CC12CC2,981,195:19500:3:Z4150406995;195:19500:4:Z3842559273;195:19500:5:Z4260134429;
O=c1ccn2c(n1)OCC2,21,195:19500:3:Z4314578101;195:19509:9:Z3809320734;195:19526:6:Z3809314450;
O=c1[nH]cnc2c1CCNC2,80,195:19500:3:Z2095580201;195:19502:7:Z2589207681;195:19503:0:Z2991624126;
Nc1ccc2c(n1)CCCC2,100,195:19500:3:Z4128137476;195:19500:5:Z4125880028;195:19500:6:Z4089918188;
NC1CC2(C1)CC(F)(F)C2,128,195:19500:3:Z3518414599;195:19500:5:Z3512587503;195:19502:4:Z3514319655;
Fc1ccc(F)c2c1CCCO2,682,195:19500:3:Z2191659681;195:19500:3:Z2191645087;195:19500:9:Z2434572460;
CC1=NOC2(CCC2)C1,253,195:19500:3:Z3667331118;195:19500:8:Z3668827811;195:19501:7:Z4691467417;
Cc1nnc2n1CCNC2C,276,195:19500:3:Z3679389538;195:19500:5:Z3591077942;195:19501:2:Z3405360240;
Cc1cc(=O)[nH][nH]1,144,195:19500:3:Z2207215207;195:19501:2:Z5052929588;195:19501:2:Z5052902134;
Cc1cc(=O)n2ccsc2n1,298,195:19500:3:Z2076416681;195:19500:4:Z2076869796;195:19500:4:Z4275459745;
Cc1nnc2cccnn12,239,195:19500:3:Z4253247071;195:19500:6:Z4278454695;195:19501:2:Z2273011516;
O=C1NCCCNC12CCC2,96,195:19500:3:Z3207341268;195:19501:5:Z3207345395;195:19504:8:Z3619594305;
Oc1ccn[nH]1,198,195:19500:3:Z3203077764;195:19500:4:Z3152284020;195:19501:3:Z2881710940;
Cc1cc(C)nc(C)n1,327,195:19500:3:Z2176446908;195:19501:2:Z3546264638;195:19501:4:Z4152303913;
Cc1cc(F)cc2c1CNCC2,216,195:19500:3:Z2001512791;195:19501:1:Z2001518202;195:19502:1:Z2001522193;
c1cnn2nnnc2c1,181,195:19500:3:Z220408992;195:19500:9:Z1023699590;195:19501:0:Z3093556146;
CC1CNC(C)(C)CO1,136,195:19500:3:Z3587035195;195:19502:5:Z3587035876;195:19502:8:Z1583758958;
O=C1NCCCNCC1(F)F,301,195:19500:3:Z4030802192;195:19500:6:Z3151532567;195:19501:8:Z3895151279;
C1COC2(C1)CCC1(CC2)OCCO1,125,195:19500:3:Z4030802192;195:19501:8:Z4005262294;195:19502:0:Z4436655508;
Clc1cccc2ccccc12,435,195:19500:3:Z2101424711;195:19500:6:Z2146241223;195:19500:7:Z1829376231;
c1nc2n(n1)CCCN2,552,195:19500:3:Z4309504432;195:19501:2:Z4392187806;195:19501:4:Z4362331258;
Fc1cc2cccnc2cc1F,120,195:19500:4:Z4405878171;195:19501:4:Z4503625326;195:19501:5:Z4423234036;
C1CNC2(C1)CCSCC2,393,195:19500:4:Z4248084193;195:19500:8:Z4062698888;195:19501:1:Z4023197457;
Fc1cc2cc[nH]c2cc1F,369,195:19500:4:Z4248084193;195:19500:6:Z4299310351;195:19500:9:Z3589057941;
O=S1(=O)CCCc2cc(F)ccc21,201,195:19500:4:Z1592654069;195:19500:6:Z3889152515;195:19501:5:Z3649126299;
Cc1cc2c(cc1C)NCC2,163,195:19500:4:Z2097095816;195:19500:5:Z3549493755;195:19500:9:Z2077469733;
Fc1cc(F)c2c(c1)CCCO2,953,195:19500:4:Z2193448868;195:19500:8:Z5060291317;195:19500:8:Z5060294051;
C1CCC2(CCCC2)NC1,211,195:19500:4:Z4296291132;195:19501:1:Z4028458449;195:19501:2:Z4427515725;
C1CCC2(CC1)CCNC2,1184,195:19500:4:Z3623131058;195:19500:5:Z3173655363;195:19500:6:Z3382142935;
Oc1nc2ccccc2s1,44,195:19500:4:Z4999219265;195:19503:8:Z4999183886;195:19503:9:Z4998440471;
Cc1ccc2nc(C)cn2c1,112,195:19500:4:Z4483645658;195:19500:8:Z5035191873;195:19501:8:Z4490957093;
c1cnc2c(c1)NCC21CC1,88,195:19500:4:Z4048111190;195:19501:3:Z4570094642;195:19501:5:Z4132309278;
NC1CCC2(CCC2)NC1,52,195:19500:4:Z4422369767;195:19504:9:Z4422369496;195:19505:9:Z4387271059;
Cn1ncc2c(=O)cc[nH]c21,10,195:19500:4:Z2169420634;195:19511:5:Z2832580166;195:19515:9:Z2169420545;
c1cnc2scnc2n1,67,195:19500:4:Z3598696486;195:19500:6:Z3598688966;195:19502:3:Z3598686141;
Cc1nn(C)cc1Cl,395,195:19500:4:Z3860520912;195:19500:5:Z2869583642;195:19500:7:Z3295565663;
C1CCC2(CC1)CCCCC2,198,195:19500:4:Z4304642886;195:19501:0:Z4492643395;195:19501:1:Z3997307176;
CC1(C)NCc2cn[nH]c21,164,195:19500:4:Z4214581672;195:19500:9:Z4204620113;195:19501:0:Z4214671203;
Cc1ncn2c1CCC2,215,195:19500:4:Z4506071945;195:19500:8:Z4505332242;195:19501:7:Z3996242525;
c1ccc2c(c1)NCCC21CC1,48,195:19500:4:Z4128546170;195:19501:0:Z3646775336;195:19502:7:Z3646781809;
O=C1CCCn2cccc21,390,195:19500:4:Z1931632863;195:19500:5:Z2911257584;195:19500:6:Z1920748339;
O=C1CC2CNCC2N1,142,195:19500:4:Z4923670442;195:19501:1:Z4923643558;195:19502:9:Z4923603099;
CC1CC(O)C(C)CN1,142,195:19500:4:Z3175902038;195:19500:4:Z3174057554;195:19502:0:Z3850506179;
FC1(F)CCC12CNC2,144,195:19500:4:Z3200975387;195:19501:9:Z2205497176;195:19503:0:Z2170920440;
O=C1NCC2(CNC2)N1,129,195:19500:4:Z4132722306;195:19501:1:Z4110123753;195:19501:3:Z4486072924;
O=S1(=O)CC2(CCC2)CN1,41,195:19500:4:Z3796879704;195:19501:2:Z3796853239;195:19515:1:Z3796857220;
Fc1ccc2c(c1)OCC2,376,195:19500:4:Z4404246026;195:19501:4:Z4462856124;195:19501:4:Z3137732784;
C1=NCCN1,234,195:19500:4:Z4263030647;195:19500:6:Z4018804217;195:19501:6:Z4263029537;
Fc1cc(F)c2cccnc2c1,171,195:19500:4:Z4579483205;195:19502:3:Z4870441817;195:19503:0:Z4870441113;
FC12CCC(CC1)CC2,102,195:19500:4:Z2180274431;195:19505:2:Z2175302904;195:19505:7:Z3835270985;
CC1CNCCS1(=O)=O,773,195:19500:4:Z2100199002;195:19500:4:Z2100179897;195:19500:4:Z2100185203;
Cc1nc2cc[nH]c2s1,80,195:19500:4:Z3382294173;195:19502:1:Z3353279272;195:19502:3:Z3354553946;
Clc1ccno1,69,195:19500:4:Z4320825800;195:19500:9:Z4324544383;195:19504:2:Z4320836496;
O=c1[nH]ccn2ccnc12,96,195:19500:4:Z2959909217;195:19502:7:Z2959746185;195:19503:8:Z2960061229;
NC1CC12CCC2,88,195:19500:4:Z3047456557;195:19500:5:Z3044191035;195:19500:5:Z3518738629;
Cc1ccc(=O)[nH]c1C,198,195:19500:4:Z3707453260;195:19501:1:Z3443587557;195:19502:5:Z3544095333;
O=C1NCCCC12CCC2,70,195:19500:4:Z3180060994;195:19501:2:Z3180056290;195:19505:7:Z3180059724;
Cn1ccc(Cl)c1Cl,133,195:19500:4:Z3721291702;195:19500:9:Z358396114;195:19503:3:Z1360948803;
Cc1c[nH]c2ncccc12,125,195:19500:4:Z3577104858;195:19502:1:Z3536509310;195:19502:3:Z3536862106;
OC1CCCC2CCCNC12,72,195:19500:4:Z4344068988;195:19500:9:Z4344069592;195:19502:1:Z4353066295;
c1ncc2c(n1)COC2,65,195:19500:4:Z2768973378;195:19506:8:Z3075905658;195:19506:8:Z3076165302;
O=S1(=O)CCCc2cccc(F)c21,81,195:19500:4:Z3361224746;195:19500:8:Z3807272207;195:19502:7:Z1731218468;
Fc1ccc2c(c1F)OCCN2,131,195:19500:4:Z4128218575;195:19501:6:Z4128226184;195:19501:8:Z2356966150;
CC1CCC2(CNC2)CO1,176,195:19500:4:Z4964367444;195:19501:2:Z4964235210;195:19501:6:Z4964429949;
Cc1cc(=O)[nH]c(=O)n1C,30,195:19500:4:Z3343386505;195:19507:7:Z3343385931;195:19512:7:Z3799618796;
Cc1cn2nccc(C)c2n1,426,195:19500:4:Z4272699646;195:19500:4:Z4272674948;195:19500:4:Z3773951001;
O=c1ccc(Cl)n[nH]1,121,195:19500:4:Z4294275523;195:19504:5:Z4288236711;195:19506:0:Z2792453668;
CC1CNC(C)C1,144,195:19500:4:Z3169156739;195:19500:6:Z4770223412;195:19503:0:Z2183134727;
Cc1ccc2c(n1)NCC(=O)N2,75,195:19500:4:Z4126333990;195:19502:2:Z4929287058;195:19505:9:Z4126321303;
CC1CCS(=O)(=O)N1,187,195:19500:4:Z2952338814;195:19501:7:Z2924685399;195:19501:9:Z3504105549;
CC1(C)CNC(C)(C)C1O,115,195:19500:4:Z3660807648;195:19502:5:Z3712723375;195:19503:9:Z3655276187;
C1CCC2(C1)CNCC1(CCC1)O2,68,195:19500:4:Z3887555132;195:19501:6:Z4086302975;195:19502:5:Z3869180543;
c1ccc2c(c1)CCCCS2,102,195:19500:4:Z1782447755;195:19500:4:Z4213305807;195:19501:0:Z3382173760;
Cc1cncc(C)n1,169,195:19500:4:Z2010152591;195:19501:7:Z2010137595;195:19501:8:Z1955019609;
CN1C(=O)CCCc2occc21,347,195:19500:4:Z3532225332;195:19500:6:Z3554960288;195:19500:9:Z3525250050;
c1ccc2c3c(oc2c1)CCCC3,93,195:19500:4:Z2011947958;195:19501:7:Z758776082;195:19503:6:Z1428231433;
C1NCC2COCC1O2,251,195:19500:4:Z2020501970;195:19500:5:Z2016011324;195:19500:8:Z2016014741;
Cn1nnc2c1NCCC2,431,195:19500:4:Z5018495642;195:19500:4:Z5018237274;195:19500:4:Z4771662370;
CC1CCc2[nH]c(=O)ccc2C1,24,195:19500:4:Z3816260194;195:19500:6:Z2879716614;195:19503:3:Z3368663087;
Cc1[nH]c2ncncc2c1C,179,195:19500:4:Z1647887258;195:19500:4:Z4399909156;195:19500:4:Z4394274749;
CC1CCCc2nccn21,820,195:19500:4:Z2360746165;195:19500:9:Z4144082937;195:19501:0:Z4248334442;
CC1(C)NC(=O)C2(CCNCC2)N1,193,195:19500:4:Z4261285245;195:19500:7:Z4261283125;195:19501:4:Z4261286974;
Cc1cn2nncc2c(=O)[nH]1,86,195:19500:4:Z3297797796;195:19500:6:Z3297882170;195:19502:4:Z3298420371;
FC1CC12CCC2,434,195:19500:4:Z3552422656;195:19500:4:Z3581344447;195:19501:6:Z3645742747;
Cn1ncc2cnncc21,32,195:19500:4:Z4338925756;195:19500:9:Z4338925441;195:19501:7:Z4338922463;
CN1CCNCCC1=O,150,195:19500:4:Z2646319558;195:19500:7:Z2646320501;195:19502:0:Z2646329102;
OC1CCC2NCCCC2C1,219,195:19500:4:Z4049690698;195:19501:8:Z3834379089;195:19502:5:Z3868458770;
CC1(C)CC(O)CO1,214,195:19500:4:Z4309998110;195:19500:4:Z4310780291;195:19500:8:Z4309645591;
FC1(F)CCCCCC1,626,195:19500:4:Z3788466315;195:19500:8:Z4114468634;195:19500:9:Z4114471998;
Fc1ccc2[nH]cc(Cl)c2c1,118,195:19500:4:Z3655700727;195:19500:4:Z2595646398;195:19503:8:Z766782508;
CN1C2CCNCC1CC2,234,195:19500:4:Z1744626031;195:19501:3:Z1305689179;195:19502:5:Z1306196047;
Cc1cc(Cl)cc2cc[nH]c12,87,195:19500:4:Z1754142498;195:19500:6:Z1690347070;195:19500:7:Z1691861574;
c1nnn2c1CNCC2,449,195:19500:4:Z2234032972;195:19500:5:Z2494723378;195:19500:8:Z2500439020;
C1=Cc2ccccc2OC1,233,195:19500:4:Z1566378643;195:19500:9:Z2201637905;195:19500:9:Z1748170889;
C1CCC2(CCNCC2)COC1,273,195:19500:4:Z3911446840;195:19500:5:Z3816147167;195:19500:6:Z3911424100;
Fc1cccc2c1CCN2,271,195:19500:4:Z1883027709;195:19500:8:Z1689897757;195:19501:2:Z4194451507;
CC1CCc2ccccc2O1,248,195:19500:4:Z2283319894;195:19501:2:Z2283315407;195:19501:4:Z2292217840;
C1CC2OCCC2CN1,251,195:19500:4:Z2457456073;195:19500:7:Z3139558977;195:19501:3:Z3190851882;
O=S1(=O)CCC2(CNC2)C1,45,195:19500:4:Z2623265162;195:19503:4:Z2621366339;195:19505:5:Z2621880775;
Cc1ccc2c(c1)CNCC2(C)C,125,195:19500:4:Z1510014161;195:19501:6:Z1152775029;195:19501:9:Z1152161323;
c1cc2c(cn1)NCC2,284,195:19500:4:Z4127041928;195:19500:5:Z4114655898;195:19500:6:Z4127038763;
O=c1[nH]ncn2c1cc1sccc12,133,195:19500:4:Z3552884294;195:19501:1:Z3190766741;195:19501:4:Z3604299687;
CC1(C)CCC(F)(F)CC1,239,195:19500:4:Z3440875700;195:19501:0:Z3696645815;195:19502:0:Z3352440418;
CC1(C)CC(=O)c2scnc2C1,102,195:19500:4:Z2700066429;195:19501:1:Z1738245823;195:19502:2:Z3099375998;
Cc1nc(N)c2c(C)csc2n1,173,195:19500:4:Z1626780317;195:19500:4:Z4480931070;195:19500:6:Z1728911124;
Cc1cccc(C)c1O,697,195:19500:4:Z1728012127;195:19500:4:Z2307473923;195:19501:5:Z1816265262;
c1ccc2c(c1)NCC21CCC1,106,195:19500:4:Z1841458007;195:19502:0:Z1887223576;195:19502:4:Z1887210675;
Cc1cc(Cl)c(C)cc1Cl,53,195:19500:4:Z1340779523;195:19503:0:Z1897898284;195:19503:0:Z971192016;
CN1CC2(CCNCC2)c2ccccc21,142,195:19500:4:Z3819256694;195:19501:3:Z3818133540;195:19502:6:Z4345494085;
FC1(F)CNCCCCNC1,90,195:19500:4:Z3776663957;195:19501:1:Z3908510189;195:19501:3:Z3798040461;
CC1CNCCc2ccccc21,429,195:19500:4:Z2475334008;195:19500:8:Z2634795537;195:19500:8:Z1499583965;
Cc1ccc2ccc(F)cc2n1,436,195:19500:4:Z1033221642;195:19500:5:Z4963551312;195:19500:8:Z236102774;
CC1C(O)CC2CCC1N2,240,195:19500:4:Z2784638211;195:19500:5:Z2839382883;195:19500:6:Z2839385907;
Cc1cc2scc(C)c2cc1C,56,195:19500:4:Z1892165670;195:19502:6:Z2159446782;195:19503:0:Z1890059662;
CC1(C)CNCC(O)C1,113,195:19500:4:Z4346036364;195:19500:5:Z3651040393;195:19501:5:Z2836452166;
O=c1c2ccccc2nc2n1CCCC2,79,195:19500:4:Z4209104191;195:19502:0:Z4668600202;195:19502:5:Z1773020642;
OC1CCC2(CC1)OCCO2,420,195:19500:4:Z2946869361;195:19500:5:Z2946958388;195:19500:5:Z2918397571;
O=C1CCCC2CCCN12,249,195:19500:4:Z4423956491;195:19500:4:Z4423449753;195:19500:6:Z4506203474;
CN1CCCC12CCC2,170,195:19500:4:Z3625440944;195:19500:4:Z3403297627;195:19500:5:Z3433948222;
Cn1cc[nH]c1=O,279,195:19500:4:Z3720824087;195:19500:5:Z3726641361;195:19500:7:Z3057395649;
N=S1(=O)CCCC2(CCCN2)C1,394,195:19500:4:Z3414523829;195:19500:5:Z3414404827;195:19500:6:Z3416073595;
Fc1ccc2cnoc2c1,779,195:19500:4:Z3540302261;195:19500:4:Z3783789871;195:19500:6:Z4061848905;
C1=NCCC1,241,195:19500:4:Z3308459703;195:19500:5:Z2186541100;195:19500:5:Z2906745871;
NC1CCC(F)(F)CC1,77,195:19500:4:Z4878860512;195:19500:9:Z4878857275;195:19503:4:Z4878856230;
C1CCC2(CCCNC2)NC1,203,195:19500:4:Z3384990787;195:19500:6:Z4208729792;195:19500:8:Z4139334120;
Cc1cc(N)n(C)n1,187,195:19500:4:Z2201396331;195:19500:4:Z2033143521;195:19500:7:Z2032632363;
CC1CCNc2c(O)cccc21,71,195:19500:4:Z1704439675;195:19500:4:Z3007216132;195:19500:7:Z1704442229;
O=S1(=O)CC2CC1CN2,207,195:19500:4:Z2312986072;195:19500:4:Z2299571546;195:19500:5:Z4486860742;
O=C1CNc2cccnc2N1,100,195:19500:4:Z4770501883;195:19500:6:Z4770520136;195:19501:2:Z4771671855;
c1onc2c1CCCC2,388,195:19500:4:Z3630928818;195:19500:5:Z3368791758;195:19500:5:Z3899411962;
O=C1NC2CC3CC1C2C3,89,195:19500:4:Z2474265666;195:19503:4:Z2479509897;195:19505:3:Z2478476321;
CC1(F)CCNCC1,208,195:19500:4:Z3139413971;195:19501:7:Z2784522187;195:19501:8:Z3133116308;
O=C1NCCCc2sccc21,293,195:19500:4:Z3537026501;195:19500:9:Z3437595162;195:19501:6:Z3497228684;
CC1CC2CCCCN2C1,131,195:19500:4:Z3191658702;195:19502:0:Z3637645539;195:19503:3:Z3185894062;
Cc1coc2ccc(Cl)cc12,214,195:19500:4:Z3619526945;195:19501:4:Z3684883137;195:19501:7:Z1416407711;
Fc1cccc2c1NCCC2,279,195:19500:4:Z995841116;195:19500:6:Z1019371810;195:19500:6:Z278033318;
NC1CNCCc2ccccc21,118,195:19500:4:Z3776674225;195:19502:5:Z3776668014;195:19502:7:Z4029140186;
O=S1CCCC1,145,195:19500:4:Z1427549032;195:19500:4:Z2955969993;195:19502:6:Z1310934058;
Cc1ccc(Cl)c2cccnc12,73,195:19500:4:Z3870300546;195:19500:7:Z1594231714;195:19500:8:Z1594215690;
CC1(C)CNCc2ccc(F)cc21,71,195:19500:4:Z4402760094;195:19500:8:Z4424100139;195:19502:4:Z4424098300;
CC1CC2(C1)OCCO2,73,195:19500:4:Z4481153935;195:19500:8:Z4480887139;195:19502:1:Z4481670369;
O=C1CCCc2oc(=O)ccc21,290,195:19500:4:Z3597458668;195:19501:1:Z3537311193;195:19501:3:Z4007424591;
FC1(F)CCC2(CCNC2)CC1,176,195:19500:4:Z3597458668;195:19500:9:Z3259586886;195:19500:9:Z4277325501;
CC1(C)CCNc2ccccc21,181,195:19500:4:Z4445903647;195:19500:7:Z2917713090;195:19500:8:Z2919000152;
CN1CCC2NCCC2C1,245,195:19500:4:Z3841711150;195:19500:7:Z3911184979;195:19501:2:Z3882219070;
O=S1(=O)CCC2(CCNCC2)CC1,450,195:19500:4:Z4132694072;195:19500:9:Z3685232501;195:19500:9:Z4140764879;
Cc1cc2cnccc2[nH]1,61,195:19500:4:Z4217957088;195:19500:4:Z4215603990;195:19500:6:Z4216511412;
Cc1cc(C)c2c(n1)NCC(=O)N2,68,195:19500:4:Z4341576608;195:19500:9:Z4394484508;195:19502:1:Z4394492392;
O=C1NCCC2CCCN12,341,195:19500:4:Z4153608564;195:19501:0:Z4151344435;195:19501:3:Z4151496955;
CC1NCCc2ccsc21,113,195:19500:4:Z3365011651;195:19501:5:Z3135991831;195:19505:5:Z2852940510;
c1n[nH]c2c1CCCN2,389,195:19500:4:Z3647014669;195:19500:5:Z4290516186;195:19500:6:Z4288139912;
Cc1ccn2nccc2c1,257,195:19500:4:Z2299073760;195:19500:8:Z4024710091;195:19502:0:Z2272927676;
CC1CCCn2ccnc21,913,195:19500:4:Z3608433990;195:19500:5:Z3050247708;195:19500:6:Z3053551214;
c1cc2cnccc2cn1,139,195:19500:4:Z4276158309;195:19501:5:Z4276156712;195:19501:7:Z4276146987;
O=c1[nH]c2cc(Cl)ccc2o1,37,195:19500:4:Z1278731858;195:19502:0:Z1431811893;195:19502:3:Z1278684358;
Cc1ccc2c(c1)C(C)CCN2,91,195:19500:4:Z4410123014;195:19501:3:Z4136983710;195:19504:2:Z4135076892;
O=C1CNCC2CCCCN12,213,195:19500:4:Z3706178022;195:19501:0:Z3706208278;195:19501:5:Z3694391930;
C1CC2CSCC1N2,79,195:19500:4:Z3597136843;195:19500:6:Z3322671158;195:19502:1:Z4771165419;
O=C1NCCn2cnnc21,290,195:19500:4:Z3204491814;195:19501:5:Z4129049908;195:19501:6:Z3671635339;
NC1CNC2(CCOCC2)C1,113,195:19500:4:Z3385162532;195:19501:6:Z4115289599;195:19502:8:Z3385164886;
C1CN2CCC(CC2)N1,56,195:19500:4:Z2107420945;195:19500:8:Z4269440427;195:19503:6:Z2044018864;
CN1CCNc2cc(F)ccc21,143,195:19500:4:Z1274989120;195:19501:0:Z1726538369;195:19503:2:Z1361349132;
CC1(C)OC2(CCCNC2)NC1=O,372,195:19500:4:Z3651347162;195:19500:7:Z4491871138;195:19500:9:Z3572110712;
Clc1ccc2nc[nH]c2c1,313,195:19500:4:Z3313644821;195:19500:9:Z1641067974;195:19501:2:Z1539281184;
Fc1ccn[nH]1,284,195:19500:4:Z4277021348;195:19500:5:Z3627456491;195:19501:2:Z3358248002;
c1cc2c(s1)C1(CCNCC1)OCC2,230,195:19500:4:Z3784376615;195:19500:8:Z1693550576;195:19502:7:Z2774297079;
c1cnc2cnsc2c1,20,195:19500:4:Z4005922017;195:19500:6:Z4223142678;195:19503:1:Z4234316747;
