fragment_smiles,occurences,example_ligands
c1ccn2ccnc2c1,6882,67:06700:0:PV-002242908771;67:06700:0:PV-004283225111;67:06700:0:PV-004283232330;
c1cnc2ncccc2c1,1017,67:06700:0:PV-003921221089;67:06700:4:PV-002726588861;67:06700:5:PV-003089958343;
c1nc[nH]n1,126046,67:06700:0:PV-003089785258;67:06700:0:PV-003089785442;67:06700:0:PV-003089785634;
Fc1ccccc1,106492,67:06700:0:PV-003089785258;67:06700:0:PV-002449908821;67:06700:0:PV-002726525941;
CC1CCCC1,19923,67:06700:0:PV-002726524973;67:06700:0:PV-003089787472;67:06700:0:PV-001639646837;
C1CC2CCNC2C1,6848,67:06700:0:PV-003089785289;67:06700:0:PV-003089785291;67:06700:0:PV-003089785292;
c1ccsc1,135393,67:06700:0:PV-003089785289;67:06700:0:PV-003089785291;67:06700:0:PV-003089785292;
C1CCNC1,478168,67:06700:0:PV-002726524980;67:06700:0:PV-002726524981;67:06700:0:PV-002726524982;
OC1CCC1,47181,67:06700:0:PV-002726524980;67:06700:0:PV-002726524981;67:06700:0:PV-002726524982;
Oc1cccc(Cl)c1,2762,67:06700:0:PV-002726524980;67:06700:0:PV-002726524981;67:06700:0:PV-002726524982;
CC1CNC1,58628,67:06700:0:PV-003089785296;67:06700:0:PV-002726525005;67:06700:0:PV-002726525044;
c1cn[nH]c1,169212,67:06700:0:PV-003089785296;67:06700:0:PV-003089785322;67:06700:0:PV-002726525016;
FC1CCCNC1,35720,67:06700:0:PV-003089785297;67:06700:0:PV-003089790377;67:06700:0:PV-004283199217;
Cc1cn[nH]c1,13331,67:06700:0:PV-003089785297;67:06700:0:PV-003089786950;67:06700:0:PV-003089789179;
C1CCNCC1,309510,67:06700:0:PV-003089785319;67:06700:0:PV-003089785320;67:06700:0:PV-003089785321;
C1=CSCC1,13043,67:06700:0:PV-003089785319;67:06700:0:PV-003089785320;67:06700:0:PV-003089785321;
C1CCOCC1,68442,67:06700:0:PV-003089785322;67:06700:0:PV-002501663145;67:06700:0:PV-003089786205;
C1CC2(C1)CCC2,13622,67:06700:0:PV-003089785332;67:06700:0:PV-003089785565;67:06700:0:PV-003089787927;
Cc1ccccn1,25822,67:06700:0:PV-002726525005;67:06700:0:PV-003089786330;67:06700:0:PV-001499057341;
c1c[nH]nn1,128278,67:06700:0:PV-002726525009;67:06700:0:PV-003089786176;67:06700:0:PV-002726525625;
Cc1ccc(C)c(C)c1,1549,67:06700:0:PV-002726525009;67:06700:1:PV-002449911163;67:06700:3:PV-004283529706;
C1CNCCN1,87811,67:06700:0:PV-001293274521;67:06700:0:PV-003089787221;67:06700:0:PV-003089788005;
Cc1nccs1,21566,67:06700:0:PV-001293274521;67:06700:0:PV-003089786731;67:06700:0:PV-003089788299;
C1CC2(C1)CNC2,17243,67:06700:0:PV-002726525016;67:06700:0:PV-003089787792;67:06700:0:PV-003089789774;
Cn1cccn1,77423,67:06700:0:PV-002294659809;67:06700:0:PV-000487561640;67:06700:0:PV-000584512087;
c1ccccc1,319257,67:06700:0:PV-002294659809;67:06700:0:PV-002294659815;67:06700:0:PV-002726525075;
c1ccoc1,97374,67:06700:0:PV-002294659809;67:06700:0:PV-001677749067;67:06700:0:PV-002087663405;
Cn1ccc(O)n1,1950,67:06700:0:PV-003089785395;67:06700:0:PV-003089785396;67:06700:0:PV-003089785397;
C1CCCC1,185377,67:06700:0:PV-003089785395;67:06700:0:PV-003089785396;67:06700:0:PV-003089785397;
Cn1ccncc1=O,878,67:06700:0:PV-003089785420;67:06700:2:PV-003089879640;67:06700:2:PV-003089879641;
OC1CNC2(CCOCC2)C1,24,67:06700:0:PV-003089785420;67:06701:1:PV-002726679128;67:06706:5:PV-002727402647;
c1c[nH]cn1,64544,67:06700:0:PV-002726525039;67:06700:0:PV-002726525453;67:06700:0:PV-002087663449;
c1cnoc1,80890,67:06700:0:PV-002726525039;67:06700:0:PV-002726525060;67:06700:0:PV-002726525327;
Clc1ccccc1,83588,67:06700:0:PV-002726525039;67:06700:0:PV-001634542827;67:06700:0:PV-001414468381;
c1ccncc1,177117,67:06700:0:PV-003089785442;67:06700:0:PV-002726525075;67:06700:0:PV-002726525100;
C1CCC2(C1)CC2,7273,67:06700:0:PV-003089785442;67:06700:0:PV-001295298097;67:06700:0:PV-000274561946;
C1CCOC1,143717,67:06700:0:PV-002726525044;67:06700:0:PV-002726525085;67:06700:0:PV-002726525086;
Cc1cccs1,29819,67:06700:0:PV-003089785458;67:06700:0:PV-003089787707;67:06700:0:PV-003089787965;
c1cscn1,107113,67:06700:0:PV-002294659815;67:06700:0:PV-002726525060;67:06700:0:PV-003089785694;
C1CNCCOC1,14386,67:06700:0:PV-001195114631;67:06700:0:PV-002726527013;67:06700:0:PV-004283180339;
Cc1ccco1,30172,67:06700:0:PV-001195114631;67:06700:0:PV-002726525830;67:06700:0:PV-002726526271;
C1NCC2CC12,94670,67:06700:0:PV-002726525060;67:06700:0:PV-003089785694;67:06700:0:PV-003089786087;
