fragment_smiles,occurences,example_ligands
CC1CCN(C)CC1,463,143:14300:0:Z3607004298;143:14300:6:Z1630198055;143:14300:6:Z1631161865;
OC1CC2CC1CN2,476,143:14300:0:Z2952080054;143:14300:1:Z4776045945;143:14300:6:Z3817664487;
O=C1CCCC1,2189,143:14300:0:Z3311096697;143:14300:0:Z4319497294;143:14300:0:Z4614586504;
c1noc2c1CNCC2,857,143:14300:0:Z4308817734;143:14300:0:Z3655472133;143:14300:1:Z3652761130;
FC1(F)CNCC2(CCC2)C1,136,143:14300:0:Z4308817734;143:14300:2:Z4580218841;143:14300:6:Z3693095410;
Fc1ccccc1F,27530,143:14300:0:Z1155213340;143:14300:0:Z3621574195;143:14300:0:Z5042783444;
CN1CCNCC1=O,3044,143:14300:0:Z4591081778;143:14300:1:Z3893216939;143:14300:3:Z1252001150;
Nc1ncnc2[nH]cnc12,813,143:14300:0:Z4025899028;143:14300:0:Z4954249744;143:14300:0:Z4915623204;
C1CCC2(CC1)CCCCC2,248,143:14300:0:Z4025899028;143:14300:8:Z1816317346;143:14300:9:Z4280864005;
C1C2CC1C2,2096,143:14300:0:Z3835692006;143:14300:0:Z4194942956;143:14300:0:Z4010798635;
Clc1ccc2c(c1)OCCO2,1216,143:14300:0:Z1429721674;143:14300:1:Z1869525037;143:14300:1:Z5045365634;
CC1CCNC1C,209,143:14300:0:Z1366218554;143:14300:8:Z4771465957;143:14301:4:Z2700947676;
NC1CCNC1,3587,143:14300:0:Z3518656972;143:14300:0:Z3385462656;143:14300:0:Z3385048977;
C1CNCC2(C1)CCOCC2,1640,143:14300:0:Z3518656972;143:14300:1:Z2927159242;143:14300:2:Z2304195400;
O=c1cc[nH]nc1,644,143:14300:0:Z4042909333;143:14300:0:Z2094473743;143:14300:3:Z1481779789;
Clc1cccc2c1OCCO2,1932,143:14300:0:Z3357633715;143:14300:0:Z3601610944;143:14300:0:Z1586886337;
O=C1COCc2ncsc21,75,143:14300:0:Z3627753345;143:14300:2:Z3627751443;143:14300:9:Z3627754391;
C1CNCCOC1,12363,143:14300:0:Z4216471551;143:14300:0:Z3079307142;143:14300:0:Z3646107457;
C1COC2(C1)CCNCC2,2296,143:14300:0:Z4216471551;143:14300:0:Z4971872336;143:14300:0:Z4422480686;
OC1CCC1,12998,143:14300:0:Z3102482212;143:14300:0:Z3613198343;143:14300:0:Z3298742043;
Cn1cc2c(n1)CCCC2,3431,143:14300:0:Z4021363182;143:14300:0:Z1987243502;143:14300:0:Z2292729762;
C1CC2CNCC2CO1,1493,143:14300:0:Z4772286570;143:14300:0:Z2485662178;143:14300:0:Z4776522056;
O=c1[nH]cn[nH]1,2071,143:14300:0:Z2184184034;143:14300:0:Z4244528756;143:14300:0:Z2623873874;
CC1CNCCO1,15029,143:14300:0:Z3132113677;143:14300:0:Z3131954406;143:14300:0:Z3132466472;
Cc1cccc2[nH]ccc12,1554,143:14300:0:Z3866600339;143:14300:0:Z3099276471;143:14300:0:Z3047559205;
Fc1cccnc1,26546,143:14300:0:Z3866600339;143:14300:0:Z2303478295;143:14300:0:Z4897128773;
O=c1cc2c(n[nH]1)CCCC2,896,143:14300:0:Z4302127223;143:14300:2:Z3671596077;143:14300:2:Z3894844134;
Cc1ccncc1,13513,143:14300:0:Z2674789630;143:14300:0:Z3444160496;143:14300:0:Z1643230512;
Cc1cc(C)c2c(C)nn(C)c2n1,412,143:14300:0:Z3702773288;143:14300:2:Z4142612531;143:14300:8:Z4388213258;
FC1(F)CC2CNCC21,239,143:14300:0:Z3518256850;143:14301:2:Z3518258099;143:14302:2:Z3592711888;
Cc1ncsc1C,2032,143:14300:0:Z1626494475;143:14300:0:Z1393279335;143:14300:1:Z3643643431;
Cc1ncno1,8162,143:14300:0:Z1583915139;143:14300:0:Z1266945280;143:14300:0:Z2932078586;
CN1CCCCC1,24007,143:14300:0:Z4293523169;143:14300:0:Z4406055599;143:14300:0:Z4652965521;
O=c1[nH]cnc2sccc12,1710,143:14300:0:Z4293523169;143:14300:0:Z3580121338;143:14300:1:Z3647430743;
CN1CCNc2cncnc21,112,143:14300:0:Z4132908248;143:14301:9:Z4132912959;143:14303:1:Z4889513019;
CC1CCCn2ccnc21,1022,143:14300:0:Z3047579596;143:14300:0:Z4128688137;143:14300:2:Z4408319805;
c1cc2c(s1)CCNC2,4322,143:14300:0:Z3047579596;143:14300:0:Z2476808099;143:14300:0:Z3434860322;
c1cc2c(s1)CCC2,1393,143:14300:0:Z1130980873;143:14300:0:Z1506139180;143:14300:0:Z2320164332;
C1COCO1,9530,143:14300:0:Z3572961038;143:14300:0:Z3572957359;143:14300:0:Z2151179851;
CC12CCCC(CO1)C2,614,143:14300:0:Z3906990911;143:14300:3:Z4277235829;143:14300:3:Z3906995843;
c1ccc2[nH]cnc2c1,23530,143:14300:0:Z3906990911;143:14300:0:Z1817354110;143:14300:0:Z1952854574;
Cc1coc2ccccc12,2494,143:14300:0:Z2312174714;143:14300:0:Z4059239627;143:14300:0:Z3144095886;
Cn1ncc2c1CNCC2,972,143:14300:0:Z3587326680;143:14300:0:Z4031173166;143:14300:2:Z4114688971;
OC1CNC1,7362,143:14300:0:Z3621574195;143:14300:0:Z4277715856;143:14300:0:Z4000207609;
Cn1ncc2c(=O)[nH]cnc21,1958,143:14300:0:Z3709744168;143:14300:0:Z3079571688;143:14300:1:Z3714039826;
C1=COCCN1,159,143:14300:0:Z3537322010;143:14300:1:Z4086672480;143:14301:4:Z3466806448;
c1cc2n(n1)CCCCO2,334,143:14300:0:Z5042783444;143:14300:1:Z5055310629;143:14301:1:Z5044779741;
FC12CCOCC1CNC2,455,143:14300:0:Z4002885550;143:14300:3:Z4009743521;143:14300:4:Z4002799559;
c1ccc2c(c1)CCCCO2,1442,143:14300:0:Z2926531186;143:14300:0:Z3513761856;143:14300:1:Z3092495164;
O=c1ccc2c([nH]1)CCCCC2,329,143:14300:0:Z1239142662;143:14300:0:Z3910443269;143:14300:2:Z1641066215;
Cc1ccnn1C,9265,143:14300:0:Z5007775588;143:14300:0:Z3470900624;143:14300:0:Z1527035748;
Cc1ncon1,12627,143:14300:0:Z3586150205;143:14300:0:Z2446001148;143:14300:0:Z2407566732;
c1ncc2c(n1)CCNCC2,394,143:14300:0:Z2907224694;143:14300:0:Z1786927070;143:14300:1:Z1892943733;
C1COC2(CCNC2)CN1,384,143:14300:0:Z4285416463;143:14300:6:Z3365830029;143:14301:0:Z3364692789;
c1ccc2c(c1)CCCC2,15563,143:14300:0:Z1132078441;143:14300:0:Z2644770266;143:14300:0:Z1850102439;
CC1CCC2(CCNC2)CC1,177,143:14300:0:Z1205085693;143:14300:7:Z1559602503;143:14301:0:Z3685399380;
O=C1NCCN1,10241,143:14300:0:Z1205085693;143:14300:0:Z3530796207;143:14300:0:Z3520188360;
Cc1cc2cncnc2o1,20,143:14300:0:Z2351371128;143:14308:8:Z2351374857;143:14313:3:Z4524974198;
C=C1CCNCC1,1321,143:14300:0:Z3058515913;143:14300:0:Z3298205802;143:14300:1:Z1550084794;
c1ccc2c(c1)C1CCC2N1,265,143:14300:0:Z1906232063;143:14300:1:Z2706756597;143:14300:2:Z2826657901;
O=C1NCCC12CCNCC2,378,143:14300:0:Z2793455693;143:14300:1:Z3474659344;143:14300:1:Z2837963974;
C1NCC2COCC12,1724,143:14300:0:Z2792483780;143:14300:1:Z2780271731;143:14300:2:Z3588408017;
c1cocn1,50129,143:14300:0:Z2643627777;143:14300:0:Z2220693759;143:14300:0:Z3648248532;
CN1C(=O)CCc2ccccc21,2237,143:14300:0:Z1129402696;143:14300:0:Z2676668793;143:14300:0:Z1506794406;
Cn1nnc2c1CCCC2,2012,143:14300:0:Z3608753516;143:14300:0:Z3134458831;143:14300:0:Z3348083782;
c1ccc2c(c1)CCO2,13909,143:14300:0:Z3594298042;143:14300:0:Z3613884554;143:14300:0:Z2920654284;
CN1CCc2[nH]c(=O)ccc2C1,343,143:14300:0:Z3887872990;143:14300:2:Z3686186206;143:14300:2:Z3567855032;
CN1CC2CCCC(CC1=O)N2,332,143:14300:0:Z3657380049;143:14300:9:Z3659095544;143:14300:9:Z4278114685;
c1cnc2nccn2c1,2065,143:14300:0:Z3595913712;143:14300:0:Z2772119770;143:14300:0:Z4141485975;
O=S1(=O)CCC2CNCC21,1868,143:14300:0:Z3595913712;143:14300:0:Z3595910820;143:14300:0:Z3385095533;
Cc1ncnc2ccccc12,882,143:14300:0:Z1486657338;143:14300:2:Z2606169087;143:14300:2:Z290670736;
C1CCC2(CC1)CCNCC2,1692,143:14300:0:Z4379824134;143:14300:0:Z3794262389;143:14300:0:Z4089514797;
C1CC2(CCSCC2)CN1,907,143:14300:0:Z4423887853;143:14300:0:Z3791300455;143:14300:0:Z3791745219;
c1cnc2c(c1)COC2,257,143:14300:0:Z4423887853;143:14300:1:Z4423666753;143:14300:1:Z4473930832;
Cc1cccc(Cl)c1,5455,143:14300:0:Z917518528;143:14300:0:Z4227603869;143:14300:0:Z872709446;
O=S1(=O)CCc2c[nH]cc21,574,143:14300:0:Z4155421408;143:14300:0:Z3608008110;143:14300:2:Z4264361034;
Cn1c(=O)oc2ccccc21,2493,143:14300:0:Z1506581358;143:14300:0:Z2837750368;143:14300:0:Z3513951849;
O=C1CNCCN1,18150,143:14300:0:Z1816126649;143:14300:0:Z1195700222;143:14300:0:Z1677536510;
c1cc2c(cn1)CCNC2,945,143:14300:0:Z4344656092;143:14300:2:Z3570440784;143:14300:3:Z4479280678;
c1ccc2c(c1)CNCC1CCCN21,216,143:14300:0:Z2854128726;143:14300:0:Z2854128728;143:14305:6:Z3685452775;
Clc1cccc2c1CNCC2,129,143:14300:0:Z3155368933;143:14301:3:Z3094475183;143:14301:4:Z4270905152;
C1=CCNCC1,8690,143:14300:0:Z1724896379;143:14300:0:Z2978743818;143:14300:0:Z2493744801;
FC1(F)CCC2CC21,864,143:14300:0:Z4076074388;143:14300:2:Z4082442662;143:14300:8:Z3841598055;
Nc1ccncn1,2917,143:14300:0:Z1725369765;143:14300:0:Z2126473435;143:14300:1:Z4230238284;
Oc1cccc2c1CCCC2,513,143:14300:0:Z1894944546;143:14300:0:Z4009532585;143:14300:0:Z2911505656;
C1CC2CCC1CC2,3081,143:14300:0:Z2407389014;143:14300:0:Z4286845867;143:14300:0:Z3552265894;
O=C1Cc2ccccc2N1,4456,143:14300:0:Z2962486993;143:14300:0:Z3647235770;143:14300:0:Z1335324911;
Clc1cn[nH]c1,6587,143:14300:0:Z2175498026;143:14300:0:Z3646110093;143:14300:0:Z4398359278;
c1csnn1,3127,143:14300:0:Z3726136272;143:14300:0:Z1421111117;143:14300:0:Z2705106515;
CN1CCc2ccccc21,1924,143:14300:0:Z1984245490;143:14300:0:Z4265729513;143:14300:1:Z1745980702;
OC1CCOCC1,5825,143:14300:0:Z1984245490;143:14300:0:Z4215938617;143:14300:0:Z1765265723;
c1[nH]nc2c1CCCC2,3152,143:14300:0:Z3712018336;143:14300:0:Z1439355709;143:14300:0:Z2998660807;
C1CC2(CCO1)CCOC2,1707,143:14300:0:Z3818503874;143:14300:0:Z4146916483;143:14300:1:Z3818501054;
Fc1cc(F)cc(F)c1,1651,143:14300:0:Z1395422570;143:14300:1:Z2861667432;143:14300:1:Z2219452472;
CC1(C)C(O)C2CCCNC21,276,143:14300:0:Z2837750368;143:14300:9:Z3094264030;143:14301:2:Z4170526833;
Clc1noc2ccccc12,85,143:14300:0:Z3622945740;143:14300:0:Z3819995589;143:14300:7:Z3357260019;
FC1(F)CCC2(CC1)CNCCO2,243,143:14300:0:Z4089539696;143:14300:8:Z3898789849;143:14301:6:Z3783248564;
CN1CCCCC1=O,3350,143:14300:0:Z758142096;143:14300:0:Z1953177937;143:14300:0:Z1608544917;
Cn1nccc1Cl,2999,143:14300:0:Z1333875127;143:14300:0:Z1218102088;143:14300:0:Z4156334411;
Cc1ccc(F)c2[nH]ccc12,125,143:14300:0:Z2700965760;143:14301:3:Z2713950443;143:14302:1:Z3700689178;
Clc1ccsc1,875,143:14300:0:Z4139844544;143:14300:1:Z2871541269;143:14300:2:Z4139413834;
Cc1cc[nH]n1,31532,143:14300:0:Z2909513944;143:14300:0:Z1636454787;143:14300:0:Z3606191233;
NC1CC2CCC1C2,530,143:14300:0:Z3517431861;143:14300:0:Z3132676457;143:14300:2:Z3518902401;
O=C1NCCCN1,2931,143:14300:0:Z3517431861;143:14300:0:Z3132676457;143:14300:0:Z2639113168;
O=S1(=O)CCC2(CNCCO2)C1,385,143:14300:0:Z2438941689;143:14300:5:Z2434368148;143:14300:9:Z3947818269;
Cc1ncoc1C,1573,143:14300:0:Z1127184671;143:14300:0:Z1142981916;143:14300:2:Z4323567962;
CC1(C)CCCCO1,3727,143:14300:0:Z4215938617;143:14300:0:Z1665865012;143:14300:0:Z2699685918;
OC1CCC2CNCCC2C1,301,143:14300:0:Z2279171728;143:14300:7:Z4270356733;143:14301:1:Z4018368601;
Cc1cscn1,39509,143:14300:0:Z2877703006;143:14300:0:Z2869257600;143:14300:0:Z1137288571;
Cn1c(=O)c2ccccc2n(C)c1=O,201,143:14300:0:Z3176160224;143:14300:4:Z2953962943;143:14300:7:Z2904476371;
CC1CNCC2(CCCOC2)O1,411,143:14300:0:Z2187129127;143:14300:0:Z4468753961;143:14300:3:Z1961550334;
CC1(C)OCc2ccccc21,313,143:14300:0:Z4643491757;143:14300:1:Z4639260013;143:14300:8:Z4639031150;
Cc1cccc2c1CCNC2,377,143:14300:0:Z1218108568;143:14300:1:Z1130155667;143:14300:3:Z4294771247;
Cc1c[nH]c(=O)c2ccccc12,209,143:14300:0:Z2497617555;143:14300:4:Z2506938591;143:14300:5:Z3509985042;
CN1CCC2NCCCC2C1,270,143:14300:0:Z2497617555;143:14300:4:Z1459537391;143:14300:4:Z2191209168;
CC1CNC(=O)C1,648,143:14300:0:Z3086495533;143:14300:0:Z1784374907;143:14300:3:Z2020128839;
OC1CCCC1F,186,143:14300:0:Z4166815127;143:14300:1:Z4155026827;143:14302:3:Z4083881804;
c1cnc2ccnn2c1,4283,143:14300:0:Z4272485553;143:14300:1:Z5021998014;143:14300:1:Z3208735135;
Cn1cnc2ccccc21,6729,143:14300:0:Z3300157646;143:14300:0:Z3544422050;143:14300:0:Z4229644296;
FC1(F)CC1,12278,143:14300:0:Z2609981963;143:14300:0:Z2655333530;143:14300:0:Z4217732867;
c1ccc2occc2c1,14900,143:14300:0:Z4491748708;143:14300:0:Z4232619671;143:14300:0:Z807896530;
CC1CNCCN1,15193,143:14300:0:Z3594930874;143:14300:0:Z2906864664;143:14300:0:Z2436417414;
CC1(C)COCCN1,2438,143:14300:0:Z853059058;143:14300:0:Z3794829871;143:14300:0:Z2624058347;
CC1(C)COC2(CCNCC2)OC1,359,143:14300:0:Z1609646496;143:14300:4:Z3656172276;143:14300:7:Z2268027106;
CC1CN(C)C(C)CN1,83,143:14300:0:Z4667566710;143:14300:2:Z4655888338;143:14300:7:Z4666528337;
CC1CCCc2ccccc21,708,143:14300:0:Z2370343242;143:14300:0:Z1588207075;143:14300:1:Z1390042187;
Cc1nc2ccccc2nc1C,354,143:14300:0:Z4478141758;143:14300:1:Z1185149440;143:14300:4:Z1275719664;
OC1COC2(CNC2)CC1O,225,143:14300:0:Z4478141758;143:14301:4:Z4482782582;143:14301:9:Z4478136365;
Cc1ccn2ncnc2c1,173,143:14300:0:Z2234895485;143:14300:2:Z2869103863;143:14300:2:Z2996173275;
Cc1cncs1,9860,143:14300:0:Z3101365913;143:14300:0:Z4248821506;143:14300:0:Z2353305681;
C1CC2(C1)CNC2,5530,143:14300:0:Z4505149580;143:14300:0:Z2915647725;143:14300:0:Z4138392826;
C1CC2CCC1CN2,2105,143:14300:0:Z2605654696;143:14300:0:Z2505087997;143:14300:0:Z3911625602;
O=c1[nH]ncc2ccccc12,3491,143:14300:0:Z2297369597;143:14300:0:Z1430633575;143:14300:0:Z3521181038;
C1CCC2(CC1)CCCOC2,456,143:14300:0:Z3318888176;143:14300:0:Z3343966823;143:14301:1:Z3176116068;
C1CSCS1,1243,143:14300:0:Z4322746084;143:14300:0:Z2647872139;143:14300:1:Z971259492;
C1CC2CCC(C1)N2,9917,143:14300:0:Z4437068087;143:14300:0:Z4451572603;143:14300:0:Z4632966631;
Oc1ccccn1,3550,143:14300:0:Z2793923549;143:14300:0:Z2308302932;143:14300:1:Z2905425157;
C1CC2(C1)CCC2,12886,143:14300:0:Z4447630291;143:14300:0:Z4908594358;143:14300:0:Z4398847770;
O=C1CCNC2(CCC2)C1,168,143:14300:0:Z2774689129;143:14300:1:Z2873285460;143:14300:3:Z2873283621;
c1cn2c(n1)CNCCC2,869,143:14300:0:Z4264878640;143:14300:2:Z3551063846;143:14300:4:Z4003478211;
CC1(C)CCCNC1,4049,143:14300:0:Z4177091064;143:14300:0:Z1885504147;143:14300:0:Z1887367471;
O=C1CCNCCN1,775,143:14300:0:Z4490549131;143:14300:3:Z3137956441;143:14300:3:Z2220286324;
O=C1CCCc2ccccc2N1,2305,143:14300:0:Z2488878837;143:14300:0:Z4018617387;143:14300:0:Z3591036345;
Cc1cc(C)n2ccncc12,185,143:14300:0:Z4320761026;143:14301:3:Z4326654102;143:14301:7:Z4325069503;
CC1CCn2nccc2C1,397,143:14300:0:Z2456780495;143:14300:0:Z2455597023;143:14300:1:Z3056511393;
Oc1cccc2ccccc12,866,143:14300:0:Z2273628927;143:14300:0:Z3584211600;143:14300:1:Z4053348875;
O=C1CCc2ccccc21,3032,143:14300:0:Z4999965767;143:14300:0:Z2313171510;143:14300:0:Z3945448491;
C1CC2(C1)CC1(CCC1)C2,197,143:14300:0:Z3052423071;143:14300:4:Z4577599516;143:14302:0:Z3496485642;
Fc1ccc2cc[nH]c2c1,1657,143:14300:0:Z1069647724;143:14300:0:Z3530789917;143:14300:0:Z1458066636;
CC1CCCCN1C,1246,143:14300:0:Z5049744530;143:14300:1:Z2702694568;143:14300:1:Z1656439490;
C1CNC2COCC2C1,642,143:14300:0:Z3839594918;143:14300:0:Z3790046763;143:14300:1:Z2924943304;
FC1(F)CC12CCCNCC2,237,143:14300:0:Z4773192188;143:14300:0:Z4773192057;143:14301:0:Z3680567272;
OC1COC1,1650,143:14300:0:Z4537739196;143:14300:0:Z4598189830;143:14300:2:Z4264820557;
C1CC2CNCC2N1,985,143:14300:0:Z4421807905;143:14300:0:Z4116221408;143:14300:1:Z4407636007;
CC1(C)CCNC1,5315,143:14300:0:Z2496969308;143:14300:0:Z3093675583;143:14300:0:Z1344751599;
O=C1NCCC12CCNC2,320,143:14300:0:Z3996557843;143:14301:0:Z4026758059;143:14301:2:Z4013151378;
Cc1csc(C)n1,2660,143:14300:0:Z1188778285;143:14300:0:Z1575707606;143:14300:0:Z1266697345;
c1cc2n(n1)CCCC2,6464,143:14300:0:Z2273068412;143:14300:0:Z2777274823;143:14300:0:Z2444493489;
Cc1ccc2sc(=O)n(C)c2c1,195,143:14300:0:Z4510361123;143:14300:0:Z4128688137;143:14300:4:Z3554912284;
CC1CCC1,4692,143:14300:0:Z4510361123;143:14300:0:Z3625681552;143:14300:0:Z2925733467;
C1CC2(CCN1)CCOC2,2000,143:14300:0:Z4194468201;143:14300:1:Z3060878754;143:14300:1:Z3316977507;
c1cnsc1,7795,143:14300:0:Z3205116438;143:14300:0:Z2498222806;143:14300:0:Z3321788103;
Cc1ncn[nH]1,5988,143:14300:0:Z3205116438;143:14300:0:Z3587668494;143:14300:0:Z4642852353;
c1cc2c(s1)CCOC2,1623,143:14300:0:Z3364944023;143:14300:1:Z4055553194;143:14300:1:Z1842947361;
Fc1cnccn1,149,143:14300:0:Z2698795966;143:14300:2:Z2698843136;143:14300:5:Z4272808128;
C1CC12CC2,361,143:14300:0:Z4226542901;143:14300:0:Z3540380977;143:14300:4:Z4928178325;
Nc1ccnc(O)c1Cl,33,143:14300:0:Z4291438056;143:14301:9:Z4288258257;143:14302:3:Z4291007523;
Cc1cc(C)[nH]c(=O)c1,1180,143:14300:0:Z1422505860;143:14300:2:Z4150136897;143:14300:4:Z2433365069;
CC1Sc2ccccc2NC1=O,303,143:14300:0:Z790431906;143:14300:1:Z1444773183;143:14300:4:Z1291584441;
C1CC2CC1CN2,5006,143:14300:0:Z2355861272;143:14300:0:Z3136860169;143:14300:0:Z1270798115;
c1cc2cncnc2cn1,104,143:14300:0:Z2346755602;143:14302:3:Z2347263241;143:14303:1:Z3415306417;
O=C1CCNc2cnccc2N1,365,143:14300:0:Z3040108205;143:14300:3:Z1909283896;143:14300:3:Z1909299065;
c1cc2n(n1)CCNC2,5115,143:14300:0:Z4022751465;143:14300:0:Z3680126175;143:14300:0:Z3133813353;
Cc1nc2ccccc2[nH]1,3197,143:14300:0:Z1177112169;143:14300:1:Z1625562372;143:14300:1:Z2499093561;
OC1CCCCC1,15088,143:14300:0:Z1719704905;143:14300:0:Z4269425934;143:14300:0:Z3593507258;
Cc1n[nH]c(=O)[nH]1,400,143:14300:0:Z3340199554;143:14300:2:Z4576188159;143:14300:2:Z3611772990;
c1ccn2ncnc2c1,1975,143:14300:0:Z4184715778;143:14300:0:Z3311376177;143:14300:1:Z2622536099;
c1n[nH]c2c1CCCC2,8430,143:14300:0:Z3078148459;143:14300:0:Z3787323564;143:14300:0:Z5019185372;
C1COC2(CCOCC2)CN1,445,143:14300:0:Z3298839074;143:14300:2:Z1446936241;143:14300:2:Z3298839064;
Cc1ccnc2c1CNC2,96,143:14300:0:Z4227603869;143:14300:7:Z4227609425;143:14301:1:Z4227591831;
Fc1cccn2cncc12,162,143:14300:0:Z2714505315;143:14300:8:Z2705859992;143:14300:9:Z2705305184;
CN1CCC2(CCCNC2)CC1,325,143:14300:0:Z1989914236;143:14300:2:Z1989914216;143:14300:8:Z1984192407;
c1ncc2c(n1)CNCC2,688,143:14300:0:Z2276797560;143:14300:0:Z3580121338;143:14300:1:Z1672548551;
Cc1ncc[nH]1,9816,143:14300:0:Z4482367336;143:14300:0:Z4456196279;143:14300:0:Z1367587446;
c1ncc2c(n1)CCC2,969,143:14300:0:Z4482367336;143:14300:1:Z4485031322;143:14300:2:Z4575514968;
c1ccc2c(c1)CCCO2,14925,143:14300:0:Z2951422786;143:14300:0:Z1462765659;143:14300:0:Z1265325624;
Cc1cnco1,10260,143:14300:0:Z4591312242;143:14300:0:Z3517908793;143:14300:0:Z3385048977;
Cc1ccoc1,5618,143:14300:0:Z3277806661;143:14300:0:Z2154944805;143:14300:0:Z1592542551;
c1cnc2c[nH]nc2c1,145,143:14300:0:Z4769584522;143:14302:7:Z4771466047;143:14302:7:Z4770064360;
Fc1cncnc1,1962,143:14300:0:Z4769584522;143:14300:0:Z2364827693;143:14300:0:Z3649131914;
O=C1CCSc2ccccc2N1,620,143:14300:0:Z2710326018;143:14300:0:Z3585010478;143:14300:1:Z4923436089;
FC1(F)CC2CCC1C2,683,143:14300:0:Z3774031313;143:14300:0:Z3875145618;143:14300:2:Z3841394244;
Cc1ccn2ccnc2c1,1047,143:14300:0:Z4309740288;143:14300:1:Z758984936;143:14300:2:Z1842681554;
OC1C2CCCC1CC2,458,143:14300:0:Z4319724971;143:14300:0:Z4318449070;143:14300:3:Z4319184034;
Clc1ccc2[nH]ccc2c1,1268,143:14300:0:Z3439210358;143:14300:0:Z3996651272;143:14300:1:Z1533431823;
O=S1(=O)CCC2(CCN2)C1,245,143:14300:0:Z3439210358;143:14300:0:Z3613117028;143:14301:2:Z3681005566;
c1ccc2c(c1)CC2,1572,143:14300:0:Z1275381612;143:14300:1:Z2780769823;143:14300:1:Z4770551659;
C1CSCCN1,11632,143:14300:0:Z952042400;143:14300:0:Z1663227966;143:14300:0:Z2718442912;
Cn1cnc2ccncc21,591,143:14300:0:Z1767852397;143:14300:5:Z3556383774;143:14300:5:Z3555924853;
Cc1cccs1,12067,143:14300:0:Z1575741315;143:14300:0:Z3205685955;143:14300:0:Z2228864997;
CC1(C)CNCCN1,4082,143:14300:0:Z3610797122;143:14300:0:Z4596312428;143:14300:0:Z3315305974;
CN1C(=O)Cc2ccccc21,1990,143:14300:0:Z4405539592;143:14300:0:Z4152631850;143:14300:0:Z3176859941;
c1cnc2ncccc2c1,1147,143:14300:0:Z4232913167;143:14300:0:Z4230236587;143:14300:1:Z2619439389;
Cn1cnnn1,3744,143:14300:0:Z743398788;143:14300:0:Z4275446481;143:14300:0:Z1883979370;
Cc1cccnn1,4216,143:14300:0:Z4242048079;143:14300:0:Z4612056673;143:14300:0:Z2044829395;
Cc1c(Cl)cnn1C,466,143:14300:0:Z2644770266;143:14300:2:Z2371944539;143:14300:8:Z2372121546;
Fc1ccccc1Cl,15357,143:14300:0:Z1215452304;143:14300:0:Z1075279004;143:14300:0:Z1957960793;
NC1CCCCC1,3539,143:14300:0:Z2443390082;143:14300:0:Z3385291072;143:14300:1:Z3337922256;
O=C1CC2(CCNCC2)CCN1,206,143:14300:0:Z4065475904;143:14300:1:Z3623155092;143:14300:3:Z3623155537;
CN1CCN(C)CC1,973,143:14300:0:Z1177276255;143:14300:1:Z1856677022;143:14300:2:Z2879046520;
O=c1ccnc2nc[nH]n12,91,143:14300:0:Z3339997248;143:14301:0:Z4426817239;143:14304:5:Z3339997157;
O=C1Nc2ccccc2OC1(F)F,150,143:14300:0:Z2718690075;143:14300:0:Z2914795822;143:14300:2:Z4254880472;
C1CC2CNCC2O1,3480,143:14300:0:Z3996651272;143:14300:0:Z4984737299;143:14300:0:Z4093230490;
Cc1cc(C)n2nc(C)cc2n1,459,143:14300:0:Z3093675583;143:14300:4:Z3625669436;143:14300:4:Z2407735640;
Cc1nc[nH]c1C,3080,143:14300:0:Z2402388541;143:14300:0:Z4490281720;143:14300:0:Z2884412586;
Cc1ccsc1C,1983,143:14300:0:Z2402388541;143:14300:0:Z2837574917;143:14300:0:Z1583695271;
C1CC2(C1)CCNCCO2,275,143:14300:0:Z3174784299;143:14300:0:Z4308316228;143:14300:1:Z3586611094;
Cc1cn2cc(Cl)ccc2n1,74,143:14300:0:Z1918564283;143:14300:2:Z1814696946;143:14300:9:Z2149573753;
OC1CCOC1,4264,143:14300:0:Z3348442502;143:14300:0:Z3340928004;143:14300:0:Z4490005208;
Cc1ccn(C)n1,14360,143:14300:0:Z3395648750;143:14300:0:Z4191479941;143:14300:0:Z4277995798;
O=C1CCC2(CNC2)N1,207,143:14300:0:Z3395648750;143:14300:5:Z3623194723;143:14300:5:Z3623192000;
c1ccc2ocnc2c1,8409,143:14300:0:Z1509783463;143:14300:0:Z3542953693;143:14300:0:Z4313224523;
Cn1nnc2ccccc21,2679,143:14300:0:Z1245233500;143:14300:0:Z2748564049;143:14300:2:Z4064336776;
CC1CN=CS1,209,143:14300:0:Z2408300685;143:14300:0:Z1303021689;143:14301:5:Z3391095389;
CC1CCCCN1,15722,143:14300:0:Z3530642392;143:14300:0:Z2364197907;143:14300:0:Z2774379132;
C1CNNC1,18,143:14300:0:Z2177080359;143:14302:0:Z2627293598;143:14306:4:Z2226593286;
Fc1ccc2cncnc2c1F,62,143:14300:0:Z3648241203;143:14300:0:Z3648440495;143:14302:8:Z4081327411;
CC1(C)COCCO1,3465,143:14300:0:Z3049869022;143:14300:0:Z4453306127;143:14300:0:Z4460324519;
Cc1cc(O)nc2ccccc12,198,143:14300:0:Z1694623674;143:14301:2:Z1343760822;143:14301:3:Z3842326299;
C1CC2(CCN1)CC2,4861,143:14300:0:Z1730470462;143:14300:0:Z2827208771;143:14300:1:Z4912540524;
Cc1ccc2nonc2c1,123,143:14300:0:Z4274663059;143:14301:0:Z4003072023;143:14301:5:Z4003175028;
Cc1nc2ccccc2c(=O)[nH]1,598,143:14300:0:Z4051934977;143:14300:0:Z2962529593;143:14300:1:Z1684180130;
