fragment_smiles,occurences,example_ligands
c1ccccc1,1252275,204:20400:0:Z1653700914;204:20400:0:Z2176000073;204:20400:0:Z3887066728;
c1cnoc1,87107,204:20400:0:Z2176000073;204:20400:0:Z4085975528;204:20400:0:Z2703934225;
c1ncon1,104378,204:20400:0:Z2176000073;204:20400:0:Z3595410844;204:20400:0:Z2305788033;
c1cnc2c(c1)CCCC2,4218,204:20400:0:Z3887066728;204:20400:0:Z1885149703;204:20400:0:Z2962753808;
c1nc2c([nH]1)CCNC2,1427,204:20400:0:Z3595410844;204:20400:0:Z2413040754;204:20400:0:Z2273643134;
Fc1ccccc1,289327,204:20400:0:Z3595410844;204:20400:0:Z4451452187;204:20400:0:Z3519556557;
Cc1ccccc1,197977,204:20400:0:Z1797048664;204:20400:0:Z4156854787;204:20400:0:Z4174001050;
C1CCOC1,146840,204:20400:0:Z1797048664;204:20400:0:Z3471491924;204:20400:0:Z3607160936;
C1CCNCC1,632590,204:20400:0:Z4260631702;204:20400:0:Z2606196169;204:20400:0:Z1644714455;
CC12CCC(CC1)OC2,180,204:20400:0:Z4260631702;204:20401:2:Z3540439095;204:20402:3:Z3650736915;
c1ccc2ccccc2c1,14557,204:20400:0:Z3835664266;204:20400:0:Z1565817510;204:20400:0:Z88073540;
c1nc[nH]n1,54780,204:20400:0:Z3835664266;204:20400:0:Z1887566201;204:20400:0:Z2798113006;
c1c[nH]nn1,94509,204:20400:0:Z2606196169;204:20400:0:Z2232374388;204:20400:0:Z1991864250;
C1CCNC1,472520,204:20400:0:Z4451452187;204:20400:0:Z3519556557;204:20400:0:Z3702673823;
c1cscn1,154781,204:20400:0:Z4451452187;204:20400:0:Z3519556557;204:20400:0:Z1954804245;
c1scc2c1CCC2,1074,204:20400:0:Z3788323048;204:20400:4:Z3787440725;204:20400:4:Z3788323384;
c1cncnc1,79828,204:20400:0:Z3788323048;204:20400:0:Z2809864892;204:20400:0:Z2643219227;
c1ccncc1,390118,204:20400:0:Z3702673823;204:20400:0:Z1644714455;204:20400:0:Z3471491924;
c1cn[nH]c1,271129,204:20400:0:Z3702673823;204:20400:0:Z1644464184;204:20400:0:Z3295426865;
CN1CCNCC1,27148,204:20400:0:Z4611075066;204:20400:0:Z2620850150;204:20400:0:Z3363019502;
O=S1(=O)CCCN1,9132,204:20400:0:Z3661111831;204:20400:0:Z3613064930;204:20400:0:Z3320329680;
Fc1ccc2c(c1F)CNCC2,181,204:20400:0:Z1553766324;204:20400:0:Z2634138047;204:20400:1:Z1447650963;
c1ccnnc1,21173,204:20400:0:Z1553766324;204:20400:0:Z2612547060;204:20400:0:Z4613286657;
C1COCC2(CC2)CN1,176,204:20400:0:Z1644464184;204:20400:3:Z1644442097;204:20400:6:Z1644427596;
c1cocn1,60606,204:20400:0:Z4156854787;204:20400:0:Z4174001050;204:20400:0:Z1615279274;
OC1CC2CNCC2C1,311,204:20400:0:Z4156854787;204:20400:0:Z4174001050;204:20400:1:Z4154367334;
O=C1CCc2ccccc21,2529,204:20400:0:Z1832809262;204:20400:0:Z5045325991;204:20400:0:Z4471012597;
O=C1CNCCN1,14167,204:20400:0:Z1832809262;204:20400:0:Z1954804245;204:20400:0:Z3094981309;
C1CNCCN1,205389,204:20400:0:Z4192753791;204:20400:0:Z3097767189;204:20400:0:Z4656433390;
FC1COCCOC1,330,204:20400:0:Z4192753791;204:20400:1:Z4193365728;204:20400:1:Z4192757533;
Cn1cnc2ccccc21,5300,204:20400:0:Z3076341594;204:20400:0:Z1716368355;204:20400:0:Z4243709738;
Clc1cccnc1,24886,204:20400:0:Z3076341594;204:20400:0:Z1563106004;204:20400:0:Z3817123681;
C1CSCCN1,10223,204:20400:0:Z953900280;204:20400:0:Z2948054706;204:20400:0:Z2784259232;
c1ccc2c(c1)CCN2,19692,204:20400:0:Z953900280;204:20400:0:Z2905174599;204:20400:0:Z2992277013;
Cc1cccn1C,7059,204:20400:0:Z2871063315;204:20400:1:Z1986636497;204:20400:2:Z4412980577;
C1CC2CNCC1O2,695,204:20400:0:Z2871063315;204:20400:1:Z3172014246;204:20400:6:Z4270578923;
C1COCCN1,144876,204:20400:0:Z2946420941;204:20400:0:Z3132220232;204:20400:0:Z2348502810;
c1cn2c(n1)SCC2,1435,204:20400:0:Z2946420941;204:20400:4:Z1699521196;204:20400:4:Z2954182259;
c1nnco1,20397,204:20400:0:Z4023041128;204:20400:0:Z3804164203;204:20400:0:Z88073540;
c1ccoc1,106430,204:20400:0:Z1433669841;204:20400:0:Z2229484156;204:20400:0:Z2078013907;
