fragment_smiles,occurences,example_ligands
C1CCNCC1,422390,63:06300:0:Z1893736404;63:06300:0:Z2783390262;63:06300:0:Z2784383479;
Cc1nccnc1C,170,63:06300:1:Z3391601554;63:06300:3:Z3393646550;63:06300:5:Z3831624270;
CC1(C)CNCCS1=O,280,63:06300:1:Z1395715984;63:06300:1:Z2197363984;63:06301:6:Z2495113268;
CC1CCCCC1C,1218,63:06300:1:Z4346444036;63:06300:1:Z2358943981;63:06300:1:Z4961259159;
C1CC2(C1)COC2,822,63:06300:1:Z5064390432;63:06300:2:Z5057672938;63:06300:2:Z4281678701;
Cc1cccc2nccn12,1381,63:06300:1:Z4276638973;63:06300:2:Z1466193713;63:06300:2:Z3568929632;
CC1CCCNS1(=O)=O,349,63:06300:1:Z3574126869;63:06300:1:Z3357704369;63:06300:6:Z3357708700;
CC1CCNC2(CC2)C1,140,63:06300:1:Z3803872657;63:06300:2:Z4029168615;63:06300:3:Z4094118807;
Fc1cc2c(cc1F)NCC2,259,63:06300:1:Z1879455761;63:06300:5:Z1879457559;63:06300:8:Z4910262717;
Cn1nccc1O,704,63:06300:1:Z5035311161;63:06300:1:Z2717958949;63:06300:3:Z5047249716;
Oc1nc2c([nH]1)CCCC2,183,63:06300:1:Z4302096837;63:06300:4:Z4302755743;63:06301:1:Z4303985854;
O=S1(=O)CC2CNCC(C2)C1,361,63:06300:1:Z4110076436;63:06300:2:Z4051841204;63:06300:7:Z4027423763;
Cc1nnc2scc(N)c2c1C,89,63:06300:1:Z3671337484;63:06300:4:Z3671229484;63:06301:2:Z3670263837;
CC1(C)CC2CCNC21,470,63:06300:1:Z3890014278;63:06300:3:Z4213679771;63:06300:3:Z3890015991;
C1CC2CCC(C1)S2,1232,63:06300:1:Z2925316794;63:06300:1:Z2964627288;63:06300:2:Z2966677140;
C1CC2COCC2N1,761,63:06300:1:Z4600526253;63:06300:1:Z3561690758;63:06300:1:Z4929646929;
CC1(C)CC2CC(C)(CN2)C1,185,63:06300:1:Z2294329495;63:06301:0:Z3344697108;63:06301:4:Z4020368400;
O=C1NCC2CC1C2,219,63:06300:1:Z3557875998;63:06301:2:Z3564419706;63:06301:2:Z4230811940;
Clc1ccnc2c1CCCN2,119,63:06300:1:Z4218234436;63:06300:5:Z4338577740;63:06300:9:Z4338575068;
Cc1ccn(C)c(=O)c1,611,63:06300:1:Z1425954815;63:06300:1:Z1930889874;63:06300:2:Z3549997623;
Cc1nc2n(n1)CCNC2,400,63:06300:1:Z4319719792;63:06300:5:Z4486788930;63:06300:5:Z2924376996;
CC1CC(C)NC(C)C1,173,63:06300:1:Z3092746019;63:06300:1:Z3637884007;63:06300:2:Z3584099189;
O=S1(=O)CCCNc2ccc(Cl)cc21,40,63:06300:1:Z4215541607;63:06301:4:Z4215541347;63:06301:4:Z4267933759;
CN1C=NCC1=O,82,63:06300:1:Z2882952073;63:06301:1:Z4913145884;63:06301:3:Z4018708139;
CC1CSCCN1,674,63:06300:1:Z3098716403;63:06300:1:Z1239641106;63:06300:2:Z3623114243;
C1CCC2(C1)CCOCC2,1984,63:06300:1:Z3899069542;63:06300:1:Z2180882406;63:06300:1:Z3899069551;
NC1CCc2ccccc21,679,63:06300:1:Z3864578638;63:06300:1:Z3698503242;63:06300:2:Z4145343695;
C1CC2CCC(C1)C2,1119,63:06300:1:Z4257568496;63:06300:1:Z4271661947;63:06300:2:Z4233916461;
OC1COC2(CNC2)C1O,298,63:06300:1:Z4142544361;63:06300:1:Z4141180796;63:06301:2:Z4505373793;
CC1CCCCC1=O,447,63:06300:1:Z1547777568;63:06300:1:Z1744496157;63:06300:2:Z4574549131;
Cc1nc2cc[nH]c2s1,218,63:06300:1:Z3574773488;63:06300:2:Z3849815605;63:06300:9:Z3296237712;
Oc1ccc2c(n1)CCNC2,159,63:06300:1:Z3699023096;63:06300:2:Z3698488051;63:06300:2:Z3698559844;
C1CC2CNC2C1,626,63:06300:1:Z3188828119;63:06300:2:Z4308313509;63:06300:6:Z4345090413;
C1CSCSC1,791,63:06300:1:Z2852650092;63:06300:1:Z3099611671;63:06300:2:Z4178207848;
O=C1CCSc2ccccc21,213,63:06300:1:Z3500325795;63:06300:7:Z4220550419;63:06301:0:Z4570471450;
CN1CCCCC1=O,3961,63:06300:1:Z4313894716;63:06300:1:Z2956072013;63:06300:1:Z4198577167;
O=C1NCCc2ccncc21,412,63:06300:1:Z3440117644;63:06300:1:Z4264815290;63:06300:1:Z3510941450;
O=c1[nH]ccc2c1CCNC2,350,63:06300:1:Z3829496257;63:06300:3:Z3806425395;63:06300:3:Z4345318801;
c1ncc2cn[nH]c2n1,979,63:06300:1:Z4025921255;63:06300:1:Z990935080;63:06300:3:Z2984272038;
Cc1ncsn1,1355,63:06300:1:Z2071447417;63:06300:1:Z1285878774;63:06300:1:Z1275476735;
C1=NOC2COCC12,1008,63:06300:1:Z3816891556;63:06300:1:Z4095140649;63:06300:1:Z3911991178;
CC1NCCn2c(Cl)ccc21,133,63:06300:1:Z2499407330;63:06300:2:Z2713023083;63:06300:4:Z2777442864;
c1scc2c1OCCO2,735,63:06300:1:Z2499407330;63:06300:1:Z2493775709;63:06300:3:Z2493683593;
Cn1ncc2c(N)ncnc21,117,63:06300:1:Z2370574744;63:06300:4:Z3833049325;63:06300:7:Z1883178247;
CC1CC(O)CN1,626,63:06300:1:Z3133212275;63:06300:2:Z1824759139;63:06300:3:Z3019000194;
O=c1ccoc2cc(F)ccc12,142,63:06300:1:Z3093869940;63:06300:5:Z2081182882;63:06301:3:Z4468555829;
c1cnc2ncncc2c1,309,63:06300:1:Z3395159609;63:06300:1:Z3561852169;63:06300:2:Z4576665417;
C1CNC2(C1)CCNC2,523,63:06300:1:Z4194424597;63:06300:3:Z2997865890;63:06300:4:Z2966479633;
Cc1n[nH]c(C)n1,2150,63:06300:1:Z4106795389;63:06300:1:Z3866326848;63:06300:2:Z4424371386;
C1CCC2(CNC2)NC1,13,63:06300:1:Z3318398834;63:06308:3:Z3318400026;63:06308:3:Z3318399622;
Cc1cncnc1O,59,63:06300:1:Z4230537326;63:06301:1:Z4226426297;63:06301:1:Z4230772873;
Clc1cnccn1,1057,63:06300:1:Z1743864622;63:06300:2:Z1739051648;63:06300:2:Z4033040297;
CN1CCCC12CCNCC2,257,63:06300:1:Z2497849067;63:06300:5:Z4614804870;63:06301:2:Z2906582930;
O=C1CCC2CNCC2N1,412,63:06300:1:Z3597593446;63:06300:1:Z4140371490;63:06300:2:Z3596227084;
O=c1nc[nH][nH]1,802,63:06300:1:Z2279472214;63:06300:1:Z2176524230;63:06300:3:Z2456496442;
Nc1nc2c(s1)CNCC2,6,63:06300:1:Z1873997345;63:06306:4:Z1002207392;63:06308:8:Z1124130410;
Cc1ccc(Cl)cn1,452,63:06300:1:Z4144787739;63:06300:5:Z4080054020;63:06300:7:Z4080053058;
O=c1[nH]ccc2ccccc12,1831,63:06300:1:Z3308061921;63:06300:1:Z1303151723;63:06300:1:Z3563224823;
Cc1noc2ccccc12,547,63:06300:1:Z4064804559;63:06300:3:Z4231801588;63:06300:3:Z4211021850;
CN1CC2CC1CN2,199,63:06300:1:Z4256699136;63:06300:2:Z4256679813;63:06300:5:Z4256646752;
O=S1(=O)CCC2CCC1C2,332,63:06300:1:Z3552230800;63:06300:1:Z3556550107;63:06300:3:Z3555923509;
Cc1nn(C)c2[nH]c(=O)ccc12,85,63:06300:1:Z4879877109;63:06300:8:Z4633355971;63:06302:0:Z4633274789;
Cc1ccc(Cl)c(O)c1,105,63:06300:1:Z3950522450;63:06301:6:Z3898887872;63:06301:9:Z4106852212;
C1COCC2(C1)CCCO2,452,63:06300:1:Z3950522450;63:06300:2:Z4611404269;63:06300:3:Z4199021744;
OC1CCC12CCNC2,399,63:06300:1:Z4025196159;63:06300:1:Z4000147553;63:06300:4:Z4305746735;
CC1NCc2ccccc21,472,63:06300:1:Z2602515010;63:06300:1:Z2294203195;63:06300:7:Z2602697070;
c1ncc2c(n1)CC1CCC2N1,468,63:06300:1:Z4984693721;63:06300:3:Z2772045553;63:06300:3:Z2777912000;
O=C1CCCn2nccc21,320,63:06300:1:Z2910651818;63:06300:4:Z4228427494;63:06300:5:Z2998420936;
C1CC2CCC1CN2,2609,63:06300:1:Z3326705356;63:06300:1:Z2377776885;63:06300:1:Z3856897661;
O=C1CCNC2(CCC2)C1,211,63:06300:1:Z2774687198;63:06300:6:Z3607717259;63:06300:9:Z2493985761;
CC1Cc2ncsc2C(C)O1,236,63:06300:1:Z3059203549;63:06300:8:Z4294391293;63:06301:0:Z3059206371;
CN1Cc2ccccc2CC1=O,132,63:06300:1:Z4913157182;63:06300:1:Z4826839316;63:06300:1:Z4913157183;
Oc1n[nH]c2c1CNCC2(F)F,190,63:06300:1:Z5019088130;63:06300:7:Z5019074979;63:06300:8:Z5019070194;
Cc1cc(C)cc(F)c1,723,63:06300:1:Z2017881789;63:06300:2:Z4216960820;63:06300:4:Z3621639508;
c1cnc2cc[nH]c2c1,1734,63:06300:1:Z3669051432;63:06300:1:Z2923064295;63:06300:1:Z3319895104;
Cc1cccc2ccsc12,303,63:06300:1:Z4468056493;63:06300:3:Z2156968972;63:06300:4:Z3091852142;
CN1CNC(=O)C12CCNCC2,294,63:06300:1:Z4107309832;63:06300:3:Z3610200864;63:06300:7:Z3888709309;
Cc1ccc2c(C)nn(C)c2n1,477,63:06300:1:Z1941141241;63:06300:3:Z1417187530;63:06300:6:Z3539056839;
CC1(C)CC1N,237,63:06300:1:Z4066426413;63:06300:3:Z3789797263;63:06300:7:Z3791104148;
CN1CCNC2(CCOCC2)CC1,173,63:06300:1:Z3042690682;63:06300:4:Z3206274821;63:06300:6:Z4276710478;
O=C1CCCC2CNCC2N1,359,63:06300:1:Z3682970004;63:06300:1:Z3613800644;63:06300:8:Z3569881391;
Cc1ccn2cnnc2c1C,106,63:06300:1:Z4151450550;63:06300:7:Z4151486864;63:06301:1:Z4151503791;
CN1CCC2(CCNCC2)CC1,397,63:06300:1:Z2771445746;63:06300:1:Z3878553957;63:06300:8:Z4406650023;
C1CC2CCNC2CN1,501,63:06300:1:Z3045613071;63:06300:2:Z3135723199;63:06300:6:Z2923048458;
OC1CCCC1(F)F,413,63:06300:1:Z3622890977;63:06300:9:Z3699251221;63:06301:3:Z3652022005;
OC1COc2ccccc2C1,416,63:06300:1:Z3625551192;63:06300:1:Z3625545667;63:06300:7:Z3561190931;
c1nc2c(s1)CNCC2,1384,63:06300:1:Z3051325001;63:06300:3:Z1784617330;63:06300:3:Z4059536798;
FC1(F)CC2CCCCC2C1,154,63:06300:1:Z4008442709;63:06300:2:Z3357372352;63:06302:5:Z3440248674;
O=c1ccc2c([nH]1)CCCC2,1193,63:06300:1:Z2879658906;63:06300:1:Z3655380001;63:06300:1:Z3713227617;
CC1(C)CCCC(C)(C)O1,1280,63:06300:1:Z3647403085;63:06300:3:Z3622774971;63:06300:6:Z3610144423;
CC1CN(C)C(=O)CN1,487,63:06300:1:Z1779161632;63:06300:4:Z1784467208;63:06300:5:Z2074870894;
Cc1ccn2cnnc2c1,361,63:06300:1:Z2194342764;63:06300:6:Z4295994223;63:06301:0:Z4286344115;
C1CCC2NCCC2C1,2872,63:06300:1:Z4005462293;63:06300:1:Z3652480509;63:06300:1:Z3707995459;
O=C1Nc2ccccc2C1(F)F,199,63:06300:1:Z3603170787;63:06300:6:Z4194842448;63:06301:0:Z3608265309;
Cc1cc(C)c2c(n1)CNC2,197,63:06300:1:Z4612605710;63:06301:0:Z4612598151;63:06302:1:Z4627605554;
CC1CCCc2ccnn21,668,63:06300:1:Z3818531099;63:06300:2:Z4023302155;63:06300:2:Z4021016379;
c1cnc2nccn2c1,2028,63:06300:1:Z3818531099;63:06300:2:Z4378627943;63:06300:2:Z1498088040;
CC1COC2(CCCC2)CN1,260,63:06300:1:Z3835260827;63:06300:4:Z4246046244;63:06300:9:Z2601386475;
C1CCC2(C1)CCCO2,2337,63:06300:1:Z2854501971;63:06300:1:Z2854501969;63:06300:1:Z3617796977;
Cc1cc2scnc2s1,173,63:06300:1:Z4997137020;63:06300:1:Z3694187826;63:06300:9:Z1363033056;
C1NCC2CC1C2,755,63:06300:1:Z5018429048;63:06300:2:Z4572625840;63:06300:3:Z5014437637;
CN1CCC(=O)Nc2ccccc21,116,63:06300:1:Z1314909541;63:06300:7:Z1657810138;63:06302:6:Z2297787294;
Cc1cccc2nc[nH]c12,180,63:06300:1:Z3949703906;63:06300:2:Z3941146130;63:06302:0:Z3919389264;
CN1CCCC2NCCC21,358,63:06300:1:Z3949703906;63:06300:5:Z3596949631;63:06301:0:Z3578684373;
FC1CC2CNCCN2C1,256,63:06300:1:Z3618512497;63:06300:6:Z4395281257;63:06301:0:Z4062155629;
ClC1=CCCC1,112,63:06300:1:Z1461814021;63:06301:0:Z3610766709;63:06301:1:Z3056125440;
CC1(F)CCNCC1,354,63:06300:1:Z3383408430;63:06300:3:Z4383824056;63:06300:5:Z2777342685;
C1COC2(C1)CC2,575,63:06300:1:Z3495075920;63:06300:3:Z3656793727;63:06300:4:Z3382638288;
NC1CCSCC1,173,63:06300:1:Z4063569798;63:06300:4:Z3697136064;63:06301:2:Z3696900421;
Cc1ccc2c(c1)CCO2,609,63:06300:1:Z4093927124;63:06300:5:Z2294533022;63:06300:6:Z3687144334;
OC1C2CCC(C2)C1O,1022,63:06300:1:Z4093927124;63:06300:1:Z4271459904;63:06300:1:Z4093923156;
CC1CCCc2ccccc21,633,63:06300:1:Z1579091836;63:06300:2:Z2146625194;63:06300:2:Z3174044580;
Cc1cnc(O)s1,173,63:06300:1:Z2776402406;63:06300:2:Z2773714107;63:06300:9:Z2767228601;
c1cc2c(s1)CCCCC2,227,63:06300:1:Z993478522;63:06300:2:Z1188638111;63:06300:3:Z3507883472;
FC(F)=C1CCNCC1,309,63:06300:1:Z4275225244;63:06300:2:Z2836613130;63:06300:3:Z2881552715;
CC1CCNCCS1=O,381,63:06300:1:Z2234939298;63:06300:1:Z1867077162;63:06300:3:Z3669254951;
O=C1CCC=NN1,212,63:06300:1:Z4561834003;63:06300:7:Z3863468496;63:06300:7:Z2790144754;
C1CCC2(C1)CCCNC2,350,63:06300:1:Z1840133858;63:06300:5:Z2955311746;63:06300:6:Z3095136801;
O=C1NCC2CCC1N2,680,63:06300:1:Z3815796159;63:06300:1:Z5004096514;63:06300:3:Z5017591788;
CC1COc2ccccc2C1,551,63:06300:1:Z5059986023;63:06300:1:Z3527162121;63:06300:1:Z5060413022;
OC1COC2(CCNC2)CC1O,220,63:06300:1:Z4644115274;63:06300:2:Z4157289675;63:06300:2:Z4154390025;
C1CC2OCCC2CN1,448,63:06300:1:Z2457456481;63:06300:5:Z2434075508;63:06300:6:Z2927029222;
CC1(O)CNC(=O)NC1=O,25,63:06300:1:Z3211171528;63:06305:0:Z3211512762;63:06307:2:Z3211331984;
Cc1ccc(N)nc1,178,63:06300:1:Z2359119974;63:06300:2:Z2506252044;63:06300:8:Z2097849795;
NC12CCC1CNC2,241,63:06300:1:Z4591260872;63:06300:2:Z4208575898;63:06300:8:Z3278129061;
Cc1c[nH]nn1,995,63:06300:1:Z2263087517;63:06300:1:Z3339999587;63:06300:3:Z2366051202;
CC1NCCc2cccc(F)c21,171,63:06300:1:Z1696252988;63:06300:4:Z1318768792;63:06302:7:Z4288860117;
Cn1ncc2cncnc21,574,63:06300:1:Z1696252988;63:06300:1:Z3203280078;63:06300:3:Z2274305916;
O=S1CC2(CNC2)C1,347,63:06300:1:Z4403569117;63:06300:1:Z4394224903;63:06300:6:Z4467006397;
c1ccc2c(c1)Cc1ccccc1-2,301,63:06300:1:Z4591366316;63:06300:1:Z4591381260;63:06300:1:Z4578854379;
O=c1cnc2ccccc2[nH]1,682,63:06300:1:Z3582804481;63:06300:1:Z2506112752;63:06300:3:Z3606564461;
Cc1cc(C)c2cccnc2c1,108,63:06300:1:Z3254257043;63:06302:2:Z3406922047;63:06302:4:Z3469047420;
C1CNC2(C1)CC2,1359,63:06300:1:Z4177232780;63:06300:2:Z3909782064;63:06300:6:Z3909773835;
Fc1ccc2ocnc2c1,575,63:06300:1:Z4454895790;63:06300:6:Z4288612013;63:06300:7:Z4486934422;
Fc1cnccn1,387,63:06300:1:Z3396021668;63:06300:1:Z2699408134;63:06300:2:Z2610720457;
CC1(C)CCCCC1O,420,63:06300:1:Z3522474872;63:06300:2:Z3505565991;63:06300:3:Z3594375479;
NC1CC2(CCOCC2)C1,161,63:06300:1:Z3522474872;63:06300:5:Z4879007630;63:06300:5:Z4879005935;
CC1CNc2ncnn2C1,107,63:06300:1:Z3086589575;63:06301:1:Z3086585415;63:06303:2:Z3086586769;
O=C1NCCCCC1(F)F,322,63:06300:1:Z3704460024;63:06300:2:Z3704462264;63:06300:7:Z3704478220;
Cc1cnc2c(c1)NCCN2,141,63:06300:1:Z4293336034;63:06300:3:Z2692083172;63:06300:8:Z2692072112;
Cn1ccc(Cl)c1,680,63:06300:1:Z169517234;63:06300:4:Z5035305044;63:06300:5:Z2299104273;
CC1(C)CNC2CCCC21,164,63:06300:1:Z2946162749;63:06300:8:Z3009790394;63:06301:6:Z3602524899;
C1CCC2(CCSC2)OC1,386,63:06300:1:Z1449954153;63:06300:1:Z4613013278;63:06300:3:Z3503474396;
C1COC2(CCCC2)OC1,305,63:06300:1:Z4909254649;63:06300:7:Z4909576902;63:06301:3:Z4906794226;
FC1(F)CCOCC1,1997,63:06300:1:Z3685204571;63:06300:1:Z3898517912;63:06300:1:Z3787998659;
O=C1NCCCCNCC1(F)F,250,63:06300:1:Z3685204571;63:06301:0:Z3473144765;63:06301:1:Z3522150611;
C1CCC2CCCC2C1,472,63:06300:1:Z3996648779;63:06300:1:Z3186890078;63:06300:2:Z4314114383;
CC1(C)COC2(CCNCC2)OC1,240,63:06300:1:Z2409455379;63:06301:6:Z1625394499;63:06301:8:Z1384202059;
FC1(F)CCC2(CCNC2)CC1,223,63:06300:1:Z3597459792;63:06300:1:Z3659685286;63:06300:2:Z4217657327;
O=C1CCC2(CCNC2)N1,412,63:06300:1:Z3571020304;63:06300:4:Z3566515095;63:06301:0:Z4124788444;
FC1CCC2CNCC12,375,63:06300:1:Z1470948150;63:06300:1:Z2018777242;63:06300:6:Z2708266213;
OC1CNc2ncccc21,40,63:06300:1:Z4359357577;63:06307:0:Z3369854556;63:06309:1:Z4066110674;
CC1CN2CCCC2CN1,412,63:06300:1:Z1193411098;63:06300:1:Z2705246430;63:06300:4:Z1193408556;
C1CC2CCC12,815,63:06300:1:Z4412739630;63:06300:1:Z4575412095;63:06300:1:Z4414154677;
Cc1ccc2c(c1)OC(C)CN2,174,63:06300:1:Z2834151310;63:06300:2:Z3298130599;63:06301:3:Z2270320939;
Cn1ncc2c1CCC(F)(F)C2,330,63:06300:1:Z4614065564;63:06301:6:Z4613663758;63:06302:4:Z4959118346;
O=S1(=O)C2CCCC1CC2,1030,63:06300:1:Z4112773885;63:06300:1:Z2922123084;63:06300:2:Z2833579626;
C1CC2OCCC2N1,780,63:06300:1:Z3995726691;63:06300:1:Z2895105933;63:06300:2:Z4031451458;
Cc1cc(Cl)ccn1,111,63:06300:1:Z4007840791;63:06301:3:Z3999148144;63:06301:8:Z4002896684;
O=S1(=O)CCc2c[nH]cc21,632,63:06300:1:Z4271492820;63:06300:2:Z4209910799;63:06300:2:Z4279431055;
Fc1cc(F)c2scnc2c1,99,63:06300:1:Z4025978246;63:06300:6:Z4026516131;63:06301:9:Z4370438297;
Cn1nc(N)c2c1CNC2,5,63:06300:1:Z4025978246;63:06325:5:Z2613563024;63:06338:9:Z2972683890;
Fc1ccc2ccsc2c1,198,63:06300:1:Z2964861088;63:06300:3:Z1843924796;63:06300:6:Z1686624405;
C1COC2COCCC2N1,240,63:06300:1:Z2964861088;63:06301:2:Z2964869346;63:06302:4:Z3618201719;
Cc1ccc(=O)n(C)c1,400,63:06300:1:Z3591078835;63:06300:2:Z2000148544;63:06300:2:Z1443096802;
FC1(F)C2CCCOC21,804,63:06300:1:Z2604039613;63:06300:1:Z3368343523;63:06300:2:Z3617849484;
CC1CC1(F)F,3183,63:06300:1:Z3052214089;63:06300:1:Z3202799514;63:06300:2:Z4270286059;
c1cc2c(s1)CCSC2,880,63:06300:1:Z1426036630;63:06300:2:Z1274108098;63:06300:3:Z4578482713;
CC1CC2(CCCC2)CN1,518,63:06300:1:Z4907193752;63:06300:1:Z4907171219;63:06300:1:Z3613514718;
CC1CCC(C)(C)CN1,159,63:06300:1:Z4326909899;63:06301:0:Z4042093347;63:06301:9:Z4042091731;
c1cc2sccc2s1,523,63:06300:1:Z4326909899;63:06300:2:Z3521468059;63:06300:6:Z3514235992;
C1CC2(CCNC2)CN1,300,63:06300:1:Z4053573916;63:06300:1:Z2070894777;63:06300:1:Z5059656324;
Fc1ccc(F)c2c1OC1CNCC1O2,81,63:06300:1:Z4022257003;63:06300:1:Z3202799514;63:06300:4:Z2409783839;
CC1(C)CCC(O)C1,202,63:06300:1:Z4931930689;63:06300:1:Z4935233302;63:06300:3:Z4931805569;
Clc1ccc2c(c1)COC2,399,63:06300:1:Z3831336983;63:06300:1:Z4998948841;63:06300:9:Z2498037606;
Cn1nnc2cncnc21,182,63:06300:1:Z3831432436;63:06301:2:Z4234240070;63:06302:0:Z2612481750;
CC1(C)CCc2ccccc2O1,872,63:06300:1:Z2712059342;63:06300:4:Z4284409205;63:06300:5:Z3856655634;
c1cnc2cn[nH]c2c1,540,63:06300:1:Z3345463694;63:06300:3:Z4260051078;63:06300:3:Z3585647858;
Cc1nc2cccnc2s1,294,63:06300:1:Z4151815854;63:06300:2:Z4179276472;63:06300:6:Z4469761444;
CC1CCC(=O)CC1,276,63:06300:1:Z2804534374;63:06300:8:Z2273154088;63:06301:5:Z2285560679;
CC1(C)CNCC(=O)N1,651,63:06300:1:Z3318277706;63:06300:1:Z3619655472;63:06300:2:Z3207776521;
C1NCC12CNC2,603,63:06300:1:Z4078750465;63:06300:1:Z4078749442;63:06300:7:Z3391669912;
Oc1ccc2ccccc2n1,903,63:06300:1:Z1571478211;63:06300:2:Z4303666442;63:06300:2:Z4303213167;
CN1CCc2[nH]c(=O)ccc2C1,137,63:06300:1:Z3573837336;63:06302:2:Z3606687642;63:06302:3:Z3362965335;
Cc1ccc2[nH]ncc2c1,471,63:06300:1:Z3701473464;63:06300:3:Z3058293950;63:06300:3:Z2801987884;
C1CC2(CCN1)COCCN2,207,63:06300:1:Z3701473464;63:06301:0:Z3632720503;63:06301:4:Z3639503650;
CC1(C)CNCC1O,373,63:06300:1:Z4076557957;63:06300:2:Z3198678214;63:06300:4:Z3436253568;
Clc1ccc2c(c1)CCO2,2644,63:06300:1:Z3136698575;63:06300:1:Z2150065852;63:06300:1:Z1667062571;
Cn1ncc2c(c1=O)CCNC2,313,63:06300:1:Z3868208695;63:06300:1:Z3911482367;63:06300:1:Z4095014417;
N=S1(=O)CCCCC1,612,63:06300:1:Z3610603324;63:06300:4:Z3837879042;63:06300:6:Z3610604796;
O=C1CC2CNC(C1)C2,181,63:06300:1:Z4181005462;63:06300:2:Z4351090216;63:06300:8:Z4181004703;
c1cnc2ncccc2c1,1070,63:06300:1:Z3396016955;63:06300:1:Z4042319067;63:06300:3:Z3555855197;
c1cnc2c(c1)CNC2,919,63:06300:1:Z4447609286;63:06300:1:Z2142721985;63:06300:3:Z4475016895;
Fc1ccsc1,1133,63:06300:1:Z3819004884;63:06300:1:Z3819004952;63:06300:2:Z4360928504;
OC1CCCCC1O,530,63:06300:1:Z4402367922;63:06300:4:Z4475203958;63:06300:8:Z4475224063;
Cn1cnc2c1CCNC21CCOCC1,57,63:06300:1:Z3040386711;63:06304:5:Z4489959172;63:06307:2:Z3040910759;
OC1CC2CC12,444,63:06300:1:Z4325293506;63:06300:1:Z4166424731;63:06300:4:Z4157661639;
Cc1n[nH]c(C)c1Cl,465,63:06300:1:Z1151096788;63:06300:6:Z1803186073;63:06301:1:Z750979084;
CN1CCCC2(CCNCC2)C1,314,63:06300:1:Z4391593344;63:06300:1:Z4471366149;63:06300:2:Z4402473583;
c1n[nH]c2c1CCNC2,553,63:06300:1:Z3517441694;63:06300:4:Z3517180353;63:06300:7:Z3517633112;
C1=NOC2CCCC12,474,63:06300:1:Z4113918108;63:06300:2:Z4313901436;63:06300:3:Z4109442500;
Cn1ncccc1=O,769,63:06300:1:Z1408275917;63:06300:1:Z809168130;63:06300:2:Z3598163306;
O=C1NCCCC12CCCNC2,322,63:06300:1:Z2794135360;63:06300:6:Z2801057232;63:06300:7:Z1767390622;
Fc1cc(F)c2cc[nH]c2c1,200,63:06300:1:Z4232557114;63:06300:6:Z3627434681;63:06300:7:Z4302433863;
c1ncc2scnc2n1,400,63:06300:1:Z3830496276;63:06300:3:Z3870740411;63:06300:4:Z3830112480;
FC1CC2(CCC2)C1,638,63:06300:1:Z3561612506;63:06300:3:Z3569663565;63:06300:3:Z4273540778;
O=S1(=O)NCCCN1,419,63:06300:1:Z3845670781;63:06301:4:Z4148551908;63:06301:7:Z4150840577;
Cc1nc2c(F)cccc2cc1O,19,63:06300:1:Z4350439840;63:06300:2:Z4350377036;63:06302:4:Z4350958304;
C1CCNOCC1,266,63:06300:1:Z2801099010;63:06300:6:Z2474517737;63:06301:4:Z1824318962;
Fc1ccc2ccoc2c1,831,63:06300:1:Z4226746814;63:06300:5:Z4082937855;63:06300:5:Z4489472830;
O=S1(=O)CCC2(CC1)CNC2,359,63:06300:1:Z3615051605;63:06300:3:Z3442004874;63:06300:4:Z3741277525;
Cc1cc2[nH]ccc2o1,156,63:06300:1:Z4907646087;63:06300:4:Z3578493121;63:06300:9:Z3547038505;
c1nc2c(o1)CCSC2,225,63:06300:1:Z4907646087;63:06300:4:Z4907642299;63:06300:7:Z4909343538;
C1CCC2(CC1)COC2,836,63:06300:1:Z5047301363;63:06300:3:Z5039619084;63:06300:3:Z5034976291;
CC1(C)COc2ccnn2C1,144,63:06300:1:Z2916941421;63:06300:3:Z2992244595;63:06300:7:Z3357526807;
CC12CCC(CC1)OC2,469,63:06300:1:Z3555364498;63:06300:3:Z4266609480;63:06300:5:Z3623486870;
Cc1[nH]nc2c1CCCC2,378,63:06300:1:Z4142047698;63:06300:2:Z4608810010;63:06300:4:Z3867487159;
CC1CCn2ccnc2C1,663,63:06300:1:Z4142047698;63:06300:2:Z2813813901;63:06300:3:Z4143480450;
O=c1[nH]c2ccccc2s1,371,63:06300:1:Z3621884058;63:06300:2:Z4316864535;63:06300:3:Z2774001913;
CC1NCCNC1=O,1108,63:06300:1:Z1780764787;63:06300:1:Z4226961330;63:06300:2:Z2775099642;
C1CCC2(CC1)CCN2,664,63:06300:1:Z1885000533;63:06300:4:Z1874732560;63:06300:4:Z1874734492;
O=S1(=O)CCC2(CCN2)C1,253,63:06300:1:Z4218336835;63:06301:9:Z3621588133;63:06302:0:Z3703825936;
C1CC2OCCC2O1,769,63:06300:1:Z3780667685;63:06300:1:Z3804332526;63:06300:4:Z3642512594;
Cc1cc2cccc(C)c2[nH]1,169,63:06300:1:Z4912822357;63:06302:3:Z4912956896;63:06303:4:Z4913191121;
Fc1ccc(F)c2c1CCCO2,545,63:06300:1:Z4255796086;63:06300:1:Z4255800550;63:06300:1:Z3508258499;
C1CCC2=C(C1)CCCO2,40,63:06300:1:Z4255796086;63:06300:1:Z4255800550;63:06301:5:Z4258503189;
CC1=CCNC(=O)N1,129,63:06300:1:Z3358045167;63:06301:2:Z1999825796;63:06301:6:Z3358630644;
c1cc2ccsc2s1,508,63:06300:1:Z3471144869;63:06300:1:Z3777416412;63:06300:5:Z3471323449;
Cc1cccn(C)c1=O,517,63:06300:1:Z3582684132;63:06300:1:Z4638486750;63:06300:7:Z3576181913;
