fragment_smiles,occurences,example_ligands
C1CCC2CCOC2CC1,448,56:05600:0:Z3595712442;56:05600:1:Z3047934758;56:05600:4:Z4641054516;
Oc1ccc2c(c1)OCO2,231,56:05600:0:Z3595712442;56:05600:0:Z1194331311;56:05601:4:Z2783434657;
Cc1nc2cccnc2s1,273,56:05600:0:Z4153400925;56:05600:0:Z4151225089;56:05600:5:Z4152036465;
FC1(F)C2CCCCCC21,856,56:05600:0:Z3561902457;56:05600:0:Z3570037874;56:05600:2:Z3622574884;
NC1CCCCC1,6374,56:05600:0:Z2872879252;56:05600:0:Z3044384117;56:05600:0:Z2361099801;
O=C1CCC2CNCC2N1,375,56:05600:0:Z3597593564;56:05600:1:Z4392807647;56:05600:1:Z4621135819;
CC12CCC(CO1)C2,2112,56:05600:0:Z5033362983;56:05600:0:Z3500982630;56:05600:0:Z4721194509;
c1ccc2c(c1)NCCO2,2931,56:05600:0:Z4359729039;56:05600:0:Z4112249675;56:05600:0:Z2763328023;
C1CC2CC12,2326,56:05600:0:Z3540336364;56:05600:1:Z4069878573;56:05600:3:Z3511580027;
Fc1cccnc1,27604,56:05600:0:Z4470966071;56:05600:0:Z1433833070;56:05600:0:Z1993791906;
c1ccc2c(c1)OCCO2,11418,56:05600:0:Z3621603726;56:05600:0:Z3045968876;56:05600:0:Z3344643875;
c1nnc2n1CCNC2,3932,56:05600:0:Z1173697905;56:05600:0:Z3624749837;56:05600:0:Z3781117191;
CC1CCS(=O)(=O)C1,727,56:05600:0:Z2876681715;56:05600:0:Z355151440;56:05600:1:Z2961632442;
Clc1ccc2c(c1)CCO2,2539,56:05600:0:Z2876681715;56:05600:0:Z1836306563;56:05600:1:Z2003778611;
O=c1[nH]cnc2ccccc12,2927,56:05600:0:Z1362549312;56:05600:0:Z1618073028;56:05600:0:Z4305127844;
Fc1cc(F)cc(F)c1,1646,56:05600:0:Z4116652122;56:05600:0:Z1260484714;56:05600:0:Z4070389196;
c1c[nH]nn1,80382,56:05600:0:Z2143532067;56:05600:0:Z1656820013;56:05600:0:Z3406570780;
C1CC2CC2C1,9943,56:05600:0:Z3661324978;56:05600:0:Z3191488107;56:05600:0:Z4297215520;
OC1CCNCC1,16533,56:05600:0:Z3661324978;56:05600:0:Z4291286157;56:05600:0:Z1497149600;
c1ccc2c(c1)NCCCS2,190,56:05600:0:Z4393750508;56:05600:0:Z912504724;56:05601:1:Z3692982233;
Cc1cc(C)[nH]n1,21209,56:05600:0:Z1568496306;56:05600:0:Z4578738796;56:05600:0:Z4576105921;
Fc1cccc(Cl)c1,17178,56:05600:0:Z1568496306;56:05600:0:Z3356931841;56:05600:0:Z790977998;
Clc1cccc2c1OCCC2,285,56:05600:0:Z1653309194;56:05600:1:Z2287978991;56:05600:5:Z1411729597;
CN1CCNCC1,17218,56:05600:0:Z1275959589;56:05600:0:Z4039823055;56:05600:0:Z4599027971;
Cc1nc2ccccc2[nH]1,2325,56:05600:0:Z3626205192;56:05600:0:Z2094173935;56:05600:0:Z4537556923;
Cc1csc(C)n1,3517,56:05600:0:Z1359738153;56:05600:0:Z1635232586;56:05600:1:Z2306637311;
O=C1CCc2ccccc2N1,4548,56:05600:0:Z1359738153;56:05600:0:Z3514512021;56:05600:0:Z2071592736;
CC1Cc2ccccc2N1,1349,56:05600:0:Z1422934099;56:05600:0:Z4399000012;56:05600:0:Z3630596441;
CS(C)(=N)=O,4560,56:05600:0:Z3669277724;56:05600:0:Z4220060709;56:05600:0:Z3665255271;
O=C1CCNC(=O)N1,12019,56:05600:0:Z3463341349;56:05600:0:Z4179434237;56:05600:0:Z3540641746;
c1cnc2sncc2c1,36,56:05600:0:Z4223221050;56:05601:5:Z4229826852;56:05602:0:Z4229034250;
OC1CC2(CCC2)C1,1060,56:05600:0:Z3711898528;56:05600:1:Z3898662690;56:05600:2:Z3842130622;
CC1CNC1,9080,56:05600:0:Z1802776374;56:05600:0:Z2595514162;56:05600:0:Z2959916048;
Cc1cccc(Cl)c1,6164,56:05600:0:Z1032418368;56:05600:0:Z4188653473;56:05600:0:Z1126821862;
OC1CCC1,17579,56:05600:0:Z3590282578;56:05600:0:Z3318901718;56:05600:0:Z4063159785;
Cn1ccc2ccccc2c1=O,814,56:05600:0:Z4069775923;56:05600:0:Z4069779083;56:05600:0:Z4069196735;
Cc1cnn[nH]1,4671,56:05600:0:Z2018025786;56:05600:0:Z3093778815;56:05600:0:Z3797177276;
Clc1cn[nH]c1,8023,56:05600:0:Z2123208258;56:05600:0:Z4437187882;56:05600:0:Z3206914073;
Clc1cnccn1,1073,56:05600:0:Z2123208258;56:05600:2:Z1930620998;56:05600:4:Z3389756866;
CC1=NOCC1,1276,56:05600:0:Z2819932980;56:05600:0:Z3535225819;56:05600:0:Z4481273736;
CC1CC2(CCNCC2)CN1,195,56:05600:0:Z3793314816;56:05600:0:Z2386300861;56:05600:9:Z3120936108;
c1cc2c(cn1)CNCC2,769,56:05600:0:Z3793314816;56:05600:0:Z3790406676;56:05600:2:Z4832340236;
CC1CCCCC1C,1200,56:05600:0:Z2299572401;56:05600:0:Z1220758730;56:05600:1:Z1639299107;
CC1(C)CC1,6180,56:05600:0:Z4047475431;56:05600:0:Z4135456582;56:05600:0:Z4049077335;
C1CC2(CCOCC2)CN1,2618,56:05600:0:Z3316127571;56:05600:0:Z2256571272;56:05600:0:Z3441072206;
Cc1ccc2c(cnn2C)n1,252,56:05600:0:Z4223129405;56:05600:0:Z3793974476;56:05600:6:Z3845244431;
C1=Cc2ccccc2CCC1,157,56:05600:0:Z4002627492;56:05600:0:Z4002627489;56:05601:2:Z2626457179;
C1CCC2(CCC2)NC1,2453,56:05600:0:Z4002627492;56:05600:0:Z4002627489;56:05600:0:Z4194403489;
C1CC2(C1)CCN2,2797,56:05600:0:Z3372988476;56:05600:0:Z3712830066;56:05600:0:Z3694949598;
c1cnc2sccc2n1,183,56:05600:0:Z3630092021;56:05600:1:Z3698823799;56:05600:8:Z3669278176;
Clc1ccc(Cl)cc1,4009,56:05600:0:Z2147815971;56:05600:0:Z3137850014;56:05600:0:Z4249778120;
OC1CCOc2ccccc21,974,56:05600:0:Z2147815971;56:05600:0:Z4477719912;56:05600:0:Z2177892684;
c1ccc2c(c1)CCNC2,17682,56:05600:0:Z1102054858;56:05600:0:Z3658944055;56:05600:0:Z3386111854;
Cc1cnc[nH]1,2220,56:05600:0:Z5006918360;56:05600:0:Z3857242722;56:05600:0:Z1738631983;
O=C1NCC2CCC1N2,716,56:05600:0:Z5006918360;56:05600:0:Z3857242722;56:05600:2:Z5008646508;
C1CC23CNCC2(C1)COC3,192,56:05600:0:Z3620431704;56:05600:8:Z3388873107;56:05601:2:Z3442484077;
C1CSCN1,7003,56:05600:0:Z1192557381;56:05600:0:Z3054616246;56:05600:0:Z1739168875;
Fc1cccc2c1CCCC2,604,56:05600:0:Z4079671577;56:05600:0:Z2278087170;56:05600:2:Z3868326549;
CC1C=Cc2ccccc21,9,56:05600:0:Z2155425104;56:05601:7:Z2158646369;56:05614:9:Z2159862510;
CC1CNCC(C)N1,2198,56:05600:0:Z4218350561;56:05600:0:Z2968893333;56:05600:0:Z3572509914;
FC12CNCC(C1)C2,442,56:05600:0:Z4096111464;56:05600:0:Z4064485892;56:05600:5:Z3644756331;
O=S1(=O)CCCCC1,8829,56:05600:0:Z3603080406;56:05600:0:Z2228738734;56:05600:0:Z4073228807;
Clc1cccc2ncccc12,826,56:05600:0:Z3086627025;56:05600:0:Z3671534743;56:05600:0:Z3193851823;
NC1C2CCCC1CC2,207,56:05600:0:Z4060149670;56:05600:2:Z4002721106;56:05600:3:Z4002759963;
Cc1ccns1,776,56:05600:0:Z3725158648;56:05600:0:Z3856953265;56:05600:1:Z2228943064;
C1COC2(CNC2)CO1,351,56:05600:0:Z3612219303;56:05600:0:Z3680119039;56:05600:2:Z3612228599;
C1CNCC2(C1)CCSC2,360,56:05600:0:Z4870016643;56:05600:1:Z3098228369;56:05600:7:Z2279489317;
C1=NOC2(C1)CNC2,524,56:05600:0:Z3681183370;56:05600:0:Z3534055767;56:05600:1:Z3647579896;
c1cn2c(n1)CCCN2,475,56:05600:0:Z4325772100;56:05600:0:Z4317611563;56:05600:0:Z4270554685;
c1cc2ccncn2c1,165,56:05600:0:Z2958416120;56:05602:5:Z4232728304;56:05602:6:Z3132373217;
CC1CC(O)C1,274,56:05600:0:Z4140333370;56:05600:0:Z4252011312;56:05600:3:Z4768417632;
CC1CCCNC1,18955,56:05600:0:Z3984966512;56:05600:0:Z2763785483;56:05600:0:Z3515170762;
c1ccc2cnccc2c1,9669,56:05600:0:Z3984966512;56:05600:0:Z1497149600;56:05600:0:Z3983671593;
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,30,56:05600:0:Z3513337625;56:05604:9:Z2095635392;56:05610:4:Z4414613798;
FC1CC12CCC2,1386,56:05600:0:Z3513337625;56:05600:0:Z3645754357;56:05600:0:Z3541316014;
C1CCC2(CCCC2)OC1,1243,56:05600:0:Z4579659865;56:05600:0:Z4252280775;56:05600:1:Z2905929272;
CC1(C)CCCC(=O)N1,558,56:05600:0:Z2017413564;56:05600:0:Z4030457101;56:05600:1:Z3803835313;
CN1Cc2ccccc2CC1=O,125,56:05600:0:Z3360174881;56:05603:5:Z3045213267;56:05604:0:Z4293258916;
Clc1ccc(Cl)s1,967,56:05600:0:Z4179434237;56:05600:1:Z4906866377;56:05600:1:Z1616718350;
C1CC2CCCN2C1,1153,56:05600:0:Z4612618529;56:05600:1:Z2172840362;56:05600:1:Z3058498315;
Fc1ccc(F)cc1,10071,56:05600:0:Z3621053022;56:05600:0:Z4457721307;56:05600:0:Z4228159633;
c1nc2c(s1)CCCC2,3979,56:05600:0:Z3621053022;56:05600:0:Z4457721307;56:05600:0:Z1617176651;
Nc1cn[nH]c1,1090,56:05600:0:Z4319741440;56:05600:0:Z3135275672;56:05600:1:Z3831150426;
C1=CCNCC1,6493,56:05600:0:Z4282113763;56:05600:0:Z4061149280;56:05600:0:Z3782408617;
CC1(O)CCCCC1,1322,56:05600:0:Z4146962655;56:05600:0:Z1442176743;56:05600:1:Z3623263933;
Cc1cn[nH]c1,12017,56:05600:0:Z3471392770;56:05600:0:Z4574213134;56:05600:0:Z3557441088;
CC1(C)CCCC2(C1)OCCO2,55,56:05600:0:Z4257715668;56:05600:3:Z4257209793;56:05602:1:Z4256640301;
C1CC2CC1CN2,6307,56:05600:0:Z4574353309;56:05600:0:Z2965763045;56:05600:0:Z4025809494;
O=C1CC2CCNCC2N1,439,56:05600:0:Z2995342606;56:05600:3:Z4129287557;56:05600:7:Z4022762178;
CC1CCNCC1,18141,56:05600:0:Z4228159633;56:05600:0:Z3521148732;56:05600:0:Z3579518668;
Nc1ccc2cncnc2n1,124,56:05600:0:Z3649247719;56:05601:3:Z2610631507;56:05602:4:Z1900805098;
Cc1cccc2cn[nH]c12,181,56:05600:0:Z3912152118;56:05600:0:Z3912318643;56:05601:2:Z3645204026;
NC1CNCC12CCOCC2,247,56:05600:0:Z3140718315;56:05600:2:Z3384235601;56:05600:2:Z3045371137;
c1cnc2c(c1)CNC2,951,56:05600:0:Z3346028420;56:05600:0:Z4483021609;56:05600:2:Z4475013425;
C1CCC2(C1)CCOC2,1272,56:05600:0:Z3346028420;56:05600:1:Z3311179693;56:05600:2:Z4640400634;
c1cnc2[nH]ccc2c1,3699,56:05600:0:Z4298348653;56:05600:0:Z2794444137;56:05600:0:Z3314485734;
Clc1ccncn1,1795,56:05600:0:Z3833523039;56:05600:0:Z4025722129;56:05600:0:Z3574178892;
CN1CCNCC1=O,3078,56:05600:0:Z4314594786;56:05600:0:Z1692695410;56:05600:0:Z3612897732;
C1CCC2(CCC2)CNC1,201,56:05600:0:Z3783819291;56:05600:5:Z3055191176;56:05600:5:Z5063352897;
C1CC2CC1CO2,4837,56:05600:0:Z5034657596;56:05600:0:Z5037954669;56:05600:0:Z4876865229;
Cc1cc(C)cc(C)c1,3159,56:05600:0:Z2956541497;56:05600:0:Z1537896195;56:05600:1:Z2105027904;
Nc1ccncn1,3412,56:05600:0:Z3561131620;56:05600:0:Z3395752225;56:05600:0:Z4223180184;
c1cc2n(n1)CCCNC2,970,56:05600:0:Z5035730944;56:05600:0:Z4218537658;56:05600:1:Z3614878082;
C1CC2(C1)CC2,7174,56:05600:0:Z2794444137;56:05600:0:Z3173053669;56:05600:0:Z3622196915;
c1cnc2ncncc2c1,246,56:05600:0:Z2861304175;56:05600:0:Z3830221235;56:05600:7:Z1502694726;
Cc1cc(C)c2ccccc2n1,248,56:05600:0:Z2877188598;56:05600:0:Z27758716;56:05600:2:Z3058717535;
CC1CNCC(C)C1=O,199,56:05600:0:Z4051691320;56:05600:1:Z4051685633;56:05602:6:Z4492802530;
Clc1ccc2ccoc2c1,396,56:05600:0:Z4051691320;56:05600:3:Z2704404160;56:05600:3:Z4007069614;
FC1(F)CC12CCC2,4619,56:05600:0:Z3997228152;56:05600:0:Z3606761476;56:05600:0:Z3595601630;
C1CC2(C1)CCC2,14399,56:05600:0:Z3997228152;56:05600:0:Z4021667683;56:05600:0:Z4289478321;
CC1COCCN1,7263,56:05600:0:Z2710046557;56:05600:0:Z2622811319;56:05600:0:Z4578738796;
Cc1n[nH]c(O)n1,158,56:05600:0:Z3830605738;56:05600:5:Z3897670670;56:05601:1:Z3501244261;
C1CC2CNCC(C1)N2,505,56:05600:0:Z2443711632;56:05600:0:Z2439197213;56:05600:2:Z2362174411;
Cc1ccnnc1C,918,56:05600:0:Z1693268011;56:05600:0:Z3780618373;56:05600:1:Z1147576378;
c1ccn2cncc2c1,2510,56:05600:0:Z1596706028;56:05600:0:Z3369153896;56:05600:1:Z4455032252;
Cc1nccs1,14686,56:05600:0:Z2293016566;56:05600:0:Z1838543488;56:05600:0:Z1408388733;
Cc1ccsc1,9288,56:05600:0:Z1656829670;56:05600:0:Z2646067999;56:05600:0:Z4348779842;
OC1CCNCC1F,382,56:05600:0:Z2968276853;56:05600:3:Z2971393569;56:05600:4:Z2966138073;
CC1(C)CCC(C)(C)O1,1352,56:05600:0:Z3500377476;56:05600:0:Z2963014326;56:05600:2:Z3321863955;
Nc1cc(Cl)ccn1,38,56:05600:0:Z4614606466;56:05600:4:Z4614623048;56:05606:2:Z4614607178;
CC1CCOCC1,2730,56:05600:0:Z3821872743;56:05600:0:Z3610785027;56:05600:0:Z3227452090;
CC1CCN(C)C1,912,56:05600:0:Z2633109453;56:05600:1:Z4417326060;56:05600:2:Z4418653424;
Cc1nc2ccccc2o1,2250,56:05600:0:Z2230435515;56:05600:0:Z2650033420;56:05600:0:Z4106733635;
c1ccc2[nH]cnc2c1,13508,56:05600:0:Z1526732301;56:05600:0:Z1554265324;56:05600:0:Z1856823710;
Cc1nccn1C,2373,56:05600:0:Z3842267699;56:05600:0:Z2278087170;56:05600:0:Z3873949763;
O=S1(=O)Cc2ccoc2C1,229,56:05600:0:Z3313370719;56:05600:9:Z3352309778;56:05601:2:Z4467498781;
Cc1ccc2cccnc2c1,948,56:05600:0:Z1614997281;56:05600:3:Z5007908973;56:05600:8:Z3808024966;
Cc1coc(C)c1,1007,56:05600:0:Z1954836710;56:05600:0:Z3819535002;56:05600:0:Z2454183272;
c1ccc2n[nH]cc2c1,1563,56:05600:0:Z2971673957;56:05600:1:Z2291862321;56:05600:2:Z4255670168;
Cc1cnc(C)s1,1757,56:05600:0:Z3630239247;56:05600:0:Z3630356374;56:05600:1:Z3641341235;
Oc1ccncc1F,255,56:05600:0:Z1815582373;56:05600:0:Z1816571230;56:05600:4:Z2802550132;
Cc1ccnc(C)n1,3012,56:05600:0:Z4194785413;56:05600:0:Z3641720063;56:05600:0:Z1765155441;
c1cn2ccnc2cn1,1111,56:05600:0:Z2163954247;56:05600:0:Z3339944835;56:05600:1:Z4991616452;
CC1(C)CC(O)CCN1,313,56:05600:0:Z3658417088;56:05600:5:Z3711813700;56:05600:7:Z3711813813;
Cc1cocn1,8178,56:05600:0:Z3364734391;56:05600:0:Z4525277825;56:05600:0:Z3793953440;
C1CC2(C1)CNCCN2,159,56:05600:0:Z3364734391;56:05600:2:Z4055462676;56:05600:2:Z3385161056;
Cc1cc2ccccc2[nH]c1=O,227,56:05600:0:Z4188519762;56:05600:5:Z2950796535;56:05601:7:Z4105991303;
FC1CC2CC2C1,285,56:05600:0:Z4188519762;56:05600:3:Z4173121582;56:05601:1:Z4172183329;
Cc1coc(C)n1,1031,56:05600:0:Z1467131068;56:05600:1:Z2410355554;56:05600:2:Z3806815844;
Clc1ccccc1Cl,12451,56:05600:0:Z990495898;56:05600:0:Z1333643045;56:05600:0:Z3741953479;
c1nnc2n1CCC2,2745,56:05600:0:Z990495898;56:05600:0:Z4140777860;56:05600:0:Z4910325187;
O=C1CCNc2ccc(O)cc21,55,56:05600:0:Z2914321872;56:05601:7:Z4292738722;56:05607:9:Z2914322317;
Oc1ccc2[nH]ccc2c1,137,56:05600:0:Z4216156073;56:05600:3:Z4490050667;56:05601:2:Z3619566036;
C1CC2CNCC12,6719,56:05600:0:Z4216156073;56:05600:0:Z4028610272;56:05600:0:Z4643430002;
C1CNOC1,2060,56:05600:0:Z2962436709;56:05600:0:Z2962433206;56:05600:0:Z2931543749;
Cc1ccncn1,17838,56:05600:0:Z1596865106;56:05600:0:Z1829650733;56:05600:0:Z3392298324;
Nc1nccs1,1669,56:05600:0:Z3346660089;56:05600:0:Z4472736530;56:05600:0:Z3046504862;
c1ccc2sncc2c1,2247,56:05600:0:Z3346660089;56:05600:1:Z3545042558;56:05600:1:Z3652124579;
c1ccc2c(c1)CNCC1(CCOC1)O2,59,56:05600:0:Z3318901718;56:05601:1:Z4217169097;56:05602:2:Z3318901409;
c1ccn2cnnc2c1,5200,56:05600:0:Z3407624449;56:05600:0:Z2185546669;56:05600:0:Z1644089192;
c1ncn2c1CNCC2,1035,56:05600:0:Z3102213710;56:05600:0:Z4112955466;56:05600:0:Z2919465682;
c1cnsc1,12441,56:05600:0:Z4252481699;56:05600:0:Z3817382331;56:05600:0:Z3314485734;
OC1CCC12CCNCC2,1315,56:05600:0:Z4256132972;56:05600:1:Z4234231034;56:05600:2:Z4272836398;
Clc1ccc2c(c1)CCC2,1560,56:05600:0:Z2763785483;56:05600:1:Z2000956313;56:05600:5:Z2719931789;
Cn1cc(Cl)cn1,4942,56:05600:0:Z3620759516;56:05600:0:Z4907223880;56:05600:0:Z4394558216;
Cn1ncc2ccsc21,772,56:05600:0:Z1408382345;56:05600:1:Z3381153122;56:05600:3:Z3353815984;
Clc1ccncc1,2997,56:05600:0:Z943376720;56:05600:0:Z3597747366;56:05600:0:Z1825227749;
Cn1cnc2c1CCOC2,206,56:05600:0:Z3092021897;56:05600:7:Z3584340068;56:05601:1:Z3207144207;
CC1(C)CNCCO1,7440,56:05600:0:Z4061149280;56:05600:0:Z1000591006;56:05600:0:Z3550245907;
Cc1cnccn1,7223,56:05600:0:Z4175563606;56:05600:0:Z3177505639;56:05600:0:Z4238526974;
CC1CCc2nccn2C1,595,56:05600:0:Z4326989554;56:05600:2:Z4141172073;56:05600:2:Z4252228110;
Oc1ncn[nH]1,136,56:05600:0:Z4594101691;56:05600:1:Z3882387984;56:05601:6:Z3817750746;
CC12CCC(=O)N1CCS2,344,56:05600:0:Z4108172874;56:05600:2:Z4326777691;56:05600:5:Z4108291068;
CC1(C)CNCCNC1,187,56:05600:0:Z4004395652;56:05600:2:Z4004394690;56:05600:2:Z3666115780;
Cc1c[nH]cn1,3471,56:05600:0:Z3105051488;56:05600:0:Z3356347916;56:05600:1:Z2960187947;
OC1CC2(CNC2)C1,148,56:05600:0:Z3057250903;56:05601:1:Z3057246333;56:05601:3:Z3057252921;
Cc1ccncc1,14741,56:05600:0:Z4419084028;56:05600:0:Z4573150812;56:05600:0:Z3829437902;
Cc1csc2cncn12,253,56:05600:0:Z3842332170;56:05600:0:Z4123371877;56:05600:9:Z4878853962;
O=S1(=O)CCCNCC1,971,56:05600:0:Z3346390355;56:05600:1:Z1884634389;56:05600:2:Z3382592041;
Cc1c(Cl)ccc2c1NCCC2,63,56:05600:0:Z3081283397;56:05602:2:Z4691028325;56:05602:3:Z1880193103;
Cn1ncc2c1CCNC2,1186,56:05600:0:Z3386235683;56:05600:1:Z3796659686;56:05600:2:Z3144876849;
O=C1CC2NCCCC2N1,403,56:05600:0:Z3386235683;56:05600:4:Z3443802576;56:05600:9:Z3345414925;
Fc1ccccc1F,21194,56:05600:0:Z4027680335;56:05600:0:Z3992676961;56:05600:0:Z3992623185;
C1CCn2nnnc2C1,1365,56:05600:0:Z4027680335;56:05600:1:Z3353624951;56:05600:3:Z4023352496;
Cn1cnc2ccncc21,683,56:05600:0:Z3545856466;56:05600:0:Z2499204471;56:05600:3:Z3200146163;
O=C1CCC2(CCC2)C1,409,56:05600:0:Z3545856466;56:05600:6:Z3539199423;56:05600:8:Z3581567912;
C1CC2(C1)COC2,833,56:05600:0:Z4280799702;56:05600:1:Z5064376149;56:05600:2:Z5064327973;
CC1CCCC1,8518,56:05600:0:Z1912428275;56:05600:0:Z3610942326;56:05600:0:Z5007768379;
C1CC2COCC2O1,1963,56:05600:0:Z3752517974;56:05600:0:Z4402366300;56:05600:0:Z2919820849;
CC1CCC(C)(C)CN1,153,56:05600:0:Z4518340983;56:05600:0:Z3869394056;56:05600:0:Z3869387193;
NC1CCOC1,1472,56:05600:0:Z3550364748;56:05600:0:Z2441515765;56:05600:1:Z3101688883;
CC1CCCN1C,2052,56:05600:0:Z4090632256;56:05600:1:Z4380703260;56:05600:1:Z2920209513;
OC1CCNC12CCSC2,332,56:05600:0:Z4311715819;56:05600:8:Z3555439221;56:05601:2:Z2602563836;
c1ccc2c(c1)CCN2,14984,56:05600:0:Z4021667683;56:05600:0:Z3583523730;56:05600:0:Z3549589900;
Cc1ccsc1C,2242,56:05600:0:Z2296022931;56:05600:0:Z3588957083;56:05600:0:Z67579049;
C1CC2CCCC(C1)N2,403,56:05600:0:Z3742264888;56:05600:9:Z3741377686;56:05601:0:Z4448534123;
Cc1ccc(F)cc1,5796,56:05600:0:Z2169391677;56:05600:0:Z4930643999;56:05600:0:Z1888902425;
C1CC2CCC1CO2,2495,56:05600:0:Z4621184341;56:05600:1:Z3190985148;56:05600:1:Z2966891465;
Clc1ccc2sncc2c1,105,56:05600:0:Z4019145722;56:05600:1:Z3582780508;56:05602:3:Z4557052329;
C1COC2(C1)CCC2,4584,56:05600:0:Z4019145722;56:05600:0:Z3785588671;56:05600:0:Z2878789998;
Cc1ccn(C)n1,12853,56:05600:0:Z2177120447;56:05600:0:Z1255939348;56:05600:0:Z1742504020;
C1CC2CCC1CC2,4330,56:05600:0:Z2177120447;56:05600:0:Z4429215471;56:05600:0:Z3643958408;
O=S1(=O)CCNCC1,5105,56:05600:0:Z1919153301;56:05600:0:Z4208291532;56:05600:0:Z3883719803;
OC1CC2CNC1C2,809,56:05600:0:Z3344643875;56:05600:1:Z3407998633;56:05600:1:Z3613079412;
c1ccc2c(c1)CC2,1956,56:05600:0:Z1251087786;56:05600:0:Z1264872096;56:05600:1:Z3821110176;
CC1CC(F)(F)CN1,1160,56:05600:0:Z3628759623;56:05600:0:Z3865843149;56:05600:0:Z3864773382;
OC1CCOCC1,6373,56:05600:0:Z3628759623;56:05600:0:Z3524978924;56:05600:0:Z3359517960;
Oc1ccc2c(c1)CNCCO2,253,56:05600:0:Z2604877241;56:05600:0:Z4274166499;56:05601:2:Z4350377571;
c1cnn2ccnc2c1,1015,56:05600:0:Z4896794066;56:05600:0:Z4055154333;56:05600:0:Z4055828595;
CC1(C)COc2ccccc21,809,56:05600:0:Z2915340796;56:05600:0:Z4056020273;56:05600:1:Z2171571766;
FC1(F)CCOCC1,2101,56:05600:0:Z3876726178;56:05600:0:Z3821974168;56:05600:0:Z3818586683;
O=C1CCCCC1,4193,56:05600:0:Z3356931841;56:05600:0:Z3009314664;56:05600:0:Z3008584565;
CC1CCC1,7249,56:05600:0:Z3698174197;56:05600:0:Z4611224513;56:05600:0:Z4402866451;
CC1(C)CCCN1,8533,56:05600:0:Z3642304273;56:05600:0:Z3836469018;56:05600:0:Z3495470131;
Cn1cnnn1,4460,56:05600:0:Z4598949140;56:05600:0:Z2719670369;56:05600:0:Z744739236;
Cc1cc(Cl)n(C)n1,1921,56:05600:0:Z2303563049;56:05600:0:Z1054801870;56:05600:0:Z2499204471;
CC1(C)CNCCN1,3516,56:05600:0:Z1603274476;56:05600:0:Z2835049693;56:05600:0:Z1640889784;
C1CC12CNC2,750,56:05600:0:Z2909279096;56:05600:1:Z3818983112;56:05600:3:Z3842095913;
Cc1cncc(C)c1,3354,56:05600:0:Z3606011345;56:05600:0:Z4922901722;56:05600:0:Z1238969086;
c1ccc2c(c1)CCOC2,10289,56:05600:0:Z2435879068;56:05600:0:Z3638874214;56:05600:0:Z4117365894;
c1ncn2nccc2n1,201,56:05600:0:Z4390941229;56:05600:8:Z4234318664;56:05601:0:Z3829448900;
c1cnn2cnnc2c1,2504,56:05600:0:Z1874293198;56:05600:1:Z3870407478;56:05600:2:Z4223536345;
C1CC2NCCSC2C1,324,56:05600:0:Z1874293198;56:05600:2:Z1804146459;56:05600:5:Z1801741172;
Cc1ccc(Cl)cc1,3968,56:05600:0:Z2956787807;56:05600:0:Z4279994529;56:05600:0:Z135091418;
Cc1n[nH]c2c1CCCN2,41,56:05600:0:Z2956787807;56:05603:5:Z2956790810;56:05612:0:Z3294801256;
CC1(C)CCCNC1=O,983,56:05600:0:Z4193268369;56:05600:0:Z4199390782;56:05600:1:Z3842193631;
O=c1ccnc2sccn12,612,56:05600:0:Z2045662072;56:05600:0:Z2174785328;56:05600:1:Z2643653941;
C1CCC2(C1)CCCOC2,682,56:05600:0:Z4930643999;56:05600:2:Z3569714646;56:05600:2:Z3570091348;
C1COCCOC1,1321,56:05600:0:Z4391200835;56:05600:0:Z4343355071;56:05600:1:Z4113486759;
CC1CNCC(C)C1,1931,56:05600:0:Z3177505639;56:05600:0:Z1715246285;56:05600:0:Z4079564227;
C1CNCCOC1,13534,56:05600:0:Z4112249675;56:05600:0:Z2791638570;56:05600:0:Z3345009907;
NC1CCNC1,4088,56:05600:0:Z2396998224;56:05600:0:Z2362492296;56:05600:0:Z2362492255;
CN1CCC2NCCCC21,361,56:05600:0:Z4157390487;56:05600:1:Z4155545940;56:05600:2:Z4505373917;
CC1(C)Cc2ccccc2O1,1983,56:05600:0:Z2654939780;56:05600:0:Z3650117743;56:05600:1:Z2977956286;
Cn1cccc1,11766,56:05600:0:Z3638874214;56:05600:0:Z1283362356;56:05600:0:Z1204346639;
Nc1ncccn1,1350,56:05600:0:Z3825301179;56:05600:0:Z4599246985;56:05600:4:Z4232353797;
C1CC2(CCSCC2)CN1,985,56:05600:0:Z3625016763;56:05600:1:Z3561066118;56:05600:4:Z3531504558;
FC1(F)CCNC2(CC2)C1,166,56:05600:0:Z4365503915;56:05602:3:Z3622138943;56:05602:8:Z3626517540;
Cn1cnc2c1CCCC2,1236,56:05600:0:Z3414698144;56:05600:1:Z4909713260;56:05600:2:Z3612806177;
CN1CCNc2ccccc2C1,215,56:05600:0:Z1627603912;56:05600:6:Z3382049739;56:05600:6:Z3382049714;
O=C1COc2ccccc2N1,3817,56:05600:0:Z4478964500;56:05600:0:Z1128287252;56:05600:1:Z3539726470;
C1CCc2[nH]nnc2C1,1799,56:05600:0:Z2622142479;56:05600:0:Z4023062158;56:05600:0:Z2643283677;
C1CNC2(C1)CC2,1300,56:05600:0:Z4144863304;56:05600:0:Z4591737875;56:05600:0:Z3786363957;
C1C2CC1C2,4012,56:05600:0:Z3393535919;56:05600:0:Z2199940856;56:05600:0:Z3078934302;
