fragment_smiles,occurences,example_ligands
Cc1ccccc1,95064,2:00200:0:Z2720867685;2:00200:0:Z3670170180;2:00200:0:Z3321546293;
c1n[nH]c2c1CCNC2,730,2:00200:0:Z2817745132;2:00200:1:Z1678563391;2:00200:1:Z3512965369;
CC1(F)CCCCNC1,426,2:00200:0:Z3356371800;2:00200:1:Z4266419942;2:00200:9:Z2274121148;
Cc1cc[nH]c1,2534,2:00200:0:Z1973929613;2:00200:0:Z2507223765;2:00200:1:Z2284893657;
c1scc2c1CCC2,1035,2:00200:0:Z3909006821;2:00200:0:Z4191118890;2:00200:1:Z3670197965;
Clc1ccc2c(c1)OCO2,604,2:00200:0:Z3909006821;2:00200:0:Z3604289824;2:00200:1:Z3380069753;
CC1=NOC2(CCNCC2)C1,250,2:00200:0:Z3878756989;2:00200:4:Z3898398149;2:00200:7:Z3645142058;
Cc1ncc2n1CCCC2,695,2:00200:0:Z4025609031;2:00200:1:Z4094130443;2:00200:1:Z1720167081;
Cc1ccc2cc[nH]c2c1,627,2:00200:0:Z3614455037;2:00201:3:Z4504071276;2:00201:5:Z3392158006;
c1ncn2c1CNCC2,814,2:00200:0:Z4216289830;2:00200:1:Z2600926984;2:00200:1:Z2179985160;
Clc1cncs1,3344,2:00200:0:Z2916264476;2:00200:1:Z1632970833;2:00200:1:Z2790637609;
C1OC2CC3CC1C2C3,429,2:00200:0:Z2916264476;2:00200:3:Z3503985646;2:00201:0:Z2777923994;
Cn1nc(Cl)cc1Cl,448,2:00200:0:Z4027099488;2:00200:0:Z2714605098;2:00200:0:Z4027127031;
C1CCC2(C1)CCOCC2,1367,2:00200:0:Z3364801192;2:00200:1:Z3193293394;2:00200:1:Z3048232680;
O=C1NCCNC12CC2,331,2:00200:0:Z4041911137;2:00200:0:Z3883182788;2:00200:1:Z3883180237;
C1COC2(C1)CCNC2,791,2:00200:0:Z4446289248;2:00200:1:Z2979393694;2:00200:1:Z2989206070;
CN1CCc2[nH]ncc2C1,147,2:00200:0:Z4487084270;2:00200:4:Z4914838035;2:00200:4:Z4914807901;
O=c1[nH]ncc2c1CCNC2,205,2:00200:0:Z3872500075;2:00200:2:Z3650037018;2:00200:7:Z3650057955;
c1cc2c(s1)CCCCC2,234,2:00200:0:Z3594999966;2:00200:2:Z3603280384;2:00200:5:Z2390171609;
Cc1ccn2cnnc2c1,235,2:00200:0:Z4288216972;2:00201:0:Z4294136871;2:00201:4:Z2872124403;
c1cc2occc2[nH]1,418,2:00200:0:Z1630763187;2:00200:3:Z4906777596;2:00200:9:Z3055863926;
Cc1ccc2c(n1)OCCN2,99,2:00200:0:Z4113776809;2:00201:1:Z2073695581;2:00203:3:Z1885140397;
C1NCC2CSCC12,770,2:00200:0:Z4113776809;2:00200:1:Z3618093738;2:00200:2:Z2876562756;
CC1CCNCCO1,899,2:00200:0:Z3623148642;2:00200:2:Z2922678512;2:00200:2:Z3783844325;
Oc1ccccn1,4504,2:00200:0:Z3623148642;2:00200:0:Z3510685970;2:00200:0:Z4353015368;
CC1CNCC(C)(C)C1,395,2:00200:0:Z2636038286;2:00200:1:Z1654128977;2:00201:0:Z2436546359;
Cc1cc(N)[nH]n1,355,2:00200:0:Z4104546250;2:00200:6:Z4104107851;2:00201:7:Z4103388353;
c1ncc2[nH]ccc2n1,233,2:00200:0:Z4342610428;2:00201:1:Z4342980338;2:00201:4:Z4227234256;
OC1CCCCC1(F)F,432,2:00200:0:Z4266944057;2:00200:3:Z2335388224;2:00200:5:Z2641573289;
FC(F)=C1CCNCC1,474,2:00200:0:Z4266944057;2:00200:1:Z2881554855;2:00200:8:Z2877222325;
c1cnc2[nH]cnc2c1,1280,2:00200:0:Z4178483776;2:00200:0:Z3608419775;2:00200:1:Z4208278901;
C1CC2CCNCCC2C1,219,2:00200:0:Z4387409268;2:00200:1:Z4389017808;2:00201:1:Z4387409402;
O=c1[nH]nnc2ccccc12,96,2:00200:0:Z2788328859;2:00200:1:Z2783767143;2:00200:1:Z2783792120;
CN1CCNCCC12CCOCC2,81,2:00200:0:Z3042736077;2:00201:2:Z4436912512;2:00201:6:Z3043667013;
C1CNC2(C1)CCOC2,502,2:00200:0:Z3695253195;2:00200:0:Z2045878904;2:00200:0:Z4311294679;
CN1C(=O)NCC12CCNCC2,112,2:00200:0:Z2714748050;2:00200:5:Z2408255066;2:00200:8:Z3528707470;
Cc1cc2ccccc2n(C)c1=O,34,2:00200:0:Z2210109204;2:00204:1:Z2210108938;2:00209:3:Z3054462688;
Cc1c(F)ccc2scnc12,85,2:00200:0:Z1402239473;2:00201:2:Z4390739538;2:00201:2:Z4025813899;
NC1CCCC1O,195,2:00200:0:Z4056220777;2:00201:7:Z4056220316;2:00202:7:Z3830825333;
CC1CCC(=O)CN1,527,2:00200:0:Z4275762812;2:00200:0:Z2954433451;2:00200:4:Z3684614109;
O=S1(=O)CC2(CCNCC2)CN1,34,2:00200:0:Z3790848510;2:00206:4:Z3790849808;2:00211:0:Z3790848495;
CC1(C)CNc2cc(F)ccc21,76,2:00200:0:Z2472933941;2:00200:7:Z2476058510;2:00201:8:Z4284634330;
C1COCC2(C1)CCNC2,440,2:00200:0:Z2052808948;2:00200:1:Z4284129708;2:00200:2:Z4140004439;
O=S1(=O)CC2(CNC2)C1,413,2:00200:0:Z4259141873;2:00200:3:Z2911921565;2:00200:3:Z2911909068;
Oc1cccc2c1CCNC2,205,2:00200:0:Z4267767920;2:00200:1:Z2720641820;2:00200:8:Z2717679605;
OC1C2CCCC1CNC2,465,2:00200:0:Z4400650996;2:00200:0:Z1232325293;2:00200:1:Z1217950542;
Cc1ccc(C)[nH]1,1952,2:00200:0:Z393084930;2:00200:0:Z4954213674;2:00200:1:Z3060106835;
C1CC2CCC12,2218,2:00200:0:Z5018472557;2:00200:1:Z4161558111;2:00200:3:Z4140812037;
CC1NCCNC1C,356,2:00200:0:Z3046682549;2:00200:2:Z2451671810;2:00201:1:Z3047132345;
Fc1ccc2[nH]ncc2c1,241,2:00200:0:Z3584632898;2:00201:0:Z3850859022;2:00201:2:Z3295193614;
C1CC2(CCNC2)CN1,404,2:00200:0:Z2362874560;2:00200:1:Z4053576314;2:00200:5:Z3253642490;
Clc1ccc2cc[nH]c2c1,600,2:00200:0:Z4638258530;2:00200:2:Z2302229931;2:00200:2:Z3057254198;
Cc1cn2ccsc2n1,895,2:00200:0:Z2715533270;2:00200:1:Z1489839726;2:00200:1:Z2646381862;
FC12CNC(C1)C2,494,2:00200:0:Z3910112734;2:00200:4:Z3787492459;2:00200:9:Z3788041291;
C1CC2NCCOC2C1,668,2:00200:0:Z2721515824;2:00200:0:Z4005275599;2:00200:2:Z2811870813;
CC1(N)CCCCC1,660,2:00200:0:Z3046278799;2:00200:0:Z3139607241;2:00200:0:Z4115206856;
C1CNc2nn[nH]c2C1,254,2:00200:0:Z2062962124;2:00200:6:Z4099112632;2:00200:8:Z1205285615;
CC1COC(C)(C)OC1,348,2:00200:0:Z4906771980;2:00200:1:Z4908504297;2:00200:3:Z4906777596;
Oc1noc2c1CCNC2,266,2:00200:0:Z4229025132;2:00200:1:Z4231268778;2:00200:5:Z4231269382;
Cc1cc(C)n2ncnc2n1,250,2:00200:0:Z2647297739;2:00200:6:Z803198546;2:00201:2:Z3593952965;
Clc1ccc2c(c1)CC1CC21,183,2:00200:0:Z2717608343;2:00200:6:Z2709740626;2:00201:9:Z2717605333;
Cc1n[nH]c(=O)o1,462,2:00200:0:Z2842309771;2:00200:2:Z5011661425;2:00200:2:Z2851081050;
O=C1NCCCN1,658,2:00200:0:Z2444839924;2:00200:1:Z3603660133;2:00200:3:Z1123479054;
Cc1ccc2ccccc2n1,1047,2:00200:0:Z3712288691;2:00200:2:Z3712288716;2:00200:2:Z1652451942;
C1CC2CNCC2CCN1,296,2:00200:0:Z3516394243;2:00200:6:Z3510553355;2:00201:5:Z2441376548;
Cn1cnc2ccc(Cl)cc21,248,2:00200:0:Z4157565062;2:00201:6:Z3797678104;2:00201:7:Z4134274879;
CC12CNCC1(C)CSC2,322,2:00200:0:Z3561877315;2:00200:5:Z4026473273;2:00201:1:Z3622541331;
CC12CC(C1)C2,1425,2:00200:0:Z3945766110;2:00200:0:Z3844220668;2:00200:0:Z4096023243;
c1cnn2nnnc2c1,321,2:00200:0:Z1498274229;2:00200:1:Z2094645516;2:00200:4:Z2770809379;
CC1(C)CC(C)(C)C1N,146,2:00200:0:Z3830943684;2:00200:4:Z3237106251;2:00202:7:Z3830947841;
c1ccc2c(c1)CNCCO2,984,2:00200:0:Z3505612833;2:00200:1:Z758202216;2:00200:2:Z3134519901;
Cc1cnc(Cl)o1,390,2:00200:0:Z4289124034;2:00200:6:Z4288095664;2:00200:6:Z4296238681;
Cc1ccc2nc(C)n(C)c2n1,37,2:00200:0:Z3775886024;2:00200:2:Z4563721876;2:00201:1:Z4136024514;
CC1CCn2nccc2N1,96,2:00200:0:Z4335772017;2:00200:0:Z4335766038;2:00200:2:Z4335768040;
C1CC2(CCO1)CC2,1389,2:00200:0:Z2335120062;2:00200:0:Z3017777236;2:00200:1:Z4224235449;
OC1CCC2CNCC12,529,2:00200:0:Z2884135892;2:00200:1:Z2863290182;2:00200:6:Z2884129815;
O=C1CCOCC1,924,2:00200:0:Z3925386897;2:00200:1:Z5044655700;2:00200:2:Z3950815163;
Cn1ccc(N)n1,941,2:00200:0:Z3385900045;2:00200:1:Z4082208345;2:00200:1:Z2894652658;
Cc1cn2nc(C)sc2n1,399,2:00200:0:Z3364798683;2:00200:6:Z3819218147;2:00200:7:Z2590862731;
Cc1csc(=O)[nH]1,1332,2:00200:0:Z2640761166;2:00200:2:Z941524104;2:00200:3:Z1961156579;
O=C1NCCC12CCCN2,270,2:00200:0:Z2640761166;2:00200:1:Z3471258317;2:00200:1:Z4003335120;
Clc1ncc2cc[nH]c2n1,116,2:00200:0:Z4158217900;2:00203:9:Z3559301428;2:00204:5:Z3558870171;
Cc1nccc(=O)[nH]1,111,2:00200:0:Z4907615100;2:00201:0:Z3647764963;2:00202:2:Z4236458977;
FC1(F)C2CCCC1CC2,342,2:00200:0:Z4907615100;2:00200:3:Z4907623403;2:00200:8:Z4907622799;
CC1NCCCS1,356,2:00200:0:Z4640077136;2:00202:1:Z4640059044;2:00202:1:Z4640069418;
c1ncc2c(n1)CCNC2,967,2:00200:0:Z3365280296;2:00200:1:Z4230148254;2:00200:2:Z2843517520;
Clc1ccc2c(c1)CCCO2,352,2:00200:0:Z857680838;2:00201:6:Z3603280582;2:00202:0:Z4200889031;
Nc1nncs1,1369,2:00200:0:Z3199135799;2:00200:0:Z3184284550;2:00200:0:Z3187483772;
Clc1n[nH]c2ccccc12,102,2:00200:0:Z4998794978;2:00201:9:Z1593026104;2:00202:6:Z4998794869;
Oc1cnn2c1CNCC2,258,2:00200:0:Z4273856142;2:00200:5:Z4278473799;2:00201:1:Z4265300970;
O=C1CSc2ncncc2N1,265,2:00200:0:Z4226436529;2:00200:3:Z3869655212;2:00201:1:Z1787508298;
CC1CNCC(C)N1C,512,2:00200:0:Z2218102476;2:00200:2:Z2232154573;2:00200:3:Z4214667936;
Cc1ccc2scc(C)c2c1,43,2:00200:0:Z2911729886;2:00202:6:Z1919667762;2:00203:7:Z1895690757;
Nc1cncc(F)c1,263,2:00200:0:Z4960999299;2:00200:5:Z4487081333;2:00201:2:Z4491881457;
NC1CCNCC1(F)F,296,2:00200:0:Z4055378699;2:00200:9:Z3384465335;2:00201:0:Z3144998813;
C1CC2(C1)CNC2,4611,2:00200:0:Z4274253487;2:00200:1:Z3865877084;2:00200:1:Z3907989735;
NC1C2CCC1NC2,360,2:00200:0:Z4157192616;2:00200:2:Z4157189892;2:00200:4:Z4153412169;
CN1C=NCC1,838,2:00200:0:Z3301868852;2:00200:2:Z4285333586;2:00200:2:Z4282300607;
c1cnc2nn[nH]c2c1,262,2:00200:0:Z1663755652;2:00200:1:Z3631410713;2:00201:2:Z4227811357;
CC1CCC(F)(F)C1,724,2:00200:0:Z3026504879;2:00200:3:Z3049715407;2:00200:4:Z3050737852;
c1cnc2ncnn2c1,2458,2:00200:0:Z1189027601;2:00200:2:Z3555085171;2:00200:2:Z1966622233;
O=C1COC2(CCNCC2)N1,276,2:00200:0:Z3041594548;2:00200:0:Z3041594944;2:00200:0:Z3611765717;
FC=C1CCOCC1,330,2:00200:0:Z4877138597;2:00200:1:Z4878895303;2:00201:2:Z4876055195;
Cc1cc2cnccn2n1,329,2:00200:0:Z1731236853;2:00200:3:Z4198636010;2:00200:3:Z1874287998;
Clc1cc[nH]c1Cl,420,2:00200:0:Z4050240487;2:00200:1:Z1626773808;2:00200:3:Z4479119863;
c1cc2sccc2s1,471,2:00200:0:Z1445372560;2:00200:4:Z4319551026;2:00200:8:Z3168358129;
Cc1c(Cl)cccc1Cl,315,2:00200:0:Z4080623466;2:00200:8:Z1980549603;2:00201:0:Z4345469662;
Cc1cncc(C)n1,499,2:00200:0:Z3571092186;2:00200:5:Z4379916716;2:00200:6:Z3561269091;
Oc1nccc2cccnc12,95,2:00200:0:Z4129986165;2:00200:0:Z4127030044;2:00200:0:Z4130044435;
CC1(C)CCCCNC1,732,2:00200:0:Z2992924261;2:00200:3:Z2873934773;2:00200:5:Z1780581237;
Cc1cccc(C)c1O,607,2:00200:0:Z2812939202;2:00200:3:Z997789424;2:00200:7:Z4256187429;
C1CNC2(C1)CC2,2082,2:00200:0:Z4056156200;2:00200:1:Z3514371499;2:00200:1:Z3608732469;
CC1CNC2(CC2)C(=O)N1,301,2:00200:0:Z4352667925;2:00200:7:Z4394377624;2:00200:9:Z4394375353;
Cn1cnc2cccc(F)c21,129,2:00200:0:Z2974831881;2:00200:2:Z3830961478;2:00202:5:Z1999915308;
OC1CCNOC1,341,2:00200:0:Z4250167097;2:00200:6:Z4250155325;2:00201:1:Z4250145648;
Cc1cc2[nH]c(=O)ccn2n1,62,2:00200:0:Z4922293840;2:00203:3:Z3606915595;2:00203:4:Z1005641960;
Oc1cccnc1,4031,2:00200:0:Z4051583507;2:00200:0:Z3596607387;2:00200:1:Z3818467152;
Oc1ccn[nH]1,178,2:00200:0:Z4921900919;2:00200:5:Z5060225352;2:00202:6:Z2973101883;
NC1COC2CC1C2,128,2:00200:0:Z5017463693;2:00200:1:Z5017556470;2:00200:7:Z5017472706;
Cn1ccn2nccc12,267,2:00200:0:Z4103491276;2:00200:4:Z4329462056;2:00200:5:Z4106697432;
CN1CCCC1=O,11282,2:00200:0:Z872772172;2:00200:0:Z2843023026;2:00200:0:Z3670903365;
OC1CCCCC1O,683,2:00200:0:Z4465247085;2:00200:3:Z4285156376;2:00200:3:Z4150011044;
Fc1ccc2ncsc2c1,409,2:00200:0:Z2851809046;2:00200:1:Z3561372441;2:00200:2:Z2850845712;
FC1(F)CC12CNC2,678,2:00200:0:Z2500353607;2:00200:3:Z2506186034;2:00200:4:Z3710100057;
C1CC2COCC2C1,1729,2:00200:0:Z3898311850;2:00200:1:Z4113388155;2:00200:1:Z3818386434;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,43,2:00200:0:Z1272225768;2:00203:7:Z1900628709;2:00205:7:Z2214024483;
c1cnc2scnc2c1,1503,2:00200:0:Z4185015090;2:00200:0:Z3603792994;2:00200:1:Z2113437150;
c1cnc2c(c1)CCO2,313,2:00200:0:Z5034342652;2:00200:2:Z5034797975;2:00200:3:Z5034670018;
CN1CCNCCC1(C)C,310,2:00200:0:Z2841442039;2:00200:4:Z2840632647;2:00200:6:Z2784775674;
Oc1cnccn1,695,2:00200:0:Z4154060546;2:00200:1:Z3843821536;2:00200:4:Z3820673205;
c1cc2ccsc2[nH]1,415,2:00200:0:Z4054916438;2:00200:2:Z1401035454;2:00200:2:Z2457043719;
Cc1coc(C)n1,1643,2:00200:0:Z3172738005;2:00200:0:Z2701284487;2:00200:1:Z1672827767;
CC1(C)CCC(C)(C)O1,1226,2:00200:0:Z2105673130;2:00200:1:Z1615196660;2:00200:1:Z3514643735;
Cn1ncc2cccnc21,1000,2:00200:0:Z3809427535;2:00200:1:Z2091785583;2:00200:1:Z2769545544;
CC1(C)CCCS1(=O)=O,594,2:00200:0:Z3352552847;2:00200:1:Z3395608624;2:00200:4:Z3550829640;
Cn1ccc2ccsc21,231,2:00200:0:Z3800914789;2:00201:7:Z3839991218;2:00202:1:Z3950083122;
C1CC2(CCOC2)CN1,1021,2:00200:0:Z4204575729;2:00200:0:Z1402512821;2:00200:1:Z4116472356;
Cc1ccsc1Cl,869,2:00200:0:Z3474825731;2:00200:2:Z4329060792;2:00200:2:Z4328107292;
c1ncc2c(n1)CCCC2,966,2:00200:0:Z4611199544;2:00200:1:Z4474133954;2:00200:2:Z2460738623;
CC1CCC(C)(C)N1,412,2:00200:0:Z3356491508;2:00200:2:Z3383557318;2:00200:2:Z3515762089;
Cn1ccc(=O)n(C)c1=O,1066,2:00200:0:Z4350152490;2:00200:0:Z1222017848;2:00200:0:Z3316628792;
O=C1CCOc2c(F)cccc21,15,2:00200:0:Z3343207119;2:00206:9:Z3343207024;2:00208:7:Z3340098220;
CC1(C)OCCC1O,387,2:00200:0:Z4443511981;2:00200:7:Z4880317953;2:00200:7:Z4883661408;
NC1CCCC12CNC2,166,2:00200:0:Z4210663113;2:00200:3:Z4210679329;2:00200:8:Z4210663913;
O=C1CCC12CCC2,976,2:00200:0:Z4111465129;2:00200:0:Z4115206856;2:00200:1:Z4108055943;
CC1CCc2ccsc2C1,132,2:00200:0:Z2233275604;2:00200:6:Z4459299990;2:00200:9:Z2087302254;
O=c1[nH]nco1,809,2:00200:0:Z2233275604;2:00200:1:Z3549768000;2:00200:2:Z4060701921;
C1NCC12CSC2,695,2:00200:0:Z4266475868;2:00200:0:Z4505728996;2:00200:6:Z4312142528;
CC1CNC1C,877,2:00200:0:Z3008659024;2:00200:0:Z2307393712;2:00200:6:Z2281780916;
C1CC2(CCN1)OCCO2,530,2:00200:0:Z2824699744;2:00200:3:Z3321768136;2:00200:6:Z4461231624;
Cn1cc2c(n1)CCC2,946,2:00200:0:Z4277346240;2:00200:0:Z2921085949;2:00200:0:Z4287386586;
C1CNC2CCNCC2C1,659,2:00200:0:Z4185145703;2:00200:0:Z4185146116;2:00200:1:Z2773047774;
CC1CNCc2c[nH]nc21,258,2:00200:0:Z2916189460;2:00200:3:Z3577087953;2:00201:2:Z2951863876;
FC1CC2CNC1C2,248,2:00200:0:Z3831518857;2:00200:2:Z3831477795;2:00201:0:Z3831550859;
c1ncc2c(n1)CNCC2,377,2:00200:0:Z3048868567;2:00200:7:Z3534780197;2:00200:7:Z1473296258;
CC1OCCC1F,669,2:00200:0:Z3865287081;2:00200:0:Z3584036295;2:00200:1:Z3202184672;
CN1CC2CCC(C1)N2,309,2:00200:0:Z2916158373;2:00200:2:Z3569789132;2:00200:2:Z2916160786;
O=C1NCCCNCC1(F)F,278,2:00200:0:Z3091597181;2:00201:4:Z4109021190;2:00201:6:Z3091599168;
Cc1cc(F)cc(F)c1,681,2:00200:0:Z4448483938;2:00200:1:Z3136396934;2:00200:4:Z3631031608;
CN1CCN(C)CC1,727,2:00200:0:Z1608076725;2:00200:3:Z1171728359;2:00200:4:Z2879052185;
FC12CCC(CNC1)C2,695,2:00200:0:Z5060006079;2:00200:1:Z3777688233;2:00200:1:Z3776274834;
CC1(N)CCC1,522,2:00200:0:Z4213064970;2:00200:1:Z3350599100;2:00200:3:Z4212990321;
C1CNC2CCCC2C1,1226,2:00200:0:Z3652777334;2:00200:1:Z1265306302;2:00200:1:Z2654511751;
C1CCC2NCCC2C1,2224,2:00200:0:Z2186135919;2:00200:1:Z3630186784;2:00200:2:Z3828814058;
CC1CCCCC1C,1564,2:00200:0:Z317801770;2:00200:1:Z1304415192;2:00200:1:Z2299573892;
NC1CNCCOC1,488,2:00200:0:Z2873338987;2:00200:2:Z2776812923;2:00200:4:Z2791245667;
c1cc2c(cn1)OCCC2,384,2:00200:0:Z2641043777;2:00200:3:Z4322573449;2:00200:3:Z4322573482;
c1cc2n(c1)CCSC2,605,2:00200:0:Z4022474375;2:00200:9:Z4021190355;2:00201:0:Z4007046070;
CC1(F)CCCNC1,651,2:00200:0:Z2293389431;2:00200:0:Z4580251056;2:00200:3:Z3995509260;
Clc1ncccn1,1027,2:00200:0:Z3647923855;2:00200:0:Z2792382970;2:00200:4:Z2770343551;
O=S1(=O)CCC(O)C1,713,2:00200:0:Z3647923855;2:00200:3:Z3983147734;2:00200:4:Z4642251622;
Cc1n[nH]c(=O)[nH]1,357,2:00200:0:Z2169076087;2:00200:6:Z1613653378;2:00200:7:Z2504025315;
Cc1nnn[nH]1,757,2:00200:0:Z4471624337;2:00200:0:Z1470608859;2:00200:2:Z4134119686;
CN1CCC2(CCN2)CC1,264,2:00200:0:Z1393681053;2:00200:5:Z2983069108;2:00201:5:Z2965142874;
FC1(F)C2(CCC2)C12CC2,353,2:00200:0:Z4141234437;2:00200:0:Z4140549692;2:00200:0:Z4140522318;
O=C1NCC2CNCCN12,391,2:00200:0:Z4266583991;2:00201:0:Z1640558945;2:00201:0:Z2947334169;
Cn1ncc2c(O)ccnc21,56,2:00200:0:Z1635932147;2:00200:2:Z1636041013;2:00202:5:Z4353447368;
CC1(C)CNc2cccnc21,157,2:00200:0:Z4275520964;2:00200:3:Z4132321593;2:00201:3:Z4028352524;
Cn1ccn(C)c1=O,429,2:00200:0:Z2892813325;2:00200:1:Z3586423667;2:00200:5:Z3995712358;
CC1(C)NCCC1N,346,2:00200:0:Z5005149019;2:00200:1:Z5037960962;2:00201:2:Z5005149134;
c1cc2cn[nH]c2cn1,367,2:00200:0:Z4228550055;2:00200:7:Z4514143861;2:00201:0:Z4295375141;
FC=C1CCCNC1,243,2:00200:0:Z4228550055;2:00200:0:Z4228507630;2:00200:1:Z4232889857;
Nc1cn[nH]c1,874,2:00200:0:Z2902191049;2:00200:1:Z3382462030;2:00200:4:Z3381139118;
CC1(C)CCC(O)CC1,860,2:00200:0:Z3214226455;2:00200:0:Z4258331256;2:00200:1:Z3795248670;
c1nnn2c1CNCC2,663,2:00200:0:Z4202162652;2:00200:1:Z2494718405;2:00200:3:Z2234754464;
C1=CSCCO1,403,2:00200:0:Z4492862962;2:00200:3:Z4405017154;2:00201:1:Z4376484562;
Cn1nccc1N,958,2:00200:0:Z4492862962;2:00200:1:Z4220944336;2:00200:2:Z3368753362;
Oc1ccc2c(c1)OCCNC2,162,2:00200:0:Z4265954603;2:00200:8:Z2164075952;2:00201:0:Z2600828374;
Oc1ccc2c(c1)OCCO2,82,2:00200:0:Z2437462838;2:00204:6:Z2884919094;2:00205:3:Z4922301046;
Fc1ccc2[nH]cnc2c1,563,2:00200:0:Z2410018001;2:00200:4:Z4228039668;2:00200:9:Z4382463725;
FC1(F)CC2CC1CN2,407,2:00200:0:Z3520443645;2:00200:1:Z3570308221;2:00200:1:Z3639310343;
N=S1(=O)CCCCCC1,178,2:00200:0:Z3623221219;2:00201:2:Z3623219001;2:00201:6:Z3623219864;
C1CC2OC1C1CNCC21,560,2:00200:0:Z3315913900;2:00200:0:Z1309401186;2:00200:3:Z3187088738;
Clc1nncs1,692,2:00200:0:Z4224134498;2:00200:1:Z4984728956;2:00200:1:Z4436011389;
Cc1nc2n(n1)CCCC2,519,2:00200:0:Z4319786371;2:00200:1:Z2221308493;2:00200:4:Z1696041191;
FC1C2CCCCC12,259,2:00200:0:Z4319786371;2:00200:8:Z4320290922;2:00201:0:Z4320857380;
Fc1ccc2c(c1)NCCO2,130,2:00200:0:Z2702949372;2:00201:2:Z4112290872;2:00202:0:Z3312830235;
CC1CCCS1(=O)=O,936,2:00200:0:Z2818174253;2:00200:0:Z2700048723;2:00200:0:Z2700052347;
Cc1cnc[nH]c1=O,180,2:00200:0:Z3513400451;2:00200:2:Z2442704123;2:00201:0:Z2589324845;
C1CC2(CCN1)CC2,2759,2:00200:0:Z4059789997;2:00200:1:Z4060000771;2:00200:1:Z3796678436;
C1CC2CC(CO2)O1,737,2:00200:0:Z3915640298;2:00200:2:Z4474159382;2:00200:4:Z4318505074;
CN1CCCCC1=O,4403,2:00200:0:Z1731131911;2:00200:1:Z4618958318;2:00200:1:Z3613047028;
c1nc2c([nH]1)CCCC2,2003,2:00200:0:Z2274994624;2:00200:1:Z4255770672;2:00200:1:Z2699164535;
CC12CCC(CC1)CN2,185,2:00200:0:Z3342641092;2:00200:4:Z3345547578;2:00202:3:Z4350789376;
CC1(C)CC1(F)F,1435,2:00200:0:Z2646858381;2:00200:0:Z2646852373;2:00200:1:Z3850831315;
Clc1ccc2ncccc2c1,336,2:00200:0:Z3604361997;2:00200:2:Z368835516;2:00200:5:Z2411868443;
CC1CCNC(C)C1,1095,2:00200:0:Z3557602502;2:00200:1:Z4578323624;2:00200:1:Z4887181044;
CN1CCCC12CCOCC2,177,2:00200:0:Z3509328533;2:00200:3:Z3638780677;2:00200:9:Z3561834516;
c1nc2c(s1)COCC2,1599,2:00200:0:Z2920340975;2:00200:0:Z1227005069;2:00200:1:Z4870413739;
CC1CS(=O)(=O)CCN1,1158,2:00200:0:Z2899300063;2:00200:5:Z3639027252;2:00200:5:Z3324567069;
Fc1cccs1,1391,2:00200:0:Z3821408585;2:00200:1:Z3836032725;2:00200:2:Z3819159792;
Cc1ncns1,172,2:00200:0:Z3495082164;2:00201:7:Z4331764797;2:00202:3:Z4331756540;
NC12CCCC(C1)C2,284,2:00200:0:Z3520265446;2:00200:1:Z3385679660;2:00200:1:Z3385654850;
Cc1n[nH]c(C)c1C,526,2:00200:0:Z4226866784;2:00200:2:Z4226895802;2:00200:6:Z3344005397;
Clc1ccc2c(c1)OCC2,38,2:00200:0:Z4147588924;2:00201:0:Z3511963637;2:00201:6:Z1896416427;
CC1(F)CC2(CNC2)C1,421,2:00200:0:Z4478543175;2:00200:1:Z4601203525;2:00201:1:Z4445492424;
C1=NNCC1,308,2:00200:0:Z4277014778;2:00200:0:Z4273398968;2:00200:4:Z4147674231;
NC1CNCC12CC2,498,2:00200:0:Z2452971499;2:00200:0:Z3125326100;2:00200:6:Z3046558009;
C1CNCC2(C1)CCOCC2,467,2:00200:0:Z3536463542;2:00200:4:Z3520366337;2:00200:4:Z3513254703;
CC1NCCN(C)C1C,428,2:00200:0:Z1625669910;2:00200:2:Z1698103862;2:00200:4:Z1646438507;
Cn1cnc2cccnc21,486,2:00200:0:Z1625669910;2:00200:0:Z2225138310;2:00200:5:Z3612730258;
O=C1NC2CCC1CC2,228,2:00200:0:Z4078212360;2:00200:1:Z4081921730;2:00200:8:Z4078213196;
C1CCC2(CC1)CNCCO2,386,2:00200:0:Z3496133501;2:00200:4:Z4169232194;2:00200:4:Z3496079085;
CC1CSCCO1,598,2:00200:0:Z4470243904;2:00200:1:Z4932302074;2:00200:1:Z4470237385;
O=c1[nH]nc2n1CCCCC2,152,2:00200:0:Z2916381842;2:00200:3:Z4488769299;2:00202:0:Z4030175160;
Cc1cc2ncccn2n1,838,2:00200:0:Z3701200736;2:00200:0:Z3699875953;2:00200:0:Z3701208142;
Cn1nccc1O,595,2:00200:0:Z5037998918;2:00200:1:Z2964345726;2:00200:3:Z2622740625;
Fc1ccc2c(c1)NCC2,324,2:00200:0:Z3080185206;2:00200:1:Z4104298721;2:00200:2:Z4387311963;
Cc1ccc2c(c1)CNCC2,277,2:00200:0:Z2601449080;2:00200:2:Z4169274580;2:00200:7:Z2614888358;
c1cc2c(cn1)NCCC2,245,2:00200:0:Z4132339188;2:00201:5:Z4336728795;2:00201:6:Z4132331484;
CC1(C)CCC1O,3118,2:00200:0:Z3713447406;2:00200:1:Z4639556194;2:00200:2:Z3530706099;
O=C1CCNCC1,1110,2:00200:0:Z4324418449;2:00200:1:Z3185038281;2:00200:3:Z4277223708;
