fragment_smiles,occurences,example_ligands
C1CC2CCC2C1,4707,76:07600:0:PV-003397967771;76:07600:0:PV-005198284471;76:07600:0:PV-005198338277;
ClC1=CCCC1,7179,76:07600:0:PV-003397967771;76:07600:0:PV-005198269071;76:07600:0:PV-005198269072;
Cn1ccc2ccccc21,3178,76:07600:0:PV-002845967776;76:07600:0:PV-005198243116;76:07600:0:PV-005198355086;
FC1CC2(CCC2)C1,1664,76:07600:0:PV-002845967776;76:07600:1:PV-003398017428;76:07600:1:PV-003398017429;
Cc1cc[nH]c(=O)c1,1371,76:07600:0:PV-001628776191;76:07600:0:PV-001637476794;76:07600:0:PV-002845968470;
C1CCSC1,25912,76:07600:0:PV-003397967827;76:07600:0:PV-005198225914;76:07600:0:PV-005198260779;
Cc1coc2ccccc2c1=O,65,76:07600:0:PV-003397967827;76:07603:5:PV-002846436125;76:07605:3:PV-002846674292;
FC1CCCNC1,36411,76:07600:0:PV-003397967835;76:07600:0:PV-003397968271;76:07600:0:PV-003397968272;
Fc1cc[nH]n1,6694,76:07600:0:PV-003397967837;76:07600:0:PV-005198291617;76:07600:0:PV-005198361537;
FC1=CCCNC1,166,76:07600:0:PV-002845967815;76:07600:1:PV-002845980713;76:07601:1:PV-003398374292;
c1ncn2c1CCCC2,1723,76:07600:0:PV-002845967815;76:07600:1:PV-000592612728;76:07600:1:PV-003398023210;
Cc1ccccc1F,10615,76:07600:0:PV-002364852492;76:07600:0:PV-000494785704;76:07600:0:PV-003397970172;
C1CC2CCC1C2,14736,76:07600:0:PV-003397967878;76:07600:0:PV-003397968733;76:07600:0:PV-003397968734;
C1=CCCCC1,825,76:07600:0:PV-003397967915;76:07600:0:PV-003397967916;76:07600:1:PV-003398012203;
CC1CC2CC12,9101,76:07600:0:PV-003397967915;76:07600:0:PV-003397967916;76:07600:0:PV-003397976716;
Cc1cccc(C)c1,13633,76:07600:0:PV-003397967967;76:07600:0:PV-002157851173;76:07600:0:PV-002313099679;
Cc1cnon1,1934,76:07600:0:PV-003397967967;76:07600:2:PV-001628494889;76:07600:2:PV-001637188674;
CN1CCNCC1,7874,76:07600:0:PV-003397967975;76:07600:0:PV-005198240261;76:07600:0:PV-005198302870;
c1cc2[nH]ncc2cn1,606,76:07600:0:PV-003397967975;76:07600:1:PV-003397998710;76:07600:2:PV-002846005189;
c1cnc2c(c1)CCCC2,1329,76:07600:0:PV-002845967851;76:07600:0:PV-002845971139;76:07600:1:PV-005198518110;
Fc1cccc(F)c1,20662,76:07600:0:PV-002845967856;76:07600:0:PV-003397971054;76:07600:0:PV-003397971692;
CC12CCCC(C1)OC2,87,76:07600:0:PV-004004824184;76:07600:9:PV-005199241489;76:07603:3:PV-002846407545;
Fc1ccccc1Cl,14458,76:07600:0:PV-004004824184;76:07600:0:PV-003397971740;76:07600:0:PV-002845969465;
Clc1cccnc1,21975,76:07600:0:PV-002106103177;76:07600:0:PV-002845968147;76:07600:0:PV-005198313175;
Cc1cnc2ncnn2c1,104,76:07600:0:PV-002106103177;76:07602:7:PV-003398886472;76:07602:7:PV-003398886473;
c1ccc2c(c1)CCN2,5958,76:07600:0:PV-002261349849;76:07600:0:PV-005198379504;76:07600:0:PV-005198379505;
c1ccc2c(c1)CCOC2,2471,76:07600:0:PV-002157851117;76:07600:0:PV-002209597350;76:07600:0:PV-002520094916;
Nc1nncs1,961,76:07600:0:PV-002845967916;76:07600:1:PV-002845981846;76:07600:1:PV-003398003385;
Cc1cccc(Cl)c1,7669,76:07600:0:PV-002845967919;76:07600:0:PV-005198271839;76:07600:0:PV-001980794022;
OC1CNC1,33212,76:07600:0:PV-002845967921;76:07600:0:PV-002845968157;76:07600:0:PV-003397971163;
Cc1ccc(C)s1,4519,76:07600:0:PV-003397968237;76:07600:0:PV-005198368785;76:07600:0:PV-005198368786;
CC1Cc2ccccc2O1,1313,76:07600:0:PV-002313099561;76:07600:1:PV-001466878636;76:07600:1:PV-003398002727;
c1nncs1,5566,76:07600:0:PV-002313099561;76:07600:0:PV-004004824286;76:07600:0:PV-005198345513;
Cc1ccn(C)c1,5335,76:07600:0:PV-003397968271;76:07600:0:PV-003397968272;76:07600:0:PV-003397968273;
Cc1cc[nH]c1,17804,76:07600:0:PV-001535621257;76:07600:0:PV-002845969037;76:07600:0:PV-005198224846;
OC1CC2CNC1C2,2274,76:07600:0:PV-003397968294;76:07600:0:PV-003397983276;76:07600:0:PV-003397985025;
Nc1cccnn1,1415,76:07600:0:PV-003397968306;76:07600:0:PV-003397979417;76:07600:0:PV-003397981451;
O=c1[nH]cco1,9525,76:07600:0:PV-003397968312;76:07600:0:PV-003397968547;76:07600:0:PV-003397968660;
C1OCC2CC12,10373,76:07600:0:PV-003397968338;76:07600:0:PV-003397971230;76:07600:0:PV-003397973934;
FC1(F)CC1,32559,76:07600:0:PV-002845967999;76:07600:0:PV-002845968000;76:07600:0:PV-002845968158;
Cc1cscn1,17976,76:07600:0:PV-003397968374;76:07600:0:PV-003397968375;76:07600:0:PV-003397971683;
Nc1cccnc1,8407,76:07600:0:PV-003397968414;76:07600:0:PV-002845968799;76:07600:0:PV-005198231281;
Clc1cccc2ccoc12,416,76:07600:0:PV-004004824286;76:07600:7:PV-003398203764;76:07600:7:PV-002209612243;
CC1CCCCC1,20443,76:07600:0:PV-001467710048;76:07600:0:PV-005198269608;76:07600:0:PV-005198310080;
C1CC2(C1)CNCCN2,3427,76:07600:0:PV-002845968038;76:07600:0:PV-002845977639;76:07600:1:PV-002845979035;
CC12CCCN1S(=O)(=O)CC2,93,76:07600:0:PV-003397968442;76:07600:0:PV-003397968443;76:07601:9:PV-003398613175;
Fc1cc(F)cc(F)c1,900,76:07600:0:PV-003397968459;76:07600:0:PV-005198369554;76:07600:0:PV-005198369555;
C1=CSCC1,13193,76:07600:0:PV-003397968493;76:07600:0:PV-003397968641;76:07600:0:PV-003397968642;
C1CNC2(C1)CC2,6905,76:07600:0:PV-003397968520;76:07600:0:PV-002845968568;76:07600:0:PV-003397979890;
Cc1ccsc1C,6635,76:07600:0:PV-002364852544;76:07600:0:PV-003397971882;76:07600:0:PV-005198257887;
c1ccc2c(c1)CCCC2,5413,76:07600:0:PV-002364852544;76:07600:0:PV-002845968339;76:07600:0:PV-005198267870;
Cc1ccc[nH]1,8262,76:07600:0:PV-001703108807;76:07600:0:PV-001645170850;76:07600:0:PV-002845969841;
Cc1ccnn1C,8146,76:07600:0:PV-002845968070;76:07600:0:PV-005198257443;76:07600:0:PV-005198267211;
C1CC2CCC1CC2,2675,76:07600:0:PV-002845968070;76:07600:1:PV-001640592205;76:07600:1:PV-002845984477;
CC1CCOC1,12216,76:07600:0:PV-003397968547;76:07600:0:PV-003397969163;76:07600:0:PV-003397970652;
Cc1ccncn1,13638,76:07600:0:PV-001763741138;76:07600:0:PV-001363996189;76:07600:0:PV-001496978293;
C1CCC2(C1)CCNC2,867,76:07600:0:PV-002364852547;76:07600:1:PV-005198414058;76:07600:2:PV-003398048391;
C1C2CC1C2,10259,76:07600:0:PV-002845968078;76:07600:0:PV-002845968470;76:07600:0:PV-002845968471;
CC1(C)CCS1(=O)=O,193,76:07600:0:PV-002209597277;76:07600:0:PV-002261349890;76:07601:0:PV-003398308649;
Nc1nccs1,9611,76:07600:0:PV-003397968572;76:07600:0:PV-003397971022;76:07600:0:PV-003397971023;
FC1CCOCC1,2312,76:07600:0:PV-003397968582;76:07600:0:PV-005198225127;76:07600:2:PV-000490744044;
C1CC2CCC12,2847,76:07600:0:PV-003397968582;76:07600:0:PV-003397972468;76:07600:0:PV-003397972469;
Cc1ccoc1,29055,76:07600:0:PV-003397968602;76:07600:0:PV-003397969041;76:07600:0:PV-002845968591;
CC1CNCCN1,66416,76:07600:0:PV-003397968610;76:07600:0:PV-003397968611;76:07600:0:PV-003397968612;
Cc1cscc1C,2757,76:07600:0:PV-003397968624;76:07600:0:PV-003397993263;76:07600:0:PV-003397993264;
FC1CCCC1,12508,76:07600:0:PV-003397968624;76:07600:0:PV-005198302320;76:07600:0:PV-005198329794;
c1cc2sccc2o1,907,76:07600:0:PV-000549618815;76:07600:1:PV-002845988336;76:07600:1:PV-002845988337;
C1CC2(CCN1)CC2,3883,76:07600:0:PV-003397968733;76:07600:0:PV-003397968734;76:07600:0:PV-003397969101;
Fc1cccc2c1OCCN2,137,76:07600:0:PV-002845968147;76:07600:3:PV-002846014179;76:07600:7:PV-005199028204;
FC1(F)CCC1,17634,76:07600:0:PV-002845968152;76:07600:0:PV-004004824683;76:07600:0:PV-000473703376;
OC1CCC2NC1CCC2O,46,76:07600:0:PV-003397968747;76:07601:2:PV-005199598530;76:07603:2:PV-003399071644;
C1CC2CCNC2CN1,3822,76:07600:0:PV-003397968749;76:07600:0:PV-001677342999;76:07600:0:PV-003397968775;
c1cnsn1,10793,76:07600:0:PV-003397968749;76:07600:0:PV-001677342999;76:07600:0:PV-003397970262;
Cc1csnn1,5369,76:07600:0:PV-002845968158;76:07600:0:PV-005198370578;76:07600:0:PV-005198370579;
O=C1CC2(CCCNC2)CN1,35,76:07600:0:PV-003397968769;76:07601:7:PV-002364888420;76:07607:0:PV-002846901120;
c1ccc2c(c1)CNC2,1835,76:07600:0:PV-003397968774;76:07600:0:PV-003397974607;76:07600:1:PV-003397996169;
CC1CNCCCN1,14887,76:07600:0:PV-003397968780;76:07600:0:PV-003397968781;76:07600:0:PV-003397968944;
Cc1cn[nH]c1,13511,76:07600:0:PV-001665163434;76:07600:0:PV-001975924805;76:07600:0:PV-005198242230;
CC1(C)CC1(C)C,4895,76:07600:0:PV-003397968853;76:07600:0:PV-003397968854;76:07600:0:PV-003397968855;
Clc1ncco1,6957,76:07600:0:PV-002845968210;76:07600:0:PV-003397974106;76:07600:0:PV-003397978894;
O=C1CCCc2[nH]ccc21,110,76:07600:0:PV-003397968877;76:07601:0:PV-002846111837;76:07601:1:PV-002846123049;
Oc1ccc(Cl)cc1,1237,76:07600:0:PV-002520094678;76:07600:0:PV-003397984224;76:07600:1:PV-002845981912;
Cn1nccc1N,1642,76:07600:0:PV-002845968230;76:07600:1:PV-005198400780;76:07600:2:PV-003398045781;
Cc1scnc1O,2062,76:07600:0:PV-003397968896;76:07600:1:PV-003398019022;76:07600:2:PV-002845992711;
CC1CCCO1,22408,76:07600:0:PV-003397968944;76:07600:0:PV-002845969496;76:07600:0:PV-002845969497;
Cn1ccccc1=O,5231,76:07600:0:PV-000457726646;76:07600:0:PV-003397971163;76:07600:0:PV-005198295380;
Fc1cccnc1,26307,76:07600:0:PV-003397968981;76:07600:0:PV-005198296838;76:07600:0:PV-005198301630;
c1nc2c(s1)CCCC2,966,76:07600:0:PV-003397968986;76:07600:0:PV-002845968269;76:07600:0:PV-003397968987;
c1ccc2sccc2c1,6294,76:07600:0:PV-002520094686;76:07600:0:PV-005198250743;76:07600:0:PV-002845970802;
FC1Cc2ccnn2C1,266,76:07600:0:PV-002845968273;76:07600:4:PV-005198807584;76:07600:8:PV-003398259730;
Cc1ccc(C)nc1,3426,76:07600:0:PV-002157851173;76:07600:1:PV-002845984511;76:07600:1:PV-002157854038;
Clc1ccc2ccccc2c1,1088,76:07600:0:PV-003397969058;76:07600:0:PV-005198369075;76:07600:3:PV-002846013057;
Cn1cn[nH]c1=O,1176,76:07600:0:PV-002416601245;76:07600:1:PV-002520097750;76:07600:1:PV-005198392072;
Cc1cc2ncccc2[nH]1,271,76:07600:0:PV-003397969085;76:07600:4:PV-005198803726;76:07601:7:PV-005199966314;
NC1CCc2ccccc21,368,76:07600:0:PV-002845968332;76:07600:5:PV-003398154048;76:07600:5:PV-003398168740;
Fc1cn[nH]c1,6700,76:07600:0:PV-003397969163;76:07600:0:PV-005198257443;76:07600:0:PV-005198333637;
C1COC2(CN1)CNC2,3862,76:07600:0:PV-000580227700;76:07600:0:PV-000579966806;76:07600:1:PV-002845985688;
FC12CCCC1CNC2,1660,76:07600:0:PV-003397969181;76:07600:0:PV-003397975634;76:07600:0:PV-003397989227;
C1=CSCS1,7688,76:07600:0:PV-003397969181;76:07600:0:PV-005198312046;76:07600:0:PV-005198312047;
FC1CC1(F)F,1148,76:07600:0:PV-003397969210;76:07600:3:PV-003398088087;76:07600:3:PV-003398088088;
Cc1cnc(C)[nH]1,3169,76:07600:0:PV-003397969229;76:07600:0:PV-003397981048;76:07600:0:PV-003397981049;
c1cnc2[nH]ccc2c1,4035,76:07600:0:PV-003397969255;76:07600:0:PV-005198231943;76:07600:0:PV-005198329206;
CC1(C)CCC1,18711,76:07600:0:PV-000494785704;76:07600:0:PV-001636525756;76:07600:0:PV-001627826152;
C1CC2(CCN1)CNC2,4124,76:07600:0:PV-003397969262;76:07600:0:PV-001735917717;76:07600:0:PV-003397975921;
CC1(C)CCNCC1,4047,76:07600:0:PV-003397969274;76:07600:0:PV-003397969275;76:07600:0:PV-002845968376;
Cc1ccnc(O)n1,887,76:07600:0:PV-003397969286;76:07600:1:PV-003398022882;76:07600:3:PV-003398089988;
Fc1ccoc1,2643,76:07600:0:PV-003397969286;76:07600:0:PV-003397983345;76:07600:0:PV-003397983346;
CN=[SH](C)=O,212,76:07600:0:PV-002845968389;76:07600:1:PV-003397997329;76:07600:1:PV-002845989604;
c1scc2c1CCCC2,454,76:07600:0:PV-003397969432;76:07600:2:PV-003398048916;76:07600:3:PV-002846016447;
Cc1cc2ccccc2o1,610,76:07600:0:PV-002845968453;76:07600:3:PV-002364860053;76:07600:4:PV-003398105166;
CC1(C)CCCCO1,3726,76:07600:0:PV-002845968453;76:07600:1:PV-003398021777;76:07600:2:PV-002846001338;
Cn1ncnn1,1701,76:07600:0:PV-003397969482;76:07600:0:PV-002845971660;76:07600:0:PV-002845971661;
C1CNC2CCCNC2C1,259,76:07600:0:PV-003397969482;76:07600:5:PV-003398136280;76:07600:5:PV-003398158171;
c1ccc2oncc2c1,1993,76:07600:0:PV-003397969484;76:07600:3:PV-003398092790;76:07600:3:PV-003398092791;
OC12CCNCC1COCC2,308,76:07600:0:PV-003397969484;76:07600:3:PV-003398078801;76:07600:7:PV-003398234075;
Clc1ccc2nccn2c1,350,76:07600:0:PV-002845968479;76:07600:2:PV-002106106754;76:07600:2:PV-002571851210;
CC1CCCCO1,6519,76:07600:0:PV-003397969518;76:07600:0:PV-005198226217;76:07600:0:PV-005198349507;
CN1CCCC1=O,10935,76:07600:0:PV-003397969573;76:07600:0:PV-005198270022;76:07600:0:PV-005198270023;
Cc1cccc(=O)n1C,642,76:07600:0:PV-003397969591;76:07600:1:PV-002845983026;76:07600:4:PV-003398106817;
Oc1cccc2c1CCC2,386,76:07600:0:PV-003397969591;76:07600:0:PV-002261350796;76:07600:1:PV-002364855077;
O=C1CCCn2nccc21,85,76:07600:0:PV-003397969604;76:07600:5:PV-002157861063;76:07602:1:PV-003398697361;
Cn1ncc2ncncc21,101,76:07600:0:PV-002845968533;76:07600:0:PV-003397993106;76:07600:8:PV-002846082354;
Clc1cccc(Cl)c1,14053,76:07600:0:PV-002845968533;76:07600:0:PV-003397971127;76:07600:0:PV-005198284995;
Cc1cc(=O)cc[nH]1,559,76:07600:0:PV-003397969613;76:07600:2:PV-001977496665;76:07600:2:PV-002846001291;
c1cnc2c(c1)CCC2,2366,76:07600:0:PV-002845968571;76:07600:0:PV-003397974364;76:07600:1:PV-002845981290;
C1CCC2(CC1)CCCN2,647,76:07600:0:PV-003397969720;76:07600:2:PV-002106108363;76:07600:5:PV-003398155065;
Clc1cn[nH]c1,16179,76:07600:0:PV-002364852623;76:07600:0:PV-005198339224;76:07600:0:PV-002845970364;
O=S1(=O)CCc2ccccc21,690,76:07600:0:PV-002364852623;76:07600:0:PV-002468348455;76:07600:2:PV-002364856091;
Cc1ncccc1N,1237,76:07600:0:PV-002845968591;76:07600:5:PV-002846032926;76:07600:5:PV-003398149068;
FC1CCCCC1,8002,76:07600:0:PV-003397969738;76:07600:0:PV-005198237624;76:07600:0:PV-005198237625;
c1cnccn1,21204,76:07600:0:PV-000584330049;76:07600:0:PV-000489627558;76:07600:0:PV-000425421760;
c1ncncn1,249,76:07600:0:PV-002209597350;76:07600:5:PV-002468358012;76:07600:9:PV-002313118600;
O=C1Cc2ccccc2N1,1473,76:07600:0:PV-002261349965;76:07600:0:PV-005198286834;76:07600:1:PV-002845982062;
c1cc2[nH]cnc2cn1,585,76:07600:0:PV-002261349965;76:07600:3:PV-002846007711;76:07600:3:PV-001982955671;
Cc1cnco1,13277,76:07600:0:PV-002845968631;76:07600:0:PV-003397969793;76:07600:0:PV-005198250399;
CC1CCCC1,19630,76:07600:0:PV-002845968631;76:07600:0:PV-003397969793;76:07600:0:PV-003397970100;
C1CCC2(C1)CNC2,2913,76:07600:0:PV-002845968642;76:07600:0:PV-003397973777;76:07600:1:PV-002845980888;
CC1CC=C(Cl)CC1,651,76:07600:0:PV-003397969849;76:07600:1:PV-003398001998;76:07600:2:PV-003398025778;
O=C1CCCCn2nccc21,47,76:07600:0:PV-002845968659;76:07600:0:PV-002845968660;76:07600:0:PV-005198374304;
c1ccn2nccc2c1,5234,76:07600:0:PV-003397969868;76:07600:0:PV-005198255982;76:07600:0:PV-002845969845;
c1ccc2c(c1)NCCN2,271,76:07600:0:PV-003397969901;76:07600:9:PV-003398281676;76:07600:9:PV-003398294601;
Cc1sc(C)c2sccc12,146,76:07600:0:PV-002845968675;76:07600:1:PV-002845986670;76:07600:3:PV-005198644194;
Cc1ccn[nH]1,21321,76:07600:0:PV-000515067836;76:07600:0:PV-003397969976;76:07600:0:PV-003397970648;
Cn1ccnc1Cl,1927,76:07600:0:PV-001636525756;76:07600:0:PV-001627826152;76:07600:0:PV-005198231639;
CC1CC(C)NCCN1,576,76:07600:0:PV-003397969997;76:07600:1:PV-003398008669;76:07600:1:PV-003398019844;
C1CCC2(CC1)CCC2,3415,76:07600:0:PV-003397970003;76:07600:0:PV-003397970004;76:07600:0:PV-002106104362;
c1ccc2[nH]cnc2c1,6146,76:07600:0:PV-002845968710;76:07600:0:PV-001975924805;76:07600:0:PV-005198268272;
c1occ2c1CCC2,969,76:07600:0:PV-002845968726;76:07600:0:PV-002845968727;76:07600:0:PV-002845968728;
Cc1cn[nH]c(=O)c1,1499,76:07600:0:PV-003397970092;76:07600:2:PV-003398048228;76:07600:2:PV-003398048229;
Cn1cnc2cnccc21,354,76:07600:0:PV-003397970112;76:07600:4:PV-002106111585;76:07600:5:PV-002416611159;
Cc1csc2ncn(C)c(=O)c12,10,76:07600:0:PV-002845968791;76:07610:0:PV-003401403395;76:07616:9:PV-005215546281;
Cc1cc2ncccn2n1,648,76:07600:0:PV-003397970172;76:07600:2:PV-002845995801;76:07600:4:PV-002571854803;
O=c1ccc2cc(Cl)ccc2[nH]1,30,76:07600:0:PV-002313099690;76:07604:7:PV-002846585354;76:07605:8:PV-002313219400;
Cc1ccnnc1,5915,76:07600:0:PV-003397970192;76:07600:0:PV-003397970193;76:07600:0:PV-003397970194;
C1NC2CC1C2,28137,76:07600:0:PV-003397970229;76:07600:0:PV-003397970819;76:07600:0:PV-003397971893;
Fc1ccn[nH]1,6635,76:07600:0:PV-003397970229;76:07600:0:PV-003397972229;76:07600:0:PV-003397972230;
O=C1NCCN1,11203,76:07600:0:PV-003397970262;76:07600:0:PV-003397970263;76:07600:0:PV-005198228956;
Fc1ccco1,5792,76:07600:0:PV-003397970285;76:07600:0:PV-005198327331;76:07600:0:PV-005198327332;
C1=Cc2ccccc2CC1,506,76:07600:0:PV-003397970445;76:07600:3:PV-003398073982;76:07600:5:PV-003398147163;
C1CCCCNCCCC1,121,76:07600:0:PV-002845968902;76:07600:1:PV-003398013503;76:07600:9:PV-002846093277;
Clc1ccc(Cl)s1,3971,76:07600:0:PV-001641186547;76:07600:0:PV-005198248104;76:07600:0:PV-005198270790;
FC1(F)CCC2CC21,1491,76:07600:0:PV-003397970503;76:07600:0:PV-003397970504;76:07600:0:PV-003397970505;
CC1(O)CCNC1,488,76:07600:0:PV-003397970525;76:07600:5:PV-003398139871;76:07600:5:PV-003398139872;
CC1=CSCCO1,2626,76:07600:0:PV-002845968922;76:07600:0:PV-005198250399;76:07600:0:PV-002845970003;
CC1CCC(=O)N1,3870,76:07600:0:PV-003397970532;76:07600:0:PV-003397970533;76:07600:0:PV-003397970534;
CC1CC1F,11032,76:07600:0:PV-003397970648;76:07600:0:PV-003397970933;76:07600:0:PV-005198357239;
OC1CCCNC1,30046,76:07600:0:PV-003397970664;76:07600:0:PV-005198240963;76:07600:0:PV-005198240964;
Cc1cc(C)[nH]n1,5230,76:07600:0:PV-003397970664;76:07600:0:PV-005198337041;76:07600:0:PV-003397985283;
Cc1c[nH]nc1C,289,76:07600:0:PV-002106103353;76:07600:0:PV-002364852732;76:07600:6:PV-003398181162;
O=c1ccoc2cc(Cl)ccc12,64,76:07600:0:PV-002106103353;76:07604:9:PV-003399641160;76:07605:2:PV-003399748937;
OC1CCNCC1,14689,76:07600:0:PV-003397970689;76:07600:0:PV-003397971135;76:07600:0:PV-005198281358;
O=c1ccnc2sccn12,108,76:07600:0:PV-002520094800;76:07600:1:PV-003398016863;76:07600:3:PV-002106110055;
Cc1csc2nccn12,768,76:07600:0:PV-002845969028;76:07600:9:PV-001638810271;76:07600:9:PV-002846097900;
Cc1ccno1,21154,76:07600:0:PV-001575334149;76:07600:0:PV-005198364363;76:07600:0:PV-005198364364;
FC1(F)CCCCC1,5015,76:07600:0:PV-003397970773;76:07600:0:PV-003397970774;76:07600:0:PV-003397970775;
c1cn[nH]n1,8675,76:07600:0:PV-003397970790;76:07600:0:PV-005198285131;76:07600:0:PV-005198325480;
C1CC2CCCC(C1)N2,593,76:07600:0:PV-001672207460;76:07600:0:PV-002845971281;76:07600:1:PV-000537435315;
CC1(C)CNC1,2994,76:07600:0:PV-003397970819;76:07600:1:PV-003398000593;76:07600:1:PV-003398020727;
CC1CNc2ccccc21,259,76:07600:0:PV-002845969036;76:07600:0:PV-002845972877;76:07600:0:PV-002845972878;
Oc1cc(F)cc(F)c1,386,76:07600:0:PV-002845969036;76:07600:6:PV-002846050060;76:07600:7:PV-002571859493;
CN1CCNc2ccc(Cl)cc21,83,76:07600:0:PV-003397970827;76:07600:0:PV-005198338277;76:07600:5:PV-002846037371;
CC1(C)CNCCO1,4436,76:07600:0:PV-003397970886;76:07600:0:PV-005198382048;76:07600:0:PV-005198382049;
Cn1nccc1F,4965,76:07600:0:PV-003397970898;76:07600:0:PV-003397970899;76:07600:0:PV-003397970900;
C1CC2(C1)CCNC2,7662,76:07600:0:PV-003397970933;76:07600:0:PV-003397976908;76:07600:0:PV-003397983592;
O=c1[nH]ccc2cccn12,207,76:07600:0:PV-002845969072;76:07600:1:PV-005198382931;76:07601:4:PV-002846164347;
CC1=NNCC1,31,76:07600:0:PV-003397971027;76:07603:7:PV-005202069396;76:07604:1:PV-002468431469;
Cc1cn[nH]n1,7197,76:07600:0:PV-003397971051;76:07600:0:PV-000600897215;76:07600:0:PV-003397976673;
C1COCO1,13106,76:07600:0:PV-003397971051;76:07600:0:PV-003397972455;76:07600:0:PV-005198249273;
Cc1cnoc1,18423,76:07600:0:PV-003397971054;76:07600:0:PV-003397971318;76:07600:0:PV-002845969596;
C1NCC2CNCC12,5084,76:07600:0:PV-001720339340;76:07600:0:PV-005198309406;76:07600:0:PV-003397975887;
O=C1CCNC(=O)N1,2922,76:07600:0:PV-000491133384;76:07600:0:PV-003397981328;76:07600:1:PV-002845978976;
c1ccc2sncc2c1,3073,76:07600:0:PV-002845969190;76:07600:0:PV-002364853019;76:07600:0:PV-002845977788;
c1ccn2ccnc2c1,6957,76:07600:0:PV-001623888022;76:07600:0:PV-001632588625;76:07600:0:PV-001411640614;
Cc1cccc2cnccc12,214,76:07600:0:PV-002416601379;76:07600:0:PV-003397978836;76:07600:8:PV-002846084797;
C1CCC2CC2CC1,2064,76:07600:0:PV-002416601379;76:07600:0:PV-003397980458;76:07600:0:PV-003397980914;
C1C2CC3CC1CC(C2)C3,347,76:07600:0:PV-002845969228;76:07600:1:PV-001131296035;76:07600:3:PV-002846016789;
Fc1cncnc1,4304,76:07600:0:PV-003397971291;76:07600:1:PV-003397999091;76:07600:1:PV-003398001742;
C1CCC2(CC1)CCCCNC2,79,76:07600:0:PV-002845969304;76:07600:1:PV-002845978746;76:07602:3:PV-002846277692;
c1cc2cc[nH]c2cn1,1661,76:07600:0:PV-002209597449;76:07600:2:PV-003398043388;76:07600:2:PV-003398055837;
C1CC2CC1CN2,16502,76:07600:0:PV-003397971488;76:07600:0:PV-005198230996;76:07600:0:PV-005198246548;
Cc1ccncc1C,2173,76:07600:0:PV-003397971507;76:07600:0:PV-003397971508;76:07600:0:PV-003397971510;
FC12CC(C1)C2,3032,76:07600:0:PV-003397971569;76:07600:0:PV-003397972126;76:07600:0:PV-003397973016;
O=C1NCCc2occc21,170,76:07600:0:PV-002313099777;76:07600:0:PV-002468347690;76:07600:1:PV-005198388045;
c1cn2c(n1)CNCCC2,327,76:07600:0:PV-002845969346;76:07600:2:PV-002845990829;76:07600:2:PV-002845996439;
CC1(C)CCOC1,4457,76:07600:0:PV-002209597458;76:07600:0:PV-003397974132;76:07600:0:PV-002845970422;
Cc1nc2ccccc2[nH]1,979,76:07600:0:PV-000499678555;76:07600:0:PV-002845972405;76:07600:3:PV-002106109443;
OC1CCC2CNCC2C1,197,76:07600:0:PV-003397971682;76:07600:3:PV-003398089715;76:07600:3:PV-003398089716;
Fc1cccc2nn[nH]c12,229,76:07600:0:PV-002845969383;76:07600:1:PV-002845985748;76:07600:7:PV-003398201159;
Cn1cc2ccccc2n1,1401,76:07600:0:PV-003397971706;76:07600:4:PV-003398112680;76:07600:4:PV-005198699422;
c1ccc2nnccc2c1,767,76:07600:0:PV-002845969435;76:07600:2:PV-002416606397;76:07600:6:PV-005198915714;
Fc1ccc(F)c2ncccc12,96,76:07600:0:PV-002845969440;76:07601:3:PV-002846137136;76:07602:3:PV-002846269750;
Cn1c(=O)oc2ccccc21,518,76:07600:0:PV-002571845795;76:07600:0:PV-005198367126;76:07600:4:PV-003398130117;
CC1CCCC1O,500,76:07600:0:PV-002845969465;76:07600:4:PV-003398115982;76:07600:4:PV-005198749592;
Cc1ncnn1C,2342,76:07600:0:PV-003397971939;76:07600:0:PV-003397971940;76:07600:0:PV-005198242055;
C1CC2CNCC2CN1,6247,76:07600:0:PV-003397971939;76:07600:0:PV-003397971940;76:07600:0:PV-003397980883;
C1CCC2(CNC1)CNC2,919,76:07600:0:PV-002845969471;76:07600:0:PV-002845972604;76:07600:2:PV-002846000132;
c1ccc2occc2c1,6972,76:07600:0:PV-003397971981;76:07600:0:PV-005198325835;76:07600:0:PV-002845976019;
C1CC2CNCC2C1,6753,76:07600:0:PV-003397972103;76:07600:0:PV-005198265704;76:07600:0:PV-003397978047;
C1CCC2CNCC2CC1,116,76:07600:0:PV-003397972107;76:07602:0:PV-003398658367;76:07602:1:PV-002846245443;
CC12CCC(CO1)C2,1067,76:07600:0:PV-003397972181;76:07600:0:PV-003397972182;76:07600:0:PV-003397972183;
CC1OCCC1F,423,76:07600:0:PV-002845969594;76:07600:0:PV-005198378774;76:07600:6:PV-004004883246;
c1ccc2nonc2c1,2389,76:07600:0:PV-002845969642;76:07600:1:PV-003398016741;76:07600:1:PV-001929830083;
O=S1(=O)C=CCCC1,865,76:07600:0:PV-002364852782;76:07600:3:PV-005198567416;76:07600:3:PV-003398080732;
O=c1[nH]ccc2ccccc12,1062,76:07600:0:PV-002571845827;76:07600:2:PV-002845998038;76:07600:5:PV-002157861085;
