fragment_smiles,occurences,example_ligands
Cc1cnccn1,6003,91:09100:0:Z2960875577;91:09100:0:Z4026348975;91:09100:0:Z1782338997;
NC1C2CNC1C(O)C2,91,91:09100:2:Z3807698328;91:09101:4:Z3799708315;91:09102:5:Z3799720017;
Nc1ccc2c(n1)CCCC2,144,91:09100:2:Z4126866920;91:09101:8:Z4129384653;91:09102:0:Z4126847328;
CC1CNCC1N,236,91:09100:2:Z4054183390;91:09100:2:Z4054987642;91:09100:5:Z2378666237;
CC1CCC(=O)C1,196,91:09100:2:Z3194847637;91:09100:4:Z3354861049;91:09101:4:Z3076199807;
Fc1c(Cl)ccc2cc[nH]c12,90,91:09100:2:Z4023868840;91:09100:3:Z3047674013;91:09100:9:Z3625166688;
NC1CCC2CNCC2C1,128,91:09100:2:Z3889370775;91:09100:5:Z3889363308;91:09102:6:Z3868980400;
CC1(C)OC2C3CCC(C3)C2O1,226,91:09100:2:Z4112904340;91:09100:4:Z4492907326;91:09101:7:Z4186449206;
CC1CNCC2(CCCCC2)O1,218,91:09100:2:Z2504532860;91:09100:4:Z2495343439;91:09102:3:Z3094980130;
OC1COC2CC1C2,115,91:09100:2:Z4455398228;91:09100:8:Z4478354238;91:09102:0:Z4465941268;
C1CC2CNCC(CN1)C2,167,91:09100:2:Z5043301415;91:09100:4:Z5038035130;91:09100:4:Z5039729273;
OC1CNCC2(CC2)CC1O,303,91:09100:2:Z4401513782;91:09100:2:Z4269762283;91:09100:3:Z4252546456;
Cc1ccc2cccc(F)c2n1,262,91:09100:2:Z2478508417;91:09100:6:Z4572139947;91:09101:2:Z2473957947;
O=C1CNCC2CCCCN12,319,91:09100:2:Z3679945718;91:09100:4:Z3656919586;91:09101:0:Z3655861219;
CN1C(=O)CNCc2ccccc21,265,91:09100:2:Z4412596433;91:09100:6:Z3517590537;91:09101:2:Z2691254323;
C1=Cc2ccccc2CC1,558,91:09100:2:Z3583340274;91:09100:5:Z4145161594;91:09100:6:Z2044589682;
OC12CCNCC1C2,245,91:09100:2:Z3701630730;91:09100:2:Z3820013104;91:09100:7:Z2621427807;
NC1CNCC12CCOCC2,285,91:09100:2:Z4055194245;91:09100:3:Z3364196773;91:09101:0:Z4429605043;
CC1CCCc2[nH]ncc21,321,91:09100:2:Z4643711696;91:09100:3:Z2915631408;91:09100:5:Z2922744642;
FC1(F)CC2(CCOC2)C1,671,91:09100:2:Z4643711696;91:09100:2:Z4909221128;91:09100:3:Z4879334790;
Cc1cnc2c(c1)NCCN2,129,91:09100:2:Z2692081689;91:09100:5:Z2915671720;91:09100:8:Z2692072904;
CC1CN(C)CCN1,197,91:09100:2:Z5033801352;91:09100:6:Z2917162830;91:09100:7:Z2302471693;
OC1CNCC1O,350,91:09100:2:Z5033801352;91:09100:9:Z1590984235;91:09100:9:Z2708949525;
FC1CC2CCC(C1)N2,234,91:09100:2:Z4403643683;91:09101:2:Z4466127377;91:09101:4:Z4466132450;
Oc1cncnc1,81,91:09100:2:Z5040033108;91:09100:8:Z4187993680;91:09107:0:Z5012649808;
C1CNC2CC2N1,148,91:09100:2:Z2962416244;91:09101:4:Z2962414226;91:09101:6:Z2954163995;
Cc1cnc2ncnn2c1,276,91:09100:2:Z2803396117;91:09100:2:Z2641660529;91:09100:2:Z2623650568;
c1cnn2cccc2c1,461,91:09100:2:Z4123051616;91:09100:3:Z3060140089;91:09100:3:Z3060888750;
O=C1CC2(CNC2)C(O)CN1,192,91:09100:2:Z2995164170;91:09100:3:Z4304562714;91:09101:5:Z2989326043;
Oc1ccc(Cl)cc1,577,91:09100:2:Z2924033166;91:09100:3:Z4771170056;91:09100:5:Z2870967040;
Cc1ccc2c(c1)OCCN2,230,91:09100:2:Z1420212985;91:09100:4:Z2955488806;91:09100:5:Z1883359551;
Cc1sc2nccc(=O)n2c1C,294,91:09100:2:Z4833080074;91:09100:8:Z3624822267;91:09101:0:Z2232061613;
CC1CC2CCC(C1)S2(=O)=O,206,91:09100:2:Z3569970323;91:09100:3:Z3638636551;91:09101:0:Z4051555338;
Fc1ccoc1,134,91:09100:2:Z4021611661;91:09100:7:Z4020831952;91:09101:4:Z4020299890;
N=S1(=O)CCCCC1,483,91:09100:2:Z4325647588;91:09100:4:Z3837877422;91:09100:5:Z3509276908;
C1CCC2CCC2C1,578,91:09100:2:Z4577793201;91:09100:5:Z4079482052;91:09100:6:Z3622704628;
FC1CNCCOC1,202,91:09100:2:Z4079984839;91:09100:8:Z4071093768;91:09101:8:Z4080061342;
CN1CC2NCCCC2C1=O,379,91:09100:2:Z4735741013;91:09100:6:Z4783135571;91:09100:8:Z4735773035;
Cc1cncnc1Cl,153,91:09100:2:Z3561345410;91:09100:3:Z2763767556;91:09101:0:Z4026412569;
Cc1cc(C)c2c(c1)NCC2,190,91:09100:2:Z2818795796;91:09100:6:Z1298189520;91:09101:6:Z2067551673;
O=S1(=O)CCC2CCC1C2,335,91:09100:2:Z3573577274;91:09100:2:Z3581675788;91:09100:3:Z3563023266;
Cc1ccc2nc(C)cn2c1,157,91:09100:2:Z4484835982;91:09100:9:Z4491674472;91:09101:2:Z4484632969;
Cc1ncnn1C,315,91:09100:2:Z5046774041;91:09100:3:Z4095859438;91:09100:5:Z2229686044;
FC1CCC2CCC12,198,91:09100:2:Z4610706558;91:09100:3:Z4610646768;91:09101:7:Z4611039928;
Cn1ncccc1=O,655,91:09100:2:Z90775526;91:09100:2:Z794582098;91:09100:2:Z3086841194;
N=c1[nH]ccs1,89,91:09100:2:Z90775526;91:09101:4:Z1389319723;91:09103:0:Z3556898825;
Clc1cc2c(s1)CCC2,174,91:09100:2:Z2180816931;91:09101:6:Z1611959812;91:09102:7:Z4157287667;
OC1CNCCNC1,270,91:09100:2:Z3139133184;91:09100:3:Z3347197733;91:09100:4:Z3044606909;
c1cc2c(s1)CNCC2,1154,91:09100:2:Z3385029339;91:09100:3:Z4573416671;91:09100:4:Z4059060975;
Cc1cnc2ccccc2n1,618,91:09100:2:Z2217734213;91:09100:4:Z1883262295;91:09100:8:Z4492637696;
O=C1CC2(CNC2)CN1,503,91:09100:2:Z3199898102;91:09100:4:Z2058871120;91:09100:5:Z4886468113;
Oc1ncnc2ccccc12,61,91:09100:2:Z2158655429;91:09100:4:Z3367185633;91:09103:6:Z3634706202;
CC1(C)CNC2COCC2O1,387,91:09100:2:Z2477857481;91:09100:6:Z3589730653;91:09100:9:Z2477043209;
O=C1CCNC2CCCCN12,274,91:09100:2:Z3079540394;91:09100:4:Z4401390361;91:09100:9:Z4342940747;
OC1CCCCc2ccccc21,137,91:09100:2:Z2644603114;91:09101:7:Z2614965788;91:09102:5:Z4591421084;
Cc1ccc2c(c1)SCC2,249,91:09100:2:Z511266736;91:09100:3:Z3868211738;91:09100:4:Z1239664496;
c1nnc2n1NCCC2,108,91:09100:2:Z4270775935;91:09101:0:Z4270730277;91:09101:7:Z4270711461;
Cc1ncc2c(ncn2C)n1,74,91:09100:2:Z4342613842;91:09100:7:Z4342621730;91:09102:3:Z4342622836;
Cn1c(=O)[nH]c(=O)c2cccnc21,346,91:09100:2:Z1796387463;91:09100:3:Z1653013705;91:09100:3:Z1082838692;
C1CNCC2(C1)CCOC2,362,91:09100:2:Z2926939533;91:09100:3:Z2298572077;91:09100:3:Z4390429173;
c1cn2c(n1)CNCC2,1348,91:09100:2:Z4290525879;91:09100:2:Z4294176395;91:09100:6:Z3699277456;
CC1(F)CNC1,139,91:09100:2:Z1940352262;91:09100:9:Z1943738428;91:09101:9:Z1941075946;
Cc1cccc(C)c1O,761,91:09100:2:Z3661176041;91:09100:3:Z3105724280;91:09100:5:Z1247773886;
c1cc2cncnc2cn1,89,91:09100:2:Z3079518447;91:09100:6:Z3891344439;91:09101:1:Z3560150392;
CC1CN(C)c2ccccc2CN1,168,91:09100:2:Z3887892565;91:09100:4:Z3359708838;91:09100:5:Z2676836092;
Cc1cc2cncnc2[nH]1,74,91:09100:2:Z4991755644;91:09101:7:Z4991812115;91:09104:5:Z4991667537;
Cc1ncc2cn[nH]c2n1,324,91:09100:2:Z1449883242;91:09100:3:Z1205168974;91:09100:3:Z2217983073;
Cc1nnc2n1CCC2C,267,91:09100:2:Z4161552226;91:09101:2:Z4166373595;91:09101:3:Z3833534679;
C1CC2CC1C2,493,91:09100:2:Z5008879465;91:09100:4:Z4009870562;91:09100:4:Z5023657913;
Cc1cc(F)ccc1Cl,110,91:09100:2:Z1783336004;91:09100:4:Z2190207375;91:09100:7:Z3841601569;
C1CCC2(CCNC2)NC1,358,91:09100:2:Z3136433622;91:09100:6:Z3144556633;91:09100:9:Z3136436760;
Cc1sc(C)c2sccc12,60,91:09100:2:Z3578103676;91:09104:8:Z3402603393;91:09106:6:Z4271489071;
CC1(C)CCCC(C)(C)C1,263,91:09100:2:Z3441508736;91:09100:5:Z2589423590;91:09101:0:Z2639261048;
O=C1NC2CNCC1COC2,305,91:09100:2:Z3441508736;91:09100:4:Z3615129246;91:09100:7:Z3615128572;
O=C1NCCNC12CC2,127,91:09100:2:Z4041915834;91:09101:0:Z4041906406;91:09101:4:Z4041928861;
O=S1(=O)C2CCCC1CCC2,83,91:09100:2:Z4346118936;91:09102:2:Z4346013205;91:09104:1:Z4346282352;
Cc1csc(C)c1,566,91:09100:2:Z3723015283;91:09100:5:Z2907645438;91:09100:6:Z3637615388;
Cc1cc(=O)n2c(n1)NCC2,96,91:09100:2:Z1592206487;91:09104:2:Z4660205833;91:09109:4:Z1639474340;
Cc1nc2ncccc2[nH]1,62,91:09100:2:Z4225823386;91:09102:4:Z4222948587;91:09103:7:Z4227326470;
Oc1cccnn1,179,91:09100:2:Z3600307545;91:09100:3:Z4479405131;91:09100:8:Z3600328831;
Cc1ccc(C)c2c(C)coc12,154,91:09100:2:Z4591720252;91:09101:1:Z3856128384;91:09101:6:Z4961131919;
Fc1ccc2c(c1)CC1CC21,157,91:09100:2:Z2596253733;91:09101:0:Z2780429316;91:09101:0:Z2648059752;
CC1CC2CC12,242,91:09100:2:Z4694358443;91:09100:2:Z3578889985;91:09100:8:Z3551429864;
C1CC2(CCNC2)CN1,346,91:09100:2:Z2456240115;91:09100:3:Z2493642197;91:09100:5:Z2439154882;
C1CC2NCC3(CCOCC3)C2C1,195,91:09100:2:Z3356333515;91:09100:6:Z2306962102;91:09100:9:Z2836217913;
O=c1[nH]c(=O)c2cccnc2[nH]1,310,91:09100:2:Z4182085074;91:09100:3:Z1423106048;91:09100:4:Z1117771141;
O=C1CC2(CCNCC2)C(O)CN1,211,91:09100:2:Z3653797734;91:09101:1:Z3694560424;91:09101:4:Z3715700253;
Cc1ncc2c3c(sc2n1)CC(C)CC3,25,91:09100:2:Z1173810657;91:09104:9:Z1192172725;91:09107:3:Z1587738097;
Cc1cccc2c1CCC2,619,91:09100:2:Z4236651153;91:09100:4:Z4168669047;91:09100:4:Z4151095984;
OC1CC2(CNC2)n2ccnc21,99,91:09100:2:Z4262942606;91:09101:6:Z4262954321;91:09103:5:Z4262970855;
CC1(C)COCCCN1,123,91:09100:2:Z4518041324;91:09101:2:Z3711370052;91:09101:3:Z3711380345;
C1CCC2(CC1)CNC2,765,91:09100:2:Z4614545441;91:09100:3:Z4393477349;91:09100:3:Z2305151366;
Cc1ncncn1,162,91:09100:2:Z1449907144;91:09100:5:Z1724726072;91:09100:8:Z4234465415;
CC1CSCCCN1,128,91:09100:2:Z2968363071;91:09100:3:Z2996034901;91:09100:7:Z2974486017;
Cc1ccc(F)cc1C,240,91:09100:2:Z5043684599;91:09100:6:Z3842767029;91:09100:7:Z5045350163;
C1CNC2CNCC2C1,494,91:09100:2:Z4056030460;91:09100:3:Z3347157632;91:09100:6:Z4203728248;
C1=NOC2OCCC12,87,91:09100:2:Z4643938440;91:09101:4:Z4644113569;91:09101:4:Z4644117067;
c1cc2c3c(cccc3c1)CCC2,74,91:09100:2:Z4000847632;91:09100:5:Z2772279719;91:09104:5:Z2884973521;
Clc1cccc2sccc12,63,91:09100:2:Z2723339808;91:09102:6:Z1129781798;91:09102:7:Z1324801542;
OC12CCNCC1COCC2,375,91:09100:2:Z4964023649;91:09100:6:Z4478434161;91:09100:9:Z4451553858;
Cc1cccc2ccn(C)c12,155,91:09100:2:Z3701839589;91:09100:3:Z3645806941;91:09102:2:Z3645808352;
NC1CCc2nccn2C1,193,91:09100:2:Z3794084337;91:09100:5:Z4422288230;91:09100:5:Z3795231755;
Cc1cc(F)c2c(c1)CCCN2,96,91:09100:2:Z817473520;91:09105:6:Z4391208773;91:09105:7:Z4381180721;
Cc1cc(=O)n2nccc2[nH]1,282,91:09100:2:Z1334611418;91:09100:2:Z2178207009;91:09100:2:Z2177932130;
Cc1csc2nccn12,754,91:09100:2:Z3909855241;91:09100:4:Z2770039836;91:09100:7:Z1566575936;
OC1CNOC1,78,91:09100:2:Z5000930354;91:09100:2:Z4227730673;91:09101:6:Z3554583673;
CC1(C)CCc2[nH]c(=O)ccc2C1,205,91:09100:2:Z3606672058;91:09101:1:Z4055635617;91:09101:2:Z1549753387;
Cn1nc(Cl)cc1Cl,216,91:09100:2:Z4475494656;91:09100:7:Z2698237911;91:09101:0:Z2703688699;
CN1CCNC(=O)C1,225,91:09100:2:Z1629462761;91:09100:8:Z4973398537;91:09102:8:Z1632329680;
C1=NCCS1,835,91:09100:2:Z2097015788;91:09100:5:Z4959524517;91:09100:6:Z2097022064;
O=C1NCCc2cc(F)ccc21,221,91:09100:2:Z3587526722;91:09100:2:Z3547745875;91:09100:5:Z3201262325;
C1CC2(CCS1)CNC2,393,91:09100:2:Z4294322890;91:09100:5:Z3057077220;91:09101:0:Z4118300838;
Cc1n[nH]c(O)n1,209,91:09100:2:Z3628055578;91:09100:8:Z4023070188;91:09101:2:Z4491130640;
Clc1cc(Cl)c2c(c1)C=CCO2,39,91:09100:2:Z4404236311;91:09100:7:Z3365387630;91:09111:3:Z1898397866;
O=c1cn[nH]c2ccccc12,657,91:09100:2:Z1229774280;91:09100:5:Z4170571872;91:09100:5:Z2004094773;
CC1CCCC2(C1)OCCO2,48,91:09100:2:Z3639340063;91:09100:3:Z3639277987;91:09103:1:Z3639782253;
Clc1cc(Cl)cc(Cl)c1,235,91:09100:2:Z2488460593;91:09100:2:Z1371202229;91:09100:2:Z1933600654;
CC1CC2CNCCN2C1,252,91:09100:2:Z4489885016;91:09100:3:Z4034787687;91:09100:5:Z4071742926;
Cn1ncc2c(N)ncnc21,89,91:09100:2:Z1883331379;91:09100:2:Z1883137839;91:09100:5:Z1958481583;
O=S1(=O)NC=Nc2ccccc21,212,91:09100:2:Z1828183331;91:09100:7:Z2371206679;91:09102:5:Z3521738661;
O=C1CC2CCC(C1)N2,271,91:09100:2:Z2198347757;91:09100:4:Z2624248761;91:09100:4:Z2823166947;
C1OCC2CC12,1709,91:09100:2:Z4142029006;91:09100:4:Z2473656147;91:09100:4:Z2868685900;
NC1CCC12CC2,72,91:09100:2:Z4060313260;91:09101:0:Z3796175188;91:09102:1:Z3807125122;
OC1CCNc2ccccc2C1O,133,91:09100:2:Z5047817882;91:09100:8:Z5060432622;91:09102:7:Z5054458095;
CN1CCNC(C)(C)C1,220,91:09100:2:Z4267879929;91:09101:1:Z1556842488;91:09101:4:Z3795066714;
c1cc2c3c(c1)CCNCC3CCC2,72,91:09100:2:Z2640254696;91:09100:6:Z4376476405;91:09101:8:Z2829139982;
O=c1[nH]ccc2ccc(Cl)cc12,159,91:09100:2:Z4913398766;91:09100:4:Z4350706804;91:09100:7:Z4350824486;
c1cc2c(cn1)CCCN2,529,91:09100:2:Z4230935711;91:09100:5:Z4230935344;91:09100:6:Z4359364715;
c1ccc2c(c1)CNC1CC2C1,17,91:09100:2:Z4177071334;91:09108:0:Z3660695648;91:09110:1:Z3660368891;
Cc1cn2ccnc2s1,574,91:09100:2:Z2779970826;91:09100:8:Z2770305558;91:09100:8:Z3554720320;
CN1CCCNc2ccccc21,241,91:09100:2:Z4126508695;91:09100:4:Z1239379228;91:09100:6:Z1816732967;
Cc1ccc(O)nc1,144,91:09100:2:Z4241808661;91:09100:3:Z4256227558;91:09101:7:Z3165211073;
OC1CCC2CCNC12,481,91:09100:2:Z4158251862;91:09100:2:Z4158248762;91:09100:9:Z2807938823;
CC1CCNCC(C)O1,348,91:09100:2:Z2623943323;91:09100:6:Z4383989013;91:09101:0:Z2646384736;
Fc1ccc2ncnn2c1,122,91:09100:2:Z1779236804;91:09101:0:Z1538166859;91:09101:1:Z4279362417;
O=S1(=O)CCNCCCCCN1,235,91:09100:2:Z3605427626;91:09100:6:Z3404542014;91:09103:1:Z3407961862;
c1ccc2c(c1)CCC1(CCNC1)O2,254,91:09100:2:Z4115699195;91:09101:1:Z2178303512;91:09101:6:Z2178701383;
Fc1cccc2ccsc12,51,91:09100:2:Z1376540989;91:09103:3:Z5054350631;91:09103:8:Z1376531830;
CN1CCNCCC12CCOCC2,324,91:09100:2:Z4294479160;91:09100:3:Z3043669243;91:09100:3:Z3042735668;
C1CC2CCCN2C1,1015,91:09100:2:Z4294479160;91:09100:3:Z4324379107;91:09100:3:Z1981705552;
FC1(F)CCNCC12CCOC2,386,91:09100:2:Z3079023181;91:09100:8:Z3870052455;91:09100:9:Z3559957481;
CC1(C)CCCCNC1,470,91:09100:2:Z4622238543;91:09100:5:Z1781618229;91:09100:5:Z4490009845;
CC1(C)CC(=O)c2ccc(=O)oc2C1,139,91:09100:2:Z3540154005;91:09101:8:Z3584060773;91:09103:0:Z3518799441;
Cc1sc2ncncc2c1C,641,91:09100:2:Z2925826340;91:09100:2:Z2305169215;91:09100:3:Z4595118568;
c1noc2c1CNCC2,776,91:09100:2:Z4308623497;91:09100:4:Z4575149008;91:09100:5:Z4089625001;
Fc1cccc2c1SCCC2,231,91:09100:2:Z3380751043;91:09100:6:Z2199288295;91:09101:1:Z4407607057;
O=S1(=O)CCNCCCCN1,302,91:09100:2:Z4130123409;91:09100:9:Z3713494987;91:09101:0:Z3660578981;
Cc1cccc2c1OCC2,260,91:09100:2:Z2275767405;91:09100:2:Z2275693052;91:09100:2:Z2267752378;
CC1Cc2cnccc2N1,169,91:09100:2:Z2691310466;91:09100:4:Z3203738651;91:09100:8:Z4126786012;
Fc1ccc2c(c1)NCCC2,476,91:09100:2:Z1250309559;91:09100:2:Z4132711011;91:09100:2:Z4132712602;
Cc1cc(C)c(C)cc1C,317,91:09100:2:Z4123004119;91:09100:8:Z2177397700;91:09101:1:Z1728200479;
CC1CCOCN1,69,91:09100:2:Z3055064954;91:09101:2:Z3055063261;91:09102:6:Z3055066770;
Cc1ccc(Cl)c(O)c1,68,91:09100:2:Z4250453409;91:09105:9:Z3841989339;91:09112:4:Z3938129999;
FC1(F)CCOC1,665,91:09100:2:Z3843343754;91:09100:2:Z3819222948;91:09100:7:Z4399280482;
FC1CC1(F)F,150,91:09100:2:Z4828763786;91:09100:8:Z4858601615;91:09101:0:Z4824731186;
c1cc2c(o1)COC2,243,91:09100:2:Z3205240603;91:09100:4:Z3383876318;91:09100:8:Z3203771255;
C1CC2COCC2CO1,403,91:09100:2:Z3570363550;91:09100:4:Z3051801783;91:09100:5:Z3570356499;
CC1CCNCC1C,618,91:09100:2:Z4600907549;91:09100:3:Z4600908445;91:09100:3:Z2197882186;
c1[nH]nc2c1CNCCC2,299,91:09100:2:Z2608583859;91:09100:6:Z2608576025;91:09100:9:Z2630412951;
CC1(C)CCCS1,214,91:09100:2:Z3200435915;91:09101:1:Z3200447773;91:09102:3:Z3180043231;
Clc1cnc2c(c1)CCCN2,120,91:09100:2:Z4338748114;91:09100:3:Z4132300401;91:09101:9:Z4664470312;
Cc1cc(C)c2c(C)csc2n1,186,91:09100:2:Z1712904580;91:09100:5:Z3057616507;91:09100:7:Z1867214997;
OC1CNCC1F,144,91:09100:2:Z3316968090;91:09101:0:Z3175754726;91:09101:3:Z3060857772;
CN1CCCC2NCCC21,316,91:09100:2:Z2805084884;91:09100:4:Z2792722298;91:09100:4:Z2805083694;
Fc1ccc2c(c1)CNC2,182,91:09100:2:Z3086610478;91:09100:6:Z5059814240;91:09100:9:Z4141281735;
CC1(C)CNCC(=O)N1,582,91:09100:2:Z3207770725;91:09100:4:Z3134766170;91:09101:6:Z3079652138;
Fc1cncc(Cl)c1,224,91:09100:2:Z4105338532;91:09100:7:Z1354373930;91:09101:0:Z2817911763;
OC1CCCNc2ccc(F)cc21,104,91:09100:2:Z4105338532;91:09100:5:Z2357889803;91:09100:6:Z3050662546;
C1CC2OCCC2CO1,455,91:09100:2:Z3501897731;91:09100:6:Z3994468945;91:09100:7:Z3315549522;
C1CC2(CCN1)OCC1CC12,182,91:09100:2:Z3844201521;91:09101:1:Z3907304046;91:09101:5:Z3778176275;
Cc1nc2cccnc2[nH]1,629,91:09100:2:Z3364157719;91:09100:2:Z1663295642;91:09100:5:Z4638530286;
c1cnc2nccnc2c1,751,91:09100:2:Z4915344860;91:09100:3:Z1801740145;91:09100:8:Z4883681132;
C1CC2(C1)CC21CC1,211,91:09100:2:Z4522458123;91:09100:9:Z4222103119;91:09101:2:Z4298746551;
O=S1(=O)CCC2(CC1)CNC2,467,91:09100:2:Z4118152232;91:09100:3:Z3438017337;91:09100:6:Z3615047989;
C1CC2CC(CO2)N1,224,91:09100:2:Z3594290618;91:09100:5:Z3594258845;91:09100:7:Z4109019648;
Cc1ncc2c(n1)CNC2,165,91:09100:2:Z3383136448;91:09101:2:Z4062652430;91:09102:2:Z3384271450;
C1=Cc2ccccc2CCC1,122,91:09100:2:Z3383136448;91:09101:0:Z3842313683;91:09102:6:Z3596567166;
CN1CCn2nccc2C1,880,91:09100:2:Z3987128737;91:09100:5:Z3601556368;91:09100:6:Z3517833394;
Clc1cnsc1,52,91:09100:2:Z4039886550;91:09101:6:Z3362232200;91:09102:3:Z3360566528;
O=C1CC2NCCCC2N1,363,91:09100:2:Z3621741239;91:09100:4:Z3614935088;91:09101:1:Z3597390935;
O=C1CCNCCCCCN1,348,91:09100:2:Z3205233148;91:09100:3:Z3099469463;91:09100:6:Z4150027112;
C1CC2OCCNC2CN1,643,91:09100:2:Z3321940631;91:09100:3:Z4215707183;91:09100:4:Z4215721315;
c1ccc2nnccc2c1,503,91:09100:2:Z2952457930;91:09100:7:Z3057697879;91:09100:8:Z4316478081;
CC1(O)CCNCC1,452,91:09100:2:Z4226093392;91:09100:3:Z1416744020;91:09100:6:Z2610604621;
O=C1CNCc2ccccc2N1,195,91:09100:2:Z4468153098;91:09100:9:Z2500773984;91:09101:0:Z3877625283;
O=c1nccc[nH]1,633,91:09100:2:Z3054556310;91:09100:5:Z4364981547;91:09100:6:Z3164815014;
FC1(F)CCC2CC1CN2,264,91:09100:2:Z3315540561;91:09101:4:Z3315539803;91:09101:5:Z3315541295;
CC1(C)C2CCCC1C2,17,91:09100:2:Z4193094715;91:09108:2:Z3592841475;91:09122:9:Z2927865265;
Cc1cccc(O)n1,561,91:09100:2:Z3503031116;91:09100:3:Z2187482969;91:09100:3:Z1609655252;
O=c1nccc(Cl)[nH]1,104,91:09100:2:Z3395401910;91:09100:2:Z5061273387;91:09104:0:Z2698716256;
Fc1ccc2c(c1)CCC1(CCCC1)O2,73,91:09100:2:Z3395401910;91:09100:2:Z5061273387;91:09109:4:Z5059794244;
CN1C(=O)CCOc2ccccc21,388,91:09100:2:Z3783333574;91:09100:2:Z3783294874;91:09100:3:Z3640837783;
FC12CCCC1CNC2,914,91:09100:2:Z4025245143;91:09100:4:Z3815947528;91:09100:6:Z4451954415;
C1CC2(C1)CC1(CNC1)C2,79,91:09100:2:Z4078262854;91:09100:3:Z4078263963;91:09103:8:Z4279205678;
Fc1cccc2c1C1(CCCC1)CN2,93,91:09100:2:Z3695267601;91:09101:4:Z1881424962;91:09102:1:Z2348560315;
Cc1coc2ccccc2c1=O,193,91:09100:2:Z3633256707;91:09100:5:Z3919375338;91:09100:9:Z3083913027;
CC1CNc2cc(Cl)ccc2SC1,13,91:09100:2:Z4670034447;91:09103:8:Z2453751887;91:09105:1:Z2672914599;
Fc1ccc2c(c1)NCCO2,197,91:09100:2:Z1952434673;91:09100:6:Z1882959006;91:09101:5:Z4112291575;
O=C1CC2(C1)CC1(CCC1)C2,210,91:09100:2:Z5044843387;91:09100:2:Z5055278987;91:09100:5:Z5043915651;
Cc1ccn2ncc(C)c2n1,79,91:09100:2:Z3391671390;91:09103:2:Z3392803397;91:09103:5:Z3393805734;
Oc1ccnc2c1CNCC2,272,91:09100:2:Z4777295302;91:09101:0:Z4249634442;91:09101:0:Z4602881377;
CC12CCCNC1COC2,255,91:09100:2:Z4370051074;91:09100:5:Z5048448785;91:09100:5:Z3910728433;
O=c1[nH]cnc2sc3c(c12)CCCCC3,20,91:09100:2:Z3638340815;91:09100:6:Z241538676;91:09105:3:Z3790510148;
CC1CC(=O)Nc2ccccc2S1,63,91:09100:2:Z3221861335;91:09100:3:Z4417741187;91:09101:2:Z4415296281;
Cc1c2ccccc2nn1C,285,91:09100:2:Z3595276066;91:09100:3:Z4018251953;91:09100:5:Z3175750142;
NC1CC2(C1)NCCN1CCCC12,74,91:09100:2:Z3040335250;91:09101:3:Z3384308552;91:09103:7:Z4055234104;
C1CCC2CCCC2CC1,87,91:09100:2:Z4022977325;91:09100:9:Z3360059090;91:09102:3:Z3511055052;
c1cc2n(c1)CCNC21CCC1,278,91:09100:2:Z3883885171;91:09101:9:Z4215207814;91:09103:1:Z4214586019;
O=c1cc2c(c[nH]1)COCC2,24,91:09100:2:Z4217068924;91:09101:6:Z4217069435;91:09103:2:Z4217070959;
CN1CCC2(CCCNC2)C1,240,91:09100:2:Z4303931085;91:09100:9:Z2640814807;91:09101:4:Z4996594285;
CC1CNCC(C)C1O,329,91:09100:2:Z2780282105;91:09100:5:Z2616093505;91:09100:6:Z2645349111;
CC1CNCCS(=O)C1,294,91:09100:2:Z3983365369;91:09100:9:Z4307498118;91:09101:0:Z4059972419;
C1=NOC2CCCCC12,417,91:09100:2:Z4110043125;91:09100:6:Z4186261427;91:09100:6:Z4029374633;
Cc1csc(Cl)c1,169,91:09100:2:Z1766005392;91:09100:7:Z2674497093;91:09101:0:Z2625568928;
c1cnc2nn[nH]c2c1,230,91:09100:2:Z2358078913;91:09100:7:Z3585753601;91:09100:7:Z2357774063;
C1CNC2(CCOC2)CN1,376,91:09100:2:Z3043545382;91:09100:4:Z4276701679;91:09100:8:Z3042540427;
CN1CCNCC12CCCCC2,132,91:09100:2:Z4062974257;91:09101:4:Z2774912540;91:09102:1:Z3356177552;
Fc1ccc2c(c1)CCC1(CCC1)O2,192,91:09100:2:Z3761958207;91:09100:2:Z3758861718;91:09100:2:Z3610597851;
Cc1ccc2c(cnn2C)n1,256,91:09100:2:Z3843753504;91:09100:5:Z4018976744;91:09100:6:Z3820007587;
NC1CCCc2c[nH]nc21,10,91:09100:2:Z2395985713;91:09102:9:Z2395986316;91:09115:6:Z2395985097;
C1CC2CCNCCC2C1,125,91:09100:2:Z4524176489;91:09101:6:Z4466022748;91:09102:3:Z4466030638;
FC1Cc2ccccc2C1,301,91:09100:2:Z3679609910;91:09101:0:Z2475461376;91:09101:2:Z2483909800;
Cc1c(Cl)cccc1Cl,164,91:09100:2:Z3815563419;91:09100:5:Z3621775946;91:09101:7:Z3040545681;
Cc1cc2nc[nH]c2cc1C,447,91:09100:2:Z4643368517;91:09100:3:Z2370303127;91:09100:5:Z3985706144;
CC1CNCCc2ccccc21,389,91:09100:2:Z3382998329;91:09100:5:Z2483735929;91:09100:7:Z2821114856;
C1CC2(C1)CC1(CCC1)C2,267,91:09100:2:Z3047475806;91:09101:2:Z3057462214;91:09101:8:Z4348865664;
CC1CNc2ncccc2C1,195,91:09100:2:Z4169973671;91:09102:0:Z4394039619;91:09102:1:Z4169981792;
