fragment_smiles,occurences,example_ligands
O=C1CCc2ccccc21,1240,510:51000:0:Z5007383886;510:51000:1:Z3572597168;510:51000:4:Z3436542144;
CN1CCc2ccccc2C1=O,1838,510:51000:0:Z1905245447;510:51000:1:Z1419760675;510:51000:2:Z1900894759;
Cc1nccc2c1OC(C)(C)OC2,308,510:51000:0:Z3524480256;510:51000:5:Z3049217619;510:51000:7:Z3049066366;
Cc1cc(N)[nH]n1,1053,510:51000:0:Z2069762415;510:51000:1:Z4087344279;510:51000:2:Z2066550334;
C1CC2CC2C1,509,510:51000:0:Z2772327530;510:51001:0:Z4012586583;510:51001:1:Z2780956212;
Cc1ccc2c(c1)CCCO2,971,510:51000:0:Z1960998205;510:51000:1:Z1952591048;510:51000:2:Z1259842177;
c1ccc2c(c1)NCCN2,1050,510:51000:0:Z3277758902;510:51000:1:Z2192921641;510:51000:2:Z2956222297;
O=S1(=O)CCc2ccccc21,2155,510:51000:0:Z1522124254;510:51000:0:Z1731727120;510:51000:0:Z1989676712;
CC1CC(O)CN1,73,510:51000:0:Z2914558124;510:51000:7:Z1823148922;510:51001:1:Z1823531960;
CN1CCCNCCC1,30,510:51000:0:Z4772648270;510:51003:8:Z4218397772;510:51006:8:Z4772647517;
C1CCc2[nH]nnc2C1,1178,510:51000:0:Z2072443486;510:51000:0:Z2228637219;510:51000:1:Z2498757726;
Cc1coc(C)c1,404,510:51000:0:Z2684957225;510:51000:2:Z2684952950;510:51000:8:Z2961030322;
CC1CNCC2(CCNCC2)O1,73,510:51000:0:Z3369173139;510:51000:3:Z3548153524;510:51001:3:Z3369180638;
Fc1cc(F)c2c(c1)CNCC2,255,510:51000:0:Z1444623099;510:51000:6:Z1864926163;510:51002:0:Z1442967554;
Clc1cc[nH]c1,1215,510:51000:0:Z2078209151;510:51000:1:Z2127706299;510:51000:3:Z816546064;
Cc1cccc2c1OCCC2,1438,510:51000:0:Z2044005669;510:51000:0:Z2044006784;510:51000:0:Z2044205845;
Fc1ccc2c(c1F)CCNC2,280,510:51000:0:Z4917828438;510:51000:2:Z1559338864;510:51000:2:Z1743424596;
CC1Sc2ccccc2NC1=O,435,510:51000:0:Z1204678024;510:51000:0:Z983233022;510:51000:0:Z1129813896;
c1noc2c1CCCC2,578,510:51000:0:Z815895750;510:51000:4:Z2141918590;510:51000:6:Z1510929122;
Cc1cc(=O)[nH]c2[nH][nH]c(=O)c12,133,510:51000:0:Z1576519839;510:51000:5:Z954424006;510:51000:7:Z954435416;
CC1Cc2ccc(F)cc2O1,307,510:51000:0:Z2140883408;510:51000:1:Z2110682945;510:51000:2:Z2121319833;
O=C1NCCOc2ccccc21,256,510:51000:0:Z3600778005;510:51001:3:Z3600765325;510:51001:6:Z2955986213;
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,746,510:51000:0:Z1165929323;510:51000:1:Z925899590;510:51000:3:Z1144994703;
C1CC2CCCC(C1)N2,896,510:51000:0:Z2207550455;510:51000:1:Z1456688720;510:51000:3:Z1255857794;
c1cnn2cccc2c1,367,510:51000:0:Z3471330652;510:51000:1:Z1842307398;510:51000:3:Z3723715507;
O=S1(=O)CCc2sccc2C1,187,510:51000:0:Z2077074309;510:51000:3:Z1426681096;510:51000:9:Z1511789583;
Clc1cccc2c1OCCCO2,1535,510:51000:0:Z164897548;510:51000:1:Z1584621965;510:51000:2:Z1173192381;
O=C1Cc2ccccc2N1,7672,510:51000:0:Z90676737;510:51000:0:Z1249088550;510:51000:1:Z4051678246;
Cn1c(=O)n(C)c2ccccc21,1936,510:51000:0:Z1729459601;510:51000:1:Z1003551722;510:51000:1:Z955350864;
c1ccc2nccnc2c1,6376,510:51000:0:Z2823532768;510:51000:0:Z2108686898;510:51000:0:Z3824406541;
CN1C(=O)COc2ccccc21,1899,510:51000:0:Z1424248854;510:51000:0:Z3834059418;510:51000:1:Z1277244832;
Cc1cnn2cnnc2c1C,204,510:51000:0:Z1958165425;510:51000:4:Z1470689138;510:51001:2:Z1470666469;
Cc1cccc2nccn12,1661,510:51000:0:Z1527771042;510:51000:1:Z4215302238;510:51000:2:Z2687388899;
Clc1ccc2c(c1)OCCCO2,810,510:51000:0:Z1348673463;510:51000:1:Z857206996;510:51000:2:Z195481642;
CC1CC2CCCCN2C1,13,510:51000:0:Z3191707552;510:51010:3:Z3185929216;510:51017:5:Z3187851804;
C1CC2(CCNC2)CN1,1208,510:51000:0:Z1694258034;510:51000:1:Z1693636336;510:51000:2:Z3668964226;
Cc1ccc(C)nc1,182,510:51000:0:Z1483022525;510:51001:1:Z3576051560;510:51001:4:Z1483016836;
c1cc2c(s1)CCC2,1654,510:51000:0:Z1130729191;510:51000:1:Z1437311274;510:51000:1:Z1903466211;
CC1CCC(=O)N1,3316,510:51000:0:Z1308076192;510:51000:0:Z1984077584;510:51000:1:Z4176483555;
OC1CC2CCC(C1)N2,971,510:51000:0:Z2859517578;510:51000:1:Z1550781109;510:51000:3:Z2199699046;
Cc1cn2ccccc2n1,896,510:51000:0:Z3898994594;510:51000:0:Z3668146031;510:51000:1:Z4325022056;
FC1CCNCC1,2475,510:51000:0:Z1984013304;510:51000:0:Z2020011664;510:51000:3:Z2017159141;
Cn1cnc2ccccc2c1=O,1914,510:51000:0:Z1623230965;510:51000:1:Z1669949596;510:51000:1:Z4113577061;
Cn1cnc2sccc2c1=O,106,510:51000:0:Z223074794;510:51002:4:Z201151596;510:51002:6:Z1651122569;
Cc1cc2ccccc2o1,723,510:51000:0:Z2910849115;510:51000:3:Z1645891437;510:51000:3:Z1683783020;
CC1CCc2ccsc2C1,285,510:51000:0:Z452262430;510:51000:4:Z729604560;510:51000:6:Z402043402;
CC1COc2ccccc21,673,510:51000:0:Z3467110832;510:51000:4:Z3371059383;510:51000:5:Z1368005287;
O=C1CC2OCCC2CN1,16,510:51000:0:Z3666326217;510:51003:3:Z3646347144;510:51003:5:Z3667673635;
CC1CS(=O)(=O)CCN1,61,510:51000:0:Z1246845888;510:51004:0:Z1246848048;510:51005:3:Z1246848533;
CC1CCN(C)CCN1,125,510:51000:0:Z2055783612;510:51000:2:Z1515292563;510:51000:4:Z1191984473;
O=c1[nH]cnc2[nH]ncc12,1856,510:51000:0:Z1900034393;510:51000:1:Z736876394;510:51000:1:Z1796750894;
Cc1cc(C)n(C)c(=O)c1,149,510:51000:0:Z4172899335;510:51001:3:Z4173322951;510:51002:2:Z4176714422;
c1ccc2c(c1)CCCc1nccn1-2,102,510:51000:0:Z4172899335;510:51002:8:Z2650088492;510:51003:5:Z2601886752;
Cc1nc2ccc(F)cc2nc1C,452,510:51000:0:Z1222675102;510:51000:1:Z779431834;510:51000:2:Z796705928;
c1cn2c(n1)SCC2,282,510:51000:0:Z1699082534;510:51000:5:Z1699101564;510:51000:6:Z1701505324;
Cc1cccn1C,842,510:51000:0:Z1985710571;510:51000:0:Z1985716351;510:51000:1:Z3724909727;
Cc1cnon1,352,510:51000:0:Z4984251380;510:51000:2:Z3534524108;510:51000:4:Z3723262592;
Cn1c2c(ccc1=O)CCCC2,224,510:51000:0:Z2642304794;510:51000:2:Z2477838168;510:51000:6:Z2475264545;
C1NCC2CNCC12,1445,510:51000:0:Z2849890905;510:51000:1:Z1961515195;510:51000:1:Z1961511516;
CC1(C)CCCO1,379,510:51000:0:Z1904568407;510:51000:2:Z1843886020;510:51000:3:Z3691094197;
Cn1ccc2c(c1=O)CCCC2,689,510:51000:0:Z1899900829;510:51000:1:Z1904030459;510:51000:2:Z1899873148;
CC1CC(=O)Nc2ccccc2N1,1719,510:51000:0:Z1971903184;510:51000:1:Z1878566881;510:51000:3:Z1350858964;
Cc1ccnc2ccccc12,2115,510:51000:0:Z1744228367;510:51000:1:Z4148240606;510:51000:1:Z1696489515;
C1CC2CC1CN2,603,510:51000:0:Z3084670771;510:51000:2:Z2965761797;510:51000:8:Z3180938990;
Cc1cccc2c(=O)[nH]cnc12,2752,510:51000:0:Z3509390464;510:51000:1:Z1368245849;510:51000:2:Z1219569892;
C1COC2(CN1)CNC2,875,510:51000:0:Z2231176316;510:51000:4:Z2231182836;510:51000:6:Z2214016398;
C1CC2(C1)COCCO2,36,510:51000:0:Z5062942288;510:51005:1:Z5024959244;510:51006:8:Z5019006062;
Cc1ccsn1,362,510:51000:0:Z2208784459;510:51000:9:Z1083695598;510:51001:0:Z972038580;
O=c1ncnc2[nH][nH]cc1-2,568,510:51000:0:Z1935040484;510:51000:2:Z1148474563;510:51000:3:Z1168129903;
c1csnn1,910,510:51000:0:Z1834961061;510:51000:1:Z1410028272;510:51000:3:Z1563780315;
Fc1cc2nc[nH]c2cc1F,1128,510:51000:0:Z1561109946;510:51000:1:Z952243584;510:51000:2:Z952199342;
CC1CCCO1,1144,510:51000:0:Z2286861367;510:51000:1:Z2444638305;510:51000:2:Z2189493033;
Cn1c(=O)n(C)c2ncccc21,391,510:51000:0:Z1507389816;510:51000:5:Z1907352966;510:51000:5:Z1729851813;
FC1(F)CCCNC1,992,510:51000:0:Z2145908628;510:51000:1:Z2232712929;510:51000:1:Z2149365352;
Cc1ccn(C)c1,171,510:51000:0:Z1786564809;510:51000:5:Z1906818331;510:51001:0:Z1786643074;
Oc1ccnc2ccccc12,1484,510:51000:0:Z1943639728;510:51000:1:Z415231564;510:51000:1:Z1127241157;
O=c1[nH]cnc2[nH]nnc12,81,510:51000:0:Z3342579173;510:51000:4:Z993968062;510:51000:8:Z3226405492;
CC1NCCOc2ccccc21,79,510:51000:0:Z2601660465;510:51000:2:Z1120708405;510:51001:4:Z1120707416;
Cc1cc(C)n2nc3ncccc3c2n1,651,510:51000:0:Z2069078534;510:51000:2:Z2072389001;510:51000:5:Z2072227428;
Clc1ccc2c(c1)CCO2,1309,510:51000:0:Z1426295160;510:51000:2:Z1935121948;510:51000:3:Z1848682503;
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,766,510:51000:0:Z785344436;510:51000:1:Z2205123679;510:51000:2:Z1615813502;
CN1CCC(=O)NC2CNCCC21,107,510:51000:0:Z4200331517;510:51000:4:Z4191132219;510:51000:7:Z4431727087;
Cc1nc[nH]n1,1325,510:51000:0:Z1264866977;510:51000:1:Z1172446672;510:51000:1:Z2188223718;
Cc1nc2ccccc2nc1C,546,510:51000:0:Z288148450;510:51000:1:Z1360940188;510:51000:4:Z2203745570;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,53,510:51000:0:Z1503766910;510:51001:2:Z1503741823;510:51002:2:Z1503936616;
C1CCN2CCOCC2C1,637,510:51000:0:Z1540520536;510:51000:4:Z1537713272;510:51000:6:Z2043946207;
O=C1COc2cc(F)ccc2N1,58,510:51000:0:Z3441919171;510:51001:2:Z3542289757;510:51002:2:Z3442967139;
CN1CCNCC1(C)C,726,510:51000:0:Z1995365010;510:51000:2:Z1994484745;510:51000:2:Z1996337205;
Fc1ccc(F)c2ncccc12,340,510:51000:0:Z2228932023;510:51000:3:Z2224091286;510:51000:3:Z2218087495;
Cc1nc2c(C)cccn2n1,99,510:51000:0:Z3650879116;510:51000:1:Z3665696714;510:51000:2:Z3668960167;
C1CC2NCCC2CN1,140,510:51000:0:Z3650879116;510:51001:1:Z3650909667;510:51001:5:Z4031332756;
c1cc2n(n1)CCCNC2,473,510:51000:0:Z3591993646;510:51000:3:Z3345370520;510:51000:8:Z3614886498;
CC1CCNCC1(F)F,103,510:51000:0:Z1862771216;510:51001:2:Z2026006992;510:51001:4:Z3133076706;
O=c1ccc2c([nH]1)CCNC2,215,510:51000:0:Z4229400957;510:51000:6:Z3592578526;510:51000:7:Z3612119415;
Clc1cccc2[nH]ccc12,223,510:51000:0:Z2222656036;510:51002:0:Z239823362;510:51003:2:Z2213484958;
CC1CCCOC1,542,510:51000:0:Z2608767323;510:51000:1:Z1870857601;510:51000:2:Z1872914064;
Cc1ccc2c(c1)ncn2C,959,510:51000:0:Z2020923872;510:51000:1:Z2020049288;510:51000:2:Z1712131194;
C1CC2CNCC12,771,510:51000:0:Z4192179900;510:51000:1:Z2616552271;510:51000:1:Z3816068295;
Cn1ncc2cncnc21,1070,510:51000:0:Z646184982;510:51000:1:Z946926474;510:51000:2:Z1529039349;
CC1CCNCC1F,12,510:51000:0:Z4773447746;510:51020:0:Z3324591337;510:51023:5:Z3302696587;
O=c1[nH]ccs1,1008,510:51000:0:Z2192817936;510:51000:3:Z1258855988;510:51000:3:Z395899180;
c1nnc2n1CCOC2,868,510:51000:0:Z1839969538;510:51000:1:Z3384392104;510:51000:2:Z1843389675;
Cc1ccc2c(=O)[nH]n(C)c2n1,424,510:51000:0:Z3138907653;510:51000:2:Z1158949927;510:51000:4:Z1191148003;
CC1CCCCCN1,64,510:51000:0:Z3138907653;510:51001:0:Z2185089485;510:51002:0:Z1205409448;
Nc1ncc2ccsc2n1,304,510:51000:0:Z338290556;510:51000:6:Z652349636;510:51000:8:Z298298742;
O=C1NCCNC12CC2,5,510:51000:0:Z4041918794;510:51057:2:Z4503893360;510:51060:2:Z4351028074;
O=c1[nH]cnc2c1CNC2,23,510:51000:0:Z4560094414;510:51002:8:Z4594998972;510:51005:4:Z4601577420;
CC1CNc2ccccc2NC1=O,626,510:51000:0:Z2800494835;510:51000:4:Z1879272497;510:51000:7:Z1264833250;
Clc1ccc(Cl)cc1,1722,510:51000:0:Z1694968853;510:51000:2:Z1302571758;510:51000:2:Z1620851739;
OC1CCC2CCC1N2,6,510:51000:0:Z4251485590;510:51003:7:Z4251484798;510:51011:0:Z4252172686;
O=C1CNCN1,1670,510:51000:0:Z1545974523;510:51000:1:Z1550687564;510:51000:1:Z1548120663;
Clc1ccc2cc[nH]c2c1,732,510:51000:0:Z953780284;510:51000:5:Z1157096193;510:51000:6:Z1055537882;
C1=NOC2(C1)CCNCC2,60,510:51000:0:Z3647640956;510:51000:1:Z2158594229;510:51000:1:Z3647646042;
Cc1cc(C)c2cn[nH]c2n1,895,510:51000:0:Z1175675939;510:51000:3:Z1165827081;510:51000:3:Z2669794158;
Cc1ccc2ccc(F)cc2n1,667,510:51000:0:Z1433024853;510:51000:2:Z421659060;510:51000:3:Z1255973968;
O=c1[nH]cnc2ccsc12,2104,510:51000:0:Z1365577704;510:51000:1:Z1245245720;510:51000:2:Z1139859789;
Oc1ccccc1Cl,387,510:51000:0:Z1960790600;510:51000:8:Z1669323501;510:51000:9:Z1890638444;
O=C1NCCNc2ccccc21,279,510:51000:0:Z1786285363;510:51000:5:Z5049981427;510:51000:5:Z1786278178;
Cc1nc2ncccn2n1,1349,510:51000:0:Z795003040;510:51000:1:Z1551159719;510:51000:1:Z442716960;
Cc1ccc(C)s1,1288,510:51000:1:Z1185233946;510:51000:2:Z1193764656;510:51000:2:Z1768807694;
O=C1CNC2CCCCC2N1,277,510:51000:1:Z3132066652;510:51000:7:Z1413612490;510:51001:0:Z1452443486;
Cn1nccn1,651,510:51000:1:Z3726027211;510:51000:2:Z4292138538;510:51000:3:Z2106942846;
Cc1coc2ccc(F)cc12,662,510:51000:1:Z1043024928;510:51000:2:Z838751388;510:51000:3:Z3721906187;
Cn1nccc1N,491,510:51000:1:Z1672878310;510:51000:9:Z3596305978;510:51001:5:Z3722454227;
Cc1ccc2cnccc2c1,110,510:51000:1:Z3007177146;510:51001:1:Z3907691173;510:51003:1:Z2982463648;
CC1OCCc2sccc21,270,510:51000:1:Z2170770339;510:51000:1:Z2180803419;510:51000:3:Z2175122986;
Cn1cnc2c1CCCC2,333,510:51000:1:Z5000061226;510:51000:2:Z5000029782;510:51000:4:Z5000086081;
Clc1cccc2ccccc12,430,510:51000:1:Z2101425310;510:51000:3:Z1803070787;510:51000:4:Z98562228;
Cc1nc2cc(F)c(F)cc2[nH]1,671,510:51000:1:Z1960489564;510:51000:2:Z1951653506;510:51000:3:Z1950493202;
CC1CCCCc2ccccc21,32,510:51000:1:Z4023207938;510:51000:6:Z4071345071;510:51003:1:Z3782675776;
c1nc2c(s1)CNCC2,803,510:51000:1:Z1329679851;510:51000:1:Z1322644346;510:51000:4:Z2149661791;
Clc1ccc2nccn2c1,1273,510:51000:1:Z1236801342;510:51000:1:Z1972390425;510:51000:2:Z1751485880;
C1CC2(C1)CCNCC2,488,510:51000:1:Z4183928849;510:51000:5:Z3716974110;510:51000:5:Z3778706604;
CN1CCc2[nH]c(=O)ccc2C1,220,510:51000:1:Z3606692633;510:51001:4:Z3434613484;510:51001:6:Z3570239609;
Cc1nsc2ncccc12,143,510:51000:1:Z1219078713;510:51000:1:Z982433214;510:51000:3:Z1360728159;
Clc1ccc2c(c1)CNCC2,209,510:51000:1:Z1538404438;510:51000:1:Z1818574678;510:51001:6:Z2232657587;
N=c1[nH]c2ccccc2[nH]1,30,510:51000:1:Z2233055890;510:51013:5:Z1873028677;510:51014:8:Z2320391603;
CN1Cc2ccccc2NC1=O,813,510:51000:1:Z4474733534;510:51000:1:Z1920387102;510:51000:2:Z1920365831;
O=C1NCC2CNCCC12,30,510:51000:1:Z3007259175;510:51000:1:Z3778320845;510:51006:2:Z3776588877;
CN1CCOc2ccccc21,729,510:51000:1:Z1321405831;510:51000:1:Z1321403978;510:51000:1:Z4985527610;
Cc1nn(C)c2ccccc12,368,510:51000:1:Z2190443730;510:51000:4:Z2190435499;510:51000:8:Z2190405535;
O=c1[nH]cc[nH]1,1511,510:51000:1:Z4600178742;510:51000:1:Z729505310;510:51000:3:Z1174613271;
Fc1ccc(F)c2c1CCCN2,105,510:51000:1:Z1497378420;510:51002:3:Z1886568054;510:51002:5:Z1420916607;
Cc1cc(C)n2nccc2n1,3129,510:51000:1:Z2044686856;510:51000:1:Z1643441294;510:51000:1:Z646237080;
c1ccc2c(c1)CCCCN2,1298,510:51000:1:Z4133018739;510:51000:1:Z1402232097;510:51000:1:Z1882983475;
O=c1cc2c(n[nH]1)CCCC2,323,510:51000:1:Z4302929005;510:51000:2:Z4303675518;510:51000:3:Z3060183928;
CC1Cc2ccccc2CN1,283,510:51000:1:Z1306242808;510:51000:3:Z1260484051;510:51000:6:Z1315503373;
Clc1cccc2c1OCCC2,237,510:51000:1:Z1779940940;510:51000:2:Z975305550;510:51000:8:Z1420888692;
Cc1ccccc1O,737,510:51000:1:Z1625513054;510:51000:1:Z1625489277;510:51000:2:Z1165534063;
O=C1NCCc2ccncc21,119,510:51000:1:Z3536441432;510:51001:6:Z3442490230;510:51002:2:Z3547072258;
c1ccn2nnnc2c1,987,510:51000:1:Z3724722746;510:51000:6:Z3725310380;510:51000:6:Z3719487666;
c1ncc2c(n1)CCOC2,241,510:51000:1:Z2474805369;510:51000:5:Z2821724023;510:51000:8:Z4141944363;
Cc1ncsn1,855,510:51000:1:Z1275589388;510:51000:2:Z2183789092;510:51000:4:Z2182661797;
Cc1ncc2c(C)c(C)sc2n1,221,510:51000:1:Z1275589388;510:51000:2:Z2230682873;510:51000:5:Z366645884;
CC1CNCC2(CCOCC2)O1,477,510:51000:1:Z1934715772;510:51000:3:Z1934714388;510:51000:5:Z1930659798;
C1=CNCC1,59,510:51000:1:Z4215302238;510:51000:4:Z3702575960;510:51001:0:Z3702583148;
Cc1cc(=O)[nH]c2ccccc12,650,510:51000:1:Z2142622575;510:51000:1:Z2143359401;510:51000:1:Z2143052797;
Cc1nnc(N)[nH]1,44,510:51000:1:Z3843717040;510:51001:4:Z2913396850;510:51003:9:Z2913396230;
c1ccc2c(c1)NCCCN2,995,510:51000:1:Z1262284537;510:51000:6:Z1884370561;510:51000:7:Z1337827977;
O=C1c2ccccc2-c2ccccc21,168,510:51000:1:Z1183574132;510:51000:1:Z1318966529;510:51000:4:Z907847806;
Clc1ccn[nH]1,762,510:51000:1:Z1569190191;510:51000:1:Z2067728121;510:51000:1:Z2069118684;
Cc1nnc2n1CCNC2C,81,510:51000:1:Z3434286255;510:51000:8:Z3591076765;510:51001:6:Z3785477139;
Cc1ccc2cc(Cl)ccc2n1,161,510:51000:1:Z1179652251;510:51000:4:Z942306250;510:51001:0:Z431820050;
O=C1Nc2ccccc2C1(F)F,343,510:51000:1:Z2231222621;510:51000:5:Z2214562364;510:51001:2:Z2214559201;
O=C1NC(=O)C2CCNCCC2N1,230,510:51000:1:Z3463358022;510:51000:1:Z3463330074;510:51000:8:Z3463369849;
O=C1CCC1,887,510:51000:1:Z2173789994;510:51000:1:Z2373743286;510:51000:7:Z2172734744;
CN1CCCC2(CCNC2)C1=O,563,510:51000:1:Z1771088700;510:51000:4:Z1772221210;510:51000:4:Z1767938651;
CC1(C)CC2CC(C)(CN2)C1,240,510:51000:1:Z1302717988;510:51000:1:Z1693817225;510:51000:2:Z649180532;
Cc1n[nH]c(C)c1Cl,450,510:51000:1:Z1669970647;510:51000:1:Z1872310173;510:51000:1:Z756874692;
CN1CNC(=O)C12CCNCC2,65,510:51000:1:Z3610211446;510:51001:3:Z3610210535;510:51002:0:Z3394640345;
c1cn2c(n1)CCCN2,43,510:51000:1:Z4319500938;510:51000:1:Z4270584703;510:51002:7:Z4318422402;
CC1(C)Cc2cccc(O)c2O1,300,510:51000:1:Z1040381022;510:51000:4:Z1040377828;510:51001:0:Z1121562135;
c1n[nH]c2c1CCCCC2,1025,510:51000:1:Z1098683044;510:51000:1:Z1830814298;510:51000:2:Z1550711108;
Cc1ncc2c(n1)CCCC2,2097,510:51000:1:Z1411261164;510:51000:3:Z2434134155;510:51000:3:Z1412639463;
C1CC2CCC(CN1)N2,2343,510:51000:1:Z1348824039;510:51000:1:Z2169938214;510:51000:1:Z1642607401;
CC12CNCC1CNC2,89,510:51000:1:Z4888544476;510:51001:0:Z2836037137;510:51001:1:Z3602462312;
Cc1cc(C)n2nc3ccccc3c2n1,592,510:51000:1:Z1391848375;510:51000:1:Z1385626418;510:51000:2:Z1152022712;
CC1(C)CN=CS1,223,510:51000:1:Z1512745552;510:51000:5:Z1656254766;510:51001:3:Z1381493024;
O=C1NS(=O)(=O)c2cc(Cl)ccc21,35,510:51000:1:Z2010404930;510:51000:8:Z2010406606;510:51005:1:Z2010400222;
Cn1ncc(=O)c2ccccc21,752,510:51000:1:Z1172926497;510:51000:1:Z1744712925;510:51000:3:Z1173020462;
Cn1c(=O)c2ccccc2n2cnnc12,471,510:51000:1:Z1446619032;510:51000:1:Z1592562230;510:51000:2:Z1428053660;
CN1C(=O)CSC12CCNCC2,380,510:51000:1:Z1673265230;510:51000:1:Z1673300794;510:51001:0:Z1645642609;
Cc1cc(F)cc2c(=O)cc[nH]c12,538,510:51000:1:Z1896672775;510:51000:5:Z2096684140;510:51000:6:Z1452267001;
Cc1ccn2nc(C)cc2n1,601,510:51000:1:Z3721154465;510:51000:3:Z1211577636;510:51000:4:Z1419909173;
CC1(C)CCC(C)(C)O1,294,510:51000:1:Z1609109135;510:51000:4:Z1850160118;510:51000:9:Z1632390866;
CC1C(=O)Nc2ccccc2N1C,810,510:51000:1:Z1347862266;510:51000:1:Z1352316239;510:51000:3:Z1952848259;
Cc1ccc2nc(C)n(C)c2n1,137,510:51000:1:Z3818203089;510:51001:2:Z3841641293;510:51001:3:Z3987876655;
O=c1ccc2ccc(F)cc2[nH]1,738,510:51000:1:Z2188222535;510:51000:2:Z1275738609;510:51000:2:Z4965481979;
c1cnc2c(c1)CNCC1CCCN21,2100,510:51000:1:Z2652217669;510:51000:1:Z2652005728;510:51000:3:Z2652043943;
Cc1cccn2c(=O)ccnc12,1331,510:51000:1:Z1588483154;510:51000:1:Z89880455;510:51000:3:Z1583861234;
Cn1ccc(Cl)c1,961,510:51000:1:Z2172149656;510:51000:2:Z2206417606;510:51000:2:Z1025042026;
O=S1(=O)CCOCC1,228,510:51000:1:Z1567071582;510:51001:2:Z1564910534;510:51001:3:Z1564755142;
Cn1ncc2c(O)ccnc21,267,510:51000:1:Z1635984725;510:51000:5:Z1635980772;510:51000:8:Z1574879632;
O=C1CCCCc2ccccc21,515,510:51000:1:Z2624418793;510:51000:2:Z2373745955;510:51001:1:Z1166501000;
c1cnc2ccncc2c1,689,510:51000:1:Z1349464923;510:51000:2:Z4093712563;510:51000:3:Z1382329381;
CC1Nc2cccnc2NC1=O,30,510:51000:1:Z4733837771;510:51006:5:Z4126870942;510:51016:1:Z4126875469;
Oc1ccc2cc(F)ccc2n1,31,510:51000:1:Z2836206840;510:51001:7:Z2836020815;510:51002:2:Z2902766044;
C1CC2CC(CN2)N1,31,510:51000:1:Z4113577061;510:51003:7:Z4126035609;510:51009:1:Z4113568177;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,1117,510:51000:1:Z804093558;510:51000:1:Z1038650136;510:51000:1:Z804029236;
O=c1[nH]nn[nH]1,701,510:51000:1:Z151872800;510:51000:1:Z1835836379;510:51000:3:Z1048725356;
c1cnc2cnccc2c1,662,510:51000:1:Z3723482767;510:51000:1:Z2000652574;510:51000:7:Z4268563950;
O=C1CCOC1,43,510:51000:1:Z4018278552;510:51011:7:Z4018182061;510:51013:1:Z3897472789;
O=c1ccoc2ccc(F)cc12,330,510:51000:1:Z512964234;510:51000:6:Z1297141218;510:51001:0:Z1562702923;
O=S1(=O)CCC2(CCCCO2)C1,512,510:51000:1:Z1593253530;510:51000:3:Z1732536502;510:51000:4:Z1595961935;
CN1CCN(C)CC1,386,510:51000:1:Z1644473084;510:51000:2:Z3187550690;510:51000:3:Z1175647613;
CC1(C)CCCCC1,625,510:51000:1:Z1531871508;510:51000:2:Z1531995095;510:51000:3:Z1566496476;
CC1CCN(C)c2ccccc2N1,211,510:51000:1:Z1362245965;510:51000:9:Z1909348848;510:51000:9:Z1909351189;
O=C1Nc2ccccc2N2CCCC12,274,510:51000:1:Z1410672548;510:51000:4:Z1432305969;510:51000:5:Z374670102;
Oc1ccc2c(c1)CCNC2,324,510:51000:1:Z2926332607;510:51000:9:Z3059894447;510:51000:9:Z3186346435;
CC12CCC(C1)NC2,7,510:51000:1:Z4592007534;510:51001:5:Z4591256557;510:51030:4:Z4610455347;
C1CNC2(C1)COC2,41,510:51000:1:Z4326612457;510:51000:6:Z3640459431;510:51001:9:Z4240830979;
O=c1[nH]nc2n1CCCCC2,718,510:51000:1:Z2654126839;510:51000:4:Z1092404918;510:51000:6:Z1745026204;
Cc1nncs1,766,510:51000:1:Z2069072798;510:51000:2:Z1678069937;510:51000:3:Z2066659739;
Cn1cnc2cc(F)ccc21,1065,510:51000:1:Z1174693006;510:51000:2:Z4385211228;510:51000:5:Z1174690356;
O=c1cc2c(n[nH]1)CCOC2,45,510:51000:1:Z4318194972;510:51001:5:Z4907668414;510:51004:7:Z1796664354;
Cc1[nH][nH]c2nncc1-2,243,510:51000:1:Z1210310007;510:51000:3:Z1210309841;510:51000:6:Z1972396668;
Fc1cncc(F)c1,858,510:51000:1:Z2103897473;510:51000:1:Z2108860365;510:51000:1:Z2189281405;
Cc1ccc2cnoc2n1,1443,510:51000:1:Z1555128902;510:51000:1:Z856007818;510:51000:3:Z1251619322;
CN1CCC(=O)Nc2ccccc21,895,510:51000:1:Z1313979648;510:51000:2:Z1270015234;510:51000:3:Z2073812483;
CN1CCNc2ccc(F)cc21,199,510:51000:1:Z2147464000;510:51000:1:Z1276029668;510:51000:4:Z1627825534;
CC1OCCC12CNCCO2,320,510:51000:1:Z1940811239;510:51001:2:Z1941085377;510:51001:2:Z1939896447;
Cn1ncc2ccsc21,495,510:51000:1:Z1939797947;510:51000:2:Z1655330219;510:51001:3:Z1941584227;
Cc1cccc2ocnc12,381,510:51000:1:Z1276397670;510:51000:1:Z1276395585;510:51000:2:Z2771888292;
Cc1cn2ncccc2n1,261,510:51000:1:Z2231685989;510:51000:1:Z2231907508;510:51000:3:Z3893293145;
CC1(C)CC(=O)c2scnc2C1,99,510:51000:1:Z810349610;510:51000:3:Z1264298294;510:51001:0:Z1575553181;
