fragment_smiles,occurences,example_ligands
O=c1[nH]cnc2ncccc12,185,69:06900:0:PV-004486464691;69:06900:0:PV-004486464692;69:06900:0:PV-002753065205;
CC1(C)CC(C)(C)C1,668,69:06900:0:PV-004486465478;69:06900:2:PV-002753077962;69:06900:5:PV-003158463788;
Cc1cccc2c1CCC2,626,69:06900:0:PV-004486465564;69:06900:2:PV-003158339583;69:06900:2:PV-003158339584;
CC1(C)CCCN1,18675,69:06900:0:PV-004486465693;69:06900:0:PV-004486507462;69:06900:0:PV-004486507463;
Cc1cc(N)sn1,1267,69:06900:0:PV-004486465853;69:06900:2:PV-002753082627;69:06900:4:PV-003158408949;
CC1(C)COC1,3344,69:06900:0:PV-004486466193;69:06900:0:PV-003158294054;69:06900:2:PV-003158353323;
CC1OCCO1,1709,69:06900:0:PV-004486466487;69:06900:0:PV-003158276508;69:06900:1:PV-003158313696;
CC1CC2(CC2)C1,1519,69:06900:0:PV-004486466497;69:06900:0:PV-004486466498;69:06900:0:PV-003158273614;
C1CC12CC2,3722,69:06900:0:PV-004486467464;69:06900:0:PV-003158277585;69:06900:0:PV-003158286737;
Cc1ccc(C)cc1,4331,69:06900:0:PV-004486467464;69:06900:0:PV-004486494638;69:06900:0:PV-001981114671;
C1=NOCC1,5093,69:06900:0:PV-004486468100;69:06900:0:PV-004486468101;69:06900:0:PV-002753057068;
OC1CCSCC1,2120,69:06900:0:PV-004486468323;69:06900:0:PV-004486468324;69:06900:1:PV-003158297826;
OC1CCCCNC1,4811,69:06900:0:PV-004486468691;69:06900:0:PV-004486471222;69:06900:0:PV-004486477156;
OC1C2CCCC1CC2,305,69:06900:0:PV-004486468773;69:06900:0:PV-004486468774;69:06901:1:PV-002753201470;
FC12CC(C1)C2,2984,69:06900:0:PV-004486469194;69:06900:0:PV-003158275950;69:06900:0:PV-003158283059;
Clc1ccc(Cl)s1,3842,69:06900:0:PV-004486469194;69:06900:0:PV-004486470049;69:06900:0:PV-004486492305;
O=c1cccn[nH]1,10065,69:06900:0:PV-004486469209;69:06900:0:PV-004486469210;69:06900:0:PV-004486469941;
Clc1cscn1,14137,69:06900:0:PV-004486469221;69:06900:0:PV-004486537310;69:06900:0:PV-004486544350;
O=c1[nH]ccc2ccsc12,591,69:06900:0:PV-004486469476;69:06900:0:PV-004486469477;69:06900:1:PV-004486624653;
Cn1nccc1N,1641,69:06900:0:PV-004486469516;69:06900:1:PV-004486645287;69:06900:1:PV-004486645288;
Cc1cccnc1,22734,69:06900:0:PV-004486469691;69:06900:0:PV-004486536067;69:06900:0:PV-004486536068;
CN1CCCCC1,17569,69:06900:0:PV-004486469691;69:06900:0:PV-004486507935;69:06900:0:PV-004486507936;
Fc1ccc2c(c1)OCO2,344,69:06900:0:PV-004486470049;69:06900:1:PV-002753072092;69:06900:4:PV-003158419536;
c1ccc2ccccc2c1,5153,69:06900:0:PV-004486470426;69:06900:0:PV-004486594356;69:06900:0:PV-002753057133;
CC1=CCCC1,7117,69:06900:0:PV-004486470599;69:06900:0:PV-003158279028;69:06900:0:PV-002753060281;
CC1CC1C,22401,69:06900:0:PV-004486470621;69:06900:0:PV-004486470622;69:06900:0:PV-004486470623;
Clc1cn[nH]c1,15683,69:06900:0:PV-004486470733;69:06900:0:PV-004486470734;69:06900:0:PV-004486470735;
C1COC2(CN1)CNC2,3819,69:06900:0:PV-004486471007;69:06900:0:PV-003158273669;69:06900:0:PV-000579900463;
Cc1ccc(F)cc1F,1403,69:06900:0:PV-004486471120;69:06900:0:PV-004486471121;69:06900:0:PV-002753066423;
CC1CCOC1,12195,69:06900:0:PV-004486471129;69:06900:0:PV-004486530572;69:06900:0:PV-004486530573;
Cc1cscc1C,2861,69:06900:0:PV-004486471470;69:06900:0:PV-003158287349;69:06900:0:PV-003158287350;
Clc1ccc2c(c1Cl)OCC2,76,69:06900:0:PV-004486471691;69:06904:9:PV-002350609439;69:06905:6:PV-002247120556;
Cc1cnc2ccnn2c1,657,69:06900:0:PV-004486472115;69:06900:1:PV-004486685308;69:06900:2:PV-002753086922;
Fc1cccc(Cl)c1,12227,69:06900:0:PV-004486472115;69:06900:0:PV-004486495783;69:06900:0:PV-004486581137;
c1nnco1,3897,69:06900:0:PV-004486472118;69:06900:0:PV-002753066521;69:06900:1:PV-003158301970;
C1CC2(C1)COCCO2,1841,69:06900:0:PV-004486472118;69:06900:0:PV-004486506789;69:06900:0:PV-004486522932;
O=S1(=O)NCCCN1,310,69:06900:0:PV-004486472667;69:06900:1:PV-002753072038;69:06900:1:PV-002753072039;
CC1CCCN1C,6467,69:06900:0:PV-004486472728;69:06900:0:PV-004486472729;69:06900:0:PV-003158279222;
Cc1ccccc1F,10754,69:06900:0:PV-004486473440;69:06900:0:PV-004486588569;69:06900:0:PV-003158276602;
C1CCC2(CC1)CCCC2,867,69:06900:0:PV-004486473677;69:06900:0:PV-004486473678;69:06900:3:PV-003158391398;
Oc1cccc(F)c1,2794,69:06900:0:PV-004486474086;69:06900:0:PV-004486474087;69:06900:0:PV-004486542782;
CC1(C)CCC(O)C1,155,69:06900:0:PV-004486474598;69:06900:4:PV-004486991760;69:06900:7:PV-004487269560;
c1cnc2c(c1)CCCC2,1410,69:06900:0:PV-004486474598;69:06900:2:PV-002753090996;69:06900:3:PV-003158382874;
Fc1cc[nH]n1,6743,69:06900:0:PV-004486474648;69:06900:0:PV-003158277434;69:06900:0:PV-003158284296;
Clc1cc2cc[nH]c2cc1Cl,185,69:06900:0:PV-004486474690;69:06901:2:PV-004487720724;69:06902:0:PV-004488504966;
C1CC2CNCC12,13753,69:06900:0:PV-004486474724;69:06900:0:PV-004486475352;69:06900:0:PV-004486520137;
Oc1ccc(F)cc1,1107,69:06900:0:PV-004486474880;69:06900:0:PV-002753066161;69:06900:1:PV-002298760136;
c1cc2cn[nH]c2cn1,833,69:06900:0:PV-004486474939;69:06900:1:PV-002753070266;69:06900:2:PV-002753093933;
CC1CC2CC12,9077,69:06900:0:PV-004486475246;69:06900:0:PV-004486475247;69:06900:0:PV-004486475248;
C1CN2CCC1C2,3108,69:06900:0:PV-004486475265;69:06900:0:PV-004486475266;69:06900:0:PV-003158274761;
CC1CCCCO1,6812,69:06900:0:PV-004486475455;69:06900:0:PV-004486490359;69:06900:0:PV-004486593599;
C1COCC2(CC2)N1,143,69:06900:0:PV-004486475462;69:06900:1:PV-004486704812;69:06900:6:PV-003158495845;
O=c1[nH]c2cccc(Cl)c2[nH]1,175,69:06900:0:PV-004486475865;69:06900:0:PV-002753059580;69:06900:7:PV-002753149166;
O=C1NCC2CC12,2892,69:06900:0:PV-004486475953;69:06900:0:PV-004486475954;69:06900:0:PV-003158274510;
CN1CCCC1=O,11052,69:06900:0:PV-004486476554;69:06900:0:PV-004486514310;69:06900:0:PV-003158278926;
Cc1cnns1,5197,69:06900:0:PV-004486476762;69:06900:0:PV-004486584420;69:06900:0:PV-004486584421;
Fc1cc[nH]c1,7039,69:06900:0:PV-004486477167;69:06900:0:PV-004486477168;69:06900:0:PV-004486515240;
Nc1ccncc1,4096,69:06900:0:PV-004486477167;69:06900:0:PV-004486477168;69:06900:0:PV-004486513204;
Nc1ccncn1,3604,69:06900:0:PV-004486478248;69:06900:0:PV-003158290127;69:06900:0:PV-003939801983;
O=C1C2CCCC1CC2,468,69:06900:0:PV-004486478248;69:06900:0:PV-004486613010;69:06900:1:PV-004486673911;
ClC1=CCC1,11673,69:06900:0:PV-004486478336;69:06900:0:PV-004486489186;69:06900:0:PV-004486542623;
Cc1ncc(Cl)cn1,867,69:06900:0:PV-004486479227;69:06900:0:PV-004486479228;69:06900:0:PV-001590095033;
Cc1ccccc1Cl,9519,69:06900:0:PV-004486479438;69:06900:0:PV-003158277373;69:06900:0:PV-000530886131;
O=c1[nH]c2ccccc2o1,2704,69:06900:0:PV-004486479638;69:06900:0:PV-004486558017;69:06900:0:PV-004486594072;
OC1CC2CC12,5286,69:06900:0:PV-004486479850;69:06900:0:PV-004486569409;69:06900:0:PV-003158287776;
O=C1CNCC2CCCCN12,99,69:06900:0:PV-004486480351;69:06901:5:PV-004488049620;69:06902:0:PV-002753322300;
O=C1CCNC(=O)N1,2895,69:06900:0:PV-004486480515;69:06900:0:PV-002753058848;69:06900:0:PV-003158278384;
O=c1[nH]cco1,9319,69:06900:0:PV-004486481216;69:06900:0:PV-004486577795;69:06900:0:PV-004486577796;
CC12CCC(C1)NC2=O,296,69:06900:0:PV-004486482802;69:06900:3:PV-004486819180;69:06900:6:PV-004487206521;
C1CCC2(CC1)CC2,4349,69:06900:0:PV-004486483291;69:06900:0:PV-004486534485;69:06900:0:PV-004486584420;
CN1CCOCC1,4907,69:06900:0:PV-004486483546;69:06900:0:PV-002753057123;69:06900:0:PV-003158276959;
C1CC2CCC2C1,4352,69:06900:0:PV-004486483711;69:06900:0:PV-004486496218;69:06900:0:PV-003158287363;
Cc1ccncc1C,2046,69:06900:0:PV-004486483989;69:06900:0:PV-003158293842;69:06900:1:PV-003158302640;
C1CC2(CCOC2)CN1,575,69:06900:0:PV-004486483989;69:06900:1:PV-004486617602;69:06900:2:PV-003158350135;
C1CC2NCCC2CN1,2524,69:06900:0:PV-004486484445;69:06900:0:PV-003158282935;69:06900:0:PV-003158295782;
Cn1cc(Cl)cn1,8457,69:06900:0:PV-004486484700;69:06900:0:PV-004486527365;69:06900:0:PV-004486527366;
C1COC2(CC2)CN1,71,69:06900:0:PV-004486484729;69:06901:0:PV-002753191259;69:06901:0:PV-002753191270;
FC1(F)CCC1,17784,69:06900:0:PV-004486485091;69:06900:0:PV-004486485092;69:06900:0:PV-004486514310;
Cc1ncno1,828,69:06900:0:PV-004486485650;69:06900:0:PV-002454008117;69:06900:2:PV-003158359195;
Clc1ccccc1Cl,9517,69:06900:0:PV-004486485650;69:06900:0:PV-004486496144;69:06900:0:PV-004486544369;
c1cc2sccc2s1,1437,69:06900:0:PV-004486485659;69:06900:0:PV-004486485660;69:06900:0:PV-002143508980;
CN1CCC(C)(C)C1,802,69:06900:0:PV-004486485680;69:06900:0:PV-004486551737;69:06900:1:PV-003158299183;
Cc1cscc1Cl,3152,69:06900:0:PV-004486485771;69:06900:0:PV-004486485772;69:06900:0:PV-004486485773;
CC1NCC(=O)Nc2ccccc21,25,69:06900:0:PV-004486485880;69:06906:2:PV-004492817531;69:06907:7:PV-004494428244;
c1ccn2nccc2c1,5429,69:06900:0:PV-004486486163;69:06900:0:PV-003158281562;69:06900:0:PV-002753063925;
c1ccc2c(c1)COC2,1645,69:06900:0:PV-004486486403;69:06900:0:PV-004486486404;69:06900:0:PV-002454007848;
c1cnc2scnc2c1,1045,69:06900:0:PV-004486486490;69:06900:1:PV-001983776400;69:06900:1:PV-002402261568;
Clc1ncsc1Cl,2468,69:06900:0:PV-004486486546;69:06900:0:PV-004486486547;69:06900:0:PV-004486509907;
Cc1ccc2ccc(F)cc2n1,116,69:06900:0:PV-004486486823;69:06900:3:PV-002753100820;69:06901:5:PV-003158805417;
C1COCC2(C1)CC2,195,69:06900:0:PV-004486487208;69:06900:0:PV-003158271713;69:06900:5:PV-004487084733;
FC1(F)CC2(CCC2)C1,551,69:06900:0:PV-004486487665;69:06900:0:PV-004486501062;69:06900:0:PV-004486576494;
O=S1(=O)CCCC1,7568,69:06900:0:PV-004486488143;69:06900:0:PV-004486595124;69:06900:0:PV-002247006691;
O=C1CC2CCCCC2N1,185,69:06900:0:PV-004486488434;69:06900:0:PV-003158295166;69:06900:2:PV-003158331401;
C1CC2CCC1CO2,1586,69:06900:0:PV-004486488522;69:06900:0:PV-004486513544;69:06900:0:PV-004486585159;
Fc1ccccc1Cl,14411,69:06900:0:PV-004486488580;69:06900:0:PV-004486528235;69:06900:0:PV-004486571656;
Clc1ccncn1,561,69:06900:0:PV-004486488902;69:06900:0:PV-004486488903;69:06900:3:PV-004486873804;
CC1COCC2CCCN12,78,69:06900:0:PV-004486488902;69:06900:0:PV-004486488903;69:06901:7:PV-004488320067;
Cn1cnnc1,5657,69:06900:0:PV-004486488950;69:06900:0:PV-004486492555;69:06900:0:PV-004486557267;
O=C1CNc2ccccc2N1,161,69:06900:0:PV-004486489213;69:06902:2:PV-003159021991;69:06902:5:PV-002753390044;
C1CC2(C1)CCC2,13604,69:06900:0:PV-004486489398;69:06900:0:PV-003158272643;69:06900:0:PV-003158293044;
C1CCC2CNCC2C1,1835,69:06900:0:PV-004486489596;69:06900:0:PV-003158295259;69:06900:2:PV-003158325882;
C1CNC2(C1)CC2,6883,69:06900:0:PV-004486490030;69:06900:0:PV-003158272894;69:06900:0:PV-003158282416;
c1cnc2ccoc2c1,1969,69:06900:0:PV-004486490359;69:06900:0:PV-004486606393;69:06900:0:PV-003158288963;
c1nnc[nH]1,17837,69:06900:0:PV-004486490488;69:06900:0:PV-004486491052;69:06900:0:PV-004486551948;
Cc1ccn(C)c1,5611,69:06900:0:PV-004486490689;69:06900:0:PV-004486548630;69:06900:0:PV-002753060983;
Cn1ccccc1=O,5092,69:06900:0:PV-004486491304;69:06900:0:PV-001977620845;69:06900:1:PV-002143509845;
C1CNC2CC2N1,3595,69:06900:0:PV-004486491817;69:06900:0:PV-003158282424;69:06900:0:PV-003158295588;
Fc1ccco1,5516,69:06900:0:PV-004486491817;69:06900:0:PV-003158275880;69:06900:0:PV-002753060558;
C1CC12CNC2,435,69:06900:0:PV-004486491871;69:06900:0:PV-004486598449;69:06900:3:PV-004486906909;
c1nnn2c1CCC2,379,69:06900:0:PV-004486491910;69:06900:0:PV-004486613303;69:06900:5:PV-004487072397;
Cc1cn2ccccc2n1,1638,69:06900:0:PV-004486492181;69:06900:0:PV-003158284618;69:06900:1:PV-004486753039;
CC12CNCCC1C2(F)F,213,69:06900:0:PV-004486492555;69:06901:3:PV-003158727513;69:06902:4:PV-003159113568;
CC1CCCNC1C,420,69:06900:0:PV-004486493454;69:06900:1:PV-004486717214;69:06900:3:PV-004486881521;
O=S1(=O)CCCCC1,3580,69:06900:0:PV-004486493454;69:06900:0:PV-004486596649;69:06900:1:PV-003158307542;
FC1(F)C2(CCC2)C12CC2,282,69:06900:0:PV-004486494150;69:06900:6:PV-004487239376;69:06900:7:PV-004487286407;
FC1(F)CCCCC1,4793,69:06900:0:PV-004486494150;69:06900:0:PV-002753062395;69:06900:0:PV-002454007957;
Cc1cccc(C)c1F,686,69:06900:0:PV-004486494310;69:06900:1:PV-003158315847;69:06900:1:PV-004486764795;
CC12CCC(CO1)C2,1044,69:06900:0:PV-004486494310;69:06900:0:PV-003158273756;69:06900:1:PV-004486649064;
Cc1cnoc1,18288,69:06900:0:PV-004486494638;69:06900:0:PV-004486545910;69:06900:0:PV-004486569392;
CC1CCCS1,5114,69:06900:0:PV-004486494645;69:06900:0:PV-004486546435;69:06900:0:PV-004486573704;
Clc1ccsc1Cl,3190,69:06900:0:PV-004486494663;69:06900:0:PV-004486511873;69:06900:0:PV-004486511874;
c1ccc2c(c1)CCC2,8977,69:06900:0:PV-004486494686;69:06900:0:PV-004486557081;69:06900:0:PV-004486595047;
CC1CC1(C)C,345,69:06900:0:PV-004486494686;69:06901:1:PV-002091782811;69:06901:6:PV-002247038725;
Fc1ccc(F)cc1,5262,69:06900:0:PV-004486494970;69:06900:0:PV-004486587532;69:06900:0:PV-004486598449;
Nc1nccs1,9386,69:06900:0:PV-004486495113;69:06900:0:PV-004486596320;69:06900:0:PV-003158272370;
C1CCC2CC2C1,3458,69:06900:0:PV-004486495113;69:06900:0:PV-003158273182;69:06900:0:PV-002505757747;
Oc1nc2ccccc2s1,212,69:06900:0:PV-004486495244;69:06900:0:PV-004486593261;69:06900:7:PV-004487297624;
CC12COC(C1)C2,886,69:06900:0:PV-004486495292;69:06900:2:PV-002753080391;69:06900:3:PV-004486796745;
Oc1cnccn1,2693,69:06900:0:PV-004486495706;69:06900:0:PV-004486569409;69:06900:0:PV-003158279101;
O=C1CCC2(CNC2)CN1,455,69:06900:0:PV-004486495783;69:06900:0:PV-004486543690;69:06900:0:PV-004486555765;
C1COC2(C1)CCC2,2811,69:06900:0:PV-004486495850;69:06900:0:PV-003158271801;69:06900:0:PV-002753056594;
Oc1ccccc1Cl,3404,69:06900:0:PV-004486496218;69:06900:0:PV-002350509518;69:06900:1:PV-002195255616;
c1nnn2c1CCCCC2,307,69:06900:0:PV-004486496578;69:06900:1:PV-004486624281;69:06900:4:PV-004486953515;
c1cn2c(n1)CCCC2,2432,69:06900:0:PV-004486496788;69:06900:0:PV-004486534711;69:06900:0:PV-003158290422;
Cc1cccc(Cl)c1Cl,449,69:06900:0:PV-004486497586;69:06900:1:PV-003939806251;69:06900:1:PV-003158323767;
O=C1NCCc2ccccc21,939,69:06900:0:PV-004486497814;69:06900:2:PV-001898816977;69:06900:2:PV-002247012468;
CC1(C)CCO1,3129,69:06900:0:PV-004486497834;69:06900:0:PV-004486504213;69:06900:0:PV-004486508534;
Cc1ccc(F)c2[nH]ccc12,95,69:06900:0:PV-004486498021;69:06900:0:PV-002753060249;69:06901:9:PV-002247046365;
CC1(C)CCCCC1,6425,69:06900:0:PV-004486498080;69:06900:0:PV-003158284887;69:06900:0:PV-003158284888;
FC1(F)CC2(CC2)C1,547,69:06900:0:PV-004486498253;69:06900:0:PV-004486498254;69:06900:0:PV-003158276198;
O=S1(=O)CCc2ccccc21,725,69:06900:0:PV-004486498470;69:06900:2:PV-003158325456;69:06900:3:PV-004486802325;
Cc1csc(Cl)c1Cl,857,69:06900:0:PV-004486498543;69:06901:8:PV-004488385811;69:06902:3:PV-004488934814;
Clc1ccsn1,12632,69:06900:0:PV-004486498614;69:06900:0:PV-004486514319;69:06900:0:PV-004486539762;
Cn1cnc2cccnc21,410,69:06900:0:PV-004486499005;69:06900:0:PV-002454008272;69:06900:1:PV-002195255472;
O=C1COCC2CNCCN12,276,69:06900:0:PV-004486499005;69:06900:1:PV-004486709261;69:06900:9:PV-004487409249;
c1cnc2c(c1)CCC2,2387,69:06900:0:PV-004486499883;69:06900:0:PV-004486499884;69:06900:0:PV-003158293180;
NC1CCC2(CC1)CC2,210,69:06900:0:PV-004486500011;69:06900:0:PV-003158295512;69:06900:5:PV-003158444272;
Cc1ncco1,17858,69:06900:0:PV-004486500266;69:06900:0:PV-004486540756;69:06900:0:PV-004486592161;
C1CNC2COCC2N1,2030,69:06900:0:PV-004486500267;69:06900:0:PV-004486500268;69:06900:0:PV-004486516938;
O=S1(=O)CCC2CNCC21,908,69:06900:0:PV-004486500462;69:06900:0:PV-004486500463;69:06900:0:PV-003158276256;
C1CC2(C1)CC2,15902,69:06900:0:PV-004486500528;69:06900:0:PV-004486593517;69:06900:0:PV-002753057286;
Clc1csc(Cl)c1,1930,69:06900:0:PV-004486500528;69:06900:0:PV-004486562904;69:06900:0:PV-004486591582;
Cc1cnn(C)c1,7355,69:06900:0:PV-004486501062;69:06900:0:PV-003158273735;69:06900:0:PV-002753057433;
Cc1cccc(C)c1,13574,69:06900:0:PV-004486501107;69:06900:0:PV-004486609573;69:06900:0:PV-002753056637;
NC1CCC12CCC2,349,69:06900:0:PV-004486501107;69:06900:2:PV-002753079294;69:06900:2:PV-003158332010;
CC1CC(C)C1,5761,69:06900:0:PV-004486502086;69:06900:0:PV-002350509258;69:06900:0:PV-002753061057;
CC1CCOCC1,4894,69:06900:0:PV-004486502235;69:06900:0:PV-004486502236;69:06900:0:PV-004486575511;
Fc1cn[nH]c1,6633,69:06900:0:PV-004486503227;69:06900:0:PV-003158272825;69:06900:0:PV-000422817145;
Cc1ncc2c(n1)CCCC2,168,69:06900:0:PV-004486503332;69:06901:6:PV-002195287102;69:06901:8:PV-004488389144;
CC1CC2(CCC2)C1,1288,69:06900:0:PV-004486503332;69:06900:1:PV-003158302694;69:06900:1:PV-004486704349;
Cn1cccc1,21880,69:06900:0:PV-004486504213;69:06900:0:PV-004486513253;69:06900:0:PV-004486553104;
OC1CCCC1,24812,69:06900:0:PV-004486504257;69:06900:0:PV-004486506502;69:06900:0:PV-004486565404;
CC1CC2(CCNC2)CO1,738,69:06900:0:PV-004486504833;69:06900:0:PV-004486575862;69:06900:0:PV-004486575863;
c1cnc2ccsc2c1,2327,69:06900:0:PV-004486504854;69:06900:0:PV-002753060665;69:06900:0:PV-002753064374;
C1CC2CNCC1C2,6322,69:06900:0:PV-004486505055;69:06900:0:PV-004486515302;69:06900:0:PV-003158292550;
Cc1nccn1C,2557,69:06900:0:PV-004486505673;69:06900:0:PV-004486505674;69:06900:0:PV-004486509566;
CN1CCNc2ccccc21,351,69:06900:0:PV-004486506114;69:06900:2:PV-003158339001;69:06900:2:PV-003158339002;
Cc1ccc2cn[nH]c2c1,339,69:06900:0:PV-004486506193;69:06900:4:PV-004487057958;69:06900:4:PV-004487058605;
Cc1cccc(C)c1O,468,69:06900:0:PV-004486506193;69:06900:2:PV-003158331484;69:06900:2:PV-003158341552;
Cc1cccc(O)n1,2213,69:06900:0:PV-004486506497;69:06900:0:PV-003158291607;69:06900:0:PV-003158291608;
C1CN2CCC1CC2,315,69:06900:0:PV-004486506536;69:06900:0:PV-004486506537;69:06900:0:PV-004486506538;
Cc1cnco1,13118,69:06900:0:PV-004486506724;69:06900:0:PV-004486517778;69:06900:0:PV-004486517779;
C1CCC2(C1)CC2,7307,69:06900:0:PV-004486506724;69:06900:0:PV-003158274023;69:06900:0:PV-002753062823;
Cc1cn[nH]c1,13408,69:06900:0:PV-004486506963;69:06900:0:PV-004486518166;69:06900:0:PV-004486564435;
Nc1nnc[nH]1,742,69:06900:0:PV-004486507215;69:06900:0:PV-003158279572;69:06900:2:PV-003158349765;
CN1CCCC1(C)C,265,69:06900:0:PV-004486507986;69:06900:4:PV-004487022650;69:06901:3:PV-003158725201;
O=c1oc2ccccc2o1,264,69:06900:0:PV-004486508156;69:06900:1:PV-002753073829;69:06900:1:PV-002753073831;
O=S1(=O)CC2CC1CN2,40,69:06900:0:PV-004486508213;69:06900:2:PV-003158334549;69:06901:0:PV-003158622904;
FC1CCCCC1,7778,69:06900:0:PV-004486508317;69:06900:0:PV-002753061569;69:06900:0:PV-003158290264;
OC1CCOC1,5560,69:06900:0:PV-004486508413;69:06900:0:PV-004486548541;69:06900:0:PV-003158275199;
O=C1CCC1,1800,69:06900:0:PV-004486510535;69:06900:0:PV-003158281216;69:06900:0:PV-002753060355;
Cc1nnc2n1CCCC2,900,69:06900:0:PV-004486510579;69:06900:0:PV-004486531125;69:06900:0:PV-004486605791;
CN1C=NCC(O)C1,42,69:06900:0:PV-004486510987;69:06902:4:PV-002753380280;69:06906:6:PV-002753937424;
Fc1cncnc1,4441,69:06900:0:PV-004486512227;69:06900:0:PV-004486512228;69:06900:0:PV-004486512229;
Cc1cn[nH]n1,7427,69:06900:0:PV-004486512376;69:06900:0:PV-004486535158;69:06900:0:PV-004486576957;
Clc1csnc1Cl,2492,69:06900:0:PV-004486512538;69:06900:0:PV-004486512539;69:06900:0:PV-004486614009;
CC1(C)CC(O)CCN1,36,69:06900:0:PV-004486512960;69:06900:0:PV-004486512961;69:06900:6:PV-002753145932;
c1ccc2c(c1)CCN2,6049,69:06900:0:PV-004486513204;69:06900:0:PV-004486592512;69:06900:0:PV-004486592513;
c1nnn[nH]1,6995,69:06900:0:PV-004486513464;69:06900:0:PV-004486584640;69:06900:0:PV-002753059863;
C1CC2(CCN1)CC2,4103,69:06900:0:PV-004486513560;69:06900:0:PV-004486590155;69:06900:1:PV-002753070512;
CN1CCCC1,23541,69:06900:0:PV-004486514043;69:06900:0:PV-004486514044;69:06900:0:PV-004486516043;
OC1CCNCC1,14873,69:06900:0:PV-004486514319;69:06900:0:PV-003158274604;69:06900:0:PV-003158274935;
ClC1=CCOCC1,2659,69:06900:0:PV-004486514601;69:06900:0:PV-004486571246;69:06900:0:PV-002753057379;
Oc1n[nH]c2c1CCCC2,147,69:06900:0:PV-004486514604;69:06900:3:PV-004486804167;69:06900:3:PV-004486817603;
CC1(C)OC2C3CCC(C3)C2O1,87,69:06900:0:PV-004486515587;69:06900:6:PV-003158473998;69:06901:2:PV-004487763321;
c1ccc2c(c1)CCNCC2,371,69:06900:0:PV-004486515591;69:06900:2:PV-002753088646;69:06900:6:PV-002753143840;
CC1CCCC1(C)C,974,69:06900:0:PV-004486515696;69:06900:1:PV-004486630460;69:06900:1:PV-004486634232;
CC12CC(C1)C2,2531,69:06900:0:PV-004486516043;69:06900:0:PV-004486516044;69:06900:0:PV-003158278447;
O=c1ccc2c([nH]1)CCSC2,60,69:06900:0:PV-004486516938;69:06900:1:PV-003158310329;69:06900:5:PV-003158457275;
C1CC2CCCC2C1,1777,69:06900:0:PV-004486517016;69:06900:0:PV-003158276474;69:06900:1:PV-003158303411;
Cc1ccns1,13606,69:06900:0:PV-004486517151;69:06900:0:PV-004486528262;69:06900:0:PV-003158272245;
CC1(C)OCCCO1,187,69:06900:0:PV-004486517225;69:06900:7:PV-002557519523;69:06900:7:PV-004487265281;
C1COCOC1,5042,69:06900:0:PV-004486517364;69:06900:0:PV-004486606084;69:06900:0:PV-003158272606;
FC1(F)CCC2CC21,1564,69:06900:0:PV-004486518386;69:06900:0:PV-003158291692;69:06900:2:PV-003158343997;
O=C1CCCCN1,16725,69:06900:0:PV-004486518604;69:06900:0:PV-003158276004;69:06900:0:PV-003158280984;
Oc1cc2cncnc2cc1F,56,69:06900:0:PV-004486518748;69:06900:0:PV-004486521285;69:06900:7:PV-004487254620;
C1NCC2COCC12,958,69:06900:0:PV-004486518853;69:06900:1:PV-003158311262;69:06900:2:PV-003158331828;
FC1(F)CC2CCC1C2,592,69:06900:0:PV-004486519541;69:06900:1:PV-003158311716;69:06900:2:PV-003158346046;
Nc1ccccn1,10338,69:06900:0:PV-004486519877;69:06900:0:PV-004486519878;69:06900:0:PV-004486519879;
FC12CNCC(C1)C2,541,69:06900:0:PV-004486520568;69:06900:0:PV-003158275107;69:06900:2:PV-003158325988;
c1ccc2c(c1)CNCCO2,573,69:06900:0:PV-004486520751;69:06900:2:PV-002402262752;69:06900:3:PV-002753102793;
O=C1COc2ccccc2N1,1354,69:06900:0:PV-004486520814;69:06900:0:PV-004486541408;69:06900:0:PV-004486613303;
CC1CS(=O)(=O)C1,2244,69:06900:0:PV-004486521551;69:06900:0:PV-004486521552;69:06900:0:PV-004486521553;
C1CNC2CNCCC2C1,377,69:06900:0:PV-004486521922;69:06900:4:PV-004486947731;69:06900:4:PV-004487046645;
C1CCC2CCC2C1,1585,69:06900:0:PV-004486522453;69:06900:1:PV-003158322364;69:06900:5:PV-003158439069;
c1cnc2c(c1)OCCN2,143,69:06900:0:PV-004486522453;69:06900:9:PV-004487501295;69:06903:3:PV-002753500989;
C1CC2CCC(C1)N2,11057,69:06900:0:PV-004486522872;69:06900:0:PV-002753061775;69:06900:0:PV-002753061776;
O=c1cc2c(n[nH]1)CCNC2,106,69:06900:0:PV-004486523161;69:06901:1:PV-002753212844;69:06902:7:PV-002350563921;
Cc1ccc(C)[nH]1,3826,69:06900:0:PV-004486523404;69:06900:0:PV-003158278201;69:06900:0:PV-001984517415;
Fc1ccc2c(c1)CCO2,456,69:06900:0:PV-004486525404;69:06900:6:PV-003158498994;69:06900:7:PV-004487319667;
Cc1cc(Cl)sc1Cl,811,69:06900:0:PV-004486526685;69:06900:0:PV-004486592882;69:06900:3:PV-004486790364;
Cc1n[nH]cc1O,1511,69:06900:0:PV-004486527372;69:06900:0:PV-003158274931;69:06900:0:PV-001611836519;
Cc1ncc(=O)[nH]c1C,373,69:06900:0:PV-004486527448;69:06900:0:PV-001988813576;69:06900:7:PV-000261316041;
