fragment_smiles,occurences,example_ligands
c1cc2c(s1)CCSC2,911,49:04900:0:Z1425925035;49:04900:1:Z2227606680;49:04900:1:Z3818986012;
NC1CCNC1,4079,49:04900:0:Z4080899563;49:04900:0:Z3700716412;49:04900:0:Z3104913481;
Fc1ccc2ncoc2c1,276,49:04900:0:Z2974046299;49:04900:2:Z2494388301;49:04900:6:Z1522364917;
Cc1cncs1,11109,49:04900:0:Z2790395781;49:04900:0:Z325918764;49:04900:0:Z2298392580;
c1ncc2nc[nH]c2n1,5662,49:04900:0:Z4771456636;49:04900:0:Z4771455440;49:04900:0:Z5014010937;
C1NCC2COCC12,1580,49:04900:0:Z4771456636;49:04900:0:Z4771455440;49:04900:0:Z4065056064;
Fc1cc(Cl)cc2c1CCCC2,72,49:04900:0:Z3508312031;49:04902:1:Z4775497274;49:04902:6:Z2974377613;
CN1CC(=O)Nc2ccccc21,316,49:04900:0:Z4466572353;49:04900:0:Z3630716414;49:04900:0:Z1550264622;
CC1CCCN1,19298,49:04900:0:Z3521347359;49:04900:0:Z3439902889;49:04900:0:Z3053645560;
c1cnsc1,12437,49:04900:0:Z3049057752;49:04900:0:Z3033463906;49:04900:0:Z4047025584;
Cc1nnc[nH]1,3901,49:04900:0:Z2444537227;49:04900:0:Z2025152135;49:04900:0:Z2709308094;
O=S1(=O)CCC2(CNCCO2)C1,216,49:04900:0:Z2444537227;49:04901:0:Z3651312917;49:04901:4:Z2457693944;
c1cnc2c(c1)CCN2,1405,49:04900:0:Z4057939385;49:04900:1:Z5007815445;49:04900:2:Z3467545287;
Cc1cccc(C)c1,24997,49:04900:0:Z2475668218;49:04900:0:Z4389171887;49:04900:0:Z2175870302;
C1CNCCNC1,18284,49:04900:0:Z2437083923;49:04900:0:Z4004340145;49:04900:0:Z1528521652;
Nc1cccnc1,1911,49:04900:0:Z2437083923;49:04900:0:Z3520409925;49:04900:0:Z4490471973;
Cc1cc(=O)[nH]c(=O)[nH]1,250,49:04900:0:Z1212590775;49:04901:1:Z2457371862;49:04901:4:Z3615767837;
CN1CCNCc2cccnc21,305,49:04900:0:Z4293647612;49:04900:3:Z5034727157;49:04901:1:Z2839654646;
CN1CC2(CCCNC2)CC1=O,335,49:04900:0:Z3571427865;49:04900:0:Z3520843286;49:04900:5:Z3520843792;
C1CC2(C1)CC2,7232,49:04900:0:Z3571427865;49:04900:0:Z4392662995;49:04900:0:Z3789495843;
CC1CCCOC1,4667,49:04900:0:Z2288906318;49:04900:0:Z3323332400;49:04900:0:Z3362964235;
c1nnc2n1CCCC2,5883,49:04900:0:Z3544008150;49:04900:0:Z4025072436;49:04900:0:Z3869177753;
CC1(C)C(=O)Nc2ccccc21,572,49:04900:0:Z2710367236;49:04900:0:Z3567730508;49:04900:1:Z4097248236;
O=c1[nH]cnc2sccc12,1010,49:04900:0:Z212262292;49:04900:0:Z2378735406;49:04900:2:Z4294119651;
CC1CCCc2ccnn21,622,49:04900:0:Z4150753681;49:04900:4:Z4028178408;49:04900:6:Z4227833621;
CC1CNCC2(CCCC2)O1,267,49:04900:0:Z3137167645;49:04900:5:Z3528856060;49:04901:0:Z3816880310;
O=S1(=O)CCCN1,6171,49:04900:0:Z3137167645;49:04900:0:Z3682687834;49:04900:0:Z2330454738;
c1ccc2c(c1)CC1CC21,584,49:04900:0:Z3643429983;49:04900:2:Z2098794922;49:04900:2:Z2928443256;
Cn1nnc2ccccc21,2698,49:04900:0:Z3799180270;49:04900:0:Z1852064059;49:04900:0:Z4210224894;
CC1(C)Oc2ccccc2O1,653,49:04900:0:Z3406567688;49:04900:1:Z4271222904;49:04900:8:Z4351402075;
Cc1cccc2cc[nH]c12,1164,49:04900:0:Z5037801989;49:04900:0:Z1505311197;49:04900:0:Z4095471323;
CC1(C)CCNCC1,2002,49:04900:0:Z5037801989;49:04900:0:Z3364127500;49:04900:0:Z3314999386;
Cc1cncc(C)c1,3236,49:04900:0:Z3531423103;49:04900:0:Z2504386852;49:04900:0:Z3776634026;
c1nc2c(s1)CCNC2,270,49:04900:0:Z2860479606;49:04900:6:Z2860479480;49:04900:8:Z2860477975;
c1ccc2c(c1)CCCO2,10588,49:04900:0:Z2330251603;49:04900:0:Z2850420150;49:04900:0:Z4215549810;
Cc1ccc2nncn2n1,278,49:04900:0:Z1864509575;49:04900:0:Z4007306639;49:04900:2:Z2710815526;
c1ccc2occc2c1,12582,49:04900:0:Z1864509575;49:04900:0:Z1177016551;49:04900:0:Z3101619505;
c1cnc2scnc2c1,1255,49:04900:0:Z3604248862;49:04900:2:Z4106301350;49:04900:3:Z2602309688;
Cn1cnc2c1CCCC2,1184,49:04900:0:Z4352794609;49:04900:0:Z4124872262;49:04900:2:Z3363939401;
C1NC2CNC1C2,2863,49:04900:0:Z4352794609;49:04900:0:Z3619841055;49:04900:0:Z2916367035;
Cn1cnc2cc(Cl)ccc21,588,49:04900:0:Z4025445730;49:04900:0:Z4025655811;49:04900:8:Z3505572143;
c1cc2c(cn1)CCNC2,767,49:04900:0:Z4479281787;49:04900:0:Z4344742895;49:04900:1:Z4346486953;
c1cn[nH]n1,9169,49:04900:0:Z1609978767;49:04900:0:Z4315018485;49:04900:0:Z3385597347;
CC1NCCn2cnnc21,810,49:04900:0:Z2602921898;49:04900:0:Z3697226524;49:04900:4:Z2710944896;
C1CCC2(CC1)CCCC2,960,49:04900:0:Z2602921898;49:04900:0:Z2870047877;49:04900:3:Z4444529758;
Cc1nc[nH]c1C,3094,49:04900:0:Z2617712191;49:04900:0:Z4467104809;49:04900:0:Z4065830104;
FC1(F)CCCC1,5598,49:04900:0:Z1787136451;49:04900:0:Z2908829141;49:04900:0:Z4191417890;
Cc1ccc(C)[nH]1,5167,49:04900:0:Z3875414579;49:04900:0:Z4469094553;49:04900:0:Z2691792578;
c1ccnnc1,18941,49:04900:0:Z3875414579;49:04900:0:Z2046477820;49:04900:0:Z2179284248;
FC1(F)CCNCC1,3217,49:04900:0:Z3755931356;49:04900:0:Z3893237474;49:04900:1:Z2794176176;
Cc1cnccc1Cl,443,49:04900:0:Z3755931356;49:04900:4:Z4153191106;49:04900:8:Z4153268228;
c1ccc2scnc2c1,11791,49:04900:0:Z280243724;49:04900:0:Z2215906497;49:04900:0:Z3334990714;
FC1(F)CCOC1,1016,49:04900:0:Z3597310458;49:04900:3:Z4420639243;49:04900:5:Z4352829921;
OC1CC2CCCC12,415,49:04900:0:Z3660149470;49:04900:4:Z3508962430;49:04901:2:Z3508965665;
NC1CCCNC1,2020,49:04900:0:Z4014819916;49:04900:2:Z2362532206;49:04900:2:Z2362532320;
O=C1CCCCC1,4220,49:04900:0:Z3893347120;49:04900:0:Z4473008078;49:04900:0:Z2075763065;
Cc1cn2c(n1)C(C)CCC2,308,49:04900:0:Z4019100792;49:04900:0:Z4707249444;49:04900:3:Z4077730973;
C1CCC2CC2CC1,1154,49:04900:0:Z4139414283;49:04900:0:Z3054601901;49:04900:3:Z3054600734;
O=C1CCNCCCN1,450,49:04900:0:Z3187651720;49:04900:3:Z3055410916;49:04900:4:Z3175268055;
CC1COc2ccccc21,1419,49:04900:0:Z1367168811;49:04900:0:Z4708428318;49:04900:1:Z3104808852;
Cc1noc2ncncc12,183,49:04900:0:Z1999885406;49:04900:0:Z4192316413;49:04900:2:Z2000080253;
CN1CCOCC1,4163,49:04900:0:Z3587599084;49:04900:0:Z3587593903;49:04900:0:Z4191346767;
CC1(C)CNCC2(CNC2)O1,148,49:04900:0:Z3133274339;49:04900:0:Z3133284306;49:04900:2:Z4054712835;
c1cnc2cccnc2c1,867,49:04900:0:Z3133274339;49:04900:1:Z2999290279;49:04900:1:Z2732435263;
C1CCC2(CC2)NC1,2549,49:04900:0:Z3888927268;49:04900:0:Z3634601216;49:04900:0:Z4422051346;
c1nnn[nH]1,24008,49:04900:0:Z3342110370;49:04900:0:Z1349081675;49:04900:0:Z2283382010;
C1CC2CC2C1,10016,49:04900:0:Z1995087108;49:04900:0:Z4026638900;49:04900:0:Z3046476002;
Cc1cccc(F)c1,11381,49:04900:0:Z3518653914;49:04900:0:Z4221118706;49:04900:0:Z3135413319;
NC1CC12CCCCC2,519,49:04900:0:Z3518653914;49:04900:2:Z4447925915;49:04900:2:Z4115709123;
C1CC2(CCOCC2)CN1,2682,49:04900:0:Z3294093495;49:04900:0:Z3316119890;49:04900:1:Z4825147065;
Cc1cc[nH]n1,28010,49:04900:0:Z4079620631;49:04900:0:Z1360929435;49:04900:0:Z3843004361;
CN1CCCC1,10548,49:04900:0:Z4079620631;49:04900:0:Z4220248037;49:04900:0:Z3615564309;
CC1(C)CNCCS1,827,49:04900:0:Z1360929435;49:04900:0:Z2173719910;49:04900:0:Z4477784921;
Clc1ccc(Cl)cc1,4067,49:04900:0:Z1218428779;49:04900:0:Z2219201926;49:04900:0:Z1272824284;
NC1CCC1,6761,49:04900:0:Z3070412287;49:04900:0:Z2983355163;49:04900:0:Z3047251203;
c1cn2nccc2cn1,1227,49:04900:0:Z3070412287;49:04900:1:Z4150404938;49:04900:3:Z3562049696;
FC1(F)CC2(C1)CC1(CCC1)C2,386,49:04900:0:Z4508131266;49:04900:0:Z4877063389;49:04900:3:Z4638569653;
Cc1ncc2c(C)c(C)sc2n1,157,49:04900:0:Z2199808076;49:04900:2:Z1433447450;49:04900:2:Z2991324882;
CC1CNCC(C)O1,5486,49:04900:0:Z2495892035;49:04900:0:Z2967813370;49:04900:0:Z2769283537;
C1COC2CC2O1,109,49:04900:0:Z3646688856;49:04900:9:Z3646689697;49:04901:2:Z3646695747;
Cc1nsc2nc[nH]c(=O)c12,25,49:04900:0:Z2026353842;49:04900:7:Z3814919573;49:04902:5:Z3341389906;
Cc1ccc(C)o1,2517,49:04900:0:Z3537618875;49:04900:0:Z2783112572;49:04900:0:Z5048144496;
CC1CNc2ccccc2C1=O,45,49:04900:0:Z4344827455;49:04901:5:Z4344814623;49:04906:7:Z4996890897;
CC1(C)CCCCO1,5211,49:04900:0:Z4344827455;49:04900:0:Z5043285297;49:04900:1:Z2965675862;
C1CNC2(CCC2)COC1,230,49:04900:0:Z4353148368;49:04900:1:Z5017622931;49:04900:5:Z4347181278;
OC1CCCOC1,2093,49:04900:0:Z3843004361;49:04900:1:Z3671180622;49:04900:1:Z3671453213;
C1CC2(CCO1)CCOC2,1442,49:04900:0:Z3896510534;49:04900:0:Z4417035482;49:04900:1:Z2772640826;
Cc1ccc2cccnc2c1,1009,49:04900:0:Z5012912717;49:04900:3:Z4178460409;49:04900:3:Z3049143617;
CC1(O)CCCCC1,1263,49:04900:0:Z3706031340;49:04900:0:Z1344528960;49:04900:0:Z3515465683;
CC1CC(C)OC(C)C1,295,49:04900:0:Z4352768100;49:04900:4:Z3668965408;49:04900:5:Z3818097183;
O=c1[nH]c2ccccc2o1,3887,49:04900:0:Z4352768100;49:04900:0:Z3354703791;49:04900:0:Z1349591123;
c1ccc2c(c1)CCOC2,10259,49:04900:0:Z3611214465;49:04900:0:Z1864004314;49:04900:0:Z4344742895;
OC1CCCCNC1,514,49:04900:0:Z4034318488;49:04900:0:Z3520331417;49:04900:0:Z4055672727;
CC1COC(C)(C)OC1,402,49:04900:0:Z4909652542;49:04900:1:Z4906782633;49:04900:4:Z3383987666;
C1CNCC2(C1)CCCOC2,385,49:04900:0:Z4909652542;49:04900:0:Z1378502030;49:04900:1:Z4205918402;
CC1(C)CCNC1,7352,49:04900:0:Z2277045290;49:04900:0:Z3883846877;49:04900:0:Z4063360892;
Cc1ccncn1,17826,49:04900:0:Z3800286623;49:04900:0:Z4388350583;49:04900:0:Z3504166109;
c1n[nH]c2c1CNCC2,1091,49:04900:0:Z3508697553;49:04900:3:Z2890637712;49:04900:4:Z2188698515;
Fc1cccc(Cl)c1,17153,49:04900:0:Z393550158;49:04900:0:Z4079727621;49:04900:0:Z2919598796;
Fc1ccc(F)c2c1CCNC2,225,49:04900:0:Z2956846099;49:04900:1:Z4614672921;49:04901:0:Z4173607567;
Fc1cnc2[nH]ccc2c1,64,49:04900:0:Z4199326420;49:04901:1:Z4199322973;49:04902:5:Z4493022819;
c1cn2c(n1)CCC2,3504,49:04900:0:Z4199326420;49:04900:0:Z2454946087;49:04900:0:Z4169680347;
Oc1ccccc1Cl,1801,49:04900:0:Z3712204327;49:04900:0:Z3822334343;49:04900:2:Z2923960635;
Cn1ncc2c1CCNC2,1204,49:04900:0:Z4272454226;49:04900:0:Z3520445488;49:04900:2:Z3495598731;
Cn1cc(Cl)cn1,4826,49:04900:0:Z3655464226;49:04900:0:Z2371588116;49:04900:0:Z4423757152;
Fc1ccc(Cl)cc1,4325,49:04900:0:Z3655464226;49:04900:0:Z417089844;49:04900:0:Z1102023409;
CC1COCCN1,7311,49:04900:0:Z2809295319;49:04900:0:Z1239667291;49:04900:0:Z2707330195;
CC1C(=O)CC2CCC1N2,267,49:04900:0:Z2809295319;49:04900:0:Z4311824591;49:04900:0:Z3877905361;
Cn1ncc2c1CCOC2,1224,49:04900:0:Z3641418422;49:04900:0:Z3546350337;49:04900:0:Z3613939121;
Cn1cccnc1=O,175,49:04900:0:Z4991663500;49:04900:8:Z3554348136;49:04902:4:Z4991666833;
C1CN2CCC1C2,1431,49:04900:0:Z4221000706;49:04900:0:Z2916234405;49:04900:1:Z4564584739;
c1ccn2cncc2c1,2536,49:04900:0:Z3708448426;49:04900:0:Z2979588315;49:04900:0:Z2979628655;
Cc1nccs1,14356,49:04900:0:Z3808321790;49:04900:0:Z3340067422;49:04900:0:Z3550750844;
NC1CC2CCC1C2,1079,49:04900:0:Z3808321790;49:04900:1:Z5004701401;49:04900:2:Z3514849596;
C1CCC2NCCCC2C1,1559,49:04900:0:Z3701090463;49:04900:0:Z3791213044;49:04900:0:Z3631554010;
c1ccn2ncnc2c1,2221,49:04900:0:Z3701090463;49:04900:0:Z4638720281;49:04900:0:Z3592270985;
Clc1ccccc1Cl,12522,49:04900:0:Z642393126;49:04900:0:Z2762825612;49:04900:0:Z3867581230;
O=S1(=O)CCC2(CCC2)C1,288,49:04900:0:Z4458938180;49:04900:4:Z4459436402;49:04901:3:Z4685994857;
c1cnc2[nH]cnc2c1,1857,49:04900:0:Z4275048336;49:04900:0:Z1544636204;49:04900:1:Z1668805325;
Cc1cn2ccccc2n1,1881,49:04900:0:Z4323880471;49:04900:0:Z3623668763;49:04900:1:Z3174569850;
Cc1cnoc1C,281,49:04900:0:Z2295298371;49:04900:9:Z2295297592;49:04901:2:Z4172478547;
Cc1cncc(F)c1,445,49:04900:0:Z4043531894;49:04900:0:Z4848852927;49:04900:2:Z3806487275;
c1cnc2c(c1)COCC2,1813,49:04900:0:Z3831532021;49:04900:0:Z4140150642;49:04900:1:Z4455443067;
C1=NOC2COCC12,991,49:04900:0:Z3816882256;49:04900:0:Z3831175937;49:04900:1:Z3864353963;
FC1(F)CCCCC1,10313,49:04900:0:Z3504380745;49:04900:0:Z3898461642;49:04900:0:Z2000325446;
c1cc2occc2[nH]1,479,49:04900:0:Z4220248037;49:04900:0:Z2951537892;49:04900:2:Z4029368199;
c1cc2n(n1)CCOC2,1026,49:04900:0:Z2962457626;49:04900:0:Z4023693766;49:04900:1:Z2453727361;
c1noc2c1CCCCC2,1194,49:04900:0:Z1765913895;49:04900:0:Z3568284303;49:04900:2:Z3575489991;
C1COCC2(C1)CCC2,2090,49:04900:0:Z4026638900;49:04900:0:Z4111096291;49:04900:1:Z4351578678;
NC1CC(F)(F)C1,146,49:04900:0:Z3518407801;49:04900:4:Z3514180549;49:04900:5:Z3519202186;
C1CC2CCC2N1,2487,49:04900:0:Z3518407801;49:04900:0:Z3346053304;49:04900:0:Z3672174626;
C1Cc2[nH]nnc2CN1,304,49:04900:0:Z2219201926;49:04900:0:Z3052157195;49:04900:1:Z2231370905;
Cc1[nH]c2ncncc2c1C,144,49:04900:0:Z3561960147;49:04900:6:Z2433745999;49:04901:0:Z4965174493;
O=C1NCCCCNCC1(F)F,255,49:04900:0:Z3561960147;49:04900:6:Z3651848381;49:04901:1:Z3501720995;
C1CC2CC2O1,62,49:04900:0:Z4013813584;49:04901:2:Z4147864884;49:04901:6:Z4013816722;
O=c1[nH]nc2n1CCCCC2,392,49:04900:0:Z4436459955;49:04900:3:Z2916380126;49:04900:5:Z4293559261;
C1CCC2(CC1)CCOCC2,409,49:04900:0:Z3439902889;49:04900:8:Z2873134025;49:04900:9:Z3557890253;
CC1(C)Cc2ccccc2C1,312,49:04900:0:Z4252481996;49:04900:1:Z4275275873;49:04900:1:Z4141927662;
Cn1cccc1,11969,49:04900:0:Z3651008712;49:04900:0:Z5055293057;49:04900:0:Z1420893375;
CN1CCC2(CCNCC2)C1=O,315,49:04900:0:Z3651008712;49:04901:4:Z2612864244;49:04901:4:Z1897070948;
Cc1ccc2c(c1)CCC2,622,49:04900:0:Z2626842609;49:04900:3:Z1582917962;49:04900:5:Z2096480690;
O=c1[nH]nc2n1CCCC2,928,49:04900:0:Z3092890024;49:04900:2:Z2640153544;49:04900:2:Z2473255599;
Clc1ccncc1,2873,49:04900:0:Z3092890024;49:04900:0:Z4423686119;49:04900:0:Z3168746081;
C1CC2(CCO1)CNC2,2035,49:04900:0:Z2335251567;49:04900:0:Z2911961480;49:04900:1:Z2233031716;
Cc1n[nH]c(C)n1,2064,49:04900:0:Z4105001496;49:04900:0:Z4287002732;49:04900:0:Z2668371738;
c1ncsn1,10359,49:04900:0:Z1934476596;49:04900:0:Z3833059942;49:04900:0:Z3606164199;
Cc1sc(C)c2sccc12,112,49:04900:0:Z3443723232;49:04900:1:Z3517933163;49:04903:1:Z3403685955;
c1n[nH]c2c1CCCC2,6865,49:04900:0:Z3443723232;49:04900:0:Z2159809022;49:04900:0:Z3177470408;
c1ccn2ccnc2c1,9067,49:04900:0:Z5057662466;49:04900:0:Z2407691887;49:04900:0:Z3634601216;
FC1(F)CCNC1,4005,49:04900:0:Z3351673634;49:04900:0:Z4006238943;49:04900:0:Z3831504288;
FC1(F)CCCCNC1,170,49:04900:0:Z3807589337;49:04900:1:Z4058779583;49:04900:3:Z4059248029;
c1cnc2ccsc2c1,1753,49:04900:0:Z4232725123;49:04900:0:Z4906749396;49:04900:0:Z3559975450;
Cc1cncnc1,1969,49:04900:0:Z4176776918;49:04900:0:Z4221504329;49:04900:0:Z1583151489;
C1CC2(C1)CCNC2,6290,49:04900:0:Z4060750692;49:04900:0:Z3515311045;49:04900:1:Z3551114992;
Fc1ccccc1F,21565,49:04900:0:Z2771857930;49:04900:0:Z4113183491;49:04900:0:Z2217700553;
CC1CCC(O)CN1,1766,49:04900:0:Z1953844950;49:04900:0:Z2458354277;49:04900:0:Z1953856791;
Cc1sc2nccc(=O)n2c1C,211,49:04900:0:Z3830861000;49:04900:2:Z4078850099;49:04900:3:Z3633604129;
Cc1[nH]c(=O)sc1C,894,49:04900:0:Z3564775623;49:04900:0:Z4348991978;49:04900:1:Z1265516741;
O=c1[nH]ncc2ccccc12,1607,49:04900:0:Z3060640932;49:04900:0:Z1427056083;49:04900:0:Z794697568;
Cc1ncc2ccccn12,852,49:04900:0:Z1550172368;49:04900:1:Z4961070593;49:04900:1:Z3996772201;
Clc1nccs1,1784,49:04900:0:Z2046477820;49:04900:0:Z4961405248;49:04900:1:Z3907144926;
C1CCSCC1,10670,49:04900:0:Z1656427316;49:04900:0:Z4295490112;49:04900:0:Z4295490028;
c1cc2c(s1)COCC2,389,49:04900:0:Z3254430598;49:04901:5:Z1883294600;49:04901:8:Z3092316674;
c1cn2c(n1)CCCC2,9479,49:04900:0:Z2817254981;49:04900:0:Z4118348040;49:04900:0:Z4030905927;
O=C1CCc2ccccc2N1,4440,49:04900:0:Z2783077375;49:04900:0:Z2335183750;49:04900:0:Z2443947066;
Fc1cncc(Cl)c1,395,49:04900:0:Z3389576306;49:04900:0:Z4475343970;49:04900:0:Z4106136812;
c1cnc2[nH]ccc2c1,3563,49:04900:0:Z3389576306;49:04900:0:Z3293261296;49:04900:1:Z1623366900;
C1CC2CSCC2C1,949,49:04900:0:Z3788317427;49:04900:0:Z3659511540;49:04900:0:Z3708798347;
Cc1cccc(O)c1,1450,49:04900:0:Z3587593903;49:04900:0:Z3587718264;49:04900:1:Z2656450224;
CC1NCCc2cc(F)ccc21,181,49:04900:0:Z3535887754;49:04900:4:Z1927175693;49:04900:5:Z3659580652;
CC1CC(=O)NCCN1,383,49:04900:0:Z1305950792;49:04900:0:Z1266956203;49:04900:4:Z1305743625;
O=c1[nH]cccc1Cl,452,49:04900:0:Z4472689329;49:04900:5:Z4044453193;49:04900:9:Z735262090;
Cc1cc(C)n2cccc2n1,238,49:04900:0:Z3051838922;49:04900:4:Z3054414062;49:04900:4:Z3609556046;
O=C1CC2(CNC2)CN1,587,49:04900:0:Z3051838922;49:04900:2:Z4406299153;49:04900:2:Z2638957833;
c1ccc2c(c1)CCNC2,17564,49:04900:0:Z820035816;49:04900:0:Z4387006946;49:04900:0:Z3080192790;
Cc1nc2ccccc2[nH]1,2125,49:04900:0:Z3207002077;49:04900:1:Z2018403559;49:04900:2:Z3698956612;
O=C1CNCCN1,14161,49:04900:0:Z3207002077;49:04900:0:Z4114718734;49:04900:0:Z1144336730;
Cn1cc2c(n1)CCCC2,3216,49:04900:0:Z4056201194;49:04900:0:Z4020317186;49:04900:1:Z3558660111;
Cc1ccc(C)s1,3419,49:04900:0:Z4384623216;49:04900:0:Z2844541982;49:04900:0:Z3712166097;
c1noc2c1CCCC2,1742,49:04900:0:Z3325216973;49:04900:0:Z2150668085;49:04900:0:Z1160164641;
Fc1cc2cc[nH]c2cc1F,287,49:04900:0:Z4299444481;49:04900:2:Z2884913400;49:04900:5:Z2862637400;
C1CC2(CCOCC2)N1,478,49:04900:0:Z4769823517;49:04900:1:Z4117057015;49:04900:3:Z3609408970;
C1CC2CCC2C1,5798,49:04900:0:Z3520371844;49:04900:0:Z4644959872;49:04900:0:Z5018852489;
c1ccc2c(c1)CNCCO2,2617,49:04900:0:Z3520371844;49:04900:0:Z4993244217;49:04900:1:Z3019945200;
Cc1ccncc1,14864,49:04900:0:Z3654254820;49:04900:0:Z2290485219;49:04900:0:Z3082070276;
Fc1c(Cl)ccn2nccc12,163,49:04900:0:Z3523731810;49:04900:2:Z3585010568;49:04900:2:Z3381541146;
CC1(C)CCC(N)C1,145,49:04900:0:Z4056540449;49:04901:6:Z3346570561;49:04905:1:Z3099358939;
FC1CCCC1,5110,49:04900:0:Z2130550232;49:04900:0:Z3881735236;49:04900:0:Z4577673006;
OC1CNCC12CCOCC2,316,49:04900:0:Z3899490488;49:04900:4:Z3899490964;49:04900:6:Z3899485579;
Nc1ccncc1F,139,49:04900:0:Z4312277445;49:04900:4:Z4309679086;49:04900:7:Z4309942384;
Cn1ncc2cccnc21,1923,49:04900:0:Z3093871000;49:04900:0:Z4412985822;49:04900:0:Z4471020181;
C1CC2CCC1N2,5523,49:04900:0:Z4187975868;49:04900:0:Z3505217973;49:04900:0:Z3137507336;
Cc1ccc(C)cc1,7355,49:04900:0:Z2776176913;49:04900:0:Z4267983212;49:04900:0:Z4266803559;
Clc1ccc2c(c1)CC1CC21,330,49:04900:0:Z3046045311;49:04900:0:Z2897696309;49:04900:4:Z3086368418;
Clc1cncnc1,3252,49:04900:0:Z2150706951;49:04900:0:Z2150712779;49:04900:0:Z3559581130;
O=C1CC2(CCCCC2)C1,355,49:04900:0:Z4668804978;49:04900:0:Z3517152271;49:04900:2:Z3544409966;
Cc1ncnc2c1CCCC2,413,49:04900:0:Z3554104609;49:04900:1:Z3537997880;49:04900:5:Z4050962063;
Fc1ccc2c(c1)CCCO2,1537,49:04900:0:Z4116419275;49:04900:0:Z1538520401;49:04900:1:Z3625178135;
C1CC2COCC(C1)N2,364,49:04900:0:Z4116419275;49:04900:5:Z3373010479;49:04900:6:Z2716752566;
Cc1cc(C)[nH]n1,20777,49:04900:0:Z2911361732;49:04900:0:Z3055487896;49:04900:0:Z2794762019;
C1CCC2(C1)CCNC2,1692,49:04900:0:Z3322412707;49:04900:0:Z1601895333;49:04900:1:Z3495369921;
O=C1CCCCCN1,4768,49:04900:0:Z3322412707;49:04900:0:Z4599479242;49:04900:0:Z4458960527;
O=C1CCC12CCC2,797,49:04900:0:Z4109846953;49:04900:2:Z4111469286;49:04901:0:Z4685725385;
Cn1nnc2c1CCCC2,1786,49:04900:0:Z4111056240;49:04900:0:Z2481320724;49:04900:1:Z3357343265;
c1n[nH]c2c1CSCC2,339,49:04900:0:Z4111056240;49:04900:1:Z4111271415;49:04900:4:Z4292609334;
C1CC2(C1)CCOCC2,3423,49:04900:0:Z4155748890;49:04900:0:Z4155594707;49:04900:0:Z2928889008;
Cc1cnoc1,4611,49:04900:0:Z4155748890;49:04900:0:Z4155594707;49:04900:1:Z4491310199;
Cc1cc(C)c2[nH]ccc2c1,155,49:04900:0:Z3627041459;49:04900:4:Z3298396235;49:04900:8:Z3830721878;
C1CC2CNCC(CN1)C2,210,49:04900:0:Z5038034751;49:04900:2:Z5031525907;49:04900:3:Z5043306046;
C1CC2NCC2O1,271,49:04900:0:Z2970988645;49:04900:4:Z2965235934;49:04900:5:Z2965233202;
Cc1cc(C)on1,9861,49:04900:0:Z1927494108;49:04900:0:Z1147985161;49:04900:0:Z2193876631;
FC1(F)C2CCCCCC21,899,49:04900:0:Z3640704826;49:04900:1:Z3570623618;49:04900:3:Z4400848135;
CC1=NOCC1,1234,49:04900:0:Z3166918347;49:04900:0:Z4491909242;49:04900:0:Z2877360134;
Cc1ccsc1,9183,49:04900:0:Z3605819885;49:04900:0:Z3605809525;49:04900:0:Z1332744775;
Cc1ccc2occc2c1,909,49:04900:0:Z2708110296;49:04900:2:Z3614955057;49:04900:5:Z3363450827;
C1CCC2(CCC2)OC1,3784,49:04900:0:Z2708110296;49:04900:0:Z2881087348;49:04900:0:Z2877151369;
CC1CNCCSC1,331,49:04900:0:Z2277540625;49:04900:0:Z1850490038;49:04900:1:Z1850654168;
C1COC2(CN1)CNC2,386,49:04900:0:Z2616340011;49:04900:3:Z3132850246;49:04900:4:Z3829133614;
C1COCC2(CN1)COCCN2,289,49:04900:0:Z3639797043;49:04900:2:Z3499196011;49:04900:4:Z3522872918;
Cn1ncc2c1CNCC2,741,49:04900:0:Z4114718734;49:04900:6:Z3522992659;49:04900:9:Z4114734144;
Cc1cnco1,9489,49:04900:0:Z4172859159;49:04900:0:Z1337327525;49:04900:0:Z2072045291;
Cc1nccn2nccc12,254,49:04900:0:Z4992236558;49:04900:0:Z4996188737;49:04900:5:Z4994506935;
FC1(F)CC12CCNCC2,391,49:04900:0:Z4992236558;49:04900:6:Z2477998043;49:04900:7:Z3887811925;
Cc1ccc2c(c1)C(C)CCN2,115,49:04900:0:Z4135012660;49:04904:7:Z4136022884;49:04905:6:Z4135691598;
Oc1ccnc2ccnn12,155,49:04900:0:Z3714117822;49:04900:4:Z3656635331;49:04902:4:Z3640506624;
C1CC2(CC2)CN1,5381,49:04900:0:Z3865975331;49:04900:0:Z5060699424;49:04900:0:Z3685236702;
FC1Cc2ccnn2C1,432,49:04900:0:Z4249668597;49:04900:0:Z3544187484;49:04900:0:Z3535067140;
Oc1ccnc2c1CNCC2,314,49:04900:0:Z4249668597;49:04900:0:Z4777208994;49:04900:4:Z4249628996;
CC1CC(F)(F)C1,1197,49:04900:0:Z2805100173;49:04900:2:Z2794847301;49:04900:3:Z2809781933;
CC1=NOC2(CCC2)C1,347,49:04900:0:Z3666550504;49:04900:3:Z4143169845;49:04900:4:Z3866396275;
c1ncc2ccsc2n1,1281,49:04900:0:Z4343170696;49:04900:0:Z151042876;49:04900:0:Z4959772083;
C1CCC2(C1)CCCN2,1285,49:04900:0:Z4909333302;49:04900:0:Z3789186750;49:04900:0:Z4430039566;
