fragment_smiles,occurences,example_ligands
Cc1n[nH]c(C)n1,3573,347:34700:0:Z2837461242;347:34700:0:Z2927286709;347:34700:1:Z2474864406;
CC1(C)C(O)C2CCCNC21,257,347:34700:0:Z2837461242;347:34700:4:Z4772994033;347:34701:0:Z2834120657;
Cn1c(=O)cc[nH]c1=O,1376,347:34700:0:Z3587616800;347:34700:0:Z3173626802;347:34700:0:Z2717487301;
c1nnc2n1CCCCC2,5119,347:34700:0:Z4289704939;347:34700:0:Z4264438199;347:34700:0:Z2698275476;
O=c1cc[nH]c(=O)[nH]1,4742,347:34700:0:Z3559428269;347:34700:0:Z4031255699;347:34700:1:Z1379153786;
Fc1ccc2[nH]ccc2c1F,216,347:34700:0:Z1616695294;347:34700:2:Z1997868371;347:34700:2:Z2080437749;
CC1CCCCC1C,974,347:34700:0:Z1160371139;347:34700:2:Z2270209853;347:34700:3:Z4212363579;
C1CC2(CCN1)CCOC2,2609,347:34700:0:Z3436416313;347:34700:0:Z3384757348;347:34700:0:Z3402562418;
O=C1CCNCC12CCOCC2,393,347:34700:0:Z3615319063;347:34700:4:Z3439421800;347:34700:5:Z4132490211;
Cn1cnc2ccccc21,7455,347:34700:0:Z1507746521;347:34700:0:Z1510641923;347:34700:0:Z1716047106;
Cc1cc(=O)[nH]nc1C,254,347:34700:0:Z1414230654;347:34700:5:Z393130618;347:34700:7:Z2040897527;
CC1CNc2ccccc2S1,55,347:34700:0:Z1391703912;347:34702:7:Z1393245124;347:34712:9:Z1883191533;
Cn1c(=O)c2cccnc2n(C)c1=O,1494,347:34700:0:Z1391703912;347:34700:1:Z1940284655;347:34700:1:Z2440499348;
Cc1ccsc1,6170,347:34700:0:Z1476117536;347:34700:0:Z1535993661;347:34700:0:Z1905141280;
c1ccc2c(c1)CNC2,9263,347:34700:0:Z1476117536;347:34700:0:Z2595806998;347:34700:0:Z2296218681;
CC1COc2ccccc2C1,439,347:34700:0:Z2605011294;347:34701:2:Z5050880140;347:34701:2:Z2765854582;
c1ccc2c(c1)CCC2,23197,347:34700:0:Z2817976531;347:34700:0:Z1872572010;347:34700:0:Z3642445348;
Cn1cncn1,12353,347:34700:0:Z4379992064;347:34700:0:Z2590119829;347:34700:0:Z3051390487;
CC1(C)CCCC(C)(C)C1,146,347:34700:0:Z3277979967;347:34701:1:Z2719303754;347:34702:1:Z2603169088;
OC1CC2CCC2C1O,121,347:34700:0:Z3642805715;347:34700:2:Z3713349676;347:34702:3:Z3660851824;
O=C1CNc2ncccc2N1,122,347:34700:0:Z4298797158;347:34700:8:Z2569560272;347:34701:3:Z4297640898;
Cc1cccc(O)n1,432,347:34700:0:Z1667149788;347:34700:7:Z1972656942;347:34700:8:Z2285099262;
Cc1cccnc1,20417,347:34700:0:Z4961073707;347:34700:0:Z3589597074;347:34700:0:Z3055255032;
c1ccc2c(c1)NCCO2,7065,347:34700:0:Z5004556905;347:34700:0:Z4126581858;347:34700:0:Z3295798909;
Clc1cccc(Cl)c1,13538,347:34700:0:Z1192657388;347:34700:0:Z1658417589;347:34700:0:Z1365807804;
Cc1cc(C)n2nc(C)cc2n1,703,347:34700:0:Z1255933704;347:34700:1:Z1482770516;347:34700:3:Z606195304;
Fc1cccc2c1OCCN2,100,347:34700:0:Z4127404941;347:34701:4:Z4127408164;347:34701:7:Z4127396985;
C1CC2(CCN1)NCCO2,65,347:34700:0:Z3055836389;347:34701:4:Z4312104925;347:34703:6:Z4106867615;
Oc1ccc2scnc2c1,6,347:34700:0:Z4471991005;347:34735:5:Z4471989355;347:34751:5:Z4471990583;
O=S1(=O)CCCCC1,6121,347:34700:0:Z1785922297;347:34700:0:Z4138284236;347:34700:0:Z1663243276;
Fc1ccc2c(c1)OCCN2,407,347:34700:0:Z1883244511;347:34700:0:Z4132568433;347:34700:0:Z1228493901;
C1CNCC2CCCN2C1,265,347:34700:0:Z1254517676;347:34700:1:Z4020808693;347:34700:5:Z1865511431;
CC1CCC(=O)N1,2194,347:34700:0:Z1839187615;347:34700:0:Z1444184499;347:34700:0:Z1308762840;
Clc1ccccc1Cl,8469,347:34700:0:Z1839187615;347:34700:0:Z1751436499;347:34700:0:Z1842950165;
Cc1ccnn1C,9760,347:34700:0:Z1553074037;347:34700:0:Z3297911011;347:34700:0:Z3133716532;
CC1COCCN1,5481,347:34700:0:Z2675543361;347:34700:0:Z2291801348;347:34700:0:Z1888817638;
c1n[nH]c2c1CCCC2,9396,347:34700:0:Z4071223913;347:34700:0:Z3055491801;347:34700:0:Z1905848728;
c1nnn2c1CNCCC2,222,347:34700:0:Z2863876865;347:34700:0:Z2869528154;347:34700:3:Z2869790331;
O=S1(=O)CCCN1,13642,347:34700:0:Z1440494105;347:34700:0:Z1919988199;347:34700:0:Z1486759522;
Cn1nnc2c1NCCC2,373,347:34700:0:Z5018182266;347:34700:0:Z5018098499;347:34700:5:Z4769246751;
CN1C(=O)CCc2ccccc21,2833,347:34700:0:Z1944109533;347:34700:0:Z1129406427;347:34700:0:Z2220468018;
Cc1ccco1,22046,347:34700:0:Z1897412727;347:34700:0:Z3800490421;347:34700:0:Z1395769659;
C1CNCCSC1,940,347:34700:0:Z2335546427;347:34700:1:Z2656425978;347:34700:3:Z3828616666;
FC1(F)CCNC1,2035,347:34700:0:Z4634582138;347:34700:0:Z4959883826;347:34700:0:Z4959883824;
O=C1COCC2COCCN12,456,347:34700:0:Z4634582138;347:34700:0:Z4412962547;347:34700:5:Z2802749496;
C1CC2CCC(C1)N2,11011,347:34700:0:Z2825591665;347:34700:0:Z4228006117;347:34700:0:Z2806708028;
Cc1ccccc1F,13029,347:34700:0:Z1834397157;347:34700:0:Z4595184254;347:34700:0:Z3098138692;
C1CC2(CCN1)CC2,6066,347:34700:0:Z1834397157;347:34700:0:Z2209962633;347:34700:0:Z1623344011;
c1ccc2ocnc2c1,9386,347:34700:0:Z1702884832;347:34700:0:Z1456002249;347:34700:0:Z2072605032;
c1ncc2nc[nH]c2n1,29580,347:34700:0:Z4769713665;347:34700:0:Z4769713705;347:34700:0:Z4770873109;
O=S1(=O)CCc2cccnc2C1,241,347:34700:0:Z3842249823;347:34700:3:Z4773331605;347:34700:5:Z3838453597;
Fc1cc(Cl)cc2cccnc12,12,347:34700:0:Z2611674318;347:34716:7:Z2610819901;347:34725:0:Z2568651627;
C1COC2(C1)CCNC2,495,347:34700:0:Z3010863136;347:34700:2:Z2974513530;347:34700:6:Z4860367478;
OC1CCNC1,25570,347:34700:0:Z2349746673;347:34700:0:Z3611099239;347:34700:0:Z3687731421;
Cc1ncc2c(n1)CCCC2,1876,347:34700:0:Z1221849526;347:34700:1:Z432735000;347:34700:1:Z1389736724;
C1CSCCN1,11622,347:34700:0:Z1227096747;347:34700:0:Z2225088061;347:34700:0:Z1015264290;
CC1(C)CCC1,6855,347:34700:0:Z3496044052;347:34700:0:Z2714563612;347:34700:0:Z2714410402;
Cc1cc(C)n2nc3ncccc3c2n1,182,347:34700:0:Z4353702032;347:34700:0:Z2070795432;347:34700:2:Z3206980261;
CN1CCNCC1=O,3302,347:34700:0:Z4608729696;347:34700:0:Z2197389265;347:34700:0:Z4329524637;
Clc1cnccn1,812,347:34700:0:Z2224665453;347:34700:1:Z2820477242;347:34700:3:Z1737016174;
Clc1ccc2c(c1)OCCCO2,625,347:34700:0:Z1225676184;347:34700:6:Z1225683755;347:34700:6:Z193331114;
Cc1nc2ccccc2s1,1033,347:34700:0:Z2204958501;347:34700:3:Z2204882309;347:34700:3:Z132992036;
O=S1(=O)N=Cc2ccccc21,3220,347:34700:0:Z4734851370;347:34700:0:Z1478565376;347:34700:1:Z1488345731;
Cc1cc(C)nc(N)c1,48,347:34700:0:Z4959883826;347:34700:0:Z4959883824;347:34705:2:Z5045199862;
FC1(F)CC12CCCCC2,854,347:34700:0:Z4329829195;347:34700:0:Z4329830541;347:34700:0:Z5023945509;
FC1(F)CCCCC1,6019,347:34700:0:Z2620968041;347:34700:0:Z4403286139;347:34700:0:Z4471847940;
c1cc2c(s1)CCNC2,4665,347:34700:0:Z3795703535;347:34700:0:Z3808026874;347:34700:0:Z3140338059;
Cc1c[nH]c2c1CCCC2,70,347:34700:0:Z3671141367;347:34702:6:Z3666886013;347:34703:1:Z3668474864;
c1cnc2c(c1)N1CCCC1CNC2,204,347:34700:0:Z2952151805;347:34700:3:Z2950228380;347:34701:7:Z2952193463;
CN1CCCC1=O,13750,347:34700:0:Z1658417589;347:34700:0:Z4147334189;347:34700:0:Z3866314112;
Cc1cc2ccccc2[nH]1,2138,347:34700:0:Z1934475846;347:34700:0:Z1584902558;347:34700:0:Z4258420608;
c1ncsn1,5953,347:34700:0:Z1934475846;347:34700:0:Z2167871213;347:34700:1:Z1286790915;
OC1CCC12CCNCC2,1462,347:34700:0:Z4272784098;347:34700:0:Z4272855154;347:34700:0:Z2507048190;
c1cnc2[nH]ncc2c1,5278,347:34700:0:Z4272784098;347:34700:0:Z4272855154;347:34700:0:Z1985435065;
Cc1ccc[nH]1,2972,347:34700:0:Z4183910945;347:34700:0:Z4294376825;347:34700:0:Z3723701145;
Cc1cc(C)n(C)c(=O)c1,485,347:34700:0:Z4183910945;347:34700:1:Z4169817756;347:34700:4:Z4178543175;
CC1(C)CC2CCOC21,529,347:34700:0:Z2277564727;347:34700:3:Z1255976770;347:34700:9:Z1255980893;
CC1CCCOC1,1701,347:34700:0:Z1580707006;347:34700:0:Z3166964031;347:34700:2:Z4076363137;
Cc1nc2ccccc2[nH]1,3826,347:34700:0:Z2648128114;347:34700:0:Z1890204668;347:34700:0:Z3626207044;
OC1CCCCC1,13753,347:34700:0:Z1967061750;347:34700:0:Z1952509411;347:34700:0:Z4329595976;
c1ccc2c(c1)Cn1nncc1CN2,128,347:34700:0:Z4127818246;347:34700:1:Z4128397220;347:34701:4:Z1819488029;
Cc1cnco1,10122,347:34700:0:Z2231398863;347:34700:0:Z4178835503;347:34700:0:Z4178833898;
Cc1ccnc2ccccc12,1833,347:34700:0:Z4426798830;347:34700:0:Z237163538;347:34700:1:Z3893238459;
C1CCC2CNCC2C1,3620,347:34700:0:Z3916863985;347:34700:0:Z2364637242;347:34700:0:Z4773521213;
c1cnn2nnnc2c1,234,347:34700:0:Z740813508;347:34700:1:Z817703536;347:34700:6:Z1291390741;
Cc1ncno1,9553,347:34700:0:Z2231254675;347:34700:0:Z1266947296;347:34700:0:Z2929211492;
Cc1csc(C)n1,1822,347:34700:0:Z2601003428;347:34700:2:Z4985482446;347:34700:2:Z1156043696;
c1nnc2n1CCNC2,8314,347:34700:0:Z4123069661;347:34700:0:Z4135847447;347:34700:0:Z4191387742;
Cc1ccc2ccccc2n1,2954,347:34700:0:Z1716047106;347:34700:0:Z3624701171;347:34700:0:Z1416959777;
C1OC2CC1C2,2044,347:34700:0:Z3081167857;347:34700:0:Z3308816653;347:34700:1:Z3672570539;
CC1OCCO1,3465,347:34700:0:Z2971849225;347:34700:0:Z3197690571;347:34700:1:Z2640329784;
CC1CNCC(C)O1,12462,347:34700:0:Z66479622;347:34700:0:Z3173447053;347:34700:0:Z5011523461;
C1CCC2(CC1)OCCO2,4505,347:34700:0:Z3324594623;347:34700:0:Z4353619880;347:34700:0:Z4125414498;
N=S1(=O)CCCc2ncncc21,62,347:34700:0:Z3828433624;347:34700:8:Z3827966606;347:34704:3:Z3828440317;
O=c1[nH]c2ccccc2o1,6365,347:34700:0:Z1986413280;347:34700:0:Z295754068;347:34700:0:Z3606739398;
C1NCC2CC12,10195,347:34700:0:Z4491481224;347:34700:0:Z1780467442;347:34700:0:Z2207921997;
FC1CCC1,7000,347:34700:0:Z4109626985;347:34700:0:Z3499927468;347:34700:0:Z3499927556;
O=c1cnc2ccccc2[nH]1,943,347:34700:0:Z4243061942;347:34700:1:Z3603727771;347:34700:3:Z4208477195;
CC1CCOCC1,1364,347:34700:0:Z3883344005;347:34700:0:Z2997073413;347:34700:0:Z4876710014;
Cc1cn[nH]c1,15934,347:34700:0:Z3917447627;347:34700:0:Z1409361718;347:34700:0:Z2763019620;
CN1C(=O)NCC12CNC2,182,347:34700:0:Z3996884683;347:34700:4:Z4012078768;347:34702:3:Z4008850574;
C1CC2CNCC12,5222,347:34700:0:Z4599161368;347:34700:0:Z3434123141;347:34700:0:Z4420631485;
c1ccc2[nH]ncc2c1,10575,347:34700:0:Z1371026137;347:34700:0:Z2697278247;347:34700:0:Z1540258168;
Cc1ccn(C)n1,15761,347:34700:0:Z2374456919;347:34700:0:Z2640721124;347:34700:0:Z1362662487;
CC1(C)CNCCC(=O)C1,98,347:34700:0:Z2718590054;347:34700:9:Z2718593257;347:34702:1:Z2851582999;
c1ccn2cnnc2c1,9139,347:34700:0:Z983333274;347:34700:0:Z3468657844;347:34700:0:Z2917818778;
Cc1ccn2ccnc2c1,1074,347:34700:0:Z1890542132;347:34700:0:Z3916226319;347:34700:0:Z1541879206;
Cc1ncn[nH]1,6648,347:34700:0:Z1622939681;347:34700:0:Z937733794;347:34700:0:Z2177741032;
FC1CCNC1,12946,347:34700:0:Z4264877303;347:34700:0:Z4264874280;347:34700:0:Z4264904894;
C1CNC2(C1)CCOCC2,4034,347:34700:0:Z3513832333;347:34700:0:Z3548729795;347:34700:0:Z4011911090;
C1CCN2CCCC2C1,1691,347:34700:0:Z4310805022;347:34700:0:Z3628911883;347:34700:1:Z508257296;
CN1C2CCCC1CC2,1706,347:34700:0:Z1743539560;347:34700:0:Z4267577267;347:34700:0:Z4490269780;
Cc1cccc2c1NCCC2,578,347:34700:0:Z735679976;347:34700:0:Z4611252407;347:34700:1:Z4114580584;
Cc1cnoc1,2382,347:34700:0:Z4828267576;347:34700:1:Z4603794831;347:34700:2:Z3542657814;
Cc1ncon1,13233,347:34700:0:Z2764250947;347:34700:0:Z1635548953;347:34700:0:Z3609699345;
C1CNC2(C1)CCC2,3968,347:34700:0:Z3652511052;347:34700:0:Z3787390375;347:34700:0:Z3797913535;
O=c1[nH]cnc2c1oc1ccccc12,278,347:34700:0:Z4253732003;347:34700:7:Z1432712578;347:34700:7:Z1471616150;
CC1OCCC1O,495,347:34700:0:Z4345777425;347:34700:2:Z1929564601;347:34700:4:Z3353690028;
C1CCc2c(nc3n2CCNC3)C1,195,347:34700:0:Z3174492825;347:34700:3:Z3184617286;347:34700:6:Z3843335356;
Cn1ccc(=O)[nH]1,544,347:34700:0:Z3204855132;347:34700:0:Z3656105567;347:34700:2:Z2495679549;
OC1CNCc2ccccc21,525,347:34700:0:Z3828040527;347:34700:0:Z4001981686;347:34700:0:Z4156345718;
c1ccc2c(c1)CCC1(CCOC1)O2,282,347:34700:0:Z3138890498;347:34700:9:Z3366159667;347:34701:1:Z4110782629;
c1n[nH]c2c1COCC2,1021,347:34700:0:Z3010306049;347:34700:0:Z4104438492;347:34700:1:Z3010398684;
Cn1cccc1,16040,347:34700:0:Z136980354;347:34700:0:Z3590830912;347:34700:0:Z1506946705;
Cn1cnc2c1CCCC2,1146,347:34700:0:Z3582640896;347:34700:0:Z3529052332;347:34700:0:Z3533677835;
C1=CSCCO1,98,347:34700:0:Z4372623417;347:34706:8:Z4372580124;347:34707:4:Z2800065956;
O=C1CCC2(CCCNC2)CN1,379,347:34700:0:Z4050707591;347:34700:1:Z4023984670;347:34700:1:Z4023984829;
c1cnc2c(c1)OCCO2,1266,347:34700:0:Z4909688885;347:34700:0:Z4909688909;347:34700:0:Z2644748760;
c1ccc2c(c1)CCN2,32247,347:34700:0:Z1030395988;347:34700:0:Z1725065509;347:34700:0:Z1603478546;
Cc1cc2[nH]c(=O)ccn2n1,316,347:34700:0:Z1030395988;347:34700:1:Z1262171042;347:34700:4:Z1006342492;
Cc1cn2nncc2c(=O)[nH]1,69,347:34700:0:Z3292583694;347:34703:8:Z3294727266;347:34706:1:Z3369501131;
c1[nH]nc2c1CCCC2,3653,347:34700:0:Z1630206419;347:34700:0:Z1155541379;347:34700:0:Z4965086846;
C1CC2CCC2C1,4093,347:34700:0:Z4308201181;347:34700:0:Z4888008541;347:34700:0:Z4883649507;
c1[nH]nc2c1CCC2,602,347:34700:0:Z4347029639;347:34700:0:Z4346317660;347:34700:0:Z5058541084;
c1cnn2cnnc2c1,3555,347:34700:0:Z3395672392;347:34700:0:Z3184791591;347:34700:0:Z2093155833;
C1CCC2(CC2)NC1,2136,347:34700:0:Z3395672392;347:34700:0:Z4043568564;347:34700:0:Z4213041672;
O=C1NC2(CNC2)Nc2ccccc21,165,347:34700:0:Z3642914794;347:34700:6:Z3703015997;347:34701:0:Z3703013475;
CC1CCNCC1,24369,347:34700:0:Z1195796777;347:34700:0:Z3390911545;347:34700:0:Z3872386281;
c1ccc2c(c1)COC2,3679,347:34700:0:Z2644748760;347:34700:0:Z1665730718;347:34700:0:Z4412962547;
Cc1ccoc1C,375,347:34700:0:Z1456002249;347:34700:4:Z1447704033;347:34700:4:Z2090151821;
c1ccc2c(c1)COC21CCCCC1,178,347:34700:0:Z4353263708;347:34700:1:Z4169795746;347:34701:3:Z4467226105;
Cc1ccnnc1,626,347:34700:0:Z4400436390;347:34700:0:Z4395038888;347:34700:2:Z4651559096;
Cn1cc2n(c1=O)CCCC2,410,347:34700:0:Z3630973428;347:34700:0:Z2271667929;347:34700:2:Z2273997376;
CC1=NOCC1,400,347:34700:0:Z3666688692;347:34700:0:Z3535226870;347:34700:2:Z2640899270;
CC1(C)CNCC1N,39,347:34700:0:Z3135013977;347:34700:4:Z3044332545;347:34700:5:Z3044450585;
C1CC2(C1)COCCN2,1413,347:34700:0:Z3708115086;347:34700:0:Z3708106567;347:34700:0:Z4116124497;
FC1(F)CNCCOC1,196,347:34700:0:Z3842927625;347:34700:2:Z4345227876;347:34701:2:Z2149947861;
Cc1ccc2cn[nH]c2n1,2147,347:34700:0:Z1996342373;347:34700:0:Z1889598792;347:34700:1:Z2089885016;
Cc1cc(C)on1,11155,347:34700:0:Z1199547844;347:34700:0:Z3093152529;347:34700:0:Z1382364482;
C1COCCO1,6762,347:34700:0:Z4996686652;347:34700:0:Z4228006117;347:34700:0:Z3175150177;
Cc1n[nH]c(=O)c2ccccc12,511,347:34700:0:Z3646533720;347:34700:0:Z2777704241;347:34700:0:Z259725568;
Clc1cccs1,4488,347:34700:0:Z1072137748;347:34700:0:Z1686259755;347:34700:0:Z2027604261;
c1cnc2[nH]cnc2c1,1675,347:34700:0:Z1592276523;347:34700:0:Z2838724907;347:34700:0:Z2230722872;
C1CC2CNCC2O1,2866,347:34700:0:Z3775772862;347:34700:0:Z3996876457;347:34700:0:Z5052581664;
Fc1cc(F)c2c(c1)CCCO2,991,347:34700:0:Z5050664632;347:34700:0:Z5050626744;347:34700:1:Z2187815022;
OC1CCOC1,3183,347:34700:0:Z4418520240;347:34700:0:Z3707196539;347:34700:1:Z2801823307;
CC1OC2CCC1C2,156,347:34700:0:Z4557585862;347:34700:5:Z4536380520;347:34701:0:Z4540118576;
Cc1c[nH]c(=O)[nH]1,1880,347:34700:0:Z920673788;347:34700:0:Z2625547633;347:34700:0:Z4522290335;
CN1CCC2(CC1)CC(O)CN2,333,347:34700:0:Z4478262204;347:34700:5:Z4599512922;347:34700:6:Z4598383118;
Cc1cccc(F)c1,12765,347:34700:0:Z1345041757;347:34700:0:Z74518870;347:34700:0:Z3357164459;
O=C1CNC(=O)c2ccccc2N1,725,347:34700:0:Z2221617138;347:34700:1:Z2779898691;347:34700:2:Z4263818486;
C1COC2(C1)CNC2,1912,347:34700:0:Z3593386040;347:34700:1:Z3593374832;347:34700:1:Z3166594678;
CC1(C)Cc2ccccc2O1,2262,347:34700:0:Z3593386040;347:34700:0:Z3702228066;347:34700:0:Z1449987941;
c1cc2n(n1)CCC2,1693,347:34700:0:Z2478161927;347:34700:0:Z3717051916;347:34700:1:Z4266454535;
O=S1(=O)NCCN1,546,347:34700:0:Z3841460033;347:34700:4:Z4087522737;347:34700:6:Z4274738923;
O=C1CCNCCCN1,316,347:34700:0:Z3152910495;347:34700:4:Z3094013233;347:34700:7:Z3164321579;
CC1(C)CCCCO1,2623,347:34700:0:Z2286472955;347:34700:0:Z3687461170;347:34700:1:Z3610497091;
Cc1n[nH]cc1O,179,347:34700:0:Z3726312182;347:34700:4:Z2608778769;347:34701:3:Z3726675489;
C1CC2(CCO1)CC2,1942,347:34700:0:Z3209686175;347:34700:0:Z1904013555;347:34700:0:Z2297568912;
Cn1ccc(Cl)c1,670,347:34700:0:Z4430318026;347:34700:1:Z2851783717;347:34700:1:Z1533210833;
c1nnc2n1CCC2,3611,347:34700:0:Z751669198;347:34700:0:Z220601884;347:34700:0:Z1267763243;
OC1COC1,1250,347:34700:0:Z5035440345;347:34700:0:Z3351975733;347:34700:0:Z4316036366;
Cc1ncsc1C,1536,347:34700:0:Z411231308;347:34700:0:Z1894213623;347:34700:0:Z2853833129;
Fc1cccc2c1CNCC2,996,347:34700:0:Z4769671815;347:34700:0:Z4029448501;347:34700:0:Z3642488404;
c1ccc2c(c1)NCCN2,911,347:34700:0:Z4129386370;347:34700:0:Z4129382725;347:34700:0:Z2169848992;
CC1CNCCNC1,1510,347:34700:0:Z3605735940;347:34700:0:Z4114038112;347:34700:0:Z4324029442;
Cc1nnc2cnccn12,328,347:34700:0:Z2636930195;347:34700:2:Z1765653624;347:34700:7:Z1763843477;
CC1=Nc2ccccc2C1(C)C,280,347:34700:0:Z4639779267;347:34700:5:Z4306769082;347:34701:0:Z4307253375;
O=S1(=O)CCC2(CCCCN2)CC1,137,347:34700:0:Z4639779267;347:34700:4:Z4644721577;347:34700:4:Z4639763838;
Cn1nccc1Cl,1520,347:34700:0:Z4430423671;347:34700:2:Z4265912558;347:34700:2:Z1559958511;
Cn1ncc2c(=O)[nH]cnc21,2649,347:34700:0:Z3650139694;347:34700:0:Z4506644635;347:34700:0:Z1355385707;
CN1CNCC1=O,309,347:34700:0:Z1848311946;347:34700:4:Z2108021626;347:34700:5:Z3299407727;
c1ccc2sccc2c1,5647,347:34700:0:Z3807643617;347:34700:0:Z3176355828;347:34700:0:Z1427312968;
Fc1ccc2c(c1)OCCC2,771,347:34700:0:Z4416391151;347:34700:1:Z2709766422;347:34700:3:Z2783792779;
CC1(O)CCCCC1,1039,347:34700:0:Z1618874338;347:34700:1:Z1906077678;347:34700:1:Z2306804568;
C1CC23CNCC2(C1)CNC3,88,347:34700:0:Z3321019290;347:34700:1:Z3321019562;347:34702:1:Z4490451875;
CC1CCCS1(=O)=O,214,347:34700:0:Z2905272943;347:34700:1:Z2710267838;347:34701:0:Z4022519415;
c1cnc2ccnn2c1,4868,347:34700:0:Z362693470;347:34700:0:Z2188392971;347:34700:0:Z4272479934;
Cc1cccc2[nH]ccc12,1309,347:34700:0:Z2176419013;347:34700:1:Z3092864127;347:34700:1:Z3055766126;
O=S1(=O)CCCc2cccc(F)c21,86,347:34700:0:Z2995640416;347:34700:0:Z2995642306;347:34700:0:Z3361837927;
c1ccc2ncncc2c1,4055,347:34700:0:Z4025414419;347:34700:0:Z1296067301;347:34700:0:Z4592006590;
Cn1nnc2c1CCCC2,1821,347:34700:0:Z2174182283;347:34700:0:Z3134459026;347:34700:0:Z3628135192;
C1=CCCC1,217,347:34700:0:Z2410352382;347:34700:5:Z2197489524;347:34700:7:Z2320031397;
c1cn2c(n1)CNCC2,1572,347:34700:0:Z4294751992;347:34700:1:Z4295160478;347:34700:2:Z3588568552;
C1CC2CNCC1C2,1659,347:34700:0:Z3831024357;347:34700:0:Z2803053353;347:34700:0:Z3819605193;
CC1(C)CNCCC1O,240,347:34700:0:Z1870453916;347:34700:5:Z2277470995;347:34701:2:Z2108073256;
Oc1ccncn1,2607,347:34700:0:Z3583737003;347:34700:0:Z18812244;347:34700:0:Z2697646589;
Fc1ccc2c(c1)CCCO2,1332,347:34700:0:Z1168856250;347:34700:2:Z3605231901;347:34700:3:Z2185526857;
CN1C=NCCC1,56,347:34700:0:Z4260316160;347:34700:1:Z4260316633;347:34700:4:Z4260318589;
O=S1CCNCC1,1409,347:34700:0:Z2060084646;347:34700:0:Z1176371685;347:34700:0:Z1712953791;
O=S1(=O)CC2CCCN1C2,84,347:34700:0:Z3840884441;347:34702:6:Z3872476342;347:34703:1:Z3837707234;
c1cc2c(cn1)OCCO2,367,347:34700:0:Z2410537301;347:34700:0:Z2410530887;347:34700:1:Z2406743522;
Cn1ccc2ccccc21,4835,347:34700:0:Z1261459640;347:34700:0:Z3204819394;347:34700:0:Z3821929402;
NC1CCNCC1,2538,347:34700:0:Z4446204023;347:34700:0:Z4539465716;347:34700:0:Z3134818416;
c1cn2c(n1)CCOCC2,88,347:34700:0:Z3910432540;347:34700:1:Z3910435550;347:34702:1:Z3910442267;
OC1CCC(O)C1,57,347:34700:0:Z4768596969;347:34700:0:Z4769966744;347:34700:0:Z4773039935;
C1CCC2(CCOC2)NC1,69,347:34700:0:Z3317897092;347:34700:0:Z3091933227;347:34704:3:Z3091934577;
C1CC2(C1)NCCS2,124,347:34700:0:Z3205243049;347:34700:6:Z4325835852;347:34700:7:Z4250093425;
Cn1ncc2ncccc21,1283,347:34700:0:Z4344982360;347:34700:0:Z3695933519;347:34700:0:Z4470923649;
FC1(F)CC2(CCNC2)C1,163,347:34700:0:Z4344982360;347:34700:4:Z4352898259;347:34700:9:Z4413159881;
O=C1CCC1,1827,347:34700:0:Z4579045427;347:34700:0:Z3087183762;347:34700:1:Z1551285988;
Fc1cc(F)cc(F)c1,1709,347:34700:0:Z1478565376;347:34700:0:Z1278404613;347:34700:0:Z3535113561;
O=C1CCc2cccc3c2N1CCC3,438,347:34700:0:Z2851155507;347:34700:7:Z3093761627;347:34700:7:Z3093763456;
c1ccc2c(c1)Cc1ccccc1O2,209,347:34700:0:Z3296568329;347:34700:5:Z2297935186;347:34700:7:Z1691041452;
Cn1ccn2cnnc2c1=O,876,347:34700:0:Z4149873650;347:34700:0:Z2871005912;347:34700:3:Z2876632327;
OC1CCCC2CCC1N2,89,347:34700:0:Z3589597074;347:34700:5:Z3605689782;347:34700:8:Z3605683978;
C1COCC2(C1)CCOCC2,1758,347:34700:0:Z2868708682;347:34700:0:Z2854173369;347:34700:1:Z2869782224;
C1CCC2(CCC2)NC1,2658,347:34700:0:Z3803648028;347:34700:0:Z4095291809;347:34700:0:Z3821339040;
Cc1cnn[nH]1,16936,347:34700:0:Z1158313288;347:34700:0:Z1673797655;347:34700:0:Z2718093654;
Fc1ccccc1Cl,14294,347:34700:0:Z1158313288;347:34700:0:Z1602377914;347:34700:0:Z1542516544;
Cc1cccc(C)n1,2532,347:34700:0:Z4365581506;347:34700:0:Z4244786287;347:34700:1:Z3541115982;
CC1COC2(CCNCC2)O1,358,347:34700:0:Z3008590710;347:34700:1:Z1534237828;347:34700:1:Z2475579687;
Clc1cccnn1,1147,347:34700:0:Z4228006117;347:34700:2:Z1419460014;347:34700:3:Z4240745955;
C1CC2CNCC2CCN1,700,347:34700:0:Z2909133338;347:34700:0:Z2909129544;347:34700:0:Z2373319839;
C1=Cc2ccccc2C1,294,347:34700:0:Z3134459026;347:34700:3:Z4141633974;347:34700:7:Z3571836720;
O=S1(=O)CCc2ccccc21,3223,347:34700:0:Z1927382682;347:34700:0:Z4640037337;347:34700:0:Z2282682704;
Cn1ccc2ccccc2c1=O,1922,347:34700:0:Z3708106567;347:34700:1:Z2003086174;347:34700:1:Z2080941220;
O=c1[nH]cnc2cc(Cl)ccc12,661,347:34700:0:Z913181838;347:34700:0:Z1157192055;347:34700:0:Z448766218;
CC1CN(C)C(=O)CN1,363,347:34700:0:Z3181243838;347:34700:0:Z1781153915;347:34701:0:Z1784467058;
C1CCCNCC1,32538,347:34700:0:Z1940389611;347:34700:0:Z2637476730;347:34700:0:Z4268652288;
