fragment_smiles,occurences,example_ligands
c1cn2nnnc2cn1,1250,506:50600:0:Z2099572815;506:50600:3:Z1493251987;506:50600:4:Z1744371135;
CC1(C)CCCC(C)(C)N1,502,506:50600:0:Z30259589;506:50600:1:Z1919967142;506:50600:3:Z402511010;
Cc1cc(=O)n2ncnc2[nH]1,1102,506:50600:0:Z1175681848;506:50600:1:Z2092012235;506:50600:2:Z2015146650;
C1CCC2(CC1)CCCC2,85,506:50600:0:Z2189299377;506:50601:2:Z2189300909;506:50601:3:Z2190020977;
Cc1oc2ncncc2c1C,46,506:50600:0:Z1359515911;506:50602:4:Z1227839724;506:50606:1:Z1227842741;
O=S1(=O)NCNc2ccccc21,436,506:50600:0:Z1417458629;506:50600:2:Z1083073628;506:50600:5:Z1886983231;
C1CC2CNCC2CN1,431,506:50600:0:Z3597957737;506:50600:3:Z3726715842;506:50600:4:Z3724496375;
c1ncc2[nH]cnc2n1,615,506:50600:1:Z3646205500;506:50600:3:Z2185063221;506:50600:6:Z1981615939;
Cc1ccnc(C)c1,1765,506:50600:1:Z2310525374;506:50600:4:Z1639873872;506:50600:5:Z2589502573;
O=c1ccnc2ccccn12,1328,506:50600:1:Z1554526254;506:50600:2:Z1607263671;506:50600:3:Z2209928942;
c1cnc2c(c1)CNCC2,1231,506:50600:1:Z4248691182;506:50600:1:Z1585505729;506:50600:2:Z3534779823;
Cc1c[nH]c(C)c1,705,506:50600:1:Z1429465092;506:50600:1:Z28689214;506:50600:1:Z1430713590;
Clc1ccc2c(c1)OCCCO2,820,506:50600:1:Z1446557591;506:50600:4:Z200523472;506:50600:5:Z2045502915;
C1COC2CCNCC2C1,165,506:50600:1:Z1452415452;506:50600:2:Z1454359891;506:50601:9:Z2024611993;
Cc1cccc2c1OCCC2,1424,506:50600:1:Z1828244287;506:50600:1:Z1828244240;506:50600:1:Z1092093688;
NC1CCNC1,939,506:50600:1:Z4079938073;506:50600:1:Z4079937713;506:50600:2:Z4439288125;
Cn1c(=O)[nH]c2ncncc2c1=O,80,506:50600:1:Z821241576;506:50600:5:Z18175161;506:50601:1:Z1650838841;
O=C1Nc2ccccc2C12CC2,62,506:50600:1:Z3011045504;506:50600:1:Z3596355191;506:50602:0:Z3289020737;
c1ccc2c(c1)CCCNCC2,76,506:50600:1:Z2842355078;506:50600:1:Z2292081180;506:50600:1:Z2297805147;
C1CSCS1,325,506:50600:1:Z782835914;506:50600:2:Z1849069692;506:50600:2:Z1698128972;
C1CCC2(CCNCC2)COC1,28,506:50600:1:Z3911445594;506:50610:4:Z3911427522;506:50614:6:Z4490437311;
Cc1csc2nc3n(c(=O)c12)CCC3,320,506:50600:1:Z109237030;506:50600:7:Z25587891;506:50601:5:Z1190638834;
O=C1CCc2ccccc21,1196,506:50600:1:Z4998158907;506:50600:1:Z1831247376;506:50600:1:Z5045289389;
Cc1cnc(C)[nH]1,307,506:50600:1:Z3726864303;506:50600:3:Z3724937193;506:50600:4:Z3726858968;
CN1CCc2nc3ccccc3cc2C1,174,506:50600:1:Z29660401;506:50600:6:Z1519331929;506:50600:9:Z770748012;
Cn1ccc2c(c1=O)CCCC2,722,506:50600:1:Z1900848901;506:50600:3:Z1905147099;506:50600:3:Z1901326073;
CN1CCc2[nH]c(=O)ccc2C1,248,506:50600:1:Z3573835187;506:50600:6:Z3686163254;506:50600:6:Z3573831166;
Cn1cnc2c1CCCC2,326,506:50600:1:Z3526488549;506:50601:3:Z5001571696;506:50601:6:Z3322816838;
CC1(C)CC(C)(C)C1,41,506:50600:1:Z1371697801;506:50606:2:Z1371698068;506:50610:3:Z1371697948;
NC1CCC1,332,506:50600:1:Z4778170096;506:50600:2:Z4055406288;506:50600:9:Z3384860706;
Cc1cc2cncnc2s1,557,506:50600:1:Z1462412195;506:50600:1:Z1767404635;506:50600:3:Z1766196004;
C1=CC2(CCNCC2)Oc2ccccc21,62,506:50600:1:Z2605249786;506:50601:8:Z2611179478;506:50604:6:Z2614156939;
Cc1cc2ccccc2[nH]1,2884,506:50600:1:Z365605662;506:50600:1:Z648186558;506:50600:1:Z2184901392;
CC1CCCC(C)O1,662,506:50600:1:Z2017946754;506:50600:3:Z2019047125;506:50600:6:Z1985671147;
O=c1nccc[nH]1,721,506:50600:1:Z2613794141;506:50600:1:Z1447191382;506:50600:6:Z1408053473;
Cn1cnc2cc(Cl)ccc21,1029,506:50600:1:Z1743333100;506:50600:2:Z1717027554;506:50600:3:Z1744692987;
Cc1cc(C)c(C)cc1C,1570,506:50600:1:Z1101543537;506:50600:1:Z1682750734;506:50600:1:Z2172081939;
Clc1cn2ccccc2n1,485,506:50600:1:Z1138419030;506:50600:1:Z794576922;506:50600:2:Z932755196;
Cn1nc2c(cc1=O)CNCC2,616,506:50600:1:Z1303078164;506:50600:1:Z1303082546;506:50600:4:Z1342007404;
Cc1cc(C)n2[nH]c(=O)cc2n1,1200,506:50600:1:Z1531618048;506:50600:1:Z1841781825;506:50600:2:Z3204318371;
Cc1cc2nncn2c(C)n1,28,506:50600:1:Z391820882;506:50601:8:Z391820038;506:50601:8:Z391818354;
C1CNCC2(C1)CCC2,379,506:50600:1:Z2015491350;506:50600:1:Z3651087972;506:50600:3:Z2016874413;
Cc1nc[nH]c(=O)c1C,279,506:50600:1:Z1401249875;506:50600:8:Z2615171258;506:50601:2:Z1272370118;
Cc1cccc2ccoc12,313,506:50600:1:Z3721485008;506:50600:2:Z3723282711;506:50600:5:Z3721720863;
Fc1ccc2ncnn2c1,116,506:50600:1:Z1317696634;506:50600:9:Z1317696882;506:50601:6:Z4255746503;
C1CCC2(C1)OCCO2,595,506:50600:1:Z1608407690;506:50600:2:Z2174417027;506:50600:7:Z1584391404;
C1CCC2(C1)CNCCO2,218,506:50600:1:Z2669936154;506:50600:8:Z1909188591;506:50601:4:Z3609543820;
CN1C(=O)CC2CNCCC21,85,506:50600:1:Z3586005019;506:50603:7:Z3185053067;506:50605:0:Z3175661881;
Cn1ccn2nccc2c1=O,143,506:50600:1:Z3784851186;506:50601:5:Z4476794392;506:50601:8:Z3784843798;
O=C1NCCc2cncn21,76,506:50600:1:Z3726699541;506:50600:1:Z3720832588;506:50602:1:Z3720318375;
O=C1CCC2(CC1)CC2,38,506:50600:1:Z3835837875;506:50600:4:Z3837191824;506:50602:7:Z3839246956;
C1CC2(CCN1)OCCO2,699,506:50600:1:Z1530225616;506:50600:1:Z1613683598;506:50600:4:Z1075712142;
Cc1cncnc1,1383,506:50600:1:Z4178267799;506:50600:2:Z3534255534;506:50600:3:Z2320603559;
Nc1nccnn1,32,506:50600:1:Z3833188098;506:50604:7:Z4166580197;506:50609:8:Z4166990150;
Cc1cnccn1,2250,506:50600:1:Z2232062213;506:50600:1:Z1994916424;506:50600:2:Z18456855;
O=S1CCCNc2ccccc21,123,506:50600:1:Z1909435008;506:50600:6:Z1909437514;506:50600:9:Z1909440660;
Cc1cc(Cl)n(C)n1,451,506:50600:1:Z1190653782;506:50600:3:Z2229816274;506:50600:7:Z1014323388;
C1CNC2(CNC2)OC1,12,506:50600:1:Z4091797888;506:50606:3:Z4091795137;506:50611:3:Z4091797734;
Cn1ccc(=O)[nH]1,716,506:50600:1:Z3607826156;506:50600:2:Z3045944739;506:50600:2:Z3388945179;
Cc1ncc2n1CCNC2,146,506:50600:1:Z3414445298;506:50600:2:Z4231701073;506:50601:2:Z3414440278;
CC1(C)CC(=O)c2scnc2C1,102,506:50600:1:Z1005514902;506:50600:5:Z838390502;506:50601:0:Z981935672;
Cc1cc(=O)[nH]n1C,4202,506:50600:1:Z2033515686;506:50600:1:Z1214804617;506:50600:1:Z1692547906;
C1CCC2(CCOC2)OC1,470,506:50600:1:Z2118846110;506:50600:3:Z1577081727;506:50600:5:Z1578172716;
C1CCC2OCCNC2C1,599,506:50600:1:Z1492876906;506:50600:3:Z2032562076;506:50600:3:Z1483165973;
CC1(C)CCC(C)(C)c2ccccc21,46,506:50600:1:Z1182465906;506:50601:2:Z2142901439;506:50603:5:Z1182490160;
c1csnn1,842,506:50600:1:Z1834956692;506:50600:3:Z1550545196;506:50600:4:Z1402407333;
CN1CC(=O)Nc2ccccc21,686,506:50600:1:Z1126856957;506:50600:4:Z812255580;506:50600:4:Z1712994336;
Cc1cccc2[nH]cnc12,818,506:50600:1:Z4506943946;506:50600:2:Z1229524124;506:50600:2:Z1229521829;
CC1NC=NNC1=O,859,506:50600:1:Z1430690876;506:50600:2:Z773482436;506:50600:2:Z1240348849;
C1COCC2(C1)CCNC2,122,506:50600:1:Z2043817994;506:50600:4:Z2044979648;506:50600:6:Z2079584706;
NC1CCc2ccccc21,72,506:50600:1:Z3294090995;506:50600:3:Z3136996563;506:50601:7:Z4910325039;
Cn1cnc2c1CCNC2,173,506:50600:1:Z1482331664;506:50600:9:Z2111412614;506:50601:7:Z1481794213;
Cn1cc2c(n1)CCC2,111,506:50600:1:Z2171093811;506:50600:7:Z908217198;506:50601:7:Z2922822714;
CC1(C)CNCCc2ccccc21,67,506:50600:1:Z2643658546;506:50601:6:Z3098235468;506:50602:5:Z2643661554;
CC1CCC(=O)NC1,303,506:50600:1:Z1986328087;506:50600:2:Z3134341520;506:50600:7:Z2208462157;
Cc1cc(C)n2nnnc2n1,843,506:50600:1:Z1460760116;506:50600:1:Z1676980980;506:50600:3:Z1576355605;
C1CC2(CCO1)CCO2,55,506:50600:1:Z4413475289;506:50601:8:Z4240234587;506:50603:1:Z4351924901;
C1CNCC2(C1)CCOCC2,435,506:50600:1:Z3053968756;506:50600:6:Z1266655654;506:50601:0:Z1304594676;
c1ccc2c(c1)CNCCN2,1559,506:50600:1:Z1090640762;506:50600:1:Z1545302707;506:50600:1:Z1604940548;
c1ccc2c(c1)COC21CCCNC1,208,506:50600:1:Z1994593514;506:50600:1:Z1734726064;506:50601:5:Z1727262501;
c1ccc2c(c1)CC1(CCOCC1)C2,350,506:50600:1:Z2170175267;506:50600:4:Z2181661768;506:50600:4:Z2175225865;
O=C1CNCc2ccccc2N1,99,506:50600:1:Z2495844509;506:50600:5:Z2494228179;506:50603:5:Z2495431507;
c1cnn2nnnc2c1,477,506:50600:1:Z1401271523;506:50600:2:Z1022362788;506:50600:9:Z917547490;
C1NCC2COCC12,192,506:50600:1:Z3277830321;506:50600:9:Z2614880145;506:50600:9:Z2837061492;
CC1(C)CC(=O)Nc2ccccc21,396,506:50600:1:Z3277830321;506:50600:1:Z3277822387;506:50600:1:Z3277839404;
Cc1nc2n(n1)CCCC2,855,506:50600:1:Z1131344362;506:50600:1:Z1364012447;506:50600:4:Z2111381071;
Cc1nc2ccccn2n1,434,506:50600:1:Z4396347016;506:50600:3:Z4124251656;506:50600:5:Z2167791180;
Cc1cc(O)nnc1C,462,506:50600:1:Z1224069534;506:50600:2:Z1257949558;506:50600:7:Z1224071605;
O=c1ccoc2cc(F)ccc12,482,506:50600:1:Z2081185223;506:50600:3:Z2069218583;506:50600:5:Z2081181196;
CC1NCCn2cccc21,239,506:50600:1:Z4934979620;506:50601:5:Z268024060;506:50602:5:Z643092684;
CN1CCn2nccc2C1,254,506:50600:1:Z2761241848;506:50600:1:Z3597385141;506:50600:6:Z2762133332;
C1COC2(CCOC2)CN1,693,506:50600:1:Z2020376217;506:50600:2:Z1949728286;506:50600:2:Z1712911148;
C1CC2CNCC12,792,506:50600:1:Z2697583912;506:50600:1:Z3808475182;506:50600:2:Z4906480257;
C1COC2(CCOCC2)CN1,373,506:50600:1:Z1454162804;506:50600:4:Z1451884741;506:50600:5:Z2126738026;
Fc1ccc2nccnc2c1,693,506:50600:1:Z737240506;506:50600:1:Z733899700;506:50600:2:Z1941911004;
Fc1cccc2ccoc12,429,506:50600:1:Z3719684402;506:50600:2:Z3725356539;506:50601:0:Z3719613087;
c1cc2cc[nH]c2cn1,687,506:50600:1:Z2226424602;506:50600:1:Z2494975658;506:50600:2:Z2215169582;
CC1(C)CNCc2cn[nH]c21,18,506:50600:1:Z3370683446;506:50605:5:Z3370675639;506:50605:7:Z4771199980;
O=C1CCCc2oc(=O)ccc21,86,506:50600:1:Z3443105358;506:50601:3:Z3406339810;506:50602:0:Z3542401235;
Cc1cc(O)nc2ccccc12,192,506:50600:1:Z1344267868;506:50600:3:Z1344157313;506:50601:2:Z2095278280;
Cc1cc(C)c2cc[nH]c2c1C,166,506:50600:1:Z241902896;506:50601:0:Z240374568;506:50601:5:Z1422760415;
C1CC2CC2N1,666,506:50600:1:Z2774728585;506:50600:1:Z3045842903;506:50601:4:Z2208623407;
C1CCC2(CCNCC2)NC1,26,506:50600:1:Z4325506145;506:50605:5:Z3092917239;506:50609:4:Z3143770189;
c1cc2cncnn2c1,23,506:50600:1:Z4325506145;506:50601:3:Z4317338515;506:50602:6:Z4318548799;
CC1=NN=C(C)CC1,95,506:50600:1:Z3180953694;506:50600:6:Z3135555940;506:50601:2:Z3095711218;
C1CCC2CNC2CC1,47,506:50600:1:Z3180953694;506:50603:2:Z1360748778;506:50603:5:Z1360747919;
Oc1ccc2c(c1)OCO2,202,506:50600:1:Z1006773640;506:50600:4:Z796050574;506:50600:7:Z1570495464;
Fc1cccc2[nH]cnc12,1129,506:50600:1:Z1241786526;506:50600:2:Z1383039660;506:50600:2:Z1243832029;
C1COCCOC1,160,506:50600:1:Z4351755404;506:50600:3:Z4485599478;506:50601:5:Z4349466861;
Cn1c2c(ccc1=O)CCCC2,240,506:50600:1:Z2479857819;506:50600:1:Z2477302575;506:50600:3:Z2477302619;
CC1CCCc2ccccc21,611,506:50600:1:Z1503305039;506:50600:3:Z1208935320;506:50600:6:Z1588205925;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,1127,506:50600:1:Z1152010274;506:50600:1:Z804375288;506:50600:1:Z1266662112;
CC1CNc2cccc(F)c2O1,194,506:50600:1:Z1726330309;506:50600:2:Z1883841312;506:50601:1:Z1883839366;
CC1CCc2ccsc2S1(=O)=O,277,506:50600:1:Z2185001294;506:50600:4:Z2183627113;506:50600:4:Z2185011954;
Cc1cc(=O)[nH]nc1C,283,506:50600:1:Z1842084104;506:50600:8:Z3726841400;506:50601:2:Z392395816;
c1ccc2oncc2c1,1298,506:50600:1:Z3536811482;506:50600:1:Z292865254;506:50600:2:Z3724698124;
c1ccc2c(c1)CNc1ccccc1-2,45,506:50600:1:Z2130205033;506:50600:3:Z1444985623;506:50603:1:Z1766198287;
Cc1cccc2ccccc12,210,506:50600:1:Z2699733364;506:50601:8:Z3726247476;506:50602:1:Z2655802278;
Cc1ccnc2ccnn12,147,506:50600:1:Z4121948347;506:50600:3:Z3886176230;506:50600:8:Z3949927479;
CC1CCN(C)c2ccccc2N1,198,506:50600:1:Z1262296485;506:50600:3:Z1909352019;506:50600:5:Z1362229863;
Cc1ccc2c(c1)OCCN2,141,506:50600:1:Z1263160982;506:50600:2:Z1883355290;506:50602:5:Z1883350547;
O=S1(=O)CCc2sccc2C1,216,506:50600:1:Z2668482437;506:50600:3:Z1426163947;506:50601:2:Z1896463503;
Cn1ccc2ccc(F)cc21,575,506:50600:1:Z1717188386;506:50600:1:Z1716148603;506:50600:1:Z1716148823;
Cc1ccn2nc(C)cc2n1,564,506:50600:1:Z1797084563;506:50600:1:Z3726838025;506:50600:1:Z1264968550;
CC1(C)CC(=O)c2ccc(=O)oc2C1,124,506:50600:1:Z3541216632;506:50601:7:Z3604858298;506:50603:8:Z3867015269;
Oc1cccc2c1CCC2,763,506:50600:1:Z2219627999;506:50600:1:Z3819115410;506:50600:2:Z2222412017;
Cc1ccc2[nH]ccc2c1,935,506:50600:1:Z1726142628;506:50600:2:Z3720268686;506:50600:3:Z1768377197;
Cc1coc2ccc(F)cc12,643,506:50600:1:Z1119124509;506:50600:1:Z1187754130;506:50600:2:Z838857496;
Cc1cc(C)c2cnn(C)c2n1,2473,506:50600:1:Z1170160369;506:50600:1:Z4231334150;506:50600:1:Z1275020675;
O=c1[nH]ncc(Cl)c1Cl,155,506:50600:1:Z741902606;506:50600:5:Z209582032;506:50600:9:Z96391886;
Nc1cnnc2ccccc12,281,506:50600:1:Z1250850024;506:50600:7:Z1312652660;506:50601:7:Z1798212921;
Oc1ccc(F)cc1,20,506:50600:1:Z3583651759;506:50602:8:Z4430717012;506:50604:1:Z4227696727;
C1CC2NCCC2CN1,145,506:50600:1:Z5045289389;506:50600:6:Z3521662371;506:50600:6:Z3521664296;
Fc1ccc2c(c1)OCCC2,450,506:50600:1:Z1696698076;506:50600:6:Z2224147908;506:50600:7:Z2226078276;
C1CCC2(CC1)CNCCN2,1133,506:50600:1:Z2229100210;506:50600:4:Z2656294360;506:50600:5:Z1553723444;
O=S1(=O)CCc2ccccc21,2139,506:50600:1:Z2127908876;506:50600:1:Z1905649623;506:50600:1:Z1232099810;
c1cnc2c(c1)OCCO2,601,506:50600:1:Z4459742055;506:50600:2:Z1904679007;506:50600:3:Z1904676224;
O=C1CNC(=O)c2ccccc2N1,1155,506:50600:1:Z2214954609;506:50600:2:Z2226289032;506:50600:2:Z2224188621;
Clc1ccc2c(c1)CCNC2,83,506:50600:1:Z1838792262;506:50601:9:Z3289952758;506:50602:1:Z1845603437;
Clc1cccs1,2562,506:50600:1:Z1170780418;506:50600:1:Z1222492681;506:50600:2:Z983388600;
Cn1nnc2c1CCNC2,137,506:50600:1:Z1414136018;506:50601:1:Z1330105701;506:50601:8:Z1719890671;
C1CNC2(CC2)CN1,19,506:50600:1:Z4491018016;506:50604:6:Z3625254152;506:50608:6:Z3625256656;
c1cc2ccncn2c1,254,506:50600:1:Z2960046684;506:50600:1:Z3266931740;506:50601:6:Z3719436894;
c1ccc2c(c1)CCCCO2,943,506:50600:1:Z2012013533;506:50600:2:Z3092486520;506:50600:2:Z2121328791;
C1=NOCCN1,305,506:50600:1:Z1654532479;506:50600:3:Z1384659132;506:50600:5:Z1921810810;
CC1CNCCNC1,871,506:50600:1:Z2199559132;506:50600:1:Z2210177576;506:50600:2:Z2210178054;
Cn1ccc(Cl)c1,948,506:50600:1:Z1025042350;506:50600:1:Z1314139822;506:50600:2:Z1023806626;
Oc1ccc2c(c1)CCNCC2,259,506:50600:1:Z787438372;506:50600:3:Z1103084670;506:50600:5:Z1504013895;
O=C1CCC2Sc3ccccc3N12,135,506:50600:1:Z1687847139;506:50600:4:Z17930112;506:50602:0:Z1643545464;
c1nnn2c1CNCCC2,44,506:50600:1:Z2869108463;506:50603:2:Z2868553533;506:50606:3:Z2870455143;
OC1COC1,381,506:50600:1:Z3624745202;506:50600:4:Z4317064393;506:50600:4:Z2141503998;
CC12CCNCC1C2(F)F,100,506:50600:1:Z2207242293;506:50601:6:Z2199081996;506:50603:6:Z2207236342;
Cc1cc2c(=O)[nH]c(=O)[nH]c2o1,303,506:50600:1:Z1330448107;506:50600:4:Z1177936284;506:50600:5:Z1171641244;
O=C1C2CCCC1COC2,310,506:50600:1:Z1246037483;506:50600:5:Z1685724869;506:50600:9:Z1411680609;
Cc1nc2c(o1)CCNC2,40,506:50600:1:Z4634304733;506:50600:9:Z4642180348;506:50603:1:Z4642425308;
CC1(C)CCC2(CC2)c2ccccc21,92,506:50600:1:Z2201777159;506:50602:4:Z2201787550;506:50604:0:Z2207457574;
Fc1ccc2c(c1)NCCN2,313,506:50600:1:Z1841781825;506:50601:4:Z1845545956;506:50601:5:Z4132172593;
Fc1cnc2ccccn12,330,506:50600:1:Z2176056281;506:50600:4:Z2176058696;506:50600:8:Z3722138224;
O=C1CCc2cccc3c2N1CCC3,504,506:50600:1:Z1673507129;506:50600:2:Z3277819130;506:50600:2:Z3277846086;
C1=C2OCCC2CCCC1,2,506:50600:1:Z3094285097;506:50663:5:Z3094284809;
Cn1cc2ccccc2n1,753,506:50600:1:Z2700856047;506:50600:1:Z2709300016;506:50600:2:Z3887903245;
c1cc2n(c1)CCCC2,319,506:50600:1:Z3053534046;506:50600:1:Z2768568540;506:50600:7:Z4308030922;
CC1(C)OCc2ccccc2O1,139,506:50600:1:Z3391215094;506:50600:9:Z2221215308;506:50601:0:Z1712378620;
Cc1ncnnc1C,1072,506:50600:1:Z1767413064;506:50600:4:Z1771042937;506:50600:5:Z1765065948;
CC12CNCC1(C)CNC2,69,506:50600:1:Z2712068357;506:50601:6:Z2915545239;506:50604:8:Z4520931464;
Cc1cccc2c1NCCC2,604,506:50600:1:Z1786244962;506:50600:2:Z1886784287;506:50600:3:Z1886769768;
Cn1ncc2c(O)cccc21,319,506:50600:1:Z2187740543;506:50600:3:Z2964393380;506:50600:5:Z1938112772;
OC1CNc2ccccc2C1,133,506:50600:1:Z1928925823;506:50600:5:Z1918186017;506:50600:6:Z1928926519;
Cc1ccnc(N)n1,14,506:50600:1:Z354296358;506:50621:3:Z3369180319;506:50628:5:Z645667132;
O=C1Nc2ccccc2C12CCNC2,300,506:50600:1:Z1744197104;506:50600:7:Z1744185748;506:50601:2:Z1942407742;
c1ccc2nonc2c1,448,506:50600:1:Z2303155317;506:50600:3:Z1437869076;506:50600:3:Z3720952883;
CC1CC2CCC1C2,44,506:50600:1:Z4313927721;506:50602:6:Z4040053007;506:50603:2:Z4316203772;
CC1NCCn2nccc21,113,506:50600:1:Z5023190901;506:50601:8:Z5005232668;506:50601:9:Z5007014672;
Cc1nc[nH]n1,1287,506:50600:1:Z994871748;506:50600:3:Z1541980593;506:50600:3:Z1609350880;
CC1(C)COC(C)(C)CN1,71,506:50600:1:Z2071051057;506:50600:5:Z1210204111;506:50600:5:Z1633243206;
C1CCC2(C1)CCCN2,128,506:50600:1:Z3899142857;506:50600:6:Z3880457676;506:50603:2:Z4022081020;
c1ccn2nnnc2c1,1014,506:50600:1:Z3725511126;506:50600:1:Z2641035569;506:50600:2:Z3720408371;
OC1CCC2(CC1)OCCO2,338,506:50600:1:Z1331481149;506:50600:3:Z1818696644;506:50600:4:Z1317770498;
Cc1cc(=O)[nH][nH]1,945,506:50600:1:Z1375975212;506:50600:3:Z1376182308;506:50600:3:Z908212144;
CC1CCNCC1(F)F,98,506:50600:1:Z1856469726;506:50601:3:Z1856319569;506:50604:9:Z2021774335;
CC1CNCCS1=O,190,506:50600:1:Z2019747174;506:50601:8:Z2163785287;506:50602:3:Z2019112786;
c1cc2c(cn1)OCCNC2,102,506:50600:1:Z1642287412;506:50600:9:Z1688394662;506:50603:7:Z1645645082;
Clc1cccnn1,1223,506:50600:1:Z1298101684;506:50600:2:Z793589422;506:50600:5:Z2215620080;
Fc1ccc2sccc2c1,315,506:50600:1:Z798509504;506:50600:3:Z1739131080;506:50601:8:Z1174890669;
Cc1cc(F)ccc1F,448,506:50600:1:Z1409120324;506:50600:1:Z1407791194;506:50600:4:Z1378605579;
C1CCC2(C1)COCCN2,61,506:50600:1:Z1544006959;506:50602:9:Z1542780494;506:50604:7:Z1542417881;
Cc1cc(=O)cc[nH]1,1040,506:50600:1:Z2124246254;506:50600:1:Z2121988663;506:50600:5:Z2108503760;
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,755,506:50600:1:Z2080869740;506:50600:2:Z1328989878;506:50600:3:Z1300617613;
Cn1ccc(Cl)n1,113,506:50600:1:Z2215079923;506:50600:1:Z2219741543;506:50601:2:Z2220459337;
CC1(C)CNc2ncccc2O1,16,506:50600:1:Z4127254799;506:50605:8:Z4127259456;506:50620:0:Z4393930964;
Cc1nccc(=O)[nH]1,675,506:50600:1:Z1849841820;506:50600:3:Z550228580;506:50600:7:Z1692807657;
OC1CCc2ccccc21,1060,506:50600:1:Z3168321211;506:50600:1:Z2615467778;506:50600:3:Z1501040537;
CC1CC=NO1,226,506:50600:1:Z2114371778;506:50600:2:Z2115396415;506:50600:2:Z4092075606;
O=c1ccc2ccc(F)cc2[nH]1,771,506:50600:1:Z1473023722;506:50600:2:Z1246096370;506:50600:3:Z4944926814;
Fc1cccc2cc[nH]c12,378,506:50600:1:Z1949231266;506:50600:7:Z1952383583;506:50601:1:Z1952078767;
Cc1cc2nc[nH]c2cc1C,861,506:50600:1:Z1840207354;506:50600:5:Z4127861813;506:50600:7:Z2185940311;
c1cc2c(cn1)OCCC2,281,506:50600:1:Z2295789393;506:50600:5:Z1642426313;506:50600:8:Z2297556227;
C1CC2CNCC(C1)C2,865,506:50600:1:Z2206727805;506:50600:2:Z2208637328;506:50600:2:Z2208637149;
CC1CNCC2(CCOC2C)O1,453,506:50600:1:Z1930831250;506:50600:6:Z1930870534;506:50600:6:Z1972836159;
O=C1CC2(CCNCC2)CCN1,103,506:50600:1:Z3623154592;506:50600:2:Z4985564041;506:50600:5:Z3623154302;
O=C1NCC2CNCCN12,1054,506:50600:1:Z2021634921;506:50600:1:Z1904727316;506:50600:2:Z1901494962;
c1nc2n(n1)CCNC2,149,506:50600:1:Z1733418005;506:50600:3:Z1718785677;506:50600:5:Z1718552682;
C1CSCCS1,54,506:50600:1:Z1497424090;506:50600:5:Z28625764;506:50601:3:Z2083414508;
Cn1ncc2ncccc21,107,506:50600:1:Z3651087972;506:50600:7:Z2999184197;506:50601:8:Z3583614723;
O=C1CCCCC2CCCN12,49,506:50600:1:Z3552760359;506:50605:2:Z3547349229;506:50605:6:Z3467984568;
C1CCC2(CC1)CCNCC2,470,506:50600:1:Z3512334216;506:50600:1:Z4506215281;506:50600:4:Z3796001081;
C1CC2CCNC2C1,432,506:50600:1:Z2834892704;506:50600:1:Z3321189501;506:50602:0:Z3580211570;
O=S1(=O)CC2CCCC(C2)C1,261,506:50600:1:Z1967972706;506:50600:3:Z2188291709;506:50600:3:Z1967583256;
Cc1ncc2n1CCCC2,1048,506:50600:1:Z4389815781;506:50600:1:Z1584317862;506:50600:1:Z2198794438;
Cc1cnn(C)c(=O)c1,28,506:50600:1:Z4638994180;506:50603:4:Z4638971624;506:50606:9:Z4643816406;
Fc1cccc2ncncc12,33,506:50600:1:Z838275514;506:50603:0:Z1272569040;506:50604:5:Z1182641639;
Cc1ccc(C)nn1,311,506:50600:1:Z4322102645;506:50600:5:Z3159547957;506:50600:5:Z3180952105;
c1ccc2cnncc2c1,844,506:50600:1:Z1499888959;506:50600:3:Z4224606049;506:50600:4:Z1852388813;
CC1(C)NCCNC1=O,339,506:50600:1:Z2909280149;506:50600:5:Z1749056873;506:50600:6:Z2196137680;
Cc1c[nH]c2ccccc12,348,506:50600:1:Z1082206636;506:50600:2:Z962720074;506:50600:2:Z3721905746;
Fc1cccc2cnccc12,58,506:50600:1:Z4607589587;506:50601:0:Z2621728612;506:50603:0:Z2654123266;
Cc1cc2ccoc2cc1C,364,506:50600:1:Z229878128;506:50600:3:Z1917901289;506:50600:6:Z1718361333;
Cc1cc(F)c2nc(O)ccc2c1,356,506:50600:1:Z1618606645;506:50600:3:Z1675945289;506:50600:7:Z1618972653;
Cc1cnc2ccccn12,387,506:50600:1:Z4178142261;506:50600:4:Z2143638021;506:50600:4:Z2143638070;
C1CNC2(C1)CCNCC2,89,506:50600:1:Z4178142261;506:50600:2:Z3887903245;506:50600:3:Z3886176230;
O=c1nc[nH][nH]1,478,506:50600:1:Z2028188879;506:50600:4:Z2169228508;506:50600:6:Z1575485181;
Clc1ccc2[nH]cnc2c1,556,506:50600:1:Z1831498680;506:50600:2:Z1175820310;506:50600:5:Z1175820899;
Cc1cc(C)c(C)c(C)c1C,990,506:50600:1:Z271345290;506:50600:3:Z1390947015;506:50600:4:Z28513559;
OC1CCC12CCOCC2,24,506:50600:1:Z2963733505;506:50601:9:Z2922429017;506:50607:5:Z2963723719;
c1nc2c([nH]1)CCCC2,1173,506:50600:1:Z1614030414;506:50600:4:Z1549486697;506:50600:5:Z2107359515;
CC1CNCC2(CCOCC2)O1,479,506:50600:1:Z1930098102;506:50600:7:Z1987480300;506:50601:0:Z1930844745;
Fc1cccc2c1NCCC2,133,506:50600:1:Z1346220376;506:50600:6:Z2873803881;506:50601:3:Z2475135728;
