fragment_smiles,occurences,example_ligands
Fc1ccc2cccnc2c1F,107,506:50601:9:Z2212368842;506:50602:1:Z3861065606;506:50603:5:Z2212389923;
C1CC2OCCC2O1,25,506:50601:9:Z3819904171;506:50602:0:Z4600477215;506:50605:1:Z3777953605;
CC1CCC2(CCNC2)C1,69,506:50601:9:Z1641308861;506:50601:9:Z1641306558;506:50603:7:Z1641308418;
O=C1CCOCCN1,16,506:50601:9:Z4488367848;506:50604:4:Z4408240063;506:50610:2:Z4488377946;
Cc1ncncc1F,37,506:50601:9:Z1232677918;506:50602:8:Z989232694;506:50604:2:Z1731344104;
c1ccc2c(c1)CCCc1nccn1-2,95,506:50601:9:Z2605166912;506:50602:0:Z4070734528;506:50603:4:Z2601848848;
c1cnc2c(c1)CCO2,19,506:50601:9:Z5033521060;506:50614:7:Z5034498496;506:50617:2:Z5033539736;
Oc1ncnc2[nH]ncc12,2,506:50601:9:Z3484556827;506:50662:0:Z3484590508;
c1ccc2c(c1)CCOC21CCNCC1,91,506:50601:9:Z2292139081;506:50604:5:Z2312766168;506:50605:5:Z2312764603;
Oc1ccnc2ccnn12,26,506:50601:9:Z3660067865;506:50605:0:Z3709865686;506:50609:3:Z3709868592;
c1ccc2c(c1)ccc1occc12,98,506:50601:9:Z4322604515;506:50601:9:Z30411159;506:50607:2:Z2761370338;
CC1(C)NC(=O)C2(CCNCC2)O1,66,506:50601:9:Z3624735096;506:50602:0:Z3404827428;506:50602:1:Z3406387135;
Cc1cnc2c(C)cccc2c1,17,506:50601:9:Z2701370868;506:50613:1:Z1692842114;506:50616:1:Z1692946557;
O=C1CCC2(CCNC2)N1,37,506:50601:9:Z3602034205;506:50608:4:Z3436100410;506:50608:4:Z3321692267;
OC1CCCCC12CCC2,4,506:50601:9:Z3597047398;506:50610:4:Z3434144420;506:50628:1:Z3597056381;
CC1Cn2nccc2C(=O)N1,65,506:50601:9:Z3047894351;506:50602:0:Z3047661575;506:50602:6:Z3049353290;
OC1CCCC1O,12,506:50601:9:Z4769305617;506:50601:9:Z4769305613;506:50626:6:Z5026180419;
c1ncn2c1NCCC2,47,506:50601:9:Z4365346107;506:50609:6:Z4365346802;506:50609:7:Z4365345991;
CC1CCC=CO1,49,506:50601:9:Z3169782525;506:50604:6:Z3094593960;506:50606:0:Z3181244526;
Cc1ncccc1Cl,31,506:50601:9:Z2073817103;506:50602:8:Z1645620060;506:50603:3:Z1632051850;
C1CC2CNC2CN1,43,506:50601:9:Z2413865420;506:50604:8:Z2413864925;506:50605:5:Z2408051383;
CC1CCC(C)O1,46,506:50601:9:Z2335133860;506:50602:3:Z3539716977;506:50603:2:Z2348979460;
NC1C2CCCC1CCC2,16,506:50601:9:Z3333440540;506:50605:3:Z2439023935;506:50612:5:Z2438478847;
C1=NOC2(C1)CNC2,20,506:50601:9:Z4273044291;506:50606:0:Z4273078786;506:50606:1:Z4262903807;
OC1CNCC2(CCOCC2)C1,26,506:50601:9:Z2922189564;506:50608:7:Z2852474641;506:50609:9:Z2852470355;
O=c1[nH]cnc2c1COCC2,67,506:50602:0:Z4215634859;506:50603:2:Z2770676321;506:50605:2:Z2822314447;
Oc1cc2c(nn1)CNC2,8,506:50602:0:Z4960945271;506:50609:1:Z4960941644;506:50635:6:Z4960943247;
CC1=NOC2(CCNCC2)C1,42,506:50602:0:Z4510902479;506:50602:3:Z3715987297;506:50604:8:Z3656348126;
NC1CC2CCC1O2,5,506:50602:0:Z4079042818;506:50607:2:Z4079055280;506:50638:7:Z4079582229;
C1CC2NCC2CN1,84,506:50602:0:Z3624153868;506:50602:2:Z4830682459;506:50602:4:Z4830754731;
c1cnc2cc3c(cc2c1)OCO3,51,506:50602:0:Z1765553616;506:50602:3:Z1798274113;506:50604:1:Z1587216033;
O=c1ccnc2nc[nH]n12,17,506:50602:0:Z3339999260;506:50615:3:Z4426817034;506:50620:3:Z4426817868;
CC1CNCCN1C,25,506:50602:0:Z4227365070;506:50605:2:Z4225352456;506:50612:3:Z4228515503;
Cc1cc(=O)n2cc[nH]c2n1,2,506:50602:0:Z2365413411;506:50604:3:Z2613947866;
CC1CCSC1,37,506:50602:0:Z2091322883;506:50604:3:Z2091339509;506:50607:5:Z2097092554;
Cn1ncc2c(=O)cc[nH]c21,9,506:50602:0:Z2169421598;506:50607:8:Z1911201717;506:50616:6:Z2169421800;
O=S1(=O)CCCc2cc(F)ccc21,61,506:50602:0:Z5040181250;506:50602:0:Z5040181247;506:50602:0:Z5040181248;
Cc1ccc2cc(O)ccc2n1,27,506:50602:0:Z3192463862;506:50603:4:Z3186882176;506:50605:4:Z3184710999;
CN1CCC2(CCNC2)CC1,86,506:50602:0:Z2639589634;506:50602:0:Z2227054390;506:50602:6:Z2227056509;
c1cn2c(n1)CCOCC2,14,506:50602:0:Z4308995445;506:50606:1:Z3910465314;506:50606:3:Z3910435912;
O=C1CCNC2CCC12,24,506:50602:0:Z4349563926;506:50604:7:Z4832838906;506:50606:5:Z4350471136;
c1[nH]nc2c1CSC2,1,506:50602:0:Z3248296633;
CC1CNCCC1(F)F,74,506:50602:0:Z2178227643;506:50606:2:Z2167693024;506:50607:1:Z2178229038;
Nc1nc2ccccc2[nH]1,57,506:50602:0:Z4309175123;506:50602:7:Z4288405832;506:50606:1:Z4307156917;
Oc1cc(F)c2c(c1)CCNC2,26,506:50602:0:Z3517959915;506:50606:9:Z3434500731;506:50609:3:Z3519749847;
C1OC2CNC1C2,53,506:50602:0:Z3084443284;506:50602:3:Z3084945102;506:50602:5:Z3174110226;
CC1(C)C(=O)NC2CCCCC21,77,506:50602:0:Z3584788690;506:50604:1:Z3558083727;506:50605:6:Z3558142803;
c1cnc2c(c1)OCCN2,26,506:50602:0:Z4302709768;506:50602:7:Z4282407837;506:50606:8:Z4125832754;
CC1(C)CC(N)CCN1,8,506:50602:0:Z4643296438;506:50614:4:Z4643298720;506:50616:3:Z4643300370;
O=c1ccnc2sc3c(n12)CCCC3,178,506:50602:0:Z368708220;506:50602:1:Z51036023;506:50602:5:Z924400572;
C1CC2CC12,90,506:50602:0:Z3468899832;506:50602:0:Z3666848954;506:50603:4:Z3893194647;
CC1(C)OCOC1(C)C,48,506:50602:0:Z4256610284;506:50602:6:Z4256614869;506:50604:5:Z3751868811;
CC1(C)CCCCc2ccccc21,11,506:50602:0:Z3709191154;506:50605:7:Z3700236624;506:50614:6:Z3709193429;
Cc1cccc2occc12,131,506:50602:0:Z3725862612;506:50602:7:Z3195777990;506:50602:8:Z3721562589;
Nc1ncon1,88,506:50602:0:Z1333940679;506:50603:0:Z1333938508;506:50603:9:Z1482264181;
Cc1ccc2cnccc2c1,101,506:50602:0:Z4590171967;506:50603:2:Z4268624731;506:50603:2:Z3803066361;
C1NCC12CNC2,61,506:50602:0:Z3206696235;506:50606:8:Z4083329808;506:50608:7:Z2834677616;
CC1CCc2c(O)cccc2N1,18,506:50602:0:Z4589994468;506:50613:8:Z4601449807;506:50615:1:Z4598815234;
C1COCC2(CCOC2)N1,55,506:50602:0:Z1995560370;506:50603:1:Z1998582241;506:50604:4:Z1994379500;
Fc1ccc(F)c2c1CCCN2,127,506:50602:1:Z1575488488;506:50603:7:Z1886582350;506:50604:0:Z1419337612;
O=C1CCNC2COCCN12,16,506:50602:1:Z3093418099;506:50624:8:Z3694043564;506:50631:4:Z3694516786;
Cc1ccc2ccnn2c1C,50,506:50602:1:Z4185184562;506:50605:3:Z2961214042;506:50605:9:Z4351509619;
Cc1nc2ncnn2c(C)c1C,42,506:50602:1:Z432160334;506:50602:8:Z666045724;506:50606:7:Z432159356;
CN1CCNC1=O,72,506:50602:1:Z4143284132;506:50603:0:Z2902817099;506:50606:3:Z4143286932;
Cc1cc(C)c(C)o1,25,506:50602:1:Z131813578;506:50602:5:Z3204745553;506:50603:3:Z4435155234;
C1CCC2(CC1)CCCOC2,22,506:50602:1:Z3318886854;506:50616:8:Z3102751706;506:50620:2:Z3187186336;
CC1CCNCCS1(=O)=O,176,506:50602:1:Z1867242071;506:50603:1:Z1867238087;506:50603:2:Z4985543271;
Nc1ncc2c(n1)CCCC2,47,506:50602:1:Z2433402925;506:50607:4:Z4304996294;506:50609:2:Z4302334933;
c1nn2cnnc2[nH]1,16,506:50602:1:Z1521697797;506:50612:9:Z1729733553;506:50626:2:Z2227155609;
c1ccc2c(c1)CCC1NCCOC21,30,506:50602:1:Z4995024521;506:50614:1:Z4401671261;506:50618:6:Z4424241018;
Cc1cccn2nccc12,47,506:50602:1:Z4474908930;506:50604:6:Z3353692902;506:50604:7:Z3351979758;
C1=NOC2CNCC12,18,506:50602:1:Z4474908930;506:50607:8:Z4474909557;506:50611:0:Z4191099587;
Nc1ccc2ccccc2n1,30,506:50602:1:Z4127099203;506:50608:2:Z4129562621;506:50608:8:Z5036480650;
Nc1cc2ccccn2n1,15,506:50602:1:Z3637199093;506:50604:0:Z3299168804;506:50608:2:Z3298421187;
O=S1(=O)CCCc2cccc(F)c21,56,506:50602:1:Z1731187866;506:50603:4:Z1731207418;506:50604:0:Z1731131482;
CC1CCc2[nH]ncc2C1,72,506:50602:1:Z3595254920;506:50603:2:Z2691028148;506:50604:1:Z2228316426;
Clc1ccn2nccc2c1,123,506:50602:1:Z2176312856;506:50602:7:Z2027417204;506:50603:2:Z2173843374;
Nc1ncc2c(n1)CC1CCCC2N1,16,506:50602:1:Z4272346027;506:50607:6:Z4252410025;506:50610:0:Z4253860461;
C1CC2CC2CO1,72,506:50602:1:Z4319366165;506:50603:9:Z4141791547;506:50605:0:Z4140131223;
c1occ2c1CCC2,75,506:50602:1:Z3719823772;506:50606:9:Z3721613094;506:50607:2:Z3726835574;
Cc1cc(C)c2c(C)csc2n1,177,506:50602:1:Z453817382;506:50602:7:Z1740093520;506:50602:8:Z1483457012;
O=C1COCC2COCCN12,42,506:50602:1:Z2802749365;506:50602:8:Z2841451171;506:50603:2:Z2809761541;
Cc1cc(C)c2c(n1)NCC(=O)N2,18,506:50602:1:Z4394495721;506:50609:2:Z4394497068;506:50624:1:Z4394503067;
c1cc2n(c1)CCNC21CCC1,65,506:50602:1:Z4206564400;506:50602:3:Z4204480428;506:50602:5:Z4206054153;
Cc1cncc(=O)[nH]1,76,506:50602:1:Z3154192534;506:50603:2:Z3132409660;506:50604:0:Z3154197888;
Nc1ncc2ccccc2n1,16,506:50602:1:Z4304742924;506:50602:7:Z4302829292;506:50604:8:Z4302705811;
Cn1ncc2c1CCC(F)(F)C2,27,506:50602:1:Z4613764273;506:50602:3:Z4963978172;506:50606:7:Z4614344085;
c1cnc2c(n1)CCC2,60,506:50602:1:Z4090434277;506:50604:0:Z3818519818;506:50607:4:Z3893176366;
C1CN2CCN(C1)CC2,7,506:50602:1:Z2233213819;506:50611:9:Z1547587739;506:50619:5:Z2027252227;
NC1CCCC1,105,506:50602:1:Z3698804036;506:50602:1:Z3144417650;506:50603:8:Z2355835128;
C1=NOC2CCCC12,16,506:50602:2:Z4115863411;506:50608:1:Z4109687713;506:50627:6:Z4029758951;
Cc1c[nH]nn1,62,506:50602:2:Z2272148581;506:50602:5:Z2715009656;506:50605:6:Z2715003491;
CC1CCc2ccccc2O1,75,506:50602:2:Z2290919134;506:50604:8:Z2434631270;506:50606:7:Z2434631278;
c1cc2c(nn1)CCCC2,57,506:50602:2:Z3837605578;506:50602:8:Z3837915458;506:50603:0:Z4019217640;
O=c1ccc2cn[nH]c2[nH]1,40,506:50602:2:Z1278905308;506:50605:0:Z1685919018;506:50606:9:Z1662428366;
c1ccc2c(c1)nc1n2CCCCC1,77,506:50602:2:Z1651431921;506:50602:5:Z2169611490;506:50604:6:Z808818150;
OC1CCNC12CCCC2,110,506:50602:2:Z2215879260;506:50602:3:Z2215169667;506:50603:5:Z2231207199;
Cc1ccc2c(c1F)NCCC2,10,506:50602:2:Z2312864591;506:50605:9:Z2312864694;506:50628:5:Z4656372085;
Cc1[nH]c2nc[nH]c(=O)c2c1C,34,506:50602:2:Z3341528318;506:50602:3:Z2217516227;506:50622:7:Z2569349850;
FC1CCc2ccccc2C1,25,506:50602:2:Z2871287361;506:50603:3:Z2851983764;506:50604:1:Z2854047058;
CN1CCNc2ncccc2C1,89,506:50602:2:Z4126839797;506:50603:9:Z2691590961;506:50604:9:Z4126857548;
NC1CC2(CC2)C1,8,506:50602:2:Z4422002057;506:50602:2:Z4422002088;506:50635:8:Z3512530414;
CN1CCCCCC1=O,71,506:50602:2:Z4000486641;506:50602:9:Z2813667969;506:50603:8:Z3170053456;
CC1CCNCC12CCC2,61,506:50602:2:Z1577203537;506:50602:6:Z1575873731;506:50607:9:Z1578268045;
Cc1cccc(Cl)c1C,53,506:50602:2:Z1647162494;506:50604:8:Z1647577090;506:50608:3:Z1686364266;
Fc1ccncc1,18,506:50602:2:Z4268166383;506:50604:0:Z2664169426;506:50604:7:Z4563999290;
CC1(C)CNC2COCC2O1,37,506:50602:2:Z2475155459;506:50602:8:Z2476581785;506:50607:1:Z3131559741;
NC1CCc2ccccc2NC1=O,54,506:50602:2:Z4003928980;506:50604:5:Z3104052419;506:50604:7:Z2905421499;
O=C1NS(=O)(=O)c2cccc(F)c21,55,506:50602:2:Z1994034606;506:50602:4:Z1994027393;506:50614:8:Z1994029714;
C1CC2CNC1CN2,3,506:50602:2:Z5011931185;506:50618:6:Z5011997713;506:50696:9:Z3278011173;
Fc1ccc2[nH]ncc2c1,27,506:50602:2:Z3294879178;506:50602:8:Z3528373348;506:50618:2:Z3298066347;
Oc1nccc2cccnc12,54,506:50602:2:Z4319818185;506:50604:0:Z4126767062;506:50604:5:Z4326305867;
C1CC2CCC1CN2,130,506:50602:2:Z2233333864;506:50602:5:Z2161454407;506:50602:8:Z2161453963;
O=C1NCC2NCCCC12,24,506:50602:2:Z4419129161;506:50609:6:Z4013651012;506:50617:1:Z2989252611;
CN1CCNCc2cccnc21,114,506:50602:2:Z2791576577;506:50602:7:Z2806574325;506:50605:0:Z4772992674;
Cc1cnn2c1OCCC2,72,506:50602:2:Z2287641882;506:50602:6:Z2668469648;506:50603:0:Z2304163962;
O=c1[nH]c(O)c(O)[nH]1,34,506:50602:2:Z2234668776;506:50602:4:Z1838712832;506:50605:0:Z1465396225;
O=C1CSc2ncccc2N1,96,506:50602:2:Z1551737872;506:50602:9:Z1935719191;506:50602:9:Z1551750201;
Cn1ncc2c(=O)[nH]nnc21,18,506:50602:2:Z1376353866;506:50615:2:Z1376355736;506:50615:3:Z1376353048;
C1CNC2CCC2C1,57,506:50602:2:Z4024186793;506:50602:6:Z4024188500;506:50603:5:Z4346892462;
C1CCc2nnnn2CC1,172,506:50602:3:Z2371337348;506:50602:9:Z2478456052;506:50604:5:Z2371338938;
CC1CCNCC1C,97,506:50602:3:Z1557596810;506:50602:6:Z2073532345;506:50602:6:Z1927538488;
OC1CCC12CCNC2,15,506:50602:3:Z4025210045;506:50602:6:Z4031203945;506:50602:6:Z4509076131;
Cc1nnc2[nH]ncc2c1C,73,506:50602:3:Z2233254171;506:50602:7:Z2143209956;506:50603:4:Z2639055752;
O=C1CCOC1,38,506:50602:3:Z3442907295;506:50603:1:Z3835619102;506:50603:5:Z3837733771;
c1ccc2c(c1)CNCC1(CCC1)O2,17,506:50602:3:Z2863870815;506:50610:4:Z2884925390;506:50614:8:Z3511980728;
Clc1ccc2c(c1)NCCS2,15,506:50602:3:Z1677605493;506:50602:3:Z1122636366;506:50609:8:Z1472189780;
CC1=CCNC(=O)N1C,58,506:50602:3:Z1900156690;506:50602:5:Z47018643;506:50604:4:Z1162579345;
Cc1ccc2c(n1)CCCC2,67,506:50602:3:Z4263934313;506:50606:8:Z3587735419;506:50609:6:Z3058057326;
c1cc2nncn2cn1,40,506:50602:3:Z1955109275;506:50603:7:Z1955109360;506:50605:3:Z1317606017;
C1CC2(CCN1)COCCO2,80,506:50602:3:Z3132133670;506:50604:4:Z4429359405;506:50604:8:Z3154681089;
CC1NCCc2cc(Cl)cc(Cl)c21,18,506:50602:3:Z1368518723;506:50605:6:Z1370893137;506:50609:4:Z2004362807;
CC1(C)CCc2ncsc2C1,22,506:50602:3:Z1559303367;506:50604:1:Z1566537833;506:50615:3:Z1559339872;
C1NCC2CC1CN2,91,506:50602:3:Z4875157667;506:50603:1:Z3707281343;506:50607:4:Z3521600989;
Clc1n[nH]c2ccccc12,6,506:50602:3:Z1593025867;506:50622:4:Z1699917651;506:50625:1:Z1624947454;
CC1COCc2ccccc21,34,506:50602:3:Z5005694146;506:50602:6:Z5005983714;506:50612:3:Z5005846597;
Cn1ccc(=O)c2cncnc21,16,506:50602:3:Z4365435024;506:50614:8:Z4365436266;506:50614:9:Z4365433988;
Cc1nnc2cccnn12,72,506:50602:3:Z4253235833;506:50603:1:Z4273779278;506:50604:8:Z4253246390;
c1ccc2c(c1)cc1n2CCNC1,134,506:50602:3:Z2186480502;506:50602:8:Z2188289089;506:50604:2:Z2188277646;
CC1(F)CCNCC1,14,506:50602:3:Z3180972252;506:50608:3:Z3122047031;506:50609:9:Z3105847287;
OC1CCNc2ncccc21,13,506:50602:3:Z4224859400;506:50603:5:Z4224887985;506:50610:9:Z4224859883;
Clc1cccc2c1CCC2,202,506:50602:3:Z812266856;506:50602:8:Z814254302;506:50602:9:Z1592758258;
c1cc2c(cn1)CNC2,34,506:50602:3:Z3051922495;506:50603:7:Z2226430215;506:50604:5:Z2143563742;
C1CC2(CCN1)CNCCO2,59,506:50602:3:Z3136342866;506:50604:0:Z3719472300;506:50604:7:Z3723541390;
O=c1ncc2ccccc2[nH]1,3,506:50602:3:Z4122214880;506:50679:0:Z4122215024;506:50692:5:Z4122214930;
CC1CNc2cccnc2N1,23,506:50602:3:Z2692056575;506:50603:5:Z2692062356;506:50610:0:Z2692063953;
Clc1ccc2c(c1)CCCS2,40,506:50602:3:Z2044278768;506:50603:6:Z1312736522;506:50612:0:Z1075210944;
c1ccc2c(c1)OCc1ccsc1-2,69,506:50602:4:Z1728855016;506:50602:5:Z1249686157;506:50604:0:Z1160631947;
C1=COCCC1,103,506:50602:4:Z1840660220;506:50603:9:Z1768286267;506:50605:7:Z1767486805;
C1CCC2(CC1)CCOC2,8,506:50602:4:Z4924057223;506:50612:7:Z4922279702;506:50612:9:Z4932559056;
Cc1cccn2cnnc12,37,506:50602:4:Z4289862280;506:50607:0:Z4289191579;506:50610:0:Z4289256374;
OC1CCC2(CC1)CC2,17,506:50602:4:Z5023832612;506:50616:3:Z3435567480;506:50622:3:Z3637741000;
CN1CCCC2CCCCC21,26,506:50602:4:Z4503053931;506:50603:9:Z4502487908;506:50608:6:Z4502570447;
Nc1cncnc1Cl,1,506:50602:4:Z3716949545;
CC1(N)CCNCC1,9,506:50602:4:Z2874585633;506:50606:1:Z4703519996;506:50612:1:Z2360897919;
C1OCC2CC1N2,10,506:50602:4:Z2410084358;506:50630:9:Z2233245143;506:50631:7:Z3199650321;
c1cn2cncc2cn1,53,506:50602:4:Z3180951763;506:50603:2:Z3095690942;506:50604:1:Z3095690378;
C1=CC2(CCNCC2)OC1,25,506:50602:4:Z4247786515;506:50603:4:Z4247789386;506:50604:5:Z4247788845;
c1ccc2c(c1)NCC1(CCOCC1)O2,39,506:50602:4:Z4132777529;506:50603:0:Z4132777342;506:50604:5:Z3321851469;
c1cnc2sccc2c1,16,506:50602:4:Z4053422283;506:50610:9:Z3716937499;506:50617:0:Z3726576280;
CN1CCNC2CC21,3,506:50602:4:Z3839187485;506:50620:4:Z3899301219;506:50694:6:Z3881577006;
OC1CCCc2occc21,19,506:50602:4:Z3539063301;506:50610:5:Z3527079676;506:50610:8:Z3528380583;
Nc1ccc(Cl)cn1,35,506:50602:4:Z1450947346;506:50604:1:Z1514018427;506:50616:2:Z1514019830;
CC1CCc2c(sc3ncnc(N)c23)C1,70,506:50602:4:Z1317958695;506:50603:0:Z1559495642;506:50603:5:Z1589158790;
c1cc2scnc2cn1,35,506:50602:4:Z2229034768;506:50604:2:Z2228637334;506:50605:9:Z2228978014;
CC1CCC(=O)C1,7,506:50602:4:Z3081622660;506:50616:1:Z3185436655;506:50617:2:Z3195477062;
Cc1cc(C)c2c(c1)NCCO2,17,506:50602:4:Z4132581668;506:50615:2:Z4132582168;506:50623:0:Z4132581103;
CC1(C)CCNCCS1,33,506:50602:4:Z1920277129;506:50602:8:Z1921334366;506:50609:7:Z1928789252;
Fc1ccc2ccccc2c1,39,506:50602:4:Z4185762554;506:50603:6:Z2838732089;506:50604:3:Z3298905065;
O=C1NC2CCCC1CNC2,32,506:50602:4:Z4949242058;506:50604:4:Z4949405617;506:50604:6:Z4930858033;
NC1CCCC1O,6,506:50602:4:Z3815195365;506:50608:9:Z3815195377;506:50642:3:Z3815195777;
c1ncc2c[nH]nc2n1,9,506:50602:4:Z3493098532;506:50602:9:Z3493101952;506:50613:5:Z3493122535;
Nc1nnn[nH]1,21,506:50602:4:Z2802407366;506:50614:3:Z2798381226;506:50616:1:Z4185052631;
Cc1ncc(F)cn1,2,506:50602:5:Z3484591445;506:50612:2:Z3484558348;
CN1CCOCC12CNCOC2,11,506:50602:5:Z3611158185;506:50612:6:Z3611151282;506:50622:1:Z4350760581;
c1cnc2c(c1)NCCS2,81,506:50602:5:Z1262306928;506:50602:5:Z1883294148;506:50603:3:Z1262307085;
O=C1NCC2CNCCC12,40,506:50602:5:Z4406776518;506:50604:1:Z3007238441;506:50607:3:Z3006628812;
CN1CCC2CCNC2C1,15,506:50602:5:Z2953010091;506:50612:9:Z2931808180;506:50621:0:Z2970124663;
O=C1NC2CC(N1)c1ccccc1O2,17,506:50602:5:Z4444731615;506:50602:6:Z3548028285;506:50603:9:Z4212915270;
Cc1cnc(C)n1C,5,506:50602:5:Z4444731615;506:50611:2:Z4444731762;506:50662:4:Z4444731732;
Cc1n[nH]c2c1CNCC2,22,506:50602:5:Z4112095564;506:50602:7:Z4111456164;506:50602:9:Z4112092138;
Clc1cccc2c1OCC2,104,506:50602:5:Z1410017812;506:50602:7:Z1408009420;506:50605:5:Z1408724246;
O=C1NCCc2ncccc21,34,506:50602:5:Z4638086807;506:50606:3:Z4642779951;506:50607:1:Z4642784770;
c1cc2c(o1)CCNC2,40,506:50602:5:Z4322085761;506:50602:6:Z3124845729;506:50603:4:Z2755496881;
O=C1NCCCNCC1(F)F,7,506:50602:5:Z3105618899;506:50644:1:Z4129799684;506:50647:5:Z3105671060;
Oc1cnn2c1CNCC2,9,506:50602:5:Z4273849070;506:50624:5:Z4273849322;506:50625:8:Z4265289039;
O=c1cc2c(c[nH]1)COCC2,7,506:50602:5:Z4217069575;506:50620:2:Z4238184304;506:50622:3:Z4217065942;
Cn1cccc(Cl)c1=O,49,506:50602:5:Z1421739839;506:50608:5:Z1421740859;506:50616:1:Z1421730884;
CC1CCc2ncccc2C1,24,506:50602:5:Z4395733231;506:50609:9:Z4395729825;506:50610:1:Z4405922568;
Clc1ccc2c(c1Cl)OCCC2,46,506:50602:5:Z1884480667;506:50605:8:Z1852000834;506:50607:0:Z1882683538;
Cc1ccc(Cl)c2cccnc12,28,506:50602:5:Z1600470197;506:50605:9:Z1594219551;506:50608:7:Z1594231107;
C1COC2(C1)CC2,7,506:50602:5:Z3656820375;506:50602:5:Z3656805344;506:50607:7:Z3703318077;
CC1CC(=O)c2cccc(Cl)c21,14,506:50602:5:Z363065236;506:50605:7:Z1419471773;506:50611:0:Z363065840;
Clc1cccc2c1OCCC2,213,506:50602:5:Z814047232;506:50602:5:Z1254413508;506:50602:6:Z2019446019;
O=c1cc[nH]c2cc(F)c(F)cc12,38,506:50602:5:Z2967503223;506:50602:9:Z2977833359;506:50603:1:Z4113543492;
C1COC2(C1)CCOC2,44,506:50602:5:Z4475019604;506:50604:8:Z3201842930;506:50604:8:Z3840588289;
c1nc2cc3c(cc2s1)OCCO3,54,506:50602:5:Z226341336;506:50602:9:Z1066072856;506:50610:1:Z1873928766;
CC1CC(O)CN1C,62,506:50602:5:Z3154808507;506:50604:3:Z3139175036;506:50604:5:Z3170477365;
CC1(C)CCCCC1O,23,506:50602:5:Z4770340949;506:50606:6:Z4768595207;506:50608:4:Z4773372385;
Cc1ncn(C)n1,43,506:50602:5:Z1667558499;506:50606:2:Z1674577548;506:50606:3:Z1667546560;
c1nc2c([nH]1)CCOC2,60,506:50602:5:Z3598452194;506:50604:9:Z3598452651;506:50606:5:Z3674173384;
OC1CCCCNC1,18,506:50602:5:Z4493370054;506:50605:1:Z4034326017;506:50618:9:Z4770765422;
Fc1ccc(F)c2c1OC1CNCC1O2,3,506:50602:5:Z3465919989;506:50665:4:Z2413776908;506:50671:3:Z2415331834;
CC1(C)CCNCCS1=O,2,506:50602:5:Z4919290327;506:50664:4:Z4493296407;
C1CC2CCC(CN1)C2,11,506:50602:5:Z3181068355;506:50604:3:Z3011648908;506:50618:5:Z2970370729;
CC1CNCC1(F)F,4,506:50602:5:Z5004995502;506:50639:0:Z5004994386;506:50657:5:Z4383968858;
Cc1cc2cncnc2[nH]1,1,506:50602:5:Z4991756682;
O=c1[nH]c(=O)c2cncnc2[nH]1,13,506:50602:5:Z441437342;506:50632:4:Z1651171939;506:50639:6:Z238364084;
O=C1COC2(CCNC2)C1,5,506:50602:5:Z4049330466;506:50614:3:Z4049330538;506:50619:7:Z4049331437;
Cc1cn2c(n1)C(C)NCC2,88,506:50602:5:Z2402876596;506:50605:5:Z2402764551;506:50605:9:Z2401987901;
c1cnc2sccc2n1,70,506:50602:5:Z1264957784;506:50603:2:Z1471464085;506:50604:1:Z1262281557;
Clc1cnc2ccccn12,41,506:50602:5:Z1613904790;506:50603:2:Z1666930027;506:50608:3:Z1666924620;
CC1(F)CCCCC1,3,506:50602:6:Z4876483989;506:50642:7:Z3835405845;506:50651:1:Z4271027132;
CC1(C)Cc2ccc(Cl)cc2O1,79,506:50602:6:Z1971558314;506:50603:2:Z1967684148;506:50603:8:Z1971554690;
c1ccc2c(c1)sc1ccsc12,11,506:50602:6:Z791705330;506:50605:4:Z2209256137;506:50621:3:Z2027073710;
c1nc2c([nH]1)C1(CCNCC1)NCC2,57,506:50602:6:Z4124546048;506:50605:6:Z3060086348;506:50608:4:Z3060086329;
Fc1cc(F)c2cc[nH]c2c1,12,506:50602:6:Z3627436337;506:50611:5:Z3434758010;506:50616:4:Z3627433796;
c1ccc2n[nH]nc2c1,82,506:50602:6:Z3892890690;506:50603:5:Z3892888817;506:50604:1:Z1302467039;
NC1CC12CCCCC2,27,506:50602:6:Z4114630670;506:50606:3:Z4114754792;506:50614:2:Z4114665585;
c1[nH]nc2c1NCCC2,48,506:50602:6:Z4177225004;506:50603:4:Z1928126096;506:50604:4:Z1928123401;
CN1CCC2(CC1)CNCCO2,60,506:50602:6:Z2438305575;506:50603:3:Z2439388295;506:50604:4:Z3602685582;
O=C1NCCc2ncsc21,1,506:50602:6:Z5024030782;
c1cc2c(cn1)C1(CCNCC1)OC2,25,506:50602:6:Z4245494380;506:50608:0:Z4245518454;506:50610:7:Z4273344284;
CC1Nc2ccccc2C1C,44,506:50602:6:Z4126098355;506:50605:4:Z4134122134;506:50605:6:Z5063474331;
c1cc2ccsc2[nH]1,28,506:50602:6:Z379604732;506:50603:7:Z379606164;506:50603:7:Z769096654;
Cn1c2ccccc2n2cnnc12,54,506:50602:6:Z2067905564;506:50608:4:Z2067907719;506:50610:6:Z1357374213;
O=C1NS(=O)(=O)c2ncccc21,28,506:50602:6:Z1575092932;506:50604:7:Z1955024746;506:50605:8:Z1955025226;
c1cnc2c(c1)N1CCCC1CNC2,53,506:50602:6:Z3858490463;506:50603:0:Z2966045597;506:50603:5:Z2957088044;
CC1(C)CCNCC(C)(C)N1,8,506:50602:6:Z3174517865;506:50605:4:Z3584329740;506:50624:6:Z3207011545;
