fragment_smiles,occurences,example_ligands
c1cnc2c(c1)CNCC1CCCN21,18,37:03705:2:PV-002476628748;37:03705:2:PV-002528376866;37:03712:3:PV-002901937764;
CC1CCC2(CCN(C)CC2)O1,4,37:03705:2:PV-005609316655;37:03729:6:PV-003556916138;37:03733:7:PV-005680764588;
Clc1cc(Cl)c2[nH]cnc2c1,3,37:03705:2:PV-002899612378;37:03731:2:PV-002908129817;37:03755:3:PV-002915988653;
FC1(F)CCC2(CCN2)CC1,19,37:03705:2:PV-003536368532;37:03707:5:PV-003538285831;37:03712:5:PV-005627456961;
O=c1cc2c(c[nH]1)COCC2,5,37:03705:2:PV-002899618335;37:03727:6:PV-003555197841;37:03728:9:PV-003556367861;
c1cn2c(n1)CCNCCCCCC2,11,37:03705:3:PV-003536377792;37:03708:6:PV-002900733823;37:03714:0:PV-002902491075;
c1cc2c3c(cccc3c1)CCC2,33,37:03705:3:PV-002899619989;37:03706:4:PV-002899984658;37:03712:5:PV-002902003373;
CC1=CCn2nnnc2N1C,7,37:03705:3:PV-002899629184;37:03743:1:PV-002168044415;37:03762:9:PV-002427793985;
O=c1[nH]cnc2sc3c(c12)CCCC3,9,37:03705:3:PV-002899629804;37:03709:7:PV-003540171518;37:03752:8:PV-002915161927;
O=c1[nH]cnc2cc3c(cc12)COC3,14,37:03705:3:PV-003536410957;37:03709:8:PV-003540219009;37:03716:8:PV-003546142373;
O=C1CNC(=O)C2(CC2)N1,20,37:03705:3:PV-003536411329;37:03713:5:PV-003543358457;37:03713:5:PV-003543358458;
Cn1ncc2cnncc21,40,37:03705:3:PV-002899633387;37:03714:3:PV-002902593968;37:03715:4:PV-002902955418;
c1cnc2sncc2c1,10,37:03705:3:PV-002899633793;37:03709:1:PV-003539624962;37:03714:7:PV-003544340823;
O=C1CCc2scnc21,50,37:03705:3:PV-002580130962;37:03706:2:PV-002114432932;37:03706:6:PV-002321451548;
Nc1n[nH]c2c1CNCC2,14,37:03705:3:PV-003536418095;37:03721:3:PV-003549874981;37:03736:4:PV-005687445568;
Cn1ncc2ccccc2c1=O,26,37:03705:3:PV-002580131575;37:03709:1:PV-005618980999;37:03709:4:PV-003539844587;
Cn1cnc(Cl)cc1=O,11,37:03705:3:PV-003536443225;37:03708:3:PV-003538982576;37:03719:4:PV-003548286350;
C1CNC2(CCC2)COC1,43,37:03705:3:PV-002899646731;37:03705:6:PV-002899726213;37:03706:0:PV-002899851253;
Oc1n[nH]c2c1CNCC2(F)F,56,37:03705:3:PV-005609588131;37:03705:3:PV-005609588132;37:03705:3:PV-005609588133;
CC1=CCCNC1,83,37:03705:4:PV-005609731239;37:03708:0:PV-002900517659;37:03708:4:PV-002900651923;
Cc1ccc(C)c2[nH]ccc12,66,37:03705:4:PV-002899651987;37:03705:9:PV-003536906556;37:03706:0:PV-002899861775;
C1=COCC1,30,37:03705:4:PV-002899655035;37:03711:5:PV-002901654533;37:03712:5:PV-002902001224;
Cc1cc(C)n2[nH]c(=O)cc2n1,36,37:03705:4:PV-002899657507;37:03706:1:PV-003537120775;37:03708:2:PV-002900571301;
O=c1[nH]ccc2nccnc12,37,37:03705:4:PV-002899659275;37:03709:3:PV-002900952782;37:03710:6:PV-002901378004;
Cc1ccc2ccoc2c1C,9,37:03705:4:PV-002899662454;37:03722:2:PV-002905156395;37:03726:5:PV-003554262558;
CC1(C)CNCO1,28,37:03705:4:PV-003536499730;37:03708:8:PV-002900774537;37:03713:9:PV-002902456902;
O=S1(=O)CC2(CCCC2)CN1,18,37:03705:4:PV-005609750225;37:03706:2:PV-005611678815;37:03711:2:PV-002901567087;
Cc1cc(=O)n(C)nc1C,40,37:03705:4:PV-005609870807;37:03706:6:PV-003537477390;37:03710:5:PV-003540792061;
Cc1cc(Cl)cc2[nH]c(=O)oc12,25,37:03705:4:PV-002899673556;37:03709:9:PV-003540296759;37:03710:3:PV-002901262699;
NC1=NCCN1,6,37:03705:4:PV-002899677000;37:03712:8:PV-002902075835;37:03715:7:PV-002903029108;
c1ccc2c(c1)NCC1CCCN21,7,37:03705:4:PV-003536527580;37:03716:2:PV-002903190211;37:03723:8:PV-002905698905;
C1COCCC2(COC2)N1,19,37:03705:4:PV-002899685174;37:03712:3:PV-002901918935;37:03712:3:PV-002901918936;
FC1(F)CCc2ccccc2C1,37,37:03705:5:PV-003536587367;37:03705:7:PV-003536725575;37:03707:1:PV-002900224521;
Cc1cc2ccc(F)cc2s1,19,37:03705:5:PV-003536591064;37:03709:5:PV-003539984148;37:03711:8:PV-003541929865;
Fc1ccc(F)c2[nH]cnc12,22,37:03705:5:PV-002899702442;37:03705:6:PV-002899741907;37:03710:9:PV-002901460735;
Cc1cc2ocnc2c(C)n1,7,37:03705:5:PV-003536595029;37:03707:0:PV-002900175559;37:03721:0:PV-002904762923;
O=c1[nH]cnc2cc(Cl)c(Cl)cc12,10,37:03705:5:PV-005610096936;37:03706:5:PV-002900017641;37:03711:7:PV-002901725833;
Cc1ccnnc1Cl,46,37:03705:5:PV-005610106887;37:03705:9:PV-005610957719;37:03706:1:PV-005611547674;
Oc1ccc2occc2c1,11,37:03705:5:PV-005610201011;37:03709:6:PV-003540034698;37:03709:6:PV-003540034699;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,17,37:03705:6:PV-002899716457;37:03705:6:PV-003536676581;37:03710:2:PV-002901223098;
Cc1cccc2c1NC(=O)NS2(=O)=O,11,37:03705:6:PV-002528394183;37:03706:0:PV-002899868862;37:03713:9:PV-005630989111;
c1cc2c(s1)CCc1scnc1-2,16,37:03705:6:PV-002424899646;37:03705:6:PV-003536638818;37:03705:6:PV-002899720290;
C=C1CCCCC1(C)C,39,37:03705:6:PV-003536643603;37:03709:2:PV-002900910034;37:03714:2:PV-002902545079;
O=C1CCCC2CCCN12,38,37:03705:6:PV-002899724764;37:03705:6:PV-003536700544;37:03707:5:PV-002900343537;
Cc1ncc2c(C)csc2n1,71,37:03705:6:PV-002217896495;37:03706:2:PV-002321431395;37:03713:4:PV-002477041934;
CC1(C)OC2CCC1C2,106,37:03705:6:PV-005610219655;37:03706:2:PV-005611815312;37:03707:2:PV-005614307610;
Oc1ccnc2ccncc12,13,37:03705:6:PV-005610296806;37:03709:9:PV-005621031975;37:03718:7:PV-005643077088;
Cc1cc(C)nc(O)n1,9,37:03705:6:PV-003536674077;37:03731:1:PV-002908093735;37:03731:1:PV-002908093736;
Cc1cc2ccccc2c(=O)[nH]1,33,37:03705:6:PV-003536676289;37:03709:0:PV-002900845568;37:03712:1:PV-002901856116;
OC1CNC2(CCC2)CC1O,42,37:03705:6:PV-003536683224;37:03706:0:PV-003537030918;37:03709:2:PV-003539750548;
CC1CC(N)CCN1,62,37:03705:6:PV-002899738256;37:03706:9:PV-002900168928;37:03707:5:PV-002900350686;
CC1(C)Cc2cccc(O)c2O1,13,37:03705:6:PV-003536697138;37:03710:2:PV-003540542156;37:03712:6:PV-002321751008;
Cc1ccc2c(c1)NCNS2(=O)=O,8,37:03705:6:PV-003536702485;37:03727:9:PV-003555513342;37:03727:9:PV-003555513343;
c1ccc2c3c(sc2c1)CCCC3,7,37:03705:6:PV-002899745852;37:03732:1:PV-003559058363;37:03732:1:PV-003559058364;
O=S1(=O)CC2(CC2)CN1,24,37:03705:7:PV-002899750484;37:03710:5:PV-005622498903;37:03710:5:PV-002901347298;
CC1CNCC(C)C1(F)F,66,37:03705:7:PV-003536717507;37:03706:3:PV-002269682493;37:03706:4:PV-002899989054;
C1CNC2CCCC2OC1,53,37:03705:7:PV-005610385382;37:03705:7:PV-005610659869;37:03705:9:PV-005611028461;
CC1COCC2CCCN12,46,37:03705:7:PV-005610448994;37:03705:7:PV-005610448995;37:03709:4:PV-005619859280;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,31,37:03705:7:PV-002899756178;37:03707:9:PV-005616092612;37:03708:3:PV-002900615565;
Cc1cc2[nH]c(=O)ccn2n1,41,37:03705:7:PV-003536732441;37:03707:0:PV-003537836031;37:03707:6:PV-002900399497;
CN1CC2(CNC2)C(F)(F)C1=O,26,37:03705:7:PV-003536737801;37:03706:4:PV-005612104512;37:03706:7:PV-003537604617;
O=C1CNC(=O)C2(CC3(CCCC3)C2)N1,8,37:03705:7:PV-002899763855;37:03713:5:PV-002902337414;37:03713:5:PV-002902337415;
NC12CCC(CC1)OC2,42,37:03705:7:PV-003536754652;37:03710:1:PV-003540459001;37:03710:1:PV-002901201839;
Clc1sc2ccccc2c1Cl,81,37:03705:7:PV-003536754926;37:03706:1:PV-002899894576;37:03706:1:PV-002899894577;
C1CNc2nn[nH]c2C1,83,37:03705:7:PV-003536760565;37:03707:8:PV-005615830226;37:03707:9:PV-003538617579;
CC1(C)NCNC1=O,16,37:03705:7:PV-002899767959;37:03722:6:PV-005652917584;37:03727:4:PV-002906866098;
c1nc2c(o1)CCSC2,16,37:03705:7:PV-005610560119;37:03706:2:PV-005611694195;37:03709:9:PV-005621069668;
CC1CNC(=O)c2cccn21,20,37:03705:7:PV-003536789416;37:03711:5:PV-003541638399;37:03712:2:PV-005626832232;
Cc1ccc2[nH]c(=O)ccc2c1,24,37:03705:8:PV-002899785472;37:03709:4:PV-002900973838;37:03711:3:PV-002901601382;
Cc1cccc2ccn(C)c12,14,37:03705:8:PV-002899785675;37:03729:5:PV-002907563616;37:03739:5:PV-002910842207;
Cc1cc(C)c2c(c1)CCCN2,36,37:03705:8:PV-003536810130;37:03708:4:PV-003539061015;37:03712:3:PV-002901938108;
N=c1[nH]ccs1,105,37:03705:8:PV-003536810421;37:03708:5:PV-002580294776;37:03709:5:PV-002900994477;
Cn1nc2c(c1O)CCNC2,25,37:03705:8:PV-002899789502;37:03716:8:PV-003546080227;37:03725:1:PV-003553134309;
CC1(C)CCC(=O)c2ccccc21,8,37:03705:8:PV-005610803416;37:03721:0:PV-002904771076;37:03721:7:PV-002904981724;
c1ccc2c(c1)OCc1ccsc1-2,8,37:03705:8:PV-002166159667;37:03705:9:PV-005610861078;37:03718:3:PV-002270291362;
CC1Cc2ccccc2C(=O)N1,27,37:03705:8:PV-002899804110;37:03709:5:PV-002900998397;37:03710:2:PV-002901223828;
O=C1CCNc2ncccc2N1,8,37:03705:8:PV-003536862313;37:03718:6:PV-003547619317;37:03723:3:PV-003551570893;
Cn1c(=O)ccc2ccc(Cl)cc21,28,37:03705:8:PV-002899809725;37:03709:5:PV-002901001141;37:03712:8:PV-002902078945;
C1CC2(C1)CNCC1(CCC1)O2,37,37:03705:8:PV-002321411531;37:03709:1:PV-002900863722;37:03712:2:PV-002425235893;
C1CCC2(C1)CC1CCOC12,26,37:03705:8:PV-003536869904;37:03706:6:PV-003537535671;37:03706:9:PV-003537774942;
O=C1CCNCCCCCCN1,30,37:03705:8:PV-003536873460;37:03711:4:PV-002218191188;37:03716:4:PV-002270196152;
Cn1nc(N)c2c1CNC2,7,37:03705:8:PV-003536874148;37:03709:3:PV-002425087963;37:03709:5:PV-003539933735;
CN1CCNC(=O)C12CCNCC2,14,37:03705:9:PV-005610913615;37:03717:0:PV-002903460935;37:03740:2:PV-003565832659;
CN1CCCC2(CCNCC2)C1,32,37:03705:9:PV-003536887560;37:03715:8:PV-003545227804;37:03716:0:PV-003545407244;
Oc1ncncc1F,61,37:03705:9:PV-002899817674;37:03706:8:PV-002900109312;37:03711:8:PV-002901779391;
Cc1[nH]c(C)c2c(=O)[nH]ncc12,23,37:03705:9:PV-002899820002;37:03709:1:PV-002900868015;37:03709:4:PV-002900988263;
Cc1cc(C)c2cc[nH]c2c1C,23,37:03705:9:PV-002528409816;37:03706:8:PV-002373214886;37:03706:8:PV-003537668472;
Cc1nc(O)c2ccccc2n1,88,37:03705:9:PV-002899823056;37:03706:0:PV-003536987694;37:03707:7:PV-002900437028;
Cc1cc2c(F)cccc2[nH]1,22,37:03705:9:PV-002899827305;37:03709:5:PV-002900997709;37:03719:1:PV-002904133239;
Nc1nc2[nH]cnc2c(=O)[nH]1,23,37:03705:9:PV-002321414883;37:03712:8:PV-002477013633;37:03715:1:PV-002218375995;
Cc1cn(C)c(=O)[nH]c1=O,12,37:03705:9:PV-003536928014;37:03744:8:PV-003569789708;37:03745:8:PV-003570562708;
O=S1(=O)CCNC2CCCCC21,11,37:03705:9:PV-002899834551;37:03715:8:PV-002903078658;37:03716:5:PV-003545869620;
O=C1NCN2CCc3ccccc3C12,2,37:03705:9:PV-004042551303;37:03733:6:PV-003560327486;
Cn1nncc1Cl,61,37:03705:9:PV-003536934940;37:03708:7:PV-002900751319;37:03709:1:PV-002900864273;
O=S1(=O)CCNC2COCCN21,17,37:03705:9:PV-005610998086;37:03706:2:PV-002899923156;37:03708:1:PV-002900545081;
Nc1c(Cl)ncn2cnnc12,10,37:03705:9:PV-005611011502;37:03706:7:PV-005613007894;37:03715:5:PV-002902970549;
OC1CCNC12CCC2,80,37:03705:9:PV-005611135945;37:03707:8:PV-002900455254;37:03709:4:PV-005619898488;
c1ccc2c(c1)CC1(CCNCC1)C2,21,37:03705:9:PV-002899838381;37:03706:0:PV-005611157126;37:03708:5:PV-005617717312;
CC1(C)OCC2CNCC21,24,37:03705:9:PV-003536954505;37:03706:4:PV-003537308688;37:03706:9:PV-003537797176;
CN1C(=O)NC2CNCCC21,63,37:03705:9:PV-003536958109;37:03707:7:PV-005615635827;37:03709:3:PV-003539799960;
O=c1[nH]cnc2sc3c(c12)CCCO3,4,37:03705:9:PV-002899845603;37:03733:3:PV-002908785235;37:03756:8:PV-002916482255;
OC1CNCC12CCOCC2,34,37:03706:0:PV-003536963939;37:03706:2:PV-005611643757;37:03706:6:PV-003537552962;
Cc1ccc2nccc(C)c2c1,11,37:03706:0:PV-003536976655;37:03726:7:PV-002425965323;37:03728:5:PV-002907220401;
O=c1[nH]c(=O)c2cccnc2[nH]1,31,37:03706:0:PV-003536986791;37:03706:5:PV-002269693388;37:03707:3:PV-003538084410;
Oc1nccc2ccncc12,89,37:03706:0:PV-003536993155;37:03708:8:PV-002900783771;37:03708:9:PV-002900829531;
c1cnc2ncncc2n1,43,37:03706:0:PV-003537006008;37:03712:0:PV-003542103593;37:03714:3:PV-003544006565;
Fc1cncs1,17,37:03706:0:PV-002899864021;37:03711:8:PV-002901763598;37:03719:8:PV-002904387826;
OC1CNCC2(CC2)CC1O,40,37:03706:0:PV-003537019914;37:03710:8:PV-003541067404;37:03712:9:PV-003542819929;
CC1(C)NCc2cn[nH]c21,37,37:03706:0:PV-003537037031;37:03708:4:PV-005617351645;37:03710:2:PV-003540564588;
O=S1(=O)CCc2ccccc2N1,22,37:03706:0:PV-003537039176;37:03713:0:PV-002902154859;37:03716:1:PV-003545550538;
CC1(C)CNCc2cn[nH]c21,31,37:03706:0:PV-003537040022;37:03706:3:PV-003537211534;37:03714:6:PV-002902670465;
O=c1[nH]cnc2c1sc1ncccc12,6,37:03706:1:PV-002217921251;37:03720:1:PV-002322132244;37:03734:1:PV-002322840091;
c1ccc2c(c1)CCCc1ccnnc1-2,12,37:03706:1:PV-002899888635;37:03748:6:PV-002913792161;37:03761:4:PV-002917995823;
O=c1ccoc2cccc(O)c12,23,37:03706:1:PV-002899890208;37:03706:8:PV-003537657098;37:03707:2:PV-002900253195;
O=C1NCC(=O)N2CC3CC(O)C2C13,9,37:03706:1:PV-003537075096;37:03706:1:PV-003537075097;37:03734:4:PV-003561022685;
Cc1cc(F)c2c(c1)NCC2,18,37:03706:1:PV-003537078202;37:03711:5:PV-003541607278;37:03711:9:PV-003542014565;
c1ncc2c3c(sc2n1)CCCCC3,18,37:03706:1:PV-003537088335;37:03720:2:PV-003549012932;37:03720:2:PV-003549012933;
C1COC2COCCC2N1,56,37:03706:1:PV-005611581534;37:03711:4:PV-005624846147;37:03712:6:PV-003542607553;
O=C1Nc2cccc3cccc1c23,10,37:03706:1:PV-002899898798;37:03719:1:PV-003548031036;37:03722:6:PV-002905306306;
NC1CSCc2ccccc21,11,37:03706:1:PV-002899905995;37:03710:6:PV-005622750275;37:03717:1:PV-002903513383;
CN1CCCNc2ccc(F)cc21,30,37:03706:2:PV-002899912115;37:03708:4:PV-003539022053;37:03711:1:PV-002269924716;
C1=NC2CCCCC2S1,13,37:03706:2:PV-002899913624;37:03719:9:PV-005646029822;37:03723:3:PV-005654427730;
Cc1cccc2ccc(=O)[nH]c12,32,37:03706:2:PV-002899915730;37:03707:7:PV-003538475150;37:03709:0:PV-002900858955;
Nc1nccnn1,19,37:03706:2:PV-002899918080;37:03716:3:PV-002903248253;37:03723:4:PV-002905552111;
Cc1cn2c(n1)CCC(C)C2,12,37:03706:2:PV-005611637615;37:03706:4:PV-005612260499;37:03706:9:PV-005613522114;
CN1N=CCCC1=O,15,37:03706:2:PV-003537159209;37:03707:6:PV-002900400583;37:03710:8:PV-003541028563;
CC1CCn2nccc2N1,39,37:03706:2:PV-003537164410;37:03716:9:PV-003546203586;37:03718:2:PV-002903846344;
NC1CC2CCCC(C1)N2,24,37:03706:2:PV-003537167186;37:03709:7:PV-005620646631;37:03712:6:PV-002902025805;
Nc1ccc[nH]c1=O,26,37:03706:2:PV-002899925981;37:03713:4:PV-003543255228;37:03713:4:PV-002902289782;
Clc1ccc2cncnc2c1Cl,70,37:03706:2:PV-003537182754;37:03706:5:PV-002900039160;37:03707:0:PV-002269721586;
CC1(C)CCc2ccccc2N1,27,37:03706:2:PV-002899936040;37:03708:0:PV-003538718141;37:03716:4:PV-003545780687;
CC1(C)COC(C)(C)O1,28,37:03706:2:PV-003537200359;37:03706:3:PV-005611927275;37:03710:4:PV-003540746405;
O=c1[nH]c(=O)c2cc(Cl)c(Cl)cc2[nH]1,14,37:03706:2:PV-002899938619;37:03709:5:PV-002901002379;37:03716:0:PV-002903118942;
Fc1ccc2c(c1)NCCCS2,27,37:03706:2:PV-002899939623;37:03710:4:PV-003540711331;37:03713:3:PV-002902257299;
Cc1ncnc2cccc(F)c12,9,37:03706:2:PV-002899941376;37:03713:4:PV-002902289153;37:03747:6:PV-002913487270;
O=C1NS(=O)(=O)c2ncccc21,15,37:03706:3:PV-003537214218;37:03707:6:PV-002528497606;37:03721:4:PV-002904897290;
Oc1ccc2c(n1)CCCC2,39,37:03706:3:PV-003537221675;37:03706:3:PV-003537221676;37:03711:3:PV-003541487076;
FC1(F)CCC2(CC1)CNCCO2,10,37:03706:3:PV-005611970179;37:03737:2:PV-003563314658;37:03744:5:PV-003569533493;
c1cnc2c(c1)C1(CCNCC1)CO2,3,37:03706:3:PV-005612019987;37:03740:9:PV-005698768693;37:03780:5:PV-003599839443;
Cn1nc2n(c1=O)CCNC2,28,37:03706:3:PV-003537258960;37:03706:3:PV-002899974088;37:03706:4:PV-005612257088;
Clc1cccc2c1cc1n2CCNC1,18,37:03706:3:PV-002899961941;37:03724:1:PV-001935649655;37:03726:2:PV-002906477516;
Cc1c(Cl)ccc2scnc12,26,37:03706:3:PV-002166185880;37:03721:0:PV-002166926111;37:03734:4:PV-002219353655;
c1nncnn1,12,37:03706:3:PV-002424937910;37:03715:1:PV-002321877880;37:03729:9:PV-002270874377;
O=c1ccc2c([nH]1)CCSC2,29,37:03706:4:PV-002899981214;37:03706:4:PV-002899981215;37:03706:4:PV-002899981216;
CN1CC2CCC(C1)N2,60,37:03706:4:PV-002269687707;37:03707:5:PV-005615094530;37:03709:7:PV-002269855291;
Nc1nn[nH]n1,29,37:03706:4:PV-002580186740;37:03707:4:PV-002269740864;37:03709:2:PV-002373338262;
O=C1CCCCCCC1,22,37:03706:4:PV-003537347050;37:03706:8:PV-005613290984;37:03708:6:PV-005617773822;
Cc1cc2ncc3ccccc3n2n1,12,37:03706:4:PV-002900002593;37:03718:0:PV-002322024508;37:03741:8:PV-002911573743;
c1ccc2c(c1)ccc1[nH]ccc12,24,37:03706:5:PV-002166192099;37:03706:5:PV-002217940040;37:03712:8:PV-003542709827;
O=c1cnc(Cl)c[nH]1,68,37:03706:5:PV-003537397154;37:03708:7:PV-003539275836;37:03710:1:PV-002901200964;
c1cc2c(cn1)COCC2,41,37:03706:5:PV-002900021712;37:03706:7:PV-002900085975;37:03706:8:PV-002900107063;
FC1(F)C2CCCC1COC2,11,37:03706:5:PV-002900022036;37:03719:3:PV-005644553619;37:03735:1:PV-002909391980;
Cc1cc(C)c2scc(C)c2c1,2,37:03706:5:PV-003537427142;37:03706:5:PV-003537427143;
C1COCCC2(CCOCC2)N1,13,37:03706:5:PV-002900030779;37:03707:8:PV-003538536870;37:03732:0:PV-003558941990;
Cc1cc(C)c2cccnc2c1,31,37:03706:5:PV-003537447834;37:03715:0:PV-002166625563;37:03716:7:PV-003546032443;
CC1CNc2cc(F)c(F)cc2O1,23,37:03706:5:PV-002373201629;37:03708:0:PV-003538722926;37:03713:7:PV-002114811950;
O=S1(=O)CCNc2cccnc21,29,37:03706:5:PV-002900037114;37:03713:0:PV-002902161694;37:03714:4:PV-002902631550;
Cc1cccc2c(O)ccnc12,41,37:03706:5:PV-002114449073;37:03709:6:PV-003540033942;37:03714:7:PV-003544314710;
C1CCC2(C1)COCCN2,66,37:03706:6:PV-003537471968;37:03706:6:PV-002900048899;37:03707:6:PV-002269747460;
CN1CCC2(CCN2)CC1,39,37:03706:6:PV-003537472920;37:03710:1:PV-002901198117;37:03717:1:PV-005638942584;
Cc1oc2ncnc(N)c2c1C,4,37:03706:6:PV-003537473213;37:03713:8:PV-002425314556;37:03742:3:PV-005702341095;
CC1(C)OCC(O)CO1,15,37:03706:6:PV-002900044429;37:03717:4:PV-003546619838;37:03726:5:PV-003554276365;
c1ccc2c(c1)OC1(CCCCC1)O2,2,37:03706:6:PV-002900047558;37:03706:6:PV-002900047559;
C1CCC2NCCNCC2C1,16,37:03706:6:PV-003537483271;37:03710:7:PV-003540929980;37:03713:8:PV-003543610816;
C1C2CC3CC1CC(C2)N3,10,37:03706:6:PV-002373203940;37:03713:5:PV-003543346009;37:03719:9:PV-002425622428;
c1c2c(cc3c1OCCO3)CCC2,10,37:03706:6:PV-003537487297;37:03715:9:PV-005635915634;37:03722:2:PV-003550620082;
Cc1ccc2cn[nH]c(=O)c2c1,16,37:03706:6:PV-003537497644;37:03707:3:PV-002900289504;37:03714:5:PV-002902636168;
Fc1cc2[nH]ccc2cc1Cl,20,37:03706:6:PV-002528445762;37:03713:5:PV-003543343145;37:03715:1:PV-003544677511;
Cc1c2cn[nH]c(=O)c2nn1C,7,37:03706:6:PV-002900058634;37:03715:9:PV-002903097366;37:03723:3:PV-002905511724;
O=S1(=O)C2CCCC1CCC2,6,37:03706:6:PV-005612788451;37:03708:8:PV-002900785057;37:03716:8:PV-003546093463;
O=C1NCCCc2n[nH]cc21,4,37:03706:6:PV-005612864611;37:03725:3:PV-003553245584;37:03742:9:PV-003568130293;
Cn1cnc2ccsc2c1=O,11,37:03706:6:PV-002900062194;37:03712:3:PV-002580481399;37:03721:7:PV-002904990063;
CC1(C)NC(=O)C2(CCNCC2)N1,9,37:03706:6:PV-002900065353;37:03708:1:PV-002900558563;37:03735:1:PV-005684346455;
CN1CC(C)(C)Nc2ccccc21,17,37:03706:6:PV-002217949015;37:03718:5:PV-002115051048;37:03718:7:PV-002115060011;
OC1CCNCC12CCOCC2,27,37:03706:6:PV-003537535653;37:03721:9:PV-002905060933;37:03726:2:PV-002906481020;
c1ccc2c(c1)cc1n2CCNC1,34,37:03706:6:PV-003537537462;37:03707:1:PV-003537955274;37:03709:6:PV-002321600900;
O=C1NCC(=O)N2CC3CCC2C13,3,37:03706:6:PV-003537545546;37:03729:1:PV-003556525643;37:03780:0:PV-003599470269;
CC1(C)CCCNc2ccccc21,18,37:03706:6:PV-002900074101;37:03711:6:PV-002901693124;37:03714:7:PV-003544375152;
c1ccc2c(c1)[nH]c1cnccc12,18,37:03706:7:PV-002900077437;37:03707:2:PV-002900253091;37:03708:4:PV-002900651996;
c1ccc2c(c1)CC1(CCNC1)C2,24,37:03706:7:PV-003537570446;37:03717:1:PV-002903482283;37:03717:8:PV-003546952514;
O=c1ocnc2c(F)cccc12,5,37:03706:7:PV-002900082601;37:03729:7:PV-002907608885;37:03761:5:PV-002918025853;
c1ccc2c(c1)CC1CNCCCN21,10,37:03706:7:PV-002580200999;37:03708:4:PV-005617223075;37:03710:4:PV-003540719018;
Oc1cc2ncccc2[nH]1,14,37:03706:7:PV-002900092741;37:03707:5:PV-004042905111;37:03714:4:PV-002902618621;
CC1(C)CNCC2(CCCOC2)O1,9,37:03706:7:PV-003537604345;37:03707:2:PV-003537997237;37:03723:7:PV-003551947053;
CC1CN=C(N)N1,1,37:03706:7:PV-002900095242;
Cc1nccc2c1OC(C)(C)OC2,8,37:03706:7:PV-002900098301;37:03718:2:PV-003547258803;37:03718:2:PV-002903843720;
FC=C1CCCNC1,30,37:03706:7:PV-003537614470;37:03707:5:PV-002900365179;37:03711:7:PV-002901732447;
c1ccc2c(c1)CC1CCCCC1N2,4,37:03706:7:PV-002321456369;37:03706:9:PV-003537731150;37:03745:6:PV-003570446592;
CC1COCc2ccccc21,23,37:03706:7:PV-005613133587;37:03714:7:PV-005633126331;37:03718:8:PV-005643203766;
Clc1ccc2nccc(Cl)c2c1,6,37:03706:7:PV-001808039913;37:03729:6:PV-001819547523;37:03762:5:PV-003584698117;
Cn1cnc2c3c(ccc21)NCCC3,10,37:03706:7:PV-003537627139;37:03710:4:PV-005622186433;37:03712:0:PV-001923021453;
O=C1CCCc2c[nH]nc21,13,37:03706:8:PV-002900109821;37:03709:6:PV-002901055653;37:03715:0:PV-002902800594;
Oc1ncnc2c1CNC2,11,37:03706:8:PV-003537642511;37:03726:0:PV-003553840794;37:03726:4:PV-003554191305;
Cn1c2ccccc2c2ccsc21,5,37:03706:8:PV-003537668580;37:03708:4:PV-002321539760;37:03777:8:PV-003597542528;
NC1CC2(C1)CC(F)(F)C2,25,37:03706:8:PV-002900123367;37:03707:8:PV-003538546496;37:03715:9:PV-003545326503;
CC1(C)COCN1,26,37:03706:8:PV-003537705070;37:03710:9:PV-002901472036;37:03711:5:PV-002901657858;
CN1C(=O)CNc2ccccc21,50,37:03706:9:PV-002217960754;37:03708:6:PV-002900730268;37:03709:0:PV-002900861789;
CC1CNCC2(CCCOC2)O1,8,37:03706:9:PV-003537732094;37:03712:2:PV-003542223058;37:03712:2:PV-002528728874;
CN1CCC2(CC1)CNCCO2,13,37:03706:9:PV-003537735991;37:03717:3:PV-002903560452;37:03720:4:PV-002322147220;
CC1(C)Oc2ccccc2C1=O,20,37:03706:9:PV-002900146507;37:03707:7:PV-002900435816;37:03710:3:PV-002901257702;
CC1=Cc2ccccc2S1(=O)=O,17,37:03706:9:PV-002900152044;37:03707:9:PV-002900479140;37:03710:0:PV-002901168787;
Nc1ncnc2sc3c(c12)CCNC3,3,37:03706:9:PV-002900155683;37:03790:9:PV-003608677293;37:03792:6:PV-002928194850;
Cc1[nH]c(Cl)c2cn[nH]c(=O)c12,22,37:03706:9:PV-002900160435;37:03715:9:PV-005635949254;37:03718:1:PV-002903820789;
Nc1nc2c(s1)CNCC2,3,37:03706:9:PV-002900160593;37:03714:7:PV-002902717965;37:03786:6:PV-002480740598;
Cc1c(O)cccc1Cl,47,37:03706:9:PV-003537779001;37:03706:9:PV-005613649017;37:03706:9:PV-005613649018;
C1CCC2(CC3CCC(C2)N3)NC1,3,37:03706:9:PV-005613569691;37:03715:8:PV-002903065439;37:03791:9:PV-002927972465;
c1c2c(cc3c1OCO3)CCCCC2,11,37:03706:9:PV-003537787042;37:03706:9:PV-003537787043;37:03717:3:PV-003546499676;
C1=Nc2ccccc2Oc2ccccc21,13,37:03706:9:PV-002900172008;37:03734:4:PV-002909176441;37:03734:4:PV-002909176442;
