fragment_smiles,occurences,example_ligands
CC1CCNC1,20699,55:05500:0:Z3046223944;55:05500:0:Z2265090091;55:05500:0:Z4322415476;
Cn1cn[nH]c1=O,2486,55:05500:0:Z3834486568;55:05500:0:Z3834071892;55:05500:1:Z2770935105;
Cn1cc(N)cn1,709,55:05500:0:Z3519175804;55:05500:0:Z3105540282;55:05500:3:Z3019765435;
FC1CCCC1,5113,55:05500:0:Z3808353416;55:05500:0:Z3808354560;55:05500:0:Z2921076700;
O=S1(=O)CCCCC1,8760,55:05500:0:Z4317444152;55:05500:0:Z3542496383;55:05500:0:Z2140525492;
C1CCC2(CC1)OCCO2,3475,55:05500:0:Z3667421546;55:05500:0:Z1960288805;55:05500:0:Z3603061251;
c1cc[nH]c1,27200,55:05500:0:Z1565339892;55:05500:0:Z4141652078;55:05500:0:Z4032829627;
CC1(C)CCOC1,3796,55:05500:0:Z3628381010;55:05500:0:Z2876719785;55:05500:0:Z3610173625;
FC1CCOC1,2285,55:05500:0:Z4975165701;55:05500:0:Z4972793932;55:05500:0:Z3855631140;
c1ccc2ccccc2c1,10456,55:05500:0:Z4173636509;55:05500:0:Z4173628213;55:05500:0:Z4173649191;
CC1CNC1,9125,55:05500:0:Z3145434897;55:05500:0:Z3804459409;55:05500:0:Z1843641607;
Cc1ncc[nH]1,8807,55:05500:0:Z4406551123;55:05500:0:Z1558877302;55:05500:0:Z1560977706;
c1cc2n(c1)CCCC2,898,55:05500:0:Z2455331213;55:05500:0:Z2453555228;55:05500:1:Z4055670707;
c1ccnnc1,18980,55:05500:0:Z4273087956;55:05500:0:Z4344538065;55:05500:0:Z1874343861;
Cc1nnco1,6418,55:05500:0:Z2792874191;55:05500:0:Z2914259056;55:05500:0:Z3996410059;
CC12CNCC1CNC2,309,55:05500:0:Z2792874191;55:05500:0:Z2873267239;55:05500:3:Z4447857825;
C1CC2CC2CN1,1732,55:05500:0:Z4455958492;55:05500:0:Z2922939915;55:05500:0:Z2906602265;
O=C1CNCN1,2649,55:05500:0:Z3051432436;55:05500:1:Z3568669829;55:05500:2:Z4644960698;
C1CC2(CCN1)CC2,3447,55:05500:0:Z5059968676;55:05500:0:Z2434176421;55:05500:0:Z3104775238;
C1CC2(CCSCC2)CN1,949,55:05500:0:Z3630164819;55:05500:3:Z3790520901;55:05500:4:Z3808555790;
CC1Cc2ccccc2S1(=O)=O,65,55:05500:0:Z4257668135;55:05500:5:Z4255067439;55:05502:3:Z4257311027;
C1CC2(C1)CCNC2,6189,55:05500:0:Z3588367333;55:05500:0:Z3320147335;55:05500:0:Z1888604614;
C1CC2CN(C1)CCO2,282,55:05500:0:Z2275907079;55:05500:3:Z2290456228;55:05500:5:Z2264104542;
Cc1noc2ncncc12,196,55:05500:0:Z1999998233;55:05500:0:Z2614563387;55:05500:1:Z4436009879;
O=c1[nH]ccs1,937,55:05500:0:Z3339843164;55:05500:0:Z2041985700;55:05500:1:Z3627741069;
c1nnco1,25888,55:05500:0:Z1664828936;55:05500:0:Z1179673177;55:05500:0:Z1662465601;
Cc1nnc2n1CCCC2,1231,55:05500:0:Z1355006085;55:05500:0:Z4642705715;55:05500:2:Z4051588818;
c1ccc2c(c1)CCC2,19395,55:05500:0:Z1355006085;55:05500:0:Z4613071106;55:05500:0:Z3655113824;
CC1CCCNC1C,527,55:05500:0:Z3659215361;55:05500:1:Z1261555147;55:05500:2:Z3513826595;
c1ncn2c1CCCC2,2866,55:05500:0:Z3367180785;55:05500:0:Z2861470001;55:05500:0:Z3576494665;
c1ccc2c(c1)CCCN2,10350,55:05500:0:Z4287169229;55:05500:0:Z1951522449;55:05500:0:Z1668070465;
Cc1nc[nH]n1,2780,55:05500:0:Z4287169229;55:05500:0:Z1746865775;55:05500:0:Z4289849037;
c1cnsc1,12421,55:05500:0:Z3511370917;55:05500:0:Z3725013180;55:05500:0:Z4387950098;
C1CC2CNCC12,6635,55:05500:0:Z2964261860;55:05500:0:Z3384772050;55:05500:0:Z4602557301;
CC1CCCO1,11918,55:05500:0:Z1689060470;55:05500:0:Z1545122482;55:05500:0:Z3549933865;
CC1CCCC(=O)C1,415,55:05500:0:Z1549902246;55:05500:4:Z1546498025;55:05500:4:Z1601699392;
Cc1oc2cc[nH]c2c1C,179,55:05500:0:Z3591594804;55:05500:4:Z3191567956;55:05502:0:Z3204958629;
CC1CCC(=O)N1,1714,55:05500:0:Z3834542022;55:05500:0:Z3566493561;55:05500:1:Z2293612282;
Cn1ccc(=O)[nH]c1=O,889,55:05500:0:Z3199312914;55:05500:3:Z1449247639;55:05500:3:Z2674450148;
C1CC2(C1)CNC2,5402,55:05500:0:Z3898913378;55:05500:0:Z4086802375;55:05500:0:Z2484436530;
Clc1ccccc1Cl,12418,55:05500:0:Z1927223734;55:05500:0:Z1609657679;55:05500:0:Z2989214223;
c1nn[nH]n1,30398,55:05500:0:Z1993873077;55:05500:0:Z4511434024;55:05500:0:Z4507180840;
Cn1cc2c(n1)CCCC2,3339,55:05500:0:Z2444507878;55:05500:0:Z4022989301;55:05500:0:Z1663914359;
CC1=CCCCO1,278,55:05500:0:Z1517332371;55:05500:3:Z1518825374;55:05500:7:Z4245704700;
CC12CNC(C1)C2,438,55:05500:0:Z3866583737;55:05500:0:Z2523165585;55:05500:2:Z4932105646;
CN1CCCC1,10465,55:05500:0:Z3193059914;55:05500:0:Z4200667238;55:05500:0:Z2590356623;
C1CCCNCCC1,1582,55:05500:0:Z2826774074;55:05500:1:Z4522570806;55:05500:1:Z4402670268;
FC1(F)CCCC1,5582,55:05500:0:Z4075677269;55:05500:0:Z2141174112;55:05500:0:Z1601880476;
OC1CCNC12CCCCC2,269,55:05500:0:Z2602257220;55:05500:2:Z3948476625;55:05500:2:Z3555028749;
c1cnc2[nH]cnc2c1,1857,55:05500:0:Z3708563015;55:05500:0:Z4027158627;55:05500:0:Z1546924943;
Cc1ccnc2ccccc12,1228,55:05500:0:Z1182668422;55:05500:0:Z2041985700;55:05500:0:Z3059556658;
c1[nH]nc2c1CCNC2,319,55:05500:0:Z4644338477;55:05500:0:Z4644336050;55:05500:2:Z4029087041;
OC1CCCCC1,18384,55:05500:0:Z3395876402;55:05500:0:Z2646879425;55:05500:0:Z1920616356;
Cn1nnc2cncnc21,171,55:05500:0:Z3395876402;55:05500:2:Z2851788715;55:05500:7:Z2975333823;
Cc1nc2cccnc2[nH]1,589,55:05500:0:Z1746865775;55:05500:1:Z1974008715;55:05500:2:Z1663309588;
C1CC2CC2C1,9857,55:05500:0:Z4380332519;55:05500:0:Z2718880919;55:05500:0:Z3092565838;
Cc1cc(C)c2c(c1)CNCC2,177,55:05500:0:Z1739549731;55:05500:2:Z3599257985;55:05500:7:Z1739641036;
Cc1nc[nH]c1C,3073,55:05500:0:Z1212291367;55:05500:0:Z1719693953;55:05500:0:Z1212292434;
c1cc2n(n1)CCCC2,6691,55:05500:0:Z3871798887;55:05500:0:Z4205686126;55:05500:0:Z3582896720;
Cc1cc(F)cc2c1CNCC2,243,55:05500:0:Z2701509157;55:05500:3:Z2002824535;55:05500:3:Z3051731951;
c1cc2n(n1)CCC2,2874,55:05500:0:Z2802083653;55:05500:0:Z2372520971;55:05500:0:Z2802089306;
CC1CCCC(O)C1,344,55:05500:0:Z3644285841;55:05500:0:Z3644286351;55:05500:0:Z4278283366;
FC1(F)CC12CC2,2367,55:05500:0:Z4072939107;55:05500:0:Z3834222934;55:05500:0:Z4041125663;
Cc1nc2ccccc2o1,2159,55:05500:0:Z3568086857;55:05500:0:Z3514012246;55:05500:0:Z3646676385;
C1CCC2CNCC2C1,3062,55:05500:0:Z3597632044;55:05500:0:Z4462819044;55:05500:4:Z3083664287;
C1=NOCC1,8383,55:05500:0:Z1935008426;55:05500:0:Z4110609171;55:05500:0:Z4264382102;
Cn1c(Cl)nc2nc(Cl)ncc21,126,55:05500:0:Z4025955185;55:05501:9:Z4026040865;55:05501:9:Z4025535152;
Fc1cccc2cccnc12,1193,55:05500:0:Z3709707002;55:05500:0:Z3709701254;55:05500:0:Z3837800329;
Cc1cc2cnccn2n1,413,55:05500:0:Z4597512060;55:05500:4:Z1731136159;55:05500:7:Z4285275838;
Cn1cnnc1,22069,55:05500:0:Z1690931415;55:05500:0:Z3094983946;55:05500:0:Z2167074635;
c1ncc2c(n1)CC1CCC2N1,456,55:05500:0:Z3203801068;55:05500:1:Z4293593919;55:05500:1:Z3204225413;
Cc1ccccc1Cl,6973,55:05500:0:Z1616207771;55:05500:0:Z3613710902;55:05500:0:Z3174864013;
C1CNC2(C1)CC2,1322,55:05500:0:Z4023255998;55:05500:1:Z3775804260;55:05500:1:Z3435629951;
Cc1cccc(=O)n1C,1074,55:05500:0:Z4023255998;55:05500:0:Z4044908249;55:05500:2:Z4214072728;
O=C1CCc2ccccc21,3003,55:05500:0:Z5044396595;55:05500:0:Z3842065346;55:05500:0:Z5004737518;
O=S1(=O)CCC1,4006,55:05500:0:Z5044396595;55:05500:0:Z4474857032;55:05500:0:Z2961365688;
Cc1cc2ncsc2cc1F,42,55:05500:0:Z2987457281;55:05501:4:Z2987457364;55:05502:6:Z3087502404;
CN1CCC1,1553,55:05500:0:Z4262151882;55:05500:0:Z3366628573;55:05500:1:Z4406724835;
CS(C)(=N)=O,4487,55:05500:0:Z3668596571;55:05500:0:Z3667888741;55:05500:0:Z3665407648;
c1n[nH]c2c1CCCC2,6811,55:05500:0:Z1680739925;55:05500:0:Z3911431711;55:05500:0:Z4486759835;
O=C1CCOC1,587,55:05500:0:Z3540320984;55:05500:4:Z3852362432;55:05500:5:Z4165026029;
CC1CCNCC1,18002,55:05500:0:Z1609657679;55:05500:0:Z3641204340;55:05500:0:Z2648712042;
O=C1CCCc2ccccc21,2175,55:05500:0:Z4002722350;55:05500:0:Z2415893414;55:05500:1:Z4013387904;
C1CSCCO1,422,55:05500:0:Z3782317089;55:05500:1:Z3804744752;55:05500:6:Z3855622712;
Cc1sc2ncncc2c1C,382,55:05500:0:Z2274661256;55:05500:0:Z2615992268;55:05500:6:Z3651189300;
c1ccc2nccnc2c1,2569,55:05500:0:Z2224077041;55:05500:0:Z2793590131;55:05500:0:Z246318748;
O=C1NCCC12CCCNC2,335,55:05500:0:Z3836886379;55:05500:6:Z3834368869;55:05501:1:Z3868501464;
Cc1ccnn1C,9748,55:05500:0:Z1528876094;55:05500:0:Z3657873761;55:05500:0:Z2708038010;
Cc1[nH]nc2c1CCCC2,363,55:05500:0:Z3788503382;55:05500:0:Z3806939269;55:05500:1:Z3788507917;
CC1CCCCN1,14804,55:05500:0:Z3053214858;55:05500:0:Z2784443618;55:05500:0:Z2500906493;
Cc1ccc(Cl)cc1F,650,55:05500:0:Z2111871358;55:05500:0:Z1959603534;55:05500:0:Z3707202217;
O=S1(=O)CCOCC1,393,55:05500:0:Z2111871358;55:05500:4:Z4406033394;55:05500:7:Z2590031148;
Oc1ccccn1,4538,55:05500:0:Z2883659683;55:05500:0:Z1275979333;55:05500:0:Z1981850162;
CN1CCOCC1,4162,55:05500:0:Z2883659683;55:05500:0:Z1130515688;55:05500:0:Z2272027651;
CC12CCC(CC1)C2(C)C,207,55:05500:0:Z4476777049;55:05500:0:Z4522625910;55:05500:5:Z2482218452;
CC1(C)CCNC1,7275,55:05500:0:Z1572216208;55:05500:0:Z3098409408;55:05500:0:Z2771833331;
O=C1CCCC2(CCC2)N1,517,55:05500:0:Z2499100027;55:05500:3:Z2368925522;55:05500:7:Z3537355084;
O=c1[nH]c2ccccc2o1,4038,55:05500:0:Z2499100027;55:05500:0:Z2203950275;55:05500:0:Z2931883546;
O=c1ccoc2ccccc12,640,55:05500:0:Z4314490965;55:05500:0:Z1647727308;55:05500:0:Z3289055023;
c1cc2c(cn1)CCCC2,1919,55:05500:0:Z3595265609;55:05500:0:Z4467553035;55:05500:0:Z3314499835;
Fc1ccccc1F,21259,55:05500:0:Z3537069358;55:05500:0:Z427843180;55:05500:0:Z4406506174;
FC1(F)CCOCC1,2133,55:05500:0:Z3898519505;55:05500:0:Z4150115977;55:05500:0:Z4308996632;
Fc1c(Cl)ccn2nccc12,164,55:05500:0:Z3898519505;55:05500:0:Z4886498519;55:05500:7:Z3298700800;
O=S1(=O)CCCN1,6182,55:05500:0:Z3544308565;55:05500:0:Z4109177075;55:05500:0:Z4268101034;
CC1(C)OCCCO1,1834,55:05500:0:Z4023053901;55:05500:0:Z4140118331;55:05500:0:Z4991804252;
CC12CCC(CO1)C2,2055,55:05500:0:Z3576827669;55:05500:1:Z3553239352;55:05500:2:Z4511121847;
C1CNCC2(C1)COCCO2,341,55:05500:0:Z3576827669;55:05500:6:Z3618147709;55:05501:0:Z3009329044;
C1CC2(CCN1)CCOC2,1768,55:05500:0:Z3519082993;55:05500:0:Z1535780325;55:05500:1:Z3060882853;
Cc1cocn1,7716,55:05500:0:Z4621321834;55:05500:0:Z3919007286;55:05500:0:Z1355328068;
C1COCC2(C1)CCCO2,459,55:05500:0:Z4621321834;55:05500:5:Z3592800110;55:05500:5:Z4034586026;
OC1C2CCCC1CNC2,621,55:05500:0:Z4275679472;55:05500:4:Z3601284057;55:05500:5:Z3998282261;
c1cnn2cnnc2c1,2488,55:05500:0:Z4275679472;55:05500:0:Z3830934051;55:05500:1:Z3350759839;
OC1COC1,2027,55:05500:0:Z4110609171;55:05500:0:Z3878460539;55:05500:1:Z4324842849;
C1CC2OCCC2N1,757,55:05500:0:Z4296235376;55:05500:0:Z3063438613;55:05500:1:Z4096736269;
Cn1ccccc1=O,4617,55:05500:0:Z3094983946;55:05500:0:Z4481132902;55:05500:0:Z3104703798;
c1nc[nH]n1,47508,55:05500:0:Z1527279908;55:05500:0:Z3502397304;55:05500:0:Z3793306999;
CC1COc2ccccc21,1479,55:05500:0:Z3518293349;55:05500:0:Z2493689433;55:05500:0:Z2208571028;
C1CNC2CCC2C1,1111,55:05500:0:Z3518293349;55:05500:0:Z3498429110;55:05500:1:Z3047241185;
C1CC2(CCN1)CCNC2,806,55:05500:0:Z3518430255;55:05500:1:Z2440732649;55:05500:1:Z2443878778;
C1CCC2(CC1)CCCCO2,936,55:05500:0:Z3639722117;55:05500:1:Z3639529540;55:05500:2:Z3082799051;
C1CC2(CCO1)CC2,1838,55:05500:0:Z3104820487;55:05500:0:Z2325406437;55:05500:1:Z3648826433;
NC1CCC12CCOCC2,148,55:05500:0:Z3639237061;55:05500:4:Z3139812110;55:05501:1:Z3139824945;
CN1CCC2NCCC2C1,374,55:05500:0:Z3882216088;55:05500:2:Z4091915060;55:05500:8:Z3911192889;
Clc1ccncc1,2901,55:05500:0:Z2649814525;55:05500:0:Z4421458411;55:05500:0:Z4594908831;
OC1CCOCC1,6313,55:05500:0:Z3364221777;55:05500:0:Z3781246842;55:05500:0:Z3497515407;
Fc1ccc2occc2c1,1554,55:05500:0:Z3364221777;55:05500:0:Z2437618774;55:05500:1:Z2950120262;
CC1(C)CCC(O)CN1,265,55:05500:0:Z4437303581;55:05500:1:Z4614455675;55:05500:2:Z4094634163;
Cc1csc2nc[nH]c(=O)c12,301,55:05500:0:Z3254846382;55:05500:5:Z4128158976;55:05501:5:Z1591979159;
O=C1CNCc2ccccc2N1,184,55:05500:0:Z2494225661;55:05500:6:Z4116061312;55:05501:1:Z4115578824;
C1NCC23COCC12COC3,230,55:05500:0:Z3318432073;55:05500:8:Z3184151536;55:05500:9:Z3187435926;
C1CCC2(CC2)NC1,2541,55:05500:0:Z3799965098;55:05500:0:Z3888406149;55:05500:0:Z5060219202;
NC1CCC2(CCC2)CC1,211,55:05500:0:Z3799965098;55:05501:5:Z3830143860;55:05502:4:Z3101971079;
Cc1ccc2nccn2c1,1420,55:05500:0:Z2707330748;55:05500:2:Z4459407093;55:05500:3:Z2160711704;
c1ccc2cnccc2c1,9957,55:05500:0:Z3527003056;55:05500:0:Z4432103631;55:05500:0:Z1687974014;
C1CC2(CC2)CN1,5312,55:05500:0:Z4083522344;55:05500:0:Z2911662220;55:05500:0:Z4270174593;
C1CCn2nnnc2C1,1359,55:05500:0:Z3870054661;55:05500:0:Z3357599717;55:05500:1:Z4305717081;
c1ccc2c(c1)CNCCO2,2642,55:05500:0:Z4066337075;55:05500:0:Z3522853895;55:05500:0:Z2706863329;
CC1CCSC1,694,55:05500:0:Z3083634551;55:05500:1:Z2077805856;55:05500:1:Z2361471061;
Cc1ncc2n1CCCC2,1382,55:05500:0:Z2773752185;55:05500:0:Z1586235769;55:05500:1:Z1598013906;
Cc1cccnn1,4656,55:05500:0:Z3641204340;55:05500:0:Z4041100040;55:05500:0:Z4948167697;
Cn1ncc2ccccc21,3131,55:05500:0:Z2705313728;55:05500:0:Z2715754457;55:05500:0:Z3085110584;
c1[nH]nc2c1CCCC2,2222,55:05500:0:Z1348317500;55:05500:0:Z3712021721;55:05500:1:Z5023894519;
OC1CNCCNC1,279,55:05500:0:Z4156690047;55:05500:0:Z3347106218;55:05500:2:Z3365383625;
Clc1cccc2c1OCCO2,1519,55:05500:0:Z1248193657;55:05500:0:Z2714213398;55:05500:1:Z1205483610;
CC1Cc2cn[nH]c2C(C)O1,263,55:05500:0:Z3856561145;55:05500:3:Z3583035338;55:05501:2:Z3575465369;
c1cc2c(cn1)CCCN2,437,55:05500:0:Z4245239134;55:05500:0:Z5064813795;55:05500:6:Z4351267057;
c1cnc2c(c1)N1CCC(C1)N2,106,55:05500:0:Z4570101745;55:05501:6:Z4364829352;55:05502:2:Z4364832065;
Cc1nsc2ncccc12,277,55:05500:0:Z2481852295;55:05500:1:Z982367010;55:05500:2:Z4112417954;
CC1=NOC2(CNC2)C1,370,55:05500:0:Z4141652078;55:05500:0:Z3176234066;55:05500:2:Z3586281801;
c1[nH]nc2c1CCC2,405,55:05500:0:Z4346181089;55:05501:1:Z2325463354;55:05501:6:Z4347066908;
c1ccn2cnnc2c1,5229,55:05500:0:Z3516743440;55:05500:0:Z3510217727;55:05500:0:Z3360014777;
CC1CCC(N)C1,288,55:05500:0:Z3516743440;55:05500:6:Z3514440120;55:05500:6:Z4060730515;
O=S1(=O)CCC2CNCCN21,392,55:05500:0:Z4329606786;55:05500:1:Z4329606809;55:05500:1:Z4329606973;
CC1CNCc2ccccc2O1,232,55:05500:0:Z4062326329;55:05500:0:Z2347663212;55:05500:4:Z4643220620;
Cc1cnco1,9222,55:05500:0:Z4450271613;55:05500:0:Z4450271612;55:05500:0:Z2846142053;
Cc1cc(C)n(C)n1,7289,55:05500:0:Z2299608949;55:05500:0:Z1411128154;55:05500:0:Z2291110284;
Clc1cccnc1,21032,55:05500:0:Z2299608949;55:05500:0:Z1233384179;55:05500:0:Z2045692219;
O=S1(=O)CCOc2ccccc21,219,55:05500:0:Z2301887353;55:05500:4:Z3382924874;55:05501:2:Z2829450534;
CN1CCC12CCC2,221,55:05500:0:Z4305740887;55:05500:3:Z4026762272;55:05500:5:Z4096220517;
C1CC2CCC(CN1)C2,230,55:05500:0:Z2964700477;55:05500:3:Z3095429254;55:05500:3:Z3087313731;
O=C1CCC2(CNC2)N1,323,55:05500:0:Z3623189757;55:05500:0:Z4108436551;55:05500:7:Z3623194098;
CC1OCCO1,3082,55:05500:0:Z4275652762;55:05500:0:Z1549797139;55:05500:0:Z3174853135;
NC1CCCCc2ccccc21,7,55:05500:0:Z3498176513;55:05514:8:Z4154037422;55:05520:3:Z4154037751;
O=c1[nH]cnc2ccccc12,2986,55:05500:0:Z3498176513;55:05500:0:Z1425863136;55:05500:0:Z1355328068;
C1CC2COCC2C1,1350,55:05500:0:Z4091114249;55:05500:0:Z4707297997;55:05500:0:Z3708766953;
C1CSCCN1,10942,55:05500:0:Z3580759547;55:05500:0:Z4008569397;55:05500:0:Z3467812888;
C1CCC2CNC2CC1,295,55:05500:0:Z2167074635;55:05500:7:Z1613700744;55:05500:9:Z2819365154;
CC1CNCC(C)O1,5422,55:05500:0:Z2437200781;55:05500:0:Z3873822457;55:05500:1:Z4012220199;
C1CC2SCCSC2C1,384,55:05500:0:Z1542833555;55:05500:3:Z2870700972;55:05501:7:Z1986609296;
C1CC2(C1)CC2,7091,55:05500:0:Z2648712042;55:05500:0:Z2647456084;55:05500:0:Z5043011380;
CC1CC2(CCC2)C1,282,55:05500:0:Z1619033975;55:05500:1:Z4210432915;55:05500:3:Z1619029027;
Cc1ccc2ccnn2c1C,199,55:05500:0:Z2966387396;55:05500:3:Z2956524248;55:05500:7:Z3056910729;
Cc1cnn(C)c1,3863,55:05500:0:Z5035496989;55:05500:0:Z3861073476;55:05500:0:Z2627606133;
Fc1cccc(Cl)c1,16974,55:05500:0:Z5035496989;55:05500:0:Z3312773207;55:05500:0:Z1352057223;
Cc1nn(C)c2ncccc12,1534,55:05500:0:Z4231944486;55:05500:0:Z642462114;55:05500:4:Z4157860989;
C1=CC2(CCNCC2)OC1,79,55:05500:0:Z4247802436;55:05500:1:Z4247786266;55:05500:2:Z4247795825;
CC1NCNC1=O,238,55:05500:0:Z2779682113;55:05500:0:Z3052957626;55:05500:4:Z2457830812;
FC1(F)CC2CCC1C2,1080,55:05500:0:Z4705551645;55:05500:0:Z4668898684;55:05500:2:Z4166674853;
C1COC2(C1)CCNC2,708,55:05500:0:Z2989214223;55:05500:2:Z2989210593;55:05500:2:Z2989204171;
CC1CNCCCN1,273,55:05500:0:Z2960325189;55:05500:0:Z2116840816;55:05500:8:Z2911528780;
c1ccn2nccc2c1,4741,55:05500:0:Z2960325189;55:05500:0:Z2493522007;55:05500:0:Z1177841666;
C1CC2(C1)COC2,808,55:05500:0:Z5062987882;55:05500:0:Z5064597325;55:05500:0:Z4147974910;
C1CC2(CCN1)COC2,550,55:05500:0:Z3583290343;55:05500:3:Z3054849954;55:05500:4:Z3373195709;
CC1CCCC1,8344,55:05500:0:Z3616713842;55:05500:0:Z4322970935;55:05500:0:Z2179321584;
CC1CC(F)CN1,183,55:05500:0:Z4207668035;55:05500:0:Z4216606202;55:05500:5:Z4206360599;
O=S1(=O)CC2CCCC2C1,767,55:05500:0:Z3873822457;55:05500:2:Z3806280486;55:05500:6:Z3788346280;
Oc1cccc2c1CCC2,1134,55:05500:0:Z2230433580;55:05500:2:Z1408246298;55:05500:2:Z2220999969;
C1CC2CCOC2C1,3165,55:05500:0:Z3053789766;55:05500:0:Z3474556355;55:05500:0:Z3606472925;
C1CCC2(CC1)CCOCC2,395,55:05500:0:Z2928736888;55:05500:3:Z4209145748;55:05500:3:Z1368918884;
O=C1COCCN1,2053,55:05500:0:Z2643847488;55:05500:0:Z5052040668;55:05500:1:Z3807867580;
C1CC2CCC(CN1)N2,1151,55:05500:0:Z1393813160;55:05500:1:Z3352034532;55:05500:2:Z4053551221;
Cc1ccc2cnoc2n1,208,55:05500:0:Z1602129073;55:05500:0:Z3091992143;55:05500:3:Z1416276272;
c1cnc2oncc2c1,1166,55:05500:0:Z3591421639;55:05500:0:Z4054078433;55:05500:0:Z3136438173;
C1CNC2(C1)CCCSC2,241,55:05500:0:Z3591421639;55:05500:4:Z3442153221;55:05501:1:Z3591432905;
OC1CCCCC12CCCNC2,220,55:05500:0:Z4392888390;55:05501:2:Z3520695338;55:05501:4:Z3640916221;
CC1(C)Cc2ccccc2O1,2051,55:05500:0:Z3702811690;55:05500:1:Z3556034730;55:05500:2:Z4341673999;
FC1CNC1,4376,55:05500:0:Z3702811690;55:05500:0:Z4961590933;55:05500:0:Z2199801637;
C1CCC2(CCCC2)OC1,1338,55:05500:0:Z2975942643;55:05500:0:Z2906301459;55:05500:0:Z3146685110;
Cc1cccs1,14741,55:05500:0:Z2260146588;55:05500:0:Z2843717950;55:05500:0:Z4000156647;
C1CC2CNCC2C1,5835,55:05500:0:Z3510217727;55:05500:0:Z3548298092;55:05500:0:Z4429663688;
c1nc2n(n1)CCCC2,2475,55:05500:0:Z3611949140;55:05500:0:Z3352213841;55:05500:0:Z3354797746;
Nc1ncc2[nH]cnc2n1,77,55:05500:0:Z2273049628;55:05500:8:Z1798251865;55:05501:7:Z1675260837;
OC1CCC2(CCNCC2)CC1,300,55:05500:0:Z2273049628;55:05500:0:Z2438631355;55:05500:6:Z2282723311;
OC1CC2(CCCCC2)C1,542,55:05500:0:Z3919007286;55:05500:0:Z4319666282;55:05500:5:Z4324892308;
C1CC2CCC1N2,5354,55:05500:0:Z2278350536;55:05500:0:Z3385029402;55:05500:0:Z3102573566;
Cc1coc2ccccc12,2043,55:05500:0:Z15466967;55:05500:0:Z2298481430;55:05500:1:Z1730660203;
Cc1ccc2c(c1)COCC2,253,55:05500:0:Z5006697717;55:05500:2:Z5013922673;55:05500:8:Z5007605025;
Fc1cncnc1,2260,55:05500:0:Z3352808693;55:05500:0:Z4231253061;55:05500:0:Z4337461599;
CN1CCCC2(CCNC2)C1,381,55:05500:0:Z2231695072;55:05500:1:Z2231698289;55:05500:5:Z3558689926;
CC1CSC1,439,55:05500:0:Z4380043752;55:05500:0:Z3594371693;55:05500:7:Z4277297818;
CC1NCCN(C)C1=O,479,55:05500:0:Z3659111302;55:05500:0:Z3545121418;55:05500:2:Z1745554604;
c1ccc2[nH]nnc2c1,3274,55:05500:0:Z3659111302;55:05500:0:Z1704872575;55:05500:0:Z4266530679;
CC1=CSCCO1,741,55:05500:0:Z4244121513;55:05500:2:Z1979127342;55:05500:3:Z4256303685;
C1=CCNC1,1195,55:05500:0:Z1816206137;55:05500:1:Z3835675050;55:05500:2:Z4044602533;
CN1CCC2(CCNC2)CC1,342,55:05500:0:Z4050304745;55:05500:2:Z2908881499;55:05500:3:Z3887525367;
OC1CCC2CCC1C2,36,55:05500:0:Z4257618661;55:05502:3:Z4255659928;55:05502:4:Z4252577821;
Cc1ccc2sc(=O)n(C)c2c1,153,55:05500:0:Z2952695380;55:05500:8:Z3554911924;55:05501:1:Z2914135038;
FC1CCNCC1,3951,55:05500:0:Z2045692219;55:05500:0:Z2842425091;55:05500:0:Z3493626575;
C1CC2CCNC2C1,3517,55:05500:0:Z3389074198;55:05500:0:Z3793974484;55:05500:1:Z1747885782;
C1CCC2(CC1)COCCO2,641,55:05500:0:Z3356976599;55:05500:0:Z3380653246;55:05500:5:Z4277366069;
NC1CC2(CCCCC2)C1,519,55:05500:0:Z4003423069;55:05500:0:Z3515925663;55:05500:3:Z3519546201;
O=S1(=O)C=CNC=C1,269,55:05500:0:Z4003423069;55:05500:9:Z4223636634;55:05501:2:Z4013538517;
CC1(C)COCCN1,2670,55:05500:0:Z1099210022;55:05500:0:Z3516503059;55:05500:0:Z3867456175;
Cc1cc2ccc(Cl)cc2[nH]1,152,55:05500:0:Z4405232851;55:05500:1:Z4886493789;55:05500:5:Z4406353031;
c1cnncn1,447,55:05500:0:Z1863935800;55:05500:0:Z3374280516;55:05500:5:Z4117776597;
c1ccc2sccc2c1,8216,55:05500:0:Z4001998163;55:05500:0:Z3357599717;55:05500:0:Z4263957370;
CC1CC1N,89,55:05500:0:Z4001998163;55:05500:9:Z4002191056;55:05502:7:Z4002011504;
Cc1cc(F)ccc1F,1038,55:05500:0:Z4054692035;55:05500:0:Z2876952690;55:05500:0:Z2272948215;
CC12CNCC1(C)CNC2,279,55:05500:0:Z4054692035;55:05500:3:Z2791357110;55:05500:5:Z2712291511;
OC1CC2CCC1C2,2073,55:05500:0:Z2814218639;55:05500:0:Z2201605416;55:05500:0:Z3781182337;
CC1CCCC1(C)C,547,55:05500:0:Z4076676020;55:05500:1:Z4406268318;55:05500:1:Z3650076063;
c1ccc2nonc2c1,1812,55:05500:0:Z2229137285;55:05500:0:Z4396163862;55:05500:3:Z2776587312;
c1cnc2c(c1)CNCC2,1194,55:05500:0:Z4206683276;55:05500:0:Z4248712297;55:05500:3:Z5018921330;
CC1=NOCC1,1273,55:05500:0:Z2618508966;55:05500:2:Z4506616544;55:05500:4:Z3514401479;
