fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
c1cc2sccc2s1,555,47:04700:0:Z3622471999;47:04700:0:Z4240644715;47:04700:0:Z1952903474;
OC1CNCC2(CC2)CC1O,269,47:04700:0:Z4253023879;47:04700:5:Z3842486909;47:04700:6:Z4274336003;
Cc1cc(C)nc(N)c1,100,47:04700:0:Z4107233245;47:04700:3:Z3599664768;47:04701:9:Z4107233168;
Cn1ccn2nccc12,376,47:04700:0:Z4107233245;47:04700:3:Z4107371343;47:04700:4:Z4224473797;
c1cc2n(c1)CCNC21CCC1,211,47:04700:0:Z3883886022;47:04700:8:Z4422126684;47:04700:9:Z4213247426;
CC1(C)COCCO1,4501,47:04700:0:Z4246362644;47:04700:0:Z4493523269;47:04700:0:Z4403366441;
Cc1ncsc1C,2834,47:04700:0:Z810200406;47:04700:0:Z1396143622;47:04700:0:Z2234773506;
Cc1ncccc1O,241,47:04700:0:Z3790015955;47:04700:4:Z3833317300;47:04700:7:Z3388771021;
Nc1nc2cncnc2s1,168,47:04700:0:Z3830264615;47:04700:4:Z4230956379;47:04701:2:Z4231113741;
Cc1cn2cccc(F)c2n1,261,47:04700:0:Z3671177303;47:04700:3:Z3670302645;47:04700:5:Z4051817513;
CN1CCCN(C)CC1,857,47:04700:0:Z3787187085;47:04700:0:Z4241140377;47:04700:1:Z3856723273;
CC1(C)CCC(C)(C)O1,1320,47:04700:0:Z2186757789;47:04700:0:Z3342471833;47:04700:0:Z3642279747;
O=C1CCCC1,2700,47:04700:0:Z1952644644;47:04700:0:Z1333049936;47:04700:0:Z5007362288;
c1cc2cncnn2c1,254,47:04700:0:Z4326113286;47:04700:8:Z4320548206;47:04700:8:Z3556136209;
O=S1(=O)CCCC2(CCN2)C1,282,47:04700:0:Z4326113286;47:04700:4:Z3628721788;47:04701:0:Z3628739022;
Clc1cccc2c1CCN2,178,47:04700:0:Z2906385433;47:04700:4:Z1840293757;47:04701:2:Z2707590225;
CC1(C)CCNCC1,2027,47:04700:0:Z3384373399;47:04700:1:Z4576223647;47:04700:1:Z4597576146;
CN1C(=O)CCCc2occc21,179,47:04700:0:Z4056029818;47:04700:0:Z3657240512;47:04700:2:Z4254513140;
C1CNC2CNCC2C1,638,47:04700:0:Z4056029818;47:04700:0:Z4056028484;47:04700:0:Z4056028929;
CC1CCC(C)N1C,96,47:04700:0:Z4325176498;47:04700:4:Z4326382760;47:04700:6:Z4319211931;
FC1COC1,703,47:04700:0:Z4126532628;47:04700:0:Z4126163209;47:04700:3:Z3205235209;
Cn1ccc(Cl)n1,1175,47:04700:0:Z2657042133;47:04700:0:Z2224546057;47:04700:1:Z2223727758;
c1cc2n(c1)CCNC2,1198,47:04700:0:Z3560270196;47:04700:1:Z4206052403;47:04700:1:Z3589508977;
FC1CNC1,4449,47:04700:0:Z3620897451;47:04700:0:Z3588596877;47:04700:0:Z3898696129;
c1scc2c1CCCC2,286,47:04700:0:Z4218645702;47:04700:5:Z4294588550;47:04700:7:Z3654526505;
OC1CNC1,9283,47:04700:0:Z4218026295;47:04700:0:Z1752337916;47:04700:0:Z4478521013;
CC1CCCO1,11891,47:04700:0:Z3584454360;47:04700:0:Z1368793304;47:04700:0:Z1960663842;
OC1COC1,2083,47:04700:0:Z3584454360;47:04700:0:Z3584449836;47:04700:1:Z4110097238;
c1cc2n(n1)CCCO2,1414,47:04700:0:Z2226293591;47:04700:0:Z3503694039;47:04700:0:Z3503647329;
CN1CC2CNCCN2C1=O,410,47:04700:0:Z4485909894;47:04700:6:Z4072783499;47:04700:8:Z4139735886;
C1CC2(CCN1)CC2,3501,47:04700:0:Z3383335433;47:04700:0:Z3796679863;47:04700:0:Z4226591820;
Cc1ncc2n1CCCC2,1405,47:04700:0:Z4289806374;47:04700:2:Z2755354273;47:04700:3:Z4392495212;
C1C2CC1C2,3983,47:04700:0:Z2615635475;47:04700:0:Z2616266779;47:04700:0:Z2614085406;
c1csnn1,4430,47:04700:0:Z1569417120;47:04700:0:Z1252189679;47:04700:1:Z2326185408;
CC1Cn2nccc2CN1,739,47:04700:0:Z4065465534;47:04700:0:Z3788826587;47:04700:6:Z2863723077;
C1CC2(CCO1)CNC2,1913,47:04700:0:Z4996496712;47:04700:0:Z4486979442;47:04700:0:Z3471121253;
CC1CS(=O)(=O)C1,1147,47:04700:0:Z3593290315;47:04700:0:Z4472766455;47:04700:2:Z4524324589;
Cc1ccnc(C)n1,2982,47:04700:0:Z3641728356;47:04700:0:Z4013346841;47:04700:1:Z1608606458;
Cc1ccncc1F,459,47:04700:0:Z4483966659;47:04700:1:Z4974597362;47:04700:3:Z4418267179;
C1CC2NCCSC2C1,324,47:04700:0:Z3151989525;47:04700:1:Z4007281615;47:04700:2:Z2702124223;
CC1CCn2nccc2C1,384,47:04700:0:Z3510015452;47:04700:1:Z2453647679;47:04700:3:Z2455267599;
FC1(F)CCCC1,5505,47:04700:0:Z4412750631;47:04700:0:Z3634436042;47:04700:0:Z2964588844;
C1CCC2(C1)CNCCOC2,353,47:04700:0:Z1932814995;47:04700:0:Z2770215125;47:04700:4:Z1726274884;
C1NCC2C1C1COCC21,211,47:04700:0:Z2717826595;47:04701:2:Z2717838659;47:04701:4:Z2710269509;
CC1CCNCC1(C)C,213,47:04700:0:Z1678456461;47:04700:1:Z1675812889;47:04701:7:Z4006919076;
O=C1NCCCc2cc[nH]c21,325,47:04700:0:Z4252186630;47:04700:2:Z3699487482;47:04701:0:Z3627802052;
Cc1nc2n(n1)CCNC2,442,47:04700:0:Z4198609529;47:04700:0:Z1840160224;47:04700:1:Z3195411530;
Fc1cccc2c1CCO2,898,47:04700:0:Z2121475111;47:04700:1:Z4506548980;47:04700:2:Z4995757618;
C1NCC2COCC12,1538,47:04700:0:Z2807676363;47:04700:0:Z2719336125;47:04700:1:Z2645027186;
O=C1CC2NCCCC2N1,395,47:04700:0:Z4295085921;47:04700:8:Z3764220703;47:04700:8:Z3621741177;
Cn1nccc1Cl,3889,47:04700:0:Z3809089421;47:04700:0:Z2899400664;47:04700:0:Z4426532567;
c1cc2n(c1)CCSC2,674,47:04700:0:Z4013346841;47:04700:1:Z5013333319;47:04700:4:Z4023235621;
Cc1cccc2cc[nH]c12,1193,47:04700:0:Z2373480964;47:04700:0:Z2256352899;47:04700:1:Z5034634491;
Cc1cccc(O)c1,1466,47:04700:0:Z3898903432;47:04700:1:Z3365456662;47:04700:1:Z1211648466;
FC1CCC1,11116,47:04700:0:Z4772683805;47:04700:0:Z4772683569;47:04700:0:Z3819995476;
CC1=CCCS1(=O)=O,249,47:04700:0:Z4770784949;47:04700:0:Z4770785012;47:04700:4:Z4770482345;
CC1(C)CCNCC(C)(C)N1,237,47:04700:0:Z3189475515;47:04700:0:Z3207010925;47:04700:3:Z4118365483;
C1NC2CNC1C2,2947,47:04700:0:Z3319006182;47:04700:0:Z3053830696;47:04700:0:Z4437140504;
O=C1CCc2ccccc2N1,4524,47:04700:0:Z2355529183;47:04700:0:Z3835856913;47:04700:1:Z2201112341;
c1cnc2nncn2c1,444,47:04700:0:Z1652890338;47:04700:1:Z2173751392;47:04700:1:Z2098293789;
c1cc2c(cn1)CCO2,91,47:04700:0:Z3796079613;47:04700:5:Z4090036111;47:04703:5:Z3899250706;
FC1CCCOC1,1152,47:04700:0:Z4446136407;47:04700:2:Z4468738828;47:04700:3:Z4468750781;
C1CCC2(CCOCC2)OC1,1380,47:04700:0:Z4195289817;47:04700:0:Z5036570490;47:04700:1:Z2709385142;
C1CSCS1,1870,47:04700:0:Z2624009141;47:04700:0:Z5052317736;47:04700:0:Z4013773388;
c1cnc2scnc2c1,1341,47:04700:0:Z4182923345;47:04700:0:Z3612994073;47:04700:0:Z3502108842;
O=C1NCC2CCC12,456,47:04700:0:Z3628027059;47:04700:2:Z3551500530;47:04700:3:Z3715087554;
C1CCC2(CC1)OCCO2,3683,47:04700:0:Z1824519327;47:04700:0:Z4123777222;47:04700:0:Z1512746347;
O=c1cc[nH][nH]1,1420,47:04700:0:Z3522943211;47:04700:0:Z4115844411;47:04700:0:Z3132721498;
OC1CCC2(CC1)OCCO2,250,47:04700:0:Z4507587025;47:04700:1:Z3408069424;47:04700:1:Z2898900240;
Cc1cccc(O)n1,699,47:04700:0:Z1611506665;47:04700:3:Z1609302928;47:04700:6:Z1667154596;
Cc1cnn[nH]1,4664,47:04700:0:Z3500066265;47:04700:0:Z2952466765;47:04700:0:Z3507784735;
c1cnc2sccc2c1,827,47:04700:0:Z4083906263;47:04700:1:Z4083903398;47:04700:1:Z3475661856;
Cc1ccc2occ(C)c2c1,320,47:04700:0:Z4468034884;47:04700:3:Z3597299149;47:04700:6:Z3519868347;
Cc1csc(=O)[nH]1,1189,47:04700:0:Z1303200506;47:04700:1:Z1366338434;47:04700:1:Z2781504136;
C1CCC2(CC1)CCCC2,981,47:04700:0:Z2221193495;47:04700:1:Z3104219512;47:04700:2:Z2581177672;
Cc1cnc2ccccc2c1,868,47:04700:0:Z1419645475;47:04700:0:Z3049979289;47:04700:1:Z1983356596;
Clc1cncs1,1405,47:04700:0:Z1333766000;47:04700:1:Z2804481371;47:04700:2:Z1333767918;
Cc1cc2c(cc1Cl)NCC2,127,47:04700:0:Z4112272873;47:04700:5:Z4109269662;47:04701:4:Z4112279860;
Cc1nnc2n1CCC2,825,47:04700:0:Z4112272873;47:04700:1:Z4094444283;47:04700:1:Z3552427516;
CC1CCS(=O)(=O)CC1,663,47:04700:0:Z3694348846;47:04700:0:Z3614423421;47:04700:8:Z3621366108;
Fc1ccc2c(c1)NCC2,368,47:04700:0:Z3694348846;47:04700:1:Z1051298254;47:04700:3:Z2820982598;
CC1COC2(CCNCC2)O1,373,47:04700:0:Z1240527715;47:04700:5:Z1656255936;47:04700:6:Z1569266995;
FC1CC2CCC(C1)N2,311,47:04700:0:Z4466126109;47:04700:3:Z4466144360;47:04700:6:Z4403682826;
CC1CNc2ccccc2C(=O)N1,118,47:04700:0:Z1578501147;47:04700:9:Z4513474036;47:04701:3:Z4113658269;
C1COCCC2(CCOCC2)N1,189,47:04700:0:Z3643783892;47:04701:0:Z3711218061;47:04701:2:Z3711255901;
C1CC2COCC2C1,1379,47:04700:0:Z4165802804;47:04700:0:Z3818387060;47:04700:0:Z3655326536;
C1CCC2NCCCC2C1,1523,47:04700:0:Z3793560957;47:04700:0:Z3796422312;47:04700:1:Z3132296670;
C1CC2NCCOC2C1,594,47:04700:0:Z3793560957;47:04700:3:Z3086391783;47:04700:4:Z4005277911;
Cc1cc(Cl)[nH]n1,1971,47:04700:0:Z4143197740;47:04700:0:Z1265426985;47:04700:0:Z1271974458;
OC1CC2(CCNCC2)C1,517,47:04700:0:Z4143197740;47:04701:4:Z4142796669;47:04701:9:Z4217834486;
Nc1ccn[nH]1,2440,47:04700:0:Z2219770346;47:04700:0:Z4162571268;47:04700:0:Z3836533209;
c1cnc2c(c1)CNC2,956,47:04700:0:Z4448204394;47:04700:5:Z2959325466;47:04700:6:Z4448277886;
c1nnn2c1CCCC2,434,47:04700:0:Z3793379665;47:04700:0:Z3950076211;47:04700:2:Z4366609476;
Cc1cc2ccccc2[nH]c1=O,233,47:04700:0:Z2960166552;47:04700:2:Z4468738828;47:04700:4:Z2909210953;
C1COC2CCOCC2N1,232,47:04700:0:Z3091702943;47:04700:2:Z3518786568;47:04700:4:Z3619477270;
c1ncc2c(n1)CCOC2,746,47:04700:0:Z2779814424;47:04700:1:Z3390831612;47:04700:1:Z4686239075;
Oc1ccc2c(c1)CNCCO2,218,47:04700:0:Z2647761480;47:04700:2:Z2647765748;47:04700:5:Z2615778059;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,58,47:04700:0:Z2969807314;47:04700:0:Z2971223742;47:04704:0:Z2969985169;
O=c1nccc[nH]1,734,47:04700:0:Z2235038167;47:04700:1:Z3873136260;47:04700:1:Z1262173436;
Cc1cccc(F)c1F,761,47:04700:0:Z2191757518;47:04700:0:Z2361755813;47:04700:1:Z4277883017;
Cn1ncc2cccnc21,1959,47:04700:0:Z3396186142;47:04700:0:Z4488504886;47:04700:0:Z4471020336;
FC1(F)CC12CC2,2378,47:04700:0:Z3371042534;47:04700:1:Z3800775377;47:04700:1:Z4278275205;
Cn1cncc1Cl,2291,47:04700:0:Z4423007816;47:04700:2:Z4100799107;47:04700:2:Z762839314;
Cc1ccc2nc(C)cn2c1,142,47:04700:0:Z4486105539;47:04700:4:Z4488728696;47:04701:5:Z4490280718;
C1=NCCCN1,157,47:04700:0:Z4245943766;47:04700:8:Z4611043432;47:04700:9:Z4245919445;
c1ccc2c(c1)NCCO2,2976,47:04700:0:Z1883108885;47:04700:0:Z4126582713;47:04700:0:Z3789362013;
FC1(F)CCC2CNCC21,428,47:04700:0:Z2994740382;47:04700:0:Z4194423035;47:04700:2:Z3618229040;
NC1CC2(CCC2)C1,619,47:04700:0:Z3385618743;47:04700:1:Z4055206820;47:04700:2:Z2503804647;
CC1(F)CC2(CNC2)C1,325,47:04700:0:Z4601003510;47:04700:2:Z4478539973;47:04700:4:Z4466644492;
Oc1cccc2c1CCC2,1133,47:04700:0:Z4601003510;47:04700:2:Z1230251068;47:04700:2:Z4560330872;
OC1CCOCC1,6456,47:04700:0:Z5034806699;47:04700:0:Z3939161732;47:04700:0:Z3391849280;
Clc1ccc2[nH]ccc2c1,1415,47:04700:0:Z5034806699;47:04700:0:Z2368687910;47:04700:1:Z5034568225;
Clc1csc2ncccc12,212,47:04700:0:Z2707400228;47:04700:1:Z2710163195;47:04700:1:Z2710598162;
O=C1CC2(CCC2)C1,424,47:04700:0:Z2206747920;47:04700:1:Z4051987458;47:04700:2:Z2643761725;
Fc1cc(Cl)c2c(c1)CCNC2,147,47:04700:0:Z3102094531;47:04700:9:Z3060355440;47:04701:0:Z3102125070;
NC12CCCC1CNC2,181,47:04700:0:Z2656735133;47:04700:3:Z3132871566;47:04700:5:Z2656730679;
c1occ2c1CCOC2,366,47:04700:0:Z3384217881;47:04700:0:Z4971406640;47:04700:0:Z4053933991;
CC1=CSCCO1,724,47:04700:0:Z1979112320;47:04700:2:Z4580827795;47:04700:5:Z2962553547;
CC1CNC1,9265,47:04700:0:Z2460182606;47:04700:0:Z3781369061;47:04700:0:Z4147130648;
Cc1ccnc(C)c1,3642,47:04700:0:Z5017583849;47:04700:0:Z1070190734;47:04700:1:Z4193639332;
C1CCC2(CC1)CCOCC2,433,47:04700:0:Z2869448372;47:04700:0:Z2614997045;47:04700:0:Z3187222293;
C1NCC2CSCC12,412,47:04700:0:Z2869448372;47:04700:2:Z2876573178;47:04701:4:Z4114042981;
CC1CC2CC12,465,47:04700:0:Z3572635113;47:04700:0:Z3553291666;47:04700:3:Z3604033041;
FC1CCOC1,2295,47:04700:0:Z4036496219;47:04700:0:Z4036174640;47:04700:1:Z3589054926;
c1cn2cncc2cn1,254,47:04700:0:Z4036496219;47:04700:4:Z2972330957;47:04702:0:Z4217760809;
Cc1ccc2c(c1)NCCN2C,136,47:04700:0:Z4048248571;47:04702:7:Z3822016408;47:04703:6:Z4128580023;
CN1CCc2ncsc2C1,476,47:04700:0:Z5043397416;47:04700:6:Z5045738737;47:04700:7:Z5045241437;
c1ccc2c(c1)CC1(CCCC1)C2,62,47:04700:0:Z4258421508;47:04702:5:Z4352932919;47:04703:7:Z4421761922;
C1CCC2(CC1)CCNCC2,1436,47:04700:0:Z3898782097;47:04700:0:Z2640645343;47:04700:2:Z3498134269;
CC12CCC(=O)N1CCS2,381,47:04700:0:Z4114848522;47:04700:0:Z4115314860;47:04700:0:Z4115364523;
O=S1(=O)CC2CNCC21,655,47:04700:0:Z5052317736;47:04700:3:Z5054775623;47:04700:3:Z5054806560;
CC1(C)OC2CNCC2O1,381,47:04700:0:Z4609388554;47:04700:2:Z4609208608;47:04700:7:Z4908538089;
C1CCn2nnnc2C1,1347,47:04700:0:Z4609388554;47:04700:1:Z3998547960;47:04700:1:Z4126128019;
CC12CCC(CNC1)C2(C)C,189,47:04700:0:Z3589498332;47:04700:7:Z3320319775;47:04701:0:Z3569537339;
c1ccc2c(c1)CCCCN2,1029,47:04700:0:Z1829055048;47:04700:4:Z1882977267;47:04700:5:Z3816006977;
C1CNC2CC2N1,134,47:04700:0:Z3383807629;47:04701:3:Z3383811045;47:04701:9:Z2954164669;
C1CCC2(C1)OCCO2,2346,47:04700:0:Z4179050461;47:04700:0:Z3637790500;47:04700:0:Z1608412492;
CC1(C)C(F)C1(C)C,137,47:04700:0:Z3707906616;47:04700:9:Z3671238555;47:04702:3:Z3673260607;
Cn1ncccc1=O,793,47:04700:0:Z345739570;47:04700:1:Z3595940990;47:04700:3:Z3842610701;
CN1CCCCC1=O,3921,47:04700:0:Z3547742638;47:04700:0:Z3360347866;47:04700:0:Z647880602;
O=C1CCC2CC12,418,47:04700:0:Z2905979181;47:04700:2:Z3144664722;47:04700:3:Z2906365093;
c1ccc2c(c1)OCCC21CC1,704,47:04700:0:Z3815978501;47:04700:0:Z3815978492;47:04700:2:Z4508471756;
OC1CCCCC1O,547,47:04700:0:Z3597192597;47:04700:3:Z4475221390;47:04700:5:Z4448099513;
Oc1cccc2c1CCCN2,162,47:04700:0:Z4353028251;47:04700:2:Z4524324589;47:04700:9:Z4353030061;
NC1CNCc2ccccc21,141,47:04700:0:Z3551491367;47:04700:5:Z3522667628;47:04700:5:Z3522665095;
FC1CC12CCC2,1337,47:04700:0:Z3645749576;47:04700:0:Z3408788021;47:04700:1:Z3645750856;
c1ccc2sncc2c1,2380,47:04700:0:Z3577676820;47:04700:0:Z2405732158;47:04700:1:Z4255535776;
C1COC2(CCC2)OC1,227,47:04700:0:Z4876661200;47:04700:1:Z4887274385;47:04700:3:Z4875945168;
c1nnc2n1CCC2,2758,47:04700:0:Z3833843610;47:04700:1:Z3556447417;47:04700:1:Z4286330979;
C1CCC2(CC1)CCCCO2,919,47:04700:0:Z3908748571;47:04700:0:Z3806194798;47:04700:1:Z4484597037;
Clc1ccn2cncc2c1,205,47:04700:0:Z3708671243;47:04700:6:Z4055333162;47:04700:8:Z4216084753;
c1ncc2sc3ncsc3c2n1,51,47:04700:0:Z3830583187;47:04700:6:Z3829573020;47:04704:4:Z3829470540;
Clc1cncc(Cl)c1,2069,47:04700:0:Z2769640749;47:04700:0:Z4109549284;47:04700:0:Z2220096314;
CC1CNCC(C)S1(=O)=O,358,47:04700:0:Z2184841671;47:04700:4:Z2170849231;47:04700:7:Z2180600683;
Clc1ccsc1,2411,47:04700:0:Z4525752289;47:04700:0:Z3999726483;47:04700:3:Z3474253485;
c1ccc2c(c1)CCCS2,1174,47:04700:0:Z3354186973;47:04700:1:Z3297148432;47:04700:2:Z1560896824;
C1CC2COCCN2C1,1482,47:04700:0:Z2767883186;47:04700:0:Z2767869923;47:04700:1:Z2171805632;
FC1(F)CCC12CNC2,261,47:04700:0:Z2184554803;47:04700:9:Z2205514306;47:04701:3:Z4273099468;
O=C1CCSc2ccccc21,242,47:04700:0:Z3623645900;47:04700:5:Z3579937391;47:04701:3:Z3554763132;
NC1CCCCC1,6551,47:04700:0:Z2360997605;47:04700:0:Z3103921416;47:04700:0:Z3889264019;
c1nc2c(s1)CNCC2,1306,47:04700:0:Z3299809040;47:04700:0:Z4324924924;47:04700:3:Z1657096363;
OC1CNCC(F)C1,694,47:04700:0:Z4620550773;47:04700:0:Z2618165600;47:04700:2:Z4883478619;
C1CC2(CCN1)CCNC2,778,47:04700:0:Z3860991432;47:04700:0:Z2784103442;47:04700:1:Z4056274940;
CC1CN(C)C(=O)CN1,457,47:04700:0:Z4116314888;47:04700:3:Z3169626373;47:04700:3:Z3169226042;
Cc1ncsc1F,119,47:04700:0:Z3299276329;47:04700:1:Z1563272924;47:04700:6:Z2371654706;
Cc1cc2cncnc2s1,211,47:04700:0:Z1537373492;47:04701:4:Z1537163350;47:04701:4:Z1537140324;
CC1CNCCSC1,340,47:04700:0:Z2176600475;47:04700:0:Z1852031067;47:04700:2:Z1850954890;
C1=COCCC1,920,47:04700:0:Z2636908638;47:04700:0:Z4380615706;47:04700:2:Z3617163995;
OC1CNC2(CCOCC2)C1O,148,47:04700:0:Z4275428759;47:04700:8:Z4275426482;47:04701:3:Z4271514564;
OC12CCCCC1CNCC2,369,47:04700:0:Z4329400727;47:04700:2:Z4313527630;47:04700:3:Z4317571926;
C1CCC2CNCCC2C1,1559,47:04700:0:Z2405732158;47:04700:0:Z3487817385;47:04700:1:Z3831617623;
Cc1nccc(O)n1,606,47:04700:0:Z4109549284;47:04700:1:Z4985754518;47:04700:2:Z3322814628;
c1cnc2c(c1)CCCC2,5593,47:04700:0:Z1814904059;47:04700:0:Z1884914649;47:04700:0:Z3358922447;
Cc1csc2ncnc(N)c12,107,47:04700:0:Z4770780497;47:04702:5:Z195559516;47:04702:9:Z4768796861;
c1cc2n(n1)CCCN2,1618,47:04700:0:Z4980313062;47:04700:0:Z4639887050;47:04700:0:Z3668562409;
CC1Cc2ccccc2N1,1350,47:04700:0:Z4455714635;47:04700:1:Z4003348148;47:04700:2:Z1666757655;
OC1CCCc2ccccc21,227,47:04700:0:Z4270591848;47:04701:3:Z2357730734;47:04701:3:Z3442842654;
Cc1cncnc1,2167,47:04700:0:Z4229583521;47:04700:1:Z3019097198;47:04700:1:Z3830970010;
Cn1cnccc1=O,965,47:04700:0:Z3625420819;47:04700:0:Z4240240141;47:04700:0:Z5061675589;
C1CNC2CCNCC2C1,796,47:04700:0:Z2776568492;47:04700:0:Z4451084757;47:04700:2:Z1549652673;
FC1(F)CCc2oncc2C1,562,47:04700:0:Z3784546497;47:04700:2:Z3354253242;47:04700:4:Z3356058019;
Cc1ccc2[nH]cc(Cl)c2c1,186,47:04700:0:Z4056112055;47:04700:7:Z3611324481;47:04700:9:Z3608752309;
c1cn2c(n1)CCC2,3595,47:04700:0:Z2673747696;47:04700:0:Z2923378810;47:04700:1:Z4172193706;
O=c1ccc2ccccc2[nH]1,1678,47:04700:0:Z3294424539;47:04700:0:Z1560038818;47:04700:1:Z2617466805;
c1cn2c(n1)CNCC2,1056,47:04700:0:Z3699259993;47:04700:1:Z3189055644;47:04700:2:Z3892880070;
OC1CNCC2(CC2)C1,391,47:04700:0:Z3622530177;47:04700:3:Z3440869083;47:04700:4:Z3679018545;
Clc1ccc2sccc2c1,418,47:04700:0:Z2298415588;47:04700:3:Z1436890383;47:04700:3:Z2595565809;
FC1(F)CC2CNCC21,377,47:04700:0:Z3578725334;47:04700:2:Z3625071995;47:04700:5:Z3518268092;
Cc1c[nH]c(=O)[nH]1,643,47:04700:0:Z1764879080;47:04700:2:Z2500234648;47:04700:4:Z2367963436;
C1COC2(CCOCC2)CN1,391,47:04700:0:Z2453670748;47:04700:0:Z1459287341;47:04700:9:Z4007595322;
c1cc2n(n1)CCC2,2882,47:04700:0:Z3341248849;47:04700:0:Z2378676584;47:04700:0:Z2475645997;
CN1C2CCCC1CNC2,379,47:04700:0:Z4279563332;47:04700:3:Z4218446277;47:04700:7:Z4266929250;
Clc1cccn2ccnc12,538,47:04700:0:Z4469422815;47:04700:1:Z3819373404;47:04700:1:Z3833162866;
Oc1ccccc1F,3012,47:04700:0:Z2968328115;47:04700:0:Z2590307584;47:04700:1:Z3508956409;
O=c1ccc(Cl)c[nH]1,182,47:04700:0:Z4081857617;47:04700:4:Z4081815327;47:04700:6:Z4081773411;
c1cc2cn[nH]c2cn1,223,47:04700:0:Z4288316132;47:04700:7:Z4448538212;47:04701:1:Z4292567117;
c1nc2n(n1)CCCN2,778,47:04700:0:Z2628957480;47:04700:0:Z3494288013;47:04700:0:Z2382245288;
c1cn2c(n1)NCCCC2,108,47:04700:0:Z4335753537;47:04701:1:Z4335762472;47:04702:0:Z4335755183;
Cc1cc(=O)cc[nH]1,984,47:04700:0:Z2231794900;47:04700:1:Z1997239448;47:04700:2:Z3848946441;
Clc1ccc(Cl)cc1,3918,47:04700:0:Z4151471883;47:04700:0:Z1252046691;47:04700:0:Z2965107790;
CC1CCN(C)CC1,668,47:04700:0:Z3836095665;47:04700:1:Z2800924343;47:04700:2:Z1631621238;
Fc1ccc2ocnc2c1,547,47:04700:0:Z3670128863;47:04700:0:Z4291867347;47:04700:0:Z4507555508;
CC1CCc2oncc2C1,874,47:04700:0:Z1874426522;47:04700:1:Z4427278250;47:04700:3:Z3385166626;
Fc1ccc(Cl)cc1,4332,47:04700:0:Z1940121054;47:04700:0:Z4506533158;47:04700:0:Z1673496603;
Cc1cccc2cn[nH]c12,154,47:04700:0:Z3642744253;47:04700:4:Z3889980124;47:04700:6:Z3698260706;
CN1CCCC12CCOCC2,375,47:04700:0:Z4667449688;47:04700:1:Z3638777559;47:04700:2:Z3638747146;
CC1(C)COC1,711,47:04700:0:Z3656958891;47:04700:0:Z3656487229;47:04700:1:Z3659657003;
C1CC2(CCN1)OCCO2,876,47:04700:0:Z3569637504;47:04700:0:Z4006905708;47:04700:1:Z1213090205;
Cc1ncns1,41,47:04700:0:Z3775588805;47:04703:1:Z4331756634;47:04711:0:Z4331758826;
Cn1ccc(=O)c2ccccc21,137,47:04700:0:Z3795971237;47:04700:8:Z3521338607;47:04700:8:Z3521358517;
C1CNC2(C1)CC2,1356,47:04700:0:Z3795971237;47:04700:0:Z3795967201;47:04700:0:Z3804217972;
CC1(C)CCc2occc2C1=O,189,47:04700:0:Z4014791195;47:04700:3:Z3896183168;47:04700:6:Z4018938716;
Cn1nc2n(c1=O)CCNC2,396,47:04700:0:Z1539767192;47:04700:0:Z1779490437;47:04700:0:Z1672550223;
CC1CC2CCC1O2,773,47:04700:0:Z3568561789;47:04700:4:Z2411809050;47:04700:5:Z3590141073;
Cc1ccc(Cl)cc1C,522,47:04700:0:Z3175542857;47:04700:3:Z2393887754;47:04700:3:Z2669358960;
Cc1n[nH]c(C)n1,2065,47:04700:0:Z3309090135;47:04700:0:Z2269969230;47:04700:0:Z1139517134;
Cc1cn2ccsc2n1,1253,47:04700:0:Z1891198930;47:04700:1:Z4405427470;47:04700:3:Z2027638549;
Clc1ccc2c(c1)CNCC2,507,47:04700:0:Z5061675589;47:04700:0:Z5061676303;47:04700:1:Z1537682634;
O=S1(=O)C=CNC=C1,287,47:04700:0:Z4022084844;47:04700:1:Z4573381721;47:04701:2:Z4022059936;
C1CCC2(CCCC2)OC1,1299,47:04700:0:Z3537922098;47:04700:0:Z1449257803;47:04700:1:Z1462104575;
Fc1ccc2c(c1)CCO2,873,47:04700:0:Z3537922098;47:04700:1:Z1250384983;47:04700:1:Z1698909502;
C1CC2(C1)CCNCC2,3601,47:04700:0:Z3797881984;47:04700:1:Z4252282487;47:04700:1:Z3145352249;
C1CC2COCC12,964,47:04700:0:Z3370833095;47:04700:1:Z3295879809;47:04700:4:Z3361108503;
CC1CCCC1(C)C,513,47:04700:0:Z4885749527;47:04700:0:Z4025184156;47:04700:0:Z4666903530;
Clc1cccc2nsnc12,119,47:04700:0:Z4269039124;47:04700:0:Z3494288013;47:04700:7:Z4225371606;
CC1(F)CCNC1,535,47:04700:0:Z4223336477;47:04700:5:Z4223323805;47:04700:7:Z4350765933;
Oc1cc2c(nn1)CNC2,123,47:04700:0:Z3719273339;47:04701:7:Z4962339480;47:04702:1:Z4960936958;
c1ccc2c(c1)CNC2,5369,47:04700:0:Z3469049200;47:04700:0:Z4058055304;47:04700:1:Z4059287150;
CC1CCNCC(C)O1,390,47:04700:0:Z2613590918;47:04700:5:Z2646383081;47:04700:7:Z2615322638;
O=S1(=O)CCC(O)CC1,419,47:04700:0:Z2405842770;47:04700:6:Z3518488029;47:04701:1:Z1414367799;
