fragment_smiles,occurences,example_ligands
Cc1cc[nH]n1,17709264,193:19300:0:PV-006644529204;193:19300:0:PV-006644538823;193:19300:0:PV-006644548628;;
CN1CCNCC1,7338170,193:19300:0:PV-006644529236;193:19300:0:PV-006644534264;193:19300:0:PV-003884892781;;
Cc1c(Cl)cnn1C,670990,193:19300:0:PV-006644529306;193:19300:0:PV-004136964310;193:19300:0:PV-004136964311;;
CC1(C)CCC1,8585703,193:19300:0:PV-006644529306;193:19300:0:PV-006644533681;193:19300:0:PV-006644533682;;
Cc1ccnc(N)c1,1192802,193:19300:0:PV-006644529311;193:19300:0:PV-006644529312;193:19300:0:PV-003884898679;;
O=S1(=O)CCCCN1,523091,193:19300:0:PV-006644529358;193:19300:2:PV-006644596660;193:19300:2:PV-006644601668;;
c1ccc2ccccc2c1,3817983,193:19300:0:PV-006644529584;193:19300:0:PV-003884892609;193:19300:0:PV-002342238654;;
Cc1c[nH]cn1,2326650,193:19300:0:PV-006644529786;193:19300:0:PV-006644536888;193:19300:0:PV-006644536889;;
C1CC2CC1CN2,9414968,193:19300:0:PV-006644529786;193:19300:0:PV-006644531953;193:19300:0:PV-006644542460;;
Cc1cnc(Cl)s1,547949,193:19300:0:PV-006644529808;193:19300:2:PV-006644620689;193:19300:3:PV-006644693381;;
Cc1cc(N)sn1,396179,193:19300:0:PV-006644529875;193:19300:3:PV-006644700323;193:19300:3:PV-006644707494;;
CC1(C)CCCCC1,4689000,193:19300:0:PV-006644529984;193:19300:0:PV-006644538633;193:19300:0:PV-006644546608;;
C1CC2CNCC12,8469384,193:19300:0:PV-006644530015;193:19300:0:PV-006644535709;193:19300:0:PV-006644552017;;
CC1(C)CCNCC1,3121217,193:19300:0:PV-006644530042;193:19300:0:PV-003034699568;193:19300:0:PV-003884900487;;
Clc1ccsn1,1862316,193:19300:0:PV-006644530042;193:19300:0:PV-006644535657;193:19300:0:PV-006644537072;;
FC1CCCC1,5940368,193:19300:0:PV-006644530057;193:19300:0:PV-006644548370;193:19300:0:PV-006644548371;;
Cc1cscn1,10895610,193:19300:0:PV-006644530088;193:19300:0:PV-006644530089;193:19300:0:PV-006644547862;;
c1cnn2cccc2c1,1477211,193:19300:0:PV-006644530088;193:19300:0:PV-006644530089;193:19300:1:PV-003034711241;;
c1ccc2c(c1)COC2,1945358,193:19300:0:PV-006644530098;193:19300:1:PV-000503987344;193:19300:1:PV-000508196696;;
Cc1cccc(Cl)c1,4678922,193:19300:0:PV-006644530287;193:19300:0:PV-006644530288;193:19300:0:PV-006644530289;;
Cc1cnoc1,9102220,193:19300:0:PV-006644530515;193:19300:0:PV-006644532964;193:19300:0:PV-006644532965;;
C1CC2CCC2C1,2256731,193:19300:0:PV-006644530521;193:19300:0:PV-006644530522;193:19300:0:PV-006644551316;;
FC1CCCCC1,4833655,193:19300:0:PV-006644530593;193:19300:0:PV-006644537452;193:19300:0:PV-000480414941;;
OC1CCSC1,648127,193:19300:0:PV-006644530593;193:19300:0:PV-006644534227;193:19300:0:PV-006644540937;;
FC1(F)CCCCC1,4644669,193:19300:0:PV-006644530640;193:19300:0:PV-006644530641;193:19300:0:PV-006644530642;;
Fc1cccc2c1OCC2,210874,193:19300:0:PV-006644530694;193:19300:6:PV-006644821818;193:19300:8:PV-006644895497;;
CC1(C)CCCN1,12520172,193:19300:0:PV-006644530803;193:19300:0:PV-006644558268;193:19300:0:PV-004136961267;;
CS(C)(=N)=O,1869913,193:19300:0:PV-006644530803;193:19300:0:PV-006644539255;193:19300:2:PV-006644564214;;
Cc1coc(C)c1,3807980,193:19300:0:PV-006644530891;193:19300:0:PV-006644530892;193:19300:0:PV-001131908946;;
C1COC2(CN1)CNC2,3096184,193:19300:0:PV-006644530914;193:19300:0:PV-006644547513;193:19300:0:PV-003034698698;;
Nc1cncc(F)c1,544694,193:19300:0:PV-006644530914;193:19300:1:PV-003884918696;193:19300:1:PV-003884918697;;
C1NC2CC1C2,4179343,193:19300:0:PV-006644531220;193:19300:0:PV-006644532949;193:19300:0:PV-006644539351;;
Clc1cnc2nccn2c1,243057,193:19300:0:PV-006644531229;193:19300:1:PV-004136970420;193:19300:2:PV-004136973751;;
Cn1ccccc1=O,5609391,193:19300:0:PV-006644531312;193:19300:0:PV-006644531313;193:19300:0:PV-001665062527;;
CC1CCCS1,1607591,193:19300:0:PV-006644531341;193:19300:0:PV-006644548310;193:19300:0:PV-006644548311;;
C1CC2CC2CN1,4240537,193:19300:0:PV-006644531389;193:19300:0:PV-006644548683;193:19300:0:PV-006644561355;;
C1CCC2(C1)CNC2,2304874,193:19300:0:PV-006644531561;193:19300:0:PV-003884903526;193:19300:0:PV-003034703802;;
Clc1nccs1,2362166,193:19300:0:PV-006644531561;193:19300:0:PV-006644534061;193:19300:0:PV-006644534062;;
CC1(C)CCOC1,3087211,193:19300:0:PV-006644531893;193:19300:0:PV-006644539975;193:19300:0:PV-006644539976;;
Cc1n[nH]cc1Cl,1300329,193:19300:0:PV-006644531896;193:19300:1:PV-004136969349;193:19300:2:PV-004136973726;;
C1CC2(C1)CSC2,931162,193:19300:0:PV-006644531896;193:19300:2:PV-006644593263;193:19300:2:PV-006644599302;;
Cc1ccsc1Cl,585068,193:19300:0:PV-006644531978;193:19300:0:PV-006644531979;193:19300:0:PV-006644531980;;
c1cc2sccc2o1,574117,193:19300:0:PV-006644532013;193:19300:0:PV-006644532014;193:19300:0:PV-004136961029;;
Cc1cnns1,1270770,193:19300:0:PV-006644532033;193:19300:0:PV-006644537104;193:19300:0:PV-006644548440;;
Cc1csnn1,1475599,193:19300:0:PV-006644532075;193:19300:0:PV-006644550007;193:19300:0:PV-006644550008;;
Clc1cnn[nH]1,1323022,193:19300:0:PV-006644532390;193:19300:0:PV-006644532391;193:19300:0:PV-006644534498;;
CC1CCCN1C,4260965,193:19300:0:PV-006644532407;193:19300:0:PV-006644532408;193:19300:0:PV-006644532409;;
ClC1=CCCCC1,1213542,193:19300:0:PV-006644532407;193:19300:0:PV-006644532408;193:19300:0:PV-006644532409;;
Cn1ccnc1Cl,687278,193:19300:0:PV-006644532417;193:19300:0:PV-006644554920;193:19300:0:PV-006644561700;;
Clc1ccco1,6087582,193:19300:0:PV-006644532417;193:19300:0:PV-006644532858;193:19300:0:PV-006644540233;;
CN1CCCS1(=O)=O,353186,193:19300:0:PV-006644532741;193:19300:0:PV-006644532742;193:19300:1:PV-001468902098;;
c1noc2c1COCC2,449884,193:19300:0:PV-006644532812;193:19300:0:PV-006644532813;193:19300:3:PV-001504143478;;
c1nnco1,3429168,193:19300:0:PV-006644532922;193:19300:0:PV-002186986009;193:19300:0:PV-003034701343;;
Fc1cncc(F)c1,1455097,193:19300:0:PV-006644532930;193:19300:0:PV-006644539654;193:19300:0:PV-006644539655;;
c1cc2c(s1)CNCC2,134071,193:19300:0:PV-006644532973;193:19300:7:PV-002549240563;193:19301:3:PV-004137027308;;
Clc1ccc2ccncc2c1,127043,193:19300:0:PV-006644532973;193:19300:1:PV-003034709369;193:19300:2:PV-004136973689;;
c1csnn1,7213055,193:19300:0:PV-006644533159;193:19300:0:PV-006644536288;193:19300:0:PV-006644542695;;
C1CC2(CCN1)CCNCC2,474127,193:19300:0:PV-006644533163;193:19300:1:PV-001786040297;193:19300:1:PV-003884927520;;
Cc1cnc(Cl)o1,952294,193:19300:0:PV-006644533165;193:19300:0:PV-006644533166;193:19300:0:PV-006644537888;;
CC1(C)CCO1,1100992,193:19300:0:PV-006644533165;193:19300:0:PV-006644533166;193:19300:0:PV-006644539314;;
Clc1c[nH]cn1,342930,193:19300:0:PV-006644533192;193:19300:2:PV-006644596756;193:19300:2:PV-006644651647;;
c1cnccn1,13066529,193:19300:0:PV-006644533240;193:19300:0:PV-006644533241;193:19300:0:PV-006644533242;;
O=c1[nH]ncs1,415015,193:19300:0:PV-006644533401;193:19300:0:PV-006644546462;193:19300:2:PV-006644579219;;
CC1CC1(F)F,3796839,193:19300:0:PV-006644533540;193:19300:0:PV-006644536288;193:19300:0:PV-006644556040;;
CC1(C)CNCCNC1,1811302,193:19300:0:PV-006644533574;193:19300:0:PV-006644553785;193:19300:0:PV-003884903475;;
Cc1cccs1,13167073,193:19300:0:PV-006644533594;193:19300:0:PV-006644539314;193:19300:0:PV-006644539904;;
Cc1cc(C)c(C)o1,946897,193:19300:0:PV-006644533813;193:19300:0:PV-003884897195;193:19300:0:PV-003884897196;;
CN1CCC1,2458787,193:19300:0:PV-006644534227;193:19300:0:PV-003884897683;193:19300:0:PV-003884897684;;
Cc1nc[nH]n1,2328273,193:19300:0:PV-006644534284;193:19300:0:PV-004136961267;193:19300:0:PV-003884897002;;
c1ccc2[nH]ccc2c1,9228700,193:19300:0:PV-006644534322;193:19300:0:PV-004136962295;193:19300:0:PV-004136962296;;
C1CC2COC(C1)C2,1137176,193:19300:0:PV-006644534343;193:19300:0:PV-006644539211;193:19300:1:PV-003884915178;;
Cc1ncon1,1888817,193:19300:0:PV-006644534514;193:19300:0:PV-003884904068;193:19300:1:PV-003884929074;;
CC1CCS(=O)(=O)CC1,198434,193:19300:0:PV-006644534658;193:19300:0:PV-006644534659;193:19300:2:PV-006644581021;;
Cc1csc(Cl)c1,444840,193:19300:0:PV-006644534703;193:19300:0:PV-006644534704;193:19300:0:PV-006644534705;;
CN1CCC2CCNCC21,61667,193:19300:0:PV-006644534851;193:19301:0:PV-003885066305;193:19301:2:PV-006645110730;;
CC1CNCCO1,3765447,193:19300:0:PV-006644534983;193:19300:0:PV-001280190730;193:19300:0:PV-003884900591;;
c1nncs1,4193228,193:19300:0:PV-006644535002;193:19300:0:PV-006644547168;193:19300:0:PV-003034701532;;
Cc1[nH]nc2ncccc12,268652,193:19300:0:PV-006644535150;193:19300:7:PV-003034749254;193:19300:7:PV-001386387126;;
c1ccc2c(c1)CCC2,7622225,193:19300:0:PV-006644535150;193:19300:0:PV-004136961892;193:19300:0:PV-003884896249;;
C1CNC2CNCCC2C1,458947,193:19300:0:PV-006644535217;193:19300:2:PV-006644568974;193:19300:2:PV-006644618762;;
O=c1cccn[nH]1,6712655,193:19300:0:PV-006644535217;193:19300:0:PV-003884892392;193:19300:0:PV-003884892681;;
CC1(C)CCCC(C)(C)C1,506521,193:19300:0:PV-006644535273;193:19300:0:PV-006644535274;193:19300:0:PV-006644535275;;
OC1CCCCNC1,3818105,193:19300:0:PV-006644535288;193:19300:0:PV-003884897266;193:19300:0:PV-003884901073;;
C1CC2CNCC2O1,2938912,193:19300:0:PV-006644535322;193:19300:0:PV-006644535501;193:19300:0:PV-003884895493;;
c1ccn2cncc2c1,3502103,193:19300:0:PV-006644535322;193:19300:0:PV-006644560278;193:19300:0:PV-003884893340;;
O=S1(=O)Cc2ccccc2N1,63417,193:19300:0:PV-006644535424;193:19302:2:PV-004137067269;193:19303:6:PV-006646307121;;
O=S1(=O)CCCC12CNC2,156791,193:19300:0:PV-006644535429;193:19300:0:PV-006644552147;193:19300:2:PV-006644662253;;
Clc1ccccc1Cl,2361275,193:19300:0:PV-006644535548;193:19300:0:PV-006644535549;193:19300:0:PV-006644535550;;
OC1CCSCC1,839845,193:19300:0:PV-006644535558;193:19300:0:PV-006644555740;193:19300:0:PV-006644556232;;
CC1=CCCC1,3101301,193:19300:0:PV-006644535558;193:19300:0:PV-003034697728;193:19300:0:PV-003034700028;;
C1CC2CNCC(C1)N2,1480591,193:19300:0:PV-006644535559;193:19300:0:PV-004136961466;193:19300:0:PV-003034698870;;
C1CC2NCCC2CN1,2233042,193:19300:0:PV-006644535584;193:19300:0:PV-003884894920;193:19300:0:PV-003884896766;;
CC1(C)CCc2ncsc2C1,52364,193:19300:0:PV-006644535610;193:19301:6:PV-002187002472;193:19301:7:PV-006645397120;;
C1CC2(CC2)CO1,1863102,193:19300:0:PV-006644535640;193:19300:0:PV-006644535641;193:19300:0:PV-006644550972;;
Nc1ccncc1,2320823,193:19300:0:PV-006644535640;193:19300:0:PV-006644535641;193:19300:0:PV-003884894908;;
CC1CCOC1,5182624,193:19300:0:PV-006644535657;193:19300:0:PV-003884893438;193:19300:0:PV-003884897487;;
Cc1cscc1C,1373400,193:19300:0:PV-006644535692;193:19300:0:PV-006644547350;193:19300:0:PV-006644547351;;
Fc1cc(Cl)cs1,356634,193:19300:0:PV-006644535709;193:19300:2:PV-006644562282;193:19300:2:PV-006644578870;;
CC1(C)CCCOC1,2738056,193:19300:0:PV-006644535719;193:19300:0:PV-006644537111;193:19300:0:PV-006644550739;;
O=C1CCC1,530894,193:19300:0:PV-006644535971;193:19300:5:PV-006644764187;193:19300:6:PV-006644824503;;
c1ccc2[nH]cnc2c1,4741161,193:19300:0:PV-006644535971;193:19300:0:PV-006644542311;193:19300:0:PV-006644548643;;
C1CC2CC2CCN1,756589,193:19300:0:PV-006644536099;193:19300:0:PV-003884892378;193:19300:0:PV-003884897055;;
Cc1cc2sccc2s1,166572,193:19300:0:PV-006644536111;193:19300:2:PV-006644634444;193:19300:2:PV-006644634445;;
Fc1ccco1,2040417,193:19300:0:PV-006644536146;193:19300:0:PV-003034698203;193:19300:0:PV-003034698226;;
c1cnsn1,2071896,193:19300:0:PV-006644536146;193:19300:0:PV-006644547994;193:19300:0:PV-006644547995;;
Oc1cnsn1,363187,193:19300:0:PV-006644536193;193:19300:0:PV-006644543591;193:19300:0:PV-006644543592;;
OC1CC(F)(F)C1,609467,193:19300:0:PV-006644536194;193:19300:1:PV-004136969286;193:19300:2:PV-006644579254;;
Fc1cc[nH]n1,2513871,193:19300:0:PV-006644536444;193:19300:0:PV-006644547819;193:19300:0:PV-003884893708;;
Cc1ccn[nH]c1=O,718494,193:19300:0:PV-006644536564;193:19300:0:PV-006644536565;193:19300:0:PV-004136964436;;
Cc1ccno1,11664265,193:19300:0:PV-006644536635;193:19300:0:PV-003884896401;193:19300:0:PV-004136962736;;
CC1(C)CC(O)C1,1312853,193:19300:0:PV-006644536863;193:19300:0:PV-006644538156;193:19300:0:PV-003884892515;;
O=c1cc[nH][nH]1,1355356,193:19300:0:PV-006644536863;193:19300:0:PV-006644549119;193:19300:1:PV-003034706733;;
CC1=NOCC1,2824785,193:19300:0:PV-006644536888;193:19300:0:PV-006644536889;193:19300:0:PV-006644559565;;
O=C1CCCc2ccccc21,740250,193:19300:0:PV-006644537269;193:19300:0:PV-006644537270;193:19300:0:PV-006644537271;;
c1ccnnc1,10915509,193:19300:0:PV-006644537368;193:19300:0:PV-003884892797;193:19300:0:PV-003884892798;;
Cc1cccnn1,7045829,193:19300:0:PV-006644537563;193:19300:0:PV-001131908946;193:19300:0:PV-003884898143;;
C1CC2NCC2CN1,3416694,193:19300:0:PV-006644537563;193:19300:0:PV-006644552984;193:19300:0:PV-004136961330;;
Cc1csc(F)c1,1205656,193:19300:0:PV-006644537795;193:19300:0:PV-004136962814;193:19300:0:PV-004136962815;;
Cn1cc[nH]c1=O,2848494,193:19300:0:PV-006644537795;193:19300:0:PV-006644548006;193:19300:0:PV-000495406532;;
Cc1cn[nH]n1,3235911,193:19300:0:PV-006644538201;193:19300:0:PV-006644538202;193:19300:0:PV-006644538203;;
Fc1cnccc1Cl,680421,193:19300:0:PV-006644538201;193:19300:0:PV-006644538202;193:19300:0:PV-006644538203;;
Cc1ccccc1C,6416970,193:19300:0:PV-006644538321;193:19300:0:PV-006644550208;193:19300:0:PV-006644550209;;
CC1CCS(=O)(=O)N1,97574,193:19300:0:PV-006644538397;193:19300:0:PV-006644538398;193:19300:2:PV-006644623279;;
C1CC2(CC2)CN1,7753271,193:19300:0:PV-006644538445;193:19300:0:PV-006644542086;193:19300:0:PV-003884892929;;
Clc1cscn1,2347920,193:19300:0:PV-006644538477;193:19300:0:PV-006644547446;193:19300:0:PV-000422619017;;
FC1CCCCNC1,769331,193:19300:0:PV-006644538504;193:19300:0:PV-003884901620;193:19300:1:PV-003884913066;;
Cc1cocc1C,1882092,193:19300:0:PV-006644538560;193:19300:0:PV-003884893219;193:19300:0:PV-004136962662;;
C1CC2CC12,3360576,193:19300:0:PV-006644538560;193:19300:0:PV-003884893810;193:19300:0:PV-003884904479;;
OC1CCCCC1,9568346,193:19300:0:PV-006644538592;193:19300:0:PV-006644544250;193:19300:0:PV-006644544251;;
CC1(F)CNCCNC1,1224389,193:19300:0:PV-006644538596;193:19300:0:PV-003884902359;193:19300:0:PV-003884904232;;
c1cn2ccsc2n1,1929960,193:19300:0:PV-006644538596;193:19300:0:PV-006644560389;193:19300:0:PV-006644560390;;
CC1(C)CCC(O)CC1,584447,193:19300:0:PV-006644538818;193:19300:2:PV-006644617753;193:19300:5:PV-006644821272;;
c1nc2c(s1)CNCC2,385828,193:19300:0:PV-006644538823;193:19300:5:PV-006644814811;193:19300:5:PV-006644814812;;
Cn1ccc2sccc21,352564,193:19300:0:PV-006644538885;193:19300:0:PV-006644538886;193:19300:0:PV-006644538887;;
Cc1cccn1C,6168818,193:19300:0:PV-006644539045;193:19300:0:PV-006644559947;193:19300:0:PV-003034697456;;
OC1CCCOC1,493583,193:19300:0:PV-006644539056;193:19300:0:PV-003034698330;193:19300:1:PV-004136968500;;
Cc1ccc(C)s1,2548455,193:19300:0:PV-006644539149;193:19300:0:PV-006644542541;193:19300:0:PV-004136964142;;
FC1(F)CC12CC2,1163199,193:19300:0:PV-006644539149;193:19300:1:PV-003884915120;193:19300:1:PV-003884915982;;
Cc1nnc2n1CCCC2,516386,193:19300:0:PV-006644539160;193:19300:0:PV-006644539161;193:19300:1:PV-003884935215;;
Cc1ccns1,4134690,193:19300:0:PV-006644539211;193:19300:0:PV-006644561445;193:19300:0:PV-004136961089;;
c1ccc2sncc2c1,2046430,193:19300:0:PV-006644539255;193:19300:0:PV-004136961621;193:19300:0:PV-003034699452;;
Oc1ccccc1F,3579553,193:19300:0:PV-006644539423;193:19300:0:PV-006644539424;193:19300:0:PV-006644539425;;
O=C1CCNC(=O)N1,3078938,193:19300:0:PV-006644539557;193:19300:0:PV-006644539558;193:19300:0:PV-003034699727;;
c1occ2c1CCCC2,532033,193:19300:0:PV-006644539632;193:19300:0:PV-006644539633;193:19300:1:PV-001050291291;;
CC1=CCCS1(=O)=O,413049,193:19300:0:PV-006644539654;193:19300:0:PV-006644539655;193:19300:0:PV-006644539656;;
Cc1ccncc1O,358602,193:19300:0:PV-006644539732;193:19300:2:PV-003884938850;193:19300:2:PV-006644617209;;
C1CC2(CCN1)CNC2,4043566,193:19300:0:PV-006644539901;193:19300:0:PV-006644545867;193:19300:0:PV-004136962953;;
Cc1cc(C)n(C)n1,2620721,193:19300:0:PV-006644539939;193:19300:0:PV-003884892866;193:19300:0:PV-003884898543;;
c1cn2c(n1)CCCC2,3352972,193:19300:0:PV-006644540113;193:19300:0:PV-003884904747;193:19300:0:PV-003034703928;;
C1CCC2(C1)CCOC2,611312,193:19300:0:PV-006644540535;193:19300:1:PV-003034713699;193:19300:1:PV-003034713700;;
ClC1=CCOCC1,1161264,193:19300:0:PV-006644540535;193:19300:0:PV-006644551402;193:19300:0:PV-006644551403;;
C1CNC2(C1)CCNCC2,1399831,193:19300:0:PV-006644540682;193:19300:0:PV-003884895006;193:19300:0:PV-003034703507;;
Clc1cccn2ccnc12,356340,193:19300:0:PV-006644540684;193:19300:0:PV-006644541334;193:19300:0:PV-006644541335;;
C1=CSCC1,2865562,193:19300:0:PV-006644540684;193:19300:0:PV-006644543598;193:19300:0:PV-006644554234;;
Cc1cc(Cl)[nH]n1,1347970,193:19300:0:PV-006644540819;193:19300:1:PV-000456194710;193:19300:2:PV-006644658736;;
Cc1ccnn1C,6537885,193:19300:0:PV-006644540862;193:19300:0:PV-006644540863;193:19300:0:PV-001737903236;;
O=C1CCc2ccc(F)cc2N1,173842,193:19300:0:PV-006644541402;193:19301:2:PV-006645125370;193:19301:2:PV-006645125371;;
Fc1cc(F)cc(F)c1,668229,193:19300:0:PV-006644541409;193:19300:0:PV-004136963822;193:19300:0:PV-001670427561;;
c1cc2sccc2cn1,905019,193:19300:0:PV-006644541477;193:19300:0:PV-006644561895;193:19300:0:PV-006644561896;;
Clc1cnoc1,887289,193:19300:0:PV-006644541547;193:19300:0:PV-006644541548;193:19300:1:PV-004136968236;;
Clc1ccncc1,2506831,193:19300:0:PV-006644541563;193:19300:0:PV-006644546052;193:19300:0:PV-006644546053;;
Clc1cc[nH]c1Cl,293028,193:19300:0:PV-006644541591;193:19300:1:PV-000447461569;193:19300:1:PV-000441845557;;
C1CCCNCCC1,5832515,193:19300:0:PV-006644541657;193:19300:0:PV-006644541658;193:19300:0:PV-006644559236;;
FC1(F)CCCC1,4909565,193:19300:0:PV-006644541952;193:19300:0:PV-006644542326;193:19300:0:PV-003884893448;;
C1CC2NC1CC1CC12,411780,193:19300:0:PV-006644542002;193:19300:0:PV-003884893426;193:19300:0:PV-003884907153;;
c1cnc2c(c1)CCC2,2511682,193:19300:0:PV-006644542034;193:19300:0:PV-006644542035;193:19300:0:PV-000545370384;;
CN1CCCC1=O,8055894,193:19300:0:PV-006644542076;193:19300:0:PV-006644542984;193:19300:0:PV-006644542985;;
Fc1cc(F)cc(Cl)c1,379865,193:19300:0:PV-006644542111;193:19300:2:PV-006644631243;193:19300:5:PV-006644740896;;
c1ccc2sccc2c1,3915535,193:19300:0:PV-006644542267;193:19300:0:PV-006644542268;193:19300:0:PV-006644542269;;
FC12CCC(CC1)C2,846371,193:19300:0:PV-006644542467;193:19300:0:PV-003034700484;193:19300:1:PV-003884918358;;
O=C1NCCCN1,1058685,193:19300:0:PV-006644542492;193:19300:1:PV-004136971730;193:19300:3:PV-003884953313;;
C1CNC2CCCC2C1,673780,193:19300:0:PV-006644542695;193:19300:0:PV-006644555276;193:19300:0:PV-003884906458;;
C1CNCC2(C1)CCC2,3551122,193:19300:0:PV-006644542705;193:19300:0:PV-003034700270;193:19300:0:PV-003034701713;;
C1CC2(C1)CNC2,9683098,193:19300:0:PV-006644542733;193:19300:0:PV-003884896519;193:19300:0:PV-003034699386;;
C1CCC2(CC1)CCC2,2789216,193:19300:0:PV-006644542876;193:19300:0:PV-003884895031;193:19300:0:PV-004136962646;;
Cn1nccn1,1992695,193:19300:0:PV-006644542993;193:19300:0:PV-006644542994;193:19300:0:PV-003884897866;;
CC1(C)CC2(CCC2)C1,609756,193:19300:0:PV-006644542993;193:19300:0:PV-006644542994;193:19300:1:PV-003884928599;;
Cc1cc2[nH]ccc2s1,272525,193:19300:0:PV-006644543021;193:19300:0:PV-006644543022;193:19300:0:PV-006644543023;;
c1cc2n(n1)CC1(CC1)CO2,15649,193:19300:0:PV-006644543108;193:19301:2:PV-006645167397;193:19304:8:PV-006646924534;;
O=C1NCCCCNCC1(F)F,32841,193:19300:0:PV-006644543108;193:19300:9:PV-006645007904;193:19300:9:PV-006645007905;;
Cc1cc(=O)cn[nH]1,463769,193:19300:0:PV-006644543268;193:19300:0:PV-003034702542;193:19300:2:PV-006644650082;;
Nc1cnc(Cl)c(O)n1,19929,193:19300:0:PV-006644543461;193:19305:8:PV-004137236195;193:19307:5:PV-004137316936;;
Cc1ccnnc1,3871869,193:19300:0:PV-006644543487;193:19300:0:PV-003884900785;193:19300:0:PV-004136964476;;
Cc1cc(Cl)sc1C,154869,193:19300:0:PV-006644543487;193:19300:2:PV-006644611264;193:19300:2:PV-006644611265;;
Cc1ccc(F)cc1F,1331119,193:19300:0:PV-006644543535;193:19300:0:PV-006644543536;193:19300:0:PV-003884895196;;
FC1(F)CCOCC1,762281,193:19300:0:PV-006644543575;193:19300:0:PV-003884893559;193:19300:1:PV-003884935065;;
O=S1(=O)CC2CC1C2,82608,193:19300:0:PV-006644543587;193:19300:2:PV-006644598339;193:19300:2:PV-006644598340;;
FC1(F)CCCNCC1,1277343,193:19300:0:PV-006644543608;193:19300:0:PV-006644547783;193:19300:0:PV-003884898213;;
C1CC2(CCN1)CNCCO2,833791,193:19300:0:PV-006644543644;193:19300:0:PV-003034700703;193:19300:0:PV-003884907840;;
CC1=CCCO1,3083380,193:19300:0:PV-006644543809;193:19300:0:PV-003884899481;193:19300:0:PV-003884908055;;
C1CCC2CNCC2C1,1490078,193:19300:0:PV-006644543809;193:19300:0:PV-006644557411;193:19300:0:PV-003884895806;;
CC1COC1,3429033,193:19300:0:PV-006644543809;193:19300:0:PV-006644548798;193:19300:0:PV-006644559444;;
Cc1cc(Cl)n(C)n1,871117,193:19300:0:PV-006644543820;193:19300:0:PV-006644558693;193:19300:0:PV-006644558694;;
Cc1ccc[nH]1,5322561,193:19300:0:PV-006644544000;193:19300:0:PV-006644544001;193:19300:0:PV-006644544002;;
Cn1nccc1F,2883838,193:19300:0:PV-006644544094;193:19300:0:PV-003884892527;193:19300:0:PV-003884898722;;
C1C2CC1C2,1587565,193:19300:0:PV-006644544153;193:19300:0:PV-006644551339;193:19300:0:PV-003884905792;;
Cc1cnc(O)s1,739862,193:19300:0:PV-006644544489;193:19300:0:PV-004136964505;193:19300:2:PV-006644579959;;
OC1CCCNCC1,217477,193:19300:0:PV-006644544580;193:19300:1:PV-004136968274;193:19301:6:PV-003034804775;;
Oc1csc(O)n1,111527,193:19300:0:PV-006644544629;193:19300:0:PV-006644544630;193:19300:0:PV-006644544631;;
C1CNCC2(C1)CCCN2,1119910,193:19300:0:PV-006644544777;193:19300:0:PV-006644547862;193:19300:0:PV-003884897551;;
Cc1cc(N)on1,412521,193:19300:0:PV-006644544777;193:19300:0:PV-003884900487;193:19300:4:PV-003034728968;;
c1cc2n(n1)CCCC2,3175828,193:19300:0:PV-006644545078;193:19300:0:PV-006644545079;193:19300:0:PV-003884897659;;
