fragment_smiles,occurences,example_ligands
C1OC2CNCC2O1,663,1:00100:0:Z3602129147;1:00100:0:Z3602095762;1:00100:7:Z3620756842;
Cc1ccc2[nH]cnc2c1,473,1:00100:0:Z2229653812;1:00100:7:Z3361662365;1:00100:9:Z2229664559;
Cc1ccn(C)n1,11397,1:00100:0:Z2229653812;1:00100:0:Z1982244556;1:00100:0:Z4137848467;
Cn1ccccc1=O,4770,1:00100:0:Z4187688412;1:00100:0:Z736110472;1:00100:0:Z3612566098;
Fc1ccc2occc2c1,977,1:00100:0:Z3367186766;1:00100:1:Z4043389250;1:00100:2:Z2296657935;
FC1(F)CC12CCC2,4213,1:00100:0:Z3367186766;1:00100:0:Z3569273750;1:00100:0:Z4214762520;
ClC1=CCC1,632,1:00100:0:Z4316351109;1:00100:0:Z4325974175;1:00100:3:Z4325336834;
CC1(C)CCCNC1,5593,1:00100:0:Z2377944302;1:00100:0:Z3807915681;1:00100:0:Z3365468771;
Cc1ccnn1C,10253,1:00100:0:Z3607605771;1:00100:0:Z3505195970;1:00100:0:Z3696130311;
CC1(C)CC(C)(C)O1,237,1:00100:0:Z4517152590;1:00100:1:Z4935308342;1:00101:0:Z4517069719;
CC1COCC(C)N1,478,1:00100:0:Z1252195522;1:00100:0:Z2955263832;1:00100:0:Z4115755350;
Cc1ccc(C)c(F)c1,292,1:00100:0:Z3841687950;1:00100:6:Z1896323696;1:00101:1:Z4283992715;
C1CCC2(CCC2)NC1,1964,1:00100:0:Z4133834641;1:00100:0:Z4133834817;1:00100:0:Z4133834724;
CC1(C)NCCC1=O,345,1:00100:0:Z4315530103;1:00100:1:Z4203595124;1:00100:2:Z4042229905;
O=S1(=O)CCC2CNCCN21,271,1:00100:0:Z4315530103;1:00101:1:Z4314984589;1:00101:9:Z4329606962;
Cn1cc(Cl)ncc1=O,187,1:00100:0:Z3560180403;1:00100:1:Z4641869876;1:00100:4:Z3832020632;
OC1CC2CC1CN2,723,1:00100:0:Z4773097372;1:00100:6:Z4773104325;1:00100:7:Z4773102204;
CC1CCOC1,11789,1:00100:0:Z2494599748;1:00100:0:Z2862412312;1:00100:0:Z2898622545;
c1cc2cc[nH]c2cn1,1115,1:00100:0:Z2494599748;1:00100:0:Z3817484091;1:00100:0:Z2874626423;
NC1CCC1,15779,1:00100:0:Z4064295420;1:00100:0:Z3890037967;1:00100:0:Z3793740448;
FC1CCC(F)(F)CC1,330,1:00100:0:Z3297736826;1:00100:7:Z3298835802;1:00100:8:Z3594947748;
Oc1ccccc1F,3515,1:00100:0:Z4058048656;1:00100:0:Z4058048636;1:00100:0:Z4058049190;
C1CC2CC1CO2,5360,1:00100:0:Z4571043774;1:00100:0:Z4026509947;1:00100:0:Z4385289412;
FC1(F)CC2(CCC2)C1,1823,1:00100:0:Z4272724986;1:00100:0:Z3534463857;1:00100:2:Z3383342361;
CC1(C)CCCOC1,4602,1:00100:0:Z3546252813;1:00100:0:Z2853386771;1:00100:0:Z3363566476;
OC1CNCC(F)(F)C1,487,1:00100:0:Z3546252813;1:00100:0:Z2704276538;1:00100:2:Z1819491954;
Oc1ccc2ncsc2c1,94,1:00100:0:Z3515826915;1:00100:7:Z4225742058;1:00100:8:Z3513064956;
OC1CCCNC1,11185,1:00100:0:Z4448362604;1:00100:0:Z4447842130;1:00100:0:Z4448406278;
Cc1cnccn1,9891,1:00100:0:Z2358928834;1:00100:0:Z3104924822;1:00100:0:Z51092842;
CN1C=NCC1(C)C,89,1:00100:0:Z4341288590;1:00101:2:Z3861885567;1:00101:9:Z3861885480;
CC1(C)CSCCN1,327,1:00100:0:Z4290996583;1:00100:0:Z2828647363;1:00100:0:Z1786355692;
Nc1ccnc(O)c1,130,1:00100:0:Z4290996583;1:00100:2:Z4292929284;1:00100:3:Z4295227186;
Cc1csc(C)n1,4831,1:00100:0:Z3008647016;1:00100:0:Z3619723684;1:00100:0:Z1345917009;
c1ccn2ccnc2c1,5739,1:00100:0:Z3344782304;1:00100:0:Z3614486546;1:00100:0:Z3699759246;
Nc1nncs1,1401,1:00100:0:Z4281763868;1:00100:1:Z4489482478;1:00100:3:Z4351155389;
Clc1cccc(Cl)c1,12398,1:00100:0:Z4415130360;1:00100:0:Z2170109583;1:00100:0:Z1187506692;
Cc1[nH]ncc1Cl,581,1:00100:0:Z3583224963;1:00100:0:Z3583834956;1:00100:2:Z3541846605;
O=C1NCCCCC1(F)F,164,1:00100:0:Z4601702007;1:00100:2:Z3640177184;1:00100:6:Z3997305411;
c1nc2n(n1)CCCC2,1637,1:00100:0:Z3354529092;1:00100:0:Z1410725044;1:00100:1:Z4216970954;
CC12CCC(CC1)N2,529,1:00100:0:Z3620643968;1:00100:2:Z3794720879;1:00100:4:Z4350722958;
C1CC2CNCC2O1,3630,1:00100:0:Z3103883209;1:00100:0:Z5060310279;1:00100:0:Z4142753294;
O=C1CCNCCN1,1127,1:00100:0:Z2254784991;1:00100:0:Z4203231769;1:00100:1:Z2309680825;
C1CCC2(CCSCC2)OC1,130,1:00100:0:Z1465323783;1:00100:0:Z3505195970;1:00100:2:Z1466608879;
C1CC2CNCC(C1)C2,1539,1:00100:0:Z5060496803;1:00100:0:Z2069675038;1:00100:1:Z2177409313;
C1=NCCN1,2518,1:00100:0:Z4525060965;1:00100:0:Z3301970982;1:00100:0:Z4229553388;
C1COC2(C1)CCC2,4791,1:00100:0:Z3357802287;1:00100:0:Z3856164779;1:00100:0:Z2621843915;
FC1CCCNC1,4817,1:00100:0:Z3357802287;1:00100:1:Z3791053810;1:00100:1:Z4448521202;
Cc1nncn1C,3107,1:00100:0:Z4733364520;1:00100:0:Z3096067829;1:00100:0:Z3562262156;
CC1COc2ccccc21,747,1:00100:0:Z4733364520;1:00100:0:Z2227162700;1:00100:0:Z3500851125;
Cn1nccc1O,563,1:00100:0:Z4591240081;1:00100:0:Z4447863100;1:00100:3:Z2628928918;
OC1CC2CC1C(O)C2O,33,1:00100:0:Z4266562118;1:00105:8:Z4264982779;1:00106:4:Z4259495346;
C1CC2(C1)CCNCCS2,334,1:00100:0:Z4266562118;1:00100:6:Z2330508075;1:00100:6:Z2774657937;
O=c1cnc2ccccc2[nH]1,247,1:00100:0:Z3466702733;1:00100:1:Z3539115025;1:00100:2:Z19025477;
C1CC2(C1)CCN2,2923,1:00100:0:Z1348668954;1:00100:0:Z4114015578;1:00100:0:Z2970163836;
Cc1c(Cl)cccc1Cl,347,1:00100:0:Z2908914498;1:00100:3:Z2354811476;1:00101:3:Z4345487364;
C1CN2CCC1C2,2484,1:00100:0:Z2908914498;1:00100:1:Z4220999610;1:00100:1:Z4486762164;
CC1(F)CNC1,719,1:00100:0:Z2187611585;1:00100:1:Z3941015512;1:00100:1:Z1943739258;
O=C1CNCCCN1,2595,1:00100:0:Z4099676695;1:00100:0:Z2969085891;1:00100:0:Z1867693838;
CC1(C)CC1,9987,1:00100:0:Z4099676695;1:00100:0:Z4260601277;1:00100:0:Z4260601388;
FC1CC2(CCC2)C1,968,1:00100:0:Z4171016263;1:00100:0:Z3577389598;1:00100:0:Z3528661821;
c1cc2n(n1)CCCC2,5331,1:00100:0:Z4171016263;1:00100:0:Z4412967025;1:00100:0:Z2843631306;
C1=NCC2(CCC2)CN1,72,1:00100:0:Z4001777711;1:00100:3:Z4001775454;1:00101:0:Z4001774132;
c1ccc2occc2c1,7180,1:00100:0:Z4047119658;1:00100:0:Z2300968709;1:00100:0:Z2358639229;
OC1CNC1,10723,1:00100:0:Z3469794340;1:00100:0:Z4044696120;1:00100:0:Z3807915681;
CC1(C)CCc2ccnnc21,92,1:00100:0:Z3237278423;1:00102:5:Z4234351797;1:00103:1:Z3870418020;
O=S1CCCCC1,1013,1:00100:0:Z2289613845;1:00100:0:Z3049160753;1:00100:0:Z1669795544;
CC1CC(=O)CCN1,83,1:00100:0:Z4275683203;1:00100:4:Z2873154608;1:00100:5:Z3475449837;
C1CC2CC(CO2)O1,714,1:00100:0:Z4275683203;1:00100:0:Z3871385063;1:00100:0:Z4325404172;
C1CCCOCC1,2852,1:00100:0:Z1602625543;1:00100:0:Z2875677186;1:00100:0:Z1777807865;
CC1NCCN(C)C1C,423,1:00100:0:Z4282157724;1:00100:3:Z3514398659;1:00100:3:Z3050314379;
C1CNCCOC1,13805,1:00100:0:Z4273195211;1:00100:0:Z2647321233;1:00100:0:Z3626701088;
Clc1ccc2c(c1)NCCCS2,21,1:00100:0:Z4128306683;1:00113:8:Z2811709236;1:00116:4:Z2834650211;
Cc1ccc(Cl)cc1C,624,1:00100:0:Z2718183008;1:00100:0:Z1635408260;1:00100:0:Z1635005197;
CC1(C)CCCNC1=O,861,1:00100:0:Z2771894332;1:00100:1:Z3384765611;1:00100:1:Z4192388304;
NC1CCn2nccc2C1,104,1:00100:0:Z3795220999;1:00101:3:Z4060231274;1:00105:4:Z4065325826;
C1CC2CNCC(C1)N2,635,1:00100:0:Z3795220999;1:00100:2:Z2368555564;1:00100:5:Z4055948854;
c1ncc2c(n1)CCOC2,446,1:00100:0:Z4109472143;1:00100:1:Z4311805637;1:00100:9:Z3392590649;
CC1CCC2(CNC2)CO1,280,1:00100:0:Z4960917637;1:00100:5:Z4962334012;1:00100:5:Z4964169973;
OC1CCNC1,28031,1:00100:0:Z2838537607;1:00100:0:Z4207138156;1:00100:0:Z5043216122;
Cc1ccn2ncc(C)c2n1,85,1:00100:0:Z4343437667;1:00101:6:Z3558828920;1:00101:8:Z3561964886;
CN1CCCCCC1=O,1166,1:00100:0:Z3368690097;1:00100:2:Z2828706596;1:00100:3:Z4487493096;
C1CC2CC1C1CC21,1423,1:00100:0:Z2307008155;1:00100:2:Z4620890946;1:00100:4:Z2803153310;
CC12CCOC1CC2,46,1:00100:0:Z4347699744;1:00100:0:Z3781325535;1:00108:2:Z3640292943;
O=S1CC2CC1CN2,588,1:00100:0:Z3194945686;1:00100:0:Z2881839378;1:00100:2:Z3596491010;
O=C1CC2COCC(C1)N2,157,1:00100:0:Z4465592926;1:00101:0:Z4393439105;1:00101:2:Z4465626345;
Clc1cncnc1,3836,1:00100:0:Z2479213803;1:00100:0:Z1333167621;1:00100:0:Z2474033659;
CC1Cc2ccccc2C1,683,1:00100:0:Z2793239439;1:00100:8:Z2923639250;1:00100:9:Z2444156895;
C1CSCCS1,2549,1:00100:0:Z1395985305;1:00100:0:Z2719843407;1:00100:1:Z2283953536;
C1CNCC2(C1)COC2,581,1:00100:0:Z4117153681;1:00100:2:Z3105796848;1:00100:4:Z3209053869;
O=S1(=O)CCNNCC1,249,1:00100:0:Z4117153681;1:00100:0:Z3184527691;1:00100:3:Z3060270959;
CC1(C)CNC2CCCC21,228,1:00100:0:Z4770917075;1:00100:0:Z3582848928;1:00100:1:Z2996726704;
C1=NOC2COCC12,942,1:00100:0:Z3820069073;1:00100:0:Z3877262229;1:00100:0:Z3815256346;
C1CNCC2(C1)CC2,1882,1:00100:0:Z3375074916;1:00100:0:Z2503756845;1:00100:0:Z4060846815;
Cc1ccc(F)cc1,5578,1:00100:0:Z5047584527;1:00100:0:Z2193229092;1:00100:0:Z3099368512;
O=S1(=O)CC2CNCC21,561,1:00100:0:Z5047584527;1:00100:0:Z4446102553;1:00100:3:Z5052340239;
Cc1cccc2cc[nH]c12,473,1:00100:0:Z2827355582;1:00100:0:Z1286239554;1:00100:0:Z5034581446;
CN1CCCCC1=O,4324,1:00100:0:Z4207138156;1:00100:1:Z1401027840;1:00100:1:Z4221200100;
C1COC2CC2N1,1494,1:00100:0:Z3105450306;1:00100:0:Z3099368512;1:00100:0:Z4056143129;
O=C1NCC2CNCCN12,388,1:00100:0:Z2947334253;1:00100:0:Z3309659953;1:00100:4:Z1938335909;
C1CC2COCC2O1,2211,1:00100:0:Z2947334253;1:00100:0:Z3309659953;1:00100:0:Z4931699907;
CC1CNCC(C)C1=O,239,1:00100:0:Z4051684625;1:00100:2:Z4051692200;1:00101:0:Z4084702556;
c1ccn2nccc2c1,4238,1:00100:0:Z4051684625;1:00100:0:Z3368964893;1:00100:0:Z4005624553;
CC1CSC1,1403,1:00100:0:Z4486670239;1:00100:1:Z4170458677;1:00100:2:Z3362559045;
C1COCC2(C1)CNCCO2,350,1:00100:0:Z2907728271;1:00100:0:Z2907728272;1:00100:0:Z1954664477;
c1noc2c1COCC2,1214,1:00100:0:Z2964962567;1:00100:0:Z4378118409;1:00100:0:Z2945764083;
CC1CC(F)(F)C1,2080,1:00100:0:Z3053810927;1:00100:1:Z2805090645;1:00100:1:Z4453490342;
FC12CCC(CC1)CC2,371,1:00100:0:Z2176057278;1:00100:8:Z3586141149;1:00100:9:Z2174688231;
c1ccn2cnnc2c1,3314,1:00100:0:Z90623344;1:00100:0:Z3921757899;1:00100:0:Z3309654180;
C1OC2CC1C2,9435,1:00100:0:Z3572409427;1:00100:0:Z4935294071;1:00100:0:Z4603155604;
C1CC2(CCO1)CCOC2,668,1:00100:0:Z4011350348;1:00100:2:Z4150674632;1:00100:5:Z3843294032;
FC1(F)C2CCCCC21,2278,1:00100:0:Z3627510921;1:00100:0:Z4153655748;1:00100:0:Z2619371321;
C1COCCC2(CC2)N1,300,1:00100:0:Z3627510921;1:00100:0:Z3627507185;1:00100:0:Z3627512465;
CC1CC(C)C(C)O1,884,1:00100:0:Z2915627592;1:00100:0:Z2719859188;1:00100:0:Z2719861539;
CC12CC(CO1)C2,1156,1:00100:0:Z4071597455;1:00100:0:Z3703982451;1:00100:1:Z4251447476;
c1ccc2c(c1)CCCS2,923,1:00100:0:Z4023047507;1:00100:3:Z3509727269;1:00100:4:Z3356756772;
Fc1cccc(Cl)c1,13290,1:00100:0:Z1820594996;1:00100:0:Z1551585351;1:00100:0:Z2441057026;
CC1(C)CCS1,802,1:00100:0:Z1820594996;1:00100:0:Z2017819274;1:00100:0:Z3051780012;
Cc1ccc2sccc2c1,301,1:00100:0:Z5000344153;1:00100:6:Z3593936232;1:00100:9:Z3173797857;
Cc1cn(C)nc1C,269,1:00100:0:Z5000344153;1:00100:1:Z1538017551;1:00100:7:Z2953161189;
Cc1nc2c([nH]1)CCCC2,407,1:00100:0:Z3499884975;1:00100:8:Z4490182513;1:00102:0:Z3629267089;
O=S1(=O)CC2CC2C1,377,1:00100:0:Z3905795941;1:00100:1:Z3843151020;1:00100:2:Z3843847399;
C1CCC2CNCC2C1,2134,1:00100:0:Z3905795941;1:00100:0:Z3138459995;1:00100:0:Z3358836221;
O=c1[nH]ccc2occc12,200,1:00100:0:Z2769688619;1:00100:1:Z3393680670;1:00101:5:Z2829088888;
Cn1ccnn1,18035,1:00100:0:Z2595175698;1:00100:0:Z5052953053;1:00100:0:Z3816985237;
c1cnc2scnc2c1,1468,1:00100:0:Z2014162063;1:00100:0:Z1894307652;1:00100:0:Z4012952737;
c1cn2c(n1)CCC2,4217,1:00100:0:Z2591572092;1:00100:0:Z2860033177;1:00100:0:Z2295135502;
C1OCC2CC12,5867,1:00100:0:Z2876364730;1:00100:0:Z3570455423;1:00100:0:Z4323732576;
CN1CCCC1,13204,1:00100:0:Z4486659289;1:00100:0:Z4274016552;1:00100:0:Z4234574261;
CN1CCc2ccsc2C1,113,1:00100:0:Z4123081865;1:00100:6:Z4125184797;1:00102:2:Z4123625959;
Fc1ccc2c(c1)CCCN2,249,1:00100:0:Z2824801694;1:00100:2:Z2195065162;1:00100:5:Z2166157853;
NC12CCCC1(F)CNC2,220,1:00100:0:Z4454665086;1:00101:1:Z5004936608;1:00101:2:Z4449645361;
C1CCC2(CCCOC2)NC1,151,1:00100:0:Z3092936690;1:00101:3:Z3619810358;1:00103:8:Z3092936730;
C1NCC2CC12,17333,1:00100:0:Z4230862078;1:00100:0:Z3699107112;1:00100:0:Z3878387927;
FC1(F)CCCCCC1,1140,1:00100:0:Z3385385361;1:00100:0:Z3385385309;1:00100:0:Z3385385239;
FC1CCNC1,15582,1:00100:0:Z3385385361;1:00100:0:Z3385385309;1:00100:0:Z3385385239;
C1CC2CCC(C1)N2,6585,1:00100:0:Z4343183241;1:00100:0:Z1368600599;1:00100:0:Z3866202233;
c1cc2c(cn1)CCC2,1495,1:00100:0:Z3587865551;1:00100:0:Z2640562833;1:00100:2:Z4423331219;
OC1CCCCC1,23134,1:00100:0:Z4187673367;1:00100:0:Z3667665904;1:00100:0:Z1579287425;
Clc1ccsn1,852,1:00100:0:Z4187673367;1:00100:0:Z3667665904;1:00100:0:Z2691652736;
Cc1ccsc1C,3139,1:00100:0:Z437538318;1:00100:0:Z4445155615;1:00100:0:Z3610804045;
Cc1ncsn1,2593,1:00100:0:Z4482671281;1:00100:0:Z4151566880;1:00100:0:Z3815256346;
FC1(F)CCNC1,4856,1:00100:0:Z4482671281;1:00100:0:Z4312991100;1:00100:0:Z2954656056;
CC1CCCC1O,1269,1:00100:0:Z4141320942;1:00100:0:Z4469555600;1:00100:1:Z4181440329;
Cc1nc[nH]c1C,3154,1:00100:0:Z4467108558;1:00100:0:Z1334436448;1:00100:1:Z2879383574;
c1cc2n(n1)CCC2,3307,1:00100:0:Z2372525214;1:00100:0:Z2625408860;1:00100:0:Z2962998353;
Fc1cccc2ncsc12,219,1:00100:0:Z4643639113;1:00100:0:Z4082039283;1:00100:5:Z3363270171;
c1cnsc1,22012,1:00100:0:Z4150550044;1:00100:0:Z4233096583;1:00100:0:Z4251471152;
CC1(C)CCC1O,3001,1:00100:0:Z1958063915;1:00100:0:Z2357954200;1:00100:0:Z4108692575;
Cc1ncon1,9725,1:00100:0:Z4212318624;1:00100:0:Z3881150698;1:00100:0:Z1686736783;
O=S1(=O)CCCC1,10561,1:00100:0:Z1359615010;1:00100:0:Z3787929121;1:00100:0:Z4108124251;
Cc1cnc(Cl)o1,384,1:00100:0:Z4294751576;1:00100:6:Z4294279279;1:00100:8:Z4292213006;
O=S1(=O)CC2CCNC2C1,310,1:00100:0:Z4294751576;1:00100:1:Z3320603698;1:00100:6:Z3591858565;
CC1CNCCSC1,739,1:00100:0:Z2347511306;1:00100:0:Z3470060691;1:00100:1:Z3311537577;
c1ncc2c(n1)CCCC2,945,1:00100:0:Z2347511306;1:00100:2:Z2347275620;1:00100:2:Z3393989508;
C1CC2CC1NN2,347,1:00100:0:Z2719098155;1:00100:2:Z2780771695;1:00100:3:Z3548089523;
CC1(C)C2CCC1CC2,780,1:00100:0:Z4044696120;1:00100:0:Z3508508716;1:00100:0:Z3508460567;
Cn1cnnc1,15046,1:00100:0:Z2878048704;1:00100:0:Z3095625160;1:00100:0:Z17885889;
c1cnc2c(c1)CCOC2,529,1:00100:0:Z5064188538;1:00100:1:Z3631620971;1:00100:3:Z4636079969;
CC12CCC(CO1)C2,2133,1:00100:0:Z3898637705;1:00100:0:Z3915228218;1:00100:0:Z5034909578;
OC1CCNCCC1(F)F,415,1:00100:0:Z4205267982;1:00100:2:Z3391802703;1:00100:5:Z3318179916;
C1CCC2CC2C1,8121,1:00100:0:Z4205267982;1:00100:0:Z2775466627;1:00100:0:Z4373948764;
c1cn[nH]n1,8671,1:00100:0:Z3700037756;1:00100:0:Z3654618553;1:00100:0:Z2669795535;
C1CC2NC1CC1CC12,274,1:00100:0:Z3700037756;1:00100:0:Z4315502721;1:00100:2:Z3515056356;
Cc1cnn2ccccc12,200,1:00100:0:Z3843464013;1:00100:1:Z3907264542;1:00101:4:Z3821441888;
C1CC2(CCOCC2)N1,560,1:00100:0:Z3843464013;1:00100:3:Z1894937495;1:00100:6:Z2627147742;
Cc1ccsc1,13296,1:00100:0:Z3093748012;1:00100:0:Z2872800797;1:00100:0:Z2669060163;
FC1(F)C2CCCCCC21,585,1:00100:0:Z3881547822;1:00100:2:Z3434963081;1:00100:5:Z3344804745;
NC1CCC2(CC1)CC2,317,1:00100:0:Z4643262345;1:00100:2:Z3133029292;1:00100:2:Z3019328256;
Fc1ccc2c(c1F)CCC2,181,1:00100:0:Z2504890381;1:00100:0:Z3780788860;1:00100:7:Z2774927015;
CN1CCOc2ccccc21,470,1:00100:0:Z3056592042;1:00100:1:Z3351961028;1:00100:7:Z4176563560;
OC1CC2CCC1C2,2313,1:00100:0:Z3907105876;1:00100:0:Z4644109829;1:00100:0:Z4959984223;
CC1OCCO1,2447,1:00100:0:Z4263657232;1:00100:0:Z3298964265;1:00100:0:Z3365736651;
CC1CNCC(=O)C1,307,1:00100:0:Z3060328433;1:00100:1:Z3619125930;1:00100:1:Z3060327040;
Cn1ccc2ccsc21,218,1:00100:0:Z3944703849;1:00101:1:Z3872463580;1:00101:9:Z3950439915;
Fc1cccnc1,26352,1:00100:0:Z3712003071;1:00100:0:Z3712003108;1:00100:0:Z3634780717;
Fc1ccc(Cl)cc1,4197,1:00100:0:Z4103660740;1:00100:0:Z4962135244;1:00100:0:Z4962138473;
Cc1ccncc1C,857,1:00100:0:Z3504107229;1:00100:0:Z4157327099;1:00100:1:Z3133326731;
CC1CCS(=O)(=O)N1,491,1:00100:0:Z3504107229;1:00100:2:Z3593678075;1:00100:4:Z3504105741;
CC1CCSC1,2044,1:00100:0:Z3083485326;1:00100:0:Z3907656404;1:00100:0:Z4328585049;
Clc1ccsc1,6884,1:00100:0:Z2777419336;1:00100:0:Z3475537176;1:00100:0:Z3471342206;
Cc1ccccc1C,8672,1:00100:0:Z1569555961;1:00100:0:Z4101656937;1:00100:0:Z3606430206;
Nc1cccnc1,2513,1:00100:0:Z2771875633;1:00100:0:Z4060146461;1:00100:1:Z3614577249;
CC1CC1F,1752,1:00100:0:Z3058869747;1:00100:1:Z3172364625;1:00100:1:Z2479491000;
O=C1CC2(CCC2)CN1,464,1:00100:0:Z3058869747;1:00100:6:Z3365248495;1:00100:6:Z3641786403;
Cc1cnnn1C,1819,1:00100:0:Z1304219458;1:00100:1:Z3595983514;1:00100:2:Z3803222418;
CC1(C)CCOC1,5834,1:00100:0:Z4294956464;1:00100:0:Z4018575447;1:00100:0:Z4018044820;
O=C1C2CC3C(C2)C13,54,1:00100:0:Z5044416769;1:00101:4:Z3552154150;1:00102:2:Z4935364834;
Cc1cnon1,3005,1:00100:0:Z2494281666;1:00100:0:Z3535546902;1:00100:0:Z3101672390;
Cc1ccc(F)c(O)c1,124,1:00100:0:Z4288606361;1:00101:0:Z4219466738;1:00101:0:Z4289307664;
C1CNc2nn[nH]c2C1,268,1:00100:0:Z4288606361;1:00100:2:Z4104706220;1:00100:3:Z3473353638;
CN1CCNC(=O)C12CCNCC2,83,1:00100:0:Z4451763964;1:00101:1:Z4472782182;1:00101:1:Z4472770499;
C1CC2(CC2)CO1,4285,1:00100:0:Z4451763964;1:00100:0:Z4458770332;1:00100:0:Z2862788129;
c1scc2c1CCCC2,246,1:00100:0:Z4292137975;1:00100:1:Z4282089761;1:00100:3:Z4295381473;
Cn1cnnn1,5451,1:00100:0:Z1911314623;1:00100:0:Z2095616832;1:00100:0:Z4040515807;
CC(C)=CF,1274,1:00100:0:Z4246452983;1:00100:1:Z4221240863;1:00100:1:Z4401514572;
CN1C(=O)CC2CNCCC21,265,1:00100:0:Z4246452983;1:00100:4:Z3145058988;1:00100:4:Z3794556870;
CC1(C)CCCN1,9615,1:00100:0:Z2375346257;1:00100:0:Z3511004761;1:00100:0:Z4090372637;
C1CCc2nnnn2CC1,335,1:00100:0:Z2375346257;1:00100:1:Z2974585955;1:00100:2:Z2878603469;
O=C1CCCC1,3052,1:00100:0:Z3554633178;1:00100:1:Z2721419156;1:00100:1:Z3542132596;
CN1C(=O)CNC2CC21,573,1:00100:0:Z4107732906;1:00100:1:Z4098104995;1:00100:2:Z3715932853;
CC1CCOC(C)C1,710,1:00100:0:Z3363940593;1:00100:1:Z2839402763;1:00100:3:Z4149853060;
c1ccc2sccc2c1,5991,1:00100:0:Z3363940593;1:00100:0:Z1218146031;1:00100:0:Z4203231769;
Clc1ccc2[nH]ccc2c1,607,1:00100:0:Z2176035859;1:00100:4:Z3626437164;1:00100:6:Z759202726;
C1CC2CNCCN2C1,852,1:00100:0:Z2841832558;1:00100:7:Z1441149844;1:00101:0:Z4205781583;
CC1CC(N)C1,1086,1:00100:0:Z4215386465;1:00100:0:Z3513444850;1:00100:0:Z3795135406;
O=c1cncc[nH]1,1232,1:00100:0:Z4445988702;1:00100:2:Z4391268048;1:00100:3:Z3868334474;
CN1CCC(O)CC1,392,1:00100:0:Z4325637666;1:00100:0:Z4324721629;1:00100:1:Z4324321656;
c1cnn2ccnc2c1,1013,1:00100:0:Z1422112210;1:00100:1:Z2771799094;1:00100:1:Z2792926889;
O=c1nc[nH][nH]1,1113,1:00100:0:Z2602439659;1:00100:2:Z2707982314;1:00100:3:Z3799677282;
OC1NCCCC1F,305,1:00100:0:Z4271735439;1:00100:4:Z4271689204;1:00100:4:Z4271718037;
c1ccc2[nH]ncc2c1,5341,1:00100:0:Z1324349776;1:00100:0:Z2407725471;1:00100:0:Z4455307039;
C1CCC2(C1)CC2,5752,1:00100:0:Z1324349776;1:00100:0:Z4153345318;1:00100:0:Z3559390468;
CC1CNCC(C)C1(F)F,311,1:00100:0:Z3601470709;1:00100:1:Z3321570181;1:00100:5:Z3599225432;
Oc1ccc2c(c1)CNCCC2,124,1:00100:0:Z3881150698;1:00100:3:Z3867714921;1:00101:0:Z5006742480;
CC1(C)CCNC1,9009,1:00100:0:Z4095867106;1:00100:0:Z3339796975;1:00100:0:Z3385708592;
c1cc2cscc2s1,225,1:00100:0:Z4095867106;1:00100:8:Z2707989898;1:00100:9:Z3358804344;
C1CC2CCC(CN1)N2,1113,1:00100:0:Z2447110369;1:00100:1:Z2444801579;1:00100:1:Z3380130848;
CC12CNCC1C2,1833,1:00100:0:Z3056348975;1:00100:2:Z3907361255;1:00100:3:Z3670780023;
CC1CCC(=O)C1,609,1:00100:0:Z3602578232;1:00100:0:Z3590030617;1:00100:0:Z3194321203;
NC1CC12CCC2,553,1:00100:0:Z3518738121;1:00100:0:Z3044428464;1:00100:3:Z3518739181;
C1CNC2(C1)CCC2,4320,1:00100:0:Z3518738121;1:00100:0:Z3397571594;1:00100:1:Z3396612843;
Cc1ccnnc1,2644,1:00100:0:Z3011802594;1:00100:0:Z3833434757;1:00100:0:Z4386181258;
Cn1nccc1Cl,5139,1:00100:0:Z2270788845;1:00100:0:Z3996307775;1:00100:0:Z3367556992;
CC1(C)CCc2ccccc21,282,1:00100:0:Z2270788845;1:00100:6:Z4403883550;1:00101:4:Z1829891458;
Cc1nc2scc(C)c2c(=O)[nH]1,39,1:00100:0:Z4128239472;1:00102:7:Z29414413;1:00110:2:Z4128381643;
CC1(N)CCNCC1,450,1:00100:0:Z2368550265;1:00100:1:Z4204093329;1:00100:1:Z4421122796;
Cc1cccc2c1CCO2,201,1:00100:0:Z2272214666;1:00100:4:Z5052938253;1:00100:5:Z2843782350;
FC1CNCC(F)C1,736,1:00100:0:Z4121195713;1:00100:0:Z4141123628;1:00100:1:Z4142284842;
O=C1CCNCC1,1033,1:00100:0:Z4481430144;1:00100:0:Z2873268057;1:00100:1:Z4021956797;
Fc1cc(F)c2c(c1)CCO2,78,1:00100:0:Z4481430144;1:00100:4:Z4491728655;1:00100:8:Z4459151795;
c1cc2n(n1)CCN2,265,1:00100:0:Z2963819005;1:00101:1:Z3160853970;1:00101:2:Z3135475039;
O=C1CCCCc2ocnc21,34,1:00100:0:Z4369636621;1:00100:0:Z4369630758;1:00100:7:Z4653254505;
c1nnco1,23842,1:00100:0:Z1664535470;1:00100:0:Z3833434757;1:00100:0:Z1184414291;
Cn1ncc2c1CCC(F)(F)C2,90,1:00100:0:Z4962087934;1:00100:8:Z4964023189;1:00101:3:Z4963982954;
c1n[nH]c2c1COCC2,613,1:00100:0:Z2984557816;1:00100:2:Z4104305386;1:00100:4:Z4104107928;
C1C2CC1C2,8865,1:00100:0:Z3553141160;1:00100:0:Z2962308664;1:00100:0:Z4027538792;
