fragment_smiles,occurences,example_ligands
c1ccccc1,1602748,136:13600:0:Z2069553942;136:13600:0:Z2187837556;136:13600:0:Z1824067411;
CN1CCCC1=O,10536,136:13600:0:Z2710370059;136:13600:0:Z1991460823;136:13600:0:Z2059122995;
CN1CCNc2ccccc21,559,136:13600:0:Z4128620609;136:13600:1:Z1908945294;136:13600:2:Z4137507446;
Cc1cccc(C)c1,29841,136:13600:0:Z729631972;136:13600:0:Z913835928;136:13600:0:Z2721437666;
Cc1ccccn1,28690,136:13600:0:Z1417777770;136:13600:0:Z740160418;136:13600:0:Z4198672915;
O=c1[nH]c(=O)c2ccccc2[nH]1,1406,136:13600:0:Z1417777770;136:13600:0:Z1739397082;136:13600:0:Z3899466523;
Cc1ccc2sccc2c1,326,136:13600:0:Z4577896240;136:13600:1:Z4407999464;136:13600:5:Z5004747974;
CC1(C)CCCCO1,3762,136:13600:0:Z4577896240;136:13600:0:Z3620325757;136:13600:0:Z2295052947;
c1ccc2cnccc2c1,11118,136:13600:0:Z3795671100;136:13600:0:Z4308093499;136:13600:0:Z1646430185;
c1ccc2c(c1)CCC2,22755,136:13600:0:Z4582033554;136:13600:0:Z4574662587;136:13600:0:Z1123785104;
Cc1ncn[nH]1,6009,136:13600:0:Z4290166760;136:13600:0:Z2869173519;136:13600:0:Z2040073635;
c1ccc2c(c1)OCCC21CC1,923,136:13600:0:Z1780207135;136:13601:5:Z3692698717;136:13602:0:Z3820034098;
O=c1[nH]cnc2ccc(F)cc12,347,136:13600:0:Z336518184;136:13600:1:Z3603762271;136:13600:3:Z3206120506;
C1CC2CCC1C2,10767,136:13600:0:Z3821134881;136:13600:0:Z1123785104;136:13600:0:Z1538575492;
C1CCOC1,145388,136:13600:0:Z3058638046;136:13600:0:Z1893096569;136:13600:0:Z2906135046;
Nc1nc2ccccc2o1,326,136:13600:0:Z3378563493;136:13600:2:Z4771316425;136:13600:2:Z4124033745;
O=C1C2CCCCC1CCC2,319,136:13600:0:Z3378563493;136:13600:4:Z2767037307;136:13600:8:Z3625421351;
CN1CCC2(CCN2)CC1,301,136:13600:0:Z3369299258;136:13600:0:Z3369299257;136:13601:0:Z3981147193;
c1cc2c(s1)CCCC2,2115,136:13600:0:Z1698911103;136:13600:0:Z2691073307;136:13600:0:Z1129462408;
O=S1(=O)CCCC1,17884,136:13600:0:Z358944252;136:13600:0:Z3596695276;136:13600:0:Z185505536;
O=C1Cc2ccccc2N1,4635,136:13600:0:Z4051675400;136:13600:0:Z3837671239;136:13600:0:Z3514285469;
Cc1cnc2ccccn12,838,136:13600:0:Z4322920503;136:13600:1:Z2497681475;136:13600:2:Z2233281977;
Cc1ccno1,14846,136:13600:0:Z3798085133;136:13600:0:Z730546442;136:13600:0:Z106693350;
C1CCN2CCCCC2C1,884,136:13600:0:Z4255602768;136:13600:0:Z3672252252;136:13600:5:Z2495272064;
CC1CCCCC1,14893,136:13600:0:Z2407457857;136:13600:0:Z2283018085;136:13600:0:Z3394199311;
Cc1cccnn1,3919,136:13600:0:Z2782503469;136:13600:0:Z3870701836;136:13600:0:Z3724027957;
C1CNCCNC1,31777,136:13600:0:Z3095261716;136:13600:0:Z2017877132;136:13600:0:Z3796545573;
NC1CCOCC1,1377,136:13600:0:Z2660696610;136:13600:0:Z3347179647;136:13600:0:Z4054252338;
Fc1ccccc1Cl,15844,136:13600:0:Z1646423099;136:13600:0:Z3724027706;136:13600:0:Z2721437666;
N=S1(=O)CCCC2(CCCN2)C1,395,136:13600:0:Z3416646161;136:13600:4:Z3414387869;136:13600:5:Z3415669852;
CC1CCCNC1,20925,136:13600:0:Z4105249930;136:13600:0:Z3618793689;136:13600:0:Z3724027728;
Fc1cncc(Cl)c1,185,136:13600:0:Z4105249930;136:13600:5:Z2817912788;136:13600:6:Z5046781386;
c1ccc2c(c1)CCO2,14008,136:13600:0:Z3176867234;136:13600:0:Z4110267811;136:13600:0:Z1496818919;
c1c[nH]cn1,73275,136:13600:0:Z4136478268;136:13600:0:Z4305512863;136:13600:0:Z3374790873;
OC1CCNCC1,22552,136:13600:0:Z3395296429;136:13600:0:Z4448551388;136:13600:0:Z1704015332;
C1CC2(C1)CNC2,5489,136:13600:0:Z4305512863;136:13600:0:Z3373219631;136:13600:0:Z2231201954;
Cc1cnccn1,5127,136:13600:0:Z1995347704;136:13600:0:Z2308487454;136:13600:0:Z2635359890;
CC1CNCCCN1,293,136:13600:0:Z2911535190;136:13600:2:Z4025368359;136:13600:6:Z1254456234;
O=c1[nH]cnc2ccccc12,5685,136:13600:0:Z2911535190;136:13600:0:Z1962104644;136:13600:0:Z4275684435;
O=S1(=O)CCCN1,10858,136:13600:0:Z2170917695;136:13600:0:Z3584082598;136:13600:0:Z2191472117;
OC1CNCC(F)(F)C1,262,136:13600:0:Z1815552404;136:13600:5:Z2870004889;136:13601:8:Z1818333759;
C1CC2(C1)COCCN2,1633,136:13600:0:Z4886548619;136:13600:0:Z1492892975;136:13600:1:Z4295351747;
Cc1nc(=O)cc[nH]1,162,136:13600:0:Z4289343815;136:13602:7:Z4294247318;136:13602:8:Z4291001556;
Nc1ccn[nH]1,2972,136:13600:0:Z2906135046;136:13600:0:Z4308520917;136:13600:0:Z4126562039;
C1COC2(C1)CNC2,1676,136:13600:0:Z3580780967;136:13600:0:Z3132324917;136:13600:1:Z4591258499;
Fc1cccnc1,26773,136:13600:0:Z3314428092;136:13600:0:Z4418242974;136:13600:0:Z2959080903;
Cc1ncon1,12843,136:13600:0:Z3314428092;136:13600:0:Z2834920395;136:13600:0:Z5049467674;
CC1CNCCO1,15423,136:13600:0:Z3624675758;136:13600:0:Z3137204288;136:13600:0:Z3136610315;
CC1CCCc2nccn21,879,136:13600:0:Z2358684534;136:13600:0:Z4137984664;136:13600:0:Z4138517511;
Oc1ccnc2c1CNCC2,284,136:13600:0:Z4249677690;136:13600:3:Z4249661504;136:13600:3:Z4777072232;
Cc1ccoc1C,480,136:13600:0:Z4474189781;136:13600:0:Z1447028613;136:13600:0:Z2850458687;
O=c1[nH]c2cccnc2[nH]1,680,136:13600:0:Z4474189781;136:13600:0:Z2163938137;136:13600:1:Z4474191733;
c1cn2c(n1)COCC2,1727,136:13600:0:Z2636079968;136:13600:0:Z2803184018;136:13600:1:Z3364390525;
CC1(C)COCCO1,3418,136:13600:0:Z3174886289;136:13600:0:Z4509120482;136:13600:0:Z4008307510;
OC1COC2CC1C2,84,136:13600:0:Z4454926417;136:13600:6:Z4478359493;136:13603:8:Z4478354299;
O=C1CNc2ncncc2N1,50,136:13600:0:Z2691351142;136:13604:3:Z2691344851;136:13605:5:Z2691347707;
c1cn2c(n1)CNCCC2,917,136:13600:0:Z3701495368;136:13600:1:Z4264864244;136:13600:3:Z3548929820;
c1ccn2cncc2c1,2527,136:13600:0:Z4208196049;136:13600:0:Z1467335536;136:13600:0:Z4294686633;
c1ccc2[nH]nnc2c1,3703,136:13600:0:Z1663793536;136:13600:0:Z3367703730;136:13600:0:Z1552841663;
Cc1ccccc1C,17860,136:13600:0:Z3102463484;136:13600:0:Z5060132487;136:13600:0:Z4143945427;
c1cc2n(n1)CCNC2,5012,136:13600:0:Z2967643298;136:13600:0:Z2691762149;136:13600:0:Z5004665563;
C1CNCCOC1,12436,136:13600:0:Z4274433974;136:13600:0:Z3724027735;136:13600:0:Z2722169889;
C1CCCNCC1,28101,136:13600:0:Z359270662;136:13600:0:Z3515262150;136:13600:0:Z2817255791;
Cc1nc[nH]c1C,3090,136:13600:0:Z2498920223;136:13600:0:Z2382571310;136:13600:0:Z4392026224;
c1cc2n(n1)NCCC2,259,136:13600:0:Z4265095429;136:13600:0:Z4292637285;136:13600:1:Z4293938052;
Cc1cccc(=O)[nH]1,1018,136:13600:0:Z4307761531;136:13600:0:Z2335135137;136:13600:2:Z1943414519;
Oc1ccccc1Cl,1272,136:13600:0:Z1668225794;136:13600:0:Z2770361516;136:13600:1:Z2804586481;
Cc1cccs1,12108,136:13600:0:Z3132324917;136:13600:0:Z730546442;136:13600:0:Z2869774947;
C1CCC2(CCC2)NC1,2424,136:13600:0:Z4056307365;136:13600:1:Z3909612730;136:13600:2:Z3789371008;
CC1CCNCC1,21844,136:13600:0:Z3694900798;136:13600:0:Z2480863999;136:13600:0:Z4258787035;
Cc1cc(C)cc(C)c1,4334,136:13600:0:Z1571819684;136:13600:0:Z1643277209;136:13600:0:Z5052353508;
CC1CCCCO1,3726,136:13600:0:Z1571819684;136:13600:0:Z1601810176;136:13600:0:Z5050050211;
Clc1cscn1,1973,136:13600:0:Z1615689588;136:13600:0:Z2225878544;136:13600:0:Z4153504775;
C1NCC23COCC12COC3,172,136:13600:0:Z3174427086;136:13600:7:Z3604188056;136:13601:7:Z3189258739;
c1cn2ccnc2cn1,841,136:13600:0:Z4991773963;136:13600:0:Z1737958574;136:13600:3:Z4991720828;
c1ccoc1,91919,136:13600:0:Z3796545573;136:13600:0:Z3203400445;136:13600:0:Z2330928950;
CN1CCC2CCNCC21,344,136:13600:0:Z4394813507;136:13600:7:Z4081516055;136:13600:9:Z4403791460;
OC1CCC1,12987,136:13600:0:Z4214260699;136:13600:0:Z4449081439;136:13600:0:Z2964066122;
Cc1ccc2ncccc2c1,1510,136:13600:0:Z2147908381;136:13600:1:Z2223832543;136:13600:1:Z2289582480;
Fc1ccc(F)c2c1CCC2,129,136:13600:0:Z2568493967;136:13601:2:Z1504324124;136:13601:6:Z1869719811;
CC1CCCO1,6998,136:13600:0:Z3617725359;136:13600:0:Z2702954390;136:13600:0:Z4426552880;
OC1CCCC1,10933,136:13600:0:Z3254835285;136:13600:0:Z3254824161;136:13600:0:Z2763882635;
C1CC2CC1CO2,3611,136:13600:0:Z5037939080;136:13600:0:Z4388641199;136:13600:1:Z3651075982;
C1CC2(C1)CNC1COCC12,118,136:13600:0:Z4642908405;136:13600:3:Z3507115067;136:13601:0:Z3060600579;
C1CCC2(C1)CCCN2,1184,136:13600:0:Z4089916037;136:13600:0:Z4975008011;136:13600:3:Z4769829200;
Cc1cc(C)[nH]n1,32443,136:13600:0:Z1463548399;136:13600:0:Z4329466460;136:13600:0:Z3596608188;
c1cn2c(n1)CCCC2,12167,136:13600:0:Z3538570368;136:13600:0:Z4256236195;136:13600:0:Z1994630817;
c1ccc2ncccc2c1,24932,136:13600:0:Z3538570368;136:13600:0:Z291981590;136:13600:0:Z4313415568;
Nc1cn[nH]c1,1326,136:13600:0:Z3836413167;136:13600:0:Z3498569667;136:13600:0:Z4176527637;
Fc1ccc2c(c1)NCCC2,498,136:13600:0:Z1880157487;136:13600:0:Z4132237997;136:13600:1:Z4448798581;
CC1Cn2nccc2CN1,873,136:13600:0:Z3132004708;136:13600:0:Z5004546711;136:13600:2:Z3323184159;
O=C1CCCCN1,36657,136:13600:0:Z1960168376;136:13600:0:Z2330928950;136:13600:0:Z2979478721;
CC1(C)OC2CCCC2O1,611,136:13600:0:Z4491112360;136:13600:3:Z4191960170;136:13600:5:Z2962642471;
Cc1ccnc(C)c1,3028,136:13600:0:Z4491112360;136:13600:0:Z1450272145;136:13600:1:Z4194037417;
O=C1CCNC(=O)N1,28051,136:13600:0:Z3540053875;136:13600:0:Z4081156070;136:13600:0:Z3211509350;
Cc1ccsc1,8354,136:13600:0:Z3540053875;136:13600:0:Z4230823038;136:13600:0:Z3601787087;
c1nnn[nH]1,29438,136:13600:0:Z3540229421;136:13600:0:Z736305386;136:13600:0:Z3814964011;
Cc1cn(C)cn1,519,136:13600:0:Z3540229421;136:13600:0:Z4259437898;136:13600:1:Z2073922607;
C1CCC2(CC1)CCC2,4196,136:13600:0:Z3470981359;136:13600:0:Z3505986376;136:13600:0:Z4612438358;
CC1(C)CC1,4333,136:13600:0:Z3803524264;136:13600:0:Z4223808738;136:13600:0:Z3724027822;
c1n[nH]c2c1COCC2,974,136:13600:0:Z3803524264;136:13600:0:Z3010881968;136:13600:1:Z3620722683;
Clc1csc2cc[nH]c12,39,136:13600:0:Z4639639542;136:13601:0:Z4960904137;136:13603:0:Z4639139985;
CC1(C)CCCC(=O)N1,514,136:13600:0:Z2019098191;136:13600:2:Z2202812846;136:13600:3:Z2202762954;
Cc1c[nH]cn1,2672,136:13600:0:Z3552190021;136:13600:0:Z3207206809;136:13600:0:Z3584750218;
Cc1ccccc1Cl,6587,136:13600:0:Z1860340770;136:13600:0:Z1540666102;136:13600:0:Z1609452246;
Clc1cccc2c1OCCO2,1840,136:13600:0:Z1860340770;136:13600:0:Z941460354;136:13600:0:Z4960764133;
Clc1cccc(Cl)c1,18281,136:13600:0:Z1581164504;136:13600:0:Z1898478005;136:13600:0:Z1840376192;
Cn1ccc(Cl)c1,782,136:13600:0:Z4424935429;136:13600:0:Z2255369444;136:13600:0:Z4768171212;
C1CC2CCC(C1)N2,9768,136:13600:0:Z4486808303;136:13600:0:Z3795141458;136:13600:0:Z3793741515;
O=C1CCOC2(CCNCC2)C1,410,136:13600:0:Z3099841121;136:13600:1:Z3104756806;136:13600:1:Z3316302509;
c1ccc2sccc2c1,6988,136:13600:0:Z3099841121;136:13600:0:Z3360903774;136:13600:1:Z3516120452;
Cc1cccnc1,21460,136:13600:0:Z1535341159;136:13600:0:Z4470625961;136:13600:0:Z2317594990;
Cc1ccn(C)n1,14182,136:13600:0:Z2092689931;136:13600:0:Z2043103063;136:13600:0:Z4459405285;
Cc1cncc(C)c1,2882,136:13600:0:Z2505956908;136:13600:0:Z3788712867;136:13600:0:Z1359498820;
c1ccc2c(c1)CCNC2,29723,136:13600:0:Z2910715533;136:13600:0:Z4402625748;136:13600:0:Z4402625747;
C1CCC2(CCCC2)OC1,1164,136:13600:0:Z2910715533;136:13600:3:Z2899153909;136:13600:4:Z2851313675;
Clc1cccc2c1NCCN2,54,136:13600:0:Z1716092063;136:13602:6:Z1716092105;136:13602:6:Z1716090285;
Cn1cccc1,14290,136:13600:0:Z1376147998;136:13600:0:Z2708691052;136:13600:0:Z4571331614;
CC1CCNC1,21898,136:13600:0:Z3724027683;136:13600:0:Z2495911900;136:13600:0:Z2868839382;
Fc1cccc(Cl)c1,17493,136:13600:0:Z3724027683;136:13600:0:Z3343272508;136:13600:0:Z3591005440;
Cn1ccccc1=O,4361,136:13600:0:Z3174777791;136:13600:0:Z4247897173;136:13600:0:Z4007496393;
Cc1ccccc1F,12615,136:13600:0:Z417032718;136:13600:0:Z2505662547;136:13600:0:Z3724027735;
Cn1cnc2c(F)cccc21,342,136:13600:0:Z1438468907;136:13600:0:Z3493619181;136:13600:4:Z1582710353;
C1CC2(C1)CCC2,12945,136:13600:0:Z3808966810;136:13600:0:Z4459350067;136:13600:0:Z4351043223;
O=C1CC2(CCNCC2)CN1,539,136:13600:0:Z3639404217;136:13600:3:Z3097651874;136:13600:7:Z3700662846;
Fc1ccc2cc[nH]c2c1,1543,136:13600:0:Z1417212850;136:13600:0:Z3627772201;136:13600:0:Z4068659800;
Cc1cc(C)n2ncnc2n1,1651,136:13600:0:Z3603237262;136:13600:0:Z4876792342;136:13600:1:Z3856188733;
c1ncn2c1CCCC2,3397,136:13600:0:Z3603237262;136:13600:0:Z1492430871;136:13600:0:Z2278411288;
Cc1noc2ncccc12,1766,136:13600:0:Z1001254100;136:13600:0:Z1315989003;136:13600:1:Z4183658572;
Cc1cscn1,39424,136:13600:0:Z3192713377;136:13600:0:Z1265484826;136:13600:0:Z4322639696;
Cc1ncno1,8153,136:13600:0:Z4226569357;136:13600:0:Z2231258283;136:13600:0:Z1700645105;
Cn1ncc2c1CCOC2,1156,136:13600:0:Z3845393986;136:13600:0:Z5048954975;136:13600:0:Z4423130353;
c1ccc2sncc2c1,1423,136:13600:0:Z3357607469;136:13600:0:Z2406669678;136:13600:1:Z4406837539;
c1ccc2[nH]ccc2c1,36431,136:13600:0:Z1367799740;136:13600:0:Z2292323007;136:13600:0:Z4272490195;
CN1CCc2ccccc21,2031,136:13600:0:Z1374935843;136:13600:0:Z1742562793;136:13600:0:Z3598124390;
C1CC2CCCN(C1)C2,368,136:13600:0:Z2711180461;136:13600:0:Z2801908363;136:13600:2:Z3796719202;
Fc1ccc2c(c1)CCCC2,1070,136:13600:0:Z1951340486;136:13600:0:Z1951335423;136:13600:3:Z1953753009;
Fc1cccn2ccnc12,993,136:13600:0:Z3795141458;136:13600:0:Z3793741515;136:13600:0:Z3842192377;
O=C1NCCCN1,2889,136:13600:0:Z4219771631;136:13600:1:Z3235826202;136:13600:2:Z1685386705;
Cn1cncn1,12812,136:13600:0:Z4322479526;136:13600:0:Z3009822033;136:13600:0:Z4489413388;
Cc1nc2cccnc2[nH]1,678,136:13600:0:Z3618793689;136:13600:2:Z3390584834;136:13600:3:Z1974144022;
Cn1ncc2ccccc21,3788,136:13600:0:Z3625197795;136:13600:0:Z3359910249;136:13600:0:Z2908967606;
O=C1CCCCc2ccccc21,557,136:13600:0:Z3625197795;136:13600:1:Z2190933374;136:13600:9:Z2371496902;
OC1CNCC2(CCC2)C1,277,136:13600:0:Z3185114565;136:13600:1:Z3191378245;136:13600:6:Z3585312179;
Cc1c[nH]c2c1CCCC2,167,136:13600:0:Z3672012696;136:13600:4:Z3665982910;136:13601:5:Z4095424183;
OC1CNC2(CCOCC2)C1,258,136:13600:0:Z3626458311;136:13600:4:Z3626458954;136:13600:4:Z3680234338;
CC1CCCCN1,16082,136:13600:0:Z3319438364;136:13600:0:Z2313079353;136:13600:0:Z1244479640;
Clc1cc[nH]c1,901,136:13600:0:Z3725802714;136:13600:0:Z3363047625;136:13600:1:Z4291633347;
Cc1ccc2nccnc2c1,207,136:13600:0:Z3191959021;136:13600:4:Z3084863322;136:13600:6:Z3077451448;
NC1CNC1,189,136:13600:0:Z5060233213;136:13600:2:Z5060225499;136:13600:5:Z5058135627;
