fragment_smiles,occurences,example_ligands
Cn1nc2c(cc1=O)CNCC2,365,100:10000:1:Z3138190847;100:10000:3:Z3537733297;100:10000:6:Z1420307395;
Cc1cc2nccn2cc1C,174,100:10000:1:Z3801592004;100:10000:7:Z3836679265;100:10000:8:Z4570725411;
C1CCC2(C1)CCCO2,1985,100:10000:1:Z2863447126;100:10000:2:Z3529807825;100:10000:3:Z4276775032;
Fc1cccc2c1CCCC2,663,100:10000:1:Z2308708178;100:10000:2:Z2308710218;100:10000:3:Z3820229188;
O=S1(=O)Nc2cccc3cccc1c23,112,100:10000:1:Z3883872903;100:10000:9:Z2230667765;100:10001:3:Z1557050257;
Clc1cccn2nccc12,274,100:10000:1:Z3048894491;100:10000:1:Z3370721256;100:10000:3:Z3204811950;
Cc1ccc(C)c2c1CCCO2,474,100:10000:1:Z3392589973;100:10000:1:Z3392592148;100:10000:2:Z3103142126;
C1CCC2CCCCC2C1,641,100:10000:1:Z2072855523;100:10000:2:Z4294067217;100:10000:3:Z4253207057;
CC1CCO1,751,100:10000:1:Z4327006971;100:10000:4:Z4209175460;100:10000:4:Z4300112674;
Cc1nnc2ccccc2c1C,265,100:10000:1:Z3049520272;100:10000:4:Z3052103948;100:10001:6:Z4050963422;
c1ccc2sncc2c1,1840,100:10000:1:Z4105302535;100:10000:1:Z3354822991;100:10000:2:Z3416600763;
CC1(C)CCN1,134,100:10000:1:Z5063724562;100:10000:2:Z2631130123;100:10000:5:Z1709806677;
c1cc2n(n1)CCOC2,996,100:10000:1:Z2780555018;100:10000:1:Z3614767096;100:10000:2:Z3553021655;
O=C1CNC2CCNCC2N1,260,100:10000:1:Z3365450331;100:10000:1:Z4216666311;100:10000:3:Z3140070344;
Fc1ccc2c(c1)OCO2,393,100:10000:1:Z3365450331;100:10000:1:Z4453715540;100:10000:2:Z3008927434;
c1ccc2c(c1)cc1n2CCCNC1,193,100:10000:1:Z4251478978;100:10000:3:Z4061720870;100:10000:8:Z2103751832;
Cn1ccc2cc(F)ccc21,332,100:10000:1:Z2349226904;100:10000:2:Z1969432852;100:10000:8:Z3055323847;
C1COCC2(C1)CCOCC2,1350,100:10000:1:Z2861641978;100:10000:1:Z2854566019;100:10000:1:Z2961519924;
Cn1cc2c(n1)CCSC2,565,100:10000:1:Z2893426311;100:10000:1:Z2862211713;100:10000:2:Z2897398766;
Nc1c[nH]c(=O)[nH]c1=O,88,100:10000:1:Z1313812756;100:10000:1:Z1314088158;100:10000:1:Z1325576538;
CN1CCCNC1=O,244,100:10000:1:Z3166582021;100:10000:9:Z3166586763;100:10001:6:Z4614512132;
CC1Oc2ccccc2O1,172,100:10000:1:Z2371403705;100:10001:0:Z3175485347;100:10001:2:Z1796300497;
Cc1ccc2scc(C)c2c1,97,100:10000:1:Z1892429817;100:10000:2:Z4402772882;100:10000:2:Z1900905240;
O=S1(=O)NCCCN1,526,100:10000:1:Z4090003559;100:10000:2:Z3634267020;100:10001:1:Z3839745907;
C1CC2(C1)COCCN2,1704,100:10000:1:Z3512170331;100:10000:1:Z3520764256;100:10000:2:Z3520756705;
c1n[nH]c2c1CCCCC2,334,100:10000:1:Z1827990792;100:10000:3:Z1833194969;100:10000:8:Z1828809600;
OC1CCCNCC1,1638,100:10000:1:Z2232789387;100:10000:1:Z3586519289;100:10000:1:Z3806393148;
CC1(C)CC2(CCNCC2)CO1,284,100:10000:1:Z3782730444;100:10000:4:Z3775298396;100:10001:6:Z3783125819;
O=S1(=O)CC2(CCC2)C1,506,100:10000:1:Z3782730444;100:10000:1:Z3192141188;100:10000:2:Z2952100762;
OC1CCC2CCNC12,520,100:10000:1:Z3716081331;100:10000:1:Z2723097524;100:10000:6:Z4137150136;
Cc1csc2ccccc12,698,100:10000:1:Z4409833272;100:10000:2:Z2965472581;100:10000:2:Z4985261519;
O=S1(=O)Cc2cc(Cl)ccc2N1,5,100:10000:1:Z2898134701;100:10005:3:Z5058328295;100:10012:0:Z3800204888;
CC1CC2CCC(C1)N2,195,100:10000:1:Z3591468196;100:10000:8:Z2612484459;100:10001:3:Z4486940258;
Clc1cccc2cc[nH]c12,212,100:10000:1:Z5034835579;100:10000:8:Z4256793159;100:10001:6:Z3463380498;
Clc1cccc2[nH]ncc12,185,100:10000:1:Z4216317603;100:10000:1:Z4319102359;100:10000:6:Z3482431843;
CN1CCC2(CCCNC2)C1,211,100:10000:1:Z3654582891;100:10000:3:Z3356071806;100:10000:9:Z2640814238;
OC1CCNCC1F,224,100:10000:1:Z2966133562;100:10000:1:Z4771552775;100:10001:4:Z4487999244;
C1CNCC2(C1)CCNC2,590,100:10000:1:Z2505073747;100:10000:2:Z2361938509;100:10000:5:Z2503909493;
c1cc2c(s1)CCSC2,779,100:10000:1:Z1425852090;100:10000:1:Z2194294817;100:10000:1:Z2303217491;
CC1(C)CC2CCOC21,775,100:10000:1:Z3101678428;100:10000:3:Z1259991804;100:10000:5:Z1278115082;
CC1(C)C2CCC1CC2,640,100:10000:1:Z3710289512;100:10000:1:Z4366200268;100:10000:2:Z3174835100;
Fc1ccc2sccc2c1,719,100:10000:1:Z4975815265;100:10000:3:Z1361542161;100:10000:5:Z5026073843;
Cc1ncc2c3c(sc2n1)CCC3,64,100:10000:1:Z1225475276;100:10005:2:Z3634672074;100:10005:8:Z3832022901;
Cn1ncc2nccc(Cl)c21,52,100:10000:1:Z2967976595;100:10004:9:Z4391357483;100:10006:8:Z2969714879;
Fc1c[nH]c2ccccc12,131,100:10000:1:Z3518725533;100:10000:4:Z3580975766;100:10001:2:Z3543600519;
Fc1cccc2c1OCCC2,962,100:10000:1:Z2986716947;100:10000:1:Z1096240357;100:10000:1:Z1796349258;
c1ccc2c(c1)cc1n2CCNC1,178,100:10000:1:Z2188274153;100:10001:0:Z2186481469;100:10002:9:Z2186480221;
CC1(O)CCNC1,469,100:10000:1:Z1334683675;100:10000:7:Z2717971042;100:10000:9:Z2818087225;
CC1CCNCCS1=O,246,100:10000:1:Z3193942482;100:10000:5:Z2302129992;100:10000:7:Z1864100955;
CC1CCC(C)(C)N1,129,100:10000:1:Z2918828800;100:10000:6:Z2326082314;100:10002:2:Z4268261256;
Cc1cc(=O)[nH]c2ccccc12,432,100:10000:1:Z2154484687;100:10000:2:Z3092942114;100:10000:2:Z3093230410;
O=C1CC=NC(=O)N1,23,100:10000:1:Z3098396061;100:10006:3:Z3095270144;100:10007:4:Z3095270405;
O=S1(=O)CCC2(CCCN2)C1,284,100:10000:1:Z3660910361;100:10000:2:Z3652849564;100:10000:6:Z3711502007;
Cc1cn2cc(C)sc2n1,536,100:10000:1:Z4062652452;100:10000:2:Z3194265743;100:10000:5:Z3833881223;
NC1CCCc2ccccc21,609,100:10000:1:Z3383444197;100:10000:3:Z4185125720;100:10000:4:Z4156381133;
CC1CCS(=O)(=O)N1C,311,100:10000:1:Z3578636043;100:10000:4:Z4129277837;100:10001:1:Z3633163453;
OC12CCNCC1COCC2,383,100:10000:1:Z4478425656;100:10000:1:Z4457489739;100:10000:1:Z4483073039;
C1CC2(C1)OCCO2,557,100:10000:1:Z2962107371;100:10000:1:Z3875989611;100:10000:2:Z2928820988;
Clc1ccon1,465,100:10000:1:Z2800326700;100:10000:3:Z4483943090;100:10000:4:Z4484399234;
c1cc2sccc2o1,482,100:10000:1:Z2800326700;100:10000:2:Z1266591186;100:10000:3:Z4261962273;
C1COC2(CCOCC2)CN1,483,100:10000:1:Z3391434111;100:10000:4:Z1447401803;100:10001:1:Z4303232433;
C1CC12CNOC2,124,100:10000:1:Z3189712985;100:10001:5:Z3188172567;100:10002:7:Z4392785698;
CN1C(=O)CNC2CC21,291,100:10000:1:Z4590851908;100:10000:2:Z3654600028;100:10001:2:Z3715931227;
Clc1cnc2nccn2c1,241,100:10000:1:Z4487617769;100:10000:4:Z4124853028;100:10000:5:Z4239002930;
FC1(F)CCCCNCC1,171,100:10000:1:Z5014159900;100:10000:2:Z5017803497;100:10000:3:Z5017806078;
CC1CC(=O)Nc2ccccc2S1,60,100:10000:1:Z4417752989;100:10001:0:Z4417752318;100:10001:1:Z4415296503;
Nc1cnsc1,147,100:10000:1:Z4284643371;100:10000:3:Z4244055686;100:10000:9:Z4280046611;
c1ccc2c(c1)CC1(CCCN1)C2,100,100:10000:1:Z2803032995;100:10002:4:Z3598164611;100:10003:4:Z2839881278;
Oc1cccc2c1CCNC2,331,100:10000:1:Z2928574687;100:10000:2:Z2707373520;100:10000:3:Z3473885961;
CC1CC2(CCC2)CO1,457,100:10000:1:Z2925568805;100:10000:4:Z2964841819;100:10000:6:Z2927403604;
CC1Cc2ccccc2C1,850,100:10000:1:Z1565727158;100:10000:1:Z3603352159;100:10000:1:Z3508067334;
Cc1ncn2c1CCC2,258,100:10000:1:Z4504728424;100:10000:2:Z4504183332;100:10001:2:Z4504238506;
O=C1CC2CC(O)CC12,49,100:10000:1:Z4031010212;100:10008:4:Z3511896370;100:10008:5:Z3513150606;
Cc1ncc2c(n1)CNC2,146,100:10000:1:Z3381225545;100:10000:2:Z3382741875;100:10000:4:Z4215636457;
Cc1c(F)ccc2[nH]ccc12,129,100:10000:1:Z3612475912;100:10000:7:Z3194267417;100:10001:1:Z3201303753;
O=c1[nH]c(=O)c2ccccc2[nH]1,1039,100:10000:1:Z373705206;100:10000:4:Z2884006177;100:10000:5:Z1503954939;
Cc1ccnc(N)c1,248,100:10000:1:Z4105755154;100:10000:3:Z3599526260;100:10000:8:Z4097885611;
C1=CC2CCC(C1)N2,559,100:10000:1:Z4105755154;100:10000:2:Z2017915169;100:10000:2:Z4105755193;
CN1CCCNc2ccccc21,250,100:10000:1:Z4126509006;100:10000:8:Z1980720584;100:10000:9:Z1239377515;
c1nc2c([nH]1)C1(CCNC1)NCC2,75,100:10000:1:Z4054961520;100:10000:6:Z3135336227;100:10001:2:Z3518144501;
Cn1cc2c(n1)CCC2,945,100:10000:1:Z3351483856;100:10000:1:Z3438183855;100:10000:1:Z2904668083;
O=c1cn[nH]c2ccccc12,685,100:10000:1:Z2860900006;100:10000:2:Z4051972819;100:10000:2:Z1239477827;
Clc1ncc2c(n1)OCC2,62,100:10000:1:Z4641319312;100:10000:9:Z4641592874;100:10001:1:Z4641317542;
Cc1cc(=O)cc[nH]1,1160,100:10000:1:Z4225086699;100:10000:1:Z2087403338;100:10000:3:Z3523357327;
Cn1c(=O)ccc2ccc(Cl)cc21,91,100:10000:1:Z4346794827;100:10000:5:Z4347063352;100:10001:2:Z4345903871;
C1CC2C3CCC(C3)C2C1,105,100:10000:1:Z3789490241;100:10000:5:Z1124668443;100:10000:6:Z2947664253;
c1cnc2c(c1)CCN2,1373,100:10000:1:Z4341811808;100:10000:1:Z3381448570;100:10000:3:Z4290501716;
CC1(C)CC2(CCC2)CN1,167,100:10000:1:Z2644567947;100:10000:3:Z2644572109;100:10000:5:Z2644567730;
O=C1CC2NCCCC2N1,323,100:10000:1:Z3441040856;100:10000:3:Z4410180128;100:10000:7:Z3614942626;
Cc1cc(C)c2c(c1)NCC2,214,100:10000:1:Z2392265949;100:10000:5:Z4109361440;100:10001:2:Z1176238815;
CC1OCCC12CNCCO2,423,100:10000:1:Z1958524320;100:10000:3:Z1940811204;100:10000:5:Z4400748762;
c1cc2sccc2[nH]1,856,100:10000:1:Z4210186374;100:10000:5:Z3353057506;100:10000:5:Z3296914661;
FC1(F)CCC2(CCCO2)CC1,121,100:10000:1:Z4451225185;100:10000:1:Z4451348687;100:10001:5:Z4460063693;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,229,100:10000:1:Z4137156022;100:10000:1:Z4137121590;100:10000:3:Z4013729270;
CC1CCCC1N,183,100:10000:1:Z3103743037;100:10000:6:Z4176880809;100:10000:7:Z3519256555;
CC1NC(C)c2ccccc21,103,100:10000:1:Z4142089574;100:10001:2:Z3882268330;100:10003:5:Z3802811473;
CN1CCC2CNCC21,704,100:10000:1:Z2292342040;100:10000:1:Z2279044146;100:10000:3:Z2278171753;
O=S1(=O)CCc2ccccc2C1,276,100:10000:1:Z2655744506;100:10002:9:Z2656070449;100:10003:0:Z2656064056;
FC1(F)CCC2(CCOC2)CC1,281,100:10000:1:Z4629060164;100:10000:2:Z4575124742;100:10000:2:Z4638453855;
CC1CCCCS1,885,100:10000:1:Z3703772200;100:10000:1:Z3650562070;100:10000:1:Z3703770954;
Fc1cnccc1Cl,440,100:10000:1:Z3624653911;100:10000:3:Z1954866220;100:10001:4:Z5008841955;
CC1(C)CNCC(C)(C)C1O,335,100:10000:1:Z4574396880;100:10000:1:Z4576391700;100:10000:5:Z4599939268;
O=S1(=O)CCNCC12CCCCC2,291,100:10000:1:Z1376490312;100:10000:2:Z1376761689;100:10000:4:Z3843721859;
Cc1nn(C)cc1Cl,535,100:10000:1:Z4155798861;100:10000:4:Z3892902083;100:10000:4:Z3892907365;
Clc1cccc2ncccc12,860,100:10000:1:Z3084946003;100:10000:3:Z3637568927;100:10000:4:Z3082851264;
Cc1c[nH]nn1,783,100:10000:1:Z2715011416;100:10000:1:Z3817580392;100:10000:2:Z2288734544;
c1ccc2c(c1)OCC1NCCOC21,129,100:10000:1:Z3639147156;100:10000:5:Z3622520369;100:10002:2:Z3520413538;
C1CCC2(CCNCC2)OC1,1173,100:10000:1:Z4030739542;100:10000:1:Z4212046755;100:10000:2:Z2834542556;
Oc1ccc(Cl)cc1,538,100:10000:1:Z4353126897;100:10000:1:Z2173220398;100:10000:2:Z4070922305;
O=S1(=O)CC2CNCC2C1,471,100:10000:1:Z4152335496;100:10000:2:Z3384535277;100:10000:2:Z2972534494;
CC1=CCCC1,144,100:10000:1:Z3613603131;100:10001:9:Z2779169231;100:10002:0:Z1481567266;
CC1COc2ccccc21,1406,100:10000:1:Z4233308505;100:10000:1:Z4849394418;100:10000:1:Z4364999005;
C1CC2(C1)CSC2,294,100:10000:1:Z2766096072;100:10000:9:Z3589079283;100:10001:5:Z2841781499;
O=S1(=O)CCNC2CCCCCN21,105,100:10000:1:Z3658531241;100:10001:1:Z3654346783;100:10002:0:Z3715399862;
CC12CNCC1(C)CS(=O)(=O)C2,379,100:10000:1:Z4141278157;100:10000:5:Z2841683198;100:10001:4:Z2804655930;
O=C1CCCCC2CCCN12,309,100:10000:1:Z3818045017;100:10000:1:Z4663921329;100:10000:1:Z3594626445;
CN1CCC2(CCNC2)CC1,426,100:10000:1:Z3569806156;100:10000:1:Z4328593452;100:10000:1:Z3871087566;
O=C1COC2(CCNCC2)N1,657,100:10000:1:Z3040645088;100:10000:2:Z3040571477;100:10000:3:Z3041598698;
Cn1ccn2cnnc2c1=O,679,100:10000:1:Z2852529787;100:10000:2:Z2837310693;100:10000:2:Z3776673721;
c1cc2c(cn1)CNC2,110,100:10000:1:Z2502078558;100:10001:7:Z2226435081;100:10001:9:Z2502072482;
CC1CNCC(C)(C)CO1,299,100:10000:1:Z3181273828;100:10000:2:Z3060655459;100:10000:8:Z3551058260;
C1CC2CC(CO2)O1,841,100:10000:1:Z3874667923;100:10000:1:Z4319758154;100:10000:2:Z4274376725;
CC12CCCC(C1)OC2,351,100:10000:1:Z4276008921;100:10000:3:Z3578957278;100:10000:3:Z3637568927;
O=C1CCNCCCCCN1,365,100:10000:1:Z4276008921;100:10000:2:Z2965252708;100:10000:5:Z3369309829;
CC1(C)C(O)C2CCCNC21,350,100:10000:1:Z2784466007;100:10000:2:Z2781707062;100:10001:2:Z2778013982;
c1nc2c([nH]1)CCC1NCCCC21,113,100:10000:1:Z3584496553;100:10000:5:Z3584500638;100:10000:6:Z3584505429;
CC1(C)CCCc2ccccc21,545,100:10000:1:Z2826120315;100:10000:1:Z2604667198;100:10000:3:Z2299668316;
O=C1CCOc2ccccc2N1,672,100:10000:1:Z3615961921;100:10000:1:Z3626834623;100:10000:1:Z3622166602;
CC1Cc2cccc(Cl)c2O1,135,100:10000:1:Z2170368408;100:10000:5:Z1232879824;100:10001:8:Z1231595323;
Cc1ncnc2ccccc12,742,100:10000:1:Z4237982493;100:10000:3:Z1527546600;100:10000:3:Z1015195226;
Cn1ncc2cc(F)ccc21,231,100:10000:1:Z3521209506;100:10000:3:Z3357343606;100:10000:3:Z3363879489;
NC1CNC2(CCCOC2)C1,134,100:10000:1:Z3521209506;100:10000:6:Z3521203353;100:10001:8:Z3521200971;
CC1CNCCC1N,162,100:10000:1:Z2362680863;100:10000:4:Z2464274910;100:10001:4:Z2466082921;
C1=CSCCO1,293,100:10000:1:Z2801081369;100:10000:3:Z5008571591;100:10000:6:Z3053999749;
Fc1ccc2c(c1)CCCCO2,313,100:10000:1:Z2275593789;100:10000:6:Z3435420075;100:10000:7:Z3996437979;
O=c1[nH]nc2n1CCNC2,682,100:10000:1:Z4265367149;100:10000:7:Z3700666185;100:10000:7:Z3701582164;
Cc1coc(C)n1,807,100:10000:1:Z1669505860;100:10000:5:Z1315147222;100:10000:5:Z1446433143;
CC1(O)CCNCC1,455,100:10000:1:Z2917399682;100:10000:5:Z2129782207;100:10000:5:Z1784071331;
Cc1cccc2c1NCCC2,410,100:10000:1:Z4575184561;100:10000:1:Z2956464962;100:10000:4:Z4114575032;
Fc1cc2c(cc1F)OCCN2,161,100:10000:1:Z3472237904;100:10000:2:Z2477310880;100:10000:9:Z2481415536;
O=C1CC2(CCNC2)Oc2ccccc21,135,100:10000:1:Z2704706572;100:10000:6:Z2347731615;100:10000:8:Z3684323230;
C1CNC2COCC2C1,657,100:10000:1:Z3790212061;100:10000:3:Z2311932187;100:10000:4:Z3085819906;
c1cc2c(s1)COCC2,353,100:10000:1:Z1198600278;100:10000:2:Z2392534530;100:10000:8:Z3254428389;
CC1CCC(F)(F)C1,340,100:10000:1:Z3053619725;100:10000:7:Z3049689655;100:10000:7:Z3046911766;
CC1CCCc2nccn21,943,100:10000:1:Z3366217229;100:10000:1:Z4141520929;100:10000:6:Z2884476893;
O=c1nc[nH]c2ccccc12,79,100:10000:1:Z3366217229;100:10000:2:Z4506503441;100:10001:4:Z4342679726;
CC1CNC(C)C(C)O1,231,100:10000:1:Z1823469410;100:10000:1:Z2870123684;100:10001:6:Z3196003088;
Cc1ccc2[nH]cnc2c1,1072,100:10000:1:Z2215437442;100:10000:2:Z3542968652;100:10000:2:Z3540189579;
O=S1(=O)CCC2(CCCCO2)C1,192,100:10000:1:Z3616940245;100:10001:8:Z2175182552;100:10003:8:Z4105295249;
c1onc2c1CNC2,201,100:10000:1:Z3385535881;100:10000:5:Z3322234346;100:10000:8:Z3680379965;
C1CCC2(CC1)COC2,739,100:10000:1:Z2871308494;100:10000:1:Z5034995888;100:10000:2:Z2844450727;
Cc1cn2cc(Cl)nc2s1,140,100:10000:1:Z3999312213;100:10002:2:Z3819393418;100:10002:4:Z3995110641;
Oc1n[nH]c2c1CNCC2(F)F,162,100:10000:1:Z5024913844;100:10000:9:Z5024939757;100:10001:2:Z5018335198;
c1cn2c(n1)CCCN2,365,100:10000:1:Z4220314781;100:10000:1:Z4220311946;100:10000:6:Z4326916495;
Cc1c[nH]c2c1CCCC2,175,100:10000:1:Z3669459058;100:10000:9:Z3670351733;100:10001:3:Z3699096042;
CC1(C)CNCC2(CCOC2)O1,380,100:10000:1:Z3669459058;100:10000:8:Z3139159592;100:10000:8:Z1948388745;
O=c1[nH]ccc2ccc(Cl)cc12,153,100:10000:1:Z4571670319;100:10000:5:Z4348631427;100:10001:2:Z4350786894;
Cc1cc(Cl)cc2cc[nH]c12,104,100:10000:1:Z2332164193;100:10001:0:Z1690394913;100:10001:2:Z1690654947;
Cc1cccc2ncccc12,442,100:10000:1:Z3588216959;100:10000:4:Z3822343391;100:10000:6:Z3493847816;
CN1CCc2ccsc2C1,247,100:10000:1:Z4089919968;100:10000:4:Z4183808360;100:10000:8:Z4124490511;
Cc1ccc2c(c1)CCS2(=O)=O,181,100:10000:1:Z3339878751;100:10000:6:Z3615196221;100:10000:6:Z4960269727;
Clc1ccc2c(c1)CC1CC21,254,100:10000:1:Z2710745571;100:10000:9:Z2707447911;100:10000:9:Z2709144316;
O=C1CC2OCCC2CN1,311,100:10000:1:Z3667621941;100:10000:1:Z3631109348;100:10001:0:Z3667229419;
O=c1cc2c(n[nH]1)CCNC2,357,100:10000:1:Z3544907514;100:10000:2:Z1726225892;100:10000:3:Z1725665512;
CC1(C)CCCC(C)(C)N1,502,100:10000:1:Z2329423265;100:10000:3:Z1770140575;100:10001:1:Z4419466779;
Cc1ccn2ccnc2c1,1037,100:10000:1:Z1542348430;100:10000:2:Z1271818481;100:10000:2:Z1542717604;
C1CNCC2(C1)CCCN2,127,100:10000:1:Z4204775585;100:10001:1:Z3891189740;100:10002:8:Z3139971275;
Cc1sc2[nH]cnc(=O)c2c1C,131,100:10000:1:Z3856701260;100:10002:4:Z1609747431;100:10003:8:Z1193215633;
c1cn2ccnc2cn1,960,100:10000:1:Z2970022201;100:10000:3:Z3557085340;100:10000:5:Z2970074571;
Oc1cc(O)ncn1,81,100:10000:1:Z3586842688;100:10000:3:Z2911143463;100:10001:1:Z2907948213;
O=C1NCCNC12CCNCC2,151,100:10000:1:Z4422707757;100:10000:9:Z4414597875;100:10002:1:Z4422706731;
C1CCC2(CC3CCC(C2)N3)NC1,78,100:10000:1:Z3700747198;100:10000:5:Z4055968926;100:10004:1:Z4205418617;
CC1CNCCc2ccc(O)cc21,156,100:10000:1:Z3644209428;100:10000:4:Z3712417478;100:10001:2:Z3712414627;
Cc1cc(F)cc(F)c1,489,100:10000:1:Z2408977765;100:10000:1:Z2409156847;100:10000:1:Z4342554074;
OC1CCSCC1,620,100:10000:1:Z1570685605;100:10000:4:Z1286368186;100:10000:4:Z1244335924;
Oc1cnnc(O)c1,19,100:10000:1:Z4292092427;100:10011:5:Z4287880318;100:10016:7:Z4290578369;
CC1CNCCS1(=O)=O,949,100:10000:1:Z4140185645;100:10000:3:Z2784530726;100:10000:4:Z2100166140;
CC1NCNC1=O,327,100:10000:1:Z2457827717;100:10000:2:Z2434286142;100:10000:3:Z4410095098;
Nc1nncs1,493,100:10000:1:Z4492734880;100:10000:5:Z4484856726;100:10000:7:Z3191441621;
CC1NCCCC12CCC2,126,100:10000:1:Z3887776551;100:10000:3:Z3916548910;100:10001:0:Z3883539828;
CC1(C)CNCCCO1,336,100:10000:1:Z4127314312;100:10000:2:Z1222595702;100:10000:5:Z1223865723;
O=C1COc2cccnc2N1,311,100:10000:1:Z3551498429;100:10000:3:Z5004439764;100:10000:4:Z4991855420;
CC1CNCCC(F)(F)C1,232,100:10000:1:Z3649092365;100:10000:1:Z3649090512;100:10000:4:Z3649077287;
O=S1(=O)CCNCc2ccccc21,293,100:10000:1:Z4641933298;100:10000:6:Z4485176174;100:10000:8:Z2506239327;
CC1(C)CC2(CCCCC2)CO1,242,100:10000:1:Z2977700578;100:10000:9:Z3294307922;100:10000:9:Z3360485561;
N=S1(=O)CCC2(CC2)CC1,66,100:10000:1:Z4477018628;100:10000:5:Z4477008320;100:10002:1:Z4477002406;
Cc1cc(C)c(C)o1,279,100:10000:1:Z4477018628;100:10001:0:Z1220380972;100:10001:2:Z4415218247;
OC1CC2CNCC12,168,100:10000:1:Z2618413581;100:10000:2:Z2622971168;100:10001:1:Z2615637515;
CC1CCNCC1(C)C,204,100:10000:1:Z1677541977;100:10000:7:Z1676281104;100:10001:2:Z2765377136;
c1cnn2ccnc2c1,953,100:10000:1:Z4182610874;100:10000:1:Z4896777428;100:10000:2:Z4896946211;
CC1(C)CC1N,115,100:10000:1:Z5005277017;100:10000:3:Z3776704301;100:10001:6:Z3550176846;
Fc1cccc2ccccc12,1072,100:10000:1:Z3471614290;100:10000:3:Z3621383557;100:10000:3:Z2781378055;
C1CC2(C1)CNCCO2,2538,100:10000:1:Z3907340522;100:10000:1:Z3907338193;100:10000:1:Z4206847870;
Cc1n[nH]c2ccccc12,482,100:10000:1:Z2906576242;100:10000:7:Z2629499688;100:10000:9:Z4917389703;
O=C1CNc2cccc(F)c2N1,171,100:10000:1:Z1880221891;100:10000:4:Z4110044523;100:10000:7:Z4394474755;
C1CSCSC1,727,100:10000:1:Z225492314;100:10000:3:Z442153518;100:10000:6:Z3874854449;
CC12CCNCC1C2(F)F,280,100:10000:1:Z2200795647;100:10000:2:Z4685628464;100:10000:8:Z3869903362;
c1ccc2c(c1)CCS2,1094,100:10000:1:Z3787776645;100:10000:1:Z1067566640;100:10000:1:Z3539743824;
C1CCC23OCCC2CC3C1,118,100:10000:1:Z3613029339;100:10000:5:Z3575632171;100:10001:1:Z3613035257;
C1CC2CCCC2C1,1471,100:10000:1:Z3100886442;100:10000:3:Z4178499060;100:10000:3:Z3587070441;
Cc1ccc2[nH]cc(Cl)c2c1,142,100:10000:1:Z4032442767;100:10000:7:Z951742546;100:10001:3:Z2090109484;
CC1=Nc2ccccc2C1(C)C,377,100:10000:1:Z4457555509;100:10000:1:Z4457378006;100:10000:2:Z4309184913;
C1OC2(CNC2)C2CC12,278,100:10000:1:Z2790319652;100:10000:3:Z3403313329;100:10000:5:Z2803500374;
Cc1cc(C)n2nc(C)cc2n1,371,100:10000:1:Z2456849376;100:10001:3:Z3614495989;100:10001:5:Z4091929445;
Cc1n[nH]c(C)n1,2545,100:10000:1:Z1409319503;100:10000:2:Z4151923085;100:10000:2:Z1272357126;
Cc1ncc2cnn(C)c2n1,162,100:10000:1:Z3648814740;100:10000:3:Z3831717246;100:10000:6:Z2772041412;
Clc1ccc2c(c1Cl)OCC2,153,100:10000:1:Z2291675519;100:10000:2:Z1274861528;100:10000:5:Z4613032986;
Cc1ccnc(=O)[nH]1,269,100:10000:1:Z1838316685;100:10000:3:Z4422507035;100:10000:5:Z2931964112;
C1CCC2(C1)CCCNC2,307,100:10000:1:Z1779726690;100:10000:5:Z1784630562;100:10000:6:Z4177114152;
O=C1NCCOc2ccccc21,689,100:10000:1:Z3600756659;100:10000:5:Z2958333888;100:10000:6:Z3590052610;
Fc1ccc2c(Cl)n[nH]c2c1,86,100:10000:1:Z4270346731;100:10001:3:Z4325649377;100:10002:2:Z4270358774;
Cc1nc2n(n1)CCCC2,919,100:10000:1:Z1360756702;100:10000:2:Z4138530811;100:10000:3:Z1050912156;
Cc1cccn2c(=O)ccnc12,557,100:10000:1:Z1583786469;100:10000:2:Z274289890;100:10000:2:Z3829453233;
C1=NOC2(C1)CNC2,510,100:10000:1:Z3647588343;100:10000:2:Z2773410131;100:10000:4:Z4273096422;
O=c1cccc2n1CC1CNCC2C1,170,100:10000:1:Z4018331711;100:10000:4:Z2283165349;100:10000:9:Z2625965131;
CC1NCCc2cc(Cl)ccc21,88,100:10000:1:Z3613779090;100:10000:7:Z4994915369;100:10001:5:Z3310552467;
CC1(C)C(N)C2CCCOC21,127,100:10000:1:Z4005343974;100:10000:4:Z2439737265;100:10000:6:Z4058918121;
C1CCC2(CC1)COCCO2,840,100:10000:1:Z3362827225;100:10000:1:Z3574671936;100:10000:1:Z3395395248;
Nc1cnccn1,488,100:10000:1:Z4284827032;100:10000:3:Z4284125150;100:10000:5:Z1074327916;
O=c1cc[nH]c2ccccc12,1229,100:10000:1:Z2079536865;100:10000:1:Z5000887435;100:10000:1:Z3058083095;
Cn1ccc(Cl)c1,701,100:10000:1:Z1408810680;100:10000:5:Z2027651835;100:10000:5:Z757541750;
NC1CCC(O)C1,213,100:10000:1:Z3102633747;100:10000:5:Z3384901160;100:10000:9:Z4062653298;
Clc1ccc2c(c1)CCNC2,209,100:10000:1:Z3469989238;100:10001:0:Z4886623823;100:10001:0:Z4886623821;
Fc1ccc2c(Cl)csc2c1,101,100:10000:1:Z4026707184;100:10000:1:Z2439242039;100:10000:2:Z2640975201;
O=c1[nH]ccc2ccncc12,118,100:10000:1:Z4302964622;100:10000:2:Z4302876099;100:10000:9:Z1981138333;
