fragment_smiles,occurences,example_ligands
Fc1ccc2c(c1)CCC2,1956,94:09400:0:Z820729486;94:09400:0:Z4291448072;94:09400:0:Z3640025820;
C1CC2(C1)CCC2,13707,94:09400:0:Z3776380169;94:09400:0:Z4380815790;94:09400:0:Z4875919377;
CC1CNCC(C)O1,6777,94:09400:0:Z3383454161;94:09400:0:Z1607832574;94:09400:0:Z3996743869;
C1CSCN1,7517,94:09400:0:Z3383454161;94:09400:0:Z4344402944;94:09400:0:Z4383789921;
CN=S1(=O)CCCC2(CCCN2)C1,246,94:09400:0:Z3416637935;94:09400:2:Z4491202353;94:09400:2:Z4116299245;
O=c1cccc[nH]1,25465,94:09400:0:Z3416637935;94:09400:0:Z3671261276;94:09400:0:Z4598095203;
O=S1(=O)CCCC1,15566,94:09400:0:Z2975929997;94:09400:0:Z1183621361;94:09400:0:Z2918935397;
Clc1cccc(Cl)c1,18832,94:09400:0:Z4226318688;94:09400:0:Z2707037429;94:09400:0:Z1154440343;
CC1COCCN1,6883,94:09400:0:Z1499323747;94:09400:0:Z3009319125;94:09400:0:Z2497843731;
CN1CCn2nccc2C1,839,94:09400:0:Z3803196172;94:09400:0:Z2762147067;94:09400:1:Z2762120029;
CN1CCCC1=O,9912,94:09400:0:Z2928646022;94:09400:0:Z2326586761;94:09400:0:Z2928635702;
c1ncn2c1CCCC2,3324,94:09400:0:Z4294599653;94:09400:0:Z4293611124;94:09400:0:Z4145048868;
CC1CC2CCC1O2,654,94:09400:0:Z2843572726;94:09400:1:Z4109060504;94:09400:2:Z3642053678;
CC1CCCCN1C,1447,94:09400:0:Z1905526222;94:09400:0:Z1653232613;94:09400:2:Z1658546723;
C1CC2(CCN1)OCCO2,977,94:09400:0:Z1556323210;94:09400:1:Z3556136831;94:09400:2:Z4477923154;
O=C1NCCCN1,2082,94:09400:0:Z4459774560;94:09400:0:Z4484671900;94:09400:1:Z5017819961;
c1nc2c(s1)CSCC2,122,94:09400:0:Z2089511072;94:09400:0:Z2089549842;94:09401:5:Z2089520409;
Cn1ncc2cccc(O)c21,202,94:09400:0:Z3585643398;94:09401:2:Z3708560842;94:09401:5:Z4229411250;
O=C1CCNC2COCCN12,321,94:09400:0:Z3585643398;94:09400:1:Z3093424876;94:09400:2:Z3093417177;
C1CNCC2(C1)OCCO2,393,94:09400:0:Z1505343035;94:09400:1:Z2634433673;94:09400:2:Z1538034721;
FC1(F)CNCCO1,210,94:09400:0:Z3355846446;94:09400:3:Z4768191023;94:09400:9:Z4311419043;
c1ccc2ncncc2c1,3519,94:09400:0:Z4186464451;94:09400:0:Z5020227241;94:09400:0:Z2093526757;
CC12CCC1(C)CNC2,175,94:09400:0:Z4186464451;94:09401:5:Z4114049406;94:09401:5:Z4114073554;
CC1CCCCO1,4473,94:09400:0:Z3188000173;94:09400:0:Z3539468226;94:09400:0:Z1616643417;
C1CNCN1,174,94:09400:0:Z3188000173;94:09400:3:Z4276553092;94:09400:9:Z3184417730;
Clc1ccccc1Cl,12904,94:09400:0:Z18398321;94:09400:0:Z1716769827;94:09400:0:Z2790362354;
Cn1ccnc1Cl,838,94:09400:0:Z3625446368;94:09400:1:Z2928520026;94:09400:1:Z2874819058;
O=S1(=O)CCCCCC1,372,94:09400:0:Z3581615370;94:09400:1:Z4665111386;94:09400:2:Z3655712490;
O=c1cccn[nH]1,5645,94:09400:0:Z4503916086;94:09400:0:Z1565505856;94:09400:0:Z3374664649;
Cn1ccc(=O)c2cnn(C)c21,152,94:09400:0:Z2475870503;94:09401:0:Z3898495360;94:09402:1:Z3385560962;
C1NCC2COCC12,1756,94:09400:0:Z2704767998;94:09400:0:Z2974531479;94:09400:0:Z2488742195;
Cc1cc(C)[nH]n1,27245,94:09400:0:Z1267461766;94:09400:0:Z3207341534;94:09400:0:Z3898741984;
C1=NOCC1,8807,94:09400:0:Z3629515048;94:09400:0:Z2775041518;94:09400:0:Z4128425797;
c1cc2c(s1)CCCC2,2078,94:09400:0:Z104255390;94:09400:0:Z758099014;94:09400:0:Z3713740569;
Cc1nnc2[nH]ncc2c1C,130,94:09400:0:Z4271813765;94:09402:3:Z1171597789;94:09402:8:Z2639052533;
O=c1[nH]nn[nH]1,586,94:09400:0:Z3500833256;94:09400:1:Z4307005721;94:09400:1:Z4307908835;
CC1CCCNC1,19920,94:09400:0:Z804536672;94:09400:0:Z4878793871;94:09400:0:Z3164929658;
Fc1cccc2[nH]ccc12,949,94:09400:0:Z3602179615;94:09400:0:Z1250644753;94:09400:1:Z1715618819;
C1CC2CNCC2C1,5718,94:09400:0:Z3602179615;94:09400:0:Z3681672750;94:09400:0:Z2790362354;
Cc1c[nH]nn1,767,94:09400:0:Z2715006289;94:09400:1:Z2801796420;94:09400:1:Z2981967671;
CN1CCCC2(CCNCC2)C1,392,94:09400:0:Z4394312258;94:09400:1:Z4395315620;94:09400:1:Z4471372155;
O=S1(=O)CCCN1,8969,94:09400:0:Z3175834597;94:09400:0:Z3893233947;94:09400:0:Z3046861037;
c1ccn2ncnc2c1,2054,94:09400:0:Z4930671788;94:09400:0:Z1633839970;94:09400:0:Z3352285745;
Cc1n[nH]c(C)n1,2527,94:09400:0:Z4107097940;94:09400:0:Z2100568678;94:09400:0:Z4152744562;
c1cc2c(cn1)CCCC2,1780,94:09400:0:Z3324614350;94:09400:0:Z2965178999;94:09400:0:Z3361940667;
N=S1(=O)CCC1,68,94:09400:0:Z4598560856;94:09402:9:Z4598565468;94:09403:3:Z4598560210;
C1CCCOCC1,1345,94:09400:0:Z3311129557;94:09400:0:Z1602357137;94:09400:2:Z1900873639;
C1CNCC2(C1)COCCO2,396,94:09400:0:Z2964230103;94:09400:0:Z2964229634;94:09400:2:Z2955762042;
c1cnc2scnc2c1,1135,94:09400:0:Z4021850731;94:09400:0:Z4013647464;94:09400:0:Z3390400604;
CC1CCCC(F)(F)C1,803,94:09400:0:Z4171105811;94:09400:0:Z4329999776;94:09400:1:Z4518410143;
CC1CCc2ccccc21,1261,94:09400:0:Z1154440343;94:09400:0:Z2600194763;94:09400:1:Z2697490458;
Cc1n[nH]c2cnccc12,147,94:09400:0:Z3349622294;94:09401:0:Z3599186687;94:09402:5:Z4472701568;
O=C1CCNC(=O)N1,20293,94:09400:0:Z3540486962;94:09400:0:Z4349749109;94:09400:0:Z4388490006;
OC1CCC(O)CC1,175,94:09400:0:Z2027524493;94:09400:7:Z4244887780;94:09401:8:Z1916068805;
C1CC2(CCOCC2)CN1,3255,94:09400:0:Z2219420218;94:09400:0:Z3611364041;94:09400:0:Z1518224787;
Cc1cncnc1,1954,94:09400:0:Z1673947782;94:09400:0:Z3948170571;94:09400:0:Z3536309293;
C1=CCNC1,1393,94:09400:0:Z1673947782;94:09400:0:Z1643909121;94:09400:0:Z1630926891;
Cc1ccc[nH]c1=O,913,94:09400:0:Z1588843725;94:09400:3:Z4599280017;94:09400:4:Z1521729564;
Cc1cnco1,9885,94:09400:0:Z3634437173;94:09400:0:Z2068241014;94:09400:0:Z2070223858;
C1CC2CNCC12,6021,94:09400:0:Z3634437173;94:09400:0:Z4003563080;94:09400:0:Z3620000046;
C1CCC2(CC1)CCC2,4598,94:09400:0:Z1927218601;94:09400:0:Z3536662638;94:09400:0:Z4477905405;
Cn1ncc2cccnc21,2387,94:09400:0:Z1653966852;94:09400:0:Z4488504874;94:09400:0:Z4960798529;
Cc1ncc2c(n1)CCCC2,1440,94:09400:0:Z3353475218;94:09400:1:Z1361311318;94:09400:1:Z3361006817;
c1ccc2c(c1)CCCN2,14881,94:09400:0:Z4002896368;94:09400:0:Z1647113054;94:09400:0:Z3836842773;
C1CCC2(C1)CCNCC2,976,94:09400:0:Z4055389588;94:09400:1:Z4122432066;94:09400:2:Z4215215982;
OC1CCOC1,4764,94:09400:0:Z3842933590;94:09400:0:Z2961648440;94:09400:0:Z4909731377;
Cn1cccc1,12925,94:09400:0:Z3536662638;94:09400:0:Z2210402074;94:09400:0:Z3589209637;
C1COCCO1,7744,94:09400:0:Z4000886787;94:09400:0:Z2018447053;94:09400:0:Z3540020159;
c1nc2c(o1)CCCC2,317,94:09400:0:Z3370936608;94:09400:0:Z3370936603;94:09401:7:Z3370928373;
C1CNC2CCCNC2C1,398,94:09400:0:Z2210402074;94:09400:1:Z3828920987;94:09400:4:Z2394864109;
Cc1ccc(Cl)cn1,309,94:09400:0:Z4574503784;94:09400:7:Z4141750310;94:09400:7:Z4081883677;
C1CCC2(C1)CCCO2,1882,94:09400:0:Z2965837326;94:09400:0:Z2495345562;94:09400:0:Z2874516804;
CC1(C)CNCc2ccccc2O1,273,94:09400:0:Z2150039970;94:09400:0:Z4073161336;94:09401:0:Z2150041558;
c1ncc2cn[nH]c2n1,1046,94:09400:0:Z2792847887;94:09400:1:Z645024560;94:09400:2:Z3832707018;
Cc1ccc(C)[nH]1,7795,94:09400:0:Z2918935397;94:09400:0:Z1677399046;94:09400:0:Z1384222378;
Cc1ncc(Cl)cn1,274,94:09400:0:Z1929174629;94:09400:3:Z4359381447;94:09400:8:Z4574335577;
C1CCC2(C1)OCCO2,2286,94:09400:0:Z2474344240;94:09400:0:Z2870526926;94:09400:1:Z3722977226;
Cc1nc2ccccc2n1C,875,94:09400:0:Z4199394477;94:09400:0:Z3103843851;94:09400:0:Z1953345956;
CC1(C)CCCNC1=O,951,94:09400:0:Z4199394477;94:09400:0:Z3893084483;94:09400:3:Z3809056423;
Cc1ccsn1,2114,94:09400:0:Z3599360939;94:09400:0:Z3058618469;94:09400:1:Z937261188;
Cn1cc2c(n1)CCNC2,768,94:09400:0:Z3518003144;94:09400:4:Z4229482033;94:09400:5:Z3706660961;
OC1CNCC12CCC2,226,94:09400:0:Z3788378517;94:09400:8:Z3842947710;94:09401:2:Z4137985359;
NC1CCSC1,164,94:09400:0:Z4519829955;94:09400:7:Z3381762843;94:09402:2:Z4519684776;
C1COCO1,9431,94:09400:0:Z4277323033;94:09400:0:Z4491258455;94:09400:0:Z2121055811;
c1nc2n(n1)CCCC2,2598,94:09400:0:Z3602746799;94:09400:0:Z1368558880;94:09400:0:Z2601400260;
Nc1ncnc2[nH]cnc12,677,94:09400:0:Z3657924030;94:09400:1:Z4459245785;94:09400:7:Z4247725000;
Cc1nncn1C,3147,94:09400:0:Z2805301952;94:09400:0:Z1191254030;94:09400:0:Z2913350016;
CN1CCC2(CCNC2)CC1,362,94:09400:0:Z3871536668;94:09400:9:Z3869508951;94:09401:4:Z2227059993;
C1CCC2(CCOC2)OC1,1299,94:09400:0:Z3871536668;94:09400:0:Z3093563685;94:09400:1:Z3341324594;
Cc1ccc2nccnc2c1,210,94:09400:0:Z3385423584;94:09400:1:Z3080798929;94:09400:3:Z3085578179;
C1CCC2NCCC2C1,3126,94:09400:0:Z3385423584;94:09400:0:Z3385425653;94:09400:0:Z4996898373;
Clc1ccc2c(c1)CNCC2,547,94:09400:0:Z2476011187;94:09400:0:Z4058057577;94:09400:1:Z2223749918;
CN1CCCC(C)(C)C1,683,94:09400:0:Z1932466703;94:09400:1:Z3715718712;94:09400:2:Z2358852696;
O=C1CCCCN1,31457,94:09400:0:Z3681672750;94:09400:0:Z3538571048;94:09400:0:Z3535213618;
Cc1cc(C)sn1,546,94:09400:0:Z2674731446;94:09400:0:Z2323142113;94:09400:1:Z3368098925;
C1CC2(CCN1)CC2,4132,94:09400:0:Z2827206566;94:09400:0:Z3796691729;94:09400:0:Z4511107063;
Fc1cnc2cccnc2c1,385,94:09400:0:Z4572193519;94:09400:0:Z4572101988;94:09400:2:Z2072493750;
C1CC2COCC2O1,1659,94:09400:0:Z3504061145;94:09400:1:Z3587978837;94:09400:2:Z2928330704;
Cn1ccc2c1CCOC2,440,94:09400:0:Z4507197295;94:09400:2:Z4502405969;94:09400:3:Z4506789272;
CC1(C)CCNC1,6347,94:09400:0:Z1344756915;94:09400:0:Z2414053023;94:09400:0:Z2497768954;
C1=Nc2ncnn2CC1,24,94:09400:0:Z4250853805;94:09401:2:Z4250859456;94:09425:0:Z4250846449;
OC1C2CNCC1OC2,252,94:09400:0:Z4917647533;94:09400:0:Z4157426425;94:09400:9:Z4187342148;
O=C1Cc2cccc3c2N1CCC3,104,94:09400:0:Z1693114164;94:09400:9:Z3621256442;94:09403:1:Z2618114019;
CN1C2CCCC1CC2,1525,94:09400:0:Z3679026394;94:09400:0:Z4258748868;94:09400:0:Z2352716579;
Cc1cc(Cl)ccc1F,159,94:09400:0:Z4400078191;94:09400:1:Z2144596572;94:09403:6:Z4240862866;
CC1(C)CCNc2ccccc21,134,94:09400:0:Z2157682969;94:09400:8:Z4127391425;94:09401:2:Z2918674540;
C1CNCCOC1,12757,94:09400:0:Z4614380972;94:09400:0:Z2441560551;94:09400:0:Z3407364458;
O=C1NCCCNC12CCC2,203,94:09400:0:Z3207341534;94:09400:4:Z3207339564;94:09400:5:Z3318133031;
c1ccn2nccc2c1,4511,94:09400:0:Z2077741508;94:09400:0:Z4562051721;94:09400:0:Z2966297317;
Cn1ncc2ccccc21,3594,94:09400:0:Z3868538354;94:09400:0:Z4648341058;94:09400:0:Z2186901668;
C1CSCCN1,11174,94:09400:0:Z5018431453;94:09400:0:Z2297454075;94:09400:0:Z4402797034;
CC1(C)OC2CCC1CC2,229,94:09400:0:Z5045105598;94:09400:1:Z4206812600;94:09400:1:Z5043028977;
CC1CNCCC1=O,267,94:09400:0:Z2295612152;94:09400:1:Z2053219391;94:09400:2:Z4076493909;
O=S1(=O)CCC(O)C1,558,94:09400:0:Z2914644840;94:09400:2:Z4451086192;94:09400:5:Z3678532147;
CC1(C)CC(=O)Nc2ccccc21,101,94:09400:0:Z3620756817;94:09400:8:Z3008078611;94:09401:9:Z3009020712;
C1OC2CNCC2O1,252,94:09400:0:Z3620756817;94:09400:2:Z3596077411;94:09400:5:Z3602102080;
CC1(C)CCCCN1,1741,94:09400:0:Z4511036871;94:09400:0:Z4090173757;94:09400:1:Z4342517999;
CC1CCCCN1,15104,94:09400:0:Z4135770775;94:09400:0:Z1177144099;94:09400:0:Z2584337782;
Cc1ccno1,14311,94:09400:0:Z2046459770;94:09400:0:Z3782318729;94:09400:0:Z2436439604;
c1ncsn1,9332,94:09400:0:Z2046459770;94:09400:0:Z3870567571;94:09400:0:Z1957993566;
C1CCC2(CCC2)OC1,3579,94:09400:0:Z3520746215;94:09400:0:Z3104771042;94:09400:1:Z3659906200;
C1CC2CNCC1O2,1325,94:09400:0:Z1595458019;94:09400:0:Z3372872869;94:09400:1:Z2845385808;
Cc1cnoc1C,170,94:09400:0:Z2295299341;94:09400:2:Z2873200188;94:09400:9:Z4033173898;
c1occ2c1CCOC2,346,94:09400:0:Z2911017008;94:09400:2:Z2072555305;94:09400:2:Z2073241947;
O=C1CCCCCN1,4440,94:09400:0:Z2386241523;94:09400:0:Z4272355421;94:09400:0:Z3570968863;
OC1CC2CCCC12,335,94:09400:0:Z3905558549;94:09400:0:Z3625651722;94:09400:0:Z3625640215;
c1nnc2n1CCC2,3092,94:09400:0:Z3617405771;94:09400:0:Z3345202104;94:09400:0:Z1384389038;
Cn1cnnc1,26501,94:09400:0:Z3094828307;94:09400:0:Z3947234891;94:09400:0:Z3513927700;
Cc1n[nH]c2c1CCCC2,771,94:09400:0:Z3893008097;94:09400:0:Z3535076251;94:09400:1:Z3544525872;
Cc1nccc2c1OC(C)(C)OC2,460,94:09400:0:Z4518115909;94:09400:0:Z4934514295;94:09400:2:Z4570323733;
CC1CS(=O)(=O)C1,756,94:09400:0:Z4518115909;94:09400:4:Z3441700948;94:09400:5:Z3617003036;
Clc1cncc(Cl)c1,1807,94:09400:0:Z3103226776;94:09400:0:Z3519407639;94:09400:0:Z4137844712;
CC1(C)CCC(=O)N1,1138,94:09400:0:Z4272549721;94:09400:3:Z3521474001;94:09400:3:Z3552318702;
C1CC2COC(C1)C2,2859,94:09400:0:Z3796691729;94:09400:0:Z3647562935;94:09400:0:Z3628128686;
Clc1ccnc2c1NCC2,122,94:09400:0:Z4341580763;94:09400:6:Z4353295278;94:09400:8:Z4353300813;
C1CC2CC3(CC3)CC1N2,109,94:09400:0:Z2705504089;94:09401:7:Z3610002232;94:09402:4:Z2704181740;
Cc1cccs1,12779,94:09400:0:Z3356327769;94:09400:0:Z1284998137;94:09400:0:Z2635182644;
CC1CNCC(C)(C)O1,1124,94:09400:0:Z4121880908;94:09400:0:Z4168552619;94:09400:0:Z2231711375;
O=S1(=O)CC2(CCN2)C1,236,94:09400:0:Z3438047455;94:09400:3:Z3434396373;94:09400:4:Z3615232511;
Cc1ccccc1C,15962,94:09400:0:Z2456862442;94:09400:0:Z2010186115;94:09400:0:Z2727795340;
c1nnc2n1CCCC2,7521,94:09400:0:Z3879447967;94:09400:0:Z4281337778;94:09400:0:Z2772123818;
c1cc2sccc2s1,615,94:09400:0:Z4277899394;94:09400:0:Z4250676668;94:09400:3:Z2800578831;
CC1CC1(F)F,2319,94:09400:0:Z4277899394;94:09400:0:Z4132444070;94:09400:1:Z2850554921;
C1NC2CNC1C2,2496,94:09400:0:Z4153462787;94:09400:0:Z2809276564;94:09400:0:Z4422117402;
Cn1cc(Cl)cn1,4176,94:09400:0:Z3723889352;94:09400:0:Z4416100259;94:09400:0:Z4603193937;
CC1=CC(C)n2nnnc2N1C,140,94:09400:0:Z2915176640;94:09401:2:Z2499380169;94:09402:2:Z3060872126;
Cc1cocn1,7891,94:09400:0:Z2814301480;94:09400:0:Z4959470524;94:09400:0:Z4220776437;
Fc1ccc(Cl)cc1,3780,94:09400:0:Z1431794612;94:09400:0:Z1130273696;94:09400:0:Z2092965202;
CC1CNCc2cn[nH]c2C1,239,94:09400:0:Z3870366467;94:09400:2:Z3870366059;94:09401:0:Z4304453487;
CC1CCCC1,6260,94:09400:0:Z4273596431;94:09400:0:Z1709830879;94:09400:0:Z4867065801;
C1CNC2CCNCC2C1,786,94:09400:0:Z3385138786;94:09400:0:Z3385130827;94:09400:0:Z3385140567;
FC1CCC1,9464,94:09400:0:Z3340855433;94:09400:0:Z3369365744;94:09400:0:Z2010186115;
C1CC2(C1)CNC2,5520,94:09400:0:Z3892682956;94:09400:0:Z3674368428;94:09400:0:Z3176472654;
Cc1c2ccccc2nn1C,274,94:09400:0:Z3595276332;94:09400:7:Z4041671608;94:09400:9:Z2801472709;
OC1CCCC2CCC1N2,223,94:09400:0:Z3595276332;94:09400:1:Z3592027906;94:09400:4:Z3605690099;
C1COCC2(C1)CCOCC2,1400,94:09400:0:Z2878791358;94:09400:0:Z3009041504;94:09400:1:Z2849750403;
CC1CC2CCC(C1)S2,334,94:09400:0:Z3591500208;94:09400:0:Z4138114702;94:09400:3:Z4352041753;
Clc1cn[nH]c1,7183,94:09400:0:Z3141516536;94:09400:0:Z2170577406;94:09400:0:Z3714040799;
Fc1cccc2cccnc12,1267,94:09400:0:Z2209648594;94:09400:2:Z2208867372;94:09400:3:Z3626468778;
C1CCC2(CC1)CCN2,610,94:09400:0:Z2209648594;94:09400:4:Z1874734821;94:09400:4:Z1874739101;
CN1CCCC12CCNCC2,253,94:09400:0:Z1681671144;94:09400:5:Z3542817753;94:09401:4:Z3194874031;
O=C1COCCN1,2561,94:09400:0:Z1933256228;94:09400:0:Z5061153520;94:09400:1:Z2992306440;
CC1CCC(C)NC1,662,94:09400:0:Z3133426783;94:09400:6:Z4576259330;94:09400:7:Z2168105506;
O=c1cc[nH]c(=O)[nH]1,3479,94:09400:0:Z2350843333;94:09400:0:Z2921538972;94:09400:0:Z4031253827;
NC1CCNCC1,2770,94:09400:0:Z4536722964;94:09400:0:Z4061323044;94:09400:0:Z2853956854;
Cc1ccc2c(c1)OC(C)CN2,190,94:09400:0:Z4112473627;94:09400:3:Z4112472142;94:09400:9:Z1335526700;
OC1CNC1,8227,94:09400:0:Z4227414295;94:09400:0:Z3878490918;94:09400:0:Z3695351574;
CN1CCOCC1,4048,94:09400:0:Z2700080347;94:09400:0:Z2701603963;94:09400:1:Z4419490535;
O=c1cc[nH][nH]1,1559,94:09400:0:Z2233781567;94:09400:2:Z4084715110;94:09400:3:Z2959902900;
Clc1ccc2cccnc2c1,977,94:09400:0:Z3367469780;94:09400:0:Z3367388449;94:09400:1:Z3554272186;
OC1CCCC1O,317,94:09400:0:Z3367469780;94:09400:0:Z3367388449;94:09400:0:Z4999202173;
Oc1ccccc1F,2893,94:09400:0:Z2273404415;94:09400:0:Z4058057577;94:09400:0:Z2817283864;
c1cc2n(n1)CCC2,2341,94:09400:0:Z3055599999;94:09400:0:Z4475622505;94:09400:0:Z4216726612;
Cc1nc2ncccn2n1,562,94:09400:0:Z1663381552;94:09400:0:Z1748527950;94:09400:0:Z3076425330;
Oc1ccccn1,3913,94:09400:0:Z1764928248;94:09400:0:Z4270738902;94:09400:0:Z4353026228;
C1CNCC2(C1)CCOCC2,1477,94:09400:0:Z3134566163;94:09400:0:Z4576395298;94:09400:0:Z4576391333;
O=c1[nH]ccc2ccccc12,2137,94:09400:0:Z2840824525;94:09400:0:Z2408243034;94:09400:0:Z2104249458;
FC1(F)C2CCCCC21,2463,94:09400:0:Z2840824525;94:09400:0:Z3564418929;94:09400:0:Z2639453396;
CC1CCCN1C,1610,94:09400:0:Z2932210866;94:09400:1:Z2456379097;94:09400:2:Z2910504360;
O=C1CCC2SCCN12,390,94:09400:0:Z1440906277;94:09400:0:Z3700625174;94:09400:5:Z364053446;
Fc1ccc(Cl)c2c1CNCC2,122,94:09400:0:Z4413692258;94:09400:3:Z4245615716;94:09400:4:Z4296161645;
CN1CC2CCCC2C1,446,94:09400:0:Z3092073026;94:09400:0:Z3184178262;94:09400:1:Z3101630823;
c1ccc2c(c1)CNC2,6393,94:09400:0:Z3620600820;94:09400:0:Z3668110585;94:09400:0:Z3139632393;
FC1(F)CCC2(CCNC2)CC1,227,94:09400:0:Z3620600820;94:09400:1:Z3255630766;94:09400:3:Z3878384643;
Cc1ncno1,7531,94:09400:0:Z4111847241;94:09400:0:Z2435367612;94:09400:0:Z4205700404;
C1CC2CCC1CO2,2169,94:09400:0:Z4490962455;94:09400:0:Z4478186298;94:09400:0:Z4879956748;
Cc1ncc2cn[nH]c2n1,351,94:09400:0:Z1192188399;94:09400:2:Z3390876927;94:09400:3:Z3391520395;
CC1CCOC1,4952,94:09400:0:Z1192188399;94:09400:0:Z2931834925;94:09400:1:Z4317260027;
C1CCC2(C1)CCOC2,1152,94:09400:0:Z3800536973;94:09400:0:Z4638732530;94:09400:2:Z3835617374;
Fc1cc(F)c2c(c1)OCC2,334,94:09400:0:Z1752614767;94:09400:1:Z1889694908;94:09400:4:Z1653560501;
CC1CCC(=O)N1,1704,94:09400:0:Z2794862509;94:09400:0:Z2260163112;94:09400:0:Z2373430194;
Fc1ccc2c(c1)CCO2,903,94:09400:0:Z1386557907;94:09400:1:Z4236556717;94:09400:1:Z2800938717;
FC1(F)CCC2(CCNCC2)C1,210,94:09400:0:Z3898741984;94:09400:4:Z5004694733;94:09400:8:Z3898744773;
C1CCCCCC1,505,94:09400:0:Z3590667792;94:09400:0:Z3574121869;94:09400:6:Z4325936918;
CC1(C)CCC1N,511,94:09400:0:Z2826569664;94:09400:2:Z4174592858;94:09400:2:Z4175764686;
Cc1ccnc2ccccc12,1506,94:09400:0:Z2662203646;94:09400:0:Z5020393310;94:09400:1:Z3612474826;
C1CNC2COCC2C1,671,94:09400:0:Z2662203646;94:09400:0:Z3609473024;94:09400:1:Z3807414665;
Oc1ccc2c(c1)CCNCC2,310,94:09400:0:Z1234748871;94:09400:1:Z3639936228;94:09400:2:Z4253694105;
Fc1cnccc1Cl,465,94:09400:0:Z4166741555;94:09400:0:Z4266918434;94:09400:0:Z3395363551;
Nc1ncncn1,1515,94:09400:0:Z2970101544;94:09400:0:Z2969123964;94:09400:1:Z1682767145;
Oc1ccon1,198,94:09400:0:Z4260803042;94:09400:2:Z4603057904;94:09400:4:Z3595120629;
NC1CC(F)C1,222,94:09400:0:Z3795868460;94:09400:0:Z3701057187;94:09400:0:Z3795949692;
c1cc2c(cn1)NCC2,401,94:09400:0:Z2906607355;94:09400:4:Z2893650385;94:09400:9:Z4114644853;
Clc1ccc2c(c1)NCCO2,115,94:09400:0:Z1361618219;94:09400:2:Z1882935376;94:09403:3:Z1265457999;
c1ccc2c(c1)OCCS2,1032,94:09400:0:Z3899432053;94:09400:0:Z4599629673;94:09400:1:Z2147365988;
c1ccc2c(c1)COCO2,467,94:09400:0:Z2392537204;94:09400:8:Z1311186563;94:09401:7:Z1426407195;
C1CC2CCC1CC2,3670,94:09400:0:Z4128425797;94:09400:0:Z3834901845;94:09400:0:Z4302894915;
Cc1nc2ccccc2o1,2261,94:09400:0:Z3503384213;94:09400:0:Z3515764062;94:09400:0:Z1939543934;
CN1CCCC1,10043,94:09400:0:Z3503384213;94:09400:0:Z2722202406;94:09400:0:Z2718428073;
c1ncc2nc[nH]c2n1,10888,94:09400:0:Z4768592113;94:09400:0:Z4768591803;94:09400:0:Z4768205246;
CC1(C)CNCC(O)C1,187,94:09400:0:Z2802976676;94:09400:0:Z3562527160;94:09400:6:Z2802977357;
C1CCC2(C1)CCCOC2,646,94:09400:0:Z3318037868;94:09400:0:Z4196042186;94:09400:1:Z3197463431;
O=S1(=O)NC=Nc2ccccc21,206,94:09400:0:Z826550174;94:09400:1:Z2219578035;94:09400:2:Z3518462644;
c1ccc2sccc2c1,7779,94:09400:0:Z3101635162;94:09400:0:Z3572968008;94:09400:0:Z3530511885;
C1CC2CNCC2CO1,1551,94:09400:0:Z3101635162;94:09400:0:Z4145355586;94:09400:1:Z3006970171;
Cc1cn[nH]c1,13883,94:09400:0:Z1372723669;94:09400:0:Z2176746801;94:09400:0:Z3360214967;
O=C1NCc2ccccc21,1691,94:09400:0:Z3655094619;94:09400:0:Z3378387574;94:09400:0:Z4055904503;
O=C1CNCCCN1,2702,94:09400:0:Z4511440483;94:09400:0:Z1863930394;94:09400:0:Z2637051663;
Cc1cn2c(n1)CNCC2,383,94:09400:0:Z4021614639;94:09400:0:Z1644565516;94:09400:3:Z1648875080;
CC1CCCC(C)N1,2628,94:09400:0:Z3598239250;94:09400:0:Z4294922527;94:09400:0:Z3173326454;
c1ccn2ccnc2c1,10055,94:09400:0:Z3598239250;94:09400:0:Z2171362418;94:09400:0:Z1745239203;
Cn1ccnn1,11890,94:09400:0:Z3175945373;94:09400:0:Z2898481308;94:09400:0:Z4233017120;
c1cnc2c(c1)OCCO2,1475,94:09400:0:Z3175945373;94:09400:0:Z4909486848;94:09400:0:Z4909341629;
Cc1ccc2c(c1)CNCC2(C)C,130,94:09400:0:Z1152034182;94:09400:0:Z1426310601;94:09400:2:Z2449581844;
NC1CCCNC1,1579,94:09400:0:Z4981574978;94:09400:0:Z4314513976;94:09400:0:Z4341797400;
c1ccc2c(c1)CCCC2,14300,94:09400:0:Z3369108453;94:09400:0:Z4145355586;94:09400:0:Z3611194313;
Cc1cccnc1,21584,94:09400:0:Z3369108453;94:09400:0:Z3050393314;94:09400:0:Z2148002879;
Cn1c(=O)[nH]c2ccccc21,1469,94:09400:0:Z1998568423;94:09400:0:Z3139267544;94:09400:0:Z1501178081;
c1ccc2oncc2c1,1937,94:09400:0:Z1998568423;94:09400:0:Z3093224484;94:09400:0:Z3093244454;
c1noc2c1CCCC2,1502,94:09400:0:Z3999171962;94:09400:1:Z2120033051;94:09400:1:Z815749426;
Cc1nnco1,6751,94:09400:0:Z4294922527;94:09400:0:Z2795926404;94:09400:0:Z4997666531;
C1CC2CC1CO2,4115,94:09400:0:Z5033352216;94:09400:0:Z3804494974;94:09400:0:Z4876273284;
Cc1ccc2ccccc2n1,2633,94:09400:0:Z1532987863;94:09400:0:Z4141957480;94:09400:2:Z2302685524;
