fragment_smiles,occurences,example_ligands
Cc1cc(C)c2[nH]ccc2c1,37,407:40700:6:Z3295359445;407:40700:8:Z3278708386;407:40702:4:Z3296262423;
Cc1cnc(C)c(C)n1,526,407:40700:6:Z4212528987;407:40700:6:Z1701856729;407:40700:8:Z4132779636;
CC1CNCCC1N,43,407:40700:6:Z2446909503;407:40703:4:Z2362988931;407:40703:7:Z2446906556;
CN1CC2(CCNCC2)c2ccccc21,107,407:40700:6:Z3822518153;407:40702:2:Z3842632495;407:40703:4:Z3893169426;
CC1CCNCC(C)O1,248,407:40700:6:Z4772808774;407:40701:9:Z3170222320;407:40702:6:Z3171668402;
CC1CNCCc2ccc(Cl)cc21,50,407:40700:6:Z2476209737;407:40706:9:Z2476210284;407:40709:9:Z2477150237;
c1ccc2c(c1)NCCCS2,99,407:40700:6:Z411297810;407:40701:0:Z873137602;407:40702:0:Z1254242094;
C1=NCCN1,84,407:40700:6:Z4211659535;407:40701:0:Z3986621298;407:40701:5:Z4211663001;
Clc1cnns1,32,407:40700:6:Z1608717151;407:40712:0:Z267430692;407:40712:2:Z106312970;
O=S1(=O)CCC2(CC2)CC1,252,407:40700:6:Z2044831135;407:40701:4:Z2116515003;407:40702:0:Z2044253490;
Cn1c(=O)[nH]c2ccccc2c1=O,212,407:40700:6:Z3295494091;407:40701:5:Z4085948844;407:40701:9:Z3297788682;
Fc1ccc2[nH]nnc2c1,269,407:40700:6:Z2004548174;407:40701:1:Z3708226811;407:40701:1:Z2684959823;
Clc1ccc2c(c1)CCN2,338,407:40700:6:Z1260600329;407:40702:2:Z1378011924;407:40702:4:Z3549899913;
Nc1ncc2c(n1)CC1CCCC2N1,93,407:40700:6:Z4264477708;407:40700:6:Z4268462994;407:40702:1:Z4272319301;
Cn1c(=O)cnc2ccccc21,318,407:40700:6:Z2662494945;407:40700:8:Z3898754669;407:40701:4:Z3867561001;
Cc1cccc2c1C(C)CC2,123,407:40700:6:Z1952989323;407:40700:6:Z1848508664;407:40702:5:Z2877154575;
CC1CNCC(O)C1,169,407:40700:6:Z4423987537;407:40700:6:Z4406447027;407:40701:6:Z4141742393;
Cc1ccsn1,569,407:40700:6:Z3723321347;407:40701:1:Z123603304;407:40701:2:Z1348788239;
C1COC2(CCN1)CCSC2,20,407:40700:6:Z3805224745;407:40711:4:Z3910659853;407:40715:9:Z3841852542;
CC1CCCCNC1,75,407:40700:6:Z1725321592;407:40703:3:Z4230304389;407:40705:5:Z4208204957;
O=C1CCC2(CCNCC2)N1,312,407:40700:6:Z4150471789;407:40700:6:Z3591000029;407:40701:2:Z4132529389;
Cc1ccc2nc[nH]c2n1,51,407:40700:6:Z3095929036;407:40701:0:Z3181105386;407:40701:0:Z3793709443;
CC12CCC(C1)OC2,157,407:40700:6:Z3435606892;407:40701:8:Z3842497806;407:40702:6:Z3637597968;
CC12CNCCC1C2(F)F,99,407:40700:6:Z4264822418;407:40700:9:Z4218174584;407:40702:1:Z4245844375;
Cc1cc(C)cc(O)c1,67,407:40700:6:Z4913308941;407:40701:0:Z4913153355;407:40705:5:Z4022177573;
O=S1(=O)CCOCC1,282,407:40700:6:Z1564728346;407:40700:6:Z1566294130;407:40700:8:Z1565141577;
C1CNCC2(C1)CCCN2,109,407:40700:6:Z3371043548;407:40703:9:Z4110562756;407:40703:9:Z3057813848;
CC12CCC1(C)CNC2,31,407:40700:6:Z4111580402;407:40708:8:Z4111789795;407:40718:5:Z4111216335;
Cc1ccc2c(c1)C(=O)NCCN2,138,407:40700:6:Z5058962277;407:40700:9:Z5058962552;407:40700:9:Z5058958308;
Fc1cncc2ccccc12,199,407:40700:6:Z4142104350;407:40700:6:Z4143664555;407:40701:2:Z4142109728;
Cc1nc(C)c2c(C)csc2n1,220,407:40700:6:Z1096344283;407:40701:2:Z1265530411;407:40701:5:Z318524440;
CC1=CSCCO1,41,407:40700:6:Z2119376503;407:40710:0:Z2116852216;407:40713:0:Z2125508432;
Cc1ccc2c(=O)cc[nH]c2n1,101,407:40700:6:Z1195462685;407:40703:1:Z1231015994;407:40704:2:Z2705648367;
O=C1CNc2cc(F)c(F)cc2N1,84,407:40700:6:Z4127052428;407:40700:7:Z4127057190;407:40700:8:Z4127047392;
OC1CCNc2ccccc21,66,407:40700:6:Z3562506985;407:40701:7:Z2956474442;407:40704:8:Z3562507572;
c1cnc2c(c1)CNCCC2,224,407:40700:6:Z2691265082;407:40701:9:Z2691242908;407:40702:7:Z4772112833;
c1nnn2c1CCCC2,185,407:40700:6:Z3943420009;407:40701:3:Z4178616116;407:40701:8:Z3897526181;
CC1=CCc2ccccc2O1,119,407:40700:6:Z1314922304;407:40701:3:Z1315370056;407:40701:7:Z1312725650;
Cc1cc(=O)n2c(n1)NCC2,55,407:40700:6:Z1639478859;407:40703:4:Z1689494093;407:40705:2:Z1592204754;
Cc1cn2ccncc2n1,427,407:40700:6:Z3721684451;407:40700:7:Z1869836526;407:40701:0:Z1894223707;
CC1CNC2(COC2)CO1,45,407:40700:6:Z4883804020;407:40702:6:Z4883815794;407:40703:0:Z4883817407;
CC1CCCn2ccnc21,628,407:40700:6:Z3051930594;407:40700:6:Z3047602133;407:40700:8:Z3052030710;
Clc1ccn2nccc2c1,148,407:40700:6:Z2172476555;407:40700:9:Z2027463553;407:40701:3:Z2072947785;
Clc1csc2cc3c(cc12)OCCO3,71,407:40700:6:Z101989792;407:40700:7:Z2078929786;407:40701:3:Z1391748832;
N=S1(=O)CCCCCC1,1,407:40700:6:Z3623219173;
C1CC23CNCC2(C1)CNC3,122,407:40700:6:Z3596242546;407:40701:6:Z3596241767;407:40703:8:Z4325658084;
c1cc2c(o1)CCCC2,261,407:40700:6:Z2947608854;407:40700:7:Z4112019471;407:40701:0:Z914343108;
c1n[nH]c2c1CCSC2,19,407:40700:6:Z4145508801;407:40705:2:Z4145854928;407:40718:7:Z4147302366;
c1cn2ncsc2n1,196,407:40700:6:Z1642711267;407:40701:7:Z1983761143;407:40702:3:Z1744182102;
CN1CCc2ccccc2CC1=O,140,407:40700:6:Z4003378894;407:40700:9:Z4025867052;407:40701:3:Z4003379763;
Fc1cc(F)c2c(c1)OCC2,316,407:40700:6:Z2601806482;407:40701:1:Z2920369229;407:40701:3:Z1862627186;
Cc1cccc2c1CNCCN2,36,407:40700:6:Z1578151013;407:40701:0:Z1635470809;407:40705:4:Z2166607682;
Oc1noc2c1CCNC2,83,407:40700:6:Z4274602489;407:40701:1:Z4611069292;407:40701:9:Z4252280064;
Cc1cncc(F)c1,93,407:40700:6:Z3806033388;407:40701:0:Z4827471869;407:40702:0:Z4824801385;
O=C1CCCC2CCCN12,188,407:40700:6:Z4423345442;407:40701:1:Z4423849008;407:40701:6:Z4423693154;
C1CC2CCC2CN1,88,407:40700:6:Z4178571563;407:40701:1:Z3058450647;407:40702:6:Z4172389104;
O=C1CC2(CCC2)C1,120,407:40700:6:Z2220349029;407:40701:2:Z3497325851;407:40701:7:Z3596409147;
CN1CCCCCCNCCC1,167,407:40700:6:Z2967897817;407:40700:9:Z3686690534;407:40701:2:Z4773284880;
CC1(C)CNCCc2ccccc21,162,407:40700:6:Z2643660985;407:40701:0:Z3171326524;407:40701:0:Z3171336471;
Cc1c(F)ccn2ccnc12,156,407:40700:6:Z4462861362;407:40700:7:Z4491144571;407:40701:0:Z4485221368;
Cc1cc2c(c(=O)[nH]1)CCCN2,148,407:40700:6:Z4238828565;407:40700:8:Z4238802495;407:40701:2:Z4238817566;
CN1CCC(O)C1=O,400,407:40700:6:Z4048004877;407:40700:8:Z3203760900;407:40701:0:Z2477882650;
CC1(C)CCN1,32,407:40700:6:Z4346486847;407:40703:8:Z3049095823;407:40707:0:Z2348160072;
Cc1nn2ccnc2s1,54,407:40700:6:Z3353704696;407:40701:0:Z2770566482;407:40702:6:Z2071085005;
CC1CCc2nncn2C1,168,407:40700:6:Z4324296855;407:40700:9:Z4320453859;407:40701:1:Z4326346016;
Clc1ccc2c(c1Cl)OCC2,110,407:40700:6:Z1850049659;407:40702:0:Z1288796711;407:40702:3:Z1274861910;
C1CCC2(C1)CCCNCC2,54,407:40700:6:Z3180962225;407:40700:9:Z3139584177;407:40701:1:Z2602417590;
C1CC2(CCN1)NCCO2,105,407:40700:6:Z3370674690;407:40701:5:Z3055837802;407:40702:4:Z4312104954;
CC1NCCc2c(F)cc(F)cc21,198,407:40700:6:Z1411757398;407:40701:8:Z1411136412;407:40703:1:Z2711147434;
CC1(C)CNCCS1,111,407:40700:6:Z1361173294;407:40702:2:Z2025878930;407:40703:2:Z1363972829;
Cn1cccc(Cl)c1=O,59,407:40700:6:Z1421744488;407:40700:7:Z1421738224;407:40701:0:Z1421735607;
C1CC2CNCC(C1)O2,76,407:40700:6:Z3206570307;407:40700:8:Z3134745266;407:40704:3:Z3584300070;
Oc1ccc(F)cn1,40,407:40700:6:Z2659324522;407:40701:4:Z2655365366;407:40706:5:Z2659693728;
CC12CCC(C)(CC1)O2,84,407:40700:6:Z4405396669;407:40700:7:Z4961215622;407:40701:2:Z4404661699;
Nc1ncn[nH]1,77,407:40700:6:Z4639859463;407:40704:8:Z3587407214;407:40705:2:Z5035054504;
CC1(C)CNCc2ccoc2C1,93,407:40700:6:Z3439201482;407:40703:6:Z3209336093;407:40704:4:Z3209137637;
Cc1ccc(Cl)cc1Cl,109,407:40700:6:Z267431098;407:40701:1:Z2014805463;407:40701:4:Z1920483233;
c1cc2cc3c(cc2[nH]1)OCCO3,27,407:40700:6:Z1899155257;407:40706:5:Z236533950;407:40707:2:Z293422630;
C1COC2(CC2)CN1,62,407:40700:6:Z3775296505;407:40701:0:Z3855922463;407:40701:7:Z5034981215;
Cc1cccc(C)c1Cl,157,407:40700:6:Z1996034159;407:40700:7:Z1995778297;407:40700:9:Z1922246391;
Cc1cc(N)on1,22,407:40700:6:Z151790676;407:40703:2:Z151789412;407:40703:5:Z791744816;
CC1CNc2ncccc2C1,70,407:40700:6:Z4169969568;407:40702:4:Z4169975616;407:40702:7:Z5024509694;
Cn1ncc2nc[nH]c(=O)c21,98,407:40700:6:Z3686824597;407:40701:4:Z3687027219;407:40702:4:Z3687333643;
O=C1CCC2CCCC2C1,132,407:40700:6:Z4666699734;407:40701:3:Z3354440366;407:40701:5:Z3575300534;
O=c1[nH]cnc2cc(F)ccc12,150,407:40700:6:Z1418760045;407:40702:4:Z1728220068;407:40703:6:Z154660644;
O=c1[nH]cnc2cnsc12,35,407:40700:6:Z1271641953;407:40701:2:Z1271641450;407:40701:4:Z1271641610;
c1ccc2c(c1)OC1(CCNC1)O2,197,407:40700:6:Z2147519020;407:40700:9:Z2912756712;407:40701:0:Z4152558191;
Clc1ccc2c(c1)NCC2,73,407:40700:6:Z940593468;407:40700:9:Z941391194;407:40702:8:Z942269300;
C1COCCC2(CCOCC2)N1,114,407:40700:6:Z3652765619;407:40700:9:Z3711228442;407:40702:1:Z3652757438;
Cc1ccc2c(c1)CCNC2,195,407:40700:6:Z1838415012;407:40700:6:Z1846611045;407:40701:5:Z3353276293;
CC1CS(=O)(=O)CCN1,88,407:40700:6:Z1616451314;407:40700:6:Z1246844873;407:40701:8:Z1246845872;
CN1C(=O)CNCc2ccccc21,378,407:40700:6:Z2691048576;407:40700:7:Z2691107027;407:40701:0:Z3094839508;
Clc1cc(Cl)c2[nH]ccc2c1,33,407:40700:6:Z2232828274;407:40708:3:Z2232824910;407:40711:4:Z2218985526;
CN1CCC(F)(F)CC1,247,407:40700:6:Z2484727958;407:40700:7:Z4073087841;407:40701:3:Z2484719158;
Fc1cccc2ccncc12,118,407:40700:6:Z4620858226;407:40701:7:Z4648969052;407:40703:0:Z4424051335;
NC1CCc2ncccc2C1,200,407:40700:6:Z2356706904;407:40701:0:Z2356715584;407:40701:1:Z2356714981;
Oc1cnc2cc(F)ccc2c1,36,407:40700:6:Z4306740695;407:40701:6:Z4306360789;407:40701:8:Z4306702488;
CC1CCC(C)N1C,67,407:40700:6:Z4320704784;407:40703:2:Z4320453836;407:40704:0:Z4325677794;
Cc1nc2cccnc2c(=O)[nH]1,140,407:40700:6:Z4045147814;407:40700:8:Z4076532053;407:40701:1:Z4360016484;
CC1CNC2CCCCC2O1,103,407:40700:6:Z1208133468;407:40702:3:Z2464331110;407:40702:4:Z2705391270;
CC12CNCC1(C)COC2,196,407:40700:6:Z2600598890;407:40701:2:Z3152860117;407:40701:2:Z4511005908;
CC1CN2CCCCC2CN1,180,407:40700:6:Z1222664690;407:40701:0:Z1223238603;407:40701:1:Z1223227245;
CC1CCc2nccn2C1,324,407:40700:6:Z4137457662;407:40701:2:Z2691596242;407:40701:5:Z2691573063;
CC1CCC(C)N(C)C1,5,407:40700:6:Z2171655605;407:40724:3:Z2699929663;407:40725:5:Z1437644726;
CC1Cc2ccccc2C1,624,407:40700:6:Z1742722630;407:40700:9:Z1571091758;407:40701:0:Z1608234202;
Oc1nccc2cccnc12,105,407:40700:6:Z4326981922;407:40702:2:Z4127739453;407:40703:5:Z4318623573;
Cn1ccnc1Cl,136,407:40700:6:Z1607522971;407:40700:7:Z1460339160;407:40700:9:Z1437877908;
Cc1cnn(C)c(=O)c1,135,407:40700:6:Z4638976327;407:40701:8:Z4641911572;407:40703:7:Z4639106519;
Cc1nn(C)c2c1C(=O)CCN2,95,407:40700:6:Z4366618679;407:40703:7:Z4366617288;407:40704:5:Z4366618350;
CC1CSc2ccccc2CN1,115,407:40700:6:Z1734053557;407:40701:1:Z1733296406;407:40701:9:Z2113091370;
CC1(F)CCCNC1,56,407:40700:6:Z4992061712;407:40702:4:Z3599273602;407:40706:9:Z4772254946;
O=C1C2CCCC1CC2,159,407:40700:6:Z4690811716;407:40701:0:Z4167182482;407:40701:3:Z4020561008;
Cc1[nH]c(=O)sc1C,529,407:40700:6:Z1210067301;407:40700:8:Z1391027792;407:40700:9:Z1333424769;
CC12CCC(=O)N1CCCN2,71,407:40700:6:Z4227043268;407:40702:8:Z4227035947;407:40703:2:Z4227048789;
NC12CCOCC1CNC2,33,407:40700:6:Z4452938136;407:40706:0:Z4448810895;407:40706:9:Z4454643592;
Cc1cccc2c1CCCO2,164,407:40700:6:Z2717708210;407:40701:3:Z2810548946;407:40702:6:Z2999165009;
Cc1ccc2cccc(F)c2n1,179,407:40700:6:Z1439291741;407:40701:4:Z2478590151;407:40701:5:Z2477962641;
CC1(C)CCC1=O,49,407:40700:6:Z4091414688;407:40706:6:Z3352370071;407:40707:0:Z3352013526;
FC1(F)CC12CCCNC2,143,407:40700:6:Z4149389989;407:40701:7:Z3138328720;407:40702:5:Z2979501619;
Oc1cnccn1,91,407:40700:6:Z3855890071;407:40701:2:Z3990709002;407:40701:2:Z4100448042;
CC1Nc2cccnc2NC1=O,76,407:40700:6:Z4126865757;407:40701:3:Z4733859492;407:40703:2:Z4126866824;
Oc1ccnc2ccc(Cl)cc12,16,407:40700:6:Z4126262140;407:40701:6:Z4127162766;407:40706:5:Z1230225488;
O=C1CC2CCCC2C1,60,407:40700:6:Z3201955049;407:40701:0:Z3190014631;407:40701:5:Z3189672679;
c1ccc2nc3c(cc2c1)CNCC3,204,407:40700:6:Z1337336997;407:40701:0:Z3390464753;407:40701:5:Z2284161977;
CC1(C)CCO1,15,407:40700:6:Z4326563453;407:40702:8:Z4325469900;407:40703:7:Z4317512749;
Cc1nnc2ccc(Cl)nn12,4,407:40700:6:Z4346298785;407:40710:5:Z4346295503;407:40741:4:Z4346295291;
N=S1(=O)CCC2(CC1)CNCCO2,30,407:40700:6:Z3662522666;407:40701:2:Z3651828764;407:40711:1:Z3416608226;
Cc1csc2ccc(Cl)cc12,56,407:40700:6:Z1927380166;407:40713:0:Z1995456875;407:40714:3:Z2045080090;
CC1(C)CC2CCCNC21,102,407:40700:6:Z2860245614;407:40701:9:Z3529412707;407:40702:6:Z2860246629;
CC1CNCC(C)C1O,169,407:40700:6:Z2619514341;407:40700:7:Z5034671974;407:40701:1:Z2613136514;
Cc1nc2c(o1)CCNC2,187,407:40700:6:Z4637489985;407:40700:9:Z4637501797;407:40701:6:Z4636193187;
CC1NCCS(=O)(=O)C1C,160,407:40700:6:Z1232579174;407:40701:8:Z1232576363;407:40701:9:Z1374148873;
Nc1ccc2cncnc2n1,51,407:40700:6:Z1478465318;407:40704:8:Z1537077847;407:40705:6:Z1537075131;
CC1(C)C2CNCC21,77,407:40700:6:Z1846221852;407:40701:0:Z1267089545;407:40701:2:Z1284662930;
C1CNCC2(C1)CCCOC2,315,407:40700:6:Z2310921130;407:40700:8:Z3602266681;407:40701:0:Z1328112989;
CC1=CC(C)=NS(=O)(=O)N1,27,407:40700:6:Z655143198;407:40702:0:Z391670032;407:40702:3:Z361687762;
Nc1ncnc2sc3c(c12)CCNC3,56,407:40700:6:Z1713455313;407:40701:7:Z1720438996;407:40702:0:Z1698081093;
FC1CCCOC1,154,407:40700:6:Z4170787991;407:40701:0:Z4476920878;407:40701:6:Z4454877975;
CC1CC1C,82,407:40700:6:Z4110292635;407:40700:6:Z3997261246;407:40700:7:Z4197207382;
O=C1C2CCCC1CCC2,267,407:40700:6:Z4578001990;407:40701:0:Z109814752;407:40701:6:Z4273378383;
c1ccc2c(c1)CCc1ccccc1N2,109,407:40700:7:Z2063342349;407:40702:8:Z1993957069;407:40707:4:Z2781508167;
CC1(C)CCc2ccc(F)cc2O1,239,407:40700:7:Z1445820114;407:40701:6:Z1513085697;407:40701:9:Z1441196950;
c1nc2c([nH]1)CCOC2,249,407:40700:7:Z3598465173;407:40700:7:Z3293506418;407:40701:3:Z3598455002;
OC1CCCCC1O,173,407:40700:7:Z4447713950;407:40702:3:Z3205181446;407:40702:5:Z4768088289;
CC1(C)OC2CCC1CC2,186,407:40700:7:Z3643095222;407:40700:7:Z5043749093;407:40700:9:Z4205685686;
c1ccc2c(c1)ncc1nccn12,23,407:40700:7:Z4342478579;407:40706:8:Z4908049411;407:40724:6:Z4342460205;
FC1(F)C2(CCC2)C12CC2,79,407:40700:7:Z4154773247;407:40705:3:Z4152886826;407:40706:7:Z4140877316;
c1ccc2nocc2c1,258,407:40700:7:Z367106930;407:40701:4:Z1545565749;407:40702:5:Z2804965714;
CC1NCCc2ccc(O)cc21,232,407:40700:7:Z4404009062;407:40700:9:Z2715441826;407:40701:7:Z2633968431;
Cc1nn2cccnc2c1Cl,314,407:40700:7:Z1738016595;407:40701:0:Z1556622356;407:40701:1:Z1554305950;
CC1CNC(C)C(C)N1,143,407:40700:7:Z2454464181;407:40701:1:Z4311615997;407:40701:5:Z2483954279;
CC1CCc2ncccc2C1,58,407:40700:7:Z4407252384;407:40701:2:Z4406600308;407:40701:5:Z4113855960;
c1nc2c(o1)CCNC2,98,407:40700:7:Z4773402348;407:40701:4:Z4262882827;407:40701:5:Z4218172833;
c1cn2c(n1)CCNCCCCCC2,281,407:40700:7:Z4344662369;407:40700:7:Z4344585922;407:40701:3:Z4353515796;
C1CCC2(CC1)CCCNCC2,68,407:40700:7:Z3094178250;407:40701:6:Z1818626722;407:40703:3:Z2183810914;
O=C1CCOc2ccc(Cl)cc21,256,407:40700:7:Z1778828450;407:40700:7:Z1927915531;407:40700:7:Z2229807045;
C1COC2(C1)COC2,352,407:40700:7:Z5033403539;407:40701:4:Z2968184624;407:40701:4:Z4245116106;
C1=Cc2ccccc2C1,279,407:40700:7:Z4489839279;407:40701:6:Z4490637668;407:40701:9:Z3683510290;
CC1CCNCC1C,328,407:40700:7:Z2444589752;407:40700:9:Z1557595445;407:40701:3:Z3181132098;
CC1(C)CCC(N)C1,15,407:40700:7:Z3100978715;407:40715:9:Z3101001522;407:40727:9:Z3103369302;
O=c1[nH]c(=O)c2ccccc2s1,18,407:40700:7:Z1654682105;407:40702:0:Z1729831020;407:40704:2:Z1654682946;
C1CC2(C1)OCC1CC12,121,407:40700:7:Z4019135870;407:40700:7:Z4019135907;407:40701:3:Z4216257018;
Cc1nc2nccc(=O)n2[nH]1,35,407:40700:7:Z2660804812;407:40701:2:Z2660808140;407:40702:5:Z3340003310;
c1cnc2c(c1)NCCCC2,62,407:40700:7:Z4126707489;407:40705:0:Z4126707788;407:40705:3:Z4668987455;
Cc1ccc(F)c2c1CCNC2,68,407:40700:7:Z3592647193;407:40701:8:Z3593992572;407:40701:9:Z3569049178;
c1ccc2c(c1)Cc1scnc1-2,22,407:40700:7:Z2274940239;407:40701:3:Z996212856;407:40707:8:Z853060854;
O=C1CCNCCCCCCN1,247,407:40700:7:Z2808028607;407:40701:2:Z2783198093;407:40701:8:Z2838816829;
CC1CNc2cccnc2O1,192,407:40700:7:Z1505284249;407:40700:8:Z1886623596;407:40701:1:Z1505281937;
CC1(C)CNCCS1(=O)=O,240,407:40700:7:Z2020847246;407:40701:6:Z1401895073;407:40701:9:Z1400821634;
CN1CCC(=O)N1,43,407:40700:7:Z2635612700;407:40705:4:Z1614496306;407:40705:4:Z1613916983;
NC1CCC12CCOCC2,38,407:40700:7:Z3364134911;407:40701:8:Z3139833475;407:40710:1:Z3139817563;
CN1C(=O)CNC2CC21,62,407:40700:7:Z3655110467;407:40702:9:Z3658304815;407:40707:7:Z4607712209;
Fc1cccc2c1CCCC2,296,407:40700:7:Z2776373151;407:40701:5:Z2308710359;407:40701:8:Z2964153960;
Cc1ccnc2[nH]ccc12,83,407:40700:7:Z4136400691;407:40703:3:Z3602548590;407:40703:8:Z3602548987;
c1nc2c([nH]1)C1(CCNCC1)NCC2,156,407:40700:7:Z3060087607;407:40702:5:Z4284626534;407:40703:3:Z2755058499;
CC1CCC2(CC1)CC2,17,407:40700:7:Z4250537869;407:40709:7:Z3871421508;407:40710:8:Z4090875634;
CN1CC2(CNC2)C(F)(F)C1=O,168,407:40700:7:Z3592651573;407:40701:5:Z4603793340;407:40701:6:Z3773231070;
Oc1cccc2c1CCCC2,405,407:40700:7:Z1833255809;407:40701:2:Z4243983227;407:40701:3:Z1833237071;
Cc1ccc(=O)[nH]c1C,107,407:40700:7:Z3539310131;407:40702:1:Z3585325589;407:40702:5:Z3542106187;
CC1CC=NNC1=O,3,407:40700:7:Z4443087887;407:40705:9:Z4443087638;407:40734:4:Z4524959546;
CC1(C)C(N)C2CCCOC21,135,407:40700:7:Z2439527426;407:40701:0:Z2436610329;407:40701:3:Z2434744339;
C1CCC2OCNCC2C1,21,407:40700:7:Z3611144356;407:40702:7:Z3611144529;407:40703:7:Z3611138660;
C1COCCC2(CNC2)N1,122,407:40700:7:Z4088548563;407:40700:7:Z4295848053;407:40700:9:Z4088548594;
O=c1ccc2cccc(F)c2[nH]1,143,407:40700:7:Z3837690443;407:40700:9:Z4135321861;407:40701:9:Z3793760256;
N=c1cccc[nH]1,147,407:40700:7:Z1279390621;407:40701:1:Z1344844508;407:40702:0:Z333060806;
CC1NCCC1(F)F,34,407:40700:7:Z4773473865;407:40706:2:Z4773473716;407:40706:3:Z3407657232;
Nc1ncnc2sc3c(c12)CCCC3,135,407:40700:7:Z358984318;407:40701:3:Z2079725786;407:40701:4:Z1903729723;
Cc1cc(O)n2ncnc2n1,37,407:40700:7:Z1724735957;407:40701:9:Z1724945421;407:40702:9:Z1985646236;
c1ccc2c(c1)NCC1(CC1)O2,113,407:40700:7:Z4325190055;407:40700:9:Z4244046305;407:40701:9:Z4362809940;
CC1CNc2cc(F)c(F)cc2O1,49,407:40700:7:Z3000778412;407:40702:5:Z3000778696;407:40705:1:Z3277721861;
NC1CCn2nccc2C1,110,407:40700:7:Z3100483471;407:40701:1:Z3386072469;407:40701:4:Z3100956781;
C1=C2OCCC2CC1,52,407:40700:7:Z3094319049;407:40701:2:Z3094319837;407:40711:2:Z3139143862;
Oc1nccc2ccncc12,59,407:40700:7:Z3531103795;407:40702:3:Z4088032661;407:40703:1:Z3550046747;
C1CCC2SCCNC2C1,64,407:40700:7:Z1368779471;407:40701:1:Z1372146017;407:40704:2:Z1368773916;
FC1CC12CCC2,144,407:40700:7:Z3577865171;407:40700:9:Z3646344651;407:40701:1:Z3580753550;
Cc1ccc(C)c2c1CCCO2,212,407:40700:7:Z3541668260;407:40702:4:Z3571899540;407:40702:4:Z3571900787;
O=C1NCCn2nncc21,39,407:40700:7:Z3836790705;407:40702:9:Z3841937257;407:40706:6:Z3843707769;
Cc1cccc2c(O)ccnc12,121,407:40700:7:Z1876317079;407:40700:7:Z1734623426;407:40703:3:Z4127332026;
c1cc2ccncn2c1,181,407:40700:7:Z3724722773;407:40701:2:Z3725398267;407:40701:4:Z3010795881;
c1cc2c3c(c1)CCNCC3CCC2,98,407:40700:7:Z4516802199;407:40700:9:Z2229097896;407:40701:9:Z2201047259;
c1ccc2c(c1)CCCCS2,35,407:40700:7:Z4210201673;407:40701:9:Z3296797103;407:40705:9:Z1782288390;
C1CCC2(C1)CNCC1(CCC1)O2,21,407:40700:7:Z3883433315;407:40701:3:Z3871388629;407:40706:5:Z3887555536;
NC1CCCn2nccc21,133,407:40700:7:Z3522109272;407:40700:9:Z3105471239;407:40702:0:Z3103794103;
C1CC2(CCN1)OCC1CC12,68,407:40700:7:Z3776997189;407:40701:9:Z3907304612;407:40708:7:Z3783355893;
OC1CCC12CCNC2,88,407:40700:7:Z4025217260;407:40700:9:Z4025216806;407:40701:7:Z4050848199;
Fc1ccc2c(c1)CNCCC2,94,407:40700:7:Z3363323751;407:40700:8:Z3362110085;407:40701:4:Z1704637071;
C1CC2CCCN(C1)C2,150,407:40700:7:Z3686915556;407:40701:0:Z3056297977;407:40701:2:Z2800395312;
O=C1CCCc2ccncc21,43,407:40700:7:Z2479254713;407:40705:3:Z2478895458;407:40706:5:Z2479068436;
OC1CNCCNC1,225,407:40700:7:Z3315072500;407:40700:8:Z3672454386;407:40701:2:Z3055421687;
OC1CCC(F)(F)CC1,220,407:40700:7:Z3602652854;407:40701:0:Z2647724672;407:40701:0:Z4909327017;
Clc1ccnc2[nH]ncc12,21,407:40700:7:Z4906117571;407:40711:2:Z4906728940;407:40715:1:Z4906123533;
CN1C(=O)NCC12CCNCC2,327,407:40700:7:Z3184234231;407:40700:8:Z2779299179;407:40701:0:Z4125599803;
Cc1cc2c(cn1)CCN2,105,407:40700:7:Z3627624535;407:40700:8:Z3627620363;407:40701:4:Z3627620070;
c1ccc2c(c1)NCC1CCCCN21,95,407:40700:7:Z2218872657;407:40701:3:Z4462790807;407:40701:6:Z2232450449;
Fc1ccc2c(c1)OCO2,182,407:40700:7:Z2843866599;407:40700:7:Z2843859682;407:40701:1:Z2843849217;
Cc1ccc2ncsc2c1,144,407:40700:7:Z235325296;407:40701:6:Z875365354;407:40702:5:Z2438421386;
FC1(F)C2COCC21,51,407:40700:7:Z3666781004;407:40703:5:Z3654435870;407:40704:9:Z3645876333;
CC1CC(C)C1,32,407:40700:7:Z3850810679;407:40710:3:Z3436283102;407:40715:7:Z3058601663;
C1CC2COCC(C2)N1,93,407:40700:7:Z4352915841;407:40701:5:Z4352920240;407:40702:9:Z4352911723;
Clc1c[nH]c2ncncc12,8,407:40700:7:Z4254166323;407:40704:5:Z4254180536;407:40707:6:Z4254162253;
Cc1cccnc1C,280,407:40700:7:Z4981358965;407:40700:9:Z3193138897;407:40701:0:Z3563779272;
C1CNCC2(C1)CCNCC2,363,407:40700:7:Z1767597872;407:40700:8:Z2439170585;407:40701:2:Z2439175963;
Cc1n[nH]c(O)n1,221,407:40700:7:Z3628062894;407:40700:7:Z3628056448;407:40700:9:Z3628059607;
O=C1CCc2ccccc2C1,53,407:40700:7:Z2174424388;407:40705:5:Z2176528341;407:40708:6:Z2176527789;
CC1(C)CNC(C)(C)CN1,32,407:40700:7:Z4065105667;407:40701:7:Z2679198763;407:40703:0:Z2676788067;
OC1CCC2CNCC2C1,319,407:40700:7:Z4203216482;407:40701:0:Z2643561179;407:40701:0:Z2335359664;
