fragment_smiles,occurences,example_ligands
c1noc2c1CNCC2,746,407:40700:0:Z4306315716;407:40700:3:Z4306883570;407:40700:5:Z4153696212;
c1cnc2c(c1)OCCO2,1117,407:40700:0:Z1909958024;407:40700:1:Z2626064035;407:40700:2:Z2225203533;
c1cnc2c(c1)C1(CCNCC1)CO2,80,407:40700:0:Z3522049759;407:40702:8:Z3654269988;407:40703:6:Z3522047521;
Cc1cc(=O)[nH][nH]1,443,407:40700:0:Z2227694039;407:40700:3:Z1158338260;407:40700:3:Z3857537001;
CN1CCCNc2cc(Cl)ccc21,79,407:40700:0:Z3049186046;407:40700:9:Z1265140118;407:40702:6:Z1271301299;
C1CC2NCCSC2C1,70,407:40700:0:Z1802790272;407:40700:2:Z1803750853;407:40700:6:Z1801584998;
CN1C2CCCC1CCC2,259,407:40700:0:Z3573138788;407:40700:1:Z3573141917;407:40700:6:Z3606348751;
Oc1cc[nH]n1,92,407:40700:0:Z4308317155;407:40700:6:Z4307326500;407:40701:6:Z4471080391;
c1ccc2c(c1)NCCN2,1006,407:40700:0:Z1320214235;407:40700:1:Z2394999899;407:40700:1:Z4254959348;
Cc1ccc[nH]1,2018,407:40700:0:Z2221092053;407:40700:1:Z4076553213;407:40700:2:Z3092679316;
Clc1ccc2ncccc2c1,313,407:40700:0:Z3604364616;407:40700:1:Z2142795880;407:40700:8:Z1360204787;
Cc1ccn2ncnc2c1,148,407:40700:0:Z2869087634;407:40701:3:Z2869097488;407:40701:6:Z2869090722;
C1NOC2COCC12,35,407:40700:0:Z3705727848;407:40701:2:Z3609930051;407:40701:7:Z4994877074;
NC1CCCc2ccccc2C1,136,407:40700:0:Z4060852033;407:40700:4:Z3512401844;407:40701:2:Z4059591997;
Cc1cccc2c1CCN2,473,407:40700:0:Z2825319067;407:40700:1:Z3890021550;407:40700:3:Z2709513980;
Cc1cc(=O)n2c(n1)CCCC2,780,407:40700:0:Z4634229081;407:40700:1:Z4634793863;407:40700:1:Z4639809351;
CN1C2CCCC1CC2,1674,407:40700:0:Z4431470779;407:40700:2:Z1518174405;407:40700:2:Z4231614887;
CC1(C)CCNCC1,707,407:40700:0:Z3384373143;407:40700:2:Z3055248681;407:40700:2:Z3055249564;
CC1(C)Oc2ccccc2O1,436,407:40700:0:Z2794039409;407:40700:2:Z4097894251;407:40700:9:Z437782430;
Cc1cc(C)c2c(n1)NCC(=O)N2,43,407:40700:0:Z4394494167;407:40700:0:Z4394494161;407:40701:3:Z4394486554;
Fc1cccc2c1OCCO2,51,407:40700:0:Z3802662455;407:40701:4:Z3796111400;407:40703:8:Z3796089523;
Clc1cn[nH]c1,1884,407:40700:0:Z1985726228;407:40700:1:Z2171518175;407:40700:1:Z1576098265;
O=c1[nH]c2cccnc2[nH]1,1183,407:40700:0:Z2165590054;407:40700:3:Z3726854356;407:40700:3:Z1819634168;
FC1(F)CC2CNCC21,55,407:40700:0:Z3595621082;407:40703:4:Z4023046247;407:40705:3:Z3571846529;
O=c1ccc2c([nH]1)CCNC2,698,407:40700:0:Z4139359301;407:40700:1:Z4473696439;407:40700:4:Z3351306138;
CC1(C)CNCC(C)(C)O1,278,407:40700:0:Z3353148102;407:40700:6:Z2025987776;407:40700:9:Z3828629107;
Cn1cnc2ccncc21,549,407:40700:0:Z2959670684;407:40700:1:Z3051890385;407:40700:1:Z2499206499;
FC1(F)CCNCC12CCOC2,315,407:40700:0:Z3093977662;407:40701:7:Z3060574065;407:40701:7:Z3316873939;
Cc1coc(C)c1,712,407:40700:0:Z3053449966;407:40700:2:Z2684881263;407:40700:2:Z2032644284;
C1CCC2(C1)CCOCC2,1090,407:40700:0:Z3053449966;407:40700:1:Z3540552799;407:40700:1:Z3093010805;
CN1CC2CNCC2(C)C1,176,407:40700:1:Z2948832886;407:40701:4:Z2976208130;407:40701:4:Z2949030352;
Cc1cc(F)cc2c1CNCC2,242,407:40700:1:Z2007214947;407:40700:6:Z2001524380;407:40700:8:Z2166443287;
C1CC2CC1CN2,2798,407:40700:1:Z3051890385;407:40700:1:Z4046290070;407:40700:2:Z3050308182;
CN1CCNCc2cccnc21,303,407:40700:1:Z2791615383;407:40700:1:Z2916538948;407:40700:5:Z4149784454;
C1CC2(C1)CNCCOC2,257,407:40700:1:Z3097752864;407:40700:2:Z3097700715;407:40700:7:Z4170203464;
Fc1ccc2c(c1)OCCCC2,348,407:40700:1:Z1607518984;407:40700:2:Z1608887896;407:40700:3:Z1613481495;
CC1(C)CCOC1,668,407:40700:1:Z3590412608;407:40700:1:Z3541468857;407:40700:3:Z3406948556;
C1CCC2(C1)CCNCC2,988,407:40700:1:Z3713402551;407:40700:3:Z4046120427;407:40700:6:Z3193455502;
C1CC2COCC2O1,501,407:40700:1:Z3713402551;407:40700:1:Z2946901535;407:40700:3:Z3541694852;
CN1CCCNc2cnccc21,134,407:40700:1:Z4346613967;407:40700:3:Z4147318902;407:40700:4:Z4147305315;
O=C1NC2CCCC1C2,276,407:40700:1:Z3572439628;407:40701:6:Z3569814581;407:40701:8:Z3590329658;
C1COC2CC2N1,278,407:40700:1:Z3048852963;407:40700:8:Z4026220649;407:40701:4:Z4073221861;
CC1NCCN(C)C1=O,335,407:40700:1:Z1744954303;407:40700:2:Z1744953841;407:40700:2:Z1744952030;
CC1CCc2ccccc2C1,638,407:40700:1:Z1265094361;407:40700:1:Z1542827759;407:40700:5:Z4876273830;
Cc1ccc(Cl)cc1,2448,407:40700:1:Z2789420872;407:40700:2:Z1070734120;407:40700:2:Z1922117390;
Clc1cnc2nccn2c1,42,407:40700:1:Z4122299931;407:40700:7:Z4484549322;407:40701:6:Z4482384247;
C1CC2NCC3(CCOCC3)C2C1,80,407:40700:1:Z3984981058;407:40701:2:Z2482928772;407:40705:3:Z2290177381;
c1cnc2c(c1)NCC21CC1,43,407:40700:1:Z4048103181;407:40700:7:Z4313412793;407:40708:2:Z4313412856;
Nc1ccc2c(n1)CCC2,58,407:40700:1:Z4121919621;407:40702:0:Z4123055183;407:40704:6:Z5054598226;
CN1CCC(=O)NC2CNCCC21,538,407:40700:1:Z4191126738;407:40700:2:Z4200320487;407:40700:3:Z4188497306;
C1CC2CCCN2C1,515,407:40700:1:Z3267234702;407:40700:3:Z4295761369;407:40700:3:Z4289157222;
CC1CNCC1(F)F,175,407:40700:1:Z4991892943;407:40701:0:Z4995418108;407:40701:3:Z4996262147;
Cn1nccc1O,704,407:40700:1:Z5039115431;407:40700:1:Z5038808176;407:40700:3:Z5035313048;
CC1(C)CCC(=O)N1,652,407:40700:1:Z5039115431;407:40700:1:Z3404100687;407:40700:2:Z3531546489;
OC1CC2(CCNCC2)C1,300,407:40700:1:Z5060742970;407:40700:1:Z5063709383;407:40700:2:Z4141367849;
Cc1ccn2nc(C)cc2n1,501,407:40700:1:Z5051791618;407:40700:2:Z796585668;407:40700:5:Z4362561632;
Cn1cc(Cl)c2ccccc21,149,407:40700:1:Z1102960011;407:40701:7:Z1167944841;407:40701:8:Z1020960702;
Cc1cc2[nH]c(=O)ccn2n1,393,407:40700:1:Z3054338849;407:40700:4:Z1005934618;407:40700:5:Z3724071519;
CC1CCCCC1C,982,407:40700:1:Z2314236714;407:40700:1:Z1176805319;407:40700:3:Z408926196;
O=C1CCC2CCNC1C2,147,407:40700:1:Z3174677859;407:40700:2:Z3155164581;407:40700:2:Z3155163152;
CC1CCCC(C)(C)C1,366,407:40700:1:Z2700761283;407:40700:1:Z1563235219;407:40700:3:Z1362886695;
CC1CCNC2C(=O)NCC12,97,407:40700:1:Z3804466763;407:40700:8:Z4094833934;407:40701:5:Z3843073059;
Clc1cc(Cl)c2nccn2c1,455,407:40700:1:Z1138045772;407:40700:9:Z1230044746;407:40701:1:Z3463420763;
Cc1cccc(C)c1F,714,407:40700:1:Z1267290007;407:40700:1:Z2020302766;407:40700:1:Z1803858951;
c1cc2c(s1)CCSC2,306,407:40700:1:Z1426241358;407:40700:6:Z1273354529;407:40701:1:Z1426219373;
C1CC2CNCC1O2,771,407:40700:1:Z2960177063;407:40700:4:Z1994144630;407:40700:7:Z4136400691;
Clc1cccc2cccnc12,299,407:40700:1:Z288675280;407:40700:3:Z1631944933;407:40700:6:Z2014845261;
Nc1ccn2nccc2c1,154,407:40700:1:Z5024834768;407:40700:3:Z5024744167;407:40700:7:Z5024927896;
Clc1ccc(Cl)cc1,2874,407:40700:1:Z1227180879;407:40700:1:Z396973674;407:40700:1:Z265621198;
O=C1CSc2ccc(Cl)cc2N1,280,407:40700:1:Z1594100629;407:40700:6:Z1212184161;407:40700:7:Z203020212;
O=S1(=O)CCC2(CCCCO2)C1,373,407:40700:1:Z1594100629;407:40700:2:Z1594099649;407:40700:3:Z1613481495;
Cc1ccncc1F,145,407:40700:1:Z4166703402;407:40700:1:Z4406914850;407:40700:5:Z3595547869;
O=c1[nH][nH]c2ccccc12,344,407:40700:1:Z4290900848;407:40700:2:Z5045433346;407:40700:3:Z5044887572;
O=C1CCCCCCN1,429,407:40700:1:Z1967865132;407:40700:4:Z795020550;407:40700:6:Z3134468931;
C1CNC2(C1)CCNC2,553,407:40700:1:Z2335591003;407:40700:1:Z2347795174;407:40700:2:Z2957362578;
CC1CCCC(F)(F)C1,169,407:40700:1:Z4329997800;407:40700:4:Z4252904189;407:40700:8:Z4318147482;
O=C1CC2(CCCNC2)CN1,381,407:40700:1:Z2702200359;407:40700:5:Z1371403749;407:40700:6:Z1284694509;
CC1NCCC1O,125,407:40700:1:Z4165079761;407:40700:1:Z4165095018;407:40700:1:Z4166846155;
c1cc2n(c1)CCNC21COC1,178,407:40700:1:Z4165079761;407:40700:1:Z4165095018;407:40700:1:Z4166846155;
C1CC2(CCN1)OCCO2,1023,407:40700:1:Z1556489112;407:40700:1:Z1556171770;407:40700:1:Z1919706600;
Clc1ccc2[nH]ncc2c1,129,407:40700:1:Z2120664136;407:40700:3:Z2045463444;407:40701:0:Z2046868151;
CC1(C)COC1,131,407:40700:1:Z3659660295;407:40700:7:Z3706512647;407:40702:8:Z3638611173;
C1CC2(CCN1)CNC2,1211,407:40700:1:Z3056767951;407:40700:3:Z4614219406;407:40700:7:Z2804825274;
Fc1ccc2ocnc2c1,338,407:40700:1:Z4287355332;407:40700:1:Z2777937255;407:40700:1:Z2499789182;
c1cn2nccc2cn1,743,407:40700:1:Z2231398002;407:40700:1:Z1913961760;407:40700:3:Z3869983179;
O=c1cc2c(n[nH]1)CCCC2,837,407:40700:1:Z4253987949;407:40700:2:Z4302288322;407:40700:3:Z4302286613;
Clc1cccnn1,987,407:40700:1:Z383321892;407:40700:1:Z1192655097;407:40700:6:Z4647498248;
Cc1nc2ccccc2n1C,848,407:40700:1:Z1850488196;407:40700:2:Z1951937805;407:40700:3:Z1276218506;
c1nncc2c1CCCC2,7,407:40700:1:Z4907523027;407:40713:4:Z4907523059;407:40713:4:Z4907523061;
CC1Cn2nccc2CN1,856,407:40700:1:Z3590631852;407:40700:1:Z3633616763;407:40700:3:Z3317500883;
Cc1cc2cnccn2n1,275,407:40700:1:Z4575475353;407:40700:5:Z1730632655;407:40700:7:Z4198614971;
OC1CCc2ccccc21,1501,407:40700:1:Z3098178400;407:40700:1:Z4275140909;407:40700:2:Z4064320545;
Cc1cnc2ccccn2c1=O,64,407:40700:1:Z4025629172;407:40701:7:Z4024923482;407:40701:9:Z4961633576;
Cc1nc2cccnn2n1,26,407:40700:1:Z2094659447;407:40701:7:Z1980983331;407:40708:6:Z2091784567;
Cc1nc(=N)c2ccsc2[nH]1,132,407:40700:1:Z2080307936;407:40703:4:Z1576548132;407:40704:3:Z2284211851;
O=C1C2CCCC1COC2,366,407:40700:1:Z1245938216;407:40700:2:Z2710590505;407:40700:6:Z1727999512;
c1ccc2c(c1)CCNC21CCC1,70,407:40700:1:Z2931759084;407:40701:4:Z4426705722;407:40701:5:Z2952970259;
C1CCC2(CCOCC2)OC1,1688,407:40700:1:Z3634470402;407:40700:2:Z4128124420;407:40700:2:Z3655699530;
CC1(C)CNCC(C)(C)C1O,181,407:40700:1:Z4582645331;407:40700:6:Z4602901820;407:40700:7:Z4906744714;
O=C1CCc2cc3c(cc21)CCC3,62,407:40700:1:Z2192936870;407:40700:1:Z2192937184;407:40701:0:Z2192937686;
Cc1ccncc1C,122,407:40700:1:Z2923528230;407:40701:1:Z2997611424;407:40704:6:Z3258057490;
OC1CCC2(CCNCC2)CC1,263,407:40700:1:Z2284016302;407:40700:3:Z2778109692;407:40700:3:Z2778109711;
Cn1ncnn1,626,407:40700:1:Z2637657675;407:40700:1:Z4769108542;407:40700:1:Z4769108539;
Clc1cccc2c1OCCN2,153,407:40700:1:Z1883889888;407:40700:6:Z1421937343;407:40700:9:Z1537283141;
OC1CC2CCCC(C1)N2,236,407:40700:1:Z4019198862;407:40700:5:Z3878162253;407:40700:5:Z3615110841;
OC1CNCCc2ccccc21,173,407:40700:1:Z3787325744;407:40700:2:Z3787495904;407:40700:3:Z4403279538;
C1CC2(CCN1)COC2,196,407:40700:1:Z3101399339;407:40700:5:Z3373196041;407:40702:9:Z3174345302;
c1ccc2c(c1)COC21CCCCC1,132,407:40700:1:Z4353263551;407:40702:4:Z4344851139;407:40702:8:Z4486898138;
O=C1CCCc2ncsc21,61,407:40700:1:Z1081157864;407:40706:7:Z1258889741;407:40706:9:Z1147870541;
Oc1cccc2c1CCCCN2,30,407:40700:1:Z4470984588;407:40701:9:Z4470988758;407:40708:6:Z4470988035;
Clc1cc2cc[nH]c2s1,61,407:40700:1:Z2180809865;407:40700:5:Z2196979103;407:40701:1:Z2173871125;
CN1CCc2ccccc2C1,1186,407:40700:1:Z2805141475;407:40700:1:Z3358288051;407:40700:3:Z1523930350;
CC1CCC=CO1,187,407:40700:1:Z3171263363;407:40700:1:Z3154062778;407:40700:5:Z3156519092;
Cc1cc(C)n2nnnc2n1,596,407:40700:1:Z1461069735;407:40700:2:Z1510696278;407:40700:3:Z2093893092;
Cc1ccc2c(c1)CNCC2,320,407:40700:1:Z3585656135;407:40700:2:Z4299030960;407:40700:5:Z3176220167;
Cc1cn2c(n1)C(C)CCC2,315,407:40700:1:Z3872940097;407:40700:1:Z3841753441;407:40700:2:Z3818341428;
CC1(C)CCc2ccccc2O1,1057,407:40700:1:Z1673133013;407:40700:2:Z2495130633;407:40700:4:Z2332456690;
Cc1ccc2c(c1)ncn2C,808,407:40700:1:Z4141845536;407:40700:1:Z2070208839;407:40700:4:Z1708291622;
Cc1c(F)cc(F)cc1Cl,58,407:40700:1:Z1538730724;407:40701:4:Z1537296674;407:40703:6:Z1538730624;
Oc1ccccc1Cl,450,407:40700:1:Z3577005573;407:40700:2:Z1593612401;407:40700:3:Z2219304355;
CC1CCc2ncnn21,256,407:40700:1:Z2778549222;407:40700:3:Z2603188204;407:40700:7:Z4455438809;
CC1(C)CNCC(=O)N1,571,407:40700:1:Z3170759214;407:40700:6:Z3207773904;407:40700:6:Z4001494987;
O=C1CNCC2CCCN12,129,407:40700:1:Z4019220622;407:40700:1:Z4023109746;407:40701:8:Z4141888143;
CC1(C)CNCC2(CCOC2)O1,418,407:40700:1:Z2044370877;407:40700:1:Z1994958471;407:40700:3:Z3201790836;
Cc1cccc2ocnc12,340,407:40700:1:Z3537566553;407:40700:5:Z1864443762;407:40700:5:Z1743390583;
c1ccc2c(c1)CCCCN2,1687,407:40700:1:Z3368959408;407:40700:1:Z2929005401;407:40700:2:Z3816015165;
C1CC2(CN1)CNC2,1070,407:40700:1:Z4078760416;407:40700:1:Z4068277121;407:40700:3:Z3719448948;
Cc1cn2nc(C)sc2n1,172,407:40700:1:Z1621863555;407:40702:1:Z1962858868;407:40702:2:Z3948113871;
CC1(C)CCCc2ccccc21,513,407:40700:1:Z2914312241;407:40700:1:Z1572386908;407:40700:1:Z1162687247;
C1CCCCCC1,151,407:40700:1:Z1823022611;407:40701:0:Z3575620658;407:40701:8:Z3323862711;
CN1CCNc2ccccc21,567,407:40700:1:Z4128618778;407:40700:1:Z4133013649;407:40700:2:Z2228819944;
Fc1ccc2cc[nH]c2c1,2204,407:40700:1:Z4318762079;407:40700:2:Z2822201859;407:40700:2:Z1851168147;
Clc1ccc2c(c1)OCO2,174,407:40700:1:Z1101146354;407:40700:3:Z1341998095;407:40700:5:Z951813640;
C1CC2CC1C2,282,407:40700:1:Z5008875749;407:40700:9:Z4505939757;407:40701:0:Z4505184482;
O=C1Nc2ccccc2N2CCCC12,280,407:40700:1:Z240632584;407:40700:3:Z167140836;407:40700:4:Z1228329698;
Cn1c(=O)n(C)c2ccccc21,1471,407:40700:1:Z4962109459;407:40700:2:Z4482167165;407:40700:2:Z1230766258;
O=C1CCC(F)CC1,113,407:40700:1:Z4271828836;407:40705:1:Z4288023499;407:40705:9:Z4292974687;
CC1CNc2ccccc2CN1,70,407:40700:1:Z4344322411;407:40700:5:Z4351146770;407:40703:8:Z1522331824;
CC1(C)CC(O)c2ccccc21,113,407:40700:1:Z3362562889;407:40701:4:Z1748002876;407:40701:4:Z1748003648;
Cc1n[nH]c2ccccc12,286,407:40700:1:Z4091795953;407:40700:1:Z2916626788;407:40700:5:Z1569923208;
C1CNC2(CNC2)OC1,101,407:40700:1:Z4091795953;407:40700:1:Z4091798489;407:40700:3:Z4091797640;
Fc1ccc2cnoc2c1,898,407:40700:1:Z3809251150;407:40700:1:Z4061846692;407:40700:3:Z2167002867;
CC1=CCN(C)C(=O)N1C,120,407:40700:1:Z2598588377;407:40700:7:Z1614894898;407:40700:7:Z1147596036;
Cc1cccc2c1ccn2C,97,407:40700:1:Z3997283481;407:40701:2:Z3579993818;407:40702:7:Z3641793424;
O=C1CCC2(CCCNC2)CN1,351,407:40700:1:Z3997283481;407:40700:1:Z3997273441;407:40700:8:Z3996166523;
Fc1ccc2c(c1)NCCN2,386,407:40700:1:Z1726269414;407:40700:2:Z1841788444;407:40700:3:Z1841787617;
CC1CCC(=O)NC1,853,407:40700:1:Z1983551110;407:40700:6:Z3168887438;407:40700:7:Z3117659624;
Fc1cccn2cnnc12,116,407:40700:1:Z4296527194;407:40700:4:Z4291921620;407:40700:7:Z4291253210;
Cc1n[nH]c(C)c1Cl,422,407:40700:1:Z1423375837;407:40700:1:Z751110364;407:40700:1:Z3723603640;
c1cnc2[nH]cnc2c1,1926,407:40700:1:Z2188300061;407:40700:1:Z3361509858;407:40700:1:Z3726808093;
Cc1cc[nH]c(=O)c1,1136,407:40700:1:Z2284457026;407:40700:1:Z1895656238;407:40700:1:Z1892712850;
Cc1nc2ccccc2o1,2057,407:40700:1:Z1620622780;407:40700:2:Z3513554788;407:40700:2:Z1959683237;
C1COC2(C1)CCOCC2,1256,407:40700:1:Z2956942965;407:40700:4:Z4884067983;407:40700:5:Z4609327664;
Cc1n[nH]c(C)n1,4254,407:40700:1:Z1894484823;407:40700:1:Z1585108982;407:40700:1:Z2325661328;
c1cc2c(cn1)CCC2,742,407:40700:1:Z3587854559;407:40700:1:Z2214275868;407:40700:2:Z4869840086;
CC1CCc2ccccc21,676,407:40700:1:Z1306423345;407:40700:3:Z2600157774;407:40700:7:Z1089009588;
C1CCC2COCCC2C1,511,407:40700:1:Z4217177933;407:40700:2:Z3650256964;407:40700:4:Z3650279509;
Cc1cc(F)cc(F)c1,185,407:40700:1:Z2635696245;407:40700:3:Z2632237109;407:40700:8:Z2718253605;
c1cc2cc[nH]c2cn1,908,407:40700:1:Z3720546644;407:40700:2:Z3723396661;407:40700:3:Z3723468607;
CC1(C)NC(=O)C2(CCNCC2)O1,388,407:40700:1:Z3624740870;407:40700:1:Z3624735745;407:40700:4:Z3596094445;
O=S1(=O)CCNC2CCCC21,9,407:40700:1:Z2291250144;407:40702:3:Z2266391206;407:40703:5:Z2291346043;
C1COCC2(CN1)COCCN2,627,407:40700:1:Z4205416237;407:40700:5:Z3649751723;407:40700:7:Z3653179540;
Fc1ccc2scnc2c1,300,407:40700:1:Z1831879257;407:40700:3:Z1416063298;407:40701:3:Z1732220012;
C1=CCCCC1,650,407:40700:1:Z667174242;407:40700:5:Z2615856070;407:40700:7:Z1616967067;
FC1(F)C2CCCC1CNC2,108,407:40700:1:Z4635287087;407:40700:8:Z4635278841;407:40702:5:Z4635294448;
Cc1cn[nH]c1C,126,407:40700:1:Z3266500491;407:40701:4:Z2862850749;407:40705:1:Z1211825956;
C=C1CCNCC1,1618,407:40700:1:Z1421923174;407:40700:1:Z3788887702;407:40700:1:Z3997864449;
O=C1CNC2(CNC2)C1,82,407:40700:1:Z3625257778;407:40703:0:Z3625258303;407:40703:4:Z3518321087;
Nc1cnc[nH]1,467,407:40700:1:Z2234916636;407:40700:3:Z1937133349;407:40700:3:Z2226691030;
CN1C(=O)C(C)(C)c2ccccc21,547,407:40700:1:Z2641130566;407:40700:5:Z2632100323;407:40700:6:Z3704559636;
O=C1CCc2cccnc2N1,444,407:40700:1:Z3382528145;407:40700:5:Z4021878283;407:40700:8:Z4362680037;
C1CC2(C1)OCCO2,355,407:40700:1:Z2845402972;407:40700:7:Z3539550442;407:40700:8:Z3536789078;
OC1C2CCC(C2)C1O,384,407:40700:1:Z4186715973;407:40700:2:Z4961935851;407:40700:2:Z4317295465;
C1CC2CC2CN1,1266,407:40700:1:Z2904538837;407:40700:3:Z4455955259;407:40700:3:Z4455955644;
c1ccc2c(c1)CCC1CC21,219,407:40700:1:Z2406440194;407:40700:3:Z2270780710;407:40700:5:Z1461825542;
CC1CCOc2ccccc21,202,407:40700:1:Z3146308810;407:40700:5:Z3133499206;407:40701:2:Z3391123178;
Oc1ccc2c(c1)CNC2,130,407:40700:1:Z2708718831;407:40700:5:Z2705804743;407:40701:3:Z3137189216;
Clc1ccc2c(c1)NCCO2,94,407:40700:1:Z1265457107;407:40700:4:Z1848975730;407:40700:6:Z1265459128;
C1COC2(CCOCC2)CN1,475,407:40700:1:Z2505412954;407:40700:6:Z1451850816;407:40700:8:Z3158919900;
Cc1cnn2cnnc2c1C,181,407:40700:1:Z1576821936;407:40700:2:Z1576880071;407:40701:0:Z1470696876;
c1[nH]nc2c1CCC2,581,407:40700:1:Z108559588;407:40700:6:Z1751283276;407:40700:7:Z1720694793;
Cc1n[nH]c2cnccc12,73,407:40700:1:Z3346186491;407:40702:4:Z3351398334;407:40702:5:Z3577298873;
Cn1c2ccccc2c2ccccc21,108,407:40700:1:Z805565148;407:40700:3:Z1271243542;407:40701:3:Z805624460;
C1CCC2(CC1)CNCCN2,845,407:40700:1:Z2495317672;407:40700:2:Z2501080811;407:40700:3:Z1904195922;
Cc1ncc(C)c(C)n1,14,407:40700:1:Z1724684037;407:40702:5:Z1425981935;407:40709:2:Z1425885024;
O=C1NC2CNCC1COC2,185,407:40700:1:Z3615120272;407:40700:2:Z3606371961;407:40701:1:Z3615123244;
c1n[nH]c2c1COCC2,856,407:40700:1:Z3603922086;407:40700:1:Z4241687962;407:40700:4:Z3600730382;
Cc1cc2ncccc2[nH]1,101,407:40700:1:Z4875565125;407:40702:7:Z4205638087;407:40703:8:Z4876506685;
c1ncc2c(n1)CCNCC2,515,407:40700:1:Z4229808931;407:40700:3:Z4225693939;407:40700:3:Z4226965207;
Cc1cn(C)cn1,243,407:40700:1:Z2230476561;407:40700:5:Z2230483202;407:40700:8:Z4346183567;
Clc1coc2ccccc12,6,407:40700:1:Z2455048277;407:40701:0:Z2453578076;407:40709:0:Z2455015046;
c1cc2n(n1)CCCCO2,225,407:40700:1:Z5043772168;407:40700:1:Z5043075097;407:40700:5:Z5044185094;
C1CC2CNCC2CCN1,756,407:40700:1:Z2496464195;407:40700:1:Z2362453774;407:40700:2:Z2214028268;
CC1CCc2c(F)cccc2C1,146,407:40700:1:Z1357116344;407:40701:1:Z1355667712;407:40701:7:Z1357118239;
OC1CCC(O)C2CCC1N2,21,407:40700:1:Z3653717648;407:40715:1:Z3653717993;407:40716:2:Z3653715785;
Cc1n[nH]cc1O,271,407:40700:1:Z3724672424;407:40700:4:Z3726326001;407:40700:5:Z3726125422;
c1cnc2nccn2c1,2129,407:40700:1:Z3724672424;407:40700:1:Z1129242851;407:40700:1:Z2869966906;
C1CCc2[nH]nnc2C1,1821,407:40700:1:Z994190174;407:40700:1:Z2052696922;407:40700:1:Z2714250891;
C1NC2CC3CC1C2C3,76,407:40700:1:Z2234507630;407:40701:4:Z2898444960;407:40701:6:Z4007966640;
CC1CNCCC12CCNCC2,127,407:40700:1:Z4598477246;407:40700:6:Z4598474662;407:40700:6:Z4525973452;
c1n[nH]c2c1CCNC2,435,407:40700:1:Z4405362257;407:40700:6:Z3512502594;407:40700:8:Z4406788545;
Cc1ncncc1F,102,407:40700:1:Z1623895121;407:40700:9:Z2613461194;407:40701:4:Z2612165619;
Cc1cn2c(=O)ccnc2s1,365,407:40700:1:Z1581142979;407:40700:3:Z1578797013;407:40700:7:Z1578841965;
CN1CCn2nccc2C1,827,407:40700:1:Z2844391353;407:40700:2:Z2844391890;407:40700:2:Z2761353392;
CC1CNCC2(CCCC2)O1,175,407:40700:1:Z3139148373;407:40700:2:Z2434113102;407:40700:3:Z2439460970;
CN1C2CCCC1CNC2,100,407:40700:1:Z4264985357;407:40701:4:Z4276372285;407:40702:1:Z4232045339;
Cc1n[nH]c2c1CCCC2,439,407:40700:1:Z3441382906;407:40700:2:Z3787196523;407:40700:8:Z3788494985;
Cc1coc2c1ccc1ccccc12,47,407:40700:1:Z1370019365;407:40702:0:Z2077241188;407:40702:6:Z1048258534;
O=S1(=O)CCNCCC12CCC2,12,407:40700:1:Z2335279550;407:40702:8:Z2361094443;407:40716:6:Z2335279229;
C1CC2(CCN1)CNCCO2,684,407:40700:1:Z2962398245;407:40700:1:Z2945524479;407:40700:1:Z3364028572;
CC1CCc2nccn21,210,407:40700:1:Z3780923835;407:40701:5:Z2285596478;407:40701:9:Z4655936450;
c1ccc2c(c1)ncc1nnnn12,15,407:40700:1:Z3395661640;407:40704:0:Z2971007788;407:40717:5:Z3869855420;
Cc1coc(C)n1,688,407:40700:1:Z3137629024;407:40700:1:Z3550130512;407:40700:2:Z1933920886;
Nc1cncnc1,80,407:40700:1:Z2094194506;407:40701:9:Z1486429154;407:40703:0:Z1486456431;
CC1(C)CCCC1,946,407:40700:1:Z3538083588;407:40700:1:Z1565320448;407:40700:2:Z3318379856;
Cc1cc2ccccc2[nH]c1=O,221,407:40700:1:Z2948193170;407:40700:2:Z2949964851;407:40700:8:Z2960061225;
Cc1ncc(=O)[nH]c1C,188,407:40700:1:Z1547324642;407:40700:5:Z2648094835;407:40700:6:Z1546218698;
C1CCCOCC1,519,407:40700:1:Z4096507498;407:40700:1:Z4009812476;407:40700:3:Z4329563534;
CC1COc2ccccc2O1,743,407:40700:1:Z2708478107;407:40700:1:Z2816352705;407:40700:5:Z2722553076;
CC1Oc2ccccc2C1C,311,407:40700:1:Z3056475149;407:40700:9:Z1767999766;407:40701:5:Z1744172290;
c1nc2n(n1)CCCC2,2490,407:40700:1:Z2295818675;407:40700:1:Z2347795174;407:40700:1:Z1408643683;
NC1CCC12CC2,7,407:40700:1:Z3807128581;407:40709:2:Z4116126709;407:40728:6:Z4057410156;
C1CC2CCC(C1)C2,1187,407:40700:1:Z2283848084;407:40700:4:Z4921867803;407:40700:5:Z4921979527;
CC1C(=O)Nc2ccccc2N1C,504,407:40700:1:Z1348705354;407:40700:2:Z1440698917;407:40700:2:Z1500230575;
Cc1ccc(C)c(C)c1,1028,407:40700:1:Z758992694;407:40700:2:Z4906107152;407:40700:2:Z1195837266;
Fc1ccc(F)c2c1OC1CNCC1O2,174,407:40700:1:Z2407955189;407:40700:5:Z2415522049;407:40701:7:Z2415834802;
O=c1cn[nH]c2ccccc12,1679,407:40700:1:Z1228083014;407:40700:2:Z1140185681;407:40700:2:Z1494786602;
