fragment_smiles,occurences,example_ligands
c1ccccc1,1351857,96:09600:0:Z3835692310;96:09600:0:Z4113535224;96:09600:0:Z2922350495;
c1ccc2c(c1)CCNC2,24804,96:09600:0:Z4113535224;96:09600:0:Z4027668778;96:09600:0:Z1238963498;
c1cc[nH]c1,27310,96:09600:0:Z2373014702;96:09600:0:Z1567116242;96:09600:0:Z2456108309;
C1CCCNCC1,25837,96:09600:0:Z2373014702;96:09600:0:Z4307614371;96:09600:0:Z2071460652;
O=C1CCCCC1,3616,96:09600:0:Z2373014702;96:09600:0:Z3368913954;96:09600:0:Z4574275657;
C1CCNCC1,534876,96:09600:0:Z2773977047;96:09600:0:Z4471086437;96:09600:0:Z3094022458;
c1nnc2n1CCCC2,7529,96:09600:0:Z2773977047;96:09600:0:Z3817062467;96:09600:0:Z4398797044;
Cc1cscn1,38457,96:09600:0:Z4013552523;96:09600:0:Z4252154153;96:09600:0:Z3868026012;
CC1(C)CC1,5144,96:09600:0:Z4013552523;96:09600:1:Z4047469979;96:09600:1:Z3059610125;
O=C1NCCCC12CCC2,95,96:09600:0:Z4013552523;96:09600:5:Z3180055683;96:09601:1:Z3180056687;
c1cn[nH]c1,271241,96:09600:0:Z2922350495;96:09600:0:Z2138478959;96:09600:0:Z1016620284;
Cc1cccc(C)c1,27405,96:09600:0:Z2642929015;96:09600:0:Z1263258600;96:09600:0:Z1467252616;
O=C1CCC2=C(CCNC2)N1,448,96:09600:0:Z2642929015;96:09600:3:Z2642922910;96:09600:7:Z2601710046;
OC1CCNCC1,19881,96:09600:0:Z4466795503;96:09600:0:Z3627794681;96:09600:0:Z1675132731;
CC1(C)OCC(O)CO1,50,96:09600:0:Z4263909686;96:09600:8:Z4272212303;96:09601:2:Z4264316148;
c1ccncc1,422438,96:09600:0:Z3831014824;96:09600:0:Z4471086437;96:09600:0:Z3094022458;
CN1CCC2NCCCC21,318,96:09600:0:Z4154933908;96:09600:1:Z4152863842;96:09600:2:Z4155858343;
c1csnn1,3457,96:09600:0:Z4304718203;96:09600:0:Z2808151649;96:09600:0:Z3702761981;
CC1CCN(C)c2ccccc2N1,107,96:09600:0:Z4147106208;96:09602:5:Z2631421307;96:09602:7:Z4641699631;
C1CCNC1,357414,96:09600:0:Z4147106208;96:09600:0:Z4272093233;96:09600:0:Z1861910263;
Cn1cnnc1,26543,96:09600:0:Z3094022458;96:09600:0:Z3094362461;96:09600:0:Z2382048485;
C1CCOCC1,167559,96:09600:0:Z4471228429;96:09600:0:Z4403882255;96:09600:0:Z1451299602;
c1cnccn1,31296,96:09600:0:Z2138478959;96:09600:0:Z5023314046;96:09600:0:Z4041409074;
O=C1CC2CCNCC2N1,389,96:09600:0:Z2989155541;96:09600:3:Z3008603390;96:09600:6:Z3010194861;
