fragment_smiles,occurences,example_ligands
Cc1ccccc1,242037,134:13400:0:Z4143985868;134:13400:0:Z2589790936;134:13400:0:Z2095696600;
Cc1nc2c(s1)CCCC2,1390,134:13400:0:Z1639259355;134:13400:3:Z3583749600;134:13400:3:Z1633894155;
CN=S1(=O)CCCC2(CCCN2)C1,292,134:13400:0:Z4117042535;134:13400:3:Z4109968595;134:13400:8:Z3415783166;
CC1=CCCS1(=O)=O,201,134:13400:0:Z5035209743;134:13400:4:Z4770687389;134:13400:8:Z4768264366;
c1nncc2c1CCNC2,131,134:13400:0:Z3829365348;134:13400:2:Z4230081208;134:13400:4:Z4223786907;
Cc1sc2ncncc2c1C,824,134:13400:0:Z3346257516;134:13400:0:Z3346243502;134:13400:1:Z1778943223;
Oc1cccc2ccccc12,852,134:13400:0:Z2764213984;134:13400:2:Z2286493908;134:13400:3:Z3588986250;
c1cc2c(cn1)CCC2,1289,134:13400:0:Z2721568683;134:13400:1:Z3541182429;134:13400:2:Z2222630273;
Cc1ccc2cccnc2c1C,325,134:13400:0:Z1275430605;134:13401:0:Z4141964668;134:13401:4:Z4140937451;
CC1CC2CCC1O2,515,134:13400:0:Z3500176273;134:13400:4:Z4270577246;134:13400:9:Z2407753781;
CC1CC2CCC(C1)N2,145,134:13400:0:Z2780425049;134:13400:7:Z2647967087;134:13400:8:Z2647961986;
c1cc2c(cn1)CCN2,197,134:13400:0:Z4126899560;134:13400:6:Z4126895397;134:13401:6:Z4126883126;
C1CC2CCOC2C1,2316,134:13400:0:Z2800549129;134:13400:2:Z3702944847;134:13400:2:Z2947413032;
Cc1cc(F)c2ncccc2c1,172,134:13400:0:Z3577325555;134:13400:6:Z3647772045;134:13400:6:Z3647769701;
CC12CCC(CC1)N2,116,134:13400:0:Z3407831948;134:13400:1:Z3576276616;134:13404:3:Z3407339979;
Nc1ncnc(N)n1,142,134:13400:0:Z92222776;134:13400:7:Z2699075445;134:13402:0:Z92067076;
CC1CCC(C)NC1,589,134:13400:0:Z1744623310;134:13400:1:Z4352848673;134:13400:2:Z4380673122;
C1COCC2(CC2)N1,1352,134:13400:0:Z4156911152;134:13400:1:Z2024423595;134:13400:1:Z4176313010;
c1ncc2cn[nH]c2n1,1065,134:13400:0:Z3513187182;134:13400:1:Z1521893585;134:13400:1:Z4025731418;
O=C1NCc2cccnc2N2CCCC12,36,134:13400:0:Z2783214366;134:13410:3:Z2783214548;134:13410:4:Z2783210868;
FC1(F)CNCCO1,143,134:13400:0:Z2948922479;134:13400:5:Z2880835442;134:13401:0:Z2233857712;
CC1(C)NC(=O)C2(CCNCC2)O1,282,134:13400:0:Z3624740373;134:13400:4:Z3561017506;134:13401:0:Z3624735636;
O=C1CCC2CCCC2C1,196,134:13400:0:Z3624740373;134:13400:3:Z3300083900;134:13400:5:Z3297982427;
Cc1cc(C)n2nccc2n1,1036,134:13400:0:Z1803154253;134:13400:3:Z3589015243;134:13400:3:Z1197733907;
Clc1cncc2sccc12,64,134:13400:0:Z3830747161;134:13400:1:Z2878247302;134:13400:2:Z3568640595;
O=S1(=O)CCC2(CNC2)C1,27,134:13400:0:Z2617971007;134:13400:7:Z2635539584;134:13407:2:Z2640296696;
CC1CNCC(C)C1O,273,134:13400:0:Z2870544309;134:13400:3:Z3555083606;134:13400:6:Z2645337516;
O=S1(=O)CCCC12CNC2,819,134:13400:0:Z3415450219;134:13400:1:Z3415007599;134:13400:2:Z3416540020;
Cc1nnc2n1CCCC2,1532,134:13400:0:Z1355006379;134:13400:1:Z4638958373;134:13400:2:Z4639380641;
Clc1ccc2c(c1)CC2,94,134:13400:0:Z2782696717;134:13401:0:Z2810485313;134:13402:2:Z3088991465;
C1CCC2CCCC2C1,277,134:13400:0:Z3573189960;134:13400:4:Z1265392975;134:13400:5:Z1892589671;
Cc1ccoc1C,638,134:13400:0:Z4225217806;134:13400:1:Z1446793532;134:13400:2:Z4577794231;
CC1CCCC(=O)N1,1709,134:13400:0:Z2682987286;134:13400:1:Z4060825225;134:13400:3:Z3898599391;
Cn1ccc(=O)[nH]c1=O,716,134:13400:0:Z1890713015;134:13400:0:Z1463141081;134:13400:2:Z3363455061;
CC1CCC(=O)NC1,784,134:13400:0:Z3381809019;134:13400:1:Z2656994541;134:13400:1:Z3679590985;
Clc1ccc2ccccc2c1,601,134:13400:0:Z4912980527;134:13400:1:Z2774875548;134:13400:1:Z3201434622;
O=c1cccc2n1CCCCC2,347,134:13400:0:Z4178183757;134:13400:1:Z4176737805;134:13400:1:Z4176473148;
C1=Nc2cncnc2SC1,45,134:13400:0:Z4264584181;134:13403:8:Z4264572944;134:13404:6:Z4264584599;
C1COCC2(C1)CCN2,289,134:13400:0:Z3596687402;134:13400:4:Z3185085018;134:13400:4:Z3186274673;
CC1(C)CCCCc2ccccc21,45,134:13400:0:Z3706114201;134:13403:4:Z4125180565;134:13404:0:Z3630075600;
c1cnc2c(n1)CCC2,380,134:13400:0:Z3944345430;134:13400:4:Z3839848240;134:13400:9:Z3899554659;
c1cnncn1,399,134:13400:0:Z4337202467;134:13400:3:Z4337205505;134:13400:4:Z1863795012;
O=C1CCNC2CCCCN12,223,134:13400:0:Z4254634581;134:13400:9:Z3619569226;134:13402:0:Z4258420874;
NC1CCOCC1,1386,134:13400:0:Z3101146519;134:13400:2:Z3140852727;134:13400:2:Z2483711588;
Nc1ncc2c(n1)CCNC2,137,134:13400:0:Z2349005489;134:13400:1:Z2481160852;134:13401:3:Z2907289372;
Fc1cccc2c1OCCC2,921,134:13400:0:Z4995280594;134:13400:0:Z3589063525;134:13400:1:Z2874729058;
Cc1ccc2cccnc2c1,801,134:13400:0:Z3047516830;134:13400:1:Z5006032769;134:13400:1:Z3651264735;
c1cc2c(s1)C1(CCNCC1)OCC2,209,134:13400:0:Z1620129197;134:13400:5:Z4034390126;134:13400:8:Z1618975762;
C1CNCC2(C1)CCC2,1520,134:13400:0:Z4486295655;134:13400:1:Z3382227115;134:13400:1:Z1940555660;
CC1CC(O)CC(C)N1,15,134:13400:0:Z4194149071;134:13400:0:Z1865253334;134:13411:9:Z4194148937;
Cc1ccc(C)s1,2678,134:13400:0:Z1420148276;134:13400:1:Z2844535710;134:13400:1:Z1601862274;
C1CNCC2(C1)CNCCO2,428,134:13400:0:Z3319734020;134:13400:1:Z3145039592;134:13400:2:Z3364524068;
Cc1cccc2cccnc12,750,134:13400:0:Z3841110507;134:13400:3:Z3495087578;134:13400:4:Z4246746218;
CC12CCC(CO1)C2,1469,134:13400:0:Z4508996544;134:13400:1:Z4451205702;134:13400:1:Z4269545627;
Cc1cccc2nccn12,1559,134:13400:0:Z3948964120;134:13400:1:Z2454661998;134:13400:1:Z5055517617;
C1CC2(CCSCC2)CN1,910,134:13400:0:Z3899130513;134:13400:2:Z3793121198;134:13400:2:Z4492307103;
Cn1ccc(=O)c2cnn(C)c21,166,134:13400:0:Z2501151578;134:13401:1:Z1936451449;134:13401:6:Z4225011249;
Clc1ccon1,392,134:13400:0:Z3723410396;134:13401:5:Z3723415046;134:13401:5:Z2801914101;
OC1CCNCc2ccccc21,373,134:13400:0:Z5007447156;134:13400:5:Z5018256695;134:13400:5:Z2821536910;
O=C1CSCCN1,313,134:13400:0:Z2961038680;134:13400:6:Z2784873960;134:13401:8:Z1411612154;
C1CC2(CCN1)CCN2,344,134:13400:0:Z2441847371;134:13400:1:Z1878589904;134:13401:0:Z3051478021;
CC1CNCCS(=O)(=O)C1,361,134:13400:0:Z5043831615;134:13400:1:Z3701877877;134:13400:1:Z3546886397;
Cc1cccc2c1CCCO2,283,134:13400:0:Z2710541050;134:13400:4:Z2717690980;134:13400:7:Z3836160236;
C1CC2CNCC2CO1,1460,134:13400:0:Z4582473100;134:13400:1:Z3497745798;134:13400:4:Z4579655025;
Cn1ncc2cncnc21,539,134:13400:0:Z2066145578;134:13400:1:Z3403133318;134:13400:3:Z1129940977;
CC1(C)CNC(=O)c2ccoc2C1,222,134:13400:0:Z3366383587;134:13400:3:Z2773970487;134:13401:2:Z2773705552;
CC1=CCN(C)C(=O)N1C,55,134:13400:0:Z1192683743;134:13402:1:Z2792357534;134:13402:5:Z2357394691;
C1CC2COCC2CN1,312,134:13400:0:Z2647281054;134:13400:9:Z2715710467;134:13400:9:Z2621183631;
c1cnc2c(c1)CCCC2,5663,134:13400:0:Z3613491792;134:13400:1:Z1896239431;134:13400:1:Z3834270851;
c1noc2c1CCCCC2,1120,134:13400:0:Z3504241324;134:13400:1:Z3602914181;134:13400:2:Z3681637805;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,124,134:13400:0:Z3783283211;134:13400:0:Z3782806756;134:13400:0:Z3776209676;
C1CCCSCC1,356,134:13400:0:Z3683817081;134:13400:2:Z4386909686;134:13400:3:Z3408018783;
Cc1cc(=O)cco1,289,134:13400:0:Z2999146697;134:13400:7:Z2951234758;134:13400:8:Z2956086121;
C1CCC2(CC1)CCCCC2,307,134:13400:0:Z1817953736;134:13400:1:Z3997834632;134:13400:8:Z3469919945;
Fc1cncs1,25,134:13400:0:Z4261360616;134:13402:1:Z4267338391;134:13406:3:Z4261354532;
Oc1ccc2ccccc2n1,1150,134:13400:0:Z1038460806;134:13400:2:Z4406415754;134:13400:4:Z2153556560;
Cn1ccc2c1CCOC2,382,134:13400:0:Z4507085073;134:13400:6:Z4574555635;134:13401:4:Z4429695075;
O=C1Nc2ccccc2OC1(F)F,146,134:13400:1:Z2304081717;134:13401:8:Z3206083367;134:13405:7:Z2207022361;
CC1CCS(=O)CCN1,242,134:13400:1:Z3051469046;134:13400:1:Z3051469044;134:13400:2:Z2054647197;
c1cc2c(cn1)CNCCO2,252,134:13400:1:Z4412802438;134:13400:5:Z4345011146;134:13400:5:Z4599014970;
c1cnn2nnnc2c1,179,134:13400:1:Z220422486;134:13400:9:Z1662468884;134:13401:8:Z2782714026;
c1ccc2c(c1)COC21CCNCC1,221,134:13400:1:Z3843926039;134:13400:7:Z3599260125;134:13400:9:Z4875735905;
CN1CCNc2ccc(F)cc21,359,134:13400:1:Z4307803248;134:13400:3:Z2773457579;134:13400:5:Z1276027822;
Cc1ccc2c(cnn2C)n1,268,134:13400:1:Z3801597996;134:13400:2:Z4048817984;134:13400:3:Z4017568853;
CC1(F)CC2(CNC2)C1,190,134:13400:1:Z4478547990;134:13400:3:Z4478544056;134:13400:4:Z4478554809;
Cn1ncc(=O)c2ccccc21,323,134:13400:1:Z1171748037;134:13400:1:Z3612445538;134:13400:7:Z4240127083;
C1COCC2(CN1)COCCN2,415,134:13400:1:Z3522073823;134:13400:3:Z3522866119;134:13400:5:Z3522867850;
OC1CCC2NC1CCC2O,290,134:13400:1:Z4261720194;134:13400:2:Z4614443077;134:13400:3:Z4263371106;
CC1CCn2ccnc2C1,653,134:13400:1:Z2781795939;134:13400:2:Z4142036719;134:13400:2:Z4141975602;
CC1CNCC(C)C1,2353,134:13400:1:Z2781795939;134:13400:2:Z4209030113;134:13400:2:Z416918296;
c1ncc2ncsc2n1,400,134:13400:1:Z4336216939;134:13400:2:Z4272345488;134:13400:4:Z4345442827;
CC1CC2(CCO1)CNCC(C)O2,350,134:13400:1:Z1967738650;134:13400:2:Z4291336111;134:13400:6:Z3094613201;
CC1(C)C(N)C2CCCOC21,145,134:13400:1:Z2434889940;134:13401:6:Z2436064834;134:13401:9:Z2439470423;
Cc1ccc2cccc(Cl)c2n1,96,134:13400:1:Z4879905319;134:13400:2:Z2910919658;134:13402:3:Z3856095502;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,652,134:13400:1:Z2970944050;134:13400:1:Z1037902432;134:13400:1:Z2967649857;
Cn1ccc2c(c1=O)CCNC2,202,134:13400:1:Z5063680596;134:13401:9:Z5063579821;134:13402:4:Z5063675809;
OC1C2CCCC1CNC2,514,134:13400:1:Z3136679850;134:13400:1:Z1232326946;134:13400:2:Z1221829291;
Cc1[nH]nc2cccc(Cl)c12,96,134:13400:1:Z4326896512;134:13400:2:Z4325942353;134:13401:4:Z4319411579;
FC12CCC(CNC1)C2,377,134:13400:1:Z5039571748;134:13400:1:Z5059738947;134:13400:1:Z5059554835;
O=c1[nH]c2c([nH]1)CNCC2,179,134:13400:1:Z3997334286;134:13400:1:Z4011521447;134:13400:9:Z4011056619;
c1cc2n(n1)CC1(CCNCC1)OC2,170,134:13400:1:Z3878266929;134:13400:6:Z3042208346;134:13400:6:Z3551035502;
NC1CCNCCC1(F)F,115,134:13400:1:Z3520081163;134:13400:1:Z3698992227;134:13400:3:Z3520084011;
Clc1ncncn1,144,134:13400:1:Z4259825800;134:13401:1:Z4259843368;134:13402:1:Z4259814864;
c1cc2n(c1)CCNC2,1454,134:13400:1:Z4436413545;134:13400:1:Z4079966304;134:13400:1:Z4079966305;
CC1CNc2ccccc21,792,134:13400:1:Z3494050206;134:13400:1:Z3619156178;134:13400:3:Z4109968595;
C1CC2CC2CN1,1616,134:13400:1:Z3619949866;134:13400:1:Z3187807588;134:13400:1:Z4457684217;
CC1CCCn2ccnc21,991,134:13400:1:Z3818209235;134:13400:2:Z5017779690;134:13400:3:Z4005084986;
c1cc2n(c1)CCCC2,1072,134:13400:1:Z2594716075;134:13400:1:Z3360604943;134:13400:2:Z2655001099;
Oc1cccc(Cl)c1,671,134:13400:1:Z845204918;134:13400:2:Z2094063951;134:13400:3:Z4885970375;
CC1CC(=O)C1,94,134:13400:1:Z2589172279;134:13400:4:Z2589167741;134:13401:0:Z2589168206;
CC1NCCc2ccccc21,795,134:13400:1:Z3095292061;134:13400:1:Z1144869149;134:13400:3:Z5008548137;
c1cc2c(s1)CCCC2,2102,134:13400:1:Z2073727885;134:13400:1:Z1191897025;134:13400:1:Z5018040229;
c1cn2nccc2cn1,944,134:13400:1:Z1952246630;134:13400:1:Z2019907522;134:13400:1:Z2973037540;
NC1CCCC1,1354,134:13400:1:Z2995930430;134:13400:1:Z4054942825;134:13400:2:Z4144538383;
O=C1NCCCn2cccc21,358,134:13400:1:Z4297621323;134:13400:2:Z4298943985;134:13400:4:Z4281663750;
CC1NCCCC1(C)C,79,134:13400:1:Z4477512897;134:13401:5:Z4769890566;134:13402:0:Z3681178093;
Cc1nccnc1C,114,134:13400:1:Z3394227224;134:13400:7:Z3391994627;134:13401:6:Z3392629100;
Cc1ccc2c(c1)CNCC2,439,134:13400:1:Z3394227224;134:13400:4:Z2622426554;134:13400:5:Z2602717538;
CC1(C)CCCC(C)(C)O1,1155,134:13400:1:Z3610145043;134:13400:1:Z3647411282;134:13400:1:Z4182620747;
C1CNCC2(C1)CCSCC2,211,134:13400:1:Z3552712174;134:13400:6:Z3141207839;134:13401:6:Z2298574534;
CC1CNc2ncccc2C1,158,134:13400:1:Z4169977722;134:13400:4:Z4370960197;134:13402:1:Z4169980619;
c1nnc2n1CCOC2,2136,134:13400:1:Z2174887460;134:13400:1:Z4600583829;134:13400:1:Z4286165074;
O=c1cc[nH]cc1,606,134:13400:1:Z3192601357;134:13400:6:Z3203064310;134:13400:6:Z2838257613;
Cc1ccc2c(c1)OCO2,487,134:13400:1:Z1974686656;134:13400:5:Z1637376944;134:13400:5:Z3050647863;
Clc1ccc2[nH]ccc2c1,1196,134:13400:1:Z2105159218;134:13400:1:Z983380566;134:13400:1:Z1328767383;
Cc1cc(C)c2cc[nH]c2c1C,141,134:13400:1:Z5053316197;134:13400:5:Z811316490;134:13400:6:Z424746418;
c1nc2c([nH]1)CCNC2,1851,134:13400:1:Z3200924459;134:13400:1:Z4402297375;134:13400:1:Z4058485618;
c1ccc2c(c1)CCCNCC2,164,134:13400:1:Z2293586161;134:13403:4:Z2910450416;134:13403:9:Z2297803763;
Cn1cnc2ccncc21,660,134:13400:1:Z3556484038;134:13400:2:Z3354432571;134:13400:2:Z3828517870;
c1ccc2c(c1)CNCC21CCC1,105,134:13400:1:Z2407559643;134:13402:3:Z2098850354;134:13402:5:Z3354437109;
CC1CCCNS1(=O)=O,317,134:13400:1:Z3367805429;134:13400:2:Z3296702225;134:13400:3:Z4183400701;
Fc1c(Cl)ccn2nccc12,97,134:13400:1:Z4078603735;134:13400:2:Z3362490061;134:13400:2:Z3369326720;
CC1(C)CC1(F)F,456,134:13400:1:Z3366634713;134:13400:3:Z2850783464;134:13400:4:Z2594888387;
FC1(F)CC12CC1CCC(C2)N1,159,134:13400:1:Z2961056030;134:13400:1:Z2717427633;134:13401:1:Z2794082064;
Cc1cnc2ccccc2c1,938,134:13400:1:Z2825688644;134:13400:1:Z1726083566;134:13400:1:Z4870379553;
NC1CCc2ncccc2C1,183,134:13400:1:Z2825688644;134:13401:1:Z4217508978;134:13402:0:Z3516096626;
O=C1COc2ncccc2N1,568,134:13400:1:Z4151032551;134:13400:1:Z4303737781;134:13400:3:Z3609949619;
c1cn2c(n1)COCC2,1702,134:13400:1:Z2970889377;134:13400:1:Z4199348660;134:13400:1:Z2950582289;
OC1CC2(CCNC2)C1,247,134:13400:1:Z4097464910;134:13400:9:Z4071614296;134:13401:3:Z4078557399;
C1COC2COCC2N1,1259,134:13400:1:Z4029698831;134:13400:2:Z4422200846;134:13400:3:Z3700078090;
C1CCN2C(C1)COCC21CNCOC1,92,134:13400:1:Z4350840870;134:13401:3:Z3622430614;134:13401:9:Z4326150191;
c1cnc2ccncc2c1,903,134:13400:1:Z1382328170;134:13400:1:Z4289457458;134:13400:3:Z3800262255;
C1CC2(C1)COCCN2,1543,134:13400:1:Z3493694927;134:13400:1:Z3515324126;134:13400:1:Z3511073000;
C1CSCS1,1239,134:13400:1:Z2588364573;134:13400:1:Z1589347611;134:13400:2:Z3868542208;
CC1(C)OCc2ccccc2O1,178,134:13400:1:Z2039741879;134:13401:5:Z2507313899;134:13402:0:Z1711464875;
O=C1CCC2(CCOCC2)CN1,76,134:13400:1:Z3646165407;134:13400:3:Z3537605582;134:13400:4:Z2595256802;
O=S1(=O)CCc2ccccc2C1,313,134:13400:1:Z2655401067;134:13400:1:Z2656063415;134:13401:4:Z4609300640;
Cc1cccc(=O)[nH]1,999,134:13400:1:Z2498434551;134:13400:1:Z2457157160;134:13400:1:Z1348032207;
c1cnc2c(c1)CNCC1CCCN21,1011,134:13400:1:Z3870310119;134:13400:1:Z3870291745;134:13400:1:Z3077642209;
C1=NCCO1,122,134:13400:1:Z4249702082;134:13400:9:Z4263921976;134:13401:8:Z4251218928;
Cn1ncnn1,909,134:13400:1:Z1909052742;134:13400:1:Z1904083096;134:13400:1:Z3820426095;
CC1(C)CNc2ccccc2C1,105,134:13400:1:Z2909026674;134:13400:1:Z4127871011;134:13401:0:Z2228895540;
O=C1NCCCc2occc21,577,134:13400:1:Z2909026674;134:13400:2:Z3296491083;134:13400:3:Z3381454068;
c1nc2n(n1)CCCN2,636,134:13400:1:Z1884070933;134:13400:6:Z4703794597;134:13400:7:Z1273686346;
C1CCc2[nH]nnc2C1,1756,134:13400:1:Z3504635737;134:13400:1:Z2100135571;134:13400:1:Z2634848031;
CC1CCCCC1C,995,134:13400:1:Z944057340;134:13400:1:Z45306953;134:13400:1:Z160640934;
Fc1cc(F)c2c(c1)NCC2,207,134:13400:1:Z4008662879;134:13400:2:Z453799040;134:13400:3:Z1879447334;
O=C1NCCCCNCC1(F)F,270,134:13400:1:Z3520839941;134:13400:9:Z3474244220;134:13401:1:Z3642619696;
Clc1ncc2cn[nH]c2n1,66,134:13400:1:Z2968057168;134:13400:2:Z2969228629;134:13400:7:Z4027476969;
Cc1cccc(C)c1O,748,134:13400:1:Z1748204464;134:13400:1:Z666238596;134:13400:3:Z3839611224;
C1CC2CNCC1O2,1196,134:13400:1:Z1700126216;134:13400:1:Z2845383212;134:13400:2:Z3832175908;
C1CC2CCOCC2CN1,305,134:13400:1:Z4395088121;134:13400:6:Z4194290303;134:13400:9:Z4200250344;
c1cn2cnnc2cn1,1122,134:13400:1:Z1465366326;134:13400:3:Z4282402615;134:13400:4:Z1460592568;
c1ccc2c(c1)CCCCCNC2,75,134:13400:1:Z3591086034;134:13401:8:Z3637948251;134:13403:2:Z3520231384;
C1COC2(C1)CCOCC2,1910,134:13400:1:Z2928909976;134:13400:1:Z4525944644;134:13400:1:Z2861211162;
CC1CNc2ccccc2SC1,67,134:13400:1:Z2642732244;134:13400:8:Z2642734878;134:13401:2:Z4132001442;
NC1CCCC12CNC2,61,134:13400:1:Z4210677142;134:13401:0:Z4210654909;134:13401:2:Z4210653302;
C1CC2CNC(C1)C2,2199,134:13400:1:Z3046844749;134:13400:1:Z2996487826;134:13400:2:Z2964118736;
O=c1[nH]cn[nH]1,2111,134:13400:1:Z1737126421;134:13400:2:Z1334317593;134:13400:2:Z1766184599;
OC1CNCC(F)C1,436,134:13400:1:Z4612519867;134:13400:1:Z4612512488;134:13400:1:Z2646549717;
Cc1ccc2c(n1)OCCN2,227,134:13400:1:Z1885149296;134:13400:7:Z4113769782;134:13401:0:Z1590876609;
O=C1CCNC2CCCCCN12,167,134:13400:1:Z4208779645;134:13400:5:Z3319043821;134:13400:9:Z3093047300;
CN1CCNCC1(C)C,727,134:13400:1:Z2225696951;134:13400:1:Z2498907608;134:13400:4:Z3470438137;
Clc1cccc2c1CCNC2,608,134:13400:1:Z4631958147;134:13400:3:Z4634278649;134:13400:3:Z2307459609;
CC1=CCNCC1,232,134:13400:1:Z2012767834;134:13401:1:Z4148763263;134:13401:4:Z2012776720;
Cc1ccc2sccc2c1,285,134:13400:1:Z3712311446;134:13400:5:Z1442205185;134:13400:7:Z2881494416;
Fc1ccc2c(c1)CCC1(CCC1)O2,274,134:13400:1:Z3573465558;134:13400:1:Z3573622721;134:13401:0:Z3783221132;
CC1CC2(CCC2)CO1,364,134:13400:1:Z2946006697;134:13400:4:Z2946670736;134:13400:5:Z2950503409;
Clc1ccc2scnc2c1,909,134:13400:1:Z2054552637;134:13400:3:Z1848499373;134:13400:4:Z197502474;
CC1CCc2ccccc2C1,902,134:13400:1:Z3054286523;134:13400:1:Z3865759090;134:13400:4:Z1274085998;
C1CNC2(C1)CCNCC2,476,134:13400:1:Z3385512246;134:13400:2:Z3139050826;134:13400:2:Z3385511474;
c1ncc2cc[nH]c2n1,1038,134:13400:1:Z3075498499;134:13400:1:Z4154752815;134:13400:3:Z4233590562;
Cc1ccc2c(c1)CCCC2,658,134:13400:1:Z2203257175;134:13400:1:Z2112881609;134:13400:1:Z1514112261;
CC1CNC(C)CN1,586,134:13400:1:Z3600767139;134:13400:3:Z4058144080;134:13400:6:Z1552902020;
Cc1cc(C)[nH]c(=O)c1,1243,134:13400:1:Z4245230184;134:13400:2:Z109712818;134:13400:3:Z1095644502;
c1cc2c(cn1)CCCN2,572,134:13400:1:Z4245230184;134:13400:7:Z4359363116;134:13400:8:Z4351270233;
Cc1ccc2c(c1)OCCN2,199,134:13400:1:Z1883367452;134:13400:4:Z1260442241;134:13400:4:Z4112596338;
O=c1ccnc2scnn12,724,134:13400:1:Z883119364;134:13400:5:Z1454300599;134:13400:7:Z2348408819;
Cn1cnc2cc(F)ccc21,482,134:13400:1:Z1833433150;134:13400:4:Z4389925494;134:13400:6:Z1693947972;
c1cnc2nn[nH]c2c1,204,134:13400:1:Z2357553477;134:13400:1:Z2027521137;134:13400:4:Z4186043601;
CC1CC(C)n2nccc2N1,222,134:13400:1:Z3202995373;134:13400:7:Z4053957894;134:13400:7:Z4651442476;
Cc1n[nH]c2c1CCCC2,743,134:13400:1:Z3541518061;134:13400:1:Z3788494700;134:13400:1:Z3893009103;
CC1CCOCCN1,210,134:13400:1:Z3697704356;134:13400:2:Z1591697783;134:13400:7:Z1589303008;
Cc1cc2cccc(C)c2[nH]1,112,134:13400:1:Z4913270730;134:13401:0:Z4914765457;134:13403:6:Z4913124730;
CC1(C)CCCc2scnc21,130,134:13400:1:Z2172126162;134:13400:3:Z4466080479;134:13402:8:Z2624061914;
Cc1nc2cccnc2[nH]1,651,134:13400:1:Z4961286049;134:13400:2:Z4204776313;134:13400:2:Z1976353526;
CC1(C)OC2(CCNCC2)NC1=O,314,134:13400:1:Z4350838045;134:13400:4:Z3633210664;134:13400:9:Z3633209146;
FC1(F)CCC2(CCN2)CC1,163,134:13400:1:Z3657667616;134:13400:2:Z3657660582;134:13401:9:Z3693127753;
Cc1cccn2ccnc12,2178,134:13400:1:Z2658820671;134:13400:1:Z2975069205;134:13400:1:Z418409656;
Cc1ccc2c(c1)COCC2,220,134:13400:1:Z5006259936;134:13401:1:Z5006224529;134:13401:7:Z5012718154;
c1ccc2c(c1)CCS2,981,134:13400:1:Z236413116;134:13400:1:Z2288401106;134:13400:1:Z2288396155;
O=S1(=O)CCC(O)C1,376,134:13400:1:Z3701317546;134:13400:1:Z4257593041;134:13400:2:Z2264770522;
Cc1cc(Cl)c2c(c1)CCNC2,58,134:13400:1:Z3060367256;134:13400:2:Z3105171902;134:13404:7:Z3060366888;
C1CC2CCC1CN2,2182,134:13400:1:Z4001343120;134:13400:2:Z2804478508;134:13400:2:Z3625729000;
FC1(F)CCC2CNCC21,286,134:13400:1:Z3582715784;134:13400:2:Z2965778511;134:13400:9:Z2949159325;
C1CCC2(C1)CCNC2,1422,134:13400:1:Z4278895441;134:13400:3:Z4343429049;134:13400:4:Z4403826748;
O=c1cc2c(n[nH]1)CCC2,129,134:13400:1:Z1278803166;134:13400:5:Z4612265368;134:13401:4:Z3077195710;
Clc1ccnc2[nH]ccc12,572,134:13400:1:Z1569933049;134:13400:3:Z1958751410;134:13400:4:Z3367241761;
O=S1(=O)CC2CC1CN2,240,134:13400:1:Z2960263374;134:13400:5:Z2299570979;134:13400:6:Z2293473612;
c1ccc2c(c1)OCCS2,990,134:13400:1:Z2962476140;134:13400:1:Z2874137039;134:13400:1:Z2002691857;
CN1CCNCC1=O,3213,134:13400:1:Z1726083566;134:13400:1:Z3079627247;134:13400:1:Z3469381382;
CN1CC23CCCCC2(CNC3)C1,181,134:13400:1:Z3316588075;134:13400:2:Z3059713935;134:13400:6:Z3619026519;
Cc1ccc2c(C)nn(C)c2n1,865,134:13400:1:Z2642928935;134:13400:3:Z3585017345;134:13400:5:Z3830326032;
O=C1CCC2=C(CCNC2)N1,391,134:13400:1:Z2642928935;134:13400:2:Z3132182301;134:13401:0:Z3472431144;
c1ncc2c(n1)CCNC2,3864,134:13400:1:Z3594986152;134:13400:1:Z3138277125;134:13400:1:Z2834421519;
CC1CNC(C)(C)C1,426,134:13400:1:Z4621829346;134:13400:4:Z1319976785;134:13401:5:Z4875801002;
Cc1ccc2nccc(=O)n2c1,608,134:13400:1:Z4322533358;134:13400:1:Z1129630628;134:13400:1:Z2000160971;
CN1c2ccccc2C=CS1(=O)=O,45,134:13400:1:Z4218906973;134:13401:6:Z4218905469;134:13402:5:Z4218908777;
CC1(C)NCCNC1=O,488,134:13400:1:Z3356035812;134:13400:3:Z1748622259;134:13400:4:Z1745878584;
Cn1ccc2cncnc21,470,134:13400:1:Z2914743637;134:13400:4:Z4092629978;134:13400:6:Z4025896910;
O=S1(=O)CC2CNCC(C2)C1,333,134:13400:1:Z4041409000;134:13400:6:Z4035128287;134:13400:7:Z4034736737;
C1CCC2(CC1)CCCC2,607,134:13400:1:Z2643099375;134:13400:1:Z2618655187;134:13400:4:Z4076738617;
Oc1cnc2ccccc2n1,92,134:13400:1:Z4471451887;134:13400:5:Z4490193238;134:13400:5:Z4471079162;
c1cc2cn[nH]c2s1,57,134:13400:1:Z3583469625;134:13400:6:Z3535430946;134:13402:3:Z3741231483;
FC1CCC2CC12,113,134:13400:1:Z4705129037;134:13401:1:Z4386262967;134:13403:9:Z4507507178;
Cc1csc2nc[nH]c(=O)c12,647,134:13400:1:Z2234583991;134:13400:4:Z1529216058;134:13400:4:Z3180112376;
Nc1ccccn1,2037,134:13400:1:Z2234583991;134:13400:1:Z2045295425;134:13400:2:Z3599539710;
