fragment_smiles,occurences,example_ligands
Cn1ccc2sccc21,180,53:05301:0:Z4230505720;53:05301:0:Z4199357754;53:05301:3:Z4935462791;
O=c1[nH]cnc2sc3c(c12)CCCCC3,20,53:05301:0:Z1262375819;53:05305:4:Z2442129739;53:05307:1:Z1507107447;
CC1CCCCc2ccccc21,107,53:05301:0:Z3906979580;53:05301:5:Z3684665223;53:05301:6:Z4299098771;
Cn1ncc2c(=O)[nH]ncc21,17,53:05301:0:Z3339876950;53:05304:0:Z3339877088;53:05306:4:Z3339877641;
CC12CCC(CC1)CO2,186,53:05301:0:Z3913741136;53:05301:0:Z4111974681;53:05301:0:Z3919294474;
Clc1ccc2c(c1)CC1CC21,303,53:05301:0:Z2816541427;53:05302:2:Z2717610535;53:05302:4:Z2812451278;
C1COC2(CC3CCC2C3)O1,89,53:05301:0:Z3383678681;53:05301:2:Z4004671521;53:05301:3:Z3383686594;
c1nc2n(n1)CCC2,132,53:05301:0:Z2769212160;53:05302:7:Z2838260472;53:05303:0:Z3520714427;
O=S1CCCC1,291,53:05301:0:Z4310652171;53:05301:1:Z1427631284;53:05301:3:Z1840043455;
Cc1nc2nccnc2s1,85,53:05301:0:Z4961525040;53:05301:8:Z4961535912;53:05302:6:Z4961540347;
c1ccc2snnc2c1,192,53:05301:0:Z4484012966;53:05301:1:Z4484572540;53:05301:5:Z4484079480;
CC1(C)Cc2ccc(F)cc2C1,6,53:05301:0:Z4254435058;53:05307:2:Z4256849845;53:05322:4:Z4256911238;
Cc1nn(C)c2c1CCCC2,64,53:05301:0:Z3359889774;53:05305:0:Z3360068980;53:05305:6:Z3359473877;
CC1(C)CCc2ccnnc21,70,53:05301:0:Z3870523676;53:05302:9:Z3869433149;53:05303:1:Z3870407170;
Clc1cccc2ccccc12,283,53:05301:0:Z1488346847;53:05301:1:Z33618923;53:05301:5:Z1693035259;
O=c1ccc2ncccc2[nH]1,91,53:05301:0:Z2612295152;53:05301:0:Z2612094715;53:05301:9:Z3870200092;
Cc1oc2cc[nH]c2c1C,199,53:05301:0:Z3647393068;53:05301:7:Z3202182574;53:05303:1:Z4188539212;
Clc1ccnc2c1NCC2,197,53:05301:0:Z4394512711;53:05301:4:Z4394528080;53:05301:6:Z4394517760;
O=c1[nH]c2c(c(=O)[nH]1)CNC2,98,53:05301:0:Z3654384112;53:05301:4:Z3715477983;53:05302:6:Z3650617216;
Fc1cccc2ncsc12,116,53:05301:0:Z3806276881;53:05301:1:Z3363669437;53:05302:1:Z3362835043;
O=C1CCC2CCCN12,189,53:05301:0:Z4124477885;53:05301:2:Z4124626425;53:05301:5:Z4124634621;
Fc1ccc2c(c1)CCCS2,250,53:05301:0:Z2611270207;53:05301:6:Z1560629509;53:05302:0:Z2698056946;
c1cnc2nscc2c1,41,53:05301:0:Z4022177388;53:05301:6:Z1824437638;53:05302:8:Z3084166110;
N=S1(=O)CCC2(CCCN2)CC1,109,53:05301:0:Z4156793122;53:05301:1:Z3414889365;53:05301:4:Z3414897803;
NC1CCNCCC1(F)F,210,53:05301:1:Z3520078650;53:05301:2:Z4055646984;53:05301:8:Z3520090816;
c1ccc2c(c1)ncc1nnnn12,68,53:05301:1:Z3078351021;53:05301:4:Z3870217687;53:05302:9:Z4192239255;
Oc1ccnnc1,98,53:05301:1:Z3051774007;53:05301:8:Z3049581945;53:05302:4:Z3053231810;
CC1CCCC(F)(F)CC1,13,53:05301:1:Z3508488815;53:05302:4:Z3508187265;53:05320:4:Z3509576626;
O=C1NCCn2cccc21,32,53:05301:1:Z4999850811;53:05302:5:Z4000657290;53:05302:8:Z4000679185;
c1cc2c3c(cccc3c1)CC2,172,53:05301:1:Z2224991686;53:05301:5:Z236613570;53:05301:9:Z3474466945;
FC1C2CCCCC12,196,53:05301:1:Z4324764053;53:05301:3:Z4326264871;53:05302:0:Z4600961372;
CC1(C)OC2CCCC2O1,548,53:05301:1:Z3532301872;53:05301:2:Z2962646026;53:05301:3:Z2920134564;
Cc1ncc2ccccc2n1,138,53:05301:1:Z1958396780;53:05301:4:Z3832112036;53:05302:5:Z3562266360;
O=c1[nH]cco1,153,53:05301:1:Z4282250459;53:05301:6:Z4285089590;53:05303:0:Z4285472830;
FC1(F)CCCCCCC1,127,53:05301:1:Z3508546846;53:05302:2:Z4170398321;53:05302:3:Z4080732590;
c1onc2c1CNC2,298,53:05301:1:Z3607433975;53:05301:2:Z3322234820;53:05301:4:Z3438450931;
Cc1c(F)ccc2c1NCCC2,75,53:05301:1:Z4129824995;53:05301:5:Z4376736279;53:05302:5:Z4393968694;
OC1CCC(O)C1O,58,53:05301:1:Z4269675713;53:05303:8:Z4269669435;53:05306:2:Z4269679163;
CC1CNC(C)C(C)C1,171,53:05301:1:Z1882666339;53:05302:4:Z1833943801;53:05302:8:Z1831521571;
Cc1nc2c(C)cccn2n1,255,53:05301:1:Z3671712506;53:05301:4:Z3646702548;53:05301:5:Z3669639235;
Cc1ccc2cccnc2c1C,280,53:05301:1:Z4457344221;53:05301:2:Z4140178793;53:05302:2:Z4325312790;
Cn1c(=O)c2sccc2n2cnnc12,46,53:05301:1:Z4996441242;53:05301:7:Z1732182993;53:05303:6:Z2220025426;
CC1NC(C)C(C)NC1=O,240,53:05301:1:Z2913123535;53:05301:5:Z2922808971;53:05302:0:Z2950559644;
C1CC2(CCSCC2)N1,324,53:05301:1:Z3615417963;53:05301:3:Z3615397405;53:05301:4:Z4178235141;
Oc1noc2c1CCNC2,268,53:05301:1:Z4229003713;53:05301:1:Z4229010891;53:05302:6:Z4229017140;
Clc1cc(Cl)c2c(c1)C=CCO2,72,53:05301:1:Z2371967743;53:05301:4:Z2796709780;53:05301:4:Z2796698109;
Cc1c[nH]c2ncccc12,192,53:05301:1:Z3542658972;53:05301:2:Z3581626414;53:05301:8:Z3577237110;
OC1CCC2CCNC1C2,155,53:05301:1:Z4150304131;53:05301:2:Z3530504171;53:05301:5:Z3584999217;
Cc1cnnc(Cl)c1,45,53:05301:1:Z4332934213;53:05302:2:Z4654834409;53:05306:5:Z4654834415;
O=S1(=O)CCNc2ccccc2C1,111,53:05301:1:Z4647781101;53:05301:6:Z4394883826;53:05301:8:Z4402166561;
NC1CNC2(CCC2)C1,140,53:05301:1:Z3498700523;53:05302:0:Z3520170251;53:05303:2:Z3498705983;
Clc1ccc2cnncc2c1,82,53:05301:1:Z4226738530;53:05301:4:Z4230665930;53:05303:2:Z4230383186;
C1CC2CNOC2C1,137,53:05301:1:Z3101676136;53:05302:4:Z4060811845;53:05302:6:Z3137929753;
c1ccc2c(c1)cc1n2CCCNC1,131,53:05301:1:Z2143649375;53:05301:6:Z2143647696;53:05301:8:Z3877250100;
Cc1cccn2c(=O)ccnc12,416,53:05301:1:Z2100744632;53:05301:2:Z3830282291;53:05301:6:Z1409124497;
Cc1cncc2nccn12,213,53:05301:1:Z4540386060;53:05301:2:Z4541548647;53:05301:8:Z4602994418;
CC1=CCCCO1,272,53:05301:1:Z1517776446;53:05301:2:Z1517577417;53:05301:7:Z1819342085;
O=C1CCCc2scnc21,185,53:05301:1:Z3294742066;53:05302:1:Z3558643636;53:05302:1:Z3093266969;
O=c1[nH]ccn2cncc12,3,53:05301:1:Z4169173310;53:05328:7:Z4169238285;53:05331:3:Z4387185386;
Nc1ccnc(O)c1,86,53:05301:1:Z4293647792;53:05302:0:Z4295882862;53:05305:4:Z4289140532;
CC1CCNS1(=O)=O,81,53:05301:1:Z3357959674;53:05301:6:Z3357954484;53:05303:3:Z3339901634;
C1=NCCCN1,111,53:05301:1:Z4245930571;53:05302:5:Z4245903677;53:05302:7:Z4245940372;
Cc1nn(C)c2[nH]c(=O)ccc12,82,53:05301:1:Z4633501575;53:05303:3:Z4633292364;53:05307:7:Z4633340044;
Oc1cccc2c1CCCN2,168,53:05301:1:Z4347086253;53:05301:5:Z4344816838;53:05301:5:Z4421775520;
CN1CNC2(CCCCC2)C1=O,13,53:05301:1:Z731531040;53:05307:7:Z731530914;53:05319:5:Z1827979810;
CC1(C)CNCC2(CNC2)O1,125,53:05301:1:Z4207533131;53:05303:1:Z4054712588;53:05303:6:Z4054712581;
Cc1ccncc1O,106,53:05301:1:Z2906984578;53:05302:7:Z2893401366;53:05303:4:Z2890295323;
Cc1ncnc2[nH]ncc12,103,53:05301:1:Z2850957771;53:05301:1:Z2851744783;53:05301:3:Z4391183340;
O=c1[nH]cnc2cccnc12,125,53:05301:1:Z3777329571;53:05301:4:Z3870522143;53:05302:2:Z3869996075;
Cc1c(F)cc(F)cc1Cl,117,53:05301:1:Z1642978518;53:05302:2:Z4011763433;53:05303:7:Z2622219787;
C1=COCCN1,42,53:05301:1:Z4181409991;53:05301:5:Z3645208281;53:05305:1:Z4089127893;
Cc1ncc2cnn(C)c2n1,216,53:05301:1:Z729007358;53:05301:3:Z728960150;53:05301:8:Z1958546964;
C1CNC2CCC2N1,156,53:05301:1:Z5017956321;53:05301:2:Z5018131908;53:05301:4:Z5020357735;
Clc1ccc2c(c1Cl)OCC2,184,53:05301:1:Z2873103338;53:05301:1:Z4310639294;53:05301:3:Z2291675513;
Cc1nccc(Cl)c1C,48,53:05301:1:Z4094962559;53:05303:2:Z4094962401;53:05303:2:Z4094966295;
CC1CCC2CCCCC2N1,42,53:05301:1:Z3648699288;53:05301:8:Z3648703709;53:05303:1:Z5001398070;
C1=CC2(CCNCC2)OC1,70,53:05301:1:Z4247794513;53:05302:4:Z4250130691;53:05303:9:Z4579163736;
Cc1ccc2c(c1)C(C)CCN2,103,53:05301:1:Z4135921066;53:05302:4:Z4135023634;53:05302:6:Z4135587836;
Cc1nc2ccccc2c(=O)[nH]1,270,53:05301:1:Z336610294;53:05302:6:Z3624371308;53:05302:7:Z4179066220;
Cc1cc(=O)n2[nH]cnc2n1,22,53:05301:1:Z2660793981;53:05302:7:Z2660790114;53:05309:0:Z2660799712;
c1cnc2c(c1)NCC21CC1,196,53:05301:1:Z3798512829;53:05301:4:Z5060052538;53:05301:7:Z4132314569;
Cc1cc2cncnc2[nH]1,121,53:05301:1:Z4991760312;53:05302:5:Z4991786315;53:05302:5:Z4991787203;
c1cc2c3c(cccc3c1)CCC2,56,53:05301:1:Z2877416552;53:05303:3:Z2872734002;53:05305:5:Z2878398463;
Clc1ncc2c(n1)CCC2,67,53:05301:1:Z3558441985;53:05301:1:Z3557954844;53:05301:3:Z3561015135;
Nc1ncc2cn[nH]c2n1,34,53:05301:1:Z1525464846;53:05302:9:Z4342814475;53:05303:4:Z4342888146;
O=c1[nH]cnc2cc(F)cc(F)c12,17,53:05301:1:Z4151418418;53:05306:6:Z4611525321;53:05310:3:Z4151418658;
OC1CC2CCCCC12,47,53:05301:1:Z4267022849;53:05301:4:Z4261865257;53:05302:4:Z4268256128;
Cn1cc2c(=O)[nH]cnc2n1,19,53:05301:1:Z3513650333;53:05307:0:Z3513650100;53:05308:5:Z3513659822;
FC1(F)C2CCCC1CCC2,199,53:05301:1:Z4489882311;53:05301:7:Z4488959937;53:05301:9:Z4582325095;
Cc1cc2cccc(C)c2s1,65,53:05301:1:Z3619926415;53:05303:0:Z2370647755;53:05303:9:Z2789475957;
O=S1(=O)CCNCc2ccccc21,208,53:05301:1:Z2737476166;53:05301:7:Z1732747360;53:05302:9:Z1727167367;
Cn1cc2nc[nH]c(=O)c2c1,16,53:05301:1:Z3500223533;53:05303:1:Z3500225017;53:05306:2:Z3300345801;
Cc1ccnc2c1c(=O)n(C)c(=O)n2C,15,53:05301:1:Z1998340940;53:05304:7:Z1488018193;53:05306:9:Z1943738508;
CC1CNc2cnccc21,205,53:05301:1:Z3713224363;53:05301:2:Z4132957914;53:05301:7:Z4132958618;
CC1(C)CC2CCCNC21,164,53:05301:1:Z2860250557;53:05301:2:Z2860253657;53:05301:6:Z4385703662;
Cc1cc2scnc2cc1F,118,53:05301:1:Z2776361294;53:05301:1:Z1964272173;53:05301:3:Z1970953267;
O=C1CC2CCCC(C1)N2,155,53:05301:1:Z4305101329;53:05301:8:Z4124949681;53:05301:9:Z3819397112;
c1ccc2c3c(sc2c1)CCCC3,11,53:05301:1:Z1608113405;53:05328:5:Z1582798352;53:05341:7:Z2388032487;
Cn1cc2nc[nH]c(=O)c2n1,5,53:05301:1:Z4208970745;53:05328:4:Z4208970482;53:05341:1:Z4208970665;
Cc1cc(O)nnc1C,343,53:05301:1:Z3297075931;53:05301:2:Z1533783092;53:05301:4:Z3442871952;
Fc1cc2cccnc2cc1F,133,53:05301:1:Z4400413221;53:05301:2:Z4399724113;53:05301:2:Z4401340939;
c1noc2c1CSCC2,135,53:05301:1:Z4380708741;53:05301:8:Z4389109155;53:05302:9:Z5046743034;
Fc1ccc2c(c1F)CCCN2,139,53:05301:1:Z4201000031;53:05301:2:Z4296567547;53:05301:4:Z4194912086;
CC1(C)CCCCS1,305,53:05301:1:Z2949905509;53:05301:9:Z3618202643;53:05302:3:Z2964885398;
CC1CC(C)NC(C)C1,221,53:05301:1:Z2956571328;53:05301:6:Z3520226841;53:05301:6:Z3318685632;
O=S1(=O)CCNCCCCCCN1,172,53:05301:1:Z3585681087;53:05301:3:Z3188298219;53:05301:8:Z3819236479;
Clc1csc2cc3c(cc12)OCCO3,23,53:05301:1:Z3855750886;53:05319:2:Z738559894;53:05321:9:Z3857223930;
FC1(F)CNCC2(CCC2)C1,242,53:05301:1:Z3706108343;53:05301:2:Z3649003725;53:05301:3:Z3634312296;
Cc1ccc2c(c1)NCNS2(=O)=O,57,53:05301:1:Z4307808886;53:05301:1:Z4772445314;53:05304:1:Z4307832532;
Oc1ccc(F)cn1,174,53:05301:1:Z2655343837;53:05302:2:Z2932793318;53:05302:8:Z2801305823;
CC1(O)CCNCC1O,70,53:05301:1:Z4961367238;53:05301:1:Z4961367087;53:05301:3:Z4962482515;
Cc1cc[nH]c1C,204,53:05301:1:Z4008884841;53:05301:3:Z3188651029;53:05301:4:Z3610272684;
O=C1NCCCc2ccccc21,197,53:05301:1:Z3054927233;53:05301:3:Z3347319742;53:05301:3:Z3340965861;
Nc1ncnc2sccc12,63,53:05301:1:Z3391502347;53:05301:8:Z3870383757;53:05304:7:Z4991928638;
CC1(C)CCO1,221,53:05301:1:Z4325754291;53:05302:5:Z4326503474;53:05302:6:Z4318700311;
O=c1[nH]cnc2c(Cl)scc12,15,53:05301:1:Z2442558108;53:05305:1:Z2442561247;53:05313:4:Z2442558711;
c1cnc2ncsc2c1,231,53:05301:1:Z4316794761;53:05301:2:Z4313270286;53:05301:4:Z4316794076;
Cn1cc(F)c(=O)[nH]c1=O,11,53:05301:1:Z4216338416;53:05302:4:Z4216335029;53:05330:9:Z4216337556;
Cc1cccc2ncn(C)c12,98,53:05301:1:Z4207012375;53:05301:2:Z3865817001;53:05302:9:Z1429399217;
Oc1ccc2c(c1)NCCC2,177,53:05301:1:Z3787784956;53:05302:2:Z4047968461;53:05304:0:Z3787484783;
Cc1c[nH]c(C)n1,149,53:05301:1:Z4385536064;53:05301:2:Z2948794197;53:05301:7:Z3638626633;
Cc1ccc2[nH]ccc(=O)c2c1,168,53:05301:1:Z2913451107;53:05301:8:Z3053986382;53:05302:7:Z1687162763;
Oc1ccc2c(n1)CCCC2,180,53:05301:1:Z3618066287;53:05301:4:Z4389744832;53:05303:9:Z2961377979;
Oc1cnnc2c(F)cccc12,69,53:05301:1:Z4308260688;53:05301:9:Z4465349886;53:05302:3:Z4307182578;
O=C1CCNc2ccccc21,49,53:05301:2:Z4263427647;53:05301:3:Z3011201844;53:05304:7:Z2304874834;
OC1CCOCC1O,205,53:05301:2:Z4319702284;53:05301:2:Z4327102653;53:05302:5:Z4326472865;
NC12CCC(CC1)OC2,85,53:05301:2:Z4115401041;53:05301:2:Z3521913887;53:05302:2:Z3795113864;
c1cnc2c(c1)N1CCCC1CNC2,123,53:05301:2:Z2966049057;53:05302:6:Z3518370081;53:05303:1:Z4984751305;
OC1CCNOC1,118,53:05301:2:Z4250140525;53:05302:0:Z5034880150;53:05302:6:Z4250141114;
CC1(C)CC(=O)c2cccnc2C1,68,53:05301:2:Z3647041034;53:05302:0:Z3647820720;53:05302:3:Z3648124997;
C1=COCC1,54,53:05301:2:Z1662754757;53:05305:7:Z1664841024;53:05305:9:Z4256610624;
Cc1cc(=O)[nH]c(=O)n1C,42,53:05301:2:Z4236603441;53:05301:3:Z3343385237;53:05303:0:Z3799620806;
O=c1ccc(Cl)c[nH]1,175,53:05301:2:Z4081733929;53:05301:4:Z4084519946;53:05301:9:Z4075905836;
c1ccc2c(c1)NCC1CCC2C1,54,53:05301:2:Z4492962227;53:05307:4:Z4187312261;53:05308:3:Z4996891985;
C1CC2CC(C1)CC1(C2)OCCO1,59,53:05301:2:Z4256225493;53:05302:5:Z4210465188;53:05303:4:Z4231977522;
Cc1cccc2c1OCC2,300,53:05301:2:Z3203899225;53:05301:2:Z2318791023;53:05301:5:Z4362917385;
CN=S1(=O)CCCC2(CCCN2)C1,146,53:05301:2:Z3415215406;53:05301:6:Z3415213239;53:05302:2:Z3416642196;
Cc1[nH]nc2cccc(Cl)c12,154,53:05301:2:Z4319163384;53:05302:1:Z4320264928;53:05303:5:Z4325179170;
FC1(F)C2C3CCC(C3)C21,117,53:05301:2:Z4335238452;53:05301:2:Z3657897266;53:05302:6:Z4248614259;
c1cn2c(n1)CCNCCCCCC2,134,53:05301:2:Z4341711316;53:05302:0:Z4347469277;53:05302:8:Z4353515214;
CC1NCCCO1,95,53:05301:2:Z5053733285;53:05301:7:Z3055819124;53:05303:2:Z3055811896;
Cc1cc2nncn2c2ccccc12,18,53:05301:2:Z1699887893;53:05308:1:Z1654739367;53:05309:5:Z2066974330;
c1nnn2c1COC1CNCC12,200,53:05301:2:Z4474974682;53:05301:7:Z4448622197;53:05302:1:Z4474981927;
Nc1ncccc1Cl,289,53:05301:2:Z2299548690;53:05302:0:Z2802555514;53:05302:4:Z1262063695;
Clc1cc(Cl)c2ocnc2c1,39,53:05301:2:Z1918446500;53:05302:1:Z1918442890;53:05304:6:Z1918495560;
O=c1[nH]cnc2cc(F)c(F)cc12,32,53:05301:2:Z1207171790;53:05307:5:Z2111611256;53:05308:5:Z1592710250;
Cc1csc2nc[nH]c(=O)c12,305,53:05301:2:Z2445223731;53:05301:3:Z4129875256;53:05301:3:Z4251416638;
FC12CC3CC(CC(C3)C1)C2,51,53:05301:2:Z1667506900;53:05301:4:Z4039944067;53:05301:4:Z4041564297;
c1ccc2c(c1)CCC1(CNC1)O2,109,53:05301:2:Z5050193733;53:05301:6:Z5059824724;53:05301:7:Z5047604592;
CC1NCCc2cc(Cl)ccc21,81,53:05301:2:Z3613780009;53:05301:2:Z3741265122;53:05301:6:Z3750531884;
c1cnc2cnoc2c1,91,53:05301:2:Z4380723307;53:05303:1:Z4466061701;53:05304:2:Z4403942205;
Fc1ccc2sccc2c1F,93,53:05301:2:Z4609097829;53:05301:8:Z4540619313;53:05301:8:Z4609057485;
O=S1(=O)C2CCCC1CCC2,88,53:05301:2:Z4346321067;53:05301:9:Z4346812661;53:05302:2:Z4347105756;
Clc1ccc2sc(Cl)nc2c1,22,53:05301:2:Z4266745055;53:05303:1:Z4270643762;53:05309:3:Z4278392518;
CN1C(=O)CSC12CCNCC2,255,53:05301:2:Z1665937477;53:05301:2:Z2709490564;53:05301:2:Z1666409195;
NC12CCC1CNC2,239,53:05301:2:Z3278111706;53:05301:6:Z3141444975;53:05301:8:Z3141429775;
OC1CSC=N1,47,53:05301:2:Z4266991141;53:05301:2:Z4265555705;53:05301:4:Z4267026162;
NC1CCCc2ccccc2C1,118,53:05301:2:Z3517934611;53:05301:6:Z4060958797;53:05303:0:Z3514717099;
C1CNc2nn[nH]c2C1,189,53:05301:2:Z1360471193;53:05301:8:Z1302781410;53:05302:0:Z1414055232;
c1n[nH]c2c1C1CCCC(C2)N1,104,53:05301:2:Z4271064713;53:05301:4:Z3409614282;53:05302:5:Z4271064176;
CN1CCCC12CCCNC2,193,53:05301:2:Z3267151718;53:05302:3:Z4315466630;53:05302:7:Z3519235442;
O=C1NCCc2cncn21,162,53:05301:2:Z3197478158;53:05301:6:Z4056117384;53:05301:7:Z4883915890;
Fc1cccc2nccnc12,107,53:05301:2:Z4388920626;53:05301:4:Z4389923858;53:05301:7:Z4389232511;
OC1Cc2cc(Cl)cc(Cl)c2C1,77,53:05301:2:Z2773986664;53:05304:5:Z2161231808;53:05305:8:Z3567284318;
Cn1cnc2cnc(Cl)nc21,89,53:05301:2:Z3718940046;53:05302:0:Z4391750104;53:05302:4:Z4961607906;
C1CC2(C1)CNCC1(CCC1)O2,168,53:05301:2:Z3568991161;53:05301:4:Z3613316704;53:05302:2:Z4277573077;
Oc1ccc2c(c1)CNC2,166,53:05301:2:Z3877837770;53:05301:2:Z2705807024;53:05301:5:Z4304274562;
CC1(C)CCNc2ccccc21,116,53:05301:2:Z2157680965;53:05301:5:Z2143805507;53:05301:8:Z4127395627;
Cc1cccc2ncsc12,67,53:05301:2:Z2613615476;53:05304:6:Z1957508276;53:05307:6:Z1957990050;
Cc1ncsc1Cl,29,53:05301:2:Z4332013395;53:05306:6:Z4332011349;53:05308:4:Z4332010604;
CC1(C)CNCCCN1,145,53:05301:2:Z3695618083;53:05303:0:Z3661227263;53:05303:2:Z3678788833;
Nc1ccc(Cl)cn1,178,53:05301:2:Z1498543955;53:05301:4:Z2972891525;53:05302:0:Z1754549875;
c1ccc2c(c1)CCC21CNCCO1,103,53:05301:2:Z4268327528;53:05302:2:Z1506262181;53:05302:6:Z4206103327;
Oc1nc2cnccc2[nH]1,55,53:05301:2:Z4325619078;53:05307:4:Z4317703884;53:05314:3:Z4324001789;
Cc1cc(=O)c2sccc2[nH]1,17,53:05301:2:Z1955596867;53:05301:7:Z1833215759;53:05327:6:Z4426744972;
FC1(F)CNCCSC1,200,53:05301:2:Z4423241640;53:05302:1:Z4418556381;53:05302:2:Z4417936060;
Cc1cc2c([nH]1)CCCC2,113,53:05301:2:Z1494800302;53:05305:0:Z2286001376;53:05305:2:Z1724686788;
Cc1cc(F)c2c(c1)CCNC2,185,53:05301:2:Z3060363101;53:05302:9:Z3391139455;53:05303:4:Z3060363265;
Cn1c(=O)[nH]c(=O)c2nc[nH]c21,45,53:05301:2:Z3560105267;53:05304:4:Z3557996468;53:05313:0:Z3559115314;
O=C1CCNc2cccc(F)c21,3,53:05301:2:Z2996216312;53:05306:5:Z3494727937;53:05359:1:Z4996886996;
FC1(F)CCC2(CCCO2)CC1,97,53:05301:2:Z4570936418;53:05303:1:Z4451407097;53:05305:2:Z4451258955;
OC1CC2CNCC2CC1O,238,53:05301:2:Z3867153387;53:05301:4:Z3832030045;53:05302:0:Z4492158603;
NC12CC(C1)C2,95,53:05301:2:Z3365695247;53:05301:8:Z3888740746;53:05302:2:Z3138470843;
O=c1cn[nH]c2ccccc12,374,53:05301:2:Z4226278656;53:05302:4:Z1655922237;53:05302:4:Z4154839124;
O=c1occc2ccc(Cl)cc12,91,53:05301:2:Z4218740201;53:05301:7:Z4282096737;53:05303:4:Z4282113113;
C1CCC2CC2NC1,208,53:05301:2:Z4276257224;53:05301:8:Z3140550045;53:05302:7:Z5005085732;
O=c1ccnc2nc[nH]n12,73,53:05301:2:Z4385681077;53:05304:3:Z3339999291;53:05304:6:Z3339999312;
CC1=CCn2nnnc2N1C,134,53:05301:2:Z2090627784;53:05301:5:Z2299038038;53:05303:3:Z4226346944;
Cc1ccc2c(c1)NCC2,274,53:05301:2:Z1362165189;53:05301:6:Z2255220210;53:05302:2:Z1643660653;
CC1C=NOC1C,24,53:05301:2:Z4121998050;53:05308:0:Z4387872789;53:05311:5:Z4113727354;
CC1Nc2ccccc2NC1=O,292,53:05301:2:Z1311067129;53:05301:5:Z2041215680;53:05301:8:Z4111894772;
c1ccc2c(c1)CCCc1nccn1-2,60,53:05301:2:Z4215222254;53:05301:3:Z2883400453;53:05301:3:Z2883400452;
O=c1cc[nH]c2cc(F)c(F)cc12,70,53:05301:2:Z2960689947;53:05302:9:Z2957415719;53:05305:4:Z3384863957;
Fc1cccc2ccsc12,65,53:05301:2:Z1666409195;53:05303:1:Z3879994036;53:05309:8:Z1376549848;
Cc1nc2ccccc2[nH]c1=O,117,53:05301:2:Z4314880265;53:05301:2:Z4346358110;53:05301:2:Z4084235839;
O=c1cc[nH]c2ccc(Cl)cc12,42,53:05301:2:Z1673657200;53:05301:3:Z1673335313;53:05301:3:Z1673355559;
Cc1ccc2ncsc2c1,136,53:05301:2:Z1362609855;53:05303:1:Z4875648955;53:05304:9:Z3244174564;
Cc1ccc(Cl)c2c1CCCN2,26,53:05301:2:Z4132417586;53:05302:2:Z4132417356;53:05302:2:Z4132417717;
C1COCCC2(CC2)N1,195,53:05301:2:Z3518981531;53:05301:9:Z3627504151;53:05302:1:Z4350822545;
O=c1[nH]cnc2c1CCNCC2,31,53:05301:3:Z2438216850;53:05302:1:Z2438219088;53:05305:2:Z2438213903;
O=C1CCc2cccc3c2N1CCC3,60,53:05301:3:Z3384479526;53:05302:0:Z3339185932;53:05303:2:Z3586757908;
N=S1(=O)CCC2(CCN2)CC1,109,53:05301:3:Z4212395309;53:05302:0:Z4212370683;53:05303:7:Z3771998020;
O=C1NS(=O)(=O)c2cnccc21,12,53:05301:3:Z4237875676;53:05302:4:Z4237377017;53:05331:1:Z4237557099;
CN1CCCNc2cc(Cl)ccc21,80,53:05301:3:Z1421387948;53:05301:8:Z3842905155;53:05301:8:Z3842905167;
Cc1ccc2cc(F)ccc2n1,202,53:05301:3:Z4076752902;53:05301:4:Z4076256985;53:05301:5:Z4076439309;
C1CC2CC3CNCC3N2C1,138,53:05301:3:Z4271042503;53:05301:6:Z4250753934;53:05301:7:Z4250735178;
O=C1CNC2(CNC2)C1,27,53:05301:3:Z4205212172;53:05301:9:Z3510822345;53:05306:9:Z3510819833;
CC1(C)C(O)C2CCCNC21,334,53:05301:3:Z4304323007;53:05301:4:Z2781716122;53:05301:6:Z2931425338;
c1ccc2c(c1)CCCCCNC2,78,53:05301:3:Z4231783486;53:05302:9:Z3622480474;53:05303:8:Z3637947122;
NC1CNCC1N,135,53:05301:3:Z3891689243;53:05302:6:Z2860460465;53:05302:9:Z2874394378;
Clc1ccc2ncncc2c1,77,53:05301:3:Z3828771131;53:05303:5:Z4138823538;53:05306:2:Z3829418652;
c1ncc2c3c(sc2n1)CCCCC3,54,53:05301:3:Z2368660781;53:05303:2:Z846967652;53:05306:3:Z1689601578;
Cc1c[nH]cnc1=O,9,53:05301:3:Z2589196562;53:05313:3:Z2991612964;53:05344:6:Z3513250687;
Clc1cccc2c1CNCCO2,147,53:05301:3:Z5008733085;53:05301:5:Z5023889951;53:05301:7:Z5007002771;
NC1CC2CCCC(C1)C2,169,53:05301:3:Z2859835492;53:05301:8:Z2354521052;53:05301:9:Z2443747218;
Fc1ccc2ncnn2c1,106,53:05301:3:Z4293977814;53:05301:4:Z4275865751;53:05304:5:Z4293977802;
Clc1ccc2c(c1)CNC2,150,53:05301:3:Z2500069569;53:05301:7:Z2305655211;53:05302:2:Z2701784320;
Cc1cc(C)c(C)s1,133,53:05301:3:Z3621300371;53:05301:3:Z2917841224;53:05302:0:Z3345858029;
Cc1c(Cl)ccc2[nH]ccc12,92,53:05301:3:Z3204324272;53:05301:3:Z3143605669;53:05301:9:Z3197598224;
c1ccc2c(c1)CC1CNCCCN21,139,53:05301:3:Z2179910718;53:05303:2:Z3804833611;53:05304:1:Z2178343400;
Cc1cc2scc(C)c2cc1C,67,53:05301:3:Z1894433508;53:05302:3:Z1894433667;53:05303:6:Z1892687792;
CC1NCc2ccccc21,535,53:05301:3:Z4942714615;53:05301:3:Z3769991119;53:05301:4:Z2843483654;
